Orthogroup	Prbc	Praa
OG0000547	Prbc.g_01595	Praa.g_00515
OG0000548	Prbc.g_01596	Praa.g_00516
OG0000549	Prbc.g_01599	Praa.g_00518
OG0000550	Prbc.g_01603	Praa.g_00523
OG0000551	Prbc.g_01606	Praa.g_00527
OG0000552	Prbc.g_01607	Praa.g_00528
OG0000553	Prbc.g_01608	Praa.g_00529
OG0000554	Prbc.g_01613	Praa.g_00534
OG0000555	Prbc.g_01621	Praa.g_00543
OG0000556	Prbc.g_01623	Praa.g_00545
OG0000557	Prbc.g_01624	Praa.g_00546
OG0000558	Prbc.g_01627	Praa.g_00548
OG0000559	Prbc.g_01631	Praa.g_00552
OG0000560	Prbc.g_01634	Praa.g_00555
OG0000561	Prbc.g_01635	Praa.g_00556
OG0000562	Prbc.g_01636	Praa.g_00557
OG0000563	Prbc.g_01637	Praa.g_00558
OG0000564	Prbc.g_01638	Praa.g_00559
OG0000565	Prbc.g_01641	Praa.g_00562
OG0000566	Prbc.g_01643	Praa.g_00564
OG0000567	Prbc.g_01647	Praa.g_00568
OG0000568	Prbc.g_01648	Praa.g_00569
OG0000569	Prbc.g_01649	Praa.g_00570
OG0000570	Prbc.g_01650	Praa.g_00571
OG0000571	Prbc.g_01652	Praa.g_00573
OG0000572	Prbc.g_01663	Praa.g_00586
OG0000573	Prbc.g_01668	Praa.g_00592
OG0000574	Prbc.g_01670	Praa.g_00593
OG0000575	Prbc.g_01673	Praa.g_00597
OG0000576	Prbc.g_01675	Praa.g_00599
OG0000577	Prbc.g_01676	Praa.g_00600
OG0000578	Prbc.g_01677	Praa.g_00601
OG0000579	Prbc.g_01678	Praa.g_00602
OG0000580	Prbc.g_01679	Praa.g_00603
OG0000581	Prbc.g_01682	Praa.g_00605
OG0000582	Prbc.g_01685	Praa.g_00608
OG0000583	Prbc.g_01686	Praa.g_00609
OG0000584	Prbc.g_01687	Praa.g_00610
OG0000585	Prbc.g_01689	Praa.g_00612
OG0000586	Prbc.g_01690	Praa.g_00613
OG0000587	Prbc.g_01691	Praa.g_00614
OG0000588	Prbc.g_01695	Praa.g_00618
OG0000589	Prbc.g_01698	Praa.g_00621
OG0000590	Prbc.g_01699	Praa.g_00622
OG0000591	Prbc.g_01702	Praa.g_00625
OG0000592	Prbc.g_01703	Praa.g_00626
OG0000593	Prbc.g_01709	Praa.g_00632
OG0000594	Prbc.g_01710	Praa.g_00633
OG0000595	Prbc.g_01711	Praa.g_00634
OG0000596	Prbc.g_01715	Praa.g_00638
OG0000597	Prbc.g_01717	Praa.g_00640
OG0000598	Prbc.g_01718	Praa.g_00641
OG0000599	Prbc.g_01721	Praa.g_00644
OG0000600	Prbc.g_01722	Praa.g_00645
OG0000601	Prbc.g_01723	Praa.g_00646
OG0000602	Prbc.g_01725	Praa.g_00648
OG0000603	Prbc.g_01726	Praa.g_00649
OG0000604	Prbc.g_01727	Praa.g_00650
OG0000605	Prbc.g_01728	Praa.g_00651
OG0000606	Prbc.g_01731	Praa.g_00654
OG0000607	Prbc.g_01734	Praa.g_00657
OG0000608	Prbc.g_01735	Praa.g_00658
OG0000609	Prbc.g_01736	Praa.g_00659
OG0000610	Prbc.g_01742	Praa.g_00664
OG0000611	Prbc.g_01745	Praa.g_00667
OG0000612	Prbc.g_01746	Praa.g_00668
OG0000613	Prbc.g_01752	Praa.g_00673
OG0000614	Prbc.g_01775	Praa.g_00692
OG0000615	Prbc.g_01782	Praa.g_00700
OG0000616	Prbc.g_01055	Praa.g_00704
OG0000617	Prbc.g_01793	Praa.g_00717
OG0000618	Prbc.g_01794	Praa.g_00718
OG0000619	Prbc.g_01795	Praa.g_00719
OG0000620	Prbc.g_01798	Praa.g_00722
OG0000621	Prbc.g_01799	Praa.g_00723
OG0000622	Prbc.g_01800	Praa.g_00724
OG0000623	Prbc.g_01801	Praa.g_00725
OG0000624	Prbc.g_01803	Praa.g_00726
OG0000625	Prbc.g_01804	Praa.g_00727
OG0000626	Prbc.g_01805	Praa.g_00728
OG0000627	Prbc.g_01807	Praa.g_00729
OG0000628	Prbc.g_01808	Praa.g_00730
OG0000629	Prbc.g_01809	Praa.g_00731
OG0000630	Prbc.g_01812	Praa.g_00734
OG0000631	Prbc.g_02007	Praa.g_00794
OG0000632	Prbc.g_02008	Praa.g_00795
OG0000633	Prbc.g_02009	Praa.g_00796
OG0000634	Prbc.g_01854	Praa.g_00799
OG0000635	Prbc.g_01855	Praa.g_00800
OG0000636	Prbc.g_01857	Praa.g_00802
OG0000637	Prbc.g_01859	Praa.g_00804
OG0000638	Prbc.g_01860	Praa.g_00805
OG0000639	Prbc.g_01861	Praa.g_00806
OG0000640	Prbc.g_01862	Praa.g_00807
OG0000641	Prbc.g_01866	Praa.g_00812
OG0000642	Prbc.g_01867	Praa.g_00813
OG0000643	Prbc.g_01868	Praa.g_00814
OG0000644	Prbc.g_01869	Praa.g_00815
OG0000645	Prbc.g_01870	Praa.g_00816
OG0000646	Prbc.g_01873	Praa.g_00818
OG0000647	Prbc.g_01875	Praa.g_00819
OG0000648	Prbc.g_01877	Praa.g_00821
OG0000649	Prbc.g_01878	Praa.g_00822
OG0000650	Prbc.g_01879	Praa.g_00823
OG0000651	Prbc.g_01880	Praa.g_00824
OG0000652	Prbc.g_01881	Praa.g_00825
OG0000653	Prbc.g_01883	Praa.g_00827
OG0000654	Prbc.g_01884	Praa.g_00828
OG0000655	Prbc.g_01885	Praa.g_00829
OG0000656	Prbc.g_01888	Praa.g_00832
OG0000657	Prbc.g_01895	Praa.g_00840
OG0000658	Prbc.g_01897	Praa.g_00841
OG0000659	Prbc.g_01898	Praa.g_00842
OG0000660	Prbc.g_01903	Praa.g_00846
OG0000661	Prbc.g_01905	Praa.g_00848
OG0000662	Prbc.g_01907	Praa.g_00850
OG0000663	Prbc.g_01909	Praa.g_00852
OG0000664	Prbc.g_01910	Praa.g_00853
OG0000665	Prbc.g_01914	Praa.g_00857
OG0000666	Prbc.g_01915	Praa.g_00858
OG0000667	Prbc.g_01919	Praa.g_00862
OG0000668	Prbc.g_01959	Praa.g_00892
OG0000669	Prbc.g_01967	Praa.g_00899
OG0000670	Prbc.g_01970	Praa.g_00901
OG0000671	Prbc.g_01972	Praa.g_00903
OG0000672	Prbc.g_01975	Praa.g_00905
OG0000673	Prbc.g_01978	Praa.g_00908
OG0000674	Prbc.g_01980	Praa.g_00910
OG0000675	Prbc.g_01981	Praa.g_00911
OG0000676	Prbc.g_01983	Praa.g_00913
OG0000677	Prbc.g_01984	Praa.g_00914
OG0000678	Prbc.g_01987	Praa.g_00916
OG0000679	Prbc.g_01991	Praa.g_00920
OG0000680	Prbc.g_01992	Praa.g_00921
OG0000681	Prbc.g_01995	Praa.g_00923
OG0000682	Prbc.g_01996	Praa.g_00924
OG0000683	Prbc.g_01997	Praa.g_00925
OG0000684	Prbc.g_01837	Praa.g_00926
OG0000685	Prbc.g_01839	Praa.g_00928
OG0000686	Prbc.g_01840	Praa.g_00929
OG0000687	Prbc.g_01841	Praa.g_00930
OG0000688	Prbc.g_01844	Praa.g_00933
OG0000689	Prbc.g_01845	Praa.g_00934
OG0000690	Prbc.g_01846	Praa.g_00935
OG0000691	Prbc.g_01847	Praa.g_00936
OG0000692	Prbc.g_01849	Praa.g_00938
OG0000693	Prbc.g_01850	Praa.g_00939
OG0000694	Prbc.g_01851	Praa.g_00940
OG0000695	Prbc.g_02011	Praa.g_00942
OG0000696	Prbc.g_02012	Praa.g_00943
OG0000697	Prbc.g_02013	Praa.g_00944
OG0000698	Prbc.g_02016	Praa.g_00947
OG0000699	Prbc.g_02017	Praa.g_00948
OG0000700	Prbc.g_02018	Praa.g_00949
OG0000701	Prbc.g_02019	Praa.g_00950
OG0000702	Prbc.g_02021	Praa.g_00952
OG0000703	Prbc.g_02022	Praa.g_00953
OG0000704	Prbc.g_02023	Praa.g_00954
OG0000705	Prbc.g_02029	Praa.g_00958
OG0000706	Prbc.g_02030	Praa.g_00959
OG0000707	Prbc.g_02031	Praa.g_00960
OG0000708	Prbc.g_02033	Praa.g_00961
OG0000709	Prbc.g_02037	Praa.g_00965
OG0000710	Prbc.g_02040	Praa.g_00968
OG0000711	Prbc.g_02055	Praa.g_00985
OG0000712	Prbc.g_02057	Praa.g_00987
OG0000713	Prbc.g_02058	Praa.g_00988
OG0000714	Prbc.g_02059	Praa.g_00989
OG0000715	Prbc.g_02061	Praa.g_00991
OG0000716	Prbc.g_02062	Praa.g_00993
OG0000717	Prbc.g_02063	Praa.g_00994
OG0000718	Prbc.g_02079	Praa.g_01008
OG0000719	Prbc.g_02080	Praa.g_01010
OG0000720	Prbc.g_02091	Praa.g_01019
OG0000721	Prbc.g_02092	Praa.g_01021
OG0000722	Prbc.g_02093	Praa.g_01022
OG0000723	Prbc.g_02097	Praa.g_01025
OG0000724	Prbc.g_02108	Praa.g_01034
OG0000725	Prbc.g_01934	Praa.g_01040
OG0000726	Prbc.g_01933	Praa.g_01041
OG0000727	Prbc.g_01932	Praa.g_01042
OG0000728	Prbc.g_01930	Praa.g_01044
OG0000729	Prbc.g_00201	Praa.g_01091
OG0000730	Prbc.g_01244	Praa.g_01095
OG0000731	Prbc.g_01252	Praa.g_01099
OG0000732	Prbc.g_00987	Praa.g_01109
OG0000733	Prbc.g_00897	Praa.g_01128
OG0000734	Prbc.g_01462	Praa.g_01145
OG0000735	Prbc.g_01460	Praa.g_01147
OG0000736	Prbc.g_01459	Praa.g_01148
OG0000737	Prbc.g_01458	Praa.g_01149
OG0000738	Prbc.g_01454	Praa.g_01153
OG0000739	Prbc.g_01453	Praa.g_01154
OG0000740	Prbc.g_01452	Praa.g_01155
OG0000741	Prbc.g_01450	Praa.g_01156
OG0000742	Prbc.g_01447	Praa.g_01158
OG0000743	Prbc.g_01445	Praa.g_01160
OG0000744	Prbc.g_01444	Praa.g_01161
OG0000745	Prbc.g_01442	Praa.g_01162
OG0000746	Prbc.g_01440	Praa.g_01164
OG0000747	Prbc.g_01439	Praa.g_01165
OG0000748	Prbc.g_01435	Praa.g_01168
OG0000749	Prbc.g_01434	Praa.g_01169
OG0000750	Prbc.g_01433	Praa.g_01170
OG0000751	Prbc.g_01430	Praa.g_01172
OG0000752	Prbc.g_01428	Praa.g_01174
OG0000753	Prbc.g_01426	Praa.g_01177
OG0000754	Prbc.g_01422	Praa.g_01180
OG0000755	Prbc.g_01418	Praa.g_01183
OG0000756	Prbc.g_01417	Praa.g_01184
OG0000757	Prbc.g_01410	Praa.g_01190
OG0000758	Prbc.g_01409	Praa.g_01191
OG0000759	Prbc.g_01408	Praa.g_01192
OG0000760	Prbc.g_01407	Praa.g_01193
OG0000761	Prbc.g_01406	Praa.g_01194
OG0000762	Prbc.g_01405	Praa.g_01195
OG0000763	Prbc.g_01403	Praa.g_01197
OG0000764	Prbc.g_01402	Praa.g_01198
OG0000765	Prbc.g_01394	Praa.g_01207
OG0000766	Prbc.g_01393	Praa.g_01208
OG0000767	Prbc.g_01392	Praa.g_01210
OG0000768	Prbc.g_01391	Praa.g_01211
OG0000769	Prbc.g_01389	Praa.g_01213
OG0000770	Prbc.g_01388	Praa.g_01215
OG0000771	Prbc.g_02103	Praa.g_01224
OG0000772	Prbc.g_01320	Praa.g_01290
OG0000773	Prbc.g_00557	Praa.g_01309
OG0000774	Prbc.g_00560	Praa.g_01311
OG0000775	Prbc.g_00561	Praa.g_01313
OG0000776	Prbc.g_00562	Praa.g_01314
OG0000777	Prbc.g_00563	Praa.g_01315
OG0000778	Prbc.g_00564	Praa.g_01316
OG0000779	Prbc.g_00568	Praa.g_01320
OG0000780	Prbc.g_00569	Praa.g_01321
OG0000781	Prbc.g_00571	Praa.g_01324
OG0000782	Prbc.g_00572	Praa.g_01325
OG0000783	Prbc.g_00573	Praa.g_01326
OG0000784	Prbc.g_00574	Praa.g_01327
OG0000785	Prbc.g_00576	Praa.g_01329
OG0000786	Prbc.g_00579	Praa.g_01331
OG0000787	Prbc.g_00580	Praa.g_01332
OG0000788	Prbc.g_01820	Praa.g_01353
OG0000789	Prbc.g_02100	Praa.g_01356
OG0000790	Prbc.g_00662	Praa.g_01371
OG0000791	Prbc.g_00664	Praa.g_01373
OG0000792	Prbc.g_00665	Praa.g_01374
OG0000793	Prbc.g_00668	Praa.g_01377
OG0000794	Prbc.g_00669	Praa.g_01378
OG0000795	Prbc.g_00670	Praa.g_01379
OG0000796	Prbc.g_00674	Praa.g_01383
OG0000797	Prbc.g_00675	Praa.g_01384
OG0000799	Prbc.g_00690	Praa.g_01458
OG0000800	Prbc.g_00691	Praa.g_01459
OG0000801	Prbc.g_00692	Praa.g_01460
OG0000802	Prbc.g_00694	Praa.g_01462
OG0000803	Prbc.g_00696	Praa.g_01464
OG0000804	Prbc.g_00697	Praa.g_01465
OG0000805	Prbc.g_00699	Praa.g_01467
OG0000806	Prbc.g_00701	Praa.g_01469
OG0000807	Prbc.g_00702	Praa.g_01470
OG0000808	Prbc.g_00703	Praa.g_01471
OG0000809	Prbc.g_00707	Praa.g_01474
OG0000810	Prbc.g_00708	Praa.g_01475
OG0000811	Prbc.g_00712	Praa.g_01479
OG0000812	Prbc.g_00714	Praa.g_01481
OG0000813	Prbc.g_00715	Praa.g_01482
OG0000814	Prbc.g_00717	Praa.g_01484
OG0000815	Prbc.g_00718	Praa.g_01485
OG0000816	Prbc.g_00720	Praa.g_01487
OG0000817	Prbc.g_00721	Praa.g_01488
OG0000818	Prbc.g_00725	Praa.g_01493
OG0000819	Prbc.g_00726	Praa.g_01494
OG0000820	Prbc.g_00727	Praa.g_01495
OG0000821	Prbc.g_00730	Praa.g_01499
OG0000822	Prbc.g_00731	Praa.g_01500
OG0000823	Prbc.g_00732	Praa.g_01501
OG0000824	Prbc.g_00735	Praa.g_01504
OG0000825	Prbc.g_00736	Praa.g_01505
OG0000826	Prbc.g_00737	Praa.g_01506
OG0000827	Prbc.g_00738	Praa.g_01507
OG0000828	Prbc.g_00741	Praa.g_01510
OG0000829	Prbc.g_00742	Praa.g_01511
OG0000830	Prbc.g_00743	Praa.g_01512
OG0000831	Prbc.g_00745	Praa.g_01514
OG0000832	Prbc.g_00755	Praa.g_01520
OG0000833	Prbc.g_00763	Praa.g_01528
OG0000834	Prbc.g_00764	Praa.g_01529
OG0000835	Prbc.g_00765	Praa.g_01530
OG0000836	Prbc.g_00766	Praa.g_01531
OG0000837	Prbc.g_00767	Praa.g_01532
OG0000838	Prbc.g_00769	Praa.g_01534
OG0000839	Prbc.g_00770	Praa.g_01535
OG0000840	Prbc.g_00771	Praa.g_01536
OG0000841	Prbc.g_00772	Praa.g_01537
OG0000842	Prbc.g_00773	Praa.g_01538
OG0000843	Prbc.g_00774	Praa.g_01539
OG0000844	Prbc.g_00775	Praa.g_01541
OG0000845	Prbc.g_00776	Praa.g_01542
OG0000846	Prbc.g_00777	Praa.g_01543
OG0000847	Prbc.g_00778	Praa.g_01544
OG0000848	Prbc.g_00779	Praa.g_01545
OG0000849	Prbc.g_00780	Praa.g_01546
OG0000850	Prbc.g_00782	Praa.g_01548
OG0000851	Prbc.g_00783	Praa.g_01549
OG0000852	Prbc.g_00784	Praa.g_01550
OG0000853	Prbc.g_00789	Praa.g_01554
OG0000854	Prbc.g_00791	Praa.g_01556
OG0000855	Prbc.g_00792	Praa.g_01557
OG0000856	Prbc.g_00677	Praa.g_01572
OG0000857	Prbc.g_01874	Praa.g_01600
OG0000858	Prbc.g_00827	Praa.g_01629
OG0000859	Prbc.g_00828	Praa.g_01630
OG0000860	Prbc.g_00834	Praa.g_01637
OG0000861	Prbc.g_00835	Praa.g_01638
OG0000862	Prbc.g_00836	Praa.g_01639
OG0000863	Prbc.g_00837	Praa.g_01641
OG0000864	Prbc.g_00838	Praa.g_01642
OG0000865	Prbc.g_00839	Praa.g_01643
OG0000866	Prbc.g_00840	Praa.g_01644
OG0000867	Prbc.g_00841	Praa.g_01645
OG0000868	Prbc.g_00842	Praa.g_01646
OG0000869	Prbc.g_00845	Praa.g_01650
OG0000870	Prbc.g_00850	Praa.g_01655
OG0000871	Prbc.g_00851	Praa.g_01656
OG0000872	Prbc.g_00852	Praa.g_01657
OG0000873	Prbc.g_00855	Praa.g_01660
OG0000874	Prbc.g_00858	Praa.g_01663
OG0000875	Prbc.g_00860	Praa.g_01665
OG0000876	Prbc.g_00861	Praa.g_01666
OG0000877	Prbc.g_00863	Praa.g_01668
OG0000878	Prbc.g_00864	Praa.g_01669
OG0000879	Prbc.g_00865	Praa.g_01670
OG0000880	Prbc.g_00866	Praa.g_01671
OG0000881	Prbc.g_00869	Praa.g_01675
OG0000882	Prbc.g_00874	Praa.g_01680
OG0000883	Prbc.g_00876	Praa.g_01682
OG0000884	Prbc.g_00878	Praa.g_01684
OG0000885	Prbc.g_00879	Praa.g_01685
OG0000886	Prbc.g_00880	Praa.g_01686
OG0000887	Prbc.g_00881	Praa.g_01687
OG0000888	Prbc.g_00883	Praa.g_01689
OG0000889	Prbc.g_00885	Praa.g_01691
OG0000890	Prbc.g_00886	Praa.g_01692
OG0000891	Prbc.g_00887	Praa.g_01693
OG0000892	Prbc.g_00889	Praa.g_01695
OG0000893	Prbc.g_00933	Praa.g_01699
OG0000894	Prbc.g_00936	Praa.g_01701
OG0000895	Prbc.g_00939	Praa.g_01704
OG0000896	Prbc.g_00940	Praa.g_01705
OG0000897	Prbc.g_00942	Praa.g_01707
OG0000898	Prbc.g_00943	Praa.g_01708
OG0000899	Prbc.g_00944	Praa.g_01709
OG0000900	Prbc.g_00945	Praa.g_01710
OG0000901	Prbc.g_00948	Praa.g_01713
OG0000902	Prbc.g_00950	Praa.g_01715
OG0000903	Prbc.g_00960	Praa.g_01718
OG0000904	Prbc.g_00955	Praa.g_01720
OG0000905	Prbc.g_00952	Praa.g_01725
OG0000906	Prbc.g_00951	Praa.g_01726
OG0000907	Prbc.g_00327	Praa.g_01733
OG0000908	Prbc.g_00324	Praa.g_01736
OG0000909	Prbc.g_00323	Praa.g_01737
OG0000910	Prbc.g_00322	Praa.g_01738
OG0000911	Prbc.g_00320	Praa.g_01740
OG0000912	Prbc.g_00319	Praa.g_01741
OG0000913	Prbc.g_00318	Praa.g_01742
OG0000914	Prbc.g_00317	Praa.g_01743
OG0000915	Prbc.g_00316	Praa.g_01744
OG0000916	Prbc.g_00315	Praa.g_01745
OG0000917	Prbc.g_00314	Praa.g_01746
OG0000918	Prbc.g_00313	Praa.g_01747
OG0000919	Prbc.g_00312	Praa.g_01748
OG0000920	Prbc.g_00311	Praa.g_01749
OG0000921	Prbc.g_00310	Praa.g_01750
OG0000922	Prbc.g_00309	Praa.g_01751
OG0000923	Prbc.g_00305	Praa.g_01755
OG0000924	Prbc.g_00304	Praa.g_01756
OG0000925	Prbc.g_00303	Praa.g_01757
OG0000926	Prbc.g_00302	Praa.g_01758
OG0000927	Prbc.g_00300	Praa.g_01760
OG0000928	Prbc.g_00299	Praa.g_01761
OG0000929	Prbc.g_00298	Praa.g_01762
OG0000930	Prbc.g_00297	Praa.g_01763
OG0000931	Prbc.g_00296	Praa.g_01764
OG0000932	Prbc.g_00295	Praa.g_01765
OG0000933	Prbc.g_00291	Praa.g_01769
OG0000934	Prbc.g_00289	Praa.g_01771
OG0000935	Prbc.g_00288	Praa.g_01772
OG0000936	Prbc.g_00287	Praa.g_01773
OG0000937	Prbc.g_00286	Praa.g_01774
OG0000938	Prbc.g_00283	Praa.g_01776
OG0000939	Prbc.g_00282	Praa.g_01777
OG0000940	Prbc.g_00275	Praa.g_01784
OG0000941	Prbc.g_00273	Praa.g_01786
OG0000942	Prbc.g_00271	Praa.g_01788
OG0000943	Prbc.g_00270	Praa.g_01789
OG0000944	Prbc.g_00268	Praa.g_01790
OG0000945	Prbc.g_00267	Praa.g_01791
OG0000946	Prbc.g_00248	Praa.g_01796
OG0000947	Prbc.g_00246	Praa.g_01798
OG0000948	Prbc.g_00245	Praa.g_01799
OG0000949	Prbc.g_00242	Praa.g_01802
OG0000950	Prbc.g_00237	Praa.g_01807
OG0000951	Prbc.g_00233	Praa.g_01811
OG0000952	Prbc.g_00229	Praa.g_01815
OG0000953	Prbc.g_00225	Praa.g_01818
OG0000954	Prbc.g_00221	Praa.g_01822
OG0000955	Prbc.g_00220	Praa.g_01823
OG0000956	Prbc.g_00218	Praa.g_01825
OG0000957	Prbc.g_00213	Praa.g_01830
OG0000958	Prbc.g_00212	Praa.g_01831
OG0000959	Prbc.g_00208	Praa.g_01835
OG0000960	Prbc.g_00207	Praa.g_01836
OG0000961	Prbc.g_00204	Praa.g_01838
OG0000962	Prbc.g_00202	Praa.g_01840
OG0000963	Prbc.g_00197	Praa.g_01844
OG0000964	Prbc.g_00196	Praa.g_01845
OG0000965	Prbc.g_00195	Praa.g_01846
OG0000966	Prbc.g_00965	Praa.g_01853
OG0000967	Prbc.g_00969	Praa.g_01858
OG0000968	Prbc.g_00971	Praa.g_01860
OG0000969	Prbc.g_00972	Praa.g_01861
OG0000970	Prbc.g_00973	Praa.g_01862
OG0000971	Prbc.g_00974	Praa.g_01863
OG0000972	Prbc.g_00975	Praa.g_01864
OG0000973	Prbc.g_00976	Praa.g_01865
OG0000974	Prbc.g_00977	Praa.g_01866
OG0000975	Prbc.g_00978	Praa.g_01867
OG0000976	Prbc.g_00979	Praa.g_01868
OG0000977	Prbc.g_00980	Praa.g_01869
OG0000978	Prbc.g_00981	Praa.g_01870
OG0000979	Prbc.g_00984	Praa.g_01873
OG0000980	Prbc.g_00986	Praa.g_01875
OG0000981	Prbc.g_00989	Praa.g_01877
OG0000982	Prbc.g_00991	Praa.g_01879
OG0000983	Prbc.g_00992	Praa.g_01880
OG0000984	Prbc.g_00993	Praa.g_01881
OG0000985	Prbc.g_00996	Praa.g_01884
OG0000986	Prbc.g_00998	Praa.g_01886
OG0000987	Prbc.g_00999	Praa.g_01887
OG0000988	Prbc.g_01002	Praa.g_01890
OG0000989	Prbc.g_01006	Praa.g_01893
OG0000990	Prbc.g_01011	Praa.g_01896
OG0000991	Prbc.g_01012	Praa.g_01897
OG0000992	Prbc.g_01015	Praa.g_01899
OG0000993	Prbc.g_01016	Praa.g_01900
OG0000994	Prbc.g_01017	Praa.g_01901
OG0000995	Prbc.g_01021	Praa.g_01905
OG0000996	Prbc.g_01022	Praa.g_01906
OG0000997	Prbc.g_01043	Praa.g_01907
OG0000998	Prbc.g_01045	Praa.g_01909
OG0000999	Prbc.g_01046	Praa.g_01910
OG0001000	Prbc.g_01049	Praa.g_01913
OG0001001	Prbc.g_01052	Praa.g_01915
OG0001002	Prbc.g_01057	Praa.g_01919
OG0001003	Prbc.g_01060	Praa.g_01920
OG0001004	Prbc.g_01061	Praa.g_01921
OG0001005	Prbc.g_01062	Praa.g_01922
OG0001006	Prbc.g_01067	Praa.g_01926
OG0001007	Prbc.g_01069	Praa.g_01928
OG0001009	Prbc.g_01097	Praa.g_00027
OG0001010	Prbc.g_01098	Praa.g_00028
OG0001011	Prbc.g_01099	Praa.g_00029
OG0001012	Prbc.g_01121	Praa.g_00043
OG0001013	Prbc.g_01126	Praa.g_00048
OG0001014	Prbc.g_01129	Praa.g_00051
OG0001015	Prbc.g_01130	Praa.g_00052
OG0001016	Prbc.g_00500	Praa.g_00073
OG0001017	Prbc.g_00496	Praa.g_00077
OG0001018	Prbc.g_00493	Praa.g_00080
OG0001019	Prbc.g_00484	Praa.g_00089
OG0001020	Prbc.g_00483	Praa.g_00090
OG0001021	Prbc.g_00482	Praa.g_00091
OG0001022	Prbc.g_00479	Praa.g_00094
OG0001023	Prbc.g_00478	Praa.g_00095
OG0001024	Prbc.g_00475	Praa.g_00098
OG0001025	Prbc.g_00468	Praa.g_00104
OG0001026	Prbc.g_00460	Praa.g_00111
OG0001027	Prbc.g_00459	Praa.g_00112
OG0001028	Prbc.g_00457	Praa.g_00114
OG0001029	Prbc.g_00455	Praa.g_00115
OG0001030	Prbc.g_00439	Praa.g_00130
OG0001031	Prbc.g_00385	Praa.g_00186
OG0001032	Prbc.g_00384	Praa.g_00187
OG0001033	Prbc.g_00364	Praa.g_00208
OG0001034	Prbc.g_00334	Praa.g_00236
OG0001035	Prbc.g_01150	Praa.g_00254
OG0001036	Prbc.g_01154	Praa.g_00259
OG0001037	Prbc.g_01155	Praa.g_00260
OG0001038	Prbc.g_01171	Praa.g_00278
OG0001039	Prbc.g_01173	Praa.g_00281
OG0001040	Prbc.g_01176	Praa.g_00283
OG0001041	Prbc.g_01180	Praa.g_00287
OG0001042	Prbc.g_01196	Praa.g_00304
OG0001043	Prbc.g_01197	Praa.g_00305
OG0001044	Prbc.g_01245	Praa.g_00333
OG0001045	Prbc.g_01254	Praa.g_00341
OG0001046	Prbc.g_02168	Praa.g_00378
OG0001047	Prbc.g_01500	Praa.g_00438
OG0001048	Prbc.g_01501	Praa.g_00439
OG0001049	Prbc.g_01503	Praa.g_00441
OG0001050	Prbc.g_01504	Praa.g_00442
OG0001051	Prbc.g_01505	Praa.g_00443
OG0001052	Prbc.g_01531	Praa.g_00471
OG0001053	Prbc.g_01543	Praa.g_00483
OG0001054	Prbc.g_01557	Praa.g_00498
OG0001055	Prbc.g_01597	Praa.g_00517
OG0001056	Prbc.g_01615	Praa.g_00536
OG0001057	Prbc.g_01620	Praa.g_00541
OG0001058	Prbc.g_01629	Praa.g_00550
OG0001059	Prbc.g_01633	Praa.g_00554
OG0001060	Prbc.g_01640	Praa.g_00561
OG0001061	Prbc.g_01653	Praa.g_00574
OG0001062	Prbc.g_01655	Praa.g_00576
OG0001063	Prbc.g_01656	Praa.g_00578
OG0001064	Prbc.g_01657	Praa.g_00579
OG0001065	Prbc.g_01658	Praa.g_00580
OG0001066	Prbc.g_01659	Praa.g_00581
OG0001067	Prbc.g_01660	Praa.g_00582
OG0001068	Prbc.g_01661	Praa.g_00583
OG0001069	Prbc.g_01662	Praa.g_00584
OG0001070	Prbc.g_01664	Praa.g_00587
OG0001071	Prbc.g_01665	Praa.g_00588
OG0001072	Prbc.g_01666	Praa.g_00590
OG0001073	Prbc.g_01680	Praa.g_00604
OG0001074	Prbc.g_01692	Praa.g_00615
OG0001075	Prbc.g_01693	Praa.g_00616
OG0001076	Prbc.g_01700	Praa.g_00624
OG0001077	Prbc.g_01705	Praa.g_00628
OG0001078	Prbc.g_01713	Praa.g_00636
OG0001079	Prbc.g_01724	Praa.g_00647
OG0001080	Prbc.g_01730	Praa.g_00653
OG0001081	Prbc.g_01732	Praa.g_00655
OG0001082	Prbc.g_01733	Praa.g_00656
OG0001083	Prbc.g_01738	Praa.g_00661
OG0001084	Prbc.g_01739	Praa.g_00662
OG0001085	Prbc.g_01749	Praa.g_00670
OG0001086	Prbc.g_01750	Praa.g_00671
OG0001087	Prbc.g_01770	Praa.g_00688
OG0001088	Prbc.g_01771	Praa.g_00689
OG0001089	Prbc.g_01779	Praa.g_00697
OG0001090	Prbc.g_01788	Praa.g_00712
OG0001091	Prbc.g_01790	Praa.g_00714
OG0001092	Prbc.g_01791	Praa.g_00715
OG0001093	Prbc.g_01796	Praa.g_00720
OG0001094	Prbc.g_01852	Praa.g_00797
OG0001095	Prbc.g_01871	Praa.g_00817
OG0001096	Prbc.g_01886	Praa.g_00830
OG0001097	Prbc.g_01906	Praa.g_00849
OG0001098	Prbc.g_01923	Praa.g_00864
OG0001099	Prbc.g_01962	Praa.g_00896
OG0001100	Prbc.g_01969	Praa.g_00900
OG0001101	Prbc.g_01971	Praa.g_00902
OG0001102	Prbc.g_01974	Praa.g_00904
OG0001103	Prbc.g_01976	Praa.g_00906
OG0001104	Prbc.g_01838	Praa.g_00927
OG0001105	Prbc.g_01842	Praa.g_00931
OG0001106	Prbc.g_02024	Praa.g_00955
OG0001107	Prbc.g_02034	Praa.g_00962
