Orthogroup	Prbc	Syad
OG0000559	Prbc.g_01631	Syad.g_01016
OG0000560	Prbc.g_01634	Syad.g_01019
OG0000561	Prbc.g_01635	Syad.g_01020
OG0000562	Prbc.g_01636	Syad.g_01021
OG0000563	Prbc.g_01637	Syad.g_01022
OG0000564	Prbc.g_01638	Syad.g_01023
OG0000565	Prbc.g_01641	Syad.g_01027
OG0000566	Prbc.g_01643	Syad.g_01031
OG0000567	Prbc.g_01647	Syad.g_01035
OG0000568	Prbc.g_01648	Syad.g_01040
OG0000569	Prbc.g_01649	Syad.g_01041
OG0000570	Prbc.g_01650	Syad.g_01042
OG0000571	Prbc.g_01652	Syad.g_01046
OG0000572	Prbc.g_01663	Syad.g_01064
OG0000573	Prbc.g_01668	Syad.g_01072
OG0000574	Prbc.g_01670	Syad.g_01077
OG0000575	Prbc.g_01673	Syad.g_01083
OG0000576	Prbc.g_01675	Syad.g_01085
OG0000577	Prbc.g_01676	Syad.g_01086
OG0000578	Prbc.g_01677	Syad.g_01087
OG0000579	Prbc.g_01678	Syad.g_01088
OG0000580	Prbc.g_01679	Syad.g_01089
OG0000581	Prbc.g_01682	Syad.g_01097
OG0000582	Prbc.g_01685	Syad.g_02206
OG0000583	Prbc.g_01686	Syad.g_02205
OG0000584	Prbc.g_01687	Syad.g_02204
OG0000585	Prbc.g_01689	Syad.g_02202
OG0000586	Prbc.g_01690	Syad.g_02201
OG0000587	Prbc.g_01691	Syad.g_02199
OG0000588	Prbc.g_01695	Syad.g_02183
OG0000589	Prbc.g_01698	Syad.g_02178
OG0000590	Prbc.g_01699	Syad.g_02177
OG0000591	Prbc.g_01702	Syad.g_02169
OG0000592	Prbc.g_01703	Syad.g_02168
OG0000593	Prbc.g_01709	Syad.g_02156
OG0000594	Prbc.g_01710	Syad.g_02155
OG0000595	Prbc.g_01711	Syad.g_02154
OG0000596	Prbc.g_01715	Syad.g_02149
OG0000597	Prbc.g_01717	Syad.g_02146
OG0000598	Prbc.g_01718	Syad.g_02145
OG0000599	Prbc.g_01721	Syad.g_02142
OG0000600	Prbc.g_01722	Syad.g_02141
OG0000601	Prbc.g_01723	Syad.g_02140
OG0000602	Prbc.g_01725	Syad.g_02135
OG0000603	Prbc.g_01726	Syad.g_02134
OG0000604	Prbc.g_01727	Syad.g_02131
OG0000605	Prbc.g_01728	Syad.g_02026
OG0000606	Prbc.g_01731	Syad.g_01567
OG0000607	Prbc.g_01734	Syad.g_01571
OG0000608	Prbc.g_01735	Syad.g_01572
OG0000609	Prbc.g_01736	Syad.g_01574
OG0000610	Prbc.g_01742	Syad.g_01589
OG0000611	Prbc.g_01745	Syad.g_01592
OG0000612	Prbc.g_01746	Syad.g_01593
OG0000613	Prbc.g_01752	Syad.g_00457
OG0000614	Prbc.g_01775	Syad.g_01340
OG0000615	Prbc.g_01782	Syad.g_01948
OG0000616	Prbc.g_01055	Syad.g_00145
OG0000617	Prbc.g_01793	Syad.g_01810
OG0000618	Prbc.g_01794	Syad.g_01809
OG0000619	Prbc.g_01795	Syad.g_01808
OG0000620	Prbc.g_01798	Syad.g_01803
OG0000621	Prbc.g_01799	Syad.g_01802
OG0000622	Prbc.g_01800	Syad.g_01801
OG0000623	Prbc.g_01801	Syad.g_01800
OG0000624	Prbc.g_01803	Syad.g_01798
OG0000625	Prbc.g_01804	Syad.g_01797
OG0000626	Prbc.g_01805	Syad.g_01796
OG0000627	Prbc.g_01807	Syad.g_01640
OG0000628	Prbc.g_01808	Syad.g_01641
OG0000629	Prbc.g_01809	Syad.g_01644
OG0000630	Prbc.g_01812	Syad.g_01648
OG0000631	Prbc.g_02007	Syad.g_01658
OG0000632	Prbc.g_02008	Syad.g_01659
OG0000633	Prbc.g_02009	Syad.g_01660
OG0000634	Prbc.g_01854	Syad.g_01893
OG0000635	Prbc.g_01855	Syad.g_01892
OG0000636	Prbc.g_01857	Syad.g_01890
OG0000637	Prbc.g_01859	Syad.g_01888
OG0000638	Prbc.g_01860	Syad.g_01887
OG0000639	Prbc.g_01861	Syad.g_01886
OG0000640	Prbc.g_01862	Syad.g_01885
OG0000641	Prbc.g_01866	Syad.g_01881
OG0000642	Prbc.g_01867	Syad.g_01880
OG0000643	Prbc.g_01868	Syad.g_01878
OG0000644	Prbc.g_01869	Syad.g_01877
OG0000645	Prbc.g_01870	Syad.g_01875
OG0000646	Prbc.g_01873	Syad.g_01872
OG0000647	Prbc.g_01875	Syad.g_01870
OG0000648	Prbc.g_01877	Syad.g_01860
OG0000649	Prbc.g_01878	Syad.g_01859
OG0000650	Prbc.g_01879	Syad.g_01858
OG0000651	Prbc.g_01880	Syad.g_01857
OG0000652	Prbc.g_01881	Syad.g_01856
OG0000653	Prbc.g_01883	Syad.g_01850
OG0000654	Prbc.g_01884	Syad.g_01849
OG0000655	Prbc.g_01885	Syad.g_01848
OG0000656	Prbc.g_01888	Syad.g_01845
OG0000657	Prbc.g_01895	Syad.g_01240
OG0000658	Prbc.g_01897	Syad.g_01231
OG0000659	Prbc.g_01898	Syad.g_01230
OG0000660	Prbc.g_01903	Syad.g_01226
OG0000661	Prbc.g_01905	Syad.g_01224
OG0000662	Prbc.g_01907	Syad.g_01222
OG0000663	Prbc.g_01909	Syad.g_01219
OG0000664	Prbc.g_01910	Syad.g_01209
OG0000665	Prbc.g_01914	Syad.g_02115
OG0000666	Prbc.g_01915	Syad.g_02027
OG0000667	Prbc.g_01919	Syad.g_00612
OG0000668	Prbc.g_01959	Syad.g_01688
OG0000669	Prbc.g_01967	Syad.g_01606
OG0000670	Prbc.g_01970	Syad.g_01609
OG0000671	Prbc.g_01972	Syad.g_01611
OG0000672	Prbc.g_01975	Syad.g_01615
OG0000673	Prbc.g_01978	Syad.g_01618
OG0000674	Prbc.g_01980	Syad.g_01620
OG0000675	Prbc.g_01981	Syad.g_01633
OG0000676	Prbc.g_01983	Syad.g_01635
OG0000677	Prbc.g_01984	Syad.g_01636
OG0000678	Prbc.g_01987	Syad.g_01957
OG0000679	Prbc.g_01991	Syad.g_01922
OG0000680	Prbc.g_01992	Syad.g_01921
OG0000681	Prbc.g_01995	Syad.g_01919
OG0000682	Prbc.g_01996	Syad.g_01918
OG0000683	Prbc.g_01997	Syad.g_01917
OG0000684	Prbc.g_01837	Syad.g_01912
OG0000685	Prbc.g_01839	Syad.g_01910
OG0000686	Prbc.g_01840	Syad.g_01909
OG0000687	Prbc.g_01841	Syad.g_01908
OG0000688	Prbc.g_01844	Syad.g_01904
OG0000689	Prbc.g_01845	Syad.g_01902
OG0000690	Prbc.g_01846	Syad.g_01901
OG0000691	Prbc.g_01847	Syad.g_01900
OG0000692	Prbc.g_01849	Syad.g_01899
OG0000693	Prbc.g_01850	Syad.g_01897
OG0000694	Prbc.g_01851	Syad.g_01896
OG0000695	Prbc.g_02011	Syad.g_01662
OG0000696	Prbc.g_02012	Syad.g_01663
OG0000697	Prbc.g_02013	Syad.g_01789
OG0000698	Prbc.g_02016	Syad.g_01786
OG0000699	Prbc.g_02017	Syad.g_01785
OG0000700	Prbc.g_02018	Syad.g_01784
OG0000701	Prbc.g_02019	Syad.g_01783
OG0000702	Prbc.g_02021	Syad.g_01775
OG0000703	Prbc.g_02022	Syad.g_01774
OG0000704	Prbc.g_02023	Syad.g_01772
OG0000705	Prbc.g_02029	Syad.g_01765
OG0000706	Prbc.g_02030	Syad.g_01764
OG0000707	Prbc.g_02031	Syad.g_01763
OG0000708	Prbc.g_02033	Syad.g_01760
OG0000709	Prbc.g_02037	Syad.g_01745
OG0000710	Prbc.g_02040	Syad.g_01738
OG0000711	Prbc.g_02055	Syad.g_01710
OG0000712	Prbc.g_02057	Syad.g_01708
OG0000713	Prbc.g_02058	Syad.g_01707
OG0000714	Prbc.g_02059	Syad.g_01705
OG0000715	Prbc.g_02061	Syad.g_01703
OG0000716	Prbc.g_02062	Syad.g_01697
OG0000717	Prbc.g_02063	Syad.g_01696
OG0000718	Prbc.g_02079	Syad.g_01692
OG0000719	Prbc.g_02080	Syad.g_01690
OG0000720	Prbc.g_02091	Syad.g_01677
OG0000721	Prbc.g_02092	Syad.g_01675
OG0000722	Prbc.g_02093	Syad.g_01674
OG0000723	Prbc.g_02097	Syad.g_01791
OG0000724	Prbc.g_02108	Syad.g_01284
OG0000725	Prbc.g_01934	Syad.g_01293
OG0000726	Prbc.g_01933	Syad.g_01294
OG0000727	Prbc.g_01932	Syad.g_01295
OG0000728	Prbc.g_01930	Syad.g_01297
OG0000729	Prbc.g_00201	Syad.g_00331
OG0000730	Prbc.g_01244	Syad.g_00758
OG0000731	Prbc.g_01252	Syad.g_00770
OG0000732	Prbc.g_00987	Syad.g_00214
OG0000733	Prbc.g_00897	Syad.g_00028
OG0000734	Prbc.g_01462	Syad.g_02809
OG0000735	Prbc.g_01460	Syad.g_01120
OG0000736	Prbc.g_01459	Syad.g_01121
OG0000737	Prbc.g_01458	Syad.g_01122
OG0000738	Prbc.g_01454	Syad.g_01127
OG0000739	Prbc.g_01453	Syad.g_01145
OG0000740	Prbc.g_01452	Syad.g_01146
OG0000741	Prbc.g_01450	Syad.g_01149
OG0000742	Prbc.g_01447	Syad.g_01151
OG0000743	Prbc.g_01445	Syad.g_01153
OG0000744	Prbc.g_01444	Syad.g_01154
OG0000745	Prbc.g_01442	Syad.g_01156
OG0000746	Prbc.g_01440	Syad.g_01158
OG0000747	Prbc.g_01439	Syad.g_01159
OG0000748	Prbc.g_01435	Syad.g_01170
OG0000749	Prbc.g_01434	Syad.g_01173
OG0000750	Prbc.g_01433	Syad.g_01174
OG0000751	Prbc.g_01430	Syad.g_01182
OG0000752	Prbc.g_01428	Syad.g_01184
OG0000753	Prbc.g_01426	Syad.g_01187
OG0000754	Prbc.g_01422	Syad.g_01516
OG0000755	Prbc.g_01418	Syad.g_01504
OG0000756	Prbc.g_01417	Syad.g_01498
OG0000757	Prbc.g_01410	Syad.g_01487
OG0000758	Prbc.g_01409	Syad.g_01486
OG0000759	Prbc.g_01408	Syad.g_01485
OG0000760	Prbc.g_01407	Syad.g_01484
OG0000761	Prbc.g_01406	Syad.g_01480
OG0000762	Prbc.g_01405	Syad.g_01474
OG0000763	Prbc.g_01403	Syad.g_01468
OG0000764	Prbc.g_01402	Syad.g_01467
OG0000765	Prbc.g_01394	Syad.g_01447
OG0000766	Prbc.g_01393	Syad.g_01446
OG0000767	Prbc.g_01392	Syad.g_01444
OG0000768	Prbc.g_01391	Syad.g_01443
OG0000769	Prbc.g_01389	Syad.g_01441
OG0000770	Prbc.g_01388	Syad.g_01437
OG0000771	Prbc.g_02103	Syad.g_01278
OG0000772	Prbc.g_01320	Syad.g_02078
OG0000773	Prbc.g_00557	Syad.g_01114
OG0000774	Prbc.g_00560	Syad.g_02396
OG0000775	Prbc.g_00561	Syad.g_02398
OG0000776	Prbc.g_00562	Syad.g_02399
OG0000777	Prbc.g_00563	Syad.g_02400
OG0000778	Prbc.g_00564	Syad.g_02401
OG0000779	Prbc.g_00568	Syad.g_02407
OG0000780	Prbc.g_00569	Syad.g_02411
OG0000781	Prbc.g_00571	Syad.g_02415
OG0000782	Prbc.g_00572	Syad.g_02416
OG0000783	Prbc.g_00573	Syad.g_02418
OG0000784	Prbc.g_00574	Syad.g_02419
OG0000785	Prbc.g_00576	Syad.g_02421
OG0000786	Prbc.g_00579	Syad.g_01101
OG0000787	Prbc.g_00580	Syad.g_01100
OG0000788	Prbc.g_01820	Syad.g_02139
OG0000789	Prbc.g_02100	Syad.g_01982
OG0000790	Prbc.g_00662	Syad.g_00886
OG0000791	Prbc.g_00664	Syad.g_00885
OG0000792	Prbc.g_00665	Syad.g_00884
OG0000793	Prbc.g_00668	Syad.g_00879
OG0000794	Prbc.g_00669	Syad.g_00878
OG0000795	Prbc.g_00670	Syad.g_00877
OG0000796	Prbc.g_00674	Syad.g_00871
OG0000797	Prbc.g_00675	Syad.g_00870
OG0000799	Prbc.g_00690	Syad.g_02243
OG0000800	Prbc.g_00691	Syad.g_02245
OG0000801	Prbc.g_00692	Syad.g_02246
OG0000802	Prbc.g_00694	Syad.g_02251
OG0000803	Prbc.g_00696	Syad.g_02255
OG0000804	Prbc.g_00697	Syad.g_02260
OG0000805	Prbc.g_00699	Syad.g_02266
OG0000806	Prbc.g_00701	Syad.g_02267
OG0000807	Prbc.g_00702	Syad.g_02269
OG0000808	Prbc.g_00703	Syad.g_02270
OG0000809	Prbc.g_00707	Syad.g_02273
OG0000810	Prbc.g_00708	Syad.g_02274
OG0000811	Prbc.g_00712	Syad.g_02283
OG0000812	Prbc.g_00714	Syad.g_02285
OG0000813	Prbc.g_00715	Syad.g_02286
OG0000814	Prbc.g_00717	Syad.g_02288
OG0000815	Prbc.g_00718	Syad.g_02289
OG0000816	Prbc.g_00720	Syad.g_02290
OG0000817	Prbc.g_00721	Syad.g_02291
OG0000818	Prbc.g_00725	Syad.g_02297
OG0000819	Prbc.g_00726	Syad.g_02298
OG0000820	Prbc.g_00727	Syad.g_02299
OG0000821	Prbc.g_00730	Syad.g_02305
OG0000822	Prbc.g_00731	Syad.g_02307
OG0000823	Prbc.g_00732	Syad.g_02308
OG0000824	Prbc.g_00735	Syad.g_02314
OG0000825	Prbc.g_00736	Syad.g_02315
OG0000826	Prbc.g_00737	Syad.g_02316
OG0000827	Prbc.g_00738	Syad.g_02317
OG0000828	Prbc.g_00741	Syad.g_02320
OG0000829	Prbc.g_00742	Syad.g_02321
OG0000830	Prbc.g_00743	Syad.g_02322
OG0000831	Prbc.g_00745	Syad.g_02325
OG0000832	Prbc.g_00755	Syad.g_02538
OG0000833	Prbc.g_00763	Syad.g_02550
OG0000834	Prbc.g_00764	Syad.g_02552
OG0000835	Prbc.g_00765	Syad.g_02553
OG0000836	Prbc.g_00766	Syad.g_02557
OG0000837	Prbc.g_00767	Syad.g_02561
OG0000838	Prbc.g_00769	Syad.g_02565
OG0000839	Prbc.g_00770	Syad.g_02566
OG0000840	Prbc.g_00771	Syad.g_02567
OG0000841	Prbc.g_00772	Syad.g_02568
OG0000842	Prbc.g_00773	Syad.g_02569
OG0000843	Prbc.g_00774	Syad.g_02570
OG0000844	Prbc.g_00775	Syad.g_02577
OG0000845	Prbc.g_00776	Syad.g_02578
OG0000846	Prbc.g_00777	Syad.g_02579
OG0000847	Prbc.g_00778	Syad.g_02580
OG0000848	Prbc.g_00779	Syad.g_02582
OG0000849	Prbc.g_00780	Syad.g_02583
OG0000850	Prbc.g_00782	Syad.g_02586
OG0000851	Prbc.g_00783	Syad.g_02592
OG0000852	Prbc.g_00784	Syad.g_02593
OG0000853	Prbc.g_00789	Syad.g_02597
OG0000854	Prbc.g_00791	Syad.g_02606
OG0000855	Prbc.g_00792	Syad.g_02607
OG0000856	Prbc.g_00677	Syad.g_02166
OG0000857	Prbc.g_01874	Syad.g_01871
OG0000858	Prbc.g_00827	Syad.g_02613
OG0000859	Prbc.g_00828	Syad.g_02614
OG0000860	Prbc.g_00834	Syad.g_02625
OG0000861	Prbc.g_00835	Syad.g_02626
OG0000862	Prbc.g_00836	Syad.g_02628
OG0000863	Prbc.g_00837	Syad.g_02631
OG0000864	Prbc.g_00838	Syad.g_02632
OG0000865	Prbc.g_00839	Syad.g_02633
OG0000866	Prbc.g_00840	Syad.g_02634
OG0000867	Prbc.g_00841	Syad.g_02635
OG0000868	Prbc.g_00842	Syad.g_02637
OG0000869	Prbc.g_00845	Syad.g_02643
OG0000870	Prbc.g_00850	Syad.g_02648
OG0000871	Prbc.g_00851	Syad.g_02649
OG0000872	Prbc.g_00852	Syad.g_02657
OG0000873	Prbc.g_00855	Syad.g_02660
OG0000874	Prbc.g_00858	Syad.g_02655
OG0000875	Prbc.g_00860	Syad.g_02662
OG0000876	Prbc.g_00861	Syad.g_03003
OG0000877	Prbc.g_00863	Syad.g_02480
OG0000878	Prbc.g_00864	Syad.g_02481
OG0000879	Prbc.g_00865	Syad.g_02482
OG0000880	Prbc.g_00866	Syad.g_02483
OG0000881	Prbc.g_00869	Syad.g_02489
OG0000882	Prbc.g_00874	Syad.g_02494
OG0000883	Prbc.g_00876	Syad.g_02497
OG0000884	Prbc.g_00878	Syad.g_02499
OG0000885	Prbc.g_00879	Syad.g_02500
OG0000886	Prbc.g_00880	Syad.g_02501
OG0000887	Prbc.g_00881	Syad.g_02502
OG0000888	Prbc.g_00883	Syad.g_02504
OG0000889	Prbc.g_00885	Syad.g_02506
OG0000890	Prbc.g_00886	Syad.g_02512
OG0000891	Prbc.g_00887	Syad.g_02513
OG0000892	Prbc.g_00889	Syad.g_02517
OG0000893	Prbc.g_00933	Syad.g_00589
OG0000894	Prbc.g_00936	Syad.g_00592
OG0000895	Prbc.g_00939	Syad.g_00596
OG0000896	Prbc.g_00940	Syad.g_00597
OG0000897	Prbc.g_00942	Syad.g_00599
OG0000898	Prbc.g_00943	Syad.g_00600
OG0000899	Prbc.g_00944	Syad.g_00601
OG0000900	Prbc.g_00945	Syad.g_00602
OG0000901	Prbc.g_00948	Syad.g_00607
OG0000902	Prbc.g_00950	Syad.g_00609
OG0000903	Prbc.g_00960	Syad.g_00645
OG0000904	Prbc.g_00955	Syad.g_00640
OG0000905	Prbc.g_00952	Syad.g_00632
OG0000906	Prbc.g_00951	Syad.g_00630
OG0000907	Prbc.g_00327	Syad.g_00648
OG0000908	Prbc.g_00324	Syad.g_00651
OG0000909	Prbc.g_00323	Syad.g_00652
OG0000910	Prbc.g_00322	Syad.g_00653
OG0000911	Prbc.g_00320	Syad.g_00655
OG0000912	Prbc.g_00319	Syad.g_00656
OG0000913	Prbc.g_00318	Syad.g_00657
OG0000914	Prbc.g_00317	Syad.g_00658
OG0000915	Prbc.g_00316	Syad.g_00660
OG0000916	Prbc.g_00315	Syad.g_00661
OG0000917	Prbc.g_00314	Syad.g_00662
OG0000918	Prbc.g_00313	Syad.g_00663
OG0000919	Prbc.g_00312	Syad.g_00664
OG0000920	Prbc.g_00311	Syad.g_00665
OG0000921	Prbc.g_00310	Syad.g_00666
OG0000922	Prbc.g_00309	Syad.g_00667
OG0000923	Prbc.g_00305	Syad.g_00671
OG0000924	Prbc.g_00304	Syad.g_00672
OG0000925	Prbc.g_00303	Syad.g_00673
OG0000926	Prbc.g_00302	Syad.g_00674
OG0000927	Prbc.g_00300	Syad.g_00676
OG0000928	Prbc.g_00299	Syad.g_00677
OG0000929	Prbc.g_00298	Syad.g_00678
OG0000930	Prbc.g_00297	Syad.g_00679
OG0000931	Prbc.g_00296	Syad.g_00680
OG0000932	Prbc.g_00295	Syad.g_00681
OG0000933	Prbc.g_00291	Syad.g_00687
OG0000934	Prbc.g_00289	Syad.g_00689
OG0000935	Prbc.g_00288	Syad.g_00690
OG0000936	Prbc.g_00287	Syad.g_00691
OG0000937	Prbc.g_00286	Syad.g_00692
OG0000938	Prbc.g_00283	Syad.g_00695
OG0000939	Prbc.g_00282	Syad.g_00696
OG0000940	Prbc.g_00275	Syad.g_00703
OG0000941	Prbc.g_00273	Syad.g_00705
OG0000942	Prbc.g_00271	Syad.g_00707
OG0000943	Prbc.g_00270	Syad.g_00708
OG0000944	Prbc.g_00268	Syad.g_00710
OG0000945	Prbc.g_00267	Syad.g_00711
OG0000946	Prbc.g_00248	Syad.g_00716
OG0000947	Prbc.g_00246	Syad.g_00719
OG0000948	Prbc.g_00245	Syad.g_00720
OG0000949	Prbc.g_00242	Syad.g_00432
OG0000950	Prbc.g_00237	Syad.g_00418
OG0000951	Prbc.g_00233	Syad.g_00411
OG0000952	Prbc.g_00229	Syad.g_00375
OG0000953	Prbc.g_00225	Syad.g_00369
OG0000954	Prbc.g_00221	Syad.g_00364
OG0000955	Prbc.g_00220	Syad.g_00363
OG0000956	Prbc.g_00218	Syad.g_00361
OG0000957	Prbc.g_00213	Syad.g_00350
OG0000958	Prbc.g_00212	Syad.g_00349
OG0000959	Prbc.g_00208	Syad.g_00345
OG0000960	Prbc.g_00207	Syad.g_00344
OG0000961	Prbc.g_00204	Syad.g_00335
OG0000962	Prbc.g_00202	Syad.g_00332
OG0000963	Prbc.g_00197	Syad.g_00325
OG0000964	Prbc.g_00196	Syad.g_00324
OG0000965	Prbc.g_00195	Syad.g_00323
OG0000966	Prbc.g_00965	Syad.g_00246
OG0000967	Prbc.g_00969	Syad.g_00234
OG0000968	Prbc.g_00971	Syad.g_00243
OG0000969	Prbc.g_00972	Syad.g_00240
OG0000970	Prbc.g_00973	Syad.g_00239
OG0000971	Prbc.g_00974	Syad.g_00229
OG0000972	Prbc.g_00975	Syad.g_00228
OG0000973	Prbc.g_00976	Syad.g_00227
OG0000974	Prbc.g_00977	Syad.g_00226
OG0000975	Prbc.g_00978	Syad.g_00225
OG0000976	Prbc.g_00979	Syad.g_00224
OG0000977	Prbc.g_00980	Syad.g_00222
OG0000978	Prbc.g_00981	Syad.g_00221
OG0000979	Prbc.g_00984	Syad.g_00218
OG0000980	Prbc.g_00986	Syad.g_00215
OG0000981	Prbc.g_00989	Syad.g_00212
OG0000982	Prbc.g_00991	Syad.g_03035
OG0000983	Prbc.g_00992	Syad.g_03036
OG0000984	Prbc.g_00993	Syad.g_03037
OG0000985	Prbc.g_00996	Syad.g_03039
OG0000986	Prbc.g_00998	Syad.g_03049
OG0000987	Prbc.g_00999	Syad.g_00002
OG0000988	Prbc.g_01002	Syad.g_00008
OG0000989	Prbc.g_01006	Syad.g_00020
OG0000990	Prbc.g_01011	Syad.g_00061
OG0000991	Prbc.g_01012	Syad.g_00064
OG0000992	Prbc.g_01015	Syad.g_00067
OG0000993	Prbc.g_01016	Syad.g_00069
OG0000994	Prbc.g_01017	Syad.g_00071
OG0000995	Prbc.g_01021	Syad.g_00077
OG0000996	Prbc.g_01022	Syad.g_00121
OG0000997	Prbc.g_01043	Syad.g_00128
OG0000998	Prbc.g_01045	Syad.g_00130
OG0000999	Prbc.g_01046	Syad.g_00131
OG0001000	Prbc.g_01049	Syad.g_00136
OG0001001	Prbc.g_01052	Syad.g_00141
OG0001002	Prbc.g_01057	Syad.g_00148
OG0001003	Prbc.g_01060	Syad.g_00150
OG0001004	Prbc.g_01061	Syad.g_00151
OG0001005	Prbc.g_01062	Syad.g_00152
OG0001006	Prbc.g_01067	Syad.g_00160
OG0001007	Prbc.g_01069	Syad.g_00162
OG0001008	Prbc.g_01498	Syad.g_02449
OG0001009	Prbc.g_01097	Syad.g_00194
OG0001010	Prbc.g_01098	Syad.g_00195
OG0001011	Prbc.g_01099	Syad.g_00196
OG0001012	Prbc.g_01121	Syad.g_03030
OG0001013	Prbc.g_01126	Syad.g_03011
OG0001014	Prbc.g_01129	Syad.g_03002
OG0001015	Prbc.g_01130	Syad.g_03001
OG0001016	Prbc.g_00500	Syad.g_02734
OG0001017	Prbc.g_00496	Syad.g_02740
OG0001018	Prbc.g_00493	Syad.g_02742
OG0001019	Prbc.g_00484	Syad.g_02771
OG0001020	Prbc.g_00483	Syad.g_02777
OG0001021	Prbc.g_00482	Syad.g_02781
OG0001022	Prbc.g_00479	Syad.g_02786
OG0001023	Prbc.g_00478	Syad.g_02787
OG0001024	Prbc.g_00475	Syad.g_02791
OG0001025	Prbc.g_00468	Syad.g_02798
OG0001026	Prbc.g_00460	Syad.g_02811
OG0001027	Prbc.g_00459	Syad.g_02817
OG0001028	Prbc.g_00457	Syad.g_02819
OG0001029	Prbc.g_00455	Syad.g_02821
OG0001030	Prbc.g_00439	Syad.g_02848
OG0001031	Prbc.g_00385	Syad.g_02925
OG0001032	Prbc.g_00384	Syad.g_02928
OG0001033	Prbc.g_00364	Syad.g_02956
OG0001034	Prbc.g_00334	Syad.g_00819
OG0001035	Prbc.g_01150	Syad.g_00559
OG0001036	Prbc.g_01154	Syad.g_00554
OG0001037	Prbc.g_01155	Syad.g_00552
OG0001039	Prbc.g_01173	Syad.g_00522
OG0001040	Prbc.g_01176	Syad.g_00519
OG0001041	Prbc.g_01180	Syad.g_00514
OG0001042	Prbc.g_01196	Syad.g_00485
OG0001043	Prbc.g_01197	Syad.g_00481
OG0001044	Prbc.g_01245	Syad.g_00760
OG0001045	Prbc.g_01254	Syad.g_00773
OG0001046	Prbc.g_02168	Syad.g_01722
OG0001047	Prbc.g_01500	Syad.g_02447
OG0001048	Prbc.g_01501	Syad.g_02446
OG0001049	Prbc.g_01503	Syad.g_02443
OG0001050	Prbc.g_01504	Syad.g_02442
OG0001051	Prbc.g_01505	Syad.g_02441
OG0001052	Prbc.g_01531	Syad.g_02357
OG0001054	Prbc.g_01557	Syad.g_00925
OG0001055	Prbc.g_01597	Syad.g_00946
OG0001056	Prbc.g_01615	Syad.g_00982
OG0001057	Prbc.g_01620	Syad.g_00996
OG0001058	Prbc.g_01629	Syad.g_01015
OG0001059	Prbc.g_01633	Syad.g_01018
OG0001060	Prbc.g_01640	Syad.g_01025
OG0001061	Prbc.g_01653	Syad.g_01047
OG0001062	Prbc.g_01655	Syad.g_01049
OG0001063	Prbc.g_01656	Syad.g_01056
OG0001064	Prbc.g_01657	Syad.g_01057
OG0001065	Prbc.g_01658	Syad.g_01058
OG0001066	Prbc.g_01659	Syad.g_01059
OG0001067	Prbc.g_01660	Syad.g_01060
OG0001068	Prbc.g_01661	Syad.g_01061
OG0001069	Prbc.g_01662	Syad.g_01062
OG0001070	Prbc.g_01664	Syad.g_01065
OG0001071	Prbc.g_01665	Syad.g_01066
OG0001072	Prbc.g_01666	Syad.g_01070
OG0001073	Prbc.g_01680	Syad.g_01090
OG0001074	Prbc.g_01692	Syad.g_02197
OG0001075	Prbc.g_01693	Syad.g_02196
OG0001076	Prbc.g_01700	Syad.g_02175
OG0001077	Prbc.g_01705	Syad.g_02164
OG0001078	Prbc.g_01713	Syad.g_02151
OG0001079	Prbc.g_01724	Syad.g_02138
OG0001080	Prbc.g_01730	Syad.g_02008
OG0001081	Prbc.g_01732	Syad.g_01568
OG0001082	Prbc.g_01733	Syad.g_01569
OG0001083	Prbc.g_01738	Syad.g_01578
OG0001084	Prbc.g_01739	Syad.g_01586
OG0001085	Prbc.g_01749	Syad.g_01596
OG0001086	Prbc.g_01750	Syad.g_01598
OG0001087	Prbc.g_01770	Syad.g_01372
OG0001088	Prbc.g_01771	Syad.g_01368
OG0001089	Prbc.g_01779	Syad.g_01302
OG0001090	Prbc.g_01788	Syad.g_01817
OG0001091	Prbc.g_01790	Syad.g_01815
OG0001092	Prbc.g_01791	Syad.g_01812
OG0001093	Prbc.g_01796	Syad.g_01806
OG0001094	Prbc.g_01852	Syad.g_01895
OG0001095	Prbc.g_01871	Syad.g_01874
OG0001096	Prbc.g_01886	Syad.g_01847
OG0001097	Prbc.g_01906	Syad.g_01223
OG0001098	Prbc.g_01923	Syad.g_02005, Syad.g_01995
OG0001099	Prbc.g_01962	Syad.g_02820
OG0001100	Prbc.g_01969	Syad.g_01608
OG0001101	Prbc.g_01971	Syad.g_01610
OG0001102	Prbc.g_01974	Syad.g_01613
OG0001103	Prbc.g_01976	Syad.g_01616
OG0001104	Prbc.g_01838	Syad.g_01911
OG0001105	Prbc.g_01842	Syad.g_01907
OG0001106	Prbc.g_02024	Syad.g_01771
OG0001107	Prbc.g_02034	Syad.g_01759
OG0001108	Prbc.g_02038	Syad.g_01744
OG0001109	Prbc.g_02039	Syad.g_01739
OG0001110	Prbc.g_02041	Syad.g_01737
OG0001111	Prbc.g_02042	Syad.g_01735
OG0001112	Prbc.g_02043	Syad.g_01733
OG0001113	Prbc.g_02044	Syad.g_01732
OG0001114	Prbc.g_02045	Syad.g_01731
OG0001115	Prbc.g_02047	Syad.g_01727
OG0001116	Prbc.g_02048	Syad.g_01725
OG0001117	Prbc.g_02049	Syad.g_01724
OG0001118	Prbc.g_02050	Syad.g_01723
OG0001119	Prbc.g_02051	Syad.g_01721
OG0001120	Prbc.g_02052	Syad.g_01717
