Orthogroup	Prbc	Syae
OG0000565	Prbc.g_01641	Syae.g_02414
OG0000566	Prbc.g_01643	Syae.g_02418
OG0000567	Prbc.g_01647	Syae.g_02422
OG0000568	Prbc.g_01648	Syae.g_02427
OG0000569	Prbc.g_01649	Syae.g_02428
OG0000570	Prbc.g_01650	Syae.g_02429
OG0000571	Prbc.g_01652	Syae.g_02433
OG0000572	Prbc.g_01663	Syae.g_02448
OG0000573	Prbc.g_01668	Syae.g_02456
OG0000574	Prbc.g_01670	Syae.g_02457
OG0000575	Prbc.g_01673	Syae.g_02461
OG0000576	Prbc.g_01675	Syae.g_02463
OG0000577	Prbc.g_01676	Syae.g_02464
OG0000578	Prbc.g_01677	Syae.g_02465
OG0000579	Prbc.g_01678	Syae.g_02466
OG0000580	Prbc.g_01679	Syae.g_02467
OG0000581	Prbc.g_01682	Syae.g_02473
OG0000582	Prbc.g_01685	Syae.g_00018
OG0000583	Prbc.g_01686	Syae.g_00019
OG0000584	Prbc.g_01687	Syae.g_00020
OG0000585	Prbc.g_01689	Syae.g_00022
OG0000586	Prbc.g_01690	Syae.g_00023
OG0000587	Prbc.g_01691	Syae.g_00025
OG0000588	Prbc.g_01695	Syae.g_00043
OG0000589	Prbc.g_01698	Syae.g_00047
OG0000590	Prbc.g_01699	Syae.g_00048
OG0000591	Prbc.g_01702	Syae.g_00056
OG0000592	Prbc.g_01703	Syae.g_00057
OG0000593	Prbc.g_01709	Syae.g_00070
OG0000594	Prbc.g_01710	Syae.g_00071
OG0000595	Prbc.g_01711	Syae.g_00072
OG0000596	Prbc.g_01715	Syae.g_00077
OG0000597	Prbc.g_01717	Syae.g_00080
OG0000598	Prbc.g_01718	Syae.g_00081
OG0000599	Prbc.g_01721	Syae.g_00084
OG0000600	Prbc.g_01722	Syae.g_00085
OG0000601	Prbc.g_01723	Syae.g_00086
OG0000602	Prbc.g_01725	Syae.g_00091
OG0000603	Prbc.g_01726	Syae.g_00092
OG0000604	Prbc.g_01727	Syae.g_00095
OG0000605	Prbc.g_01728	Syae.g_00260
OG0000606	Prbc.g_01731	Syae.g_00616
OG0000607	Prbc.g_01734	Syae.g_00613
OG0000608	Prbc.g_01735	Syae.g_00612
OG0000609	Prbc.g_01736	Syae.g_00610
OG0000610	Prbc.g_01742	Syae.g_00601
OG0000611	Prbc.g_01745	Syae.g_00598
OG0000612	Prbc.g_01746	Syae.g_00597
OG0000613	Prbc.g_01752	Syae.g_01910
OG0000614	Prbc.g_01775	Syae.g_00765
OG0000615	Prbc.g_01782	Syae.g_00557
OG0000616	Prbc.g_01055	Syae.g_01696
OG0000617	Prbc.g_01793	Syae.g_00464
OG0000618	Prbc.g_01794	Syae.g_00463
OG0000619	Prbc.g_01795	Syae.g_00462
OG0000620	Prbc.g_01798	Syae.g_00456
OG0000621	Prbc.g_01799	Syae.g_00455
OG0000622	Prbc.g_01800	Syae.g_00454
OG0000623	Prbc.g_01801	Syae.g_00453
OG0000624	Prbc.g_01803	Syae.g_00451
OG0000625	Prbc.g_01804	Syae.g_00450
OG0000626	Prbc.g_01805	Syae.g_00449
OG0000627	Prbc.g_01807	Syae.g_00299
OG0000628	Prbc.g_01808	Syae.g_00300
OG0000629	Prbc.g_01809	Syae.g_00303
OG0000630	Prbc.g_01812	Syae.g_00310
OG0000631	Prbc.g_02007	Syae.g_00317
OG0000632	Prbc.g_02008	Syae.g_00318
OG0000633	Prbc.g_02009	Syae.g_00320
OG0000634	Prbc.g_01854	Syae.g_00525
OG0000635	Prbc.g_01855	Syae.g_00524
OG0000636	Prbc.g_01857	Syae.g_00522
OG0000637	Prbc.g_01859	Syae.g_00520
OG0000638	Prbc.g_01860	Syae.g_00519
OG0000639	Prbc.g_01861	Syae.g_00518
OG0000640	Prbc.g_01862	Syae.g_00517
OG0000641	Prbc.g_01866	Syae.g_00513
OG0000642	Prbc.g_01867	Syae.g_00512
OG0000643	Prbc.g_01868	Syae.g_00510
OG0000644	Prbc.g_01869	Syae.g_00509
OG0000645	Prbc.g_01870	Syae.g_00507
OG0000646	Prbc.g_01873	Syae.g_00504
OG0000647	Prbc.g_01875	Syae.g_00502
OG0000648	Prbc.g_01877	Syae.g_00499
OG0000649	Prbc.g_01878	Syae.g_00498
OG0000650	Prbc.g_01879	Syae.g_00497
OG0000651	Prbc.g_01880	Syae.g_00496
OG0000652	Prbc.g_01881	Syae.g_00495
OG0000653	Prbc.g_01883	Syae.g_00493
OG0000654	Prbc.g_01884	Syae.g_00492
OG0000655	Prbc.g_01885	Syae.g_00491
OG0000656	Prbc.g_01888	Syae.g_00488
OG0000657	Prbc.g_01895	Syae.g_00834
OG0000658	Prbc.g_01897	Syae.g_00837
OG0000659	Prbc.g_01898	Syae.g_00838
OG0000660	Prbc.g_01903	Syae.g_00842
OG0000661	Prbc.g_01905	Syae.g_00844
OG0000662	Prbc.g_01907	Syae.g_00846
OG0000663	Prbc.g_01909	Syae.g_00849
OG0000664	Prbc.g_01910	Syae.g_00850
OG0000665	Prbc.g_01914	Syae.g_00121
OG0000666	Prbc.g_01915	Syae.g_00258
OG0000667	Prbc.g_01919	Syae.g_02056
OG0000668	Prbc.g_01959	Syae.g_00418
OG0000669	Prbc.g_01967	Syae.g_00585
OG0000670	Prbc.g_01970	Syae.g_00582
OG0000671	Prbc.g_01972	Syae.g_00580
OG0000672	Prbc.g_01975	Syae.g_00577
OG0000673	Prbc.g_01978	Syae.g_00574
OG0000674	Prbc.g_01980	Syae.g_00572
OG0000675	Prbc.g_01981	Syae.g_00571
OG0000676	Prbc.g_01983	Syae.g_00569
OG0000677	Prbc.g_01984	Syae.g_00568
OG0000678	Prbc.g_01987	Syae.g_00564
OG0000679	Prbc.g_01991	Syae.g_00555
OG0000680	Prbc.g_01992	Syae.g_00554
OG0000681	Prbc.g_01995	Syae.g_00551
OG0000682	Prbc.g_01996	Syae.g_00550
OG0000683	Prbc.g_01997	Syae.g_00549
OG0000684	Prbc.g_01837	Syae.g_00545
OG0000685	Prbc.g_01839	Syae.g_00543
OG0000686	Prbc.g_01840	Syae.g_00542
OG0000687	Prbc.g_01841	Syae.g_00541
OG0000688	Prbc.g_01844	Syae.g_00536
OG0000689	Prbc.g_01845	Syae.g_00534
OG0000690	Prbc.g_01846	Syae.g_00533
OG0000691	Prbc.g_01847	Syae.g_00532
OG0000692	Prbc.g_01849	Syae.g_00531
OG0000693	Prbc.g_01850	Syae.g_00529
OG0000694	Prbc.g_01851	Syae.g_00528
OG0000695	Prbc.g_02011	Syae.g_00322
OG0000696	Prbc.g_02012	Syae.g_00323
OG0000697	Prbc.g_02013	Syae.g_00325
OG0000698	Prbc.g_02016	Syae.g_00328
OG0000699	Prbc.g_02017	Syae.g_00330
OG0000700	Prbc.g_02018	Syae.g_00331
OG0000701	Prbc.g_02019	Syae.g_00332
OG0000702	Prbc.g_02021	Syae.g_00341
OG0000703	Prbc.g_02022	Syae.g_00342
OG0000704	Prbc.g_02023	Syae.g_00345
OG0000705	Prbc.g_02029	Syae.g_00352
OG0000706	Prbc.g_02030	Syae.g_00353
OG0000707	Prbc.g_02031	Syae.g_00354
OG0000708	Prbc.g_02033	Syae.g_00357
OG0000709	Prbc.g_02037	Syae.g_00365
OG0000710	Prbc.g_02040	Syae.g_00369
OG0000711	Prbc.g_02055	Syae.g_00398
OG0000712	Prbc.g_02057	Syae.g_00400
OG0000713	Prbc.g_02058	Syae.g_00401
OG0000714	Prbc.g_02059	Syae.g_00403
OG0000715	Prbc.g_02061	Syae.g_00405
OG0000716	Prbc.g_02062	Syae.g_00409
OG0000717	Prbc.g_02063	Syae.g_00410
OG0000718	Prbc.g_02079	Syae.g_00414
OG0000719	Prbc.g_02080	Syae.g_00416
OG0000720	Prbc.g_02091	Syae.g_00429
OG0000721	Prbc.g_02092	Syae.g_00431
OG0000722	Prbc.g_02093	Syae.g_00432
OG0000723	Prbc.g_02097	Syae.g_00445
OG0000724	Prbc.g_02108	Syae.g_00799
OG0000725	Prbc.g_01934	Syae.g_00789
OG0000726	Prbc.g_01933	Syae.g_00788
OG0000727	Prbc.g_01932	Syae.g_00787
OG0000728	Prbc.g_01930	Syae.g_00785
OG0000729	Prbc.g_00201	Syae.g_01819
OG0000730	Prbc.g_01244	Syae.g_02189
OG0000731	Prbc.g_01252	Syae.g_02201
OG0000732	Prbc.g_00987	Syae.g_01764
OG0000733	Prbc.g_00897	Syae.g_01599
OG0000734	Prbc.g_01462	Syae.g_01371
OG0000735	Prbc.g_01460	Syae.g_00942
OG0000736	Prbc.g_01459	Syae.g_00941
OG0000737	Prbc.g_01458	Syae.g_00940
OG0000738	Prbc.g_01454	Syae.g_00935
OG0000739	Prbc.g_01453	Syae.g_00928
OG0000740	Prbc.g_01452	Syae.g_00927
OG0000741	Prbc.g_01450	Syae.g_00924
OG0000742	Prbc.g_01447	Syae.g_00922
OG0000743	Prbc.g_01445	Syae.g_00920
OG0000744	Prbc.g_01444	Syae.g_00919
OG0000745	Prbc.g_01442	Syae.g_00917
OG0000746	Prbc.g_01440	Syae.g_00915
OG0000747	Prbc.g_01439	Syae.g_00914
OG0000748	Prbc.g_01435	Syae.g_00902
OG0000749	Prbc.g_01434	Syae.g_00900
OG0000750	Prbc.g_01433	Syae.g_00899
OG0000751	Prbc.g_01430	Syae.g_00892
OG0000752	Prbc.g_01428	Syae.g_00890
OG0000753	Prbc.g_01426	Syae.g_00887
OG0000754	Prbc.g_01422	Syae.g_00641
OG0000755	Prbc.g_01418	Syae.g_00651
OG0000756	Prbc.g_01417	Syae.g_00652
OG0000757	Prbc.g_01410	Syae.g_00661
OG0000758	Prbc.g_01409	Syae.g_00662
OG0000759	Prbc.g_01408	Syae.g_00663
OG0000760	Prbc.g_01407	Syae.g_00664
OG0000761	Prbc.g_01406	Syae.g_00668
OG0000762	Prbc.g_01405	Syae.g_00672
OG0000763	Prbc.g_01403	Syae.g_00676
OG0000764	Prbc.g_01402	Syae.g_00677
OG0000765	Prbc.g_01394	Syae.g_00695
OG0000766	Prbc.g_01393	Syae.g_00696
OG0000767	Prbc.g_01392	Syae.g_00698
OG0000768	Prbc.g_01391	Syae.g_00699
OG0000769	Prbc.g_01389	Syae.g_00701
OG0000770	Prbc.g_01388	Syae.g_00704
OG0000771	Prbc.g_02103	Syae.g_00805
OG0000772	Prbc.g_01320	Syae.g_00168
OG0000773	Prbc.g_00557	Syae.g_00947
OG0000774	Prbc.g_00560	Syae.g_00951
OG0000775	Prbc.g_00561	Syae.g_00954
OG0000776	Prbc.g_00562	Syae.g_00955
OG0000777	Prbc.g_00563	Syae.g_00956
OG0000778	Prbc.g_00564	Syae.g_00957
OG0000779	Prbc.g_00568	Syae.g_00963
OG0000780	Prbc.g_00569	Syae.g_00967
OG0000781	Prbc.g_00571	Syae.g_00971
OG0000782	Prbc.g_00572	Syae.g_00972
OG0000783	Prbc.g_00573	Syae.g_00973
OG0000784	Prbc.g_00574	Syae.g_00974
OG0000785	Prbc.g_00576	Syae.g_00976
OG0000786	Prbc.g_00579	Syae.g_02477
OG0000787	Prbc.g_00580	Syae.g_02476
OG0000788	Prbc.g_01820	Syae.g_00087
OG0000789	Prbc.g_02100	Syae.g_00281
OG0000790	Prbc.g_00662	Syae.g_02294
OG0000791	Prbc.g_00664	Syae.g_02292
OG0000792	Prbc.g_00665	Syae.g_02291
OG0000793	Prbc.g_00668	Syae.g_02286
OG0000794	Prbc.g_00669	Syae.g_02285
OG0000795	Prbc.g_00670	Syae.g_02284
OG0000796	Prbc.g_00674	Syae.g_02280
OG0000797	Prbc.g_00675	Syae.g_02279
OG0000799	Prbc.g_00690	Syae.g_00010
OG0000800	Prbc.g_00691	Syae.g_00009
OG0000801	Prbc.g_00692	Syae.g_00008
OG0000802	Prbc.g_00694	Syae.g_02686
OG0000803	Prbc.g_00696	Syae.g_02680
OG0000804	Prbc.g_00697	Syae.g_02677
OG0000805	Prbc.g_00699	Syae.g_02663
OG0000806	Prbc.g_00701	Syae.g_02661
OG0000807	Prbc.g_00702	Syae.g_02659
OG0000808	Prbc.g_00703	Syae.g_02658
OG0000809	Prbc.g_00707	Syae.g_02655
OG0000810	Prbc.g_00708	Syae.g_02654
OG0000811	Prbc.g_00712	Syae.g_02648
OG0000812	Prbc.g_00714	Syae.g_02646
OG0000813	Prbc.g_00715	Syae.g_02645
OG0000814	Prbc.g_00717	Syae.g_02643
OG0000815	Prbc.g_00718	Syae.g_02642
OG0000816	Prbc.g_00720	Syae.g_02641
OG0000817	Prbc.g_00721	Syae.g_02640
OG0000818	Prbc.g_00725	Syae.g_02634
OG0000819	Prbc.g_00726	Syae.g_02633
OG0000820	Prbc.g_00727	Syae.g_02632
OG0000821	Prbc.g_00730	Syae.g_02626
OG0000822	Prbc.g_00731	Syae.g_02624
OG0000823	Prbc.g_00732	Syae.g_02623
OG0000824	Prbc.g_00735	Syae.g_02617
OG0000825	Prbc.g_00736	Syae.g_02616
OG0000826	Prbc.g_00737	Syae.g_02615
OG0000827	Prbc.g_00738	Syae.g_02614
OG0000828	Prbc.g_00741	Syae.g_02612
OG0000829	Prbc.g_00742	Syae.g_02611
OG0000830	Prbc.g_00743	Syae.g_02610
OG0000831	Prbc.g_00745	Syae.g_02608
OG0000832	Prbc.g_00755	Syae.g_01081
OG0000833	Prbc.g_00763	Syae.g_01106
OG0000834	Prbc.g_00764	Syae.g_01108
OG0000835	Prbc.g_00765	Syae.g_01109
OG0000836	Prbc.g_00766	Syae.g_01113
OG0000837	Prbc.g_00767	Syae.g_01115
OG0000838	Prbc.g_00769	Syae.g_01119
OG0000839	Prbc.g_00770	Syae.g_01120
OG0000840	Prbc.g_00771	Syae.g_01121
OG0000841	Prbc.g_00772	Syae.g_01122
OG0000842	Prbc.g_00773	Syae.g_01123
OG0000843	Prbc.g_00774	Syae.g_01124
OG0000844	Prbc.g_00775	Syae.g_01125
OG0000845	Prbc.g_00776	Syae.g_01126
OG0000846	Prbc.g_00777	Syae.g_01127
OG0000847	Prbc.g_00778	Syae.g_01128
OG0000848	Prbc.g_00779	Syae.g_01130
OG0000849	Prbc.g_00780	Syae.g_01131
OG0000850	Prbc.g_00782	Syae.g_01133
OG0000851	Prbc.g_00783	Syae.g_01139
OG0000852	Prbc.g_00784	Syae.g_01140
OG0000853	Prbc.g_00789	Syae.g_01144
OG0000854	Prbc.g_00791	Syae.g_01146
OG0000855	Prbc.g_00792	Syae.g_01147
OG0000856	Prbc.g_00677	Syae.g_00059
OG0000857	Prbc.g_01874	Syae.g_00503
OG0000858	Prbc.g_00827	Syae.g_01153
OG0000859	Prbc.g_00828	Syae.g_01154
OG0000860	Prbc.g_00834	Syae.g_01165
OG0000861	Prbc.g_00835	Syae.g_01166
OG0000862	Prbc.g_00836	Syae.g_01167
OG0000863	Prbc.g_00837	Syae.g_01170
OG0000864	Prbc.g_00838	Syae.g_01171
OG0000865	Prbc.g_00839	Syae.g_01172
OG0000866	Prbc.g_00840	Syae.g_01173
OG0000867	Prbc.g_00841	Syae.g_01174
OG0000868	Prbc.g_00842	Syae.g_01177
OG0000869	Prbc.g_00845	Syae.g_01182
OG0000870	Prbc.g_00850	Syae.g_01187
OG0000871	Prbc.g_00851	Syae.g_01188
OG0000872	Prbc.g_00852	Syae.g_01196
OG0000873	Prbc.g_00855	Syae.g_01199
OG0000874	Prbc.g_00858	Syae.g_01194
OG0000875	Prbc.g_00860	Syae.g_01244
OG0000876	Prbc.g_00861	Syae.g_01020
OG0000877	Prbc.g_00863	Syae.g_01025
OG0000878	Prbc.g_00864	Syae.g_01026
OG0000879	Prbc.g_00865	Syae.g_01027
OG0000880	Prbc.g_00866	Syae.g_01028
OG0000881	Prbc.g_00869	Syae.g_01034
OG0000882	Prbc.g_00874	Syae.g_01039
OG0000883	Prbc.g_00876	Syae.g_01041
OG0000884	Prbc.g_00878	Syae.g_01043
OG0000885	Prbc.g_00879	Syae.g_01044
OG0000886	Prbc.g_00880	Syae.g_01045
OG0000887	Prbc.g_00881	Syae.g_01046
OG0000888	Prbc.g_00883	Syae.g_01048
OG0000889	Prbc.g_00885	Syae.g_01050
OG0000890	Prbc.g_00886	Syae.g_01056
OG0000891	Prbc.g_00887	Syae.g_01057
OG0000892	Prbc.g_00889	Syae.g_01059
OG0000893	Prbc.g_00933	Syae.g_02031
OG0000894	Prbc.g_00936	Syae.g_02034
OG0000895	Prbc.g_00939	Syae.g_02038
OG0000896	Prbc.g_00940	Syae.g_02039
OG0000897	Prbc.g_00942	Syae.g_02041
OG0000898	Prbc.g_00943	Syae.g_02042
OG0000899	Prbc.g_00944	Syae.g_02043
OG0000900	Prbc.g_00945	Syae.g_02044
OG0000901	Prbc.g_00948	Syae.g_02049
OG0000902	Prbc.g_00950	Syae.g_02051
OG0000903	Prbc.g_00960	Syae.g_02077
OG0000904	Prbc.g_00955	Syae.g_02071
OG0000905	Prbc.g_00952	Syae.g_02065
OG0000906	Prbc.g_00951	Syae.g_02063
OG0000907	Prbc.g_00327	Syae.g_02079
OG0000908	Prbc.g_00324	Syae.g_02082
OG0000909	Prbc.g_00323	Syae.g_02083
OG0000910	Prbc.g_00322	Syae.g_02084
OG0000911	Prbc.g_00320	Syae.g_02086
OG0000912	Prbc.g_00319	Syae.g_02087
OG0000913	Prbc.g_00318	Syae.g_02088
OG0000914	Prbc.g_00317	Syae.g_02089
OG0000915	Prbc.g_00316	Syae.g_02091
OG0000916	Prbc.g_00315	Syae.g_02092
OG0000917	Prbc.g_00314	Syae.g_02093
OG0000918	Prbc.g_00313	Syae.g_02094
OG0000919	Prbc.g_00312	Syae.g_02095
OG0000920	Prbc.g_00311	Syae.g_02096
OG0000921	Prbc.g_00310	Syae.g_02097
OG0000922	Prbc.g_00309	Syae.g_02098
OG0000923	Prbc.g_00305	Syae.g_02102
OG0000924	Prbc.g_00304	Syae.g_02103
OG0000925	Prbc.g_00303	Syae.g_02104
OG0000926	Prbc.g_00302	Syae.g_02105
OG0000927	Prbc.g_00300	Syae.g_02107
OG0000928	Prbc.g_00299	Syae.g_02108
OG0000929	Prbc.g_00298	Syae.g_02109
OG0000930	Prbc.g_00297	Syae.g_02110
OG0000931	Prbc.g_00296	Syae.g_02111
OG0000932	Prbc.g_00295	Syae.g_02112
OG0000933	Prbc.g_00291	Syae.g_02118
OG0000934	Prbc.g_00289	Syae.g_02120
OG0000935	Prbc.g_00288	Syae.g_02121
OG0000936	Prbc.g_00287	Syae.g_02122
OG0000937	Prbc.g_00286	Syae.g_02123
OG0000938	Prbc.g_00283	Syae.g_02126
OG0000939	Prbc.g_00282	Syae.g_02127
OG0000940	Prbc.g_00275	Syae.g_02133
OG0000941	Prbc.g_00273	Syae.g_02135
OG0000942	Prbc.g_00271	Syae.g_02137
OG0000943	Prbc.g_00270	Syae.g_02138
OG0000944	Prbc.g_00268	Syae.g_02140
OG0000945	Prbc.g_00267	Syae.g_02142
OG0000946	Prbc.g_00248	Syae.g_02146
OG0000947	Prbc.g_00246	Syae.g_02149
OG0000948	Prbc.g_00245	Syae.g_02150
OG0000949	Prbc.g_00242	Syae.g_01884
OG0000950	Prbc.g_00237	Syae.g_01873
OG0000951	Prbc.g_00233	Syae.g_01866
OG0000952	Prbc.g_00229	Syae.g_01859
OG0000953	Prbc.g_00225	Syae.g_01854
OG0000954	Prbc.g_00221	Syae.g_01845
OG0000955	Prbc.g_00220	Syae.g_01844
OG0000956	Prbc.g_00218	Syae.g_01842
OG0000957	Prbc.g_00213	Syae.g_01831
OG0000958	Prbc.g_00212	Syae.g_01830
OG0000959	Prbc.g_00208	Syae.g_01826
OG0000960	Prbc.g_00207	Syae.g_01825
OG0000961	Prbc.g_00204	Syae.g_01822
OG0000962	Prbc.g_00202	Syae.g_01820
OG0000963	Prbc.g_00197	Syae.g_01814
OG0000964	Prbc.g_00196	Syae.g_01813
OG0000965	Prbc.g_00195	Syae.g_01812
OG0000966	Prbc.g_00965	Syae.g_01789
OG0000967	Prbc.g_00969	Syae.g_01782
OG0000968	Prbc.g_00971	Syae.g_01787
OG0000969	Prbc.g_00972	Syae.g_01785
OG0000970	Prbc.g_00973	Syae.g_01784
OG0000971	Prbc.g_00974	Syae.g_01779
OG0000972	Prbc.g_00975	Syae.g_01778
OG0000973	Prbc.g_00976	Syae.g_01777
OG0000974	Prbc.g_00977	Syae.g_01776
OG0000975	Prbc.g_00978	Syae.g_01775
OG0000976	Prbc.g_00979	Syae.g_01774
OG0000977	Prbc.g_00980	Syae.g_01772
OG0000978	Prbc.g_00981	Syae.g_01771
OG0000979	Prbc.g_00984	Syae.g_01768
OG0000980	Prbc.g_00986	Syae.g_01765
OG0000981	Prbc.g_00989	Syae.g_01762
OG0000982	Prbc.g_00991	Syae.g_01568
OG0000983	Prbc.g_00992	Syae.g_01569
OG0000984	Prbc.g_00993	Syae.g_01570
OG0000985	Prbc.g_00996	Syae.g_01572
OG0000986	Prbc.g_00998	Syae.g_01575
OG0000987	Prbc.g_00999	Syae.g_01577
OG0000988	Prbc.g_01002	Syae.g_01583
OG0000989	Prbc.g_01006	Syae.g_01591
OG0000990	Prbc.g_01011	Syae.g_01606
OG0000991	Prbc.g_01012	Syae.g_01609
OG0000992	Prbc.g_01015	Syae.g_01612
OG0000993	Prbc.g_01016	Syae.g_01613
OG0000994	Prbc.g_01017	Syae.g_01616
OG0000995	Prbc.g_01021	Syae.g_01627
OG0000996	Prbc.g_01022	Syae.g_01667
OG0000997	Prbc.g_01043	Syae.g_01678
OG0000998	Prbc.g_01045	Syae.g_01680
OG0000999	Prbc.g_01046	Syae.g_01683
OG0001000	Prbc.g_01049	Syae.g_01686
OG0001001	Prbc.g_01052	Syae.g_01692
OG0001002	Prbc.g_01057	Syae.g_01699
OG0001003	Prbc.g_01060	Syae.g_01701
OG0001004	Prbc.g_01061	Syae.g_01702
OG0001005	Prbc.g_01062	Syae.g_01703
OG0001006	Prbc.g_01067	Syae.g_01710
OG0001007	Prbc.g_01069	Syae.g_01712
OG0001008	Prbc.g_01498	Syae.g_00993
OG0001009	Prbc.g_01097	Syae.g_01744
OG0001010	Prbc.g_01098	Syae.g_01745
OG0001011	Prbc.g_01099	Syae.g_01747
OG0001012	Prbc.g_01121	Syae.g_01564
OG0001013	Prbc.g_01126	Syae.g_01552
OG0001014	Prbc.g_01129	Syae.g_01548
OG0001015	Prbc.g_01130	Syae.g_01547
OG0001016	Prbc.g_00500	Syae.g_01290
OG0001017	Prbc.g_00496	Syae.g_01296
OG0001018	Prbc.g_00493	Syae.g_01298
OG0001019	Prbc.g_00484	Syae.g_01334
OG0001020	Prbc.g_00483	Syae.g_01340
OG0001021	Prbc.g_00482	Syae.g_01344
OG0001022	Prbc.g_00479	Syae.g_01348
OG0001023	Prbc.g_00478	Syae.g_01349
OG0001024	Prbc.g_00475	Syae.g_01353
OG0001025	Prbc.g_00468	Syae.g_01360
OG0001026	Prbc.g_00460	Syae.g_01373
OG0001027	Prbc.g_00459	Syae.g_01377
OG0001028	Prbc.g_00457	Syae.g_01379
OG0001029	Prbc.g_00455	Syae.g_01381
OG0001030	Prbc.g_00439	Syae.g_01403
OG0001031	Prbc.g_00385	Syae.g_01475
OG0001032	Prbc.g_00384	Syae.g_01479
OG0001033	Prbc.g_00364	Syae.g_01505
OG0001034	Prbc.g_00334	Syae.g_02238
OG0001035	Prbc.g_01150	Syae.g_02006
OG0001036	Prbc.g_01154	Syae.g_02001
OG0001037	Prbc.g_01155	Syae.g_01999
OG0001038	Prbc.g_01171	Syae.g_01971
OG0001039	Prbc.g_01173	Syae.g_01968
OG0001040	Prbc.g_01176	Syae.g_01965
OG0001041	Prbc.g_01180	Syae.g_01960
OG0001042	Prbc.g_01196	Syae.g_01935
OG0001043	Prbc.g_01197	Syae.g_01931
OG0001044	Prbc.g_01245	Syae.g_02191
OG0001045	Prbc.g_01254	Syae.g_02204
OG0001046	Prbc.g_02168	Syae.g_00385
OG0001047	Prbc.g_01500	Syae.g_00991
OG0001048	Prbc.g_01501	Syae.g_00990
OG0001049	Prbc.g_01503	Syae.g_00987
OG0001050	Prbc.g_01504	Syae.g_00986
OG0001051	Prbc.g_01505	Syae.g_00985
OG0001052	Prbc.g_01531	Syae.g_02526
OG0001053	Prbc.g_01543	Syae.g_02312
OG0001054	Prbc.g_01557	Syae.g_02329
OG0001055	Prbc.g_01597	Syae.g_02350
OG0001056	Prbc.g_01615	Syae.g_02379
OG0001057	Prbc.g_01620	Syae.g_02388
OG0001058	Prbc.g_01629	Syae.g_02402
OG0001059	Prbc.g_01633	Syae.g_02406
OG0001060	Prbc.g_01640	Syae.g_02412
OG0001061	Prbc.g_01653	Syae.g_02434
OG0001062	Prbc.g_01655	Syae.g_02436
OG0001063	Prbc.g_01656	Syae.g_02440
OG0001064	Prbc.g_01657	Syae.g_02441
OG0001065	Prbc.g_01658	Syae.g_02442
OG0001066	Prbc.g_01659	Syae.g_02443
OG0001067	Prbc.g_01660	Syae.g_02444
OG0001068	Prbc.g_01661	Syae.g_02445
OG0001069	Prbc.g_01662	Syae.g_02446
OG0001070	Prbc.g_01664	Syae.g_02449
OG0001071	Prbc.g_01665	Syae.g_02450
OG0001072	Prbc.g_01666	Syae.g_02454
OG0001073	Prbc.g_01680	Syae.g_02468
OG0001074	Prbc.g_01692	Syae.g_00027
OG0001075	Prbc.g_01693	Syae.g_00029
OG0001076	Prbc.g_01700	Syae.g_00050
OG0001077	Prbc.g_01705	Syae.g_00061
OG0001078	Prbc.g_01713	Syae.g_00075
OG0001079	Prbc.g_01724	Syae.g_00088
OG0001080	Prbc.g_01730	Syae.g_00267
OG0001081	Prbc.g_01732	Syae.g_00615
OG0001082	Prbc.g_01733	Syae.g_00614
OG0001083	Prbc.g_01738	Syae.g_00605
OG0001084	Prbc.g_01739	Syae.g_00604
OG0001085	Prbc.g_01749	Syae.g_00594
OG0001086	Prbc.g_01750	Syae.g_00592
OG0001087	Prbc.g_01770	Syae.g_00751
OG0001088	Prbc.g_01771	Syae.g_00755
OG0001089	Prbc.g_01779	Syae.g_00781
OG0001090	Prbc.g_01788	Syae.g_00471
OG0001091	Prbc.g_01790	Syae.g_00469
OG0001092	Prbc.g_01791	Syae.g_00466
OG0001093	Prbc.g_01796	Syae.g_00460
OG0001094	Prbc.g_01852	Syae.g_00527
OG0001095	Prbc.g_01871	Syae.g_00506
OG0001096	Prbc.g_01886	Syae.g_00490
OG0001097	Prbc.g_01906	Syae.g_00845
OG0001098	Prbc.g_01923	Syae.g_00269
OG0001099	Prbc.g_01962	Syae.g_01380
OG0001100	Prbc.g_01969	Syae.g_00583
OG0001101	Prbc.g_01971	Syae.g_00581
OG0001102	Prbc.g_01974	Syae.g_00578
OG0001103	Prbc.g_01976	Syae.g_00576
OG0001104	Prbc.g_01838	Syae.g_00544
OG0001105	Prbc.g_01842	Syae.g_00540
OG0001106	Prbc.g_02024	Syae.g_00346
OG0001107	Prbc.g_02034	Syae.g_00358
OG0001108	Prbc.g_02038	Syae.g_00366
OG0001109	Prbc.g_02039	Syae.g_00368
OG0001110	Prbc.g_02041	Syae.g_00370
OG0001111	Prbc.g_02042	Syae.g_00372
OG0001112	Prbc.g_02043	Syae.g_00374
OG0001113	Prbc.g_02044	Syae.g_00375
OG0001114	Prbc.g_02045	Syae.g_00376
OG0001115	Prbc.g_02047	Syae.g_00380
OG0001116	Prbc.g_02048	Syae.g_00382
OG0001117	Prbc.g_02049	Syae.g_00383
OG0001118	Prbc.g_02050	Syae.g_00384
OG0001119	Prbc.g_02051	Syae.g_00386
OG0001120	Prbc.g_02052	Syae.g_00390
OG0001121	Prbc.g_00645	Syae.g_00133
OG0001122	Prbc.g_02081	Syae.g_00417
OG0001123	Prbc.g_02086	Syae.g_00424
OG0001124	Prbc.g_02088	Syae.g_00426
