Orthogroup	Prbc	Syaa
OG0000546	Prbc.g_01593	Syaa.g_02014
OG0000547	Prbc.g_01595	Syaa.g_02012
OG0000548	Prbc.g_01596	Syaa.g_02011
OG0000549	Prbc.g_01599	Syaa.g_02003
OG0000550	Prbc.g_01603	Syaa.g_01998
OG0000551	Prbc.g_01606	Syaa.g_01993
OG0000552	Prbc.g_01607	Syaa.g_01992
OG0000553	Prbc.g_01608	Syaa.g_01990
OG0000554	Prbc.g_01613	Syaa.g_01979
OG0000555	Prbc.g_01621	Syaa.g_01961
OG0000556	Prbc.g_01623	Syaa.g_01957
OG0000557	Prbc.g_01624	Syaa.g_01955
OG0000558	Prbc.g_01627	Syaa.g_01953
OG0000559	Prbc.g_01631	Syaa.g_01949
OG0000560	Prbc.g_01634	Syaa.g_01946
OG0000561	Prbc.g_01635	Syaa.g_01945
OG0000562	Prbc.g_01636	Syaa.g_01944
OG0000563	Prbc.g_01637	Syaa.g_01943
OG0000564	Prbc.g_01638	Syaa.g_01942
OG0000565	Prbc.g_01641	Syaa.g_01939
OG0000566	Prbc.g_01643	Syaa.g_01935
OG0000567	Prbc.g_01647	Syaa.g_01931
OG0000568	Prbc.g_01648	Syaa.g_01928
OG0000569	Prbc.g_01649	Syaa.g_01925
OG0000570	Prbc.g_01650	Syaa.g_01924
OG0000571	Prbc.g_01652	Syaa.g_01920
OG0000572	Prbc.g_01663	Syaa.g_01904
OG0000573	Prbc.g_01668	Syaa.g_01896
OG0000574	Prbc.g_01670	Syaa.g_01895
OG0000575	Prbc.g_01673	Syaa.g_01891
OG0000576	Prbc.g_01675	Syaa.g_01889
OG0000577	Prbc.g_01676	Syaa.g_01888
OG0000578	Prbc.g_01677	Syaa.g_01887
OG0000579	Prbc.g_01678	Syaa.g_01886
OG0000580	Prbc.g_01679	Syaa.g_01885
OG0000581	Prbc.g_01682	Syaa.g_01879
OG0000582	Prbc.g_01685	Syaa.g_01687
OG0000583	Prbc.g_01686	Syaa.g_01686
OG0000584	Prbc.g_01687	Syaa.g_01685
OG0000585	Prbc.g_01689	Syaa.g_01683
OG0000586	Prbc.g_01690	Syaa.g_01682
OG0000587	Prbc.g_01691	Syaa.g_01680
OG0000588	Prbc.g_01695	Syaa.g_01666
OG0000589	Prbc.g_01698	Syaa.g_01662
OG0000590	Prbc.g_01699	Syaa.g_01661
OG0000591	Prbc.g_01702	Syaa.g_01653
OG0000592	Prbc.g_01703	Syaa.g_01652
OG0000593	Prbc.g_01709	Syaa.g_01638
OG0000594	Prbc.g_01710	Syaa.g_01637
OG0000595	Prbc.g_01711	Syaa.g_01636
OG0000596	Prbc.g_01715	Syaa.g_01630
OG0000597	Prbc.g_01717	Syaa.g_01627
OG0000598	Prbc.g_01718	Syaa.g_01626
OG0000599	Prbc.g_01721	Syaa.g_01623
OG0000600	Prbc.g_01722	Syaa.g_01622
OG0000601	Prbc.g_01723	Syaa.g_01621
OG0000602	Prbc.g_01725	Syaa.g_01616
OG0000603	Prbc.g_01726	Syaa.g_01615
OG0000604	Prbc.g_01727	Syaa.g_01612
OG0000605	Prbc.g_01728	Syaa.g_01447
OG0000606	Prbc.g_01731	Syaa.g_01055
OG0000607	Prbc.g_01734	Syaa.g_01058
OG0000608	Prbc.g_01735	Syaa.g_01059
OG0000609	Prbc.g_01736	Syaa.g_01061
OG0000610	Prbc.g_01742	Syaa.g_01068
OG0000611	Prbc.g_01745	Syaa.g_01071
OG0000612	Prbc.g_01746	Syaa.g_01072
OG0000613	Prbc.g_01752	Syaa.g_00199
OG0000614	Prbc.g_01775	Syaa.g_00906
OG0000615	Prbc.g_01782	Syaa.g_01113
OG0000616	Prbc.g_01055	Syaa.g_02742
OG0000617	Prbc.g_01793	Syaa.g_01244
OG0000618	Prbc.g_01794	Syaa.g_01245
OG0000619	Prbc.g_01795	Syaa.g_01246
OG0000620	Prbc.g_01798	Syaa.g_01259
OG0000621	Prbc.g_01799	Syaa.g_01260
OG0000622	Prbc.g_01800	Syaa.g_01261
OG0000623	Prbc.g_01801	Syaa.g_01262
OG0000624	Prbc.g_01803	Syaa.g_01264
OG0000625	Prbc.g_01804	Syaa.g_01265
OG0000626	Prbc.g_01805	Syaa.g_01266
OG0000627	Prbc.g_01807	Syaa.g_01414
OG0000628	Prbc.g_01808	Syaa.g_01413
OG0000629	Prbc.g_01809	Syaa.g_01410
OG0000630	Prbc.g_01812	Syaa.g_01406
OG0000631	Prbc.g_02007	Syaa.g_01400
OG0000632	Prbc.g_02008	Syaa.g_01399
OG0000633	Prbc.g_02009	Syaa.g_01397
OG0000634	Prbc.g_01854	Syaa.g_01150
OG0000635	Prbc.g_01855	Syaa.g_01151
OG0000636	Prbc.g_01857	Syaa.g_01153
OG0000637	Prbc.g_01859	Syaa.g_01155
OG0000638	Prbc.g_01860	Syaa.g_01156
OG0000639	Prbc.g_01861	Syaa.g_01157
OG0000640	Prbc.g_01862	Syaa.g_01158
OG0000641	Prbc.g_01866	Syaa.g_01162
OG0000642	Prbc.g_01867	Syaa.g_01163
OG0000643	Prbc.g_01868	Syaa.g_01165
OG0000644	Prbc.g_01869	Syaa.g_01166
OG0000645	Prbc.g_01870	Syaa.g_01184
OG0000646	Prbc.g_01873	Syaa.g_01187
OG0000647	Prbc.g_01875	Syaa.g_01189
OG0000648	Prbc.g_01877	Syaa.g_01191
OG0000649	Prbc.g_01878	Syaa.g_01192
OG0000650	Prbc.g_01879	Syaa.g_01193
OG0000651	Prbc.g_01880	Syaa.g_01194
OG0000652	Prbc.g_01881	Syaa.g_01195
OG0000653	Prbc.g_01883	Syaa.g_01197
OG0000654	Prbc.g_01884	Syaa.g_01198
OG0000655	Prbc.g_01885	Syaa.g_01199
OG0000656	Prbc.g_01888	Syaa.g_01202
OG0000657	Prbc.g_01895	Syaa.g_00838
OG0000658	Prbc.g_01897	Syaa.g_00836
OG0000659	Prbc.g_01898	Syaa.g_00835
OG0000660	Prbc.g_01903	Syaa.g_00831
OG0000661	Prbc.g_01905	Syaa.g_00829
OG0000662	Prbc.g_01907	Syaa.g_00827
OG0000663	Prbc.g_01909	Syaa.g_00824
OG0000664	Prbc.g_01910	Syaa.g_00823
OG0000665	Prbc.g_01914	Syaa.g_01442
OG0000666	Prbc.g_01915	Syaa.g_01448
OG0000668	Prbc.g_01959	Syaa.g_01300
OG0000669	Prbc.g_01967	Syaa.g_01084
OG0000670	Prbc.g_01970	Syaa.g_01087
OG0000671	Prbc.g_01972	Syaa.g_01089
OG0000672	Prbc.g_01975	Syaa.g_01092
OG0000673	Prbc.g_01978	Syaa.g_01095
OG0000674	Prbc.g_01980	Syaa.g_01097
OG0000675	Prbc.g_01981	Syaa.g_01098
OG0000676	Prbc.g_01983	Syaa.g_01100
OG0000677	Prbc.g_01984	Syaa.g_01101
OG0000678	Prbc.g_01987	Syaa.g_01106
OG0000679	Prbc.g_01991	Syaa.g_01116
OG0000680	Prbc.g_01992	Syaa.g_01117
OG0000681	Prbc.g_01995	Syaa.g_01120
OG0000682	Prbc.g_01996	Syaa.g_01121
OG0000683	Prbc.g_01997	Syaa.g_01122
OG0000684	Prbc.g_01837	Syaa.g_01132
OG0000685	Prbc.g_01839	Syaa.g_01134
OG0000686	Prbc.g_01840	Syaa.g_01135
OG0000687	Prbc.g_01841	Syaa.g_01136
OG0000688	Prbc.g_01844	Syaa.g_01140
OG0000689	Prbc.g_01845	Syaa.g_01142
OG0000690	Prbc.g_01846	Syaa.g_01143
OG0000691	Prbc.g_01847	Syaa.g_01144
OG0000692	Prbc.g_01849	Syaa.g_01145
OG0000693	Prbc.g_01850	Syaa.g_01146
OG0000694	Prbc.g_01851	Syaa.g_01147
OG0000695	Prbc.g_02011	Syaa.g_01395
OG0000696	Prbc.g_02012	Syaa.g_01394
OG0000697	Prbc.g_02013	Syaa.g_01392
OG0000698	Prbc.g_02016	Syaa.g_01389
OG0000699	Prbc.g_02017	Syaa.g_01387
OG0000700	Prbc.g_02018	Syaa.g_01386
OG0000701	Prbc.g_02019	Syaa.g_01385
OG0000702	Prbc.g_02021	Syaa.g_01376
OG0000703	Prbc.g_02022	Syaa.g_01375
OG0000704	Prbc.g_02023	Syaa.g_01373
OG0000705	Prbc.g_02029	Syaa.g_01365
OG0000706	Prbc.g_02030	Syaa.g_01364
OG0000707	Prbc.g_02031	Syaa.g_01363
OG0000708	Prbc.g_02033	Syaa.g_01360
OG0000709	Prbc.g_02037	Syaa.g_01351
OG0000710	Prbc.g_02040	Syaa.g_01348
OG0000711	Prbc.g_02055	Syaa.g_01320
OG0000712	Prbc.g_02057	Syaa.g_01318
OG0000713	Prbc.g_02058	Syaa.g_01317
OG0000714	Prbc.g_02059	Syaa.g_01315
OG0000715	Prbc.g_02061	Syaa.g_01313
OG0000716	Prbc.g_02062	Syaa.g_01309
OG0000717	Prbc.g_02063	Syaa.g_01308
OG0000718	Prbc.g_02079	Syaa.g_01304
OG0000719	Prbc.g_02080	Syaa.g_01302
OG0000720	Prbc.g_02091	Syaa.g_01289
OG0000721	Prbc.g_02092	Syaa.g_01287
OG0000722	Prbc.g_02093	Syaa.g_01286
OG0000723	Prbc.g_02097	Syaa.g_01268
OG0000724	Prbc.g_02108	Syaa.g_00872
OG0000725	Prbc.g_01934	Syaa.g_00882
OG0000726	Prbc.g_01933	Syaa.g_00883
OG0000727	Prbc.g_01932	Syaa.g_00884
OG0000728	Prbc.g_01930	Syaa.g_00886
OG0000729	Prbc.g_00201	Syaa.g_00100
OG0000730	Prbc.g_01244	Syaa.g_02185
OG0000731	Prbc.g_01252	Syaa.g_02173
OG0000732	Prbc.g_00987	Syaa.g_00054
OG0000733	Prbc.g_00897	Syaa.g_02621
OG0000734	Prbc.g_01462	Syaa.g_02388
OG0000735	Prbc.g_01460	Syaa.g_00754
OG0000736	Prbc.g_01459	Syaa.g_00755
OG0000737	Prbc.g_01458	Syaa.g_00756
OG0000738	Prbc.g_01454	Syaa.g_00761
OG0000739	Prbc.g_01453	Syaa.g_00762
OG0000740	Prbc.g_01452	Syaa.g_00763
OG0000741	Prbc.g_01450	Syaa.g_00766
OG0000742	Prbc.g_01447	Syaa.g_00769
OG0000743	Prbc.g_01445	Syaa.g_00771
OG0000744	Prbc.g_01444	Syaa.g_00772
OG0000745	Prbc.g_01442	Syaa.g_00774
OG0000746	Prbc.g_01440	Syaa.g_00776
OG0000747	Prbc.g_01439	Syaa.g_00777
OG0000748	Prbc.g_01435	Syaa.g_00787
OG0000749	Prbc.g_01434	Syaa.g_00789
OG0000750	Prbc.g_01433	Syaa.g_00790
OG0000751	Prbc.g_01430	Syaa.g_00797
OG0000752	Prbc.g_01428	Syaa.g_00799
OG0000753	Prbc.g_01426	Syaa.g_00802
OG0000754	Prbc.g_01422	Syaa.g_01025
OG0000755	Prbc.g_01418	Syaa.g_01005
OG0000756	Prbc.g_01417	Syaa.g_01004
OG0000757	Prbc.g_01410	Syaa.g_00996
OG0000758	Prbc.g_01409	Syaa.g_00995
OG0000759	Prbc.g_01408	Syaa.g_00994
OG0000760	Prbc.g_01407	Syaa.g_00993
OG0000761	Prbc.g_01406	Syaa.g_00992
OG0000762	Prbc.g_01405	Syaa.g_00988
OG0000763	Prbc.g_01403	Syaa.g_00986
OG0000764	Prbc.g_01402	Syaa.g_00985
OG0000765	Prbc.g_01394	Syaa.g_00968
OG0000766	Prbc.g_01393	Syaa.g_00967
OG0000767	Prbc.g_01392	Syaa.g_00965
OG0000768	Prbc.g_01391	Syaa.g_00964
OG0000769	Prbc.g_01389	Syaa.g_00962
OG0000770	Prbc.g_01388	Syaa.g_00959
OG0000771	Prbc.g_02103	Syaa.g_00866
OG0000772	Prbc.g_01320	Syaa.g_01526
OG0000773	Prbc.g_00557	Syaa.g_00749
OG0000774	Prbc.g_00560	Syaa.g_00745
OG0000775	Prbc.g_00561	Syaa.g_00742
OG0000776	Prbc.g_00562	Syaa.g_00741
OG0000777	Prbc.g_00563	Syaa.g_00740
OG0000778	Prbc.g_00564	Syaa.g_00739
OG0000779	Prbc.g_00568	Syaa.g_00733
OG0000780	Prbc.g_00569	Syaa.g_00730
OG0000781	Prbc.g_00571	Syaa.g_00726
OG0000782	Prbc.g_00572	Syaa.g_00725
OG0000783	Prbc.g_00573	Syaa.g_00724
OG0000784	Prbc.g_00574	Syaa.g_00723
OG0000785	Prbc.g_00576	Syaa.g_00721
OG0000786	Prbc.g_00579	Syaa.g_01875
OG0000787	Prbc.g_00580	Syaa.g_01876
OG0000788	Prbc.g_01820	Syaa.g_01620
OG0000789	Prbc.g_02100	Syaa.g_01434
OG0000790	Prbc.g_00662	Syaa.g_02064
OG0000791	Prbc.g_00664	Syaa.g_02066
OG0000792	Prbc.g_00665	Syaa.g_02067
OG0000793	Prbc.g_00668	Syaa.g_02072
OG0000794	Prbc.g_00669	Syaa.g_02073
OG0000795	Prbc.g_00670	Syaa.g_02074
OG0000796	Prbc.g_00674	Syaa.g_02078
OG0000797	Prbc.g_00675	Syaa.g_02079
OG0000799	Prbc.g_00690	Syaa.g_01743
OG0000800	Prbc.g_00691	Syaa.g_01747
OG0000801	Prbc.g_00692	Syaa.g_01748
OG0000802	Prbc.g_00694	Syaa.g_01753
OG0000803	Prbc.g_00696	Syaa.g_01758
OG0000804	Prbc.g_00697	Syaa.g_01761
OG0000805	Prbc.g_00699	Syaa.g_01763
OG0000806	Prbc.g_00701	Syaa.g_01765
OG0000807	Prbc.g_00702	Syaa.g_01767
OG0000808	Prbc.g_00703	Syaa.g_01768
OG0000809	Prbc.g_00707	Syaa.g_01771
OG0000810	Prbc.g_00708	Syaa.g_01772
OG0000811	Prbc.g_00712	Syaa.g_01778
OG0000812	Prbc.g_00714	Syaa.g_01780
OG0000813	Prbc.g_00715	Syaa.g_01781
OG0000814	Prbc.g_00717	Syaa.g_01783
OG0000815	Prbc.g_00718	Syaa.g_01784
OG0000816	Prbc.g_00720	Syaa.g_01785
OG0000817	Prbc.g_00721	Syaa.g_01786
OG0000818	Prbc.g_00725	Syaa.g_01792
OG0000819	Prbc.g_00726	Syaa.g_01793
OG0000820	Prbc.g_00727	Syaa.g_01794
OG0000821	Prbc.g_00730	Syaa.g_01800
OG0000822	Prbc.g_00731	Syaa.g_01802
OG0000823	Prbc.g_00732	Syaa.g_01803
OG0000824	Prbc.g_00735	Syaa.g_01807
OG0000825	Prbc.g_00736	Syaa.g_01808
OG0000826	Prbc.g_00737	Syaa.g_01809
OG0000827	Prbc.g_00738	Syaa.g_01810
OG0000828	Prbc.g_00741	Syaa.g_01813
OG0000829	Prbc.g_00742	Syaa.g_01814
OG0000830	Prbc.g_00743	Syaa.g_01815
OG0000831	Prbc.g_00745	Syaa.g_01817
OG0000832	Prbc.g_00755	Syaa.g_00627
OG0000833	Prbc.g_00763	Syaa.g_00611
OG0000834	Prbc.g_00764	Syaa.g_00608
OG0000835	Prbc.g_00765	Syaa.g_00607
OG0000836	Prbc.g_00766	Syaa.g_00603
OG0000837	Prbc.g_00767	Syaa.g_00601
OG0000838	Prbc.g_00769	Syaa.g_00597
OG0000839	Prbc.g_00770	Syaa.g_00596
OG0000840	Prbc.g_00771	Syaa.g_00595
OG0000841	Prbc.g_00772	Syaa.g_00594
OG0000842	Prbc.g_00773	Syaa.g_00593
OG0000843	Prbc.g_00774	Syaa.g_00592
OG0000844	Prbc.g_00775	Syaa.g_00590
OG0000845	Prbc.g_00776	Syaa.g_00589
OG0000846	Prbc.g_00777	Syaa.g_00588
OG0000847	Prbc.g_00778	Syaa.g_00587
OG0000848	Prbc.g_00779	Syaa.g_00585
OG0000849	Prbc.g_00780	Syaa.g_00584
OG0000850	Prbc.g_00782	Syaa.g_00582
OG0000851	Prbc.g_00783	Syaa.g_00577
OG0000852	Prbc.g_00784	Syaa.g_00576
OG0000853	Prbc.g_00789	Syaa.g_00572
OG0000854	Prbc.g_00791	Syaa.g_00570
OG0000855	Prbc.g_00792	Syaa.g_00569
OG0000856	Prbc.g_00677	Syaa.g_01650
OG0000857	Prbc.g_01874	Syaa.g_01188
OG0000858	Prbc.g_00827	Syaa.g_00563
OG0000859	Prbc.g_00828	Syaa.g_00562
OG0000860	Prbc.g_00834	Syaa.g_00549
OG0000861	Prbc.g_00835	Syaa.g_00548
OG0000862	Prbc.g_00836	Syaa.g_00547
OG0000863	Prbc.g_00837	Syaa.g_00543
OG0000864	Prbc.g_00838	Syaa.g_00542
OG0000865	Prbc.g_00839	Syaa.g_00541
OG0000866	Prbc.g_00840	Syaa.g_00540
OG0000867	Prbc.g_00841	Syaa.g_00539
OG0000868	Prbc.g_00842	Syaa.g_00536
OG0000869	Prbc.g_00845	Syaa.g_00531
OG0000870	Prbc.g_00850	Syaa.g_00526
OG0000871	Prbc.g_00851	Syaa.g_00525
OG0000872	Prbc.g_00852	Syaa.g_00511
OG0000873	Prbc.g_00855	Syaa.g_00497
OG0000874	Prbc.g_00858	Syaa.g_00519
OG0000875	Prbc.g_00860	Syaa.g_00438
OG0000876	Prbc.g_00861	Syaa.g_00682
OG0000877	Prbc.g_00863	Syaa.g_00679
OG0000878	Prbc.g_00864	Syaa.g_00678
OG0000879	Prbc.g_00865	Syaa.g_00677
OG0000880	Prbc.g_00866	Syaa.g_00676
OG0000881	Prbc.g_00869	Syaa.g_00671
OG0000882	Prbc.g_00874	Syaa.g_00666
OG0000883	Prbc.g_00876	Syaa.g_00661
OG0000884	Prbc.g_00878	Syaa.g_00659
OG0000885	Prbc.g_00879	Syaa.g_00658
OG0000886	Prbc.g_00880	Syaa.g_00657
OG0000887	Prbc.g_00881	Syaa.g_00656
OG0000888	Prbc.g_00883	Syaa.g_00654
OG0000889	Prbc.g_00885	Syaa.g_00652
OG0000890	Prbc.g_00886	Syaa.g_00644
OG0000891	Prbc.g_00887	Syaa.g_00643
OG0000892	Prbc.g_00889	Syaa.g_00640
OG0000893	Prbc.g_00933	Syaa.g_02352
OG0000894	Prbc.g_00936	Syaa.g_02349
OG0000895	Prbc.g_00939	Syaa.g_02345
OG0000896	Prbc.g_00940	Syaa.g_02344
OG0000897	Prbc.g_00942	Syaa.g_02342
OG0000898	Prbc.g_00943	Syaa.g_02341
OG0000899	Prbc.g_00944	Syaa.g_02340
OG0000900	Prbc.g_00945	Syaa.g_02339
OG0000901	Prbc.g_00948	Syaa.g_02334
OG0000902	Prbc.g_00950	Syaa.g_02332
OG0000903	Prbc.g_00960	Syaa.g_02313
OG0000904	Prbc.g_00955	Syaa.g_02318
OG0000905	Prbc.g_00952	Syaa.g_02324
OG0000906	Prbc.g_00951	Syaa.g_02327
OG0000907	Prbc.g_00327	Syaa.g_02295
OG0000908	Prbc.g_00324	Syaa.g_02292
OG0000909	Prbc.g_00323	Syaa.g_02291
OG0000910	Prbc.g_00322	Syaa.g_02290
OG0000911	Prbc.g_00320	Syaa.g_02288
OG0000912	Prbc.g_00319	Syaa.g_02287
OG0000913	Prbc.g_00318	Syaa.g_02286
OG0000914	Prbc.g_00317	Syaa.g_02285
OG0000915	Prbc.g_00316	Syaa.g_02283
OG0000916	Prbc.g_00315	Syaa.g_02282
OG0000917	Prbc.g_00314	Syaa.g_02281
OG0000918	Prbc.g_00313	Syaa.g_02280
OG0000919	Prbc.g_00312	Syaa.g_02279
OG0000920	Prbc.g_00311	Syaa.g_02278
OG0000921	Prbc.g_00310	Syaa.g_02277
OG0000922	Prbc.g_00309	Syaa.g_02276
OG0000923	Prbc.g_00305	Syaa.g_02272
OG0000924	Prbc.g_00304	Syaa.g_02271
OG0000925	Prbc.g_00303	Syaa.g_02270
OG0000926	Prbc.g_00302	Syaa.g_02269
OG0000927	Prbc.g_00300	Syaa.g_02267
OG0000928	Prbc.g_00299	Syaa.g_02266
OG0000929	Prbc.g_00298	Syaa.g_02265
OG0000930	Prbc.g_00297	Syaa.g_02264
OG0000931	Prbc.g_00296	Syaa.g_02263
OG0000932	Prbc.g_00295	Syaa.g_02262
OG0000933	Prbc.g_00291	Syaa.g_02256
OG0000934	Prbc.g_00289	Syaa.g_02254
OG0000935	Prbc.g_00288	Syaa.g_02253
OG0000936	Prbc.g_00287	Syaa.g_02252
OG0000937	Prbc.g_00286	Syaa.g_02251
OG0000938	Prbc.g_00283	Syaa.g_02248
OG0000939	Prbc.g_00282	Syaa.g_02247
OG0000940	Prbc.g_00275	Syaa.g_02240
OG0000941	Prbc.g_00273	Syaa.g_02238
OG0000942	Prbc.g_00271	Syaa.g_02236
OG0000943	Prbc.g_00270	Syaa.g_02235
OG0000944	Prbc.g_00268	Syaa.g_02233
OG0000945	Prbc.g_00267	Syaa.g_02231
OG0000946	Prbc.g_00248	Syaa.g_02225
OG0000947	Prbc.g_00246	Syaa.g_02222
OG0000948	Prbc.g_00245	Syaa.g_02221
OG0000949	Prbc.g_00242	Syaa.g_00172
OG0000950	Prbc.g_00237	Syaa.g_00159
OG0000951	Prbc.g_00233	Syaa.g_00153
OG0000952	Prbc.g_00229	Syaa.g_00149
OG0000953	Prbc.g_00225	Syaa.g_00143
OG0000954	Prbc.g_00221	Syaa.g_00138
OG0000955	Prbc.g_00220	Syaa.g_00137
OG0000956	Prbc.g_00218	Syaa.g_00135
OG0000957	Prbc.g_00213	Syaa.g_00125
OG0000958	Prbc.g_00212	Syaa.g_00124
OG0000959	Prbc.g_00208	Syaa.g_00120
OG0000960	Prbc.g_00207	Syaa.g_00119
OG0000961	Prbc.g_00204	Syaa.g_00106
OG0000962	Prbc.g_00202	Syaa.g_00102
OG0000963	Prbc.g_00197	Syaa.g_00097
OG0000964	Prbc.g_00196	Syaa.g_00096
OG0000965	Prbc.g_00195	Syaa.g_00095
OG0000966	Prbc.g_00965	Syaa.g_00083
OG0000967	Prbc.g_00969	Syaa.g_00074
OG0000968	Prbc.g_00971	Syaa.g_00078
OG0000969	Prbc.g_00972	Syaa.g_00077
OG0000970	Prbc.g_00973	Syaa.g_00076
OG0000971	Prbc.g_00974	Syaa.g_00069
OG0000972	Prbc.g_00975	Syaa.g_00068
OG0000973	Prbc.g_00976	Syaa.g_00067
OG0000974	Prbc.g_00977	Syaa.g_00066
OG0000975	Prbc.g_00978	Syaa.g_00065
OG0000976	Prbc.g_00979	Syaa.g_00064
OG0000977	Prbc.g_00980	Syaa.g_00062
OG0000978	Prbc.g_00981	Syaa.g_00061
OG0000979	Prbc.g_00984	Syaa.g_00058
OG0000980	Prbc.g_00986	Syaa.g_00055
OG0000981	Prbc.g_00989	Syaa.g_00052
OG0000982	Prbc.g_00991	Syaa.g_02593
OG0000983	Prbc.g_00992	Syaa.g_02594
OG0000984	Prbc.g_00993	Syaa.g_02595
OG0000985	Prbc.g_00996	Syaa.g_02597
OG0000986	Prbc.g_00998	Syaa.g_02601
OG0000987	Prbc.g_00999	Syaa.g_02603
OG0000988	Prbc.g_01002	Syaa.g_02608
OG0000989	Prbc.g_01006	Syaa.g_02616
OG0000990	Prbc.g_01011	Syaa.g_02647
OG0000991	Prbc.g_01012	Syaa.g_02650
OG0000992	Prbc.g_01015	Syaa.g_02653
OG0000993	Prbc.g_01016	Syaa.g_02654
OG0000994	Prbc.g_01017	Syaa.g_02657
OG0000995	Prbc.g_01021	Syaa.g_02662
OG0000996	Prbc.g_01022	Syaa.g_02705
OG0000997	Prbc.g_01043	Syaa.g_02725
OG0000998	Prbc.g_01045	Syaa.g_02727
OG0000999	Prbc.g_01046	Syaa.g_02728
OG0001000	Prbc.g_01049	Syaa.g_02732
OG0001001	Prbc.g_01052	Syaa.g_02738
OG0001002	Prbc.g_01057	Syaa.g_02745
OG0001003	Prbc.g_01060	Syaa.g_02747
OG0001004	Prbc.g_01061	Syaa.g_02748
OG0001005	Prbc.g_01062	Syaa.g_02749
OG0001006	Prbc.g_01067	Syaa.g_02756
OG0001007	Prbc.g_01069	Syaa.g_02758
OG0001008	Prbc.g_01498	Syaa.g_00704
OG0001009	Prbc.g_01097	Syaa.g_00034
OG0001010	Prbc.g_01098	Syaa.g_00035
OG0001011	Prbc.g_01099	Syaa.g_00037
OG0001012	Prbc.g_01121	Syaa.g_02589
OG0001013	Prbc.g_01126	Syaa.g_02576
OG0001014	Prbc.g_01129	Syaa.g_02572
OG0001015	Prbc.g_01130	Syaa.g_02571
OG0001016	Prbc.g_00500	Syaa.g_00348
OG0001017	Prbc.g_00496	Syaa.g_00342
OG0001018	Prbc.g_00493	Syaa.g_00340
OG0001019	Prbc.g_00484	Syaa.g_00323
OG0001020	Prbc.g_00483	Syaa.g_02355
OG0001021	Prbc.g_00482	Syaa.g_02359
OG0001022	Prbc.g_00479	Syaa.g_02365
OG0001023	Prbc.g_00478	Syaa.g_02366
OG0001024	Prbc.g_00475	Syaa.g_02370
OG0001025	Prbc.g_00468	Syaa.g_02377
OG0001026	Prbc.g_00460	Syaa.g_02390
OG0001027	Prbc.g_00459	Syaa.g_02397
OG0001028	Prbc.g_00457	Syaa.g_02399
OG0001029	Prbc.g_00455	Syaa.g_02401
OG0001030	Prbc.g_00439	Syaa.g_02422
OG0001031	Prbc.g_00385	Syaa.g_02500
OG0001032	Prbc.g_00384	Syaa.g_02502
OG0001033	Prbc.g_00364	Syaa.g_02539
OG0001034	Prbc.g_00334	Syaa.g_02108
OG0001035	Prbc.g_01150	Syaa.g_00298
OG0001036	Prbc.g_01154	Syaa.g_00293
OG0001037	Prbc.g_01155	Syaa.g_00291
OG0001038	Prbc.g_01171	Syaa.g_00264
OG0001039	Prbc.g_01173	Syaa.g_00261
OG0001040	Prbc.g_01176	Syaa.g_00258
OG0001041	Prbc.g_01180	Syaa.g_00253
OG0001042	Prbc.g_01196	Syaa.g_00227
OG0001043	Prbc.g_01197	Syaa.g_00223
OG0001044	Prbc.g_01245	Syaa.g_02183
OG0001045	Prbc.g_01254	Syaa.g_02170
OG0001046	Prbc.g_02168	Syaa.g_01332
OG0001047	Prbc.g_01500	Syaa.g_00706
OG0001048	Prbc.g_01501	Syaa.g_00707
OG0001049	Prbc.g_01503	Syaa.g_00710
OG0001050	Prbc.g_01504	Syaa.g_00711
OG0001051	Prbc.g_01505	Syaa.g_00712
OG0001052	Prbc.g_01531	Syaa.g_01846
OG0001053	Prbc.g_01543	Syaa.g_02048
OG0001054	Prbc.g_01557	Syaa.g_02031
OG0001055	Prbc.g_01597	Syaa.g_02010
OG0001056	Prbc.g_01615	Syaa.g_01975
OG0001057	Prbc.g_01620	Syaa.g_01966
OG0001058	Prbc.g_01629	Syaa.g_01951
OG0001059	Prbc.g_01633	Syaa.g_01947
OG0001060	Prbc.g_01640	Syaa.g_01941
OG0001061	Prbc.g_01653	Syaa.g_01919
OG0001062	Prbc.g_01655	Syaa.g_01917
OG0001063	Prbc.g_01656	Syaa.g_01912
OG0001064	Prbc.g_01657	Syaa.g_01911
OG0001065	Prbc.g_01658	Syaa.g_01910
OG0001066	Prbc.g_01659	Syaa.g_01909
OG0001067	Prbc.g_01660	Syaa.g_01908
OG0001068	Prbc.g_01661	Syaa.g_01907
OG0001069	Prbc.g_01662	Syaa.g_01906
OG0001070	Prbc.g_01664	Syaa.g_01903
OG0001071	Prbc.g_01665	Syaa.g_01902
OG0001072	Prbc.g_01666	Syaa.g_01898
OG0001073	Prbc.g_01680	Syaa.g_01884
OG0001074	Prbc.g_01692	Syaa.g_01678
OG0001075	Prbc.g_01693	Syaa.g_01676
OG0001076	Prbc.g_01700	Syaa.g_01659
OG0001077	Prbc.g_01705	Syaa.g_01647
OG0001078	Prbc.g_01713	Syaa.g_01632
OG0001079	Prbc.g_01724	Syaa.g_01619
OG0001080	Prbc.g_01730	Syaa.g_01443
OG0001081	Prbc.g_01732	Syaa.g_01056
OG0001082	Prbc.g_01733	Syaa.g_01057
OG0001083	Prbc.g_01738	Syaa.g_01064
OG0001084	Prbc.g_01739	Syaa.g_01065
