Orthogroup	Prbc	Prac
OG0000548	Prbc.g_01596	Prac.g_00856
OG0000549	Prbc.g_01599	Prac.g_00854
OG0000550	Prbc.g_01603	Prac.g_00849
OG0000551	Prbc.g_01606	Prac.g_00845
OG0000552	Prbc.g_01607	Prac.g_00844
OG0000553	Prbc.g_01608	Prac.g_00843
OG0000554	Prbc.g_01613	Prac.g_00838
OG0000555	Prbc.g_01621	Prac.g_00830
OG0000556	Prbc.g_01623	Prac.g_00828
OG0000557	Prbc.g_01624	Prac.g_00827
OG0000558	Prbc.g_01627	Prac.g_00825
OG0000559	Prbc.g_01631	Prac.g_00821
OG0000560	Prbc.g_01634	Prac.g_00818
OG0000561	Prbc.g_01635	Prac.g_00817
OG0000562	Prbc.g_01636	Prac.g_00816
OG0000563	Prbc.g_01637	Prac.g_00815
OG0000564	Prbc.g_01638	Prac.g_00814
OG0000565	Prbc.g_01641	Prac.g_00811
OG0000566	Prbc.g_01643	Prac.g_00809
OG0000567	Prbc.g_01647	Prac.g_00805
OG0000568	Prbc.g_01648	Prac.g_00804
OG0000569	Prbc.g_01649	Prac.g_00803
OG0000570	Prbc.g_01650	Prac.g_00802
OG0000571	Prbc.g_01652	Prac.g_00800
OG0000572	Prbc.g_01663	Prac.g_00787
OG0000573	Prbc.g_01668	Prac.g_00780
OG0000574	Prbc.g_01670	Prac.g_00779
OG0000575	Prbc.g_01673	Prac.g_00775
OG0000576	Prbc.g_01675	Prac.g_00772
OG0000577	Prbc.g_01676	Prac.g_00771
OG0000578	Prbc.g_01677	Prac.g_00770
OG0000579	Prbc.g_01678	Prac.g_00769
OG0000580	Prbc.g_01679	Prac.g_00768
OG0000581	Prbc.g_01682	Prac.g_00766
OG0000582	Prbc.g_01685	Prac.g_00763
OG0000583	Prbc.g_01686	Prac.g_00762
OG0000584	Prbc.g_01687	Prac.g_00761
OG0000585	Prbc.g_01689	Prac.g_00759
OG0000586	Prbc.g_01690	Prac.g_00758
OG0000587	Prbc.g_01691	Prac.g_00757
OG0000588	Prbc.g_01695	Prac.g_00753
OG0000589	Prbc.g_01698	Prac.g_00750
OG0000590	Prbc.g_01699	Prac.g_00749
OG0000591	Prbc.g_01702	Prac.g_00746
OG0000592	Prbc.g_01703	Prac.g_00745
OG0000593	Prbc.g_01709	Prac.g_00739
OG0000594	Prbc.g_01710	Prac.g_00738
OG0000595	Prbc.g_01711	Prac.g_00737
OG0000596	Prbc.g_01715	Prac.g_00733
OG0000597	Prbc.g_01717	Prac.g_00731
OG0000598	Prbc.g_01718	Prac.g_00730
OG0000599	Prbc.g_01721	Prac.g_00727
OG0000600	Prbc.g_01722	Prac.g_00726
OG0000601	Prbc.g_01723	Prac.g_00725
OG0000602	Prbc.g_01725	Prac.g_00723
OG0000603	Prbc.g_01726	Prac.g_00722
OG0000604	Prbc.g_01727	Prac.g_00721
OG0000605	Prbc.g_01728	Prac.g_00720
OG0000606	Prbc.g_01731	Prac.g_00717
OG0000607	Prbc.g_01734	Prac.g_00714
OG0000608	Prbc.g_01735	Prac.g_00713
OG0000609	Prbc.g_01736	Prac.g_00712
OG0000610	Prbc.g_01742	Prac.g_00707
OG0000611	Prbc.g_01745	Prac.g_00704
OG0000612	Prbc.g_01746	Prac.g_00703
OG0000613	Prbc.g_01752	Prac.g_00698
OG0000614	Prbc.g_01775	Prac.g_00679
OG0000615	Prbc.g_01782	Prac.g_00671
OG0000616	Prbc.g_01055	Prac.g_00667
OG0000617	Prbc.g_01793	Prac.g_01554
OG0000618	Prbc.g_01794	Prac.g_01553
OG0000619	Prbc.g_01795	Prac.g_01552
OG0000620	Prbc.g_01798	Prac.g_01549
OG0000621	Prbc.g_01799	Prac.g_01548
OG0000622	Prbc.g_01800	Prac.g_01547
OG0000623	Prbc.g_01801	Prac.g_01546
OG0000624	Prbc.g_01803	Prac.g_01545
OG0000625	Prbc.g_01804	Prac.g_01544
OG0000626	Prbc.g_01805	Prac.g_01543
OG0000627	Prbc.g_01807	Prac.g_01542
OG0000628	Prbc.g_01808	Prac.g_01541
OG0000629	Prbc.g_01809	Prac.g_01540
OG0000630	Prbc.g_01812	Prac.g_01537
OG0000631	Prbc.g_02007	Prac.g_01484
OG0000632	Prbc.g_02008	Prac.g_01483
OG0000633	Prbc.g_02009	Prac.g_01482
OG0000634	Prbc.g_01854	Prac.g_01479
OG0000635	Prbc.g_01855	Prac.g_01478
OG0000636	Prbc.g_01857	Prac.g_01476
OG0000637	Prbc.g_01859	Prac.g_01474
OG0000638	Prbc.g_01860	Prac.g_01473
OG0000639	Prbc.g_01861	Prac.g_01472
OG0000640	Prbc.g_01862	Prac.g_01471
OG0000641	Prbc.g_01866	Prac.g_01467
OG0000642	Prbc.g_01867	Prac.g_01466
OG0000643	Prbc.g_01868	Prac.g_01465
OG0000644	Prbc.g_01869	Prac.g_01464
OG0000645	Prbc.g_01870	Prac.g_01463
OG0000646	Prbc.g_01873	Prac.g_01461
OG0000647	Prbc.g_01875	Prac.g_01460
OG0000648	Prbc.g_01877	Prac.g_01458
OG0000649	Prbc.g_01878	Prac.g_01457
OG0000650	Prbc.g_01879	Prac.g_01456
OG0000651	Prbc.g_01880	Prac.g_01455
OG0000652	Prbc.g_01881	Prac.g_01454
OG0000653	Prbc.g_01883	Prac.g_01452
OG0000654	Prbc.g_01884	Prac.g_01451
OG0000655	Prbc.g_01885	Prac.g_01450
OG0000656	Prbc.g_01888	Prac.g_01447
OG0000657	Prbc.g_01895	Prac.g_01440
OG0000658	Prbc.g_01897	Prac.g_01439
OG0000659	Prbc.g_01898	Prac.g_01438
OG0000660	Prbc.g_01903	Prac.g_01434
OG0000661	Prbc.g_01905	Prac.g_01432
OG0000662	Prbc.g_01907	Prac.g_01430
OG0000663	Prbc.g_01909	Prac.g_01428
OG0000664	Prbc.g_01910	Prac.g_01427
OG0000665	Prbc.g_01914	Prac.g_01423
OG0000666	Prbc.g_01915	Prac.g_01422
OG0000667	Prbc.g_01919	Prac.g_01418
OG0000668	Prbc.g_01959	Prac.g_01401
OG0000669	Prbc.g_01967	Prac.g_01393
OG0000670	Prbc.g_01970	Prac.g_01391
OG0000671	Prbc.g_01972	Prac.g_01389
OG0000672	Prbc.g_01975	Prac.g_01386
OG0000673	Prbc.g_01978	Prac.g_01383
OG0000674	Prbc.g_01980	Prac.g_01381
OG0000675	Prbc.g_01981	Prac.g_01380
OG0000676	Prbc.g_01983	Prac.g_01378
OG0000677	Prbc.g_01984	Prac.g_01377
OG0000678	Prbc.g_01987	Prac.g_01375
OG0000679	Prbc.g_01991	Prac.g_01371
OG0000680	Prbc.g_01992	Prac.g_01370
OG0000681	Prbc.g_01995	Prac.g_01368
OG0000682	Prbc.g_01996	Prac.g_01367
OG0000683	Prbc.g_01997	Prac.g_01366
OG0000684	Prbc.g_01837	Prac.g_01365
OG0000685	Prbc.g_01839	Prac.g_01363
OG0000686	Prbc.g_01840	Prac.g_01362
OG0000687	Prbc.g_01841	Prac.g_01361
OG0000688	Prbc.g_01844	Prac.g_01358
OG0000689	Prbc.g_01845	Prac.g_01357
OG0000690	Prbc.g_01846	Prac.g_01356
OG0000691	Prbc.g_01847	Prac.g_01355
OG0000692	Prbc.g_01849	Prac.g_01353
OG0000693	Prbc.g_01850	Prac.g_01352
OG0000694	Prbc.g_01851	Prac.g_01351
OG0000695	Prbc.g_02011	Prac.g_01349
OG0000696	Prbc.g_02012	Prac.g_01348
OG0000697	Prbc.g_02013	Prac.g_01347
OG0000698	Prbc.g_02016	Prac.g_01344
OG0000699	Prbc.g_02017	Prac.g_01343
OG0000700	Prbc.g_02018	Prac.g_01342
OG0000701	Prbc.g_02019	Prac.g_01341
OG0000702	Prbc.g_02021	Prac.g_01339
OG0000703	Prbc.g_02022	Prac.g_01338
OG0000704	Prbc.g_02023	Prac.g_01337
OG0000705	Prbc.g_02029	Prac.g_01333
OG0000706	Prbc.g_02030	Prac.g_01332
OG0000707	Prbc.g_02031	Prac.g_01331
OG0000708	Prbc.g_02033	Prac.g_01330
OG0000709	Prbc.g_02037	Prac.g_01326
OG0000710	Prbc.g_02040	Prac.g_01323
OG0000711	Prbc.g_02055	Prac.g_01307
OG0000712	Prbc.g_02057	Prac.g_01305
OG0000713	Prbc.g_02058	Prac.g_01304
OG0000714	Prbc.g_02059	Prac.g_01303
OG0000715	Prbc.g_02061	Prac.g_01301
OG0000716	Prbc.g_02062	Prac.g_01299
OG0000717	Prbc.g_02063	Prac.g_01298
OG0000718	Prbc.g_02079	Prac.g_01287
OG0000719	Prbc.g_02080	Prac.g_01285
OG0000720	Prbc.g_02091	Prac.g_01276
OG0000721	Prbc.g_02092	Prac.g_01274
OG0000722	Prbc.g_02093	Prac.g_01273
OG0000723	Prbc.g_02097	Prac.g_01270
OG0000724	Prbc.g_02108	Prac.g_01261
OG0000725	Prbc.g_01934	Prac.g_01255
OG0000726	Prbc.g_01933	Prac.g_01254
OG0000727	Prbc.g_01932	Prac.g_01253
OG0000728	Prbc.g_01930	Prac.g_01251
OG0000729	Prbc.g_00201	Prac.g_01205
OG0000730	Prbc.g_01244	Prac.g_01046
OG0000731	Prbc.g_01252	Prac.g_01042
OG0000732	Prbc.g_00987	Prac.g_01036
OG0000733	Prbc.g_00897	Prac.g_01017
OG0000734	Prbc.g_01462	Prac.g_01000
OG0000735	Prbc.g_01460	Prac.g_00998
OG0000736	Prbc.g_01459	Prac.g_00997
OG0000737	Prbc.g_01458	Prac.g_00996
OG0000738	Prbc.g_01454	Prac.g_00992
OG0000739	Prbc.g_01453	Prac.g_00991
OG0000740	Prbc.g_01452	Prac.g_00990
OG0000741	Prbc.g_01450	Prac.g_00989
OG0000742	Prbc.g_01447	Prac.g_00986
OG0000743	Prbc.g_01445	Prac.g_00984
OG0000744	Prbc.g_01444	Prac.g_00983
OG0000745	Prbc.g_01442	Prac.g_00982
OG0000746	Prbc.g_01440	Prac.g_00980
OG0000747	Prbc.g_01439	Prac.g_00979
OG0000748	Prbc.g_01435	Prac.g_00976
OG0000749	Prbc.g_01434	Prac.g_00975
OG0000750	Prbc.g_01433	Prac.g_00974
OG0000751	Prbc.g_01430	Prac.g_00972
OG0000752	Prbc.g_01428	Prac.g_00970
OG0000753	Prbc.g_01426	Prac.g_00967
OG0000754	Prbc.g_01422	Prac.g_00964
OG0000755	Prbc.g_01418	Prac.g_00961
OG0000756	Prbc.g_01417	Prac.g_00960
OG0000757	Prbc.g_01410	Prac.g_00954
OG0000758	Prbc.g_01409	Prac.g_00953
OG0000759	Prbc.g_01408	Prac.g_00952
OG0000760	Prbc.g_01407	Prac.g_00951
OG0000761	Prbc.g_01406	Prac.g_00950
OG0000762	Prbc.g_01405	Prac.g_00949
OG0000763	Prbc.g_01403	Prac.g_00947
OG0000764	Prbc.g_01402	Prac.g_00946
OG0000765	Prbc.g_01394	Prac.g_00937
OG0000766	Prbc.g_01393	Prac.g_00936
OG0000767	Prbc.g_01392	Prac.g_00934
OG0000768	Prbc.g_01391	Prac.g_00933
OG0000769	Prbc.g_01389	Prac.g_00931
OG0000770	Prbc.g_01388	Prac.g_00929
OG0000771	Prbc.g_02103	Prac.g_00448
OG0000772	Prbc.g_01320	Prac.g_00154
OG0000773	Prbc.g_00557	Prac.g_00166
OG0000774	Prbc.g_00560	Prac.g_00168
OG0000775	Prbc.g_00561	Prac.g_00170
OG0000776	Prbc.g_00562	Prac.g_00171
OG0000777	Prbc.g_00563	Prac.g_00172
OG0000778	Prbc.g_00564	Prac.g_00173
OG0000779	Prbc.g_00568	Prac.g_00177
OG0000780	Prbc.g_00569	Prac.g_00178
OG0000781	Prbc.g_00571	Prac.g_00181
OG0000782	Prbc.g_00572	Prac.g_00182
OG0000783	Prbc.g_00573	Prac.g_00183
OG0000784	Prbc.g_00574	Prac.g_00184
OG0000785	Prbc.g_00576	Prac.g_00186
OG0000786	Prbc.g_00579	Prac.g_00188
OG0000787	Prbc.g_00580	Prac.g_00189
OG0000788	Prbc.g_01820	Prac.g_00204
OG0000789	Prbc.g_02100	Prac.g_00207
OG0000790	Prbc.g_00662	Prac.g_00222
OG0000791	Prbc.g_00664	Prac.g_00224
OG0000792	Prbc.g_00665	Prac.g_00225
OG0000793	Prbc.g_00668	Prac.g_00228
OG0000794	Prbc.g_00669	Prac.g_00229
OG0000795	Prbc.g_00670	Prac.g_00230
OG0000796	Prbc.g_00674	Prac.g_00234
OG0000797	Prbc.g_00675	Prac.g_00235
OG0000799	Prbc.g_00690	Prac.g_00429
OG0000800	Prbc.g_00691	Prac.g_00428
OG0000801	Prbc.g_00692	Prac.g_00427
OG0000802	Prbc.g_00694	Prac.g_00425
OG0000803	Prbc.g_00696	Prac.g_00423
OG0000804	Prbc.g_00697	Prac.g_00422
OG0000805	Prbc.g_00699	Prac.g_00420
OG0000806	Prbc.g_00701	Prac.g_00418
OG0000807	Prbc.g_00702	Prac.g_00417
OG0000808	Prbc.g_00703	Prac.g_00416
OG0000809	Prbc.g_00707	Prac.g_00413
OG0000810	Prbc.g_00708	Prac.g_00412
OG0000811	Prbc.g_00712	Prac.g_00408
OG0000812	Prbc.g_00714	Prac.g_00406
OG0000813	Prbc.g_00715	Prac.g_00405
OG0000814	Prbc.g_00717	Prac.g_00403
OG0000815	Prbc.g_00718	Prac.g_00402
OG0000816	Prbc.g_00720	Prac.g_00400
OG0000817	Prbc.g_00721	Prac.g_00399
OG0000818	Prbc.g_00725	Prac.g_00394
OG0000819	Prbc.g_00726	Prac.g_00393
OG0000820	Prbc.g_00727	Prac.g_00392
OG0000821	Prbc.g_00730	Prac.g_00388
OG0000822	Prbc.g_00731	Prac.g_00387
OG0000823	Prbc.g_00732	Prac.g_00386
OG0000824	Prbc.g_00735	Prac.g_00383
OG0000825	Prbc.g_00736	Prac.g_00382
OG0000826	Prbc.g_00737	Prac.g_00381
OG0000827	Prbc.g_00738	Prac.g_00380
OG0000828	Prbc.g_00741	Prac.g_00377
OG0000829	Prbc.g_00742	Prac.g_00376
OG0000830	Prbc.g_00743	Prac.g_00375
OG0000831	Prbc.g_00745	Prac.g_00373
OG0000832	Prbc.g_00755	Prac.g_00367
OG0000833	Prbc.g_00763	Prac.g_00359
OG0000834	Prbc.g_00764	Prac.g_00358
OG0000835	Prbc.g_00765	Prac.g_00357
OG0000836	Prbc.g_00766	Prac.g_00356
OG0000837	Prbc.g_00767	Prac.g_00355
OG0000838	Prbc.g_00769	Prac.g_00353
OG0000839	Prbc.g_00770	Prac.g_00352
OG0000840	Prbc.g_00771	Prac.g_00351
OG0000841	Prbc.g_00772	Prac.g_00350
OG0000842	Prbc.g_00773	Prac.g_00349
OG0000843	Prbc.g_00774	Prac.g_00348
OG0000844	Prbc.g_00775	Prac.g_00347
OG0000845	Prbc.g_00776	Prac.g_00346
OG0000846	Prbc.g_00777	Prac.g_00345
OG0000847	Prbc.g_00778	Prac.g_00344
OG0000848	Prbc.g_00779	Prac.g_00343
OG0000849	Prbc.g_00780	Prac.g_00342
OG0000850	Prbc.g_00782	Prac.g_00340
OG0000851	Prbc.g_00783	Prac.g_00339
OG0000852	Prbc.g_00784	Prac.g_00338
OG0000853	Prbc.g_00789	Prac.g_00334
OG0000854	Prbc.g_00791	Prac.g_00332
OG0000855	Prbc.g_00792	Prac.g_00331
OG0000856	Prbc.g_00677	Prac.g_00317
OG0000857	Prbc.g_01874	Prac.g_00288
OG0000858	Prbc.g_00827	Prac.g_00631
OG0000859	Prbc.g_00828	Prac.g_00630
OG0000860	Prbc.g_00834	Prac.g_00623
OG0000861	Prbc.g_00835	Prac.g_00622
OG0000862	Prbc.g_00836	Prac.g_00621
OG0000863	Prbc.g_00837	Prac.g_00619
OG0000864	Prbc.g_00838	Prac.g_00618
OG0000865	Prbc.g_00839	Prac.g_00617
OG0000866	Prbc.g_00840	Prac.g_00616
OG0000867	Prbc.g_00841	Prac.g_00615
OG0000868	Prbc.g_00842	Prac.g_00614
OG0000869	Prbc.g_00845	Prac.g_00610
OG0000870	Prbc.g_00850	Prac.g_00605
OG0000871	Prbc.g_00851	Prac.g_00604
OG0000872	Prbc.g_00852	Prac.g_00603
OG0000873	Prbc.g_00855	Prac.g_00600
OG0000874	Prbc.g_00858	Prac.g_00597
OG0000875	Prbc.g_00860	Prac.g_00596
OG0000876	Prbc.g_00861	Prac.g_00595
OG0000877	Prbc.g_00863	Prac.g_00593
OG0000878	Prbc.g_00864	Prac.g_00592
OG0000879	Prbc.g_00865	Prac.g_00591
OG0000880	Prbc.g_00866	Prac.g_00590
OG0000881	Prbc.g_00869	Prac.g_00586
OG0000882	Prbc.g_00874	Prac.g_00581
OG0000883	Prbc.g_00876	Prac.g_00580
OG0000884	Prbc.g_00878	Prac.g_00578
OG0000885	Prbc.g_00879	Prac.g_00577
OG0000886	Prbc.g_00880	Prac.g_00576
OG0000887	Prbc.g_00881	Prac.g_00575
OG0000888	Prbc.g_00883	Prac.g_00573
OG0000889	Prbc.g_00885	Prac.g_00571
OG0000890	Prbc.g_00886	Prac.g_00570
OG0000891	Prbc.g_00887	Prac.g_00569
OG0000892	Prbc.g_00889	Prac.g_00471
OG0000893	Prbc.g_00933	Prac.g_00476
OG0000894	Prbc.g_00936	Prac.g_00478
OG0000895	Prbc.g_00939	Prac.g_00481
OG0000896	Prbc.g_00940	Prac.g_00482
OG0000897	Prbc.g_00942	Prac.g_00484
OG0000898	Prbc.g_00943	Prac.g_00485
OG0000899	Prbc.g_00944	Prac.g_00486
OG0000900	Prbc.g_00945	Prac.g_00487
OG0000901	Prbc.g_00948	Prac.g_00490
OG0000902	Prbc.g_00950	Prac.g_00492
OG0000903	Prbc.g_00960	Prac.g_00495
OG0000904	Prbc.g_00955	Prac.g_00497
OG0000905	Prbc.g_00952	Prac.g_00502
OG0000906	Prbc.g_00951	Prac.g_00503
OG0000907	Prbc.g_00327	Prac.g_00506
OG0000908	Prbc.g_00324	Prac.g_00509
OG0000909	Prbc.g_00323	Prac.g_00510
OG0000910	Prbc.g_00322	Prac.g_00511
OG0000911	Prbc.g_00320	Prac.g_00513
OG0000912	Prbc.g_00319	Prac.g_00514
OG0000913	Prbc.g_00318	Prac.g_00515
OG0000914	Prbc.g_00317	Prac.g_00516
OG0000915	Prbc.g_00316	Prac.g_00517
OG0000916	Prbc.g_00315	Prac.g_00518
OG0000917	Prbc.g_00314	Prac.g_00519
OG0000918	Prbc.g_00313	Prac.g_00520
OG0000919	Prbc.g_00312	Prac.g_00521
OG0000920	Prbc.g_00311	Prac.g_00522
OG0000921	Prbc.g_00310	Prac.g_00523
OG0000922	Prbc.g_00309	Prac.g_00524
OG0000923	Prbc.g_00305	Prac.g_00528
OG0000924	Prbc.g_00304	Prac.g_00529
OG0000925	Prbc.g_00303	Prac.g_00530
OG0000926	Prbc.g_00302	Prac.g_00531
OG0000927	Prbc.g_00300	Prac.g_00533
OG0000928	Prbc.g_00299	Prac.g_00534
OG0000929	Prbc.g_00298	Prac.g_00535
OG0000930	Prbc.g_00297	Prac.g_00536
OG0000931	Prbc.g_00296	Prac.g_00537
OG0000932	Prbc.g_00295	Prac.g_00538
OG0000933	Prbc.g_00291	Prac.g_00542
OG0000934	Prbc.g_00289	Prac.g_00544
OG0000935	Prbc.g_00288	Prac.g_00545
OG0000936	Prbc.g_00287	Prac.g_00546
OG0000937	Prbc.g_00286	Prac.g_00547
OG0000938	Prbc.g_00283	Prac.g_00549
OG0000939	Prbc.g_00282	Prac.g_00550
OG0000940	Prbc.g_00275	Prac.g_00556
OG0000941	Prbc.g_00273	Prac.g_00558
OG0000942	Prbc.g_00271	Prac.g_00560
OG0000943	Prbc.g_00270	Prac.g_00561
OG0000944	Prbc.g_00268	Prac.g_00562
OG0000945	Prbc.g_00267	Prac.g_00563
OG0000946	Prbc.g_00248	Prac.g_00005
OG0000947	Prbc.g_00246	Prac.g_00007
OG0000948	Prbc.g_00245	Prac.g_00008
OG0000949	Prbc.g_00242	Prac.g_00011
OG0000950	Prbc.g_00237	Prac.g_00016
OG0000951	Prbc.g_00233	Prac.g_00020
OG0000952	Prbc.g_00229	Prac.g_00024
OG0000953	Prbc.g_00225	Prac.g_00027
OG0000954	Prbc.g_00221	Prac.g_00031
OG0000955	Prbc.g_00220	Prac.g_00032
OG0000956	Prbc.g_00218	Prac.g_00034
OG0000957	Prbc.g_00213	Prac.g_00039
OG0000958	Prbc.g_00212	Prac.g_00040
OG0000959	Prbc.g_00208	Prac.g_00044
OG0000960	Prbc.g_00207	Prac.g_00045
OG0000961	Prbc.g_00204	Prac.g_00047
OG0000962	Prbc.g_00202	Prac.g_00049
OG0000963	Prbc.g_00197	Prac.g_00052
OG0000964	Prbc.g_00196	Prac.g_00053
OG0000965	Prbc.g_00195	Prac.g_00054
OG0000966	Prbc.g_00965	Prac.g_00061
OG0000967	Prbc.g_00969	Prac.g_00065
OG0000968	Prbc.g_00971	Prac.g_00067
OG0000969	Prbc.g_00972	Prac.g_00068
OG0000970	Prbc.g_00973	Prac.g_00069
OG0000971	Prbc.g_00974	Prac.g_00070
OG0000972	Prbc.g_00975	Prac.g_00071
OG0000973	Prbc.g_00976	Prac.g_00072
OG0000974	Prbc.g_00977	Prac.g_00073
OG0000975	Prbc.g_00978	Prac.g_00074
OG0000976	Prbc.g_00979	Prac.g_00075
OG0000977	Prbc.g_00980	Prac.g_00076
OG0000978	Prbc.g_00981	Prac.g_00077
OG0000979	Prbc.g_00984	Prac.g_00080
OG0000980	Prbc.g_00986	Prac.g_00082
OG0000981	Prbc.g_00989	Prac.g_00084
OG0000982	Prbc.g_00991	Prac.g_00086
OG0000983	Prbc.g_00992	Prac.g_00087
OG0000984	Prbc.g_00993	Prac.g_00088
OG0000985	Prbc.g_00996	Prac.g_00091
OG0000986	Prbc.g_00998	Prac.g_00093
OG0000987	Prbc.g_00999	Prac.g_00094
OG0000988	Prbc.g_01002	Prac.g_00097
OG0000989	Prbc.g_01006	Prac.g_00100
OG0000990	Prbc.g_01011	Prac.g_00103
OG0000991	Prbc.g_01012	Prac.g_00104
OG0000992	Prbc.g_01015	Prac.g_00106
OG0000993	Prbc.g_01016	Prac.g_00107
OG0000994	Prbc.g_01017	Prac.g_00108
OG0000995	Prbc.g_01021	Prac.g_00112
OG0000996	Prbc.g_01022	Prac.g_00113
OG0000997	Prbc.g_01043	Prac.g_00114
OG0000998	Prbc.g_01045	Prac.g_00116
OG0000999	Prbc.g_01046	Prac.g_00117
OG0001000	Prbc.g_01049	Prac.g_00120
OG0001001	Prbc.g_01052	Prac.g_00122
OG0001002	Prbc.g_01057	Prac.g_00126
OG0001003	Prbc.g_01060	Prac.g_00127
OG0001004	Prbc.g_01061	Prac.g_00128
OG0001005	Prbc.g_01062	Prac.g_00129
OG0001006	Prbc.g_01067	Prac.g_01949
OG0001007	Prbc.g_01069	Prac.g_01947
OG0001008	Prbc.g_01498	Prac.g_01110
OG0001009	Prbc.g_01097	Prac.g_01920
OG0001010	Prbc.g_01098	Prac.g_01919
OG0001011	Prbc.g_01099	Prac.g_01918
OG0001012	Prbc.g_01121	Prac.g_01889
OG0001013	Prbc.g_01126	Prac.g_01883
OG0001014	Prbc.g_01129	Prac.g_01880
OG0001015	Prbc.g_01130	Prac.g_01879
OG0001016	Prbc.g_00500	Prac.g_01858
OG0001017	Prbc.g_00496	Prac.g_01854
OG0001018	Prbc.g_00493	Prac.g_01851
OG0001019	Prbc.g_00484	Prac.g_01842
OG0001020	Prbc.g_00483	Prac.g_01841
OG0001021	Prbc.g_00482	Prac.g_01840
OG0001022	Prbc.g_00479	Prac.g_01837
OG0001023	Prbc.g_00478	Prac.g_01836
OG0001024	Prbc.g_00475	Prac.g_01833
OG0001025	Prbc.g_00468	Prac.g_01827
OG0001026	Prbc.g_00460	Prac.g_01820
OG0001027	Prbc.g_00459	Prac.g_01819
OG0001028	Prbc.g_00457	Prac.g_01817
OG0001029	Prbc.g_00455	Prac.g_01816
OG0001030	Prbc.g_00439	Prac.g_01801
OG0001031	Prbc.g_00385	Prac.g_01744
OG0001032	Prbc.g_00384	Prac.g_01743
OG0001033	Prbc.g_00364	Prac.g_01722
OG0001034	Prbc.g_00334	Prac.g_01694
OG0001035	Prbc.g_01150	Prac.g_01677
OG0001036	Prbc.g_01154	Prac.g_01672
OG0001037	Prbc.g_01155	Prac.g_01671
OG0001038	Prbc.g_01171	Prac.g_01653
OG0001039	Prbc.g_01173	Prac.g_01650
OG0001040	Prbc.g_01176	Prac.g_01648
OG0001041	Prbc.g_01180	Prac.g_01644
OG0001042	Prbc.g_01196	Prac.g_01627
OG0001043	Prbc.g_01197	Prac.g_01626
OG0001044	Prbc.g_01245	Prac.g_01201
OG0001045	Prbc.g_01254	Prac.g_01192
OG0001046	Prbc.g_02168	Prac.g_01154
OG0001047	Prbc.g_01500	Prac.g_01108
OG0001048	Prbc.g_01501	Prac.g_01107
OG0001049	Prbc.g_01503	Prac.g_01105
OG0001050	Prbc.g_01504	Prac.g_01104
OG0001051	Prbc.g_01505	Prac.g_01103
OG0001052	Prbc.g_01531	Prac.g_01073
OG0001053	Prbc.g_01543	Prac.g_01061
OG0001054	Prbc.g_01557	Prac.g_00873
OG0001055	Prbc.g_01597	Prac.g_00855
OG0001056	Prbc.g_01615	Prac.g_00836
OG0001057	Prbc.g_01620	Prac.g_00831
OG0001058	Prbc.g_01629	Prac.g_00823
OG0001059	Prbc.g_01633	Prac.g_00819
OG0001060	Prbc.g_01640	Prac.g_00812
OG0001061	Prbc.g_01653	Prac.g_00799
OG0001062	Prbc.g_01655	Prac.g_00797
OG0001063	Prbc.g_01656	Prac.g_00795
OG0001064	Prbc.g_01657	Prac.g_00794
OG0001065	Prbc.g_01658	Prac.g_00793
OG0001066	Prbc.g_01659	Prac.g_00792
OG0001067	Prbc.g_01660	Prac.g_00791
OG0001068	Prbc.g_01661	Prac.g_00790
OG0001069	Prbc.g_01662	Prac.g_00789
OG0001070	Prbc.g_01664	Prac.g_00786
OG0001071	Prbc.g_01665	Prac.g_00785
OG0001072	Prbc.g_01666	Prac.g_00783
OG0001073	Prbc.g_01680	Prac.g_00767
OG0001074	Prbc.g_01692	Prac.g_00756
OG0001075	Prbc.g_01693	Prac.g_00755
OG0001076	Prbc.g_01700	Prac.g_00747
OG0001077	Prbc.g_01705	Prac.g_00743
OG0001078	Prbc.g_01713	Prac.g_00735
OG0001079	Prbc.g_01724	Prac.g_00724
OG0001080	Prbc.g_01730	Prac.g_00718
OG0001081	Prbc.g_01732	Prac.g_00716
OG0001082	Prbc.g_01733	Prac.g_00715
OG0001083	Prbc.g_01738	Prac.g_00710
OG0001084	Prbc.g_01739	Prac.g_00709
OG0001085	Prbc.g_01749	Prac.g_00701
OG0001086	Prbc.g_01750	Prac.g_00700
OG0001087	Prbc.g_01770	Prac.g_00683
OG0001088	Prbc.g_01771	Prac.g_00682
OG0001089	Prbc.g_01779	Prac.g_00674
OG0001090	Prbc.g_01788	Prac.g_01559
OG0001091	Prbc.g_01790	Prac.g_01557
OG0001092	Prbc.g_01791	Prac.g_01556
OG0001093	Prbc.g_01796	Prac.g_01551
OG0001094	Prbc.g_01852	Prac.g_01481
OG0001095	Prbc.g_01871	Prac.g_01462
OG0001096	Prbc.g_01886	Prac.g_01449
OG0001097	Prbc.g_01906	Prac.g_01431
OG0001098	Prbc.g_01923	Prac.g_01416
OG0001099	Prbc.g_01962	Prac.g_01396
OG0001100	Prbc.g_01969	Prac.g_01392
OG0001101	Prbc.g_01971	Prac.g_01390
OG0001102	Prbc.g_01974	Prac.g_01387
OG0001103	Prbc.g_01976	Prac.g_01385
OG0001104	Prbc.g_01838	Prac.g_01364
OG0001105	Prbc.g_01842	Prac.g_01360
OG0001106	Prbc.g_02024	Prac.g_01336
OG0001107	Prbc.g_02034	Prac.g_01329
