Orthogroup	Prbc	Syac
OG0000568	Prbc.g_01648	Syac.g_01786
OG0000569	Prbc.g_01649	Syac.g_01785
OG0000570	Prbc.g_01650	Syac.g_01784
OG0000571	Prbc.g_01652	Syac.g_01780
OG0000572	Prbc.g_01663	Syac.g_01765
OG0000573	Prbc.g_01668	Syac.g_01755
OG0000574	Prbc.g_01670	Syac.g_01754
OG0000575	Prbc.g_01673	Syac.g_01750
OG0000576	Prbc.g_01675	Syac.g_01748
OG0000577	Prbc.g_01676	Syac.g_01747
OG0000578	Prbc.g_01677	Syac.g_01746
OG0000579	Prbc.g_01678	Syac.g_01745
OG0000580	Prbc.g_01679	Syac.g_01744
OG0000581	Prbc.g_01682	Syac.g_01738
OG0000582	Prbc.g_01685	Syac.g_00936
OG0000583	Prbc.g_01686	Syac.g_00937
OG0000584	Prbc.g_01687	Syac.g_00938
OG0000585	Prbc.g_01689	Syac.g_00940
OG0000586	Prbc.g_01690	Syac.g_00941
OG0000587	Prbc.g_01691	Syac.g_00943
OG0000588	Prbc.g_01695	Syac.g_00949
OG0000589	Prbc.g_01698	Syac.g_00953
OG0000590	Prbc.g_01699	Syac.g_00954
OG0000591	Prbc.g_01702	Syac.g_00961
OG0000592	Prbc.g_01703	Syac.g_00962
OG0000593	Prbc.g_01709	Syac.g_00975
OG0000594	Prbc.g_01710	Syac.g_00976
OG0000595	Prbc.g_01711	Syac.g_00977
OG0000596	Prbc.g_01715	Syac.g_00982
OG0000597	Prbc.g_01717	Syac.g_00985
OG0000598	Prbc.g_01718	Syac.g_00986
OG0000599	Prbc.g_01721	Syac.g_00989
OG0000600	Prbc.g_01722	Syac.g_00990
OG0000601	Prbc.g_01723	Syac.g_00991
OG0000602	Prbc.g_01725	Syac.g_00996
OG0000603	Prbc.g_01726	Syac.g_00997
OG0000604	Prbc.g_01727	Syac.g_01001
OG0000605	Prbc.g_01728	Syac.g_01089
OG0000606	Prbc.g_01731	Syac.g_01434
OG0000607	Prbc.g_01734	Syac.g_01430
OG0000608	Prbc.g_01735	Syac.g_01429
OG0000609	Prbc.g_01736	Syac.g_01427
OG0000610	Prbc.g_01742	Syac.g_01419
OG0000611	Prbc.g_01745	Syac.g_01416
OG0000612	Prbc.g_01746	Syac.g_01415
OG0000613	Prbc.g_01752	Syac.g_00231
OG0000614	Prbc.g_01775	Syac.g_00911
OG0000615	Prbc.g_01782	Syac.g_01377
OG0000616	Prbc.g_01055	Syac.g_02478
OG0000617	Prbc.g_01793	Syac.g_01280
OG0000618	Prbc.g_01794	Syac.g_01279
OG0000619	Prbc.g_01795	Syac.g_01278
OG0000620	Prbc.g_01798	Syac.g_01270
OG0000621	Prbc.g_01799	Syac.g_01269
OG0000622	Prbc.g_01800	Syac.g_01268
OG0000623	Prbc.g_01801	Syac.g_01267
OG0000624	Prbc.g_01803	Syac.g_01265
OG0000625	Prbc.g_01804	Syac.g_01264
OG0000626	Prbc.g_01805	Syac.g_01263
OG0000627	Prbc.g_01807	Syac.g_01126
OG0000628	Prbc.g_01808	Syac.g_01127
OG0000629	Prbc.g_01809	Syac.g_01130
OG0000630	Prbc.g_01812	Syac.g_01134
OG0000631	Prbc.g_02007	Syac.g_01139
OG0000632	Prbc.g_02008	Syac.g_01140
OG0000633	Prbc.g_02009	Syac.g_01141
OG0000634	Prbc.g_01854	Syac.g_01345
OG0000635	Prbc.g_01855	Syac.g_01344
OG0000636	Prbc.g_01857	Syac.g_01342
OG0000637	Prbc.g_01859	Syac.g_01340
OG0000638	Prbc.g_01860	Syac.g_01339
OG0000639	Prbc.g_01861	Syac.g_01338
OG0000640	Prbc.g_01862	Syac.g_01337
OG0000641	Prbc.g_01866	Syac.g_01333
OG0000642	Prbc.g_01867	Syac.g_01332
OG0000643	Prbc.g_01868	Syac.g_01330
OG0000644	Prbc.g_01869	Syac.g_01329
OG0000645	Prbc.g_01870	Syac.g_01327
OG0000646	Prbc.g_01873	Syac.g_01324
OG0000647	Prbc.g_01875	Syac.g_01322
OG0000648	Prbc.g_01877	Syac.g_01319
OG0000649	Prbc.g_01878	Syac.g_01318
OG0000650	Prbc.g_01879	Syac.g_01317
OG0000651	Prbc.g_01880	Syac.g_01316
OG0000652	Prbc.g_01881	Syac.g_01315
OG0000653	Prbc.g_01883	Syac.g_01313
OG0000654	Prbc.g_01884	Syac.g_01312
OG0000655	Prbc.g_01885	Syac.g_01311
OG0000656	Prbc.g_01888	Syac.g_01308
OG0000657	Prbc.g_01895	Syac.g_00846
OG0000658	Prbc.g_01897	Syac.g_00842
OG0000659	Prbc.g_01898	Syac.g_00841
OG0000660	Prbc.g_01903	Syac.g_00837
OG0000661	Prbc.g_01905	Syac.g_00835
OG0000662	Prbc.g_01907	Syac.g_00833
OG0000663	Prbc.g_01909	Syac.g_00830
OG0000664	Prbc.g_01910	Syac.g_00829
OG0000665	Prbc.g_01914	Syac.g_01018
OG0000666	Prbc.g_01915	Syac.g_01088
OG0000667	Prbc.g_01919	Syac.g_02165
OG0000668	Prbc.g_01959	Syac.g_01239
OG0000669	Prbc.g_01967	Syac.g_01404
OG0000670	Prbc.g_01970	Syac.g_00580
OG0000671	Prbc.g_01972	Syac.g_01400
OG0000672	Prbc.g_01975	Syac.g_01396
OG0000673	Prbc.g_01978	Syac.g_01393
OG0000674	Prbc.g_01980	Syac.g_01391
OG0000675	Prbc.g_01981	Syac.g_01390
OG0000676	Prbc.g_01983	Syac.g_01388
OG0000677	Prbc.g_01984	Syac.g_01387
OG0000678	Prbc.g_01987	Syac.g_01384
OG0000679	Prbc.g_01991	Syac.g_01375
OG0000680	Prbc.g_01992	Syac.g_01374
OG0000681	Prbc.g_01995	Syac.g_01371
OG0000682	Prbc.g_01996	Syac.g_01370
OG0000683	Prbc.g_01997	Syac.g_01369
OG0000684	Prbc.g_01837	Syac.g_01365
OG0000685	Prbc.g_01839	Syac.g_01363
OG0000686	Prbc.g_01840	Syac.g_01362
OG0000687	Prbc.g_01841	Syac.g_01361
OG0000688	Prbc.g_01844	Syac.g_01356
OG0000689	Prbc.g_01845	Syac.g_01354
OG0000690	Prbc.g_01846	Syac.g_01353
OG0000691	Prbc.g_01847	Syac.g_01352
OG0000692	Prbc.g_01849	Syac.g_01351
OG0000693	Prbc.g_01850	Syac.g_01349
OG0000694	Prbc.g_01851	Syac.g_01348
OG0000695	Prbc.g_02011	Syac.g_01143
OG0000696	Prbc.g_02012	Syac.g_01144
OG0000697	Prbc.g_02013	Syac.g_01146
OG0000698	Prbc.g_02016	Syac.g_01149
OG0000699	Prbc.g_02017	Syac.g_01151
OG0000700	Prbc.g_02018	Syac.g_01152
OG0000701	Prbc.g_02019	Syac.g_01153
OG0000702	Prbc.g_02021	Syac.g_01161
OG0000703	Prbc.g_02022	Syac.g_01162
OG0000704	Prbc.g_02023	Syac.g_01165
OG0000705	Prbc.g_02029	Syac.g_01174
OG0000706	Prbc.g_02030	Syac.g_01175
OG0000707	Prbc.g_02031	Syac.g_01176
OG0000708	Prbc.g_02033	Syac.g_01179
OG0000709	Prbc.g_02037	Syac.g_01187
OG0000710	Prbc.g_02040	Syac.g_01191
OG0000711	Prbc.g_02055	Syac.g_01220
OG0000712	Prbc.g_02057	Syac.g_01221
OG0000713	Prbc.g_02058	Syac.g_01222
OG0000714	Prbc.g_02059	Syac.g_01224
OG0000715	Prbc.g_02061	Syac.g_01226
OG0000716	Prbc.g_02062	Syac.g_01230
OG0000717	Prbc.g_02063	Syac.g_01231
OG0000718	Prbc.g_02079	Syac.g_01235
OG0000719	Prbc.g_02080	Syac.g_01237
OG0000720	Prbc.g_02091	Syac.g_01250
OG0000721	Prbc.g_02092	Syac.g_01252
OG0000722	Prbc.g_02093	Syac.g_01253
OG0000723	Prbc.g_02097	Syac.g_01261
OG0000724	Prbc.g_02108	Syac.g_00879
OG0000725	Prbc.g_01934	Syac.g_00887
OG0000726	Prbc.g_01933	Syac.g_00888
OG0000727	Prbc.g_01932	Syac.g_00889
OG0000728	Prbc.g_01930	Syac.g_00891
OG0000729	Prbc.g_00201	Syac.g_00144
OG0000730	Prbc.g_01244	Syac.g_02024
OG0000731	Prbc.g_01252	Syac.g_02011
OG0000732	Prbc.g_00987	Syac.g_00051
OG0000733	Prbc.g_00897	Syac.g_02386
OG0000734	Prbc.g_01462	Syac.g_00388
OG0000735	Prbc.g_01460	Syac.g_00750
OG0000736	Prbc.g_01459	Syac.g_00751
OG0000737	Prbc.g_01458	Syac.g_00752
OG0000738	Prbc.g_01454	Syac.g_00757
OG0000739	Prbc.g_01453	Syac.g_00762
OG0000740	Prbc.g_01452	Syac.g_00763
OG0000741	Prbc.g_01450	Syac.g_00766
OG0000742	Prbc.g_01447	Syac.g_00768
OG0000743	Prbc.g_01445	Syac.g_00770
OG0000744	Prbc.g_01444	Syac.g_00771
OG0000745	Prbc.g_01442	Syac.g_00773
OG0000746	Prbc.g_01440	Syac.g_00776
OG0000747	Prbc.g_01439	Syac.g_00777
OG0000748	Prbc.g_01435	Syac.g_00787
OG0000749	Prbc.g_01434	Syac.g_00789
OG0000750	Prbc.g_01433	Syac.g_00790
OG0000751	Prbc.g_01430	Syac.g_00797
OG0000752	Prbc.g_01428	Syac.g_00799
OG0000753	Prbc.g_01426	Syac.g_00802
OG0000754	Prbc.g_01422	Syac.g_01471
OG0000755	Prbc.g_01418	Syac.g_01479
OG0000756	Prbc.g_01417	Syac.g_01480
OG0000757	Prbc.g_01410	Syac.g_01492
OG0000758	Prbc.g_01409	Syac.g_01493
OG0000759	Prbc.g_01408	Syac.g_01494
OG0000760	Prbc.g_01407	Syac.g_01495
OG0000761	Prbc.g_01406	Syac.g_01496
OG0000762	Prbc.g_01405	Syac.g_01498
OG0000763	Prbc.g_01403	Syac.g_01500
OG0000764	Prbc.g_01402	Syac.g_01501
OG0000765	Prbc.g_01394	Syac.g_01515
OG0000766	Prbc.g_01393	Syac.g_01516
OG0000767	Prbc.g_01392	Syac.g_01518
OG0000768	Prbc.g_01391	Syac.g_01519
OG0000769	Prbc.g_01389	Syac.g_01521
OG0000770	Prbc.g_01388	Syac.g_01524
OG0000771	Prbc.g_02103	Syac.g_00873
OG0000772	Prbc.g_01320	Syac.g_01569
OG0000773	Prbc.g_00557	Syac.g_00741
OG0000774	Prbc.g_00560	Syac.g_00737
OG0000775	Prbc.g_00561	Syac.g_00735
OG0000776	Prbc.g_00562	Syac.g_00734
OG0000777	Prbc.g_00563	Syac.g_00733
OG0000778	Prbc.g_00564	Syac.g_00732
OG0000779	Prbc.g_00568	Syac.g_00727
OG0000780	Prbc.g_00569	Syac.g_00723
OG0000781	Prbc.g_00571	Syac.g_00719
OG0000782	Prbc.g_00572	Syac.g_00718
OG0000783	Prbc.g_00573	Syac.g_00717
OG0000784	Prbc.g_00574	Syac.g_00716
OG0000785	Prbc.g_00576	Syac.g_00714
OG0000786	Prbc.g_00579	Syac.g_01730
OG0000787	Prbc.g_00580	Syac.g_01731
OG0000788	Prbc.g_01820	Syac.g_00992
OG0000789	Prbc.g_02100	Syac.g_01111
OG0000790	Prbc.g_00662	Syac.g_01921
OG0000791	Prbc.g_00664	Syac.g_01922
OG0000792	Prbc.g_00665	Syac.g_01923
OG0000793	Prbc.g_00668	Syac.g_01928
OG0000794	Prbc.g_00669	Syac.g_01929
OG0000795	Prbc.g_00670	Syac.g_01930
OG0000796	Prbc.g_00674	Syac.g_01934
OG0000797	Prbc.g_00675	Syac.g_01935
OG0000799	Prbc.g_00690	Syac.g_01602
OG0000800	Prbc.g_00691	Syac.g_01603
OG0000801	Prbc.g_00692	Syac.g_01604
OG0000802	Prbc.g_00694	Syac.g_01608
OG0000803	Prbc.g_00696	Syac.g_01613
OG0000804	Prbc.g_00697	Syac.g_01616
OG0000805	Prbc.g_00699	Syac.g_01620
OG0000806	Prbc.g_00701	Syac.g_01622
OG0000807	Prbc.g_00702	Syac.g_01624
OG0000808	Prbc.g_00703	Syac.g_01625
OG0000809	Prbc.g_00707	Syac.g_01628
OG0000810	Prbc.g_00708	Syac.g_01629
OG0000811	Prbc.g_00712	Syac.g_01637
OG0000812	Prbc.g_00714	Syac.g_01639
OG0000813	Prbc.g_00715	Syac.g_01640
OG0000814	Prbc.g_00717	Syac.g_01642
OG0000815	Prbc.g_00718	Syac.g_01643
OG0000816	Prbc.g_00720	Syac.g_01645
OG0000817	Prbc.g_00721	Syac.g_01646
OG0000818	Prbc.g_00725	Syac.g_01652
OG0000819	Prbc.g_00726	Syac.g_01653
OG0000820	Prbc.g_00727	Syac.g_01654
OG0000821	Prbc.g_00730	Syac.g_01659
OG0000822	Prbc.g_00731	Syac.g_01661
OG0000823	Prbc.g_00732	Syac.g_01662
OG0000824	Prbc.g_00735	Syac.g_01666
OG0000825	Prbc.g_00736	Syac.g_01667
OG0000826	Prbc.g_00737	Syac.g_01668
OG0000827	Prbc.g_00738	Syac.g_01669
OG0000828	Prbc.g_00741	Syac.g_01672
OG0000829	Prbc.g_00742	Syac.g_01673
OG0000830	Prbc.g_00743	Syac.g_01674
OG0000831	Prbc.g_00745	Syac.g_01676
OG0000832	Prbc.g_00755	Syac.g_00623
OG0000833	Prbc.g_00763	Syac.g_00613
OG0000834	Prbc.g_00764	Syac.g_00610
OG0000835	Prbc.g_00765	Syac.g_00609
OG0000836	Prbc.g_00766	Syac.g_00605
OG0000837	Prbc.g_00767	Syac.g_00604
OG0000838	Prbc.g_00769	Syac.g_00600
OG0000839	Prbc.g_00770	Syac.g_00599
OG0000840	Prbc.g_00771	Syac.g_00598
OG0000841	Prbc.g_00772	Syac.g_00597
OG0000842	Prbc.g_00773	Syac.g_00596
OG0000843	Prbc.g_00774	Syac.g_00595
OG0000844	Prbc.g_00775	Syac.g_00593
OG0000845	Prbc.g_00776	Syac.g_00592
OG0000846	Prbc.g_00777	Syac.g_00591
OG0000847	Prbc.g_00778	Syac.g_00590
OG0000848	Prbc.g_00779	Syac.g_00588
OG0000849	Prbc.g_00780	Syac.g_00587
OG0000850	Prbc.g_00782	Syac.g_00585
OG0000851	Prbc.g_00783	Syac.g_00573
OG0000852	Prbc.g_00784	Syac.g_00572
OG0000853	Prbc.g_00789	Syac.g_00568
OG0000854	Prbc.g_00791	Syac.g_00566
OG0000855	Prbc.g_00792	Syac.g_00565
OG0000856	Prbc.g_00677	Syac.g_00964
OG0000857	Prbc.g_01874	Syac.g_01323
OG0000858	Prbc.g_00827	Syac.g_00559
OG0000859	Prbc.g_00828	Syac.g_00558
OG0000860	Prbc.g_00834	Syac.g_00542
OG0000861	Prbc.g_00835	Syac.g_00541
OG0000862	Prbc.g_00836	Syac.g_00540
OG0000863	Prbc.g_00837	Syac.g_00538
OG0000864	Prbc.g_00838	Syac.g_00537
OG0000865	Prbc.g_00839	Syac.g_00533
OG0000866	Prbc.g_00840	Syac.g_00532
OG0000867	Prbc.g_00841	Syac.g_00531
OG0000868	Prbc.g_00842	Syac.g_00529
OG0000869	Prbc.g_00845	Syac.g_00524
OG0000870	Prbc.g_00850	Syac.g_00519
OG0000871	Prbc.g_00851	Syac.g_00518
OG0000872	Prbc.g_00852	Syac.g_00510
OG0000873	Prbc.g_00855	Syac.g_00507
OG0000874	Prbc.g_00858	Syac.g_00512
OG0000875	Prbc.g_00860	Syac.g_00505
OG0000876	Prbc.g_00861	Syac.g_00675
OG0000877	Prbc.g_00863	Syac.g_00671
OG0000878	Prbc.g_00864	Syac.g_00670
OG0000879	Prbc.g_00865	Syac.g_00669
OG0000880	Prbc.g_00866	Syac.g_00668
OG0000881	Prbc.g_00869	Syac.g_00664
OG0000882	Prbc.g_00874	Syac.g_00659
OG0000883	Prbc.g_00876	Syac.g_00656
OG0000884	Prbc.g_00878	Syac.g_00654
OG0000885	Prbc.g_00879	Syac.g_00653
OG0000886	Prbc.g_00880	Syac.g_00652
OG0000887	Prbc.g_00881	Syac.g_00651
OG0000888	Prbc.g_00883	Syac.g_00649
OG0000889	Prbc.g_00885	Syac.g_00647
OG0000890	Prbc.g_00886	Syac.g_00642
OG0000891	Prbc.g_00887	Syac.g_00641
OG0000892	Prbc.g_00889	Syac.g_00638
OG0000893	Prbc.g_00933	Syac.g_02193
OG0000894	Prbc.g_00936	Syac.g_02189
OG0000895	Prbc.g_00939	Syac.g_02185
OG0000896	Prbc.g_00940	Syac.g_02184
OG0000897	Prbc.g_00942	Syac.g_02182
OG0000898	Prbc.g_00943	Syac.g_02181
OG0000899	Prbc.g_00944	Syac.g_02180
OG0000900	Prbc.g_00945	Syac.g_02179
OG0000901	Prbc.g_00948	Syac.g_02174
OG0000902	Prbc.g_00950	Syac.g_02172
OG0000903	Prbc.g_00960	Syac.g_02140
OG0000904	Prbc.g_00955	Syac.g_02145
OG0000905	Prbc.g_00952	Syac.g_02148
OG0000906	Prbc.g_00951	Syac.g_02150
OG0000907	Prbc.g_00327	Syac.g_02138
OG0000908	Prbc.g_00324	Syac.g_02135
OG0000909	Prbc.g_00323	Syac.g_02134
OG0000910	Prbc.g_00322	Syac.g_02133
OG0000911	Prbc.g_00320	Syac.g_02131
OG0000912	Prbc.g_00319	Syac.g_02130
OG0000913	Prbc.g_00318	Syac.g_02129
OG0000914	Prbc.g_00317	Syac.g_02128
OG0000915	Prbc.g_00316	Syac.g_02127
OG0000916	Prbc.g_00315	Syac.g_02126
OG0000917	Prbc.g_00314	Syac.g_02125
OG0000918	Prbc.g_00313	Syac.g_02124
OG0000919	Prbc.g_00312	Syac.g_02123
OG0000920	Prbc.g_00311	Syac.g_02122
OG0000921	Prbc.g_00310	Syac.g_02121
OG0000922	Prbc.g_00309	Syac.g_02120
OG0000923	Prbc.g_00305	Syac.g_02116
OG0000924	Prbc.g_00304	Syac.g_02115
OG0000925	Prbc.g_00303	Syac.g_02114
OG0000926	Prbc.g_00302	Syac.g_02113
OG0000927	Prbc.g_00300	Syac.g_02111
OG0000928	Prbc.g_00299	Syac.g_02110
OG0000929	Prbc.g_00298	Syac.g_02109
OG0000930	Prbc.g_00297	Syac.g_02108
OG0000931	Prbc.g_00296	Syac.g_02107
OG0000932	Prbc.g_00295	Syac.g_02106
OG0000933	Prbc.g_00291	Syac.g_02101
OG0000934	Prbc.g_00289	Syac.g_02099
OG0000935	Prbc.g_00288	Syac.g_02098
OG0000936	Prbc.g_00287	Syac.g_02097
OG0000937	Prbc.g_00286	Syac.g_02096
OG0000938	Prbc.g_00283	Syac.g_02092
OG0000939	Prbc.g_00282	Syac.g_02091
OG0000940	Prbc.g_00275	Syac.g_02084
OG0000941	Prbc.g_00273	Syac.g_02082
OG0000942	Prbc.g_00271	Syac.g_02080
OG0000943	Prbc.g_00270	Syac.g_02079
OG0000944	Prbc.g_00268	Syac.g_02077
OG0000945	Prbc.g_00267	Syac.g_02075
OG0000946	Prbc.g_00248	Syac.g_02071
OG0000947	Prbc.g_00246	Syac.g_02068
OG0000948	Prbc.g_00245	Syac.g_02067
OG0000949	Prbc.g_00242	Syac.g_00205
OG0000950	Prbc.g_00237	Syac.g_00193
OG0000951	Prbc.g_00233	Syac.g_00188
OG0000952	Prbc.g_00229	Syac.g_00183
OG0000953	Prbc.g_00225	Syac.g_00177
OG0000954	Prbc.g_00221	Syac.g_00172
OG0000955	Prbc.g_00220	Syac.g_00171
OG0000956	Prbc.g_00218	Syac.g_00169
OG0000957	Prbc.g_00213	Syac.g_00158
OG0000958	Prbc.g_00212	Syac.g_00157
OG0000959	Prbc.g_00208	Syac.g_00153
OG0000960	Prbc.g_00207	Syac.g_00152
OG0000961	Prbc.g_00204	Syac.g_00147
OG0000962	Prbc.g_00202	Syac.g_00145
OG0000963	Prbc.g_00197	Syac.g_00140
OG0000964	Prbc.g_00196	Syac.g_00139
OG0000965	Prbc.g_00195	Syac.g_00138
OG0000966	Prbc.g_00965	Syac.g_00107
OG0000967	Prbc.g_00969	Syac.g_00075
OG0000968	Prbc.g_00971	Syac.g_00080
OG0000969	Prbc.g_00972	Syac.g_00078
OG0000970	Prbc.g_00973	Syac.g_00077
OG0000971	Prbc.g_00974	Syac.g_00067
OG0000972	Prbc.g_00975	Syac.g_00066
OG0000973	Prbc.g_00976	Syac.g_00065
OG0000974	Prbc.g_00977	Syac.g_00064
OG0000975	Prbc.g_00978	Syac.g_00063
OG0000976	Prbc.g_00979	Syac.g_00062
OG0000977	Prbc.g_00980	Syac.g_00059
OG0000978	Prbc.g_00981	Syac.g_00058
OG0000979	Prbc.g_00984	Syac.g_00055
OG0000980	Prbc.g_00986	Syac.g_00052
OG0000981	Prbc.g_00989	Syac.g_00049
OG0000982	Prbc.g_00991	Syac.g_02354
OG0000983	Prbc.g_00992	Syac.g_02355
OG0000984	Prbc.g_00993	Syac.g_02356
OG0000985	Prbc.g_00996	Syac.g_02359
OG0000986	Prbc.g_00998	Syac.g_02363
OG0000987	Prbc.g_00999	Syac.g_02365
OG0000988	Prbc.g_01002	Syac.g_02370
OG0000989	Prbc.g_01006	Syac.g_02379
OG0000990	Prbc.g_01011	Syac.g_02397
OG0000991	Prbc.g_01012	Syac.g_02400
OG0000992	Prbc.g_01015	Syac.g_02402
OG0000993	Prbc.g_01016	Syac.g_02403
OG0000994	Prbc.g_01017	Syac.g_02405
OG0000995	Prbc.g_01021	Syac.g_02410
OG0000996	Prbc.g_01022	Syac.g_02454
OG0000997	Prbc.g_01043	Syac.g_02464
OG0000998	Prbc.g_01045	Syac.g_02466
OG0000999	Prbc.g_01046	Syac.g_02467
OG0001000	Prbc.g_01049	Syac.g_02470
OG0001001	Prbc.g_01052	Syac.g_02475
OG0001002	Prbc.g_01057	Syac.g_02481
OG0001003	Prbc.g_01060	Syac.g_02483
OG0001004	Prbc.g_01061	Syac.g_02484
OG0001005	Prbc.g_01062	Syac.g_02485
OG0001006	Prbc.g_01067	Syac.g_02492
OG0001007	Prbc.g_01069	Syac.g_02494
OG0001008	Prbc.g_01498	Syac.g_00693
OG0001009	Prbc.g_01097	Syac.g_00030
OG0001010	Prbc.g_01098	Syac.g_00031
OG0001011	Prbc.g_01099	Syac.g_00032
OG0001012	Prbc.g_01121	Syac.g_02351
OG0001013	Prbc.g_01126	Syac.g_02337
OG0001014	Prbc.g_01129	Syac.g_02333
OG0001015	Prbc.g_01130	Syac.g_02332
OG0001016	Prbc.g_00500	Syac.g_00446
OG0001017	Prbc.g_00496	Syac.g_00440
OG0001018	Prbc.g_00493	Syac.g_00438
OG0001019	Prbc.g_00484	Syac.g_00422
OG0001020	Prbc.g_00483	Syac.g_00417
OG0001021	Prbc.g_00482	Syac.g_00413
OG0001022	Prbc.g_00479	Syac.g_00410
OG0001023	Prbc.g_00478	Syac.g_00409
OG0001024	Prbc.g_00475	Syac.g_00405
OG0001025	Prbc.g_00468	Syac.g_00399
OG0001026	Prbc.g_00460	Syac.g_00386
OG0001027	Prbc.g_00459	Syac.g_00380
OG0001028	Prbc.g_00457	Syac.g_00378
OG0001029	Prbc.g_00455	Syac.g_00376
OG0001030	Prbc.g_00439	Syac.g_00356
OG0001031	Prbc.g_00385	Syac.g_02266
OG0001032	Prbc.g_00384	Syac.g_02268
OG0001033	Prbc.g_00364	Syac.g_02298
OG0001034	Prbc.g_00334	Syac.g_01968
OG0001036	Prbc.g_01154	Syac.g_02221
OG0001037	Prbc.g_01155	Syac.g_02223
OG0001038	Prbc.g_01171	Syac.g_02251
OG0001039	Prbc.g_01173	Syac.g_02254
OG0001040	Prbc.g_01176	Syac.g_00292
OG0001041	Prbc.g_01180	Syac.g_00287
OG0001042	Prbc.g_01196	Syac.g_00258
OG0001043	Prbc.g_01197	Syac.g_00254
OG0001044	Prbc.g_01245	Syac.g_02021
OG0001045	Prbc.g_01254	Syac.g_02008
OG0001046	Prbc.g_02168	Syac.g_01207
OG0001047	Prbc.g_01500	Syac.g_00695
OG0001048	Prbc.g_01501	Syac.g_00696
OG0001049	Prbc.g_01503	Syac.g_00703
OG0001050	Prbc.g_01504	Syac.g_00704
OG0001051	Prbc.g_01505	Syac.g_00705
OG0001052	Prbc.g_01531	Syac.g_01704
OG0001053	Prbc.g_01543	Syac.g_01901
OG0001054	Prbc.g_01557	Syac.g_01884
OG0001055	Prbc.g_01597	Syac.g_01863
OG0001056	Prbc.g_01615	Syac.g_01831
OG0001057	Prbc.g_01620	Syac.g_01825
OG0001058	Prbc.g_01629	Syac.g_01810
OG0001059	Prbc.g_01633	Syac.g_01806
OG0001060	Prbc.g_01640	Syac.g_01799
OG0001061	Prbc.g_01653	Syac.g_01779
OG0001062	Prbc.g_01655	Syac.g_01777
OG0001063	Prbc.g_01656	Syac.g_01773
OG0001064	Prbc.g_01657	Syac.g_01772
OG0001065	Prbc.g_01658	Syac.g_01771
OG0001066	Prbc.g_01659	Syac.g_01770
OG0001067	Prbc.g_01660	Syac.g_01769
OG0001068	Prbc.g_01661	Syac.g_01768
OG0001069	Prbc.g_01662	Syac.g_01767
OG0001070	Prbc.g_01664	Syac.g_01764
OG0001071	Prbc.g_01665	Syac.g_01763
OG0001072	Prbc.g_01666	Syac.g_01758
OG0001074	Prbc.g_01692	Syac.g_00945
OG0001075	Prbc.g_01693	Syac.g_00946
OG0001076	Prbc.g_01700	Syac.g_00956
OG0001077	Prbc.g_01705	Syac.g_00967
OG0001078	Prbc.g_01713	Syac.g_00980
OG0001079	Prbc.g_01724	Syac.g_00993
OG0001080	Prbc.g_01730	Syac.g_01092
OG0001081	Prbc.g_01732	Syac.g_01432
OG0001082	Prbc.g_01733	Syac.g_01431
OG0001083	Prbc.g_01738	Syac.g_01424
OG0001084	Prbc.g_01739	Syac.g_01423
OG0001085	Prbc.g_01749	Syac.g_01412
OG0001086	Prbc.g_01750	Syac.g_01410
OG0001087	Prbc.g_01770	Syac.g_00923
OG0001088	Prbc.g_01771	Syac.g_00920
OG0001089	Prbc.g_01779	Syac.g_00896
OG0001090	Prbc.g_01788	Syac.g_01286
OG0001091	Prbc.g_01790	Syac.g_01284
OG0001092	Prbc.g_01791	Syac.g_01282
OG0001093	Prbc.g_01796	Syac.g_01276
OG0001094	Prbc.g_01852	Syac.g_01347
OG0001095	Prbc.g_01871	Syac.g_01326
OG0001096	Prbc.g_01886	Syac.g_01310
OG0001097	Prbc.g_01906	Syac.g_00834
OG0001098	Prbc.g_01923	Syac.g_01096
OG0001099	Prbc.g_01962	Syac.g_00377
OG0001100	Prbc.g_01969	Syac.g_01402
OG0001101	Prbc.g_01971	Syac.g_01401
OG0001102	Prbc.g_01974	Syac.g_01398
OG0001103	Prbc.g_01976	Syac.g_01395
OG0001104	Prbc.g_01838	Syac.g_01364
OG0001105	Prbc.g_01842	Syac.g_01360
OG0001106	Prbc.g_02024	Syac.g_01166
OG0001107	Prbc.g_02034	Syac.g_01180
OG0001108	Prbc.g_02038	Syac.g_01188
OG0001109	Prbc.g_02039	Syac.g_01190
OG0001110	Prbc.g_02041	Syac.g_01192
OG0001111	Prbc.g_02042	Syac.g_01194
OG0001112	Prbc.g_02043	Syac.g_01196
OG0001113	Prbc.g_02044	Syac.g_01197
OG0001114	Prbc.g_02045	Syac.g_01198
OG0001115	Prbc.g_02047	Syac.g_01202
OG0001116	Prbc.g_02048	Syac.g_01204
OG0001117	Prbc.g_02049	Syac.g_01205
OG0001118	Prbc.g_02050	Syac.g_01206
OG0001119	Prbc.g_02051	Syac.g_01208
OG0001120	Prbc.g_02052	Syac.g_01213
OG0001121	Prbc.g_00645	Syac.g_01949, Syac.g_01170
OG0001122	Prbc.g_02081	Syac.g_01238
OG0001123	Prbc.g_02086	Syac.g_01245
OG0001124	Prbc.g_02088	Syac.g_01247
OG0001125	Prbc.g_02090	Syac.g_01249
OG0001126	Prbc.g_02101	Syac.g_00870
OG0001127	Prbc.g_02102	Syac.g_00871
OG0001128	Prbc.g_02105	Syac.g_00875
OG0001129	Prbc.g_02106	Syac.g_00877
