Orthogroup	Prbc	Prbi
OG0000520	Prbc.g_01509	Prbi.g_00449
OG0000521	Prbc.g_01514	Prbi.g_00454
OG0000522	Prbc.g_01516	Prbi.g_00456
OG0000523	Prbc.g_01517	Prbi.g_00457
OG0000524	Prbc.g_01524	Prbi.g_00463
OG0000525	Prbc.g_01528	Prbi.g_00466
OG0000526	Prbc.g_01529	Prbi.g_00467
OG0000527	Prbc.g_01532	Prbi.g_00476
OG0000528	Prbc.g_01538	Prbi.g_00481
OG0000529	Prbc.g_01541	Prbi.g_00484
OG0000530	Prbc.g_01544	Prbi.g_00487
OG0000531	Prbc.g_01545	Prbi.g_00488
OG0000532	Prbc.g_01546	Prbi.g_00490
OG0000533	Prbc.g_01547	Prbi.g_00491
OG0000534	Prbc.g_01548	Prbi.g_00492
OG0000535	Prbc.g_01549	Prbi.g_00493
OG0000536	Prbc.g_01550	Prbi.g_00494
OG0000537	Prbc.g_01551	Prbi.g_00495
OG0000538	Prbc.g_01580	Prbi.g_00503
OG0000539	Prbc.g_01581	Prbi.g_00504
OG0000540	Prbc.g_01582	Prbi.g_00505
OG0000541	Prbc.g_01583	Prbi.g_00506
OG0000542	Prbc.g_01585	Prbi.g_00508
OG0000543	Prbc.g_01587	Prbi.g_00510
OG0000544	Prbc.g_01588	Prbi.g_00511
OG0000545	Prbc.g_01590	Prbi.g_00513
OG0000546	Prbc.g_01593	Prbi.g_00516
OG0000547	Prbc.g_01595	Prbi.g_00518
OG0000548	Prbc.g_01596	Prbi.g_00519
OG0000549	Prbc.g_01599	Prbi.g_00521
OG0000550	Prbc.g_01603	Prbi.g_00526
OG0000551	Prbc.g_01606	Prbi.g_00530
OG0000552	Prbc.g_01607	Prbi.g_00531
OG0000553	Prbc.g_01608	Prbi.g_00532
OG0000554	Prbc.g_01613	Prbi.g_00537
OG0000555	Prbc.g_01621	Prbi.g_00545
OG0000556	Prbc.g_01623	Prbi.g_00547
OG0000557	Prbc.g_01624	Prbi.g_00548
OG0000558	Prbc.g_01627	Prbi.g_00550
OG0000559	Prbc.g_01631	Prbi.g_00554
OG0000560	Prbc.g_01634	Prbi.g_00557
OG0000561	Prbc.g_01635	Prbi.g_00558
OG0000562	Prbc.g_01636	Prbi.g_00559
OG0000563	Prbc.g_01637	Prbi.g_00560
OG0000564	Prbc.g_01638	Prbi.g_00561
OG0000565	Prbc.g_01641	Prbi.g_00564
OG0000566	Prbc.g_01643	Prbi.g_00566
OG0000567	Prbc.g_01647	Prbi.g_00570
OG0000568	Prbc.g_01648	Prbi.g_00571
OG0000569	Prbc.g_01649	Prbi.g_00572
OG0000570	Prbc.g_01650	Prbi.g_00573
OG0000571	Prbc.g_01652	Prbi.g_00575
OG0000572	Prbc.g_01663	Prbi.g_00588
OG0000573	Prbc.g_01668	Prbi.g_00594
OG0000574	Prbc.g_01670	Prbi.g_00595
OG0000575	Prbc.g_01673	Prbi.g_00599
OG0000576	Prbc.g_01675	Prbi.g_00601
OG0000577	Prbc.g_01676	Prbi.g_00602
OG0000578	Prbc.g_01677	Prbi.g_00603
OG0000579	Prbc.g_01678	Prbi.g_00604
OG0000580	Prbc.g_01679	Prbi.g_00605
OG0000581	Prbc.g_01682	Prbi.g_00607
OG0000582	Prbc.g_01685	Prbi.g_00610
OG0000583	Prbc.g_01686	Prbi.g_00611
OG0000584	Prbc.g_01687	Prbi.g_00612
OG0000585	Prbc.g_01689	Prbi.g_00614
OG0000586	Prbc.g_01690	Prbi.g_00615
OG0000587	Prbc.g_01691	Prbi.g_00616
OG0000588	Prbc.g_01695	Prbi.g_00620
OG0000589	Prbc.g_01698	Prbi.g_00623
OG0000590	Prbc.g_01699	Prbi.g_00624
OG0000591	Prbc.g_01702	Prbi.g_00627
OG0000592	Prbc.g_01703	Prbi.g_00628
OG0000593	Prbc.g_01709	Prbi.g_00635
OG0000594	Prbc.g_01710	Prbi.g_00636
OG0000595	Prbc.g_01711	Prbi.g_00637
OG0000596	Prbc.g_01715	Prbi.g_00641
OG0000597	Prbc.g_01717	Prbi.g_00643
OG0000598	Prbc.g_01718	Prbi.g_00644
OG0000599	Prbc.g_01721	Prbi.g_00647
OG0000600	Prbc.g_01722	Prbi.g_00648
OG0000601	Prbc.g_01723	Prbi.g_00649
OG0000602	Prbc.g_01725	Prbi.g_00651
OG0000603	Prbc.g_01726	Prbi.g_00652
OG0000604	Prbc.g_01727	Prbi.g_00653
OG0000605	Prbc.g_01728	Prbi.g_00654
OG0000606	Prbc.g_01731	Prbi.g_00657
OG0000607	Prbc.g_01734	Prbi.g_00660
OG0000608	Prbc.g_01735	Prbi.g_00661
OG0000609	Prbc.g_01736	Prbi.g_00662
OG0000610	Prbc.g_01742	Prbi.g_00667
OG0000611	Prbc.g_01745	Prbi.g_00670
OG0000612	Prbc.g_01746	Prbi.g_00671
OG0000613	Prbc.g_01752	Prbi.g_00676
OG0000614	Prbc.g_01775	Prbi.g_00695
OG0000615	Prbc.g_01782	Prbi.g_00704
OG0000616	Prbc.g_01055	Prbi.g_00708
OG0000617	Prbc.g_01793	Prbi.g_00751
OG0000618	Prbc.g_01794	Prbi.g_00752
OG0000619	Prbc.g_01795	Prbi.g_00753
OG0000620	Prbc.g_01798	Prbi.g_00756
OG0000621	Prbc.g_01799	Prbi.g_00757
OG0000622	Prbc.g_01800	Prbi.g_00758
OG0000623	Prbc.g_01801	Prbi.g_00759
OG0000624	Prbc.g_01803	Prbi.g_00760
OG0000625	Prbc.g_01804	Prbi.g_00761
OG0000626	Prbc.g_01805	Prbi.g_00762
OG0000627	Prbc.g_01807	Prbi.g_00763
OG0000628	Prbc.g_01808	Prbi.g_00764
OG0000629	Prbc.g_01809	Prbi.g_00765
OG0000630	Prbc.g_01812	Prbi.g_00768
OG0000631	Prbc.g_02007	Prbi.g_00838
OG0000632	Prbc.g_02008	Prbi.g_00839
OG0000633	Prbc.g_02009	Prbi.g_00840
OG0000634	Prbc.g_01854	Prbi.g_00843
OG0000635	Prbc.g_01855	Prbi.g_00844
OG0000636	Prbc.g_01857	Prbi.g_00846
OG0000637	Prbc.g_01859	Prbi.g_00848
OG0000638	Prbc.g_01860	Prbi.g_00849
OG0000639	Prbc.g_01861	Prbi.g_00850
OG0000640	Prbc.g_01862	Prbi.g_00851
OG0000641	Prbc.g_01866	Prbi.g_00855
OG0000642	Prbc.g_01867	Prbi.g_00856
OG0000643	Prbc.g_01868	Prbi.g_00857
OG0000644	Prbc.g_01869	Prbi.g_00858
OG0000645	Prbc.g_01870	Prbi.g_00859
OG0000646	Prbc.g_01873	Prbi.g_00861
OG0000647	Prbc.g_01875	Prbi.g_00862
OG0000648	Prbc.g_01877	Prbi.g_00864
OG0000649	Prbc.g_01878	Prbi.g_00865
OG0000650	Prbc.g_01879	Prbi.g_00866
OG0000651	Prbc.g_01880	Prbi.g_00867
OG0000652	Prbc.g_01881	Prbi.g_00868
OG0000653	Prbc.g_01883	Prbi.g_00870
OG0000654	Prbc.g_01884	Prbi.g_00871
OG0000655	Prbc.g_01885	Prbi.g_00872
OG0000656	Prbc.g_01888	Prbi.g_00875
OG0000657	Prbc.g_01895	Prbi.g_00883
OG0000658	Prbc.g_01897	Prbi.g_00884
OG0000659	Prbc.g_01898	Prbi.g_00885
OG0000660	Prbc.g_01903	Prbi.g_00889
OG0000661	Prbc.g_01905	Prbi.g_00891
OG0000662	Prbc.g_01907	Prbi.g_00893
OG0000663	Prbc.g_01909	Prbi.g_00895
OG0000664	Prbc.g_01910	Prbi.g_00896
OG0000665	Prbc.g_01914	Prbi.g_00900
OG0000666	Prbc.g_01915	Prbi.g_00901
OG0000667	Prbc.g_01919	Prbi.g_00905
OG0000668	Prbc.g_01959	Prbi.g_00934
OG0000669	Prbc.g_01967	Prbi.g_00942
OG0000670	Prbc.g_01970	Prbi.g_00944
OG0000671	Prbc.g_01972	Prbi.g_00946
OG0000672	Prbc.g_01975	Prbi.g_00949
OG0000673	Prbc.g_01978	Prbi.g_00952
OG0000674	Prbc.g_01980	Prbi.g_00954
OG0000675	Prbc.g_01981	Prbi.g_00955
OG0000676	Prbc.g_01983	Prbi.g_00957
OG0000677	Prbc.g_01984	Prbi.g_00958
OG0000678	Prbc.g_01987	Prbi.g_00960
OG0000679	Prbc.g_01991	Prbi.g_00964
OG0000680	Prbc.g_01992	Prbi.g_00965
OG0000681	Prbc.g_01995	Prbi.g_00968
OG0000682	Prbc.g_01996	Prbi.g_00969
OG0000683	Prbc.g_01997	Prbi.g_00970
OG0000684	Prbc.g_01837	Prbi.g_00971
OG0000685	Prbc.g_01839	Prbi.g_00973
OG0000686	Prbc.g_01840	Prbi.g_00974
OG0000687	Prbc.g_01841	Prbi.g_00975
OG0000688	Prbc.g_01844	Prbi.g_00978
OG0000689	Prbc.g_01845	Prbi.g_00979
OG0000690	Prbc.g_01846	Prbi.g_00980
OG0000691	Prbc.g_01847	Prbi.g_00981
OG0000692	Prbc.g_01849	Prbi.g_00983
OG0000693	Prbc.g_01850	Prbi.g_00984
OG0000694	Prbc.g_01851	Prbi.g_00985
OG0000695	Prbc.g_02011	Prbi.g_00987
OG0000696	Prbc.g_02012	Prbi.g_00988
OG0000697	Prbc.g_02013	Prbi.g_00989
OG0000698	Prbc.g_02016	Prbi.g_00992
OG0000699	Prbc.g_02017	Prbi.g_00993
OG0000700	Prbc.g_02018	Prbi.g_00994
OG0000701	Prbc.g_02019	Prbi.g_00995
OG0000702	Prbc.g_02021	Prbi.g_00997
OG0000703	Prbc.g_02022	Prbi.g_00998
OG0000704	Prbc.g_02023	Prbi.g_00999
OG0000705	Prbc.g_02029	Prbi.g_01003
OG0000706	Prbc.g_02030	Prbi.g_01004
OG0000707	Prbc.g_02031	Prbi.g_01005
OG0000708	Prbc.g_02033	Prbi.g_01006
OG0000709	Prbc.g_02037	Prbi.g_01010
OG0000710	Prbc.g_02040	Prbi.g_01013
OG0000711	Prbc.g_02055	Prbi.g_01030
OG0000712	Prbc.g_02057	Prbi.g_01032
OG0000713	Prbc.g_02058	Prbi.g_01033
OG0000714	Prbc.g_02059	Prbi.g_01034
OG0000715	Prbc.g_02061	Prbi.g_01036
OG0000716	Prbc.g_02062	Prbi.g_01038
OG0000717	Prbc.g_02063	Prbi.g_01039
OG0000718	Prbc.g_02079	Prbi.g_01055
OG0000719	Prbc.g_02080	Prbi.g_01057
OG0000720	Prbc.g_02091	Prbi.g_01066
OG0000721	Prbc.g_02092	Prbi.g_01068
OG0000722	Prbc.g_02093	Prbi.g_01069
OG0000723	Prbc.g_02097	Prbi.g_01072
OG0000724	Prbc.g_02108	Prbi.g_01081
OG0000725	Prbc.g_01934	Prbi.g_01087
OG0000726	Prbc.g_01933	Prbi.g_01088
OG0000727	Prbc.g_01932	Prbi.g_01089
OG0000728	Prbc.g_01930	Prbi.g_01091
OG0000729	Prbc.g_00201	Prbi.g_01138
OG0000730	Prbc.g_01244	Prbi.g_01142
OG0000731	Prbc.g_01252	Prbi.g_01146
OG0000732	Prbc.g_00987	Prbi.g_01155
OG0000733	Prbc.g_00897	Prbi.g_01175
OG0000734	Prbc.g_01462	Prbi.g_01192
OG0000735	Prbc.g_01460	Prbi.g_01194
OG0000736	Prbc.g_01459	Prbi.g_01195
OG0000737	Prbc.g_01458	Prbi.g_01196
OG0000738	Prbc.g_01454	Prbi.g_01200
OG0000739	Prbc.g_01453	Prbi.g_01201
OG0000740	Prbc.g_01452	Prbi.g_01202
OG0000741	Prbc.g_01450	Prbi.g_01203
OG0000742	Prbc.g_01447	Prbi.g_01206
OG0000743	Prbc.g_01445	Prbi.g_01208
OG0000744	Prbc.g_01444	Prbi.g_01209
OG0000745	Prbc.g_01442	Prbi.g_01210
OG0000746	Prbc.g_01440	Prbi.g_01212
OG0000747	Prbc.g_01439	Prbi.g_01213
OG0000748	Prbc.g_01435	Prbi.g_01216
OG0000749	Prbc.g_01434	Prbi.g_01217
OG0000750	Prbc.g_01433	Prbi.g_01218
OG0000751	Prbc.g_01430	Prbi.g_01220
OG0000752	Prbc.g_01428	Prbi.g_01222
OG0000753	Prbc.g_01426	Prbi.g_01225
OG0000754	Prbc.g_01422	Prbi.g_01228
OG0000755	Prbc.g_01418	Prbi.g_01231
OG0000756	Prbc.g_01417	Prbi.g_01232
OG0000757	Prbc.g_01410	Prbi.g_01238
OG0000758	Prbc.g_01409	Prbi.g_01239
OG0000759	Prbc.g_01408	Prbi.g_01240
OG0000760	Prbc.g_01407	Prbi.g_01241
OG0000761	Prbc.g_01406	Prbi.g_01242
OG0000762	Prbc.g_01405	Prbi.g_01243
OG0000763	Prbc.g_01403	Prbi.g_01245
OG0000764	Prbc.g_01402	Prbi.g_01246
OG0000765	Prbc.g_01394	Prbi.g_01255
OG0000766	Prbc.g_01393	Prbi.g_01256
OG0000767	Prbc.g_01392	Prbi.g_01258
OG0000768	Prbc.g_01391	Prbi.g_01259
OG0000769	Prbc.g_01389	Prbi.g_01261
OG0000770	Prbc.g_01388	Prbi.g_01263
OG0000771	Prbc.g_02103	Prbi.g_01277
OG0000772	Prbc.g_01320	Prbi.g_01363
OG0000773	Prbc.g_00557	Prbi.g_01382
OG0000774	Prbc.g_00560	Prbi.g_01384
OG0000775	Prbc.g_00561	Prbi.g_01386
OG0000776	Prbc.g_00562	Prbi.g_01387
OG0000777	Prbc.g_00563	Prbi.g_01388
OG0000778	Prbc.g_00564	Prbi.g_01389
OG0000779	Prbc.g_00568	Prbi.g_01393
OG0000780	Prbc.g_00569	Prbi.g_01394
OG0000781	Prbc.g_00571	Prbi.g_01397
OG0000782	Prbc.g_00572	Prbi.g_01398
OG0000783	Prbc.g_00573	Prbi.g_01399
OG0000784	Prbc.g_00574	Prbi.g_01400
OG0000785	Prbc.g_00576	Prbi.g_01402
OG0000786	Prbc.g_00579	Prbi.g_01404
OG0000787	Prbc.g_00580	Prbi.g_01405
OG0000788	Prbc.g_01820	Prbi.g_01426
OG0000789	Prbc.g_02100	Prbi.g_01429
OG0000790	Prbc.g_00662	Prbi.g_01444
OG0000791	Prbc.g_00664	Prbi.g_01446
OG0000792	Prbc.g_00665	Prbi.g_01447
OG0000793	Prbc.g_00668	Prbi.g_01450
OG0000794	Prbc.g_00669	Prbi.g_01451
OG0000795	Prbc.g_00670	Prbi.g_01452
OG0000796	Prbc.g_00674	Prbi.g_01456
OG0000797	Prbc.g_00675	Prbi.g_01457
OG0000799	Prbc.g_00690	Prbi.g_01571
OG0000800	Prbc.g_00691	Prbi.g_01572
OG0000801	Prbc.g_00692	Prbi.g_01573
OG0000802	Prbc.g_00694	Prbi.g_01575
OG0000803	Prbc.g_00696	Prbi.g_01577
OG0000804	Prbc.g_00697	Prbi.g_01578
OG0000805	Prbc.g_00699	Prbi.g_01580
OG0000806	Prbc.g_00701	Prbi.g_01582
OG0000807	Prbc.g_00702	Prbi.g_01583
OG0000808	Prbc.g_00703	Prbi.g_01584
OG0000809	Prbc.g_00707	Prbi.g_01587
OG0000810	Prbc.g_00708	Prbi.g_01588
OG0000811	Prbc.g_00712	Prbi.g_01594
OG0000812	Prbc.g_00714	Prbi.g_01596
OG0000813	Prbc.g_00715	Prbi.g_01597
OG0000814	Prbc.g_00717	Prbi.g_01599
OG0000815	Prbc.g_00718	Prbi.g_01600
OG0000816	Prbc.g_00720	Prbi.g_01602
OG0000817	Prbc.g_00721	Prbi.g_01603
OG0000818	Prbc.g_00725	Prbi.g_01608
OG0000819	Prbc.g_00726	Prbi.g_01609
OG0000820	Prbc.g_00727	Prbi.g_01610
OG0000821	Prbc.g_00730	Prbi.g_01613
OG0000822	Prbc.g_00731	Prbi.g_01614
OG0000823	Prbc.g_00732	Prbi.g_01615
OG0000824	Prbc.g_00735	Prbi.g_01618
OG0000825	Prbc.g_00736	Prbi.g_01619
OG0000826	Prbc.g_00737	Prbi.g_01620
OG0000827	Prbc.g_00738	Prbi.g_01621
OG0000828	Prbc.g_00741	Prbi.g_01624
OG0000829	Prbc.g_00742	Prbi.g_01625
OG0000830	Prbc.g_00743	Prbi.g_01626
OG0000831	Prbc.g_00745	Prbi.g_01628
OG0000832	Prbc.g_00755	Prbi.g_01634
OG0000833	Prbc.g_00763	Prbi.g_01642
OG0000834	Prbc.g_00764	Prbi.g_01643
OG0000835	Prbc.g_00765	Prbi.g_01644
OG0000836	Prbc.g_00766	Prbi.g_01645
OG0000837	Prbc.g_00767	Prbi.g_01646
OG0000838	Prbc.g_00769	Prbi.g_01648
OG0000839	Prbc.g_00770	Prbi.g_01649
OG0000840	Prbc.g_00771	Prbi.g_01650
OG0000841	Prbc.g_00772	Prbi.g_01651
OG0000842	Prbc.g_00773	Prbi.g_01652
OG0000843	Prbc.g_00774	Prbi.g_01653
OG0000844	Prbc.g_00775	Prbi.g_01654
OG0000845	Prbc.g_00776	Prbi.g_01655
OG0000846	Prbc.g_00777	Prbi.g_01656
OG0000847	Prbc.g_00778	Prbi.g_01657
OG0000848	Prbc.g_00779	Prbi.g_01658
OG0000849	Prbc.g_00780	Prbi.g_01659
OG0000850	Prbc.g_00782	Prbi.g_01661
OG0000851	Prbc.g_00783	Prbi.g_01662
OG0000852	Prbc.g_00784	Prbi.g_01663
OG0000853	Prbc.g_00789	Prbi.g_01667
OG0000854	Prbc.g_00791	Prbi.g_01669
OG0000855	Prbc.g_00792	Prbi.g_01670
OG0000856	Prbc.g_00677	Prbi.g_01685
OG0000857	Prbc.g_01874	Prbi.g_01711
OG0000858	Prbc.g_00827	Prbi.g_01781
OG0000859	Prbc.g_00828	Prbi.g_01782
OG0000860	Prbc.g_00834	Prbi.g_01789
OG0000861	Prbc.g_00835	Prbi.g_01790
OG0000862	Prbc.g_00836	Prbi.g_01791
OG0000863	Prbc.g_00837	Prbi.g_01793
OG0000864	Prbc.g_00838	Prbi.g_01794
OG0000865	Prbc.g_00839	Prbi.g_01795
OG0000866	Prbc.g_00840	Prbi.g_01796
OG0000867	Prbc.g_00841	Prbi.g_01797
OG0000868	Prbc.g_00842	Prbi.g_01798
OG0000869	Prbc.g_00845	Prbi.g_01802
OG0000870	Prbc.g_00850	Prbi.g_01807
OG0000871	Prbc.g_00851	Prbi.g_01808
OG0000872	Prbc.g_00852	Prbi.g_01809
OG0000873	Prbc.g_00855	Prbi.g_01812
OG0000874	Prbc.g_00858	Prbi.g_01815
OG0000875	Prbc.g_00860	Prbi.g_01816
OG0000876	Prbc.g_00861	Prbi.g_01817
OG0000877	Prbc.g_00863	Prbi.g_01819
OG0000878	Prbc.g_00864	Prbi.g_01820
OG0000879	Prbc.g_00865	Prbi.g_01821
OG0000880	Prbc.g_00866	Prbi.g_01822
OG0000881	Prbc.g_00869	Prbi.g_01826
OG0000882	Prbc.g_00874	Prbi.g_01831
OG0000883	Prbc.g_00876	Prbi.g_01832
OG0000884	Prbc.g_00878	Prbi.g_01834
OG0000885	Prbc.g_00879	Prbi.g_01835
OG0000886	Prbc.g_00880	Prbi.g_01836
OG0000887	Prbc.g_00881	Prbi.g_01837
OG0000888	Prbc.g_00883	Prbi.g_01839
OG0000889	Prbc.g_00885	Prbi.g_01841
OG0000890	Prbc.g_00886	Prbi.g_01842
OG0000891	Prbc.g_00887	Prbi.g_01843
OG0000892	Prbc.g_00889	Prbi.g_01845
OG0000893	Prbc.g_00933	Prbi.g_01848
OG0000894	Prbc.g_00936	Prbi.g_01850
OG0000895	Prbc.g_00939	Prbi.g_01853
OG0000896	Prbc.g_00940	Prbi.g_01854
OG0000897	Prbc.g_00942	Prbi.g_01856
OG0000898	Prbc.g_00943	Prbi.g_01857
OG0000899	Prbc.g_00944	Prbi.g_01858
OG0000900	Prbc.g_00945	Prbi.g_01859
OG0000901	Prbc.g_00948	Prbi.g_01863
OG0000902	Prbc.g_00950	Prbi.g_01865
OG0000903	Prbc.g_00960	Prbi.g_01868
OG0000904	Prbc.g_00955	Prbi.g_01870
OG0000905	Prbc.g_00952	Prbi.g_01875
OG0000906	Prbc.g_00951	Prbi.g_01876
OG0000907	Prbc.g_00327	Prbi.g_01896
OG0000908	Prbc.g_00324	Prbi.g_01899
OG0000909	Prbc.g_00323	Prbi.g_01900
OG0000910	Prbc.g_00322	Prbi.g_01901
OG0000911	Prbc.g_00320	Prbi.g_01903
OG0000912	Prbc.g_00319	Prbi.g_01904
OG0000913	Prbc.g_00318	Prbi.g_01905
OG0000914	Prbc.g_00317	Prbi.g_01906
OG0000915	Prbc.g_00316	Prbi.g_01907
OG0000916	Prbc.g_00315	Prbi.g_01908
OG0000917	Prbc.g_00314	Prbi.g_01909
OG0000918	Prbc.g_00313	Prbi.g_01910
OG0000919	Prbc.g_00312	Prbi.g_01911
OG0000920	Prbc.g_00311	Prbi.g_01912
OG0000921	Prbc.g_00310	Prbi.g_01913
OG0000922	Prbc.g_00309	Prbi.g_01914
OG0000923	Prbc.g_00305	Prbi.g_01918
OG0000924	Prbc.g_00304	Prbi.g_01919
OG0000925	Prbc.g_00303	Prbi.g_01920
OG0000926	Prbc.g_00302	Prbi.g_01921
OG0000927	Prbc.g_00300	Prbi.g_01923
OG0000928	Prbc.g_00299	Prbi.g_01924
OG0000929	Prbc.g_00298	Prbi.g_01925
OG0000930	Prbc.g_00297	Prbi.g_01926
OG0000931	Prbc.g_00296	Prbi.g_01927
OG0000932	Prbc.g_00295	Prbi.g_01928
OG0000933	Prbc.g_00291	Prbi.g_01932
OG0000934	Prbc.g_00289	Prbi.g_01934
OG0000935	Prbc.g_00288	Prbi.g_01935
OG0000936	Prbc.g_00287	Prbi.g_01936
OG0000937	Prbc.g_00286	Prbi.g_01937
OG0000938	Prbc.g_00283	Prbi.g_01939
OG0000939	Prbc.g_00282	Prbi.g_01940
OG0000940	Prbc.g_00275	Prbi.g_01947
OG0000941	Prbc.g_00273	Prbi.g_01949
OG0000942	Prbc.g_00271	Prbi.g_01951
OG0000943	Prbc.g_00270	Prbi.g_01952
OG0000944	Prbc.g_00268	Prbi.g_01953
OG0000945	Prbc.g_00267	Prbi.g_01954
OG0000946	Prbc.g_00248	Prbi.g_01958
OG0000947	Prbc.g_00246	Prbi.g_01960
OG0000948	Prbc.g_00245	Prbi.g_01961
OG0000949	Prbc.g_00242	Prbi.g_01964
OG0000950	Prbc.g_00237	Prbi.g_01969
OG0000951	Prbc.g_00233	Prbi.g_01973
OG0000952	Prbc.g_00229	Prbi.g_01977
OG0000953	Prbc.g_00225	Prbi.g_01980
OG0000954	Prbc.g_00221	Prbi.g_01984
OG0000955	Prbc.g_00220	Prbi.g_01985
OG0000956	Prbc.g_00218	Prbi.g_01987
OG0000957	Prbc.g_00213	Prbi.g_01992
OG0000958	Prbc.g_00212	Prbi.g_01993
OG0000959	Prbc.g_00208	Prbi.g_01997
OG0000960	Prbc.g_00207	Prbi.g_01998
OG0000961	Prbc.g_00204	Prbi.g_02000
OG0000962	Prbc.g_00202	Prbi.g_02002
OG0000963	Prbc.g_00197	Prbi.g_02006
OG0000964	Prbc.g_00196	Prbi.g_02007
OG0000965	Prbc.g_00195	Prbi.g_02008
OG0000966	Prbc.g_00965	Prbi.g_02027
OG0000967	Prbc.g_00969	Prbi.g_02032
OG0000968	Prbc.g_00971	Prbi.g_02034
OG0000969	Prbc.g_00972	Prbi.g_02035
OG0000970	Prbc.g_00973	Prbi.g_02036
OG0000971	Prbc.g_00974	Prbi.g_02037
OG0000972	Prbc.g_00975	Prbi.g_02038
OG0000973	Prbc.g_00976	Prbi.g_02039
OG0000974	Prbc.g_00977	Prbi.g_02040
OG0000975	Prbc.g_00978	Prbi.g_02041
OG0000976	Prbc.g_00979	Prbi.g_02042
OG0000977	Prbc.g_00980	Prbi.g_02043
OG0000978	Prbc.g_00981	Prbi.g_02044
OG0000979	Prbc.g_00984	Prbi.g_02047
OG0000980	Prbc.g_00986	Prbi.g_02049
OG0000981	Prbc.g_00989	Prbi.g_02051
OG0000982	Prbc.g_00991	Prbi.g_02053
OG0000983	Prbc.g_00992	Prbi.g_02054
OG0000984	Prbc.g_00993	Prbi.g_02055
OG0000985	Prbc.g_00996	Prbi.g_02058
OG0000986	Prbc.g_00998	Prbi.g_02060
OG0000987	Prbc.g_00999	Prbi.g_02061
OG0000988	Prbc.g_01002	Prbi.g_02064
OG0000989	Prbc.g_01006	Prbi.g_02068
OG0000990	Prbc.g_01011	Prbi.g_02071
OG0000991	Prbc.g_01012	Prbi.g_02072
OG0000992	Prbc.g_01015	Prbi.g_02074
OG0000993	Prbc.g_01016	Prbi.g_02075
OG0000994	Prbc.g_01017	Prbi.g_02076
OG0000995	Prbc.g_01021	Prbi.g_02080
OG0000996	Prbc.g_01022	Prbi.g_02081
OG0000997	Prbc.g_01043	Prbi.g_02082
OG0000998	Prbc.g_01045	Prbi.g_02084
OG0000999	Prbc.g_01046	Prbi.g_02085
OG0001000	Prbc.g_01049	Prbi.g_02088
OG0001001	Prbc.g_01052	Prbi.g_02090
OG0001002	Prbc.g_01057	Prbi.g_02094
OG0001003	Prbc.g_01060	Prbi.g_02095
OG0001004	Prbc.g_01061	Prbi.g_02096
OG0001005	Prbc.g_01062	Prbi.g_02097
OG0001006	Prbc.g_01067	Prbi.g_02101
OG0001007	Prbc.g_01069	Prbi.g_02103
OG0001008	Prbc.g_01498	Prbi.g_00438
OG0001009	Prbc.g_01097	Prbi.g_00027
OG0001010	Prbc.g_01098	Prbi.g_00028
OG0001011	Prbc.g_01099	Prbi.g_00029
OG0001012	Prbc.g_01121	Prbi.g_00052
OG0001013	Prbc.g_01126	Prbi.g_00059
OG0001014	Prbc.g_01129	Prbi.g_00062
OG0001015	Prbc.g_01130	Prbi.g_00063
OG0001016	Prbc.g_00500	Prbi.g_00080
OG0001017	Prbc.g_00496	Prbi.g_00084
OG0001018	Prbc.g_00493	Prbi.g_00087
OG0001019	Prbc.g_00484	Prbi.g_00096
OG0001020	Prbc.g_00483	Prbi.g_00097
OG0001021	Prbc.g_00482	Prbi.g_00098
OG0001022	Prbc.g_00479	Prbi.g_00101
OG0001023	Prbc.g_00478	Prbi.g_00102
OG0001024	Prbc.g_00475	Prbi.g_00105
OG0001025	Prbc.g_00468	Prbi.g_00111
OG0001026	Prbc.g_00460	Prbi.g_00118
OG0001027	Prbc.g_00459	Prbi.g_00119
OG0001028	Prbc.g_00457	Prbi.g_00121
OG0001029	Prbc.g_00455	Prbi.g_00123
OG0001030	Prbc.g_00439	Prbi.g_00138
OG0001031	Prbc.g_00385	Prbi.g_00210
OG0001032	Prbc.g_00384	Prbi.g_00211
OG0001033	Prbc.g_00364	Prbi.g_00232
OG0001034	Prbc.g_00334	Prbi.g_00260
OG0001035	Prbc.g_01150	Prbi.g_00278
OG0001036	Prbc.g_01154	Prbi.g_00283
OG0001037	Prbc.g_01155	Prbi.g_00284
OG0001038	Prbc.g_01171	Prbi.g_00302
OG0001039	Prbc.g_01173	Prbi.g_00305
OG0001040	Prbc.g_01176	Prbi.g_00307
OG0001041	Prbc.g_01180	Prbi.g_00311
OG0001042	Prbc.g_01196	Prbi.g_00328
OG0001043	Prbc.g_01197	Prbi.g_00329
OG0001044	Prbc.g_01245	Prbi.g_00357
OG0001045	Prbc.g_01254	Prbi.g_00366
OG0001046	Prbc.g_02168	Prbi.g_00403
OG0001047	Prbc.g_01500	Prbi.g_00440
OG0001048	Prbc.g_01501	Prbi.g_00441
OG0001049	Prbc.g_01503	Prbi.g_00443
OG0001050	Prbc.g_01504	Prbi.g_00444
OG0001051	Prbc.g_01505	Prbi.g_00445
OG0001052	Prbc.g_01531	Prbi.g_00474
OG0001053	Prbc.g_01543	Prbi.g_00486
OG0001054	Prbc.g_01557	Prbi.g_00501
OG0001055	Prbc.g_01597	Prbi.g_00520
OG0001056	Prbc.g_01615	Prbi.g_00539
OG0001057	Prbc.g_01620	Prbi.g_00544
