Orthogroup	Prbc	Syaj
OG0000535	Prbc.g_01549	Syaj.g_00083
OG0000536	Prbc.g_01550	Syaj.g_00084
OG0000537	Prbc.g_01551	Syaj.g_00085
OG0000538	Prbc.g_01580	Syaj.g_00096
OG0000539	Prbc.g_01581	Syaj.g_00097
OG0000540	Prbc.g_01582	Syaj.g_00098
OG0000541	Prbc.g_01583	Syaj.g_00099
OG0000542	Prbc.g_01585	Syaj.g_00102
OG0000543	Prbc.g_01587	Syaj.g_00104
OG0000544	Prbc.g_01588	Syaj.g_00105
OG0000545	Prbc.g_01590	Syaj.g_00107
OG0000546	Prbc.g_01593	Syaj.g_00109
OG0000547	Prbc.g_01595	Syaj.g_00111
OG0000548	Prbc.g_01596	Syaj.g_00112
OG0000549	Prbc.g_01599	Syaj.g_00118
OG0000550	Prbc.g_01603	Syaj.g_00123
OG0000551	Prbc.g_01606	Syaj.g_00128
OG0000552	Prbc.g_01607	Syaj.g_00129
OG0000553	Prbc.g_01608	Syaj.g_00133
OG0000554	Prbc.g_01613	Syaj.g_00145
OG0000555	Prbc.g_01621	Syaj.g_00163
OG0000556	Prbc.g_01623	Syaj.g_00167
OG0000557	Prbc.g_01624	Syaj.g_00178
OG0000558	Prbc.g_01627	Syaj.g_00181
OG0000559	Prbc.g_01631	Syaj.g_00185
OG0000560	Prbc.g_01634	Syaj.g_00188
OG0000561	Prbc.g_01635	Syaj.g_00189
OG0000562	Prbc.g_01636	Syaj.g_00190
OG0000563	Prbc.g_01637	Syaj.g_00191
OG0000564	Prbc.g_01638	Syaj.g_00192
OG0000565	Prbc.g_01641	Syaj.g_00195
OG0000566	Prbc.g_01643	Syaj.g_00199
OG0000567	Prbc.g_01647	Syaj.g_00203
OG0000568	Prbc.g_01648	Syaj.g_00207
OG0000569	Prbc.g_01649	Syaj.g_00208
OG0000570	Prbc.g_01650	Syaj.g_00209
OG0000571	Prbc.g_01652	Syaj.g_00213
OG0000572	Prbc.g_01663	Syaj.g_00230
OG0000573	Prbc.g_01668	Syaj.g_00238
OG0000574	Prbc.g_01670	Syaj.g_00242
OG0000575	Prbc.g_01673	Syaj.g_00247
OG0000576	Prbc.g_01675	Syaj.g_00249
OG0000577	Prbc.g_01676	Syaj.g_00250
OG0000578	Prbc.g_01677	Syaj.g_00251
OG0000579	Prbc.g_01678	Syaj.g_00252
OG0000580	Prbc.g_01679	Syaj.g_00253
OG0000581	Prbc.g_01682	Syaj.g_00261
OG0000582	Prbc.g_01685	Syaj.g_01338
OG0000583	Prbc.g_01686	Syaj.g_01337
OG0000584	Prbc.g_01687	Syaj.g_01336
OG0000585	Prbc.g_01689	Syaj.g_01334
OG0000586	Prbc.g_01690	Syaj.g_01333
OG0000587	Prbc.g_01691	Syaj.g_01331
OG0000588	Prbc.g_01695	Syaj.g_01313
OG0000589	Prbc.g_01698	Syaj.g_01308
OG0000590	Prbc.g_01699	Syaj.g_01307
OG0000591	Prbc.g_01702	Syaj.g_01299
OG0000592	Prbc.g_01703	Syaj.g_01298
OG0000593	Prbc.g_01709	Syaj.g_01287
OG0000594	Prbc.g_01710	Syaj.g_01286
OG0000595	Prbc.g_01711	Syaj.g_01285
OG0000596	Prbc.g_01715	Syaj.g_01280
OG0000597	Prbc.g_01717	Syaj.g_01277
OG0000598	Prbc.g_01718	Syaj.g_01276
OG0000599	Prbc.g_01721	Syaj.g_01273
OG0000600	Prbc.g_01722	Syaj.g_01272
OG0000601	Prbc.g_01723	Syaj.g_01271
OG0000602	Prbc.g_01725	Syaj.g_01266
OG0000603	Prbc.g_01726	Syaj.g_01265
OG0000604	Prbc.g_01727	Syaj.g_01262
OG0000605	Prbc.g_01728	Syaj.g_01153
OG0000606	Prbc.g_01731	Syaj.g_00698
OG0000607	Prbc.g_01734	Syaj.g_00702
OG0000608	Prbc.g_01735	Syaj.g_00703
OG0000609	Prbc.g_01736	Syaj.g_00705
OG0000610	Prbc.g_01742	Syaj.g_00714
OG0000611	Prbc.g_01745	Syaj.g_00717
OG0000612	Prbc.g_01746	Syaj.g_00718
OG0000613	Prbc.g_01752	Syaj.g_02500
OG0000614	Prbc.g_01775	Syaj.g_00480
OG0000615	Prbc.g_01782	Syaj.g_01065
OG0000616	Prbc.g_01055	Syaj.g_02245
OG0000617	Prbc.g_01793	Syaj.g_00952
OG0000618	Prbc.g_01794	Syaj.g_00951
OG0000619	Prbc.g_01795	Syaj.g_00950
OG0000620	Prbc.g_01798	Syaj.g_00945
OG0000621	Prbc.g_01799	Syaj.g_00944
OG0000622	Prbc.g_01800	Syaj.g_00943
OG0000623	Prbc.g_01801	Syaj.g_00942
OG0000624	Prbc.g_01803	Syaj.g_00940
OG0000625	Prbc.g_01804	Syaj.g_00939
OG0000626	Prbc.g_01805	Syaj.g_00938
OG0000627	Prbc.g_01807	Syaj.g_00765
OG0000628	Prbc.g_01808	Syaj.g_00766
OG0000629	Prbc.g_01809	Syaj.g_00769
OG0000630	Prbc.g_01812	Syaj.g_00773
OG0000631	Prbc.g_02007	Syaj.g_00786
OG0000632	Prbc.g_02008	Syaj.g_00787
OG0000633	Prbc.g_02009	Syaj.g_00789
OG0000634	Prbc.g_01854	Syaj.g_01030
OG0000635	Prbc.g_01855	Syaj.g_01029
OG0000636	Prbc.g_01857	Syaj.g_01024
OG0000637	Prbc.g_01859	Syaj.g_01022
OG0000638	Prbc.g_01860	Syaj.g_01021
OG0000639	Prbc.g_01861	Syaj.g_01020
OG0000640	Prbc.g_01862	Syaj.g_01019
OG0000641	Prbc.g_01866	Syaj.g_01015
OG0000642	Prbc.g_01867	Syaj.g_01014
OG0000643	Prbc.g_01868	Syaj.g_01012
OG0000644	Prbc.g_01869	Syaj.g_01011
OG0000645	Prbc.g_01870	Syaj.g_01009
OG0000646	Prbc.g_01873	Syaj.g_01006
OG0000647	Prbc.g_01875	Syaj.g_01004
OG0000648	Prbc.g_01877	Syaj.g_01001
OG0000649	Prbc.g_01878	Syaj.g_01000
OG0000650	Prbc.g_01879	Syaj.g_00999
OG0000651	Prbc.g_01880	Syaj.g_00998
OG0000652	Prbc.g_01881	Syaj.g_00997
OG0000653	Prbc.g_01883	Syaj.g_00991
OG0000654	Prbc.g_01884	Syaj.g_00990
OG0000655	Prbc.g_01885	Syaj.g_00989
OG0000656	Prbc.g_01888	Syaj.g_00986
OG0000657	Prbc.g_01895	Syaj.g_00382
OG0000658	Prbc.g_01897	Syaj.g_00379
OG0000659	Prbc.g_01898	Syaj.g_00378
OG0000660	Prbc.g_01903	Syaj.g_00374
OG0000661	Prbc.g_01905	Syaj.g_00372
OG0000662	Prbc.g_01907	Syaj.g_00370
OG0000663	Prbc.g_01909	Syaj.g_00367
OG0000664	Prbc.g_01910	Syaj.g_00358
OG0000665	Prbc.g_01914	Syaj.g_01243
OG0000666	Prbc.g_01915	Syaj.g_01154
OG0000667	Prbc.g_01919	Syaj.g_02661
OG0000668	Prbc.g_01959	Syaj.g_00816
OG0000669	Prbc.g_01967	Syaj.g_00730
OG0000670	Prbc.g_01970	Syaj.g_00733
OG0000671	Prbc.g_01972	Syaj.g_00735
OG0000672	Prbc.g_01975	Syaj.g_00739
OG0000673	Prbc.g_01978	Syaj.g_00742
OG0000674	Prbc.g_01980	Syaj.g_00744
OG0000675	Prbc.g_01981	Syaj.g_00757
OG0000676	Prbc.g_01983	Syaj.g_00759
OG0000677	Prbc.g_01984	Syaj.g_00760
OG0000678	Prbc.g_01987	Syaj.g_01075
OG0000679	Prbc.g_01991	Syaj.g_01061
OG0000680	Prbc.g_01992	Syaj.g_01060
OG0000681	Prbc.g_01995	Syaj.g_01057
OG0000682	Prbc.g_01996	Syaj.g_01056
OG0000683	Prbc.g_01997	Syaj.g_01055
OG0000684	Prbc.g_01837	Syaj.g_01051
OG0000685	Prbc.g_01839	Syaj.g_01049
OG0000686	Prbc.g_01840	Syaj.g_01048
OG0000687	Prbc.g_01841	Syaj.g_01047
OG0000688	Prbc.g_01844	Syaj.g_01041
OG0000689	Prbc.g_01845	Syaj.g_01039
OG0000690	Prbc.g_01846	Syaj.g_01038
OG0000691	Prbc.g_01847	Syaj.g_01037
OG0000692	Prbc.g_01849	Syaj.g_01036
OG0000693	Prbc.g_01850	Syaj.g_01034
OG0000694	Prbc.g_01851	Syaj.g_01033
OG0000695	Prbc.g_02011	Syaj.g_00791
OG0000696	Prbc.g_02012	Syaj.g_00792
OG0000697	Prbc.g_02013	Syaj.g_00932
OG0000698	Prbc.g_02016	Syaj.g_00929
OG0000699	Prbc.g_02017	Syaj.g_00928
OG0000700	Prbc.g_02018	Syaj.g_00927
OG0000701	Prbc.g_02019	Syaj.g_00926
OG0000702	Prbc.g_02021	Syaj.g_00916
OG0000703	Prbc.g_02022	Syaj.g_00915
OG0000704	Prbc.g_02023	Syaj.g_00913
OG0000705	Prbc.g_02029	Syaj.g_00906
OG0000706	Prbc.g_02030	Syaj.g_00905
OG0000707	Prbc.g_02031	Syaj.g_00904
OG0000708	Prbc.g_02033	Syaj.g_00901
OG0000709	Prbc.g_02037	Syaj.g_00872
OG0000710	Prbc.g_02040	Syaj.g_00867
OG0000711	Prbc.g_02055	Syaj.g_00839
OG0000712	Prbc.g_02057	Syaj.g_00837
OG0000713	Prbc.g_02058	Syaj.g_00836
OG0000714	Prbc.g_02059	Syaj.g_00834
OG0000715	Prbc.g_02061	Syaj.g_00832
OG0000716	Prbc.g_02062	Syaj.g_00825
OG0000717	Prbc.g_02063	Syaj.g_00824
OG0000718	Prbc.g_02079	Syaj.g_00820
OG0000719	Prbc.g_02080	Syaj.g_00818
OG0000720	Prbc.g_02091	Syaj.g_00805
OG0000721	Prbc.g_02092	Syaj.g_00803
OG0000722	Prbc.g_02093	Syaj.g_00802
OG0000723	Prbc.g_02097	Syaj.g_00934
OG0000724	Prbc.g_02108	Syaj.g_00421
OG0000725	Prbc.g_01934	Syaj.g_00430
OG0000726	Prbc.g_01933	Syaj.g_00431
OG0000727	Prbc.g_01932	Syaj.g_00432
OG0000728	Prbc.g_01930	Syaj.g_00434
OG0000729	Prbc.g_00201	Syaj.g_02397
OG0000730	Prbc.g_01244	Syaj.g_02802
OG0000731	Prbc.g_01252	Syaj.g_02814
OG0000732	Prbc.g_00987	Syaj.g_02315
OG0000733	Prbc.g_00897	Syaj.g_02151
OG0000734	Prbc.g_01462	Syaj.g_01895
OG0000735	Prbc.g_01460	Syaj.g_00286
OG0000736	Prbc.g_01459	Syaj.g_00287
OG0000737	Prbc.g_01458	Syaj.g_00288
OG0000738	Prbc.g_01454	Syaj.g_00293
OG0000739	Prbc.g_01453	Syaj.g_00295
OG0000740	Prbc.g_01452	Syaj.g_00296
OG0000741	Prbc.g_01450	Syaj.g_00299
OG0000742	Prbc.g_01447	Syaj.g_00301
OG0000743	Prbc.g_01445	Syaj.g_00303
OG0000744	Prbc.g_01444	Syaj.g_00304
OG0000745	Prbc.g_01442	Syaj.g_00306
OG0000746	Prbc.g_01440	Syaj.g_00308
OG0000747	Prbc.g_01439	Syaj.g_00309
OG0000748	Prbc.g_01435	Syaj.g_00319
OG0000749	Prbc.g_01434	Syaj.g_00322
OG0000750	Prbc.g_01433	Syaj.g_00323
OG0000751	Prbc.g_01430	Syaj.g_00331
OG0000752	Prbc.g_01428	Syaj.g_00333
OG0000753	Prbc.g_01426	Syaj.g_00336
OG0000754	Prbc.g_01422	Syaj.g_00643
OG0000755	Prbc.g_01418	Syaj.g_00631
OG0000756	Prbc.g_01417	Syaj.g_00625
OG0000757	Prbc.g_01410	Syaj.g_00614
OG0000758	Prbc.g_01409	Syaj.g_00613
OG0000759	Prbc.g_01408	Syaj.g_00612
OG0000760	Prbc.g_01407	Syaj.g_00611
OG0000761	Prbc.g_01406	Syaj.g_00609
OG0000762	Prbc.g_01405	Syaj.g_00603
OG0000763	Prbc.g_01403	Syaj.g_00597
OG0000764	Prbc.g_01402	Syaj.g_00596
OG0000765	Prbc.g_01394	Syaj.g_00577
OG0000766	Prbc.g_01393	Syaj.g_00576
OG0000767	Prbc.g_01392	Syaj.g_00574
OG0000768	Prbc.g_01391	Syaj.g_00573
OG0000769	Prbc.g_01389	Syaj.g_00571
OG0000770	Prbc.g_01388	Syaj.g_00567
OG0000771	Prbc.g_02103	Syaj.g_00415
OG0000772	Prbc.g_01320	Syaj.g_01208
OG0000773	Prbc.g_00557	Syaj.g_00280
OG0000774	Prbc.g_00560	Syaj.g_01502
OG0000775	Prbc.g_00561	Syaj.g_01504
OG0000776	Prbc.g_00562	Syaj.g_01505
OG0000777	Prbc.g_00563	Syaj.g_01506
OG0000778	Prbc.g_00564	Syaj.g_01507
OG0000779	Prbc.g_00568	Syaj.g_01513
OG0000780	Prbc.g_00569	Syaj.g_01517
OG0000781	Prbc.g_00571	Syaj.g_01521
OG0000782	Prbc.g_00572	Syaj.g_01522
OG0000783	Prbc.g_00573	Syaj.g_01524
OG0000784	Prbc.g_00574	Syaj.g_01525
OG0000785	Prbc.g_00576	Syaj.g_01526
OG0000786	Prbc.g_00579	Syaj.g_00265
OG0000787	Prbc.g_00580	Syaj.g_00264
OG0000788	Prbc.g_01820	Syaj.g_01270
OG0000789	Prbc.g_02100	Syaj.g_01121
OG0000790	Prbc.g_00662	Syaj.g_00054
OG0000791	Prbc.g_00664	Syaj.g_00053
OG0000792	Prbc.g_00665	Syaj.g_00052
OG0000793	Prbc.g_00668	Syaj.g_00047
OG0000794	Prbc.g_00669	Syaj.g_00046
OG0000795	Prbc.g_00670	Syaj.g_00045
OG0000796	Prbc.g_00674	Syaj.g_00039
OG0000797	Prbc.g_00675	Syaj.g_00038
OG0000799	Prbc.g_00690	Syaj.g_01352
OG0000800	Prbc.g_00691	Syaj.g_01354
OG0000801	Prbc.g_00692	Syaj.g_01355
OG0000802	Prbc.g_00694	Syaj.g_01359
OG0000803	Prbc.g_00696	Syaj.g_01363
OG0000804	Prbc.g_00697	Syaj.g_01366
OG0000805	Prbc.g_00699	Syaj.g_01369
OG0000806	Prbc.g_00701	Syaj.g_01370
OG0000807	Prbc.g_00702	Syaj.g_01372
OG0000808	Prbc.g_00703	Syaj.g_01373
OG0000809	Prbc.g_00707	Syaj.g_01376
OG0000810	Prbc.g_00708	Syaj.g_01377
OG0000811	Prbc.g_00712	Syaj.g_01385
OG0000812	Prbc.g_00714	Syaj.g_01387
OG0000813	Prbc.g_00715	Syaj.g_01388
OG0000814	Prbc.g_00717	Syaj.g_01390
OG0000815	Prbc.g_00718	Syaj.g_01391
OG0000816	Prbc.g_00720	Syaj.g_01392
OG0000817	Prbc.g_00721	Syaj.g_01393
OG0000818	Prbc.g_00725	Syaj.g_01399
OG0000819	Prbc.g_00726	Syaj.g_01400
OG0000820	Prbc.g_00727	Syaj.g_01401
OG0000821	Prbc.g_00730	Syaj.g_01412
OG0000822	Prbc.g_00731	Syaj.g_01414
OG0000823	Prbc.g_00732	Syaj.g_01415
OG0000824	Prbc.g_00735	Syaj.g_01421
OG0000825	Prbc.g_00736	Syaj.g_01422
OG0000826	Prbc.g_00737	Syaj.g_01423
OG0000827	Prbc.g_00738	Syaj.g_01424
OG0000828	Prbc.g_00741	Syaj.g_01427
OG0000829	Prbc.g_00742	Syaj.g_01428
OG0000830	Prbc.g_00743	Syaj.g_01429
OG0000831	Prbc.g_00745	Syaj.g_01431
OG0000832	Prbc.g_00755	Syaj.g_01635
OG0000833	Prbc.g_00763	Syaj.g_01647
OG0000834	Prbc.g_00764	Syaj.g_01649
OG0000835	Prbc.g_00765	Syaj.g_01650
OG0000836	Prbc.g_00766	Syaj.g_01654
OG0000837	Prbc.g_00767	Syaj.g_01661
OG0000838	Prbc.g_00769	Syaj.g_01665
OG0000839	Prbc.g_00770	Syaj.g_01666
OG0000840	Prbc.g_00771	Syaj.g_01667
OG0000841	Prbc.g_00772	Syaj.g_01668
OG0000842	Prbc.g_00773	Syaj.g_01669
OG0000843	Prbc.g_00774	Syaj.g_01670
OG0000844	Prbc.g_00775	Syaj.g_01680
OG0000845	Prbc.g_00776	Syaj.g_01681
OG0000846	Prbc.g_00777	Syaj.g_01682
OG0000847	Prbc.g_00778	Syaj.g_01683
OG0000848	Prbc.g_00779	Syaj.g_01685
OG0000849	Prbc.g_00780	Syaj.g_01686
OG0000850	Prbc.g_00782	Syaj.g_01689
OG0000851	Prbc.g_00783	Syaj.g_01694
OG0000852	Prbc.g_00784	Syaj.g_01695
OG0000853	Prbc.g_00789	Syaj.g_01699
OG0000854	Prbc.g_00791	Syaj.g_01701
OG0000855	Prbc.g_00792	Syaj.g_01702
OG0000856	Prbc.g_00677	Syaj.g_01296
OG0000857	Prbc.g_01874	Syaj.g_01005
OG0000858	Prbc.g_00827	Syaj.g_01708
OG0000859	Prbc.g_00828	Syaj.g_01709
OG0000860	Prbc.g_00834	Syaj.g_01723
OG0000861	Prbc.g_00835	Syaj.g_01724
OG0000862	Prbc.g_00836	Syaj.g_01725
OG0000863	Prbc.g_00837	Syaj.g_01728
OG0000864	Prbc.g_00838	Syaj.g_01729
OG0000865	Prbc.g_00839	Syaj.g_01730
OG0000866	Prbc.g_00840	Syaj.g_01731
OG0000867	Prbc.g_00841	Syaj.g_01732
OG0000868	Prbc.g_00842	Syaj.g_01734
OG0000869	Prbc.g_00845	Syaj.g_01742
OG0000870	Prbc.g_00850	Syaj.g_01747
OG0000871	Prbc.g_00851	Syaj.g_01748
OG0000872	Prbc.g_00852	Syaj.g_01756
OG0000873	Prbc.g_00855	Syaj.g_01759
OG0000874	Prbc.g_00858	Syaj.g_01754
OG0000875	Prbc.g_00860	Syaj.g_01762
OG0000876	Prbc.g_00861	Syaj.g_02084
OG0000877	Prbc.g_00863	Syaj.g_01586
OG0000878	Prbc.g_00864	Syaj.g_01587
OG0000879	Prbc.g_00865	Syaj.g_01588
OG0000880	Prbc.g_00866	Syaj.g_01589
OG0000881	Prbc.g_00869	Syaj.g_01595
OG0000882	Prbc.g_00874	Syaj.g_01599
OG0000883	Prbc.g_00876	Syaj.g_01601
OG0000884	Prbc.g_00878	Syaj.g_01603
OG0000885	Prbc.g_00879	Syaj.g_01604
OG0000886	Prbc.g_00880	Syaj.g_01605
OG0000887	Prbc.g_00881	Syaj.g_01606
OG0000888	Prbc.g_00883	Syaj.g_01608
OG0000889	Prbc.g_00885	Syaj.g_01610
OG0000890	Prbc.g_00886	Syaj.g_01615
OG0000891	Prbc.g_00887	Syaj.g_01616
OG0000892	Prbc.g_00889	Syaj.g_01620
OG0000893	Prbc.g_00933	Syaj.g_02636
OG0000894	Prbc.g_00936	Syaj.g_02639
OG0000895	Prbc.g_00939	Syaj.g_02643
OG0000896	Prbc.g_00940	Syaj.g_02644
OG0000897	Prbc.g_00942	Syaj.g_02646
OG0000898	Prbc.g_00943	Syaj.g_02647
OG0000899	Prbc.g_00944	Syaj.g_02648
OG0000900	Prbc.g_00945	Syaj.g_02649
OG0000901	Prbc.g_00948	Syaj.g_02654
OG0000902	Prbc.g_00950	Syaj.g_02656
OG0000903	Prbc.g_00960	Syaj.g_02689
OG0000904	Prbc.g_00955	Syaj.g_02684
OG0000905	Prbc.g_00952	Syaj.g_02678
OG0000906	Prbc.g_00951	Syaj.g_02676
OG0000907	Prbc.g_00327	Syaj.g_02692
OG0000908	Prbc.g_00324	Syaj.g_02695
OG0000909	Prbc.g_00323	Syaj.g_02696
OG0000910	Prbc.g_00322	Syaj.g_02697
OG0000911	Prbc.g_00320	Syaj.g_02699
OG0000912	Prbc.g_00319	Syaj.g_02700
OG0000913	Prbc.g_00318	Syaj.g_02701
OG0000914	Prbc.g_00317	Syaj.g_02702
OG0000915	Prbc.g_00316	Syaj.g_02704
OG0000916	Prbc.g_00315	Syaj.g_02705
OG0000917	Prbc.g_00314	Syaj.g_02706
OG0000918	Prbc.g_00313	Syaj.g_02707
OG0000919	Prbc.g_00312	Syaj.g_02708
OG0000920	Prbc.g_00311	Syaj.g_02709
OG0000921	Prbc.g_00310	Syaj.g_02710
OG0000922	Prbc.g_00309	Syaj.g_02711
OG0000923	Prbc.g_00305	Syaj.g_02715
OG0000924	Prbc.g_00304	Syaj.g_02716
OG0000925	Prbc.g_00303	Syaj.g_02717
OG0000926	Prbc.g_00302	Syaj.g_02718
OG0000927	Prbc.g_00300	Syaj.g_02720
OG0000928	Prbc.g_00299	Syaj.g_02721
OG0000929	Prbc.g_00298	Syaj.g_02722
OG0000930	Prbc.g_00297	Syaj.g_02723
OG0000931	Prbc.g_00296	Syaj.g_02724
OG0000932	Prbc.g_00295	Syaj.g_02725
OG0000933	Prbc.g_00291	Syaj.g_02731
OG0000934	Prbc.g_00289	Syaj.g_02733
OG0000935	Prbc.g_00288	Syaj.g_02734
OG0000936	Prbc.g_00287	Syaj.g_02735
OG0000937	Prbc.g_00286	Syaj.g_02736
OG0000938	Prbc.g_00283	Syaj.g_02739
OG0000939	Prbc.g_00282	Syaj.g_02740
OG0000940	Prbc.g_00275	Syaj.g_02747
OG0000941	Prbc.g_00273	Syaj.g_02749
OG0000942	Prbc.g_00271	Syaj.g_02751
OG0000943	Prbc.g_00270	Syaj.g_02752
OG0000944	Prbc.g_00268	Syaj.g_02754
OG0000945	Prbc.g_00267	Syaj.g_02756
OG0000946	Prbc.g_00248	Syaj.g_02761
OG0000947	Prbc.g_00246	Syaj.g_02764
OG0000948	Prbc.g_00245	Syaj.g_02765
OG0000949	Prbc.g_00242	Syaj.g_02474
OG0000950	Prbc.g_00237	Syaj.g_02459
OG0000951	Prbc.g_00233	Syaj.g_02452
OG0000952	Prbc.g_00229	Syaj.g_02446
OG0000953	Prbc.g_00225	Syaj.g_02442
OG0000954	Prbc.g_00221	Syaj.g_02435
OG0000955	Prbc.g_00220	Syaj.g_02434
OG0000956	Prbc.g_00218	Syaj.g_02432
OG0000957	Prbc.g_00213	Syaj.g_02419
OG0000958	Prbc.g_00212	Syaj.g_02418
OG0000959	Prbc.g_00208	Syaj.g_02413
OG0000960	Prbc.g_00207	Syaj.g_02412
OG0000961	Prbc.g_00204	Syaj.g_02402
OG0000962	Prbc.g_00202	Syaj.g_02398
OG0000963	Prbc.g_00197	Syaj.g_02393
OG0000964	Prbc.g_00196	Syaj.g_02392
OG0000965	Prbc.g_00195	Syaj.g_02391
OG0000966	Prbc.g_00965	Syaj.g_02370
OG0000967	Prbc.g_00969	Syaj.g_02334
OG0000968	Prbc.g_00971	Syaj.g_02363
OG0000969	Prbc.g_00972	Syaj.g_02338
OG0000970	Prbc.g_00973	Syaj.g_02337
OG0000971	Prbc.g_00974	Syaj.g_02331
OG0000972	Prbc.g_00975	Syaj.g_02330
OG0000973	Prbc.g_00976	Syaj.g_02329
OG0000974	Prbc.g_00977	Syaj.g_02328
OG0000975	Prbc.g_00978	Syaj.g_02327
OG0000976	Prbc.g_00979	Syaj.g_02326
OG0000977	Prbc.g_00980	Syaj.g_02324
OG0000978	Prbc.g_00981	Syaj.g_02322
OG0000979	Prbc.g_00984	Syaj.g_02319
OG0000980	Prbc.g_00986	Syaj.g_02316
OG0000981	Prbc.g_00989	Syaj.g_02313
OG0000982	Prbc.g_00991	Syaj.g_02112
OG0000983	Prbc.g_00992	Syaj.g_02113
OG0000984	Prbc.g_00993	Syaj.g_02114
OG0000985	Prbc.g_00996	Syaj.g_02116
OG0000986	Prbc.g_00998	Syaj.g_02123
OG0000987	Prbc.g_00999	Syaj.g_02125
OG0000988	Prbc.g_01002	Syaj.g_02131
OG0000989	Prbc.g_01006	Syaj.g_02142
OG0000990	Prbc.g_01011	Syaj.g_02165
OG0000991	Prbc.g_01012	Syaj.g_02168
OG0000992	Prbc.g_01015	Syaj.g_02171
OG0000993	Prbc.g_01016	Syaj.g_02173
OG0000994	Prbc.g_01017	Syaj.g_02177
OG0000995	Prbc.g_01021	Syaj.g_02182
OG0000996	Prbc.g_01022	Syaj.g_02221
OG0000997	Prbc.g_01043	Syaj.g_02228
OG0000998	Prbc.g_01045	Syaj.g_02230
OG0000999	Prbc.g_01046	Syaj.g_02231
OG0001000	Prbc.g_01049	Syaj.g_02236
OG0001001	Prbc.g_01052	Syaj.g_02241
OG0001002	Prbc.g_01057	Syaj.g_02248
OG0001003	Prbc.g_01060	Syaj.g_02250
OG0001004	Prbc.g_01061	Syaj.g_02251
OG0001005	Prbc.g_01062	Syaj.g_02252
OG0001006	Prbc.g_01067	Syaj.g_02260
OG0001007	Prbc.g_01069	Syaj.g_02262
OG0001008	Prbc.g_01498	Syaj.g_01554
OG0001009	Prbc.g_01097	Syaj.g_02294
OG0001010	Prbc.g_01098	Syaj.g_02295
OG0001011	Prbc.g_01099	Syaj.g_02296
OG0001012	Prbc.g_01121	Syaj.g_02108
OG0001014	Prbc.g_01129	Syaj.g_02083
OG0001015	Prbc.g_01130	Syaj.g_02082
OG0001016	Prbc.g_00500	Syaj.g_01824
OG0001017	Prbc.g_00496	Syaj.g_01830
OG0001018	Prbc.g_00493	Syaj.g_01832
OG0001019	Prbc.g_00484	Syaj.g_01849
OG0001020	Prbc.g_00483	Syaj.g_01862
OG0001021	Prbc.g_00482	Syaj.g_01867
OG0001022	Prbc.g_00479	Syaj.g_01872
OG0001023	Prbc.g_00478	Syaj.g_01873
OG0001024	Prbc.g_00475	Syaj.g_01877
OG0001025	Prbc.g_00468	Syaj.g_01884
OG0001026	Prbc.g_00460	Syaj.g_01897
OG0001027	Prbc.g_00459	Syaj.g_01903
OG0001028	Prbc.g_00457	Syaj.g_01905
OG0001029	Prbc.g_00455	Syaj.g_01907
OG0001030	Prbc.g_00439	Syaj.g_01933
OG0001031	Prbc.g_00385	Syaj.g_02012
OG0001032	Prbc.g_00384	Syaj.g_02015
OG0001033	Prbc.g_00364	Syaj.g_02044
OG0001034	Prbc.g_00334	Syaj.g_02875
OG0001035	Prbc.g_01150	Syaj.g_02603
OG0001036	Prbc.g_01154	Syaj.g_02599
OG0001037	Prbc.g_01155	Syaj.g_02597
OG0001038	Prbc.g_01171	Syaj.g_02567
OG0001039	Prbc.g_01173	Syaj.g_02564
OG0001040	Prbc.g_01176	Syaj.g_02561
OG0001041	Prbc.g_01180	Syaj.g_02556
OG0001042	Prbc.g_01196	Syaj.g_02527
OG0001043	Prbc.g_01197	Syaj.g_02523
OG0001044	Prbc.g_01245	Syaj.g_02804
OG0001045	Prbc.g_01254	Syaj.g_02817
OG0001046	Prbc.g_02168	Syaj.g_00851
OG0001047	Prbc.g_01500	Syaj.g_01552
OG0001048	Prbc.g_01501	Syaj.g_01551
OG0001049	Prbc.g_01503	Syaj.g_01548
OG0001050	Prbc.g_01504	Syaj.g_01547
OG0001051	Prbc.g_01505	Syaj.g_01546
OG0001052	Prbc.g_01531	Syaj.g_01448
OG0001053	Prbc.g_01543	Syaj.g_00075
OG0001054	Prbc.g_01557	Syaj.g_00092
OG0001055	Prbc.g_01597	Syaj.g_00113
OG0001056	Prbc.g_01615	Syaj.g_00149
OG0001057	Prbc.g_01620	Syaj.g_00160
OG0001058	Prbc.g_01629	Syaj.g_00183
OG0001059	Prbc.g_01633	Syaj.g_00187
OG0001060	Prbc.g_01640	Syaj.g_00193
OG0001061	Prbc.g_01653	Syaj.g_00214
OG0001062	Prbc.g_01655	Syaj.g_00216
OG0001063	Prbc.g_01656	Syaj.g_00222
OG0001064	Prbc.g_01657	Syaj.g_00223
OG0001065	Prbc.g_01658	Syaj.g_00224
OG0001066	Prbc.g_01659	Syaj.g_00225
OG0001067	Prbc.g_01660	Syaj.g_00226
OG0001068	Prbc.g_01661	Syaj.g_00227
OG0001069	Prbc.g_01662	Syaj.g_00228
OG0001070	Prbc.g_01664	Syaj.g_00231
OG0001071	Prbc.g_01665	Syaj.g_00232
OG0001072	Prbc.g_01666	Syaj.g_00236
OG0001073	Prbc.g_01680	Syaj.g_00254
