Orthogroup	Syam	Prac
OG0000600	Syam.g_01457	Prac.g_00726
OG0000601	Syam.g_01456	Prac.g_00725
OG0000602	Syam.g_01451	Prac.g_00723
OG0000603	Syam.g_01450	Prac.g_00722
OG0000604	Syam.g_01447	Prac.g_00721
OG0000605	Syam.g_01031	Prac.g_00720
OG0000606	Syam.g_01387	Prac.g_00717
OG0000607	Syam.g_01384	Prac.g_00714
OG0000608	Syam.g_01383	Prac.g_00713
OG0000609	Syam.g_01380	Prac.g_00712
OG0000610	Syam.g_01373	Prac.g_00707
OG0000611	Syam.g_01370	Prac.g_00704
OG0000612	Syam.g_01369	Prac.g_00703
OG0000613	Syam.g_00170	Prac.g_00698
OG0000614	Syam.g_00801	Prac.g_00679
OG0000615	Syam.g_01332	Prac.g_00671
OG0000616	Syam.g_02430	Prac.g_00667
OG0000617	Syam.g_01240	Prac.g_01554
OG0000618	Syam.g_01239	Prac.g_01553
OG0000619	Syam.g_01238	Prac.g_01552
OG0000620	Syam.g_01233	Prac.g_01549
OG0000621	Syam.g_01232	Prac.g_01548
OG0000622	Syam.g_01231	Prac.g_01547
OG0000623	Syam.g_01230	Prac.g_01546
OG0000624	Syam.g_01228	Prac.g_01545
OG0000625	Syam.g_01227	Prac.g_01544
OG0000626	Syam.g_01226	Prac.g_01543
OG0000627	Syam.g_01065	Prac.g_01542
OG0000628	Syam.g_01067	Prac.g_01541
OG0000629	Syam.g_01070	Prac.g_01540
OG0000630	Syam.g_01074	Prac.g_01537
OG0000631	Syam.g_01084	Prac.g_01484
OG0000632	Syam.g_01085	Prac.g_01483
OG0000633	Syam.g_01086	Prac.g_01482
OG0000634	Syam.g_01294	Prac.g_01479
OG0000635	Syam.g_01293	Prac.g_01478
OG0000636	Syam.g_01291	Prac.g_01476
OG0000637	Syam.g_01289	Prac.g_01474
OG0000638	Syam.g_01288	Prac.g_01473
OG0000639	Syam.g_01287	Prac.g_01472
OG0000640	Syam.g_01286	Prac.g_01471
OG0000641	Syam.g_01282	Prac.g_01467
OG0000642	Syam.g_01281	Prac.g_01466
OG0000643	Syam.g_01280	Prac.g_01465
OG0000644	Syam.g_01279	Prac.g_01464
OG0000645	Syam.g_01277	Prac.g_01463
OG0000646	Syam.g_01274	Prac.g_01461
OG0000647	Syam.g_01272	Prac.g_01460
OG0000648	Syam.g_01269	Prac.g_01458
OG0000649	Syam.g_01268	Prac.g_01457
OG0000650	Syam.g_01267	Prac.g_01456
OG0000651	Syam.g_01266	Prac.g_01455
OG0000652	Syam.g_01265	Prac.g_01454
OG0000653	Syam.g_01263	Prac.g_01452
OG0000654	Syam.g_01262	Prac.g_01451
OG0000655	Syam.g_01261	Prac.g_01450
OG0000656	Syam.g_01258	Prac.g_01447
OG0000657	Syam.g_00739	Prac.g_01440
OG0000658	Syam.g_00735	Prac.g_01439
OG0000659	Syam.g_00734	Prac.g_01438
OG0000660	Syam.g_00730	Prac.g_01434
OG0000661	Syam.g_00728	Prac.g_01432
OG0000662	Syam.g_00726	Prac.g_01430
OG0000663	Syam.g_00723	Prac.g_01428
OG0000664	Syam.g_00722	Prac.g_01427
OG0000665	Syam.g_02027	Prac.g_01423
OG0000666	Syam.g_01030	Prac.g_01422
OG0000667	Syam.g_00937	Prac.g_01418
OG0000668	Syam.g_01185	Prac.g_01401
OG0000669	Syam.g_01358	Prac.g_01393
OG0000670	Syam.g_00528	Prac.g_01391
OG0000671	Syam.g_01354	Prac.g_01389
OG0000672	Syam.g_01351	Prac.g_01386
OG0000673	Syam.g_01348	Prac.g_01383
OG0000674	Syam.g_01346	Prac.g_01381
OG0000675	Syam.g_01345	Prac.g_01380
OG0000676	Syam.g_01343	Prac.g_01378
OG0000677	Syam.g_01342	Prac.g_01377
OG0000678	Syam.g_01339	Prac.g_01375
OG0000679	Syam.g_01323	Prac.g_01371
OG0000680	Syam.g_01322	Prac.g_01370
OG0000681	Syam.g_01319	Prac.g_01368
OG0000682	Syam.g_01318	Prac.g_01367
OG0000683	Syam.g_01317	Prac.g_01366
OG0000684	Syam.g_01312	Prac.g_01365
OG0000685	Syam.g_01310	Prac.g_01363
OG0000686	Syam.g_01309	Prac.g_01362
OG0000687	Syam.g_01308	Prac.g_01361
OG0000688	Syam.g_01304	Prac.g_01358
OG0000689	Syam.g_01302	Prac.g_01357
OG0000690	Syam.g_01301	Prac.g_01356
OG0000691	Syam.g_01300	Prac.g_01355
OG0000692	Syam.g_01299	Prac.g_01353
OG0000693	Syam.g_01298	Prac.g_01352
OG0000694	Syam.g_01297	Prac.g_01351
OG0000695	Syam.g_01088	Prac.g_01349
OG0000696	Syam.g_01089	Prac.g_01348
OG0000697	Syam.g_01091	Prac.g_01347
OG0000698	Syam.g_01094	Prac.g_01344
OG0000699	Syam.g_01096	Prac.g_01343
OG0000700	Syam.g_01097	Prac.g_01342
OG0000701	Syam.g_01098	Prac.g_01341
OG0000702	Syam.g_01106	Prac.g_01339
OG0000703	Syam.g_01107	Prac.g_01338
OG0000704	Syam.g_01109	Prac.g_01337
OG0000705	Syam.g_01116	Prac.g_01333
OG0000706	Syam.g_01117	Prac.g_01332
OG0000707	Syam.g_01118	Prac.g_01331
OG0000708	Syam.g_01121	Prac.g_01330
OG0000709	Syam.g_01131	Prac.g_01326
OG0000710	Syam.g_01135	Prac.g_01323
OG0000711	Syam.g_01165	Prac.g_01307
OG0000712	Syam.g_01167	Prac.g_01305
OG0000713	Syam.g_01168	Prac.g_01304
OG0000714	Syam.g_01170	Prac.g_01303
OG0000715	Syam.g_01172	Prac.g_01301
OG0000716	Syam.g_01176	Prac.g_01299
OG0000717	Syam.g_01177	Prac.g_01298
OG0000718	Syam.g_01181	Prac.g_01287
OG0000719	Syam.g_01183	Prac.g_01285
OG0000720	Syam.g_01197	Prac.g_01276
OG0000721	Syam.g_01199	Prac.g_01274
OG0000722	Syam.g_01200	Prac.g_01273
OG0000723	Syam.g_01224	Prac.g_01270
OG0000724	Syam.g_00768	Prac.g_01261
OG0000725	Syam.g_00777	Prac.g_01255
OG0000726	Syam.g_00778	Prac.g_01254
OG0000727	Syam.g_00779	Prac.g_01253
OG0000728	Syam.g_00781	Prac.g_01251
OG0000729	Syam.g_00105	Prac.g_01205
OG0000730	Syam.g_00454	Prac.g_01046
OG0000731	Syam.g_00466	Prac.g_01042
OG0000732	Syam.g_00051	Prac.g_01036
OG0000733	Syam.g_02339	Prac.g_01017
OG0000734	Syam.g_02128	Prac.g_01000
OG0000735	Syam.g_01810	Prac.g_00998
OG0000736	Syam.g_01809	Prac.g_00997
OG0000737	Syam.g_01808	Prac.g_00996
OG0000738	Syam.g_01803	Prac.g_00992
OG0000739	Syam.g_01802	Prac.g_00991
OG0000740	Syam.g_01801	Prac.g_00990
OG0000741	Syam.g_01798	Prac.g_00989
OG0000742	Syam.g_01796	Prac.g_00986
OG0000743	Syam.g_01794	Prac.g_00984
OG0000744	Syam.g_01793	Prac.g_00983
OG0000745	Syam.g_01791	Prac.g_00982
OG0000746	Syam.g_01789	Prac.g_00980
OG0000747	Syam.g_01788	Prac.g_00979
OG0000748	Syam.g_01779	Prac.g_00976
OG0000749	Syam.g_01776	Prac.g_00975
OG0000750	Syam.g_01775	Prac.g_00974
OG0000751	Syam.g_01770	Prac.g_00972
OG0000752	Syam.g_01768	Prac.g_00970
OG0000753	Syam.g_01765	Prac.g_00967
OG0000754	Syam.g_00910	Prac.g_00964
OG0000755	Syam.g_00900	Prac.g_00961
OG0000756	Syam.g_00899	Prac.g_00960
OG0000757	Syam.g_00891	Prac.g_00954
OG0000758	Syam.g_00890	Prac.g_00953
OG0000759	Syam.g_00889	Prac.g_00952
OG0000760	Syam.g_00888	Prac.g_00951
OG0000761	Syam.g_00886	Prac.g_00950
OG0000762	Syam.g_00884	Prac.g_00949
OG0000763	Syam.g_00882	Prac.g_00947
OG0000764	Syam.g_00881	Prac.g_00946
OG0000765	Syam.g_00864	Prac.g_00937
OG0000766	Syam.g_00863	Prac.g_00936
OG0000767	Syam.g_00861	Prac.g_00934
OG0000768	Syam.g_00860	Prac.g_00933
OG0000769	Syam.g_00858	Prac.g_00931
OG0000770	Syam.g_00855	Prac.g_00929
OG0000771	Syam.g_00762	Prac.g_00448
OG0000772	Syam.g_01005	Prac.g_00154
OG0000773	Syam.g_01816	Prac.g_00166
OG0000774	Syam.g_01820	Prac.g_00168
OG0000775	Syam.g_01823	Prac.g_00170
OG0000776	Syam.g_01824	Prac.g_00171
OG0000777	Syam.g_01825	Prac.g_00172
OG0000778	Syam.g_01826	Prac.g_00173
OG0000779	Syam.g_01832	Prac.g_00177
OG0000780	Syam.g_01835	Prac.g_00178
OG0000781	Syam.g_01839	Prac.g_00181
OG0000782	Syam.g_01840	Prac.g_00182
OG0000783	Syam.g_01841	Prac.g_00183
OG0000784	Syam.g_01842	Prac.g_00184
OG0000785	Syam.g_01844	Prac.g_00186
OG0000786	Syam.g_01700	Prac.g_00188
OG0000787	Syam.g_01701	Prac.g_00189
OG0000788	Syam.g_01455	Prac.g_00204
OG0000789	Syam.g_01044	Prac.g_00207
OG0000790	Syam.g_00570	Prac.g_00222
OG0000791	Syam.g_00568	Prac.g_00224
OG0000792	Syam.g_00567	Prac.g_00225
OG0000793	Syam.g_00562	Prac.g_00228
OG0000794	Syam.g_00561	Prac.g_00229
OG0000795	Syam.g_00560	Prac.g_00230
OG0000796	Syam.g_00556	Prac.g_00234
OG0000797	Syam.g_00555	Prac.g_00235
OG0000798	Syam.g_00233	Prac.g_00262
OG0000799	Syam.g_01585	Prac.g_00429
OG0000800	Syam.g_01588	Prac.g_00428
OG0000801	Syam.g_01589	Prac.g_00427
OG0000802	Syam.g_01592	Prac.g_00425
OG0000803	Syam.g_01597	Prac.g_00423
OG0000804	Syam.g_01600	Prac.g_00422
OG0000805	Syam.g_01602	Prac.g_00420
OG0000806	Syam.g_01604	Prac.g_00418
OG0000807	Syam.g_01606	Prac.g_00417
OG0000808	Syam.g_01607	Prac.g_00416
OG0000809	Syam.g_01610	Prac.g_00413
OG0000810	Syam.g_01611	Prac.g_00412
OG0000811	Syam.g_01616	Prac.g_00408
OG0000812	Syam.g_01618	Prac.g_00406
OG0000813	Syam.g_01619	Prac.g_00405
OG0000814	Syam.g_01621	Prac.g_00403
OG0000815	Syam.g_01622	Prac.g_00402
OG0000816	Syam.g_01624	Prac.g_00400
OG0000817	Syam.g_01625	Prac.g_00399
OG0000818	Syam.g_01631	Prac.g_00394
OG0000819	Syam.g_01632	Prac.g_00393
OG0000820	Syam.g_01633	Prac.g_00392
OG0000821	Syam.g_01639	Prac.g_00388
OG0000822	Syam.g_01641	Prac.g_00387
OG0000823	Syam.g_01642	Prac.g_00386
OG0000824	Syam.g_01648	Prac.g_00383
OG0000825	Syam.g_01649	Prac.g_00382
OG0000826	Syam.g_01650	Prac.g_00381
OG0000827	Syam.g_01651	Prac.g_00380
OG0000828	Syam.g_01655	Prac.g_00377
OG0000829	Syam.g_01656	Prac.g_00376
OG0000830	Syam.g_01657	Prac.g_00375
OG0000831	Syam.g_01659	Prac.g_00373
OG0000832	Syam.g_01923	Prac.g_00367
OG0000833	Syam.g_01932	Prac.g_00359
OG0000834	Syam.g_01933	Prac.g_00358
OG0000835	Syam.g_01934	Prac.g_00357
OG0000836	Syam.g_01937	Prac.g_00356
OG0000837	Syam.g_01938	Prac.g_00355
OG0000838	Syam.g_01946	Prac.g_00353
OG0000839	Syam.g_01947	Prac.g_00352
OG0000840	Syam.g_01948	Prac.g_00351
OG0000841	Syam.g_01949	Prac.g_00350
OG0000842	Syam.g_01950	Prac.g_00349
OG0000843	Syam.g_01951	Prac.g_00348
OG0000844	Syam.g_01953	Prac.g_00347
OG0000845	Syam.g_01954	Prac.g_00346
OG0000846	Syam.g_01955	Prac.g_00345
OG0000847	Syam.g_01956	Prac.g_00344
OG0000848	Syam.g_01958	Prac.g_00343
OG0000849	Syam.g_01959	Prac.g_00342
OG0000850	Syam.g_01961	Prac.g_00340
OG0000851	Syam.g_01966	Prac.g_00339
OG0000852	Syam.g_01967	Prac.g_00338
OG0000853	Syam.g_01971	Prac.g_00334
OG0000854	Syam.g_01973	Prac.g_00332
OG0000855	Syam.g_01974	Prac.g_00331
OG0000856	Syam.g_01483	Prac.g_00317
OG0000857	Syam.g_01273	Prac.g_00288
OG0000858	Syam.g_01980	Prac.g_00631
OG0000859	Syam.g_01981	Prac.g_00630
OG0000860	Syam.g_01992	Prac.g_00623
OG0000861	Syam.g_01993	Prac.g_00622
OG0000862	Syam.g_01994	Prac.g_00621
OG0000863	Syam.g_01996	Prac.g_00619
OG0000864	Syam.g_01997	Prac.g_00618
OG0000865	Syam.g_01998	Prac.g_00617
OG0000866	Syam.g_01999	Prac.g_00616
OG0000867	Syam.g_02000	Prac.g_00615
OG0000868	Syam.g_02003	Prac.g_00614
OG0000869	Syam.g_02007	Prac.g_00610
OG0000870	Syam.g_02012	Prac.g_00605
OG0000871	Syam.g_02013	Prac.g_00604
OG0000872	Syam.g_02021	Prac.g_00603
OG0000873	Syam.g_02024	Prac.g_00600
OG0000874	Syam.g_02019	Prac.g_00597
OG0000875	Syam.g_02026	Prac.g_00596
OG0000876	Syam.g_01877	Prac.g_00595
OG0000877	Syam.g_01882	Prac.g_00593
OG0000878	Syam.g_01883	Prac.g_00592
OG0000879	Syam.g_01884	Prac.g_00591
OG0000880	Syam.g_01885	Prac.g_00590
OG0000881	Syam.g_01891	Prac.g_00586
OG0000882	Syam.g_01896	Prac.g_00581
OG0000883	Syam.g_01898	Prac.g_00580
OG0000884	Syam.g_01900	Prac.g_00578
OG0000885	Syam.g_01901	Prac.g_00577
OG0000886	Syam.g_01902	Prac.g_00576
OG0000887	Syam.g_01903	Prac.g_00575
OG0000888	Syam.g_01905	Prac.g_00573
OG0000889	Syam.g_01907	Prac.g_00571
OG0000890	Syam.g_01910	Prac.g_00570
OG0000891	Syam.g_01911	Prac.g_00569
OG0000892	Syam.g_01913	Prac.g_00471
OG0000893	Syam.g_00287	Prac.g_00476
OG0000894	Syam.g_00290	Prac.g_00478
OG0000895	Syam.g_00294	Prac.g_00481
OG0000896	Syam.g_00295	Prac.g_00482
OG0000897	Syam.g_00297	Prac.g_00484
OG0000898	Syam.g_00298	Prac.g_00485
OG0000899	Syam.g_00299	Prac.g_00486
OG0000900	Syam.g_00300	Prac.g_00487
OG0000901	Syam.g_00305	Prac.g_00490
OG0000902	Syam.g_00307	Prac.g_00492
OG0000903	Syam.g_00322	Prac.g_00495
OG0000904	Syam.g_00317	Prac.g_00497
OG0000905	Syam.g_00312	Prac.g_00502
OG0000906	Syam.g_00309	Prac.g_00503
OG0000907	Syam.g_00324	Prac.g_00506
OG0000908	Syam.g_00327	Prac.g_00509
OG0000909	Syam.g_00328	Prac.g_00510
OG0000910	Syam.g_00329	Prac.g_00511
OG0000911	Syam.g_00331	Prac.g_00513
OG0000912	Syam.g_00332	Prac.g_00514
OG0000913	Syam.g_00333	Prac.g_00515
OG0000914	Syam.g_00334	Prac.g_00516
OG0000915	Syam.g_00336	Prac.g_00517
OG0000916	Syam.g_00337	Prac.g_00518
OG0000917	Syam.g_00338	Prac.g_00519
OG0000918	Syam.g_00339	Prac.g_00520
OG0000919	Syam.g_00340	Prac.g_00521
OG0000920	Syam.g_00341	Prac.g_00522
OG0000921	Syam.g_00342	Prac.g_00523
OG0000922	Syam.g_00343	Prac.g_00524
OG0000923	Syam.g_00347	Prac.g_00528
OG0000924	Syam.g_00348	Prac.g_00529
OG0000925	Syam.g_00349	Prac.g_00530
OG0000926	Syam.g_00350	Prac.g_00531
OG0000927	Syam.g_00352	Prac.g_00533
OG0000928	Syam.g_00353	Prac.g_00534
OG0000929	Syam.g_00354	Prac.g_00535
OG0000930	Syam.g_00355	Prac.g_00536
OG0000931	Syam.g_00356	Prac.g_00537
OG0000932	Syam.g_00357	Prac.g_00538
OG0000933	Syam.g_00363	Prac.g_00542
OG0000934	Syam.g_00365	Prac.g_00544
OG0000935	Syam.g_00366	Prac.g_00545
OG0000936	Syam.g_00368	Prac.g_00546
OG0000937	Syam.g_00369	Prac.g_00547
OG0000938	Syam.g_00373	Prac.g_00549
OG0000939	Syam.g_00374	Prac.g_00550
OG0000940	Syam.g_00381	Prac.g_00556
OG0000941	Syam.g_00383	Prac.g_00558
OG0000942	Syam.g_00385	Prac.g_00560
OG0000943	Syam.g_00386	Prac.g_00561
OG0000944	Syam.g_00388	Prac.g_00562
OG0000945	Syam.g_00390	Prac.g_00563
OG0000946	Syam.g_00395	Prac.g_00005
OG0000947	Syam.g_00398	Prac.g_00007
OG0000948	Syam.g_00399	Prac.g_00008
OG0000949	Syam.g_00159	Prac.g_00011
OG0000950	Syam.g_00150	Prac.g_00016
OG0000951	Syam.g_00145	Prac.g_00020
OG0000952	Syam.g_00140	Prac.g_00024
OG0000953	Syam.g_00136	Prac.g_00027
OG0000954	Syam.g_00131	Prac.g_00031
OG0000955	Syam.g_00130	Prac.g_00032
OG0000956	Syam.g_00128	Prac.g_00034
OG0000957	Syam.g_00117	Prac.g_00039
OG0000958	Syam.g_00116	Prac.g_00040
OG0000959	Syam.g_00112	Prac.g_00044
OG0000960	Syam.g_00111	Prac.g_00045
OG0000961	Syam.g_00108	Prac.g_00047
OG0000962	Syam.g_00106	Prac.g_00049
OG0000963	Syam.g_00101	Prac.g_00052
OG0000964	Syam.g_00100	Prac.g_00053
OG0000965	Syam.g_00099	Prac.g_00054
OG0000966	Syam.g_00074	Prac.g_00061
OG0000967	Syam.g_00069	Prac.g_00065
OG0000968	Syam.g_00077	Prac.g_00067
OG0000969	Syam.g_00072	Prac.g_00068
OG0000970	Syam.g_00071	Prac.g_00069
OG0000971	Syam.g_00066	Prac.g_00070
OG0000972	Syam.g_00065	Prac.g_00071
OG0000973	Syam.g_00064	Prac.g_00072
OG0000974	Syam.g_00063	Prac.g_00073
OG0000975	Syam.g_00062	Prac.g_00074
OG0000976	Syam.g_00061	Prac.g_00075
OG0000977	Syam.g_00059	Prac.g_00076
OG0000978	Syam.g_00058	Prac.g_00077
OG0000979	Syam.g_00055	Prac.g_00080
OG0000980	Syam.g_00052	Prac.g_00082
OG0000981	Syam.g_00049	Prac.g_00084
OG0000982	Syam.g_02314	Prac.g_00086
OG0000983	Syam.g_02315	Prac.g_00087
OG0000984	Syam.g_02316	Prac.g_00088
OG0000985	Syam.g_02318	Prac.g_00091
OG0000986	Syam.g_02320	Prac.g_00093
OG0000987	Syam.g_02322	Prac.g_00094
OG0000988	Syam.g_02327	Prac.g_00097
OG0000989	Syam.g_02334	Prac.g_00100
OG0000990	Syam.g_02346	Prac.g_00103
OG0000991	Syam.g_02348	Prac.g_00104
OG0000992	Syam.g_02351	Prac.g_00106
OG0000993	Syam.g_02352	Prac.g_00107
OG0000994	Syam.g_02354	Prac.g_00108
OG0000995	Syam.g_02359	Prac.g_00112
OG0000996	Syam.g_02405	Prac.g_00113
OG0000997	Syam.g_02416	Prac.g_00114
OG0000998	Syam.g_02418	Prac.g_00116
OG0000999	Syam.g_02419	Prac.g_00117
OG0001000	Syam.g_02422	Prac.g_00120
OG0001001	Syam.g_02427	Prac.g_00122
OG0001002	Syam.g_02433	Prac.g_00126
OG0001003	Syam.g_02434	Prac.g_00127
OG0001004	Syam.g_02435	Prac.g_00128
OG0001005	Syam.g_02436	Prac.g_00129
OG0001006	Syam.g_02444	Prac.g_01949
OG0001007	Syam.g_02446	Prac.g_01947
OG0001008	Syam.g_01866	Prac.g_01110
OG0001009	Syam.g_00032	Prac.g_01920
OG0001010	Syam.g_00033	Prac.g_01919
OG0001011	Syam.g_00034	Prac.g_01918
OG0001012	Syam.g_02310	Prac.g_01889
OG0001013	Syam.g_02296	Prac.g_01883
OG0001014	Syam.g_02292	Prac.g_01880
OG0001015	Syam.g_02291	Prac.g_01879
OG0001016	Syam.g_02067	Prac.g_01858
OG0001017	Syam.g_02073	Prac.g_01854
OG0001018	Syam.g_02075	Prac.g_01851
OG0001019	Syam.g_02093	Prac.g_01842
OG0001020	Syam.g_02098	Prac.g_01841
OG0001021	Syam.g_02102	Prac.g_01840
OG0001022	Syam.g_02106	Prac.g_01837
OG0001023	Syam.g_02107	Prac.g_01836
OG0001024	Syam.g_02111	Prac.g_01833
OG0001025	Syam.g_02118	Prac.g_01827
OG0001026	Syam.g_02130	Prac.g_01820
OG0001027	Syam.g_02135	Prac.g_01819
OG0001028	Syam.g_02137	Prac.g_01817
OG0001029	Syam.g_02139	Prac.g_01816
OG0001030	Syam.g_02163	Prac.g_01801
OG0001031	Syam.g_02239	Prac.g_01744
OG0001032	Syam.g_02241	Prac.g_01743
OG0001033	Syam.g_02265	Prac.g_01722
OG0001034	Syam.g_00508	Prac.g_01694
OG0001035	Syam.g_00265	Prac.g_01677
OG0001036	Syam.g_00261	Prac.g_01672
OG0001037	Syam.g_00259	Prac.g_01671
OG0001038	Syam.g_00232	Prac.g_01653
OG0001039	Syam.g_00229	Prac.g_01650
OG0001040	Syam.g_00226	Prac.g_01648
OG0001041	Syam.g_00221	Prac.g_01644
OG0001042	Syam.g_00196	Prac.g_01627
OG0001043	Syam.g_00192	Prac.g_01626
OG0001044	Syam.g_00456	Prac.g_01201
OG0001045	Syam.g_00469	Prac.g_01192
OG0001046	Syam.g_01151	Prac.g_01154
OG0001047	Syam.g_01864	Prac.g_01108
OG0001048	Syam.g_01863	Prac.g_01107
OG0001049	Syam.g_01855	Prac.g_01105
OG0001050	Syam.g_01854	Prac.g_01104
OG0001051	Syam.g_01853	Prac.g_01103
OG0001052	Syam.g_01672	Prac.g_01073
OG0001053	Syam.g_00586	Prac.g_01061
OG0001054	Syam.g_00603	Prac.g_00873
OG0001055	Syam.g_00624	Prac.g_00855
OG0001056	Syam.g_00656	Prac.g_00836
OG0001057	Syam.g_00664	Prac.g_00831
OG0001058	Syam.g_00677	Prac.g_00823
OG0001059	Syam.g_00681	Prac.g_00819
OG0001060	Syam.g_00688	Prac.g_00812
OG0001061	Syam.g_01744	Prac.g_00799
OG0001062	Syam.g_01742	Prac.g_00797
OG0001063	Syam.g_01737	Prac.g_00795
OG0001064	Syam.g_01736	Prac.g_00794
OG0001065	Syam.g_01735	Prac.g_00793
OG0001066	Syam.g_01734	Prac.g_00792
OG0001067	Syam.g_01733	Prac.g_00791
OG0001068	Syam.g_01732	Prac.g_00790
OG0001069	Syam.g_01731	Prac.g_00789
OG0001070	Syam.g_01728	Prac.g_00786
OG0001071	Syam.g_01727	Prac.g_00785
OG0001072	Syam.g_01723	Prac.g_00783
OG0001073	Syam.g_01709	Prac.g_00767
OG0001074	Syam.g_01504	Prac.g_00756
OG0001075	Syam.g_01502	Prac.g_00755
OG0001076	Syam.g_01491	Prac.g_00747
OG0001077	Syam.g_01480	Prac.g_00743
OG0001078	Syam.g_01467	Prac.g_00735
OG0001079	Syam.g_01454	Prac.g_00724
OG0001080	Syam.g_01034	Prac.g_00718
OG0001081	Syam.g_01386	Prac.g_00716
OG0001082	Syam.g_01385	Prac.g_00715
OG0001083	Syam.g_01377	Prac.g_00710
OG0001084	Syam.g_01376	Prac.g_00709
OG0001085	Syam.g_01366	Prac.g_00701
OG0001086	Syam.g_01364	Prac.g_00700
OG0001087	Syam.g_00813	Prac.g_00683
OG0001088	Syam.g_00809	Prac.g_00682
OG0001089	Syam.g_00785	Prac.g_00674
OG0001090	Syam.g_01246	Prac.g_01559
OG0001091	Syam.g_01244	Prac.g_01557
OG0001092	Syam.g_01242	Prac.g_01556
OG0001093	Syam.g_01236	Prac.g_01551
OG0001094	Syam.g_01296	Prac.g_01481
OG0001095	Syam.g_01276	Prac.g_01462
OG0001096	Syam.g_01260	Prac.g_01449
OG0001097	Syam.g_00727	Prac.g_01431
OG0001098	Syam.g_01037	Prac.g_01416
OG0001099	Syam.g_02138	Prac.g_01396
OG0001100	Syam.g_01356	Prac.g_01392
OG0001101	Syam.g_01355	Prac.g_01390
OG0001103	Syam.g_01350	Prac.g_01385
OG0001104	Syam.g_01311	Prac.g_01364
OG0001105	Syam.g_01307	Prac.g_01360
OG0001106	Syam.g_01110	Prac.g_01336
OG0001107	Syam.g_01122	Prac.g_01329
OG0001108	Syam.g_01132	Prac.g_01325
OG0001109	Syam.g_01134	Prac.g_01324
OG0001110	Syam.g_01136	Prac.g_01322
OG0001111	Syam.g_01138	Prac.g_01321
OG0001112	Syam.g_01140	Prac.g_01320
OG0001113	Syam.g_01141	Prac.g_01319
OG0001114	Syam.g_01142	Prac.g_01318
OG0001115	Syam.g_01146	Prac.g_01316
OG0001116	Syam.g_01148	Prac.g_01315
OG0001117	Syam.g_01149	Prac.g_01314
OG0001118	Syam.g_01150	Prac.g_01313
OG0001119	Syam.g_01152	Prac.g_01312
OG0001120	Syam.g_01156	Prac.g_01310
OG0001121	Syam.g_00970	Prac.g_01020
OG0001122	Syam.g_01184	Prac.g_01284
OG0001123	Syam.g_01191	Prac.g_01280
OG0001124	Syam.g_01194	Prac.g_01278
OG0001125	Syam.g_01196	Prac.g_01277
OG0001126	Syam.g_00757	Prac.g_01267
OG0001127	Syam.g_00758	Prac.g_01266
OG0001128	Syam.g_00764	Prac.g_01264
OG0001129	Syam.g_00766	Prac.g_01263
OG0001130	Syam.g_00767	Prac.g_01262
OG0001131	Syam.g_01337	Prac.g_01225
OG0001132	Syam.g_01020	Prac.g_01216
OG0001134	Syam.g_00915	Prac.g_01018
OG0001136	Syam.g_01797	Prac.g_00988
OG0001137	Syam.g_01780	Prac.g_00977
OG0001138	Syam.g_00898	Prac.g_00959
OG0001139	Syam.g_00896	Prac.g_00958
OG0001140	Syam.g_00895	Prac.g_00957
OG0001141	Syam.g_00894	Prac.g_00956
OG0001142	Syam.g_00892	Prac.g_00955
OG0001143	Syam.g_00883	Prac.g_00948
OG0001144	Syam.g_00873	Prac.g_00943
OG0001145	Syam.g_01817	Prac.g_00167
OG0001146	Syam.g_01836	Prac.g_00179
OG0001147	Syam.g_01665	Prac.g_00203
OG0001148	Syam.g_00573	Prac.g_00219
OG0001149	Syam.g_00572	Prac.g_00220
OG0001150	Syam.g_00571	Prac.g_00221
OG0001151	Syam.g_00558	Prac.g_00232
OG0001152	Syam.g_00557	Prac.g_00233
OG0001153	Syam.g_01652	Prac.g_00379
OG0001154	Syam.g_01654	Prac.g_00378
OG0001155	Syam.g_01925	Prac.g_00366
OG0001156	Syam.g_01928	Prac.g_00363
OG0001157	Syam.g_01929	Prac.g_00362
OG0001158	Syam.g_01930	Prac.g_00361
OG0001159	Syam.g_01931	Prac.g_00360
OG0001160	Syam.g_01969	Prac.g_00336
OG0001161	Syam.g_02338	Prac.g_00324
OG0001162	Syam.g_01257	Prac.g_00313
OG0001163	Syam.g_01977	Prac.g_00633
OG0001164	Syam.g_01983	Prac.g_00629
OG0001165	Syam.g_01988	Prac.g_00626
OG0001166	Syam.g_02011	Prac.g_00606
OG0001167	Syam.g_01888	Prac.g_00589
OG0001168	Syam.g_01890	Prac.g_00587
OG0001169	Syam.g_01892	Prac.g_00585
OG0001170	Syam.g_01894	Prac.g_00583
OG0001171	Syam.g_01904	Prac.g_00574
OG0001172	Syam.g_00292	Prac.g_00479
OG0001173	Syam.g_00293	Prac.g_00480
OG0001174	Syam.g_00301	Prac.g_00488
OG0001175	Syam.g_00302	Prac.g_00489
OG0001176	Syam.g_00321	Prac.g_00496
OG0001177	Syam.g_00319	Prac.g_00499
OG0001178	Syam.g_01995	Prac.g_00504
OG0001179	Syam.g_00351	Prac.g_00532
OG0001180	Syam.g_00378	Prac.g_00553
OG0001181	Syam.g_00382	Prac.g_00557
OG0001182	Syam.g_00391	Prac.g_00564
OG0001183	Syam.g_00396	Prac.g_00006
OG0001184	Syam.g_00143	Prac.g_00022
