Orthogroup	Syam	Prai
OG0000598	Syam.g_01461	Prai.g_00670
OG0000599	Syam.g_01458	Prai.g_00673
OG0000600	Syam.g_01457	Prai.g_00674
OG0000601	Syam.g_01456	Prai.g_00675
OG0000602	Syam.g_01451	Prai.g_00677
OG0000603	Syam.g_01450	Prai.g_00678
OG0000604	Syam.g_01447	Prai.g_00679
OG0000605	Syam.g_01031	Prai.g_00680
OG0000606	Syam.g_01387	Prai.g_00683
OG0000607	Syam.g_01384	Prai.g_00686
OG0000608	Syam.g_01383	Prai.g_00687
OG0000609	Syam.g_01380	Prai.g_00688
OG0000610	Syam.g_01373	Prai.g_00693
OG0000611	Syam.g_01370	Prai.g_00696
OG0000612	Syam.g_01369	Prai.g_00697
OG0000613	Syam.g_00170	Prai.g_00702
OG0000614	Syam.g_00801	Prai.g_00721
OG0000615	Syam.g_01332	Prai.g_00729
OG0000616	Syam.g_02430	Prai.g_00732
OG0000617	Syam.g_01240	Prai.g_00754
OG0000618	Syam.g_01239	Prai.g_00755
OG0000619	Syam.g_01238	Prai.g_00756
OG0000620	Syam.g_01233	Prai.g_00759
OG0000621	Syam.g_01232	Prai.g_00760
OG0000622	Syam.g_01231	Prai.g_00761
OG0000623	Syam.g_01230	Prai.g_00762
OG0000624	Syam.g_01228	Prai.g_00763
OG0000625	Syam.g_01227	Prai.g_00764
OG0000626	Syam.g_01226	Prai.g_00765
OG0000627	Syam.g_01065	Prai.g_00766
OG0000628	Syam.g_01067	Prai.g_00767
OG0000629	Syam.g_01070	Prai.g_00768
OG0000630	Syam.g_01074	Prai.g_00771
OG0000631	Syam.g_01084	Prai.g_00857
OG0000632	Syam.g_01085	Prai.g_00856
OG0000633	Syam.g_01086	Prai.g_00855
OG0000634	Syam.g_01294	Prai.g_00852
OG0000635	Syam.g_01293	Prai.g_00851
OG0000636	Syam.g_01291	Prai.g_00849
OG0000637	Syam.g_01289	Prai.g_00847
OG0000638	Syam.g_01288	Prai.g_00846
OG0000639	Syam.g_01287	Prai.g_00845
OG0000640	Syam.g_01286	Prai.g_00844
OG0000641	Syam.g_01282	Prai.g_00839
OG0000642	Syam.g_01281	Prai.g_00838
OG0000643	Syam.g_01280	Prai.g_00837
OG0000644	Syam.g_01279	Prai.g_00836
OG0000645	Syam.g_01277	Prai.g_00835
OG0000646	Syam.g_01274	Prai.g_00833
OG0000647	Syam.g_01272	Prai.g_00832
OG0000648	Syam.g_01269	Prai.g_00830
OG0000649	Syam.g_01268	Prai.g_00829
OG0000650	Syam.g_01267	Prai.g_00828
OG0000651	Syam.g_01266	Prai.g_00827
OG0000652	Syam.g_01265	Prai.g_00826
OG0000653	Syam.g_01263	Prai.g_00824
OG0000654	Syam.g_01262	Prai.g_00823
OG0000655	Syam.g_01261	Prai.g_00822
OG0000656	Syam.g_01258	Prai.g_00819
OG0000657	Syam.g_00739	Prai.g_00811
OG0000658	Syam.g_00735	Prai.g_00810
OG0000659	Syam.g_00734	Prai.g_00809
OG0000660	Syam.g_00730	Prai.g_00805
OG0000661	Syam.g_00728	Prai.g_00803
OG0000662	Syam.g_00726	Prai.g_00801
OG0000663	Syam.g_00723	Prai.g_00799
OG0000664	Syam.g_00722	Prai.g_00798
OG0000665	Syam.g_02027	Prai.g_00794
OG0000666	Syam.g_01030	Prai.g_00793
OG0000667	Syam.g_00937	Prai.g_00789
OG0000668	Syam.g_01185	Prai.g_01060
OG0000669	Syam.g_01358	Prai.g_01054
OG0000670	Syam.g_00528	Prai.g_01052
OG0000671	Syam.g_01354	Prai.g_01050
OG0000672	Syam.g_01351	Prai.g_01048
OG0000673	Syam.g_01348	Prai.g_01045
OG0000674	Syam.g_01346	Prai.g_01043
OG0000675	Syam.g_01345	Prai.g_01042
OG0000676	Syam.g_01343	Prai.g_01040
OG0000677	Syam.g_01342	Prai.g_01039
OG0000678	Syam.g_01339	Prai.g_01037
OG0000679	Syam.g_01323	Prai.g_01033
OG0000680	Syam.g_01322	Prai.g_01032
OG0000681	Syam.g_01319	Prai.g_01030
OG0000682	Syam.g_01318	Prai.g_01029
OG0000683	Syam.g_01317	Prai.g_01028
OG0000684	Syam.g_01312	Prai.g_01027
OG0000685	Syam.g_01310	Prai.g_01025
OG0000686	Syam.g_01309	Prai.g_01024
OG0000687	Syam.g_01308	Prai.g_01023
OG0000688	Syam.g_01304	Prai.g_01020
OG0000689	Syam.g_01302	Prai.g_01019
OG0000690	Syam.g_01301	Prai.g_01018
OG0000691	Syam.g_01300	Prai.g_01017
OG0000692	Syam.g_01299	Prai.g_01015
OG0000693	Syam.g_01298	Prai.g_01014
OG0000694	Syam.g_01297	Prai.g_01013
OG0000695	Syam.g_01088	Prai.g_01011
OG0000696	Syam.g_01089	Prai.g_01010
OG0000697	Syam.g_01091	Prai.g_01009
OG0000698	Syam.g_01094	Prai.g_01006
OG0000699	Syam.g_01096	Prai.g_01005
OG0000700	Syam.g_01097	Prai.g_01004
OG0000701	Syam.g_01098	Prai.g_01003
OG0000702	Syam.g_01106	Prai.g_01001
OG0000703	Syam.g_01107	Prai.g_01000
OG0000704	Syam.g_01109	Prai.g_00999
OG0000705	Syam.g_01116	Prai.g_00995
OG0000706	Syam.g_01117	Prai.g_00994
OG0000707	Syam.g_01118	Prai.g_00993
OG0000708	Syam.g_01121	Prai.g_00992
OG0000709	Syam.g_01131	Prai.g_00988
OG0000710	Syam.g_01135	Prai.g_00985
OG0000711	Syam.g_01165	Prai.g_00968
OG0000712	Syam.g_01167	Prai.g_00966
OG0000713	Syam.g_01168	Prai.g_00965
OG0000714	Syam.g_01170	Prai.g_00964
OG0000715	Syam.g_01172	Prai.g_00962
OG0000716	Syam.g_01176	Prai.g_00960
OG0000717	Syam.g_01177	Prai.g_00959
OG0000718	Syam.g_01181	Prai.g_00948
OG0000719	Syam.g_01183	Prai.g_00946
OG0000720	Syam.g_01197	Prai.g_00938
OG0000721	Syam.g_01199	Prai.g_00936
OG0000722	Syam.g_01200	Prai.g_00935
OG0000723	Syam.g_01224	Prai.g_00932
OG0000724	Syam.g_00768	Prai.g_00923
OG0000725	Syam.g_00777	Prai.g_00917
OG0000726	Syam.g_00778	Prai.g_00916
OG0000727	Syam.g_00779	Prai.g_00915
OG0000728	Syam.g_00781	Prai.g_00913
OG0000729	Syam.g_00105	Prai.g_01109
OG0000730	Syam.g_00454	Prai.g_01113
OG0000731	Syam.g_00466	Prai.g_01117
OG0000732	Syam.g_00051	Prai.g_01126
OG0000733	Syam.g_02339	Prai.g_01144
OG0000734	Syam.g_02128	Prai.g_01157
OG0000735	Syam.g_01810	Prai.g_01159
OG0000736	Syam.g_01809	Prai.g_01160
OG0000737	Syam.g_01808	Prai.g_01161
OG0000738	Syam.g_01803	Prai.g_01165
OG0000739	Syam.g_01802	Prai.g_01166
OG0000740	Syam.g_01801	Prai.g_01167
OG0000741	Syam.g_01798	Prai.g_01168
OG0000742	Syam.g_01796	Prai.g_01170
OG0000743	Syam.g_01794	Prai.g_01172
OG0000744	Syam.g_01793	Prai.g_01173
OG0000745	Syam.g_01791	Prai.g_01174
OG0000746	Syam.g_01789	Prai.g_01176
OG0000747	Syam.g_01788	Prai.g_01177
OG0000748	Syam.g_01779	Prai.g_01180
OG0000749	Syam.g_01776	Prai.g_01181
OG0000750	Syam.g_01775	Prai.g_01182
OG0000751	Syam.g_01770	Prai.g_01184
OG0000752	Syam.g_01768	Prai.g_01186
OG0000753	Syam.g_01765	Prai.g_01189
OG0000754	Syam.g_00910	Prai.g_01192
OG0000755	Syam.g_00900	Prai.g_01196
OG0000756	Syam.g_00899	Prai.g_01197
OG0000757	Syam.g_00891	Prai.g_01204
OG0000758	Syam.g_00890	Prai.g_01205
OG0000759	Syam.g_00889	Prai.g_01206
OG0000760	Syam.g_00888	Prai.g_01207
OG0000761	Syam.g_00886	Prai.g_01208
OG0000762	Syam.g_00884	Prai.g_01209
OG0000763	Syam.g_00882	Prai.g_01211
OG0000764	Syam.g_00881	Prai.g_01212
OG0000765	Syam.g_00864	Prai.g_01221
OG0000766	Syam.g_00863	Prai.g_01222
OG0000767	Syam.g_00861	Prai.g_01224
OG0000768	Syam.g_00860	Prai.g_01225
OG0000769	Syam.g_00858	Prai.g_01227
OG0000770	Syam.g_00855	Prai.g_01229
OG0000771	Syam.g_00762	Prai.g_01238
OG0000772	Syam.g_01005	Prai.g_01310
OG0000773	Syam.g_01816	Prai.g_01325
OG0000774	Syam.g_01820	Prai.g_01327
OG0000775	Syam.g_01823	Prai.g_01330
OG0000776	Syam.g_01824	Prai.g_01331
OG0000777	Syam.g_01825	Prai.g_01332
OG0000778	Syam.g_01826	Prai.g_01333
OG0000779	Syam.g_01832	Prai.g_01337
OG0000780	Syam.g_01835	Prai.g_01338
OG0000781	Syam.g_01839	Prai.g_01341
OG0000782	Syam.g_01840	Prai.g_01342
OG0000783	Syam.g_01841	Prai.g_01343
OG0000784	Syam.g_01842	Prai.g_01344
OG0000785	Syam.g_01844	Prai.g_01346
OG0000786	Syam.g_01700	Prai.g_01348
OG0000787	Syam.g_01701	Prai.g_01349
OG0000788	Syam.g_01455	Prai.g_01358
OG0000789	Syam.g_01044	Prai.g_01360
OG0000790	Syam.g_00570	Prai.g_01375
OG0000791	Syam.g_00568	Prai.g_01377
OG0000792	Syam.g_00567	Prai.g_01378
OG0000793	Syam.g_00562	Prai.g_01381
OG0000794	Syam.g_00561	Prai.g_01382
OG0000795	Syam.g_00560	Prai.g_01383
OG0000796	Syam.g_00556	Prai.g_01387
OG0000797	Syam.g_00555	Prai.g_01388
OG0000799	Syam.g_01585	Prai.g_01445
OG0000800	Syam.g_01588	Prai.g_01446
OG0000801	Syam.g_01589	Prai.g_01447
OG0000802	Syam.g_01592	Prai.g_01449
OG0000803	Syam.g_01597	Prai.g_01451
OG0000804	Syam.g_01600	Prai.g_01452
OG0000805	Syam.g_01602	Prai.g_01454
OG0000806	Syam.g_01604	Prai.g_01456
OG0000807	Syam.g_01606	Prai.g_01457
OG0000808	Syam.g_01607	Prai.g_01458
OG0000809	Syam.g_01610	Prai.g_01461
OG0000810	Syam.g_01611	Prai.g_01462
OG0000811	Syam.g_01616	Prai.g_01466
OG0000812	Syam.g_01618	Prai.g_01468
OG0000813	Syam.g_01619	Prai.g_01469
OG0000814	Syam.g_01621	Prai.g_01471
OG0000815	Syam.g_01622	Prai.g_01472
OG0000816	Syam.g_01624	Prai.g_01474
OG0000817	Syam.g_01625	Prai.g_01475
OG0000818	Syam.g_01631	Prai.g_01480
OG0000819	Syam.g_01632	Prai.g_01481
OG0000820	Syam.g_01633	Prai.g_01482
OG0000821	Syam.g_01639	Prai.g_01485
OG0000822	Syam.g_01641	Prai.g_01486
OG0000823	Syam.g_01642	Prai.g_01487
OG0000824	Syam.g_01648	Prai.g_01490
OG0000825	Syam.g_01649	Prai.g_01491
OG0000826	Syam.g_01650	Prai.g_01492
OG0000827	Syam.g_01651	Prai.g_01493
OG0000828	Syam.g_01655	Prai.g_01496
OG0000829	Syam.g_01656	Prai.g_01497
OG0000830	Syam.g_01657	Prai.g_01498
OG0000831	Syam.g_01659	Prai.g_01500
OG0000832	Syam.g_01923	Prai.g_01505
OG0000833	Syam.g_01932	Prai.g_01514
OG0000834	Syam.g_01933	Prai.g_01515
OG0000835	Syam.g_01934	Prai.g_01516
OG0000836	Syam.g_01937	Prai.g_01517
OG0000837	Syam.g_01938	Prai.g_01518
OG0000838	Syam.g_01946	Prai.g_01520
OG0000839	Syam.g_01947	Prai.g_01521
OG0000840	Syam.g_01948	Prai.g_01522
OG0000841	Syam.g_01949	Prai.g_01523
OG0000842	Syam.g_01950	Prai.g_01524
OG0000843	Syam.g_01951	Prai.g_01525
OG0000844	Syam.g_01953	Prai.g_01526
OG0000845	Syam.g_01954	Prai.g_01527
OG0000846	Syam.g_01955	Prai.g_01528
OG0000847	Syam.g_01956	Prai.g_01529
OG0000848	Syam.g_01958	Prai.g_01530
OG0000849	Syam.g_01959	Prai.g_01531
OG0000850	Syam.g_01961	Prai.g_01533
OG0000851	Syam.g_01966	Prai.g_01534
OG0000852	Syam.g_01967	Prai.g_01535
OG0000853	Syam.g_01971	Prai.g_01539
OG0000854	Syam.g_01973	Prai.g_01541
OG0000855	Syam.g_01974	Prai.g_01542
OG0000856	Syam.g_01483	Prai.g_01558
OG0000857	Syam.g_01273	Prai.g_01597
OG0000858	Syam.g_01980	Prai.g_01632
OG0000859	Syam.g_01981	Prai.g_01633
OG0000860	Syam.g_01992	Prai.g_01640
OG0000861	Syam.g_01993	Prai.g_01641
OG0000862	Syam.g_01994	Prai.g_01642
OG0000863	Syam.g_01996	Prai.g_01644
OG0000864	Syam.g_01997	Prai.g_01645
OG0000865	Syam.g_01998	Prai.g_01646
OG0000866	Syam.g_01999	Prai.g_01647
OG0000867	Syam.g_02000	Prai.g_01648
OG0000868	Syam.g_02003	Prai.g_01649
OG0000869	Syam.g_02007	Prai.g_01653
OG0000870	Syam.g_02012	Prai.g_01658
OG0000871	Syam.g_02013	Prai.g_01659
OG0000872	Syam.g_02021	Prai.g_01660
OG0000873	Syam.g_02024	Prai.g_01663
OG0000874	Syam.g_02019	Prai.g_01666
OG0000875	Syam.g_02026	Prai.g_01667
OG0000876	Syam.g_01877	Prai.g_01668
OG0000877	Syam.g_01882	Prai.g_01670
OG0000878	Syam.g_01883	Prai.g_01671
OG0000879	Syam.g_01884	Prai.g_01672
OG0000880	Syam.g_01885	Prai.g_01673
OG0000881	Syam.g_01891	Prai.g_01677
OG0000882	Syam.g_01896	Prai.g_01682
OG0000883	Syam.g_01898	Prai.g_01683
OG0000884	Syam.g_01900	Prai.g_01685
OG0000885	Syam.g_01901	Prai.g_01686
OG0000886	Syam.g_01902	Prai.g_01687
OG0000887	Syam.g_01903	Prai.g_01688
OG0000888	Syam.g_01905	Prai.g_01690
OG0000889	Syam.g_01907	Prai.g_01692
OG0000890	Syam.g_01910	Prai.g_01693
OG0000891	Syam.g_01911	Prai.g_01694
OG0000892	Syam.g_01913	Prai.g_01696
OG0000893	Syam.g_00287	Prai.g_01701
OG0000894	Syam.g_00290	Prai.g_01703
OG0000895	Syam.g_00294	Prai.g_01706
OG0000896	Syam.g_00295	Prai.g_01707
OG0000897	Syam.g_00297	Prai.g_01709
OG0000898	Syam.g_00298	Prai.g_01710
OG0000899	Syam.g_00299	Prai.g_01711
OG0000900	Syam.g_00300	Prai.g_01712
OG0000901	Syam.g_00305	Prai.g_01715
OG0000902	Syam.g_00307	Prai.g_01717
OG0000903	Syam.g_00322	Prai.g_01720
OG0000904	Syam.g_00317	Prai.g_01722
OG0000905	Syam.g_00312	Prai.g_01727
OG0000906	Syam.g_00309	Prai.g_01728
OG0000907	Syam.g_00324	Prai.g_01734
OG0000908	Syam.g_00327	Prai.g_01737
OG0000909	Syam.g_00328	Prai.g_01738
OG0000910	Syam.g_00329	Prai.g_01739
OG0000911	Syam.g_00331	Prai.g_01741
OG0000912	Syam.g_00332	Prai.g_01742
OG0000913	Syam.g_00333	Prai.g_01743
OG0000914	Syam.g_00334	Prai.g_01744
OG0000915	Syam.g_00336	Prai.g_01746
OG0000916	Syam.g_00337	Prai.g_01747
OG0000917	Syam.g_00338	Prai.g_01748
OG0000918	Syam.g_00339	Prai.g_01749
OG0000919	Syam.g_00340	Prai.g_01750
OG0000920	Syam.g_00341	Prai.g_01751
OG0000921	Syam.g_00342	Prai.g_01752
OG0000922	Syam.g_00343	Prai.g_01753
OG0000923	Syam.g_00347	Prai.g_01757
OG0000924	Syam.g_00348	Prai.g_01758
OG0000925	Syam.g_00349	Prai.g_01759
OG0000926	Syam.g_00350	Prai.g_01760
OG0000927	Syam.g_00352	Prai.g_01762
OG0000928	Syam.g_00353	Prai.g_01763
OG0000929	Syam.g_00354	Prai.g_01764
OG0000930	Syam.g_00355	Prai.g_01765
OG0000931	Syam.g_00356	Prai.g_01766
OG0000932	Syam.g_00357	Prai.g_01767
OG0000933	Syam.g_00363	Prai.g_01776
OG0000934	Syam.g_00365	Prai.g_01778
OG0000935	Syam.g_00366	Prai.g_01779
OG0000936	Syam.g_00368	Prai.g_01780
OG0000937	Syam.g_00369	Prai.g_01781
OG0000938	Syam.g_00373	Prai.g_01783
OG0000939	Syam.g_00374	Prai.g_01784
OG0000940	Syam.g_00381	Prai.g_01791
OG0000941	Syam.g_00383	Prai.g_01793
OG0000942	Syam.g_00385	Prai.g_01795
OG0000943	Syam.g_00386	Prai.g_01796
OG0000944	Syam.g_00388	Prai.g_01797
OG0000945	Syam.g_00390	Prai.g_01798
OG0000946	Syam.g_00395	Prai.g_01802
OG0000947	Syam.g_00398	Prai.g_01804
OG0000948	Syam.g_00399	Prai.g_01805
OG0000949	Syam.g_00159	Prai.g_01808
OG0000950	Syam.g_00150	Prai.g_01813
OG0000951	Syam.g_00145	Prai.g_01817
OG0000952	Syam.g_00140	Prai.g_01821
OG0000953	Syam.g_00136	Prai.g_01824
OG0000954	Syam.g_00131	Prai.g_01828
OG0000955	Syam.g_00130	Prai.g_01829
OG0000956	Syam.g_00128	Prai.g_01831
OG0000957	Syam.g_00117	Prai.g_01836
OG0000958	Syam.g_00116	Prai.g_01837
OG0000959	Syam.g_00112	Prai.g_01841
OG0000960	Syam.g_00111	Prai.g_01842
OG0000961	Syam.g_00108	Prai.g_01844
OG0000962	Syam.g_00106	Prai.g_01846
OG0000963	Syam.g_00101	Prai.g_01850
OG0000964	Syam.g_00100	Prai.g_01851
OG0000965	Syam.g_00099	Prai.g_01852
OG0000966	Syam.g_00074	Prai.g_01861
OG0000967	Syam.g_00069	Prai.g_01865
OG0000968	Syam.g_00077	Prai.g_01867
OG0000969	Syam.g_00072	Prai.g_01868
OG0000970	Syam.g_00071	Prai.g_01869
OG0000971	Syam.g_00066	Prai.g_01870
OG0000972	Syam.g_00065	Prai.g_01871
OG0000973	Syam.g_00064	Prai.g_01872
OG0000974	Syam.g_00063	Prai.g_01873
OG0000975	Syam.g_00062	Prai.g_01874
OG0000976	Syam.g_00061	Prai.g_01875
OG0000977	Syam.g_00059	Prai.g_01876
OG0000978	Syam.g_00058	Prai.g_01877
OG0000979	Syam.g_00055	Prai.g_01880
OG0000980	Syam.g_00052	Prai.g_01882
OG0000981	Syam.g_00049	Prai.g_01884
OG0000982	Syam.g_02314	Prai.g_01886
OG0000983	Syam.g_02315	Prai.g_01887
OG0000984	Syam.g_02316	Prai.g_01888
OG0000985	Syam.g_02318	Prai.g_01891
OG0000986	Syam.g_02320	Prai.g_01893
OG0000987	Syam.g_02322	Prai.g_01894
OG0000988	Syam.g_02327	Prai.g_01897
OG0000989	Syam.g_02334	Prai.g_01900
OG0000990	Syam.g_02346	Prai.g_01903
OG0000991	Syam.g_02348	Prai.g_01904
OG0000992	Syam.g_02351	Prai.g_01906
OG0000993	Syam.g_02352	Prai.g_01907
OG0000994	Syam.g_02354	Prai.g_01908
OG0000995	Syam.g_02359	Prai.g_01912
OG0000996	Syam.g_02405	Prai.g_01913
OG0000997	Syam.g_02416	Prai.g_01914
OG0000998	Syam.g_02418	Prai.g_01916
OG0000999	Syam.g_02419	Prai.g_01917
OG0001000	Syam.g_02422	Prai.g_01920
OG0001001	Syam.g_02427	Prai.g_01922
OG0001002	Syam.g_02433	Prai.g_01926
OG0001003	Syam.g_02434	Prai.g_01928
OG0001004	Syam.g_02435	Prai.g_01929
OG0001005	Syam.g_02436	Prai.g_01930
OG0001006	Syam.g_02444	Prai.g_01934
OG0001007	Syam.g_02446	Prai.g_01936
OG0001008	Syam.g_01866	Prai.g_00468
OG0001009	Syam.g_00032	Prai.g_00027
OG0001010	Syam.g_00033	Prai.g_00028
OG0001011	Syam.g_00034	Prai.g_00029
OG0001012	Syam.g_02310	Prai.g_00050
OG0001013	Syam.g_02296	Prai.g_00055
OG0001014	Syam.g_02292	Prai.g_00058
OG0001015	Syam.g_02291	Prai.g_00059
OG0001016	Syam.g_02067	Prai.g_00073
OG0001017	Syam.g_02073	Prai.g_00077
OG0001018	Syam.g_02075	Prai.g_00080
OG0001019	Syam.g_02093	Prai.g_00089
OG0001020	Syam.g_02098	Prai.g_00090
OG0001021	Syam.g_02102	Prai.g_00091
OG0001022	Syam.g_02106	Prai.g_00094
OG0001023	Syam.g_02107	Prai.g_00095
OG0001024	Syam.g_02111	Prai.g_00098
OG0001025	Syam.g_02118	Prai.g_00104
OG0001026	Syam.g_02130	Prai.g_00111
OG0001027	Syam.g_02135	Prai.g_00112
OG0001028	Syam.g_02137	Prai.g_00114
OG0001029	Syam.g_02139	Prai.g_00115
OG0001030	Syam.g_02163	Prai.g_00130
OG0001031	Syam.g_02239	Prai.g_00197
OG0001032	Syam.g_02241	Prai.g_00198
OG0001033	Syam.g_02265	Prai.g_00219
OG0001034	Syam.g_00508	Prai.g_00247
OG0001035	Syam.g_00265	Prai.g_00267
OG0001036	Syam.g_00261	Prai.g_00272
OG0001037	Syam.g_00259	Prai.g_00273
OG0001038	Syam.g_00232	Prai.g_00291
OG0001039	Syam.g_00229	Prai.g_00294
OG0001040	Syam.g_00226	Prai.g_00296
OG0001041	Syam.g_00221	Prai.g_00300
OG0001042	Syam.g_00196	Prai.g_00317
OG0001043	Syam.g_00192	Prai.g_00318
OG0001045	Syam.g_00469	Prai.g_00355
OG0001046	Syam.g_01151	Prai.g_00390
OG0001047	Syam.g_01864	Prai.g_00470
OG0001048	Syam.g_01863	Prai.g_00471
OG0001049	Syam.g_01855	Prai.g_00473
OG0001050	Syam.g_01854	Prai.g_00474
OG0001051	Syam.g_01853	Prai.g_00475
OG0001052	Syam.g_01672	Prai.g_00501
OG0001053	Syam.g_00586	Prai.g_00513
OG0001054	Syam.g_00603	Prai.g_00528
OG0001055	Syam.g_00624	Prai.g_00546
OG0001056	Syam.g_00656	Prai.g_00564
OG0001057	Syam.g_00664	Prai.g_00569
OG0001058	Syam.g_00677	Prai.g_00577
OG0001059	Syam.g_00681	Prai.g_00581
OG0001060	Syam.g_00688	Prai.g_00588
OG0001061	Syam.g_01744	Prai.g_00602
OG0001062	Syam.g_01742	Prai.g_00604
OG0001063	Syam.g_01737	Prai.g_00606
OG0001064	Syam.g_01736	Prai.g_00607
OG0001065	Syam.g_01735	Prai.g_00608
OG0001066	Syam.g_01734	Prai.g_00609
OG0001067	Syam.g_01733	Prai.g_00610
OG0001068	Syam.g_01732	Prai.g_00611
OG0001069	Syam.g_01731	Prai.g_00612
OG0001070	Syam.g_01728	Prai.g_00615
OG0001071	Syam.g_01727	Prai.g_00616
OG0001072	Syam.g_01723	Prai.g_00618
OG0001073	Syam.g_01709	Prai.g_00632
OG0001074	Syam.g_01504	Prai.g_00643
OG0001075	Syam.g_01502	Prai.g_00644
OG0001076	Syam.g_01491	Prai.g_00653
OG0001077	Syam.g_01480	Prai.g_00657
OG0001078	Syam.g_01467	Prai.g_00665
OG0001079	Syam.g_01454	Prai.g_00676
OG0001080	Syam.g_01034	Prai.g_00682
OG0001081	Syam.g_01386	Prai.g_00684
OG0001082	Syam.g_01385	Prai.g_00685
OG0001083	Syam.g_01377	Prai.g_00690
OG0001084	Syam.g_01376	Prai.g_00691
OG0001085	Syam.g_01366	Prai.g_00699
OG0001086	Syam.g_01364	Prai.g_00700
OG0001087	Syam.g_00813	Prai.g_00717
OG0001088	Syam.g_00809	Prai.g_00718
OG0001089	Syam.g_00785	Prai.g_00726
OG0001090	Syam.g_01246	Prai.g_00749
OG0001091	Syam.g_01244	Prai.g_00751
OG0001092	Syam.g_01242	Prai.g_00752
OG0001093	Syam.g_01236	Prai.g_00757
OG0001094	Syam.g_01296	Prai.g_00854
OG0001095	Syam.g_01276	Prai.g_00834
OG0001096	Syam.g_01260	Prai.g_00821
OG0001097	Syam.g_00727	Prai.g_00802
OG0001098	Syam.g_01037	Prai.g_00787
OG0001099	Syam.g_02138	Prai.g_01057
OG0001100	Syam.g_01356	Prai.g_01053
OG0001101	Syam.g_01355	Prai.g_01051
OG0001103	Syam.g_01350	Prai.g_01047
OG0001104	Syam.g_01311	Prai.g_01026
OG0001105	Syam.g_01307	Prai.g_01022
OG0001106	Syam.g_01110	Prai.g_00998
OG0001107	Syam.g_01122	Prai.g_00991
OG0001108	Syam.g_01132	Prai.g_00987
OG0001109	Syam.g_01134	Prai.g_00986
OG0001110	Syam.g_01136	Prai.g_00984
OG0001111	Syam.g_01138	Prai.g_00983
OG0001112	Syam.g_01140	Prai.g_00982
OG0001113	Syam.g_01141	Prai.g_00981
OG0001114	Syam.g_01142	Prai.g_00980
OG0001115	Syam.g_01146	Prai.g_00978
OG0001116	Syam.g_01148	Prai.g_00977
OG0001117	Syam.g_01149	Prai.g_00976
OG0001118	Syam.g_01150	Prai.g_00975
OG0001119	Syam.g_01152	Prai.g_00974
OG0001120	Syam.g_01156	Prai.g_00972
OG0001121	Syam.g_00970	Prai.g_01141, Prai.g_00969
OG0001122	Syam.g_01184	Prai.g_00945
OG0001124	Syam.g_01194	Prai.g_00940
OG0001125	Syam.g_01196	Prai.g_00939
OG0001126	Syam.g_00757	Prai.g_00929
OG0001127	Syam.g_00758	Prai.g_00928
OG0001128	Syam.g_00764	Prai.g_00926
OG0001129	Syam.g_00766	Prai.g_00925
OG0001130	Syam.g_00767	Prai.g_00924
OG0001131	Syam.g_01337	Prai.g_01088
OG0001132	Syam.g_01020	Prai.g_01098
OG0001134	Syam.g_00915	Prai.g_01143
OG0001137	Syam.g_01780	Prai.g_01179
OG0001138	Syam.g_00898	Prai.g_01198
OG0001139	Syam.g_00896	Prai.g_01200
OG0001140	Syam.g_00895	Prai.g_01201
OG0001141	Syam.g_00894	Prai.g_01202
OG0001142	Syam.g_00892	Prai.g_01203
OG0001143	Syam.g_00883	Prai.g_01210
OG0001144	Syam.g_00873	Prai.g_01215
OG0001145	Syam.g_01817	Prai.g_01326
OG0001146	Syam.g_01836	Prai.g_01339
OG0001147	Syam.g_01665	Prai.g_01357
OG0001148	Syam.g_00573	Prai.g_01372
OG0001149	Syam.g_00572	Prai.g_01373
OG0001150	Syam.g_00571	Prai.g_01374
OG0001151	Syam.g_00558	Prai.g_01385
OG0001152	Syam.g_00557	Prai.g_01386
OG0001153	Syam.g_01652	Prai.g_01494
OG0001154	Syam.g_01654	Prai.g_01495
OG0001155	Syam.g_01925	Prai.g_01507
OG0001156	Syam.g_01928	Prai.g_01510
OG0001157	Syam.g_01929	Prai.g_01511
OG0001158	Syam.g_01930	Prai.g_01512
OG0001159	Syam.g_01931	Prai.g_01513
OG0001160	Syam.g_01969	Prai.g_01537
OG0001161	Syam.g_02338	Prai.g_01550
OG0001162	Syam.g_01257	Prai.g_01563
OG0001163	Syam.g_01977	Prai.g_01630
OG0001164	Syam.g_01983	Prai.g_01634
OG0001165	Syam.g_01988	Prai.g_01637
OG0001166	Syam.g_02011	Prai.g_01657
OG0001167	Syam.g_01888	Prai.g_01674
OG0001168	Syam.g_01890	Prai.g_01676
OG0001169	Syam.g_01892	Prai.g_01678
OG0001170	Syam.g_01894	Prai.g_01680
OG0001171	Syam.g_01904	Prai.g_01689
OG0001172	Syam.g_00292	Prai.g_01704
OG0001173	Syam.g_00293	Prai.g_01705
OG0001174	Syam.g_00301	Prai.g_01713
OG0001175	Syam.g_00302	Prai.g_01714
OG0001176	Syam.g_00321	Prai.g_01721
OG0001177	Syam.g_00319	Prai.g_01724
OG0001178	Syam.g_01995	Prai.g_01729
OG0001179	Syam.g_00351	Prai.g_01761
OG0001180	Syam.g_00378	Prai.g_01788
OG0001181	Syam.g_00382	Prai.g_01792
OG0001182	Syam.g_00391	Prai.g_01799
OG0001183	Syam.g_00396	Prai.g_01803
OG0001184	Syam.g_00143	Prai.g_01819
OG0001185	Syam.g_00121	Prai.g_01833
OG0001186	Syam.g_00076	Prai.g_01856
