Orthogroup	Syam	Syat
OG0000612	Syam.g_01369	Syat.g_00403
OG0000613	Syam.g_00170	Syat.g_02129
OG0000614	Syam.g_00801	Syat.g_01084
OG0000615	Syam.g_01332	Syat.g_00442
OG0000616	Syam.g_02430	Syat.g_02397
OG0000617	Syam.g_01240	Syat.g_00665
OG0000618	Syam.g_01239	Syat.g_00666
OG0000619	Syam.g_01238	Syat.g_00667
OG0000620	Syam.g_01233	Syat.g_02591
OG0000621	Syam.g_01232	Syat.g_02590
OG0000622	Syam.g_01231	Syat.g_02572
OG0000623	Syam.g_01230	Syat.g_00672
OG0000624	Syam.g_01228	Syat.g_00673
OG0000625	Syam.g_01227	Syat.g_00674
OG0000626	Syam.g_01226	Syat.g_00675
OG0000627	Syam.g_01065	Syat.g_00641
OG0000628	Syam.g_01067	Syat.g_00640
OG0000629	Syam.g_01070	Syat.g_00637
OG0000630	Syam.g_01074	Syat.g_00631
OG0000631	Syam.g_01084	Syat.g_00624
OG0000632	Syam.g_01085	Syat.g_00623
OG0000633	Syam.g_01086	Syat.g_00622
OG0000634	Syam.g_01294	Syat.g_00475
OG0000635	Syam.g_01293	Syat.g_00476
OG0000636	Syam.g_01291	Syat.g_00478
OG0000637	Syam.g_01289	Syat.g_00480
OG0000638	Syam.g_01288	Syat.g_00481
OG0000639	Syam.g_01287	Syat.g_00482
OG0000640	Syam.g_01286	Syat.g_00483
OG0000641	Syam.g_01282	Syat.g_00488
OG0000642	Syam.g_01281	Syat.g_00489
OG0000643	Syam.g_01280	Syat.g_00494
OG0000644	Syam.g_01279	Syat.g_00495
OG0000645	Syam.g_01277	Syat.g_00496
OG0000646	Syam.g_01274	Syat.g_00499
OG0000647	Syam.g_01272	Syat.g_00501
OG0000648	Syam.g_01269	Syat.g_00504
OG0000649	Syam.g_01268	Syat.g_00505
OG0000650	Syam.g_01267	Syat.g_00506
OG0000651	Syam.g_01266	Syat.g_00507
OG0000652	Syam.g_01265	Syat.g_00508
OG0000653	Syam.g_01263	Syat.g_00510
OG0000654	Syam.g_01262	Syat.g_00514
OG0000655	Syam.g_01261	Syat.g_00515
OG0000656	Syam.g_01258	Syat.g_00518
OG0000657	Syam.g_00739	Syat.g_00720
OG0000658	Syam.g_00735	Syat.g_00723
OG0000659	Syam.g_00734	Syat.g_00724
OG0000660	Syam.g_00730	Syat.g_00740
OG0000662	Syam.g_00726	Syat.g_00746
OG0000663	Syam.g_00723	Syat.g_00749
OG0000664	Syam.g_00722	Syat.g_00752
OG0000665	Syam.g_02027	Syat.g_03302
OG0000666	Syam.g_01030	Syat.g_01415
OG0000667	Syam.g_00937	Syat.g_00958, Syat.g_03278
OG0000668	Syam.g_01185	Syat.g_00710
OG0000669	Syam.g_01358	Syat.g_00416
OG0000670	Syam.g_00528	Syat.g_00419
OG0000671	Syam.g_01354	Syat.g_00421
OG0000672	Syam.g_01351	Syat.g_00424
OG0000673	Syam.g_01348	Syat.g_00430
OG0000674	Syam.g_01346	Syat.g_00432
OG0000675	Syam.g_01345	Syat.g_00433
OG0000676	Syam.g_01343	Syat.g_00436
OG0000677	Syam.g_01342	Syat.g_00437
OG0000678	Syam.g_01339	Syat.g_00439
OG0000679	Syam.g_01323	Syat.g_00448
OG0000680	Syam.g_01322	Syat.g_00449
OG0000681	Syam.g_01319	Syat.g_00452
OG0000682	Syam.g_01318	Syat.g_00453
OG0000683	Syam.g_01317	Syat.g_00454
OG0000684	Syam.g_01312	Syat.g_00457
OG0000685	Syam.g_01310	Syat.g_02571
OG0000686	Syam.g_01309	Syat.g_00459
OG0000687	Syam.g_01308	Syat.g_00460
OG0000688	Syam.g_01304	Syat.g_00463
OG0000689	Syam.g_01302	Syat.g_00465
OG0000690	Syam.g_01301	Syat.g_00466
OG0000691	Syam.g_01300	Syat.g_00467
OG0000692	Syam.g_01299	Syat.g_00469
OG0000693	Syam.g_01298	Syat.g_00471
OG0000694	Syam.g_01297	Syat.g_00472
OG0000695	Syam.g_01088	Syat.g_00619
OG0000696	Syam.g_01089	Syat.g_00618
OG0000697	Syam.g_01091	Syat.g_00616
OG0000698	Syam.g_01094	Syat.g_00613
OG0000699	Syam.g_01096	Syat.g_00611
OG0000700	Syam.g_01097	Syat.g_00610
OG0000701	Syam.g_01098	Syat.g_00609
OG0000702	Syam.g_01106	Syat.g_00606
OG0000703	Syam.g_01107	Syat.g_00601
OG0000704	Syam.g_01109	Syat.g_00599
OG0000705	Syam.g_01116	Syat.g_00592
OG0000706	Syam.g_01117	Syat.g_00591
OG0000707	Syam.g_01118	Syat.g_00590
OG0000708	Syam.g_01121	Syat.g_00587
OG0000709	Syam.g_01131	Syat.g_00573
OG0000710	Syam.g_01135	Syat.g_00567
OG0000711	Syam.g_01165	Syat.g_00539
OG0000712	Syam.g_01167	Syat.g_00537
OG0000713	Syam.g_01168	Syat.g_00536
OG0000714	Syam.g_01170	Syat.g_00532
OG0000715	Syam.g_01172	Syat.g_00530
OG0000716	Syam.g_01176	Syat.g_00527
OG0000717	Syam.g_01177	Syat.g_00526
OG0000718	Syam.g_01181	Syat.g_00522
OG0000719	Syam.g_01183	Syat.g_00712
OG0000720	Syam.g_01197	Syat.g_00699
OG0000721	Syam.g_01199	Syat.g_00697
OG0000722	Syam.g_01200	Syat.g_00696
OG0000723	Syam.g_01224	Syat.g_00686
OG0000724	Syam.g_00768	Syat.g_00782
OG0000725	Syam.g_00777	Syat.g_00810
OG0000726	Syam.g_00778	Syat.g_00811
OG0000727	Syam.g_00779	Syat.g_00812
OG0000728	Syam.g_00781	Syat.g_00814
OG0000729	Syam.g_00105	Syat.g_02224
OG0000730	Syam.g_00454	Syat.g_01617
OG0000731	Syam.g_00466	Syat.g_01605
OG0000732	Syam.g_00051	Syat.g_02290
OG0000733	Syam.g_02339	Syat.g_03285
OG0000734	Syam.g_02128	Syat.g_01579
OG0000735	Syam.g_01810	Syat.g_03235
OG0000736	Syam.g_01809	Syat.g_03236
OG0000737	Syam.g_01808	Syat.g_03237
OG0000738	Syam.g_01803	Syat.g_03251
OG0000739	Syam.g_01802	Syat.g_03252
OG0000740	Syam.g_01801	Syat.g_03253
OG0000741	Syam.g_01798	Syat.g_03256
OG0000742	Syam.g_01796	Syat.g_03259
OG0000743	Syam.g_01794	Syat.g_03262
OG0000744	Syam.g_01793	Syat.g_03263
OG0000745	Syam.g_01791	Syat.g_03266
OG0000746	Syam.g_01789	Syat.g_00314
OG0000747	Syam.g_01788	Syat.g_00313
OG0000748	Syam.g_01779	Syat.g_00305
OG0000749	Syam.g_01776	Syat.g_00303
OG0000750	Syam.g_01775	Syat.g_00302
OG0000751	Syam.g_01770	Syat.g_00296
OG0000752	Syam.g_01768	Syat.g_00294
OG0000753	Syam.g_01765	Syat.g_00291
OG0000754	Syam.g_00910	Syat.g_00250
OG0000755	Syam.g_00900	Syat.g_00217
OG0000756	Syam.g_00899	Syat.g_00216
OG0000757	Syam.g_00891	Syat.g_00205
OG0000758	Syam.g_00890	Syat.g_00204
OG0000759	Syam.g_00889	Syat.g_00203
OG0000760	Syam.g_00888	Syat.g_00202
OG0000761	Syam.g_00886	Syat.g_00201
OG0000762	Syam.g_00884	Syat.g_00199
OG0000763	Syam.g_00882	Syat.g_00924
OG0000764	Syam.g_00881	Syat.g_00923
OG0000765	Syam.g_00864	Syat.g_00897
OG0000766	Syam.g_00863	Syat.g_00896
OG0000767	Syam.g_00861	Syat.g_00894
OG0000768	Syam.g_00860	Syat.g_00893
OG0000769	Syam.g_00858	Syat.g_00891
OG0000770	Syam.g_00855	Syat.g_00886
OG0000771	Syam.g_00762	Syat.g_00788
OG0000772	Syam.g_01005	Syat.g_01768
OG0000773	Syam.g_01816	Syat.g_01114
OG0000774	Syam.g_01820	Syat.g_01146
OG0000775	Syam.g_01823	Syat.g_01148
OG0000776	Syam.g_01824	Syat.g_01149
OG0000777	Syam.g_01825	Syat.g_01150
OG0000778	Syam.g_01826	Syat.g_01151
OG0000779	Syam.g_01832	Syat.g_01154
OG0000780	Syam.g_01835	Syat.g_01157
OG0000781	Syam.g_01839	Syat.g_01161
OG0000782	Syam.g_01840	Syat.g_01162
OG0000783	Syam.g_01841	Syat.g_01163
OG0000784	Syam.g_01842	Syat.g_01164
OG0000785	Syam.g_01844	Syat.g_01166
OG0000786	Syam.g_01700	Syat.g_01170
OG0000787	Syam.g_01701	Syat.g_01171
OG0000788	Syam.g_01455	Syat.g_00087
OG0000789	Syam.g_01044	Syat.g_00845
OG0000790	Syam.g_00570	Syat.g_01300
OG0000791	Syam.g_00568	Syat.g_01302
OG0000792	Syam.g_00567	Syat.g_01303
OG0000793	Syam.g_00562	Syat.g_01412
OG0000794	Syam.g_00561	Syat.g_01414
OG0000795	Syam.g_00560	Syat.g_01416
OG0000796	Syam.g_00556	Syat.g_01422
OG0000797	Syam.g_00555	Syat.g_01423
OG0000798	Syam.g_00233	Syat.g_02057
OG0000799	Syam.g_01585	Syat.g_01256
OG0000800	Syam.g_01588	Syat.g_01255
OG0000801	Syam.g_01589	Syat.g_01253
OG0000802	Syam.g_01592	Syat.g_01245
OG0000803	Syam.g_01597	Syat.g_01241
OG0000804	Syam.g_01600	Syat.g_01238
OG0000805	Syam.g_01602	Syat.g_01236
OG0000806	Syam.g_01604	Syat.g_01234
OG0000807	Syam.g_01606	Syat.g_01233
OG0000808	Syam.g_01607	Syat.g_01232
OG0000809	Syam.g_01610	Syat.g_01229
OG0000810	Syam.g_01611	Syat.g_01228
OG0000811	Syam.g_01616	Syat.g_01186
OG0000812	Syam.g_01618	Syat.g_01182
OG0000813	Syam.g_01619	Syat.g_01181
OG0000814	Syam.g_01621	Syat.g_01179
OG0000815	Syam.g_01622	Syat.g_01177
OG0000816	Syam.g_01624	Syat.g_01175
OG0000817	Syam.g_01625	Syat.g_01279
OG0000818	Syam.g_01631	Syat.g_01325
OG0000819	Syam.g_01632	Syat.g_01326
OG0000820	Syam.g_01633	Syat.g_01327
OG0000821	Syam.g_01639	Syat.g_01333
OG0000822	Syam.g_01641	Syat.g_01335
OG0000823	Syam.g_01642	Syat.g_01336
OG0000824	Syam.g_01648	Syat.g_01342
OG0000825	Syam.g_01649	Syat.g_01343
OG0000826	Syam.g_01650	Syat.g_01344
OG0000827	Syam.g_01651	Syat.g_01345
OG0000828	Syam.g_01655	Syat.g_01348
OG0000829	Syam.g_01656	Syat.g_01349
OG0000830	Syam.g_01657	Syat.g_01350
OG0000831	Syam.g_01659	Syat.g_01353
OG0000832	Syam.g_01923	Syat.g_02982
OG0000833	Syam.g_01932	Syat.g_03072
OG0000834	Syam.g_01933	Syat.g_03073
OG0000835	Syam.g_01934	Syat.g_03075
OG0000836	Syam.g_01937	Syat.g_03078
OG0000837	Syam.g_01938	Syat.g_03079
OG0000838	Syam.g_01946	Syat.g_03083
OG0000839	Syam.g_01947	Syat.g_03084
OG0000840	Syam.g_01948	Syat.g_03085
OG0000841	Syam.g_01949	Syat.g_03086
OG0000842	Syam.g_01950	Syat.g_03087
OG0000843	Syam.g_01951	Syat.g_03088
OG0000844	Syam.g_01953	Syat.g_03090
OG0000845	Syam.g_01954	Syat.g_03091
OG0000846	Syam.g_01955	Syat.g_03092
OG0000847	Syam.g_01956	Syat.g_03093
OG0000848	Syam.g_01958	Syat.g_03095
OG0000849	Syam.g_01959	Syat.g_03096
OG0000850	Syam.g_01961	Syat.g_03098
OG0000851	Syam.g_01966	Syat.g_03101
OG0000852	Syam.g_01967	Syat.g_03102
OG0000853	Syam.g_01971	Syat.g_03106
OG0000854	Syam.g_01973	Syat.g_03108
OG0000855	Syam.g_01974	Syat.g_03109
OG0000856	Syam.g_01483	Syat.g_03305
OG0000857	Syam.g_01273	Syat.g_00500
OG0000858	Syam.g_01980	Syat.g_03114
OG0000859	Syam.g_01981	Syat.g_03115
OG0000860	Syam.g_01992	Syat.g_03126
OG0000861	Syam.g_01993	Syat.g_03127
OG0000862	Syam.g_01994	Syat.g_03136
OG0000863	Syam.g_01996	Syat.g_03138
OG0000864	Syam.g_01997	Syat.g_03139
OG0000865	Syam.g_01998	Syat.g_03140
OG0000866	Syam.g_01999	Syat.g_03141
OG0000867	Syam.g_02000	Syat.g_03142
OG0000868	Syam.g_02003	Syat.g_03067
OG0000869	Syam.g_02007	Syat.g_03054
OG0000870	Syam.g_02012	Syat.g_03049
OG0000871	Syam.g_02013	Syat.g_03048
OG0000872	Syam.g_02021	Syat.g_03042
OG0000873	Syam.g_02024	Syat.g_03039
OG0000874	Syam.g_02019	Syat.g_03037
OG0000875	Syam.g_02026	Syat.g_03035
OG0000876	Syam.g_01877	Syat.g_00745
OG0000877	Syam.g_01882	Syat.g_03024
OG0000878	Syam.g_01883	Syat.g_03023
OG0000879	Syam.g_01884	Syat.g_03022
OG0000880	Syam.g_01885	Syat.g_03021
OG0000881	Syam.g_01891	Syat.g_03016
OG0000882	Syam.g_01896	Syat.g_03011
OG0000883	Syam.g_01898	Syat.g_03007
OG0000884	Syam.g_01900	Syat.g_03005
OG0000885	Syam.g_01901	Syat.g_03004
OG0000886	Syam.g_01902	Syat.g_03003
OG0000887	Syam.g_01903	Syat.g_03002
OG0000888	Syam.g_01905	Syat.g_03000
OG0000889	Syam.g_01907	Syat.g_02997
OG0000890	Syam.g_01910	Syat.g_02994
OG0000891	Syam.g_01911	Syat.g_02993
OG0000892	Syam.g_01913	Syat.g_02992
OG0000893	Syam.g_00287	Syat.g_01864
OG0000894	Syam.g_00290	Syat.g_01860
OG0000895	Syam.g_00294	Syat.g_01856
OG0000896	Syam.g_00295	Syat.g_01855
OG0000897	Syam.g_00297	Syat.g_01853
OG0000898	Syam.g_00298	Syat.g_01852
OG0000899	Syam.g_00299	Syat.g_01851
OG0000900	Syam.g_00300	Syat.g_01850
OG0000901	Syam.g_00305	Syat.g_01845
OG0000902	Syam.g_00307	Syat.g_01843
OG0000903	Syam.g_00322	Syat.g_01830
OG0000904	Syam.g_00317	Syat.g_01834
OG0000905	Syam.g_00312	Syat.g_01839
OG0000906	Syam.g_00309	Syat.g_01841
OG0000907	Syam.g_00324	Syat.g_01828
OG0000908	Syam.g_00327	Syat.g_01825
OG0000909	Syam.g_00328	Syat.g_01824
OG0000910	Syam.g_00329	Syat.g_01823
OG0000911	Syam.g_00331	Syat.g_01821
OG0000912	Syam.g_00332	Syat.g_01820
OG0000913	Syam.g_00333	Syat.g_01819
OG0000914	Syam.g_00334	Syat.g_01818
OG0000915	Syam.g_00336	Syat.g_01816
OG0000916	Syam.g_00337	Syat.g_01815
OG0000917	Syam.g_00338	Syat.g_01814
OG0000918	Syam.g_00339	Syat.g_01813
OG0000919	Syam.g_00340	Syat.g_01812
OG0000920	Syam.g_00341	Syat.g_01811
OG0000921	Syam.g_00342	Syat.g_01810
OG0000922	Syam.g_00343	Syat.g_01809
OG0000923	Syam.g_00347	Syat.g_01805
OG0000924	Syam.g_00348	Syat.g_01804
OG0000925	Syam.g_00349	Syat.g_01803
OG0000926	Syam.g_00350	Syat.g_01802
OG0000927	Syam.g_00352	Syat.g_01800
OG0000928	Syam.g_00353	Syat.g_01799
OG0000929	Syam.g_00354	Syat.g_01798
OG0000930	Syam.g_00355	Syat.g_01797
OG0000931	Syam.g_00356	Syat.g_01796
OG0000932	Syam.g_00357	Syat.g_01794
OG0000933	Syam.g_00363	Syat.g_01788
OG0000934	Syam.g_00365	Syat.g_01786
OG0000935	Syam.g_00366	Syat.g_01665
OG0000936	Syam.g_00368	Syat.g_01664
OG0000937	Syam.g_00369	Syat.g_01663
OG0000938	Syam.g_00373	Syat.g_01659
OG0000939	Syam.g_00374	Syat.g_01658
OG0000940	Syam.g_00381	Syat.g_01651
OG0000941	Syam.g_00383	Syat.g_01649
OG0000942	Syam.g_00385	Syat.g_01647
OG0000943	Syam.g_00386	Syat.g_01646
OG0000944	Syam.g_00388	Syat.g_01644
OG0000945	Syam.g_00390	Syat.g_01643
OG0000946	Syam.g_00395	Syat.g_01633
OG0000947	Syam.g_00398	Syat.g_01630
OG0000948	Syam.g_00399	Syat.g_01629
OG0000949	Syam.g_00159	Syat.g_02142
OG0000950	Syam.g_00150	Syat.g_02152
OG0000951	Syam.g_00145	Syat.g_02157
OG0000952	Syam.g_00140	Syat.g_02162
OG0000953	Syam.g_00136	Syat.g_02166
OG0000954	Syam.g_00131	Syat.g_02187
OG0000955	Syam.g_00130	Syat.g_02188
OG0000956	Syam.g_00128	Syat.g_02191
OG0000957	Syam.g_00117	Syat.g_02204
OG0000958	Syam.g_00116	Syat.g_02205
OG0000959	Syam.g_00112	Syat.g_02212
OG0000960	Syam.g_00111	Syat.g_02213
OG0000961	Syam.g_00108	Syat.g_02873
OG0000962	Syam.g_00106	Syat.g_02223
OG0000963	Syam.g_00101	Syat.g_02226
OG0000964	Syam.g_00100	Syat.g_02227
OG0000965	Syam.g_00099	Syat.g_02228
OG0000966	Syam.g_00074	Syat.g_02259
OG0000967	Syam.g_00069	Syat.g_02263
OG0000968	Syam.g_00077	Syat.g_02269
OG0000969	Syam.g_00072	Syat.g_02271
OG0000970	Syam.g_00071	Syat.g_02272
OG0000971	Syam.g_00066	Syat.g_02274
OG0000972	Syam.g_00065	Syat.g_02275
OG0000973	Syam.g_00064	Syat.g_02276
OG0000974	Syam.g_00063	Syat.g_02277
OG0000975	Syam.g_00062	Syat.g_02278
OG0000976	Syam.g_00061	Syat.g_02279
OG0000977	Syam.g_00059	Syat.g_02281
OG0000978	Syam.g_00058	Syat.g_02283
OG0000979	Syam.g_00055	Syat.g_02286
OG0000980	Syam.g_00052	Syat.g_02289
OG0000981	Syam.g_00049	Syat.g_02292
OG0000982	Syam.g_02314	Syat.g_02691
OG0000983	Syam.g_02315	Syat.g_02690
OG0000984	Syam.g_02316	Syat.g_02689
OG0000985	Syam.g_02318	Syat.g_02685
OG0000986	Syam.g_02320	Syat.g_02680
OG0000987	Syam.g_02322	Syat.g_02678
OG0000988	Syam.g_02327	Syat.g_02672
OG0000989	Syam.g_02334	Syat.g_02657
OG0000990	Syam.g_02346	Syat.g_02500
OG0000991	Syam.g_02348	Syat.g_02503
OG0000992	Syam.g_02351	Syat.g_02507
OG0000993	Syam.g_02352	Syat.g_02508
OG0000994	Syam.g_02354	Syat.g_02512
OG0000995	Syam.g_02359	Syat.g_02517
OG0000996	Syam.g_02405	Syat.g_02446
OG0000997	Syam.g_02416	Syat.g_02417
OG0000998	Syam.g_02418	Syat.g_02415
OG0000999	Syam.g_02419	Syat.g_02414
OG0001001	Syam.g_02427	Syat.g_02400
OG0001002	Syam.g_02433	Syat.g_02394
OG0001003	Syam.g_02434	Syat.g_02392
OG0001004	Syam.g_02435	Syat.g_02391
OG0001005	Syam.g_02436	Syat.g_02390
OG0001006	Syam.g_02444	Syat.g_02378
OG0001007	Syam.g_02446	Syat.g_02376
OG0001008	Syam.g_01866	Syat.g_02971
OG0001009	Syam.g_00032	Syat.g_02311
OG0001010	Syam.g_00033	Syat.g_02310
OG0001011	Syam.g_00034	Syat.g_02308
OG0001012	Syam.g_02310	Syat.g_01004
OG0001013	Syam.g_02296	Syat.g_02716
OG0001014	Syam.g_02292	Syat.g_02721
OG0001015	Syam.g_02291	Syat.g_02722
OG0001016	Syam.g_02067	Syat.g_01474
OG0001017	Syam.g_02073	Syat.g_01480
OG0001018	Syam.g_02075	Syat.g_01482
OG0001019	Syam.g_02093	Syat.g_01532
OG0001020	Syam.g_02098	Syat.g_01539
OG0001021	Syam.g_02102	Syat.g_01552
OG0001022	Syam.g_02106	Syat.g_01555
OG0001023	Syam.g_02107	Syat.g_01556
OG0001024	Syam.g_02111	Syat.g_01560
OG0001025	Syam.g_02118	Syat.g_01566
OG0001026	Syam.g_02130	Syat.g_01582
OG0001027	Syam.g_02135	Syat.g_02947
OG0001028	Syam.g_02137	Syat.g_02944
OG0001029	Syam.g_02139	Syat.g_02942
OG0001030	Syam.g_02163	Syat.g_02922
OG0001031	Syam.g_02239	Syat.g_02836
OG0001032	Syam.g_02241	Syat.g_02834
OG0001033	Syam.g_02265	Syat.g_02784
OG0001034	Syam.g_00508	Syat.g_01448
OG0001035	Syam.g_00265	Syat.g_01885
OG0001036	Syam.g_00261	Syat.g_01939
OG0001037	Syam.g_00259	Syat.g_01941
OG0001038	Syam.g_00232	Syat.g_02058
OG0001039	Syam.g_00229	Syat.g_02061
OG0001040	Syam.g_00226	Syat.g_02064
OG0001041	Syam.g_00221	Syat.g_02070
OG0001042	Syam.g_00196	Syat.g_02100
OG0001043	Syam.g_00192	Syat.g_02103
OG0001044	Syam.g_00456	Syat.g_01615
OG0001045	Syam.g_00469	Syat.g_01602
OG0001046	Syam.g_01151	Syat.g_00552
OG0001047	Syam.g_01864	Syat.g_02973
OG0001048	Syam.g_01863	Syat.g_02974
OG0001049	Syam.g_01855	Syat.g_01290
OG0001050	Syam.g_01854	Syat.g_01289
OG0001051	Syam.g_01853	Syat.g_01288
OG0001052	Syam.g_01672	Syat.g_01375
OG0001053	Syam.g_00586	Syat.g_03173
OG0001054	Syam.g_00603	Syat.g_03192
OG0001055	Syam.g_00624	Syat.g_03224
OG0001056	Syam.g_00656	Syat.g_03275
OG0001057	Syam.g_00664	Syat.g_00102
OG0001058	Syam.g_00677	Syat.g_00079
OG0001059	Syam.g_00681	Syat.g_00075
OG0001061	Syam.g_01744	Syat.g_00051
OG0001062	Syam.g_01742	Syat.g_00048
OG0001063	Syam.g_01737	Syat.g_00042
OG0001064	Syam.g_01736	Syat.g_00041
OG0001065	Syam.g_01735	Syat.g_00040
OG0001066	Syam.g_01734	Syat.g_00039
OG0001067	Syam.g_01733	Syat.g_00038
OG0001068	Syam.g_01732	Syat.g_00037
OG0001069	Syam.g_01731	Syat.g_00036
OG0001070	Syam.g_01728	Syat.g_00032
OG0001071	Syam.g_01727	Syat.g_00031
OG0001072	Syam.g_01723	Syat.g_00028
OG0001073	Syam.g_01709	Syat.g_00009
OG0001074	Syam.g_01504	Syat.g_01015
OG0001075	Syam.g_01502	Syat.g_01037
OG0001076	Syam.g_01491	Syat.g_03315
OG0001077	Syam.g_01480	Syat.g_03290
OG0001078	Syam.g_01467	Syat.g_00118
OG0001079	Syam.g_01454	Syat.g_00378
OG0001080	Syam.g_01034	Syat.g_00368
OG0001081	Syam.g_01386	Syat.g_00366
OG0001082	Syam.g_01385	Syat.g_00365
OG0001083	Syam.g_01377	Syat.g_00390
OG0001084	Syam.g_01376	Syat.g_00391
OG0001085	Syam.g_01366	Syat.g_00408
OG0001086	Syam.g_01364	Syat.g_00410
OG0001087	Syam.g_00813	Syat.g_03277
OG0001088	Syam.g_00809	Syat.g_02496
OG0001089	Syam.g_00785	Syat.g_00818
OG0001090	Syam.g_01246	Syat.g_00659
OG0001091	Syam.g_01244	Syat.g_00661
OG0001092	Syam.g_01242	Syat.g_00663
OG0001093	Syam.g_01236	Syat.g_00669
OG0001094	Syam.g_01296	Syat.g_00473
OG0001095	Syam.g_01276	Syat.g_00497
OG0001096	Syam.g_01260	Syat.g_00516
OG0001097	Syam.g_00727	Syat.g_00743
OG0001098	Syam.g_01037	Syat.g_01672
OG0001099	Syam.g_02138	Syat.g_02943
OG0001100	Syam.g_01356	Syat.g_00418
OG0001101	Syam.g_01355	Syat.g_00420
OG0001103	Syam.g_01350	Syat.g_00425
OG0001104	Syam.g_01311	Syat.g_00458
OG0001105	Syam.g_01307	Syat.g_00461
OG0001106	Syam.g_01110	Syat.g_00598
OG0001107	Syam.g_01122	Syat.g_00580
OG0001108	Syam.g_01132	Syat.g_00570
OG0001109	Syam.g_01134	Syat.g_00568
OG0001110	Syam.g_01136	Syat.g_00566
OG0001111	Syam.g_01138	Syat.g_00564
OG0001112	Syam.g_01140	Syat.g_00562
OG0001113	Syam.g_01141	Syat.g_00561
OG0001114	Syam.g_01142	Syat.g_00560
OG0001115	Syam.g_01146	Syat.g_00557
OG0001116	Syam.g_01148	Syat.g_00555
OG0001117	Syam.g_01149	Syat.g_00554
OG0001118	Syam.g_01150	Syat.g_00553
OG0001119	Syam.g_01152	Syat.g_00551
OG0001120	Syam.g_01156	Syat.g_00546
OG0001122	Syam.g_01184	Syat.g_00711
OG0001123	Syam.g_01191	Syat.g_00704
OG0001124	Syam.g_01194	Syat.g_00702
OG0001125	Syam.g_01196	Syat.g_00700
OG0001126	Syam.g_00757	Syat.g_00790
OG0001127	Syam.g_00758	Syat.g_00789
OG0001128	Syam.g_00764	Syat.g_00786
OG0001129	Syam.g_00766	Syat.g_00784
OG0001130	Syam.g_00767	Syat.g_00783
OG0001131	Syam.g_01337	Syat.g_01674
OG0001132	Syam.g_01020	Syat.g_00965
OG0001136	Syam.g_01797	Syat.g_03257
OG0001137	Syam.g_01780	Syat.g_00306
OG0001138	Syam.g_00898	Syat.g_00214
OG0001139	Syam.g_00896	Syat.g_00209
OG0001140	Syam.g_00895	Syat.g_00208
OG0001141	Syam.g_00894	Syat.g_00207
OG0001142	Syam.g_00892	Syat.g_00206
OG0001143	Syam.g_00883	Syat.g_00925
OG0001144	Syam.g_00873	Syat.g_00906
OG0001145	Syam.g_01817	Syat.g_01117
OG0001146	Syam.g_01836	Syat.g_01158
OG0001147	Syam.g_01665	Syat.g_01368
OG0001148	Syam.g_00573	Syat.g_01297
OG0001149	Syam.g_00572	Syat.g_01298
OG0001150	Syam.g_00571	Syat.g_01299
OG0001151	Syam.g_00558	Syat.g_01420
OG0001152	Syam.g_00557	Syat.g_01421
OG0001153	Syam.g_01652	Syat.g_01346
OG0001154	Syam.g_01654	Syat.g_01347
OG0001155	Syam.g_01925	Syat.g_02774
OG0001156	Syam.g_01928	Syat.g_02978
OG0001157	Syam.g_01929	Syat.g_02977
OG0001158	Syam.g_01930	Syat.g_02976
OG0001159	Syam.g_01931	Syat.g_02975
OG0001160	Syam.g_01969	Syat.g_03104
OG0001161	Syam.g_02338	Syat.g_02384
OG0001162	Syam.g_01257	Syat.g_01528
OG0001163	Syam.g_01977	Syat.g_03112
OG0001164	Syam.g_01983	Syat.g_03116
OG0001165	Syam.g_01988	Syat.g_03121
OG0001166	Syam.g_02011	Syat.g_03050
OG0001167	Syam.g_01888	Syat.g_03019
OG0001168	Syam.g_01890	Syat.g_03017
OG0001169	Syam.g_01892	Syat.g_03015
OG0001170	Syam.g_01894	Syat.g_03013
OG0001171	Syam.g_01904	Syat.g_03001
OG0001172	Syam.g_00292	Syat.g_01858
OG0001173	Syam.g_00293	Syat.g_01857
OG0001174	Syam.g_00301	Syat.g_01849
OG0001175	Syam.g_00302	Syat.g_01848
OG0001176	Syam.g_00321	Syat.g_01831
OG0001178	Syam.g_01995	Syat.g_03137
OG0001180	Syam.g_00378	Syat.g_01654
OG0001181	Syam.g_00382	Syat.g_01650
OG0001182	Syam.g_00391	Syat.g_01642
OG0001183	Syam.g_00396	Syat.g_01632
OG0001184	Syam.g_00143	Syat.g_02160
OG0001185	Syam.g_00121	Syat.g_02200
OG0001186	Syam.g_00076	Syat.g_02235
OG0001187	Syam.g_00073	Syat.g_02256
OG0001188	Syam.g_00070	Syat.g_02261
OG0001189	Syam.g_00054	Syat.g_02287
OG0001190	Syam.g_02313	Syat.g_02692
OG0001191	Syam.g_02324	Syat.g_02675
OG0001192	Syam.g_02330	Syat.g_02663
OG0001193	Syam.g_02355	Syat.g_02513
OG0001194	Syam.g_02357	Syat.g_02515
OG0001195	Syam.g_02358	Syat.g_02516
OG0001196	Syam.g_02429	Syat.g_02398
OG0001197	Syam.g_02431	Syat.g_02396
OG0001199	Syam.g_02068	Syat.g_01475
OG0001200	Syam.g_02070	Syat.g_01477
OG0001201	Syam.g_02122	Syat.g_01572
OG0001202	Syam.g_02255	Syat.g_02812
OG0001203	Syam.g_00511	Syat.g_01447
OG0001204	Syam.g_00282	Syat.g_01867
