Orthogroup	Syam	Pral
OG0000592	Syam.g_01485	Pral.g_00461
OG0000593	Syam.g_01471	Pral.g_01433
OG0000594	Syam.g_01470	Pral.g_01434
OG0000595	Syam.g_01469	Pral.g_01435
OG0000596	Syam.g_01465	Pral.g_01439
OG0000597	Syam.g_01462	Pral.g_01441
OG0000598	Syam.g_01461	Pral.g_01442
OG0000599	Syam.g_01458	Pral.g_01445
OG0000600	Syam.g_01457	Pral.g_01446
OG0000601	Syam.g_01456	Pral.g_01447
OG0000602	Syam.g_01451	Pral.g_01449
OG0000603	Syam.g_01450	Pral.g_01450
OG0000604	Syam.g_01447	Pral.g_01451
OG0000605	Syam.g_01031	Pral.g_01452
OG0000606	Syam.g_01387	Pral.g_01455
OG0000607	Syam.g_01384	Pral.g_01458
OG0000608	Syam.g_01383	Pral.g_01459
OG0000609	Syam.g_01380	Pral.g_01460
OG0000610	Syam.g_01373	Pral.g_01466
OG0000611	Syam.g_01370	Pral.g_01469
OG0000612	Syam.g_01369	Pral.g_01470
OG0000613	Syam.g_00170	Pral.g_01769
OG0000614	Syam.g_00801	Pral.g_01748
OG0000615	Syam.g_01332	Pral.g_01737
OG0000616	Syam.g_02430	Pral.g_00399
OG0000617	Syam.g_01240	Pral.g_01723
OG0000618	Syam.g_01239	Pral.g_01722
OG0000619	Syam.g_01238	Pral.g_01721
OG0000620	Syam.g_01233	Pral.g_01718
OG0000621	Syam.g_01232	Pral.g_01717
OG0000622	Syam.g_01231	Pral.g_01716
OG0000623	Syam.g_01230	Pral.g_01715
OG0000624	Syam.g_01228	Pral.g_01713
OG0000625	Syam.g_01227	Pral.g_01712
OG0000626	Syam.g_01226	Pral.g_01711
OG0000627	Syam.g_01065	Pral.g_01709
OG0000628	Syam.g_01067	Pral.g_01708
OG0000629	Syam.g_01070	Pral.g_01707
OG0000630	Syam.g_01074	Pral.g_01704
OG0000631	Syam.g_01084	Pral.g_01658
OG0000632	Syam.g_01085	Pral.g_01657
OG0000633	Syam.g_01086	Pral.g_01656
OG0000634	Syam.g_01294	Pral.g_01484
OG0000635	Syam.g_01293	Pral.g_01485
OG0000636	Syam.g_01291	Pral.g_01487
OG0000637	Syam.g_01289	Pral.g_01489
OG0000638	Syam.g_01288	Pral.g_01490
OG0000639	Syam.g_01287	Pral.g_01491
OG0000640	Syam.g_01286	Pral.g_01492
OG0000641	Syam.g_01282	Pral.g_01496
OG0000642	Syam.g_01281	Pral.g_01497
OG0000643	Syam.g_01280	Pral.g_01498
OG0000644	Syam.g_01279	Pral.g_01499
OG0000645	Syam.g_01277	Pral.g_01500
OG0000646	Syam.g_01274	Pral.g_01502
OG0000647	Syam.g_01272	Pral.g_01504
OG0000648	Syam.g_01269	Pral.g_01506
OG0000649	Syam.g_01268	Pral.g_01507
OG0000650	Syam.g_01267	Pral.g_01508
OG0000651	Syam.g_01266	Pral.g_01509
OG0000652	Syam.g_01265	Pral.g_01510
OG0000653	Syam.g_01263	Pral.g_01512
OG0000654	Syam.g_01262	Pral.g_01513
OG0000655	Syam.g_01261	Pral.g_01514
OG0000656	Syam.g_01258	Pral.g_01517
OG0000657	Syam.g_00739	Pral.g_01524
OG0000658	Syam.g_00735	Pral.g_01525
OG0000659	Syam.g_00734	Pral.g_01526
OG0000660	Syam.g_00730	Pral.g_01530
OG0000661	Syam.g_00728	Pral.g_01532
OG0000662	Syam.g_00726	Pral.g_01534
OG0000663	Syam.g_00723	Pral.g_01536
OG0000664	Syam.g_00722	Pral.g_01537
OG0000665	Syam.g_02027	Pral.g_01543
OG0000666	Syam.g_01030	Pral.g_01544
OG0000667	Syam.g_00937	Pral.g_01548
OG0000668	Syam.g_01185	Pral.g_01820
OG0000669	Syam.g_01358	Pral.g_01809
OG0000670	Syam.g_00528	Pral.g_01806
OG0000671	Syam.g_01354	Pral.g_01804
OG0000672	Syam.g_01351	Pral.g_01801
OG0000673	Syam.g_01348	Pral.g_01798
OG0000674	Syam.g_01346	Pral.g_01796
OG0000675	Syam.g_01345	Pral.g_01795
OG0000676	Syam.g_01343	Pral.g_01793
OG0000677	Syam.g_01342	Pral.g_01792
OG0000678	Syam.g_01339	Pral.g_01790
OG0000679	Syam.g_01323	Pral.g_01786
OG0000680	Syam.g_01322	Pral.g_01785
OG0000681	Syam.g_01319	Pral.g_01782
OG0000682	Syam.g_01318	Pral.g_01781
OG0000683	Syam.g_01317	Pral.g_01780
OG0000684	Syam.g_01312	Pral.g_01778
OG0000685	Syam.g_01310	Pral.g_01776
OG0000686	Syam.g_01309	Pral.g_01775
OG0000687	Syam.g_01308	Pral.g_01774
OG0000688	Syam.g_01304	Pral.g_01474
OG0000689	Syam.g_01302	Pral.g_01475
OG0000690	Syam.g_01301	Pral.g_01476
OG0000691	Syam.g_01300	Pral.g_01477
OG0000692	Syam.g_01299	Pral.g_01479
OG0000693	Syam.g_01298	Pral.g_01480
OG0000694	Syam.g_01297	Pral.g_01481
OG0000695	Syam.g_01088	Pral.g_01654
OG0000696	Syam.g_01089	Pral.g_01653
OG0000697	Syam.g_01091	Pral.g_01652
OG0000698	Syam.g_01094	Pral.g_01649
OG0000699	Syam.g_01096	Pral.g_01647
OG0000700	Syam.g_01097	Pral.g_01646
OG0000701	Syam.g_01098	Pral.g_01645
OG0000702	Syam.g_01106	Pral.g_01643
OG0000703	Syam.g_01107	Pral.g_01642
OG0000704	Syam.g_01109	Pral.g_01640
OG0000705	Syam.g_01116	Pral.g_01634
OG0000706	Syam.g_01117	Pral.g_01633
OG0000707	Syam.g_01118	Pral.g_01632
OG0000708	Syam.g_01121	Pral.g_01630
OG0000709	Syam.g_01131	Pral.g_01626
OG0000710	Syam.g_01135	Pral.g_01623
OG0000711	Syam.g_01165	Pral.g_01579
OG0000712	Syam.g_01167	Pral.g_01580
OG0000713	Syam.g_01168	Pral.g_01581
OG0000714	Syam.g_01170	Pral.g_01582
OG0000715	Syam.g_01172	Pral.g_01584
OG0000716	Syam.g_01176	Pral.g_01586
OG0000717	Syam.g_01177	Pral.g_01587
OG0000718	Syam.g_01181	Pral.g_01590
OG0000719	Syam.g_01183	Pral.g_01592
OG0000720	Syam.g_01197	Pral.g_01603
OG0000721	Syam.g_01199	Pral.g_01607
OG0000722	Syam.g_01200	Pral.g_01608
OG0000723	Syam.g_01224	Pral.g_01575
OG0000724	Syam.g_00768	Pral.g_01566
OG0000725	Syam.g_00777	Pral.g_01560
OG0000726	Syam.g_00778	Pral.g_01559
OG0000727	Syam.g_00779	Pral.g_01558
OG0000728	Syam.g_00781	Pral.g_01556
OG0000729	Syam.g_00105	Pral.g_01311
OG0000730	Syam.g_00454	Pral.g_01324
OG0000731	Syam.g_00466	Pral.g_00692
OG0000732	Syam.g_00051	Pral.g_00348
OG0000733	Syam.g_02339	Pral.g_00077
OG0000734	Syam.g_02128	Pral.g_01351
OG0000735	Syam.g_01810	Pral.g_01353
OG0000736	Syam.g_01809	Pral.g_01354
OG0000737	Syam.g_01808	Pral.g_01355
OG0000738	Syam.g_01803	Pral.g_01359
OG0000739	Syam.g_01802	Pral.g_01360
OG0000740	Syam.g_01801	Pral.g_01361
OG0000741	Syam.g_01798	Pral.g_01363
OG0000742	Syam.g_01796	Pral.g_01366
OG0000743	Syam.g_01794	Pral.g_01368
OG0000744	Syam.g_01793	Pral.g_01369
OG0000745	Syam.g_01791	Pral.g_01370
OG0000746	Syam.g_01789	Pral.g_01372
OG0000747	Syam.g_01788	Pral.g_01373
OG0000748	Syam.g_01779	Pral.g_01378
OG0000749	Syam.g_01776	Pral.g_01379
OG0000750	Syam.g_01775	Pral.g_01380
OG0000751	Syam.g_01770	Pral.g_01383
OG0000752	Syam.g_01768	Pral.g_01385
OG0000753	Syam.g_01765	Pral.g_01388
OG0000754	Syam.g_00910	Pral.g_01391
OG0000755	Syam.g_00900	Pral.g_01399
OG0000756	Syam.g_00899	Pral.g_01400
OG0000757	Syam.g_00891	Pral.g_01406
OG0000758	Syam.g_00890	Pral.g_01407
OG0000759	Syam.g_00889	Pral.g_01408
OG0000760	Syam.g_00888	Pral.g_01409
OG0000761	Syam.g_00886	Pral.g_01410
OG0000762	Syam.g_00884	Pral.g_01411
OG0000763	Syam.g_00882	Pral.g_01413
OG0000764	Syam.g_00881	Pral.g_01414
OG0000765	Syam.g_00864	Pral.g_01423
OG0000766	Syam.g_00863	Pral.g_01424
OG0000767	Syam.g_00861	Pral.g_01426
OG0000768	Syam.g_00860	Pral.g_01427
OG0000769	Syam.g_00858	Pral.g_01429
OG0000770	Syam.g_00855	Pral.g_00456
OG0000771	Syam.g_00762	Pral.g_01064
OG0000772	Syam.g_01005	Pral.g_01893
OG0000773	Syam.g_01816	Pral.g_01290
OG0000774	Syam.g_01820	Pral.g_01288
OG0000775	Syam.g_01823	Pral.g_01286
OG0000776	Syam.g_01824	Pral.g_01285
OG0000777	Syam.g_01825	Pral.g_01284
OG0000778	Syam.g_01826	Pral.g_01283
OG0000779	Syam.g_01832	Pral.g_01279
OG0000780	Syam.g_01835	Pral.g_01278
OG0000781	Syam.g_01839	Pral.g_01275
OG0000782	Syam.g_01840	Pral.g_01274
OG0000783	Syam.g_01841	Pral.g_01273
OG0000784	Syam.g_01842	Pral.g_01272
OG0000785	Syam.g_01844	Pral.g_01270
OG0000786	Syam.g_01700	Pral.g_01267
OG0000787	Syam.g_01701	Pral.g_01266
OG0000788	Syam.g_01455	Pral.g_00440
OG0000789	Syam.g_01044	Pral.g_01060
OG0000790	Syam.g_00570	Pral.g_01217
OG0000791	Syam.g_00568	Pral.g_01215
OG0000792	Syam.g_00567	Pral.g_01214
OG0000793	Syam.g_00562	Pral.g_01211
OG0000794	Syam.g_00561	Pral.g_01210
OG0000795	Syam.g_00560	Pral.g_01209
OG0000796	Syam.g_00556	Pral.g_01205
OG0000797	Syam.g_00555	Pral.g_01204
OG0000799	Syam.g_01585	Pral.g_01184
OG0000800	Syam.g_01588	Pral.g_01183
OG0000801	Syam.g_01589	Pral.g_01182
OG0000802	Syam.g_01592	Pral.g_01180
OG0000803	Syam.g_01597	Pral.g_01178
OG0000804	Syam.g_01600	Pral.g_01177
OG0000805	Syam.g_01602	Pral.g_01175
OG0000806	Syam.g_01604	Pral.g_01173
OG0000807	Syam.g_01606	Pral.g_01172
OG0000808	Syam.g_01607	Pral.g_01171
OG0000809	Syam.g_01610	Pral.g_01167
OG0000810	Syam.g_01611	Pral.g_01166
OG0000811	Syam.g_01616	Pral.g_01158
OG0000812	Syam.g_01618	Pral.g_01156
OG0000813	Syam.g_01619	Pral.g_01155
OG0000814	Syam.g_01621	Pral.g_01153
OG0000815	Syam.g_01622	Pral.g_01152
OG0000816	Syam.g_01624	Pral.g_01150
OG0000817	Syam.g_01625	Pral.g_01149
OG0000818	Syam.g_01631	Pral.g_01144
OG0000819	Syam.g_01632	Pral.g_01143
OG0000820	Syam.g_01633	Pral.g_01142
OG0000821	Syam.g_01639	Pral.g_01137
OG0000822	Syam.g_01641	Pral.g_01136
OG0000823	Syam.g_01642	Pral.g_01135
OG0000824	Syam.g_01648	Pral.g_01132
OG0000825	Syam.g_01649	Pral.g_01131
OG0000826	Syam.g_01650	Pral.g_01130
OG0000827	Syam.g_01651	Pral.g_01129
OG0000828	Syam.g_01655	Pral.g_01126
OG0000829	Syam.g_01656	Pral.g_01125
OG0000830	Syam.g_01657	Pral.g_01124
OG0000831	Syam.g_01659	Pral.g_01122
OG0000832	Syam.g_01923	Pral.g_01110
OG0000833	Syam.g_01932	Pral.g_01101
OG0000834	Syam.g_01933	Pral.g_01100
OG0000835	Syam.g_01934	Pral.g_01099
OG0000836	Syam.g_01937	Pral.g_01098
OG0000837	Syam.g_01938	Pral.g_01097
OG0000838	Syam.g_01946	Pral.g_01094
OG0000839	Syam.g_01947	Pral.g_01093
OG0000840	Syam.g_01948	Pral.g_01092
OG0000841	Syam.g_01949	Pral.g_01091
OG0000842	Syam.g_01950	Pral.g_01090
OG0000843	Syam.g_01951	Pral.g_01089
OG0000844	Syam.g_01953	Pral.g_01088
OG0000845	Syam.g_01954	Pral.g_01087
OG0000846	Syam.g_01955	Pral.g_01086
OG0000847	Syam.g_01956	Pral.g_01085
OG0000848	Syam.g_01958	Pral.g_01084
OG0000849	Syam.g_01959	Pral.g_01083
OG0000850	Syam.g_01961	Pral.g_01081
OG0000851	Syam.g_01966	Pral.g_01080
OG0000852	Syam.g_01967	Pral.g_01079
OG0000853	Syam.g_01971	Pral.g_01074
OG0000854	Syam.g_01973	Pral.g_01072
OG0000855	Syam.g_01974	Pral.g_01071
OG0000856	Syam.g_01483	Pral.g_01058
OG0000857	Syam.g_01273	Pral.g_01503
OG0000858	Syam.g_01980	Pral.g_00100
OG0000859	Syam.g_01981	Pral.g_00101
OG0000860	Syam.g_01992	Pral.g_00109
OG0000861	Syam.g_01993	Pral.g_00110
OG0000862	Syam.g_01994	Pral.g_00111
OG0000863	Syam.g_01996	Pral.g_00113
OG0000864	Syam.g_01997	Pral.g_00114
OG0000865	Syam.g_01998	Pral.g_00115
OG0000866	Syam.g_01999	Pral.g_00116
OG0000867	Syam.g_02000	Pral.g_00117
OG0000868	Syam.g_02003	Pral.g_00119
OG0000869	Syam.g_02007	Pral.g_00122
OG0000870	Syam.g_02012	Pral.g_00127
OG0000871	Syam.g_02013	Pral.g_00128
OG0000872	Syam.g_02021	Pral.g_00129
OG0000873	Syam.g_02024	Pral.g_00132
OG0000874	Syam.g_02019	Pral.g_00135
OG0000875	Syam.g_02026	Pral.g_00136
OG0000876	Syam.g_01877	Pral.g_00137
OG0000877	Syam.g_01882	Pral.g_00139
OG0000878	Syam.g_01883	Pral.g_00140
OG0000879	Syam.g_01884	Pral.g_00141
OG0000880	Syam.g_01885	Pral.g_00142
OG0000881	Syam.g_01891	Pral.g_00146
OG0000882	Syam.g_01896	Pral.g_00151
OG0000883	Syam.g_01898	Pral.g_00154
OG0000884	Syam.g_01900	Pral.g_00156
OG0000885	Syam.g_01901	Pral.g_00157
OG0000886	Syam.g_01902	Pral.g_00158
OG0000887	Syam.g_01903	Pral.g_00159
OG0000888	Syam.g_01905	Pral.g_00161
OG0000889	Syam.g_01907	Pral.g_00163
OG0000890	Syam.g_01910	Pral.g_00164
OG0000891	Syam.g_01911	Pral.g_00165
OG0000892	Syam.g_01913	Pral.g_00167
OG0000893	Syam.g_00287	Pral.g_00170
OG0000894	Syam.g_00290	Pral.g_00173
OG0000895	Syam.g_00294	Pral.g_00177
OG0000896	Syam.g_00295	Pral.g_00178
OG0000897	Syam.g_00297	Pral.g_00180
OG0000898	Syam.g_00298	Pral.g_00181
OG0000899	Syam.g_00299	Pral.g_00182
OG0000900	Syam.g_00300	Pral.g_00183
OG0000901	Syam.g_00305	Pral.g_00187
OG0000902	Syam.g_00307	Pral.g_00189
OG0000903	Syam.g_00322	Pral.g_00193
OG0000904	Syam.g_00317	Pral.g_00198
OG0000905	Syam.g_00312	Pral.g_00191
OG0000906	Syam.g_00309	Pral.g_00190
OG0000907	Syam.g_00324	Pral.g_00200
OG0000908	Syam.g_00327	Pral.g_00203
OG0000909	Syam.g_00328	Pral.g_00204
OG0000910	Syam.g_00329	Pral.g_00205
OG0000911	Syam.g_00331	Pral.g_00207
OG0000912	Syam.g_00332	Pral.g_00208
OG0000913	Syam.g_00333	Pral.g_00209
OG0000914	Syam.g_00334	Pral.g_00210
OG0000915	Syam.g_00336	Pral.g_00211
OG0000916	Syam.g_00337	Pral.g_00212
OG0000917	Syam.g_00338	Pral.g_00213
OG0000918	Syam.g_00339	Pral.g_00214
OG0000919	Syam.g_00340	Pral.g_00215
OG0000920	Syam.g_00341	Pral.g_00216
OG0000921	Syam.g_00342	Pral.g_00217
OG0000922	Syam.g_00343	Pral.g_00218
OG0000923	Syam.g_00347	Pral.g_00222
OG0000924	Syam.g_00348	Pral.g_00223
OG0000925	Syam.g_00349	Pral.g_00224
OG0000926	Syam.g_00350	Pral.g_00225
OG0000927	Syam.g_00352	Pral.g_00227
OG0000928	Syam.g_00353	Pral.g_00228
OG0000929	Syam.g_00354	Pral.g_00229
OG0000930	Syam.g_00355	Pral.g_00230
OG0000931	Syam.g_00356	Pral.g_00232
OG0000932	Syam.g_00357	Pral.g_01190
OG0000933	Syam.g_00363	Pral.g_00236
OG0000934	Syam.g_00365	Pral.g_00238
OG0000935	Syam.g_00366	Pral.g_00239
OG0000936	Syam.g_00368	Pral.g_00240
OG0000937	Syam.g_00369	Pral.g_00241
OG0000938	Syam.g_00373	Pral.g_00244
OG0000939	Syam.g_00374	Pral.g_00245
OG0000940	Syam.g_00381	Pral.g_00252
OG0000941	Syam.g_00383	Pral.g_00254
OG0000942	Syam.g_00385	Pral.g_00256
OG0000943	Syam.g_00386	Pral.g_00257
OG0000944	Syam.g_00388	Pral.g_00259
OG0000945	Syam.g_00390	Pral.g_00260
OG0000946	Syam.g_00395	Pral.g_00266
OG0000947	Syam.g_00398	Pral.g_00268
OG0000948	Syam.g_00399	Pral.g_00269
OG0000949	Syam.g_00159	Pral.g_00272
OG0000950	Syam.g_00150	Pral.g_00278
OG0000951	Syam.g_00145	Pral.g_00282
OG0000952	Syam.g_00140	Pral.g_00286
OG0000953	Syam.g_00136	Pral.g_00290
OG0000954	Syam.g_00131	Pral.g_00294
OG0000955	Syam.g_00130	Pral.g_00295
OG0000956	Syam.g_00128	Pral.g_00297
OG0000957	Syam.g_00117	Pral.g_00303
OG0000958	Syam.g_00116	Pral.g_00304
OG0000959	Syam.g_00112	Pral.g_00308
OG0000960	Syam.g_00111	Pral.g_00309
OG0000961	Syam.g_00108	Pral.g_00312
OG0000962	Syam.g_00106	Pral.g_00314
OG0000963	Syam.g_00101	Pral.g_00318
OG0000964	Syam.g_00100	Pral.g_00319
OG0000965	Syam.g_00099	Pral.g_00320
OG0000966	Syam.g_00074	Pral.g_00326
OG0000967	Syam.g_00069	Pral.g_00330
OG0000968	Syam.g_00077	Pral.g_00332
OG0000969	Syam.g_00072	Pral.g_00333
OG0000970	Syam.g_00071	Pral.g_00334
OG0000971	Syam.g_00066	Pral.g_00335
OG0000972	Syam.g_00065	Pral.g_00336
OG0000973	Syam.g_00064	Pral.g_00337
OG0000974	Syam.g_00063	Pral.g_00338
OG0000975	Syam.g_00062	Pral.g_00339
OG0000976	Syam.g_00061	Pral.g_00340
OG0000977	Syam.g_00059	Pral.g_00341
OG0000978	Syam.g_00058	Pral.g_00342
OG0000979	Syam.g_00055	Pral.g_00345
OG0000980	Syam.g_00052	Pral.g_00347
OG0000981	Syam.g_00049	Pral.g_00350
OG0000982	Syam.g_02314	Pral.g_00352
OG0000983	Syam.g_02315	Pral.g_00353
OG0000984	Syam.g_02316	Pral.g_00354
OG0000985	Syam.g_02318	Pral.g_00357
OG0000986	Syam.g_02320	Pral.g_00359
OG0000987	Syam.g_02322	Pral.g_00360
OG0000988	Syam.g_02327	Pral.g_00363
OG0000989	Syam.g_02334	Pral.g_00367
OG0000990	Syam.g_02346	Pral.g_00373
OG0000991	Syam.g_02348	Pral.g_00374
OG0000992	Syam.g_02351	Pral.g_00377
OG0000993	Syam.g_02352	Pral.g_00378
OG0000994	Syam.g_02354	Pral.g_00379
OG0000995	Syam.g_02359	Pral.g_00383
OG0000996	Syam.g_02405	Pral.g_00384
OG0000997	Syam.g_02416	Pral.g_00386
OG0000998	Syam.g_02418	Pral.g_00388
OG0000999	Syam.g_02419	Pral.g_00389
OG0001000	Syam.g_02422	Pral.g_00392
OG0001001	Syam.g_02427	Pral.g_00396
OG0001002	Syam.g_02433	Pral.g_00401
OG0001003	Syam.g_02434	Pral.g_00402
OG0001004	Syam.g_02435	Pral.g_00403
OG0001005	Syam.g_02436	Pral.g_00404
OG0001006	Syam.g_02444	Pral.g_00408
OG0001007	Syam.g_02446	Pral.g_00410
OG0001008	Syam.g_01866	Pral.g_00657
OG0001009	Syam.g_00032	Pral.g_01017
OG0001010	Syam.g_00033	Pral.g_01016
OG0001011	Syam.g_00034	Pral.g_01014
OG0001012	Syam.g_02310	Pral.g_01001
OG0001013	Syam.g_02296	Pral.g_00994
OG0001014	Syam.g_02292	Pral.g_00991
OG0001015	Syam.g_02291	Pral.g_00990
OG0001016	Syam.g_02067	Pral.g_00974
OG0001017	Syam.g_02073	Pral.g_00970
OG0001018	Syam.g_02075	Pral.g_00968
OG0001019	Syam.g_02093	Pral.g_00958
OG0001020	Syam.g_02098	Pral.g_00957
OG0001021	Syam.g_02102	Pral.g_00956
OG0001022	Syam.g_02106	Pral.g_00953
OG0001023	Syam.g_02107	Pral.g_00952
OG0001024	Syam.g_02111	Pral.g_00949
OG0001025	Syam.g_02118	Pral.g_00942
OG0001026	Syam.g_02130	Pral.g_00934
OG0001027	Syam.g_02135	Pral.g_00933
OG0001028	Syam.g_02137	Pral.g_00931
OG0001029	Syam.g_02139	Pral.g_00930
OG0001030	Syam.g_02163	Pral.g_00914
OG0001031	Syam.g_02239	Pral.g_00857
OG0001032	Syam.g_02241	Pral.g_00856
OG0001033	Syam.g_02265	Pral.g_00836
OG0001034	Syam.g_00508	Pral.g_00804
OG0001035	Syam.g_00265	Pral.g_00784
OG0001036	Syam.g_00261	Pral.g_00780
OG0001037	Syam.g_00259	Pral.g_00779
OG0001038	Syam.g_00232	Pral.g_00761
OG0001039	Syam.g_00229	Pral.g_00758
OG0001040	Syam.g_00226	Pral.g_00755
OG0001041	Syam.g_00221	Pral.g_00751
OG0001042	Syam.g_00196	Pral.g_00734
OG0001043	Syam.g_00192	Pral.g_00733
OG0001044	Syam.g_00456	Pral.g_00699
OG0001045	Syam.g_00469	Pral.g_00690
OG0001046	Syam.g_01151	Pral.g_01039
OG0001047	Syam.g_01864	Pral.g_00655
OG0001048	Syam.g_01863	Pral.g_00654
OG0001049	Syam.g_01855	Pral.g_00651
OG0001050	Syam.g_01854	Pral.g_00650
OG0001051	Syam.g_01853	Pral.g_00649
OG0001052	Syam.g_01672	Pral.g_00621
OG0001053	Syam.g_00586	Pral.g_00608
OG0001055	Syam.g_00624	Pral.g_00573
OG0001056	Syam.g_00656	Pral.g_00554
OG0001057	Syam.g_00664	Pral.g_00549
OG0001058	Syam.g_00677	Pral.g_00541
OG0001059	Syam.g_00681	Pral.g_00537
OG0001060	Syam.g_00688	Pral.g_00530
OG0001061	Syam.g_01744	Pral.g_00514
OG0001062	Syam.g_01742	Pral.g_00512
OG0001063	Syam.g_01737	Pral.g_00510
OG0001064	Syam.g_01736	Pral.g_00509
OG0001065	Syam.g_01735	Pral.g_00508
OG0001066	Syam.g_01734	Pral.g_00507
OG0001067	Syam.g_01733	Pral.g_00506
OG0001068	Syam.g_01732	Pral.g_00505
OG0001069	Syam.g_01731	Pral.g_00504
OG0001070	Syam.g_01728	Pral.g_00502
OG0001071	Syam.g_01727	Pral.g_00501
OG0001072	Syam.g_01723	Pral.g_00499
OG0001073	Syam.g_01709	Pral.g_00485
OG0001074	Syam.g_01504	Pral.g_00472
OG0001075	Syam.g_01502	Pral.g_00471
OG0001076	Syam.g_01491	Pral.g_00464
OG0001077	Syam.g_01480	Pral.g_00459
OG0001078	Syam.g_01467	Pral.g_01437
OG0001079	Syam.g_01454	Pral.g_01448
OG0001080	Syam.g_01034	Pral.g_01454
OG0001081	Syam.g_01386	Pral.g_01456
OG0001082	Syam.g_01385	Pral.g_01457
OG0001083	Syam.g_01377	Pral.g_01462
OG0001084	Syam.g_01376	Pral.g_01463
OG0001085	Syam.g_01366	Pral.g_01772
OG0001086	Syam.g_01364	Pral.g_01771
OG0001087	Syam.g_00813	Pral.g_01753
OG0001088	Syam.g_00809	Pral.g_01752
OG0001089	Syam.g_00785	Pral.g_01741
OG0001090	Syam.g_01246	Pral.g_01728
OG0001091	Syam.g_01244	Pral.g_01726
OG0001092	Syam.g_01242	Pral.g_01725
OG0001093	Syam.g_01236	Pral.g_01720
OG0001094	Syam.g_01296	Pral.g_01482
OG0001095	Syam.g_01276	Pral.g_01501
OG0001096	Syam.g_01260	Pral.g_01515
OG0001097	Syam.g_00727	Pral.g_01533
OG0001098	Syam.g_01037	Pral.g_01552
OG0001099	Syam.g_02138	Pral.g_01815
OG0001100	Syam.g_01356	Pral.g_01807
OG0001101	Syam.g_01355	Pral.g_01805
OG0001103	Syam.g_01350	Pral.g_01800
OG0001104	Syam.g_01311	Pral.g_01777
OG0001105	Syam.g_01307	Pral.g_01773
OG0001106	Syam.g_01110	Pral.g_01639
OG0001107	Syam.g_01122	Pral.g_01629
OG0001108	Syam.g_01132	Pral.g_01625
OG0001109	Syam.g_01134	Pral.g_01624
OG0001110	Syam.g_01136	Pral.g_01622
OG0001111	Syam.g_01138	Pral.g_01621
OG0001112	Syam.g_01140	Pral.g_01620
OG0001113	Syam.g_01141	Pral.g_01619
OG0001114	Syam.g_01142	Pral.g_01618
OG0001115	Syam.g_01146	Pral.g_01616
OG0001116	Syam.g_01148	Pral.g_01615
OG0001117	Syam.g_01149	Pral.g_01614
OG0001118	Syam.g_01150	Pral.g_01613
OG0001119	Syam.g_01152	Pral.g_01612
OG0001120	Syam.g_01156	Pral.g_01611
OG0001122	Syam.g_01184	Pral.g_01593
OG0001123	Syam.g_01191	Pral.g_01598
OG0001124	Syam.g_01194	Pral.g_01600
OG0001125	Syam.g_01196	Pral.g_01602
OG0001126	Syam.g_00757	Pral.g_01571
OG0001127	Syam.g_00758	Pral.g_01570
OG0001128	Syam.g_00764	Pral.g_01569
OG0001129	Syam.g_00766	Pral.g_01568
OG0001130	Syam.g_00767	Pral.g_01567
OG0001131	Syam.g_01337	Pral.g_01321
OG0001132	Syam.g_01020	Pral.g_01033
OG0001134	Syam.g_00915	Pral.g_00056, Pral.g_00078
OG0001136	Syam.g_01797	Pral.g_01364
OG0001137	Syam.g_01780	Pral.g_01377
OG0001138	Syam.g_00898	Pral.g_01401
OG0001139	Syam.g_00896	Pral.g_01403
OG0001141	Syam.g_00894	Pral.g_01404
OG0001142	Syam.g_00892	Pral.g_01405
OG0001143	Syam.g_00883	Pral.g_01412
OG0001144	Syam.g_00873	Pral.g_01417
OG0001145	Syam.g_01817	Pral.g_01289
OG0001146	Syam.g_01836	Pral.g_01277
OG0001147	Syam.g_01665	Pral.g_01235
OG0001148	Syam.g_00573	Pral.g_01220
OG0001149	Syam.g_00572	Pral.g_01219
OG0001150	Syam.g_00571	Pral.g_01218
OG0001151	Syam.g_00558	Pral.g_01207
OG0001152	Syam.g_00557	Pral.g_01206
OG0001153	Syam.g_01652	Pral.g_01128
OG0001154	Syam.g_01654	Pral.g_01127
OG0001155	Syam.g_01925	Pral.g_01108
OG0001156	Syam.g_01928	Pral.g_01105
OG0001157	Syam.g_01929	Pral.g_01104
OG0001158	Syam.g_01930	Pral.g_01103
OG0001159	Syam.g_01931	Pral.g_01102
OG0001160	Syam.g_01969	Pral.g_01076
OG0001161	Syam.g_02338	Pral.g_00045
OG0001163	Syam.g_01977	Pral.g_00098
OG0001164	Syam.g_01983	Pral.g_00102
OG0001165	Syam.g_01988	Pral.g_00105
OG0001166	Syam.g_02011	Pral.g_00126
OG0001167	Syam.g_01888	Pral.g_00143
OG0001168	Syam.g_01890	Pral.g_00145
OG0001169	Syam.g_01892	Pral.g_00147
OG0001170	Syam.g_01894	Pral.g_00149
OG0001171	Syam.g_01904	Pral.g_00160
OG0001172	Syam.g_00292	Pral.g_00175
OG0001173	Syam.g_00293	Pral.g_00176
OG0001174	Syam.g_00301	Pral.g_00184
OG0001175	Syam.g_00302	Pral.g_00185
OG0001176	Syam.g_00321	Pral.g_00194
OG0001177	Syam.g_00319	Pral.g_00196
OG0001178	Syam.g_01995	Pral.g_00112
OG0001179	Syam.g_00351	Pral.g_00226
OG0001180	Syam.g_00378	Pral.g_00249
OG0001181	Syam.g_00382	Pral.g_00253
