Orthogroup	Syam	Prap
OG0000590	Syam.g_01493	Prap.g_01146
OG0000591	Syam.g_01486	Prap.g_01142
OG0000592	Syam.g_01485	Prap.g_01141
OG0000593	Syam.g_01471	Prap.g_00395
OG0000594	Syam.g_01470	Prap.g_00394
OG0000595	Syam.g_01469	Prap.g_00393
OG0000596	Syam.g_01465	Prap.g_00389
OG0000597	Syam.g_01462	Prap.g_00386
OG0000598	Syam.g_01461	Prap.g_00385
OG0000599	Syam.g_01458	Prap.g_00382
OG0000600	Syam.g_01457	Prap.g_00381
OG0000601	Syam.g_01456	Prap.g_00380
OG0000602	Syam.g_01451	Prap.g_00378
OG0000603	Syam.g_01450	Prap.g_00377
OG0000604	Syam.g_01447	Prap.g_00376
OG0000605	Syam.g_01031	Prap.g_00375
OG0000606	Syam.g_01387	Prap.g_00372
OG0000607	Syam.g_01384	Prap.g_00369
OG0000608	Syam.g_01383	Prap.g_00368
OG0000609	Syam.g_01380	Prap.g_00367
OG0000610	Syam.g_01373	Prap.g_00361
OG0000611	Syam.g_01370	Prap.g_00358
OG0000612	Syam.g_01369	Prap.g_00357
OG0000613	Syam.g_00170	Prap.g_00828
OG0000614	Syam.g_00801	Prap.g_00807
OG0000615	Syam.g_01332	Prap.g_00796
OG0000616	Syam.g_02430	Prap.g_01489
OG0000617	Syam.g_01240	Prap.g_00341
OG0000618	Syam.g_01239	Prap.g_00340
OG0000619	Syam.g_01238	Prap.g_00339
OG0000620	Syam.g_01233	Prap.g_00336
OG0000621	Syam.g_01232	Prap.g_00335
OG0000622	Syam.g_01231	Prap.g_00334
OG0000623	Syam.g_01230	Prap.g_00333
OG0000624	Syam.g_01228	Prap.g_00331
OG0000625	Syam.g_01227	Prap.g_00330
OG0000626	Syam.g_01226	Prap.g_00329
OG0000627	Syam.g_01065	Prap.g_00328
OG0000628	Syam.g_01067	Prap.g_00327
OG0000629	Syam.g_01070	Prap.g_00326
OG0000630	Syam.g_01074	Prap.g_00323
OG0000631	Syam.g_01084	Prap.g_00683
OG0000632	Syam.g_01085	Prap.g_00682
OG0000633	Syam.g_01086	Prap.g_00681
OG0000634	Syam.g_01294	Prap.g_00787
OG0000635	Syam.g_01293	Prap.g_00786
OG0000636	Syam.g_01291	Prap.g_00784
OG0000637	Syam.g_01289	Prap.g_00782
OG0000638	Syam.g_01288	Prap.g_00781
OG0000639	Syam.g_01287	Prap.g_00780
OG0000640	Syam.g_01286	Prap.g_00779
OG0000641	Syam.g_01282	Prap.g_00775
OG0000642	Syam.g_01281	Prap.g_00774
OG0000643	Syam.g_01280	Prap.g_00773
OG0000644	Syam.g_01279	Prap.g_00772
OG0000645	Syam.g_01277	Prap.g_00771
OG0000646	Syam.g_01274	Prap.g_00769
OG0000647	Syam.g_01272	Prap.g_00767
OG0000648	Syam.g_01269	Prap.g_00765
OG0000649	Syam.g_01268	Prap.g_00764
OG0000650	Syam.g_01267	Prap.g_00763
OG0000651	Syam.g_01266	Prap.g_00762
OG0000652	Syam.g_01265	Prap.g_00761
OG0000653	Syam.g_01263	Prap.g_00759
OG0000654	Syam.g_01262	Prap.g_00758
OG0000655	Syam.g_01261	Prap.g_00757
OG0000656	Syam.g_01258	Prap.g_00754
OG0000657	Syam.g_00739	Prap.g_00746
OG0000658	Syam.g_00735	Prap.g_00744
OG0000659	Syam.g_00734	Prap.g_00743
OG0000660	Syam.g_00730	Prap.g_00739
OG0000661	Syam.g_00728	Prap.g_00737
OG0000662	Syam.g_00726	Prap.g_00735
OG0000663	Syam.g_00723	Prap.g_00733
OG0000664	Syam.g_00722	Prap.g_00732
OG0000665	Syam.g_02027	Prap.g_00726
OG0000666	Syam.g_01030	Prap.g_00725
OG0000667	Syam.g_00937	Prap.g_00721
OG0000668	Syam.g_01185	Prap.g_00660
OG0000669	Syam.g_01358	Prap.g_00869
OG0000670	Syam.g_00528	Prap.g_00866
OG0000671	Syam.g_01354	Prap.g_00863
OG0000672	Syam.g_01351	Prap.g_00860
OG0000673	Syam.g_01348	Prap.g_00857
OG0000674	Syam.g_01346	Prap.g_00855
OG0000675	Syam.g_01345	Prap.g_00854
OG0000676	Syam.g_01343	Prap.g_00852
OG0000677	Syam.g_01342	Prap.g_00851
OG0000678	Syam.g_01339	Prap.g_00849
OG0000679	Syam.g_01323	Prap.g_00845
OG0000680	Syam.g_01322	Prap.g_00844
OG0000681	Syam.g_01319	Prap.g_00841
OG0000682	Syam.g_01318	Prap.g_00840
OG0000683	Syam.g_01317	Prap.g_00839
OG0000684	Syam.g_01312	Prap.g_00837
OG0000685	Syam.g_01310	Prap.g_00835
OG0000686	Syam.g_01309	Prap.g_00834
OG0000687	Syam.g_01308	Prap.g_00833
OG0000688	Syam.g_01304	Prap.g_00353
OG0000689	Syam.g_01302	Prap.g_00352
OG0000690	Syam.g_01301	Prap.g_00351
OG0000691	Syam.g_01300	Prap.g_00350
OG0000692	Syam.g_01299	Prap.g_00348
OG0000693	Syam.g_01298	Prap.g_00347
OG0000694	Syam.g_01297	Prap.g_00346
OG0000695	Syam.g_01088	Prap.g_00679
OG0000696	Syam.g_01089	Prap.g_00678
OG0000697	Syam.g_01091	Prap.g_00677
OG0000698	Syam.g_01094	Prap.g_00239
OG0000699	Syam.g_01096	Prap.g_00240
OG0000700	Syam.g_01097	Prap.g_00241
OG0000701	Syam.g_01098	Prap.g_00242
OG0000702	Syam.g_01106	Prap.g_00244
OG0000703	Syam.g_01107	Prap.g_00245
OG0000704	Syam.g_01109	Prap.g_00247
OG0000705	Syam.g_01116	Prap.g_00250
OG0000706	Syam.g_01117	Prap.g_00251
OG0000707	Syam.g_01118	Prap.g_00252
OG0000708	Syam.g_01121	Prap.g_00254
OG0000709	Syam.g_01131	Prap.g_00258
OG0000710	Syam.g_01135	Prap.g_00261
OG0000711	Syam.g_01165	Prap.g_00279
OG0000712	Syam.g_01167	Prap.g_00280
OG0000713	Syam.g_01168	Prap.g_00281
OG0000714	Syam.g_01170	Prap.g_00282
OG0000715	Syam.g_01172	Prap.g_00284
OG0000716	Syam.g_01176	Prap.g_00286
OG0000717	Syam.g_01177	Prap.g_00287
OG0000718	Syam.g_01181	Prap.g_00291
OG0000719	Syam.g_01183	Prap.g_00293
OG0000720	Syam.g_01197	Prap.g_00305
OG0000721	Syam.g_01199	Prap.g_00309
OG0000722	Syam.g_01200	Prap.g_00310
OG0000723	Syam.g_01224	Prap.g_00314
OG0000724	Syam.g_00768	Prap.g_00703
OG0000725	Syam.g_00777	Prap.g_00709
OG0000726	Syam.g_00778	Prap.g_00710
OG0000727	Syam.g_00779	Prap.g_00711
OG0000728	Syam.g_00781	Prap.g_00713
OG0000729	Syam.g_00105	Prap.g_00539
OG0000730	Syam.g_00454	Prap.g_00498
OG0000731	Syam.g_00466	Prap.g_01366
OG0000732	Syam.g_00051	Prap.g_01538
OG0000733	Syam.g_02339	Prap.g_01882
OG0000734	Syam.g_02128	Prap.g_00472
OG0000735	Syam.g_01810	Prap.g_00470
OG0000736	Syam.g_01809	Prap.g_00469
OG0000737	Syam.g_01808	Prap.g_00468
OG0000738	Syam.g_01803	Prap.g_00464
OG0000739	Syam.g_01802	Prap.g_00463
OG0000740	Syam.g_01801	Prap.g_00462
OG0000741	Syam.g_01798	Prap.g_00460
OG0000742	Syam.g_01796	Prap.g_00457
OG0000743	Syam.g_01794	Prap.g_00455
OG0000744	Syam.g_01793	Prap.g_00454
OG0000745	Syam.g_01791	Prap.g_00453
OG0000746	Syam.g_01789	Prap.g_00451
OG0000747	Syam.g_01788	Prap.g_00450
OG0000748	Syam.g_01779	Prap.g_00446
OG0000749	Syam.g_01776	Prap.g_00445
OG0000750	Syam.g_01775	Prap.g_00444
OG0000751	Syam.g_01770	Prap.g_00441
OG0000752	Syam.g_01768	Prap.g_00439
OG0000753	Syam.g_01765	Prap.g_00437
OG0000754	Syam.g_00910	Prap.g_00434
OG0000755	Syam.g_00900	Prap.g_00428
OG0000756	Syam.g_00899	Prap.g_00427
OG0000757	Syam.g_00891	Prap.g_00420
OG0000758	Syam.g_00890	Prap.g_00419
OG0000759	Syam.g_00889	Prap.g_00418
OG0000760	Syam.g_00888	Prap.g_00417
OG0000761	Syam.g_00886	Prap.g_00416
OG0000762	Syam.g_00884	Prap.g_00415
OG0000763	Syam.g_00882	Prap.g_00413
OG0000764	Syam.g_00881	Prap.g_00412
OG0000765	Syam.g_00864	Prap.g_00404
OG0000766	Syam.g_00863	Prap.g_00403
OG0000767	Syam.g_00861	Prap.g_00401
OG0000768	Syam.g_00860	Prap.g_00400
OG0000769	Syam.g_00858	Prap.g_00398
OG0000770	Syam.g_00855	Prap.g_01136
OG0000771	Syam.g_00762	Prap.g_00217
OG0000772	Syam.g_01005	Prap.g_01853
OG0000773	Syam.g_01816	Prap.g_00552
OG0000774	Syam.g_01820	Prap.g_00554
OG0000775	Syam.g_01823	Prap.g_00556
OG0000776	Syam.g_01824	Prap.g_00557
OG0000777	Syam.g_01825	Prap.g_00558
OG0000778	Syam.g_01826	Prap.g_00559
OG0000779	Syam.g_01832	Prap.g_00563
OG0000780	Syam.g_01835	Prap.g_00564
OG0000781	Syam.g_01839	Prap.g_00568
OG0000782	Syam.g_01840	Prap.g_00569
OG0000783	Syam.g_01841	Prap.g_00570
OG0000784	Syam.g_01842	Prap.g_00571
OG0000785	Syam.g_01844	Prap.g_00573
OG0000786	Syam.g_01700	Prap.g_00576
OG0000787	Syam.g_01701	Prap.g_00577
OG0000788	Syam.g_01455	Prap.g_01268
OG0000789	Syam.g_01044	Prap.g_00220
OG0000790	Syam.g_00570	Prap.g_00064
OG0000791	Syam.g_00568	Prap.g_00066
OG0000792	Syam.g_00567	Prap.g_00067
OG0000793	Syam.g_00562	Prap.g_00070
OG0000794	Syam.g_00561	Prap.g_00071
OG0000795	Syam.g_00560	Prap.g_00072
OG0000796	Syam.g_00556	Prap.g_00076
OG0000797	Syam.g_00555	Prap.g_00077
OG0000799	Syam.g_01585	Prap.g_00104
OG0000800	Syam.g_01588	Prap.g_00105
OG0000801	Syam.g_01589	Prap.g_00106
OG0000802	Syam.g_01592	Prap.g_00108
OG0000803	Syam.g_01597	Prap.g_00110
OG0000804	Syam.g_01600	Prap.g_00111
OG0000805	Syam.g_01602	Prap.g_00113
OG0000806	Syam.g_01604	Prap.g_00115
OG0000807	Syam.g_01606	Prap.g_00116
OG0000808	Syam.g_01607	Prap.g_00117
OG0000809	Syam.g_01610	Prap.g_00119
OG0000810	Syam.g_01611	Prap.g_00120
OG0000811	Syam.g_01616	Prap.g_00124
OG0000812	Syam.g_01618	Prap.g_00126
OG0000813	Syam.g_01619	Prap.g_00127
OG0000814	Syam.g_01621	Prap.g_00129
OG0000815	Syam.g_01622	Prap.g_00130
OG0000816	Syam.g_01624	Prap.g_00132
OG0000817	Syam.g_01625	Prap.g_00133
OG0000818	Syam.g_01631	Prap.g_00138
OG0000819	Syam.g_01632	Prap.g_00139
OG0000820	Syam.g_01633	Prap.g_00140
OG0000821	Syam.g_01639	Prap.g_00144
OG0000822	Syam.g_01641	Prap.g_00145
OG0000823	Syam.g_01642	Prap.g_00146
OG0000824	Syam.g_01648	Prap.g_00149
OG0000825	Syam.g_01649	Prap.g_00150
OG0000826	Syam.g_01650	Prap.g_00151
OG0000827	Syam.g_01651	Prap.g_00152
OG0000828	Syam.g_01655	Prap.g_00155
OG0000829	Syam.g_01656	Prap.g_00156
OG0000830	Syam.g_01657	Prap.g_00157
OG0000831	Syam.g_01659	Prap.g_00159
OG0000832	Syam.g_01923	Prap.g_00169
OG0000833	Syam.g_01932	Prap.g_00178
OG0000834	Syam.g_01933	Prap.g_00179
OG0000835	Syam.g_01934	Prap.g_00180
OG0000836	Syam.g_01937	Prap.g_00181
OG0000837	Syam.g_01938	Prap.g_00182
OG0000838	Syam.g_01946	Prap.g_00184
OG0000839	Syam.g_01947	Prap.g_00185
OG0000840	Syam.g_01948	Prap.g_00186
OG0000841	Syam.g_01949	Prap.g_00187
OG0000842	Syam.g_01950	Prap.g_00188
OG0000843	Syam.g_01951	Prap.g_00189
OG0000844	Syam.g_01953	Prap.g_00190
OG0000845	Syam.g_01954	Prap.g_00191
OG0000846	Syam.g_01955	Prap.g_00192
OG0000847	Syam.g_01956	Prap.g_00193
OG0000848	Syam.g_01958	Prap.g_00194
OG0000849	Syam.g_01959	Prap.g_00195
OG0000850	Syam.g_01961	Prap.g_00197
OG0000851	Syam.g_01966	Prap.g_00198
OG0000852	Syam.g_01967	Prap.g_00199
OG0000853	Syam.g_01971	Prap.g_00205
OG0000854	Syam.g_01973	Prap.g_00207
OG0000855	Syam.g_01974	Prap.g_00208
OG0000856	Syam.g_01483	Prap.g_01139
OG0000857	Syam.g_01273	Prap.g_00768
OG0000858	Syam.g_01980	Prap.g_01786
OG0000859	Syam.g_01981	Prap.g_01785
OG0000860	Syam.g_01992	Prap.g_01777
OG0000861	Syam.g_01993	Prap.g_01776
OG0000862	Syam.g_01994	Prap.g_01775
OG0000863	Syam.g_01996	Prap.g_01773
OG0000864	Syam.g_01997	Prap.g_01772
OG0000865	Syam.g_01998	Prap.g_01771
OG0000866	Syam.g_01999	Prap.g_01770
OG0000867	Syam.g_02000	Prap.g_01769
OG0000868	Syam.g_02003	Prap.g_01767
OG0000869	Syam.g_02007	Prap.g_01764
OG0000870	Syam.g_02012	Prap.g_01759
OG0000871	Syam.g_02013	Prap.g_01758
OG0000872	Syam.g_02021	Prap.g_01757
OG0000873	Syam.g_02024	Prap.g_01753
OG0000874	Syam.g_02019	Prap.g_01750
OG0000875	Syam.g_02026	Prap.g_01749
OG0000876	Syam.g_01877	Prap.g_01748
OG0000877	Syam.g_01882	Prap.g_01746
OG0000878	Syam.g_01883	Prap.g_01745
OG0000879	Syam.g_01884	Prap.g_01744
OG0000880	Syam.g_01885	Prap.g_01743
OG0000881	Syam.g_01891	Prap.g_01739
OG0000882	Syam.g_01896	Prap.g_01734
OG0000883	Syam.g_01898	Prap.g_01732
OG0000884	Syam.g_01900	Prap.g_01730
OG0000885	Syam.g_01901	Prap.g_01729
OG0000886	Syam.g_01902	Prap.g_01728
OG0000887	Syam.g_01903	Prap.g_01727
OG0000888	Syam.g_01905	Prap.g_01725
OG0000889	Syam.g_01907	Prap.g_01723
OG0000890	Syam.g_01910	Prap.g_01722
OG0000891	Syam.g_01911	Prap.g_01721
OG0000892	Syam.g_01913	Prap.g_01719
OG0000893	Syam.g_00287	Prap.g_01715
OG0000894	Syam.g_00290	Prap.g_01712
OG0000895	Syam.g_00294	Prap.g_01708
OG0000896	Syam.g_00295	Prap.g_01707
OG0000897	Syam.g_00297	Prap.g_01705
OG0000898	Syam.g_00298	Prap.g_01704
OG0000899	Syam.g_00299	Prap.g_01703
OG0000900	Syam.g_00300	Prap.g_01702
OG0000901	Syam.g_00305	Prap.g_01699
OG0000902	Syam.g_00307	Prap.g_01697
OG0000903	Syam.g_00322	Prap.g_01693
OG0000904	Syam.g_00317	Prap.g_01689
OG0000905	Syam.g_00312	Prap.g_01695
OG0000906	Syam.g_00309	Prap.g_01696
OG0000907	Syam.g_00324	Prap.g_01686
OG0000908	Syam.g_00327	Prap.g_01683
OG0000909	Syam.g_00328	Prap.g_01682
OG0000910	Syam.g_00329	Prap.g_01681
OG0000911	Syam.g_00331	Prap.g_01679
OG0000912	Syam.g_00332	Prap.g_01678
OG0000913	Syam.g_00333	Prap.g_01677
OG0000914	Syam.g_00334	Prap.g_01676
OG0000915	Syam.g_00336	Prap.g_01675
OG0000916	Syam.g_00337	Prap.g_01674
OG0000917	Syam.g_00338	Prap.g_01673
OG0000918	Syam.g_00339	Prap.g_01672
OG0000919	Syam.g_00340	Prap.g_01671
OG0000920	Syam.g_00341	Prap.g_01670
OG0000921	Syam.g_00342	Prap.g_01669
OG0000922	Syam.g_00343	Prap.g_01668
OG0000923	Syam.g_00347	Prap.g_01664
OG0000924	Syam.g_00348	Prap.g_01663
OG0000925	Syam.g_00349	Prap.g_01662
OG0000926	Syam.g_00350	Prap.g_01661
OG0000927	Syam.g_00352	Prap.g_01659
OG0000928	Syam.g_00353	Prap.g_01658
OG0000929	Syam.g_00354	Prap.g_01657
OG0000930	Syam.g_00355	Prap.g_01656
OG0000931	Syam.g_00356	Prap.g_01655
OG0000932	Syam.g_00357	Prap.g_01654
OG0000933	Syam.g_00363	Prap.g_01650
OG0000934	Syam.g_00365	Prap.g_01647
OG0000935	Syam.g_00366	Prap.g_01646
OG0000936	Syam.g_00368	Prap.g_01645
OG0000937	Syam.g_00369	Prap.g_01644
OG0000938	Syam.g_00373	Prap.g_01641
OG0000939	Syam.g_00374	Prap.g_01640
OG0000940	Syam.g_00381	Prap.g_01633
OG0000941	Syam.g_00383	Prap.g_01631
OG0000942	Syam.g_00385	Prap.g_01629
OG0000943	Syam.g_00386	Prap.g_01628
OG0000944	Syam.g_00388	Prap.g_01626
OG0000945	Syam.g_00390	Prap.g_01625
OG0000946	Syam.g_00395	Prap.g_01620
OG0000947	Syam.g_00398	Prap.g_01618
OG0000948	Syam.g_00399	Prap.g_01617
OG0000949	Syam.g_00159	Prap.g_01614
OG0000950	Syam.g_00150	Prap.g_01607
OG0000951	Syam.g_00145	Prap.g_01603
OG0000952	Syam.g_00140	Prap.g_01599
OG0000953	Syam.g_00136	Prap.g_01595
OG0000954	Syam.g_00131	Prap.g_01591
OG0000955	Syam.g_00130	Prap.g_01590
OG0000956	Syam.g_00128	Prap.g_01588
OG0000957	Syam.g_00117	Prap.g_01582
OG0000958	Syam.g_00116	Prap.g_01581
OG0000959	Syam.g_00112	Prap.g_01577
OG0000960	Syam.g_00111	Prap.g_01576
OG0000961	Syam.g_00108	Prap.g_01573
OG0000962	Syam.g_00106	Prap.g_01571
OG0000963	Syam.g_00101	Prap.g_01567
OG0000964	Syam.g_00100	Prap.g_01566
OG0000965	Syam.g_00099	Prap.g_01565
OG0000966	Syam.g_00074	Prap.g_01559
OG0000967	Syam.g_00069	Prap.g_01555
OG0000968	Syam.g_00077	Prap.g_01553
OG0000969	Syam.g_00072	Prap.g_01552
OG0000970	Syam.g_00071	Prap.g_01551
OG0000971	Syam.g_00066	Prap.g_01550
OG0000972	Syam.g_00065	Prap.g_01549
OG0000973	Syam.g_00064	Prap.g_01548
OG0000974	Syam.g_00063	Prap.g_01547
OG0000975	Syam.g_00062	Prap.g_01546
OG0000976	Syam.g_00061	Prap.g_01545
OG0000977	Syam.g_00059	Prap.g_01544
OG0000978	Syam.g_00058	Prap.g_01543
OG0000979	Syam.g_00055	Prap.g_01541
OG0000980	Syam.g_00052	Prap.g_01539
OG0000981	Syam.g_00049	Prap.g_01536
OG0000982	Syam.g_02314	Prap.g_01534
OG0000983	Syam.g_02315	Prap.g_01533
OG0000984	Syam.g_02316	Prap.g_01532
OG0000985	Syam.g_02318	Prap.g_01529
OG0000986	Syam.g_02320	Prap.g_01527
OG0000987	Syam.g_02322	Prap.g_01526
OG0000988	Syam.g_02327	Prap.g_01523
OG0000989	Syam.g_02334	Prap.g_01519
OG0000990	Syam.g_02346	Prap.g_01515
OG0000991	Syam.g_02348	Prap.g_01514
OG0000992	Syam.g_02351	Prap.g_01511
OG0000993	Syam.g_02352	Prap.g_01510
OG0000994	Syam.g_02354	Prap.g_01509
OG0000995	Syam.g_02359	Prap.g_01505
OG0000996	Syam.g_02405	Prap.g_01504
OG0000997	Syam.g_02416	Prap.g_01501
OG0000998	Syam.g_02418	Prap.g_01499
OG0000999	Syam.g_02419	Prap.g_01498
OG0001000	Syam.g_02422	Prap.g_01495
OG0001001	Syam.g_02427	Prap.g_01492
OG0001002	Syam.g_02433	Prap.g_01874
OG0001003	Syam.g_02434	Prap.g_01873
OG0001004	Syam.g_02435	Prap.g_01872
OG0001005	Syam.g_02436	Prap.g_01871
OG0001006	Syam.g_02444	Prap.g_00056
OG0001007	Syam.g_02446	Prap.g_00054
OG0001008	Syam.g_01866	Prap.g_01329
OG0001009	Syam.g_00032	Prap.g_00928
OG0001010	Syam.g_00033	Prap.g_00927
OG0001011	Syam.g_00034	Prap.g_00925
OG0001012	Syam.g_02310	Prap.g_00911
OG0001013	Syam.g_02296	Prap.g_00904
OG0001014	Syam.g_02292	Prap.g_00901
OG0001015	Syam.g_02291	Prap.g_00899
OG0001016	Syam.g_02067	Prap.g_00877
OG0001017	Syam.g_02073	Prap.g_01100
OG0001018	Syam.g_02075	Prap.g_01098
OG0001019	Syam.g_02093	Prap.g_01089
OG0001020	Syam.g_02098	Prap.g_01088
OG0001021	Syam.g_02102	Prap.g_01087
OG0001022	Syam.g_02106	Prap.g_01084
OG0001023	Syam.g_02107	Prap.g_01083
OG0001024	Syam.g_02111	Prap.g_01079
OG0001025	Syam.g_02118	Prap.g_01072
OG0001026	Syam.g_02130	Prap.g_01063
OG0001027	Syam.g_02135	Prap.g_01062
OG0001028	Syam.g_02137	Prap.g_01060
OG0001029	Syam.g_02139	Prap.g_01059
OG0001030	Syam.g_02163	Prap.g_01043
OG0001031	Syam.g_02239	Prap.g_00983
OG0001032	Syam.g_02241	Prap.g_00982
OG0001033	Syam.g_02265	Prap.g_00961
OG0001034	Syam.g_00508	Prap.g_01476
OG0001035	Syam.g_00265	Prap.g_01456
OG0001036	Syam.g_00261	Prap.g_01452
OG0001037	Syam.g_00259	Prap.g_01451
OG0001038	Syam.g_00232	Prap.g_01432
OG0001039	Syam.g_00229	Prap.g_01429
OG0001040	Syam.g_00226	Prap.g_01427
OG0001041	Syam.g_00221	Prap.g_01422
OG0001042	Syam.g_00196	Prap.g_01405
OG0001043	Syam.g_00192	Prap.g_01404
OG0001044	Syam.g_00456	Prap.g_01373
OG0001045	Syam.g_00469	Prap.g_01364
OG0001046	Syam.g_01151	Prap.g_01827
OG0001047	Syam.g_01864	Prap.g_01327
OG0001048	Syam.g_01863	Prap.g_01326
OG0001049	Syam.g_01855	Prap.g_01324
OG0001050	Syam.g_01854	Prap.g_01323
OG0001051	Syam.g_01853	Prap.g_01322
OG0001052	Syam.g_01672	Prap.g_01296
OG0001053	Syam.g_00586	Prap.g_01284
OG0001054	Syam.g_00603	Prap.g_01269
OG0001055	Syam.g_00624	Prap.g_01250
OG0001056	Syam.g_00656	Prap.g_01233
OG0001057	Syam.g_00664	Prap.g_01228
OG0001058	Syam.g_00677	Prap.g_01220
OG0001059	Syam.g_00681	Prap.g_01216
OG0001060	Syam.g_00688	Prap.g_01210
OG0001061	Syam.g_01744	Prap.g_01195
OG0001062	Syam.g_01742	Prap.g_01193
OG0001063	Syam.g_01737	Prap.g_01191
OG0001064	Syam.g_01736	Prap.g_01190
OG0001065	Syam.g_01735	Prap.g_01189
OG0001066	Syam.g_01734	Prap.g_01188
OG0001067	Syam.g_01733	Prap.g_01187
OG0001068	Syam.g_01732	Prap.g_01186
OG0001069	Syam.g_01731	Prap.g_01185
OG0001070	Syam.g_01728	Prap.g_01181
OG0001071	Syam.g_01727	Prap.g_01180
OG0001072	Syam.g_01723	Prap.g_01178
OG0001073	Syam.g_01709	Prap.g_01164
OG0001074	Syam.g_01504	Prap.g_01152
OG0001075	Syam.g_01502	Prap.g_01151
OG0001076	Syam.g_01491	Prap.g_01144
OG0001077	Syam.g_01480	Prap.g_01138
OG0001078	Syam.g_01467	Prap.g_00391
OG0001079	Syam.g_01454	Prap.g_00379
OG0001080	Syam.g_01034	Prap.g_00373
OG0001081	Syam.g_01386	Prap.g_00371
OG0001082	Syam.g_01385	Prap.g_00370
OG0001083	Syam.g_01377	Prap.g_00365
OG0001084	Syam.g_01376	Prap.g_00364
OG0001085	Syam.g_01366	Prap.g_00831
OG0001086	Syam.g_01364	Prap.g_00830
OG0001087	Syam.g_00813	Prap.g_00812
OG0001088	Syam.g_00809	Prap.g_00811
OG0001089	Syam.g_00785	Prap.g_00800
OG0001090	Syam.g_01246	Prap.g_00790
OG0001091	Syam.g_01244	Prap.g_00344
OG0001092	Syam.g_01242	Prap.g_00343
OG0001093	Syam.g_01236	Prap.g_00338
OG0001094	Syam.g_01296	Prap.g_00345
OG0001095	Syam.g_01276	Prap.g_00770
OG0001096	Syam.g_01260	Prap.g_00756
OG0001097	Syam.g_00727	Prap.g_00736
OG0001098	Syam.g_01037	Prap.g_00717
OG0001099	Syam.g_02138	Prap.g_00655
OG0001100	Syam.g_01356	Prap.g_00867
OG0001101	Syam.g_01355	Prap.g_00864
OG0001103	Syam.g_01350	Prap.g_00859
OG0001104	Syam.g_01311	Prap.g_00836
OG0001105	Syam.g_01307	Prap.g_00832
OG0001106	Syam.g_01110	Prap.g_00248
OG0001107	Syam.g_01122	Prap.g_00255
OG0001108	Syam.g_01132	Prap.g_00259
OG0001109	Syam.g_01134	Prap.g_00260
OG0001110	Syam.g_01136	Prap.g_00262
OG0001111	Syam.g_01138	Prap.g_00263
OG0001112	Syam.g_01140	Prap.g_00264
OG0001113	Syam.g_01141	Prap.g_00265
OG0001114	Syam.g_01142	Prap.g_00266
OG0001115	Syam.g_01146	Prap.g_00268
OG0001116	Syam.g_01148	Prap.g_00269
OG0001117	Syam.g_01149	Prap.g_00270
OG0001118	Syam.g_01150	Prap.g_00271
OG0001119	Syam.g_01152	Prap.g_00272
OG0001120	Syam.g_01156	Prap.g_00274
OG0001122	Syam.g_01184	Prap.g_00294
OG0001123	Syam.g_01191	Prap.g_00300
OG0001124	Syam.g_01194	Prap.g_00302
OG0001125	Syam.g_01196	Prap.g_00304
OG0001126	Syam.g_00757	Prap.g_00697
OG0001127	Syam.g_00758	Prap.g_00698
OG0001128	Syam.g_00764	Prap.g_00700
OG0001129	Syam.g_00766	Prap.g_00701
OG0001130	Syam.g_00767	Prap.g_00702
OG0001131	Syam.g_01337	Prap.g_01345
OG0001132	Syam.g_01020	Prap.g_00020
OG0001134	Syam.g_00915	Prap.g_01883
OG0001136	Syam.g_01797	Prap.g_00459
OG0001137	Syam.g_01780	Prap.g_00447
OG0001138	Syam.g_00898	Prap.g_00426
OG0001139	Syam.g_00896	Prap.g_00424
OG0001140	Syam.g_00895	Prap.g_00423
OG0001141	Syam.g_00894	Prap.g_00422
OG0001142	Syam.g_00892	Prap.g_00421
OG0001143	Syam.g_00883	Prap.g_00414
OG0001144	Syam.g_00873	Prap.g_00409
OG0001145	Syam.g_01817	Prap.g_00553
OG0001146	Syam.g_01836	Prap.g_00565
OG0001147	Syam.g_01665	Prap.g_00585
OG0001148	Syam.g_00573	Prap.g_00061
OG0001149	Syam.g_00572	Prap.g_00062
OG0001150	Syam.g_00571	Prap.g_00063
OG0001151	Syam.g_00558	Prap.g_00074
OG0001152	Syam.g_00557	Prap.g_00075
OG0001153	Syam.g_01652	Prap.g_00153
OG0001154	Syam.g_01654	Prap.g_00154
OG0001155	Syam.g_01925	Prap.g_00171
OG0001156	Syam.g_01928	Prap.g_00174
OG0001157	Syam.g_01929	Prap.g_00175
OG0001158	Syam.g_01930	Prap.g_00176
OG0001159	Syam.g_01931	Prap.g_00177
OG0001160	Syam.g_01969	Prap.g_00203
OG0001161	Syam.g_02338	Prap.g_01836
OG0001162	Syam.g_01257	Prap.g_01907
OG0001163	Syam.g_01977	Prap.g_01788
OG0001164	Syam.g_01983	Prap.g_01784
OG0001165	Syam.g_01988	Prap.g_01781
OG0001166	Syam.g_02011	Prap.g_01760
OG0001167	Syam.g_01888	Prap.g_01742
OG0001168	Syam.g_01890	Prap.g_01740
OG0001169	Syam.g_01892	Prap.g_01738
OG0001170	Syam.g_01894	Prap.g_01736
OG0001171	Syam.g_01904	Prap.g_01726
OG0001172	Syam.g_00292	Prap.g_01710
OG0001173	Syam.g_00293	Prap.g_01709
OG0001174	Syam.g_00301	Prap.g_01701
OG0001175	Syam.g_00302	Prap.g_01700
OG0001176	Syam.g_00321	Prap.g_01692
