Orthogroup	Syam	Pram
OG0000590	Syam.g_01493	Pram.g_00560
OG0000591	Syam.g_01486	Pram.g_00564
OG0000592	Syam.g_01485	Pram.g_00565
OG0000593	Syam.g_01471	Pram.g_01078
OG0000594	Syam.g_01470	Pram.g_01077
OG0000595	Syam.g_01469	Pram.g_01076
OG0000596	Syam.g_01465	Pram.g_01073
OG0000597	Syam.g_01462	Pram.g_01070
OG0000598	Syam.g_01461	Pram.g_01069
OG0000599	Syam.g_01458	Pram.g_01066
OG0000600	Syam.g_01457	Pram.g_01065
OG0000601	Syam.g_01456	Pram.g_01064
OG0000602	Syam.g_01451	Pram.g_01062
OG0000603	Syam.g_01450	Pram.g_01061
OG0000604	Syam.g_01447	Pram.g_01060
OG0000605	Syam.g_01031	Pram.g_01059
OG0000606	Syam.g_01387	Pram.g_01056
OG0000607	Syam.g_01384	Pram.g_01053
OG0000608	Syam.g_01383	Pram.g_01052
OG0000609	Syam.g_01380	Pram.g_01051
OG0000610	Syam.g_01373	Pram.g_01045
OG0000611	Syam.g_01370	Pram.g_01042
OG0000612	Syam.g_01369	Pram.g_01041
OG0000613	Syam.g_00170	Pram.g_00763
OG0000614	Syam.g_00801	Pram.g_00784
OG0000615	Syam.g_01332	Pram.g_00795
OG0000616	Syam.g_02430	Pram.g_01927
OG0000617	Syam.g_01240	Pram.g_01024
OG0000618	Syam.g_01239	Pram.g_01023
OG0000619	Syam.g_01238	Pram.g_01022
OG0000620	Syam.g_01233	Pram.g_01019
OG0000621	Syam.g_01232	Pram.g_01018
OG0000622	Syam.g_01231	Pram.g_01017
OG0000623	Syam.g_01230	Pram.g_01016
OG0000624	Syam.g_01228	Pram.g_01014
OG0000625	Syam.g_01227	Pram.g_01013
OG0000626	Syam.g_01226	Pram.g_01012
OG0000627	Syam.g_01065	Pram.g_01011
OG0000628	Syam.g_01067	Pram.g_01010
OG0000629	Syam.g_01070	Pram.g_01008
OG0000630	Syam.g_01074	Pram.g_01005
OG0000631	Syam.g_01084	Pram.g_00913
OG0000632	Syam.g_01085	Pram.g_00914
OG0000633	Syam.g_01086	Pram.g_00915
OG0000634	Syam.g_01294	Pram.g_00805
OG0000635	Syam.g_01293	Pram.g_00806
OG0000636	Syam.g_01291	Pram.g_00808
OG0000637	Syam.g_01289	Pram.g_00810
OG0000638	Syam.g_01288	Pram.g_00811
OG0000639	Syam.g_01287	Pram.g_00812
OG0000640	Syam.g_01286	Pram.g_00813
OG0000641	Syam.g_01282	Pram.g_00817
OG0000642	Syam.g_01281	Pram.g_00818
OG0000643	Syam.g_01280	Pram.g_00819
OG0000644	Syam.g_01279	Pram.g_00820
OG0000645	Syam.g_01277	Pram.g_00821
OG0000646	Syam.g_01274	Pram.g_00823
OG0000647	Syam.g_01272	Pram.g_00825
OG0000648	Syam.g_01269	Pram.g_00827
OG0000649	Syam.g_01268	Pram.g_00828
OG0000650	Syam.g_01267	Pram.g_00829
OG0000651	Syam.g_01266	Pram.g_00830
OG0000652	Syam.g_01265	Pram.g_00831
OG0000653	Syam.g_01263	Pram.g_00833
OG0000654	Syam.g_01262	Pram.g_00834
OG0000655	Syam.g_01261	Pram.g_00835
OG0000656	Syam.g_01258	Pram.g_00838
OG0000657	Syam.g_00739	Pram.g_00845
OG0000658	Syam.g_00735	Pram.g_00847
OG0000659	Syam.g_00734	Pram.g_00848
OG0000660	Syam.g_00730	Pram.g_00852
OG0000661	Syam.g_00728	Pram.g_00854
OG0000662	Syam.g_00726	Pram.g_00857
OG0000663	Syam.g_00723	Pram.g_00859
OG0000664	Syam.g_00722	Pram.g_00860
OG0000665	Syam.g_02027	Pram.g_00866
OG0000666	Syam.g_01030	Pram.g_00867
OG0000667	Syam.g_00937	Pram.g_00872
OG0000668	Syam.g_01185	Pram.g_00713
OG0000669	Syam.g_01358	Pram.g_00724
OG0000670	Syam.g_00528	Pram.g_00727
OG0000671	Syam.g_01354	Pram.g_00729
OG0000672	Syam.g_01351	Pram.g_00732
OG0000673	Syam.g_01348	Pram.g_00735
OG0000674	Syam.g_01346	Pram.g_00737
OG0000675	Syam.g_01345	Pram.g_00738
OG0000676	Syam.g_01343	Pram.g_00740
OG0000677	Syam.g_01342	Pram.g_00741
OG0000678	Syam.g_01339	Pram.g_00743
OG0000679	Syam.g_01323	Pram.g_00747
OG0000680	Syam.g_01322	Pram.g_00748
OG0000681	Syam.g_01319	Pram.g_00751
OG0000682	Syam.g_01318	Pram.g_00752
OG0000683	Syam.g_01317	Pram.g_00753
OG0000684	Syam.g_01312	Pram.g_00754
OG0000685	Syam.g_01310	Pram.g_00756
OG0000686	Syam.g_01309	Pram.g_00757
OG0000687	Syam.g_01308	Pram.g_00758
OG0000688	Syam.g_01304	Pram.g_01036
OG0000689	Syam.g_01302	Pram.g_01035
OG0000690	Syam.g_01301	Pram.g_01034
OG0000691	Syam.g_01300	Pram.g_01033
OG0000692	Syam.g_01299	Pram.g_01031
OG0000693	Syam.g_01298	Pram.g_01030
OG0000694	Syam.g_01297	Pram.g_01029
OG0000695	Syam.g_01088	Pram.g_00917
OG0000696	Syam.g_01089	Pram.g_00918
OG0000697	Syam.g_01091	Pram.g_00919
OG0000698	Syam.g_01094	Pram.g_00922
OG0000699	Syam.g_01096	Pram.g_00923
OG0000700	Syam.g_01097	Pram.g_00924
OG0000701	Syam.g_01098	Pram.g_00925
OG0000702	Syam.g_01106	Pram.g_00927
OG0000703	Syam.g_01107	Pram.g_00928
OG0000704	Syam.g_01109	Pram.g_00930
OG0000705	Syam.g_01116	Pram.g_00936
OG0000706	Syam.g_01117	Pram.g_00937
OG0000707	Syam.g_01118	Pram.g_00938
OG0000708	Syam.g_01121	Pram.g_00940
OG0000709	Syam.g_01131	Pram.g_00944
OG0000710	Syam.g_01135	Pram.g_00947
OG0000711	Syam.g_01165	Pram.g_00963
OG0000712	Syam.g_01167	Pram.g_00964
OG0000713	Syam.g_01168	Pram.g_00965
OG0000714	Syam.g_01170	Pram.g_00966
OG0000715	Syam.g_01172	Pram.g_00968
OG0000716	Syam.g_01176	Pram.g_00970
OG0000717	Syam.g_01177	Pram.g_00971
OG0000718	Syam.g_01181	Pram.g_00973
OG0000719	Syam.g_01183	Pram.g_00975
OG0000720	Syam.g_01197	Pram.g_00986
OG0000721	Syam.g_01199	Pram.g_00990
OG0000722	Syam.g_01200	Pram.g_00991
OG0000723	Syam.g_01224	Pram.g_00995
OG0000724	Syam.g_00768	Pram.g_00893
OG0000725	Syam.g_00777	Pram.g_00887
OG0000726	Syam.g_00778	Pram.g_00886
OG0000727	Syam.g_00779	Pram.g_00885
OG0000728	Syam.g_00781	Pram.g_00883
OG0000729	Syam.g_00105	Pram.g_01208
OG0000730	Syam.g_00454	Pram.g_01182
OG0000731	Syam.g_00466	Pram.g_00335
OG0000733	Syam.g_02339	Pram.g_01547
OG0000734	Syam.g_02128	Pram.g_01156
OG0000735	Syam.g_01810	Pram.g_01154
OG0000736	Syam.g_01809	Pram.g_01153
OG0000737	Syam.g_01808	Pram.g_01152
OG0000738	Syam.g_01803	Pram.g_01148
OG0000739	Syam.g_01802	Pram.g_01147
OG0000740	Syam.g_01801	Pram.g_01146
OG0000741	Syam.g_01798	Pram.g_01144
OG0000742	Syam.g_01796	Pram.g_01141
OG0000743	Syam.g_01794	Pram.g_01139
OG0000744	Syam.g_01793	Pram.g_01137
OG0000745	Syam.g_01791	Pram.g_01136
OG0000746	Syam.g_01789	Pram.g_01134
OG0000747	Syam.g_01788	Pram.g_01133
OG0000748	Syam.g_01779	Pram.g_01129
OG0000749	Syam.g_01776	Pram.g_01128
OG0000750	Syam.g_01775	Pram.g_01127
OG0000751	Syam.g_01770	Pram.g_01124
OG0000752	Syam.g_01768	Pram.g_01122
OG0000753	Syam.g_01765	Pram.g_01119
OG0000754	Syam.g_00910	Pram.g_01117
OG0000755	Syam.g_00900	Pram.g_01111
OG0000756	Syam.g_00899	Pram.g_01110
OG0000757	Syam.g_00891	Pram.g_01103
OG0000758	Syam.g_00890	Pram.g_01102
OG0000759	Syam.g_00889	Pram.g_01101
OG0000760	Syam.g_00888	Pram.g_01100
OG0000761	Syam.g_00886	Pram.g_01099
OG0000762	Syam.g_00884	Pram.g_01098
OG0000763	Syam.g_00882	Pram.g_01096
OG0000764	Syam.g_00881	Pram.g_01095
OG0000765	Syam.g_00864	Pram.g_01087
OG0000766	Syam.g_00863	Pram.g_01086
OG0000767	Syam.g_00861	Pram.g_01084
OG0000768	Syam.g_00860	Pram.g_01083
OG0000769	Syam.g_00858	Pram.g_01081
OG0000770	Syam.g_00855	Pram.g_00570
OG0000771	Syam.g_00762	Pram.g_01254
OG0000772	Syam.g_01005	Pram.g_01569
OG0000773	Syam.g_01816	Pram.g_01221
OG0000774	Syam.g_01820	Pram.g_01223
OG0000775	Syam.g_01823	Pram.g_01225
OG0000776	Syam.g_01824	Pram.g_01226
OG0000777	Syam.g_01825	Pram.g_01227
OG0000778	Syam.g_01826	Pram.g_01228
OG0000779	Syam.g_01832	Pram.g_01232
OG0000780	Syam.g_01835	Pram.g_01233
OG0000781	Syam.g_01839	Pram.g_01236
OG0000782	Syam.g_01840	Pram.g_01237
OG0000783	Syam.g_01841	Pram.g_01238
OG0000784	Syam.g_01842	Pram.g_01239
OG0000785	Syam.g_01844	Pram.g_01241
OG0000786	Syam.g_01700	Pram.g_01244
OG0000787	Syam.g_01701	Pram.g_01245
OG0000788	Syam.g_01455	Pram.g_01271
OG0000789	Syam.g_01044	Pram.g_01281
OG0000790	Syam.g_00570	Pram.g_01463
OG0000791	Syam.g_00568	Pram.g_01461
OG0000792	Syam.g_00567	Pram.g_01460
OG0000793	Syam.g_00562	Pram.g_01456
OG0000794	Syam.g_00561	Pram.g_01455
OG0000795	Syam.g_00560	Pram.g_01454
OG0000796	Syam.g_00556	Pram.g_01450
OG0000797	Syam.g_00555	Pram.g_01449
OG0000798	Syam.g_00233	Pram.g_01444
OG0000799	Syam.g_01585	Pram.g_01398
OG0000800	Syam.g_01588	Pram.g_01397
OG0000801	Syam.g_01589	Pram.g_01396
OG0000802	Syam.g_01592	Pram.g_01394
OG0000803	Syam.g_01597	Pram.g_01392
OG0000804	Syam.g_01600	Pram.g_01391
OG0000805	Syam.g_01602	Pram.g_01389
OG0000806	Syam.g_01604	Pram.g_01387
OG0000807	Syam.g_01606	Pram.g_01386
OG0000808	Syam.g_01607	Pram.g_01385
OG0000809	Syam.g_01610	Pram.g_01383
OG0000810	Syam.g_01611	Pram.g_01382
OG0000811	Syam.g_01616	Pram.g_01375
OG0000812	Syam.g_01618	Pram.g_01373
OG0000813	Syam.g_01619	Pram.g_01372
OG0000814	Syam.g_01621	Pram.g_01370
OG0000815	Syam.g_01622	Pram.g_01369
OG0000816	Syam.g_01624	Pram.g_01367
OG0000817	Syam.g_01625	Pram.g_01366
OG0000818	Syam.g_01631	Pram.g_01361
OG0000819	Syam.g_01632	Pram.g_01360
OG0000820	Syam.g_01633	Pram.g_01359
OG0000821	Syam.g_01639	Pram.g_01355
OG0000822	Syam.g_01641	Pram.g_01354
OG0000823	Syam.g_01642	Pram.g_01353
OG0000824	Syam.g_01648	Pram.g_01350
OG0000825	Syam.g_01649	Pram.g_01349
OG0000826	Syam.g_01650	Pram.g_01348
OG0000827	Syam.g_01651	Pram.g_01347
OG0000828	Syam.g_01655	Pram.g_01344
OG0000829	Syam.g_01656	Pram.g_01343
OG0000830	Syam.g_01657	Pram.g_01342
OG0000831	Syam.g_01659	Pram.g_01340
OG0000832	Syam.g_01923	Pram.g_01330
OG0000833	Syam.g_01932	Pram.g_01321
OG0000834	Syam.g_01933	Pram.g_01320
OG0000835	Syam.g_01934	Pram.g_01319
OG0000836	Syam.g_01937	Pram.g_01318
OG0000837	Syam.g_01938	Pram.g_01317
OG0000838	Syam.g_01946	Pram.g_01314
OG0000839	Syam.g_01947	Pram.g_01313
OG0000840	Syam.g_01948	Pram.g_01312
OG0000841	Syam.g_01949	Pram.g_01311
OG0000842	Syam.g_01950	Pram.g_01310
OG0000843	Syam.g_01951	Pram.g_01309
OG0000844	Syam.g_01953	Pram.g_01308
OG0000845	Syam.g_01954	Pram.g_01307
OG0000846	Syam.g_01955	Pram.g_01306
OG0000847	Syam.g_01956	Pram.g_01305
OG0000848	Syam.g_01958	Pram.g_01304
OG0000849	Syam.g_01959	Pram.g_01303
OG0000850	Syam.g_01961	Pram.g_01301
OG0000851	Syam.g_01966	Pram.g_01300
OG0000852	Syam.g_01967	Pram.g_01299
OG0000853	Syam.g_01971	Pram.g_01294
OG0000854	Syam.g_01973	Pram.g_01292
OG0000855	Syam.g_01974	Pram.g_01291
OG0000856	Syam.g_01483	Pram.g_00567
OG0000857	Syam.g_01273	Pram.g_00824
OG0000858	Syam.g_01980	Pram.g_01625
OG0000859	Syam.g_01981	Pram.g_01626
OG0000860	Syam.g_01992	Pram.g_01634
OG0000861	Syam.g_01993	Pram.g_01635
OG0000862	Syam.g_01994	Pram.g_01636
OG0000863	Syam.g_01996	Pram.g_01638
OG0000864	Syam.g_01997	Pram.g_01639
OG0000865	Syam.g_01998	Pram.g_01640
OG0000866	Syam.g_01999	Pram.g_01641
OG0000867	Syam.g_02000	Pram.g_01642
OG0000868	Syam.g_02003	Pram.g_01644
OG0000869	Syam.g_02007	Pram.g_01647
OG0000870	Syam.g_02012	Pram.g_01652
OG0000871	Syam.g_02013	Pram.g_01653
OG0000872	Syam.g_02021	Pram.g_01654
OG0000873	Syam.g_02024	Pram.g_01657
OG0000874	Syam.g_02019	Pram.g_01660
OG0000875	Syam.g_02026	Pram.g_01662
OG0000876	Syam.g_01877	Pram.g_01663
OG0000877	Syam.g_01882	Pram.g_01665
OG0000878	Syam.g_01883	Pram.g_01666
OG0000879	Syam.g_01884	Pram.g_01667
OG0000880	Syam.g_01885	Pram.g_01668
OG0000881	Syam.g_01891	Pram.g_01672
OG0000882	Syam.g_01896	Pram.g_01677
OG0000883	Syam.g_01898	Pram.g_01679
OG0000884	Syam.g_01900	Pram.g_01681
OG0000885	Syam.g_01901	Pram.g_01682
OG0000886	Syam.g_01902	Pram.g_01683
OG0000887	Syam.g_01903	Pram.g_01684
OG0000888	Syam.g_01905	Pram.g_01686
OG0000889	Syam.g_01907	Pram.g_01688
OG0000890	Syam.g_01910	Pram.g_01689
OG0000891	Syam.g_01911	Pram.g_01690
OG0000892	Syam.g_01913	Pram.g_01691
OG0000893	Syam.g_00287	Pram.g_01695
OG0000894	Syam.g_00290	Pram.g_01698
OG0000895	Syam.g_00294	Pram.g_01702
OG0000896	Syam.g_00295	Pram.g_01703
OG0000897	Syam.g_00297	Pram.g_01705
OG0000898	Syam.g_00298	Pram.g_01706
OG0000899	Syam.g_00299	Pram.g_01707
OG0000900	Syam.g_00300	Pram.g_01708
OG0000901	Syam.g_00305	Pram.g_01711
OG0000902	Syam.g_00307	Pram.g_01713
OG0000903	Syam.g_00322	Pram.g_01717
OG0000904	Syam.g_00317	Pram.g_01722
OG0000905	Syam.g_00312	Pram.g_01715
OG0000906	Syam.g_00309	Pram.g_01714
OG0000907	Syam.g_00324	Pram.g_01727
OG0000908	Syam.g_00327	Pram.g_01730
OG0000909	Syam.g_00328	Pram.g_01731
OG0000910	Syam.g_00329	Pram.g_01732
OG0000911	Syam.g_00331	Pram.g_01734
OG0000912	Syam.g_00332	Pram.g_01735
OG0000913	Syam.g_00333	Pram.g_01736
OG0000914	Syam.g_00334	Pram.g_01737
OG0000915	Syam.g_00336	Pram.g_01738
OG0000916	Syam.g_00337	Pram.g_01739
OG0000917	Syam.g_00338	Pram.g_01740
OG0000918	Syam.g_00339	Pram.g_01741
OG0000919	Syam.g_00340	Pram.g_01742
OG0000920	Syam.g_00341	Pram.g_01743
OG0000921	Syam.g_00342	Pram.g_01744
OG0000922	Syam.g_00343	Pram.g_01745
OG0000923	Syam.g_00347	Pram.g_01749
OG0000924	Syam.g_00348	Pram.g_01750
OG0000925	Syam.g_00349	Pram.g_01751
OG0000926	Syam.g_00350	Pram.g_01752
OG0000927	Syam.g_00352	Pram.g_01754
OG0000928	Syam.g_00353	Pram.g_01755
OG0000929	Syam.g_00354	Pram.g_01756
OG0000930	Syam.g_00355	Pram.g_01757
OG0000931	Syam.g_00356	Pram.g_01758
OG0000932	Syam.g_00357	Pram.g_01759
OG0000933	Syam.g_00363	Pram.g_01763
OG0000934	Syam.g_00365	Pram.g_01765
OG0000935	Syam.g_00366	Pram.g_01766
OG0000936	Syam.g_00368	Pram.g_01767
OG0000937	Syam.g_00369	Pram.g_01768
OG0000938	Syam.g_00373	Pram.g_01771
OG0000939	Syam.g_00374	Pram.g_01772
OG0000940	Syam.g_00381	Pram.g_01779
OG0000941	Syam.g_00383	Pram.g_01781
OG0000942	Syam.g_00385	Pram.g_01783
OG0000943	Syam.g_00386	Pram.g_01784
OG0000944	Syam.g_00388	Pram.g_01786
OG0000945	Syam.g_00390	Pram.g_01787
OG0000946	Syam.g_00395	Pram.g_01793
OG0000947	Syam.g_00398	Pram.g_01795
OG0000948	Syam.g_00399	Pram.g_01796
OG0000949	Syam.g_00159	Pram.g_01799
OG0000950	Syam.g_00150	Pram.g_01806
OG0000951	Syam.g_00145	Pram.g_01810
OG0000952	Syam.g_00140	Pram.g_01814
OG0000953	Syam.g_00136	Pram.g_01818
OG0000954	Syam.g_00131	Pram.g_01822
OG0000955	Syam.g_00130	Pram.g_01823
OG0000956	Syam.g_00128	Pram.g_01825
OG0000957	Syam.g_00117	Pram.g_01831
OG0000958	Syam.g_00116	Pram.g_01832
OG0000959	Syam.g_00112	Pram.g_01836
OG0000960	Syam.g_00111	Pram.g_01837
OG0000961	Syam.g_00108	Pram.g_01840
OG0000962	Syam.g_00106	Pram.g_01842
OG0000963	Syam.g_00101	Pram.g_01846
OG0000964	Syam.g_00100	Pram.g_01847
OG0000965	Syam.g_00099	Pram.g_01848
OG0000966	Syam.g_00074	Pram.g_01854
OG0000967	Syam.g_00069	Pram.g_01858
OG0000968	Syam.g_00077	Pram.g_01860
OG0000969	Syam.g_00072	Pram.g_01861
OG0000970	Syam.g_00071	Pram.g_01862
OG0000971	Syam.g_00066	Pram.g_01863
OG0000972	Syam.g_00065	Pram.g_01864
OG0000973	Syam.g_00064	Pram.g_01865
OG0000974	Syam.g_00063	Pram.g_01866
OG0000975	Syam.g_00062	Pram.g_01867
OG0000976	Syam.g_00061	Pram.g_01868
OG0000977	Syam.g_00059	Pram.g_01869
OG0000978	Syam.g_00058	Pram.g_01870
OG0000979	Syam.g_00055	Pram.g_01873
OG0000980	Syam.g_00052	Pram.g_01875
OG0000981	Syam.g_00049	Pram.g_01878
OG0000982	Syam.g_02314	Pram.g_01880
OG0000983	Syam.g_02315	Pram.g_01881
OG0000984	Syam.g_02316	Pram.g_01882
OG0000985	Syam.g_02318	Pram.g_01885
OG0000986	Syam.g_02320	Pram.g_01887
OG0000987	Syam.g_02322	Pram.g_01888
OG0000988	Syam.g_02327	Pram.g_01891
OG0000989	Syam.g_02334	Pram.g_01895
OG0000990	Syam.g_02346	Pram.g_01900
OG0000991	Syam.g_02348	Pram.g_01901
OG0000992	Syam.g_02351	Pram.g_01904
OG0000993	Syam.g_02352	Pram.g_01905
OG0000994	Syam.g_02354	Pram.g_01906
OG0000995	Syam.g_02359	Pram.g_01910
OG0000996	Syam.g_02405	Pram.g_01911
OG0000997	Syam.g_02416	Pram.g_01913
OG0000998	Syam.g_02418	Pram.g_01915
OG0000999	Syam.g_02419	Pram.g_01916
OG0001000	Syam.g_02422	Pram.g_01919
OG0001001	Syam.g_02427	Pram.g_01924
OG0001002	Syam.g_02433	Pram.g_01929
OG0001003	Syam.g_02434	Pram.g_01930
OG0001004	Syam.g_02435	Pram.g_01931
OG0001005	Syam.g_02436	Pram.g_01932
OG0001006	Syam.g_02444	Pram.g_01936
OG0001007	Syam.g_02446	Pram.g_01938
OG0001008	Syam.g_01866	Pram.g_00372
OG0001009	Syam.g_00032	Pram.g_00014
OG0001010	Syam.g_00033	Pram.g_00015
OG0001011	Syam.g_00034	Pram.g_00016
OG0001012	Syam.g_02310	Pram.g_00028
OG0001013	Syam.g_02296	Pram.g_00035
OG0001014	Syam.g_02292	Pram.g_00038
OG0001015	Syam.g_02291	Pram.g_00039
OG0001016	Syam.g_02067	Pram.g_00058
OG0001017	Syam.g_02073	Pram.g_00062
OG0001018	Syam.g_02075	Pram.g_00064
OG0001019	Syam.g_02093	Pram.g_00073
OG0001020	Syam.g_02098	Pram.g_00074
OG0001021	Syam.g_02102	Pram.g_00075
OG0001022	Syam.g_02106	Pram.g_00078
OG0001023	Syam.g_02107	Pram.g_00079
OG0001024	Syam.g_02111	Pram.g_00082
OG0001025	Syam.g_02118	Pram.g_00089
OG0001026	Syam.g_02130	Pram.g_00097
OG0001027	Syam.g_02135	Pram.g_00098
OG0001028	Syam.g_02137	Pram.g_00100
OG0001029	Syam.g_02139	Pram.g_00101
OG0001030	Syam.g_02163	Pram.g_00117
OG0001031	Syam.g_02239	Pram.g_00171
OG0001032	Syam.g_02241	Pram.g_00172
OG0001033	Syam.g_02265	Pram.g_00193
OG0001034	Syam.g_00508	Pram.g_00223
OG0001035	Syam.g_00265	Pram.g_00243
OG0001036	Syam.g_00261	Pram.g_00247
OG0001037	Syam.g_00259	Pram.g_00248
OG0001038	Syam.g_00232	Pram.g_00266
OG0001039	Syam.g_00229	Pram.g_00269
OG0001040	Syam.g_00226	Pram.g_00271
OG0001041	Syam.g_00221	Pram.g_00276
OG0001042	Syam.g_00196	Pram.g_00293
OG0001043	Syam.g_00192	Pram.g_00294
OG0001044	Syam.g_00456	Pram.g_00327
OG0001045	Syam.g_00469	Pram.g_00337
OG0001046	Syam.g_01151	Pram.g_01537
OG0001047	Syam.g_01864	Pram.g_00374
OG0001048	Syam.g_01863	Pram.g_00375
OG0001049	Syam.g_01855	Pram.g_00377
OG0001050	Syam.g_01854	Pram.g_00378
OG0001051	Syam.g_01853	Pram.g_00379
OG0001052	Syam.g_01672	Pram.g_00407
OG0001053	Syam.g_00586	Pram.g_00419
OG0001054	Syam.g_00603	Pram.g_00434
OG0001055	Syam.g_00624	Pram.g_00454
OG0001056	Syam.g_00656	Pram.g_00474
OG0001057	Syam.g_00664	Pram.g_00478
OG0001058	Syam.g_00677	Pram.g_00486
OG0001059	Syam.g_00681	Pram.g_00490
OG0001060	Syam.g_00688	Pram.g_00497
OG0001061	Syam.g_01744	Pram.g_00512
OG0001062	Syam.g_01742	Pram.g_00514
OG0001063	Syam.g_01737	Pram.g_00516
OG0001064	Syam.g_01736	Pram.g_00517
OG0001065	Syam.g_01735	Pram.g_00518
OG0001066	Syam.g_01734	Pram.g_00519
OG0001067	Syam.g_01733	Pram.g_00520
OG0001068	Syam.g_01732	Pram.g_00521
OG0001069	Syam.g_01731	Pram.g_00522
OG0001070	Syam.g_01728	Pram.g_00524
OG0001071	Syam.g_01727	Pram.g_00525
OG0001072	Syam.g_01723	Pram.g_00527
OG0001073	Syam.g_01709	Pram.g_00541
OG0001074	Syam.g_01504	Pram.g_00553
OG0001075	Syam.g_01502	Pram.g_00554
OG0001076	Syam.g_01491	Pram.g_00562
OG0001077	Syam.g_01480	Pram.g_00568
OG0001078	Syam.g_01467	Pram.g_01074
OG0001079	Syam.g_01454	Pram.g_01063
OG0001080	Syam.g_01034	Pram.g_01057
OG0001081	Syam.g_01386	Pram.g_01055
OG0001082	Syam.g_01385	Pram.g_01054
OG0001083	Syam.g_01377	Pram.g_01049
OG0001084	Syam.g_01376	Pram.g_01048
OG0001085	Syam.g_01366	Pram.g_00760
OG0001086	Syam.g_01364	Pram.g_00761
OG0001087	Syam.g_00813	Pram.g_00779
OG0001088	Syam.g_00809	Pram.g_00780
OG0001089	Syam.g_00785	Pram.g_00791
OG0001090	Syam.g_01246	Pram.g_00802
OG0001091	Syam.g_01244	Pram.g_01027
OG0001092	Syam.g_01242	Pram.g_01026
OG0001093	Syam.g_01236	Pram.g_01021
OG0001094	Syam.g_01296	Pram.g_01028
OG0001095	Syam.g_01276	Pram.g_00822
OG0001096	Syam.g_01260	Pram.g_00836
OG0001097	Syam.g_00727	Pram.g_00855
OG0001098	Syam.g_01037	Pram.g_00876
OG0001099	Syam.g_02138	Pram.g_00717
OG0001100	Syam.g_01356	Pram.g_00726
OG0001101	Syam.g_01355	Pram.g_00728
OG0001103	Syam.g_01350	Pram.g_00733
OG0001104	Syam.g_01311	Pram.g_00755
OG0001105	Syam.g_01307	Pram.g_00759
OG0001106	Syam.g_01110	Pram.g_00931
OG0001107	Syam.g_01122	Pram.g_00941
OG0001108	Syam.g_01132	Pram.g_00945
OG0001109	Syam.g_01134	Pram.g_00946
OG0001110	Syam.g_01136	Pram.g_00948
OG0001111	Syam.g_01138	Pram.g_00949
OG0001112	Syam.g_01140	Pram.g_00950
OG0001113	Syam.g_01141	Pram.g_00951
OG0001114	Syam.g_01142	Pram.g_00952
OG0001115	Syam.g_01146	Pram.g_00954
OG0001116	Syam.g_01148	Pram.g_00955
OG0001117	Syam.g_01149	Pram.g_00956
OG0001118	Syam.g_01150	Pram.g_00957
OG0001119	Syam.g_01152	Pram.g_00958
OG0001120	Syam.g_01156	Pram.g_00959
OG0001122	Syam.g_01184	Pram.g_00976
OG0001123	Syam.g_01191	Pram.g_00981
OG0001124	Syam.g_01194	Pram.g_00983
OG0001125	Syam.g_01196	Pram.g_00985
OG0001126	Syam.g_00757	Pram.g_00899
OG0001127	Syam.g_00758	Pram.g_00898
OG0001128	Syam.g_00764	Pram.g_00896
OG0001129	Syam.g_00766	Pram.g_00895
OG0001130	Syam.g_00767	Pram.g_00894
OG0001131	Syam.g_01337	Pram.g_00356
OG0001132	Syam.g_01020	Pram.g_00683
OG0001134	Syam.g_00915	Pram.g_01546
OG0001136	Syam.g_01797	Pram.g_01143
OG0001137	Syam.g_01780	Pram.g_01130
OG0001138	Syam.g_00898	Pram.g_01109
OG0001139	Syam.g_00896	Pram.g_01107
OG0001140	Syam.g_00895	Pram.g_01106
OG0001141	Syam.g_00894	Pram.g_01105
OG0001142	Syam.g_00892	Pram.g_01104
OG0001143	Syam.g_00883	Pram.g_01097
OG0001144	Syam.g_00873	Pram.g_01092
OG0001145	Syam.g_01817	Pram.g_01222
OG0001146	Syam.g_01836	Pram.g_01234
OG0001147	Syam.g_01665	Pram.g_01475
OG0001148	Syam.g_00573	Pram.g_01466
OG0001149	Syam.g_00572	Pram.g_01465
OG0001150	Syam.g_00571	Pram.g_01464
OG0001151	Syam.g_00558	Pram.g_01452
OG0001152	Syam.g_00557	Pram.g_01451
OG0001153	Syam.g_01652	Pram.g_01346
OG0001154	Syam.g_01654	Pram.g_01345
OG0001155	Syam.g_01925	Pram.g_01328
OG0001156	Syam.g_01928	Pram.g_01325
OG0001157	Syam.g_01929	Pram.g_01324
OG0001158	Syam.g_01930	Pram.g_01323
OG0001159	Syam.g_01931	Pram.g_01322
OG0001160	Syam.g_01969	Pram.g_01296
OG0001161	Syam.g_02338	Pram.g_01577
OG0001162	Syam.g_01257	Pram.g_01590
OG0001163	Syam.g_01977	Pram.g_01624
OG0001164	Syam.g_01983	Pram.g_01627
OG0001165	Syam.g_01988	Pram.g_01630
OG0001166	Syam.g_02011	Pram.g_01651
OG0001167	Syam.g_01888	Pram.g_01669
OG0001168	Syam.g_01890	Pram.g_01671
OG0001169	Syam.g_01892	Pram.g_01673
OG0001170	Syam.g_01894	Pram.g_01675
OG0001171	Syam.g_01904	Pram.g_01685
OG0001172	Syam.g_00292	Pram.g_01700
OG0001173	Syam.g_00293	Pram.g_01701
OG0001174	Syam.g_00301	Pram.g_01709
OG0001175	Syam.g_00302	Pram.g_01710
OG0001176	Syam.g_00321	Pram.g_01718
