Orthogroup	Syam	Prat
OG0000590	Syam.g_01493	Prat.g_00585
OG0000591	Syam.g_01486	Prat.g_00589
OG0000592	Syam.g_01485	Prat.g_00590
OG0000593	Syam.g_01471	Prat.g_01094
OG0000594	Syam.g_01470	Prat.g_01093
OG0000595	Syam.g_01469	Prat.g_01091
OG0000596	Syam.g_01465	Prat.g_01087
OG0000597	Syam.g_01462	Prat.g_01084
OG0000598	Syam.g_01461	Prat.g_01083
OG0000599	Syam.g_01458	Prat.g_01080
OG0000600	Syam.g_01457	Prat.g_01079
OG0000601	Syam.g_01456	Prat.g_01078
OG0000602	Syam.g_01451	Prat.g_01076
OG0000603	Syam.g_01450	Prat.g_01075
OG0000604	Syam.g_01447	Prat.g_01074
OG0000605	Syam.g_01031	Prat.g_01073
OG0000606	Syam.g_01387	Prat.g_01070
OG0000607	Syam.g_01384	Prat.g_01067
OG0000608	Syam.g_01383	Prat.g_01066
OG0000609	Syam.g_01380	Prat.g_01065
OG0000610	Syam.g_01373	Prat.g_01059
OG0000611	Syam.g_01370	Prat.g_01056
OG0000612	Syam.g_01369	Prat.g_01055
OG0000613	Syam.g_00170	Prat.g_00747
OG0000614	Syam.g_00801	Prat.g_00767
OG0000615	Syam.g_01332	Prat.g_00777
OG0000616	Syam.g_02430	Prat.g_01882
OG0000617	Syam.g_01240	Prat.g_00797
OG0000618	Syam.g_01239	Prat.g_00798
OG0000619	Syam.g_01238	Prat.g_00799
OG0000620	Syam.g_01233	Prat.g_00802
OG0000621	Syam.g_01232	Prat.g_00803
OG0000622	Syam.g_01231	Prat.g_00804
OG0000623	Syam.g_01230	Prat.g_00805
OG0000624	Syam.g_01228	Prat.g_00807
OG0000625	Syam.g_01227	Prat.g_00808
OG0000626	Syam.g_01226	Prat.g_00809
OG0000627	Syam.g_01065	Prat.g_00811
OG0000628	Syam.g_01067	Prat.g_00812
OG0000629	Syam.g_01070	Prat.g_00813
OG0000630	Syam.g_01074	Prat.g_00816
OG0000631	Syam.g_01084	Prat.g_00865
OG0000632	Syam.g_01085	Prat.g_00866
OG0000633	Syam.g_01086	Prat.g_00867
OG0000634	Syam.g_01294	Prat.g_01041
OG0000635	Syam.g_01293	Prat.g_01040
OG0000636	Syam.g_01291	Prat.g_01038
OG0000637	Syam.g_01289	Prat.g_01036
OG0000638	Syam.g_01288	Prat.g_01035
OG0000639	Syam.g_01287	Prat.g_01034
OG0000640	Syam.g_01286	Prat.g_01033
OG0000641	Syam.g_01282	Prat.g_01029
OG0000642	Syam.g_01281	Prat.g_01028
OG0000643	Syam.g_01280	Prat.g_01027
OG0000644	Syam.g_01279	Prat.g_01026
OG0000645	Syam.g_01277	Prat.g_01025
OG0000646	Syam.g_01274	Prat.g_01023
OG0000647	Syam.g_01272	Prat.g_01021
OG0000648	Syam.g_01269	Prat.g_01019
OG0000649	Syam.g_01268	Prat.g_01018
OG0000650	Syam.g_01267	Prat.g_01017
OG0000651	Syam.g_01266	Prat.g_01016
OG0000652	Syam.g_01265	Prat.g_01015
OG0000653	Syam.g_01263	Prat.g_01013
OG0000654	Syam.g_01262	Prat.g_01012
OG0000655	Syam.g_01261	Prat.g_01011
OG0000656	Syam.g_01258	Prat.g_01008
OG0000657	Syam.g_00739	Prat.g_01002
OG0000658	Syam.g_00735	Prat.g_01001
OG0000659	Syam.g_00734	Prat.g_01000
OG0000660	Syam.g_00730	Prat.g_00996
OG0000661	Syam.g_00728	Prat.g_00994
OG0000662	Syam.g_00726	Prat.g_00992
OG0000663	Syam.g_00723	Prat.g_00990
OG0000664	Syam.g_00722	Prat.g_00989
OG0000665	Syam.g_02027	Prat.g_00983
OG0000666	Syam.g_01030	Prat.g_00982
OG0000667	Syam.g_00937	Prat.g_00978
OG0000668	Syam.g_01185	Prat.g_00694
OG0000669	Syam.g_01358	Prat.g_00705
OG0000670	Syam.g_00528	Prat.g_00708
OG0000671	Syam.g_01354	Prat.g_00710
OG0000672	Syam.g_01351	Prat.g_00713
OG0000673	Syam.g_01348	Prat.g_00717
OG0000674	Syam.g_01346	Prat.g_00719
OG0000675	Syam.g_01345	Prat.g_00720
OG0000676	Syam.g_01343	Prat.g_00722
OG0000677	Syam.g_01342	Prat.g_00723
OG0000678	Syam.g_01339	Prat.g_00725
OG0000679	Syam.g_01323	Prat.g_00730
OG0000680	Syam.g_01322	Prat.g_00731
OG0000681	Syam.g_01319	Prat.g_00734
OG0000682	Syam.g_01318	Prat.g_00735
OG0000683	Syam.g_01317	Prat.g_00736
OG0000684	Syam.g_01312	Prat.g_00738
OG0000685	Syam.g_01310	Prat.g_00740
OG0000686	Syam.g_01309	Prat.g_00741
OG0000687	Syam.g_01308	Prat.g_00742
OG0000688	Syam.g_01304	Prat.g_01051
OG0000689	Syam.g_01302	Prat.g_01050
OG0000690	Syam.g_01301	Prat.g_01049
OG0000691	Syam.g_01300	Prat.g_01048
OG0000692	Syam.g_01299	Prat.g_01046
OG0000693	Syam.g_01298	Prat.g_01045
OG0000694	Syam.g_01297	Prat.g_01044
OG0000695	Syam.g_01088	Prat.g_00869
OG0000696	Syam.g_01089	Prat.g_00870
OG0000697	Syam.g_01091	Prat.g_00871
OG0000698	Syam.g_01094	Prat.g_00874
OG0000699	Syam.g_01096	Prat.g_00876
OG0000700	Syam.g_01097	Prat.g_00877
OG0000701	Syam.g_01098	Prat.g_00878
OG0000702	Syam.g_01106	Prat.g_00880
OG0000703	Syam.g_01107	Prat.g_00881
OG0000704	Syam.g_01109	Prat.g_00883
OG0000705	Syam.g_01116	Prat.g_00889
OG0000706	Syam.g_01117	Prat.g_00890
OG0000707	Syam.g_01118	Prat.g_00891
OG0000708	Syam.g_01121	Prat.g_00893
OG0000709	Syam.g_01131	Prat.g_00897
OG0000710	Syam.g_01135	Prat.g_00900
OG0000711	Syam.g_01165	Prat.g_00916
OG0000712	Syam.g_01167	Prat.g_00917
OG0000713	Syam.g_01168	Prat.g_00918
OG0000714	Syam.g_01170	Prat.g_00919
OG0000715	Syam.g_01172	Prat.g_00921
OG0000716	Syam.g_01176	Prat.g_00923
OG0000717	Syam.g_01177	Prat.g_00924
OG0000718	Syam.g_01181	Prat.g_00929
OG0000719	Syam.g_01183	Prat.g_00931
OG0000720	Syam.g_01197	Prat.g_00942
OG0000721	Syam.g_01199	Prat.g_00946
OG0000722	Syam.g_01200	Prat.g_00947
OG0000723	Syam.g_01224	Prat.g_00951
OG0000724	Syam.g_00768	Prat.g_00960
OG0000725	Syam.g_00777	Prat.g_00966
OG0000726	Syam.g_00778	Prat.g_00967
OG0000727	Syam.g_00779	Prat.g_00968
OG0000728	Syam.g_00781	Prat.g_00970
OG0000729	Syam.g_00105	Prat.g_01214
OG0000730	Syam.g_00454	Prat.g_01199
OG0000731	Syam.g_00466	Prat.g_00354
OG0000732	Syam.g_00051	Prat.g_01831
OG0000733	Syam.g_02339	Prat.g_01560
OG0000734	Syam.g_02128	Prat.g_01171
OG0000735	Syam.g_01810	Prat.g_01169
OG0000736	Syam.g_01809	Prat.g_01168
OG0000737	Syam.g_01808	Prat.g_01167
OG0000738	Syam.g_01803	Prat.g_01163
OG0000739	Syam.g_01802	Prat.g_01162
OG0000740	Syam.g_01801	Prat.g_01161
OG0000741	Syam.g_01798	Prat.g_01159
OG0000742	Syam.g_01796	Prat.g_01157
OG0000743	Syam.g_01794	Prat.g_01155
OG0000744	Syam.g_01793	Prat.g_01154
OG0000745	Syam.g_01791	Prat.g_01153
OG0000746	Syam.g_01789	Prat.g_01151
OG0000747	Syam.g_01788	Prat.g_01150
OG0000748	Syam.g_01779	Prat.g_01146
OG0000749	Syam.g_01776	Prat.g_01145
OG0000750	Syam.g_01775	Prat.g_01144
OG0000751	Syam.g_01770	Prat.g_01141
OG0000752	Syam.g_01768	Prat.g_01139
OG0000753	Syam.g_01765	Prat.g_01136
OG0000754	Syam.g_00910	Prat.g_01134
OG0000755	Syam.g_00900	Prat.g_01128
OG0000756	Syam.g_00899	Prat.g_01127
OG0000757	Syam.g_00891	Prat.g_01121
OG0000758	Syam.g_00890	Prat.g_01120
OG0000759	Syam.g_00889	Prat.g_01119
OG0000760	Syam.g_00888	Prat.g_01118
OG0000761	Syam.g_00886	Prat.g_01117
OG0000762	Syam.g_00884	Prat.g_01116
OG0000763	Syam.g_00882	Prat.g_01114
OG0000764	Syam.g_00881	Prat.g_01113
OG0000765	Syam.g_00864	Prat.g_01104
OG0000766	Syam.g_00863	Prat.g_01103
OG0000767	Syam.g_00861	Prat.g_01101
OG0000768	Syam.g_00860	Prat.g_01100
OG0000769	Syam.g_00858	Prat.g_01098
OG0000770	Syam.g_00855	Prat.g_00594
OG0000771	Syam.g_00762	Prat.g_01509
OG0000772	Syam.g_01005	Prat.g_00626
OG0000773	Syam.g_01816	Prat.g_01240
OG0000774	Syam.g_01820	Prat.g_01242
OG0000775	Syam.g_01823	Prat.g_01244
OG0000776	Syam.g_01824	Prat.g_01245
OG0000777	Syam.g_01825	Prat.g_01246
OG0000778	Syam.g_01826	Prat.g_01247
OG0000779	Syam.g_01832	Prat.g_01251
OG0000780	Syam.g_01835	Prat.g_01252
OG0000781	Syam.g_01839	Prat.g_01255
OG0000782	Syam.g_01840	Prat.g_01256
OG0000783	Syam.g_01841	Prat.g_01257
OG0000784	Syam.g_01842	Prat.g_01258
OG0000785	Syam.g_01844	Prat.g_01260
OG0000786	Syam.g_01700	Prat.g_01263
OG0000787	Syam.g_01701	Prat.g_01264
OG0000788	Syam.g_01455	Prat.g_01471
OG0000789	Syam.g_01044	Prat.g_01455
OG0000790	Syam.g_00570	Prat.g_01296
OG0000791	Syam.g_00568	Prat.g_01298
OG0000792	Syam.g_00567	Prat.g_01299
OG0000793	Syam.g_00562	Prat.g_01302
OG0000794	Syam.g_00561	Prat.g_01303
OG0000795	Syam.g_00560	Prat.g_01304
OG0000796	Syam.g_00556	Prat.g_01308
OG0000797	Syam.g_00555	Prat.g_01309
OG0000799	Syam.g_01585	Prat.g_01333
OG0000800	Syam.g_01588	Prat.g_01334
OG0000801	Syam.g_01589	Prat.g_01335
OG0000802	Syam.g_01592	Prat.g_01337
OG0000803	Syam.g_01597	Prat.g_01339
OG0000804	Syam.g_01600	Prat.g_01340
OG0000805	Syam.g_01602	Prat.g_01342
OG0000806	Syam.g_01604	Prat.g_01344
OG0000807	Syam.g_01606	Prat.g_01345
OG0000808	Syam.g_01607	Prat.g_01346
OG0000809	Syam.g_01610	Prat.g_01350
OG0000810	Syam.g_01611	Prat.g_01351
OG0000811	Syam.g_01616	Prat.g_01356
OG0000812	Syam.g_01618	Prat.g_01358
OG0000813	Syam.g_01619	Prat.g_01359
OG0000814	Syam.g_01621	Prat.g_01361
OG0000815	Syam.g_01622	Prat.g_01362
OG0000816	Syam.g_01624	Prat.g_01364
OG0000817	Syam.g_01625	Prat.g_01365
OG0000818	Syam.g_01631	Prat.g_01370
OG0000819	Syam.g_01632	Prat.g_01371
OG0000820	Syam.g_01633	Prat.g_01372
OG0000821	Syam.g_01639	Prat.g_01378
OG0000822	Syam.g_01641	Prat.g_01379
OG0000823	Syam.g_01642	Prat.g_01380
OG0000824	Syam.g_01648	Prat.g_01383
OG0000825	Syam.g_01649	Prat.g_01384
OG0000826	Syam.g_01650	Prat.g_01385
OG0000827	Syam.g_01651	Prat.g_01386
OG0000828	Syam.g_01655	Prat.g_01389
OG0000829	Syam.g_01656	Prat.g_01390
OG0000830	Syam.g_01657	Prat.g_01391
OG0000831	Syam.g_01659	Prat.g_01393
OG0000832	Syam.g_01923	Prat.g_01405
OG0000833	Syam.g_01932	Prat.g_01414
OG0000834	Syam.g_01933	Prat.g_01415
OG0000835	Syam.g_01934	Prat.g_01416
OG0000836	Syam.g_01937	Prat.g_01417
OG0000837	Syam.g_01938	Prat.g_01418
OG0000838	Syam.g_01946	Prat.g_01421
OG0000839	Syam.g_01947	Prat.g_01422
OG0000840	Syam.g_01948	Prat.g_01423
OG0000841	Syam.g_01949	Prat.g_01424
OG0000842	Syam.g_01950	Prat.g_01425
OG0000843	Syam.g_01951	Prat.g_01426
OG0000844	Syam.g_01953	Prat.g_01427
OG0000845	Syam.g_01954	Prat.g_01428
OG0000846	Syam.g_01955	Prat.g_01429
OG0000847	Syam.g_01956	Prat.g_01430
OG0000848	Syam.g_01958	Prat.g_01431
OG0000849	Syam.g_01959	Prat.g_01432
OG0000850	Syam.g_01961	Prat.g_01434
OG0000851	Syam.g_01966	Prat.g_01435
OG0000852	Syam.g_01967	Prat.g_01436
OG0000853	Syam.g_01971	Prat.g_01441
OG0000854	Syam.g_01973	Prat.g_01443
OG0000855	Syam.g_01974	Prat.g_01444
OG0000856	Syam.g_01483	Prat.g_01457
OG0000857	Syam.g_01273	Prat.g_01022
OG0000858	Syam.g_01980	Prat.g_01585
OG0000859	Syam.g_01981	Prat.g_01586
OG0000860	Syam.g_01992	Prat.g_01594
OG0000861	Syam.g_01993	Prat.g_01595
OG0000862	Syam.g_01994	Prat.g_01596
OG0000863	Syam.g_01996	Prat.g_01598
OG0000864	Syam.g_01997	Prat.g_01599
OG0000865	Syam.g_01998	Prat.g_01600
OG0000866	Syam.g_01999	Prat.g_01601
OG0000867	Syam.g_02000	Prat.g_01602
OG0000868	Syam.g_02003	Prat.g_01603
OG0000869	Syam.g_02007	Prat.g_01606
OG0000870	Syam.g_02012	Prat.g_01611
OG0000871	Syam.g_02013	Prat.g_01612
OG0000872	Syam.g_02021	Prat.g_01613
OG0000873	Syam.g_02024	Prat.g_01616
OG0000874	Syam.g_02019	Prat.g_01619
OG0000875	Syam.g_02026	Prat.g_01621
OG0000876	Syam.g_01877	Prat.g_01622
OG0000877	Syam.g_01882	Prat.g_01624
OG0000878	Syam.g_01883	Prat.g_01625
OG0000879	Syam.g_01884	Prat.g_01626
OG0000880	Syam.g_01885	Prat.g_01627
OG0000881	Syam.g_01891	Prat.g_01631
OG0000882	Syam.g_01896	Prat.g_01636
OG0000883	Syam.g_01898	Prat.g_01639
OG0000884	Syam.g_01900	Prat.g_01641
OG0000885	Syam.g_01901	Prat.g_01642
OG0000886	Syam.g_01902	Prat.g_01643
OG0000887	Syam.g_01903	Prat.g_01644
OG0000888	Syam.g_01905	Prat.g_01646
OG0000889	Syam.g_01907	Prat.g_01648
OG0000890	Syam.g_01910	Prat.g_01649
OG0000891	Syam.g_01911	Prat.g_01650
OG0000892	Syam.g_01913	Prat.g_01652
OG0000893	Syam.g_00287	Prat.g_01655
OG0000894	Syam.g_00290	Prat.g_01658
OG0000895	Syam.g_00294	Prat.g_01662
OG0000896	Syam.g_00295	Prat.g_01663
OG0000897	Syam.g_00297	Prat.g_01665
OG0000898	Syam.g_00298	Prat.g_01666
OG0000899	Syam.g_00299	Prat.g_01667
OG0000900	Syam.g_00300	Prat.g_01668
OG0000901	Syam.g_00305	Prat.g_01671
OG0000902	Syam.g_00307	Prat.g_01673
OG0000903	Syam.g_00322	Prat.g_01677
OG0000904	Syam.g_00317	Prat.g_01682
OG0000905	Syam.g_00312	Prat.g_01675
OG0000906	Syam.g_00309	Prat.g_01674
OG0000907	Syam.g_00324	Prat.g_01684
OG0000908	Syam.g_00327	Prat.g_01687
OG0000909	Syam.g_00328	Prat.g_01688
OG0000910	Syam.g_00329	Prat.g_01689
OG0000911	Syam.g_00331	Prat.g_01691
OG0000912	Syam.g_00332	Prat.g_01692
OG0000913	Syam.g_00333	Prat.g_01693
OG0000914	Syam.g_00334	Prat.g_01694
OG0000915	Syam.g_00336	Prat.g_01695
OG0000916	Syam.g_00337	Prat.g_01696
OG0000917	Syam.g_00338	Prat.g_01697
OG0000918	Syam.g_00339	Prat.g_01698
OG0000919	Syam.g_00340	Prat.g_01699
OG0000920	Syam.g_00341	Prat.g_01700
OG0000921	Syam.g_00342	Prat.g_01701
OG0000922	Syam.g_00343	Prat.g_01702
OG0000923	Syam.g_00347	Prat.g_01706
OG0000924	Syam.g_00348	Prat.g_01707
OG0000925	Syam.g_00349	Prat.g_01708
OG0000926	Syam.g_00350	Prat.g_01709
OG0000927	Syam.g_00352	Prat.g_01711
OG0000928	Syam.g_00353	Prat.g_01712
OG0000929	Syam.g_00354	Prat.g_01713
OG0000930	Syam.g_00355	Prat.g_01714
OG0000931	Syam.g_00356	Prat.g_01715
OG0000932	Syam.g_00357	Prat.g_01327
OG0000933	Syam.g_00363	Prat.g_01719
OG0000934	Syam.g_00365	Prat.g_01721
OG0000935	Syam.g_00366	Prat.g_01722
OG0000936	Syam.g_00368	Prat.g_01723
OG0000937	Syam.g_00369	Prat.g_01724
OG0000938	Syam.g_00373	Prat.g_01727
OG0000939	Syam.g_00374	Prat.g_01728
OG0000940	Syam.g_00381	Prat.g_01735
OG0000941	Syam.g_00383	Prat.g_01737
OG0000942	Syam.g_00385	Prat.g_01739
OG0000943	Syam.g_00386	Prat.g_01740
OG0000944	Syam.g_00388	Prat.g_01742
OG0000945	Syam.g_00390	Prat.g_01744
OG0000946	Syam.g_00395	Prat.g_01748
OG0000947	Syam.g_00398	Prat.g_01750
OG0000948	Syam.g_00399	Prat.g_01751
OG0000949	Syam.g_00159	Prat.g_01754
OG0000950	Syam.g_00150	Prat.g_01760
OG0000951	Syam.g_00145	Prat.g_01764
OG0000952	Syam.g_00140	Prat.g_01768
OG0000953	Syam.g_00136	Prat.g_01772
OG0000954	Syam.g_00131	Prat.g_01777
OG0000955	Syam.g_00130	Prat.g_01778
OG0000956	Syam.g_00128	Prat.g_01780
OG0000957	Syam.g_00117	Prat.g_01786
OG0000958	Syam.g_00116	Prat.g_01787
OG0000959	Syam.g_00112	Prat.g_01791
OG0000960	Syam.g_00111	Prat.g_01792
OG0000961	Syam.g_00108	Prat.g_01795
OG0000962	Syam.g_00106	Prat.g_01797
OG0000963	Syam.g_00101	Prat.g_01801
OG0000964	Syam.g_00100	Prat.g_01802
OG0000965	Syam.g_00099	Prat.g_01803
OG0000966	Syam.g_00074	Prat.g_01809
OG0000967	Syam.g_00069	Prat.g_01813
OG0000968	Syam.g_00077	Prat.g_01815
OG0000969	Syam.g_00072	Prat.g_01816
OG0000970	Syam.g_00071	Prat.g_01817
OG0000971	Syam.g_00066	Prat.g_01818
OG0000972	Syam.g_00065	Prat.g_01819
OG0000973	Syam.g_00064	Prat.g_01820
OG0000974	Syam.g_00063	Prat.g_01821
OG0000975	Syam.g_00062	Prat.g_01822
OG0000976	Syam.g_00061	Prat.g_01823
OG0000977	Syam.g_00059	Prat.g_01824
OG0000978	Syam.g_00058	Prat.g_01825
OG0000979	Syam.g_00055	Prat.g_01828
OG0000980	Syam.g_00052	Prat.g_01830
OG0000981	Syam.g_00049	Prat.g_01833
OG0000982	Syam.g_02314	Prat.g_01835
OG0000983	Syam.g_02315	Prat.g_01836
OG0000984	Syam.g_02316	Prat.g_01837
OG0000985	Syam.g_02318	Prat.g_01840
OG0000986	Syam.g_02320	Prat.g_01842
OG0000987	Syam.g_02322	Prat.g_01843
OG0000988	Syam.g_02327	Prat.g_01846
OG0000989	Syam.g_02334	Prat.g_01850
OG0000990	Syam.g_02346	Prat.g_01856
OG0000991	Syam.g_02348	Prat.g_01857
OG0000992	Syam.g_02351	Prat.g_01860
OG0000993	Syam.g_02352	Prat.g_01861
OG0000994	Syam.g_02354	Prat.g_01862
OG0000995	Syam.g_02359	Prat.g_01866
OG0000996	Syam.g_02405	Prat.g_01867
OG0000997	Syam.g_02416	Prat.g_01869
OG0000998	Syam.g_02418	Prat.g_01871
OG0000999	Syam.g_02419	Prat.g_01872
OG0001000	Syam.g_02422	Prat.g_01875
OG0001001	Syam.g_02427	Prat.g_01879
OG0001002	Syam.g_02433	Prat.g_01884
OG0001003	Syam.g_02434	Prat.g_01885
OG0001004	Syam.g_02435	Prat.g_01886
OG0001005	Syam.g_02436	Prat.g_01887
OG0001006	Syam.g_02444	Prat.g_01891
OG0001007	Syam.g_02446	Prat.g_01893
OG0001008	Syam.g_01866	Prat.g_00397
OG0001009	Syam.g_00032	Prat.g_00028
OG0001010	Syam.g_00033	Prat.g_00029
OG0001011	Syam.g_00034	Prat.g_00031
OG0001012	Syam.g_02310	Prat.g_00046
OG0001013	Syam.g_02296	Prat.g_00053
OG0001014	Syam.g_02292	Prat.g_00056
OG0001015	Syam.g_02291	Prat.g_00057
OG0001016	Syam.g_02067	Prat.g_00070
OG0001017	Syam.g_02073	Prat.g_00074
OG0001018	Syam.g_02075	Prat.g_00076
OG0001019	Syam.g_02093	Prat.g_00087
OG0001020	Syam.g_02098	Prat.g_00088
OG0001021	Syam.g_02102	Prat.g_00089
OG0001022	Syam.g_02106	Prat.g_00091
OG0001023	Syam.g_02107	Prat.g_00092
OG0001024	Syam.g_02111	Prat.g_00095
OG0001025	Syam.g_02118	Prat.g_00102
OG0001026	Syam.g_02130	Prat.g_00110
OG0001027	Syam.g_02135	Prat.g_00111
OG0001028	Syam.g_02137	Prat.g_00113
OG0001029	Syam.g_02139	Prat.g_00114
OG0001030	Syam.g_02163	Prat.g_00130
OG0001031	Syam.g_02239	Prat.g_00188
OG0001032	Syam.g_02241	Prat.g_00189
OG0001033	Syam.g_02265	Prat.g_00210
OG0001034	Syam.g_00508	Prat.g_00241
OG0001035	Syam.g_00265	Prat.g_00261
OG0001036	Syam.g_00261	Prat.g_00266
OG0001037	Syam.g_00259	Prat.g_00267
OG0001038	Syam.g_00232	Prat.g_00285
OG0001039	Syam.g_00229	Prat.g_00288
OG0001040	Syam.g_00226	Prat.g_00291
OG0001041	Syam.g_00221	Prat.g_00295
OG0001042	Syam.g_00196	Prat.g_00312
OG0001043	Syam.g_00192	Prat.g_00313
OG0001044	Syam.g_00456	Prat.g_00347
OG0001045	Syam.g_00469	Prat.g_00356
OG0001046	Syam.g_01151	Prat.g_01469
OG0001047	Syam.g_01864	Prat.g_00399
OG0001048	Syam.g_01863	Prat.g_00400
OG0001049	Syam.g_01855	Prat.g_00403
OG0001050	Syam.g_01854	Prat.g_00404
OG0001051	Syam.g_01853	Prat.g_00405
OG0001052	Syam.g_01672	Prat.g_00430
OG0001053	Syam.g_00586	Prat.g_00443
OG0001054	Syam.g_00603	Prat.g_00459
OG0001055	Syam.g_00624	Prat.g_00480
OG0001056	Syam.g_00656	Prat.g_00498
OG0001057	Syam.g_00664	Prat.g_00502
OG0001058	Syam.g_00677	Prat.g_00510
OG0001059	Syam.g_00681	Prat.g_00515
OG0001060	Syam.g_00688	Prat.g_00522
OG0001061	Syam.g_01744	Prat.g_00538
OG0001062	Syam.g_01742	Prat.g_00540
OG0001063	Syam.g_01737	Prat.g_00542
OG0001064	Syam.g_01736	Prat.g_00543
OG0001065	Syam.g_01735	Prat.g_00544
OG0001066	Syam.g_01734	Prat.g_00545
OG0001067	Syam.g_01733	Prat.g_00546
OG0001068	Syam.g_01732	Prat.g_00547
OG0001069	Syam.g_01731	Prat.g_00548
OG0001070	Syam.g_01728	Prat.g_00550
OG0001071	Syam.g_01727	Prat.g_00551
OG0001072	Syam.g_01723	Prat.g_00552
OG0001073	Syam.g_01709	Prat.g_00566
OG0001074	Syam.g_01504	Prat.g_00579
OG0001075	Syam.g_01502	Prat.g_00580
OG0001076	Syam.g_01491	Prat.g_00587
OG0001077	Syam.g_01480	Prat.g_00592
OG0001078	Syam.g_01467	Prat.g_01089
OG0001079	Syam.g_01454	Prat.g_01077
OG0001080	Syam.g_01034	Prat.g_01071
OG0001081	Syam.g_01386	Prat.g_01069
OG0001082	Syam.g_01385	Prat.g_01068
OG0001083	Syam.g_01377	Prat.g_01063
OG0001084	Syam.g_01376	Prat.g_01062
OG0001085	Syam.g_01366	Prat.g_00744
OG0001086	Syam.g_01364	Prat.g_00745
OG0001087	Syam.g_00813	Prat.g_00762
OG0001088	Syam.g_00809	Prat.g_00763
OG0001089	Syam.g_00785	Prat.g_00774
OG0001090	Syam.g_01246	Prat.g_00789
OG0001091	Syam.g_01244	Prat.g_00791
OG0001092	Syam.g_01242	Prat.g_00792
OG0001093	Syam.g_01236	Prat.g_00800
OG0001094	Syam.g_01296	Prat.g_01043
OG0001095	Syam.g_01276	Prat.g_01024
OG0001096	Syam.g_01260	Prat.g_01010
OG0001097	Syam.g_00727	Prat.g_00993
OG0001098	Syam.g_01037	Prat.g_00974
OG0001099	Syam.g_02138	Prat.g_00699
OG0001100	Syam.g_01356	Prat.g_00707
OG0001101	Syam.g_01355	Prat.g_00709
OG0001103	Syam.g_01350	Prat.g_00715
OG0001104	Syam.g_01311	Prat.g_00739
OG0001105	Syam.g_01307	Prat.g_00743
OG0001106	Syam.g_01110	Prat.g_00884
OG0001107	Syam.g_01122	Prat.g_00894
OG0001108	Syam.g_01132	Prat.g_00898
OG0001109	Syam.g_01134	Prat.g_00899
OG0001110	Syam.g_01136	Prat.g_00901
OG0001111	Syam.g_01138	Prat.g_00902
OG0001112	Syam.g_01140	Prat.g_00903
OG0001113	Syam.g_01141	Prat.g_00904
OG0001114	Syam.g_01142	Prat.g_00905
OG0001115	Syam.g_01146	Prat.g_00907
OG0001116	Syam.g_01148	Prat.g_00908
OG0001117	Syam.g_01149	Prat.g_00909
OG0001118	Syam.g_01150	Prat.g_00910
OG0001119	Syam.g_01152	Prat.g_00911
OG0001120	Syam.g_01156	Prat.g_00913
OG0001122	Syam.g_01184	Prat.g_00932
OG0001123	Syam.g_01191	Prat.g_00937
OG0001124	Syam.g_01194	Prat.g_00939
OG0001125	Syam.g_01196	Prat.g_00941
OG0001126	Syam.g_00757	Prat.g_00955
OG0001127	Syam.g_00758	Prat.g_00956
OG0001128	Syam.g_00764	Prat.g_00957
OG0001129	Syam.g_00766	Prat.g_00958
OG0001130	Syam.g_00767	Prat.g_00959
OG0001131	Syam.g_01337	Prat.g_01204
OG0001132	Syam.g_01020	Prat.g_01479
OG0001134	Syam.g_00915	Prat.g_01495, Prat.g_01561
OG0001136	Syam.g_01797	Prat.g_01158
OG0001137	Syam.g_01780	Prat.g_01147
OG0001138	Syam.g_00898	Prat.g_01126
OG0001139	Syam.g_00896	Prat.g_01124
OG0001141	Syam.g_00894	Prat.g_01123
OG0001142	Syam.g_00892	Prat.g_01122
OG0001143	Syam.g_00883	Prat.g_01115
OG0001144	Syam.g_00873	Prat.g_01110
OG0001145	Syam.g_01817	Prat.g_01241
OG0001146	Syam.g_01836	Prat.g_01253
OG0001147	Syam.g_01665	Prat.g_01287
OG0001148	Syam.g_00573	Prat.g_01293
OG0001149	Syam.g_00572	Prat.g_01294
OG0001150	Syam.g_00571	Prat.g_01295
OG0001151	Syam.g_00558	Prat.g_01306
OG0001152	Syam.g_00557	Prat.g_01307
OG0001153	Syam.g_01652	Prat.g_01387
OG0001154	Syam.g_01654	Prat.g_01388
OG0001155	Syam.g_01925	Prat.g_01407
OG0001156	Syam.g_01928	Prat.g_01410
OG0001157	Syam.g_01929	Prat.g_01411
OG0001158	Syam.g_01930	Prat.g_01412
OG0001159	Syam.g_01931	Prat.g_01413
OG0001160	Syam.g_01969	Prat.g_01439
OG0001161	Syam.g_02338	Prat.g_01502
OG0001162	Syam.g_01257	Prat.g_01500
OG0001163	Syam.g_01977	Prat.g_01583
OG0001164	Syam.g_01983	Prat.g_01587
OG0001165	Syam.g_01988	Prat.g_01590
OG0001166	Syam.g_02011	Prat.g_01610
OG0001167	Syam.g_01888	Prat.g_01628
OG0001168	Syam.g_01890	Prat.g_01630
OG0001169	Syam.g_01892	Prat.g_01632
OG0001170	Syam.g_01894	Prat.g_01634
OG0001171	Syam.g_01904	Prat.g_01645
OG0001172	Syam.g_00292	Prat.g_01660
OG0001173	Syam.g_00293	Prat.g_01661
OG0001174	Syam.g_00301	Prat.g_01669
OG0001175	Syam.g_00302	Prat.g_01670
OG0001176	Syam.g_00321	Prat.g_01678
OG0001177	Syam.g_00319	Prat.g_01680
