Orthogroup	Syam	Pray
OG0000599	Syam.g_01458	Pray.g_01119
OG0000600	Syam.g_01457	Pray.g_01118
OG0000601	Syam.g_01456	Pray.g_01117
OG0000602	Syam.g_01451	Pray.g_01115
OG0000603	Syam.g_01450	Pray.g_01114
OG0000604	Syam.g_01447	Pray.g_01113
OG0000605	Syam.g_01031	Pray.g_01112
OG0000606	Syam.g_01387	Pray.g_01109
OG0000607	Syam.g_01384	Pray.g_01106
OG0000608	Syam.g_01383	Pray.g_01105
OG0000609	Syam.g_01380	Pray.g_01104
OG0000610	Syam.g_01373	Pray.g_01099
OG0000611	Syam.g_01370	Pray.g_01096
OG0000612	Syam.g_01369	Pray.g_01095
OG0000613	Syam.g_00170	Pray.g_01090
OG0000614	Syam.g_00801	Pray.g_01071
OG0000615	Syam.g_01332	Pray.g_01063
OG0000616	Syam.g_02430	Pray.g_01059
OG0000617	Syam.g_01240	Pray.g_01034
OG0000618	Syam.g_01239	Pray.g_01033
OG0000619	Syam.g_01238	Pray.g_01032
OG0000620	Syam.g_01233	Pray.g_01029
OG0000621	Syam.g_01232	Pray.g_01028
OG0000622	Syam.g_01231	Pray.g_01027
OG0000623	Syam.g_01230	Pray.g_01026
OG0000624	Syam.g_01228	Pray.g_01025
OG0000625	Syam.g_01227	Pray.g_00269
OG0000626	Syam.g_01226	Pray.g_00270
OG0000627	Syam.g_01065	Pray.g_00271
OG0000628	Syam.g_01067	Pray.g_00272
OG0000629	Syam.g_01070	Pray.g_00273
OG0000630	Syam.g_01074	Pray.g_00276
OG0000631	Syam.g_01084	Pray.g_00339
OG0000632	Syam.g_01085	Pray.g_00340
OG0000633	Syam.g_01086	Pray.g_00341
OG0000634	Syam.g_01294	Pray.g_00344
OG0000635	Syam.g_01293	Pray.g_00345
OG0000636	Syam.g_01291	Pray.g_00347
OG0000637	Syam.g_01289	Pray.g_00349
OG0000638	Syam.g_01288	Pray.g_00350
OG0000639	Syam.g_01287	Pray.g_00351
OG0000640	Syam.g_01286	Pray.g_00352
OG0000641	Syam.g_01282	Pray.g_00356
OG0000642	Syam.g_01281	Pray.g_00357
OG0000643	Syam.g_01280	Pray.g_00358
OG0000644	Syam.g_01279	Pray.g_00359
OG0000645	Syam.g_01277	Pray.g_00360
OG0000646	Syam.g_01274	Pray.g_00362
OG0000647	Syam.g_01272	Pray.g_00363
OG0000648	Syam.g_01269	Pray.g_00365
OG0000649	Syam.g_01268	Pray.g_00366
OG0000650	Syam.g_01267	Pray.g_00367
OG0000651	Syam.g_01266	Pray.g_00368
OG0000652	Syam.g_01265	Pray.g_00369
OG0000653	Syam.g_01263	Pray.g_00371
OG0000654	Syam.g_01262	Pray.g_00372
OG0000655	Syam.g_01261	Pray.g_00373
OG0000656	Syam.g_01258	Pray.g_00376
OG0000657	Syam.g_00739	Pray.g_00384
OG0000658	Syam.g_00735	Pray.g_00385
OG0000659	Syam.g_00734	Pray.g_00386
OG0000660	Syam.g_00730	Pray.g_00390
OG0000661	Syam.g_00728	Pray.g_00392
OG0000662	Syam.g_00726	Pray.g_00394
OG0000663	Syam.g_00723	Pray.g_00396
OG0000664	Syam.g_00722	Pray.g_00397
OG0000665	Syam.g_02027	Pray.g_00401
OG0000666	Syam.g_01030	Pray.g_00402
OG0000667	Syam.g_00937	Pray.g_00406
OG0000668	Syam.g_01185	Pray.g_00436
OG0000669	Syam.g_01358	Pray.g_00443
OG0000670	Syam.g_00528	Pray.g_00445
OG0000671	Syam.g_01354	Pray.g_00447
OG0000672	Syam.g_01351	Pray.g_00450
OG0000673	Syam.g_01348	Pray.g_00453
OG0000674	Syam.g_01346	Pray.g_00455
OG0000675	Syam.g_01345	Pray.g_00456
OG0000676	Syam.g_01343	Pray.g_00458
OG0000677	Syam.g_01342	Pray.g_00459
OG0000678	Syam.g_01339	Pray.g_00461
OG0000679	Syam.g_01323	Pray.g_00465
OG0000680	Syam.g_01322	Pray.g_00466
OG0000681	Syam.g_01319	Pray.g_00469
OG0000682	Syam.g_01318	Pray.g_00470
OG0000683	Syam.g_01317	Pray.g_00471
OG0000684	Syam.g_01312	Pray.g_00473
OG0000685	Syam.g_01310	Pray.g_00475
OG0000686	Syam.g_01309	Pray.g_00476
OG0000687	Syam.g_01308	Pray.g_00477
OG0000688	Syam.g_01304	Pray.g_00480
OG0000689	Syam.g_01302	Pray.g_00481
OG0000690	Syam.g_01301	Pray.g_00482
OG0000691	Syam.g_01300	Pray.g_00483
OG0000692	Syam.g_01299	Pray.g_00485
OG0000693	Syam.g_01298	Pray.g_00486
OG0000694	Syam.g_01297	Pray.g_00487
OG0000695	Syam.g_01088	Pray.g_00489
OG0000696	Syam.g_01089	Pray.g_00490
OG0000697	Syam.g_01091	Pray.g_00491
OG0000698	Syam.g_01094	Pray.g_00494
OG0000699	Syam.g_01096	Pray.g_00495
OG0000700	Syam.g_01097	Pray.g_00496
OG0000701	Syam.g_01098	Pray.g_00497
OG0000702	Syam.g_01106	Pray.g_00499
OG0000703	Syam.g_01107	Pray.g_00500
OG0000704	Syam.g_01109	Pray.g_00501
OG0000705	Syam.g_01116	Pray.g_00505
OG0000706	Syam.g_01117	Pray.g_00506
OG0000707	Syam.g_01118	Pray.g_00507
OG0000708	Syam.g_01121	Pray.g_00508
OG0000709	Syam.g_01131	Pray.g_00512
OG0000710	Syam.g_01135	Pray.g_00515
OG0000711	Syam.g_01165	Pray.g_00532
OG0000712	Syam.g_01167	Pray.g_00534
OG0000713	Syam.g_01168	Pray.g_00535
OG0000714	Syam.g_01170	Pray.g_00536
OG0000715	Syam.g_01172	Pray.g_00538
OG0000716	Syam.g_01176	Pray.g_00540
OG0000717	Syam.g_01177	Pray.g_00541
OG0000718	Syam.g_01181	Pray.g_00553
OG0000719	Syam.g_01183	Pray.g_00555
OG0000720	Syam.g_01197	Pray.g_00564
OG0000721	Syam.g_01199	Pray.g_00566
OG0000722	Syam.g_01200	Pray.g_00567
OG0000723	Syam.g_01224	Pray.g_00570
OG0000724	Syam.g_00768	Pray.g_00579
OG0000725	Syam.g_00777	Pray.g_00585
OG0000726	Syam.g_00778	Pray.g_00586
OG0000727	Syam.g_00779	Pray.g_00587
OG0000728	Syam.g_00781	Pray.g_00589
OG0000729	Syam.g_00105	Pray.g_00634
OG0000730	Syam.g_00454	Pray.g_00132
OG0000731	Syam.g_00466	Pray.g_00128
OG0000732	Syam.g_00051	Pray.g_00118
OG0000733	Syam.g_02339	Pray.g_00096
OG0000734	Syam.g_02128	Pray.g_00079
OG0000735	Syam.g_01810	Pray.g_00077
OG0000736	Syam.g_01809	Pray.g_00076
OG0000737	Syam.g_01808	Pray.g_00075
OG0000738	Syam.g_01803	Pray.g_00071
OG0000739	Syam.g_01802	Pray.g_00070
OG0000740	Syam.g_01801	Pray.g_00069
OG0000741	Syam.g_01798	Pray.g_00068
OG0000742	Syam.g_01796	Pray.g_00065
OG0000743	Syam.g_01794	Pray.g_00063
OG0000744	Syam.g_01793	Pray.g_00062
OG0000745	Syam.g_01791	Pray.g_00060
OG0000746	Syam.g_01789	Pray.g_00058
OG0000747	Syam.g_01788	Pray.g_00057
OG0000748	Syam.g_01779	Pray.g_00054
OG0000749	Syam.g_01776	Pray.g_00053
OG0000750	Syam.g_01775	Pray.g_00052
OG0000751	Syam.g_01770	Pray.g_00050
OG0000752	Syam.g_01768	Pray.g_00048
OG0000753	Syam.g_01765	Pray.g_00045
OG0000754	Syam.g_00910	Pray.g_00042
OG0000755	Syam.g_00900	Pray.g_00039
OG0000756	Syam.g_00899	Pray.g_00038
OG0000757	Syam.g_00891	Pray.g_00032
OG0000758	Syam.g_00890	Pray.g_00031
OG0000759	Syam.g_00889	Pray.g_00030
OG0000760	Syam.g_00888	Pray.g_00029
OG0000761	Syam.g_00886	Pray.g_00028
OG0000762	Syam.g_00884	Pray.g_00027
OG0000763	Syam.g_00882	Pray.g_00025
OG0000764	Syam.g_00881	Pray.g_00024
OG0000765	Syam.g_00864	Pray.g_00015
OG0000766	Syam.g_00863	Pray.g_00014
OG0000767	Syam.g_00861	Pray.g_00012
OG0000768	Syam.g_00860	Pray.g_00011
OG0000769	Syam.g_00858	Pray.g_00009
OG0000770	Syam.g_00855	Pray.g_00007
OG0000771	Syam.g_00762	Pray.g_00250
OG0000772	Syam.g_01005	Pray.g_01895
OG0000773	Syam.g_01816	Pray.g_01879
OG0000774	Syam.g_01820	Pray.g_01877
OG0000775	Syam.g_01823	Pray.g_01875
OG0000776	Syam.g_01824	Pray.g_01874
OG0000777	Syam.g_01825	Pray.g_01873
OG0000778	Syam.g_01826	Pray.g_01872
OG0000779	Syam.g_01832	Pray.g_01868
OG0000780	Syam.g_01835	Pray.g_01867
OG0000781	Syam.g_01839	Pray.g_01864
OG0000782	Syam.g_01840	Pray.g_01863
OG0000783	Syam.g_01841	Pray.g_01862
OG0000784	Syam.g_01842	Pray.g_01861
OG0000785	Syam.g_01844	Pray.g_01859
OG0000786	Syam.g_01700	Pray.g_01857
OG0000787	Syam.g_01701	Pray.g_01856
OG0000788	Syam.g_01455	Pray.g_01842
OG0000789	Syam.g_01044	Pray.g_01839
OG0000790	Syam.g_00570	Pray.g_01824
OG0000791	Syam.g_00568	Pray.g_01822
OG0000792	Syam.g_00567	Pray.g_01821
OG0000793	Syam.g_00562	Pray.g_01818
OG0000794	Syam.g_00561	Pray.g_01817
OG0000795	Syam.g_00560	Pray.g_01816
OG0000796	Syam.g_00556	Pray.g_01812
OG0000797	Syam.g_00555	Pray.g_01811
OG0000799	Syam.g_01585	Pray.g_01740
OG0000800	Syam.g_01588	Pray.g_01739
OG0000801	Syam.g_01589	Pray.g_01738
OG0000802	Syam.g_01592	Pray.g_01736
OG0000803	Syam.g_01597	Pray.g_01734
OG0000804	Syam.g_01600	Pray.g_01733
OG0000805	Syam.g_01602	Pray.g_01731
OG0000806	Syam.g_01604	Pray.g_01729
OG0000807	Syam.g_01606	Pray.g_01728
OG0000808	Syam.g_01607	Pray.g_01727
OG0000809	Syam.g_01610	Pray.g_01724
OG0000810	Syam.g_01611	Pray.g_01723
OG0000811	Syam.g_01616	Pray.g_01719
OG0000812	Syam.g_01618	Pray.g_01717
OG0000813	Syam.g_01619	Pray.g_01716
OG0000814	Syam.g_01621	Pray.g_01714
OG0000815	Syam.g_01622	Pray.g_01713
OG0000816	Syam.g_01624	Pray.g_01711
OG0000817	Syam.g_01625	Pray.g_01710
OG0000818	Syam.g_01631	Pray.g_01705
OG0000819	Syam.g_01632	Pray.g_01704
OG0000820	Syam.g_01633	Pray.g_01703
OG0000821	Syam.g_01639	Pray.g_01699
OG0000822	Syam.g_01641	Pray.g_01698
OG0000823	Syam.g_01642	Pray.g_01697
OG0000824	Syam.g_01648	Pray.g_01694
OG0000825	Syam.g_01649	Pray.g_01693
OG0000826	Syam.g_01650	Pray.g_01692
OG0000827	Syam.g_01651	Pray.g_01691
OG0000828	Syam.g_01655	Pray.g_01688
OG0000829	Syam.g_01656	Pray.g_01687
OG0000830	Syam.g_01657	Pray.g_01686
OG0000831	Syam.g_01659	Pray.g_01684
OG0000832	Syam.g_01923	Pray.g_01678
OG0000833	Syam.g_01932	Pray.g_01670
OG0000834	Syam.g_01933	Pray.g_01669
OG0000835	Syam.g_01934	Pray.g_01668
OG0000836	Syam.g_01937	Pray.g_01667
OG0000837	Syam.g_01938	Pray.g_01666
OG0000838	Syam.g_01946	Pray.g_01664
OG0000839	Syam.g_01947	Pray.g_01663
OG0000840	Syam.g_01948	Pray.g_01662
OG0000841	Syam.g_01949	Pray.g_01661
OG0000842	Syam.g_01950	Pray.g_01660
OG0000843	Syam.g_01951	Pray.g_01659
OG0000844	Syam.g_01953	Pray.g_01658
OG0000845	Syam.g_01954	Pray.g_01657
OG0000846	Syam.g_01955	Pray.g_01656
OG0000847	Syam.g_01956	Pray.g_01655
OG0000848	Syam.g_01958	Pray.g_01654
OG0000849	Syam.g_01959	Pray.g_01653
OG0000850	Syam.g_01961	Pray.g_01651
OG0000851	Syam.g_01966	Pray.g_01650
OG0000852	Syam.g_01967	Pray.g_01649
OG0000853	Syam.g_01971	Pray.g_01645
OG0000854	Syam.g_01973	Pray.g_01643
OG0000855	Syam.g_01974	Pray.g_01642
OG0000856	Syam.g_01483	Pray.g_01627
OG0000857	Syam.g_01273	Pray.g_01600
OG0000858	Syam.g_01980	Pray.g_01565
OG0000859	Syam.g_01981	Pray.g_01564
OG0000860	Syam.g_01992	Pray.g_01557
OG0000861	Syam.g_01993	Pray.g_01556
OG0000862	Syam.g_01994	Pray.g_01555
OG0000863	Syam.g_01996	Pray.g_01553
OG0000864	Syam.g_01997	Pray.g_01552
OG0000865	Syam.g_01998	Pray.g_01551
OG0000866	Syam.g_01999	Pray.g_01550
OG0000867	Syam.g_02000	Pray.g_01549
OG0000868	Syam.g_02003	Pray.g_01548
OG0000869	Syam.g_02007	Pray.g_01544
OG0000870	Syam.g_02012	Pray.g_01539
OG0000871	Syam.g_02013	Pray.g_01538
OG0000872	Syam.g_02021	Pray.g_01537
OG0000873	Syam.g_02024	Pray.g_01534
OG0000874	Syam.g_02019	Pray.g_01531
OG0000875	Syam.g_02026	Pray.g_01530
OG0000876	Syam.g_01877	Pray.g_01529
OG0000877	Syam.g_01882	Pray.g_01527
OG0000878	Syam.g_01883	Pray.g_01526
OG0000879	Syam.g_01884	Pray.g_01525
OG0000880	Syam.g_01885	Pray.g_01524
OG0000881	Syam.g_01891	Pray.g_01520
OG0000882	Syam.g_01896	Pray.g_01515
OG0000883	Syam.g_01898	Pray.g_01513
OG0000884	Syam.g_01900	Pray.g_01512
OG0000885	Syam.g_01901	Pray.g_01511
OG0000886	Syam.g_01902	Pray.g_01510
OG0000887	Syam.g_01903	Pray.g_01509
OG0000888	Syam.g_01905	Pray.g_01507
OG0000889	Syam.g_01907	Pray.g_01505
OG0000890	Syam.g_01910	Pray.g_01504
OG0000891	Syam.g_01911	Pray.g_01503
OG0000892	Syam.g_01913	Pray.g_01229
OG0000893	Syam.g_00287	Pray.g_01234
OG0000894	Syam.g_00290	Pray.g_01236
OG0000895	Syam.g_00294	Pray.g_01239
OG0000896	Syam.g_00295	Pray.g_01240
OG0000897	Syam.g_00297	Pray.g_01242
OG0000898	Syam.g_00298	Pray.g_01243
OG0000899	Syam.g_00299	Pray.g_01244
OG0000900	Syam.g_00300	Pray.g_01245
OG0000901	Syam.g_00305	Pray.g_01248
OG0000902	Syam.g_00307	Pray.g_01250
OG0000903	Syam.g_00322	Pray.g_01253
OG0000904	Syam.g_00317	Pray.g_01255
OG0000905	Syam.g_00312	Pray.g_01260
OG0000906	Syam.g_00309	Pray.g_01261
OG0000907	Syam.g_00324	Pray.g_01264
OG0000908	Syam.g_00327	Pray.g_01267
OG0000909	Syam.g_00328	Pray.g_01268
OG0000910	Syam.g_00329	Pray.g_01269
OG0000911	Syam.g_00331	Pray.g_01271
OG0000912	Syam.g_00332	Pray.g_01272
OG0000913	Syam.g_00333	Pray.g_01273
OG0000914	Syam.g_00334	Pray.g_01274
OG0000915	Syam.g_00336	Pray.g_01275
OG0000916	Syam.g_00337	Pray.g_01276
OG0000917	Syam.g_00338	Pray.g_01277
OG0000918	Syam.g_00339	Pray.g_01278
OG0000919	Syam.g_00340	Pray.g_01279
OG0000920	Syam.g_00341	Pray.g_01280
OG0000921	Syam.g_00342	Pray.g_01281
OG0000922	Syam.g_00343	Pray.g_01282
OG0000923	Syam.g_00347	Pray.g_01286
OG0000924	Syam.g_00348	Pray.g_01287
OG0000925	Syam.g_00349	Pray.g_01288
OG0000926	Syam.g_00350	Pray.g_01289
OG0000927	Syam.g_00352	Pray.g_01291
OG0000928	Syam.g_00353	Pray.g_01292
OG0000929	Syam.g_00354	Pray.g_01293
OG0000930	Syam.g_00355	Pray.g_01294
OG0000931	Syam.g_00356	Pray.g_01295
OG0000932	Syam.g_00357	Pray.g_01296
OG0000933	Syam.g_00363	Pray.g_01300
OG0000934	Syam.g_00365	Pray.g_01302
OG0000935	Syam.g_00366	Pray.g_01303
OG0000936	Syam.g_00368	Pray.g_01304
OG0000937	Syam.g_00369	Pray.g_01305
OG0000938	Syam.g_00373	Pray.g_01307
OG0000939	Syam.g_00374	Pray.g_01308
OG0000940	Syam.g_00381	Pray.g_01315
OG0000941	Syam.g_00383	Pray.g_01317
OG0000942	Syam.g_00385	Pray.g_01319
OG0000943	Syam.g_00386	Pray.g_01320
OG0000944	Syam.g_00388	Pray.g_01321
OG0000945	Syam.g_00390	Pray.g_01322
OG0000946	Syam.g_00395	Pray.g_01327
OG0000947	Syam.g_00398	Pray.g_01329
OG0000948	Syam.g_00399	Pray.g_01330
OG0000949	Syam.g_00159	Pray.g_01333
OG0000950	Syam.g_00150	Pray.g_01338
OG0000951	Syam.g_00145	Pray.g_01342
OG0000952	Syam.g_00140	Pray.g_01346
OG0000953	Syam.g_00136	Pray.g_01349
OG0000954	Syam.g_00131	Pray.g_01353
OG0000955	Syam.g_00130	Pray.g_01354
OG0000956	Syam.g_00128	Pray.g_01356
OG0000957	Syam.g_00117	Pray.g_01362
OG0000958	Syam.g_00116	Pray.g_01363
OG0000959	Syam.g_00112	Pray.g_01367
OG0000960	Syam.g_00111	Pray.g_01368
OG0000961	Syam.g_00108	Pray.g_01370
OG0000962	Syam.g_00106	Pray.g_01372
OG0000963	Syam.g_00101	Pray.g_01376
OG0000964	Syam.g_00100	Pray.g_01377
OG0000965	Syam.g_00099	Pray.g_01378
OG0000966	Syam.g_00074	Pray.g_01385
OG0000967	Syam.g_00069	Pray.g_01390
OG0000968	Syam.g_00077	Pray.g_01392
OG0000969	Syam.g_00072	Pray.g_01393
OG0000970	Syam.g_00071	Pray.g_01394
OG0000971	Syam.g_00066	Pray.g_01395
OG0000972	Syam.g_00065	Pray.g_01396
OG0000973	Syam.g_00064	Pray.g_01397
OG0000974	Syam.g_00063	Pray.g_01398
OG0000975	Syam.g_00062	Pray.g_01399
OG0000976	Syam.g_00061	Pray.g_01400
OG0000977	Syam.g_00059	Pray.g_01401
OG0000978	Syam.g_00058	Pray.g_01402
OG0000979	Syam.g_00055	Pray.g_01405
OG0000980	Syam.g_00052	Pray.g_01407
OG0000981	Syam.g_00049	Pray.g_01409
OG0000982	Syam.g_02314	Pray.g_01411
OG0000983	Syam.g_02315	Pray.g_01412
OG0000984	Syam.g_02316	Pray.g_01413
OG0000985	Syam.g_02318	Pray.g_01416
OG0000986	Syam.g_02320	Pray.g_01418
OG0000987	Syam.g_02322	Pray.g_01419
OG0000988	Syam.g_02327	Pray.g_01422
OG0000989	Syam.g_02334	Pray.g_01426
OG0000990	Syam.g_02346	Pray.g_01429
OG0000991	Syam.g_02348	Pray.g_01430
OG0000992	Syam.g_02351	Pray.g_01432
OG0000993	Syam.g_02352	Pray.g_01433
OG0000994	Syam.g_02354	Pray.g_01434
OG0000995	Syam.g_02359	Pray.g_01438
OG0000996	Syam.g_02405	Pray.g_01439
OG0000997	Syam.g_02416	Pray.g_01440
OG0000998	Syam.g_02418	Pray.g_01442
OG0000999	Syam.g_02419	Pray.g_01443
OG0001000	Syam.g_02422	Pray.g_01446
OG0001001	Syam.g_02427	Pray.g_01448
OG0001002	Syam.g_02433	Pray.g_01452
OG0001003	Syam.g_02434	Pray.g_01453
OG0001004	Syam.g_02435	Pray.g_01454
OG0001005	Syam.g_02436	Pray.g_01455
OG0001006	Syam.g_02444	Pray.g_01459
OG0001007	Syam.g_02446	Pray.g_01461
OG0001008	Syam.g_01866	Pray.g_00927
OG0001009	Syam.g_00032	Pray.g_01489
OG0001010	Syam.g_00033	Pray.g_01490
OG0001011	Syam.g_00034	Pray.g_01491
OG0001012	Syam.g_02310	Pray.g_00240
OG0001013	Syam.g_02296	Pray.g_00235
OG0001014	Syam.g_02292	Pray.g_00232
OG0001015	Syam.g_02291	Pray.g_00231
OG0001016	Syam.g_02067	Pray.g_00216
OG0001017	Syam.g_02073	Pray.g_00212
OG0001018	Syam.g_02075	Pray.g_00209
OG0001019	Syam.g_02093	Pray.g_00200
OG0001020	Syam.g_02098	Pray.g_00199
OG0001021	Syam.g_02102	Pray.g_00198
OG0001022	Syam.g_02106	Pray.g_00195
OG0001023	Syam.g_02107	Pray.g_00194
OG0001024	Syam.g_02111	Pray.g_00191
OG0001025	Syam.g_02118	Pray.g_00185
OG0001026	Syam.g_02130	Pray.g_00178
OG0001027	Syam.g_02135	Pray.g_00177
OG0001028	Syam.g_02137	Pray.g_00175
OG0001029	Syam.g_02139	Pray.g_00174
OG0001030	Syam.g_02163	Pray.g_00159
OG0001031	Syam.g_02239	Pray.g_00667
OG0001032	Syam.g_02241	Pray.g_00668
OG0001033	Syam.g_02265	Pray.g_00689
OG0001034	Syam.g_00508	Pray.g_00717
OG0001035	Syam.g_00265	Pray.g_00735
OG0001036	Syam.g_00261	Pray.g_00739
OG0001037	Syam.g_00259	Pray.g_00740
OG0001038	Syam.g_00232	Pray.g_00757
OG0001039	Syam.g_00229	Pray.g_00760
OG0001040	Syam.g_00226	Pray.g_00762
OG0001041	Syam.g_00221	Pray.g_00766
OG0001042	Syam.g_00196	Pray.g_00782
OG0001043	Syam.g_00192	Pray.g_00783
OG0001044	Syam.g_00456	Pray.g_00811
OG0001045	Syam.g_00469	Pray.g_00820
OG0001046	Syam.g_01151	Pray.g_00857
OG0001047	Syam.g_01864	Pray.g_00929
OG0001048	Syam.g_01863	Pray.g_00930
OG0001049	Syam.g_01855	Pray.g_00932
OG0001050	Syam.g_01854	Pray.g_00933
OG0001051	Syam.g_01853	Pray.g_00934
OG0001052	Syam.g_01672	Pray.g_00961
OG0001053	Syam.g_00586	Pray.g_00973
OG0001054	Syam.g_00603	Pray.g_00989
OG0001055	Syam.g_00624	Pray.g_01008
OG0001056	Syam.g_00656	Pray.g_01225
OG0001057	Syam.g_00664	Pray.g_01220
OG0001058	Syam.g_00677	Pray.g_01212
OG0001059	Syam.g_00681	Pray.g_01208
OG0001060	Syam.g_00688	Pray.g_01201
OG0001061	Syam.g_01744	Pray.g_01188
OG0001062	Syam.g_01742	Pray.g_01186
OG0001063	Syam.g_01737	Pray.g_01184
OG0001064	Syam.g_01736	Pray.g_01183
OG0001065	Syam.g_01735	Pray.g_01182
OG0001066	Syam.g_01734	Pray.g_01181
OG0001067	Syam.g_01733	Pray.g_01180
OG0001068	Syam.g_01732	Pray.g_01179
OG0001069	Syam.g_01731	Pray.g_01178
OG0001070	Syam.g_01728	Pray.g_01175
OG0001071	Syam.g_01727	Pray.g_01174
OG0001072	Syam.g_01723	Pray.g_01173
OG0001073	Syam.g_01709	Pray.g_01159
OG0001074	Syam.g_01504	Pray.g_01148
OG0001075	Syam.g_01502	Pray.g_01147
OG0001076	Syam.g_01491	Pray.g_01139
OG0001077	Syam.g_01480	Pray.g_01135
OG0001078	Syam.g_01467	Pray.g_01127
OG0001079	Syam.g_01454	Pray.g_01116
OG0001080	Syam.g_01034	Pray.g_01110
OG0001081	Syam.g_01386	Pray.g_01108
OG0001082	Syam.g_01385	Pray.g_01107
OG0001083	Syam.g_01377	Pray.g_01102
OG0001084	Syam.g_01376	Pray.g_01101
OG0001085	Syam.g_01366	Pray.g_01093
OG0001086	Syam.g_01364	Pray.g_01092
OG0001087	Syam.g_00813	Pray.g_01075
OG0001088	Syam.g_00809	Pray.g_01074
OG0001089	Syam.g_00785	Pray.g_01066
OG0001090	Syam.g_01246	Pray.g_01039
OG0001091	Syam.g_01244	Pray.g_01037
OG0001092	Syam.g_01242	Pray.g_01036
OG0001093	Syam.g_01236	Pray.g_01031
OG0001094	Syam.g_01296	Pray.g_00342
OG0001095	Syam.g_01276	Pray.g_00361
OG0001096	Syam.g_01260	Pray.g_00374
OG0001097	Syam.g_00727	Pray.g_00393
OG0001098	Syam.g_01037	Pray.g_00408
OG0001099	Syam.g_02138	Pray.g_00440
OG0001100	Syam.g_01356	Pray.g_00444
OG0001101	Syam.g_01355	Pray.g_00446
OG0001103	Syam.g_01350	Pray.g_00451
OG0001104	Syam.g_01311	Pray.g_00474
OG0001105	Syam.g_01307	Pray.g_00478
OG0001106	Syam.g_01110	Pray.g_00502
OG0001107	Syam.g_01122	Pray.g_00509
OG0001108	Syam.g_01132	Pray.g_00513
OG0001109	Syam.g_01134	Pray.g_00514
OG0001110	Syam.g_01136	Pray.g_00516
OG0001111	Syam.g_01138	Pray.g_00517
OG0001112	Syam.g_01140	Pray.g_00518
OG0001113	Syam.g_01141	Pray.g_00519
OG0001114	Syam.g_01142	Pray.g_00520
OG0001115	Syam.g_01146	Pray.g_00522
OG0001116	Syam.g_01148	Pray.g_00523
OG0001117	Syam.g_01149	Pray.g_00524
OG0001118	Syam.g_01150	Pray.g_00525
OG0001119	Syam.g_01152	Pray.g_00526
OG0001120	Syam.g_01156	Pray.g_00528
OG0001121	Syam.g_00970	Pray.g_00099, Pray.g_00531
OG0001122	Syam.g_01184	Pray.g_00556
OG0001123	Syam.g_01191	Pray.g_00560
OG0001124	Syam.g_01194	Pray.g_00562
OG0001125	Syam.g_01196	Pray.g_00563
OG0001126	Syam.g_00757	Pray.g_00573
OG0001127	Syam.g_00758	Pray.g_00574
OG0001128	Syam.g_00764	Pray.g_00576
OG0001129	Syam.g_00766	Pray.g_00577
OG0001130	Syam.g_00767	Pray.g_00578
OG0001131	Syam.g_01337	Pray.g_00614
OG0001132	Syam.g_01020	Pray.g_00623
OG0001134	Syam.g_00915	Pray.g_00097
OG0001136	Syam.g_01797	Pray.g_00067
OG0001137	Syam.g_01780	Pray.g_00055
OG0001138	Syam.g_00898	Pray.g_00037
OG0001139	Syam.g_00896	Pray.g_00036
OG0001140	Syam.g_00895	Pray.g_00035
OG0001141	Syam.g_00894	Pray.g_00034
OG0001142	Syam.g_00892	Pray.g_00033
OG0001143	Syam.g_00883	Pray.g_00026
OG0001144	Syam.g_00873	Pray.g_00021
OG0001145	Syam.g_01817	Pray.g_01878
OG0001146	Syam.g_01836	Pray.g_01866
OG0001147	Syam.g_01665	Pray.g_01843
OG0001148	Syam.g_00573	Pray.g_01827
OG0001149	Syam.g_00572	Pray.g_01826
OG0001150	Syam.g_00571	Pray.g_01825
OG0001151	Syam.g_00558	Pray.g_01814
OG0001152	Syam.g_00557	Pray.g_01813
OG0001153	Syam.g_01652	Pray.g_01690
OG0001154	Syam.g_01654	Pray.g_01689
OG0001155	Syam.g_01925	Pray.g_01677
OG0001156	Syam.g_01928	Pray.g_01674
OG0001157	Syam.g_01929	Pray.g_01673
OG0001158	Syam.g_01930	Pray.g_01672
OG0001159	Syam.g_01931	Pray.g_01671
OG0001160	Syam.g_01969	Pray.g_01647
OG0001161	Syam.g_02338	Pray.g_01634
OG0001162	Syam.g_01257	Pray.g_01623
OG0001163	Syam.g_01977	Pray.g_01567
OG0001164	Syam.g_01983	Pray.g_01563
OG0001165	Syam.g_01988	Pray.g_01560
OG0001166	Syam.g_02011	Pray.g_01540
OG0001167	Syam.g_01888	Pray.g_01523
OG0001168	Syam.g_01890	Pray.g_01521
OG0001169	Syam.g_01892	Pray.g_01519
OG0001170	Syam.g_01894	Pray.g_01517
OG0001171	Syam.g_01904	Pray.g_01508
OG0001172	Syam.g_00292	Pray.g_01237
OG0001173	Syam.g_00293	Pray.g_01238
OG0001174	Syam.g_00301	Pray.g_01246
OG0001175	Syam.g_00302	Pray.g_01247
OG0001176	Syam.g_00321	Pray.g_01254
OG0001177	Syam.g_00319	Pray.g_01257
OG0001178	Syam.g_01995	Pray.g_01262
OG0001179	Syam.g_00351	Pray.g_01290
OG0001180	Syam.g_00378	Pray.g_01312
OG0001181	Syam.g_00382	Pray.g_01316
OG0001182	Syam.g_00391	Pray.g_01323
OG0001183	Syam.g_00396	Pray.g_01328
OG0001184	Syam.g_00143	Pray.g_01344
