Orthogroup	Syam	Prae
OG0000603	Syam.g_01450	Prae.g_00623
OG0000604	Syam.g_01447	Prae.g_00624
OG0000605	Syam.g_01031	Prae.g_00625
OG0000606	Syam.g_01387	Prae.g_00628
OG0000607	Syam.g_01384	Prae.g_00631
OG0000608	Syam.g_01383	Prae.g_00632
OG0000609	Syam.g_01380	Prae.g_00633
OG0000610	Syam.g_01373	Prae.g_00638
OG0000611	Syam.g_01370	Prae.g_00641
OG0000612	Syam.g_01369	Prae.g_00642
OG0000613	Syam.g_00170	Prae.g_00647
OG0000614	Syam.g_00801	Prae.g_00666
OG0000615	Syam.g_01332	Prae.g_00674
OG0000616	Syam.g_02430	Prae.g_00678
OG0000617	Syam.g_01240	Prae.g_00717
OG0000618	Syam.g_01239	Prae.g_00718
OG0000619	Syam.g_01238	Prae.g_00719
OG0000620	Syam.g_01233	Prae.g_00722
OG0000621	Syam.g_01232	Prae.g_00723
OG0000622	Syam.g_01231	Prae.g_00724
OG0000623	Syam.g_01230	Prae.g_00725
OG0000624	Syam.g_01228	Prae.g_00726
OG0000625	Syam.g_01227	Prae.g_00727
OG0000626	Syam.g_01226	Prae.g_00728
OG0000627	Syam.g_01065	Prae.g_00729
OG0000628	Syam.g_01067	Prae.g_00730
OG0000629	Syam.g_01070	Prae.g_00731
OG0000630	Syam.g_01074	Prae.g_00734
OG0000631	Syam.g_01084	Prae.g_00797
OG0000632	Syam.g_01085	Prae.g_00798
OG0000633	Syam.g_01086	Prae.g_00799
OG0000634	Syam.g_01294	Prae.g_00802
OG0000635	Syam.g_01293	Prae.g_00803
OG0000636	Syam.g_01291	Prae.g_00805
OG0000637	Syam.g_01289	Prae.g_00807
OG0000638	Syam.g_01288	Prae.g_00808
OG0000639	Syam.g_01287	Prae.g_00809
OG0000640	Syam.g_01286	Prae.g_00810
OG0000641	Syam.g_01282	Prae.g_00814
OG0000642	Syam.g_01281	Prae.g_00815
OG0000643	Syam.g_01280	Prae.g_00816
OG0000644	Syam.g_01279	Prae.g_00817
OG0000645	Syam.g_01277	Prae.g_00818
OG0000646	Syam.g_01274	Prae.g_00820
OG0000647	Syam.g_01272	Prae.g_00821
OG0000648	Syam.g_01269	Prae.g_00823
OG0000649	Syam.g_01268	Prae.g_00824
OG0000650	Syam.g_01267	Prae.g_00825
OG0000651	Syam.g_01266	Prae.g_00826
OG0000652	Syam.g_01265	Prae.g_00827
OG0000653	Syam.g_01263	Prae.g_00829
OG0000654	Syam.g_01262	Prae.g_00830
OG0000655	Syam.g_01261	Prae.g_00831
OG0000656	Syam.g_01258	Prae.g_00834
OG0000657	Syam.g_00739	Prae.g_00841
OG0000658	Syam.g_00735	Prae.g_00842
OG0000659	Syam.g_00734	Prae.g_00843
OG0000660	Syam.g_00730	Prae.g_00847
OG0000661	Syam.g_00728	Prae.g_00849
OG0000662	Syam.g_00726	Prae.g_00851
OG0000663	Syam.g_00723	Prae.g_00853
OG0000664	Syam.g_00722	Prae.g_00854
OG0000665	Syam.g_02027	Prae.g_00858
OG0000666	Syam.g_01030	Prae.g_00859
OG0000667	Syam.g_00937	Prae.g_00863
OG0000668	Syam.g_01185	Prae.g_00892
OG0000669	Syam.g_01358	Prae.g_00900
OG0000670	Syam.g_00528	Prae.g_00902
OG0000671	Syam.g_01354	Prae.g_00904
OG0000672	Syam.g_01351	Prae.g_00906
OG0000673	Syam.g_01348	Prae.g_00909
OG0000674	Syam.g_01346	Prae.g_00911
OG0000675	Syam.g_01345	Prae.g_00912
OG0000676	Syam.g_01343	Prae.g_00914
OG0000677	Syam.g_01342	Prae.g_00915
OG0000678	Syam.g_01339	Prae.g_00917
OG0000679	Syam.g_01323	Prae.g_00921
OG0000680	Syam.g_01322	Prae.g_00922
OG0000681	Syam.g_01319	Prae.g_00924
OG0000682	Syam.g_01318	Prae.g_00925
OG0000683	Syam.g_01317	Prae.g_00926
OG0000684	Syam.g_01312	Prae.g_00927
OG0000685	Syam.g_01310	Prae.g_00929
OG0000686	Syam.g_01309	Prae.g_00930
OG0000687	Syam.g_01308	Prae.g_00931
OG0000688	Syam.g_01304	Prae.g_00934
OG0000689	Syam.g_01302	Prae.g_00935
OG0000690	Syam.g_01301	Prae.g_00936
OG0000691	Syam.g_01300	Prae.g_00937
OG0000692	Syam.g_01299	Prae.g_00938
OG0000693	Syam.g_01298	Prae.g_00939
OG0000694	Syam.g_01297	Prae.g_00940
OG0000695	Syam.g_01088	Prae.g_00942
OG0000696	Syam.g_01089	Prae.g_00943
OG0000697	Syam.g_01091	Prae.g_00944
OG0000698	Syam.g_01094	Prae.g_00947
OG0000699	Syam.g_01096	Prae.g_00948
OG0000700	Syam.g_01097	Prae.g_00949
OG0000701	Syam.g_01098	Prae.g_00950
OG0000702	Syam.g_01106	Prae.g_00952
OG0000703	Syam.g_01107	Prae.g_00953
OG0000704	Syam.g_01109	Prae.g_00954
OG0000705	Syam.g_01116	Prae.g_00958
OG0000706	Syam.g_01117	Prae.g_00959
OG0000707	Syam.g_01118	Prae.g_00960
OG0000708	Syam.g_01121	Prae.g_00961
OG0000709	Syam.g_01131	Prae.g_00965
OG0000710	Syam.g_01135	Prae.g_00968
OG0000711	Syam.g_01165	Prae.g_00985
OG0000712	Syam.g_01167	Prae.g_00987
OG0000713	Syam.g_01168	Prae.g_00988
OG0000714	Syam.g_01170	Prae.g_00989
OG0000715	Syam.g_01172	Prae.g_00991
OG0000716	Syam.g_01176	Prae.g_00993
OG0000717	Syam.g_01177	Prae.g_00994
OG0000718	Syam.g_01181	Prae.g_01009
OG0000719	Syam.g_01183	Prae.g_01011
OG0000720	Syam.g_01197	Prae.g_01020
OG0000721	Syam.g_01199	Prae.g_01022
OG0000722	Syam.g_01200	Prae.g_01023
OG0000723	Syam.g_01224	Prae.g_01026
OG0000724	Syam.g_00768	Prae.g_01035
OG0000725	Syam.g_00777	Prae.g_01041
OG0000726	Syam.g_00778	Prae.g_01042
OG0000727	Syam.g_00779	Prae.g_01043
OG0000728	Syam.g_00781	Prae.g_01045
OG0000729	Syam.g_00105	Prae.g_01092
OG0000730	Syam.g_00454	Prae.g_01096
OG0000731	Syam.g_00466	Prae.g_01100
OG0000732	Syam.g_00051	Prae.g_01109
OG0000733	Syam.g_02339	Prae.g_01131
OG0000734	Syam.g_02128	Prae.g_01148
OG0000735	Syam.g_01810	Prae.g_01150
OG0000736	Syam.g_01809	Prae.g_01151
OG0000737	Syam.g_01808	Prae.g_01152
OG0000738	Syam.g_01803	Prae.g_01156
OG0000739	Syam.g_01802	Prae.g_01157
OG0000740	Syam.g_01801	Prae.g_01158
OG0000741	Syam.g_01798	Prae.g_01159
OG0000742	Syam.g_01796	Prae.g_01162
OG0000743	Syam.g_01794	Prae.g_01164
OG0000744	Syam.g_01793	Prae.g_01165
OG0000745	Syam.g_01791	Prae.g_01166
OG0000746	Syam.g_01789	Prae.g_01168
OG0000747	Syam.g_01788	Prae.g_01169
OG0000748	Syam.g_01779	Prae.g_01172
OG0000749	Syam.g_01776	Prae.g_01173
OG0000750	Syam.g_01775	Prae.g_01174
OG0000751	Syam.g_01770	Prae.g_01176
OG0000752	Syam.g_01768	Prae.g_01178
OG0000753	Syam.g_01765	Prae.g_01181
OG0000754	Syam.g_00910	Prae.g_01184
OG0000755	Syam.g_00900	Prae.g_01187
OG0000756	Syam.g_00899	Prae.g_01188
OG0000757	Syam.g_00891	Prae.g_01194
OG0000758	Syam.g_00890	Prae.g_01195
OG0000759	Syam.g_00889	Prae.g_01196
OG0000760	Syam.g_00888	Prae.g_01197
OG0000761	Syam.g_00886	Prae.g_01198
OG0000762	Syam.g_00884	Prae.g_01199
OG0000763	Syam.g_00882	Prae.g_01201
OG0000764	Syam.g_00881	Prae.g_01202
OG0000765	Syam.g_00864	Prae.g_01211
OG0000766	Syam.g_00863	Prae.g_01212
OG0000767	Syam.g_00861	Prae.g_01214
OG0000768	Syam.g_00860	Prae.g_01215
OG0000769	Syam.g_00858	Prae.g_01217
OG0000770	Syam.g_00855	Prae.g_01219
OG0000771	Syam.g_00762	Prae.g_01434
OG0000772	Syam.g_01005	Prae.g_01293
OG0000773	Syam.g_01816	Prae.g_01319
OG0000774	Syam.g_01820	Prae.g_01321
OG0000775	Syam.g_01823	Prae.g_01324
OG0000776	Syam.g_01824	Prae.g_01325
OG0000777	Syam.g_01825	Prae.g_01326
OG0000778	Syam.g_01826	Prae.g_01327
OG0000779	Syam.g_01832	Prae.g_01331
OG0000780	Syam.g_01835	Prae.g_01332
OG0000781	Syam.g_01839	Prae.g_01335
OG0000782	Syam.g_01840	Prae.g_01336
OG0000783	Syam.g_01841	Prae.g_01337
OG0000784	Syam.g_01842	Prae.g_01338
OG0000785	Syam.g_01844	Prae.g_01340
OG0000786	Syam.g_01700	Prae.g_01342
OG0000787	Syam.g_01701	Prae.g_01343
OG0000788	Syam.g_01455	Prae.g_01355
OG0000789	Syam.g_01044	Prae.g_01358
OG0000790	Syam.g_00570	Prae.g_01373
OG0000791	Syam.g_00568	Prae.g_01375
OG0000792	Syam.g_00567	Prae.g_01376
OG0000793	Syam.g_00562	Prae.g_01379
OG0000794	Syam.g_00561	Prae.g_01380
OG0000795	Syam.g_00560	Prae.g_01381
OG0000796	Syam.g_00556	Prae.g_01385
OG0000797	Syam.g_00555	Prae.g_01386
OG0000798	Syam.g_00233	Prae.g_01420
OG0000799	Syam.g_01585	Prae.g_01441
OG0000800	Syam.g_01588	Prae.g_01442
OG0000801	Syam.g_01589	Prae.g_01443
OG0000802	Syam.g_01592	Prae.g_01445
OG0000803	Syam.g_01597	Prae.g_01447
OG0000804	Syam.g_01600	Prae.g_01448
OG0000805	Syam.g_01602	Prae.g_01450
OG0000806	Syam.g_01604	Prae.g_01452
OG0000807	Syam.g_01606	Prae.g_01453
OG0000808	Syam.g_01607	Prae.g_01454
OG0000809	Syam.g_01610	Prae.g_01457
OG0000810	Syam.g_01611	Prae.g_01458
OG0000811	Syam.g_01616	Prae.g_01462
OG0000812	Syam.g_01618	Prae.g_01464
OG0000813	Syam.g_01619	Prae.g_01465
OG0000814	Syam.g_01621	Prae.g_01467
OG0000815	Syam.g_01622	Prae.g_01468
OG0000816	Syam.g_01624	Prae.g_01470
OG0000817	Syam.g_01625	Prae.g_01471
OG0000818	Syam.g_01631	Prae.g_01476
OG0000819	Syam.g_01632	Prae.g_01477
OG0000820	Syam.g_01633	Prae.g_01478
OG0000821	Syam.g_01639	Prae.g_01482
OG0000822	Syam.g_01641	Prae.g_01483
OG0000823	Syam.g_01642	Prae.g_01484
OG0000824	Syam.g_01648	Prae.g_01487
OG0000825	Syam.g_01649	Prae.g_01488
OG0000826	Syam.g_01650	Prae.g_01489
OG0000827	Syam.g_01651	Prae.g_01490
OG0000828	Syam.g_01655	Prae.g_01493
OG0000829	Syam.g_01656	Prae.g_01494
OG0000830	Syam.g_01657	Prae.g_01495
OG0000831	Syam.g_01659	Prae.g_01497
OG0000832	Syam.g_01923	Prae.g_01503
OG0000833	Syam.g_01932	Prae.g_01511
OG0000834	Syam.g_01933	Prae.g_01512
OG0000835	Syam.g_01934	Prae.g_01513
OG0000836	Syam.g_01937	Prae.g_01514
OG0000837	Syam.g_01938	Prae.g_01515
OG0000838	Syam.g_01946	Prae.g_01517
OG0000839	Syam.g_01947	Prae.g_01518
OG0000840	Syam.g_01948	Prae.g_01519
OG0000841	Syam.g_01949	Prae.g_01520
OG0000842	Syam.g_01950	Prae.g_01521
OG0000843	Syam.g_01951	Prae.g_01522
OG0000844	Syam.g_01953	Prae.g_01523
OG0000845	Syam.g_01954	Prae.g_01524
OG0000846	Syam.g_01955	Prae.g_01525
OG0000847	Syam.g_01956	Prae.g_01526
OG0000848	Syam.g_01958	Prae.g_01527
OG0000849	Syam.g_01959	Prae.g_01528
OG0000850	Syam.g_01961	Prae.g_01530
OG0000851	Syam.g_01966	Prae.g_01531
OG0000852	Syam.g_01967	Prae.g_01532
OG0000853	Syam.g_01971	Prae.g_01536
OG0000854	Syam.g_01973	Prae.g_01538
OG0000855	Syam.g_01974	Prae.g_01539
OG0000856	Syam.g_01483	Prae.g_01554
OG0000857	Syam.g_01273	Prae.g_01582
OG0000858	Syam.g_01980	Prae.g_01617
OG0000859	Syam.g_01981	Prae.g_01618
OG0000860	Syam.g_01992	Prae.g_01625
OG0000861	Syam.g_01993	Prae.g_01626
OG0000862	Syam.g_01994	Prae.g_01627
OG0000863	Syam.g_01996	Prae.g_01629
OG0000864	Syam.g_01997	Prae.g_01630
OG0000865	Syam.g_01998	Prae.g_01631
OG0000866	Syam.g_01999	Prae.g_01632
OG0000867	Syam.g_02000	Prae.g_01633
OG0000868	Syam.g_02003	Prae.g_01634
OG0000869	Syam.g_02007	Prae.g_01638
OG0000870	Syam.g_02012	Prae.g_01643
OG0000871	Syam.g_02013	Prae.g_01644
OG0000872	Syam.g_02021	Prae.g_01645
OG0000873	Syam.g_02024	Prae.g_01648
OG0000874	Syam.g_02019	Prae.g_01651
OG0000875	Syam.g_02026	Prae.g_01652
OG0000876	Syam.g_01877	Prae.g_01653
OG0000877	Syam.g_01882	Prae.g_01655
OG0000878	Syam.g_01883	Prae.g_01656
OG0000879	Syam.g_01884	Prae.g_01657
OG0000880	Syam.g_01885	Prae.g_01658
OG0000881	Syam.g_01891	Prae.g_01662
OG0000882	Syam.g_01896	Prae.g_01667
OG0000883	Syam.g_01898	Prae.g_01668
OG0000884	Syam.g_01900	Prae.g_01670
OG0000885	Syam.g_01901	Prae.g_01671
OG0000886	Syam.g_01902	Prae.g_01672
OG0000887	Syam.g_01903	Prae.g_01673
OG0000888	Syam.g_01905	Prae.g_01675
OG0000889	Syam.g_01907	Prae.g_01677
OG0000890	Syam.g_01910	Prae.g_01678
OG0000891	Syam.g_01911	Prae.g_01679
OG0000892	Syam.g_01913	Prae.g_01681
OG0000893	Syam.g_00287	Prae.g_01686
OG0000894	Syam.g_00290	Prae.g_01688
OG0000895	Syam.g_00294	Prae.g_01691
OG0000896	Syam.g_00295	Prae.g_01692
OG0000897	Syam.g_00297	Prae.g_01694
OG0000898	Syam.g_00298	Prae.g_01695
OG0000899	Syam.g_00299	Prae.g_01696
OG0000900	Syam.g_00300	Prae.g_01697
OG0000901	Syam.g_00305	Prae.g_01700
OG0000902	Syam.g_00307	Prae.g_01702
OG0000903	Syam.g_00322	Prae.g_01705
OG0000904	Syam.g_00317	Prae.g_01707
OG0000905	Syam.g_00312	Prae.g_01712
OG0000906	Syam.g_00309	Prae.g_01713
OG0000907	Syam.g_00324	Prae.g_01716
OG0000908	Syam.g_00327	Prae.g_01719
OG0000909	Syam.g_00328	Prae.g_01720
OG0000910	Syam.g_00329	Prae.g_01721
OG0000911	Syam.g_00331	Prae.g_01723
OG0000912	Syam.g_00332	Prae.g_01724
OG0000913	Syam.g_00333	Prae.g_01725
OG0000914	Syam.g_00334	Prae.g_01726
OG0000915	Syam.g_00336	Prae.g_01727
OG0000916	Syam.g_00337	Prae.g_01728
OG0000917	Syam.g_00338	Prae.g_01729
OG0000918	Syam.g_00339	Prae.g_01730
OG0000919	Syam.g_00340	Prae.g_01731
OG0000920	Syam.g_00341	Prae.g_01732
OG0000921	Syam.g_00342	Prae.g_01733
OG0000922	Syam.g_00343	Prae.g_01734
OG0000923	Syam.g_00347	Prae.g_01738
OG0000924	Syam.g_00348	Prae.g_01739
OG0000925	Syam.g_00349	Prae.g_01740
OG0000926	Syam.g_00350	Prae.g_01741
OG0000927	Syam.g_00352	Prae.g_01743
OG0000928	Syam.g_00353	Prae.g_01744
OG0000929	Syam.g_00354	Prae.g_01745
OG0000930	Syam.g_00355	Prae.g_01746
OG0000931	Syam.g_00356	Prae.g_01747
OG0000932	Syam.g_00357	Prae.g_01748
OG0000933	Syam.g_00363	Prae.g_01752
OG0000934	Syam.g_00365	Prae.g_01754
OG0000935	Syam.g_00366	Prae.g_01755
OG0000936	Syam.g_00368	Prae.g_01756
OG0000937	Syam.g_00369	Prae.g_01757
OG0000938	Syam.g_00373	Prae.g_01759
OG0000939	Syam.g_00374	Prae.g_01760
OG0000940	Syam.g_00381	Prae.g_01768
OG0000941	Syam.g_00383	Prae.g_01770
OG0000942	Syam.g_00385	Prae.g_01772
OG0000943	Syam.g_00386	Prae.g_01773
OG0000944	Syam.g_00388	Prae.g_01774
OG0000945	Syam.g_00390	Prae.g_01775
OG0000946	Syam.g_00395	Prae.g_01779
OG0000947	Syam.g_00398	Prae.g_01781
OG0000948	Syam.g_00399	Prae.g_01782
OG0000949	Syam.g_00159	Prae.g_01785
OG0000950	Syam.g_00150	Prae.g_01790
OG0000951	Syam.g_00145	Prae.g_01794
OG0000952	Syam.g_00140	Prae.g_01798
OG0000953	Syam.g_00136	Prae.g_01801
OG0000954	Syam.g_00131	Prae.g_01805
OG0000955	Syam.g_00130	Prae.g_01806
OG0000956	Syam.g_00128	Prae.g_01808
OG0000957	Syam.g_00117	Prae.g_01813
OG0000958	Syam.g_00116	Prae.g_01814
OG0000959	Syam.g_00112	Prae.g_01818
OG0000960	Syam.g_00111	Prae.g_01819
OG0000961	Syam.g_00108	Prae.g_01821
OG0000962	Syam.g_00106	Prae.g_01823
OG0000963	Syam.g_00101	Prae.g_01827
OG0000964	Syam.g_00100	Prae.g_01828
OG0000965	Syam.g_00099	Prae.g_01829
OG0000966	Syam.g_00074	Prae.g_01836
OG0000967	Syam.g_00069	Prae.g_01840
OG0000968	Syam.g_00077	Prae.g_01842
OG0000969	Syam.g_00072	Prae.g_01843
OG0000970	Syam.g_00071	Prae.g_01844
OG0000971	Syam.g_00066	Prae.g_01845
OG0000972	Syam.g_00065	Prae.g_01846
OG0000973	Syam.g_00064	Prae.g_01847
OG0000974	Syam.g_00063	Prae.g_01848
OG0000975	Syam.g_00062	Prae.g_01849
OG0000976	Syam.g_00061	Prae.g_01850
OG0000977	Syam.g_00059	Prae.g_01851
OG0000978	Syam.g_00058	Prae.g_01852
OG0000979	Syam.g_00055	Prae.g_01855
OG0000980	Syam.g_00052	Prae.g_01857
OG0000981	Syam.g_00049	Prae.g_01859
OG0000982	Syam.g_02314	Prae.g_01861
OG0000983	Syam.g_02315	Prae.g_01862
OG0000984	Syam.g_02316	Prae.g_01863
OG0000985	Syam.g_02318	Prae.g_01866
OG0000986	Syam.g_02320	Prae.g_01868
OG0000987	Syam.g_02322	Prae.g_01869
OG0000988	Syam.g_02327	Prae.g_01872
OG0000989	Syam.g_02334	Prae.g_01876
OG0000990	Syam.g_02346	Prae.g_01879
OG0000991	Syam.g_02348	Prae.g_01880
OG0000992	Syam.g_02351	Prae.g_01882
OG0000993	Syam.g_02352	Prae.g_01883
OG0000994	Syam.g_02354	Prae.g_01884
OG0000995	Syam.g_02359	Prae.g_01888
OG0000996	Syam.g_02405	Prae.g_01889
OG0000997	Syam.g_02416	Prae.g_01890
OG0000998	Syam.g_02418	Prae.g_01892
OG0000999	Syam.g_02419	Prae.g_01893
OG0001000	Syam.g_02422	Prae.g_01896
OG0001001	Syam.g_02427	Prae.g_01898
OG0001002	Syam.g_02433	Prae.g_01902
OG0001003	Syam.g_02434	Prae.g_01903
OG0001004	Syam.g_02435	Prae.g_01904
OG0001005	Syam.g_02436	Prae.g_01905
OG0001006	Syam.g_02444	Prae.g_01909
OG0001007	Syam.g_02446	Prae.g_01911
OG0001008	Syam.g_01866	Prae.g_00411
OG0001009	Syam.g_00032	Prae.g_00027
OG0001010	Syam.g_00033	Prae.g_00028
OG0001011	Syam.g_00034	Prae.g_00029
OG0001012	Syam.g_02310	Prae.g_00045
OG0001013	Syam.g_02296	Prae.g_00050
OG0001014	Syam.g_02292	Prae.g_00053
OG0001015	Syam.g_02291	Prae.g_00054
OG0001016	Syam.g_02067	Prae.g_00073
OG0001017	Syam.g_02073	Prae.g_00077
OG0001018	Syam.g_02075	Prae.g_00080
OG0001019	Syam.g_02093	Prae.g_00089
OG0001020	Syam.g_02098	Prae.g_00090
OG0001021	Syam.g_02102	Prae.g_00091
OG0001022	Syam.g_02106	Prae.g_00094
OG0001023	Syam.g_02107	Prae.g_00095
OG0001024	Syam.g_02111	Prae.g_00098
OG0001025	Syam.g_02118	Prae.g_00104
OG0001026	Syam.g_02130	Prae.g_00110
OG0001027	Syam.g_02135	Prae.g_00111
OG0001028	Syam.g_02137	Prae.g_00113
OG0001029	Syam.g_02139	Prae.g_00115
OG0001030	Syam.g_02163	Prae.g_00130
OG0001031	Syam.g_02239	Prae.g_00189
OG0001032	Syam.g_02241	Prae.g_00190
OG0001033	Syam.g_02265	Prae.g_00211
OG0001034	Syam.g_00508	Prae.g_00239
OG0001035	Syam.g_00265	Prae.g_00257
OG0001036	Syam.g_00261	Prae.g_00262
OG0001037	Syam.g_00259	Prae.g_00263
OG0001038	Syam.g_00232	Prae.g_00279
OG0001039	Syam.g_00229	Prae.g_00282
OG0001040	Syam.g_00226	Prae.g_00284
OG0001041	Syam.g_00221	Prae.g_00288
OG0001042	Syam.g_00196	Prae.g_00305
OG0001043	Syam.g_00192	Prae.g_00306
OG0001044	Syam.g_00456	Prae.g_00334
OG0001045	Syam.g_00469	Prae.g_00342
OG0001046	Syam.g_01151	Prae.g_00379
OG0001047	Syam.g_01864	Prae.g_00413
OG0001048	Syam.g_01863	Prae.g_00414
OG0001049	Syam.g_01855	Prae.g_00416
OG0001050	Syam.g_01854	Prae.g_00417
OG0001051	Syam.g_01853	Prae.g_00418
OG0001052	Syam.g_01672	Prae.g_00445
OG0001053	Syam.g_00586	Prae.g_00457
OG0001054	Syam.g_00603	Prae.g_00472
OG0001055	Syam.g_00624	Prae.g_00491
OG0001056	Syam.g_00656	Prae.g_00511
OG0001057	Syam.g_00664	Prae.g_00516
OG0001058	Syam.g_00677	Prae.g_00524
OG0001059	Syam.g_00681	Prae.g_00528
OG0001060	Syam.g_00688	Prae.g_00535
OG0001061	Syam.g_01744	Prae.g_00548
OG0001062	Syam.g_01742	Prae.g_00550
OG0001063	Syam.g_01737	Prae.g_00552
OG0001064	Syam.g_01736	Prae.g_00553
OG0001065	Syam.g_01735	Prae.g_00554
OG0001066	Syam.g_01734	Prae.g_00555
OG0001067	Syam.g_01733	Prae.g_00556
OG0001068	Syam.g_01732	Prae.g_00557
OG0001069	Syam.g_01731	Prae.g_00558
OG0001070	Syam.g_01728	Prae.g_00561
OG0001071	Syam.g_01727	Prae.g_00562
OG0001072	Syam.g_01723	Prae.g_00564
OG0001073	Syam.g_01709	Prae.g_00578
OG0001074	Syam.g_01504	Prae.g_00589
OG0001075	Syam.g_01502	Prae.g_00590
OG0001076	Syam.g_01491	Prae.g_00598
OG0001077	Syam.g_01480	Prae.g_00602
OG0001078	Syam.g_01467	Prae.g_00610
OG0001079	Syam.g_01454	Prae.g_00621
OG0001080	Syam.g_01034	Prae.g_00627
OG0001081	Syam.g_01386	Prae.g_00629
OG0001082	Syam.g_01385	Prae.g_00630
OG0001083	Syam.g_01377	Prae.g_00635
OG0001084	Syam.g_01376	Prae.g_00636
OG0001085	Syam.g_01366	Prae.g_00644
OG0001086	Syam.g_01364	Prae.g_00645
OG0001087	Syam.g_00813	Prae.g_00662
OG0001088	Syam.g_00809	Prae.g_00663
OG0001089	Syam.g_00785	Prae.g_00671
OG0001090	Syam.g_01246	Prae.g_00712
OG0001091	Syam.g_01244	Prae.g_00714
OG0001092	Syam.g_01242	Prae.g_00715
OG0001093	Syam.g_01236	Prae.g_00720
OG0001094	Syam.g_01296	Prae.g_00800
OG0001095	Syam.g_01276	Prae.g_00819
OG0001096	Syam.g_01260	Prae.g_00832
OG0001097	Syam.g_00727	Prae.g_00850
OG0001098	Syam.g_01037	Prae.g_00865
OG0001099	Syam.g_02138	Prae.g_00897
OG0001100	Syam.g_01356	Prae.g_00901
OG0001101	Syam.g_01355	Prae.g_00903
OG0001103	Syam.g_01350	Prae.g_00907
OG0001104	Syam.g_01311	Prae.g_00928
OG0001105	Syam.g_01307	Prae.g_00932
OG0001106	Syam.g_01110	Prae.g_00955
OG0001107	Syam.g_01122	Prae.g_00962
OG0001108	Syam.g_01132	Prae.g_00966
OG0001109	Syam.g_01134	Prae.g_00967
OG0001110	Syam.g_01136	Prae.g_00969
OG0001111	Syam.g_01138	Prae.g_00970
OG0001112	Syam.g_01140	Prae.g_00971
OG0001113	Syam.g_01141	Prae.g_00972
OG0001114	Syam.g_01142	Prae.g_00973
OG0001115	Syam.g_01146	Prae.g_00975
OG0001116	Syam.g_01148	Prae.g_00976
OG0001117	Syam.g_01149	Prae.g_00977
OG0001118	Syam.g_01150	Prae.g_00978
OG0001119	Syam.g_01152	Prae.g_00979
OG0001120	Syam.g_01156	Prae.g_00981
OG0001121	Syam.g_00970	Prae.g_01128, Prae.g_00984
OG0001122	Syam.g_01184	Prae.g_01012
OG0001123	Syam.g_01191	Prae.g_01016
OG0001124	Syam.g_01194	Prae.g_01018
OG0001125	Syam.g_01196	Prae.g_01019
OG0001126	Syam.g_00757	Prae.g_01029
OG0001127	Syam.g_00758	Prae.g_01030
OG0001128	Syam.g_00764	Prae.g_01032
OG0001129	Syam.g_00766	Prae.g_01033
OG0001130	Syam.g_00767	Prae.g_01034
OG0001131	Syam.g_01337	Prae.g_01072
OG0001132	Syam.g_01020	Prae.g_01081
OG0001134	Syam.g_00915	Prae.g_01130
OG0001136	Syam.g_01797	Prae.g_01160
OG0001137	Syam.g_01780	Prae.g_01171
OG0001138	Syam.g_00898	Prae.g_01189
OG0001139	Syam.g_00896	Prae.g_01190
OG0001140	Syam.g_00895	Prae.g_01191
OG0001141	Syam.g_00894	Prae.g_01192
OG0001142	Syam.g_00892	Prae.g_01193
OG0001143	Syam.g_00883	Prae.g_01200
OG0001144	Syam.g_00873	Prae.g_01205
OG0001145	Syam.g_01817	Prae.g_01320
OG0001146	Syam.g_01836	Prae.g_01333
OG0001147	Syam.g_01665	Prae.g_01354
OG0001148	Syam.g_00573	Prae.g_01370
OG0001149	Syam.g_00572	Prae.g_01371
OG0001150	Syam.g_00571	Prae.g_01372
OG0001151	Syam.g_00558	Prae.g_01383
OG0001152	Syam.g_00557	Prae.g_01384
OG0001153	Syam.g_01652	Prae.g_01491
OG0001154	Syam.g_01654	Prae.g_01492
OG0001155	Syam.g_01925	Prae.g_01504
OG0001156	Syam.g_01928	Prae.g_01507
OG0001157	Syam.g_01929	Prae.g_01508
OG0001158	Syam.g_01930	Prae.g_01509
OG0001159	Syam.g_01931	Prae.g_01510
OG0001160	Syam.g_01969	Prae.g_01534
OG0001161	Syam.g_02338	Prae.g_01547
OG0001162	Syam.g_01257	Prae.g_01558
OG0001163	Syam.g_01977	Prae.g_01615
OG0001164	Syam.g_01983	Prae.g_01619
OG0001165	Syam.g_01988	Prae.g_01622
OG0001166	Syam.g_02011	Prae.g_01642
OG0001167	Syam.g_01888	Prae.g_01659
OG0001168	Syam.g_01890	Prae.g_01661
OG0001169	Syam.g_01892	Prae.g_01663
OG0001170	Syam.g_01894	Prae.g_01665
OG0001171	Syam.g_01904	Prae.g_01674
OG0001172	Syam.g_00292	Prae.g_01689
OG0001173	Syam.g_00293	Prae.g_01690
OG0001174	Syam.g_00301	Prae.g_01698
OG0001175	Syam.g_00302	Prae.g_01699
OG0001176	Syam.g_00321	Prae.g_01706
OG0001177	Syam.g_00319	Prae.g_01709
OG0001178	Syam.g_01995	Prae.g_01714
OG0001179	Syam.g_00351	Prae.g_01742
OG0001180	Syam.g_00378	Prae.g_01765
OG0001181	Syam.g_00382	Prae.g_01769
OG0001182	Syam.g_00391	Prae.g_01776
OG0001183	Syam.g_00396	Prae.g_01780
OG0001184	Syam.g_00143	Prae.g_01796
OG0001185	Syam.g_00121	Prae.g_01810
OG0001186	Syam.g_00076	Prae.g_01833
OG0001187	Syam.g_00073	Prae.g_01837
