Orthogroup	Syam	Prbb
OG0000567	Syam.g_00698	Prbb.g_00571
OG0000568	Syam.g_01751	Prbb.g_00572
OG0000569	Syam.g_01750	Prbb.g_00573
OG0000570	Syam.g_01749	Prbb.g_00574
OG0000571	Syam.g_01745	Prbb.g_00576
OG0000572	Syam.g_01729	Prbb.g_00587
OG0000573	Syam.g_01721	Prbb.g_00592
OG0000574	Syam.g_01720	Prbb.g_00594
OG0000575	Syam.g_01716	Prbb.g_00597
OG0000576	Syam.g_01714	Prbb.g_00599
OG0000577	Syam.g_01713	Prbb.g_00600
OG0000578	Syam.g_01712	Prbb.g_00601
OG0000579	Syam.g_01711	Prbb.g_00602
OG0000580	Syam.g_01710	Prbb.g_00603
OG0000581	Syam.g_01704	Prbb.g_00606
OG0000582	Syam.g_01513	Prbb.g_00609
OG0000583	Syam.g_01512	Prbb.g_00610
OG0000584	Syam.g_01511	Prbb.g_00611
OG0000585	Syam.g_01509	Prbb.g_00613
OG0000586	Syam.g_01508	Prbb.g_00614
OG0000587	Syam.g_01506	Prbb.g_00615
OG0000588	Syam.g_01498	Prbb.g_00619
OG0000589	Syam.g_01494	Prbb.g_00622
OG0000590	Syam.g_01493	Prbb.g_00623
OG0000591	Syam.g_01486	Prbb.g_00626
OG0000592	Syam.g_01485	Prbb.g_00627
OG0000593	Syam.g_01471	Prbb.g_00633
OG0000594	Syam.g_01470	Prbb.g_00634
OG0000595	Syam.g_01469	Prbb.g_00635
OG0000596	Syam.g_01465	Prbb.g_00639
OG0000597	Syam.g_01462	Prbb.g_00641
OG0000598	Syam.g_01461	Prbb.g_00642
OG0000599	Syam.g_01458	Prbb.g_00645
OG0000600	Syam.g_01457	Prbb.g_00646
OG0000601	Syam.g_01456	Prbb.g_00647
OG0000602	Syam.g_01451	Prbb.g_00649
OG0000603	Syam.g_01450	Prbb.g_00650
OG0000604	Syam.g_01447	Prbb.g_00651
OG0000605	Syam.g_01031	Prbb.g_00652
OG0000606	Syam.g_01387	Prbb.g_00655
OG0000607	Syam.g_01384	Prbb.g_00658
OG0000608	Syam.g_01383	Prbb.g_00659
OG0000609	Syam.g_01380	Prbb.g_00660
OG0000610	Syam.g_01373	Prbb.g_00667
OG0000611	Syam.g_01370	Prbb.g_00670
OG0000612	Syam.g_01369	Prbb.g_00671
OG0000613	Syam.g_00170	Prbb.g_00677
OG0000614	Syam.g_00801	Prbb.g_00700
OG0000615	Syam.g_01332	Prbb.g_00708
OG0000616	Syam.g_02430	Prbb.g_02176
OG0000617	Syam.g_01240	Prbb.g_00719
OG0000618	Syam.g_01239	Prbb.g_00720
OG0000619	Syam.g_01238	Prbb.g_00721
OG0000620	Syam.g_01233	Prbb.g_00724
OG0000621	Syam.g_01232	Prbb.g_00725
OG0000622	Syam.g_01231	Prbb.g_00726
OG0000623	Syam.g_01230	Prbb.g_00727
OG0000624	Syam.g_01228	Prbb.g_00729
OG0000625	Syam.g_01227	Prbb.g_00730
OG0000626	Syam.g_01226	Prbb.g_00731
OG0000627	Syam.g_01065	Prbb.g_00733
OG0000628	Syam.g_01067	Prbb.g_00734
OG0000629	Syam.g_01070	Prbb.g_00735
OG0000630	Syam.g_01074	Prbb.g_00738
OG0000631	Syam.g_01084	Prbb.g_00962
OG0000632	Syam.g_01085	Prbb.g_00963
OG0000633	Syam.g_01086	Prbb.g_00964
OG0000634	Syam.g_01294	Prbb.g_00779
OG0000635	Syam.g_01293	Prbb.g_00780
OG0000636	Syam.g_01291	Prbb.g_00782
OG0000637	Syam.g_01289	Prbb.g_00784
OG0000638	Syam.g_01288	Prbb.g_00785
OG0000639	Syam.g_01287	Prbb.g_00786
OG0000640	Syam.g_01286	Prbb.g_00787
OG0000641	Syam.g_01282	Prbb.g_00791
OG0000642	Syam.g_01281	Prbb.g_00792
OG0000643	Syam.g_01280	Prbb.g_00793
OG0000644	Syam.g_01279	Prbb.g_00794
OG0000645	Syam.g_01277	Prbb.g_00795
OG0000646	Syam.g_01274	Prbb.g_00798
OG0000647	Syam.g_01272	Prbb.g_00800
OG0000648	Syam.g_01269	Prbb.g_00802
OG0000649	Syam.g_01268	Prbb.g_00803
OG0000650	Syam.g_01267	Prbb.g_00804
OG0000651	Syam.g_01266	Prbb.g_00805
OG0000652	Syam.g_01265	Prbb.g_00806
OG0000653	Syam.g_01263	Prbb.g_00808
OG0000654	Syam.g_01262	Prbb.g_00809
OG0000655	Syam.g_01261	Prbb.g_00810
OG0000656	Syam.g_01258	Prbb.g_00813
OG0000657	Syam.g_00739	Prbb.g_00819
OG0000658	Syam.g_00735	Prbb.g_00821
OG0000659	Syam.g_00734	Prbb.g_00822
OG0000660	Syam.g_00730	Prbb.g_00827
OG0000661	Syam.g_00728	Prbb.g_00829
OG0000662	Syam.g_00726	Prbb.g_00831
OG0000663	Syam.g_00723	Prbb.g_00833
OG0000664	Syam.g_00722	Prbb.g_00834
OG0000665	Syam.g_02027	Prbb.g_00838
OG0000666	Syam.g_01030	Prbb.g_00839
OG0000667	Syam.g_00937	Prbb.g_00843
OG0000668	Syam.g_01185	Prbb.g_00914
OG0000669	Syam.g_01358	Prbb.g_00922
OG0000670	Syam.g_00528	Prbb.g_00925
OG0000671	Syam.g_01354	Prbb.g_00927
OG0000672	Syam.g_01351	Prbb.g_00930
OG0000673	Syam.g_01348	Prbb.g_00933
OG0000674	Syam.g_01346	Prbb.g_00935
OG0000675	Syam.g_01345	Prbb.g_00936
OG0000676	Syam.g_01343	Prbb.g_00938
OG0000677	Syam.g_01342	Prbb.g_00939
OG0000678	Syam.g_01339	Prbb.g_00942
OG0000679	Syam.g_01323	Prbb.g_00946
OG0000680	Syam.g_01322	Prbb.g_00947
OG0000681	Syam.g_01319	Prbb.g_00950
OG0000682	Syam.g_01318	Prbb.g_00951
OG0000683	Syam.g_01317	Prbb.g_00952
OG0000684	Syam.g_01312	Prbb.g_00762
OG0000685	Syam.g_01310	Prbb.g_00764
OG0000686	Syam.g_01309	Prbb.g_00765
OG0000687	Syam.g_01308	Prbb.g_00766
OG0000688	Syam.g_01304	Prbb.g_00769
OG0000689	Syam.g_01302	Prbb.g_00770
OG0000690	Syam.g_01301	Prbb.g_00771
OG0000691	Syam.g_01300	Prbb.g_00772
OG0000692	Syam.g_01299	Prbb.g_00774
OG0000693	Syam.g_01298	Prbb.g_00775
OG0000694	Syam.g_01297	Prbb.g_00776
OG0000695	Syam.g_01088	Prbb.g_00966
OG0000696	Syam.g_01089	Prbb.g_00967
OG0000697	Syam.g_01091	Prbb.g_00968
OG0000698	Syam.g_01094	Prbb.g_00971
OG0000699	Syam.g_01096	Prbb.g_00972
OG0000700	Syam.g_01097	Prbb.g_00973
OG0000701	Syam.g_01098	Prbb.g_00974
OG0000702	Syam.g_01106	Prbb.g_00976
OG0000703	Syam.g_01107	Prbb.g_00977
OG0000704	Syam.g_01109	Prbb.g_00978
OG0000705	Syam.g_01116	Prbb.g_00984
OG0000706	Syam.g_01117	Prbb.g_00985
OG0000707	Syam.g_01118	Prbb.g_00986
OG0000708	Syam.g_01121	Prbb.g_00988
OG0000709	Syam.g_01131	Prbb.g_00992
OG0000710	Syam.g_01135	Prbb.g_00995
OG0000711	Syam.g_01165	Prbb.g_01010
OG0000712	Syam.g_01167	Prbb.g_01012
OG0000713	Syam.g_01168	Prbb.g_01013
OG0000714	Syam.g_01170	Prbb.g_01014
OG0000715	Syam.g_01172	Prbb.g_01016
OG0000716	Syam.g_01176	Prbb.g_01017
OG0000717	Syam.g_01177	Prbb.g_01018
OG0000718	Syam.g_01181	Prbb.g_01036
OG0000719	Syam.g_01183	Prbb.g_01037
OG0000720	Syam.g_01197	Prbb.g_01048
OG0000721	Syam.g_01199	Prbb.g_01049
OG0000722	Syam.g_01200	Prbb.g_01050
OG0000723	Syam.g_01224	Prbb.g_01054
OG0000724	Syam.g_00768	Prbb.g_01065
OG0000725	Syam.g_00777	Prbb.g_00891
OG0000726	Syam.g_00778	Prbb.g_00890
OG0000727	Syam.g_00779	Prbb.g_00889
OG0000728	Syam.g_00781	Prbb.g_00887
OG0000729	Syam.g_00105	Prbb.g_02071
OG0000730	Syam.g_00454	Prbb.g_00392
OG0000731	Syam.g_00466	Prbb.g_00400
OG0000732	Syam.g_00051	Prbb.g_02121
OG0000733	Syam.g_02339	Prbb.g_01888
OG0000734	Syam.g_02128	Prbb.g_01533
OG0000735	Syam.g_01810	Prbb.g_01531
OG0000736	Syam.g_01809	Prbb.g_01530
OG0000737	Syam.g_01808	Prbb.g_01529
OG0000738	Syam.g_01803	Prbb.g_01525
OG0000739	Syam.g_01802	Prbb.g_01524
OG0000740	Syam.g_01801	Prbb.g_01523
OG0000741	Syam.g_01798	Prbb.g_01521
OG0000742	Syam.g_01796	Prbb.g_01518
OG0000743	Syam.g_01794	Prbb.g_01516
OG0000744	Syam.g_01793	Prbb.g_01515
OG0000745	Syam.g_01791	Prbb.g_01513
OG0000746	Syam.g_01789	Prbb.g_01511
OG0000747	Syam.g_01788	Prbb.g_01510
OG0000748	Syam.g_01779	Prbb.g_01506
OG0000749	Syam.g_01776	Prbb.g_01505
OG0000750	Syam.g_01775	Prbb.g_01504
OG0000751	Syam.g_01770	Prbb.g_01501
OG0000752	Syam.g_01768	Prbb.g_01499
OG0000753	Syam.g_01765	Prbb.g_01497
OG0000754	Syam.g_00910	Prbb.g_01493
OG0000755	Syam.g_00900	Prbb.g_01488
OG0000756	Syam.g_00899	Prbb.g_01487
OG0000757	Syam.g_00891	Prbb.g_01480
OG0000758	Syam.g_00890	Prbb.g_01479
OG0000759	Syam.g_00889	Prbb.g_01478
OG0000760	Syam.g_00888	Prbb.g_01477
OG0000761	Syam.g_00886	Prbb.g_01476
OG0000762	Syam.g_00884	Prbb.g_01475
OG0000763	Syam.g_00882	Prbb.g_01473
OG0000764	Syam.g_00881	Prbb.g_01472
OG0000765	Syam.g_00864	Prbb.g_01463
OG0000766	Syam.g_00863	Prbb.g_01462
OG0000767	Syam.g_00861	Prbb.g_01461
OG0000768	Syam.g_00860	Prbb.g_01460
OG0000769	Syam.g_00858	Prbb.g_01458
OG0000770	Syam.g_00855	Prbb.g_01457
OG0000771	Syam.g_00762	Prbb.g_01060
OG0000772	Syam.g_01005	Prbb.g_01291
OG0000773	Syam.g_01816	Prbb.g_01577
OG0000774	Syam.g_01820	Prbb.g_01580
OG0000775	Syam.g_01823	Prbb.g_01581
OG0000776	Syam.g_01824	Prbb.g_01582
OG0000777	Syam.g_01825	Prbb.g_01583
OG0000778	Syam.g_01826	Prbb.g_01584
OG0000779	Syam.g_01832	Prbb.g_01588
OG0000780	Syam.g_01835	Prbb.g_01589
OG0000781	Syam.g_01839	Prbb.g_01592
OG0000782	Syam.g_01840	Prbb.g_01593
OG0000783	Syam.g_01841	Prbb.g_01594
OG0000784	Syam.g_01842	Prbb.g_01595
OG0000785	Syam.g_01844	Prbb.g_01597
OG0000786	Syam.g_01700	Prbb.g_01600
OG0000787	Syam.g_01701	Prbb.g_01601
OG0000788	Syam.g_01455	Prbb.g_00746
OG0000789	Syam.g_01044	Prbb.g_01057
OG0000790	Syam.g_00570	Prbb.g_01644
OG0000791	Syam.g_00568	Prbb.g_01646
OG0000792	Syam.g_00567	Prbb.g_01647
OG0000793	Syam.g_00562	Prbb.g_01650
OG0000794	Syam.g_00561	Prbb.g_01651
OG0000795	Syam.g_00560	Prbb.g_01652
OG0000796	Syam.g_00556	Prbb.g_01656
OG0000797	Syam.g_00555	Prbb.g_01657
OG0000799	Syam.g_01585	Prbb.g_01668
OG0000800	Syam.g_01588	Prbb.g_01669
OG0000801	Syam.g_01589	Prbb.g_01670
OG0000802	Syam.g_01592	Prbb.g_01672
OG0000803	Syam.g_01597	Prbb.g_01674
OG0000804	Syam.g_01600	Prbb.g_01675
OG0000805	Syam.g_01602	Prbb.g_01677
OG0000806	Syam.g_01604	Prbb.g_01679
OG0000807	Syam.g_01606	Prbb.g_01680
OG0000808	Syam.g_01607	Prbb.g_01681
OG0000809	Syam.g_01610	Prbb.g_01684
OG0000810	Syam.g_01611	Prbb.g_01685
OG0000811	Syam.g_01616	Prbb.g_01689
OG0000812	Syam.g_01618	Prbb.g_01691
OG0000813	Syam.g_01619	Prbb.g_01692
OG0000814	Syam.g_01621	Prbb.g_01694
OG0000815	Syam.g_01622	Prbb.g_01695
OG0000816	Syam.g_01624	Prbb.g_01697
OG0000817	Syam.g_01625	Prbb.g_01698
OG0000818	Syam.g_01631	Prbb.g_01702
OG0000819	Syam.g_01632	Prbb.g_01703
OG0000820	Syam.g_01633	Prbb.g_01704
OG0000821	Syam.g_01639	Prbb.g_01707
OG0000822	Syam.g_01641	Prbb.g_01708
OG0000823	Syam.g_01642	Prbb.g_01709
OG0000824	Syam.g_01648	Prbb.g_01712
OG0000825	Syam.g_01649	Prbb.g_01713
OG0000826	Syam.g_01650	Prbb.g_01714
OG0000827	Syam.g_01651	Prbb.g_01715
OG0000828	Syam.g_01655	Prbb.g_01718
OG0000829	Syam.g_01656	Prbb.g_01719
OG0000830	Syam.g_01657	Prbb.g_01720
OG0000831	Syam.g_01659	Prbb.g_01722
OG0000832	Syam.g_01923	Prbb.g_01732
OG0000833	Syam.g_01932	Prbb.g_01740
OG0000834	Syam.g_01933	Prbb.g_01741
OG0000835	Syam.g_01934	Prbb.g_01742
OG0000836	Syam.g_01937	Prbb.g_01744
OG0000837	Syam.g_01938	Prbb.g_01745
OG0000838	Syam.g_01946	Prbb.g_01747
OG0000839	Syam.g_01947	Prbb.g_01748
OG0000840	Syam.g_01948	Prbb.g_01749
OG0000841	Syam.g_01949	Prbb.g_01750
OG0000842	Syam.g_01950	Prbb.g_01751
OG0000843	Syam.g_01951	Prbb.g_01752
OG0000844	Syam.g_01953	Prbb.g_01753
OG0000845	Syam.g_01954	Prbb.g_01754
OG0000846	Syam.g_01955	Prbb.g_01755
OG0000847	Syam.g_01956	Prbb.g_01756
OG0000848	Syam.g_01958	Prbb.g_01757
OG0000849	Syam.g_01959	Prbb.g_01758
OG0000850	Syam.g_01961	Prbb.g_01760
OG0000851	Syam.g_01966	Prbb.g_01761
OG0000852	Syam.g_01967	Prbb.g_01762
OG0000853	Syam.g_01971	Prbb.g_01767
OG0000854	Syam.g_01973	Prbb.g_01769
OG0000855	Syam.g_01974	Prbb.g_01770
OG0000856	Syam.g_01483	Prbb.g_01659
OG0000857	Syam.g_01273	Prbb.g_00799
OG0000858	Syam.g_01980	Prbb.g_01817
OG0000859	Syam.g_01981	Prbb.g_01818
OG0000860	Syam.g_01992	Prbb.g_01825
OG0000861	Syam.g_01993	Prbb.g_01826
OG0000862	Syam.g_01994	Prbb.g_01827
OG0000863	Syam.g_01996	Prbb.g_01828
OG0000864	Syam.g_01997	Prbb.g_01829
OG0000865	Syam.g_01998	Prbb.g_01830
OG0000866	Syam.g_01999	Prbb.g_01831
OG0000867	Syam.g_02000	Prbb.g_01832
OG0000868	Syam.g_02003	Prbb.g_01833
OG0000869	Syam.g_02007	Prbb.g_01836
OG0000870	Syam.g_02012	Prbb.g_01841
OG0000871	Syam.g_02013	Prbb.g_01842
OG0000872	Syam.g_02021	Prbb.g_01843
OG0000873	Syam.g_02024	Prbb.g_01846
OG0000874	Syam.g_02019	Prbb.g_01849
OG0000875	Syam.g_02026	Prbb.g_01851
OG0000876	Syam.g_01877	Prbb.g_01852
OG0000877	Syam.g_01882	Prbb.g_01854
OG0000878	Syam.g_01883	Prbb.g_01855
OG0000879	Syam.g_01884	Prbb.g_01856
OG0000880	Syam.g_01885	Prbb.g_01857
OG0000881	Syam.g_01891	Prbb.g_01860
OG0000882	Syam.g_01896	Prbb.g_01865
OG0000883	Syam.g_01898	Prbb.g_01867
OG0000884	Syam.g_01900	Prbb.g_01869
OG0000885	Syam.g_01901	Prbb.g_01870
OG0000886	Syam.g_01902	Prbb.g_01871
OG0000887	Syam.g_01903	Prbb.g_01872
OG0000888	Syam.g_01905	Prbb.g_01874
OG0000889	Syam.g_01907	Prbb.g_01876
OG0000890	Syam.g_01910	Prbb.g_01877
OG0000891	Syam.g_01911	Prbb.g_01878
OG0000892	Syam.g_01913	Prbb.g_01880
OG0000893	Syam.g_00287	Prbb.g_01922
OG0000894	Syam.g_00290	Prbb.g_01925
OG0000895	Syam.g_00294	Prbb.g_01928
OG0000896	Syam.g_00295	Prbb.g_01929
OG0000897	Syam.g_00297	Prbb.g_01931
OG0000898	Syam.g_00298	Prbb.g_01932
OG0000899	Syam.g_00299	Prbb.g_01933
OG0000900	Syam.g_00300	Prbb.g_01934
OG0000901	Syam.g_00305	Prbb.g_01937
OG0000902	Syam.g_00307	Prbb.g_01939
OG0000903	Syam.g_00322	Prbb.g_01948
OG0000904	Syam.g_00317	Prbb.g_01943
OG0000905	Syam.g_00312	Prbb.g_01941
OG0000906	Syam.g_00309	Prbb.g_01940
OG0000907	Syam.g_00324	Prbb.g_01958
OG0000908	Syam.g_00327	Prbb.g_01961
OG0000909	Syam.g_00328	Prbb.g_01962
OG0000910	Syam.g_00329	Prbb.g_01963
OG0000911	Syam.g_00331	Prbb.g_01965
OG0000912	Syam.g_00332	Prbb.g_01966
OG0000913	Syam.g_00333	Prbb.g_01967
OG0000914	Syam.g_00334	Prbb.g_01968
OG0000915	Syam.g_00336	Prbb.g_01969
OG0000916	Syam.g_00337	Prbb.g_01970
OG0000917	Syam.g_00338	Prbb.g_01971
OG0000918	Syam.g_00339	Prbb.g_01972
OG0000919	Syam.g_00340	Prbb.g_01973
OG0000920	Syam.g_00341	Prbb.g_01974
OG0000921	Syam.g_00342	Prbb.g_01975
OG0000922	Syam.g_00343	Prbb.g_01976
OG0000923	Syam.g_00347	Prbb.g_01980
OG0000924	Syam.g_00348	Prbb.g_01981
OG0000925	Syam.g_00349	Prbb.g_01982
OG0000926	Syam.g_00350	Prbb.g_01983
OG0000927	Syam.g_00352	Prbb.g_01985
OG0000928	Syam.g_00353	Prbb.g_01986
OG0000929	Syam.g_00354	Prbb.g_01987
OG0000930	Syam.g_00355	Prbb.g_01988
OG0000931	Syam.g_00356	Prbb.g_01989
OG0000932	Syam.g_00357	Prbb.g_01990
OG0000933	Syam.g_00363	Prbb.g_01994
OG0000934	Syam.g_00365	Prbb.g_01996
OG0000935	Syam.g_00366	Prbb.g_01997
OG0000936	Syam.g_00368	Prbb.g_01998
OG0000937	Syam.g_00369	Prbb.g_01999
OG0000938	Syam.g_00373	Prbb.g_02002
OG0000939	Syam.g_00374	Prbb.g_02003
OG0000940	Syam.g_00381	Prbb.g_02010
OG0000941	Syam.g_00383	Prbb.g_02012
OG0000942	Syam.g_00385	Prbb.g_02014
OG0000943	Syam.g_00386	Prbb.g_02015
OG0000944	Syam.g_00388	Prbb.g_02017
OG0000945	Syam.g_00390	Prbb.g_02018
OG0000946	Syam.g_00395	Prbb.g_02024
OG0000947	Syam.g_00398	Prbb.g_02026
OG0000948	Syam.g_00399	Prbb.g_02027
OG0000949	Syam.g_00159	Prbb.g_02030
OG0000950	Syam.g_00150	Prbb.g_02035
OG0000951	Syam.g_00145	Prbb.g_02039
OG0000952	Syam.g_00140	Prbb.g_02043
OG0000953	Syam.g_00136	Prbb.g_02047
OG0000954	Syam.g_00131	Prbb.g_02051
OG0000955	Syam.g_00130	Prbb.g_02052
OG0000956	Syam.g_00128	Prbb.g_02054
OG0000957	Syam.g_00117	Prbb.g_02059
OG0000958	Syam.g_00116	Prbb.g_02060
OG0000959	Syam.g_00112	Prbb.g_02064
OG0000960	Syam.g_00111	Prbb.g_02065
OG0000961	Syam.g_00108	Prbb.g_02068
OG0000962	Syam.g_00106	Prbb.g_02070
OG0000963	Syam.g_00101	Prbb.g_02075
OG0000964	Syam.g_00100	Prbb.g_02076
OG0000965	Syam.g_00099	Prbb.g_02077
OG0000966	Syam.g_00074	Prbb.g_02099
OG0000967	Syam.g_00069	Prbb.g_02103
OG0000968	Syam.g_00077	Prbb.g_02105
OG0000969	Syam.g_00072	Prbb.g_02106
OG0000970	Syam.g_00071	Prbb.g_02107
OG0000971	Syam.g_00066	Prbb.g_02108
OG0000972	Syam.g_00065	Prbb.g_02109
OG0000973	Syam.g_00064	Prbb.g_02110
OG0000974	Syam.g_00063	Prbb.g_02111
OG0000975	Syam.g_00062	Prbb.g_02112
OG0000976	Syam.g_00061	Prbb.g_02113
OG0000977	Syam.g_00059	Prbb.g_02114
OG0000978	Syam.g_00058	Prbb.g_02115
OG0000979	Syam.g_00055	Prbb.g_02118
OG0000980	Syam.g_00052	Prbb.g_02120
OG0000981	Syam.g_00049	Prbb.g_02123
OG0000982	Syam.g_02314	Prbb.g_02125
OG0000983	Syam.g_02315	Prbb.g_02126
OG0000984	Syam.g_02316	Prbb.g_02127
OG0000985	Syam.g_02318	Prbb.g_02130
OG0000986	Syam.g_02320	Prbb.g_02132
OG0000987	Syam.g_02322	Prbb.g_02133
OG0000988	Syam.g_02327	Prbb.g_02136
OG0000989	Syam.g_02334	Prbb.g_02140
OG0000990	Syam.g_02346	Prbb.g_02145
OG0000991	Syam.g_02348	Prbb.g_02146
OG0000992	Syam.g_02351	Prbb.g_02149
OG0000993	Syam.g_02352	Prbb.g_02150
OG0000994	Syam.g_02354	Prbb.g_02151
OG0000995	Syam.g_02359	Prbb.g_02155
OG0000996	Syam.g_02405	Prbb.g_02156
OG0000997	Syam.g_02416	Prbb.g_02164
OG0000998	Syam.g_02418	Prbb.g_02166
OG0000999	Syam.g_02419	Prbb.g_02167
OG0001000	Syam.g_02422	Prbb.g_02170
OG0001001	Syam.g_02427	Prbb.g_02173
OG0001002	Syam.g_02433	Prbb.g_02178
OG0001003	Syam.g_02434	Prbb.g_02180
OG0001004	Syam.g_02435	Prbb.g_02181
OG0001005	Syam.g_02436	Prbb.g_02182
OG0001006	Syam.g_02444	Prbb.g_02187
OG0001007	Syam.g_02446	Prbb.g_02189
OG0001008	Syam.g_01866	Prbb.g_00442
OG0001009	Syam.g_00032	Prbb.g_00028
OG0001010	Syam.g_00033	Prbb.g_00029
OG0001011	Syam.g_00034	Prbb.g_00030
OG0001012	Syam.g_02310	Prbb.g_00058
OG0001013	Syam.g_02296	Prbb.g_00063
OG0001014	Syam.g_02292	Prbb.g_00066
OG0001015	Syam.g_02291	Prbb.g_00067
OG0001016	Syam.g_02067	Prbb.g_00128
OG0001017	Syam.g_02073	Prbb.g_00132
OG0001018	Syam.g_02075	Prbb.g_00135
OG0001019	Syam.g_02093	Prbb.g_00144
OG0001020	Syam.g_02098	Prbb.g_00145
OG0001021	Syam.g_02102	Prbb.g_00146
OG0001022	Syam.g_02106	Prbb.g_00149
OG0001023	Syam.g_02107	Prbb.g_00150
OG0001024	Syam.g_02111	Prbb.g_00153
OG0001025	Syam.g_02118	Prbb.g_00160
OG0001026	Syam.g_02130	Prbb.g_00168
OG0001027	Syam.g_02135	Prbb.g_00169
OG0001028	Syam.g_02137	Prbb.g_00171
OG0001029	Syam.g_02139	Prbb.g_00173
OG0001030	Syam.g_02163	Prbb.g_00189
OG0001031	Syam.g_02239	Prbb.g_00243
OG0001032	Syam.g_02241	Prbb.g_00244
OG0001033	Syam.g_02265	Prbb.g_00264
OG0001034	Syam.g_00508	Prbb.g_00293
OG0001035	Syam.g_00265	Prbb.g_00310
OG0001036	Syam.g_00261	Prbb.g_00314
OG0001037	Syam.g_00259	Prbb.g_00315
OG0001038	Syam.g_00232	Prbb.g_00331
OG0001040	Syam.g_00226	Prbb.g_00335
OG0001041	Syam.g_00221	Prbb.g_00339
OG0001042	Syam.g_00196	Prbb.g_00355
OG0001043	Syam.g_00192	Prbb.g_00356
OG0001044	Syam.g_00456	Prbb.g_00393
OG0001045	Syam.g_00469	Prbb.g_00402
OG0001046	Syam.g_01151	Prbb.g_01124
OG0001047	Syam.g_01864	Prbb.g_00444
OG0001048	Syam.g_01863	Prbb.g_00445
OG0001049	Syam.g_01855	Prbb.g_00447
OG0001050	Syam.g_01854	Prbb.g_00448
OG0001051	Syam.g_01853	Prbb.g_00449
OG0001052	Syam.g_01672	Prbb.g_00475
OG0001053	Syam.g_00586	Prbb.g_00488
OG0001054	Syam.g_00603	Prbb.g_00502
OG0001055	Syam.g_00624	Prbb.g_00521
OG0001056	Syam.g_00656	Prbb.g_00539
OG0001057	Syam.g_00664	Prbb.g_00544
OG0001058	Syam.g_00677	Prbb.g_00553
OG0001059	Syam.g_00681	Prbb.g_00557
OG0001060	Syam.g_00688	Prbb.g_00564
OG0001061	Syam.g_01744	Prbb.g_00577
OG0001062	Syam.g_01742	Prbb.g_00579
OG0001063	Syam.g_01737	Prbb.g_00580
OG0001064	Syam.g_01736	Prbb.g_00581
OG0001065	Syam.g_01735	Prbb.g_00582
OG0001066	Syam.g_01734	Prbb.g_00583
OG0001067	Syam.g_01733	Prbb.g_00584
OG0001068	Syam.g_01732	Prbb.g_00585
OG0001069	Syam.g_01731	Prbb.g_00586
OG0001070	Syam.g_01728	Prbb.g_00588
OG0001071	Syam.g_01727	Prbb.g_00589
OG0001072	Syam.g_01723	Prbb.g_00590
OG0001073	Syam.g_01709	Prbb.g_00604
OG0001074	Syam.g_01504	Prbb.g_00616
OG0001075	Syam.g_01502	Prbb.g_00617
OG0001076	Syam.g_01491	Prbb.g_00624
OG0001077	Syam.g_01480	Prbb.g_00629
OG0001078	Syam.g_01467	Prbb.g_00637
OG0001079	Syam.g_01454	Prbb.g_00648
OG0001080	Syam.g_01034	Prbb.g_00654
OG0001081	Syam.g_01386	Prbb.g_00656
OG0001082	Syam.g_01385	Prbb.g_00657
OG0001083	Syam.g_01377	Prbb.g_00662
OG0001084	Syam.g_01376	Prbb.g_00664
OG0001085	Syam.g_01366	Prbb.g_00674
OG0001086	Syam.g_01364	Prbb.g_00675
OG0001087	Syam.g_00813	Prbb.g_00694
OG0001088	Syam.g_00809	Prbb.g_00695
OG0001089	Syam.g_00785	Prbb.g_00705
OG0001090	Syam.g_01246	Prbb.g_00714
OG0001091	Syam.g_01244	Prbb.g_00716
OG0001092	Syam.g_01242	Prbb.g_00717
OG0001093	Syam.g_01236	Prbb.g_00722
OG0001094	Syam.g_01296	Prbb.g_00777
OG0001095	Syam.g_01276	Prbb.g_00796
OG0001096	Syam.g_01260	Prbb.g_00811
OG0001097	Syam.g_00727	Prbb.g_00830
OG0001098	Syam.g_01037	Prbb.g_00847
OG0001099	Syam.g_02138	Prbb.g_00917
OG0001100	Syam.g_01356	Prbb.g_00924
OG0001101	Syam.g_01355	Prbb.g_00926
OG0001103	Syam.g_01350	Prbb.g_00931
OG0001104	Syam.g_01311	Prbb.g_00763
OG0001105	Syam.g_01307	Prbb.g_00767
OG0001106	Syam.g_01110	Prbb.g_00979
OG0001107	Syam.g_01122	Prbb.g_00989
OG0001108	Syam.g_01132	Prbb.g_00993
OG0001109	Syam.g_01134	Prbb.g_00994
OG0001110	Syam.g_01136	Prbb.g_00996
OG0001111	Syam.g_01138	Prbb.g_00997
OG0001112	Syam.g_01140	Prbb.g_00998
OG0001113	Syam.g_01141	Prbb.g_00999
OG0001114	Syam.g_01142	Prbb.g_01000
OG0001115	Syam.g_01146	Prbb.g_01002
OG0001116	Syam.g_01148	Prbb.g_01003
OG0001117	Syam.g_01149	Prbb.g_01004
OG0001118	Syam.g_01150	Prbb.g_01005
OG0001119	Syam.g_01152	Prbb.g_01006
OG0001120	Syam.g_01156	Prbb.g_01007
OG0001121	Syam.g_00970	Prbb.g_01627
OG0001122	Syam.g_01184	Prbb.g_01038
OG0001123	Syam.g_01191	Prbb.g_01043
OG0001124	Syam.g_01194	Prbb.g_01045
OG0001125	Syam.g_01196	Prbb.g_01047
OG0001126	Syam.g_00757	Prbb.g_01058
OG0001127	Syam.g_00758	Prbb.g_01059
OG0001128	Syam.g_00764	Prbb.g_01062
