Orthogroup	Syam	Praa
OG0000600	Syam.g_01457	Praa.g_00645
OG0000601	Syam.g_01456	Praa.g_00646
OG0000602	Syam.g_01451	Praa.g_00648
OG0000603	Syam.g_01450	Praa.g_00649
OG0000604	Syam.g_01447	Praa.g_00650
OG0000605	Syam.g_01031	Praa.g_00651
OG0000606	Syam.g_01387	Praa.g_00654
OG0000607	Syam.g_01384	Praa.g_00657
OG0000608	Syam.g_01383	Praa.g_00658
OG0000609	Syam.g_01380	Praa.g_00659
OG0000610	Syam.g_01373	Praa.g_00664
OG0000611	Syam.g_01370	Praa.g_00667
OG0000612	Syam.g_01369	Praa.g_00668
OG0000613	Syam.g_00170	Praa.g_00673
OG0000614	Syam.g_00801	Praa.g_00692
OG0000615	Syam.g_01332	Praa.g_00700
OG0000616	Syam.g_02430	Praa.g_00704
OG0000617	Syam.g_01240	Praa.g_00717
OG0000618	Syam.g_01239	Praa.g_00718
OG0000619	Syam.g_01238	Praa.g_00719
OG0000620	Syam.g_01233	Praa.g_00722
OG0000621	Syam.g_01232	Praa.g_00723
OG0000622	Syam.g_01231	Praa.g_00724
OG0000623	Syam.g_01230	Praa.g_00725
OG0000624	Syam.g_01228	Praa.g_00726
OG0000625	Syam.g_01227	Praa.g_00727
OG0000626	Syam.g_01226	Praa.g_00728
OG0000627	Syam.g_01065	Praa.g_00729
OG0000628	Syam.g_01067	Praa.g_00730
OG0000629	Syam.g_01070	Praa.g_00731
OG0000630	Syam.g_01074	Praa.g_00734
OG0000631	Syam.g_01084	Praa.g_00794
OG0000632	Syam.g_01085	Praa.g_00795
OG0000633	Syam.g_01086	Praa.g_00796
OG0000634	Syam.g_01294	Praa.g_00799
OG0000635	Syam.g_01293	Praa.g_00800
OG0000636	Syam.g_01291	Praa.g_00802
OG0000637	Syam.g_01289	Praa.g_00804
OG0000638	Syam.g_01288	Praa.g_00805
OG0000639	Syam.g_01287	Praa.g_00806
OG0000640	Syam.g_01286	Praa.g_00807
OG0000641	Syam.g_01282	Praa.g_00812
OG0000642	Syam.g_01281	Praa.g_00813
OG0000643	Syam.g_01280	Praa.g_00814
OG0000644	Syam.g_01279	Praa.g_00815
OG0000645	Syam.g_01277	Praa.g_00816
OG0000646	Syam.g_01274	Praa.g_00818
OG0000647	Syam.g_01272	Praa.g_00819
OG0000648	Syam.g_01269	Praa.g_00821
OG0000649	Syam.g_01268	Praa.g_00822
OG0000650	Syam.g_01267	Praa.g_00823
OG0000651	Syam.g_01266	Praa.g_00824
OG0000652	Syam.g_01265	Praa.g_00825
OG0000653	Syam.g_01263	Praa.g_00827
OG0000654	Syam.g_01262	Praa.g_00828
OG0000655	Syam.g_01261	Praa.g_00829
OG0000656	Syam.g_01258	Praa.g_00832
OG0000657	Syam.g_00739	Praa.g_00840
OG0000658	Syam.g_00735	Praa.g_00841
OG0000659	Syam.g_00734	Praa.g_00842
OG0000660	Syam.g_00730	Praa.g_00846
OG0000661	Syam.g_00728	Praa.g_00848
OG0000662	Syam.g_00726	Praa.g_00850
OG0000663	Syam.g_00723	Praa.g_00852
OG0000664	Syam.g_00722	Praa.g_00853
OG0000665	Syam.g_02027	Praa.g_00857
OG0000666	Syam.g_01030	Praa.g_00858
OG0000667	Syam.g_00937	Praa.g_00862
OG0000668	Syam.g_01185	Praa.g_00892
OG0000669	Syam.g_01358	Praa.g_00899
OG0000670	Syam.g_00528	Praa.g_00901
OG0000671	Syam.g_01354	Praa.g_00903
OG0000672	Syam.g_01351	Praa.g_00905
OG0000673	Syam.g_01348	Praa.g_00908
OG0000674	Syam.g_01346	Praa.g_00910
OG0000675	Syam.g_01345	Praa.g_00911
OG0000676	Syam.g_01343	Praa.g_00913
OG0000677	Syam.g_01342	Praa.g_00914
OG0000678	Syam.g_01339	Praa.g_00916
OG0000679	Syam.g_01323	Praa.g_00920
OG0000680	Syam.g_01322	Praa.g_00921
OG0000681	Syam.g_01319	Praa.g_00923
OG0000682	Syam.g_01318	Praa.g_00924
OG0000683	Syam.g_01317	Praa.g_00925
OG0000684	Syam.g_01312	Praa.g_00926
OG0000685	Syam.g_01310	Praa.g_00928
OG0000686	Syam.g_01309	Praa.g_00929
OG0000687	Syam.g_01308	Praa.g_00930
OG0000688	Syam.g_01304	Praa.g_00933
OG0000689	Syam.g_01302	Praa.g_00934
OG0000690	Syam.g_01301	Praa.g_00935
OG0000691	Syam.g_01300	Praa.g_00936
OG0000692	Syam.g_01299	Praa.g_00938
OG0000693	Syam.g_01298	Praa.g_00939
OG0000694	Syam.g_01297	Praa.g_00940
OG0000695	Syam.g_01088	Praa.g_00942
OG0000696	Syam.g_01089	Praa.g_00943
OG0000697	Syam.g_01091	Praa.g_00944
OG0000698	Syam.g_01094	Praa.g_00947
OG0000699	Syam.g_01096	Praa.g_00948
OG0000700	Syam.g_01097	Praa.g_00949
OG0000701	Syam.g_01098	Praa.g_00950
OG0000702	Syam.g_01106	Praa.g_00952
OG0000703	Syam.g_01107	Praa.g_00953
OG0000704	Syam.g_01109	Praa.g_00954
OG0000705	Syam.g_01116	Praa.g_00958
OG0000706	Syam.g_01117	Praa.g_00959
OG0000707	Syam.g_01118	Praa.g_00960
OG0000708	Syam.g_01121	Praa.g_00961
OG0000709	Syam.g_01131	Praa.g_00965
OG0000710	Syam.g_01135	Praa.g_00968
OG0000711	Syam.g_01165	Praa.g_00985
OG0000712	Syam.g_01167	Praa.g_00987
OG0000713	Syam.g_01168	Praa.g_00988
OG0000714	Syam.g_01170	Praa.g_00989
OG0000715	Syam.g_01172	Praa.g_00991
OG0000716	Syam.g_01176	Praa.g_00993
OG0000717	Syam.g_01177	Praa.g_00994
OG0000718	Syam.g_01181	Praa.g_01008
OG0000719	Syam.g_01183	Praa.g_01010
OG0000720	Syam.g_01197	Praa.g_01019
OG0000721	Syam.g_01199	Praa.g_01021
OG0000722	Syam.g_01200	Praa.g_01022
OG0000723	Syam.g_01224	Praa.g_01025
OG0000724	Syam.g_00768	Praa.g_01034
OG0000725	Syam.g_00777	Praa.g_01040
OG0000726	Syam.g_00778	Praa.g_01041
OG0000727	Syam.g_00779	Praa.g_01042
OG0000728	Syam.g_00781	Praa.g_01044
OG0000729	Syam.g_00105	Praa.g_01091
OG0000730	Syam.g_00454	Praa.g_01095
OG0000731	Syam.g_00466	Praa.g_01099
OG0000732	Syam.g_00051	Praa.g_01109
OG0000733	Syam.g_02339	Praa.g_01128
OG0000734	Syam.g_02128	Praa.g_01145
OG0000735	Syam.g_01810	Praa.g_01147
OG0000736	Syam.g_01809	Praa.g_01148
OG0000737	Syam.g_01808	Praa.g_01149
OG0000738	Syam.g_01803	Praa.g_01153
OG0000739	Syam.g_01802	Praa.g_01154
OG0000740	Syam.g_01801	Praa.g_01155
OG0000741	Syam.g_01798	Praa.g_01156
OG0000742	Syam.g_01796	Praa.g_01158
OG0000743	Syam.g_01794	Praa.g_01160
OG0000744	Syam.g_01793	Praa.g_01161
OG0000745	Syam.g_01791	Praa.g_01162
OG0000746	Syam.g_01789	Praa.g_01164
OG0000747	Syam.g_01788	Praa.g_01165
OG0000748	Syam.g_01779	Praa.g_01168
OG0000749	Syam.g_01776	Praa.g_01169
OG0000750	Syam.g_01775	Praa.g_01170
OG0000751	Syam.g_01770	Praa.g_01172
OG0000752	Syam.g_01768	Praa.g_01174
OG0000753	Syam.g_01765	Praa.g_01177
OG0000754	Syam.g_00910	Praa.g_01180
OG0000755	Syam.g_00900	Praa.g_01183
OG0000756	Syam.g_00899	Praa.g_01184
OG0000757	Syam.g_00891	Praa.g_01190
OG0000758	Syam.g_00890	Praa.g_01191
OG0000759	Syam.g_00889	Praa.g_01192
OG0000760	Syam.g_00888	Praa.g_01193
OG0000761	Syam.g_00886	Praa.g_01194
OG0000762	Syam.g_00884	Praa.g_01195
OG0000763	Syam.g_00882	Praa.g_01197
OG0000764	Syam.g_00881	Praa.g_01198
OG0000765	Syam.g_00864	Praa.g_01207
OG0000766	Syam.g_00863	Praa.g_01208
OG0000767	Syam.g_00861	Praa.g_01210
OG0000768	Syam.g_00860	Praa.g_01211
OG0000769	Syam.g_00858	Praa.g_01213
OG0000770	Syam.g_00855	Praa.g_01215
OG0000771	Syam.g_00762	Praa.g_01224
OG0000772	Syam.g_01005	Praa.g_01290
OG0000773	Syam.g_01816	Praa.g_01309
OG0000774	Syam.g_01820	Praa.g_01311
OG0000775	Syam.g_01823	Praa.g_01313
OG0000776	Syam.g_01824	Praa.g_01314
OG0000777	Syam.g_01825	Praa.g_01315
OG0000778	Syam.g_01826	Praa.g_01316
OG0000779	Syam.g_01832	Praa.g_01320
OG0000780	Syam.g_01835	Praa.g_01321
OG0000781	Syam.g_01839	Praa.g_01324
OG0000782	Syam.g_01840	Praa.g_01325
OG0000783	Syam.g_01841	Praa.g_01326
OG0000784	Syam.g_01842	Praa.g_01327
OG0000785	Syam.g_01844	Praa.g_01329
OG0000786	Syam.g_01700	Praa.g_01331
OG0000787	Syam.g_01701	Praa.g_01332
OG0000788	Syam.g_01455	Praa.g_01353
OG0000789	Syam.g_01044	Praa.g_01356
OG0000790	Syam.g_00570	Praa.g_01371
OG0000791	Syam.g_00568	Praa.g_01373
OG0000792	Syam.g_00567	Praa.g_01374
OG0000793	Syam.g_00562	Praa.g_01377
OG0000794	Syam.g_00561	Praa.g_01378
OG0000795	Syam.g_00560	Praa.g_01379
OG0000796	Syam.g_00556	Praa.g_01383
OG0000797	Syam.g_00555	Praa.g_01384
OG0000798	Syam.g_00233	Praa.g_01393
OG0000799	Syam.g_01585	Praa.g_01458
OG0000800	Syam.g_01588	Praa.g_01459
OG0000801	Syam.g_01589	Praa.g_01460
OG0000802	Syam.g_01592	Praa.g_01462
OG0000803	Syam.g_01597	Praa.g_01464
OG0000804	Syam.g_01600	Praa.g_01465
OG0000805	Syam.g_01602	Praa.g_01467
OG0000806	Syam.g_01604	Praa.g_01469
OG0000807	Syam.g_01606	Praa.g_01470
OG0000808	Syam.g_01607	Praa.g_01471
OG0000809	Syam.g_01610	Praa.g_01474
OG0000810	Syam.g_01611	Praa.g_01475
OG0000811	Syam.g_01616	Praa.g_01479
OG0000812	Syam.g_01618	Praa.g_01481
OG0000813	Syam.g_01619	Praa.g_01482
OG0000814	Syam.g_01621	Praa.g_01484
OG0000815	Syam.g_01622	Praa.g_01485
OG0000816	Syam.g_01624	Praa.g_01487
OG0000817	Syam.g_01625	Praa.g_01488
OG0000818	Syam.g_01631	Praa.g_01493
OG0000819	Syam.g_01632	Praa.g_01494
OG0000820	Syam.g_01633	Praa.g_01495
OG0000821	Syam.g_01639	Praa.g_01499
OG0000822	Syam.g_01641	Praa.g_01500
OG0000823	Syam.g_01642	Praa.g_01501
OG0000824	Syam.g_01648	Praa.g_01504
OG0000825	Syam.g_01649	Praa.g_01505
OG0000826	Syam.g_01650	Praa.g_01506
OG0000827	Syam.g_01651	Praa.g_01507
OG0000828	Syam.g_01655	Praa.g_01510
OG0000829	Syam.g_01656	Praa.g_01511
OG0000830	Syam.g_01657	Praa.g_01512
OG0000831	Syam.g_01659	Praa.g_01514
OG0000832	Syam.g_01923	Praa.g_01520
OG0000833	Syam.g_01932	Praa.g_01528
OG0000834	Syam.g_01933	Praa.g_01529
OG0000835	Syam.g_01934	Praa.g_01530
OG0000836	Syam.g_01937	Praa.g_01531
OG0000837	Syam.g_01938	Praa.g_01532
OG0000838	Syam.g_01946	Praa.g_01534
OG0000839	Syam.g_01947	Praa.g_01535
OG0000840	Syam.g_01948	Praa.g_01536
OG0000841	Syam.g_01949	Praa.g_01537
OG0000842	Syam.g_01950	Praa.g_01538
OG0000843	Syam.g_01951	Praa.g_01539
OG0000844	Syam.g_01953	Praa.g_01541
OG0000845	Syam.g_01954	Praa.g_01542
OG0000846	Syam.g_01955	Praa.g_01543
OG0000847	Syam.g_01956	Praa.g_01544
OG0000848	Syam.g_01958	Praa.g_01545
OG0000849	Syam.g_01959	Praa.g_01546
OG0000850	Syam.g_01961	Praa.g_01548
OG0000851	Syam.g_01966	Praa.g_01549
OG0000852	Syam.g_01967	Praa.g_01550
OG0000853	Syam.g_01971	Praa.g_01554
OG0000854	Syam.g_01973	Praa.g_01556
OG0000855	Syam.g_01974	Praa.g_01557
OG0000856	Syam.g_01483	Praa.g_01572
OG0000857	Syam.g_01273	Praa.g_01600
OG0000858	Syam.g_01980	Praa.g_01629
OG0000859	Syam.g_01981	Praa.g_01630
OG0000860	Syam.g_01992	Praa.g_01637
OG0000861	Syam.g_01993	Praa.g_01638
OG0000862	Syam.g_01994	Praa.g_01639
OG0000863	Syam.g_01996	Praa.g_01641
OG0000864	Syam.g_01997	Praa.g_01642
OG0000865	Syam.g_01998	Praa.g_01643
OG0000866	Syam.g_01999	Praa.g_01644
OG0000867	Syam.g_02000	Praa.g_01645
OG0000868	Syam.g_02003	Praa.g_01646
OG0000869	Syam.g_02007	Praa.g_01650
OG0000870	Syam.g_02012	Praa.g_01655
OG0000871	Syam.g_02013	Praa.g_01656
OG0000872	Syam.g_02021	Praa.g_01657
OG0000873	Syam.g_02024	Praa.g_01660
OG0000874	Syam.g_02019	Praa.g_01663
OG0000875	Syam.g_02026	Praa.g_01665
OG0000876	Syam.g_01877	Praa.g_01666
OG0000877	Syam.g_01882	Praa.g_01668
OG0000878	Syam.g_01883	Praa.g_01669
OG0000879	Syam.g_01884	Praa.g_01670
OG0000880	Syam.g_01885	Praa.g_01671
OG0000881	Syam.g_01891	Praa.g_01675
OG0000882	Syam.g_01896	Praa.g_01680
OG0000883	Syam.g_01898	Praa.g_01682
OG0000884	Syam.g_01900	Praa.g_01684
OG0000885	Syam.g_01901	Praa.g_01685
OG0000886	Syam.g_01902	Praa.g_01686
OG0000887	Syam.g_01903	Praa.g_01687
OG0000888	Syam.g_01905	Praa.g_01689
OG0000889	Syam.g_01907	Praa.g_01691
OG0000890	Syam.g_01910	Praa.g_01692
OG0000891	Syam.g_01911	Praa.g_01693
OG0000892	Syam.g_01913	Praa.g_01695
OG0000893	Syam.g_00287	Praa.g_01699
OG0000894	Syam.g_00290	Praa.g_01701
OG0000895	Syam.g_00294	Praa.g_01704
OG0000896	Syam.g_00295	Praa.g_01705
OG0000897	Syam.g_00297	Praa.g_01707
OG0000898	Syam.g_00298	Praa.g_01708
OG0000899	Syam.g_00299	Praa.g_01709
OG0000900	Syam.g_00300	Praa.g_01710
OG0000901	Syam.g_00305	Praa.g_01713
OG0000902	Syam.g_00307	Praa.g_01715
OG0000903	Syam.g_00322	Praa.g_01718
OG0000904	Syam.g_00317	Praa.g_01720
OG0000905	Syam.g_00312	Praa.g_01725
OG0000906	Syam.g_00309	Praa.g_01726
OG0000907	Syam.g_00324	Praa.g_01733
OG0000908	Syam.g_00327	Praa.g_01736
OG0000909	Syam.g_00328	Praa.g_01737
OG0000910	Syam.g_00329	Praa.g_01738
OG0000911	Syam.g_00331	Praa.g_01740
OG0000912	Syam.g_00332	Praa.g_01741
OG0000913	Syam.g_00333	Praa.g_01742
OG0000914	Syam.g_00334	Praa.g_01743
OG0000915	Syam.g_00336	Praa.g_01744
OG0000916	Syam.g_00337	Praa.g_01745
OG0000917	Syam.g_00338	Praa.g_01746
OG0000918	Syam.g_00339	Praa.g_01747
OG0000919	Syam.g_00340	Praa.g_01748
OG0000920	Syam.g_00341	Praa.g_01749
OG0000921	Syam.g_00342	Praa.g_01750
OG0000922	Syam.g_00343	Praa.g_01751
OG0000923	Syam.g_00347	Praa.g_01755
OG0000924	Syam.g_00348	Praa.g_01756
OG0000925	Syam.g_00349	Praa.g_01757
OG0000926	Syam.g_00350	Praa.g_01758
OG0000927	Syam.g_00352	Praa.g_01760
OG0000928	Syam.g_00353	Praa.g_01761
OG0000929	Syam.g_00354	Praa.g_01762
OG0000930	Syam.g_00355	Praa.g_01763
OG0000931	Syam.g_00356	Praa.g_01764
OG0000932	Syam.g_00357	Praa.g_01765
OG0000933	Syam.g_00363	Praa.g_01769
OG0000934	Syam.g_00365	Praa.g_01771
OG0000935	Syam.g_00366	Praa.g_01772
OG0000936	Syam.g_00368	Praa.g_01773
OG0000937	Syam.g_00369	Praa.g_01774
OG0000938	Syam.g_00373	Praa.g_01776
OG0000939	Syam.g_00374	Praa.g_01777
OG0000940	Syam.g_00381	Praa.g_01784
OG0000941	Syam.g_00383	Praa.g_01786
OG0000942	Syam.g_00385	Praa.g_01788
OG0000943	Syam.g_00386	Praa.g_01789
OG0000944	Syam.g_00388	Praa.g_01790
OG0000945	Syam.g_00390	Praa.g_01791
OG0000946	Syam.g_00395	Praa.g_01796
OG0000947	Syam.g_00398	Praa.g_01798
OG0000948	Syam.g_00399	Praa.g_01799
OG0000949	Syam.g_00159	Praa.g_01802
OG0000950	Syam.g_00150	Praa.g_01807
OG0000951	Syam.g_00145	Praa.g_01811
OG0000952	Syam.g_00140	Praa.g_01815
OG0000953	Syam.g_00136	Praa.g_01818
OG0000954	Syam.g_00131	Praa.g_01822
OG0000955	Syam.g_00130	Praa.g_01823
OG0000956	Syam.g_00128	Praa.g_01825
OG0000957	Syam.g_00117	Praa.g_01830
OG0000958	Syam.g_00116	Praa.g_01831
OG0000959	Syam.g_00112	Praa.g_01835
OG0000960	Syam.g_00111	Praa.g_01836
OG0000961	Syam.g_00108	Praa.g_01838
OG0000962	Syam.g_00106	Praa.g_01840
OG0000963	Syam.g_00101	Praa.g_01844
OG0000964	Syam.g_00100	Praa.g_01845
OG0000965	Syam.g_00099	Praa.g_01846
OG0000966	Syam.g_00074	Praa.g_01853
OG0000967	Syam.g_00069	Praa.g_01858
OG0000968	Syam.g_00077	Praa.g_01860
OG0000969	Syam.g_00072	Praa.g_01861
OG0000970	Syam.g_00071	Praa.g_01862
OG0000971	Syam.g_00066	Praa.g_01863
OG0000972	Syam.g_00065	Praa.g_01864
OG0000973	Syam.g_00064	Praa.g_01865
OG0000974	Syam.g_00063	Praa.g_01866
OG0000975	Syam.g_00062	Praa.g_01867
OG0000976	Syam.g_00061	Praa.g_01868
OG0000977	Syam.g_00059	Praa.g_01869
OG0000978	Syam.g_00058	Praa.g_01870
OG0000979	Syam.g_00055	Praa.g_01873
OG0000980	Syam.g_00052	Praa.g_01875
OG0000981	Syam.g_00049	Praa.g_01877
OG0000982	Syam.g_02314	Praa.g_01879
OG0000983	Syam.g_02315	Praa.g_01880
OG0000984	Syam.g_02316	Praa.g_01881
OG0000985	Syam.g_02318	Praa.g_01884
OG0000986	Syam.g_02320	Praa.g_01886
OG0000987	Syam.g_02322	Praa.g_01887
OG0000988	Syam.g_02327	Praa.g_01890
OG0000989	Syam.g_02334	Praa.g_01893
OG0000990	Syam.g_02346	Praa.g_01896
OG0000991	Syam.g_02348	Praa.g_01897
OG0000992	Syam.g_02351	Praa.g_01899
OG0000993	Syam.g_02352	Praa.g_01900
OG0000994	Syam.g_02354	Praa.g_01901
OG0000995	Syam.g_02359	Praa.g_01905
OG0000996	Syam.g_02405	Praa.g_01906
OG0000997	Syam.g_02416	Praa.g_01907
OG0000998	Syam.g_02418	Praa.g_01909
OG0000999	Syam.g_02419	Praa.g_01910
OG0001000	Syam.g_02422	Praa.g_01913
OG0001001	Syam.g_02427	Praa.g_01915
OG0001002	Syam.g_02433	Praa.g_01919
OG0001003	Syam.g_02434	Praa.g_01920
OG0001004	Syam.g_02435	Praa.g_01921
OG0001005	Syam.g_02436	Praa.g_01922
OG0001006	Syam.g_02444	Praa.g_01926
OG0001007	Syam.g_02446	Praa.g_01928
OG0001009	Syam.g_00032	Praa.g_00027
OG0001010	Syam.g_00033	Praa.g_00028
OG0001011	Syam.g_00034	Praa.g_00029
OG0001012	Syam.g_02310	Praa.g_00043
OG0001013	Syam.g_02296	Praa.g_00048
OG0001014	Syam.g_02292	Praa.g_00051
OG0001015	Syam.g_02291	Praa.g_00052
OG0001016	Syam.g_02067	Praa.g_00073
OG0001017	Syam.g_02073	Praa.g_00077
OG0001018	Syam.g_02075	Praa.g_00080
OG0001019	Syam.g_02093	Praa.g_00089
OG0001020	Syam.g_02098	Praa.g_00090
OG0001021	Syam.g_02102	Praa.g_00091
OG0001022	Syam.g_02106	Praa.g_00094
OG0001023	Syam.g_02107	Praa.g_00095
OG0001024	Syam.g_02111	Praa.g_00098
OG0001025	Syam.g_02118	Praa.g_00104
OG0001026	Syam.g_02130	Praa.g_00111
OG0001027	Syam.g_02135	Praa.g_00112
OG0001028	Syam.g_02137	Praa.g_00114
OG0001029	Syam.g_02139	Praa.g_00115
OG0001030	Syam.g_02163	Praa.g_00130
OG0001031	Syam.g_02239	Praa.g_00186
OG0001032	Syam.g_02241	Praa.g_00187
OG0001033	Syam.g_02265	Praa.g_00208
OG0001034	Syam.g_00508	Praa.g_00236
OG0001035	Syam.g_00265	Praa.g_00254
OG0001036	Syam.g_00261	Praa.g_00259
OG0001037	Syam.g_00259	Praa.g_00260
OG0001038	Syam.g_00232	Praa.g_00278
OG0001039	Syam.g_00229	Praa.g_00281
OG0001040	Syam.g_00226	Praa.g_00283
OG0001041	Syam.g_00221	Praa.g_00287
OG0001042	Syam.g_00196	Praa.g_00304
OG0001043	Syam.g_00192	Praa.g_00305
OG0001044	Syam.g_00456	Praa.g_00333
OG0001045	Syam.g_00469	Praa.g_00341
OG0001046	Syam.g_01151	Praa.g_00378
OG0001047	Syam.g_01864	Praa.g_00438
OG0001048	Syam.g_01863	Praa.g_00439
OG0001049	Syam.g_01855	Praa.g_00441
OG0001050	Syam.g_01854	Praa.g_00442
OG0001051	Syam.g_01853	Praa.g_00443
OG0001052	Syam.g_01672	Praa.g_00471
OG0001053	Syam.g_00586	Praa.g_00483
OG0001054	Syam.g_00603	Praa.g_00498
OG0001055	Syam.g_00624	Praa.g_00517
OG0001056	Syam.g_00656	Praa.g_00536
OG0001057	Syam.g_00664	Praa.g_00541
OG0001058	Syam.g_00677	Praa.g_00550
OG0001059	Syam.g_00681	Praa.g_00554
OG0001060	Syam.g_00688	Praa.g_00561
OG0001061	Syam.g_01744	Praa.g_00574
OG0001062	Syam.g_01742	Praa.g_00576
OG0001063	Syam.g_01737	Praa.g_00578
OG0001064	Syam.g_01736	Praa.g_00579
OG0001065	Syam.g_01735	Praa.g_00580
OG0001066	Syam.g_01734	Praa.g_00581
OG0001067	Syam.g_01733	Praa.g_00582
OG0001068	Syam.g_01732	Praa.g_00583
OG0001069	Syam.g_01731	Praa.g_00584
OG0001070	Syam.g_01728	Praa.g_00587
OG0001071	Syam.g_01727	Praa.g_00588
OG0001072	Syam.g_01723	Praa.g_00590
OG0001073	Syam.g_01709	Praa.g_00604
OG0001074	Syam.g_01504	Praa.g_00615
OG0001075	Syam.g_01502	Praa.g_00616
OG0001076	Syam.g_01491	Praa.g_00624
OG0001077	Syam.g_01480	Praa.g_00628
OG0001078	Syam.g_01467	Praa.g_00636
OG0001079	Syam.g_01454	Praa.g_00647
OG0001080	Syam.g_01034	Praa.g_00653
OG0001081	Syam.g_01386	Praa.g_00655
OG0001082	Syam.g_01385	Praa.g_00656
OG0001083	Syam.g_01377	Praa.g_00661
OG0001084	Syam.g_01376	Praa.g_00662
OG0001085	Syam.g_01366	Praa.g_00670
OG0001086	Syam.g_01364	Praa.g_00671
OG0001087	Syam.g_00813	Praa.g_00688
OG0001088	Syam.g_00809	Praa.g_00689
OG0001089	Syam.g_00785	Praa.g_00697
OG0001090	Syam.g_01246	Praa.g_00712
OG0001091	Syam.g_01244	Praa.g_00714
OG0001092	Syam.g_01242	Praa.g_00715
OG0001093	Syam.g_01236	Praa.g_00720
OG0001094	Syam.g_01296	Praa.g_00797
OG0001095	Syam.g_01276	Praa.g_00817
OG0001096	Syam.g_01260	Praa.g_00830
OG0001097	Syam.g_00727	Praa.g_00849
OG0001098	Syam.g_01037	Praa.g_00864
OG0001099	Syam.g_02138	Praa.g_00896
OG0001100	Syam.g_01356	Praa.g_00900
OG0001101	Syam.g_01355	Praa.g_00902
OG0001103	Syam.g_01350	Praa.g_00906
OG0001104	Syam.g_01311	Praa.g_00927
OG0001105	Syam.g_01307	Praa.g_00931
OG0001106	Syam.g_01110	Praa.g_00955
OG0001107	Syam.g_01122	Praa.g_00962
OG0001108	Syam.g_01132	Praa.g_00966
OG0001109	Syam.g_01134	Praa.g_00967
OG0001110	Syam.g_01136	Praa.g_00969
OG0001111	Syam.g_01138	Praa.g_00970
OG0001112	Syam.g_01140	Praa.g_00971
OG0001113	Syam.g_01141	Praa.g_00972
OG0001114	Syam.g_01142	Praa.g_00973
OG0001115	Syam.g_01146	Praa.g_00975
OG0001116	Syam.g_01148	Praa.g_00976
OG0001117	Syam.g_01149	Praa.g_00977
OG0001118	Syam.g_01150	Praa.g_00978
OG0001119	Syam.g_01152	Praa.g_00979
OG0001120	Syam.g_01156	Praa.g_00981
OG0001121	Syam.g_00970	Praa.g_01125, Praa.g_00984
OG0001122	Syam.g_01184	Praa.g_01011
OG0001123	Syam.g_01191	Praa.g_01015
OG0001124	Syam.g_01194	Praa.g_01017
OG0001125	Syam.g_01196	Praa.g_01018
OG0001126	Syam.g_00757	Praa.g_01028
OG0001127	Syam.g_00758	Praa.g_01029
OG0001128	Syam.g_00764	Praa.g_01031
OG0001129	Syam.g_00766	Praa.g_01032
OG0001130	Syam.g_00767	Praa.g_01033
OG0001131	Syam.g_01337	Praa.g_01070
OG0001132	Syam.g_01020	Praa.g_01080
OG0001134	Syam.g_00915	Praa.g_01127
OG0001136	Syam.g_01797	Praa.g_01157
OG0001137	Syam.g_01780	Praa.g_01167
OG0001138	Syam.g_00898	Praa.g_01185
OG0001139	Syam.g_00896	Praa.g_01186
OG0001140	Syam.g_00895	Praa.g_01187
OG0001141	Syam.g_00894	Praa.g_01188
OG0001142	Syam.g_00892	Praa.g_01189
OG0001143	Syam.g_00883	Praa.g_01196
OG0001144	Syam.g_00873	Praa.g_01201
OG0001145	Syam.g_01817	Praa.g_01310
OG0001146	Syam.g_01836	Praa.g_01322
OG0001147	Syam.g_01665	Praa.g_01352
OG0001148	Syam.g_00573	Praa.g_01368
OG0001149	Syam.g_00572	Praa.g_01369
OG0001150	Syam.g_00571	Praa.g_01370
OG0001151	Syam.g_00558	Praa.g_01381
OG0001152	Syam.g_00557	Praa.g_01382
OG0001153	Syam.g_01652	Praa.g_01508
OG0001154	Syam.g_01654	Praa.g_01509
OG0001155	Syam.g_01925	Praa.g_01521
OG0001156	Syam.g_01928	Praa.g_01524
OG0001157	Syam.g_01929	Praa.g_01525
OG0001158	Syam.g_01930	Praa.g_01526
OG0001159	Syam.g_01931	Praa.g_01527
OG0001160	Syam.g_01969	Praa.g_01552
OG0001161	Syam.g_02338	Praa.g_01565
OG0001162	Syam.g_01257	Praa.g_01576
OG0001163	Syam.g_01977	Praa.g_01627
OG0001164	Syam.g_01983	Praa.g_01631
OG0001165	Syam.g_01988	Praa.g_01634
OG0001166	Syam.g_02011	Praa.g_01654
OG0001167	Syam.g_01888	Praa.g_01672
OG0001168	Syam.g_01890	Praa.g_01674
OG0001169	Syam.g_01892	Praa.g_01676
OG0001170	Syam.g_01894	Praa.g_01678
OG0001171	Syam.g_01904	Praa.g_01688
OG0001172	Syam.g_00292	Praa.g_01702
OG0001173	Syam.g_00293	Praa.g_01703
OG0001174	Syam.g_00301	Praa.g_01711
OG0001175	Syam.g_00302	Praa.g_01712
OG0001176	Syam.g_00321	Praa.g_01719
OG0001177	Syam.g_00319	Praa.g_01722
OG0001178	Syam.g_01995	Praa.g_01727
OG0001179	Syam.g_00351	Praa.g_01759
OG0001180	Syam.g_00378	Praa.g_01781
OG0001181	Syam.g_00382	Praa.g_01785
OG0001182	Syam.g_00391	Praa.g_01792
OG0001183	Syam.g_00396	Praa.g_01797
OG0001184	Syam.g_00143	Praa.g_01813
OG0001185	Syam.g_00121	Praa.g_01827
