Orthogroup	Praa	Prbm
OG0000546	Praa.g_00622	Prbm.g_00653
OG0000547	Praa.g_00624	Prbm.g_00654
OG0000548	Praa.g_00625	Prbm.g_00656
OG0000549	Praa.g_00626	Prbm.g_00657
OG0000550	Praa.g_00627	Prbm.g_00658
OG0000551	Praa.g_00628	Prbm.g_00659
OG0000552	Praa.g_00629	Prbm.g_00660
OG0000553	Praa.g_00630	Prbm.g_00661
OG0000554	Praa.g_00631	Prbm.g_00662
OG0000555	Praa.g_00632	Prbm.g_00663
OG0000556	Praa.g_00633	Prbm.g_00664
OG0000557	Praa.g_00634	Prbm.g_00665
OG0000558	Praa.g_00635	Prbm.g_00666
OG0000559	Praa.g_00636	Prbm.g_00667
OG0000560	Praa.g_00638	Prbm.g_00669
OG0000561	Praa.g_00639	Prbm.g_00670
OG0000562	Praa.g_00640	Prbm.g_00671
OG0000563	Praa.g_00641	Prbm.g_00672
OG0000564	Praa.g_00642	Prbm.g_00673
OG0000565	Praa.g_00643	Prbm.g_00674
OG0000566	Praa.g_00644	Prbm.g_00675
OG0000567	Praa.g_00645	Prbm.g_00676
OG0000568	Praa.g_00646	Prbm.g_00677
OG0000569	Praa.g_00647	Prbm.g_00678
OG0000570	Praa.g_00648	Prbm.g_00679
OG0000571	Praa.g_00649	Prbm.g_00680
OG0000572	Praa.g_00650	Prbm.g_00681
OG0000573	Praa.g_00653	Prbm.g_00684
OG0000574	Praa.g_00654	Prbm.g_00685
OG0000575	Praa.g_00655	Prbm.g_00686
OG0000576	Praa.g_00656	Prbm.g_00687
OG0000577	Praa.g_00657	Prbm.g_00688
OG0000578	Praa.g_00658	Prbm.g_00689
OG0000579	Praa.g_00659	Prbm.g_00690
OG0000580	Praa.g_00660	Prbm.g_00691
OG0000581	Praa.g_00661	Prbm.g_00692
OG0000582	Praa.g_00662	Prbm.g_00693
OG0000583	Praa.g_00663	Prbm.g_00694
OG0000584	Praa.g_00664	Prbm.g_00696
OG0000585	Praa.g_00665	Prbm.g_00697
OG0000586	Praa.g_00667	Prbm.g_00699
OG0000587	Praa.g_00668	Prbm.g_00700
OG0000588	Praa.g_00670	Prbm.g_00703
OG0000589	Praa.g_00671	Prbm.g_00704
OG0000590	Praa.g_00673	Prbm.g_00706
OG0000591	Praa.g_00679	Prbm.g_00713
OG0000592	Praa.g_00680	Prbm.g_00714
OG0000593	Praa.g_00681	Prbm.g_00716
OG0000594	Praa.g_00683	Prbm.g_00719
OG0000595	Praa.g_00684	Prbm.g_00720
OG0000596	Praa.g_00685	Prbm.g_00722
OG0000597	Praa.g_00687	Prbm.g_00724
OG0000598	Praa.g_00688	Prbm.g_00725
OG0000599	Praa.g_00689	Prbm.g_00726
OG0000600	Praa.g_00690	Prbm.g_00727
OG0000601	Praa.g_00692	Prbm.g_00730
OG0000602	Praa.g_00693	Prbm.g_00731
OG0000603	Praa.g_00694	Prbm.g_00732
OG0000604	Praa.g_00695	Prbm.g_01483
OG0000605	Praa.g_00696	Prbm.g_00733
OG0000606	Praa.g_00697	Prbm.g_00734
OG0000607	Praa.g_00699	Prbm.g_00736
OG0000608	Praa.g_00700	Prbm.g_00737
OG0000609	Praa.g_00704	Prbm.g_02220
OG0000610	Praa.g_00705	Prbm.g_01326
OG0000611	Praa.g_00712	Prbm.g_00743
OG0000612	Praa.g_00713	Prbm.g_00744
OG0000613	Praa.g_00714	Prbm.g_00745
OG0000614	Praa.g_00715	Prbm.g_00746
OG0000615	Praa.g_00717	Prbm.g_00748
OG0000616	Praa.g_00718	Prbm.g_00749
OG0000617	Praa.g_00719	Prbm.g_00750
OG0000618	Praa.g_00720	Prbm.g_00751
OG0000619	Praa.g_00721	Prbm.g_00752
OG0000620	Praa.g_00722	Prbm.g_00753
OG0000621	Praa.g_00723	Prbm.g_00754
OG0000622	Praa.g_00724	Prbm.g_00755
OG0000623	Praa.g_00725	Prbm.g_00756
OG0000624	Praa.g_00726	Prbm.g_00758
OG0000625	Praa.g_00727	Prbm.g_00759
OG0000626	Praa.g_00728	Prbm.g_00760
OG0000627	Praa.g_00729	Prbm.g_00762
OG0000628	Praa.g_00730	Prbm.g_00763
OG0000629	Praa.g_00731	Prbm.g_00764
OG0000630	Praa.g_00732	Prbm.g_00765
OG0000631	Praa.g_00734	Prbm.g_00767
OG0000632	Praa.g_00747	Prbm.g_01151
OG0000633	Praa.g_00751	Prbm.g_00111
OG0000634	Praa.g_00764	Prbm.g_01094
OG0000635	Praa.g_00766	Prbm.g_00980
OG0000636	Praa.g_00767	Prbm.g_00979
OG0000637	Praa.g_00768	Prbm.g_00978
OG0000638	Praa.g_00780	Prbm.g_00395
OG0000639	Praa.g_00789	Prbm.g_00955
OG0000640	Praa.g_00791	Prbm.g_00957
OG0000641	Praa.g_00794	Prbm.g_00959
OG0000642	Praa.g_00795	Prbm.g_00960
OG0000643	Praa.g_00796	Prbm.g_00961
OG0000644	Praa.g_00797	Prbm.g_00808
OG0000645	Praa.g_00798	Prbm.g_00809
OG0000646	Praa.g_00799	Prbm.g_00810
OG0000647	Praa.g_00800	Prbm.g_00811
OG0000648	Praa.g_00802	Prbm.g_00813
OG0000649	Praa.g_00803	Prbm.g_00814
OG0000650	Praa.g_00804	Prbm.g_00815
OG0000651	Praa.g_00805	Prbm.g_00816
OG0000652	Praa.g_00806	Prbm.g_00817
OG0000653	Praa.g_00807	Prbm.g_00818
OG0000654	Praa.g_00809	Prbm.g_00820
OG0000655	Praa.g_00812	Prbm.g_00822
OG0000656	Praa.g_00813	Prbm.g_00823
OG0000657	Praa.g_00814	Prbm.g_00824
OG0000658	Praa.g_00815	Prbm.g_00825
OG0000659	Praa.g_00816	Prbm.g_00826
OG0000660	Praa.g_00817	Prbm.g_00827
OG0000661	Praa.g_00818	Prbm.g_00829
OG0000662	Praa.g_00819	Prbm.g_00831
OG0000663	Praa.g_00820	Prbm.g_00832
OG0000664	Praa.g_00821	Prbm.g_00833
OG0000665	Praa.g_00822	Prbm.g_00834
OG0000666	Praa.g_00823	Prbm.g_00835
OG0000667	Praa.g_00824	Prbm.g_00836
OG0000668	Praa.g_00825	Prbm.g_00837
OG0000669	Praa.g_00827	Prbm.g_00839
OG0000670	Praa.g_00828	Prbm.g_00840
OG0000671	Praa.g_00829	Prbm.g_00841
OG0000672	Praa.g_00830	Prbm.g_00842
OG0000673	Praa.g_00831	Prbm.g_00843
OG0000674	Praa.g_00832	Prbm.g_00844
OG0000675	Praa.g_00834	Prbm.g_00845
OG0000676	Praa.g_00835	Prbm.g_00846
OG0000677	Praa.g_00838	Prbm.g_00848
OG0000678	Praa.g_00840	Prbm.g_00850
OG0000679	Praa.g_00841	Prbm.g_00852
OG0000680	Praa.g_00842	Prbm.g_00853
OG0000681	Praa.g_00843	Prbm.g_00854
OG0000682	Praa.g_00844	Prbm.g_00855
OG0000683	Praa.g_00846	Prbm.g_00857
OG0000684	Praa.g_00847	Prbm.g_00858
OG0000685	Praa.g_00848	Prbm.g_00859
OG0000686	Praa.g_00849	Prbm.g_00860
OG0000687	Praa.g_00850	Prbm.g_00861
OG0000688	Praa.g_00851	Prbm.g_00862
OG0000689	Praa.g_00852	Prbm.g_00863
OG0000690	Praa.g_00853	Prbm.g_00864
OG0000691	Praa.g_00854	Prbm.g_00865
OG0000692	Praa.g_00856	Prbm.g_00867
OG0000693	Praa.g_00857	Prbm.g_00868
OG0000694	Praa.g_00858	Prbm.g_00869
OG0000695	Praa.g_00859	Prbm.g_00870
OG0000696	Praa.g_00860	Prbm.g_00871
OG0000697	Praa.g_00862	Prbm.g_00873
OG0000698	Praa.g_00864	Prbm.g_00877
OG0000699	Praa.g_00865	Prbm.g_00878
OG0000700	Praa.g_00892	Prbm.g_00911
OG0000701	Praa.g_00896	Prbm.g_00914
OG0000702	Praa.g_00899	Prbm.g_00919
OG0000703	Praa.g_00900	Prbm.g_00921
OG0000704	Praa.g_00901	Prbm.g_00922
OG0000705	Praa.g_00902	Prbm.g_00923
OG0000706	Praa.g_00903	Prbm.g_00924
OG0000707	Praa.g_00904	Prbm.g_00926
OG0000708	Praa.g_00905	Prbm.g_00927
OG0000709	Praa.g_00907	Prbm.g_00929
OG0000710	Praa.g_00908	Prbm.g_00930
OG0000711	Praa.g_00909	Prbm.g_00931
OG0000712	Praa.g_00910	Prbm.g_00932
OG0000713	Praa.g_00911	Prbm.g_00933
OG0000714	Praa.g_00913	Prbm.g_00935
OG0000715	Praa.g_00914	Prbm.g_00936
OG0000716	Praa.g_00916	Prbm.g_00939
OG0000717	Praa.g_00917	Prbm.g_00940
OG0000718	Praa.g_00918	Prbm.g_00941
OG0000719	Praa.g_00920	Prbm.g_00943
OG0000720	Praa.g_00921	Prbm.g_00944
OG0000721	Praa.g_00923	Prbm.g_00946
OG0000722	Praa.g_00924	Prbm.g_00947
OG0000723	Praa.g_00925	Prbm.g_00948
OG0000724	Praa.g_00926	Prbm.g_00793
OG0000725	Praa.g_00927	Prbm.g_00794
OG0000726	Praa.g_00928	Prbm.g_00795
OG0000727	Praa.g_00929	Prbm.g_00796
OG0000728	Praa.g_00930	Prbm.g_00797
OG0000729	Praa.g_00931	Prbm.g_00798
OG0000730	Praa.g_00932	Prbm.g_00799
OG0000731	Praa.g_00933	Prbm.g_00800
OG0000732	Praa.g_00934	Prbm.g_00801
OG0000733	Praa.g_00935	Prbm.g_00802
OG0000734	Praa.g_00936	Prbm.g_00803
OG0000735	Praa.g_00938	Prbm.g_00805
OG0000736	Praa.g_00939	Prbm.g_00806
OG0000737	Praa.g_00940	Prbm.g_00807
OG0000738	Praa.g_00941	Prbm.g_00962
OG0000739	Praa.g_00942	Prbm.g_00963
OG0000740	Praa.g_00943	Prbm.g_00964
OG0000741	Praa.g_00944	Prbm.g_00965
OG0000742	Praa.g_00946	Prbm.g_00967
OG0000743	Praa.g_00947	Prbm.g_00968
OG0000744	Praa.g_00948	Prbm.g_00969
OG0000745	Praa.g_00949	Prbm.g_00970
OG0000746	Praa.g_00950	Prbm.g_00971
OG0000747	Praa.g_00951	Prbm.g_00972
OG0000748	Praa.g_00952	Prbm.g_00973
OG0000749	Praa.g_00953	Prbm.g_00974
OG0000750	Praa.g_00954	Prbm.g_00975
OG0000751	Praa.g_00955	Prbm.g_00976
OG0000752	Praa.g_00956	Prbm.g_00889
OG0000753	Praa.g_00958	Prbm.g_00981
OG0000754	Praa.g_00959	Prbm.g_00982
OG0000755	Praa.g_00960	Prbm.g_00983
OG0000756	Praa.g_00961	Prbm.g_00985
OG0000757	Praa.g_00962	Prbm.g_00986
OG0000758	Praa.g_00963	Prbm.g_00987
OG0000759	Praa.g_00965	Prbm.g_00989
OG0000760	Praa.g_00966	Prbm.g_00990
OG0000761	Praa.g_00967	Prbm.g_00991
OG0000762	Praa.g_00969	Prbm.g_00993
OG0000763	Praa.g_00970	Prbm.g_00994
OG0000764	Praa.g_00971	Prbm.g_00995
OG0000765	Praa.g_00972	Prbm.g_00996
OG0000766	Praa.g_00973	Prbm.g_00997
OG0000767	Praa.g_00975	Prbm.g_00999
OG0000768	Praa.g_00976	Prbm.g_01000
OG0000769	Praa.g_00977	Prbm.g_01001
OG0000770	Praa.g_00978	Prbm.g_01002
OG0000771	Praa.g_00979	Prbm.g_01003
OG0000772	Praa.g_00980	Prbm.g_00102
OG0000773	Praa.g_00981	Prbm.g_01004
OG0000774	Praa.g_00982	Prbm.g_01005
OG0000775	Praa.g_00983	Prbm.g_01006
OG0000776	Praa.g_00985	Prbm.g_01007
OG0000777	Praa.g_00987	Prbm.g_01009
OG0000778	Praa.g_00988	Prbm.g_01010
OG0000779	Praa.g_00989	Prbm.g_01011
OG0000780	Praa.g_00991	Prbm.g_01013
OG0000781	Praa.g_00993	Prbm.g_01014
OG0000782	Praa.g_00994	Prbm.g_01015
OG0000783	Praa.g_01008	Prbm.g_01031
OG0000784	Praa.g_01010	Prbm.g_01032
OG0000785	Praa.g_01011	Prbm.g_01033
OG0000786	Praa.g_01012	Prbm.g_01034
OG0000787	Praa.g_01013	Prbm.g_01035
OG0000788	Praa.g_01017	Prbm.g_01039
OG0000789	Praa.g_01019	Prbm.g_01042
OG0000790	Praa.g_01020	Prbm.g_00888
OG0000791	Praa.g_01021	Prbm.g_01043
OG0000792	Praa.g_01022	Prbm.g_01044
OG0000793	Praa.g_01023	Prbm.g_01045
OG0000794	Praa.g_01025	Prbm.g_01048
OG0000795	Praa.g_01028	Prbm.g_01052
OG0000796	Praa.g_01029	Prbm.g_01053
OG0000797	Praa.g_01031	Prbm.g_01056
OG0000798	Praa.g_01032	Prbm.g_01057
OG0000799	Praa.g_01033	Prbm.g_01058
OG0000800	Praa.g_01034	Prbm.g_01059
OG0000801	Praa.g_01037	Prbm.g_01062
OG0000802	Praa.g_01038	Prbm.g_01063
OG0000803	Praa.g_01040	Prbm.g_00887
OG0000804	Praa.g_01041	Prbm.g_00886
OG0000805	Praa.g_01042	Prbm.g_00885
OG0000806	Praa.g_01044	Prbm.g_00883
OG0000807	Praa.g_01070	Prbm.g_00894
OG0000808	Praa.g_01080	Prbm.g_01103
OG0000809	Praa.g_01083	Prbm.g_01085
OG0000810	Praa.g_01084	Prbm.g_01806
OG0000811	Praa.g_01091	Prbm.g_02104
OG0000812	Praa.g_01095	Prbm.g_00398
OG0000813	Praa.g_01099	Prbm.g_00406
OG0000814	Praa.g_01101	Prbm.g_01803
OG0000815	Praa.g_01115	Prbm.g_01079
OG0000816	Praa.g_01128	Prbm.g_01911
OG0000817	Praa.g_01129	Prbm.g_01912
OG0000818	Praa.g_01134	Prbm.g_01123
OG0000819	Praa.g_01141	Prbm.g_01571
OG0000820	Praa.g_01145	Prbm.g_01565
OG0000821	Praa.g_01147	Prbm.g_01563
OG0000822	Praa.g_01148	Prbm.g_01562
OG0000823	Praa.g_01149	Prbm.g_01561
OG0000824	Praa.g_01150	Prbm.g_01560
OG0000825	Praa.g_01151	Prbm.g_01559
OG0000826	Praa.g_01152	Prbm.g_01558
OG0000827	Praa.g_01153	Prbm.g_01557
OG0000828	Praa.g_01154	Prbm.g_01556
OG0000829	Praa.g_01155	Prbm.g_01555
OG0000830	Praa.g_01156	Prbm.g_01553
OG0000831	Praa.g_01158	Prbm.g_01550
OG0000832	Praa.g_01160	Prbm.g_01548
OG0000833	Praa.g_01161	Prbm.g_01547
OG0000834	Praa.g_01162	Prbm.g_01545
OG0000835	Praa.g_01163	Prbm.g_01544
OG0000836	Praa.g_01164	Prbm.g_01543
OG0000837	Praa.g_01166	Prbm.g_01540
OG0000838	Praa.g_01167	Prbm.g_01539
OG0000839	Praa.g_01168	Prbm.g_01538
OG0000840	Praa.g_01169	Prbm.g_01537
OG0000841	Praa.g_01170	Prbm.g_01536
OG0000842	Praa.g_01171	Prbm.g_01534
OG0000843	Praa.g_01172	Prbm.g_01533
OG0000844	Praa.g_01173	Prbm.g_01532
OG0000845	Praa.g_01174	Prbm.g_01531
OG0000846	Praa.g_01177	Prbm.g_01529
OG0000847	Praa.g_01179	Prbm.g_01527
OG0000848	Praa.g_01180	Prbm.g_01525
OG0000849	Praa.g_01181	Prbm.g_01524
OG0000850	Praa.g_01182	Prbm.g_01523
OG0000851	Praa.g_01183	Prbm.g_01520
OG0000852	Praa.g_01185	Prbm.g_01518
OG0000853	Praa.g_01186	Prbm.g_01516
OG0000854	Praa.g_01188	Prbm.g_01514
OG0000855	Praa.g_01189	Prbm.g_01513
OG0000856	Praa.g_01190	Prbm.g_01512
OG0000857	Praa.g_01191	Prbm.g_01511
OG0000858	Praa.g_01192	Prbm.g_01510
OG0000859	Praa.g_01193	Prbm.g_01509
OG0000860	Praa.g_01194	Prbm.g_01508
OG0000861	Praa.g_01195	Prbm.g_01507
OG0000862	Praa.g_01196	Prbm.g_01506
OG0000863	Praa.g_01197	Prbm.g_01505
OG0000864	Praa.g_01198	Prbm.g_01504
OG0000865	Praa.g_01199	Prbm.g_01503
OG0000866	Praa.g_01200	Prbm.g_01502
OG0000867	Praa.g_01201	Prbm.g_01501
OG0000868	Praa.g_01202	Prbm.g_01500
OG0000869	Praa.g_01204	Prbm.g_01498
OG0000870	Praa.g_01205	Prbm.g_01497
OG0000871	Praa.g_01207	Prbm.g_01496
OG0000872	Praa.g_01208	Prbm.g_01495
OG0000873	Praa.g_01210	Prbm.g_01494
OG0000874	Praa.g_01211	Prbm.g_01493
OG0000875	Praa.g_01212	Prbm.g_01492
OG0000876	Praa.g_01213	Prbm.g_01491
OG0000877	Praa.g_01215	Prbm.g_01490
OG0000878	Praa.g_01290	Prbm.g_01356
OG0000879	Praa.g_01307	Prbm.g_01600
OG0000880	Praa.g_01308	Prbm.g_01601
OG0000881	Praa.g_01309	Prbm.g_01602
OG0000882	Praa.g_01310	Prbm.g_01603
OG0000883	Praa.g_01311	Prbm.g_01605
OG0000884	Praa.g_01313	Prbm.g_01606
OG0000885	Praa.g_01314	Prbm.g_01607
OG0000886	Praa.g_01315	Prbm.g_01608
OG0000887	Praa.g_01316	Prbm.g_01609
OG0000888	Praa.g_01317	Prbm.g_01610
OG0000889	Praa.g_01320	Prbm.g_01613
OG0000890	Praa.g_01321	Prbm.g_01614
OG0000891	Praa.g_01322	Prbm.g_01615
OG0000892	Praa.g_01324	Prbm.g_01616
OG0000893	Praa.g_01325	Prbm.g_01617
OG0000894	Praa.g_01326	Prbm.g_01618
OG0000895	Praa.g_01327	Prbm.g_01619
OG0000896	Praa.g_01328	Prbm.g_01620
OG0000897	Praa.g_01329	Prbm.g_01621
OG0000898	Praa.g_01331	Prbm.g_01624
OG0000899	Praa.g_01332	Prbm.g_01625
OG0000900	Praa.g_01348	Prbm.g_01630
OG0000901	Praa.g_01352	Prbm.g_01634
OG0000902	Praa.g_01353	Prbm.g_00777
OG0000903	Praa.g_01354	Prbm.g_01573
OG0000904	Praa.g_01356	Prbm.g_01051
OG0000905	Praa.g_01358	Prbm.g_01812
OG0000906	Praa.g_01360	Prbm.g_01658
OG0000907	Praa.g_01361	Prbm.g_00875
OG0000908	Praa.g_01364	Prbm.g_01176
OG0000909	Praa.g_01368	Prbm.g_01662
OG0000910	Praa.g_01369	Prbm.g_01663
OG0000911	Praa.g_01370	Prbm.g_01664
OG0000912	Praa.g_01371	Prbm.g_01665
OG0000913	Praa.g_01372	Prbm.g_01666
OG0000914	Praa.g_01373	Prbm.g_01667
OG0000915	Praa.g_01374	Prbm.g_01668
OG0000916	Praa.g_01375	Prbm.g_01669
OG0000917	Praa.g_01376	Prbm.g_01670
OG0000918	Praa.g_01377	Prbm.g_01671
OG0000919	Praa.g_01378	Prbm.g_01672
OG0000920	Praa.g_01379	Prbm.g_01673
OG0000921	Praa.g_01380	Prbm.g_01674
OG0000922	Praa.g_01381	Prbm.g_01675
OG0000923	Praa.g_01382	Prbm.g_01676
OG0000924	Praa.g_01383	Prbm.g_01677
OG0000925	Praa.g_01384	Prbm.g_01678
OG0000926	Praa.g_01395	Prbm.g_02077
OG0000927	Praa.g_01458	Prbm.g_01691
OG0000928	Praa.g_01459	Prbm.g_01692
OG0000929	Praa.g_01460	Prbm.g_01693
OG0000930	Praa.g_01461	Prbm.g_01694
OG0000931	Praa.g_01462	Prbm.g_01695
OG0000932	Praa.g_01464	Prbm.g_01697
OG0000933	Praa.g_01465	Prbm.g_01698
OG0000934	Praa.g_01466	Prbm.g_01699
OG0000935	Praa.g_01467	Prbm.g_01700
OG0000936	Praa.g_01468	Prbm.g_01701
OG0000937	Praa.g_01469	Prbm.g_01702
OG0000938	Praa.g_01470	Prbm.g_01703
OG0000939	Praa.g_01471	Prbm.g_01704
OG0000940	Praa.g_01472	Prbm.g_01706
OG0000941	Praa.g_01474	Prbm.g_01708
OG0000942	Praa.g_01475	Prbm.g_01709
OG0000943	Praa.g_01478	Prbm.g_01712
OG0000944	Praa.g_01479	Prbm.g_01713
OG0000945	Praa.g_01480	Prbm.g_01714
OG0000946	Praa.g_01481	Prbm.g_01715
OG0000947	Praa.g_01482	Prbm.g_01716
OG0000948	Praa.g_01483	Prbm.g_01717
OG0000949	Praa.g_01484	Prbm.g_01718
OG0000950	Praa.g_01485	Prbm.g_01719
OG0000951	Praa.g_01486	Prbm.g_01720
OG0000952	Praa.g_01487	Prbm.g_01721
OG0000953	Praa.g_01488	Prbm.g_01722
OG0000954	Praa.g_01489	Prbm.g_01723
OG0000955	Praa.g_01490	Prbm.g_01724
OG0000956	Praa.g_01491	Prbm.g_01725
OG0000957	Praa.g_01492	Prbm.g_00487
OG0000958	Praa.g_01493	Prbm.g_01726
OG0000959	Praa.g_01494	Prbm.g_01727
OG0000960	Praa.g_01495	Prbm.g_01728
OG0000961	Praa.g_01499	Prbm.g_01731
OG0000962	Praa.g_01500	Prbm.g_01732
OG0000963	Praa.g_01501	Prbm.g_01733
OG0000964	Praa.g_01503	Prbm.g_01735
OG0000965	Praa.g_01504	Prbm.g_01736
OG0000966	Praa.g_01505	Prbm.g_01737
OG0000967	Praa.g_01506	Prbm.g_01738
OG0000968	Praa.g_01507	Prbm.g_01739
OG0000969	Praa.g_01508	Prbm.g_01740
OG0000970	Praa.g_01509	Prbm.g_01741
OG0000971	Praa.g_01510	Prbm.g_01742
OG0000972	Praa.g_01511	Prbm.g_01743
OG0000973	Praa.g_01512	Prbm.g_01744
OG0000974	Praa.g_01514	Prbm.g_01746
OG0000975	Praa.g_01517	Prbm.g_01752
OG0000976	Praa.g_01519	Prbm.g_01755
OG0000977	Praa.g_01520	Prbm.g_01756
OG0000978	Praa.g_01521	Prbm.g_01757
OG0000979	Praa.g_01523	Prbm.g_01759
OG0000980	Praa.g_01524	Prbm.g_01760
OG0000981	Praa.g_01525	Prbm.g_01761
OG0000982	Praa.g_01526	Prbm.g_01762
OG0000983	Praa.g_01528	Prbm.g_01764
OG0000984	Praa.g_01529	Prbm.g_01765
OG0000985	Praa.g_01530	Prbm.g_01766
OG0000986	Praa.g_01531	Prbm.g_01768
OG0000987	Praa.g_01532	Prbm.g_01769
OG0000988	Praa.g_01533	Prbm.g_01770
OG0000989	Praa.g_01534	Prbm.g_01771
OG0000990	Praa.g_01535	Prbm.g_01772
OG0000991	Praa.g_01536	Prbm.g_01773
OG0000992	Praa.g_01537	Prbm.g_01774
OG0000993	Praa.g_01538	Prbm.g_01775
OG0000994	Praa.g_01539	Prbm.g_01776
OG0000995	Praa.g_01541	Prbm.g_01777
OG0000996	Praa.g_01542	Prbm.g_01778
OG0000997	Praa.g_01543	Prbm.g_01779
OG0000998	Praa.g_01544	Prbm.g_01780
OG0000999	Praa.g_01545	Prbm.g_01781
OG0001000	Praa.g_01546	Prbm.g_01782
OG0001001	Praa.g_01548	Prbm.g_01784
OG0001002	Praa.g_01549	Prbm.g_01785
OG0001003	Praa.g_01550	Prbm.g_01786
OG0001004	Praa.g_01551	Prbm.g_01787
OG0001005	Praa.g_01552	Prbm.g_01789
OG0001006	Praa.g_01553	Prbm.g_01790
OG0001007	Praa.g_01554	Prbm.g_01791
OG0001008	Praa.g_01556	Prbm.g_01793
OG0001009	Praa.g_01557	Prbm.g_01794
OG0001010	Praa.g_01565	Prbm.g_01586
OG0001011	Praa.g_01572	Prbm.g_01685
OG0001012	Praa.g_01600	Prbm.g_00830
OG0001013	Praa.g_01629	Prbm.g_01835
OG0001014	Praa.g_01630	Prbm.g_01836
OG0001015	Praa.g_01636	Prbm.g_01842
OG0001016	Praa.g_01637	Prbm.g_01843
OG0001017	Praa.g_01638	Prbm.g_01844
OG0001018	Praa.g_01639	Prbm.g_01845
OG0001019	Praa.g_01641	Prbm.g_01846
OG0001020	Praa.g_01642	Prbm.g_01847
OG0001021	Praa.g_01643	Prbm.g_01848
OG0001022	Praa.g_01644	Prbm.g_01849
OG0001023	Praa.g_01645	Prbm.g_01850
OG0001024	Praa.g_01646	Prbm.g_01851
OG0001025	Praa.g_01647	Prbm.g_01852
OG0001026	Praa.g_01649	Prbm.g_01853
OG0001027	Praa.g_01650	Prbm.g_01854
OG0001028	Praa.g_01651	Prbm.g_01855
OG0001029	Praa.g_01652	Prbm.g_01856
OG0001030	Praa.g_01653	Prbm.g_01857
OG0001031	Praa.g_01654	Prbm.g_01858
OG0001032	Praa.g_01655	Prbm.g_01859
OG0001033	Praa.g_01656	Prbm.g_01860
OG0001034	Praa.g_01657	Prbm.g_01861
OG0001035	Praa.g_01659	Prbm.g_01863
OG0001036	Praa.g_01660	Prbm.g_01864
OG0001037	Praa.g_01661	Prbm.g_01865
OG0001038	Praa.g_01662	Prbm.g_01866
OG0001039	Praa.g_01663	Prbm.g_01867
OG0001040	Praa.g_01665	Prbm.g_01869
OG0001041	Praa.g_01666	Prbm.g_01870
OG0001042	Praa.g_01667	Prbm.g_01871
OG0001043	Praa.g_01668	Prbm.g_01872
OG0001044	Praa.g_01669	Prbm.g_01873
OG0001045	Praa.g_01670	Prbm.g_01874
OG0001046	Praa.g_01671	Prbm.g_01875
OG0001047	Praa.g_01674	Prbm.g_01877
OG0001048	Praa.g_01676	Prbm.g_01879
OG0001049	Praa.g_01677	Prbm.g_01880
OG0001050	Praa.g_01678	Prbm.g_01881
OG0001051	Praa.g_01679	Prbm.g_01882
OG0001052	Praa.g_01680	Prbm.g_01883
OG0001053	Praa.g_01682	Prbm.g_01885
OG0001054	Praa.g_01684	Prbm.g_01887
OG0001055	Praa.g_01685	Prbm.g_01888
OG0001056	Praa.g_01686	Prbm.g_01889
OG0001057	Praa.g_01687	Prbm.g_01890
OG0001058	Praa.g_01688	Prbm.g_01891
OG0001059	Praa.g_01689	Prbm.g_01892
OG0001060	Praa.g_01690	Prbm.g_01893
OG0001061	Praa.g_01691	Prbm.g_01894
OG0001062	Praa.g_01692	Prbm.g_01895
OG0001063	Praa.g_01693	Prbm.g_01896
OG0001064	Praa.g_01695	Prbm.g_01898
OG0001065	Praa.g_01699	Prbm.g_01948
OG0001066	Praa.g_01700	Prbm.g_01950
OG0001067	Praa.g_01701	Prbm.g_01951
OG0001068	Praa.g_01703	Prbm.g_01953
OG0001069	Praa.g_01704	Prbm.g_01954
OG0001070	Praa.g_01705	Prbm.g_01955
OG0001071	Praa.g_01706	Prbm.g_01956
OG0001072	Praa.g_01707	Prbm.g_01957
OG0001073	Praa.g_01708	Prbm.g_01958
OG0001074	Praa.g_01709	Prbm.g_01959
OG0001075	Praa.g_01710	Prbm.g_01960
OG0001076	Praa.g_01711	Prbm.g_01961
OG0001077	Praa.g_01712	Prbm.g_01962
OG0001078	Praa.g_01713	Prbm.g_01963
OG0001079	Praa.g_01714	Prbm.g_01964
OG0001080	Praa.g_01715	Prbm.g_01965
OG0001081	Praa.g_01718	Prbm.g_01975
OG0001082	Praa.g_01719	Prbm.g_01974
OG0001083	Praa.g_01720	Prbm.g_01970
OG0001084	Praa.g_01722	Prbm.g_01972
OG0001085	Praa.g_01723	Prbm.g_01973
OG0001086	Praa.g_01724	Prbm.g_01968
OG0001087	Praa.g_01725	Prbm.g_01967
OG0001088	Praa.g_01726	Prbm.g_01966
OG0001089	Praa.g_01733	Prbm.g_01990
OG0001090	Praa.g_01735	Prbm.g_01992
OG0001091	Praa.g_01736	Prbm.g_01993
OG0001092	Praa.g_01737	Prbm.g_01994
OG0001093	Praa.g_01738	Prbm.g_01995
OG0001094	Praa.g_01739	Prbm.g_01996
OG0001095	Praa.g_01740	Prbm.g_01997
OG0001096	Praa.g_01741	Prbm.g_01998
OG0001097	Praa.g_01742	Prbm.g_01999
OG0001098	Praa.g_01743	Prbm.g_02000
OG0001099	Praa.g_01744	Prbm.g_02001
OG0001100	Praa.g_01745	Prbm.g_02002
OG0001101	Praa.g_01746	Prbm.g_02003
OG0001102	Praa.g_01747	Prbm.g_02004
OG0001103	Praa.g_01748	Prbm.g_02005
OG0001104	Praa.g_01749	Prbm.g_02006
