Orthogroup	Syaf	Prbk
OG0000545	Syaf.g_02686	Prbk.g_01050
OG0000546	Syaf.g_02684	Prbk.g_01052
OG0000547	Syaf.g_02682	Prbk.g_01054
OG0000548	Syaf.g_02681	Prbk.g_01055
OG0000549	Syaf.g_02676	Prbk.g_01061
OG0000550	Syaf.g_02671	Prbk.g_01066
OG0000551	Syaf.g_02666	Prbk.g_01070
OG0000552	Syaf.g_02665	Prbk.g_01071
OG0000553	Syaf.g_02663	Prbk.g_01076
OG0000554	Syaf.g_02653	Prbk.g_01081
OG0000555	Syaf.g_02635	Prbk.g_01099
OG0000556	Syaf.g_02630	Prbk.g_02686
OG0000557	Syaf.g_02628	Prbk.g_01898
OG0000558	Syaf.g_02626	Prbk.g_01895
OG0000559	Syaf.g_02622	Prbk.g_01891
OG0000560	Syaf.g_02619	Prbk.g_01888
OG0000561	Syaf.g_02618	Prbk.g_01887
OG0000562	Syaf.g_02617	Prbk.g_01886
OG0000563	Syaf.g_02616	Prbk.g_01885
OG0000564	Syaf.g_02615	Prbk.g_01884
OG0000565	Syaf.g_02612	Prbk.g_01881
OG0000566	Syaf.g_02608	Prbk.g_01877
OG0000567	Syaf.g_02604	Prbk.g_01873
OG0000568	Syaf.g_02599	Prbk.g_01871
OG0000569	Syaf.g_02596	Prbk.g_01104
OG0000570	Syaf.g_02595	Prbk.g_01105
OG0000571	Syaf.g_02591	Prbk.g_01108
OG0000572	Syaf.g_02575	Prbk.g_01124
OG0000573	Syaf.g_02567	Prbk.g_01131
OG0000574	Syaf.g_02566	Prbk.g_01132
OG0000575	Syaf.g_02562	Prbk.g_01141
OG0000576	Syaf.g_02560	Prbk.g_01143
OG0000577	Syaf.g_02559	Prbk.g_01144
OG0000578	Syaf.g_02558	Prbk.g_01145
OG0000579	Syaf.g_02557	Prbk.g_01146
OG0000580	Syaf.g_02556	Prbk.g_01147
OG0000581	Syaf.g_02550	Prbk.g_01151
OG0000582	Syaf.g_02374	Prbk.g_01155
OG0000583	Syaf.g_02373	Prbk.g_01156
OG0000584	Syaf.g_02372	Prbk.g_01157
OG0000585	Syaf.g_02370	Prbk.g_01159
OG0000586	Syaf.g_02369	Prbk.g_01161
OG0000587	Syaf.g_02367	Prbk.g_01163
OG0000588	Syaf.g_02350	Prbk.g_02605
OG0000589	Syaf.g_02340	Prbk.g_02608
OG0000590	Syaf.g_02339	Prbk.g_02609
OG0000591	Syaf.g_02331	Prbk.g_02616
OG0000592	Syaf.g_02330	Prbk.g_02617
OG0000593	Syaf.g_02314	Prbk.g_02627
OG0000594	Syaf.g_02313	Prbk.g_02628
OG0000595	Syaf.g_02312	Prbk.g_02629
OG0000596	Syaf.g_02307	Prbk.g_02634
OG0000597	Syaf.g_02304	Prbk.g_02637
OG0000598	Syaf.g_02303	Prbk.g_02638
OG0000599	Syaf.g_02300	Prbk.g_02648
OG0000600	Syaf.g_02299	Prbk.g_02649
OG0000601	Syaf.g_02298	Prbk.g_02650
OG0000602	Syaf.g_02293	Prbk.g_02654
OG0000603	Syaf.g_02292	Prbk.g_02655
OG0000604	Syaf.g_02289	Prbk.g_02656
OG0000605	Syaf.g_01734	Prbk.g_00740
OG0000606	Syaf.g_02145	Prbk.g_00729
OG0000607	Syaf.g_02142	Prbk.g_00726
OG0000608	Syaf.g_02141	Prbk.g_00725
OG0000609	Syaf.g_02139	Prbk.g_00723
OG0000610	Syaf.g_02132	Prbk.g_00715
OG0000611	Syaf.g_02129	Prbk.g_00712
OG0000612	Syaf.g_02128	Prbk.g_00711
OG0000613	Syaf.g_00315	Prbk.g_00478
OG0000614	Syaf.g_01469	Prbk.g_01802
OG0000615	Syaf.g_02085	Prbk.g_02429
OG0000616	Syaf.g_00518	Prbk.g_02262
OG0000617	Syaf.g_01975	Prbk.g_00613
OG0000618	Syaf.g_01974	Prbk.g_00612
OG0000619	Syaf.g_01973	Prbk.g_00611
OG0000620	Syaf.g_01966	Prbk.g_00607
OG0000621	Syaf.g_01965	Prbk.g_00606
OG0000622	Syaf.g_01964	Prbk.g_00605
OG0000623	Syaf.g_01963	Prbk.g_00604
OG0000624	Syaf.g_01961	Prbk.g_00603
OG0000625	Syaf.g_01960	Prbk.g_00602
OG0000626	Syaf.g_01959	Prbk.g_00601
OG0000627	Syaf.g_01782	Prbk.g_02376
OG0000628	Syaf.g_01783	Prbk.g_02375
OG0000629	Syaf.g_01786	Prbk.g_02372
OG0000630	Syaf.g_01790	Prbk.g_02368
OG0000631	Syaf.g_01801	Prbk.g_02362
OG0000632	Syaf.g_01802	Prbk.g_02361
OG0000633	Syaf.g_01803	Prbk.g_02360
OG0000634	Syaf.g_02053	Prbk.g_02464
OG0000635	Syaf.g_02052	Prbk.g_02465
OG0000636	Syaf.g_02050	Prbk.g_02467
OG0000637	Syaf.g_02048	Prbk.g_02469
OG0000638	Syaf.g_02047	Prbk.g_02470
OG0000639	Syaf.g_02046	Prbk.g_02471
OG0000640	Syaf.g_02045	Prbk.g_02472
OG0000641	Syaf.g_02041	Prbk.g_02476
OG0000642	Syaf.g_02040	Prbk.g_02477
OG0000643	Syaf.g_02038	Prbk.g_02478
OG0000644	Syaf.g_02037	Prbk.g_02479
OG0000645	Syaf.g_02035	Prbk.g_02480
OG0000646	Syaf.g_02032	Prbk.g_02483
OG0000647	Syaf.g_02030	Prbk.g_02486
OG0000648	Syaf.g_02027	Prbk.g_02488
OG0000649	Syaf.g_02026	Prbk.g_02489
OG0000650	Syaf.g_02025	Prbk.g_02490
OG0000651	Syaf.g_02024	Prbk.g_02491
OG0000652	Syaf.g_02023	Prbk.g_02492
OG0000653	Syaf.g_02021	Prbk.g_02494
OG0000654	Syaf.g_02020	Prbk.g_02495
OG0000655	Syaf.g_02019	Prbk.g_02496
OG0000656	Syaf.g_02016	Prbk.g_02499
OG0000657	Syaf.g_01384	Prbk.g_02532
OG0000658	Syaf.g_01381	Prbk.g_02534
OG0000659	Syaf.g_01380	Prbk.g_02535
OG0000660	Syaf.g_01376	Prbk.g_02539
OG0000661	Syaf.g_01374	Prbk.g_02541
OG0000662	Syaf.g_01372	Prbk.g_02543
OG0000663	Syaf.g_01369	Prbk.g_02546
OG0000664	Syaf.g_01368	Prbk.g_02547
OG0000665	Syaf.g_00980	Prbk.g_02560
OG0000666	Syaf.g_01733	Prbk.g_02563
OG0000667	Syaf.g_01635	Prbk.g_02570
OG0000668	Syaf.g_01928	Prbk.g_00582
OG0000669	Syaf.g_02112	Prbk.g_02580
OG0000670	Syaf.g_02769	Prbk.g_01662
OG0000671	Syaf.g_02108	Prbk.g_02391
OG0000672	Syaf.g_02105	Prbk.g_02394
OG0000673	Syaf.g_02102	Prbk.g_02397
OG0000674	Syaf.g_02100	Prbk.g_02399
OG0000675	Syaf.g_02099	Prbk.g_02400
OG0000676	Syaf.g_02097	Prbk.g_02408
OG0000677	Syaf.g_02096	Prbk.g_02410
OG0000678	Syaf.g_02092	Prbk.g_02415
OG0000679	Syaf.g_02083	Prbk.g_02435
OG0000680	Syaf.g_02082	Prbk.g_02436
OG0000681	Syaf.g_02079	Prbk.g_02438
OG0000682	Syaf.g_02078	Prbk.g_02439
OG0000683	Syaf.g_02077	Prbk.g_02440
OG0000684	Syaf.g_02072	Prbk.g_02453
OG0000685	Syaf.g_02070	Prbk.g_02451
OG0000686	Syaf.g_02069	Prbk.g_02450
OG0000687	Syaf.g_02068	Prbk.g_02449
OG0000688	Syaf.g_02063	Prbk.g_02455
OG0000689	Syaf.g_02061	Prbk.g_02456
OG0000690	Syaf.g_02060	Prbk.g_02457
OG0000691	Syaf.g_02059	Prbk.g_02458
OG0000692	Syaf.g_02058	Prbk.g_02459
OG0000693	Syaf.g_02057	Prbk.g_02460
OG0000694	Syaf.g_02056	Prbk.g_02461
OG0000695	Syaf.g_01805	Prbk.g_02358
OG0000696	Syaf.g_01806	Prbk.g_02357
OG0000697	Syaf.g_01808	Prbk.g_02355
OG0000698	Syaf.g_01811	Prbk.g_02352
OG0000699	Syaf.g_01813	Prbk.g_02350
OG0000700	Syaf.g_01814	Prbk.g_02349
OG0000701	Syaf.g_01815	Prbk.g_02348
OG0000702	Syaf.g_01843	Prbk.g_02340
OG0000703	Syaf.g_01844	Prbk.g_02339
OG0000704	Syaf.g_01846	Prbk.g_02337
OG0000705	Syaf.g_01853	Prbk.g_02331
OG0000706	Syaf.g_01854	Prbk.g_02330
OG0000707	Syaf.g_01855	Prbk.g_02329
OG0000708	Syaf.g_01858	Prbk.g_02327
OG0000709	Syaf.g_01867	Prbk.g_02320
OG0000710	Syaf.g_01878	Prbk.g_02316
OG0000711	Syaf.g_01908	Prbk.g_02293
OG0000712	Syaf.g_01910	Prbk.g_02292
OG0000713	Syaf.g_01911	Prbk.g_00562
OG0000714	Syaf.g_01913	Prbk.g_00566
OG0000715	Syaf.g_01915	Prbk.g_00568
OG0000716	Syaf.g_01919	Prbk.g_00572
OG0000717	Syaf.g_01920	Prbk.g_00573
OG0000718	Syaf.g_01924	Prbk.g_00578
OG0000719	Syaf.g_01926	Prbk.g_00580
OG0000720	Syaf.g_01939	Prbk.g_00593
OG0000721	Syaf.g_01941	Prbk.g_00594
OG0000722	Syaf.g_01942	Prbk.g_00595
OG0000723	Syaf.g_01957	Prbk.g_00599
OG0000724	Syaf.g_01418	Prbk.g_00061
OG0000725	Syaf.g_01445	Prbk.g_00054
OG0000726	Syaf.g_01446	Prbk.g_00053
OG0000727	Syaf.g_01447	Prbk.g_00052
OG0000728	Syaf.g_01449	Prbk.g_00051
OG0000729	Syaf.g_00405	Prbk.g_01531
OG0000730	Syaf.g_00026	Prbk.g_00869
OG0000731	Syaf.g_00014	Prbk.g_00879
OG0000732	Syaf.g_00444	Prbk.g_01601
OG0000733	Syaf.g_00615	Prbk.g_02202
OG0000734	Syaf.g_00895	Prbk.g_00004
OG0000735	Syaf.g_01273	Prbk.g_01037
OG0000736	Syaf.g_01274	Prbk.g_01036
OG0000737	Syaf.g_01275	Prbk.g_01035
OG0000738	Syaf.g_01280	Prbk.g_01028
OG0000739	Syaf.g_01281	Prbk.g_01026
OG0000740	Syaf.g_01282	Prbk.g_01025
OG0000741	Syaf.g_01285	Prbk.g_01022
OG0000742	Syaf.g_01287	Prbk.g_01020
OG0000743	Syaf.g_01289	Prbk.g_01018
OG0000744	Syaf.g_01290	Prbk.g_01017
OG0000745	Syaf.g_01293	Prbk.g_00141
OG0000746	Syaf.g_01295	Prbk.g_00143
OG0000747	Syaf.g_01296	Prbk.g_00144
OG0000748	Syaf.g_01307	Prbk.g_00156
OG0000749	Syaf.g_01309	Prbk.g_00157
OG0000750	Syaf.g_01310	Prbk.g_00158
OG0000751	Syaf.g_01317	Prbk.g_00105
OG0000752	Syaf.g_01319	Prbk.g_00103
OG0000753	Syaf.g_01322	Prbk.g_00100
OG0000754	Syaf.g_01611	Prbk.g_01501
OG0000755	Syaf.g_01599	Prbk.g_00139
OG0000756	Syaf.g_01598	Prbk.g_00138
OG0000757	Syaf.g_01590	Prbk.g_00131
OG0000758	Syaf.g_01589	Prbk.g_00130
OG0000759	Syaf.g_01588	Prbk.g_00129
OG0000760	Syaf.g_01587	Prbk.g_00128
OG0000761	Syaf.g_01586	Prbk.g_00127
OG0000762	Syaf.g_01584	Prbk.g_01503
OG0000763	Syaf.g_01582	Prbk.g_01505
OG0000764	Syaf.g_01581	Prbk.g_01506
OG0000765	Syaf.g_01564	Prbk.g_00178
OG0000766	Syaf.g_01563	Prbk.g_00177
OG0000767	Syaf.g_01561	Prbk.g_00175
OG0000768	Syaf.g_01560	Prbk.g_00174
OG0000769	Syaf.g_01558	Prbk.g_00098
OG0000770	Syaf.g_01553	Prbk.g_00122
OG0000771	Syaf.g_01411	Prbk.g_00066
OG0000772	Syaf.g_01705	Prbk.g_02011
OG0000773	Syaf.g_01268	Prbk.g_00162
OG0000774	Syaf.g_01263	Prbk.g_01192
OG0000775	Syaf.g_01261	Prbk.g_01190
OG0000776	Syaf.g_01260	Prbk.g_01189
OG0000777	Syaf.g_01259	Prbk.g_01188
OG0000778	Syaf.g_01258	Prbk.g_01187
OG0000779	Syaf.g_01252	Prbk.g_01182
OG0000780	Syaf.g_01249	Prbk.g_01179
OG0000781	Syaf.g_01245	Prbk.g_01175
OG0000782	Syaf.g_01244	Prbk.g_01174
OG0000783	Syaf.g_01243	Prbk.g_01173
OG0000784	Syaf.g_01242	Prbk.g_01172
OG0000785	Syaf.g_01240	Prbk.g_01170
OG0000786	Syaf.g_02546	Prbk.g_01167
OG0000787	Syaf.g_02547	Prbk.g_01166
OG0000788	Syaf.g_02297	Prbk.g_00334
OG0000789	Syaf.g_01750	Prbk.g_01691
OG0000790	Syaf.g_02738	Prbk.g_02048
OG0000791	Syaf.g_02740	Prbk.g_02046
OG0000792	Syaf.g_02741	Prbk.g_02045
OG0000793	Syaf.g_02746	Prbk.g_02041
OG0000794	Syaf.g_02747	Prbk.g_02040
OG0000795	Syaf.g_02748	Prbk.g_02039
OG0000796	Syaf.g_02752	Prbk.g_02035
OG0000797	Syaf.g_02753	Prbk.g_02034
OG0000798	Syaf.g_00240	Prbk.g_00414
OG0000799	Syaf.g_02380	Prbk.g_01929
OG0000800	Syaf.g_02383	Prbk.g_01930
OG0000801	Syaf.g_02384	Prbk.g_01931
OG0000802	Syaf.g_02388	Prbk.g_01938
OG0000803	Syaf.g_02393	Prbk.g_00244
OG0000804	Syaf.g_02396	Prbk.g_00246
OG0000805	Syaf.g_02398	Prbk.g_00248
OG0000806	Syaf.g_02405	Prbk.g_00250
OG0000807	Syaf.g_02406	Prbk.g_00252
OG0000808	Syaf.g_02407	Prbk.g_00253
OG0000809	Syaf.g_02410	Prbk.g_00257
OG0000810	Syaf.g_02411	Prbk.g_00258
OG0000811	Syaf.g_02420	Prbk.g_00270
OG0000812	Syaf.g_02422	Prbk.g_00272
OG0000813	Syaf.g_02423	Prbk.g_00273
OG0000814	Syaf.g_02425	Prbk.g_00275
OG0000815	Syaf.g_02426	Prbk.g_00276
OG0000816	Syaf.g_02428	Prbk.g_00278
OG0000817	Syaf.g_02429	Prbk.g_00279
OG0000818	Syaf.g_02442	Prbk.g_01237
OG0000819	Syaf.g_02443	Prbk.g_01236
OG0000820	Syaf.g_02444	Prbk.g_01235
OG0000821	Syaf.g_02450	Prbk.g_01228
OG0000822	Syaf.g_02452	Prbk.g_01226
OG0000823	Syaf.g_02453	Prbk.g_01225
OG0000824	Syaf.g_02459	Prbk.g_01221
OG0000825	Syaf.g_02460	Prbk.g_01220
OG0000826	Syaf.g_02461	Prbk.g_01219
OG0000827	Syaf.g_02462	Prbk.g_01218
OG0000828	Syaf.g_02465	Prbk.g_01215
OG0000829	Syaf.g_02466	Prbk.g_01214
OG0000830	Syaf.g_02467	Prbk.g_01213
OG0000831	Syaf.g_02470	Prbk.g_01211
OG0000832	Syaf.g_01109	Prbk.g_02006
OG0000833	Syaf.g_01100	Prbk.g_01998
OG0000834	Syaf.g_01098	Prbk.g_01997
OG0000835	Syaf.g_01097	Prbk.g_01996
OG0000836	Syaf.g_01093	Prbk.g_01994
OG0000837	Syaf.g_01091	Prbk.g_01993
OG0000838	Syaf.g_01087	Prbk.g_01990
OG0000839	Syaf.g_01086	Prbk.g_01989
OG0000840	Syaf.g_01085	Prbk.g_01988
OG0000841	Syaf.g_01084	Prbk.g_01987
OG0000842	Syaf.g_01083	Prbk.g_01986
OG0000843	Syaf.g_01082	Prbk.g_01985
OG0000844	Syaf.g_01080	Prbk.g_01983
OG0000845	Syaf.g_01079	Prbk.g_01982
OG0000846	Syaf.g_01078	Prbk.g_01981
OG0000847	Syaf.g_01077	Prbk.g_01980
OG0000848	Syaf.g_01075	Prbk.g_01979
OG0000849	Syaf.g_01074	Prbk.g_01978
OG0000850	Syaf.g_01072	Prbk.g_01977
OG0000851	Syaf.g_01061	Prbk.g_00937
OG0000852	Syaf.g_01060	Prbk.g_00936
OG0000853	Syaf.g_01056	Prbk.g_00932
OG0000854	Syaf.g_01054	Prbk.g_00930
OG0000855	Syaf.g_01053	Prbk.g_00929
OG0000856	Syaf.g_02328	Prbk.g_02619
OG0000857	Syaf.g_02031	Prbk.g_02485
OG0000858	Syaf.g_01047	Prbk.g_00918
OG0000859	Syaf.g_01046	Prbk.g_00917
OG0000860	Syaf.g_01031	Prbk.g_00905
OG0000861	Syaf.g_01030	Prbk.g_00904
OG0000862	Syaf.g_01029	Prbk.g_00902
OG0000863	Syaf.g_01026	Prbk.g_01451
OG0000864	Syaf.g_01025	Prbk.g_01450
OG0000865	Syaf.g_01024	Prbk.g_01449
OG0000866	Syaf.g_01023	Prbk.g_01448
OG0000867	Syaf.g_01022	Prbk.g_01447
OG0000868	Syaf.g_01019	Prbk.g_01445
OG0000869	Syaf.g_01014	Prbk.g_01442
OG0000870	Syaf.g_01009	Prbk.g_01437
OG0000871	Syaf.g_01008	Prbk.g_01436
OG0000872	Syaf.g_01001	Prbk.g_01434
OG0000873	Syaf.g_00998	Prbk.g_01431
OG0000874	Syaf.g_01002	Prbk.g_01427
OG0000875	Syaf.g_00996	Prbk.g_01426
OG0000876	Syaf.g_01198	Prbk.g_01425
OG0000877	Syaf.g_01188	Prbk.g_01422
OG0000878	Syaf.g_01187	Prbk.g_01421
OG0000879	Syaf.g_01186	Prbk.g_01420
OG0000880	Syaf.g_01185	Prbk.g_01419
OG0000881	Syaf.g_01179	Prbk.g_01414
OG0000882	Syaf.g_01174	Prbk.g_01409
OG0000883	Syaf.g_01172	Prbk.g_01407
OG0000884	Syaf.g_01170	Prbk.g_01405
OG0000885	Syaf.g_01169	Prbk.g_01404
OG0000886	Syaf.g_01168	Prbk.g_01403
OG0000887	Syaf.g_01167	Prbk.g_01402
OG0000888	Syaf.g_01165	Prbk.g_01400
OG0000889	Syaf.g_01163	Prbk.g_01398
OG0000890	Syaf.g_01157	Prbk.g_01384
OG0000891	Syaf.g_01156	Prbk.g_01383
OG0000892	Syaf.g_01154	Prbk.g_01381
OG0000893	Syaf.g_00178	Prbk.g_01901
OG0000894	Syaf.g_00175	Prbk.g_01905
OG0000895	Syaf.g_00171	Prbk.g_01910
OG0000896	Syaf.g_00170	Prbk.g_01911
OG0000897	Syaf.g_00168	Prbk.g_01913
OG0000898	Syaf.g_00167	Prbk.g_01914
OG0000899	Syaf.g_00166	Prbk.g_01915
OG0000900	Syaf.g_00165	Prbk.g_01916
OG0000901	Syaf.g_00160	Prbk.g_01920
OG0000902	Syaf.g_00158	Prbk.g_01922
OG0000903	Syaf.g_00141	Prbk.g_00990
OG0000904	Syaf.g_00146	Prbk.g_00995
OG0000905	Syaf.g_00151	Prbk.g_00997
OG0000906	Syaf.g_00154	Prbk.g_01926
OG0000907	Syaf.g_00139	Prbk.g_00988
OG0000908	Syaf.g_00136	Prbk.g_00985
OG0000909	Syaf.g_00135	Prbk.g_00984
OG0000910	Syaf.g_00134	Prbk.g_00983
OG0000911	Syaf.g_00132	Prbk.g_00981
OG0000912	Syaf.g_00131	Prbk.g_00980
OG0000913	Syaf.g_00130	Prbk.g_00979
OG0000914	Syaf.g_00129	Prbk.g_00978
OG0000915	Syaf.g_00127	Prbk.g_00977
OG0000916	Syaf.g_00126	Prbk.g_00976
OG0000917	Syaf.g_00125	Prbk.g_00975
OG0000918	Syaf.g_00124	Prbk.g_00974
OG0000919	Syaf.g_00123	Prbk.g_00973
OG0000920	Syaf.g_00122	Prbk.g_00972
OG0000921	Syaf.g_00121	Prbk.g_00971
OG0000922	Syaf.g_00120	Prbk.g_00970
OG0000923	Syaf.g_00116	Prbk.g_00966
OG0000924	Syaf.g_00115	Prbk.g_00965
OG0000925	Syaf.g_00114	Prbk.g_00964
OG0000926	Syaf.g_00113	Prbk.g_00963
OG0000927	Syaf.g_00111	Prbk.g_00961
OG0000928	Syaf.g_00110	Prbk.g_00960
OG0000929	Syaf.g_00109	Prbk.g_00959
OG0000930	Syaf.g_00108	Prbk.g_00958
OG0000931	Syaf.g_00107	Prbk.g_00957
OG0000932	Syaf.g_00106	Prbk.g_00956
OG0000933	Syaf.g_00100	Prbk.g_00951
OG0000934	Syaf.g_00098	Prbk.g_00949
OG0000935	Syaf.g_00097	Prbk.g_00948
OG0000936	Syaf.g_00096	Prbk.g_00947
OG0000937	Syaf.g_00095	Prbk.g_00946
OG0000938	Syaf.g_00092	Prbk.g_00797
OG0000939	Syaf.g_00091	Prbk.g_00798
OG0000940	Syaf.g_00084	Prbk.g_00807
OG0000941	Syaf.g_00082	Prbk.g_00809
OG0000942	Syaf.g_00080	Prbk.g_00811
OG0000943	Syaf.g_00079	Prbk.g_00812
OG0000944	Syaf.g_00077	Prbk.g_00814
OG0000945	Syaf.g_00075	Prbk.g_00816
OG0000946	Syaf.g_00070	Prbk.g_00844
OG0000947	Syaf.g_00067	Prbk.g_00847
OG0000948	Syaf.g_00066	Prbk.g_00848
OG0000949	Syaf.g_00337	Prbk.g_00851
OG0000950	Syaf.g_00351	Prbk.g_00513
OG0000951	Syaf.g_00358	Prbk.g_00518
OG0000952	Syaf.g_00363	Prbk.g_00525
OG0000953	Syaf.g_00367	Prbk.g_00529
OG0000954	Syaf.g_00372	Prbk.g_00216
OG0000955	Syaf.g_00373	Prbk.g_00217
OG0000956	Syaf.g_00375	Prbk.g_00219
OG0000957	Syaf.g_00386	Prbk.g_00235
OG0000958	Syaf.g_00387	Prbk.g_00236
OG0000959	Syaf.g_00391	Prbk.g_01482
OG0000960	Syaf.g_00392	Prbk.g_01483
OG0000961	Syaf.g_00402	Prbk.g_01494
OG0000962	Syaf.g_00404	Prbk.g_01530
OG0000963	Syaf.g_00409	Prbk.g_01535
OG0000964	Syaf.g_00410	Prbk.g_01536
OG0000965	Syaf.g_00411	Prbk.g_01537
OG0000966	Syaf.g_00421	Prbk.g_01571
OG0000967	Syaf.g_00426	Prbk.g_01577
OG0000968	Syaf.g_00417	Prbk.g_01580
OG0000969	Syaf.g_00423	Prbk.g_01582
OG0000970	Syaf.g_00424	Prbk.g_01583
OG0000971	Syaf.g_00429	Prbk.g_01585
OG0000972	Syaf.g_00430	Prbk.g_01586
OG0000973	Syaf.g_00431	Prbk.g_01587
OG0000974	Syaf.g_00432	Prbk.g_01588
OG0000975	Syaf.g_00433	Prbk.g_01589
OG0000976	Syaf.g_00434	Prbk.g_01590
OG0000977	Syaf.g_00436	Prbk.g_01592
OG0000978	Syaf.g_00437	Prbk.g_01593
OG0000979	Syaf.g_00440	Prbk.g_01596
OG0000980	Syaf.g_00443	Prbk.g_01600
OG0000981	Syaf.g_00446	Prbk.g_01603
OG0000982	Syaf.g_00645	Prbk.g_02161
OG0000983	Syaf.g_00644	Prbk.g_02162
OG0000984	Syaf.g_00643	Prbk.g_02163
OG0000985	Syaf.g_00641	Prbk.g_02167
OG0000986	Syaf.g_00639	Prbk.g_02169
OG0000987	Syaf.g_00637	Prbk.g_02171
OG0000988	Syaf.g_00633	Prbk.g_02175
OG0000989	Syaf.g_00624	Prbk.g_02185
OG0000990	Syaf.g_00606	Prbk.g_02207
OG0000991	Syaf.g_00604	Prbk.g_02210
OG0000992	Syaf.g_00601	Prbk.g_02213
OG0000993	Syaf.g_00600	Prbk.g_02214
OG0000994	Syaf.g_00597	Prbk.g_02217
OG0000995	Syaf.g_00592	Prbk.g_02226
OG0000996	Syaf.g_00543	Prbk.g_02239
OG0000997	Syaf.g_00532	Prbk.g_02248
OG0000998	Syaf.g_00530	Prbk.g_02250
OG0000999	Syaf.g_00529	Prbk.g_02251
OG0001000	Syaf.g_00526	Prbk.g_02254
OG0001001	Syaf.g_00521	Prbk.g_02258
OG0001002	Syaf.g_00515	Prbk.g_02265
OG0001003	Syaf.g_00514	Prbk.g_02267
OG0001004	Syaf.g_00513	Prbk.g_02268
OG0001005	Syaf.g_00510	Prbk.g_02270
OG0001006	Syaf.g_00500	Prbk.g_02276
OG0001007	Syaf.g_00498	Prbk.g_02278
OG0001008	Syaf.g_01215	Prbk.g_00327
OG0001009	Syaf.g_00466	Prbk.g_01622
OG0001010	Syaf.g_00465	Prbk.g_01621
OG0001011	Syaf.g_00463	Prbk.g_01619
OG0001012	Syaf.g_00649	Prbk.g_02158
OG0001013	Syaf.g_00669	Prbk.g_02133
OG0001014	Syaf.g_00691	Prbk.g_02124
OG0001015	Syaf.g_00692	Prbk.g_02123
OG0001016	Syaf.g_00958	Prbk.g_01315
OG0001017	Syaf.g_00952	Prbk.g_01309
OG0001018	Syaf.g_00950	Prbk.g_01307
OG0001019	Syaf.g_00931	Prbk.g_01294
OG0001020	Syaf.g_00926	Prbk.g_00035
OG0001021	Syaf.g_00922	Prbk.g_00031
OG0001022	Syaf.g_00918	Prbk.g_00026
OG0001023	Syaf.g_00917	Prbk.g_00025
OG0001024	Syaf.g_00913	Prbk.g_00021
OG0001025	Syaf.g_00906	Prbk.g_00014
OG0001026	Syaf.g_00893	Prbk.g_00001
OG0001027	Syaf.g_00884	Prbk.g_00190
OG0001028	Syaf.g_00882	Prbk.g_00192
OG0001029	Syaf.g_00880	Prbk.g_00194
OG0001030	Syaf.g_00860	Prbk.g_00547
OG0001031	Syaf.g_00784	Prbk.g_01275
OG0001032	Syaf.g_00781	Prbk.g_01272
OG0001034	Syaf.g_02787	Prbk.g_01521
OG0001035	Syaf.g_00207	Prbk.g_00372
OG0001036	Syaf.g_00212	Prbk.g_00376
OG0001037	Syaf.g_00214	Prbk.g_00378
OG0001038	Syaf.g_00242	Prbk.g_00415
OG0001039	Syaf.g_00245	Prbk.g_00418
OG0001040	Syaf.g_00248	Prbk.g_00421
OG0001041	Syaf.g_00253	Prbk.g_00426
OG0001042	Syaf.g_00275	Prbk.g_00451
OG0001043	Syaf.g_00279	Prbk.g_00453
OG0001044	Syaf.g_00024	Prbk.g_00870
OG0001045	Syaf.g_00011	Prbk.g_00882
OG0001046	Syaf.g_01894	Prbk.g_00924
OG0001047	Syaf.g_01217	Prbk.g_00325
OG0001048	Syaf.g_01218	Prbk.g_00324
OG0001049	Syaf.g_01226	Prbk.g_00321
OG0001050	Syaf.g_01227	Prbk.g_00320
OG0001051	Syaf.g_01228	Prbk.g_00319
OG0001052	Syaf.g_02502	Prbk.g_02109
OG0001053	Syaf.g_02718	Prbk.g_02064
OG0001054	Syaf.g_02701	Prbk.g_01861
OG0001056	Syaf.g_02649	Prbk.g_01085
OG0001057	Syaf.g_02638	Prbk.g_01097
OG0001058	Syaf.g_02624	Prbk.g_01893
OG0001059	Syaf.g_02620	Prbk.g_01889
OG0001060	Syaf.g_02614	Prbk.g_01882
OG0001061	Syaf.g_02590	Prbk.g_01109
OG0001062	Syaf.g_02588	Prbk.g_01111
OG0001063	Syaf.g_02583	Prbk.g_01115
OG0001064	Syaf.g_02582	Prbk.g_01116
OG0001065	Syaf.g_02581	Prbk.g_01117
OG0001066	Syaf.g_02580	Prbk.g_01118
OG0001067	Syaf.g_02579	Prbk.g_01119
OG0001068	Syaf.g_02578	Prbk.g_01120
OG0001069	Syaf.g_02577	Prbk.g_01121
OG0001070	Syaf.g_02574	Prbk.g_01125
OG0001071	Syaf.g_02573	Prbk.g_01126
OG0001072	Syaf.g_02569	Prbk.g_01129
OG0001073	Syaf.g_02555	Prbk.g_01148
OG0001074	Syaf.g_02365	Prbk.g_02602
OG0001075	Syaf.g_02363	Prbk.g_02603
OG0001076	Syaf.g_02337	Prbk.g_02611
OG0001077	Syaf.g_02325	Prbk.g_02621
OG0001078	Syaf.g_02309	Prbk.g_02632
OG0001079	Syaf.g_02296	Prbk.g_02651
OG0001080	Syaf.g_01740	Prbk.g_00738
OG0001081	Syaf.g_02144	Prbk.g_00728
OG0001082	Syaf.g_02143	Prbk.g_00727
OG0001083	Syaf.g_02136	Prbk.g_00719
