Orthogroup	Syaf	Syao
OG0000574	Syaf.g_02566	Syao.g_01021
OG0000575	Syaf.g_02562	Syao.g_01000
OG0000576	Syaf.g_02560	Syao.g_00996
OG0000577	Syaf.g_02559	Syao.g_00995
OG0000578	Syaf.g_02558	Syao.g_00994
OG0000579	Syaf.g_02557	Syao.g_00993
OG0000580	Syaf.g_02556	Syao.g_00992
OG0000581	Syaf.g_02550	Syao.g_01059
OG0000582	Syaf.g_02374	Syao.g_01204
OG0000583	Syaf.g_02373	Syao.g_01205
OG0000584	Syaf.g_02372	Syao.g_01206
OG0000585	Syaf.g_02370	Syao.g_01054
OG0000586	Syaf.g_02369	Syao.g_01055
OG0000587	Syaf.g_02367	Syao.g_01057
OG0000588	Syaf.g_02350	Syao.g_00406
OG0000589	Syaf.g_02340	Syao.g_01342
OG0000590	Syaf.g_02339	Syao.g_01341
OG0000591	Syaf.g_02331	Syao.g_01330
OG0000592	Syaf.g_02330	Syao.g_01329
OG0000593	Syaf.g_02314	Syao.g_00890
OG0000594	Syaf.g_02313	Syao.g_00891
OG0000595	Syaf.g_02312	Syao.g_00892
OG0000596	Syaf.g_02307	Syao.g_00897
OG0000597	Syaf.g_02304	Syao.g_00900
OG0000598	Syaf.g_02303	Syao.g_00901
OG0000599	Syaf.g_02300	Syao.g_00908
OG0000600	Syaf.g_02299	Syao.g_00909
OG0000601	Syaf.g_02298	Syao.g_00910
OG0000602	Syaf.g_02293	Syao.g_00914
OG0000603	Syaf.g_02292	Syao.g_00915
OG0000604	Syaf.g_02289	Syao.g_00918
OG0000606	Syaf.g_02145	Syao.g_00924
OG0000607	Syaf.g_02142	Syao.g_00927
OG0000608	Syaf.g_02141	Syao.g_00928
OG0000609	Syaf.g_02139	Syao.g_00930
OG0000610	Syaf.g_02132	Syao.g_00940
OG0000611	Syaf.g_02129	Syao.g_00943
OG0000612	Syaf.g_02128	Syao.g_00944
OG0000613	Syaf.g_00315	Syao.g_01979
OG0000614	Syaf.g_01469	Syao.g_00375
OG0000615	Syaf.g_02085	Syao.g_00978
OG0000616	Syaf.g_00518	Syao.g_02342
OG0000617	Syaf.g_01975	Syao.g_00486
OG0000618	Syaf.g_01974	Syao.g_00485
OG0000619	Syaf.g_01973	Syao.g_00484
OG0000620	Syaf.g_01966	Syao.g_00479
OG0000621	Syaf.g_01965	Syao.g_00478
OG0000622	Syaf.g_01964	Syao.g_00476
OG0000623	Syaf.g_01963	Syao.g_00475
OG0000624	Syaf.g_01961	Syao.g_00473
OG0000625	Syaf.g_01960	Syao.g_00472
OG0000626	Syaf.g_01959	Syao.g_00471
OG0000627	Syaf.g_01782	Syao.g_00567
OG0000628	Syaf.g_01783	Syao.g_00566
OG0000629	Syaf.g_01786	Syao.g_00590
OG0000630	Syaf.g_01790	Syao.g_00585
OG0000631	Syaf.g_01801	Syao.g_00644
OG0000632	Syaf.g_01802	Syao.g_00643
OG0000633	Syaf.g_01803	Syao.g_00642
OG0000634	Syaf.g_02053	Syao.g_00752
OG0000635	Syaf.g_02052	Syao.g_00753
OG0000636	Syaf.g_02050	Syao.g_00755
OG0000637	Syaf.g_02048	Syao.g_00757
OG0000638	Syaf.g_02047	Syao.g_00758
OG0000639	Syaf.g_02046	Syao.g_00759
OG0000640	Syaf.g_02045	Syao.g_00760
OG0000641	Syaf.g_02041	Syao.g_00764
OG0000642	Syaf.g_02040	Syao.g_00765
OG0000643	Syaf.g_02038	Syao.g_00767
OG0000644	Syaf.g_02037	Syao.g_00768
OG0000645	Syaf.g_02035	Syao.g_00770
OG0000646	Syaf.g_02032	Syao.g_00773
OG0000647	Syaf.g_02030	Syao.g_00775
OG0000648	Syaf.g_02027	Syao.g_00777
OG0000649	Syaf.g_02026	Syao.g_00778
OG0000650	Syaf.g_02025	Syao.g_00779
OG0000651	Syaf.g_02024	Syao.g_00780
OG0000652	Syaf.g_02023	Syao.g_00781
OG0000653	Syaf.g_02021	Syao.g_00783
OG0000654	Syaf.g_02020	Syao.g_00784
OG0000655	Syaf.g_02019	Syao.g_00785
OG0000656	Syaf.g_02016	Syao.g_00789
OG0000657	Syaf.g_01384	Syao.g_00435
OG0000658	Syaf.g_01381	Syao.g_00560
OG0000659	Syaf.g_01380	Syao.g_00559
OG0000660	Syaf.g_01376	Syao.g_00555
OG0000662	Syaf.g_01372	Syao.g_00535
OG0000663	Syaf.g_01369	Syao.g_00532
OG0000664	Syaf.g_01368	Syao.g_00530
OG0000665	Syaf.g_00980	Syao.g_01436
OG0000666	Syaf.g_01733	Syao.g_02120
OG0000667	Syaf.g_01635	Syao.g_01375
OG0000668	Syaf.g_01928	Syao.g_02678
OG0000669	Syaf.g_02112	Syao.g_00955
OG0000670	Syaf.g_02769	Syao.g_00958
OG0000671	Syaf.g_02108	Syao.g_00960
OG0000672	Syaf.g_02105	Syao.g_00963
OG0000673	Syaf.g_02102	Syao.g_00966
OG0000674	Syaf.g_02100	Syao.g_00968
OG0000675	Syaf.g_02099	Syao.g_00969
OG0000676	Syaf.g_02097	Syao.g_00971
OG0000677	Syaf.g_02096	Syao.g_00972
OG0000678	Syaf.g_02092	Syao.g_00974
OG0000679	Syaf.g_02083	Syao.g_00981
OG0000680	Syaf.g_02082	Syao.g_00982
OG0000681	Syaf.g_02079	Syao.g_00985
OG0000682	Syaf.g_02078	Syao.g_00986
OG0000683	Syaf.g_02077	Syao.g_00987
OG0000684	Syaf.g_02072	Syao.g_00990
OG0000685	Syaf.g_02070	Syao.g_00733
OG0000686	Syaf.g_02069	Syao.g_00734
OG0000687	Syaf.g_02068	Syao.g_00735
OG0000688	Syaf.g_02063	Syao.g_00741
OG0000689	Syaf.g_02061	Syao.g_00743
OG0000690	Syaf.g_02060	Syao.g_00744
OG0000691	Syaf.g_02059	Syao.g_00745
OG0000692	Syaf.g_02058	Syao.g_00747
OG0000693	Syaf.g_02057	Syao.g_00748
OG0000694	Syaf.g_02056	Syao.g_00749
OG0000695	Syaf.g_01805	Syao.g_00639
OG0000696	Syaf.g_01806	Syao.g_00638
OG0000697	Syaf.g_01808	Syao.g_00636
OG0000698	Syaf.g_01811	Syao.g_00633
OG0000699	Syaf.g_01813	Syao.g_00631
OG0000700	Syaf.g_01814	Syao.g_00630
OG0000701	Syaf.g_01815	Syao.g_00629
OG0000702	Syaf.g_01843	Syao.g_00705
OG0000703	Syaf.g_01844	Syao.g_00693
OG0000704	Syaf.g_01846	Syao.g_00689
OG0000705	Syaf.g_01853	Syao.g_00682
OG0000706	Syaf.g_01854	Syao.g_00681
OG0000707	Syaf.g_01855	Syao.g_00680
OG0000708	Syaf.g_01858	Syao.g_00677
OG0000709	Syaf.g_01867	Syao.g_00670
OG0000710	Syaf.g_01878	Syao.g_00666
OG0000711	Syaf.g_01908	Syao.g_00815
OG0000712	Syaf.g_01910	Syao.g_00813
OG0000713	Syaf.g_01911	Syao.g_00812
OG0000714	Syaf.g_01913	Syao.g_00810
OG0000715	Syaf.g_01915	Syao.g_00808
OG0000716	Syaf.g_01919	Syao.g_00804
OG0000717	Syaf.g_01920	Syao.g_00803
OG0000718	Syaf.g_01924	Syao.g_00794
OG0000719	Syaf.g_01926	Syao.g_00444
OG0000720	Syaf.g_01939	Syao.g_00457
OG0000721	Syaf.g_01941	Syao.g_00459
OG0000722	Syaf.g_01942	Syao.g_00460
OG0000723	Syaf.g_01957	Syao.g_00469
OG0000724	Syaf.g_01418	Syao.g_00513
OG0000725	Syaf.g_01445	Syao.g_00385
OG0000726	Syaf.g_01446	Syao.g_00384
OG0000727	Syaf.g_01447	Syao.g_00383
OG0000728	Syaf.g_01449	Syao.g_00381
OG0000729	Syaf.g_00405	Syao.g_02190
OG0000730	Syaf.g_00026	Syao.g_01880
OG0000731	Syaf.g_00014	Syao.g_01868
OG0000732	Syaf.g_00444	Syao.g_02218
OG0000733	Syaf.g_00615	Syao.g_01427
OG0000734	Syaf.g_00895	Syao.g_02592
OG0000735	Syaf.g_01273	Syao.g_00140
OG0000736	Syaf.g_01274	Syao.g_00139
OG0000737	Syaf.g_01275	Syao.g_00138
OG0000738	Syaf.g_01280	Syao.g_00132
OG0000739	Syaf.g_01281	Syao.g_00131
OG0000740	Syaf.g_01282	Syao.g_00130
OG0000741	Syaf.g_01285	Syao.g_00127
OG0000742	Syaf.g_01287	Syao.g_00124
OG0000743	Syaf.g_01289	Syao.g_00217
OG0000744	Syaf.g_01290	Syao.g_00216
OG0000745	Syaf.g_01293	Syao.g_00213
OG0000746	Syaf.g_01295	Syao.g_00210
OG0000747	Syaf.g_01296	Syao.g_00208
OG0000748	Syaf.g_01307	Syao.g_00193
OG0000749	Syaf.g_01309	Syao.g_00192
OG0000750	Syaf.g_01310	Syao.g_00191
OG0000751	Syaf.g_01317	Syao.g_00185
OG0000752	Syaf.g_01319	Syao.g_00183
OG0000753	Syaf.g_01322	Syao.g_00180
OG0000754	Syaf.g_01611	Syao.g_00175
OG0000755	Syaf.g_01599	Syao.g_00021
OG0000756	Syaf.g_01598	Syao.g_00229
OG0000757	Syaf.g_01590	Syao.g_00252
OG0000758	Syaf.g_01589	Syao.g_00251
OG0000759	Syaf.g_01588	Syao.g_00250
OG0000760	Syaf.g_01587	Syao.g_00249
OG0000761	Syaf.g_01586	Syao.g_00248
OG0000762	Syaf.g_01584	Syao.g_00246
OG0000763	Syaf.g_01582	Syao.g_00242
OG0000764	Syaf.g_01581	Syao.g_00241
OG0000765	Syaf.g_01564	Syao.g_00267
OG0000766	Syaf.g_01563	Syao.g_00266
OG0000767	Syaf.g_01561	Syao.g_00264
OG0000768	Syaf.g_01560	Syao.g_00263
OG0000769	Syaf.g_01558	Syao.g_00261
OG0000770	Syaf.g_01553	Syao.g_00257
OG0000771	Syaf.g_01411	Syao.g_00506
OG0000772	Syaf.g_01705	Syao.g_01523
OG0000773	Syaf.g_01268	Syao.g_01447
OG0000774	Syaf.g_01263	Syao.g_01442
OG0000775	Syaf.g_01261	Syao.g_01440
OG0000776	Syaf.g_01260	Syao.g_01439
OG0000777	Syaf.g_01259	Syao.g_01438
OG0000778	Syaf.g_01258	Syao.g_01437
OG0000779	Syaf.g_01252	Syao.g_01469
OG0000780	Syaf.g_01249	Syao.g_01456
OG0000781	Syaf.g_01245	Syao.g_01452
OG0000782	Syaf.g_01244	Syao.g_01451
OG0000783	Syaf.g_01243	Syao.g_01450
OG0000784	Syaf.g_01242	Syao.g_01449
OG0000785	Syaf.g_01240	Syao.g_01481
OG0000786	Syaf.g_02546	Syao.g_01473
OG0000787	Syaf.g_02547	Syao.g_01472
OG0000788	Syaf.g_02297	Syao.g_00870
OG0000789	Syaf.g_01750	Syao.g_00623
OG0000790	Syaf.g_02738	Syao.g_00041, Syao.g_00315
OG0000791	Syaf.g_02740	Syao.g_00043
OG0000792	Syaf.g_02741	Syao.g_00044
OG0000793	Syaf.g_02746	Syao.g_02700
OG0000794	Syaf.g_02747	Syao.g_02703
OG0000795	Syaf.g_02748	Syao.g_02704
OG0000796	Syaf.g_02752	Syao.g_02708
OG0000797	Syaf.g_02753	Syao.g_02709
OG0000798	Syaf.g_00240	Syao.g_02066
OG0000799	Syaf.g_02380	Syao.g_01525
OG0000800	Syaf.g_02383	Syao.g_01526
OG0000801	Syaf.g_02384	Syao.g_01527
OG0000802	Syaf.g_02388	Syao.g_01531
OG0000803	Syaf.g_02393	Syao.g_01534
OG0000804	Syaf.g_02396	Syao.g_01537
OG0000805	Syaf.g_02398	Syao.g_01502
OG0000806	Syaf.g_02405	Syao.g_01504
OG0000807	Syaf.g_02406	Syao.g_01506
OG0000808	Syaf.g_02407	Syao.g_01507
OG0000809	Syaf.g_02410	Syao.g_01511
OG0000810	Syaf.g_02411	Syao.g_01482
OG0000811	Syaf.g_02420	Syao.g_01490
OG0000812	Syaf.g_02422	Syao.g_01492
OG0000813	Syaf.g_02423	Syao.g_01493
OG0000814	Syaf.g_02425	Syao.g_01495
OG0000815	Syaf.g_02426	Syao.g_01499
OG0000816	Syaf.g_02428	Syao.g_01471
OG0000817	Syaf.g_02429	Syao.g_01519
OG0000818	Syaf.g_02442	Syao.g_00062
OG0000819	Syaf.g_02443	Syao.g_00063
OG0000820	Syaf.g_02444	Syao.g_00064
OG0000821	Syaf.g_02450	Syao.g_00070
OG0000822	Syaf.g_02452	Syao.g_00072
OG0000823	Syaf.g_02453	Syao.g_00073
OG0000824	Syaf.g_02459	Syao.g_00079
OG0000825	Syaf.g_02460	Syao.g_00080
OG0000826	Syaf.g_02461	Syao.g_00081
OG0000827	Syaf.g_02462	Syao.g_00082
OG0000828	Syaf.g_02465	Syao.g_00085
OG0000829	Syaf.g_02466	Syao.g_00086
OG0000830	Syaf.g_02467	Syao.g_00087
OG0000831	Syaf.g_02470	Syao.g_00089
OG0000832	Syaf.g_01109	Syao.g_01696
OG0000833	Syaf.g_01100	Syao.g_01612
OG0000834	Syaf.g_01098	Syao.g_01610
OG0000835	Syaf.g_01097	Syao.g_01609
OG0000836	Syaf.g_01093	Syao.g_01606
OG0000837	Syaf.g_01091	Syao.g_01605
OG0000838	Syaf.g_01087	Syao.g_01601
OG0000839	Syaf.g_01086	Syao.g_01600
OG0000840	Syaf.g_01085	Syao.g_01599
OG0000841	Syaf.g_01084	Syao.g_01598
OG0000842	Syaf.g_01083	Syao.g_01597
OG0000843	Syaf.g_01082	Syao.g_01596
OG0000844	Syaf.g_01080	Syao.g_01594
OG0000845	Syaf.g_01079	Syao.g_01593
OG0000846	Syaf.g_01078	Syao.g_01592
OG0000847	Syaf.g_01077	Syao.g_01591
OG0000848	Syaf.g_01075	Syao.g_01589
OG0000849	Syaf.g_01074	Syao.g_01588
OG0000850	Syaf.g_01072	Syao.g_01585
OG0000851	Syaf.g_01061	Syao.g_01582
OG0000852	Syaf.g_01060	Syao.g_01581
OG0000853	Syaf.g_01056	Syao.g_01577
OG0000854	Syaf.g_01054	Syao.g_01575
OG0000855	Syaf.g_01053	Syao.g_01574
OG0000856	Syaf.g_02328	Syao.g_01327
OG0000857	Syaf.g_02031	Syao.g_00774
OG0000858	Syaf.g_01047	Syao.g_01567
OG0000859	Syaf.g_01046	Syao.g_01566
OG0000860	Syaf.g_01031	Syao.g_01552
OG0000861	Syaf.g_01030	Syao.g_01551
OG0000862	Syaf.g_01029	Syao.g_01542
OG0000863	Syaf.g_01026	Syao.g_01540
OG0000864	Syaf.g_01025	Syao.g_01017
OG0000866	Syaf.g_01023	Syao.g_01686
OG0000867	Syaf.g_01022	Syao.g_01685
OG0000868	Syaf.g_01019	Syao.g_01682
OG0000869	Syaf.g_01014	Syao.g_01677
OG0000870	Syaf.g_01009	Syao.g_01672
OG0000871	Syaf.g_01008	Syao.g_01671
OG0000872	Syaf.g_01001	Syao.g_01665
OG0000873	Syaf.g_00998	Syao.g_01662
OG0000874	Syaf.g_01002	Syao.g_01660
OG0000875	Syaf.g_00996	Syao.g_01658
OG0000876	Syaf.g_01198	Syao.g_00536
OG0000877	Syaf.g_01188	Syao.g_01654
OG0000878	Syaf.g_01187	Syao.g_01653
OG0000879	Syaf.g_01186	Syao.g_01652
OG0000880	Syaf.g_01185	Syao.g_01651
OG0000881	Syaf.g_01179	Syao.g_01647
OG0000882	Syaf.g_01174	Syao.g_01642
OG0000883	Syaf.g_01172	Syao.g_01638
OG0000884	Syaf.g_01170	Syao.g_01636
OG0000885	Syaf.g_01169	Syao.g_01635
OG0000886	Syaf.g_01168	Syao.g_01634
OG0000887	Syaf.g_01167	Syao.g_01633
OG0000888	Syaf.g_01165	Syao.g_01631
OG0000889	Syaf.g_01163	Syao.g_01629
OG0000890	Syaf.g_01157	Syao.g_01626
OG0000891	Syaf.g_01156	Syao.g_01625
OG0000892	Syaf.g_01154	Syao.g_01695
OG0000893	Syaf.g_00178	Syao.g_01934
OG0000894	Syaf.g_00175	Syao.g_01937
OG0000895	Syaf.g_00171	Syao.g_01916
OG0000896	Syaf.g_00170	Syao.g_01917
OG0000897	Syaf.g_00168	Syao.g_01919
OG0000898	Syaf.g_00167	Syao.g_01920
OG0000899	Syaf.g_00166	Syao.g_01921
OG0000900	Syaf.g_00165	Syao.g_01922
OG0000901	Syaf.g_00160	Syao.g_01927
OG0000902	Syaf.g_00158	Syao.g_01929
OG0000903	Syaf.g_00141	Syao.g_01798
OG0000904	Syaf.g_00146	Syao.g_01804
OG0000905	Syaf.g_00151	Syao.g_01862
OG0000906	Syaf.g_00154	Syao.g_01931
OG0000907	Syaf.g_00139	Syao.g_01796
OG0000908	Syaf.g_00136	Syao.g_01793
OG0000909	Syaf.g_00135	Syao.g_01792
OG0000910	Syaf.g_00134	Syao.g_01791
OG0000911	Syaf.g_00132	Syao.g_01789
OG0000912	Syaf.g_00131	Syao.g_01788
OG0000913	Syaf.g_00130	Syao.g_01787
OG0000914	Syaf.g_00129	Syao.g_01786
OG0000915	Syaf.g_00127	Syao.g_01784
OG0000916	Syaf.g_00126	Syao.g_01783
OG0000917	Syaf.g_00125	Syao.g_01782
OG0000918	Syaf.g_00124	Syao.g_01781
OG0000919	Syaf.g_00123	Syao.g_01780
OG0000920	Syaf.g_00122	Syao.g_01779
OG0000921	Syaf.g_00121	Syao.g_01778
OG0000922	Syaf.g_00120	Syao.g_01777
OG0000923	Syaf.g_00116	Syao.g_01772
OG0000924	Syaf.g_00115	Syao.g_01771
OG0000925	Syaf.g_00114	Syao.g_01770
OG0000926	Syaf.g_00113	Syao.g_01769
OG0000927	Syaf.g_00111	Syao.g_01767
OG0000928	Syaf.g_00110	Syao.g_01766
OG0000929	Syaf.g_00109	Syao.g_01765
OG0000930	Syaf.g_00108	Syao.g_01764
OG0000931	Syaf.g_00107	Syao.g_01763
OG0000932	Syaf.g_00106	Syao.g_01762
OG0000933	Syaf.g_00100	Syao.g_01811
OG0000934	Syaf.g_00098	Syao.g_01809
OG0000935	Syaf.g_00097	Syao.g_01808
OG0000936	Syaf.g_00096	Syao.g_01843
OG0000937	Syaf.g_00095	Syao.g_01842
OG0000938	Syaf.g_00092	Syao.g_01839
OG0000939	Syaf.g_00091	Syao.g_01838
OG0000940	Syaf.g_00084	Syao.g_01830
OG0000941	Syaf.g_00082	Syao.g_01828
OG0000942	Syaf.g_00080	Syao.g_01826
OG0000943	Syaf.g_00079	Syao.g_01824
OG0000944	Syaf.g_00077	Syao.g_01822
OG0000945	Syaf.g_00075	Syao.g_01821
OG0000946	Syaf.g_00070	Syao.g_01852
OG0000947	Syaf.g_00067	Syao.g_01849
OG0000948	Syaf.g_00066	Syao.g_01848
OG0000949	Syaf.g_00337	Syao.g_01970
OG0000950	Syaf.g_00351	Syao.g_01957
OG0000951	Syaf.g_00358	Syao.g_02262
OG0000952	Syaf.g_00363	Syao.g_02266
OG0000953	Syaf.g_00367	Syao.g_02130
OG0000954	Syaf.g_00372	Syao.g_02135
OG0000955	Syaf.g_00373	Syao.g_02136
OG0000956	Syaf.g_00375	Syao.g_02138
OG0000957	Syaf.g_00386	Syao.g_01951
OG0000958	Syaf.g_00387	Syao.g_01950
OG0000959	Syaf.g_00391	Syao.g_01947
OG0000960	Syaf.g_00392	Syao.g_01946
OG0000961	Syaf.g_00402	Syao.g_02496
OG0000962	Syaf.g_00404	Syao.g_02191
OG0000963	Syaf.g_00409	Syao.g_02186
OG0000964	Syaf.g_00410	Syao.g_02185
OG0000965	Syaf.g_00411	Syao.g_02184
OG0000966	Syaf.g_00421	Syao.g_02172
OG0000967	Syaf.g_00426	Syao.g_02167
OG0000968	Syaf.g_00417	Syao.g_02199
OG0000969	Syaf.g_00423	Syao.g_02200
OG0000970	Syaf.g_00424	Syao.g_02201
OG0000971	Syaf.g_00429	Syao.g_02203
OG0000972	Syaf.g_00430	Syao.g_02204
OG0000973	Syaf.g_00431	Syao.g_02205
OG0000974	Syaf.g_00432	Syao.g_02206
OG0000975	Syaf.g_00433	Syao.g_02207
OG0000976	Syaf.g_00434	Syao.g_02208
OG0000977	Syaf.g_00436	Syao.g_02210
OG0000978	Syaf.g_00437	Syao.g_02211
OG0000979	Syaf.g_00440	Syao.g_02214
OG0000980	Syaf.g_00443	Syao.g_02217
OG0000981	Syaf.g_00446	Syao.g_02220
OG0000982	Syaf.g_00645	Syao.g_02437
OG0000983	Syaf.g_00644	Syao.g_02438
OG0000984	Syaf.g_00643	Syao.g_02439
OG0000985	Syaf.g_00641	Syao.g_02443
OG0000986	Syaf.g_00639	Syao.g_02445
OG0000987	Syaf.g_00637	Syao.g_02447
OG0000988	Syaf.g_00633	Syao.g_02452
OG0000989	Syaf.g_00624	Syao.g_02368
OG0000990	Syaf.g_00606	Syao.g_02362
OG0000991	Syaf.g_00604	Syao.g_02354
OG0000992	Syaf.g_00601	Syao.g_02279
OG0000993	Syaf.g_00600	Syao.g_02280
OG0000994	Syaf.g_00597	Syao.g_02283
OG0000995	Syaf.g_00592	Syao.g_02287
OG0000996	Syaf.g_00543	Syao.g_02305
OG0000997	Syaf.g_00532	Syao.g_02326
OG0000998	Syaf.g_00530	Syao.g_02328
OG0000999	Syaf.g_00529	Syao.g_02329
OG0001000	Syaf.g_00526	Syao.g_02333
OG0001001	Syaf.g_00521	Syao.g_02338
OG0001002	Syaf.g_00515	Syao.g_02345
OG0001003	Syaf.g_00514	Syao.g_02347
OG0001004	Syaf.g_00513	Syao.g_02348
OG0001005	Syaf.g_00510	Syao.g_02194
OG0001006	Syaf.g_00500	Syao.g_02159
OG0001007	Syaf.g_00498	Syao.g_02161
OG0001008	Syaf.g_01215	Syao.g_01737
OG0001009	Syaf.g_00466	Syao.g_02239
OG0001010	Syaf.g_00465	Syao.g_02238
OG0001011	Syaf.g_00463	Syao.g_02236
OG0001012	Syaf.g_00649	Syao.g_00322
OG0001013	Syaf.g_00669	Syao.g_02413
OG0001014	Syaf.g_00691	Syao.g_02407
OG0001015	Syaf.g_00692	Syao.g_02406
OG0001016	Syaf.g_00958	Syao.g_02622
OG0001017	Syaf.g_00952	Syao.g_02628
OG0001018	Syaf.g_00950	Syao.g_02630
OG0001019	Syaf.g_00931	Syao.g_02654
OG0001020	Syaf.g_00926	Syao.g_02663
OG0001021	Syaf.g_00922	Syao.g_02666
OG0001022	Syaf.g_00918	Syao.g_02670
OG0001023	Syaf.g_00917	Syao.g_02671
OG0001024	Syaf.g_00913	Syao.g_01018
OG0001025	Syaf.g_00906	Syao.g_02597
OG0001026	Syaf.g_00893	Syao.g_02594
OG0001027	Syaf.g_00884	Syao.g_02564
OG0001028	Syaf.g_00882	Syao.g_02568
OG0001029	Syaf.g_00880	Syao.g_02570
OG0001030	Syaf.g_00860	Syao.g_02545
OG0001031	Syaf.g_00784	Syao.g_02528
OG0001032	Syaf.g_00781	Syao.g_02530
OG0001034	Syaf.g_02787	Syao.g_01704
OG0001035	Syaf.g_00207	Syao.g_02101
OG0001036	Syaf.g_00212	Syao.g_02096
OG0001037	Syaf.g_00214	Syao.g_02094
OG0001038	Syaf.g_00242	Syao.g_02065
OG0001039	Syaf.g_00245	Syao.g_02062
OG0001040	Syaf.g_00248	Syao.g_02059
OG0001041	Syaf.g_00253	Syao.g_02055
OG0001042	Syaf.g_00275	Syao.g_02032
OG0001043	Syaf.g_00279	Syao.g_02028
OG0001044	Syaf.g_00024	Syao.g_01878
OG0001045	Syaf.g_00011	Syao.g_01865
OG0001046	Syaf.g_01894	Syao.g_00827
OG0001047	Syaf.g_01217	Syao.g_01739
OG0001048	Syaf.g_01218	Syao.g_01740
OG0001049	Syaf.g_01226	Syao.g_01616
OG0001050	Syaf.g_01227	Syao.g_01618
OG0001051	Syaf.g_01228	Syao.g_01619
OG0001052	Syaf.g_02502	Syao.g_02686
OG0001053	Syaf.g_02718	Syao.g_00025
OG0001054	Syaf.g_02701	Syao.g_00104
OG0001056	Syaf.g_02649	Syao.g_01417
OG0001057	Syaf.g_02638	Syao.g_00879
OG0001058	Syaf.g_02624	Syao.g_00862
OG0001059	Syaf.g_02620	Syao.g_00858
OG0001060	Syaf.g_02614	Syao.g_00852
OG0001062	Syaf.g_02588	Syao.g_01050
OG0001063	Syaf.g_02583	Syao.g_01042
OG0001064	Syaf.g_02582	Syao.g_01041
OG0001065	Syaf.g_02581	Syao.g_01040
OG0001066	Syaf.g_02580	Syao.g_01039
OG0001067	Syaf.g_02579	Syao.g_01038
OG0001068	Syaf.g_02578	Syao.g_01037
OG0001069	Syaf.g_02577	Syao.g_01036
OG0001070	Syaf.g_02574	Syao.g_01032
OG0001071	Syaf.g_02573	Syao.g_01031
OG0001072	Syaf.g_02569	Syao.g_01027
OG0001073	Syaf.g_02555	Syao.g_00991
OG0001074	Syaf.g_02365	Syao.g_00392
OG0001075	Syaf.g_02363	Syao.g_00391
OG0001076	Syaf.g_02337	Syao.g_01339
OG0001077	Syaf.g_02325	Syao.g_01323
OG0001078	Syaf.g_02309	Syao.g_00895
OG0001079	Syaf.g_02296	Syao.g_00911
OG0001081	Syaf.g_02144	Syao.g_00925
OG0001082	Syaf.g_02143	Syao.g_00926
OG0001083	Syaf.g_02136	Syao.g_00934
OG0001084	Syaf.g_02135	Syao.g_00935
OG0001085	Syaf.g_02125	Syao.g_00947
OG0001086	Syaf.g_02123	Syao.g_00949
OG0001087	Syaf.g_01482	Syao.g_01419
OG0001088	Syaf.g_01478	Syao.g_00211
OG0001089	Syaf.g_01453	Syao.g_00376
OG0001090	Syaf.g_01981	Syao.g_00494
OG0001091	Syaf.g_01979	Syao.g_00491
OG0001092	Syaf.g_01977	Syao.g_00489
OG0001093	Syaf.g_01971	Syao.g_00482
OG0001094	Syaf.g_02055	Syao.g_00750
OG0001095	Syaf.g_02034	Syao.g_00771
OG0001096	Syaf.g_02018	Syao.g_00786
OG0001097	Syaf.g_01373	Syao.g_00552
OG0001098	Syaf.g_01743	Syao.g_00731
OG0001099	Syaf.g_00881	Syao.g_02569
OG0001100	Syaf.g_02110	Syao.g_00957
OG0001101	Syaf.g_02109	Syao.g_00959
OG0001102	Syaf.g_02106	Syao.g_00962
OG0001103	Syaf.g_02104	Syao.g_00964
OG0001105	Syaf.g_02067	Syao.g_00736
OG0001106	Syaf.g_01847	Syao.g_00688
OG0001107	Syaf.g_01859	Syao.g_00676
OG0001108	Syaf.g_01868	Syao.g_00669
OG0001109	Syaf.g_01877	Syao.g_00667
OG0001110	Syaf.g_01879	Syao.g_00665
OG0001111	Syaf.g_01881	Syao.g_00663
OG0001112	Syaf.g_01883	Syao.g_00661
OG0001113	Syaf.g_01884	Syao.g_00660
OG0001114	Syaf.g_01885	Syao.g_00659
OG0001115	Syaf.g_01889	Syao.g_00832
OG0001116	Syaf.g_01891	Syao.g_00830
OG0001117	Syaf.g_01892	Syao.g_00829
OG0001118	Syaf.g_01893	Syao.g_00828
OG0001119	Syaf.g_01895	Syao.g_00826
OG0001120	Syaf.g_01899	Syao.g_00822
OG0001122	Syaf.g_01927	Syao.g_00445
OG0001123	Syaf.g_01934	Syao.g_00451
OG0001124	Syaf.g_01936	Syao.g_00453
OG0001125	Syaf.g_01938	Syao.g_00456
OG0001126	Syaf.g_01409	Syao.g_00504
OG0001127	Syaf.g_01410	Syao.g_00505
OG0001128	Syaf.g_01413	Syao.g_00508
OG0001129	Syaf.g_01415	Syao.g_00510
OG0001130	Syaf.g_01416	Syao.g_00511
OG0001131	Syaf.g_02090	Syao.g_01387
OG0001132	Syaf.g_01722	Syao.g_01221
OG0001133	Syaf.g_02334	Syao.g_01333
OG0001134	Syaf.g_01616	Syao.g_01428
OG0001135	Syaf.g_01618	Syao.g_01424
OG0001136	Syaf.g_01286	Syao.g_00126
OG0001137	Syaf.g_01306	Syao.g_00194
OG0001138	Syaf.g_01596	Syao.g_00227
OG0001139	Syaf.g_01594	Syao.g_00225
OG0001140	Syaf.g_01593	Syao.g_00224
OG0001141	Syaf.g_01592	Syao.g_00254
