Orthogroup	Syaf	Prbl
OG0000543	Syaf.g_02689	Prbl.g_00799
OG0000544	Syaf.g_02688	Prbl.g_00798
OG0000545	Syaf.g_02686	Prbl.g_00797
OG0000546	Syaf.g_02684	Prbl.g_00794
OG0000547	Syaf.g_02682	Prbl.g_00792
OG0000548	Syaf.g_02681	Prbl.g_00791
OG0000549	Syaf.g_02676	Prbl.g_00785
OG0000550	Syaf.g_02671	Prbl.g_00780
OG0000551	Syaf.g_02666	Prbl.g_00776
OG0000552	Syaf.g_02665	Prbl.g_00775
OG0000553	Syaf.g_02663	Prbl.g_00770
OG0000554	Syaf.g_02653	Prbl.g_00765
OG0000555	Syaf.g_02635	Prbl.g_00747
OG0000556	Syaf.g_02630	Prbl.g_02645
OG0000557	Syaf.g_02628	Prbl.g_01878
OG0000558	Syaf.g_02626	Prbl.g_01881
OG0000559	Syaf.g_02622	Prbl.g_01885
OG0000560	Syaf.g_02619	Prbl.g_01888
OG0000561	Syaf.g_02618	Prbl.g_01889
OG0000562	Syaf.g_02617	Prbl.g_01890
OG0000563	Syaf.g_02616	Prbl.g_01891
OG0000564	Syaf.g_02615	Prbl.g_01892
OG0000565	Syaf.g_02612	Prbl.g_01895
OG0000566	Syaf.g_02608	Prbl.g_01899
OG0000567	Syaf.g_02604	Prbl.g_01903
OG0000568	Syaf.g_02599	Prbl.g_01905
OG0000569	Syaf.g_02596	Prbl.g_01801
OG0000570	Syaf.g_02595	Prbl.g_01800
OG0000571	Syaf.g_02591	Prbl.g_01797
OG0000572	Syaf.g_02575	Prbl.g_01781
OG0000573	Syaf.g_02567	Prbl.g_01774
OG0000574	Syaf.g_02566	Prbl.g_01773
OG0000575	Syaf.g_02562	Prbl.g_01764
OG0000576	Syaf.g_02560	Prbl.g_01762
OG0000577	Syaf.g_02559	Prbl.g_01761
OG0000578	Syaf.g_02558	Prbl.g_01760
OG0000579	Syaf.g_02557	Prbl.g_01759
OG0000580	Syaf.g_02556	Prbl.g_01758
OG0000581	Syaf.g_02550	Prbl.g_01754
OG0000582	Syaf.g_02374	Prbl.g_01750
OG0000583	Syaf.g_02373	Prbl.g_01749
OG0000584	Syaf.g_02372	Prbl.g_01748
OG0000585	Syaf.g_02370	Prbl.g_01746
OG0000586	Syaf.g_02369	Prbl.g_01744
OG0000587	Syaf.g_02367	Prbl.g_01742
OG0000588	Syaf.g_02350	Prbl.g_01613
OG0000589	Syaf.g_02340	Prbl.g_01616
OG0000590	Syaf.g_02339	Prbl.g_01617
OG0000591	Syaf.g_02331	Prbl.g_01624
OG0000592	Syaf.g_02330	Prbl.g_01625
OG0000593	Syaf.g_02314	Prbl.g_01635
OG0000594	Syaf.g_02313	Prbl.g_01636
OG0000595	Syaf.g_02312	Prbl.g_01637
OG0000596	Syaf.g_02307	Prbl.g_01642
OG0000597	Syaf.g_02304	Prbl.g_01645
OG0000598	Syaf.g_02303	Prbl.g_01646
OG0000599	Syaf.g_02300	Prbl.g_01656
OG0000600	Syaf.g_02299	Prbl.g_01657
OG0000601	Syaf.g_02298	Prbl.g_01658
OG0000602	Syaf.g_02293	Prbl.g_01662
OG0000603	Syaf.g_02292	Prbl.g_01663
OG0000604	Syaf.g_02289	Prbl.g_01664
OG0000605	Syaf.g_01734	Prbl.g_01043
OG0000606	Syaf.g_02145	Prbl.g_01032
OG0000607	Syaf.g_02142	Prbl.g_01412
OG0000608	Syaf.g_02141	Prbl.g_01411
OG0000609	Syaf.g_02139	Prbl.g_01409
OG0000610	Syaf.g_02132	Prbl.g_01401
OG0000611	Syaf.g_02129	Prbl.g_01398
OG0000612	Syaf.g_02128	Prbl.g_01397
OG0000613	Syaf.g_00315	Prbl.g_00891
OG0000614	Syaf.g_01469	Prbl.g_01872
OG0000615	Syaf.g_02085	Prbl.g_02373
OG0000616	Syaf.g_00518	Prbl.g_02137
OG0000617	Syaf.g_01975	Prbl.g_02561
OG0000618	Syaf.g_01974	Prbl.g_02560
OG0000619	Syaf.g_01973	Prbl.g_02559
OG0000620	Syaf.g_01966	Prbl.g_02555
OG0000621	Syaf.g_01965	Prbl.g_02554
OG0000622	Syaf.g_01964	Prbl.g_02553
OG0000623	Syaf.g_01963	Prbl.g_02552
OG0000624	Syaf.g_01961	Prbl.g_02551
OG0000625	Syaf.g_01960	Prbl.g_02550
OG0000626	Syaf.g_01959	Prbl.g_02549
OG0000627	Syaf.g_01782	Prbl.g_02426
OG0000628	Syaf.g_01783	Prbl.g_02427
OG0000629	Syaf.g_01786	Prbl.g_02430
OG0000630	Syaf.g_01790	Prbl.g_02434
OG0000631	Syaf.g_01801	Prbl.g_02440
OG0000632	Syaf.g_01802	Prbl.g_02441
OG0000633	Syaf.g_01803	Prbl.g_02442
OG0000634	Syaf.g_02053	Prbl.g_02339
OG0000635	Syaf.g_02052	Prbl.g_02338
OG0000636	Syaf.g_02050	Prbl.g_02336
OG0000637	Syaf.g_02048	Prbl.g_02334
OG0000638	Syaf.g_02047	Prbl.g_02333
OG0000639	Syaf.g_02046	Prbl.g_02332
OG0000640	Syaf.g_02045	Prbl.g_02331
OG0000641	Syaf.g_02041	Prbl.g_02327
OG0000642	Syaf.g_02040	Prbl.g_02326
OG0000643	Syaf.g_02038	Prbl.g_02325
OG0000644	Syaf.g_02037	Prbl.g_02324
OG0000645	Syaf.g_02035	Prbl.g_02323
OG0000646	Syaf.g_02032	Prbl.g_02320
OG0000647	Syaf.g_02030	Prbl.g_02317
OG0000648	Syaf.g_02027	Prbl.g_02315
OG0000649	Syaf.g_02026	Prbl.g_02314
OG0000650	Syaf.g_02025	Prbl.g_02313
OG0000651	Syaf.g_02024	Prbl.g_02312
OG0000652	Syaf.g_02023	Prbl.g_02311
OG0000653	Syaf.g_02021	Prbl.g_02309
OG0000654	Syaf.g_02020	Prbl.g_02308
OG0000655	Syaf.g_02019	Prbl.g_02307
OG0000656	Syaf.g_02016	Prbl.g_02304
OG0000657	Syaf.g_01384	Prbl.g_01540
OG0000658	Syaf.g_01381	Prbl.g_01542
OG0000659	Syaf.g_01380	Prbl.g_01543
OG0000660	Syaf.g_01376	Prbl.g_01547
OG0000661	Syaf.g_01374	Prbl.g_01549
OG0000662	Syaf.g_01372	Prbl.g_01551
OG0000663	Syaf.g_01369	Prbl.g_01554
OG0000664	Syaf.g_01368	Prbl.g_01555
OG0000665	Syaf.g_00980	Prbl.g_01568
OG0000666	Syaf.g_01733	Prbl.g_01571
OG0000667	Syaf.g_01635	Prbl.g_01579
OG0000668	Syaf.g_01928	Prbl.g_02530
OG0000669	Syaf.g_02112	Prbl.g_01588
OG0000670	Syaf.g_02769	Prbl.g_01078
OG0000671	Syaf.g_02108	Prbl.g_02412
OG0000672	Syaf.g_02105	Prbl.g_02409
OG0000673	Syaf.g_02102	Prbl.g_02406
OG0000674	Syaf.g_02100	Prbl.g_02404
OG0000675	Syaf.g_02099	Prbl.g_02403
OG0000676	Syaf.g_02097	Prbl.g_02395
OG0000677	Syaf.g_02096	Prbl.g_02393
OG0000678	Syaf.g_02092	Prbl.g_02388
OG0000679	Syaf.g_02083	Prbl.g_02368
OG0000680	Syaf.g_02082	Prbl.g_02367
OG0000681	Syaf.g_02079	Prbl.g_02365
OG0000682	Syaf.g_02078	Prbl.g_02364
OG0000683	Syaf.g_02077	Prbl.g_02363
OG0000684	Syaf.g_02072	Prbl.g_02350
OG0000685	Syaf.g_02070	Prbl.g_02352
OG0000686	Syaf.g_02069	Prbl.g_02353
OG0000687	Syaf.g_02068	Prbl.g_02354
OG0000688	Syaf.g_02063	Prbl.g_02348
OG0000689	Syaf.g_02061	Prbl.g_02347
OG0000690	Syaf.g_02060	Prbl.g_02346
OG0000691	Syaf.g_02059	Prbl.g_02345
OG0000692	Syaf.g_02058	Prbl.g_02344
OG0000693	Syaf.g_02057	Prbl.g_02343
OG0000694	Syaf.g_02056	Prbl.g_02342
OG0000695	Syaf.g_01805	Prbl.g_02444
OG0000696	Syaf.g_01806	Prbl.g_02445
OG0000697	Syaf.g_01808	Prbl.g_02447
OG0000698	Syaf.g_01811	Prbl.g_02450
OG0000699	Syaf.g_01813	Prbl.g_02452
OG0000700	Syaf.g_01814	Prbl.g_02453
OG0000701	Syaf.g_01815	Prbl.g_02454
OG0000702	Syaf.g_01843	Prbl.g_02462
OG0000703	Syaf.g_01844	Prbl.g_02463
OG0000704	Syaf.g_01846	Prbl.g_02465
OG0000705	Syaf.g_01853	Prbl.g_02471
OG0000706	Syaf.g_01854	Prbl.g_02472
OG0000707	Syaf.g_01855	Prbl.g_02473
OG0000708	Syaf.g_01858	Prbl.g_02475
OG0000709	Syaf.g_01867	Prbl.g_02482
OG0000710	Syaf.g_01878	Prbl.g_02486
OG0000711	Syaf.g_01908	Prbl.g_02508
OG0000712	Syaf.g_01910	Prbl.g_02509
OG0000713	Syaf.g_01911	Prbl.g_02510
OG0000714	Syaf.g_01913	Prbl.g_02514
OG0000715	Syaf.g_01915	Prbl.g_02516
OG0000716	Syaf.g_01919	Prbl.g_02520
OG0000717	Syaf.g_01920	Prbl.g_02521
OG0000718	Syaf.g_01924	Prbl.g_02526
OG0000719	Syaf.g_01926	Prbl.g_02528
OG0000720	Syaf.g_01939	Prbl.g_02541
OG0000721	Syaf.g_01941	Prbl.g_02542
OG0000722	Syaf.g_01942	Prbl.g_02543
OG0000723	Syaf.g_01957	Prbl.g_02547
OG0000724	Syaf.g_01418	Prbl.g_00932
OG0000725	Syaf.g_01445	Prbl.g_00925
OG0000726	Syaf.g_01446	Prbl.g_00924
OG0000727	Syaf.g_01447	Prbl.g_00923
OG0000728	Syaf.g_01449	Prbl.g_00922
OG0000729	Syaf.g_00405	Prbl.g_02062
OG0000730	Syaf.g_00026	Prbl.g_01199
OG0000731	Syaf.g_00014	Prbl.g_01208
OG0000732	Syaf.g_00444	Prbl.g_01993
OG0000733	Syaf.g_00615	Prbl.g_02197
OG0000734	Syaf.g_00895	Prbl.g_00545
OG0000735	Syaf.g_01273	Prbl.g_02066
OG0000736	Syaf.g_01274	Prbl.g_02067
OG0000737	Syaf.g_01275	Prbl.g_02068
OG0000738	Syaf.g_01280	Prbl.g_02075
OG0000739	Syaf.g_01281	Prbl.g_02077
OG0000740	Syaf.g_01282	Prbl.g_02078
OG0000741	Syaf.g_01285	Prbl.g_02081
OG0000742	Syaf.g_01287	Prbl.g_02083
OG0000743	Syaf.g_01289	Prbl.g_02085
OG0000744	Syaf.g_01290	Prbl.g_02086
OG0000745	Syaf.g_01293	Prbl.g_02088
OG0000746	Syaf.g_01295	Prbl.g_02090
OG0000747	Syaf.g_01296	Prbl.g_02091
OG0000748	Syaf.g_01307	Prbl.g_02103
OG0000749	Syaf.g_01309	Prbl.g_02104
OG0000750	Syaf.g_01310	Prbl.g_02105
OG0000751	Syaf.g_01317	Prbl.g_00179
OG0000752	Syaf.g_01319	Prbl.g_00181
OG0000753	Syaf.g_01322	Prbl.g_00184
OG0000754	Syaf.g_01611	Prbl.g_01379
OG0000755	Syaf.g_01599	Prbl.g_01120
OG0000756	Syaf.g_01598	Prbl.g_01119
OG0000757	Syaf.g_01590	Prbl.g_01112
OG0000758	Syaf.g_01589	Prbl.g_01111
OG0000759	Syaf.g_01588	Prbl.g_01110
OG0000760	Syaf.g_01587	Prbl.g_01109
OG0000761	Syaf.g_01586	Prbl.g_01108
OG0000762	Syaf.g_01584	Prbl.g_01377
OG0000763	Syaf.g_01582	Prbl.g_01375
OG0000764	Syaf.g_01581	Prbl.g_01374
OG0000765	Syaf.g_01564	Prbl.g_02590
OG0000766	Syaf.g_01563	Prbl.g_02591
OG0000767	Syaf.g_01561	Prbl.g_02593
OG0000768	Syaf.g_01560	Prbl.g_02594
OG0000769	Syaf.g_01558	Prbl.g_00186
OG0000770	Syaf.g_01553	Prbl.g_01103
OG0000771	Syaf.g_01411	Prbl.g_00937
OG0000772	Syaf.g_01705	Prbl.g_00461
OG0000773	Syaf.g_01268	Prbl.g_00113
OG0000774	Syaf.g_01263	Prbl.g_01713
OG0000775	Syaf.g_01261	Prbl.g_01715
OG0000776	Syaf.g_01260	Prbl.g_01716
OG0000777	Syaf.g_01259	Prbl.g_01717
OG0000778	Syaf.g_01258	Prbl.g_01718
OG0000779	Syaf.g_01252	Prbl.g_01723
OG0000780	Syaf.g_01249	Prbl.g_01726
OG0000781	Syaf.g_01245	Prbl.g_01730
OG0000782	Syaf.g_01244	Prbl.g_01731
OG0000783	Syaf.g_01243	Prbl.g_01732
OG0000784	Syaf.g_01242	Prbl.g_01733
OG0000785	Syaf.g_01240	Prbl.g_01735
OG0000786	Syaf.g_02546	Prbl.g_01738
OG0000787	Syaf.g_02547	Prbl.g_01739
OG0000788	Syaf.g_02297	Prbl.g_00658
OG0000789	Syaf.g_01750	Prbl.g_01695
OG0000790	Syaf.g_02738	Prbl.g_00498
OG0000791	Syaf.g_02740	Prbl.g_00496
OG0000792	Syaf.g_02741	Prbl.g_00495
OG0000793	Syaf.g_02746	Prbl.g_00491
OG0000794	Syaf.g_02747	Prbl.g_00490
OG0000795	Syaf.g_02748	Prbl.g_00489
OG0000796	Syaf.g_02752	Prbl.g_00485
OG0000797	Syaf.g_02753	Prbl.g_00484
OG0000798	Syaf.g_00240	Prbl.g_01456
OG0000799	Syaf.g_02380	Prbl.g_00152
OG0000800	Syaf.g_02383	Prbl.g_00153
OG0000801	Syaf.g_02384	Prbl.g_00154
OG0000802	Syaf.g_02388	Prbl.g_00161
OG0000803	Syaf.g_02393	Prbl.g_00257
OG0000804	Syaf.g_02396	Prbl.g_00255
OG0000805	Syaf.g_02398	Prbl.g_00253
OG0000806	Syaf.g_02405	Prbl.g_00251
OG0000807	Syaf.g_02406	Prbl.g_00249
OG0000808	Syaf.g_02407	Prbl.g_00248
OG0000809	Syaf.g_02410	Prbl.g_00244
OG0000810	Syaf.g_02411	Prbl.g_00243
OG0000811	Syaf.g_02420	Prbl.g_00231
OG0000812	Syaf.g_02422	Prbl.g_00229
OG0000813	Syaf.g_02423	Prbl.g_00228
OG0000814	Syaf.g_02425	Prbl.g_00226
OG0000815	Syaf.g_02426	Prbl.g_00225
OG0000816	Syaf.g_02428	Prbl.g_00223
OG0000817	Syaf.g_02429	Prbl.g_00222
OG0000818	Syaf.g_02442	Prbl.g_00684
OG0000819	Syaf.g_02443	Prbl.g_00685
OG0000820	Syaf.g_02444	Prbl.g_00686
OG0000821	Syaf.g_02450	Prbl.g_00693
OG0000822	Syaf.g_02452	Prbl.g_00695
OG0000823	Syaf.g_02453	Prbl.g_00696
OG0000824	Syaf.g_02459	Prbl.g_00700
OG0000825	Syaf.g_02460	Prbl.g_00701
OG0000826	Syaf.g_02461	Prbl.g_00702
OG0000827	Syaf.g_02462	Prbl.g_00703
OG0000828	Syaf.g_02465	Prbl.g_00706
OG0000829	Syaf.g_02466	Prbl.g_00707
OG0000830	Syaf.g_02467	Prbl.g_00708
OG0000831	Syaf.g_02470	Prbl.g_00710
OG0000832	Syaf.g_01109	Prbl.g_00456
OG0000833	Syaf.g_01100	Prbl.g_00448
OG0000834	Syaf.g_01098	Prbl.g_00447
OG0000835	Syaf.g_01097	Prbl.g_00446
OG0000836	Syaf.g_01093	Prbl.g_00444
OG0000837	Syaf.g_01091	Prbl.g_00443
OG0000838	Syaf.g_01087	Prbl.g_00440
OG0000839	Syaf.g_01086	Prbl.g_00439
OG0000840	Syaf.g_01085	Prbl.g_00438
OG0000841	Syaf.g_01084	Prbl.g_00437
OG0000842	Syaf.g_01083	Prbl.g_00436
OG0000843	Syaf.g_01082	Prbl.g_00435
OG0000844	Syaf.g_01080	Prbl.g_00433
OG0000845	Syaf.g_01079	Prbl.g_00432
OG0000846	Syaf.g_01078	Prbl.g_00431
OG0000847	Syaf.g_01077	Prbl.g_00430
OG0000848	Syaf.g_01075	Prbl.g_00429
OG0000849	Syaf.g_01074	Prbl.g_00428
OG0000850	Syaf.g_01072	Prbl.g_00427
OG0000851	Syaf.g_01061	Prbl.g_00423
OG0000852	Syaf.g_01060	Prbl.g_00422
OG0000853	Syaf.g_01056	Prbl.g_00418
OG0000854	Syaf.g_01054	Prbl.g_00416
OG0000855	Syaf.g_01053	Prbl.g_00415
OG0000856	Syaf.g_02328	Prbl.g_01627
OG0000857	Syaf.g_02031	Prbl.g_02318
OG0000858	Syaf.g_01047	Prbl.g_00404
OG0000859	Syaf.g_01046	Prbl.g_00403
OG0000860	Syaf.g_01031	Prbl.g_00392
OG0000861	Syaf.g_01030	Prbl.g_00391
OG0000862	Syaf.g_01029	Prbl.g_00389
OG0000863	Syaf.g_01026	Prbl.g_00385
OG0000864	Syaf.g_01025	Prbl.g_00383
OG0000865	Syaf.g_01024	Prbl.g_00382
OG0000866	Syaf.g_01023	Prbl.g_00381
OG0000867	Syaf.g_01022	Prbl.g_00380
OG0000868	Syaf.g_01019	Prbl.g_00378
OG0000869	Syaf.g_01014	Prbl.g_00375
OG0000870	Syaf.g_01009	Prbl.g_00370
OG0000871	Syaf.g_01008	Prbl.g_00369
OG0000872	Syaf.g_01001	Prbl.g_00367
OG0000873	Syaf.g_00998	Prbl.g_00364
OG0000874	Syaf.g_01002	Prbl.g_00360
OG0000875	Syaf.g_00996	Prbl.g_00359
OG0000876	Syaf.g_01198	Prbl.g_00358
OG0000877	Syaf.g_01188	Prbl.g_00355
OG0000878	Syaf.g_01187	Prbl.g_00354
OG0000879	Syaf.g_01186	Prbl.g_00353
OG0000880	Syaf.g_01185	Prbl.g_00352
OG0000881	Syaf.g_01179	Prbl.g_00347
OG0000882	Syaf.g_01174	Prbl.g_00342
OG0000883	Syaf.g_01172	Prbl.g_00340
OG0000884	Syaf.g_01170	Prbl.g_00338
OG0000885	Syaf.g_01169	Prbl.g_00337
OG0000886	Syaf.g_01168	Prbl.g_00336
OG0000887	Syaf.g_01167	Prbl.g_00335
OG0000888	Syaf.g_01165	Prbl.g_00333
OG0000889	Syaf.g_01163	Prbl.g_00331
OG0000890	Syaf.g_01157	Prbl.g_00317
OG0000891	Syaf.g_01156	Prbl.g_00316
OG0000892	Syaf.g_01154	Prbl.g_02620
OG0000893	Syaf.g_00178	Prbl.g_02680
OG0000894	Syaf.g_00175	Prbl.g_02684
OG0000895	Syaf.g_00171	Prbl.g_01061
OG0000896	Syaf.g_00170	Prbl.g_01060
OG0000897	Syaf.g_00168	Prbl.g_01058
OG0000898	Syaf.g_00167	Prbl.g_01057
OG0000899	Syaf.g_00166	Prbl.g_01056
OG0000900	Syaf.g_00165	Prbl.g_01055
OG0000901	Syaf.g_00160	Prbl.g_01051
OG0000902	Syaf.g_00158	Prbl.g_01049
OG0000903	Syaf.g_00141	Prbl.g_00954
OG0000904	Syaf.g_00146	Prbl.g_00949
OG0000905	Syaf.g_00151	Prbl.g_00947
OG0000906	Syaf.g_00154	Prbl.g_01045
OG0000907	Syaf.g_00139	Prbl.g_00956
OG0000908	Syaf.g_00136	Prbl.g_00959
OG0000909	Syaf.g_00135	Prbl.g_00960
OG0000910	Syaf.g_00134	Prbl.g_00961
OG0000911	Syaf.g_00132	Prbl.g_00963
OG0000912	Syaf.g_00131	Prbl.g_00964
OG0000913	Syaf.g_00130	Prbl.g_00965
OG0000914	Syaf.g_00129	Prbl.g_00966
OG0000915	Syaf.g_00127	Prbl.g_00967
OG0000916	Syaf.g_00126	Prbl.g_00968
OG0000917	Syaf.g_00125	Prbl.g_00969
OG0000918	Syaf.g_00124	Prbl.g_00970
OG0000919	Syaf.g_00123	Prbl.g_00971
OG0000920	Syaf.g_00122	Prbl.g_00972
OG0000921	Syaf.g_00121	Prbl.g_00973
OG0000922	Syaf.g_00120	Prbl.g_00974
OG0000923	Syaf.g_00116	Prbl.g_00978
OG0000924	Syaf.g_00115	Prbl.g_00979
OG0000925	Syaf.g_00114	Prbl.g_00980
OG0000926	Syaf.g_00113	Prbl.g_00981
OG0000927	Syaf.g_00111	Prbl.g_00983
OG0000928	Syaf.g_00110	Prbl.g_00984
OG0000929	Syaf.g_00109	Prbl.g_00985
OG0000930	Syaf.g_00108	Prbl.g_00986
OG0000931	Syaf.g_00107	Prbl.g_00987
OG0000932	Syaf.g_00106	Prbl.g_00988
OG0000933	Syaf.g_00100	Prbl.g_00993
OG0000934	Syaf.g_00098	Prbl.g_00995
OG0000935	Syaf.g_00097	Prbl.g_00996
OG0000936	Syaf.g_00096	Prbl.g_00997
OG0000937	Syaf.g_00095	Prbl.g_00998
OG0000938	Syaf.g_00092	Prbl.g_01127
OG0000939	Syaf.g_00091	Prbl.g_01128
OG0000940	Syaf.g_00084	Prbl.g_01137
OG0000941	Syaf.g_00082	Prbl.g_01139
OG0000942	Syaf.g_00080	Prbl.g_01141
OG0000943	Syaf.g_00079	Prbl.g_01142
OG0000944	Syaf.g_00077	Prbl.g_01144
OG0000945	Syaf.g_00075	Prbl.g_01146
OG0000946	Syaf.g_00070	Prbl.g_01174
OG0000947	Syaf.g_00067	Prbl.g_01177
OG0000948	Syaf.g_00066	Prbl.g_01178
OG0000949	Syaf.g_00337	Prbl.g_01181
OG0000950	Syaf.g_00351	Prbl.g_00856
OG0000951	Syaf.g_00358	Prbl.g_00851
OG0000952	Syaf.g_00363	Prbl.g_00844
OG0000953	Syaf.g_00367	Prbl.g_00840
OG0000954	Syaf.g_00372	Prbl.g_01306
OG0000955	Syaf.g_00373	Prbl.g_01305
OG0000956	Syaf.g_00375	Prbl.g_01303
OG0000957	Syaf.g_00386	Prbl.g_01287
OG0000958	Syaf.g_00387	Prbl.g_01286
OG0000959	Syaf.g_00391	Prbl.g_02638
OG0000960	Syaf.g_00392	Prbl.g_02637
OG0000961	Syaf.g_00402	Prbl.g_01235
OG0000962	Syaf.g_00404	Prbl.g_02063
OG0000963	Syaf.g_00409	Prbl.g_02058
OG0000964	Syaf.g_00410	Prbl.g_02057
OG0000965	Syaf.g_00411	Prbl.g_02056
OG0000966	Syaf.g_00421	Prbl.g_02023
OG0000967	Syaf.g_00426	Prbl.g_02017
OG0000968	Syaf.g_00417	Prbl.g_02014
OG0000969	Syaf.g_00423	Prbl.g_02012
OG0000970	Syaf.g_00424	Prbl.g_02011
OG0000971	Syaf.g_00429	Prbl.g_02009
OG0000972	Syaf.g_00430	Prbl.g_02008
OG0000973	Syaf.g_00431	Prbl.g_02007
OG0000974	Syaf.g_00432	Prbl.g_02006
OG0000975	Syaf.g_00433	Prbl.g_02005
OG0000976	Syaf.g_00434	Prbl.g_02004
OG0000977	Syaf.g_00436	Prbl.g_02002
OG0000978	Syaf.g_00437	Prbl.g_02001
OG0000979	Syaf.g_00440	Prbl.g_01998
OG0000980	Syaf.g_00443	Prbl.g_01994
OG0000981	Syaf.g_00446	Prbl.g_01991
OG0000982	Syaf.g_00645	Prbl.g_02238
OG0000983	Syaf.g_00644	Prbl.g_02237
OG0000984	Syaf.g_00643	Prbl.g_02236
OG0000985	Syaf.g_00641	Prbl.g_02232
OG0000986	Syaf.g_00639	Prbl.g_02230
OG0000987	Syaf.g_00637	Prbl.g_02228
OG0000988	Syaf.g_00633	Prbl.g_02224
OG0000989	Syaf.g_00624	Prbl.g_02214
OG0000990	Syaf.g_00606	Prbl.g_02192
OG0000991	Syaf.g_00604	Prbl.g_02189
OG0000992	Syaf.g_00601	Prbl.g_02186
OG0000993	Syaf.g_00600	Prbl.g_02185
OG0000994	Syaf.g_00597	Prbl.g_02182
OG0000995	Syaf.g_00592	Prbl.g_02173
OG0000996	Syaf.g_00543	Prbl.g_02160
OG0000997	Syaf.g_00532	Prbl.g_02151
OG0000998	Syaf.g_00530	Prbl.g_02149
OG0000999	Syaf.g_00529	Prbl.g_02148
OG0001000	Syaf.g_00526	Prbl.g_02145
OG0001001	Syaf.g_00521	Prbl.g_02141
OG0001002	Syaf.g_00515	Prbl.g_02134
OG0001003	Syaf.g_00514	Prbl.g_02132
OG0001004	Syaf.g_00513	Prbl.g_02131
OG0001005	Syaf.g_00510	Prbl.g_02129
OG0001006	Syaf.g_00500	Prbl.g_02123
OG0001007	Syaf.g_00498	Prbl.g_02121
OG0001008	Syaf.g_01215	Prbl.g_00651
OG0001009	Syaf.g_00466	Prbl.g_01972
OG0001010	Syaf.g_00465	Prbl.g_01973
OG0001011	Syaf.g_00463	Prbl.g_01975
OG0001012	Syaf.g_00649	Prbl.g_02241
OG0001013	Syaf.g_00669	Prbl.g_02266
OG0001014	Syaf.g_00691	Prbl.g_02275
OG0001015	Syaf.g_00692	Prbl.g_02276
OG0001016	Syaf.g_00958	Prbl.g_00603
OG0001017	Syaf.g_00952	Prbl.g_00597
OG0001018	Syaf.g_00950	Prbl.g_00595
OG0001019	Syaf.g_00931	Prbl.g_00582
OG0001020	Syaf.g_00926	Prbl.g_00576
OG0001021	Syaf.g_00922	Prbl.g_00572
OG0001022	Syaf.g_00918	Prbl.g_00567
OG0001023	Syaf.g_00917	Prbl.g_00566
OG0001024	Syaf.g_00913	Prbl.g_00562
OG0001025	Syaf.g_00906	Prbl.g_00555
OG0001026	Syaf.g_00893	Prbl.g_00542
OG0001027	Syaf.g_00884	Prbl.g_01332
OG0001028	Syaf.g_00882	Prbl.g_01330
OG0001029	Syaf.g_00880	Prbl.g_01328
OG0001030	Syaf.g_00860	Prbl.g_00822
OG0001031	Syaf.g_00784	Prbl.g_00074
OG0001032	Syaf.g_00781	Prbl.g_00077
OG0001034	Syaf.g_02787	Prbl.g_00199
OG0001035	Syaf.g_00207	Prbl.g_01498
OG0001036	Syaf.g_00212	Prbl.g_01494
OG0001037	Syaf.g_00214	Prbl.g_01492
OG0001038	Syaf.g_00242	Prbl.g_01455
OG0001039	Syaf.g_00245	Prbl.g_01452
OG0001040	Syaf.g_00248	Prbl.g_01449
OG0001041	Syaf.g_00253	Prbl.g_01444
OG0001042	Syaf.g_00275	Prbl.g_01419
OG0001043	Syaf.g_00279	Prbl.g_01417
OG0001044	Syaf.g_00024	Prbl.g_01200
OG0001045	Syaf.g_00011	Prbl.g_01211
OG0001046	Syaf.g_01894	Prbl.g_00410
OG0001047	Syaf.g_01217	Prbl.g_00649
OG0001048	Syaf.g_01218	Prbl.g_00648
OG0001049	Syaf.g_01226	Prbl.g_00645
OG0001050	Syaf.g_01227	Prbl.g_00644
OG0001051	Syaf.g_01228	Prbl.g_00643
OG0001052	Syaf.g_02502	Prbl.g_01344
OG0001053	Syaf.g_02718	Prbl.g_00514
OG0001054	Syaf.g_02701	Prbl.g_00532
OG0001056	Syaf.g_02649	Prbl.g_00761
OG0001057	Syaf.g_02638	Prbl.g_00749
OG0001058	Syaf.g_02624	Prbl.g_01883
OG0001059	Syaf.g_02620	Prbl.g_01887
OG0001060	Syaf.g_02614	Prbl.g_01894
OG0001061	Syaf.g_02590	Prbl.g_01796
OG0001062	Syaf.g_02588	Prbl.g_01794
OG0001063	Syaf.g_02583	Prbl.g_01790
OG0001064	Syaf.g_02582	Prbl.g_01789
OG0001065	Syaf.g_02581	Prbl.g_01788
OG0001066	Syaf.g_02580	Prbl.g_01787
OG0001067	Syaf.g_02579	Prbl.g_01786
OG0001068	Syaf.g_02578	Prbl.g_01785
OG0001069	Syaf.g_02577	Prbl.g_01784
OG0001070	Syaf.g_02574	Prbl.g_01780
OG0001071	Syaf.g_02573	Prbl.g_01779
OG0001072	Syaf.g_02569	Prbl.g_01776
OG0001073	Syaf.g_02555	Prbl.g_01757
OG0001074	Syaf.g_02365	Prbl.g_01610
OG0001075	Syaf.g_02363	Prbl.g_01611
OG0001076	Syaf.g_02337	Prbl.g_01619
OG0001077	Syaf.g_02325	Prbl.g_01629
OG0001078	Syaf.g_02309	Prbl.g_01640
OG0001079	Syaf.g_02296	Prbl.g_01659
OG0001080	Syaf.g_01740	Prbl.g_01041
OG0001081	Syaf.g_02144	Prbl.g_01031
