Orthogroup	Syaf	Prak
OG0000568	Syaf.g_02599	Prak.g_00529
OG0000569	Syaf.g_02596	Prak.g_00530
OG0000570	Syaf.g_02595	Prak.g_00531
OG0000571	Syaf.g_02591	Prak.g_00533
OG0000572	Syaf.g_02575	Prak.g_00547
OG0000573	Syaf.g_02567	Prak.g_00553
OG0000574	Syaf.g_02566	Prak.g_00554
OG0000575	Syaf.g_02562	Prak.g_00558
OG0000576	Syaf.g_02560	Prak.g_00560
OG0000577	Syaf.g_02559	Prak.g_00561
OG0000578	Syaf.g_02558	Prak.g_00562
OG0000579	Syaf.g_02557	Prak.g_00563
OG0000580	Syaf.g_02556	Prak.g_00564
OG0000581	Syaf.g_02550	Prak.g_00567
OG0000582	Syaf.g_02374	Prak.g_00570
OG0000583	Syaf.g_02373	Prak.g_00571
OG0000584	Syaf.g_02372	Prak.g_00572
OG0000585	Syaf.g_02370	Prak.g_00574
OG0000586	Syaf.g_02369	Prak.g_00575
OG0000587	Syaf.g_02367	Prak.g_00576
OG0000588	Syaf.g_02350	Prak.g_00580
OG0000589	Syaf.g_02340	Prak.g_00582
OG0000590	Syaf.g_02339	Prak.g_00583
OG0000591	Syaf.g_02331	Prak.g_00587
OG0000592	Syaf.g_02330	Prak.g_00588
OG0000593	Syaf.g_02314	Prak.g_01111
OG0000594	Syaf.g_02313	Prak.g_01110
OG0000595	Syaf.g_02312	Prak.g_01109
OG0000596	Syaf.g_02307	Prak.g_01105
OG0000597	Syaf.g_02304	Prak.g_01102
OG0000598	Syaf.g_02303	Prak.g_01101
OG0000599	Syaf.g_02300	Prak.g_01098
OG0000600	Syaf.g_02299	Prak.g_01097
OG0000601	Syaf.g_02298	Prak.g_01096
OG0000602	Syaf.g_02293	Prak.g_01094
OG0000603	Syaf.g_02292	Prak.g_01093
OG0000604	Syaf.g_02289	Prak.g_01092
OG0000605	Syaf.g_01734	Prak.g_01091
OG0000606	Syaf.g_02145	Prak.g_01088
OG0000607	Syaf.g_02142	Prak.g_01085
OG0000608	Syaf.g_02141	Prak.g_01084
OG0000609	Syaf.g_02139	Prak.g_01083
OG0000610	Syaf.g_02132	Prak.g_01077
OG0000611	Syaf.g_02129	Prak.g_01074
OG0000612	Syaf.g_02128	Prak.g_01073
OG0000613	Syaf.g_00315	Prak.g_00800
OG0000614	Syaf.g_01469	Prak.g_00821
OG0000615	Syaf.g_02085	Prak.g_00832
OG0000616	Syaf.g_00518	Prak.g_01934
OG0000617	Syaf.g_01975	Prak.g_01057
OG0000618	Syaf.g_01974	Prak.g_01056
OG0000619	Syaf.g_01973	Prak.g_01055
OG0000620	Syaf.g_01966	Prak.g_01052
OG0000621	Syaf.g_01965	Prak.g_01051
OG0000622	Syaf.g_01964	Prak.g_01050
OG0000623	Syaf.g_01963	Prak.g_01049
OG0000624	Syaf.g_01961	Prak.g_01047
OG0000625	Syaf.g_01960	Prak.g_01046
OG0000626	Syaf.g_01959	Prak.g_01045
OG0000627	Syaf.g_01782	Prak.g_01044
OG0000628	Syaf.g_01783	Prak.g_01043
OG0000629	Syaf.g_01786	Prak.g_01042
OG0000630	Syaf.g_01790	Prak.g_01039
OG0000631	Syaf.g_01801	Prak.g_00946
OG0000632	Syaf.g_01802	Prak.g_00947
OG0000633	Syaf.g_01803	Prak.g_00948
OG0000634	Syaf.g_02053	Prak.g_00841
OG0000635	Syaf.g_02052	Prak.g_00842
OG0000636	Syaf.g_02050	Prak.g_00844
OG0000637	Syaf.g_02048	Prak.g_00846
OG0000638	Syaf.g_02047	Prak.g_00847
OG0000639	Syaf.g_02046	Prak.g_00848
OG0000640	Syaf.g_02045	Prak.g_00849
OG0000641	Syaf.g_02041	Prak.g_00853
OG0000642	Syaf.g_02040	Prak.g_00854
OG0000643	Syaf.g_02038	Prak.g_00855
OG0000644	Syaf.g_02037	Prak.g_00856
OG0000645	Syaf.g_02035	Prak.g_00857
OG0000646	Syaf.g_02032	Prak.g_00859
OG0000647	Syaf.g_02030	Prak.g_00861
OG0000648	Syaf.g_02027	Prak.g_00863
OG0000649	Syaf.g_02026	Prak.g_00864
OG0000650	Syaf.g_02025	Prak.g_00865
OG0000651	Syaf.g_02024	Prak.g_00866
OG0000652	Syaf.g_02023	Prak.g_00867
OG0000653	Syaf.g_02021	Prak.g_00869
OG0000654	Syaf.g_02020	Prak.g_00870
OG0000655	Syaf.g_02019	Prak.g_00871
OG0000656	Syaf.g_02016	Prak.g_00874
OG0000657	Syaf.g_01384	Prak.g_00882
OG0000658	Syaf.g_01381	Prak.g_00884
OG0000659	Syaf.g_01380	Prak.g_00885
OG0000660	Syaf.g_01376	Prak.g_00889
OG0000661	Syaf.g_01374	Prak.g_00891
OG0000662	Syaf.g_01372	Prak.g_00893
OG0000663	Syaf.g_01369	Prak.g_00895
OG0000664	Syaf.g_01368	Prak.g_00896
OG0000665	Syaf.g_00980	Prak.g_00902
OG0000666	Syaf.g_01733	Prak.g_00903
OG0000667	Syaf.g_01635	Prak.g_00907
OG0000668	Syaf.g_01928	Prak.g_00748
OG0000669	Syaf.g_02112	Prak.g_00759
OG0000670	Syaf.g_02769	Prak.g_00762
OG0000671	Syaf.g_02108	Prak.g_00765
OG0000672	Syaf.g_02105	Prak.g_00768
OG0000673	Syaf.g_02102	Prak.g_00771
OG0000674	Syaf.g_02100	Prak.g_00773
OG0000675	Syaf.g_02099	Prak.g_00774
OG0000676	Syaf.g_02097	Prak.g_00776
OG0000677	Syaf.g_02096	Prak.g_00777
OG0000678	Syaf.g_02092	Prak.g_00779
OG0000679	Syaf.g_02083	Prak.g_00783
OG0000680	Syaf.g_02082	Prak.g_00784
OG0000681	Syaf.g_02079	Prak.g_00787
OG0000682	Syaf.g_02078	Prak.g_00788
OG0000683	Syaf.g_02077	Prak.g_00789
OG0000684	Syaf.g_02072	Prak.g_00791
OG0000685	Syaf.g_02070	Prak.g_00793
OG0000686	Syaf.g_02069	Prak.g_00794
OG0000687	Syaf.g_02068	Prak.g_00795
OG0000688	Syaf.g_02063	Prak.g_01069
OG0000689	Syaf.g_02061	Prak.g_01068
OG0000690	Syaf.g_02060	Prak.g_01067
OG0000691	Syaf.g_02059	Prak.g_01066
OG0000692	Syaf.g_02058	Prak.g_01064
OG0000693	Syaf.g_02057	Prak.g_01063
OG0000694	Syaf.g_02056	Prak.g_01062
OG0000695	Syaf.g_01805	Prak.g_00950
OG0000696	Syaf.g_01806	Prak.g_00951
OG0000697	Syaf.g_01808	Prak.g_00952
OG0000698	Syaf.g_01811	Prak.g_00955
OG0000699	Syaf.g_01813	Prak.g_00956
OG0000700	Syaf.g_01814	Prak.g_00957
OG0000701	Syaf.g_01815	Prak.g_00958
OG0000702	Syaf.g_01843	Prak.g_00960
OG0000703	Syaf.g_01844	Prak.g_00961
OG0000704	Syaf.g_01846	Prak.g_00963
OG0000705	Syaf.g_01853	Prak.g_00966
OG0000706	Syaf.g_01854	Prak.g_00967
OG0000707	Syaf.g_01855	Prak.g_00968
OG0000708	Syaf.g_01858	Prak.g_00970
OG0000709	Syaf.g_01867	Prak.g_00974
OG0000710	Syaf.g_01878	Prak.g_00977
OG0000711	Syaf.g_01908	Prak.g_00995
OG0000712	Syaf.g_01910	Prak.g_00996
OG0000713	Syaf.g_01911	Prak.g_00997
OG0000714	Syaf.g_01913	Prak.g_00998
OG0000715	Syaf.g_01915	Prak.g_01000
OG0000716	Syaf.g_01919	Prak.g_01002
OG0000717	Syaf.g_01920	Prak.g_01003
OG0000718	Syaf.g_01924	Prak.g_01007
OG0000719	Syaf.g_01926	Prak.g_01009
OG0000720	Syaf.g_01939	Prak.g_01021
OG0000721	Syaf.g_01941	Prak.g_01025
OG0000722	Syaf.g_01942	Prak.g_01026
OG0000723	Syaf.g_01957	Prak.g_01030
OG0000724	Syaf.g_01418	Prak.g_00925
OG0000725	Syaf.g_01445	Prak.g_00919
OG0000726	Syaf.g_01446	Prak.g_00918
OG0000727	Syaf.g_01447	Prak.g_00917
OG0000728	Syaf.g_01449	Prak.g_00915
OG0000729	Syaf.g_00405	Prak.g_01255
OG0000730	Syaf.g_00026	Prak.g_01214
OG0000731	Syaf.g_00014	Prak.g_00362
OG0000732	Syaf.g_00444	Prak.g_01885
OG0000733	Syaf.g_00615	Prak.g_01551
OG0000734	Syaf.g_00895	Prak.g_01188
OG0000735	Syaf.g_01273	Prak.g_01186
OG0000736	Syaf.g_01274	Prak.g_01185
OG0000737	Syaf.g_01275	Prak.g_01184
OG0000738	Syaf.g_01280	Prak.g_01180
OG0000739	Syaf.g_01281	Prak.g_01179
OG0000740	Syaf.g_01282	Prak.g_01178
OG0000741	Syaf.g_01285	Prak.g_01176
OG0000742	Syaf.g_01287	Prak.g_01173
OG0000743	Syaf.g_01289	Prak.g_01171
OG0000744	Syaf.g_01290	Prak.g_01170
OG0000745	Syaf.g_01293	Prak.g_01169
OG0000746	Syaf.g_01295	Prak.g_01167
OG0000747	Syaf.g_01296	Prak.g_01166
OG0000748	Syaf.g_01307	Prak.g_01162
OG0000749	Syaf.g_01309	Prak.g_01161
OG0000750	Syaf.g_01310	Prak.g_01160
OG0000751	Syaf.g_01317	Prak.g_01157
OG0000752	Syaf.g_01319	Prak.g_01155
OG0000753	Syaf.g_01322	Prak.g_01153
OG0000754	Syaf.g_01611	Prak.g_01150
OG0000755	Syaf.g_01599	Prak.g_01144
OG0000756	Syaf.g_01598	Prak.g_01143
OG0000757	Syaf.g_01590	Prak.g_01136
OG0000758	Syaf.g_01589	Prak.g_01135
OG0000759	Syaf.g_01588	Prak.g_01134
OG0000760	Syaf.g_01587	Prak.g_01133
OG0000761	Syaf.g_01586	Prak.g_01132
OG0000762	Syaf.g_01584	Prak.g_01131
OG0000763	Syaf.g_01582	Prak.g_01129
OG0000764	Syaf.g_01581	Prak.g_01128
OG0000765	Syaf.g_01564	Prak.g_01120
OG0000766	Syaf.g_01563	Prak.g_01119
OG0000767	Syaf.g_01561	Prak.g_01117
OG0000768	Syaf.g_01560	Prak.g_01116
OG0000769	Syaf.g_01558	Prak.g_01114
OG0000770	Syaf.g_01553	Prak.g_00593
OG0000771	Syaf.g_01411	Prak.g_01487
OG0000772	Syaf.g_01705	Prak.g_01571
OG0000773	Syaf.g_01268	Prak.g_01268
OG0000774	Syaf.g_01263	Prak.g_01270
OG0000775	Syaf.g_01261	Prak.g_01272
OG0000776	Syaf.g_01260	Prak.g_01273
OG0000777	Syaf.g_01259	Prak.g_01274
OG0000778	Syaf.g_01258	Prak.g_01275
OG0000779	Syaf.g_01252	Prak.g_01279
OG0000780	Syaf.g_01249	Prak.g_01280
OG0000781	Syaf.g_01245	Prak.g_01284
OG0000782	Syaf.g_01244	Prak.g_01285
OG0000783	Syaf.g_01243	Prak.g_01286
OG0000784	Syaf.g_01242	Prak.g_01287
OG0000785	Syaf.g_01240	Prak.g_01289
OG0000786	Syaf.g_02546	Prak.g_01292
OG0000787	Syaf.g_02547	Prak.g_01293
OG0000788	Syaf.g_02297	Prak.g_00460
OG0000789	Syaf.g_01750	Prak.g_01490
OG0000790	Syaf.g_02738	Prak.g_01334
OG0000791	Syaf.g_02740	Prak.g_01336
OG0000792	Syaf.g_02741	Prak.g_01337
OG0000793	Syaf.g_02746	Prak.g_01340
OG0000794	Syaf.g_02747	Prak.g_01341
OG0000795	Syaf.g_02748	Prak.g_01342
OG0000796	Syaf.g_02752	Prak.g_01346
OG0000797	Syaf.g_02753	Prak.g_01347
OG0000799	Syaf.g_02380	Prak.g_01374
OG0000800	Syaf.g_02383	Prak.g_01375
OG0000801	Syaf.g_02384	Prak.g_01376
OG0000802	Syaf.g_02388	Prak.g_01378
OG0000803	Syaf.g_02393	Prak.g_01380
OG0000804	Syaf.g_02396	Prak.g_01381
OG0000805	Syaf.g_02398	Prak.g_01383
OG0000806	Syaf.g_02405	Prak.g_01385
OG0000807	Syaf.g_02406	Prak.g_01386
OG0000808	Syaf.g_02407	Prak.g_01387
OG0000809	Syaf.g_02410	Prak.g_01389
OG0000810	Syaf.g_02411	Prak.g_01390
OG0000811	Syaf.g_02420	Prak.g_01394
OG0000812	Syaf.g_02422	Prak.g_01396
OG0000813	Syaf.g_02423	Prak.g_01397
OG0000814	Syaf.g_02425	Prak.g_01399
OG0000815	Syaf.g_02426	Prak.g_01400
OG0000816	Syaf.g_02428	Prak.g_01402
OG0000817	Syaf.g_02429	Prak.g_01403
OG0000818	Syaf.g_02442	Prak.g_01408
OG0000819	Syaf.g_02443	Prak.g_01409
OG0000820	Syaf.g_02444	Prak.g_01410
OG0000821	Syaf.g_02450	Prak.g_01414
OG0000822	Syaf.g_02452	Prak.g_01415
OG0000823	Syaf.g_02453	Prak.g_01416
OG0000824	Syaf.g_02459	Prak.g_01419
OG0000825	Syaf.g_02460	Prak.g_01420
OG0000826	Syaf.g_02461	Prak.g_01421
OG0000827	Syaf.g_02462	Prak.g_01422
OG0000828	Syaf.g_02465	Prak.g_01425
OG0000829	Syaf.g_02466	Prak.g_01426
OG0000830	Syaf.g_02467	Prak.g_01427
OG0000831	Syaf.g_02470	Prak.g_01429
OG0000832	Syaf.g_01109	Prak.g_01439
OG0000833	Syaf.g_01100	Prak.g_01448
OG0000834	Syaf.g_01098	Prak.g_01449
OG0000835	Syaf.g_01097	Prak.g_01450
OG0000836	Syaf.g_01093	Prak.g_01451
OG0000837	Syaf.g_01091	Prak.g_01452
OG0000838	Syaf.g_01087	Prak.g_01454
OG0000839	Syaf.g_01086	Prak.g_01455
OG0000840	Syaf.g_01085	Prak.g_01456
OG0000841	Syaf.g_01084	Prak.g_01457
OG0000842	Syaf.g_01083	Prak.g_01458
OG0000843	Syaf.g_01082	Prak.g_01459
OG0000844	Syaf.g_01080	Prak.g_01460
OG0000845	Syaf.g_01079	Prak.g_01461
OG0000846	Syaf.g_01078	Prak.g_01462
OG0000847	Syaf.g_01077	Prak.g_01463
OG0000848	Syaf.g_01075	Prak.g_01464
OG0000849	Syaf.g_01074	Prak.g_01465
OG0000850	Syaf.g_01072	Prak.g_01467
OG0000851	Syaf.g_01061	Prak.g_01468
OG0000852	Syaf.g_01060	Prak.g_01469
OG0000853	Syaf.g_01056	Prak.g_01475
OG0000854	Syaf.g_01054	Prak.g_01477
OG0000855	Syaf.g_01053	Prak.g_01478
OG0000856	Syaf.g_02328	Prak.g_00590
OG0000857	Syaf.g_02031	Prak.g_00860
OG0000858	Syaf.g_01047	Prak.g_01638
OG0000859	Syaf.g_01046	Prak.g_01639
OG0000860	Syaf.g_01031	Prak.g_01647
OG0000861	Syaf.g_01030	Prak.g_01648
OG0000862	Syaf.g_01029	Prak.g_01649
OG0000863	Syaf.g_01026	Prak.g_01651
OG0000864	Syaf.g_01025	Prak.g_01652
OG0000865	Syaf.g_01024	Prak.g_01653
OG0000866	Syaf.g_01023	Prak.g_01654
OG0000867	Syaf.g_01022	Prak.g_01655
OG0000868	Syaf.g_01019	Prak.g_01657
OG0000869	Syaf.g_01014	Prak.g_01660
OG0000870	Syaf.g_01009	Prak.g_01665
OG0000871	Syaf.g_01008	Prak.g_01666
OG0000872	Syaf.g_01001	Prak.g_01667
OG0000873	Syaf.g_00998	Prak.g_01670
OG0000874	Syaf.g_01002	Prak.g_01673
OG0000875	Syaf.g_00996	Prak.g_01674
OG0000876	Syaf.g_01198	Prak.g_01675
OG0000877	Syaf.g_01188	Prak.g_01677
OG0000878	Syaf.g_01187	Prak.g_01678
OG0000879	Syaf.g_01186	Prak.g_01679
OG0000880	Syaf.g_01185	Prak.g_01680
OG0000881	Syaf.g_01179	Prak.g_01684
OG0000882	Syaf.g_01174	Prak.g_01689
OG0000883	Syaf.g_01172	Prak.g_01691
OG0000884	Syaf.g_01170	Prak.g_01693
OG0000885	Syaf.g_01169	Prak.g_01694
OG0000886	Syaf.g_01168	Prak.g_01695
OG0000887	Syaf.g_01167	Prak.g_01696
OG0000888	Syaf.g_01165	Prak.g_01698
OG0000889	Syaf.g_01163	Prak.g_01700
OG0000890	Syaf.g_01157	Prak.g_01701
OG0000891	Syaf.g_01156	Prak.g_01702
OG0000892	Syaf.g_01154	Prak.g_01704
OG0000893	Syaf.g_00178	Prak.g_01708
OG0000894	Syaf.g_00175	Prak.g_01711
OG0000895	Syaf.g_00171	Prak.g_01715
OG0000896	Syaf.g_00170	Prak.g_01716
OG0000897	Syaf.g_00168	Prak.g_01718
OG0000898	Syaf.g_00167	Prak.g_01719
OG0000899	Syaf.g_00166	Prak.g_01720
OG0000900	Syaf.g_00165	Prak.g_01721
OG0000901	Syaf.g_00160	Prak.g_01724
OG0000902	Syaf.g_00158	Prak.g_01726
OG0000903	Syaf.g_00141	Prak.g_01730
OG0000904	Syaf.g_00146	Prak.g_01734
OG0000905	Syaf.g_00151	Prak.g_01728
OG0000906	Syaf.g_00154	Prak.g_01727
OG0000907	Syaf.g_00139	Prak.g_01737
OG0000908	Syaf.g_00136	Prak.g_01740
OG0000909	Syaf.g_00135	Prak.g_01741
OG0000910	Syaf.g_00134	Prak.g_01742
OG0000911	Syaf.g_00132	Prak.g_01744
OG0000912	Syaf.g_00131	Prak.g_01745
OG0000913	Syaf.g_00130	Prak.g_01746
OG0000914	Syaf.g_00129	Prak.g_01747
OG0000915	Syaf.g_00127	Prak.g_01748
OG0000916	Syaf.g_00126	Prak.g_01749
OG0000917	Syaf.g_00125	Prak.g_01750
OG0000918	Syaf.g_00124	Prak.g_01751
OG0000919	Syaf.g_00123	Prak.g_01752
OG0000920	Syaf.g_00122	Prak.g_01753
OG0000921	Syaf.g_00121	Prak.g_01754
OG0000922	Syaf.g_00120	Prak.g_01755
OG0000923	Syaf.g_00116	Prak.g_01759
OG0000924	Syaf.g_00115	Prak.g_01760
OG0000925	Syaf.g_00114	Prak.g_01761
OG0000926	Syaf.g_00113	Prak.g_01762
OG0000927	Syaf.g_00111	Prak.g_01764
OG0000928	Syaf.g_00110	Prak.g_01765
OG0000929	Syaf.g_00109	Prak.g_01766
OG0000930	Syaf.g_00108	Prak.g_01767
OG0000931	Syaf.g_00107	Prak.g_01768
OG0000932	Syaf.g_00106	Prak.g_01769
OG0000933	Syaf.g_00100	Prak.g_01773
OG0000934	Syaf.g_00098	Prak.g_01775
OG0000935	Syaf.g_00097	Prak.g_01776
OG0000936	Syaf.g_00096	Prak.g_01777
OG0000937	Syaf.g_00095	Prak.g_01778
OG0000938	Syaf.g_00092	Prak.g_01781
OG0000939	Syaf.g_00091	Prak.g_01782
OG0000940	Syaf.g_00084	Prak.g_01789
OG0000941	Syaf.g_00082	Prak.g_01791
OG0000942	Syaf.g_00080	Prak.g_01793
OG0000943	Syaf.g_00079	Prak.g_01794
OG0000944	Syaf.g_00077	Prak.g_01796
OG0000945	Syaf.g_00075	Prak.g_01797
OG0000946	Syaf.g_00070	Prak.g_01802
OG0000947	Syaf.g_00067	Prak.g_01804
OG0000948	Syaf.g_00066	Prak.g_01805
OG0000949	Syaf.g_00337	Prak.g_01808
OG0000950	Syaf.g_00351	Prak.g_01815
OG0000951	Syaf.g_00358	Prak.g_01819
OG0000952	Syaf.g_00363	Prak.g_01823
OG0000953	Syaf.g_00367	Prak.g_01827
OG0000954	Syaf.g_00372	Prak.g_01831
OG0000955	Syaf.g_00373	Prak.g_01832
OG0000956	Syaf.g_00375	Prak.g_01834
OG0000957	Syaf.g_00386	Prak.g_01840
OG0000958	Syaf.g_00387	Prak.g_01841
OG0000959	Syaf.g_00391	Prak.g_01845
OG0000960	Syaf.g_00392	Prak.g_01846
OG0000961	Syaf.g_00402	Prak.g_01849
OG0000962	Syaf.g_00404	Prak.g_01851
OG0000963	Syaf.g_00409	Prak.g_01855
OG0000964	Syaf.g_00410	Prak.g_01856
OG0000965	Syaf.g_00411	Prak.g_01857
OG0000966	Syaf.g_00421	Prak.g_01863
OG0000967	Syaf.g_00426	Prak.g_01867
OG0000968	Syaf.g_00417	Prak.g_01869
OG0000969	Syaf.g_00423	Prak.g_01870
OG0000970	Syaf.g_00424	Prak.g_01871
OG0000971	Syaf.g_00429	Prak.g_01872
OG0000972	Syaf.g_00430	Prak.g_01873
OG0000973	Syaf.g_00431	Prak.g_01874
OG0000974	Syaf.g_00432	Prak.g_01875
OG0000975	Syaf.g_00433	Prak.g_01876
OG0000976	Syaf.g_00434	Prak.g_01877
OG0000977	Syaf.g_00436	Prak.g_01878
OG0000978	Syaf.g_00437	Prak.g_01879
OG0000979	Syaf.g_00440	Prak.g_01882
OG0000980	Syaf.g_00443	Prak.g_01884
OG0000981	Syaf.g_00446	Prak.g_01887
OG0000982	Syaf.g_00645	Prak.g_01889
OG0000983	Syaf.g_00644	Prak.g_01890
OG0000984	Syaf.g_00643	Prak.g_01891
OG0000985	Syaf.g_00641	Prak.g_01894
OG0000986	Syaf.g_00639	Prak.g_01896
OG0000987	Syaf.g_00637	Prak.g_01897
OG0000988	Syaf.g_00633	Prak.g_01900
OG0000989	Syaf.g_00624	Prak.g_01904
OG0000990	Syaf.g_00606	Prak.g_01908
OG0000991	Syaf.g_00604	Prak.g_01909
OG0000992	Syaf.g_00601	Prak.g_01912
OG0000993	Syaf.g_00600	Prak.g_01913
OG0000994	Syaf.g_00597	Prak.g_01914
OG0000995	Syaf.g_00592	Prak.g_01918
OG0000996	Syaf.g_00543	Prak.g_01919
OG0000997	Syaf.g_00532	Prak.g_01922
OG0000998	Syaf.g_00530	Prak.g_01924
OG0000999	Syaf.g_00529	Prak.g_01925
OG0001000	Syaf.g_00526	Prak.g_01928
OG0001001	Syaf.g_00521	Prak.g_01931
OG0001002	Syaf.g_00515	Prak.g_01936
OG0001003	Syaf.g_00514	Prak.g_01937
OG0001004	Syaf.g_00513	Prak.g_01938
OG0001005	Syaf.g_00510	Prak.g_01939
OG0001006	Syaf.g_00500	Prak.g_01943
OG0001007	Syaf.g_00498	Prak.g_01945
OG0001008	Syaf.g_01215	Prak.g_00399
OG0001009	Syaf.g_00466	Prak.g_00027
OG0001010	Syaf.g_00465	Prak.g_00028
OG0001011	Syaf.g_00463	Prak.g_00030
OG0001012	Syaf.g_00649	Prak.g_00044
OG0001013	Syaf.g_00669	Prak.g_00051
OG0001014	Syaf.g_00691	Prak.g_00054
OG0001015	Syaf.g_00692	Prak.g_00056
OG0001016	Syaf.g_00958	Prak.g_00078
OG0001017	Syaf.g_00952	Prak.g_00082
OG0001018	Syaf.g_00950	Prak.g_00084
OG0001019	Syaf.g_00931	Prak.g_00093
OG0001020	Syaf.g_00926	Prak.g_00094
OG0001021	Syaf.g_00922	Prak.g_00095
OG0001022	Syaf.g_00918	Prak.g_00098
OG0001023	Syaf.g_00917	Prak.g_00099
OG0001024	Syaf.g_00913	Prak.g_00103
OG0001025	Syaf.g_00906	Prak.g_00110
OG0001026	Syaf.g_00893	Prak.g_00119
OG0001027	Syaf.g_00884	Prak.g_00120
OG0001028	Syaf.g_00882	Prak.g_00122
OG0001029	Syaf.g_00880	Prak.g_00123
OG0001030	Syaf.g_00860	Prak.g_00139
OG0001031	Syaf.g_00784	Prak.g_00199
OG0001032	Syaf.g_00781	Prak.g_00200
OG0001034	Syaf.g_02787	Prak.g_00252
OG0001035	Syaf.g_00207	Prak.g_00272
OG0001036	Syaf.g_00212	Prak.g_00276
OG0001037	Syaf.g_00214	Prak.g_00277
OG0001038	Syaf.g_00242	Prak.g_00296
OG0001039	Syaf.g_00245	Prak.g_00299
OG0001040	Syaf.g_00248	Prak.g_00301
OG0001041	Syaf.g_00253	Prak.g_00306
OG0001042	Syaf.g_00275	Prak.g_00323
OG0001043	Syaf.g_00279	Prak.g_00324
OG0001044	Syaf.g_00024	Prak.g_00355
OG0001045	Syaf.g_00011	Prak.g_00364
OG0001046	Syaf.g_01894	Prak.g_01597
OG0001047	Syaf.g_01217	Prak.g_00401
OG0001048	Syaf.g_01218	Prak.g_00402
OG0001049	Syaf.g_01226	Prak.g_00404
OG0001050	Syaf.g_01227	Prak.g_00405
OG0001051	Syaf.g_01228	Prak.g_00406
OG0001052	Syaf.g_02502	Prak.g_00432
OG0001053	Syaf.g_02718	Prak.g_00444
OG0001054	Syaf.g_02701	Prak.g_00459
OG0001056	Syaf.g_02649	Prak.g_00495
OG0001057	Syaf.g_02638	Prak.g_00500
OG0001058	Syaf.g_02624	Prak.g_00509
OG0001059	Syaf.g_02620	Prak.g_00513
OG0001060	Syaf.g_02614	Prak.g_00519
OG0001061	Syaf.g_02590	Prak.g_00534
OG0001062	Syaf.g_02588	Prak.g_00536
OG0001063	Syaf.g_02583	Prak.g_00538
OG0001064	Syaf.g_02582	Prak.g_00539
OG0001065	Syaf.g_02581	Prak.g_00540
OG0001066	Syaf.g_02580	Prak.g_00541
OG0001067	Syaf.g_02579	Prak.g_00542
OG0001068	Syaf.g_02578	Prak.g_00543
OG0001069	Syaf.g_02577	Prak.g_00544
OG0001070	Syaf.g_02574	Prak.g_00548
OG0001071	Syaf.g_02573	Prak.g_00549
OG0001072	Syaf.g_02569	Prak.g_00551
OG0001073	Syaf.g_02555	Prak.g_00565
OG0001074	Syaf.g_02365	Prak.g_00577
OG0001075	Syaf.g_02363	Prak.g_00578
OG0001076	Syaf.g_02337	Prak.g_00585
OG0001077	Syaf.g_02325	Prak.g_00591
OG0001078	Syaf.g_02309	Prak.g_01107
OG0001079	Syaf.g_02296	Prak.g_01095
OG0001080	Syaf.g_01740	Prak.g_01089
OG0001081	Syaf.g_02144	Prak.g_01087
OG0001082	Syaf.g_02143	Prak.g_01086
OG0001083	Syaf.g_02136	Prak.g_01081
OG0001084	Syaf.g_02135	Prak.g_01080
OG0001085	Syaf.g_02125	Prak.g_00797
OG0001086	Syaf.g_02123	Prak.g_00798
OG0001087	Syaf.g_01482	Prak.g_00816
OG0001088	Syaf.g_01478	Prak.g_00817
OG0001089	Syaf.g_01453	Prak.g_00828
OG0001090	Syaf.g_01981	Prak.g_00838
OG0001091	Syaf.g_01979	Prak.g_01060
OG0001092	Syaf.g_01977	Prak.g_01059
OG0001093	Syaf.g_01971	Prak.g_01054
OG0001094	Syaf.g_02055	Prak.g_01061
OG0001095	Syaf.g_02034	Prak.g_00858
OG0001096	Syaf.g_02018	Prak.g_00872
OG0001097	Syaf.g_01373	Prak.g_00892
OG0001098	Syaf.g_01743	Prak.g_00911
OG0001099	Syaf.g_00881	Prak.g_00753
OG0001100	Syaf.g_02110	Prak.g_00761
OG0001101	Syaf.g_02109	Prak.g_00764
OG0001102	Syaf.g_02106	Prak.g_00767
OG0001103	Syaf.g_02104	Prak.g_00769
OG0001104	Syaf.g_02071	Prak.g_00792
OG0001105	Syaf.g_02067	Prak.g_00796
OG0001106	Syaf.g_01847	Prak.g_00964
OG0001107	Syaf.g_01859	Prak.g_00971
OG0001108	Syaf.g_01868	Prak.g_00975
OG0001109	Syaf.g_01877	Prak.g_00976
OG0001110	Syaf.g_01879	Prak.g_00978
OG0001111	Syaf.g_01881	Prak.g_00979
OG0001112	Syaf.g_01883	Prak.g_00980
OG0001113	Syaf.g_01884	Prak.g_00981
OG0001114	Syaf.g_01885	Prak.g_00982
OG0001115	Syaf.g_01889	Prak.g_00984
OG0001116	Syaf.g_01891	Prak.g_00985
OG0001117	Syaf.g_01892	Prak.g_00986
OG0001118	Syaf.g_01893	Prak.g_00987
OG0001119	Syaf.g_01895	Prak.g_00988
OG0001120	Syaf.g_01899	Prak.g_00990
OG0001122	Syaf.g_01927	Prak.g_01010
OG0001123	Syaf.g_01934	Prak.g_01016
OG0001124	Syaf.g_01936	Prak.g_01018
OG0001125	Syaf.g_01938	Prak.g_01020
OG0001126	Syaf.g_01409	Prak.g_00931
OG0001127	Syaf.g_01410	Prak.g_00930
OG0001128	Syaf.g_01413	Prak.g_00928
OG0001129	Syaf.g_01415	Prak.g_00927
OG0001130	Syaf.g_01416	Prak.g_00926
