Orthogroup	Syaf	Prad
OG0000571	Syaf.g_02591	Prad.g_01362
OG0000572	Syaf.g_02575	Prad.g_01375
OG0000573	Syaf.g_02567	Prad.g_01381
OG0000574	Syaf.g_02566	Prad.g_01382
OG0000575	Syaf.g_02562	Prad.g_01386
OG0000576	Syaf.g_02560	Prad.g_01388
OG0000577	Syaf.g_02559	Prad.g_01389
OG0000578	Syaf.g_02558	Prad.g_01390
OG0000579	Syaf.g_02557	Prad.g_01391
OG0000580	Syaf.g_02556	Prad.g_01392
OG0000581	Syaf.g_02550	Prad.g_01394
OG0000582	Syaf.g_02374	Prad.g_01397
OG0000583	Syaf.g_02373	Prad.g_01398
OG0000584	Syaf.g_02372	Prad.g_01399
OG0000585	Syaf.g_02370	Prad.g_01401
OG0000586	Syaf.g_02369	Prad.g_01402
OG0000587	Syaf.g_02367	Prad.g_01403
OG0000588	Syaf.g_02350	Prad.g_01407
OG0000589	Syaf.g_02340	Prad.g_01410
OG0000590	Syaf.g_02339	Prad.g_01411
OG0000591	Syaf.g_02331	Prad.g_01414
OG0000592	Syaf.g_02330	Prad.g_01415
OG0000593	Syaf.g_02314	Prad.g_01421
OG0000594	Syaf.g_02313	Prad.g_01422
OG0000595	Syaf.g_02312	Prad.g_01423
OG0000596	Syaf.g_02307	Prad.g_01427
OG0000597	Syaf.g_02304	Prad.g_01429
OG0000598	Syaf.g_02303	Prad.g_01430
OG0000599	Syaf.g_02300	Prad.g_01433
OG0000600	Syaf.g_02299	Prad.g_01219
OG0000601	Syaf.g_02298	Prad.g_01220
OG0000602	Syaf.g_02293	Prad.g_01222
OG0000603	Syaf.g_02292	Prad.g_01223
OG0000604	Syaf.g_02289	Prad.g_01224
OG0000605	Syaf.g_01734	Prad.g_01225
OG0000606	Syaf.g_02145	Prad.g_01228
OG0000607	Syaf.g_02142	Prad.g_01231
OG0000608	Syaf.g_02141	Prad.g_01232
OG0000609	Syaf.g_02139	Prad.g_01233
OG0000610	Syaf.g_02132	Prad.g_01238
OG0000611	Syaf.g_02129	Prad.g_01241
OG0000612	Syaf.g_02128	Prad.g_01242
OG0000613	Syaf.g_00315	Prad.g_01247
OG0000614	Syaf.g_01469	Prad.g_01266
OG0000615	Syaf.g_02085	Prad.g_01274
OG0000616	Syaf.g_00518	Prad.g_01278
OG0000617	Syaf.g_01975	Prad.g_01055
OG0000618	Syaf.g_01974	Prad.g_01056
OG0000619	Syaf.g_01973	Prad.g_01057
OG0000620	Syaf.g_01966	Prad.g_01060
OG0000621	Syaf.g_01965	Prad.g_01061
OG0000622	Syaf.g_01964	Prad.g_01062
OG0000623	Syaf.g_01963	Prad.g_01063
OG0000624	Syaf.g_01961	Prad.g_01064
OG0000625	Syaf.g_01960	Prad.g_01065
OG0000626	Syaf.g_01959	Prad.g_01066
OG0000627	Syaf.g_01782	Prad.g_01067
OG0000628	Syaf.g_01783	Prad.g_01068
OG0000629	Syaf.g_01786	Prad.g_01069
OG0000630	Syaf.g_01790	Prad.g_01072
OG0000631	Syaf.g_01801	Prad.g_01137
OG0000632	Syaf.g_01802	Prad.g_01138
OG0000633	Syaf.g_01803	Prad.g_01139
OG0000634	Syaf.g_02053	Prad.g_01142
OG0000635	Syaf.g_02052	Prad.g_01143
OG0000636	Syaf.g_02050	Prad.g_01145
OG0000637	Syaf.g_02048	Prad.g_01147
OG0000638	Syaf.g_02047	Prad.g_01148
OG0000639	Syaf.g_02046	Prad.g_01149
OG0000640	Syaf.g_02045	Prad.g_01150
OG0000641	Syaf.g_02041	Prad.g_01154
OG0000642	Syaf.g_02040	Prad.g_01155
OG0000643	Syaf.g_02038	Prad.g_01156
OG0000644	Syaf.g_02037	Prad.g_01157
OG0000645	Syaf.g_02035	Prad.g_01158
OG0000646	Syaf.g_02032	Prad.g_01160
OG0000647	Syaf.g_02030	Prad.g_01161
OG0000648	Syaf.g_02027	Prad.g_01163
OG0000649	Syaf.g_02026	Prad.g_01164
OG0000650	Syaf.g_02025	Prad.g_01165
OG0000651	Syaf.g_02024	Prad.g_01166
OG0000652	Syaf.g_02023	Prad.g_01167
OG0000653	Syaf.g_02021	Prad.g_01169
OG0000654	Syaf.g_02020	Prad.g_01170
OG0000655	Syaf.g_02019	Prad.g_01171
OG0000656	Syaf.g_02016	Prad.g_01174
OG0000657	Syaf.g_01384	Prad.g_01182
OG0000658	Syaf.g_01381	Prad.g_01183
OG0000659	Syaf.g_01380	Prad.g_01184
OG0000660	Syaf.g_01376	Prad.g_00306
OG0000661	Syaf.g_01374	Prad.g_00304
OG0000662	Syaf.g_01372	Prad.g_00302
OG0000663	Syaf.g_01369	Prad.g_00300
OG0000664	Syaf.g_01368	Prad.g_00299
OG0000665	Syaf.g_00980	Prad.g_00295
OG0000666	Syaf.g_01733	Prad.g_00294
OG0000667	Syaf.g_01635	Prad.g_00290
OG0000668	Syaf.g_01928	Prad.g_00260
OG0000669	Syaf.g_02112	Prad.g_00253
OG0000670	Syaf.g_02769	Prad.g_00251
OG0000671	Syaf.g_02108	Prad.g_00249
OG0000672	Syaf.g_02105	Prad.g_00247
OG0000673	Syaf.g_02102	Prad.g_00244
OG0000674	Syaf.g_02100	Prad.g_00242
OG0000675	Syaf.g_02099	Prad.g_00241
OG0000676	Syaf.g_02097	Prad.g_00239
OG0000677	Syaf.g_02096	Prad.g_00238
OG0000678	Syaf.g_02092	Prad.g_00236
OG0000679	Syaf.g_02083	Prad.g_00232
OG0000680	Syaf.g_02082	Prad.g_00231
OG0000681	Syaf.g_02079	Prad.g_00228
OG0000682	Syaf.g_02078	Prad.g_00227
OG0000683	Syaf.g_02077	Prad.g_00226
OG0000684	Syaf.g_02072	Prad.g_00224
OG0000685	Syaf.g_02070	Prad.g_00222
OG0000686	Syaf.g_02069	Prad.g_00221
OG0000687	Syaf.g_02068	Prad.g_00220
OG0000688	Syaf.g_02063	Prad.g_00217
OG0000689	Syaf.g_02061	Prad.g_00216
OG0000690	Syaf.g_02060	Prad.g_00215
OG0000691	Syaf.g_02059	Prad.g_00214
OG0000692	Syaf.g_02058	Prad.g_00212
OG0000693	Syaf.g_02057	Prad.g_00211
OG0000694	Syaf.g_02056	Prad.g_00210
OG0000695	Syaf.g_01805	Prad.g_00208
OG0000696	Syaf.g_01806	Prad.g_00207
OG0000697	Syaf.g_01808	Prad.g_00206
OG0000698	Syaf.g_01811	Prad.g_00203
OG0000699	Syaf.g_01813	Prad.g_00202
OG0000700	Syaf.g_01814	Prad.g_00201
OG0000701	Syaf.g_01815	Prad.g_00200
OG0000702	Syaf.g_01843	Prad.g_00198
OG0000703	Syaf.g_01844	Prad.g_00197
OG0000704	Syaf.g_01846	Prad.g_00196
OG0000705	Syaf.g_01853	Prad.g_00192
OG0000706	Syaf.g_01854	Prad.g_00191
OG0000707	Syaf.g_01855	Prad.g_00190
OG0000708	Syaf.g_01858	Prad.g_00189
OG0000709	Syaf.g_01867	Prad.g_00185
OG0000710	Syaf.g_01878	Prad.g_00182
OG0000711	Syaf.g_01908	Prad.g_00165
OG0000712	Syaf.g_01910	Prad.g_00163
OG0000713	Syaf.g_01911	Prad.g_00162
OG0000714	Syaf.g_01913	Prad.g_00161
OG0000715	Syaf.g_01915	Prad.g_00159
OG0000716	Syaf.g_01919	Prad.g_00157
OG0000717	Syaf.g_01920	Prad.g_00156
OG0000718	Syaf.g_01924	Prad.g_00144
OG0000719	Syaf.g_01926	Prad.g_00142
OG0000720	Syaf.g_01939	Prad.g_01039
OG0000721	Syaf.g_01941	Prad.g_01037
OG0000722	Syaf.g_01942	Prad.g_01036
OG0000723	Syaf.g_01957	Prad.g_01033
OG0000724	Syaf.g_01418	Prad.g_01023
OG0000725	Syaf.g_01445	Prad.g_01017
OG0000726	Syaf.g_01446	Prad.g_01016
OG0000727	Syaf.g_01447	Prad.g_01015
OG0000728	Syaf.g_01449	Prad.g_01013
OG0000729	Syaf.g_00405	Prad.g_00970
OG0000730	Syaf.g_00026	Prad.g_00635
OG0000731	Syaf.g_00014	Prad.g_00639
OG0000732	Syaf.g_00444	Prad.g_00649
OG0000733	Syaf.g_00615	Prad.g_01988
OG0000734	Syaf.g_00895	Prad.g_01511
OG0000735	Syaf.g_01273	Prad.g_01509
OG0000736	Syaf.g_01274	Prad.g_01508
OG0000737	Syaf.g_01275	Prad.g_01507
OG0000738	Syaf.g_01280	Prad.g_01503
OG0000739	Syaf.g_01281	Prad.g_01502
OG0000740	Syaf.g_01282	Prad.g_01501
OG0000741	Syaf.g_01285	Prad.g_01500
OG0000742	Syaf.g_01287	Prad.g_01497
OG0000743	Syaf.g_01289	Prad.g_01495
OG0000744	Syaf.g_01290	Prad.g_01494
OG0000745	Syaf.g_01293	Prad.g_01493
OG0000746	Syaf.g_01295	Prad.g_01491
OG0000747	Syaf.g_01296	Prad.g_01490
OG0000748	Syaf.g_01307	Prad.g_01487
OG0000749	Syaf.g_01309	Prad.g_01486
OG0000750	Syaf.g_01310	Prad.g_01485
OG0000751	Syaf.g_01317	Prad.g_01483
OG0000752	Syaf.g_01319	Prad.g_01481
OG0000753	Syaf.g_01322	Prad.g_01478
OG0000754	Syaf.g_01611	Prad.g_01475
OG0000755	Syaf.g_01599	Prad.g_01472
OG0000756	Syaf.g_01598	Prad.g_01470, Prad.g_01471
OG0000757	Syaf.g_01590	Prad.g_01464
OG0000758	Syaf.g_01589	Prad.g_01463
OG0000759	Syaf.g_01588	Prad.g_01462
OG0000760	Syaf.g_01587	Prad.g_01461
OG0000761	Syaf.g_01586	Prad.g_01460
OG0000762	Syaf.g_01584	Prad.g_01459
OG0000763	Syaf.g_01582	Prad.g_01457
OG0000764	Syaf.g_01581	Prad.g_01456
OG0000765	Syaf.g_01564	Prad.g_01447
OG0000766	Syaf.g_01563	Prad.g_01446
OG0000767	Syaf.g_01561	Prad.g_01444
OG0000768	Syaf.g_01560	Prad.g_01443
OG0000769	Syaf.g_01558	Prad.g_01441
OG0000770	Syaf.g_01553	Prad.g_01439
OG0000771	Syaf.g_01411	Prad.g_00076
OG0000772	Syaf.g_01705	Prad.g_00341
OG0000773	Syaf.g_01268	Prad.g_00361
OG0000774	Syaf.g_01263	Prad.g_00363
OG0000775	Syaf.g_01261	Prad.g_00365
OG0000776	Syaf.g_01260	Prad.g_00366
OG0000777	Syaf.g_01259	Prad.g_00631
OG0000778	Syaf.g_01258	Prad.g_00630
OG0000779	Syaf.g_01252	Prad.g_00626
OG0000780	Syaf.g_01249	Prad.g_00625
OG0000781	Syaf.g_01245	Prad.g_00622
OG0000782	Syaf.g_01244	Prad.g_00621
OG0000783	Syaf.g_01243	Prad.g_00620
OG0000784	Syaf.g_01242	Prad.g_00619
OG0000785	Syaf.g_01240	Prad.g_00617
OG0000786	Syaf.g_02546	Prad.g_00615
OG0000787	Syaf.g_02547	Prad.g_00614
OG0000788	Syaf.g_02297	Prad.g_00607
OG0000789	Syaf.g_01750	Prad.g_00604
OG0000790	Syaf.g_02738	Prad.g_00589
OG0000791	Syaf.g_02740	Prad.g_00587
OG0000792	Syaf.g_02741	Prad.g_00586
OG0000793	Syaf.g_02746	Prad.g_00583
OG0000794	Syaf.g_02747	Prad.g_00582
OG0000795	Syaf.g_02748	Prad.g_00581
OG0000796	Syaf.g_02752	Prad.g_00577
OG0000797	Syaf.g_02753	Prad.g_00576
OG0000799	Syaf.g_02380	Prad.g_00533
OG0000800	Syaf.g_02383	Prad.g_00532
OG0000801	Syaf.g_02384	Prad.g_00531
OG0000802	Syaf.g_02388	Prad.g_00529
OG0000803	Syaf.g_02393	Prad.g_00527
OG0000804	Syaf.g_02396	Prad.g_00526
OG0000805	Syaf.g_02398	Prad.g_00524
OG0000806	Syaf.g_02405	Prad.g_00522
OG0000807	Syaf.g_02406	Prad.g_00521
OG0000808	Syaf.g_02407	Prad.g_00520
OG0000809	Syaf.g_02410	Prad.g_00517
OG0000810	Syaf.g_02411	Prad.g_00516
OG0000811	Syaf.g_02420	Prad.g_00512
OG0000812	Syaf.g_02422	Prad.g_00510
OG0000813	Syaf.g_02423	Prad.g_00509
OG0000814	Syaf.g_02425	Prad.g_00507
OG0000815	Syaf.g_02426	Prad.g_00506
OG0000816	Syaf.g_02428	Prad.g_00504
OG0000817	Syaf.g_02429	Prad.g_00503
OG0000818	Syaf.g_02442	Prad.g_00498
OG0000819	Syaf.g_02443	Prad.g_00497
OG0000820	Syaf.g_02444	Prad.g_00496
OG0000821	Syaf.g_02450	Prad.g_00491
OG0000822	Syaf.g_02452	Prad.g_00490
OG0000823	Syaf.g_02453	Prad.g_00489
OG0000824	Syaf.g_02459	Prad.g_00486
OG0000825	Syaf.g_02460	Prad.g_00485
OG0000826	Syaf.g_02461	Prad.g_00484
OG0000827	Syaf.g_02462	Prad.g_00483
OG0000828	Syaf.g_02465	Prad.g_00480
OG0000829	Syaf.g_02466	Prad.g_00479
OG0000830	Syaf.g_02467	Prad.g_00478
OG0000831	Syaf.g_02470	Prad.g_00476
OG0000832	Syaf.g_01109	Prad.g_00470
OG0000833	Syaf.g_01100	Prad.g_00462
OG0000834	Syaf.g_01098	Prad.g_00461
OG0000835	Syaf.g_01097	Prad.g_00460
OG0000836	Syaf.g_01093	Prad.g_00459
OG0000837	Syaf.g_01091	Prad.g_00458
OG0000838	Syaf.g_01087	Prad.g_00456
OG0000839	Syaf.g_01086	Prad.g_00455
OG0000840	Syaf.g_01085	Prad.g_00454
OG0000841	Syaf.g_01084	Prad.g_00453
OG0000842	Syaf.g_01083	Prad.g_00452
OG0000843	Syaf.g_01082	Prad.g_00451
OG0000844	Syaf.g_01080	Prad.g_00450
OG0000845	Syaf.g_01079	Prad.g_00449
OG0000846	Syaf.g_01078	Prad.g_00448
OG0000847	Syaf.g_01077	Prad.g_00447
OG0000848	Syaf.g_01075	Prad.g_00446
OG0000849	Syaf.g_01074	Prad.g_00445
OG0000850	Syaf.g_01072	Prad.g_00443
OG0000851	Syaf.g_01061	Prad.g_00442
OG0000852	Syaf.g_01060	Prad.g_00441
OG0000853	Syaf.g_01056	Prad.g_00437
OG0000854	Syaf.g_01054	Prad.g_00435
OG0000855	Syaf.g_01053	Prad.g_00434
OG0000856	Syaf.g_02328	Prad.g_00419
OG0000857	Syaf.g_02031	Prad.g_00388
OG0000858	Syaf.g_01047	Prad.g_00947
OG0000859	Syaf.g_01046	Prad.g_00946
OG0000860	Syaf.g_01031	Prad.g_00939
OG0000861	Syaf.g_01030	Prad.g_00938
OG0000862	Syaf.g_01029	Prad.g_00937
OG0000863	Syaf.g_01026	Prad.g_00935
OG0000864	Syaf.g_01025	Prad.g_00934
OG0000865	Syaf.g_01024	Prad.g_00933
OG0000866	Syaf.g_01023	Prad.g_00932
OG0000867	Syaf.g_01022	Prad.g_00931
OG0000868	Syaf.g_01019	Prad.g_00930
OG0000869	Syaf.g_01014	Prad.g_00926
OG0000870	Syaf.g_01009	Prad.g_00921
OG0000871	Syaf.g_01008	Prad.g_00920
OG0000872	Syaf.g_01001	Prad.g_00919
OG0000873	Syaf.g_00998	Prad.g_00916
OG0000874	Syaf.g_01002	Prad.g_00913
OG0000875	Syaf.g_00996	Prad.g_00912
OG0000876	Syaf.g_01198	Prad.g_00911
OG0000877	Syaf.g_01188	Prad.g_00909
OG0000878	Syaf.g_01187	Prad.g_00908
OG0000879	Syaf.g_01186	Prad.g_00907
OG0000880	Syaf.g_01185	Prad.g_00906
OG0000881	Syaf.g_01179	Prad.g_00902
OG0000882	Syaf.g_01174	Prad.g_00897
OG0000883	Syaf.g_01172	Prad.g_00895
OG0000884	Syaf.g_01170	Prad.g_00893
OG0000885	Syaf.g_01169	Prad.g_00892
OG0000886	Syaf.g_01168	Prad.g_00891
OG0000887	Syaf.g_01167	Prad.g_00890
OG0000888	Syaf.g_01165	Prad.g_00888
OG0000889	Syaf.g_01163	Prad.g_00886
OG0000890	Syaf.g_01157	Prad.g_00885
OG0000891	Syaf.g_01156	Prad.g_00884
OG0000892	Syaf.g_01154	Prad.g_00882
OG0000893	Syaf.g_00178	Prad.g_00879
OG0000894	Syaf.g_00175	Prad.g_00877
OG0000895	Syaf.g_00171	Prad.g_00874
OG0000896	Syaf.g_00170	Prad.g_00873
OG0000897	Syaf.g_00168	Prad.g_00871
OG0000898	Syaf.g_00167	Prad.g_00870
OG0000899	Syaf.g_00166	Prad.g_00869
OG0000900	Syaf.g_00165	Prad.g_00868
OG0000901	Syaf.g_00160	Prad.g_00865
OG0000902	Syaf.g_00158	Prad.g_00863
OG0000903	Syaf.g_00141	Prad.g_00860
OG0000904	Syaf.g_00146	Prad.g_00858
OG0000905	Syaf.g_00151	Prad.g_00853
OG0000906	Syaf.g_00154	Prad.g_00852
OG0000907	Syaf.g_00139	Prad.g_00849
OG0000908	Syaf.g_00136	Prad.g_00846
OG0000909	Syaf.g_00135	Prad.g_00845
OG0000910	Syaf.g_00134	Prad.g_00844
OG0000911	Syaf.g_00132	Prad.g_00842
OG0000912	Syaf.g_00131	Prad.g_00841
OG0000913	Syaf.g_00130	Prad.g_00840
OG0000914	Syaf.g_00129	Prad.g_00839
OG0000915	Syaf.g_00127	Prad.g_00838
OG0000916	Syaf.g_00126	Prad.g_00837
OG0000917	Syaf.g_00125	Prad.g_00836
OG0000918	Syaf.g_00124	Prad.g_00835
OG0000919	Syaf.g_00123	Prad.g_00834
OG0000920	Syaf.g_00122	Prad.g_00833
OG0000921	Syaf.g_00121	Prad.g_00832
OG0000922	Syaf.g_00120	Prad.g_00831
OG0000923	Syaf.g_00116	Prad.g_00827
OG0000924	Syaf.g_00115	Prad.g_00826
OG0000925	Syaf.g_00114	Prad.g_00825
OG0000926	Syaf.g_00113	Prad.g_00824
OG0000927	Syaf.g_00111	Prad.g_00822
OG0000928	Syaf.g_00110	Prad.g_00821
OG0000929	Syaf.g_00109	Prad.g_00820
OG0000930	Syaf.g_00108	Prad.g_00819
OG0000931	Syaf.g_00107	Prad.g_00818
OG0000932	Syaf.g_00106	Prad.g_00817
OG0000933	Syaf.g_00100	Prad.g_00813
OG0000934	Syaf.g_00098	Prad.g_00811
OG0000935	Syaf.g_00097	Prad.g_00810
OG0000936	Syaf.g_00096	Prad.g_00809
OG0000937	Syaf.g_00095	Prad.g_00808
OG0000938	Syaf.g_00092	Prad.g_00806
OG0000939	Syaf.g_00091	Prad.g_00805
OG0000940	Syaf.g_00084	Prad.g_00798
OG0000941	Syaf.g_00082	Prad.g_00796
OG0000942	Syaf.g_00080	Prad.g_00794
OG0000943	Syaf.g_00079	Prad.g_00793
OG0000944	Syaf.g_00077	Prad.g_00792
OG0000945	Syaf.g_00075	Prad.g_00791
OG0000946	Syaf.g_00070	Prad.g_00787
OG0000947	Syaf.g_00067	Prad.g_00785
OG0000948	Syaf.g_00066	Prad.g_00784
OG0000949	Syaf.g_00337	Prad.g_00781
OG0000950	Syaf.g_00351	Prad.g_00776
OG0000951	Syaf.g_00358	Prad.g_00772
OG0000952	Syaf.g_00363	Prad.g_00768
OG0000953	Syaf.g_00367	Prad.g_00765
OG0000954	Syaf.g_00372	Prad.g_01641
OG0000955	Syaf.g_00373	Prad.g_01640
OG0000956	Syaf.g_00375	Prad.g_01638
OG0000957	Syaf.g_00386	Prad.g_01633
OG0000958	Syaf.g_00387	Prad.g_01632
OG0000959	Syaf.g_00391	Prad.g_01628
OG0000960	Syaf.g_00392	Prad.g_01627
OG0000961	Syaf.g_00402	Prad.g_01625
OG0000962	Syaf.g_00404	Prad.g_01623
OG0000963	Syaf.g_00409	Prad.g_01620
OG0000964	Syaf.g_00410	Prad.g_01619
OG0000965	Syaf.g_00411	Prad.g_01618
OG0000966	Syaf.g_00421	Prad.g_01611
OG0000967	Syaf.g_00426	Prad.g_01607
OG0000968	Syaf.g_00417	Prad.g_01605
OG0000969	Syaf.g_00423	Prad.g_01604
OG0000970	Syaf.g_00424	Prad.g_01603
OG0000971	Syaf.g_00429	Prad.g_01602
OG0000972	Syaf.g_00430	Prad.g_01601
OG0000973	Syaf.g_00431	Prad.g_01600
OG0000974	Syaf.g_00432	Prad.g_01599
OG0000975	Syaf.g_00433	Prad.g_01598
OG0000976	Syaf.g_00434	Prad.g_01597
OG0000977	Syaf.g_00436	Prad.g_01596
OG0000978	Syaf.g_00437	Prad.g_01595
OG0000979	Syaf.g_00440	Prad.g_01592
OG0000980	Syaf.g_00443	Prad.g_01590
OG0000981	Syaf.g_00446	Prad.g_01588
OG0000982	Syaf.g_00645	Prad.g_01586
OG0000983	Syaf.g_00644	Prad.g_01585
OG0000984	Syaf.g_00643	Prad.g_01584
OG0000985	Syaf.g_00641	Prad.g_01581
OG0000986	Syaf.g_00639	Prad.g_01579
OG0000987	Syaf.g_00637	Prad.g_01578
OG0000988	Syaf.g_00633	Prad.g_01575
OG0000989	Syaf.g_00624	Prad.g_01571
OG0000990	Syaf.g_00606	Prad.g_01568
OG0000991	Syaf.g_00604	Prad.g_01567
OG0000992	Syaf.g_00601	Prad.g_01565
OG0000993	Syaf.g_00600	Prad.g_01564
OG0000994	Syaf.g_00597	Prad.g_01563
OG0000995	Syaf.g_00592	Prad.g_01559
OG0000996	Syaf.g_00543	Prad.g_01558
OG0000997	Syaf.g_00532	Prad.g_01557
OG0000998	Syaf.g_00530	Prad.g_01555
OG0000999	Syaf.g_00529	Prad.g_01554
OG0001000	Syaf.g_00526	Prad.g_01551
OG0001001	Syaf.g_00521	Prad.g_01549
OG0001002	Syaf.g_00515	Prad.g_01545
OG0001003	Syaf.g_00514	Prad.g_01544
OG0001004	Syaf.g_00513	Prad.g_01543
OG0001005	Syaf.g_00510	Prad.g_01542
OG0001006	Syaf.g_00500	Prad.g_01538
OG0001007	Syaf.g_00498	Prad.g_01536
OG0001008	Syaf.g_01215	Prad.g_00070
OG0001009	Syaf.g_00466	Prad.g_01959
OG0001010	Syaf.g_00465	Prad.g_01958
OG0001011	Syaf.g_00463	Prad.g_01957
OG0001012	Syaf.g_00649	Prad.g_01944
OG0001013	Syaf.g_00669	Prad.g_01938
OG0001014	Syaf.g_00691	Prad.g_01935
OG0001015	Syaf.g_00692	Prad.g_01934
OG0001016	Syaf.g_00958	Prad.g_01920
OG0001017	Syaf.g_00952	Prad.g_01916
OG0001018	Syaf.g_00950	Prad.g_01913
OG0001019	Syaf.g_00931	Prad.g_01904
OG0001020	Syaf.g_00926	Prad.g_01903
OG0001021	Syaf.g_00922	Prad.g_01902
OG0001022	Syaf.g_00918	Prad.g_01899
OG0001023	Syaf.g_00917	Prad.g_01898
OG0001024	Syaf.g_00913	Prad.g_01895
OG0001025	Syaf.g_00906	Prad.g_01889
OG0001026	Syaf.g_00893	Prad.g_01882
OG0001027	Syaf.g_00884	Prad.g_01881
OG0001028	Syaf.g_00882	Prad.g_01879
OG0001029	Syaf.g_00880	Prad.g_01878
OG0001030	Syaf.g_00860	Prad.g_01863
OG0001031	Syaf.g_00784	Prad.g_01805
OG0001032	Syaf.g_00781	Prad.g_01804
OG0001034	Syaf.g_02787	Prad.g_01755
OG0001035	Syaf.g_00207	Prad.g_01737
OG0001036	Syaf.g_00212	Prad.g_01732
OG0001037	Syaf.g_00214	Prad.g_01731
OG0001038	Syaf.g_00242	Prad.g_01713
OG0001039	Syaf.g_00245	Prad.g_01710
OG0001040	Syaf.g_00248	Prad.g_01708
OG0001041	Syaf.g_00253	Prad.g_01704
OG0001042	Syaf.g_00275	Prad.g_01687
OG0001043	Syaf.g_00279	Prad.g_01686
OG0001044	Syaf.g_00024	Prad.g_01658
OG0001045	Syaf.g_00011	Prad.g_01649
OG0001046	Syaf.g_01894	Prad.g_00730
OG0001047	Syaf.g_01217	Prad.g_00068
OG0001048	Syaf.g_01218	Prad.g_00067
OG0001049	Syaf.g_01226	Prad.g_00065
OG0001050	Syaf.g_01227	Prad.g_00064
OG0001051	Syaf.g_01228	Prad.g_00063
OG0001052	Syaf.g_02502	Prad.g_00036
OG0001053	Syaf.g_02718	Prad.g_00024
OG0001054	Syaf.g_02701	Prad.g_00131
OG0001056	Syaf.g_02649	Prad.g_00093
OG0001057	Syaf.g_02638	Prad.g_01331
OG0001058	Syaf.g_02624	Prad.g_01339
OG0001059	Syaf.g_02620	Prad.g_01343
OG0001060	Syaf.g_02614	Prad.g_01350
OG0001061	Syaf.g_02590	Prad.g_01363
OG0001062	Syaf.g_02588	Prad.g_01365
OG0001063	Syaf.g_02583	Prad.g_01367
OG0001064	Syaf.g_02582	Prad.g_01368
OG0001065	Syaf.g_02581	Prad.g_01369
OG0001066	Syaf.g_02580	Prad.g_01370
OG0001067	Syaf.g_02579	Prad.g_01371
OG0001068	Syaf.g_02578	Prad.g_01372
OG0001069	Syaf.g_02577	Prad.g_01373
OG0001070	Syaf.g_02574	Prad.g_01376
OG0001071	Syaf.g_02573	Prad.g_01377
OG0001072	Syaf.g_02569	Prad.g_01379
OG0001073	Syaf.g_02555	Prad.g_01393
OG0001074	Syaf.g_02365	Prad.g_01404
OG0001075	Syaf.g_02363	Prad.g_01405
OG0001076	Syaf.g_02337	Prad.g_01413
OG0001077	Syaf.g_02325	Prad.g_01417
OG0001078	Syaf.g_02309	Prad.g_01425
OG0001079	Syaf.g_02296	Prad.g_01221
OG0001080	Syaf.g_01740	Prad.g_01227
OG0001081	Syaf.g_02144	Prad.g_01229
OG0001082	Syaf.g_02143	Prad.g_01230
OG0001083	Syaf.g_02136	Prad.g_01235
OG0001084	Syaf.g_02135	Prad.g_01236
OG0001085	Syaf.g_02125	Prad.g_01244
OG0001086	Syaf.g_02123	Prad.g_01245
OG0001087	Syaf.g_01482	Prad.g_01262
OG0001088	Syaf.g_01478	Prad.g_01263
OG0001089	Syaf.g_01453	Prad.g_01271
OG0001090	Syaf.g_01981	Prad.g_01050
OG0001091	Syaf.g_01979	Prad.g_01052
OG0001092	Syaf.g_01977	Prad.g_01053
OG0001093	Syaf.g_01971	Prad.g_01058
OG0001094	Syaf.g_02055	Prad.g_01140
OG0001095	Syaf.g_02034	Prad.g_01159
OG0001096	Syaf.g_02018	Prad.g_01172
OG0001097	Syaf.g_01373	Prad.g_00303
OG0001098	Syaf.g_01743	Prad.g_00288
OG0001099	Syaf.g_00881	Prad.g_00256
OG0001100	Syaf.g_02110	Prad.g_00252
OG0001101	Syaf.g_02109	Prad.g_00250
OG0001102	Syaf.g_02106	Prad.g_00248
OG0001103	Syaf.g_02104	Prad.g_00246
OG0001104	Syaf.g_02071	Prad.g_00223
OG0001105	Syaf.g_02067	Prad.g_00219
OG0001106	Syaf.g_01847	Prad.g_00195
OG0001107	Syaf.g_01859	Prad.g_00188
OG0001108	Syaf.g_01868	Prad.g_00184
OG0001109	Syaf.g_01877	Prad.g_00183
OG0001110	Syaf.g_01879	Prad.g_00181
OG0001111	Syaf.g_01881	Prad.g_00180
OG0001112	Syaf.g_01883	Prad.g_00179
OG0001113	Syaf.g_01884	Prad.g_00178
OG0001114	Syaf.g_01885	Prad.g_00177
OG0001115	Syaf.g_01889	Prad.g_00175
OG0001116	Syaf.g_01891	Prad.g_00174
OG0001117	Syaf.g_01892	Prad.g_00173
OG0001118	Syaf.g_01893	Prad.g_00172
OG0001119	Syaf.g_01895	Prad.g_00171
OG0001120	Syaf.g_01899	Prad.g_00169
OG0001122	Syaf.g_01927	Prad.g_00141
OG0001123	Syaf.g_01934	Prad.g_00137
OG0001124	Syaf.g_01936	Prad.g_00135
OG0001125	Syaf.g_01938	Prad.g_00134
OG0001126	Syaf.g_01409	Prad.g_01030
OG0001127	Syaf.g_01410	Prad.g_01029
OG0001128	Syaf.g_01413	Prad.g_01026
OG0001129	Syaf.g_01415	Prad.g_01025
OG0001130	Syaf.g_01416	Prad.g_01024
OG0001131	Syaf.g_02090	Prad.g_00990
OG0001132	Syaf.g_01722	Prad.g_00981
OG0001133	Syaf.g_02334	Prad.g_00655
