Orthogroup	Syaf	Prbh
OG0000546	Syaf.g_02684	Prbh.g_00317
OG0000547	Syaf.g_02682	Prbh.g_00315
OG0000548	Syaf.g_02681	Prbh.g_00314
OG0000549	Syaf.g_02676	Prbh.g_00311
OG0000550	Syaf.g_02671	Prbh.g_00306
OG0000551	Syaf.g_02666	Prbh.g_00303
OG0000552	Syaf.g_02665	Prbh.g_00302
OG0000553	Syaf.g_02663	Prbh.g_00301
OG0000554	Syaf.g_02653	Prbh.g_00295
OG0000555	Syaf.g_02635	Prbh.g_00288
OG0000556	Syaf.g_02630	Prbh.g_00286
OG0000557	Syaf.g_02628	Prbh.g_00285
OG0000558	Syaf.g_02626	Prbh.g_00283
OG0000559	Syaf.g_02622	Prbh.g_00279
OG0000560	Syaf.g_02619	Prbh.g_00276
OG0000561	Syaf.g_02618	Prbh.g_00275
OG0000562	Syaf.g_02617	Prbh.g_00274
OG0000563	Syaf.g_02616	Prbh.g_00273
OG0000564	Syaf.g_02615	Prbh.g_00272
OG0000565	Syaf.g_02612	Prbh.g_00269
OG0000566	Syaf.g_02608	Prbh.g_00265
OG0000567	Syaf.g_02604	Prbh.g_00261
OG0000568	Syaf.g_02599	Prbh.g_00260
OG0000569	Syaf.g_02596	Prbh.g_00259
OG0000570	Syaf.g_02595	Prbh.g_00258
OG0000571	Syaf.g_02591	Prbh.g_00256
OG0000572	Syaf.g_02575	Prbh.g_00244
OG0000573	Syaf.g_02567	Prbh.g_00238
OG0000574	Syaf.g_02566	Prbh.g_00237
OG0000575	Syaf.g_02562	Prbh.g_00233
OG0000576	Syaf.g_02560	Prbh.g_00231
OG0000577	Syaf.g_02559	Prbh.g_00230
OG0000578	Syaf.g_02558	Prbh.g_00229
OG0000579	Syaf.g_02557	Prbh.g_00228
OG0000580	Syaf.g_02556	Prbh.g_00227
OG0000581	Syaf.g_02550	Prbh.g_00224
OG0000582	Syaf.g_02374	Prbh.g_00221
OG0000583	Syaf.g_02373	Prbh.g_00220
OG0000584	Syaf.g_02372	Prbh.g_00219
OG0000585	Syaf.g_02370	Prbh.g_00217
OG0000586	Syaf.g_02369	Prbh.g_00216
OG0000587	Syaf.g_02367	Prbh.g_00215
OG0000588	Syaf.g_02350	Prbh.g_01465
OG0000589	Syaf.g_02340	Prbh.g_01462
OG0000590	Syaf.g_02339	Prbh.g_01461
OG0000591	Syaf.g_02331	Prbh.g_01457
OG0000592	Syaf.g_02330	Prbh.g_01456
OG0000593	Syaf.g_02314	Prbh.g_01221
OG0000594	Syaf.g_02313	Prbh.g_01220
OG0000595	Syaf.g_02312	Prbh.g_01219
OG0000596	Syaf.g_02307	Prbh.g_01216
OG0000597	Syaf.g_02304	Prbh.g_01213
OG0000598	Syaf.g_02303	Prbh.g_01212
OG0000599	Syaf.g_02300	Prbh.g_01209
OG0000600	Syaf.g_02299	Prbh.g_01208
OG0000601	Syaf.g_02298	Prbh.g_01207
OG0000602	Syaf.g_02293	Prbh.g_01205
OG0000603	Syaf.g_02292	Prbh.g_01204
OG0000604	Syaf.g_02289	Prbh.g_01203
OG0000605	Syaf.g_01734	Prbh.g_01202
OG0000606	Syaf.g_02145	Prbh.g_01199
OG0000607	Syaf.g_02142	Prbh.g_01196
OG0000608	Syaf.g_02141	Prbh.g_01195
OG0000609	Syaf.g_02139	Prbh.g_01194
OG0000610	Syaf.g_02132	Prbh.g_01188
OG0000611	Syaf.g_02129	Prbh.g_01185
OG0000612	Syaf.g_02128	Prbh.g_01184
OG0000613	Syaf.g_00315	Prbh.g_00907
OG0000614	Syaf.g_01469	Prbh.g_00928
OG0000615	Syaf.g_02085	Prbh.g_00939
OG0000616	Syaf.g_00518	Prbh.g_01487
OG0000617	Syaf.g_01975	Prbh.g_01167
OG0000618	Syaf.g_01974	Prbh.g_01166
OG0000619	Syaf.g_01973	Prbh.g_01165
OG0000620	Syaf.g_01966	Prbh.g_01162
OG0000621	Syaf.g_01965	Prbh.g_01161
OG0000622	Syaf.g_01964	Prbh.g_01160
OG0000623	Syaf.g_01963	Prbh.g_01159
OG0000624	Syaf.g_01961	Prbh.g_01157
OG0000625	Syaf.g_01960	Prbh.g_01156
OG0000626	Syaf.g_01959	Prbh.g_01155
OG0000627	Syaf.g_01782	Prbh.g_01154
OG0000628	Syaf.g_01783	Prbh.g_01153
OG0000629	Syaf.g_01786	Prbh.g_01151
OG0000630	Syaf.g_01790	Prbh.g_01148
OG0000631	Syaf.g_01801	Prbh.g_01056
OG0000632	Syaf.g_01802	Prbh.g_01057
OG0000633	Syaf.g_01803	Prbh.g_01058
OG0000634	Syaf.g_02053	Prbh.g_00949
OG0000635	Syaf.g_02052	Prbh.g_00950
OG0000636	Syaf.g_02050	Prbh.g_00952
OG0000637	Syaf.g_02048	Prbh.g_00954
OG0000638	Syaf.g_02047	Prbh.g_00955
OG0000639	Syaf.g_02046	Prbh.g_00956
OG0000640	Syaf.g_02045	Prbh.g_00957
OG0000641	Syaf.g_02041	Prbh.g_00961
OG0000642	Syaf.g_02040	Prbh.g_00962
OG0000643	Syaf.g_02038	Prbh.g_00963
OG0000644	Syaf.g_02037	Prbh.g_00964
OG0000645	Syaf.g_02035	Prbh.g_00965
OG0000646	Syaf.g_02032	Prbh.g_00967
OG0000647	Syaf.g_02030	Prbh.g_00969
OG0000648	Syaf.g_02027	Prbh.g_00971
OG0000649	Syaf.g_02026	Prbh.g_00972
OG0000650	Syaf.g_02025	Prbh.g_00973
OG0000651	Syaf.g_02024	Prbh.g_00974
OG0000652	Syaf.g_02023	Prbh.g_00975
OG0000653	Syaf.g_02021	Prbh.g_00977
OG0000654	Syaf.g_02020	Prbh.g_00978
OG0000655	Syaf.g_02019	Prbh.g_00979
OG0000656	Syaf.g_02016	Prbh.g_00982
OG0000657	Syaf.g_01384	Prbh.g_00989
OG0000658	Syaf.g_01381	Prbh.g_00991
OG0000659	Syaf.g_01380	Prbh.g_00992
OG0000660	Syaf.g_01376	Prbh.g_00996
OG0000661	Syaf.g_01374	Prbh.g_00998
OG0000662	Syaf.g_01372	Prbh.g_01001
OG0000663	Syaf.g_01369	Prbh.g_01003
OG0000664	Syaf.g_01368	Prbh.g_01004
OG0000665	Syaf.g_00980	Prbh.g_01010
OG0000666	Syaf.g_01733	Prbh.g_01011
OG0000667	Syaf.g_01635	Prbh.g_01015
OG0000668	Syaf.g_01928	Prbh.g_00857
OG0000669	Syaf.g_02112	Prbh.g_00868
OG0000670	Syaf.g_02769	Prbh.g_00871
OG0000671	Syaf.g_02108	Prbh.g_00873
OG0000672	Syaf.g_02105	Prbh.g_00876
OG0000673	Syaf.g_02102	Prbh.g_00879
OG0000674	Syaf.g_02100	Prbh.g_00881
OG0000675	Syaf.g_02099	Prbh.g_00882
OG0000676	Syaf.g_02097	Prbh.g_00884
OG0000677	Syaf.g_02096	Prbh.g_00885
OG0000678	Syaf.g_02092	Prbh.g_00887
OG0000679	Syaf.g_02083	Prbh.g_00891
OG0000680	Syaf.g_02082	Prbh.g_00892
OG0000681	Syaf.g_02079	Prbh.g_00895
OG0000682	Syaf.g_02078	Prbh.g_00896
OG0000683	Syaf.g_02077	Prbh.g_00897
OG0000684	Syaf.g_02072	Prbh.g_00898
OG0000685	Syaf.g_02070	Prbh.g_00900
OG0000686	Syaf.g_02069	Prbh.g_00901
OG0000687	Syaf.g_02068	Prbh.g_00902
OG0000688	Syaf.g_02063	Prbh.g_01179
OG0000689	Syaf.g_02061	Prbh.g_01178
OG0000690	Syaf.g_02060	Prbh.g_01177
OG0000691	Syaf.g_02059	Prbh.g_01176
OG0000692	Syaf.g_02058	Prbh.g_01174
OG0000693	Syaf.g_02057	Prbh.g_01173
OG0000694	Syaf.g_02056	Prbh.g_01172
OG0000695	Syaf.g_01805	Prbh.g_01060
OG0000696	Syaf.g_01806	Prbh.g_01061
OG0000697	Syaf.g_01808	Prbh.g_01062
OG0000698	Syaf.g_01811	Prbh.g_01065
OG0000699	Syaf.g_01813	Prbh.g_01066
OG0000700	Syaf.g_01814	Prbh.g_01067
OG0000701	Syaf.g_01815	Prbh.g_01068
OG0000702	Syaf.g_01843	Prbh.g_01070
OG0000703	Syaf.g_01844	Prbh.g_01071
OG0000704	Syaf.g_01846	Prbh.g_01073
OG0000705	Syaf.g_01853	Prbh.g_01079
OG0000706	Syaf.g_01854	Prbh.g_01080
OG0000707	Syaf.g_01855	Prbh.g_01081
OG0000708	Syaf.g_01858	Prbh.g_01083
OG0000709	Syaf.g_01867	Prbh.g_01087
OG0000710	Syaf.g_01878	Prbh.g_01090
OG0000711	Syaf.g_01908	Prbh.g_01106
OG0000712	Syaf.g_01910	Prbh.g_01107
OG0000713	Syaf.g_01911	Prbh.g_01108
OG0000714	Syaf.g_01913	Prbh.g_01109
OG0000715	Syaf.g_01915	Prbh.g_01111
OG0000716	Syaf.g_01919	Prbh.g_01113
OG0000717	Syaf.g_01920	Prbh.g_01114
OG0000718	Syaf.g_01924	Prbh.g_01116
OG0000719	Syaf.g_01926	Prbh.g_01118
OG0000720	Syaf.g_01939	Prbh.g_01129
OG0000721	Syaf.g_01941	Prbh.g_01133
OG0000722	Syaf.g_01942	Prbh.g_01134
OG0000723	Syaf.g_01957	Prbh.g_01138
OG0000724	Syaf.g_01418	Prbh.g_01036
OG0000725	Syaf.g_01445	Prbh.g_01030
OG0000726	Syaf.g_01446	Prbh.g_01029
OG0000727	Syaf.g_01447	Prbh.g_01028
OG0000728	Syaf.g_01449	Prbh.g_01026
OG0000729	Syaf.g_00405	Prbh.g_01351
OG0000730	Syaf.g_00026	Prbh.g_01325
OG0000731	Syaf.g_00014	Prbh.g_00432
OG0000733	Syaf.g_00615	Prbh.g_01867
OG0000734	Syaf.g_00895	Prbh.g_01299
OG0000735	Syaf.g_01273	Prbh.g_01297
OG0000736	Syaf.g_01274	Prbh.g_01296
OG0000737	Syaf.g_01275	Prbh.g_01295
OG0000738	Syaf.g_01280	Prbh.g_01291
OG0000739	Syaf.g_01281	Prbh.g_01290
OG0000740	Syaf.g_01282	Prbh.g_01289
OG0000741	Syaf.g_01285	Prbh.g_01287
OG0000742	Syaf.g_01287	Prbh.g_01284
OG0000743	Syaf.g_01289	Prbh.g_01282
OG0000744	Syaf.g_01290	Prbh.g_01280
OG0000745	Syaf.g_01293	Prbh.g_01279
OG0000746	Syaf.g_01295	Prbh.g_01277
OG0000747	Syaf.g_01296	Prbh.g_01276
OG0000748	Syaf.g_01307	Prbh.g_01272
OG0000749	Syaf.g_01309	Prbh.g_01271
OG0000750	Syaf.g_01310	Prbh.g_01270
OG0000751	Syaf.g_01317	Prbh.g_01267
OG0000752	Syaf.g_01319	Prbh.g_01265
OG0000753	Syaf.g_01322	Prbh.g_01262
OG0000754	Syaf.g_01611	Prbh.g_01260
OG0000755	Syaf.g_01599	Prbh.g_01254
OG0000756	Syaf.g_01598	Prbh.g_01253
OG0000757	Syaf.g_01590	Prbh.g_01246
OG0000758	Syaf.g_01589	Prbh.g_01245
OG0000759	Syaf.g_01588	Prbh.g_01244
OG0000760	Syaf.g_01587	Prbh.g_01243
OG0000761	Syaf.g_01586	Prbh.g_01242
OG0000762	Syaf.g_01584	Prbh.g_01241
OG0000763	Syaf.g_01582	Prbh.g_01239
OG0000764	Syaf.g_01581	Prbh.g_01238
OG0000765	Syaf.g_01564	Prbh.g_01230
OG0000766	Syaf.g_01563	Prbh.g_01229
OG0000767	Syaf.g_01561	Prbh.g_01227
OG0000768	Syaf.g_01560	Prbh.g_01226
OG0000769	Syaf.g_01558	Prbh.g_01224
OG0000770	Syaf.g_01553	Prbh.g_01451
OG0000771	Syaf.g_01411	Prbh.g_01397
OG0000772	Syaf.g_01705	Prbh.g_01845
OG0000773	Syaf.g_01268	Prbh.g_01364
OG0000774	Syaf.g_01263	Prbh.g_01366
OG0000775	Syaf.g_01261	Prbh.g_01368
OG0000776	Syaf.g_01260	Prbh.g_01369
OG0000777	Syaf.g_01259	Prbh.g_01370
OG0000778	Syaf.g_01258	Prbh.g_01371
OG0000779	Syaf.g_01252	Prbh.g_01375
OG0000780	Syaf.g_01249	Prbh.g_01376
OG0000781	Syaf.g_01245	Prbh.g_01379
OG0000782	Syaf.g_01244	Prbh.g_01380
OG0000783	Syaf.g_01243	Prbh.g_01381
OG0000784	Syaf.g_01242	Prbh.g_01382
OG0000785	Syaf.g_01240	Prbh.g_01384
OG0000786	Syaf.g_02546	Prbh.g_01387
OG0000787	Syaf.g_02547	Prbh.g_01388
OG0000788	Syaf.g_02297	Prbh.g_00206
OG0000789	Syaf.g_01750	Prbh.g_00196
OG0000790	Syaf.g_02738	Prbh.g_00014
OG0000791	Syaf.g_02740	Prbh.g_00016
OG0000792	Syaf.g_02741	Prbh.g_00017
OG0000793	Syaf.g_02746	Prbh.g_00021
OG0000794	Syaf.g_02747	Prbh.g_00022
OG0000795	Syaf.g_02748	Prbh.g_00023
OG0000796	Syaf.g_02752	Prbh.g_00027
OG0000797	Syaf.g_02753	Prbh.g_00028
OG0000798	Syaf.g_00240	Prbh.g_00033
OG0000799	Syaf.g_02380	Prbh.g_00079
OG0000800	Syaf.g_02383	Prbh.g_00080
OG0000801	Syaf.g_02384	Prbh.g_00081
OG0000802	Syaf.g_02388	Prbh.g_00083
OG0000803	Syaf.g_02393	Prbh.g_00085
OG0000804	Syaf.g_02396	Prbh.g_00086
OG0000805	Syaf.g_02398	Prbh.g_00088
OG0000806	Syaf.g_02405	Prbh.g_00090
OG0000807	Syaf.g_02406	Prbh.g_00091
OG0000808	Syaf.g_02407	Prbh.g_00092
OG0000809	Syaf.g_02410	Prbh.g_00094
OG0000810	Syaf.g_02411	Prbh.g_00095
OG0000811	Syaf.g_02420	Prbh.g_00102
OG0000812	Syaf.g_02422	Prbh.g_00104
OG0000813	Syaf.g_02423	Prbh.g_00105
OG0000814	Syaf.g_02425	Prbh.g_00107
OG0000815	Syaf.g_02426	Prbh.g_00108
OG0000816	Syaf.g_02428	Prbh.g_00110
OG0000817	Syaf.g_02429	Prbh.g_00111
OG0000818	Syaf.g_02442	Prbh.g_00116
OG0000819	Syaf.g_02443	Prbh.g_00117
OG0000820	Syaf.g_02444	Prbh.g_00118
OG0000821	Syaf.g_02450	Prbh.g_00122
OG0000822	Syaf.g_02452	Prbh.g_00123
OG0000823	Syaf.g_02453	Prbh.g_00124
OG0000824	Syaf.g_02459	Prbh.g_00127
OG0000825	Syaf.g_02460	Prbh.g_00128
OG0000826	Syaf.g_02461	Prbh.g_00129
OG0000827	Syaf.g_02462	Prbh.g_00130
OG0000828	Syaf.g_02465	Prbh.g_00133
OG0000829	Syaf.g_02466	Prbh.g_00134
OG0000830	Syaf.g_02467	Prbh.g_00135
OG0000831	Syaf.g_02470	Prbh.g_00137
OG0000832	Syaf.g_01109	Prbh.g_00147
OG0000833	Syaf.g_01100	Prbh.g_00156
OG0000834	Syaf.g_01098	Prbh.g_00157
OG0000835	Syaf.g_01097	Prbh.g_00158
OG0000836	Syaf.g_01093	Prbh.g_00159
OG0000837	Syaf.g_01091	Prbh.g_00160
OG0000838	Syaf.g_01087	Prbh.g_00163
OG0000839	Syaf.g_01086	Prbh.g_00164
OG0000840	Syaf.g_01085	Prbh.g_00165
OG0000841	Syaf.g_01084	Prbh.g_00166
OG0000842	Syaf.g_01083	Prbh.g_00167
OG0000843	Syaf.g_01082	Prbh.g_00168
OG0000844	Syaf.g_01080	Prbh.g_00169
OG0000845	Syaf.g_01079	Prbh.g_00170
OG0000846	Syaf.g_01078	Prbh.g_00171
OG0000847	Syaf.g_01077	Prbh.g_00172
OG0000848	Syaf.g_01075	Prbh.g_00173
OG0000849	Syaf.g_01074	Prbh.g_00174
OG0000850	Syaf.g_01072	Prbh.g_00176
OG0000851	Syaf.g_01061	Prbh.g_00177
OG0000852	Syaf.g_01060	Prbh.g_00178
OG0000853	Syaf.g_01056	Prbh.g_00183
OG0000854	Syaf.g_01054	Prbh.g_00185
OG0000855	Syaf.g_01053	Prbh.g_00186
OG0000856	Syaf.g_02328	Prbh.g_01454
OG0000857	Syaf.g_02031	Prbh.g_00968
OG0000858	Syaf.g_01047	Prbh.g_01789
OG0000859	Syaf.g_01046	Prbh.g_01788
OG0000860	Syaf.g_01031	Prbh.g_01780
OG0000861	Syaf.g_01030	Prbh.g_01779
OG0000862	Syaf.g_01029	Prbh.g_01778
OG0000863	Syaf.g_01026	Prbh.g_01776
OG0000864	Syaf.g_01025	Prbh.g_01775
OG0000865	Syaf.g_01024	Prbh.g_01774
OG0000866	Syaf.g_01023	Prbh.g_01773
OG0000867	Syaf.g_01022	Prbh.g_01772
OG0000868	Syaf.g_01019	Prbh.g_01770
OG0000869	Syaf.g_01014	Prbh.g_01767
OG0000870	Syaf.g_01009	Prbh.g_01762
OG0000871	Syaf.g_01008	Prbh.g_01761
OG0000872	Syaf.g_01001	Prbh.g_01760
OG0000873	Syaf.g_00998	Prbh.g_01757
OG0000874	Syaf.g_01002	Prbh.g_01754
OG0000875	Syaf.g_00996	Prbh.g_01752
OG0000876	Syaf.g_01198	Prbh.g_01751
OG0000877	Syaf.g_01188	Prbh.g_01749
OG0000878	Syaf.g_01187	Prbh.g_01748
OG0000879	Syaf.g_01186	Prbh.g_01747
OG0000880	Syaf.g_01185	Prbh.g_01746
OG0000881	Syaf.g_01179	Prbh.g_01742
OG0000882	Syaf.g_01174	Prbh.g_01737
OG0000883	Syaf.g_01172	Prbh.g_01735
OG0000884	Syaf.g_01170	Prbh.g_01733
OG0000885	Syaf.g_01169	Prbh.g_01732
OG0000886	Syaf.g_01168	Prbh.g_01731
OG0000887	Syaf.g_01167	Prbh.g_01730
OG0000888	Syaf.g_01165	Prbh.g_01728
OG0000889	Syaf.g_01163	Prbh.g_01726
OG0000890	Syaf.g_01157	Prbh.g_01725
OG0000891	Syaf.g_01156	Prbh.g_01724
OG0000892	Syaf.g_01154	Prbh.g_01723
OG0000893	Syaf.g_00178	Prbh.g_01719
OG0000894	Syaf.g_00175	Prbh.g_01716
OG0000895	Syaf.g_00171	Prbh.g_01712
OG0000896	Syaf.g_00170	Prbh.g_01711
OG0000897	Syaf.g_00168	Prbh.g_01709
OG0000898	Syaf.g_00167	Prbh.g_01708
OG0000899	Syaf.g_00166	Prbh.g_01707
OG0000900	Syaf.g_00165	Prbh.g_01706
OG0000901	Syaf.g_00160	Prbh.g_01703
OG0000902	Syaf.g_00158	Prbh.g_01701
OG0000903	Syaf.g_00141	Prbh.g_01697
OG0000904	Syaf.g_00146	Prbh.g_01692
OG0000905	Syaf.g_00151	Prbh.g_01699
OG0000906	Syaf.g_00154	Prbh.g_01700
OG0000907	Syaf.g_00139	Prbh.g_01687
OG0000908	Syaf.g_00136	Prbh.g_01684
OG0000909	Syaf.g_00135	Prbh.g_01683
OG0000910	Syaf.g_00134	Prbh.g_01682
OG0000911	Syaf.g_00132	Prbh.g_01680
OG0000912	Syaf.g_00131	Prbh.g_01679
OG0000913	Syaf.g_00130	Prbh.g_01678
OG0000914	Syaf.g_00129	Prbh.g_01677
OG0000915	Syaf.g_00127	Prbh.g_01676
OG0000916	Syaf.g_00126	Prbh.g_01675
OG0000917	Syaf.g_00125	Prbh.g_01674
OG0000918	Syaf.g_00124	Prbh.g_01673
OG0000919	Syaf.g_00123	Prbh.g_01672
OG0000920	Syaf.g_00122	Prbh.g_01671
OG0000921	Syaf.g_00121	Prbh.g_01670
OG0000922	Syaf.g_00120	Prbh.g_01669
OG0000923	Syaf.g_00116	Prbh.g_01665
OG0000924	Syaf.g_00115	Prbh.g_01664
OG0000925	Syaf.g_00114	Prbh.g_01663
OG0000926	Syaf.g_00113	Prbh.g_01662
OG0000927	Syaf.g_00111	Prbh.g_01660
OG0000928	Syaf.g_00110	Prbh.g_01659
OG0000929	Syaf.g_00109	Prbh.g_01658
OG0000930	Syaf.g_00108	Prbh.g_01657
OG0000931	Syaf.g_00107	Prbh.g_01656
OG0000932	Syaf.g_00106	Prbh.g_01655
OG0000933	Syaf.g_00100	Prbh.g_01651
OG0000934	Syaf.g_00098	Prbh.g_01649
OG0000935	Syaf.g_00097	Prbh.g_01648
OG0000936	Syaf.g_00096	Prbh.g_01647
OG0000937	Syaf.g_00095	Prbh.g_01646
OG0000938	Syaf.g_00092	Prbh.g_01643
OG0000939	Syaf.g_00091	Prbh.g_01642
OG0000940	Syaf.g_00084	Prbh.g_01635
OG0000941	Syaf.g_00082	Prbh.g_01633
OG0000942	Syaf.g_00080	Prbh.g_01631
OG0000943	Syaf.g_00079	Prbh.g_01630
OG0000944	Syaf.g_00077	Prbh.g_01628
OG0000945	Syaf.g_00075	Prbh.g_01627
OG0000946	Syaf.g_00070	Prbh.g_01621
OG0000947	Syaf.g_00067	Prbh.g_01619
OG0000948	Syaf.g_00066	Prbh.g_01618
OG0000949	Syaf.g_00337	Prbh.g_01615
OG0000950	Syaf.g_00351	Prbh.g_01608
OG0000951	Syaf.g_00358	Prbh.g_01604
OG0000952	Syaf.g_00363	Prbh.g_01600
OG0000953	Syaf.g_00367	Prbh.g_01596
OG0000954	Syaf.g_00372	Prbh.g_01592
OG0000955	Syaf.g_00373	Prbh.g_01591
OG0000956	Syaf.g_00375	Prbh.g_01589
OG0000957	Syaf.g_00386	Prbh.g_01583
OG0000958	Syaf.g_00387	Prbh.g_01582
OG0000959	Syaf.g_00391	Prbh.g_01578
OG0000960	Syaf.g_00392	Prbh.g_01577
OG0000961	Syaf.g_00402	Prbh.g_01574
OG0000962	Syaf.g_00404	Prbh.g_01572
OG0000963	Syaf.g_00409	Prbh.g_01568
OG0000964	Syaf.g_00410	Prbh.g_01567
OG0000965	Syaf.g_00411	Prbh.g_01566
OG0000966	Syaf.g_00421	Prbh.g_01560
OG0000967	Syaf.g_00426	Prbh.g_01556
OG0000968	Syaf.g_00417	Prbh.g_01554
OG0000969	Syaf.g_00423	Prbh.g_01553
OG0000970	Syaf.g_00424	Prbh.g_01552
OG0000971	Syaf.g_00429	Prbh.g_01551
OG0000972	Syaf.g_00430	Prbh.g_01550
OG0000973	Syaf.g_00431	Prbh.g_01549
OG0000974	Syaf.g_00432	Prbh.g_01548
OG0000975	Syaf.g_00433	Prbh.g_01547
OG0000976	Syaf.g_00434	Prbh.g_01546
OG0000977	Syaf.g_00436	Prbh.g_01545
OG0000978	Syaf.g_00437	Prbh.g_01544
OG0000979	Syaf.g_00440	Prbh.g_01541
OG0000980	Syaf.g_00443	Prbh.g_01539
OG0000981	Syaf.g_00446	Prbh.g_01536
OG0000982	Syaf.g_00645	Prbh.g_01534
OG0000983	Syaf.g_00644	Prbh.g_01533
OG0000984	Syaf.g_00643	Prbh.g_01532
OG0000985	Syaf.g_00641	Prbh.g_01529
OG0000986	Syaf.g_00639	Prbh.g_01527
OG0000987	Syaf.g_00637	Prbh.g_01526
OG0000988	Syaf.g_00633	Prbh.g_01523
OG0000989	Syaf.g_00624	Prbh.g_01519
OG0000990	Syaf.g_00606	Prbh.g_01514
OG0000991	Syaf.g_00604	Prbh.g_01513
OG0000992	Syaf.g_00601	Prbh.g_01510
OG0000993	Syaf.g_00600	Prbh.g_01509
OG0000994	Syaf.g_00597	Prbh.g_01508
OG0000995	Syaf.g_00592	Prbh.g_01504
OG0000996	Syaf.g_00543	Prbh.g_01503
OG0000997	Syaf.g_00532	Prbh.g_01501
OG0000998	Syaf.g_00530	Prbh.g_01499
OG0000999	Syaf.g_00529	Prbh.g_01498
OG0001000	Syaf.g_00526	Prbh.g_01495
OG0001001	Syaf.g_00521	Prbh.g_01490
OG0001002	Syaf.g_00515	Prbh.g_01485
OG0001003	Syaf.g_00514	Prbh.g_01484
OG0001004	Syaf.g_00513	Prbh.g_01483
OG0001005	Syaf.g_00510	Prbh.g_01482
OG0001006	Syaf.g_00500	Prbh.g_01478
OG0001007	Syaf.g_00498	Prbh.g_01476
OG0001008	Syaf.g_01215	Prbh.g_00395
OG0001009	Syaf.g_00466	Prbh.g_00753
OG0001010	Syaf.g_00465	Prbh.g_00752
OG0001011	Syaf.g_00463	Prbh.g_00751
OG0001012	Syaf.g_00649	Prbh.g_00739
OG0001013	Syaf.g_00669	Prbh.g_00732
OG0001014	Syaf.g_00691	Prbh.g_00729
OG0001015	Syaf.g_00692	Prbh.g_00728
OG0001016	Syaf.g_00958	Prbh.g_00709
OG0001017	Syaf.g_00952	Prbh.g_00705
OG0001018	Syaf.g_00950	Prbh.g_00703
OG0001019	Syaf.g_00931	Prbh.g_00694
OG0001020	Syaf.g_00926	Prbh.g_00693
OG0001021	Syaf.g_00922	Prbh.g_00692
OG0001022	Syaf.g_00918	Prbh.g_00689
OG0001023	Syaf.g_00917	Prbh.g_00688
OG0001024	Syaf.g_00913	Prbh.g_00685
OG0001025	Syaf.g_00906	Prbh.g_00678
OG0001026	Syaf.g_00893	Prbh.g_00670
OG0001027	Syaf.g_00884	Prbh.g_00669
OG0001028	Syaf.g_00882	Prbh.g_00667
OG0001029	Syaf.g_00880	Prbh.g_00666
OG0001030	Syaf.g_00860	Prbh.g_00650
OG0001031	Syaf.g_00784	Prbh.g_00596
OG0001032	Syaf.g_00781	Prbh.g_00595
OG0001034	Syaf.g_02787	Prbh.g_00544
OG0001035	Syaf.g_00207	Prbh.g_00524
OG0001036	Syaf.g_00212	Prbh.g_00520
OG0001037	Syaf.g_00214	Prbh.g_00519
OG0001038	Syaf.g_00242	Prbh.g_00501
OG0001039	Syaf.g_00245	Prbh.g_00498
OG0001040	Syaf.g_00248	Prbh.g_00496
OG0001041	Syaf.g_00253	Prbh.g_00491
OG0001042	Syaf.g_00275	Prbh.g_00474
OG0001043	Syaf.g_00279	Prbh.g_00473
OG0001044	Syaf.g_00024	Prbh.g_00440
OG0001045	Syaf.g_00011	Prbh.g_00430
OG0001046	Syaf.g_01894	Prbh.g_01877
OG0001047	Syaf.g_01217	Prbh.g_00393
OG0001048	Syaf.g_01218	Prbh.g_00392
OG0001049	Syaf.g_01226	Prbh.g_00390
OG0001050	Syaf.g_01227	Prbh.g_00389
OG0001051	Syaf.g_01228	Prbh.g_00388
OG0001052	Syaf.g_02502	Prbh.g_00360
OG0001053	Syaf.g_02718	Prbh.g_00348
OG0001054	Syaf.g_02701	Prbh.g_00333
OG0001056	Syaf.g_02649	Prbh.g_00293
OG0001057	Syaf.g_02638	Prbh.g_00289
OG0001058	Syaf.g_02624	Prbh.g_00281
OG0001059	Syaf.g_02620	Prbh.g_00277
OG0001060	Syaf.g_02614	Prbh.g_00270
OG0001061	Syaf.g_02590	Prbh.g_00255
OG0001062	Syaf.g_02588	Prbh.g_00253
OG0001063	Syaf.g_02583	Prbh.g_00251
OG0001064	Syaf.g_02582	Prbh.g_00250
OG0001065	Syaf.g_02581	Prbh.g_00249
OG0001066	Syaf.g_02580	Prbh.g_00248
OG0001067	Syaf.g_02579	Prbh.g_00247
OG0001068	Syaf.g_02578	Prbh.g_00246
OG0001069	Syaf.g_02577	Prbh.g_00245
OG0001070	Syaf.g_02574	Prbh.g_00243
OG0001071	Syaf.g_02573	Prbh.g_00242
OG0001072	Syaf.g_02569	Prbh.g_00240
OG0001073	Syaf.g_02555	Prbh.g_00226
OG0001074	Syaf.g_02365	Prbh.g_00214
OG0001075	Syaf.g_02363	Prbh.g_00213
OG0001076	Syaf.g_02337	Prbh.g_01459
OG0001077	Syaf.g_02325	Prbh.g_01453
OG0001078	Syaf.g_02309	Prbh.g_01217
OG0001079	Syaf.g_02296	Prbh.g_01206
OG0001080	Syaf.g_01740	Prbh.g_01200
OG0001081	Syaf.g_02144	Prbh.g_01198
OG0001082	Syaf.g_02143	Prbh.g_01197
OG0001083	Syaf.g_02136	Prbh.g_01192
OG0001084	Syaf.g_02135	Prbh.g_01191
OG0001085	Syaf.g_02125	Prbh.g_00904
