Orthogroup	Syaf	Prbd
OG0000552	Syaf.g_02665	Prbd.g_00714
OG0000553	Syaf.g_02663	Prbd.g_00713
OG0000554	Syaf.g_02653	Prbd.g_00708
OG0000555	Syaf.g_02635	Prbd.g_00700
OG0000556	Syaf.g_02630	Prbd.g_00698
OG0000557	Syaf.g_02628	Prbd.g_00697
OG0000558	Syaf.g_02626	Prbd.g_00695
OG0000559	Syaf.g_02622	Prbd.g_00691
OG0000560	Syaf.g_02619	Prbd.g_00688
OG0000561	Syaf.g_02618	Prbd.g_00687
OG0000562	Syaf.g_02617	Prbd.g_00686
OG0000563	Syaf.g_02616	Prbd.g_00685
OG0000564	Syaf.g_02615	Prbd.g_00684
OG0000565	Syaf.g_02612	Prbd.g_00681
OG0000566	Syaf.g_02608	Prbd.g_00679
OG0000567	Syaf.g_02604	Prbd.g_00675
OG0000568	Syaf.g_02599	Prbd.g_00674
OG0000569	Syaf.g_02596	Prbd.g_00673
OG0000570	Syaf.g_02595	Prbd.g_00672
OG0000571	Syaf.g_02591	Prbd.g_00670
OG0000572	Syaf.g_02575	Prbd.g_00657
OG0000573	Syaf.g_02567	Prbd.g_00652
OG0000574	Syaf.g_02566	Prbd.g_00651
OG0000575	Syaf.g_02562	Prbd.g_00647
OG0000576	Syaf.g_02560	Prbd.g_00645
OG0000577	Syaf.g_02559	Prbd.g_00644
OG0000578	Syaf.g_02558	Prbd.g_00643
OG0000579	Syaf.g_02557	Prbd.g_00642
OG0000580	Syaf.g_02556	Prbd.g_00641
OG0000581	Syaf.g_02550	Prbd.g_00639
OG0000582	Syaf.g_02374	Prbd.g_00636
OG0000583	Syaf.g_02373	Prbd.g_00635
OG0000584	Syaf.g_02372	Prbd.g_00634
OG0000585	Syaf.g_02370	Prbd.g_00632
OG0000586	Syaf.g_02369	Prbd.g_00631
OG0000587	Syaf.g_02367	Prbd.g_00630
OG0000588	Syaf.g_02350	Prbd.g_00626
OG0000589	Syaf.g_02340	Prbd.g_00623
OG0000590	Syaf.g_02339	Prbd.g_00622
OG0000591	Syaf.g_02331	Prbd.g_00619
OG0000592	Syaf.g_02330	Prbd.g_00618
OG0000593	Syaf.g_02314	Prbd.g_00612
OG0000594	Syaf.g_02313	Prbd.g_00611
OG0000595	Syaf.g_02312	Prbd.g_00610
OG0000596	Syaf.g_02307	Prbd.g_00606
OG0000597	Syaf.g_02304	Prbd.g_00604
OG0000598	Syaf.g_02303	Prbd.g_00603
OG0000599	Syaf.g_02300	Prbd.g_00600
OG0000600	Syaf.g_02299	Prbd.g_00599
OG0000601	Syaf.g_02298	Prbd.g_00598
OG0000602	Syaf.g_02293	Prbd.g_00596
OG0000603	Syaf.g_02292	Prbd.g_00595
OG0000604	Syaf.g_02289	Prbd.g_00594
OG0000605	Syaf.g_01734	Prbd.g_00593
OG0000606	Syaf.g_02145	Prbd.g_00590
OG0000607	Syaf.g_02142	Prbd.g_00587
OG0000608	Syaf.g_02141	Prbd.g_00586
OG0000609	Syaf.g_02139	Prbd.g_00585
OG0000610	Syaf.g_02132	Prbd.g_00580
OG0000611	Syaf.g_02129	Prbd.g_00577
OG0000612	Syaf.g_02128	Prbd.g_00576
OG0000613	Syaf.g_00315	Prbd.g_00571
OG0000614	Syaf.g_01469	Prbd.g_00552
OG0000615	Syaf.g_02085	Prbd.g_00544
OG0000616	Syaf.g_00518	Prbd.g_00540
OG0000617	Syaf.g_01975	Prbd.g_00013
OG0000618	Syaf.g_01974	Prbd.g_00014
OG0000619	Syaf.g_01973	Prbd.g_00015
OG0000620	Syaf.g_01966	Prbd.g_00018
OG0000621	Syaf.g_01965	Prbd.g_00019
OG0000622	Syaf.g_01964	Prbd.g_00020
OG0000623	Syaf.g_01963	Prbd.g_00021
OG0000624	Syaf.g_01961	Prbd.g_00022
OG0000625	Syaf.g_01960	Prbd.g_00023
OG0000626	Syaf.g_01959	Prbd.g_00024
OG0000627	Syaf.g_01782	Prbd.g_00025
OG0000628	Syaf.g_01783	Prbd.g_00026
OG0000629	Syaf.g_01786	Prbd.g_00027
OG0000630	Syaf.g_01790	Prbd.g_00030
OG0000631	Syaf.g_01801	Prbd.g_00093
OG0000632	Syaf.g_01802	Prbd.g_00094
OG0000633	Syaf.g_01803	Prbd.g_00095
OG0000634	Syaf.g_02053	Prbd.g_00098
OG0000635	Syaf.g_02052	Prbd.g_00099
OG0000636	Syaf.g_02050	Prbd.g_00101
OG0000637	Syaf.g_02048	Prbd.g_00103
OG0000638	Syaf.g_02047	Prbd.g_00104
OG0000639	Syaf.g_02046	Prbd.g_00105
OG0000640	Syaf.g_02045	Prbd.g_00106
OG0000641	Syaf.g_02041	Prbd.g_00110
OG0000642	Syaf.g_02040	Prbd.g_00111
OG0000643	Syaf.g_02038	Prbd.g_00112
OG0000644	Syaf.g_02037	Prbd.g_00113
OG0000645	Syaf.g_02035	Prbd.g_00114
OG0000646	Syaf.g_02032	Prbd.g_00116
OG0000647	Syaf.g_02030	Prbd.g_00117
OG0000648	Syaf.g_02027	Prbd.g_00119
OG0000649	Syaf.g_02026	Prbd.g_00120
OG0000650	Syaf.g_02025	Prbd.g_00121
OG0000651	Syaf.g_02024	Prbd.g_00122
OG0000652	Syaf.g_02023	Prbd.g_00123
OG0000653	Syaf.g_02021	Prbd.g_00125
OG0000654	Syaf.g_02020	Prbd.g_00126
OG0000655	Syaf.g_02019	Prbd.g_00127
OG0000656	Syaf.g_02016	Prbd.g_00130
OG0000657	Syaf.g_01384	Prbd.g_00138
OG0000658	Syaf.g_01381	Prbd.g_00139
OG0000659	Syaf.g_01380	Prbd.g_00140
OG0000660	Syaf.g_01376	Prbd.g_00144
OG0000661	Syaf.g_01374	Prbd.g_00146
OG0000662	Syaf.g_01372	Prbd.g_00148
OG0000663	Syaf.g_01369	Prbd.g_00150
OG0000664	Syaf.g_01368	Prbd.g_00151
OG0000665	Syaf.g_00980	Prbd.g_00155
OG0000666	Syaf.g_01733	Prbd.g_00156
OG0000667	Syaf.g_01635	Prbd.g_00160
OG0000668	Syaf.g_01928	Prbd.g_00190
OG0000669	Syaf.g_02112	Prbd.g_00197
OG0000670	Syaf.g_02769	Prbd.g_00199
OG0000671	Syaf.g_02108	Prbd.g_00201
OG0000672	Syaf.g_02105	Prbd.g_00204
OG0000673	Syaf.g_02102	Prbd.g_00207
OG0000674	Syaf.g_02100	Prbd.g_00209
OG0000675	Syaf.g_02099	Prbd.g_00210
OG0000676	Syaf.g_02097	Prbd.g_00212
OG0000677	Syaf.g_02096	Prbd.g_00213
OG0000678	Syaf.g_02092	Prbd.g_00215
OG0000679	Syaf.g_02083	Prbd.g_00219
OG0000680	Syaf.g_02082	Prbd.g_00220
OG0000681	Syaf.g_02079	Prbd.g_00222
OG0000682	Syaf.g_02078	Prbd.g_00223
OG0000683	Syaf.g_02077	Prbd.g_00224
OG0000684	Syaf.g_02072	Prbd.g_00226
OG0000685	Syaf.g_02070	Prbd.g_00228
OG0000686	Syaf.g_02069	Prbd.g_00229
OG0000687	Syaf.g_02068	Prbd.g_00230
OG0000688	Syaf.g_02063	Prbd.g_00233
OG0000689	Syaf.g_02061	Prbd.g_00234
OG0000690	Syaf.g_02060	Prbd.g_00235
OG0000691	Syaf.g_02059	Prbd.g_00236
OG0000692	Syaf.g_02058	Prbd.g_00238
OG0000693	Syaf.g_02057	Prbd.g_00239
OG0000694	Syaf.g_02056	Prbd.g_00240
OG0000695	Syaf.g_01805	Prbd.g_00242
OG0000696	Syaf.g_01806	Prbd.g_00243
OG0000697	Syaf.g_01808	Prbd.g_00244
OG0000698	Syaf.g_01811	Prbd.g_00247
OG0000699	Syaf.g_01813	Prbd.g_00248
OG0000700	Syaf.g_01814	Prbd.g_00249
OG0000701	Syaf.g_01815	Prbd.g_00250
OG0000702	Syaf.g_01843	Prbd.g_00252
OG0000703	Syaf.g_01844	Prbd.g_00253
OG0000704	Syaf.g_01846	Prbd.g_00254
OG0000705	Syaf.g_01853	Prbd.g_00258
OG0000706	Syaf.g_01854	Prbd.g_00259
OG0000707	Syaf.g_01855	Prbd.g_00260
OG0000708	Syaf.g_01858	Prbd.g_00261
OG0000709	Syaf.g_01867	Prbd.g_00265
OG0000710	Syaf.g_01878	Prbd.g_00268
OG0000711	Syaf.g_01908	Prbd.g_00285
OG0000712	Syaf.g_01910	Prbd.g_00287
OG0000713	Syaf.g_01911	Prbd.g_00288
OG0000714	Syaf.g_01913	Prbd.g_00289
OG0000715	Syaf.g_01915	Prbd.g_00291
OG0000716	Syaf.g_01919	Prbd.g_00293
OG0000717	Syaf.g_01920	Prbd.g_00294
OG0000718	Syaf.g_01924	Prbd.g_00309
OG0000719	Syaf.g_01926	Prbd.g_00311
OG0000720	Syaf.g_01939	Prbd.g_00320
OG0000721	Syaf.g_01941	Prbd.g_00322
OG0000722	Syaf.g_01942	Prbd.g_00323
OG0000723	Syaf.g_01957	Prbd.g_00326
OG0000724	Syaf.g_01418	Prbd.g_00335
OG0000725	Syaf.g_01445	Prbd.g_00341
OG0000726	Syaf.g_01446	Prbd.g_00342
OG0000727	Syaf.g_01447	Prbd.g_00343
OG0000728	Syaf.g_01449	Prbd.g_00345
OG0000729	Syaf.g_00405	Prbd.g_00391
OG0000730	Syaf.g_00026	Prbd.g_00395
OG0000731	Syaf.g_00014	Prbd.g_00399
OG0000732	Syaf.g_00444	Prbd.g_00408
OG0000733	Syaf.g_00615	Prbd.g_00428
OG0000734	Syaf.g_00895	Prbd.g_00453
OG0000735	Syaf.g_01273	Prbd.g_00455
OG0000736	Syaf.g_01274	Prbd.g_00456
OG0000737	Syaf.g_01275	Prbd.g_00457
OG0000738	Syaf.g_01280	Prbd.g_00461
OG0000739	Syaf.g_01281	Prbd.g_00462
OG0000740	Syaf.g_01282	Prbd.g_00463
OG0000741	Syaf.g_01285	Prbd.g_00464
OG0000742	Syaf.g_01287	Prbd.g_00467
OG0000743	Syaf.g_01289	Prbd.g_00469
OG0000744	Syaf.g_01290	Prbd.g_00470
OG0000745	Syaf.g_01293	Prbd.g_00471
OG0000746	Syaf.g_01295	Prbd.g_00473
OG0000747	Syaf.g_01296	Prbd.g_00474
OG0000748	Syaf.g_01307	Prbd.g_00477
OG0000749	Syaf.g_01309	Prbd.g_00478
OG0000750	Syaf.g_01310	Prbd.g_00479
OG0000751	Syaf.g_01317	Prbd.g_00481
OG0000752	Syaf.g_01319	Prbd.g_00483
OG0000753	Syaf.g_01322	Prbd.g_00486
OG0000754	Syaf.g_01611	Prbd.g_00489
OG0000755	Syaf.g_01599	Prbd.g_00492
OG0000756	Syaf.g_01598	Prbd.g_00493
OG0000757	Syaf.g_01590	Prbd.g_00499
OG0000758	Syaf.g_01589	Prbd.g_00500
OG0000759	Syaf.g_01588	Prbd.g_00501
OG0000760	Syaf.g_01587	Prbd.g_00502
OG0000761	Syaf.g_01586	Prbd.g_00503
OG0000762	Syaf.g_01584	Prbd.g_00504
OG0000763	Syaf.g_01582	Prbd.g_00506
OG0000764	Syaf.g_01581	Prbd.g_00507
OG0000765	Syaf.g_01564	Prbd.g_00516
OG0000766	Syaf.g_01563	Prbd.g_00517
OG0000767	Syaf.g_01561	Prbd.g_00519
OG0000768	Syaf.g_01560	Prbd.g_00520
OG0000769	Syaf.g_01558	Prbd.g_00522
OG0000770	Syaf.g_01553	Prbd.g_00524
OG0000771	Syaf.g_01411	Prbd.g_01921
OG0000772	Syaf.g_01705	Prbd.g_01858
OG0000773	Syaf.g_01268	Prbd.g_01810
OG0000774	Syaf.g_01263	Prbd.g_01808
OG0000775	Syaf.g_01261	Prbd.g_01806
OG0000776	Syaf.g_01260	Prbd.g_01805
OG0000777	Syaf.g_01259	Prbd.g_01804
OG0000778	Syaf.g_01258	Prbd.g_01803
OG0000779	Syaf.g_01252	Prbd.g_01799
OG0000780	Syaf.g_01249	Prbd.g_01798
OG0000781	Syaf.g_01245	Prbd.g_01795
OG0000782	Syaf.g_01244	Prbd.g_01794
OG0000783	Syaf.g_01243	Prbd.g_01793
OG0000784	Syaf.g_01242	Prbd.g_01792
OG0000785	Syaf.g_01240	Prbd.g_01790
OG0000786	Syaf.g_02546	Prbd.g_01788
OG0000787	Syaf.g_02547	Prbd.g_01787
OG0000788	Syaf.g_02297	Prbd.g_01777
OG0000789	Syaf.g_01750	Prbd.g_01774
OG0000790	Syaf.g_02738	Prbd.g_01759
OG0000791	Syaf.g_02740	Prbd.g_01757
OG0000792	Syaf.g_02741	Prbd.g_01756
OG0000793	Syaf.g_02746	Prbd.g_01753
OG0000794	Syaf.g_02747	Prbd.g_01752
OG0000795	Syaf.g_02748	Prbd.g_01751
OG0000796	Syaf.g_02752	Prbd.g_01747
OG0000797	Syaf.g_02753	Prbd.g_01746
OG0000799	Syaf.g_02380	Prbd.g_01707
OG0000800	Syaf.g_02383	Prbd.g_01706
OG0000801	Syaf.g_02384	Prbd.g_01705
OG0000802	Syaf.g_02388	Prbd.g_01703
OG0000803	Syaf.g_02393	Prbd.g_01701
OG0000804	Syaf.g_02396	Prbd.g_01700
OG0000805	Syaf.g_02398	Prbd.g_01698
OG0000806	Syaf.g_02405	Prbd.g_01696
OG0000807	Syaf.g_02406	Prbd.g_01695
OG0000808	Syaf.g_02407	Prbd.g_01694
OG0000809	Syaf.g_02410	Prbd.g_01691
OG0000810	Syaf.g_02411	Prbd.g_01690
OG0000811	Syaf.g_02420	Prbd.g_01686
OG0000812	Syaf.g_02422	Prbd.g_01684
OG0000813	Syaf.g_02423	Prbd.g_01683
OG0000814	Syaf.g_02425	Prbd.g_01681
OG0000815	Syaf.g_02426	Prbd.g_01680
OG0000816	Syaf.g_02428	Prbd.g_01678
OG0000817	Syaf.g_02429	Prbd.g_01677
OG0000818	Syaf.g_02442	Prbd.g_01672
OG0000819	Syaf.g_02443	Prbd.g_01671
OG0000820	Syaf.g_02444	Prbd.g_01670
OG0000821	Syaf.g_02450	Prbd.g_01666
OG0000822	Syaf.g_02452	Prbd.g_01665
OG0000823	Syaf.g_02453	Prbd.g_01664
OG0000824	Syaf.g_02459	Prbd.g_01661
OG0000825	Syaf.g_02460	Prbd.g_01660
OG0000826	Syaf.g_02461	Prbd.g_01659
OG0000827	Syaf.g_02462	Prbd.g_01658
OG0000828	Syaf.g_02465	Prbd.g_01655
OG0000829	Syaf.g_02466	Prbd.g_01654
OG0000830	Syaf.g_02467	Prbd.g_01653
OG0000831	Syaf.g_02470	Prbd.g_01651
OG0000832	Syaf.g_01109	Prbd.g_01645
OG0000833	Syaf.g_01100	Prbd.g_01637
OG0000834	Syaf.g_01098	Prbd.g_01636
OG0000835	Syaf.g_01097	Prbd.g_01635
OG0000836	Syaf.g_01093	Prbd.g_01634
OG0000837	Syaf.g_01091	Prbd.g_01633
OG0000838	Syaf.g_01087	Prbd.g_01631
OG0000839	Syaf.g_01086	Prbd.g_01630
OG0000840	Syaf.g_01085	Prbd.g_01629
OG0000841	Syaf.g_01084	Prbd.g_01628
OG0000842	Syaf.g_01083	Prbd.g_01627
OG0000843	Syaf.g_01082	Prbd.g_01626
OG0000844	Syaf.g_01080	Prbd.g_01625
OG0000845	Syaf.g_01079	Prbd.g_01624
OG0000846	Syaf.g_01078	Prbd.g_01623
OG0000847	Syaf.g_01077	Prbd.g_01622
OG0000848	Syaf.g_01075	Prbd.g_01621
OG0000849	Syaf.g_01074	Prbd.g_01620
OG0000850	Syaf.g_01072	Prbd.g_01617
OG0000851	Syaf.g_01061	Prbd.g_01616
OG0000852	Syaf.g_01060	Prbd.g_01615
OG0000853	Syaf.g_01056	Prbd.g_01611
OG0000854	Syaf.g_01054	Prbd.g_01609
OG0000855	Syaf.g_01053	Prbd.g_01608
OG0000856	Syaf.g_02328	Prbd.g_01593
OG0000857	Syaf.g_02031	Prbd.g_01566
OG0000858	Syaf.g_01047	Prbd.g_01531
OG0000859	Syaf.g_01046	Prbd.g_01530
OG0000860	Syaf.g_01031	Prbd.g_01523
OG0000861	Syaf.g_01030	Prbd.g_01522
OG0000862	Syaf.g_01029	Prbd.g_01521
OG0000863	Syaf.g_01026	Prbd.g_01519
OG0000864	Syaf.g_01025	Prbd.g_01518
OG0000865	Syaf.g_01024	Prbd.g_01517
OG0000866	Syaf.g_01023	Prbd.g_01516
OG0000867	Syaf.g_01022	Prbd.g_01515
OG0000868	Syaf.g_01019	Prbd.g_01514
OG0000869	Syaf.g_01014	Prbd.g_01510
OG0000870	Syaf.g_01009	Prbd.g_01505
OG0000871	Syaf.g_01008	Prbd.g_01504
OG0000872	Syaf.g_01001	Prbd.g_01503
OG0000873	Syaf.g_00998	Prbd.g_01500
OG0000874	Syaf.g_01002	Prbd.g_01497
OG0000875	Syaf.g_00996	Prbd.g_01496
OG0000876	Syaf.g_01198	Prbd.g_01495
OG0000877	Syaf.g_01188	Prbd.g_01493
OG0000878	Syaf.g_01187	Prbd.g_01492
OG0000879	Syaf.g_01186	Prbd.g_01491
OG0000880	Syaf.g_01185	Prbd.g_01490
OG0000881	Syaf.g_01179	Prbd.g_01486
OG0000882	Syaf.g_01174	Prbd.g_01481
OG0000883	Syaf.g_01172	Prbd.g_01479
OG0000884	Syaf.g_01170	Prbd.g_01477
OG0000885	Syaf.g_01169	Prbd.g_01476
OG0000886	Syaf.g_01168	Prbd.g_01475
OG0000887	Syaf.g_01167	Prbd.g_01474
OG0000888	Syaf.g_01165	Prbd.g_01472
OG0000889	Syaf.g_01163	Prbd.g_01470
OG0000890	Syaf.g_01157	Prbd.g_01469
OG0000891	Syaf.g_01156	Prbd.g_01468
OG0000892	Syaf.g_01154	Prbd.g_01466
OG0000893	Syaf.g_00178	Prbd.g_01463
OG0000894	Syaf.g_00175	Prbd.g_01461
OG0000895	Syaf.g_00171	Prbd.g_01458
OG0000896	Syaf.g_00170	Prbd.g_01457
OG0000897	Syaf.g_00168	Prbd.g_01455
OG0000898	Syaf.g_00167	Prbd.g_01454
OG0000899	Syaf.g_00166	Prbd.g_01453
OG0000900	Syaf.g_00165	Prbd.g_01452
OG0000901	Syaf.g_00160	Prbd.g_01449
OG0000902	Syaf.g_00158	Prbd.g_01447
OG0000903	Syaf.g_00141	Prbd.g_01444
OG0000904	Syaf.g_00146	Prbd.g_01442
OG0000905	Syaf.g_00151	Prbd.g_01437
OG0000906	Syaf.g_00154	Prbd.g_01436
OG0000907	Syaf.g_00139	Prbd.g_01433
OG0000908	Syaf.g_00136	Prbd.g_01430
OG0000909	Syaf.g_00135	Prbd.g_01429
OG0000910	Syaf.g_00134	Prbd.g_01428
OG0000911	Syaf.g_00132	Prbd.g_01426
OG0000912	Syaf.g_00131	Prbd.g_01425
OG0000913	Syaf.g_00130	Prbd.g_01424
OG0000914	Syaf.g_00129	Prbd.g_01423
OG0000915	Syaf.g_00127	Prbd.g_01422
OG0000916	Syaf.g_00126	Prbd.g_01421
OG0000917	Syaf.g_00125	Prbd.g_01420
OG0000918	Syaf.g_00124	Prbd.g_01419
OG0000919	Syaf.g_00123	Prbd.g_01418
OG0000920	Syaf.g_00122	Prbd.g_01417
OG0000921	Syaf.g_00121	Prbd.g_01416
OG0000922	Syaf.g_00120	Prbd.g_01415
OG0000923	Syaf.g_00116	Prbd.g_01411
OG0000924	Syaf.g_00115	Prbd.g_01410
OG0000925	Syaf.g_00114	Prbd.g_01409
OG0000926	Syaf.g_00113	Prbd.g_01408
OG0000927	Syaf.g_00111	Prbd.g_01406
OG0000928	Syaf.g_00110	Prbd.g_01405
OG0000929	Syaf.g_00109	Prbd.g_01404
OG0000930	Syaf.g_00108	Prbd.g_01403
OG0000931	Syaf.g_00107	Prbd.g_01402
OG0000932	Syaf.g_00106	Prbd.g_01401
OG0000933	Syaf.g_00100	Prbd.g_01397
OG0000934	Syaf.g_00098	Prbd.g_01395
OG0000935	Syaf.g_00097	Prbd.g_01394
OG0000936	Syaf.g_00096	Prbd.g_01393
OG0000937	Syaf.g_00095	Prbd.g_01392
OG0000938	Syaf.g_00092	Prbd.g_01390
OG0000939	Syaf.g_00091	Prbd.g_01389
OG0000940	Syaf.g_00084	Prbd.g_01382
OG0000941	Syaf.g_00082	Prbd.g_01380
OG0000942	Syaf.g_00080	Prbd.g_01378
OG0000943	Syaf.g_00079	Prbd.g_01377
OG0000944	Syaf.g_00077	Prbd.g_01376
OG0000945	Syaf.g_00075	Prbd.g_01375
OG0000946	Syaf.g_00070	Prbd.g_01371
OG0000947	Syaf.g_00067	Prbd.g_01369
OG0000948	Syaf.g_00066	Prbd.g_01368
OG0000949	Syaf.g_00337	Prbd.g_01365
OG0000950	Syaf.g_00351	Prbd.g_01360
OG0000951	Syaf.g_00358	Prbd.g_01356
OG0000952	Syaf.g_00363	Prbd.g_01352
OG0000953	Syaf.g_00367	Prbd.g_01349
OG0000954	Syaf.g_00372	Prbd.g_01345
OG0000955	Syaf.g_00373	Prbd.g_01344
OG0000956	Syaf.g_00375	Prbd.g_01342
OG0000957	Syaf.g_00386	Prbd.g_01337
OG0000958	Syaf.g_00387	Prbd.g_01336
OG0000959	Syaf.g_00391	Prbd.g_01332
OG0000960	Syaf.g_00392	Prbd.g_01331
OG0000961	Syaf.g_00402	Prbd.g_01329
OG0000962	Syaf.g_00404	Prbd.g_01327
OG0000963	Syaf.g_00409	Prbd.g_01323
OG0000964	Syaf.g_00410	Prbd.g_01321
OG0000965	Syaf.g_00411	Prbd.g_01320
OG0000966	Syaf.g_00421	Prbd.g_01312
OG0000967	Syaf.g_00426	Prbd.g_01308
OG0000968	Syaf.g_00417	Prbd.g_01306
OG0000969	Syaf.g_00423	Prbd.g_01305
OG0000970	Syaf.g_00424	Prbd.g_01304
OG0000971	Syaf.g_00429	Prbd.g_01303
OG0000972	Syaf.g_00430	Prbd.g_01302
OG0000973	Syaf.g_00431	Prbd.g_01301
OG0000974	Syaf.g_00432	Prbd.g_01300
OG0000975	Syaf.g_00433	Prbd.g_01299
OG0000976	Syaf.g_00434	Prbd.g_01298
OG0000977	Syaf.g_00436	Prbd.g_01297
OG0000978	Syaf.g_00437	Prbd.g_01296
OG0000979	Syaf.g_00440	Prbd.g_01293
OG0000980	Syaf.g_00443	Prbd.g_01291
OG0000981	Syaf.g_00446	Prbd.g_01289
OG0000982	Syaf.g_00645	Prbd.g_01287
OG0000983	Syaf.g_00644	Prbd.g_01286
OG0000984	Syaf.g_00643	Prbd.g_01285
OG0000985	Syaf.g_00641	Prbd.g_01282
OG0000986	Syaf.g_00639	Prbd.g_01280
OG0000987	Syaf.g_00637	Prbd.g_01279
OG0000988	Syaf.g_00633	Prbd.g_01276
OG0000989	Syaf.g_00624	Prbd.g_01273
OG0000990	Syaf.g_00606	Prbd.g_01270
OG0000991	Syaf.g_00604	Prbd.g_01269
OG0000992	Syaf.g_00601	Prbd.g_01267
OG0000993	Syaf.g_00600	Prbd.g_01266
OG0000994	Syaf.g_00597	Prbd.g_01265
OG0000995	Syaf.g_00592	Prbd.g_01261
OG0000996	Syaf.g_00543	Prbd.g_01260
OG0000997	Syaf.g_00532	Prbd.g_01259
OG0000998	Syaf.g_00530	Prbd.g_01257
OG0000999	Syaf.g_00529	Prbd.g_01256
OG0001000	Syaf.g_00526	Prbd.g_01253
OG0001001	Syaf.g_00521	Prbd.g_01251
OG0001002	Syaf.g_00515	Prbd.g_01247
OG0001003	Syaf.g_00514	Prbd.g_01245
OG0001004	Syaf.g_00513	Prbd.g_01244
OG0001005	Syaf.g_00510	Prbd.g_01243
OG0001006	Syaf.g_00500	Prbd.g_01239
OG0001007	Syaf.g_00498	Prbd.g_01237
OG0001008	Syaf.g_01215	Prbd.g_00805
OG0001009	Syaf.g_00466	Prbd.g_01210
OG0001010	Syaf.g_00465	Prbd.g_01209
OG0001011	Syaf.g_00463	Prbd.g_01208
OG0001012	Syaf.g_00649	Prbd.g_01195
OG0001013	Syaf.g_00669	Prbd.g_01189
OG0001014	Syaf.g_00691	Prbd.g_01186
OG0001015	Syaf.g_00692	Prbd.g_01185
OG0001016	Syaf.g_00958	Prbd.g_01171
OG0001017	Syaf.g_00952	Prbd.g_01167
OG0001018	Syaf.g_00950	Prbd.g_01164
OG0001019	Syaf.g_00931	Prbd.g_01155
OG0001020	Syaf.g_00926	Prbd.g_01154
OG0001021	Syaf.g_00922	Prbd.g_01153
OG0001022	Syaf.g_00918	Prbd.g_01150
OG0001023	Syaf.g_00917	Prbd.g_01149
OG0001024	Syaf.g_00913	Prbd.g_01146
OG0001025	Syaf.g_00906	Prbd.g_01140
OG0001026	Syaf.g_00893	Prbd.g_01133
OG0001027	Syaf.g_00884	Prbd.g_01132
OG0001028	Syaf.g_00882	Prbd.g_01130
OG0001029	Syaf.g_00880	Prbd.g_01128
OG0001030	Syaf.g_00860	Prbd.g_01113
OG0001031	Syaf.g_00784	Prbd.g_01054
OG0001032	Syaf.g_00781	Prbd.g_01053
OG0001034	Syaf.g_02787	Prbd.g_01003
OG0001035	Syaf.g_00207	Prbd.g_00985
OG0001036	Syaf.g_00212	Prbd.g_00980
OG0001037	Syaf.g_00214	Prbd.g_00979
OG0001038	Syaf.g_00242	Prbd.g_00961
OG0001039	Syaf.g_00245	Prbd.g_00958
OG0001040	Syaf.g_00248	Prbd.g_00956
OG0001041	Syaf.g_00253	Prbd.g_00952
OG0001042	Syaf.g_00275	Prbd.g_00935
OG0001043	Syaf.g_00279	Prbd.g_00934
OG0001044	Syaf.g_00024	Prbd.g_00906
OG0001045	Syaf.g_00011	Prbd.g_00897
OG0001046	Syaf.g_01894	Prbd.g_00859
OG0001047	Syaf.g_01217	Prbd.g_00803
OG0001048	Syaf.g_01218	Prbd.g_00802
OG0001049	Syaf.g_01226	Prbd.g_00800
OG0001050	Syaf.g_01227	Prbd.g_00799
OG0001051	Syaf.g_01228	Prbd.g_00798
OG0001052	Syaf.g_02502	Prbd.g_00771
OG0001053	Syaf.g_02718	Prbd.g_00759
OG0001054	Syaf.g_02701	Prbd.g_00744
OG0001056	Syaf.g_02649	Prbd.g_00706
OG0001057	Syaf.g_02638	Prbd.g_00701
OG0001058	Syaf.g_02624	Prbd.g_00693
OG0001059	Syaf.g_02620	Prbd.g_00689
OG0001060	Syaf.g_02614	Prbd.g_00682
OG0001061	Syaf.g_02590	Prbd.g_00669
OG0001062	Syaf.g_02588	Prbd.g_00667
OG0001063	Syaf.g_02583	Prbd.g_00665
OG0001064	Syaf.g_02582	Prbd.g_00664
OG0001065	Syaf.g_02581	Prbd.g_00663
OG0001066	Syaf.g_02580	Prbd.g_00662
OG0001067	Syaf.g_02579	Prbd.g_00661
OG0001068	Syaf.g_02578	Prbd.g_00660
OG0001069	Syaf.g_02577	Prbd.g_00659
OG0001070	Syaf.g_02574	Prbd.g_00656
OG0001071	Syaf.g_02573	Prbd.g_00655
OG0001072	Syaf.g_02569	Prbd.g_00654
OG0001073	Syaf.g_02555	Prbd.g_00640
OG0001074	Syaf.g_02365	Prbd.g_00629
OG0001075	Syaf.g_02363	Prbd.g_00628
OG0001076	Syaf.g_02337	Prbd.g_00620
OG0001077	Syaf.g_02325	Prbd.g_00616
OG0001078	Syaf.g_02309	Prbd.g_00608
OG0001079	Syaf.g_02296	Prbd.g_00597
OG0001080	Syaf.g_01740	Prbd.g_00591
OG0001081	Syaf.g_02144	Prbd.g_00589
OG0001082	Syaf.g_02143	Prbd.g_00588
OG0001083	Syaf.g_02136	Prbd.g_00583
OG0001084	Syaf.g_02135	Prbd.g_00582
OG0001085	Syaf.g_02125	Prbd.g_00574
OG0001086	Syaf.g_02123	Prbd.g_00573
OG0001087	Syaf.g_01482	Prbd.g_00556
OG0001088	Syaf.g_01478	Prbd.g_00555
OG0001089	Syaf.g_01453	Prbd.g_00547
OG0001090	Syaf.g_01981	Prbd.g_00008
OG0001091	Syaf.g_01979	Prbd.g_00010
