Orthogroup	Syaf	Pras
OG0000569	Syaf.g_02596	Pras.g_01446
OG0000570	Syaf.g_02595	Pras.g_01447
OG0000571	Syaf.g_02591	Pras.g_01449
OG0000572	Syaf.g_02575	Pras.g_01463
OG0000573	Syaf.g_02567	Pras.g_01468
OG0000574	Syaf.g_02566	Pras.g_01469
OG0000575	Syaf.g_02562	Pras.g_01473
OG0000576	Syaf.g_02560	Pras.g_01475
OG0000577	Syaf.g_02559	Pras.g_01476
OG0000578	Syaf.g_02558	Pras.g_01477
OG0000579	Syaf.g_02557	Pras.g_01478
OG0000580	Syaf.g_02556	Pras.g_01479
OG0000581	Syaf.g_02550	Pras.g_01481
OG0000582	Syaf.g_02374	Pras.g_01484
OG0000583	Syaf.g_02373	Pras.g_01485
OG0000584	Syaf.g_02372	Pras.g_01486
OG0000585	Syaf.g_02370	Pras.g_01488
OG0000586	Syaf.g_02369	Pras.g_01489
OG0000587	Syaf.g_02367	Pras.g_01490
OG0000588	Syaf.g_02350	Pras.g_01494
OG0000589	Syaf.g_02340	Pras.g_01497
OG0000590	Syaf.g_02339	Pras.g_01498
OG0000591	Syaf.g_02331	Pras.g_01501
OG0000592	Syaf.g_02330	Pras.g_01502
OG0000593	Syaf.g_02314	Pras.g_01508
OG0000594	Syaf.g_02313	Pras.g_01509
OG0000595	Syaf.g_02312	Pras.g_01510
OG0000596	Syaf.g_02307	Pras.g_01514
OG0000597	Syaf.g_02304	Pras.g_01516
OG0000598	Syaf.g_02303	Pras.g_01517
OG0000599	Syaf.g_02300	Pras.g_01520
OG0000600	Syaf.g_02299	Pras.g_01521
OG0000601	Syaf.g_02298	Pras.g_01522
OG0000602	Syaf.g_02293	Pras.g_01524
OG0000603	Syaf.g_02292	Pras.g_01525
OG0000604	Syaf.g_02289	Pras.g_01526
OG0000605	Syaf.g_01734	Pras.g_01527
OG0000606	Syaf.g_02145	Pras.g_01530
OG0000607	Syaf.g_02142	Pras.g_01533
OG0000608	Syaf.g_02141	Pras.g_01534
OG0000609	Syaf.g_02139	Pras.g_01535
OG0000610	Syaf.g_02132	Pras.g_01540
OG0000611	Syaf.g_02129	Pras.g_01543
OG0000612	Syaf.g_02128	Pras.g_01544
OG0000613	Syaf.g_00315	Pras.g_01549
OG0000614	Syaf.g_01469	Pras.g_01568
OG0000615	Syaf.g_02085	Pras.g_01576
OG0000616	Syaf.g_00518	Pras.g_01580
OG0000617	Syaf.g_01975	Pras.g_01612
OG0000618	Syaf.g_01974	Pras.g_01613
OG0000619	Syaf.g_01973	Pras.g_01614
OG0000620	Syaf.g_01966	Pras.g_01617
OG0000621	Syaf.g_01965	Pras.g_01618
OG0000622	Syaf.g_01964	Pras.g_01619
OG0000623	Syaf.g_01963	Pras.g_01620
OG0000624	Syaf.g_01961	Pras.g_01621
OG0000625	Syaf.g_01960	Pras.g_01622
OG0000626	Syaf.g_01959	Pras.g_01623
OG0000627	Syaf.g_01782	Pras.g_01624
OG0000628	Syaf.g_01783	Pras.g_01625
OG0000629	Syaf.g_01786	Pras.g_01626
OG0000630	Syaf.g_01790	Pras.g_01629
OG0000631	Syaf.g_01801	Pras.g_01692
OG0000632	Syaf.g_01802	Pras.g_01693
OG0000633	Syaf.g_01803	Pras.g_01694
OG0000634	Syaf.g_02053	Pras.g_01697
OG0000635	Syaf.g_02052	Pras.g_01698
OG0000636	Syaf.g_02050	Pras.g_01700
OG0000637	Syaf.g_02048	Pras.g_01702
OG0000638	Syaf.g_02047	Pras.g_01703
OG0000639	Syaf.g_02046	Pras.g_01704
OG0000640	Syaf.g_02045	Pras.g_01705
OG0000641	Syaf.g_02041	Pras.g_01709
OG0000642	Syaf.g_02040	Pras.g_01710
OG0000643	Syaf.g_02038	Pras.g_01711
OG0000644	Syaf.g_02037	Pras.g_01712
OG0000645	Syaf.g_02035	Pras.g_01713
OG0000646	Syaf.g_02032	Pras.g_01715
OG0000647	Syaf.g_02030	Pras.g_01716
OG0000648	Syaf.g_02027	Pras.g_01718
OG0000649	Syaf.g_02026	Pras.g_01719
OG0000650	Syaf.g_02025	Pras.g_01720
OG0000651	Syaf.g_02024	Pras.g_01721
OG0000652	Syaf.g_02023	Pras.g_01722
OG0000653	Syaf.g_02021	Pras.g_01724
OG0000654	Syaf.g_02020	Pras.g_01725
OG0000655	Syaf.g_02019	Pras.g_01726
OG0000656	Syaf.g_02016	Pras.g_01729
OG0000657	Syaf.g_01384	Pras.g_01736
OG0000658	Syaf.g_01381	Pras.g_01737
OG0000659	Syaf.g_01380	Pras.g_01738
OG0000660	Syaf.g_01376	Pras.g_01742
OG0000661	Syaf.g_01374	Pras.g_01744
OG0000662	Syaf.g_01372	Pras.g_01746
OG0000663	Syaf.g_01369	Pras.g_01748
OG0000664	Syaf.g_01368	Pras.g_01749
OG0000665	Syaf.g_00980	Pras.g_01753
OG0000666	Syaf.g_01733	Pras.g_01754
OG0000667	Syaf.g_01635	Pras.g_01758
OG0000668	Syaf.g_01928	Pras.g_01788
OG0000669	Syaf.g_02112	Pras.g_01792
OG0000670	Syaf.g_02769	Pras.g_01794
OG0000671	Syaf.g_02108	Pras.g_01796
OG0000672	Syaf.g_02105	Pras.g_01799
OG0000673	Syaf.g_02102	Pras.g_01802
OG0000674	Syaf.g_02100	Pras.g_01804
OG0000675	Syaf.g_02099	Pras.g_01805
OG0000676	Syaf.g_02097	Pras.g_01807
OG0000677	Syaf.g_02096	Pras.g_01808
OG0000678	Syaf.g_02092	Pras.g_01810
OG0000679	Syaf.g_02083	Pras.g_01814
OG0000680	Syaf.g_02082	Pras.g_01815
OG0000681	Syaf.g_02079	Pras.g_01818
OG0000682	Syaf.g_02078	Pras.g_01819
OG0000683	Syaf.g_02077	Pras.g_01820
OG0000684	Syaf.g_02072	Pras.g_01821
OG0000685	Syaf.g_02070	Pras.g_01823
OG0000686	Syaf.g_02069	Pras.g_01824
OG0000687	Syaf.g_02068	Pras.g_01825
OG0000688	Syaf.g_02063	Pras.g_01828
OG0000689	Syaf.g_02061	Pras.g_01829
OG0000690	Syaf.g_02060	Pras.g_01830
OG0000691	Syaf.g_02059	Pras.g_01831
OG0000692	Syaf.g_02058	Pras.g_01833
OG0000693	Syaf.g_02057	Pras.g_01834
OG0000694	Syaf.g_02056	Pras.g_01835
OG0000695	Syaf.g_01805	Pras.g_01837
OG0000696	Syaf.g_01806	Pras.g_01838
OG0000697	Syaf.g_01808	Pras.g_01839
OG0000698	Syaf.g_01811	Pras.g_01842
OG0000699	Syaf.g_01813	Pras.g_01843
OG0000700	Syaf.g_01814	Pras.g_01844
OG0000701	Syaf.g_01815	Pras.g_01845
OG0000702	Syaf.g_01843	Pras.g_01847
OG0000703	Syaf.g_01844	Pras.g_01848
OG0000704	Syaf.g_01846	Pras.g_01849
OG0000705	Syaf.g_01853	Pras.g_01853
OG0000706	Syaf.g_01854	Pras.g_01854
OG0000707	Syaf.g_01855	Pras.g_01855
OG0000708	Syaf.g_01858	Pras.g_01856
OG0000709	Syaf.g_01867	Pras.g_01860
OG0000710	Syaf.g_01878	Pras.g_01863
OG0000711	Syaf.g_01908	Pras.g_01881
OG0000712	Syaf.g_01910	Pras.g_01883
OG0000713	Syaf.g_01911	Pras.g_01884
OG0000714	Syaf.g_01913	Pras.g_01885
OG0000715	Syaf.g_01915	Pras.g_01887
OG0000716	Syaf.g_01919	Pras.g_01889
OG0000717	Syaf.g_01920	Pras.g_01890
OG0000718	Syaf.g_01924	Pras.g_01903
OG0000719	Syaf.g_01926	Pras.g_01905
OG0000720	Syaf.g_01939	Pras.g_01914
OG0000721	Syaf.g_01941	Pras.g_01916
OG0000722	Syaf.g_01942	Pras.g_01917
OG0000723	Syaf.g_01957	Pras.g_01920
OG0000724	Syaf.g_01418	Pras.g_01929
OG0000725	Syaf.g_01445	Pras.g_01935
OG0000726	Syaf.g_01446	Pras.g_01936
OG0000727	Syaf.g_01447	Pras.g_01937
OG0000728	Syaf.g_01449	Pras.g_01939
OG0000729	Syaf.g_00405	Pras.g_01984
OG0000730	Syaf.g_00026	Pras.g_01988
OG0000731	Syaf.g_00014	Pras.g_01992
OG0000732	Syaf.g_00444	Pras.g_00003
OG0000733	Syaf.g_00615	Pras.g_00024
OG0000734	Syaf.g_00895	Pras.g_00041
OG0000735	Syaf.g_01273	Pras.g_00043
OG0000736	Syaf.g_01274	Pras.g_00044
OG0000737	Syaf.g_01275	Pras.g_00045
OG0000738	Syaf.g_01280	Pras.g_00049
OG0000739	Syaf.g_01281	Pras.g_00050
OG0000740	Syaf.g_01282	Pras.g_00051
OG0000741	Syaf.g_01285	Pras.g_00052
OG0000742	Syaf.g_01287	Pras.g_00055
OG0000743	Syaf.g_01289	Pras.g_00057
OG0000744	Syaf.g_01290	Pras.g_00058
OG0000745	Syaf.g_01293	Pras.g_00059
OG0000746	Syaf.g_01295	Pras.g_00061
OG0000747	Syaf.g_01296	Pras.g_00062
OG0000748	Syaf.g_01307	Pras.g_00065
OG0000749	Syaf.g_01309	Pras.g_00066
OG0000750	Syaf.g_01310	Pras.g_00067
OG0000751	Syaf.g_01317	Pras.g_00069
OG0000752	Syaf.g_01319	Pras.g_00071
OG0000753	Syaf.g_01322	Pras.g_00074
OG0000754	Syaf.g_01611	Pras.g_00077
OG0000755	Syaf.g_01599	Pras.g_00080
OG0000756	Syaf.g_01598	Pras.g_00081
OG0000757	Syaf.g_01590	Pras.g_00087
OG0000758	Syaf.g_01589	Pras.g_00088
OG0000759	Syaf.g_01588	Pras.g_00089
OG0000760	Syaf.g_01587	Pras.g_00090
OG0000761	Syaf.g_01586	Pras.g_00091
OG0000762	Syaf.g_01584	Pras.g_00092
OG0000763	Syaf.g_01582	Pras.g_00094
OG0000764	Syaf.g_01581	Pras.g_00095
OG0000765	Syaf.g_01564	Pras.g_00105
OG0000766	Syaf.g_01563	Pras.g_00106
OG0000767	Syaf.g_01561	Pras.g_00108
OG0000768	Syaf.g_01560	Pras.g_00109
OG0000769	Syaf.g_01558	Pras.g_00111
OG0000770	Syaf.g_01553	Pras.g_00113
OG0000771	Syaf.g_01411	Pras.g_00122
OG0000772	Syaf.g_01705	Pras.g_00178
OG0000773	Syaf.g_01268	Pras.g_00199
OG0000774	Syaf.g_01263	Pras.g_00201
OG0000775	Syaf.g_01261	Pras.g_00204
OG0000776	Syaf.g_01260	Pras.g_00205
OG0000777	Syaf.g_01259	Pras.g_00206
OG0000778	Syaf.g_01258	Pras.g_00207
OG0000779	Syaf.g_01252	Pras.g_00211
OG0000780	Syaf.g_01249	Pras.g_00212
OG0000781	Syaf.g_01245	Pras.g_00214
OG0000782	Syaf.g_01244	Pras.g_00216
OG0000783	Syaf.g_01243	Pras.g_00217
OG0000784	Syaf.g_01242	Pras.g_00218
OG0000785	Syaf.g_01240	Pras.g_00220
OG0000786	Syaf.g_02546	Pras.g_00223
OG0000787	Syaf.g_02547	Pras.g_00224
OG0000788	Syaf.g_02297	Pras.g_00237
OG0000789	Syaf.g_01750	Pras.g_00240
OG0000790	Syaf.g_02738	Pras.g_00255
OG0000791	Syaf.g_02740	Pras.g_00257
OG0000792	Syaf.g_02741	Pras.g_00258
OG0000793	Syaf.g_02746	Pras.g_00261
OG0000794	Syaf.g_02747	Pras.g_00262
OG0000795	Syaf.g_02748	Pras.g_00263
OG0000796	Syaf.g_02752	Pras.g_00267
OG0000797	Syaf.g_02753	Pras.g_00268
OG0000798	Syaf.g_00240	Pras.g_00286
OG0000799	Syaf.g_02380	Pras.g_00332
OG0000800	Syaf.g_02383	Pras.g_00333
OG0000801	Syaf.g_02384	Pras.g_00334
OG0000802	Syaf.g_02388	Pras.g_00336
OG0000803	Syaf.g_02393	Pras.g_00338
OG0000804	Syaf.g_02396	Pras.g_00339
OG0000805	Syaf.g_02398	Pras.g_00341
OG0000806	Syaf.g_02405	Pras.g_00343
OG0000807	Syaf.g_02406	Pras.g_00344
OG0000808	Syaf.g_02407	Pras.g_00345
OG0000809	Syaf.g_02410	Pras.g_00348
OG0000810	Syaf.g_02411	Pras.g_00349
OG0000811	Syaf.g_02420	Pras.g_00353
OG0000812	Syaf.g_02422	Pras.g_00355
OG0000813	Syaf.g_02423	Pras.g_00356
OG0000814	Syaf.g_02425	Pras.g_00358
OG0000815	Syaf.g_02426	Pras.g_00359
OG0000816	Syaf.g_02428	Pras.g_00361
OG0000817	Syaf.g_02429	Pras.g_00362
OG0000818	Syaf.g_02442	Pras.g_00367
OG0000819	Syaf.g_02443	Pras.g_00368
OG0000820	Syaf.g_02444	Pras.g_00369
OG0000821	Syaf.g_02450	Pras.g_00373
OG0000822	Syaf.g_02452	Pras.g_00374
OG0000823	Syaf.g_02453	Pras.g_00375
OG0000824	Syaf.g_02459	Pras.g_00378
OG0000825	Syaf.g_02460	Pras.g_00379
OG0000826	Syaf.g_02461	Pras.g_00380
OG0000827	Syaf.g_02462	Pras.g_00381
OG0000828	Syaf.g_02465	Pras.g_00385
OG0000829	Syaf.g_02466	Pras.g_00386
OG0000830	Syaf.g_02467	Pras.g_00387
OG0000831	Syaf.g_02470	Pras.g_00389
OG0000832	Syaf.g_01109	Pras.g_00395
OG0000833	Syaf.g_01100	Pras.g_00405
OG0000834	Syaf.g_01098	Pras.g_00406
OG0000835	Syaf.g_01097	Pras.g_00407
OG0000836	Syaf.g_01093	Pras.g_00408
OG0000837	Syaf.g_01091	Pras.g_00409
OG0000838	Syaf.g_01087	Pras.g_00411
OG0000839	Syaf.g_01086	Pras.g_00412
OG0000840	Syaf.g_01085	Pras.g_00413
OG0000841	Syaf.g_01084	Pras.g_00414
OG0000842	Syaf.g_01083	Pras.g_00415
OG0000843	Syaf.g_01082	Pras.g_00416
OG0000844	Syaf.g_01080	Pras.g_00417
OG0000845	Syaf.g_01079	Pras.g_00418
OG0000846	Syaf.g_01078	Pras.g_00419
OG0000847	Syaf.g_01077	Pras.g_00420
OG0000848	Syaf.g_01075	Pras.g_00421
OG0000849	Syaf.g_01074	Pras.g_00422
OG0000850	Syaf.g_01072	Pras.g_00424
OG0000851	Syaf.g_01061	Pras.g_00425
OG0000852	Syaf.g_01060	Pras.g_00426
OG0000853	Syaf.g_01056	Pras.g_00430
OG0000854	Syaf.g_01054	Pras.g_00432
OG0000855	Syaf.g_01053	Pras.g_00433
OG0000856	Syaf.g_02328	Pras.g_00448
OG0000857	Syaf.g_02031	Pras.g_00473
OG0000858	Syaf.g_01047	Pras.g_00544
OG0000859	Syaf.g_01046	Pras.g_00545
OG0000860	Syaf.g_01031	Pras.g_00552
OG0000861	Syaf.g_01030	Pras.g_00553
OG0000862	Syaf.g_01029	Pras.g_00554
OG0000863	Syaf.g_01026	Pras.g_00556
OG0000864	Syaf.g_01025	Pras.g_00557
OG0000865	Syaf.g_01024	Pras.g_00558
OG0000866	Syaf.g_01023	Pras.g_00559
OG0000867	Syaf.g_01022	Pras.g_00560
OG0000868	Syaf.g_01019	Pras.g_00561
OG0000869	Syaf.g_01014	Pras.g_00565
OG0000870	Syaf.g_01009	Pras.g_00570
OG0000871	Syaf.g_01008	Pras.g_00571
OG0000872	Syaf.g_01001	Pras.g_00572
OG0000873	Syaf.g_00998	Pras.g_00575
OG0000874	Syaf.g_01002	Pras.g_00578
OG0000875	Syaf.g_00996	Pras.g_00579
OG0000876	Syaf.g_01198	Pras.g_00580
OG0000877	Syaf.g_01188	Pras.g_00582
OG0000878	Syaf.g_01187	Pras.g_00583
OG0000879	Syaf.g_01186	Pras.g_00584
OG0000880	Syaf.g_01185	Pras.g_00585
OG0000881	Syaf.g_01179	Pras.g_00589
OG0000882	Syaf.g_01174	Pras.g_00594
OG0000883	Syaf.g_01172	Pras.g_00596
OG0000884	Syaf.g_01170	Pras.g_00598
OG0000885	Syaf.g_01169	Pras.g_00599
OG0000886	Syaf.g_01168	Pras.g_00600
OG0000887	Syaf.g_01167	Pras.g_00601
OG0000888	Syaf.g_01165	Pras.g_00603
OG0000889	Syaf.g_01163	Pras.g_00605
OG0000890	Syaf.g_01157	Pras.g_00606
OG0000891	Syaf.g_01156	Pras.g_00607
OG0000892	Syaf.g_01154	Pras.g_00609
OG0000893	Syaf.g_00178	Pras.g_00613
OG0000894	Syaf.g_00175	Pras.g_00615
OG0000895	Syaf.g_00171	Pras.g_00618
OG0000896	Syaf.g_00170	Pras.g_00619
OG0000897	Syaf.g_00168	Pras.g_00621
OG0000898	Syaf.g_00167	Pras.g_00622
OG0000899	Syaf.g_00166	Pras.g_00623
OG0000900	Syaf.g_00165	Pras.g_00624
OG0000901	Syaf.g_00160	Pras.g_00627
OG0000902	Syaf.g_00158	Pras.g_00629
OG0000903	Syaf.g_00141	Pras.g_00632
OG0000904	Syaf.g_00146	Pras.g_00634
OG0000905	Syaf.g_00151	Pras.g_00639
OG0000906	Syaf.g_00154	Pras.g_00640
OG0000907	Syaf.g_00139	Pras.g_00645
OG0000908	Syaf.g_00136	Pras.g_00648
OG0000909	Syaf.g_00135	Pras.g_00649
OG0000910	Syaf.g_00134	Pras.g_00650
OG0000911	Syaf.g_00132	Pras.g_00652
OG0000912	Syaf.g_00131	Pras.g_00653
OG0000913	Syaf.g_00130	Pras.g_00654
OG0000914	Syaf.g_00129	Pras.g_00655
OG0000915	Syaf.g_00127	Pras.g_00656
OG0000916	Syaf.g_00126	Pras.g_00657
OG0000917	Syaf.g_00125	Pras.g_00658
OG0000918	Syaf.g_00124	Pras.g_00659
OG0000919	Syaf.g_00123	Pras.g_00660
OG0000920	Syaf.g_00122	Pras.g_00661
OG0000921	Syaf.g_00121	Pras.g_00662
OG0000922	Syaf.g_00120	Pras.g_00663
OG0000923	Syaf.g_00116	Pras.g_00667
OG0000924	Syaf.g_00115	Pras.g_00668
OG0000925	Syaf.g_00114	Pras.g_00669
OG0000926	Syaf.g_00113	Pras.g_00670
OG0000927	Syaf.g_00111	Pras.g_00672
OG0000928	Syaf.g_00110	Pras.g_00673
OG0000929	Syaf.g_00109	Pras.g_00674
OG0000930	Syaf.g_00108	Pras.g_00675
OG0000931	Syaf.g_00107	Pras.g_00676
OG0000932	Syaf.g_00106	Pras.g_00677
OG0000933	Syaf.g_00100	Pras.g_00681
OG0000934	Syaf.g_00098	Pras.g_00683
OG0000935	Syaf.g_00097	Pras.g_00684
OG0000936	Syaf.g_00096	Pras.g_00685
OG0000937	Syaf.g_00095	Pras.g_00686
OG0000938	Syaf.g_00092	Pras.g_00688
OG0000939	Syaf.g_00091	Pras.g_00689
OG0000940	Syaf.g_00084	Pras.g_00696
OG0000941	Syaf.g_00082	Pras.g_00698
OG0000942	Syaf.g_00080	Pras.g_00700
OG0000943	Syaf.g_00079	Pras.g_00701
OG0000944	Syaf.g_00077	Pras.g_00702
OG0000945	Syaf.g_00075	Pras.g_00703
OG0000946	Syaf.g_00070	Pras.g_00707
OG0000947	Syaf.g_00067	Pras.g_00709
OG0000948	Syaf.g_00066	Pras.g_00710
OG0000949	Syaf.g_00337	Pras.g_00713
OG0000950	Syaf.g_00351	Pras.g_00718
OG0000951	Syaf.g_00358	Pras.g_00722
OG0000952	Syaf.g_00363	Pras.g_00726
OG0000953	Syaf.g_00367	Pras.g_00729
OG0000954	Syaf.g_00372	Pras.g_00733
OG0000955	Syaf.g_00373	Pras.g_00734
OG0000956	Syaf.g_00375	Pras.g_00736
OG0000957	Syaf.g_00386	Pras.g_00741
OG0000958	Syaf.g_00387	Pras.g_00742
OG0000959	Syaf.g_00391	Pras.g_00746
OG0000960	Syaf.g_00392	Pras.g_00747
OG0000961	Syaf.g_00402	Pras.g_00749
OG0000962	Syaf.g_00404	Pras.g_00751
OG0000963	Syaf.g_00409	Pras.g_00755
OG0000964	Syaf.g_00410	Pras.g_00756
OG0000965	Syaf.g_00411	Pras.g_00757
OG0000966	Syaf.g_00421	Pras.g_00765
OG0000967	Syaf.g_00426	Pras.g_00770
OG0000968	Syaf.g_00417	Pras.g_00772
OG0000969	Syaf.g_00423	Pras.g_00773
OG0000970	Syaf.g_00424	Pras.g_00774
OG0000971	Syaf.g_00429	Pras.g_00775
OG0000972	Syaf.g_00430	Pras.g_00776
OG0000973	Syaf.g_00431	Pras.g_00777
OG0000974	Syaf.g_00432	Pras.g_00778
OG0000975	Syaf.g_00433	Pras.g_00779
OG0000976	Syaf.g_00434	Pras.g_00780
OG0000977	Syaf.g_00436	Pras.g_00781
OG0000978	Syaf.g_00437	Pras.g_00782
OG0000979	Syaf.g_00440	Pras.g_00785
OG0000980	Syaf.g_00443	Pras.g_00787
OG0000981	Syaf.g_00446	Pras.g_00789
OG0000982	Syaf.g_00645	Pras.g_00791
OG0000983	Syaf.g_00644	Pras.g_00792
OG0000984	Syaf.g_00643	Pras.g_00793
OG0000985	Syaf.g_00641	Pras.g_00796
OG0000986	Syaf.g_00639	Pras.g_00798
OG0000987	Syaf.g_00637	Pras.g_00799
OG0000988	Syaf.g_00633	Pras.g_00802
OG0000989	Syaf.g_00624	Pras.g_00805
OG0000990	Syaf.g_00606	Pras.g_00808
OG0000991	Syaf.g_00604	Pras.g_00809
OG0000992	Syaf.g_00601	Pras.g_00812
OG0000993	Syaf.g_00600	Pras.g_00813
OG0000994	Syaf.g_00597	Pras.g_00814
OG0000995	Syaf.g_00592	Pras.g_00818
OG0000996	Syaf.g_00543	Pras.g_00819
OG0000997	Syaf.g_00532	Pras.g_00820
OG0000998	Syaf.g_00530	Pras.g_00822
OG0000999	Syaf.g_00529	Pras.g_00823
OG0001000	Syaf.g_00526	Pras.g_00826
OG0001001	Syaf.g_00521	Pras.g_00828
OG0001002	Syaf.g_00515	Pras.g_00832
OG0001003	Syaf.g_00514	Pras.g_00834
OG0001004	Syaf.g_00513	Pras.g_00835
OG0001005	Syaf.g_00510	Pras.g_00836
OG0001006	Syaf.g_00500	Pras.g_00840
OG0001007	Syaf.g_00498	Pras.g_00842
OG0001008	Syaf.g_01215	Pras.g_01315
OG0001009	Syaf.g_00466	Pras.g_00869
OG0001010	Syaf.g_00465	Pras.g_00870
OG0001011	Syaf.g_00463	Pras.g_00871
OG0001012	Syaf.g_00649	Pras.g_00896
OG0001013	Syaf.g_00669	Pras.g_00901
OG0001014	Syaf.g_00691	Pras.g_00904
OG0001015	Syaf.g_00692	Pras.g_00905
OG0001016	Syaf.g_00958	Pras.g_00924
OG0001017	Syaf.g_00952	Pras.g_00928
OG0001018	Syaf.g_00950	Pras.g_00931
OG0001019	Syaf.g_00931	Pras.g_00940
OG0001020	Syaf.g_00926	Pras.g_00941
OG0001021	Syaf.g_00922	Pras.g_00942
OG0001022	Syaf.g_00918	Pras.g_00945
OG0001023	Syaf.g_00917	Pras.g_00946
OG0001024	Syaf.g_00913	Pras.g_00949
OG0001025	Syaf.g_00906	Pras.g_00955
OG0001026	Syaf.g_00893	Pras.g_00962
OG0001027	Syaf.g_00884	Pras.g_00963
OG0001028	Syaf.g_00882	Pras.g_00965
OG0001029	Syaf.g_00880	Pras.g_00966
OG0001030	Syaf.g_00860	Pras.g_00981
OG0001031	Syaf.g_00784	Pras.g_01037
OG0001032	Syaf.g_00781	Pras.g_01038
OG0001034	Syaf.g_02787	Pras.g_01088
OG0001035	Syaf.g_00207	Pras.g_01106
OG0001036	Syaf.g_00212	Pras.g_01111
OG0001037	Syaf.g_00214	Pras.g_01112
OG0001038	Syaf.g_00242	Pras.g_01130
OG0001039	Syaf.g_00245	Pras.g_01133
OG0001040	Syaf.g_00248	Pras.g_01135
OG0001041	Syaf.g_00253	Pras.g_01139
OG0001042	Syaf.g_00275	Pras.g_01156
OG0001043	Syaf.g_00279	Pras.g_01157
OG0001044	Syaf.g_00024	Pras.g_01186
OG0001045	Syaf.g_00011	Pras.g_01195
OG0001046	Syaf.g_01894	Pras.g_01232
OG0001047	Syaf.g_01217	Pras.g_01317
OG0001048	Syaf.g_01218	Pras.g_01318
OG0001049	Syaf.g_01226	Pras.g_01320
OG0001050	Syaf.g_01227	Pras.g_01321
OG0001051	Syaf.g_01228	Pras.g_01322
OG0001052	Syaf.g_02502	Pras.g_01349
OG0001053	Syaf.g_02718	Pras.g_01361
OG0001054	Syaf.g_02701	Pras.g_01376
OG0001056	Syaf.g_02649	Pras.g_01413
OG0001057	Syaf.g_02638	Pras.g_01418
OG0001058	Syaf.g_02624	Pras.g_01426
OG0001059	Syaf.g_02620	Pras.g_01430
OG0001060	Syaf.g_02614	Pras.g_01437
OG0001061	Syaf.g_02590	Pras.g_01450
OG0001062	Syaf.g_02588	Pras.g_01452
OG0001063	Syaf.g_02583	Pras.g_01454
OG0001064	Syaf.g_02582	Pras.g_01455
OG0001065	Syaf.g_02581	Pras.g_01456
OG0001066	Syaf.g_02580	Pras.g_01457
OG0001067	Syaf.g_02579	Pras.g_01459
OG0001068	Syaf.g_02578	Pras.g_01460
OG0001069	Syaf.g_02577	Pras.g_01461
OG0001070	Syaf.g_02574	Pras.g_01464
OG0001071	Syaf.g_02573	Pras.g_01465
OG0001072	Syaf.g_02569	Pras.g_01466
OG0001073	Syaf.g_02555	Pras.g_01480
OG0001074	Syaf.g_02365	Pras.g_01491
OG0001075	Syaf.g_02363	Pras.g_01492
OG0001076	Syaf.g_02337	Pras.g_01500
OG0001077	Syaf.g_02325	Pras.g_01504
OG0001078	Syaf.g_02309	Pras.g_01512
OG0001079	Syaf.g_02296	Pras.g_01523
OG0001080	Syaf.g_01740	Pras.g_01529
OG0001081	Syaf.g_02144	Pras.g_01531
OG0001082	Syaf.g_02143	Pras.g_01532
OG0001083	Syaf.g_02136	Pras.g_01537
OG0001084	Syaf.g_02135	Pras.g_01538
OG0001085	Syaf.g_02125	Pras.g_01546
OG0001086	Syaf.g_02123	Pras.g_01547
OG0001087	Syaf.g_01482	Pras.g_01564
OG0001088	Syaf.g_01478	Pras.g_01565
OG0001089	Syaf.g_01453	Pras.g_01573
OG0001090	Syaf.g_01981	Pras.g_01607
OG0001091	Syaf.g_01979	Pras.g_01609
OG0001092	Syaf.g_01977	Pras.g_01610
OG0001093	Syaf.g_01971	Pras.g_01615
OG0001094	Syaf.g_02055	Pras.g_01695
OG0001095	Syaf.g_02034	Pras.g_01714
OG0001096	Syaf.g_02018	Pras.g_01727
OG0001097	Syaf.g_01373	Pras.g_01745
OG0001098	Syaf.g_01743	Pras.g_01760
OG0001099	Syaf.g_00881	Pras.g_01791
OG0001100	Syaf.g_02110	Pras.g_01793
OG0001101	Syaf.g_02109	Pras.g_01795
OG0001102	Syaf.g_02106	Pras.g_01798
OG0001103	Syaf.g_02104	Pras.g_01800
OG0001104	Syaf.g_02071	Pras.g_01822
OG0001105	Syaf.g_02067	Pras.g_01826
OG0001106	Syaf.g_01847	Pras.g_01850
OG0001107	Syaf.g_01859	Pras.g_01857
OG0001108	Syaf.g_01868	Pras.g_01861
OG0001109	Syaf.g_01877	Pras.g_01862
OG0001110	Syaf.g_01879	Pras.g_01864
OG0001111	Syaf.g_01881	Pras.g_01865
OG0001112	Syaf.g_01883	Pras.g_01866
OG0001113	Syaf.g_01884	Pras.g_01867
OG0001114	Syaf.g_01885	Pras.g_01868
OG0001115	Syaf.g_01889	Pras.g_01870
OG0001116	Syaf.g_01891	Pras.g_01871
OG0001117	Syaf.g_01892	Pras.g_01872
OG0001118	Syaf.g_01893	Pras.g_01873
OG0001119	Syaf.g_01895	Pras.g_01874
OG0001120	Syaf.g_01899	Pras.g_01876
OG0001122	Syaf.g_01927	Pras.g_01906
OG0001123	Syaf.g_01934	Pras.g_01910
OG0001124	Syaf.g_01936	Pras.g_01912
OG0001125	Syaf.g_01938	Pras.g_01913
OG0001126	Syaf.g_01409	Pras.g_01923
OG0001127	Syaf.g_01410	Pras.g_01924
OG0001128	Syaf.g_01413	Pras.g_01926
OG0001129	Syaf.g_01415	Pras.g_01927
OG0001130	Syaf.g_01416	Pras.g_01928
