Orthogroup	Syaf	Pray
OG0000571	Syaf.g_02591	Pray.g_01189
OG0000572	Syaf.g_02575	Pray.g_01176
OG0000573	Syaf.g_02567	Pray.g_01171
OG0000574	Syaf.g_02566	Pray.g_01170
OG0000575	Syaf.g_02562	Pray.g_01166
OG0000576	Syaf.g_02560	Pray.g_01164
OG0000577	Syaf.g_02559	Pray.g_01163
OG0000578	Syaf.g_02558	Pray.g_01162
OG0000579	Syaf.g_02557	Pray.g_01161
OG0000580	Syaf.g_02556	Pray.g_01160
OG0000581	Syaf.g_02550	Pray.g_01158
OG0000582	Syaf.g_02374	Pray.g_01155
OG0000583	Syaf.g_02373	Pray.g_01154
OG0000584	Syaf.g_02372	Pray.g_01153
OG0000585	Syaf.g_02370	Pray.g_01151
OG0000586	Syaf.g_02369	Pray.g_01150
OG0000587	Syaf.g_02367	Pray.g_01149
OG0000588	Syaf.g_02350	Pray.g_01145
OG0000589	Syaf.g_02340	Pray.g_01142
OG0000590	Syaf.g_02339	Pray.g_01141
OG0000591	Syaf.g_02331	Pray.g_01138
OG0000592	Syaf.g_02330	Pray.g_01137
OG0000593	Syaf.g_02314	Pray.g_01131
OG0000594	Syaf.g_02313	Pray.g_01130
OG0000595	Syaf.g_02312	Pray.g_01129
OG0000596	Syaf.g_02307	Pray.g_01125
OG0000597	Syaf.g_02304	Pray.g_01123
OG0000598	Syaf.g_02303	Pray.g_01122
OG0000599	Syaf.g_02300	Pray.g_01119
OG0000600	Syaf.g_02299	Pray.g_01118
OG0000601	Syaf.g_02298	Pray.g_01117
OG0000602	Syaf.g_02293	Pray.g_01115
OG0000603	Syaf.g_02292	Pray.g_01114
OG0000604	Syaf.g_02289	Pray.g_01113
OG0000605	Syaf.g_01734	Pray.g_01112
OG0000606	Syaf.g_02145	Pray.g_01109
OG0000607	Syaf.g_02142	Pray.g_01106
OG0000608	Syaf.g_02141	Pray.g_01105
OG0000609	Syaf.g_02139	Pray.g_01104
OG0000610	Syaf.g_02132	Pray.g_01099
OG0000611	Syaf.g_02129	Pray.g_01096
OG0000612	Syaf.g_02128	Pray.g_01095
OG0000613	Syaf.g_00315	Pray.g_01090
OG0000614	Syaf.g_01469	Pray.g_01071
OG0000615	Syaf.g_02085	Pray.g_01063
OG0000616	Syaf.g_00518	Pray.g_01059
OG0000617	Syaf.g_01975	Pray.g_01034
OG0000618	Syaf.g_01974	Pray.g_01033
OG0000619	Syaf.g_01973	Pray.g_01032
OG0000620	Syaf.g_01966	Pray.g_01029
OG0000621	Syaf.g_01965	Pray.g_01028
OG0000622	Syaf.g_01964	Pray.g_01027
OG0000623	Syaf.g_01963	Pray.g_01026
OG0000624	Syaf.g_01961	Pray.g_01025
OG0000625	Syaf.g_01960	Pray.g_00269
OG0000626	Syaf.g_01959	Pray.g_00270
OG0000627	Syaf.g_01782	Pray.g_00271
OG0000628	Syaf.g_01783	Pray.g_00272
OG0000629	Syaf.g_01786	Pray.g_00273
OG0000630	Syaf.g_01790	Pray.g_00276
OG0000631	Syaf.g_01801	Pray.g_00339
OG0000632	Syaf.g_01802	Pray.g_00340
OG0000633	Syaf.g_01803	Pray.g_00341
OG0000634	Syaf.g_02053	Pray.g_00344
OG0000635	Syaf.g_02052	Pray.g_00345
OG0000636	Syaf.g_02050	Pray.g_00347
OG0000637	Syaf.g_02048	Pray.g_00349
OG0000638	Syaf.g_02047	Pray.g_00350
OG0000639	Syaf.g_02046	Pray.g_00351
OG0000640	Syaf.g_02045	Pray.g_00352
OG0000641	Syaf.g_02041	Pray.g_00356
OG0000642	Syaf.g_02040	Pray.g_00357
OG0000643	Syaf.g_02038	Pray.g_00358
OG0000644	Syaf.g_02037	Pray.g_00359
OG0000645	Syaf.g_02035	Pray.g_00360
OG0000646	Syaf.g_02032	Pray.g_00362
OG0000647	Syaf.g_02030	Pray.g_00363
OG0000648	Syaf.g_02027	Pray.g_00365
OG0000649	Syaf.g_02026	Pray.g_00366
OG0000650	Syaf.g_02025	Pray.g_00367
OG0000651	Syaf.g_02024	Pray.g_00368
OG0000652	Syaf.g_02023	Pray.g_00369
OG0000653	Syaf.g_02021	Pray.g_00371
OG0000654	Syaf.g_02020	Pray.g_00372
OG0000655	Syaf.g_02019	Pray.g_00373
OG0000656	Syaf.g_02016	Pray.g_00376
OG0000657	Syaf.g_01384	Pray.g_00384
OG0000658	Syaf.g_01381	Pray.g_00385
OG0000659	Syaf.g_01380	Pray.g_00386
OG0000660	Syaf.g_01376	Pray.g_00390
OG0000661	Syaf.g_01374	Pray.g_00392
OG0000662	Syaf.g_01372	Pray.g_00394
OG0000663	Syaf.g_01369	Pray.g_00396
OG0000664	Syaf.g_01368	Pray.g_00397
OG0000665	Syaf.g_00980	Pray.g_00401
OG0000666	Syaf.g_01733	Pray.g_00402
OG0000667	Syaf.g_01635	Pray.g_00406
OG0000668	Syaf.g_01928	Pray.g_00436
OG0000669	Syaf.g_02112	Pray.g_00443
OG0000670	Syaf.g_02769	Pray.g_00445
OG0000671	Syaf.g_02108	Pray.g_00447
OG0000672	Syaf.g_02105	Pray.g_00450
OG0000673	Syaf.g_02102	Pray.g_00453
OG0000674	Syaf.g_02100	Pray.g_00455
OG0000675	Syaf.g_02099	Pray.g_00456
OG0000676	Syaf.g_02097	Pray.g_00458
OG0000677	Syaf.g_02096	Pray.g_00459
OG0000678	Syaf.g_02092	Pray.g_00461
OG0000679	Syaf.g_02083	Pray.g_00465
OG0000680	Syaf.g_02082	Pray.g_00466
OG0000681	Syaf.g_02079	Pray.g_00469
OG0000682	Syaf.g_02078	Pray.g_00470
OG0000683	Syaf.g_02077	Pray.g_00471
OG0000684	Syaf.g_02072	Pray.g_00473
OG0000685	Syaf.g_02070	Pray.g_00475
OG0000686	Syaf.g_02069	Pray.g_00476
OG0000687	Syaf.g_02068	Pray.g_00477
OG0000688	Syaf.g_02063	Pray.g_00480
OG0000689	Syaf.g_02061	Pray.g_00481
OG0000690	Syaf.g_02060	Pray.g_00482
OG0000691	Syaf.g_02059	Pray.g_00483
OG0000692	Syaf.g_02058	Pray.g_00485
OG0000693	Syaf.g_02057	Pray.g_00486
OG0000694	Syaf.g_02056	Pray.g_00487
OG0000695	Syaf.g_01805	Pray.g_00489
OG0000696	Syaf.g_01806	Pray.g_00490
OG0000697	Syaf.g_01808	Pray.g_00491
OG0000698	Syaf.g_01811	Pray.g_00494
OG0000699	Syaf.g_01813	Pray.g_00495
OG0000700	Syaf.g_01814	Pray.g_00496
OG0000701	Syaf.g_01815	Pray.g_00497
OG0000702	Syaf.g_01843	Pray.g_00499
OG0000703	Syaf.g_01844	Pray.g_00500
OG0000704	Syaf.g_01846	Pray.g_00501
OG0000705	Syaf.g_01853	Pray.g_00505
OG0000706	Syaf.g_01854	Pray.g_00506
OG0000707	Syaf.g_01855	Pray.g_00507
OG0000708	Syaf.g_01858	Pray.g_00508
OG0000709	Syaf.g_01867	Pray.g_00512
OG0000710	Syaf.g_01878	Pray.g_00515
OG0000711	Syaf.g_01908	Pray.g_00532
OG0000712	Syaf.g_01910	Pray.g_00534
OG0000713	Syaf.g_01911	Pray.g_00535
OG0000714	Syaf.g_01913	Pray.g_00536
OG0000715	Syaf.g_01915	Pray.g_00538
OG0000716	Syaf.g_01919	Pray.g_00540
OG0000717	Syaf.g_01920	Pray.g_00541
OG0000718	Syaf.g_01924	Pray.g_00553
OG0000719	Syaf.g_01926	Pray.g_00555
OG0000720	Syaf.g_01939	Pray.g_00564
OG0000721	Syaf.g_01941	Pray.g_00566
OG0000722	Syaf.g_01942	Pray.g_00567
OG0000723	Syaf.g_01957	Pray.g_00570
OG0000724	Syaf.g_01418	Pray.g_00579
OG0000725	Syaf.g_01445	Pray.g_00585
OG0000726	Syaf.g_01446	Pray.g_00586
OG0000727	Syaf.g_01447	Pray.g_00587
OG0000728	Syaf.g_01449	Pray.g_00589
OG0000729	Syaf.g_00405	Pray.g_00634
OG0000730	Syaf.g_00026	Pray.g_00132
OG0000731	Syaf.g_00014	Pray.g_00128
OG0000732	Syaf.g_00444	Pray.g_00118
OG0000733	Syaf.g_00615	Pray.g_00096
OG0000734	Syaf.g_00895	Pray.g_00079
OG0000735	Syaf.g_01273	Pray.g_00077
OG0000736	Syaf.g_01274	Pray.g_00076
OG0000737	Syaf.g_01275	Pray.g_00075
OG0000738	Syaf.g_01280	Pray.g_00071
OG0000739	Syaf.g_01281	Pray.g_00070
OG0000740	Syaf.g_01282	Pray.g_00069
OG0000741	Syaf.g_01285	Pray.g_00068
OG0000742	Syaf.g_01287	Pray.g_00065
OG0000743	Syaf.g_01289	Pray.g_00063
OG0000744	Syaf.g_01290	Pray.g_00062
OG0000745	Syaf.g_01293	Pray.g_00060
OG0000746	Syaf.g_01295	Pray.g_00058
OG0000747	Syaf.g_01296	Pray.g_00057
OG0000748	Syaf.g_01307	Pray.g_00054
OG0000749	Syaf.g_01309	Pray.g_00053
OG0000750	Syaf.g_01310	Pray.g_00052
OG0000751	Syaf.g_01317	Pray.g_00050
OG0000752	Syaf.g_01319	Pray.g_00048
OG0000753	Syaf.g_01322	Pray.g_00045
OG0000754	Syaf.g_01611	Pray.g_00042
OG0000755	Syaf.g_01599	Pray.g_00039
OG0000756	Syaf.g_01598	Pray.g_00038
OG0000757	Syaf.g_01590	Pray.g_00032
OG0000758	Syaf.g_01589	Pray.g_00031
OG0000759	Syaf.g_01588	Pray.g_00030
OG0000760	Syaf.g_01587	Pray.g_00029
OG0000761	Syaf.g_01586	Pray.g_00028
OG0000762	Syaf.g_01584	Pray.g_00027
OG0000763	Syaf.g_01582	Pray.g_00025
OG0000764	Syaf.g_01581	Pray.g_00024
OG0000765	Syaf.g_01564	Pray.g_00015
OG0000766	Syaf.g_01563	Pray.g_00014
OG0000767	Syaf.g_01561	Pray.g_00012
OG0000768	Syaf.g_01560	Pray.g_00011
OG0000769	Syaf.g_01558	Pray.g_00009
OG0000770	Syaf.g_01553	Pray.g_00007
OG0000771	Syaf.g_01411	Pray.g_00250
OG0000772	Syaf.g_01705	Pray.g_01895
OG0000773	Syaf.g_01268	Pray.g_01879
OG0000774	Syaf.g_01263	Pray.g_01877
OG0000775	Syaf.g_01261	Pray.g_01875
OG0000776	Syaf.g_01260	Pray.g_01874
OG0000777	Syaf.g_01259	Pray.g_01873
OG0000778	Syaf.g_01258	Pray.g_01872
OG0000779	Syaf.g_01252	Pray.g_01868
OG0000780	Syaf.g_01249	Pray.g_01867
OG0000781	Syaf.g_01245	Pray.g_01864
OG0000782	Syaf.g_01244	Pray.g_01863
OG0000783	Syaf.g_01243	Pray.g_01862
OG0000784	Syaf.g_01242	Pray.g_01861
OG0000785	Syaf.g_01240	Pray.g_01859
OG0000786	Syaf.g_02546	Pray.g_01857
OG0000787	Syaf.g_02547	Pray.g_01856
OG0000788	Syaf.g_02297	Pray.g_01842
OG0000789	Syaf.g_01750	Pray.g_01839
OG0000790	Syaf.g_02738	Pray.g_01824
OG0000791	Syaf.g_02740	Pray.g_01822
OG0000792	Syaf.g_02741	Pray.g_01821
OG0000793	Syaf.g_02746	Pray.g_01818
OG0000794	Syaf.g_02747	Pray.g_01817
OG0000795	Syaf.g_02748	Pray.g_01816
OG0000796	Syaf.g_02752	Pray.g_01812
OG0000797	Syaf.g_02753	Pray.g_01811
OG0000799	Syaf.g_02380	Pray.g_01740
OG0000800	Syaf.g_02383	Pray.g_01739
OG0000801	Syaf.g_02384	Pray.g_01738
OG0000802	Syaf.g_02388	Pray.g_01736
OG0000803	Syaf.g_02393	Pray.g_01734
OG0000804	Syaf.g_02396	Pray.g_01733
OG0000805	Syaf.g_02398	Pray.g_01731
OG0000806	Syaf.g_02405	Pray.g_01729
OG0000807	Syaf.g_02406	Pray.g_01728
OG0000808	Syaf.g_02407	Pray.g_01727
OG0000809	Syaf.g_02410	Pray.g_01724
OG0000810	Syaf.g_02411	Pray.g_01723
OG0000811	Syaf.g_02420	Pray.g_01719
OG0000812	Syaf.g_02422	Pray.g_01717
OG0000813	Syaf.g_02423	Pray.g_01716
OG0000814	Syaf.g_02425	Pray.g_01714
OG0000815	Syaf.g_02426	Pray.g_01713
OG0000816	Syaf.g_02428	Pray.g_01711
OG0000817	Syaf.g_02429	Pray.g_01710
OG0000818	Syaf.g_02442	Pray.g_01705
OG0000819	Syaf.g_02443	Pray.g_01704
OG0000820	Syaf.g_02444	Pray.g_01703
OG0000821	Syaf.g_02450	Pray.g_01699
OG0000822	Syaf.g_02452	Pray.g_01698
OG0000823	Syaf.g_02453	Pray.g_01697
OG0000824	Syaf.g_02459	Pray.g_01694
OG0000825	Syaf.g_02460	Pray.g_01693
OG0000826	Syaf.g_02461	Pray.g_01692
OG0000827	Syaf.g_02462	Pray.g_01691
OG0000828	Syaf.g_02465	Pray.g_01688
OG0000829	Syaf.g_02466	Pray.g_01687
OG0000830	Syaf.g_02467	Pray.g_01686
OG0000831	Syaf.g_02470	Pray.g_01684
OG0000832	Syaf.g_01109	Pray.g_01678
OG0000833	Syaf.g_01100	Pray.g_01670
OG0000834	Syaf.g_01098	Pray.g_01669
OG0000835	Syaf.g_01097	Pray.g_01668
OG0000836	Syaf.g_01093	Pray.g_01667
OG0000837	Syaf.g_01091	Pray.g_01666
OG0000838	Syaf.g_01087	Pray.g_01664
OG0000839	Syaf.g_01086	Pray.g_01663
OG0000840	Syaf.g_01085	Pray.g_01662
OG0000841	Syaf.g_01084	Pray.g_01661
OG0000842	Syaf.g_01083	Pray.g_01660
OG0000843	Syaf.g_01082	Pray.g_01659
OG0000844	Syaf.g_01080	Pray.g_01658
OG0000845	Syaf.g_01079	Pray.g_01657
OG0000846	Syaf.g_01078	Pray.g_01656
OG0000847	Syaf.g_01077	Pray.g_01655
OG0000848	Syaf.g_01075	Pray.g_01654
OG0000849	Syaf.g_01074	Pray.g_01653
OG0000850	Syaf.g_01072	Pray.g_01651
OG0000851	Syaf.g_01061	Pray.g_01650
OG0000852	Syaf.g_01060	Pray.g_01649
OG0000853	Syaf.g_01056	Pray.g_01645
OG0000854	Syaf.g_01054	Pray.g_01643
OG0000855	Syaf.g_01053	Pray.g_01642
OG0000856	Syaf.g_02328	Pray.g_01627
OG0000857	Syaf.g_02031	Pray.g_01600
OG0000858	Syaf.g_01047	Pray.g_01565
OG0000859	Syaf.g_01046	Pray.g_01564
OG0000860	Syaf.g_01031	Pray.g_01557
OG0000861	Syaf.g_01030	Pray.g_01556
OG0000862	Syaf.g_01029	Pray.g_01555
OG0000863	Syaf.g_01026	Pray.g_01553
OG0000864	Syaf.g_01025	Pray.g_01552
OG0000865	Syaf.g_01024	Pray.g_01551
OG0000866	Syaf.g_01023	Pray.g_01550
OG0000867	Syaf.g_01022	Pray.g_01549
OG0000868	Syaf.g_01019	Pray.g_01548
OG0000869	Syaf.g_01014	Pray.g_01544
OG0000870	Syaf.g_01009	Pray.g_01539
OG0000871	Syaf.g_01008	Pray.g_01538
OG0000872	Syaf.g_01001	Pray.g_01537
OG0000873	Syaf.g_00998	Pray.g_01534
OG0000874	Syaf.g_01002	Pray.g_01531
OG0000875	Syaf.g_00996	Pray.g_01530
OG0000876	Syaf.g_01198	Pray.g_01529
OG0000877	Syaf.g_01188	Pray.g_01527
OG0000878	Syaf.g_01187	Pray.g_01526
OG0000879	Syaf.g_01186	Pray.g_01525
OG0000880	Syaf.g_01185	Pray.g_01524
OG0000881	Syaf.g_01179	Pray.g_01520
OG0000882	Syaf.g_01174	Pray.g_01515
OG0000883	Syaf.g_01172	Pray.g_01513
OG0000884	Syaf.g_01170	Pray.g_01512
OG0000885	Syaf.g_01169	Pray.g_01511
OG0000886	Syaf.g_01168	Pray.g_01510
OG0000887	Syaf.g_01167	Pray.g_01509
OG0000888	Syaf.g_01165	Pray.g_01507
OG0000889	Syaf.g_01163	Pray.g_01505
OG0000890	Syaf.g_01157	Pray.g_01504
OG0000891	Syaf.g_01156	Pray.g_01503
OG0000892	Syaf.g_01154	Pray.g_01229
OG0000893	Syaf.g_00178	Pray.g_01234
OG0000894	Syaf.g_00175	Pray.g_01236
OG0000895	Syaf.g_00171	Pray.g_01239
OG0000896	Syaf.g_00170	Pray.g_01240
OG0000897	Syaf.g_00168	Pray.g_01242
OG0000898	Syaf.g_00167	Pray.g_01243
OG0000899	Syaf.g_00166	Pray.g_01244
OG0000900	Syaf.g_00165	Pray.g_01245
OG0000901	Syaf.g_00160	Pray.g_01248
OG0000902	Syaf.g_00158	Pray.g_01250
OG0000903	Syaf.g_00141	Pray.g_01253
OG0000904	Syaf.g_00146	Pray.g_01255
OG0000905	Syaf.g_00151	Pray.g_01260
OG0000906	Syaf.g_00154	Pray.g_01261
OG0000907	Syaf.g_00139	Pray.g_01264
OG0000908	Syaf.g_00136	Pray.g_01267
OG0000909	Syaf.g_00135	Pray.g_01268
OG0000910	Syaf.g_00134	Pray.g_01269
OG0000911	Syaf.g_00132	Pray.g_01271
OG0000912	Syaf.g_00131	Pray.g_01272
OG0000913	Syaf.g_00130	Pray.g_01273
OG0000914	Syaf.g_00129	Pray.g_01274
OG0000915	Syaf.g_00127	Pray.g_01275
OG0000916	Syaf.g_00126	Pray.g_01276
OG0000917	Syaf.g_00125	Pray.g_01277
OG0000918	Syaf.g_00124	Pray.g_01278
OG0000919	Syaf.g_00123	Pray.g_01279
OG0000920	Syaf.g_00122	Pray.g_01280
OG0000921	Syaf.g_00121	Pray.g_01281
OG0000922	Syaf.g_00120	Pray.g_01282
OG0000923	Syaf.g_00116	Pray.g_01286
OG0000924	Syaf.g_00115	Pray.g_01287
OG0000925	Syaf.g_00114	Pray.g_01288
OG0000926	Syaf.g_00113	Pray.g_01289
OG0000927	Syaf.g_00111	Pray.g_01291
OG0000928	Syaf.g_00110	Pray.g_01292
OG0000929	Syaf.g_00109	Pray.g_01293
OG0000930	Syaf.g_00108	Pray.g_01294
OG0000931	Syaf.g_00107	Pray.g_01295
OG0000932	Syaf.g_00106	Pray.g_01296
OG0000933	Syaf.g_00100	Pray.g_01300
OG0000934	Syaf.g_00098	Pray.g_01302
OG0000935	Syaf.g_00097	Pray.g_01303
OG0000936	Syaf.g_00096	Pray.g_01304
OG0000937	Syaf.g_00095	Pray.g_01305
OG0000938	Syaf.g_00092	Pray.g_01307
OG0000939	Syaf.g_00091	Pray.g_01308
OG0000940	Syaf.g_00084	Pray.g_01315
OG0000941	Syaf.g_00082	Pray.g_01317
OG0000942	Syaf.g_00080	Pray.g_01319
OG0000943	Syaf.g_00079	Pray.g_01320
OG0000944	Syaf.g_00077	Pray.g_01321
OG0000945	Syaf.g_00075	Pray.g_01322
OG0000946	Syaf.g_00070	Pray.g_01327
OG0000947	Syaf.g_00067	Pray.g_01329
OG0000948	Syaf.g_00066	Pray.g_01330
OG0000949	Syaf.g_00337	Pray.g_01333
OG0000950	Syaf.g_00351	Pray.g_01338
OG0000951	Syaf.g_00358	Pray.g_01342
OG0000952	Syaf.g_00363	Pray.g_01346
OG0000953	Syaf.g_00367	Pray.g_01349
OG0000954	Syaf.g_00372	Pray.g_01353
OG0000955	Syaf.g_00373	Pray.g_01354
OG0000956	Syaf.g_00375	Pray.g_01356
OG0000957	Syaf.g_00386	Pray.g_01362
OG0000958	Syaf.g_00387	Pray.g_01363
OG0000959	Syaf.g_00391	Pray.g_01367
OG0000960	Syaf.g_00392	Pray.g_01368
OG0000961	Syaf.g_00402	Pray.g_01370
OG0000962	Syaf.g_00404	Pray.g_01372
OG0000963	Syaf.g_00409	Pray.g_01376
OG0000964	Syaf.g_00410	Pray.g_01377
OG0000965	Syaf.g_00411	Pray.g_01378
OG0000966	Syaf.g_00421	Pray.g_01385
OG0000967	Syaf.g_00426	Pray.g_01390
OG0000968	Syaf.g_00417	Pray.g_01392
OG0000969	Syaf.g_00423	Pray.g_01393
OG0000970	Syaf.g_00424	Pray.g_01394
OG0000971	Syaf.g_00429	Pray.g_01395
OG0000972	Syaf.g_00430	Pray.g_01396
OG0000973	Syaf.g_00431	Pray.g_01397
OG0000974	Syaf.g_00432	Pray.g_01398
OG0000975	Syaf.g_00433	Pray.g_01399
OG0000976	Syaf.g_00434	Pray.g_01400
OG0000977	Syaf.g_00436	Pray.g_01401
OG0000978	Syaf.g_00437	Pray.g_01402
OG0000979	Syaf.g_00440	Pray.g_01405
OG0000980	Syaf.g_00443	Pray.g_01407
OG0000981	Syaf.g_00446	Pray.g_01409
OG0000982	Syaf.g_00645	Pray.g_01411
OG0000983	Syaf.g_00644	Pray.g_01412
OG0000984	Syaf.g_00643	Pray.g_01413
OG0000985	Syaf.g_00641	Pray.g_01416
OG0000986	Syaf.g_00639	Pray.g_01418
OG0000987	Syaf.g_00637	Pray.g_01419
OG0000988	Syaf.g_00633	Pray.g_01422
OG0000989	Syaf.g_00624	Pray.g_01426
OG0000990	Syaf.g_00606	Pray.g_01429
OG0000991	Syaf.g_00604	Pray.g_01430
OG0000992	Syaf.g_00601	Pray.g_01432
OG0000993	Syaf.g_00600	Pray.g_01433
OG0000994	Syaf.g_00597	Pray.g_01434
OG0000995	Syaf.g_00592	Pray.g_01438
OG0000996	Syaf.g_00543	Pray.g_01439
OG0000997	Syaf.g_00532	Pray.g_01440
OG0000998	Syaf.g_00530	Pray.g_01442
OG0000999	Syaf.g_00529	Pray.g_01443
OG0001000	Syaf.g_00526	Pray.g_01446
OG0001001	Syaf.g_00521	Pray.g_01448
OG0001002	Syaf.g_00515	Pray.g_01452
OG0001003	Syaf.g_00514	Pray.g_01453
OG0001004	Syaf.g_00513	Pray.g_01454
OG0001005	Syaf.g_00510	Pray.g_01455
OG0001006	Syaf.g_00500	Pray.g_01459
OG0001007	Syaf.g_00498	Pray.g_01461
OG0001008	Syaf.g_01215	Pray.g_00927
OG0001009	Syaf.g_00466	Pray.g_01489
OG0001010	Syaf.g_00465	Pray.g_01490
OG0001011	Syaf.g_00463	Pray.g_01491
OG0001012	Syaf.g_00649	Pray.g_00240
OG0001013	Syaf.g_00669	Pray.g_00235
OG0001014	Syaf.g_00691	Pray.g_00232
OG0001015	Syaf.g_00692	Pray.g_00231
OG0001016	Syaf.g_00958	Pray.g_00216
OG0001017	Syaf.g_00952	Pray.g_00212
OG0001018	Syaf.g_00950	Pray.g_00209
OG0001019	Syaf.g_00931	Pray.g_00200
OG0001020	Syaf.g_00926	Pray.g_00199
OG0001021	Syaf.g_00922	Pray.g_00198
OG0001022	Syaf.g_00918	Pray.g_00195
OG0001023	Syaf.g_00917	Pray.g_00194
OG0001024	Syaf.g_00913	Pray.g_00191
OG0001025	Syaf.g_00906	Pray.g_00185
OG0001026	Syaf.g_00893	Pray.g_00178
OG0001027	Syaf.g_00884	Pray.g_00177
OG0001028	Syaf.g_00882	Pray.g_00175
OG0001029	Syaf.g_00880	Pray.g_00174
OG0001030	Syaf.g_00860	Pray.g_00159
OG0001031	Syaf.g_00784	Pray.g_00667
OG0001032	Syaf.g_00781	Pray.g_00668
OG0001034	Syaf.g_02787	Pray.g_00717
OG0001035	Syaf.g_00207	Pray.g_00735
OG0001036	Syaf.g_00212	Pray.g_00739
OG0001037	Syaf.g_00214	Pray.g_00740
OG0001038	Syaf.g_00242	Pray.g_00757
OG0001039	Syaf.g_00245	Pray.g_00760
OG0001040	Syaf.g_00248	Pray.g_00762
OG0001041	Syaf.g_00253	Pray.g_00766
OG0001042	Syaf.g_00275	Pray.g_00782
OG0001043	Syaf.g_00279	Pray.g_00783
OG0001044	Syaf.g_00024	Pray.g_00811
OG0001045	Syaf.g_00011	Pray.g_00820
OG0001046	Syaf.g_01894	Pray.g_00857
OG0001047	Syaf.g_01217	Pray.g_00929
OG0001048	Syaf.g_01218	Pray.g_00930
OG0001049	Syaf.g_01226	Pray.g_00932
OG0001050	Syaf.g_01227	Pray.g_00933
OG0001051	Syaf.g_01228	Pray.g_00934
OG0001052	Syaf.g_02502	Pray.g_00961
OG0001053	Syaf.g_02718	Pray.g_00973
OG0001054	Syaf.g_02701	Pray.g_00989
OG0001056	Syaf.g_02649	Pray.g_01225
OG0001057	Syaf.g_02638	Pray.g_01220
OG0001058	Syaf.g_02624	Pray.g_01212
OG0001059	Syaf.g_02620	Pray.g_01208
OG0001060	Syaf.g_02614	Pray.g_01201
OG0001061	Syaf.g_02590	Pray.g_01188
OG0001062	Syaf.g_02588	Pray.g_01186
OG0001063	Syaf.g_02583	Pray.g_01184
OG0001064	Syaf.g_02582	Pray.g_01183
OG0001065	Syaf.g_02581	Pray.g_01182
OG0001066	Syaf.g_02580	Pray.g_01181
OG0001067	Syaf.g_02579	Pray.g_01180
OG0001068	Syaf.g_02578	Pray.g_01179
OG0001069	Syaf.g_02577	Pray.g_01178
OG0001070	Syaf.g_02574	Pray.g_01175
OG0001071	Syaf.g_02573	Pray.g_01174
OG0001072	Syaf.g_02569	Pray.g_01173
OG0001073	Syaf.g_02555	Pray.g_01159
OG0001074	Syaf.g_02365	Pray.g_01148
OG0001075	Syaf.g_02363	Pray.g_01147
OG0001076	Syaf.g_02337	Pray.g_01139
OG0001077	Syaf.g_02325	Pray.g_01135
OG0001078	Syaf.g_02309	Pray.g_01127
OG0001079	Syaf.g_02296	Pray.g_01116
OG0001080	Syaf.g_01740	Pray.g_01110
OG0001081	Syaf.g_02144	Pray.g_01108
OG0001082	Syaf.g_02143	Pray.g_01107
OG0001083	Syaf.g_02136	Pray.g_01102
OG0001084	Syaf.g_02135	Pray.g_01101
OG0001085	Syaf.g_02125	Pray.g_01093
OG0001086	Syaf.g_02123	Pray.g_01092
OG0001087	Syaf.g_01482	Pray.g_01075
OG0001088	Syaf.g_01478	Pray.g_01074
OG0001089	Syaf.g_01453	Pray.g_01066
OG0001090	Syaf.g_01981	Pray.g_01039
OG0001091	Syaf.g_01979	Pray.g_01037
OG0001092	Syaf.g_01977	Pray.g_01036
OG0001093	Syaf.g_01971	Pray.g_01031
OG0001094	Syaf.g_02055	Pray.g_00342
OG0001095	Syaf.g_02034	Pray.g_00361
OG0001096	Syaf.g_02018	Pray.g_00374
OG0001097	Syaf.g_01373	Pray.g_00393
OG0001098	Syaf.g_01743	Pray.g_00408
OG0001099	Syaf.g_00881	Pray.g_00440
OG0001100	Syaf.g_02110	Pray.g_00444
OG0001101	Syaf.g_02109	Pray.g_00446
OG0001102	Syaf.g_02106	Pray.g_00449
OG0001103	Syaf.g_02104	Pray.g_00451
OG0001104	Syaf.g_02071	Pray.g_00474
OG0001105	Syaf.g_02067	Pray.g_00478
OG0001106	Syaf.g_01847	Pray.g_00502
OG0001107	Syaf.g_01859	Pray.g_00509
OG0001108	Syaf.g_01868	Pray.g_00513
OG0001109	Syaf.g_01877	Pray.g_00514
OG0001110	Syaf.g_01879	Pray.g_00516
OG0001111	Syaf.g_01881	Pray.g_00517
OG0001112	Syaf.g_01883	Pray.g_00518
OG0001113	Syaf.g_01884	Pray.g_00519
OG0001114	Syaf.g_01885	Pray.g_00520
OG0001115	Syaf.g_01889	Pray.g_00522
OG0001116	Syaf.g_01891	Pray.g_00523
OG0001117	Syaf.g_01892	Pray.g_00524
OG0001118	Syaf.g_01893	Pray.g_00525
OG0001119	Syaf.g_01895	Pray.g_00526
OG0001120	Syaf.g_01899	Pray.g_00528
OG0001122	Syaf.g_01927	Pray.g_00556
OG0001123	Syaf.g_01934	Pray.g_00560
OG0001124	Syaf.g_01936	Pray.g_00562
OG0001125	Syaf.g_01938	Pray.g_00563
OG0001126	Syaf.g_01409	Pray.g_00573
OG0001127	Syaf.g_01410	Pray.g_00574
OG0001128	Syaf.g_01413	Pray.g_00576
OG0001129	Syaf.g_01415	Pray.g_00577
OG0001130	Syaf.g_01416	Pray.g_00578
OG0001131	Syaf.g_02090	Pray.g_00614
OG0001132	Syaf.g_01722	Pray.g_00623
OG0001133	Syaf.g_02334	Pray.g_00112
