Orthogroup	Syaf	Praz
OG0000571	Syaf.g_02591	Praz.g_01756
OG0000572	Syaf.g_02575	Praz.g_01743
OG0000573	Syaf.g_02567	Praz.g_01738
OG0000574	Syaf.g_02566	Praz.g_01737
OG0000575	Syaf.g_02562	Praz.g_01733
OG0000576	Syaf.g_02560	Praz.g_01731
OG0000577	Syaf.g_02559	Praz.g_01730
OG0000578	Syaf.g_02558	Praz.g_01729
OG0000579	Syaf.g_02557	Praz.g_01728
OG0000580	Syaf.g_02556	Praz.g_01727
OG0000581	Syaf.g_02550	Praz.g_01725
OG0000582	Syaf.g_02374	Praz.g_01722
OG0000583	Syaf.g_02373	Praz.g_01721
OG0000584	Syaf.g_02372	Praz.g_01720
OG0000585	Syaf.g_02370	Praz.g_01718
OG0000586	Syaf.g_02369	Praz.g_01717
OG0000587	Syaf.g_02367	Praz.g_01716
OG0000588	Syaf.g_02350	Praz.g_01712
OG0000589	Syaf.g_02340	Praz.g_01709
OG0000590	Syaf.g_02339	Praz.g_01708
OG0000591	Syaf.g_02331	Praz.g_01705
OG0000592	Syaf.g_02330	Praz.g_01704
OG0000593	Syaf.g_02314	Praz.g_01698
OG0000594	Syaf.g_02313	Praz.g_01697
OG0000595	Syaf.g_02312	Praz.g_01696
OG0000596	Syaf.g_02307	Praz.g_01692
OG0000597	Syaf.g_02304	Praz.g_01690
OG0000598	Syaf.g_02303	Praz.g_01689
OG0000599	Syaf.g_02300	Praz.g_01686
OG0000600	Syaf.g_02299	Praz.g_01685
OG0000601	Syaf.g_02298	Praz.g_01684
OG0000602	Syaf.g_02293	Praz.g_01682
OG0000603	Syaf.g_02292	Praz.g_01681
OG0000604	Syaf.g_02289	Praz.g_01680
OG0000605	Syaf.g_01734	Praz.g_01679
OG0000606	Syaf.g_02145	Praz.g_01676
OG0000607	Syaf.g_02142	Praz.g_01673
OG0000608	Syaf.g_02141	Praz.g_01672
OG0000609	Syaf.g_02139	Praz.g_01671
OG0000610	Syaf.g_02132	Praz.g_01666
OG0000611	Syaf.g_02129	Praz.g_01663
OG0000612	Syaf.g_02128	Praz.g_01662
OG0000613	Syaf.g_00315	Praz.g_01657
OG0000614	Syaf.g_01469	Praz.g_01638
OG0000615	Syaf.g_02085	Praz.g_01630
OG0000616	Syaf.g_00518	Praz.g_01626
OG0000617	Syaf.g_01975	Praz.g_01601
OG0000618	Syaf.g_01974	Praz.g_01600
OG0000619	Syaf.g_01973	Praz.g_01599
OG0000620	Syaf.g_01966	Praz.g_01596
OG0000621	Syaf.g_01965	Praz.g_01595
OG0000622	Syaf.g_01964	Praz.g_01594
OG0000623	Syaf.g_01963	Praz.g_01593
OG0000624	Syaf.g_01961	Praz.g_01592
OG0000625	Syaf.g_01960	Praz.g_01591
OG0000626	Syaf.g_01959	Praz.g_01590
OG0000627	Syaf.g_01782	Praz.g_01589
OG0000628	Syaf.g_01783	Praz.g_01588
OG0000629	Syaf.g_01786	Praz.g_01587
OG0000630	Syaf.g_01790	Praz.g_01584
OG0000631	Syaf.g_01801	Praz.g_01521
OG0000632	Syaf.g_01802	Praz.g_01520
OG0000633	Syaf.g_01803	Praz.g_01519
OG0000634	Syaf.g_02053	Praz.g_01516
OG0000635	Syaf.g_02052	Praz.g_01515
OG0000636	Syaf.g_02050	Praz.g_01513
OG0000637	Syaf.g_02048	Praz.g_01511
OG0000638	Syaf.g_02047	Praz.g_01510
OG0000639	Syaf.g_02046	Praz.g_01509
OG0000640	Syaf.g_02045	Praz.g_01508
OG0000641	Syaf.g_02041	Praz.g_01504
OG0000642	Syaf.g_02040	Praz.g_01503
OG0000643	Syaf.g_02038	Praz.g_01502
OG0000644	Syaf.g_02037	Praz.g_01501
OG0000645	Syaf.g_02035	Praz.g_01500
OG0000646	Syaf.g_02032	Praz.g_01498
OG0000647	Syaf.g_02030	Praz.g_01497
OG0000648	Syaf.g_02027	Praz.g_01495
OG0000649	Syaf.g_02026	Praz.g_01494
OG0000650	Syaf.g_02025	Praz.g_01493
OG0000651	Syaf.g_02024	Praz.g_01492
OG0000652	Syaf.g_02023	Praz.g_01491
OG0000653	Syaf.g_02021	Praz.g_01489
OG0000654	Syaf.g_02020	Praz.g_01488
OG0000655	Syaf.g_02019	Praz.g_01487
OG0000656	Syaf.g_02016	Praz.g_01484
OG0000657	Syaf.g_01384	Praz.g_01476
OG0000658	Syaf.g_01381	Praz.g_01475
OG0000659	Syaf.g_01380	Praz.g_01474
OG0000660	Syaf.g_01376	Praz.g_01470
OG0000661	Syaf.g_01374	Praz.g_01468
OG0000662	Syaf.g_01372	Praz.g_01466
OG0000663	Syaf.g_01369	Praz.g_01464
OG0000664	Syaf.g_01368	Praz.g_01463
OG0000665	Syaf.g_00980	Praz.g_01459
OG0000666	Syaf.g_01733	Praz.g_01458
OG0000667	Syaf.g_01635	Praz.g_01454
OG0000668	Syaf.g_01928	Praz.g_01424
OG0000669	Syaf.g_02112	Praz.g_01417
OG0000670	Syaf.g_02769	Praz.g_01415
OG0000671	Syaf.g_02108	Praz.g_01413
OG0000672	Syaf.g_02105	Praz.g_01410
OG0000673	Syaf.g_02102	Praz.g_01407
OG0000674	Syaf.g_02100	Praz.g_01405
OG0000675	Syaf.g_02099	Praz.g_01404
OG0000676	Syaf.g_02097	Praz.g_01402
OG0000677	Syaf.g_02096	Praz.g_01401
OG0000678	Syaf.g_02092	Praz.g_01399
OG0000679	Syaf.g_02083	Praz.g_01395
OG0000680	Syaf.g_02082	Praz.g_01394
OG0000681	Syaf.g_02079	Praz.g_01392
OG0000682	Syaf.g_02078	Praz.g_01391
OG0000683	Syaf.g_02077	Praz.g_01390
OG0000684	Syaf.g_02072	Praz.g_01388
OG0000685	Syaf.g_02070	Praz.g_01386
OG0000686	Syaf.g_02069	Praz.g_01385
OG0000687	Syaf.g_02068	Praz.g_01384
OG0000688	Syaf.g_02063	Praz.g_01381
OG0000689	Syaf.g_02061	Praz.g_01380
OG0000690	Syaf.g_02060	Praz.g_01379
OG0000691	Syaf.g_02059	Praz.g_01378
OG0000692	Syaf.g_02058	Praz.g_01376
OG0000693	Syaf.g_02057	Praz.g_01375
OG0000694	Syaf.g_02056	Praz.g_01374
OG0000695	Syaf.g_01805	Praz.g_01372
OG0000696	Syaf.g_01806	Praz.g_01371
OG0000697	Syaf.g_01808	Praz.g_01370
OG0000698	Syaf.g_01811	Praz.g_01367
OG0000699	Syaf.g_01813	Praz.g_01366
OG0000700	Syaf.g_01814	Praz.g_01365
OG0000701	Syaf.g_01815	Praz.g_01364
OG0000702	Syaf.g_01843	Praz.g_01362
OG0000703	Syaf.g_01844	Praz.g_01361
OG0000704	Syaf.g_01846	Praz.g_01360
OG0000705	Syaf.g_01853	Praz.g_01356
OG0000706	Syaf.g_01854	Praz.g_01355
OG0000707	Syaf.g_01855	Praz.g_01354
OG0000708	Syaf.g_01858	Praz.g_01353
OG0000709	Syaf.g_01867	Praz.g_01349
OG0000710	Syaf.g_01878	Praz.g_01346
OG0000711	Syaf.g_01908	Praz.g_01329
OG0000712	Syaf.g_01910	Praz.g_01327
OG0000713	Syaf.g_01911	Praz.g_01326
OG0000714	Syaf.g_01913	Praz.g_01325
OG0000715	Syaf.g_01915	Praz.g_01323
OG0000716	Syaf.g_01919	Praz.g_01321
OG0000717	Syaf.g_01920	Praz.g_01320
OG0000718	Syaf.g_01924	Praz.g_01308
OG0000719	Syaf.g_01926	Praz.g_01306
OG0000720	Syaf.g_01939	Praz.g_01297
OG0000721	Syaf.g_01941	Praz.g_01294
OG0000722	Syaf.g_01942	Praz.g_01293
OG0000723	Syaf.g_01957	Praz.g_01290
OG0000724	Syaf.g_01418	Praz.g_01281
OG0000725	Syaf.g_01445	Praz.g_00067
OG0000726	Syaf.g_01446	Praz.g_00068
OG0000727	Syaf.g_01447	Praz.g_00069
OG0000728	Syaf.g_01449	Praz.g_00071
OG0000729	Syaf.g_00405	Praz.g_00116
OG0000730	Syaf.g_00026	Praz.g_00060
OG0000731	Syaf.g_00014	Praz.g_00056
OG0000732	Syaf.g_00444	Praz.g_00046
OG0000733	Syaf.g_00615	Praz.g_00024
OG0000734	Syaf.g_00895	Praz.g_00007
OG0000735	Syaf.g_01273	Praz.g_00005
OG0000736	Syaf.g_01274	Praz.g_00004
OG0000737	Syaf.g_01275	Praz.g_00003
OG0000738	Syaf.g_01280	Praz.g_00762
OG0000739	Syaf.g_01281	Praz.g_00761
OG0000740	Syaf.g_01282	Praz.g_00760
OG0000741	Syaf.g_01285	Praz.g_00759
OG0000742	Syaf.g_01287	Praz.g_00756
OG0000743	Syaf.g_01289	Praz.g_00754
OG0000744	Syaf.g_01290	Praz.g_00753
OG0000745	Syaf.g_01293	Praz.g_00751
OG0000746	Syaf.g_01295	Praz.g_00749
OG0000747	Syaf.g_01296	Praz.g_00748
OG0000748	Syaf.g_01307	Praz.g_00745
OG0000749	Syaf.g_01309	Praz.g_00744
OG0000750	Syaf.g_01310	Praz.g_00743
OG0000751	Syaf.g_01317	Praz.g_00741
OG0000752	Syaf.g_01319	Praz.g_00739
OG0000753	Syaf.g_01322	Praz.g_00736
OG0000754	Syaf.g_01611	Praz.g_00733
OG0000755	Syaf.g_01599	Praz.g_00730
OG0000756	Syaf.g_01598	Praz.g_00729
OG0000757	Syaf.g_01590	Praz.g_00723
OG0000758	Syaf.g_01589	Praz.g_00722
OG0000759	Syaf.g_01588	Praz.g_00721
OG0000760	Syaf.g_01587	Praz.g_00720
OG0000761	Syaf.g_01586	Praz.g_00719
OG0000762	Syaf.g_01584	Praz.g_00718
OG0000763	Syaf.g_01582	Praz.g_00716
OG0000764	Syaf.g_01581	Praz.g_00715
OG0000765	Syaf.g_01564	Praz.g_00706
OG0000766	Syaf.g_01563	Praz.g_00705
OG0000767	Syaf.g_01561	Praz.g_00703
OG0000768	Syaf.g_01560	Praz.g_00702
OG0000769	Syaf.g_01558	Praz.g_00700
OG0000770	Syaf.g_01553	Praz.g_00698
OG0000771	Syaf.g_01411	Praz.g_01936
OG0000772	Syaf.g_01705	Praz.g_01205
OG0000773	Syaf.g_01268	Praz.g_01189
OG0000774	Syaf.g_01263	Praz.g_01187
OG0000775	Syaf.g_01261	Praz.g_01185
OG0000776	Syaf.g_01260	Praz.g_01184
OG0000777	Syaf.g_01259	Praz.g_01183
OG0000778	Syaf.g_01258	Praz.g_01182
OG0000779	Syaf.g_01252	Praz.g_01178
OG0000780	Syaf.g_01249	Praz.g_01177
OG0000781	Syaf.g_01245	Praz.g_01174
OG0000782	Syaf.g_01244	Praz.g_01173
OG0000783	Syaf.g_01243	Praz.g_01172
OG0000784	Syaf.g_01242	Praz.g_01171
OG0000785	Syaf.g_01240	Praz.g_01169
OG0000786	Syaf.g_02546	Praz.g_01167
OG0000787	Syaf.g_02547	Praz.g_01166
OG0000788	Syaf.g_02297	Praz.g_01152
OG0000789	Syaf.g_01750	Praz.g_01149
OG0000790	Syaf.g_02738	Praz.g_01134
OG0000791	Syaf.g_02740	Praz.g_01132
OG0000792	Syaf.g_02741	Praz.g_01131
OG0000793	Syaf.g_02746	Praz.g_01128
OG0000794	Syaf.g_02747	Praz.g_01127
OG0000795	Syaf.g_02748	Praz.g_01126
OG0000796	Syaf.g_02752	Praz.g_01122
OG0000797	Syaf.g_02753	Praz.g_01121
OG0000799	Syaf.g_02380	Praz.g_01059
OG0000800	Syaf.g_02383	Praz.g_01058
OG0000801	Syaf.g_02384	Praz.g_01057
OG0000802	Syaf.g_02388	Praz.g_01055
OG0000803	Syaf.g_02393	Praz.g_01053
OG0000804	Syaf.g_02396	Praz.g_01052
OG0000805	Syaf.g_02398	Praz.g_01050
OG0000806	Syaf.g_02405	Praz.g_01048
OG0000807	Syaf.g_02406	Praz.g_01047
OG0000808	Syaf.g_02407	Praz.g_01046
OG0000809	Syaf.g_02410	Praz.g_01043
OG0000810	Syaf.g_02411	Praz.g_01042
OG0000811	Syaf.g_02420	Praz.g_01038
OG0000812	Syaf.g_02422	Praz.g_01036
OG0000813	Syaf.g_02423	Praz.g_01035
OG0000814	Syaf.g_02425	Praz.g_01033
OG0000815	Syaf.g_02426	Praz.g_01032
OG0000816	Syaf.g_02428	Praz.g_01030
OG0000817	Syaf.g_02429	Praz.g_01029
OG0000818	Syaf.g_02442	Praz.g_01024
OG0000819	Syaf.g_02443	Praz.g_01023
OG0000820	Syaf.g_02444	Praz.g_01022
OG0000821	Syaf.g_02450	Praz.g_01018
OG0000822	Syaf.g_02452	Praz.g_01017
OG0000823	Syaf.g_02453	Praz.g_01016
OG0000824	Syaf.g_02459	Praz.g_01013
OG0000825	Syaf.g_02460	Praz.g_01012
OG0000826	Syaf.g_02461	Praz.g_01011
OG0000827	Syaf.g_02462	Praz.g_01010
OG0000828	Syaf.g_02465	Praz.g_01007
OG0000829	Syaf.g_02466	Praz.g_01006
OG0000830	Syaf.g_02467	Praz.g_01005
OG0000831	Syaf.g_02470	Praz.g_01003
OG0000832	Syaf.g_01109	Praz.g_00997
OG0000833	Syaf.g_01100	Praz.g_00989
OG0000834	Syaf.g_01098	Praz.g_00988
OG0000835	Syaf.g_01097	Praz.g_00987
OG0000836	Syaf.g_01093	Praz.g_00986
OG0000837	Syaf.g_01091	Praz.g_00985
OG0000838	Syaf.g_01087	Praz.g_00983
OG0000839	Syaf.g_01086	Praz.g_00982
OG0000840	Syaf.g_01085	Praz.g_00981
OG0000841	Syaf.g_01084	Praz.g_00980
OG0000842	Syaf.g_01083	Praz.g_00979
OG0000843	Syaf.g_01082	Praz.g_00978
OG0000844	Syaf.g_01080	Praz.g_00977
OG0000845	Syaf.g_01079	Praz.g_00976
OG0000846	Syaf.g_01078	Praz.g_00975
OG0000847	Syaf.g_01077	Praz.g_00974
OG0000848	Syaf.g_01075	Praz.g_00973
OG0000849	Syaf.g_01074	Praz.g_00972
OG0000850	Syaf.g_01072	Praz.g_00970
OG0000851	Syaf.g_01061	Praz.g_00969
OG0000852	Syaf.g_01060	Praz.g_00968
OG0000853	Syaf.g_01056	Praz.g_00964
OG0000854	Syaf.g_01054	Praz.g_00962
OG0000855	Syaf.g_01053	Praz.g_00961
OG0000856	Syaf.g_02328	Praz.g_00946
OG0000857	Syaf.g_02031	Praz.g_00918
OG0000858	Syaf.g_01047	Praz.g_00883
OG0000859	Syaf.g_01046	Praz.g_00882
OG0000860	Syaf.g_01031	Praz.g_00875
OG0000861	Syaf.g_01030	Praz.g_00874
OG0000862	Syaf.g_01029	Praz.g_00873
OG0000863	Syaf.g_01026	Praz.g_00871
OG0000864	Syaf.g_01025	Praz.g_00870
OG0000865	Syaf.g_01024	Praz.g_00869
OG0000866	Syaf.g_01023	Praz.g_00868
OG0000867	Syaf.g_01022	Praz.g_00867
OG0000868	Syaf.g_01019	Praz.g_00866
OG0000869	Syaf.g_01014	Praz.g_00862
OG0000870	Syaf.g_01009	Praz.g_00857
OG0000871	Syaf.g_01008	Praz.g_00856
OG0000872	Syaf.g_01001	Praz.g_00855
OG0000873	Syaf.g_00998	Praz.g_00852
OG0000874	Syaf.g_01002	Praz.g_00849
OG0000875	Syaf.g_00996	Praz.g_00848
OG0000876	Syaf.g_01198	Praz.g_00847
OG0000877	Syaf.g_01188	Praz.g_00845
OG0000878	Syaf.g_01187	Praz.g_00844
OG0000879	Syaf.g_01186	Praz.g_00843
OG0000880	Syaf.g_01185	Praz.g_00842
OG0000881	Syaf.g_01179	Praz.g_00838
OG0000882	Syaf.g_01174	Praz.g_00833
OG0000883	Syaf.g_01172	Praz.g_00831
OG0000884	Syaf.g_01170	Praz.g_00830
OG0000885	Syaf.g_01169	Praz.g_00829
OG0000886	Syaf.g_01168	Praz.g_00828
OG0000887	Syaf.g_01167	Praz.g_00827
OG0000888	Syaf.g_01165	Praz.g_00825
OG0000889	Syaf.g_01163	Praz.g_00823
OG0000890	Syaf.g_01157	Praz.g_00822
OG0000891	Syaf.g_01156	Praz.g_00821
OG0000892	Syaf.g_01154	Praz.g_00340
OG0000893	Syaf.g_00178	Praz.g_00335
OG0000894	Syaf.g_00175	Praz.g_00333
OG0000895	Syaf.g_00171	Praz.g_00330
OG0000896	Syaf.g_00170	Praz.g_00329
OG0000897	Syaf.g_00168	Praz.g_00327
OG0000898	Syaf.g_00167	Praz.g_00326
OG0000899	Syaf.g_00166	Praz.g_00325
OG0000900	Syaf.g_00165	Praz.g_00324
OG0000901	Syaf.g_00160	Praz.g_00321
OG0000902	Syaf.g_00158	Praz.g_00319
OG0000903	Syaf.g_00141	Praz.g_00316
OG0000904	Syaf.g_00146	Praz.g_00314
OG0000905	Syaf.g_00151	Praz.g_00309
OG0000906	Syaf.g_00154	Praz.g_00308
OG0000907	Syaf.g_00139	Praz.g_00305
OG0000908	Syaf.g_00136	Praz.g_00302
OG0000909	Syaf.g_00135	Praz.g_00301
OG0000910	Syaf.g_00134	Praz.g_00300
OG0000911	Syaf.g_00132	Praz.g_00298
OG0000912	Syaf.g_00131	Praz.g_00297
OG0000913	Syaf.g_00130	Praz.g_00296
OG0000914	Syaf.g_00129	Praz.g_00295
OG0000915	Syaf.g_00127	Praz.g_00294
OG0000916	Syaf.g_00126	Praz.g_00293
OG0000917	Syaf.g_00125	Praz.g_00292
OG0000918	Syaf.g_00124	Praz.g_00291
OG0000919	Syaf.g_00123	Praz.g_00290
OG0000920	Syaf.g_00122	Praz.g_00289
OG0000921	Syaf.g_00121	Praz.g_00288
OG0000922	Syaf.g_00120	Praz.g_00287
OG0000923	Syaf.g_00116	Praz.g_00283
OG0000924	Syaf.g_00115	Praz.g_00282
OG0000925	Syaf.g_00114	Praz.g_00281
OG0000926	Syaf.g_00113	Praz.g_00280
OG0000927	Syaf.g_00111	Praz.g_00278
OG0000928	Syaf.g_00110	Praz.g_00277
OG0000929	Syaf.g_00109	Praz.g_00276
OG0000930	Syaf.g_00108	Praz.g_00275
OG0000931	Syaf.g_00107	Praz.g_00274
OG0000932	Syaf.g_00106	Praz.g_00273
OG0000933	Syaf.g_00100	Praz.g_00269
OG0000934	Syaf.g_00098	Praz.g_00267
OG0000935	Syaf.g_00097	Praz.g_00266
OG0000936	Syaf.g_00096	Praz.g_00265
OG0000937	Syaf.g_00095	Praz.g_00264
OG0000938	Syaf.g_00092	Praz.g_00262
OG0000939	Syaf.g_00091	Praz.g_00261
OG0000940	Syaf.g_00084	Praz.g_00254
OG0000941	Syaf.g_00082	Praz.g_00252
OG0000942	Syaf.g_00080	Praz.g_00250
OG0000943	Syaf.g_00079	Praz.g_00249
OG0000944	Syaf.g_00077	Praz.g_00248
OG0000945	Syaf.g_00075	Praz.g_00247
OG0000946	Syaf.g_00070	Praz.g_00242
OG0000947	Syaf.g_00067	Praz.g_00240
OG0000948	Syaf.g_00066	Praz.g_00239
OG0000949	Syaf.g_00337	Praz.g_00236
OG0000950	Syaf.g_00351	Praz.g_00231
OG0000951	Syaf.g_00358	Praz.g_00227
OG0000952	Syaf.g_00363	Praz.g_00223
OG0000953	Syaf.g_00367	Praz.g_00220
OG0000954	Syaf.g_00372	Praz.g_00216
OG0000955	Syaf.g_00373	Praz.g_00215
OG0000956	Syaf.g_00375	Praz.g_00213
OG0000957	Syaf.g_00386	Praz.g_00207
OG0000958	Syaf.g_00387	Praz.g_00206
OG0000959	Syaf.g_00391	Praz.g_00202
OG0000960	Syaf.g_00392	Praz.g_00201
OG0000961	Syaf.g_00402	Praz.g_00199
OG0000962	Syaf.g_00404	Praz.g_00197
OG0000963	Syaf.g_00409	Praz.g_00193
OG0000964	Syaf.g_00410	Praz.g_00192
OG0000965	Syaf.g_00411	Praz.g_00191
OG0000966	Syaf.g_00421	Praz.g_00184
OG0000967	Syaf.g_00426	Praz.g_00179
OG0000968	Syaf.g_00417	Praz.g_00177
OG0000969	Syaf.g_00423	Praz.g_00176
OG0000970	Syaf.g_00424	Praz.g_00175
OG0000971	Syaf.g_00429	Praz.g_00174
OG0000972	Syaf.g_00430	Praz.g_00173
OG0000973	Syaf.g_00431	Praz.g_00172
OG0000974	Syaf.g_00432	Praz.g_00171
OG0000975	Syaf.g_00433	Praz.g_00170
OG0000976	Syaf.g_00434	Praz.g_00169
OG0000977	Syaf.g_00436	Praz.g_00168
OG0000978	Syaf.g_00437	Praz.g_00167
OG0000979	Syaf.g_00440	Praz.g_00164
OG0000980	Syaf.g_00443	Praz.g_00162
OG0000981	Syaf.g_00446	Praz.g_00160
OG0000982	Syaf.g_00645	Praz.g_00158
OG0000983	Syaf.g_00644	Praz.g_00157
OG0000984	Syaf.g_00643	Praz.g_00156
OG0000985	Syaf.g_00641	Praz.g_00153
OG0000986	Syaf.g_00639	Praz.g_00151
OG0000987	Syaf.g_00637	Praz.g_00150
OG0000988	Syaf.g_00633	Praz.g_00147
OG0000989	Syaf.g_00624	Praz.g_00143
OG0000990	Syaf.g_00606	Praz.g_00140
OG0000991	Syaf.g_00604	Praz.g_00139
OG0000992	Syaf.g_00601	Praz.g_00137
OG0000993	Syaf.g_00600	Praz.g_00136
OG0000994	Syaf.g_00597	Praz.g_00135
OG0000995	Syaf.g_00592	Praz.g_00131
OG0000996	Syaf.g_00543	Praz.g_00130
OG0000997	Syaf.g_00532	Praz.g_00129
OG0000998	Syaf.g_00530	Praz.g_00127
OG0000999	Syaf.g_00529	Praz.g_00126
OG0001000	Syaf.g_00526	Praz.g_00123
OG0001001	Syaf.g_00521	Praz.g_00121
OG0001002	Syaf.g_00515	Praz.g_00117
OG0001003	Syaf.g_00514	Praz.g_00357
OG0001004	Syaf.g_00513	Praz.g_00358
OG0001005	Syaf.g_00510	Praz.g_00359
OG0001006	Syaf.g_00500	Praz.g_00363
OG0001007	Syaf.g_00498	Praz.g_00365
OG0001008	Syaf.g_01215	Praz.g_01891
OG0001009	Syaf.g_00466	Praz.g_00392
OG0001010	Syaf.g_00465	Praz.g_00393
OG0001011	Syaf.g_00463	Praz.g_00394
OG0001012	Syaf.g_00649	Praz.g_00409
OG0001013	Syaf.g_00669	Praz.g_00414
OG0001014	Syaf.g_00691	Praz.g_00417
OG0001015	Syaf.g_00692	Praz.g_00418
OG0001016	Syaf.g_00958	Praz.g_00433
OG0001017	Syaf.g_00952	Praz.g_00437
OG0001018	Syaf.g_00950	Praz.g_00440
OG0001019	Syaf.g_00931	Praz.g_00449
OG0001020	Syaf.g_00926	Praz.g_00450
OG0001021	Syaf.g_00922	Praz.g_00451
OG0001022	Syaf.g_00918	Praz.g_00454
OG0001023	Syaf.g_00917	Praz.g_00455
OG0001024	Syaf.g_00913	Praz.g_00458
OG0001025	Syaf.g_00906	Praz.g_00464
OG0001026	Syaf.g_00893	Praz.g_00471
OG0001027	Syaf.g_00884	Praz.g_00472
OG0001028	Syaf.g_00882	Praz.g_00474
OG0001029	Syaf.g_00880	Praz.g_00475
OG0001030	Syaf.g_00860	Praz.g_00490
OG0001031	Syaf.g_00784	Praz.g_00546
OG0001032	Syaf.g_00781	Praz.g_00547
OG0001034	Syaf.g_02787	Praz.g_00596
OG0001035	Syaf.g_00207	Praz.g_00614
OG0001036	Syaf.g_00212	Praz.g_00618
OG0001037	Syaf.g_00214	Praz.g_00619
OG0001038	Syaf.g_00242	Praz.g_00636
OG0001039	Syaf.g_00245	Praz.g_00639
OG0001040	Syaf.g_00248	Praz.g_00641
OG0001041	Syaf.g_00253	Praz.g_00645
OG0001042	Syaf.g_00275	Praz.g_00661
OG0001043	Syaf.g_00279	Praz.g_00662
OG0001044	Syaf.g_00024	Praz.g_00690
OG0001045	Syaf.g_00011	Praz.g_00344
OG0001046	Syaf.g_01894	Praz.g_00795
OG0001047	Syaf.g_01217	Praz.g_01889
OG0001048	Syaf.g_01218	Praz.g_01888
OG0001049	Syaf.g_01226	Praz.g_01886
OG0001050	Syaf.g_01227	Praz.g_01885
OG0001051	Syaf.g_01228	Praz.g_01884
OG0001052	Syaf.g_02502	Praz.g_01857
OG0001053	Syaf.g_02718	Praz.g_01845
OG0001054	Syaf.g_02701	Praz.g_01830
OG0001056	Syaf.g_02649	Praz.g_01792
OG0001057	Syaf.g_02638	Praz.g_01787
OG0001058	Syaf.g_02624	Praz.g_01779
OG0001059	Syaf.g_02620	Praz.g_01775
OG0001060	Syaf.g_02614	Praz.g_01768
OG0001061	Syaf.g_02590	Praz.g_01755
OG0001062	Syaf.g_02588	Praz.g_01753
OG0001063	Syaf.g_02583	Praz.g_01751
OG0001064	Syaf.g_02582	Praz.g_01750
OG0001065	Syaf.g_02581	Praz.g_01749
OG0001066	Syaf.g_02580	Praz.g_01748
OG0001067	Syaf.g_02579	Praz.g_01747
OG0001068	Syaf.g_02578	Praz.g_01746
OG0001069	Syaf.g_02577	Praz.g_01745
OG0001070	Syaf.g_02574	Praz.g_01742
OG0001071	Syaf.g_02573	Praz.g_01741
OG0001072	Syaf.g_02569	Praz.g_01740
OG0001073	Syaf.g_02555	Praz.g_01726
OG0001074	Syaf.g_02365	Praz.g_01715
OG0001075	Syaf.g_02363	Praz.g_01714
OG0001076	Syaf.g_02337	Praz.g_01706
OG0001077	Syaf.g_02325	Praz.g_01702
OG0001078	Syaf.g_02309	Praz.g_01694
OG0001079	Syaf.g_02296	Praz.g_01683
OG0001080	Syaf.g_01740	Praz.g_01677
OG0001081	Syaf.g_02144	Praz.g_01675
OG0001082	Syaf.g_02143	Praz.g_01674
OG0001083	Syaf.g_02136	Praz.g_01669
OG0001084	Syaf.g_02135	Praz.g_01668
OG0001085	Syaf.g_02125	Praz.g_01660
OG0001086	Syaf.g_02123	Praz.g_01659
OG0001087	Syaf.g_01482	Praz.g_01642
OG0001088	Syaf.g_01478	Praz.g_01641
OG0001089	Syaf.g_01453	Praz.g_01633
OG0001090	Syaf.g_01981	Praz.g_01606
OG0001091	Syaf.g_01979	Praz.g_01604
OG0001092	Syaf.g_01977	Praz.g_01603
OG0001093	Syaf.g_01971	Praz.g_01598
OG0001094	Syaf.g_02055	Praz.g_01518
OG0001095	Syaf.g_02034	Praz.g_01499
OG0001096	Syaf.g_02018	Praz.g_01486
OG0001097	Syaf.g_01373	Praz.g_01467
OG0001098	Syaf.g_01743	Praz.g_01452
OG0001099	Syaf.g_00881	Praz.g_01420
OG0001100	Syaf.g_02110	Praz.g_01416
OG0001101	Syaf.g_02109	Praz.g_01414
OG0001102	Syaf.g_02106	Praz.g_01411
OG0001103	Syaf.g_02104	Praz.g_01409
OG0001104	Syaf.g_02071	Praz.g_01387
OG0001105	Syaf.g_02067	Praz.g_01383
OG0001106	Syaf.g_01847	Praz.g_01359
OG0001107	Syaf.g_01859	Praz.g_01352
OG0001108	Syaf.g_01868	Praz.g_01348
OG0001109	Syaf.g_01877	Praz.g_01347
OG0001110	Syaf.g_01879	Praz.g_01345
OG0001111	Syaf.g_01881	Praz.g_01344
OG0001112	Syaf.g_01883	Praz.g_01343
OG0001113	Syaf.g_01884	Praz.g_01342
OG0001114	Syaf.g_01885	Praz.g_01341
OG0001115	Syaf.g_01889	Praz.g_01339
OG0001116	Syaf.g_01891	Praz.g_01338
OG0001117	Syaf.g_01892	Praz.g_01337
OG0001118	Syaf.g_01893	Praz.g_01336
OG0001119	Syaf.g_01895	Praz.g_01335
OG0001120	Syaf.g_01899	Praz.g_01333
OG0001122	Syaf.g_01927	Praz.g_01305
OG0001123	Syaf.g_01934	Praz.g_01301
OG0001124	Syaf.g_01936	Praz.g_01299
OG0001125	Syaf.g_01938	Praz.g_01298
OG0001126	Syaf.g_01409	Praz.g_01287
OG0001127	Syaf.g_01410	Praz.g_01286
OG0001128	Syaf.g_01413	Praz.g_01284
OG0001129	Syaf.g_01415	Praz.g_01283
OG0001130	Syaf.g_01416	Praz.g_01282
OG0001131	Syaf.g_02090	Praz.g_00096
OG0001132	Syaf.g_01722	Praz.g_00105
OG0001133	Syaf.g_02334	Praz.g_00040
