Orthogroup	Syaf	Prai
OG0000569	Syaf.g_02596	Prai.g_00598
OG0000570	Syaf.g_02595	Prai.g_00599
OG0000571	Syaf.g_02591	Prai.g_00601
OG0000572	Syaf.g_02575	Prai.g_00614
OG0000573	Syaf.g_02567	Prai.g_00620
OG0000574	Syaf.g_02566	Prai.g_00621
OG0000575	Syaf.g_02562	Prai.g_00625
OG0000576	Syaf.g_02560	Prai.g_00627
OG0000577	Syaf.g_02559	Prai.g_00628
OG0000578	Syaf.g_02558	Prai.g_00629
OG0000579	Syaf.g_02557	Prai.g_00630
OG0000580	Syaf.g_02556	Prai.g_00631
OG0000581	Syaf.g_02550	Prai.g_00633
OG0000582	Syaf.g_02374	Prai.g_00636
OG0000583	Syaf.g_02373	Prai.g_00637
OG0000584	Syaf.g_02372	Prai.g_00638
OG0000585	Syaf.g_02370	Prai.g_00640
OG0000586	Syaf.g_02369	Prai.g_00641
OG0000587	Syaf.g_02367	Prai.g_00642
OG0000588	Syaf.g_02350	Prai.g_00646
OG0000589	Syaf.g_02340	Prai.g_00650
OG0000590	Syaf.g_02339	Prai.g_00651
OG0000591	Syaf.g_02331	Prai.g_00654
OG0000592	Syaf.g_02330	Prai.g_00655
OG0000593	Syaf.g_02314	Prai.g_00661
OG0000594	Syaf.g_02313	Prai.g_00662
OG0000595	Syaf.g_02312	Prai.g_00663
OG0000596	Syaf.g_02307	Prai.g_00667
OG0000597	Syaf.g_02304	Prai.g_00669
OG0000598	Syaf.g_02303	Prai.g_00670
OG0000599	Syaf.g_02300	Prai.g_00673
OG0000600	Syaf.g_02299	Prai.g_00674
OG0000601	Syaf.g_02298	Prai.g_00675
OG0000602	Syaf.g_02293	Prai.g_00677
OG0000603	Syaf.g_02292	Prai.g_00678
OG0000604	Syaf.g_02289	Prai.g_00679
OG0000605	Syaf.g_01734	Prai.g_00680
OG0000606	Syaf.g_02145	Prai.g_00683
OG0000607	Syaf.g_02142	Prai.g_00686
OG0000608	Syaf.g_02141	Prai.g_00687
OG0000609	Syaf.g_02139	Prai.g_00688
OG0000610	Syaf.g_02132	Prai.g_00693
OG0000611	Syaf.g_02129	Prai.g_00696
OG0000612	Syaf.g_02128	Prai.g_00697
OG0000613	Syaf.g_00315	Prai.g_00702
OG0000614	Syaf.g_01469	Prai.g_00721
OG0000615	Syaf.g_02085	Prai.g_00729
OG0000616	Syaf.g_00518	Prai.g_00732
OG0000617	Syaf.g_01975	Prai.g_00754
OG0000618	Syaf.g_01974	Prai.g_00755
OG0000619	Syaf.g_01973	Prai.g_00756
OG0000620	Syaf.g_01966	Prai.g_00759
OG0000621	Syaf.g_01965	Prai.g_00760
OG0000622	Syaf.g_01964	Prai.g_00761
OG0000623	Syaf.g_01963	Prai.g_00762
OG0000624	Syaf.g_01961	Prai.g_00763
OG0000625	Syaf.g_01960	Prai.g_00764
OG0000626	Syaf.g_01959	Prai.g_00765
OG0000627	Syaf.g_01782	Prai.g_00766
OG0000628	Syaf.g_01783	Prai.g_00767
OG0000629	Syaf.g_01786	Prai.g_00768
OG0000630	Syaf.g_01790	Prai.g_00771
OG0000631	Syaf.g_01801	Prai.g_00857
OG0000632	Syaf.g_01802	Prai.g_00856
OG0000633	Syaf.g_01803	Prai.g_00855
OG0000634	Syaf.g_02053	Prai.g_00852
OG0000635	Syaf.g_02052	Prai.g_00851
OG0000636	Syaf.g_02050	Prai.g_00849
OG0000637	Syaf.g_02048	Prai.g_00847
OG0000638	Syaf.g_02047	Prai.g_00846
OG0000639	Syaf.g_02046	Prai.g_00845
OG0000640	Syaf.g_02045	Prai.g_00844
OG0000641	Syaf.g_02041	Prai.g_00839
OG0000642	Syaf.g_02040	Prai.g_00838
OG0000643	Syaf.g_02038	Prai.g_00837
OG0000644	Syaf.g_02037	Prai.g_00836
OG0000645	Syaf.g_02035	Prai.g_00835
OG0000646	Syaf.g_02032	Prai.g_00833
OG0000647	Syaf.g_02030	Prai.g_00832
OG0000648	Syaf.g_02027	Prai.g_00830
OG0000649	Syaf.g_02026	Prai.g_00829
OG0000650	Syaf.g_02025	Prai.g_00828
OG0000651	Syaf.g_02024	Prai.g_00827
OG0000652	Syaf.g_02023	Prai.g_00826
OG0000653	Syaf.g_02021	Prai.g_00824
OG0000654	Syaf.g_02020	Prai.g_00823
OG0000655	Syaf.g_02019	Prai.g_00822
OG0000656	Syaf.g_02016	Prai.g_00819
OG0000657	Syaf.g_01384	Prai.g_00811
OG0000658	Syaf.g_01381	Prai.g_00810
OG0000659	Syaf.g_01380	Prai.g_00809
OG0000660	Syaf.g_01376	Prai.g_00805
OG0000661	Syaf.g_01374	Prai.g_00803
OG0000662	Syaf.g_01372	Prai.g_00801
OG0000663	Syaf.g_01369	Prai.g_00799
OG0000664	Syaf.g_01368	Prai.g_00798
OG0000665	Syaf.g_00980	Prai.g_00794
OG0000666	Syaf.g_01733	Prai.g_00793
OG0000667	Syaf.g_01635	Prai.g_00789
OG0000668	Syaf.g_01928	Prai.g_01060
OG0000669	Syaf.g_02112	Prai.g_01054
OG0000670	Syaf.g_02769	Prai.g_01052
OG0000671	Syaf.g_02108	Prai.g_01050
OG0000672	Syaf.g_02105	Prai.g_01048
OG0000673	Syaf.g_02102	Prai.g_01045
OG0000674	Syaf.g_02100	Prai.g_01043
OG0000675	Syaf.g_02099	Prai.g_01042
OG0000676	Syaf.g_02097	Prai.g_01040
OG0000677	Syaf.g_02096	Prai.g_01039
OG0000678	Syaf.g_02092	Prai.g_01037
OG0000679	Syaf.g_02083	Prai.g_01033
OG0000680	Syaf.g_02082	Prai.g_01032
OG0000681	Syaf.g_02079	Prai.g_01030
OG0000682	Syaf.g_02078	Prai.g_01029
OG0000683	Syaf.g_02077	Prai.g_01028
OG0000684	Syaf.g_02072	Prai.g_01027
OG0000685	Syaf.g_02070	Prai.g_01025
OG0000686	Syaf.g_02069	Prai.g_01024
OG0000687	Syaf.g_02068	Prai.g_01023
OG0000688	Syaf.g_02063	Prai.g_01020
OG0000689	Syaf.g_02061	Prai.g_01019
OG0000690	Syaf.g_02060	Prai.g_01018
OG0000691	Syaf.g_02059	Prai.g_01017
OG0000692	Syaf.g_02058	Prai.g_01015
OG0000693	Syaf.g_02057	Prai.g_01014
OG0000694	Syaf.g_02056	Prai.g_01013
OG0000695	Syaf.g_01805	Prai.g_01011
OG0000696	Syaf.g_01806	Prai.g_01010
OG0000697	Syaf.g_01808	Prai.g_01009
OG0000698	Syaf.g_01811	Prai.g_01006
OG0000699	Syaf.g_01813	Prai.g_01005
OG0000700	Syaf.g_01814	Prai.g_01004
OG0000701	Syaf.g_01815	Prai.g_01003
OG0000702	Syaf.g_01843	Prai.g_01001
OG0000703	Syaf.g_01844	Prai.g_01000
OG0000704	Syaf.g_01846	Prai.g_00999
OG0000705	Syaf.g_01853	Prai.g_00995
OG0000706	Syaf.g_01854	Prai.g_00994
OG0000707	Syaf.g_01855	Prai.g_00993
OG0000708	Syaf.g_01858	Prai.g_00992
OG0000709	Syaf.g_01867	Prai.g_00988
OG0000710	Syaf.g_01878	Prai.g_00985
OG0000711	Syaf.g_01908	Prai.g_00968
OG0000712	Syaf.g_01910	Prai.g_00966
OG0000713	Syaf.g_01911	Prai.g_00965
OG0000714	Syaf.g_01913	Prai.g_00964
OG0000715	Syaf.g_01915	Prai.g_00962
OG0000716	Syaf.g_01919	Prai.g_00960
OG0000717	Syaf.g_01920	Prai.g_00959
OG0000718	Syaf.g_01924	Prai.g_00948
OG0000719	Syaf.g_01926	Prai.g_00946
OG0000720	Syaf.g_01939	Prai.g_00938
OG0000721	Syaf.g_01941	Prai.g_00936
OG0000722	Syaf.g_01942	Prai.g_00935
OG0000723	Syaf.g_01957	Prai.g_00932
OG0000724	Syaf.g_01418	Prai.g_00923
OG0000725	Syaf.g_01445	Prai.g_00917
OG0000726	Syaf.g_01446	Prai.g_00916
OG0000727	Syaf.g_01447	Prai.g_00915
OG0000728	Syaf.g_01449	Prai.g_00913
OG0000729	Syaf.g_00405	Prai.g_01109
OG0000730	Syaf.g_00026	Prai.g_01113
OG0000731	Syaf.g_00014	Prai.g_01117
OG0000732	Syaf.g_00444	Prai.g_01126
OG0000733	Syaf.g_00615	Prai.g_01144
OG0000734	Syaf.g_00895	Prai.g_01157
OG0000735	Syaf.g_01273	Prai.g_01159
OG0000736	Syaf.g_01274	Prai.g_01160
OG0000737	Syaf.g_01275	Prai.g_01161
OG0000738	Syaf.g_01280	Prai.g_01165
OG0000739	Syaf.g_01281	Prai.g_01166
OG0000740	Syaf.g_01282	Prai.g_01167
OG0000741	Syaf.g_01285	Prai.g_01168
OG0000742	Syaf.g_01287	Prai.g_01170
OG0000743	Syaf.g_01289	Prai.g_01172
OG0000744	Syaf.g_01290	Prai.g_01173
OG0000745	Syaf.g_01293	Prai.g_01174
OG0000746	Syaf.g_01295	Prai.g_01176
OG0000747	Syaf.g_01296	Prai.g_01177
OG0000748	Syaf.g_01307	Prai.g_01180
OG0000749	Syaf.g_01309	Prai.g_01181
OG0000750	Syaf.g_01310	Prai.g_01182
OG0000751	Syaf.g_01317	Prai.g_01184
OG0000752	Syaf.g_01319	Prai.g_01186
OG0000753	Syaf.g_01322	Prai.g_01189
OG0000754	Syaf.g_01611	Prai.g_01192
OG0000755	Syaf.g_01599	Prai.g_01196
OG0000756	Syaf.g_01598	Prai.g_01197
OG0000757	Syaf.g_01590	Prai.g_01204
OG0000758	Syaf.g_01589	Prai.g_01205
OG0000759	Syaf.g_01588	Prai.g_01206
OG0000760	Syaf.g_01587	Prai.g_01207
OG0000761	Syaf.g_01586	Prai.g_01208
OG0000762	Syaf.g_01584	Prai.g_01209
OG0000763	Syaf.g_01582	Prai.g_01211
OG0000764	Syaf.g_01581	Prai.g_01212
OG0000765	Syaf.g_01564	Prai.g_01221
OG0000766	Syaf.g_01563	Prai.g_01222
OG0000767	Syaf.g_01561	Prai.g_01224
OG0000768	Syaf.g_01560	Prai.g_01225
OG0000769	Syaf.g_01558	Prai.g_01227
OG0000770	Syaf.g_01553	Prai.g_01229
OG0000771	Syaf.g_01411	Prai.g_01238
OG0000772	Syaf.g_01705	Prai.g_01310
OG0000773	Syaf.g_01268	Prai.g_01325
OG0000774	Syaf.g_01263	Prai.g_01327
OG0000775	Syaf.g_01261	Prai.g_01330
OG0000776	Syaf.g_01260	Prai.g_01331
OG0000777	Syaf.g_01259	Prai.g_01332
OG0000778	Syaf.g_01258	Prai.g_01333
OG0000779	Syaf.g_01252	Prai.g_01337
OG0000780	Syaf.g_01249	Prai.g_01338
OG0000781	Syaf.g_01245	Prai.g_01341
OG0000782	Syaf.g_01244	Prai.g_01342
OG0000783	Syaf.g_01243	Prai.g_01343
OG0000784	Syaf.g_01242	Prai.g_01344
OG0000785	Syaf.g_01240	Prai.g_01346
OG0000786	Syaf.g_02546	Prai.g_01348
OG0000787	Syaf.g_02547	Prai.g_01349
OG0000788	Syaf.g_02297	Prai.g_01358
OG0000789	Syaf.g_01750	Prai.g_01360
OG0000790	Syaf.g_02738	Prai.g_01375
OG0000791	Syaf.g_02740	Prai.g_01377
OG0000792	Syaf.g_02741	Prai.g_01378
OG0000793	Syaf.g_02746	Prai.g_01381
OG0000794	Syaf.g_02747	Prai.g_01382
OG0000795	Syaf.g_02748	Prai.g_01383
OG0000796	Syaf.g_02752	Prai.g_01387
OG0000797	Syaf.g_02753	Prai.g_01388
OG0000799	Syaf.g_02380	Prai.g_01445
OG0000800	Syaf.g_02383	Prai.g_01446
OG0000801	Syaf.g_02384	Prai.g_01447
OG0000802	Syaf.g_02388	Prai.g_01449
OG0000803	Syaf.g_02393	Prai.g_01451
OG0000804	Syaf.g_02396	Prai.g_01452
OG0000805	Syaf.g_02398	Prai.g_01454
OG0000806	Syaf.g_02405	Prai.g_01456
OG0000807	Syaf.g_02406	Prai.g_01457
OG0000808	Syaf.g_02407	Prai.g_01458
OG0000809	Syaf.g_02410	Prai.g_01461
OG0000810	Syaf.g_02411	Prai.g_01462
OG0000811	Syaf.g_02420	Prai.g_01466
OG0000812	Syaf.g_02422	Prai.g_01468
OG0000813	Syaf.g_02423	Prai.g_01469
OG0000814	Syaf.g_02425	Prai.g_01471
OG0000815	Syaf.g_02426	Prai.g_01472
OG0000816	Syaf.g_02428	Prai.g_01474
OG0000817	Syaf.g_02429	Prai.g_01475
OG0000818	Syaf.g_02442	Prai.g_01480
OG0000819	Syaf.g_02443	Prai.g_01481
OG0000820	Syaf.g_02444	Prai.g_01482
OG0000821	Syaf.g_02450	Prai.g_01485
OG0000822	Syaf.g_02452	Prai.g_01486
OG0000823	Syaf.g_02453	Prai.g_01487
OG0000824	Syaf.g_02459	Prai.g_01490
OG0000825	Syaf.g_02460	Prai.g_01491
OG0000826	Syaf.g_02461	Prai.g_01492
OG0000827	Syaf.g_02462	Prai.g_01493
OG0000828	Syaf.g_02465	Prai.g_01496
OG0000829	Syaf.g_02466	Prai.g_01497
OG0000830	Syaf.g_02467	Prai.g_01498
OG0000831	Syaf.g_02470	Prai.g_01500
OG0000832	Syaf.g_01109	Prai.g_01505
OG0000833	Syaf.g_01100	Prai.g_01514
OG0000834	Syaf.g_01098	Prai.g_01515
OG0000835	Syaf.g_01097	Prai.g_01516
OG0000836	Syaf.g_01093	Prai.g_01517
OG0000837	Syaf.g_01091	Prai.g_01518
OG0000838	Syaf.g_01087	Prai.g_01520
OG0000839	Syaf.g_01086	Prai.g_01521
OG0000840	Syaf.g_01085	Prai.g_01522
OG0000841	Syaf.g_01084	Prai.g_01523
OG0000842	Syaf.g_01083	Prai.g_01524
OG0000843	Syaf.g_01082	Prai.g_01525
OG0000844	Syaf.g_01080	Prai.g_01526
OG0000845	Syaf.g_01079	Prai.g_01527
OG0000846	Syaf.g_01078	Prai.g_01528
OG0000847	Syaf.g_01077	Prai.g_01529
OG0000848	Syaf.g_01075	Prai.g_01530
OG0000849	Syaf.g_01074	Prai.g_01531
OG0000850	Syaf.g_01072	Prai.g_01533
OG0000851	Syaf.g_01061	Prai.g_01534
OG0000852	Syaf.g_01060	Prai.g_01535
OG0000853	Syaf.g_01056	Prai.g_01539
OG0000854	Syaf.g_01054	Prai.g_01541
OG0000855	Syaf.g_01053	Prai.g_01542
OG0000856	Syaf.g_02328	Prai.g_01558
OG0000857	Syaf.g_02031	Prai.g_01597
OG0000858	Syaf.g_01047	Prai.g_01632
OG0000859	Syaf.g_01046	Prai.g_01633
OG0000860	Syaf.g_01031	Prai.g_01640
OG0000861	Syaf.g_01030	Prai.g_01641
OG0000862	Syaf.g_01029	Prai.g_01642
OG0000863	Syaf.g_01026	Prai.g_01644
OG0000864	Syaf.g_01025	Prai.g_01645
OG0000865	Syaf.g_01024	Prai.g_01646
OG0000866	Syaf.g_01023	Prai.g_01647
OG0000867	Syaf.g_01022	Prai.g_01648
OG0000868	Syaf.g_01019	Prai.g_01649
OG0000869	Syaf.g_01014	Prai.g_01653
OG0000870	Syaf.g_01009	Prai.g_01658
OG0000871	Syaf.g_01008	Prai.g_01659
OG0000872	Syaf.g_01001	Prai.g_01660
OG0000873	Syaf.g_00998	Prai.g_01663
OG0000874	Syaf.g_01002	Prai.g_01666
OG0000875	Syaf.g_00996	Prai.g_01667
OG0000876	Syaf.g_01198	Prai.g_01668
OG0000877	Syaf.g_01188	Prai.g_01670
OG0000878	Syaf.g_01187	Prai.g_01671
OG0000879	Syaf.g_01186	Prai.g_01672
OG0000880	Syaf.g_01185	Prai.g_01673
OG0000881	Syaf.g_01179	Prai.g_01677
OG0000882	Syaf.g_01174	Prai.g_01682
OG0000883	Syaf.g_01172	Prai.g_01683
OG0000884	Syaf.g_01170	Prai.g_01685
OG0000885	Syaf.g_01169	Prai.g_01686
OG0000886	Syaf.g_01168	Prai.g_01687
OG0000887	Syaf.g_01167	Prai.g_01688
OG0000888	Syaf.g_01165	Prai.g_01690
OG0000889	Syaf.g_01163	Prai.g_01692
OG0000890	Syaf.g_01157	Prai.g_01693
OG0000891	Syaf.g_01156	Prai.g_01694
OG0000892	Syaf.g_01154	Prai.g_01696
OG0000893	Syaf.g_00178	Prai.g_01701
OG0000894	Syaf.g_00175	Prai.g_01703
OG0000895	Syaf.g_00171	Prai.g_01706
OG0000896	Syaf.g_00170	Prai.g_01707
OG0000897	Syaf.g_00168	Prai.g_01709
OG0000898	Syaf.g_00167	Prai.g_01710
OG0000899	Syaf.g_00166	Prai.g_01711
OG0000900	Syaf.g_00165	Prai.g_01712
OG0000901	Syaf.g_00160	Prai.g_01715
OG0000902	Syaf.g_00158	Prai.g_01717
OG0000903	Syaf.g_00141	Prai.g_01720
OG0000904	Syaf.g_00146	Prai.g_01722
OG0000905	Syaf.g_00151	Prai.g_01727
OG0000906	Syaf.g_00154	Prai.g_01728
OG0000907	Syaf.g_00139	Prai.g_01734
OG0000908	Syaf.g_00136	Prai.g_01737
OG0000909	Syaf.g_00135	Prai.g_01738
OG0000910	Syaf.g_00134	Prai.g_01739
OG0000911	Syaf.g_00132	Prai.g_01741
OG0000912	Syaf.g_00131	Prai.g_01742
OG0000913	Syaf.g_00130	Prai.g_01743
OG0000914	Syaf.g_00129	Prai.g_01744
OG0000915	Syaf.g_00127	Prai.g_01746
OG0000916	Syaf.g_00126	Prai.g_01747
OG0000917	Syaf.g_00125	Prai.g_01748
OG0000918	Syaf.g_00124	Prai.g_01749
OG0000919	Syaf.g_00123	Prai.g_01750
OG0000920	Syaf.g_00122	Prai.g_01751
OG0000921	Syaf.g_00121	Prai.g_01752
OG0000922	Syaf.g_00120	Prai.g_01753
OG0000923	Syaf.g_00116	Prai.g_01757
OG0000924	Syaf.g_00115	Prai.g_01758
OG0000925	Syaf.g_00114	Prai.g_01759
OG0000926	Syaf.g_00113	Prai.g_01760
OG0000927	Syaf.g_00111	Prai.g_01762
OG0000928	Syaf.g_00110	Prai.g_01763
OG0000929	Syaf.g_00109	Prai.g_01764
OG0000930	Syaf.g_00108	Prai.g_01765
OG0000931	Syaf.g_00107	Prai.g_01766
OG0000932	Syaf.g_00106	Prai.g_01767
OG0000933	Syaf.g_00100	Prai.g_01776
OG0000934	Syaf.g_00098	Prai.g_01778
OG0000935	Syaf.g_00097	Prai.g_01779
OG0000936	Syaf.g_00096	Prai.g_01780
OG0000937	Syaf.g_00095	Prai.g_01781
OG0000938	Syaf.g_00092	Prai.g_01783
OG0000939	Syaf.g_00091	Prai.g_01784
OG0000940	Syaf.g_00084	Prai.g_01791
OG0000941	Syaf.g_00082	Prai.g_01793
OG0000942	Syaf.g_00080	Prai.g_01795
OG0000943	Syaf.g_00079	Prai.g_01796
OG0000944	Syaf.g_00077	Prai.g_01797
OG0000945	Syaf.g_00075	Prai.g_01798
OG0000946	Syaf.g_00070	Prai.g_01802
OG0000947	Syaf.g_00067	Prai.g_01804
OG0000948	Syaf.g_00066	Prai.g_01805
OG0000949	Syaf.g_00337	Prai.g_01808
OG0000950	Syaf.g_00351	Prai.g_01813
OG0000951	Syaf.g_00358	Prai.g_01817
OG0000952	Syaf.g_00363	Prai.g_01821
OG0000953	Syaf.g_00367	Prai.g_01824
OG0000954	Syaf.g_00372	Prai.g_01828
OG0000955	Syaf.g_00373	Prai.g_01829
OG0000956	Syaf.g_00375	Prai.g_01831
OG0000957	Syaf.g_00386	Prai.g_01836
OG0000958	Syaf.g_00387	Prai.g_01837
OG0000959	Syaf.g_00391	Prai.g_01841
OG0000960	Syaf.g_00392	Prai.g_01842
OG0000961	Syaf.g_00402	Prai.g_01844
OG0000962	Syaf.g_00404	Prai.g_01846
OG0000963	Syaf.g_00409	Prai.g_01850
OG0000964	Syaf.g_00410	Prai.g_01851
OG0000965	Syaf.g_00411	Prai.g_01852
OG0000966	Syaf.g_00421	Prai.g_01861
OG0000967	Syaf.g_00426	Prai.g_01865
OG0000968	Syaf.g_00417	Prai.g_01867
OG0000969	Syaf.g_00423	Prai.g_01868
OG0000970	Syaf.g_00424	Prai.g_01869
OG0000971	Syaf.g_00429	Prai.g_01870
OG0000972	Syaf.g_00430	Prai.g_01871
OG0000973	Syaf.g_00431	Prai.g_01872
OG0000974	Syaf.g_00432	Prai.g_01873
OG0000975	Syaf.g_00433	Prai.g_01874
OG0000976	Syaf.g_00434	Prai.g_01875
OG0000977	Syaf.g_00436	Prai.g_01876
OG0000978	Syaf.g_00437	Prai.g_01877
OG0000979	Syaf.g_00440	Prai.g_01880
OG0000980	Syaf.g_00443	Prai.g_01882
OG0000981	Syaf.g_00446	Prai.g_01884
OG0000982	Syaf.g_00645	Prai.g_01886
OG0000983	Syaf.g_00644	Prai.g_01887
OG0000984	Syaf.g_00643	Prai.g_01888
OG0000985	Syaf.g_00641	Prai.g_01891
OG0000986	Syaf.g_00639	Prai.g_01893
OG0000987	Syaf.g_00637	Prai.g_01894
OG0000988	Syaf.g_00633	Prai.g_01897
OG0000989	Syaf.g_00624	Prai.g_01900
OG0000990	Syaf.g_00606	Prai.g_01903
OG0000991	Syaf.g_00604	Prai.g_01904
OG0000992	Syaf.g_00601	Prai.g_01906
OG0000993	Syaf.g_00600	Prai.g_01907
OG0000994	Syaf.g_00597	Prai.g_01908
OG0000995	Syaf.g_00592	Prai.g_01912
OG0000996	Syaf.g_00543	Prai.g_01913
OG0000997	Syaf.g_00532	Prai.g_01914
OG0000998	Syaf.g_00530	Prai.g_01916
OG0000999	Syaf.g_00529	Prai.g_01917
OG0001000	Syaf.g_00526	Prai.g_01920
OG0001001	Syaf.g_00521	Prai.g_01922
OG0001002	Syaf.g_00515	Prai.g_01926
OG0001003	Syaf.g_00514	Prai.g_01928
OG0001004	Syaf.g_00513	Prai.g_01929
OG0001005	Syaf.g_00510	Prai.g_01930
OG0001006	Syaf.g_00500	Prai.g_01934
OG0001007	Syaf.g_00498	Prai.g_01936
OG0001008	Syaf.g_01215	Prai.g_00468
OG0001009	Syaf.g_00466	Prai.g_00027
OG0001010	Syaf.g_00465	Prai.g_00028
OG0001011	Syaf.g_00463	Prai.g_00029
OG0001012	Syaf.g_00649	Prai.g_00050
OG0001013	Syaf.g_00669	Prai.g_00055
OG0001014	Syaf.g_00691	Prai.g_00058
OG0001015	Syaf.g_00692	Prai.g_00059
OG0001016	Syaf.g_00958	Prai.g_00073
OG0001017	Syaf.g_00952	Prai.g_00077
OG0001018	Syaf.g_00950	Prai.g_00080
OG0001019	Syaf.g_00931	Prai.g_00089
OG0001020	Syaf.g_00926	Prai.g_00090
OG0001021	Syaf.g_00922	Prai.g_00091
OG0001022	Syaf.g_00918	Prai.g_00094
OG0001023	Syaf.g_00917	Prai.g_00095
OG0001024	Syaf.g_00913	Prai.g_00098
OG0001025	Syaf.g_00906	Prai.g_00104
OG0001026	Syaf.g_00893	Prai.g_00111
OG0001027	Syaf.g_00884	Prai.g_00112
OG0001028	Syaf.g_00882	Prai.g_00114
OG0001029	Syaf.g_00880	Prai.g_00115
OG0001030	Syaf.g_00860	Prai.g_00130
OG0001031	Syaf.g_00784	Prai.g_00197
OG0001032	Syaf.g_00781	Prai.g_00198
OG0001034	Syaf.g_02787	Prai.g_00247
OG0001035	Syaf.g_00207	Prai.g_00267
OG0001036	Syaf.g_00212	Prai.g_00272
OG0001037	Syaf.g_00214	Prai.g_00273
OG0001038	Syaf.g_00242	Prai.g_00291
OG0001039	Syaf.g_00245	Prai.g_00294
OG0001040	Syaf.g_00248	Prai.g_00296
OG0001041	Syaf.g_00253	Prai.g_00300
OG0001042	Syaf.g_00275	Prai.g_00317
OG0001043	Syaf.g_00279	Prai.g_00318
OG0001045	Syaf.g_00011	Prai.g_00355
OG0001046	Syaf.g_01894	Prai.g_00390
OG0001047	Syaf.g_01217	Prai.g_00470
OG0001048	Syaf.g_01218	Prai.g_00471
OG0001049	Syaf.g_01226	Prai.g_00473
OG0001050	Syaf.g_01227	Prai.g_00474
OG0001051	Syaf.g_01228	Prai.g_00475
OG0001052	Syaf.g_02502	Prai.g_00501
OG0001053	Syaf.g_02718	Prai.g_00513
OG0001054	Syaf.g_02701	Prai.g_00528
OG0001056	Syaf.g_02649	Prai.g_00564
OG0001057	Syaf.g_02638	Prai.g_00569
OG0001058	Syaf.g_02624	Prai.g_00577
OG0001059	Syaf.g_02620	Prai.g_00581
OG0001060	Syaf.g_02614	Prai.g_00588
OG0001061	Syaf.g_02590	Prai.g_00602
OG0001062	Syaf.g_02588	Prai.g_00604
OG0001063	Syaf.g_02583	Prai.g_00606
OG0001064	Syaf.g_02582	Prai.g_00607
OG0001065	Syaf.g_02581	Prai.g_00608
OG0001066	Syaf.g_02580	Prai.g_00609
OG0001067	Syaf.g_02579	Prai.g_00610
OG0001068	Syaf.g_02578	Prai.g_00611
OG0001069	Syaf.g_02577	Prai.g_00612
OG0001070	Syaf.g_02574	Prai.g_00615
OG0001071	Syaf.g_02573	Prai.g_00616
OG0001072	Syaf.g_02569	Prai.g_00618
OG0001073	Syaf.g_02555	Prai.g_00632
OG0001074	Syaf.g_02365	Prai.g_00643
OG0001075	Syaf.g_02363	Prai.g_00644
OG0001076	Syaf.g_02337	Prai.g_00653
OG0001077	Syaf.g_02325	Prai.g_00657
OG0001078	Syaf.g_02309	Prai.g_00665
OG0001079	Syaf.g_02296	Prai.g_00676
OG0001080	Syaf.g_01740	Prai.g_00682
OG0001081	Syaf.g_02144	Prai.g_00684
OG0001082	Syaf.g_02143	Prai.g_00685
OG0001083	Syaf.g_02136	Prai.g_00690
OG0001084	Syaf.g_02135	Prai.g_00691
OG0001085	Syaf.g_02125	Prai.g_00699
OG0001086	Syaf.g_02123	Prai.g_00700
OG0001087	Syaf.g_01482	Prai.g_00717
OG0001088	Syaf.g_01478	Prai.g_00718
OG0001089	Syaf.g_01453	Prai.g_00726
OG0001090	Syaf.g_01981	Prai.g_00749
OG0001091	Syaf.g_01979	Prai.g_00751
OG0001092	Syaf.g_01977	Prai.g_00752
OG0001093	Syaf.g_01971	Prai.g_00757
OG0001094	Syaf.g_02055	Prai.g_00854
OG0001095	Syaf.g_02034	Prai.g_00834
OG0001096	Syaf.g_02018	Prai.g_00821
OG0001097	Syaf.g_01373	Prai.g_00802
OG0001098	Syaf.g_01743	Prai.g_00787
OG0001099	Syaf.g_00881	Prai.g_01057
OG0001100	Syaf.g_02110	Prai.g_01053
OG0001101	Syaf.g_02109	Prai.g_01051
OG0001102	Syaf.g_02106	Prai.g_01049
OG0001103	Syaf.g_02104	Prai.g_01047
OG0001104	Syaf.g_02071	Prai.g_01026
OG0001105	Syaf.g_02067	Prai.g_01022
OG0001106	Syaf.g_01847	Prai.g_00998
OG0001107	Syaf.g_01859	Prai.g_00991
OG0001108	Syaf.g_01868	Prai.g_00987
OG0001109	Syaf.g_01877	Prai.g_00986
OG0001110	Syaf.g_01879	Prai.g_00984
OG0001111	Syaf.g_01881	Prai.g_00983
OG0001112	Syaf.g_01883	Prai.g_00982
OG0001113	Syaf.g_01884	Prai.g_00981
OG0001114	Syaf.g_01885	Prai.g_00980
OG0001115	Syaf.g_01889	Prai.g_00978
OG0001116	Syaf.g_01891	Prai.g_00977
OG0001117	Syaf.g_01892	Prai.g_00976
OG0001118	Syaf.g_01893	Prai.g_00975
OG0001119	Syaf.g_01895	Prai.g_00974
OG0001120	Syaf.g_01899	Prai.g_00972
OG0001122	Syaf.g_01927	Prai.g_00945
OG0001124	Syaf.g_01936	Prai.g_00940
OG0001125	Syaf.g_01938	Prai.g_00939
OG0001126	Syaf.g_01409	Prai.g_00929
OG0001127	Syaf.g_01410	Prai.g_00928
OG0001128	Syaf.g_01413	Prai.g_00926
OG0001129	Syaf.g_01415	Prai.g_00925
OG0001130	Syaf.g_01416	Prai.g_00924
OG0001131	Syaf.g_02090	Prai.g_01088
OG0001132	Syaf.g_01722	Prai.g_01098
OG0001133	Syaf.g_02334	Prai.g_01130
