Orthogroup	Syaf	Pran
OG0000571	Syaf.g_02591	Pran.g_01605
OG0000572	Syaf.g_02575	Pran.g_01592
OG0000573	Syaf.g_02567	Pran.g_01586
OG0000574	Syaf.g_02566	Pran.g_01585
OG0000575	Syaf.g_02562	Pran.g_01581
OG0000576	Syaf.g_02560	Pran.g_01579
OG0000577	Syaf.g_02559	Pran.g_01578
OG0000578	Syaf.g_02558	Pran.g_01577
OG0000579	Syaf.g_02557	Pran.g_01576
OG0000580	Syaf.g_02556	Pran.g_01575
OG0000581	Syaf.g_02550	Pran.g_01573
OG0000582	Syaf.g_02374	Pran.g_01570
OG0000583	Syaf.g_02373	Pran.g_01569
OG0000584	Syaf.g_02372	Pran.g_01568
OG0000585	Syaf.g_02370	Pran.g_01566
OG0000586	Syaf.g_02369	Pran.g_01565
OG0000587	Syaf.g_02367	Pran.g_01564
OG0000588	Syaf.g_02350	Pran.g_01560
OG0000589	Syaf.g_02340	Pran.g_01557
OG0000590	Syaf.g_02339	Pran.g_01556
OG0000591	Syaf.g_02331	Pran.g_01553
OG0000592	Syaf.g_02330	Pran.g_01552
OG0000593	Syaf.g_02314	Pran.g_01546
OG0000594	Syaf.g_02313	Pran.g_01545
OG0000595	Syaf.g_02312	Pran.g_01544
OG0000596	Syaf.g_02307	Pran.g_01540
OG0000597	Syaf.g_02304	Pran.g_01538
OG0000598	Syaf.g_02303	Pran.g_01537
OG0000599	Syaf.g_02300	Pran.g_01534
OG0000600	Syaf.g_02299	Pran.g_01533
OG0000601	Syaf.g_02298	Pran.g_01532
OG0000602	Syaf.g_02293	Pran.g_01530
OG0000603	Syaf.g_02292	Pran.g_01529
OG0000604	Syaf.g_02289	Pran.g_01528
OG0000605	Syaf.g_01734	Pran.g_01527
OG0000606	Syaf.g_02145	Pran.g_01524
OG0000607	Syaf.g_02142	Pran.g_01521
OG0000608	Syaf.g_02141	Pran.g_01520
OG0000609	Syaf.g_02139	Pran.g_01519
OG0000610	Syaf.g_02132	Pran.g_01514
OG0000611	Syaf.g_02129	Pran.g_01511
OG0000612	Syaf.g_02128	Pran.g_01510
OG0000613	Syaf.g_00315	Pran.g_01505
OG0000614	Syaf.g_01469	Pran.g_01486
OG0000615	Syaf.g_02085	Pran.g_01478
OG0000616	Syaf.g_00518	Pran.g_01472
OG0000617	Syaf.g_01975	Pran.g_01454
OG0000618	Syaf.g_01974	Pran.g_01453
OG0000619	Syaf.g_01973	Pran.g_01452
OG0000620	Syaf.g_01966	Pran.g_01449
OG0000621	Syaf.g_01965	Pran.g_01448
OG0000622	Syaf.g_01964	Pran.g_01447
OG0000623	Syaf.g_01963	Pran.g_01446
OG0000624	Syaf.g_01961	Pran.g_01445
OG0000625	Syaf.g_01960	Pran.g_01444
OG0000626	Syaf.g_01959	Pran.g_01443
OG0000627	Syaf.g_01782	Pran.g_01442
OG0000628	Syaf.g_01783	Pran.g_01441
OG0000629	Syaf.g_01786	Pran.g_01440
OG0000630	Syaf.g_01790	Pran.g_01437
OG0000631	Syaf.g_01801	Pran.g_01352
OG0000632	Syaf.g_01802	Pran.g_01351
OG0000633	Syaf.g_01803	Pran.g_01350
OG0000634	Syaf.g_02053	Pran.g_01347
OG0000635	Syaf.g_02052	Pran.g_01346
OG0000636	Syaf.g_02050	Pran.g_01344
OG0000637	Syaf.g_02048	Pran.g_01342
OG0000638	Syaf.g_02047	Pran.g_01341
OG0000639	Syaf.g_02046	Pran.g_01340
OG0000640	Syaf.g_02045	Pran.g_01339
OG0000641	Syaf.g_02041	Pran.g_01335
OG0000642	Syaf.g_02040	Pran.g_01334
OG0000643	Syaf.g_02038	Pran.g_01333
OG0000644	Syaf.g_02037	Pran.g_01332
OG0000645	Syaf.g_02035	Pran.g_01331
OG0000646	Syaf.g_02032	Pran.g_01329
OG0000647	Syaf.g_02030	Pran.g_01328
OG0000648	Syaf.g_02027	Pran.g_01326
OG0000649	Syaf.g_02026	Pran.g_01325
OG0000650	Syaf.g_02025	Pran.g_01324
OG0000651	Syaf.g_02024	Pran.g_01323
OG0000652	Syaf.g_02023	Pran.g_01322
OG0000653	Syaf.g_02021	Pran.g_01320
OG0000654	Syaf.g_02020	Pran.g_01319
OG0000655	Syaf.g_02019	Pran.g_01318
OG0000656	Syaf.g_02016	Pran.g_01315
OG0000657	Syaf.g_01384	Pran.g_01308
OG0000658	Syaf.g_01381	Pran.g_01307
OG0000659	Syaf.g_01380	Pran.g_01306
OG0000660	Syaf.g_01376	Pran.g_01302
OG0000661	Syaf.g_01374	Pran.g_01300
OG0000662	Syaf.g_01372	Pran.g_01298
OG0000663	Syaf.g_01369	Pran.g_01296
OG0000664	Syaf.g_01368	Pran.g_01295
OG0000665	Syaf.g_00980	Pran.g_01291
OG0000666	Syaf.g_01733	Pran.g_01290
OG0000667	Syaf.g_01635	Pran.g_01285
OG0000668	Syaf.g_01928	Pran.g_00413
OG0000669	Syaf.g_02112	Pran.g_00421
OG0000670	Syaf.g_02769	Pran.g_00423
OG0000671	Syaf.g_02108	Pran.g_00425
OG0000672	Syaf.g_02105	Pran.g_00427
OG0000673	Syaf.g_02102	Pran.g_00430
OG0000674	Syaf.g_02100	Pran.g_00432
OG0000675	Syaf.g_02099	Pran.g_00433
OG0000676	Syaf.g_02097	Pran.g_00435
OG0000677	Syaf.g_02096	Pran.g_00436
OG0000678	Syaf.g_02092	Pran.g_00438
OG0000679	Syaf.g_02083	Pran.g_00442
OG0000680	Syaf.g_02082	Pran.g_00443
OG0000681	Syaf.g_02079	Pran.g_00445
OG0000682	Syaf.g_02078	Pran.g_00446
OG0000683	Syaf.g_02077	Pran.g_00447
OG0000684	Syaf.g_02072	Pran.g_00449
OG0000685	Syaf.g_02070	Pran.g_00451
OG0000686	Syaf.g_02069	Pran.g_00452
OG0000687	Syaf.g_02068	Pran.g_00453
OG0000688	Syaf.g_02063	Pran.g_00456
OG0000689	Syaf.g_02061	Pran.g_00457
OG0000690	Syaf.g_02060	Pran.g_00458
OG0000691	Syaf.g_02059	Pran.g_00459
OG0000692	Syaf.g_02058	Pran.g_00461
OG0000693	Syaf.g_02057	Pran.g_00462
OG0000694	Syaf.g_02056	Pran.g_00463
OG0000695	Syaf.g_01805	Pran.g_00465
OG0000696	Syaf.g_01806	Pran.g_00466
OG0000697	Syaf.g_01808	Pran.g_00467
OG0000698	Syaf.g_01811	Pran.g_00470
OG0000699	Syaf.g_01813	Pran.g_00471
OG0000700	Syaf.g_01814	Pran.g_00472
OG0000701	Syaf.g_01815	Pran.g_00473
OG0000702	Syaf.g_01843	Pran.g_00475
OG0000703	Syaf.g_01844	Pran.g_00476
OG0000704	Syaf.g_01846	Pran.g_00477
OG0000705	Syaf.g_01853	Pran.g_00481
OG0000706	Syaf.g_01854	Pran.g_00482
OG0000707	Syaf.g_01855	Pran.g_00483
OG0000708	Syaf.g_01858	Pran.g_00484
OG0000709	Syaf.g_01867	Pran.g_00488
OG0000710	Syaf.g_01878	Pran.g_00491
OG0000711	Syaf.g_01908	Pran.g_00508
OG0000712	Syaf.g_01910	Pran.g_00510
OG0000713	Syaf.g_01911	Pran.g_00511
OG0000714	Syaf.g_01913	Pran.g_00512
OG0000715	Syaf.g_01915	Pran.g_00514
OG0000716	Syaf.g_01919	Pran.g_00516
OG0000717	Syaf.g_01920	Pran.g_00517
OG0000718	Syaf.g_01924	Pran.g_00537
OG0000719	Syaf.g_01926	Pran.g_00539
OG0000720	Syaf.g_01939	Pran.g_00548
OG0000721	Syaf.g_01941	Pran.g_00550
OG0000722	Syaf.g_01942	Pran.g_00551
OG0000723	Syaf.g_01957	Pran.g_00554
OG0000724	Syaf.g_01418	Pran.g_00563
OG0000725	Syaf.g_01445	Pran.g_00569
OG0000726	Syaf.g_01446	Pran.g_00570
OG0000727	Syaf.g_01447	Pran.g_00571
OG0000728	Syaf.g_01449	Pran.g_00573
OG0000729	Syaf.g_00405	Pran.g_00133
OG0000730	Syaf.g_00026	Pran.g_00129
OG0000731	Syaf.g_00014	Pran.g_00125
OG0000732	Syaf.g_00444	Pran.g_00115
OG0000733	Syaf.g_00615	Pran.g_00092
OG0000734	Syaf.g_00895	Pran.g_00075
OG0000735	Syaf.g_01273	Pran.g_00073
OG0000736	Syaf.g_01274	Pran.g_00072
OG0000737	Syaf.g_01275	Pran.g_00071
OG0000738	Syaf.g_01280	Pran.g_00067
OG0000739	Syaf.g_01281	Pran.g_00066
OG0000740	Syaf.g_01282	Pran.g_00065
OG0000741	Syaf.g_01285	Pran.g_00064
OG0000742	Syaf.g_01287	Pran.g_00061
OG0000743	Syaf.g_01289	Pran.g_00059
OG0000744	Syaf.g_01290	Pran.g_00058
OG0000745	Syaf.g_01293	Pran.g_00057
OG0000746	Syaf.g_01295	Pran.g_00055
OG0000747	Syaf.g_01296	Pran.g_00054
OG0000748	Syaf.g_01307	Pran.g_00051
OG0000749	Syaf.g_01309	Pran.g_00050
OG0000750	Syaf.g_01310	Pran.g_00049
OG0000751	Syaf.g_01317	Pran.g_00047
OG0000752	Syaf.g_01319	Pran.g_00045
OG0000753	Syaf.g_01322	Pran.g_00042
OG0000754	Syaf.g_01611	Pran.g_00039
OG0000755	Syaf.g_01599	Pran.g_00036
OG0000756	Syaf.g_01598	Pran.g_00035
OG0000757	Syaf.g_01590	Pran.g_00029
OG0000758	Syaf.g_01589	Pran.g_00028
OG0000759	Syaf.g_01588	Pran.g_00027
OG0000760	Syaf.g_01587	Pran.g_00026
OG0000761	Syaf.g_01586	Pran.g_00025
OG0000762	Syaf.g_01584	Pran.g_00024
OG0000763	Syaf.g_01582	Pran.g_00022
OG0000764	Syaf.g_01581	Pran.g_00021
OG0000765	Syaf.g_01564	Pran.g_00012
OG0000766	Syaf.g_01563	Pran.g_00011
OG0000767	Syaf.g_01561	Pran.g_00009
OG0000768	Syaf.g_01560	Pran.g_00008
OG0000769	Syaf.g_01558	Pran.g_00006
OG0000770	Syaf.g_01553	Pran.g_00004
OG0000771	Syaf.g_01411	Pran.g_00918
OG0000772	Syaf.g_01705	Pran.g_00899
OG0000773	Syaf.g_01268	Pran.g_00885
OG0000774	Syaf.g_01263	Pran.g_00883
OG0000775	Syaf.g_01261	Pran.g_00881
OG0000776	Syaf.g_01260	Pran.g_00880
OG0000777	Syaf.g_01259	Pran.g_00879
OG0000778	Syaf.g_01258	Pran.g_00878
OG0000779	Syaf.g_01252	Pran.g_00874
OG0000780	Syaf.g_01249	Pran.g_00873
OG0000781	Syaf.g_01245	Pran.g_00870
OG0000782	Syaf.g_01244	Pran.g_00869
OG0000783	Syaf.g_01243	Pran.g_00868
OG0000784	Syaf.g_01242	Pran.g_00867
OG0000785	Syaf.g_01240	Pran.g_00865
OG0000786	Syaf.g_02546	Pran.g_00863
OG0000787	Syaf.g_02547	Pran.g_00862
OG0000788	Syaf.g_02297	Pran.g_00853
OG0000789	Syaf.g_01750	Pran.g_00850
OG0000790	Syaf.g_02738	Pran.g_00836
OG0000791	Syaf.g_02740	Pran.g_00834
OG0000792	Syaf.g_02741	Pran.g_00833
OG0000793	Syaf.g_02746	Pran.g_00830
OG0000794	Syaf.g_02747	Pran.g_00829
OG0000795	Syaf.g_02748	Pran.g_00828
OG0000796	Syaf.g_02752	Pran.g_00824
OG0000797	Syaf.g_02753	Pran.g_00823
OG0000798	Syaf.g_00240	Pran.g_00789
OG0000799	Syaf.g_02380	Pran.g_00751
OG0000800	Syaf.g_02383	Pran.g_00750
OG0000801	Syaf.g_02384	Pran.g_00749
OG0000802	Syaf.g_02388	Pran.g_00747
OG0000803	Syaf.g_02393	Pran.g_00745
OG0000804	Syaf.g_02396	Pran.g_00744
OG0000805	Syaf.g_02398	Pran.g_00742
OG0000806	Syaf.g_02405	Pran.g_00740
OG0000807	Syaf.g_02406	Pran.g_00739
OG0000808	Syaf.g_02407	Pran.g_00738
OG0000809	Syaf.g_02410	Pran.g_00735
OG0000810	Syaf.g_02411	Pran.g_00734
OG0000811	Syaf.g_02420	Pran.g_00730
OG0000812	Syaf.g_02422	Pran.g_00728
OG0000813	Syaf.g_02423	Pran.g_00727
OG0000814	Syaf.g_02425	Pran.g_00725
OG0000815	Syaf.g_02426	Pran.g_00724
OG0000816	Syaf.g_02428	Pran.g_00722
OG0000817	Syaf.g_02429	Pran.g_00721
OG0000818	Syaf.g_02442	Pran.g_00716
OG0000819	Syaf.g_02443	Pran.g_00715
OG0000820	Syaf.g_02444	Pran.g_00714
OG0000821	Syaf.g_02450	Pran.g_00710
OG0000822	Syaf.g_02452	Pran.g_00709
OG0000823	Syaf.g_02453	Pran.g_00708
OG0000824	Syaf.g_02459	Pran.g_00705
OG0000825	Syaf.g_02460	Pran.g_00704
OG0000826	Syaf.g_02461	Pran.g_00703
OG0000827	Syaf.g_02462	Pran.g_00702
OG0000828	Syaf.g_02465	Pran.g_00699
OG0000829	Syaf.g_02466	Pran.g_00698
OG0000830	Syaf.g_02467	Pran.g_00697
OG0000831	Syaf.g_02470	Pran.g_00695
OG0000832	Syaf.g_01109	Pran.g_00689
OG0000833	Syaf.g_01100	Pran.g_00681
OG0000834	Syaf.g_01098	Pran.g_00680
OG0000835	Syaf.g_01097	Pran.g_00679
OG0000836	Syaf.g_01093	Pran.g_00678
OG0000837	Syaf.g_01091	Pran.g_00677
OG0000838	Syaf.g_01087	Pran.g_00675
OG0000839	Syaf.g_01086	Pran.g_00674
OG0000840	Syaf.g_01085	Pran.g_00673
OG0000841	Syaf.g_01084	Pran.g_00672
OG0000842	Syaf.g_01083	Pran.g_00671
OG0000843	Syaf.g_01082	Pran.g_00670
OG0000844	Syaf.g_01080	Pran.g_00669
OG0000845	Syaf.g_01079	Pran.g_00668
OG0000846	Syaf.g_01078	Pran.g_00667
OG0000847	Syaf.g_01077	Pran.g_00666
OG0000848	Syaf.g_01075	Pran.g_00665
OG0000849	Syaf.g_01074	Pran.g_00664
OG0000850	Syaf.g_01072	Pran.g_00662
OG0000851	Syaf.g_01061	Pran.g_00661
OG0000852	Syaf.g_01060	Pran.g_00660
OG0000853	Syaf.g_01056	Pran.g_00656
OG0000854	Syaf.g_01054	Pran.g_00654
OG0000855	Syaf.g_01053	Pran.g_00653
OG0000856	Syaf.g_02328	Pran.g_00636
OG0000857	Syaf.g_02031	Pran.g_00598
OG0000858	Syaf.g_01047	Pran.g_00964
OG0000859	Syaf.g_01046	Pran.g_00965
OG0000860	Syaf.g_01031	Pran.g_00972
OG0000861	Syaf.g_01030	Pran.g_00973
OG0000862	Syaf.g_01029	Pran.g_00974
OG0000863	Syaf.g_01026	Pran.g_00976
OG0000864	Syaf.g_01025	Pran.g_00977
OG0000865	Syaf.g_01024	Pran.g_00978
OG0000866	Syaf.g_01023	Pran.g_00979
OG0000867	Syaf.g_01022	Pran.g_00980
OG0000868	Syaf.g_01019	Pran.g_00981
OG0000869	Syaf.g_01014	Pran.g_00985
OG0000870	Syaf.g_01009	Pran.g_00990
OG0000871	Syaf.g_01008	Pran.g_00991
OG0000872	Syaf.g_01001	Pran.g_00992
OG0000873	Syaf.g_00998	Pran.g_00995
OG0000874	Syaf.g_01002	Pran.g_00998
OG0000875	Syaf.g_00996	Pran.g_00999
OG0000876	Syaf.g_01198	Pran.g_01000
OG0000877	Syaf.g_01188	Pran.g_01002
OG0000878	Syaf.g_01187	Pran.g_01003
OG0000879	Syaf.g_01186	Pran.g_01004
OG0000880	Syaf.g_01185	Pran.g_01005
OG0000881	Syaf.g_01179	Pran.g_01009
OG0000882	Syaf.g_01174	Pran.g_01014
OG0000883	Syaf.g_01172	Pran.g_01015
OG0000884	Syaf.g_01170	Pran.g_01017
OG0000885	Syaf.g_01169	Pran.g_01018
OG0000886	Syaf.g_01168	Pran.g_01019
OG0000887	Syaf.g_01167	Pran.g_01020
OG0000888	Syaf.g_01165	Pran.g_01022
OG0000889	Syaf.g_01163	Pran.g_01024
OG0000890	Syaf.g_01157	Pran.g_01025
OG0000891	Syaf.g_01156	Pran.g_01026
OG0000892	Syaf.g_01154	Pran.g_01028
OG0000893	Syaf.g_00178	Pran.g_01032
OG0000894	Syaf.g_00175	Pran.g_01034
OG0000895	Syaf.g_00171	Pran.g_01037
OG0000896	Syaf.g_00170	Pran.g_01038
OG0000897	Syaf.g_00168	Pran.g_01040
OG0000898	Syaf.g_00167	Pran.g_01041
OG0000899	Syaf.g_00166	Pran.g_01042
OG0000900	Syaf.g_00165	Pran.g_01044
OG0000901	Syaf.g_00160	Pran.g_01047
OG0000902	Syaf.g_00158	Pran.g_01049
OG0000903	Syaf.g_00141	Pran.g_01052
OG0000904	Syaf.g_00146	Pran.g_01054
OG0000905	Syaf.g_00151	Pran.g_01058
OG0000906	Syaf.g_00154	Pran.g_01059
OG0000907	Syaf.g_00139	Pran.g_01062
OG0000908	Syaf.g_00136	Pran.g_01065
OG0000909	Syaf.g_00135	Pran.g_01066
OG0000910	Syaf.g_00134	Pran.g_01067
OG0000911	Syaf.g_00132	Pran.g_01070
OG0000912	Syaf.g_00131	Pran.g_01071
OG0000913	Syaf.g_00130	Pran.g_01072
OG0000914	Syaf.g_00129	Pran.g_01073
OG0000915	Syaf.g_00127	Pran.g_01074
OG0000916	Syaf.g_00126	Pran.g_01075
OG0000917	Syaf.g_00125	Pran.g_01076
OG0000918	Syaf.g_00124	Pran.g_01077
OG0000919	Syaf.g_00123	Pran.g_01078
OG0000920	Syaf.g_00122	Pran.g_01079
OG0000921	Syaf.g_00121	Pran.g_01080
OG0000922	Syaf.g_00120	Pran.g_01081
OG0000923	Syaf.g_00116	Pran.g_01085
OG0000924	Syaf.g_00115	Pran.g_01086
OG0000925	Syaf.g_00114	Pran.g_01087
OG0000926	Syaf.g_00113	Pran.g_01088
OG0000927	Syaf.g_00111	Pran.g_01090
OG0000928	Syaf.g_00110	Pran.g_01091
OG0000929	Syaf.g_00109	Pran.g_01092
OG0000930	Syaf.g_00108	Pran.g_01093
OG0000931	Syaf.g_00107	Pran.g_01094
OG0000932	Syaf.g_00106	Pran.g_01095
OG0000933	Syaf.g_00100	Pran.g_01099
OG0000934	Syaf.g_00098	Pran.g_01101
OG0000935	Syaf.g_00097	Pran.g_01102
OG0000936	Syaf.g_00096	Pran.g_01103
OG0000937	Syaf.g_00095	Pran.g_01104
OG0000938	Syaf.g_00092	Pran.g_01106
OG0000939	Syaf.g_00091	Pran.g_01107
OG0000940	Syaf.g_00084	Pran.g_01114
OG0000941	Syaf.g_00082	Pran.g_01116
OG0000942	Syaf.g_00080	Pran.g_01118
OG0000943	Syaf.g_00079	Pran.g_01119
OG0000944	Syaf.g_00077	Pran.g_01120
OG0000945	Syaf.g_00075	Pran.g_01121
OG0000946	Syaf.g_00070	Pran.g_01125
OG0000947	Syaf.g_00067	Pran.g_01127
OG0000948	Syaf.g_00066	Pran.g_01128
OG0000949	Syaf.g_00337	Pran.g_01131
OG0000950	Syaf.g_00351	Pran.g_01136
OG0000951	Syaf.g_00358	Pran.g_01139
OG0000952	Syaf.g_00363	Pran.g_01143
OG0000953	Syaf.g_00367	Pran.g_01146
OG0000954	Syaf.g_00372	Pran.g_01150
OG0000955	Syaf.g_00373	Pran.g_01151
OG0000956	Syaf.g_00375	Pran.g_01153
OG0000957	Syaf.g_00386	Pran.g_01158
OG0000958	Syaf.g_00387	Pran.g_01159
OG0000959	Syaf.g_00391	Pran.g_01163
OG0000960	Syaf.g_00392	Pran.g_01164
OG0000961	Syaf.g_00402	Pran.g_01166
OG0000962	Syaf.g_00404	Pran.g_01168
OG0000963	Syaf.g_00409	Pran.g_01172
OG0000964	Syaf.g_00410	Pran.g_01173
OG0000965	Syaf.g_00411	Pran.g_01174
OG0000966	Syaf.g_00421	Pran.g_01182
OG0000967	Syaf.g_00426	Pran.g_01186
OG0000968	Syaf.g_00417	Pran.g_01188
OG0000969	Syaf.g_00423	Pran.g_01189
OG0000970	Syaf.g_00424	Pran.g_01190
OG0000971	Syaf.g_00429	Pran.g_01191
OG0000972	Syaf.g_00430	Pran.g_01192
OG0000973	Syaf.g_00431	Pran.g_01193
OG0000974	Syaf.g_00432	Pran.g_01194
OG0000975	Syaf.g_00433	Pran.g_01195
OG0000976	Syaf.g_00434	Pran.g_01196
OG0000977	Syaf.g_00436	Pran.g_01197
OG0000978	Syaf.g_00437	Pran.g_01198
OG0000979	Syaf.g_00440	Pran.g_01201
OG0000980	Syaf.g_00443	Pran.g_01202
OG0000981	Syaf.g_00446	Pran.g_01204
OG0000982	Syaf.g_00645	Pran.g_01206
OG0000983	Syaf.g_00644	Pran.g_01207
OG0000984	Syaf.g_00643	Pran.g_01208
OG0000985	Syaf.g_00641	Pran.g_01211
OG0000986	Syaf.g_00639	Pran.g_01213
OG0000987	Syaf.g_00637	Pran.g_01214
OG0000988	Syaf.g_00633	Pran.g_01217
OG0000989	Syaf.g_00624	Pran.g_01221
OG0000990	Syaf.g_00606	Pran.g_01224
OG0000991	Syaf.g_00604	Pran.g_01225
OG0000992	Syaf.g_00601	Pran.g_01227
OG0000993	Syaf.g_00600	Pran.g_01228
OG0000994	Syaf.g_00597	Pran.g_01229
OG0000995	Syaf.g_00592	Pran.g_01233
OG0000996	Syaf.g_00543	Pran.g_01234
OG0000997	Syaf.g_00532	Pran.g_01235
OG0000998	Syaf.g_00530	Pran.g_01237
OG0000999	Syaf.g_00529	Pran.g_01238
OG0001000	Syaf.g_00526	Pran.g_01241
OG0001001	Syaf.g_00521	Pran.g_01243
OG0001002	Syaf.g_00515	Pran.g_01247
OG0001003	Syaf.g_00514	Pran.g_01249
OG0001004	Syaf.g_00513	Pran.g_01250
OG0001005	Syaf.g_00510	Pran.g_01251
OG0001006	Syaf.g_00500	Pran.g_01255
OG0001007	Syaf.g_00498	Pran.g_01257
OG0001008	Syaf.g_01215	Pran.g_01743
OG0001009	Syaf.g_00466	Pran.g_00397
OG0001010	Syaf.g_00465	Pran.g_00396
OG0001011	Syaf.g_00463	Pran.g_00395
OG0001012	Syaf.g_00649	Pran.g_00382
OG0001013	Syaf.g_00669	Pran.g_00377
OG0001014	Syaf.g_00691	Pran.g_00374
OG0001015	Syaf.g_00692	Pran.g_00373
OG0001016	Syaf.g_00958	Pran.g_00359
OG0001017	Syaf.g_00952	Pran.g_00355
OG0001018	Syaf.g_00950	Pran.g_00352
OG0001019	Syaf.g_00931	Pran.g_00343
OG0001020	Syaf.g_00926	Pran.g_00342
OG0001021	Syaf.g_00922	Pran.g_00341
OG0001022	Syaf.g_00918	Pran.g_00339
OG0001023	Syaf.g_00917	Pran.g_00338
OG0001024	Syaf.g_00913	Pran.g_00335
OG0001025	Syaf.g_00906	Pran.g_00329
OG0001026	Syaf.g_00893	Pran.g_00322
OG0001027	Syaf.g_00884	Pran.g_00321
OG0001028	Syaf.g_00882	Pran.g_00319
OG0001029	Syaf.g_00880	Pran.g_00318
OG0001030	Syaf.g_00860	Pran.g_00304
OG0001031	Syaf.g_00784	Pran.g_00246
OG0001032	Syaf.g_00781	Pran.g_00245
OG0001034	Syaf.g_02787	Pran.g_00196
OG0001035	Syaf.g_00207	Pran.g_01938
OG0001036	Syaf.g_00212	Pran.g_01934
OG0001037	Syaf.g_00214	Pran.g_01933
OG0001038	Syaf.g_00242	Pran.g_01916
OG0001039	Syaf.g_00245	Pran.g_01913
OG0001040	Syaf.g_00248	Pran.g_01911
OG0001041	Syaf.g_00253	Pran.g_01907
OG0001042	Syaf.g_00275	Pran.g_01890
OG0001043	Syaf.g_00279	Pran.g_01889
OG0001044	Syaf.g_00024	Pran.g_01861
OG0001045	Syaf.g_00011	Pran.g_01853
OG0001046	Syaf.g_01894	Pran.g_01816
OG0001047	Syaf.g_01217	Pran.g_01741
OG0001048	Syaf.g_01218	Pran.g_01740
OG0001049	Syaf.g_01226	Pran.g_01738
OG0001050	Syaf.g_01227	Pran.g_01737
OG0001051	Syaf.g_01228	Pran.g_01736
OG0001052	Syaf.g_02502	Pran.g_01707
OG0001053	Syaf.g_02718	Pran.g_01695
OG0001054	Syaf.g_02701	Pran.g_01680
OG0001056	Syaf.g_02649	Pran.g_01642
OG0001057	Syaf.g_02638	Pran.g_01637
OG0001058	Syaf.g_02624	Pran.g_01629
OG0001059	Syaf.g_02620	Pran.g_01625
OG0001060	Syaf.g_02614	Pran.g_01618
OG0001061	Syaf.g_02590	Pran.g_01604
OG0001062	Syaf.g_02588	Pran.g_01602
OG0001063	Syaf.g_02583	Pran.g_01600
OG0001064	Syaf.g_02582	Pran.g_01599
OG0001065	Syaf.g_02581	Pran.g_01598
OG0001066	Syaf.g_02580	Pran.g_01597
OG0001067	Syaf.g_02579	Pran.g_01596
OG0001068	Syaf.g_02578	Pran.g_01595
OG0001069	Syaf.g_02577	Pran.g_01594
OG0001070	Syaf.g_02574	Pran.g_01591
OG0001071	Syaf.g_02573	Pran.g_01590
OG0001072	Syaf.g_02569	Pran.g_01588
OG0001073	Syaf.g_02555	Pran.g_01574
OG0001074	Syaf.g_02365	Pran.g_01563
OG0001075	Syaf.g_02363	Pran.g_01562
OG0001076	Syaf.g_02337	Pran.g_01554
OG0001077	Syaf.g_02325	Pran.g_01550
OG0001078	Syaf.g_02309	Pran.g_01542
OG0001079	Syaf.g_02296	Pran.g_01531
OG0001080	Syaf.g_01740	Pran.g_01525
OG0001081	Syaf.g_02144	Pran.g_01523
OG0001082	Syaf.g_02143	Pran.g_01522
OG0001083	Syaf.g_02136	Pran.g_01517
OG0001084	Syaf.g_02135	Pran.g_01516
OG0001085	Syaf.g_02125	Pran.g_01508
OG0001086	Syaf.g_02123	Pran.g_01507
OG0001087	Syaf.g_01482	Pran.g_01490
OG0001088	Syaf.g_01478	Pran.g_01489
OG0001089	Syaf.g_01453	Pran.g_01481
OG0001090	Syaf.g_01981	Pran.g_01459
OG0001091	Syaf.g_01979	Pran.g_01457
OG0001092	Syaf.g_01977	Pran.g_01456
OG0001093	Syaf.g_01971	Pran.g_01451
OG0001094	Syaf.g_02055	Pran.g_01349
OG0001095	Syaf.g_02034	Pran.g_01330
OG0001096	Syaf.g_02018	Pran.g_01317
OG0001097	Syaf.g_01373	Pran.g_01299
OG0001098	Syaf.g_01743	Pran.g_01283
OG0001099	Syaf.g_00881	Pran.g_00418
OG0001100	Syaf.g_02110	Pran.g_00422
OG0001101	Syaf.g_02109	Pran.g_00424
OG0001102	Syaf.g_02106	Pran.g_00426
OG0001103	Syaf.g_02104	Pran.g_00428
OG0001104	Syaf.g_02071	Pran.g_00450
OG0001105	Syaf.g_02067	Pran.g_00454
OG0001106	Syaf.g_01847	Pran.g_00478
OG0001107	Syaf.g_01859	Pran.g_00485
OG0001108	Syaf.g_01868	Pran.g_00489
OG0001109	Syaf.g_01877	Pran.g_00490
OG0001110	Syaf.g_01879	Pran.g_00492
OG0001111	Syaf.g_01881	Pran.g_00493
OG0001112	Syaf.g_01883	Pran.g_00494
OG0001113	Syaf.g_01884	Pran.g_00495
OG0001114	Syaf.g_01885	Pran.g_00496
OG0001115	Syaf.g_01889	Pran.g_00498
OG0001116	Syaf.g_01891	Pran.g_00499
OG0001117	Syaf.g_01892	Pran.g_00500
OG0001118	Syaf.g_01893	Pran.g_00501
OG0001119	Syaf.g_01895	Pran.g_00502
OG0001120	Syaf.g_01899	Pran.g_00504
OG0001122	Syaf.g_01927	Pran.g_00540
OG0001123	Syaf.g_01934	Pran.g_00544
OG0001124	Syaf.g_01936	Pran.g_00546
OG0001125	Syaf.g_01938	Pran.g_00547
OG0001126	Syaf.g_01409	Pran.g_00557
OG0001127	Syaf.g_01410	Pran.g_00558
OG0001128	Syaf.g_01413	Pran.g_00560
OG0001129	Syaf.g_01415	Pran.g_00561
OG0001130	Syaf.g_01416	Pran.g_00562
OG0001131	Syaf.g_02090	Pran.g_00154
OG0001132	Syaf.g_01722	Pran.g_00144
