Orthogroup	Syaf	Syaq
OG0000545	Syaf.g_02686	Syaq.g_01809
OG0000546	Syaf.g_02684	Syaq.g_01811
OG0000547	Syaf.g_02682	Syaq.g_01813
OG0000548	Syaf.g_02681	Syaq.g_01814
OG0000549	Syaf.g_02676	Syaq.g_01819
OG0000550	Syaf.g_02671	Syaq.g_01824
OG0000551	Syaf.g_02666	Syaq.g_01829
OG0000552	Syaf.g_02665	Syaq.g_01830
OG0000553	Syaf.g_02663	Syaq.g_01834
OG0000554	Syaf.g_02653	Syaq.g_01839
OG0000555	Syaf.g_02635	Syaq.g_01857
OG0000556	Syaf.g_02630	Syaq.g_01925
OG0000557	Syaf.g_02628	Syaq.g_01927
OG0000558	Syaf.g_02626	Syaq.g_01929
OG0000559	Syaf.g_02622	Syaq.g_01933
OG0000560	Syaf.g_02619	Syaq.g_01936
OG0000561	Syaf.g_02618	Syaq.g_01937
OG0000562	Syaf.g_02617	Syaq.g_01938
OG0000563	Syaf.g_02616	Syaq.g_01939
OG0000564	Syaf.g_02615	Syaq.g_01940
OG0000565	Syaf.g_02612	Syaq.g_01943
OG0000566	Syaf.g_02608	Syaq.g_01947
OG0000567	Syaf.g_02604	Syaq.g_01951
OG0000568	Syaf.g_02599	Syaq.g_01954
OG0000569	Syaf.g_02596	Syaq.g_01955
OG0000570	Syaf.g_02595	Syaq.g_01956
OG0000571	Syaf.g_02591	Syaq.g_01960
OG0000572	Syaf.g_02575	Syaq.g_01977
OG0000573	Syaf.g_02567	Syaq.g_01985
OG0000574	Syaf.g_02566	Syaq.g_01986
OG0000575	Syaf.g_02562	Syaq.g_01991
OG0000576	Syaf.g_02560	Syaq.g_01993
OG0000577	Syaf.g_02559	Syaq.g_01994
OG0000578	Syaf.g_02558	Syaq.g_01995
OG0000579	Syaf.g_02557	Syaq.g_01996
OG0000580	Syaf.g_02556	Syaq.g_01997
OG0000581	Syaf.g_02550	Syaq.g_02003
OG0000582	Syaf.g_02374	Syaq.g_02012
OG0000583	Syaf.g_02373	Syaq.g_02013
OG0000584	Syaf.g_02372	Syaq.g_02014
OG0000585	Syaf.g_02370	Syaq.g_02017
OG0000586	Syaf.g_02369	Syaq.g_02018
OG0000587	Syaf.g_02367	Syaq.g_02020
OG0000588	Syaf.g_02350	Syaq.g_02043
OG0000589	Syaf.g_02340	Syaq.g_02057
OG0000590	Syaf.g_02339	Syaq.g_02058
OG0000591	Syaf.g_02331	Syaq.g_02066
OG0000592	Syaf.g_02330	Syaq.g_02067
OG0000593	Syaf.g_02314	Syaq.g_02078
OG0000594	Syaf.g_02313	Syaq.g_02079
OG0000595	Syaf.g_02312	Syaq.g_02080
OG0000596	Syaf.g_02307	Syaq.g_02085
OG0000597	Syaf.g_02304	Syaq.g_02088
OG0000598	Syaf.g_02303	Syaq.g_02089
OG0000599	Syaf.g_02300	Syaq.g_02096
OG0000600	Syaf.g_02299	Syaq.g_02097
OG0000601	Syaf.g_02298	Syaq.g_02098
OG0000602	Syaf.g_02293	Syaq.g_02104
OG0000603	Syaf.g_02292	Syaq.g_02105
OG0000604	Syaf.g_02289	Syaq.g_02107
OG0000605	Syaf.g_01734	Syaq.g_02151
OG0000606	Syaf.g_02145	Syaq.g_02231
OG0000607	Syaf.g_02142	Syaq.g_02234
OG0000608	Syaf.g_02141	Syaq.g_02235
OG0000609	Syaf.g_02139	Syaq.g_02237
OG0000610	Syaf.g_02132	Syaq.g_02244
OG0000611	Syaf.g_02129	Syaq.g_02247
OG0000612	Syaf.g_02128	Syaq.g_02248
OG0000613	Syaf.g_00315	Syaq.g_00885
OG0000614	Syaf.g_01469	Syaq.g_02588
OG0000615	Syaf.g_02085	Syaq.g_02302
OG0000616	Syaf.g_00518	Syaq.g_01168
OG0000617	Syaf.g_01975	Syaq.g_00031
OG0000618	Syaf.g_01974	Syaq.g_00032
OG0000619	Syaf.g_01973	Syaq.g_00033
OG0000620	Syaf.g_01966	Syaq.g_00038
OG0000621	Syaf.g_01965	Syaq.g_00039
OG0000622	Syaf.g_01964	Syaq.g_00040
OG0000623	Syaf.g_01963	Syaq.g_00041
OG0000624	Syaf.g_01961	Syaq.g_00042
OG0000625	Syaf.g_01960	Syaq.g_00043
OG0000626	Syaf.g_01959	Syaq.g_00044
OG0000627	Syaf.g_01782	Syaq.g_02425
OG0000628	Syaf.g_01783	Syaq.g_02426
OG0000629	Syaf.g_01786	Syaq.g_02429
OG0000630	Syaf.g_01790	Syaq.g_02433
OG0000631	Syaf.g_01801	Syaq.g_02441
OG0000632	Syaf.g_01802	Syaq.g_02442
OG0000633	Syaf.g_01803	Syaq.g_02444
OG0000634	Syaf.g_02053	Syaq.g_02336
OG0000635	Syaf.g_02052	Syaq.g_02337
OG0000636	Syaf.g_02050	Syaq.g_02339
OG0000637	Syaf.g_02048	Syaq.g_02341
OG0000638	Syaf.g_02047	Syaq.g_02342
OG0000639	Syaf.g_02046	Syaq.g_02343
OG0000640	Syaf.g_02045	Syaq.g_02344
OG0000641	Syaf.g_02041	Syaq.g_02348
OG0000642	Syaf.g_02040	Syaq.g_02349
OG0000643	Syaf.g_02038	Syaq.g_02350
OG0000644	Syaf.g_02037	Syaq.g_02351
OG0000645	Syaf.g_02035	Syaq.g_02353
OG0000646	Syaf.g_02032	Syaq.g_02356
OG0000647	Syaf.g_02030	Syaq.g_02358
OG0000648	Syaf.g_02027	Syaq.g_02360
OG0000649	Syaf.g_02026	Syaq.g_02361
OG0000650	Syaf.g_02025	Syaq.g_02362
OG0000651	Syaf.g_02024	Syaq.g_02363
OG0000652	Syaf.g_02023	Syaq.g_02364
OG0000653	Syaf.g_02021	Syaq.g_02367
OG0000654	Syaf.g_02020	Syaq.g_02368
OG0000655	Syaf.g_02019	Syaq.g_02369
OG0000656	Syaf.g_02016	Syaq.g_02372
OG0000657	Syaf.g_01384	Syaq.g_02382
OG0000658	Syaf.g_01381	Syaq.g_02385
OG0000659	Syaf.g_01380	Syaq.g_02386
OG0000660	Syaf.g_01376	Syaq.g_02390
OG0000661	Syaf.g_01374	Syaq.g_02392
OG0000662	Syaf.g_01372	Syaq.g_02394
OG0000663	Syaf.g_01369	Syaq.g_02397
OG0000664	Syaf.g_01368	Syaq.g_02400
OG0000665	Syaf.g_00980	Syaq.g_02124
OG0000666	Syaf.g_01733	Syaq.g_02117
OG0000667	Syaf.g_01635	Syaq.g_02222
OG0000668	Syaf.g_01928	Syaq.g_00068
OG0000669	Syaf.g_02112	Syaq.g_02260
OG0000670	Syaf.g_02769	Syaq.g_00079
OG0000671	Syaf.g_02108	Syaq.g_02264
OG0000672	Syaf.g_02105	Syaq.g_02267
OG0000673	Syaf.g_02102	Syaq.g_02270
OG0000674	Syaf.g_02100	Syaq.g_02272
OG0000675	Syaf.g_02099	Syaq.g_02273
OG0000676	Syaf.g_02097	Syaq.g_02275
OG0000677	Syaf.g_02096	Syaq.g_02276
OG0000678	Syaf.g_02092	Syaq.g_02282
OG0000679	Syaf.g_02083	Syaq.g_02305
OG0000680	Syaf.g_02082	Syaq.g_02306
OG0000681	Syaf.g_02079	Syaq.g_02309
OG0000682	Syaf.g_02078	Syaq.g_02310
OG0000683	Syaf.g_02077	Syaq.g_02311
OG0000684	Syaf.g_02072	Syaq.g_02315
OG0000685	Syaf.g_02070	Syaq.g_02317
OG0000686	Syaf.g_02069	Syaq.g_02318
OG0000687	Syaf.g_02068	Syaq.g_02319
OG0000688	Syaf.g_02063	Syaq.g_02325
OG0000689	Syaf.g_02061	Syaq.g_02327
OG0000690	Syaf.g_02060	Syaq.g_02328
OG0000691	Syaf.g_02059	Syaq.g_02329
OG0000692	Syaf.g_02058	Syaq.g_02330
OG0000693	Syaf.g_02057	Syaq.g_02332
OG0000694	Syaf.g_02056	Syaq.g_02333
OG0000695	Syaf.g_01805	Syaq.g_02446
OG0000696	Syaf.g_01806	Syaq.g_02447
OG0000697	Syaf.g_01808	Syaq.g_02448
OG0000698	Syaf.g_01811	Syaq.g_02451
OG0000699	Syaf.g_01813	Syaq.g_02452
OG0000700	Syaf.g_01814	Syaq.g_02453
OG0000701	Syaf.g_01815	Syaq.g_02454
OG0000702	Syaf.g_01843	Syaq.g_02467
OG0000703	Syaf.g_01844	Syaq.g_02468
OG0000704	Syaf.g_01846	Syaq.g_02470
OG0000705	Syaf.g_01853	Syaq.g_02477
OG0000706	Syaf.g_01854	Syaq.g_02478
OG0000707	Syaf.g_01855	Syaq.g_02479
OG0000708	Syaf.g_01858	Syaq.g_02482
OG0000709	Syaf.g_01867	Syaq.g_02490
OG0000710	Syaf.g_01878	Syaq.g_02494
OG0000711	Syaf.g_01908	Syaq.g_02521
OG0000712	Syaf.g_01910	Syaq.g_02523
OG0000713	Syaf.g_01911	Syaq.g_02524
OG0000714	Syaf.g_01913	Syaq.g_02527
OG0000715	Syaf.g_01915	Syaq.g_02529
OG0000716	Syaf.g_01919	Syaq.g_02533
OG0000717	Syaf.g_01920	Syaq.g_02534
OG0000718	Syaf.g_01924	Syaq.g_00072
OG0000719	Syaf.g_01926	Syaq.g_00070
OG0000720	Syaf.g_01939	Syaq.g_00057
OG0000721	Syaf.g_01941	Syaq.g_00055
OG0000722	Syaf.g_01942	Syaq.g_00054
OG0000723	Syaf.g_01957	Syaq.g_00046
OG0000724	Syaf.g_01418	Syaq.g_02685
OG0000725	Syaf.g_01445	Syaq.g_02676
OG0000726	Syaf.g_01446	Syaq.g_02675
OG0000727	Syaf.g_01447	Syaq.g_02674
OG0000728	Syaf.g_01449	Syaq.g_02672
OG0000729	Syaf.g_00405	Syaq.g_01046
OG0000730	Syaf.g_00026	Syaq.g_00561
OG0000731	Syaf.g_00014	Syaq.g_00550
OG0000732	Syaf.g_00444	Syaq.g_01098
OG0000733	Syaf.g_00615	Syaq.g_01232
OG0000734	Syaf.g_00895	Syaq.g_01479
OG0000735	Syaf.g_01273	Syaq.g_00266
OG0000736	Syaf.g_01274	Syaq.g_00265
OG0000737	Syaf.g_01275	Syaq.g_00264
OG0000738	Syaf.g_01280	Syaq.g_00258
OG0000739	Syaf.g_01281	Syaq.g_00257
OG0000740	Syaf.g_01282	Syaq.g_00256
OG0000741	Syaf.g_01285	Syaq.g_00253
OG0000742	Syaf.g_01287	Syaq.g_00250
OG0000743	Syaf.g_01289	Syaq.g_00248
OG0000744	Syaf.g_01290	Syaq.g_00247
OG0000745	Syaf.g_01293	Syaq.g_00245
OG0000746	Syaf.g_01295	Syaq.g_00242
OG0000747	Syaf.g_01296	Syaq.g_00241
OG0000748	Syaf.g_01307	Syaq.g_00227
OG0000749	Syaf.g_01309	Syaq.g_00226
OG0000750	Syaf.g_01310	Syaq.g_00225
OG0000751	Syaf.g_01317	Syaq.g_00219
OG0000752	Syaf.g_01319	Syaq.g_00217
OG0000753	Syaf.g_01322	Syaq.g_00214
OG0000754	Syaf.g_01611	Syaq.g_00209
OG0000755	Syaf.g_01599	Syaq.g_00198
OG0000756	Syaf.g_01598	Syaq.g_00197
OG0000757	Syaf.g_01590	Syaq.g_00190
OG0000758	Syaf.g_01589	Syaq.g_00189
OG0000759	Syaf.g_01588	Syaq.g_00188
OG0000760	Syaf.g_01587	Syaq.g_00187
OG0000761	Syaf.g_01586	Syaq.g_00186
OG0000762	Syaf.g_01584	Syaq.g_00183
OG0000763	Syaf.g_01582	Syaq.g_00181
OG0000764	Syaf.g_01581	Syaq.g_00180
OG0000765	Syaf.g_01564	Syaq.g_00157
OG0000766	Syaf.g_01563	Syaq.g_00156
OG0000767	Syaf.g_01561	Syaq.g_00154
OG0000768	Syaf.g_01560	Syaq.g_00153
OG0000769	Syaf.g_01558	Syaq.g_00151
OG0000770	Syaf.g_01553	Syaq.g_00148
OG0000771	Syaf.g_01411	Syaq.g_02691
OG0000772	Syaf.g_01705	Syaq.g_01887
OG0000773	Syaf.g_01268	Syaq.g_00283
OG0000774	Syaf.g_01263	Syaq.g_00288
OG0000775	Syaf.g_01261	Syaq.g_00290
OG0000776	Syaf.g_01260	Syaq.g_00291
OG0000777	Syaf.g_01259	Syaq.g_00292
OG0000778	Syaf.g_01258	Syaq.g_00293
OG0000779	Syaf.g_01252	Syaq.g_00299
OG0000780	Syaf.g_01249	Syaq.g_00304
OG0000781	Syaf.g_01245	Syaq.g_00308
OG0000782	Syaf.g_01244	Syaq.g_00309
OG0000783	Syaf.g_01243	Syaq.g_00310
OG0000784	Syaf.g_01242	Syaq.g_00311
OG0000785	Syaf.g_01240	Syaq.g_00313
OG0000786	Syaf.g_02546	Syaq.g_00328
OG0000787	Syaf.g_02547	Syaq.g_00329
OG0000788	Syaf.g_02297	Syaq.g_02099
OG0000789	Syaf.g_01750	Syaq.g_02123
OG0000790	Syaf.g_02738	Syaq.g_01758
OG0000791	Syaf.g_02740	Syaq.g_01756
OG0000792	Syaf.g_02741	Syaq.g_01755
OG0000793	Syaf.g_02746	Syaq.g_01750
OG0000794	Syaf.g_02747	Syaq.g_01749
OG0000795	Syaf.g_02748	Syaq.g_01748
OG0000796	Syaf.g_02752	Syaq.g_01744
OG0000797	Syaf.g_02753	Syaq.g_01743
OG0000798	Syaf.g_00240	Syaq.g_00760
OG0000799	Syaf.g_02380	Syaq.g_00341
OG0000800	Syaf.g_02383	Syaq.g_00342
OG0000801	Syaf.g_02384	Syaq.g_00343
OG0000802	Syaf.g_02388	Syaq.g_00350
OG0000803	Syaf.g_02393	Syaq.g_00353
OG0000804	Syaf.g_02396	Syaq.g_00358
OG0000805	Syaf.g_02398	Syaq.g_00360
OG0000806	Syaf.g_02405	Syaq.g_00362
OG0000807	Syaf.g_02406	Syaq.g_00364
OG0000808	Syaf.g_02407	Syaq.g_00365
OG0000809	Syaf.g_02410	Syaq.g_00369
OG0000810	Syaf.g_02411	Syaq.g_00370
OG0000811	Syaf.g_02420	Syaq.g_00378
OG0000812	Syaf.g_02422	Syaq.g_00380
OG0000813	Syaf.g_02423	Syaq.g_00381
OG0000814	Syaf.g_02425	Syaq.g_00383
OG0000815	Syaf.g_02426	Syaq.g_00384
OG0000816	Syaf.g_02428	Syaq.g_00386
OG0000817	Syaf.g_02429	Syaq.g_00387
OG0000818	Syaf.g_02442	Syaq.g_00392
OG0000819	Syaf.g_02443	Syaq.g_00393
OG0000820	Syaf.g_02444	Syaq.g_00394
OG0000821	Syaf.g_02450	Syaq.g_00400
OG0000822	Syaf.g_02452	Syaq.g_00402
OG0000823	Syaf.g_02453	Syaq.g_00403
OG0000824	Syaf.g_02459	Syaq.g_00409
OG0000825	Syaf.g_02460	Syaq.g_00410
OG0000826	Syaf.g_02461	Syaq.g_00411
OG0000827	Syaf.g_02462	Syaq.g_00412
OG0000828	Syaf.g_02465	Syaq.g_00415
OG0000829	Syaf.g_02466	Syaq.g_00416
OG0000830	Syaf.g_02467	Syaq.g_00417
OG0000831	Syaf.g_02470	Syaq.g_00419
OG0000832	Syaf.g_01109	Syaq.g_01737
OG0000833	Syaf.g_01100	Syaq.g_01725
OG0000834	Syaf.g_01098	Syaq.g_01724
OG0000835	Syaf.g_01097	Syaq.g_01723
OG0000836	Syaf.g_01093	Syaq.g_01720
OG0000837	Syaf.g_01091	Syaq.g_01719
OG0000838	Syaf.g_01087	Syaq.g_01715
OG0000839	Syaf.g_01086	Syaq.g_01714
OG0000840	Syaf.g_01085	Syaq.g_01713
OG0000841	Syaf.g_01084	Syaq.g_01712
OG0000842	Syaf.g_01083	Syaq.g_01711
OG0000843	Syaf.g_01082	Syaq.g_01710
OG0000844	Syaf.g_01080	Syaq.g_01708
OG0000845	Syaf.g_01079	Syaq.g_01707
OG0000846	Syaf.g_01078	Syaq.g_01706
OG0000847	Syaf.g_01077	Syaq.g_01705
OG0000848	Syaf.g_01075	Syaq.g_01703
OG0000849	Syaf.g_01074	Syaq.g_01702
OG0000850	Syaf.g_01072	Syaq.g_01699
OG0000851	Syaf.g_01061	Syaq.g_01696
OG0000852	Syaf.g_01060	Syaq.g_01695
OG0000853	Syaf.g_01056	Syaq.g_01691
OG0000854	Syaf.g_01054	Syaq.g_01689
OG0000855	Syaf.g_01053	Syaq.g_01688
OG0000856	Syaf.g_02328	Syaq.g_02069
OG0000857	Syaf.g_02031	Syaq.g_02357
OG0000858	Syaf.g_01047	Syaq.g_01682
OG0000859	Syaf.g_01046	Syaq.g_01681
OG0000860	Syaf.g_01031	Syaq.g_01671
OG0000861	Syaf.g_01030	Syaq.g_01670
OG0000862	Syaf.g_01029	Syaq.g_01668
OG0000863	Syaf.g_01026	Syaq.g_01665
OG0000864	Syaf.g_01025	Syaq.g_01664
OG0000865	Syaf.g_01024	Syaq.g_01663
OG0000866	Syaf.g_01023	Syaq.g_01662
OG0000867	Syaf.g_01022	Syaq.g_01661
OG0000868	Syaf.g_01019	Syaq.g_01659
OG0000869	Syaf.g_01014	Syaq.g_01656
OG0000870	Syaf.g_01009	Syaq.g_01651
OG0000871	Syaf.g_01008	Syaq.g_01650
OG0000872	Syaf.g_01001	Syaq.g_01644
OG0000873	Syaf.g_00998	Syaq.g_01641
OG0000874	Syaf.g_01002	Syaq.g_01637
OG0000875	Syaf.g_00996	Syaq.g_01633
OG0000876	Syaf.g_01198	Syaq.g_01631
OG0000877	Syaf.g_01188	Syaq.g_01628
OG0000878	Syaf.g_01187	Syaq.g_01627
OG0000879	Syaf.g_01186	Syaq.g_01626
OG0000880	Syaf.g_01185	Syaq.g_01625
OG0000881	Syaf.g_01179	Syaq.g_01621
OG0000882	Syaf.g_01174	Syaq.g_01616
OG0000883	Syaf.g_01172	Syaq.g_01613
OG0000884	Syaf.g_01170	Syaq.g_01611
OG0000885	Syaf.g_01169	Syaq.g_01610
OG0000886	Syaf.g_01168	Syaq.g_01609
OG0000887	Syaf.g_01167	Syaq.g_01608
OG0000888	Syaf.g_01165	Syaq.g_01606
OG0000889	Syaf.g_01163	Syaq.g_01604
OG0000890	Syaf.g_01157	Syaq.g_01597
OG0000891	Syaf.g_01156	Syaq.g_01596
OG0000892	Syaf.g_01154	Syaq.g_01594
OG0000893	Syaf.g_00178	Syaq.g_00695
OG0000894	Syaf.g_00175	Syaq.g_00692
OG0000895	Syaf.g_00171	Syaq.g_00688
OG0000896	Syaf.g_00170	Syaq.g_00687
OG0000897	Syaf.g_00168	Syaq.g_00685
OG0000898	Syaf.g_00167	Syaq.g_00684
OG0000899	Syaf.g_00166	Syaq.g_00683
OG0000900	Syaf.g_00165	Syaq.g_00682
OG0000901	Syaf.g_00160	Syaq.g_00677
OG0000902	Syaf.g_00158	Syaq.g_00671
OG0000903	Syaf.g_00141	Syaq.g_00655
OG0000904	Syaf.g_00146	Syaq.g_00660
OG0000905	Syaf.g_00151	Syaq.g_00666
OG0000906	Syaf.g_00154	Syaq.g_00669
OG0000907	Syaf.g_00139	Syaq.g_00653
OG0000908	Syaf.g_00136	Syaq.g_00650
OG0000909	Syaf.g_00135	Syaq.g_00649
OG0000910	Syaf.g_00134	Syaq.g_00648
OG0000911	Syaf.g_00132	Syaq.g_00646
OG0000912	Syaf.g_00131	Syaq.g_00645
OG0000913	Syaf.g_00130	Syaq.g_00644
OG0000914	Syaf.g_00129	Syaq.g_00643
OG0000915	Syaf.g_00127	Syaq.g_00641
OG0000916	Syaf.g_00126	Syaq.g_00640
OG0000917	Syaf.g_00125	Syaq.g_00639
OG0000918	Syaf.g_00124	Syaq.g_00638
OG0000919	Syaf.g_00123	Syaq.g_00637
OG0000920	Syaf.g_00122	Syaq.g_00636
OG0000921	Syaf.g_00121	Syaq.g_00635
OG0000922	Syaf.g_00120	Syaq.g_00634
OG0000923	Syaf.g_00116	Syaq.g_00630
OG0000924	Syaf.g_00115	Syaq.g_00629
OG0000925	Syaf.g_00114	Syaq.g_00628
OG0000926	Syaf.g_00113	Syaq.g_00627
OG0000927	Syaf.g_00111	Syaq.g_00625
OG0000928	Syaf.g_00110	Syaq.g_00624
OG0000929	Syaf.g_00109	Syaq.g_00623
OG0000930	Syaf.g_00108	Syaq.g_00622
OG0000931	Syaf.g_00107	Syaq.g_00621
OG0000932	Syaf.g_00106	Syaq.g_00620
OG0000933	Syaf.g_00100	Syaq.g_00614
OG0000934	Syaf.g_00098	Syaq.g_00612
OG0000935	Syaf.g_00097	Syaq.g_00611
OG0000936	Syaf.g_00096	Syaq.g_00610
OG0000937	Syaf.g_00095	Syaq.g_00609
OG0000938	Syaf.g_00092	Syaq.g_00606
OG0000939	Syaf.g_00091	Syaq.g_00604
OG0000940	Syaf.g_00084	Syaq.g_00597
OG0000941	Syaf.g_00082	Syaq.g_00595
OG0000942	Syaf.g_00080	Syaq.g_00593
OG0000943	Syaf.g_00079	Syaq.g_00592
OG0000944	Syaf.g_00077	Syaq.g_00590
OG0000945	Syaf.g_00075	Syaq.g_00588
OG0000946	Syaf.g_00070	Syaq.g_00580
OG0000947	Syaf.g_00067	Syaq.g_00577
OG0000948	Syaf.g_00066	Syaq.g_00576
OG0000949	Syaf.g_00337	Syaq.g_00971
OG0000950	Syaf.g_00351	Syaq.g_00984
OG0000951	Syaf.g_00358	Syaq.g_00991
OG0000952	Syaf.g_00363	Syaq.g_01002
OG0000953	Syaf.g_00367	Syaq.g_01006
OG0000954	Syaf.g_00372	Syaq.g_01012
OG0000955	Syaf.g_00373	Syaq.g_01013
OG0000956	Syaf.g_00375	Syaq.g_01015
OG0000957	Syaf.g_00386	Syaq.g_01026
OG0000958	Syaf.g_00387	Syaq.g_01027
OG0000959	Syaf.g_00391	Syaq.g_01031
OG0000960	Syaf.g_00392	Syaq.g_01032
OG0000961	Syaf.g_00402	Syaq.g_01043
OG0000962	Syaf.g_00404	Syaq.g_01045
OG0000963	Syaf.g_00409	Syaq.g_01049
OG0000964	Syaf.g_00410	Syaq.g_01050
OG0000965	Syaf.g_00411	Syaq.g_01051
OG0000966	Syaf.g_00421	Syaq.g_01060
OG0000967	Syaf.g_00426	Syaq.g_01067
OG0000968	Syaf.g_00417	Syaq.g_01071
OG0000969	Syaf.g_00423	Syaq.g_01078
OG0000970	Syaf.g_00424	Syaq.g_01079
OG0000971	Syaf.g_00429	Syaq.g_01081
OG0000972	Syaf.g_00430	Syaq.g_01082
OG0000973	Syaf.g_00431	Syaq.g_01083
OG0000974	Syaf.g_00432	Syaq.g_01084
OG0000975	Syaf.g_00433	Syaq.g_01085
OG0000976	Syaf.g_00434	Syaq.g_01086
OG0000977	Syaf.g_00436	Syaq.g_01088
OG0000978	Syaf.g_00437	Syaq.g_01091
OG0000979	Syaf.g_00440	Syaq.g_01094
OG0000980	Syaf.g_00443	Syaq.g_01097
OG0000981	Syaf.g_00446	Syaq.g_01100
OG0000982	Syaf.g_00645	Syaq.g_01263
OG0000983	Syaf.g_00644	Syaq.g_01262
OG0000984	Syaf.g_00643	Syaq.g_01261
OG0000985	Syaf.g_00641	Syaq.g_01257
OG0000986	Syaf.g_00639	Syaq.g_01253
OG0000987	Syaf.g_00637	Syaq.g_01251
OG0000988	Syaf.g_00633	Syaq.g_01245
OG0000989	Syaf.g_00624	Syaq.g_01239
OG0000990	Syaf.g_00606	Syaq.g_01229
OG0000991	Syaf.g_00604	Syaq.g_01225
OG0000992	Syaf.g_00601	Syaq.g_01222
OG0000993	Syaf.g_00600	Syaq.g_01221
OG0000994	Syaf.g_00597	Syaq.g_01218
OG0000995	Syaf.g_00592	Syaq.g_01212
OG0000996	Syaf.g_00543	Syaq.g_01193
OG0000997	Syaf.g_00532	Syaq.g_01184
OG0000998	Syaf.g_00530	Syaq.g_01182
OG0000999	Syaf.g_00529	Syaq.g_01181
OG0001000	Syaf.g_00526	Syaq.g_01177
OG0001001	Syaf.g_00521	Syaq.g_01172
OG0001002	Syaf.g_00515	Syaq.g_01165
OG0001003	Syaf.g_00514	Syaq.g_01163
OG0001004	Syaf.g_00513	Syaq.g_01162
OG0001005	Syaf.g_00510	Syaq.g_01161
OG0001006	Syaf.g_00500	Syaq.g_01152
OG0001007	Syaf.g_00498	Syaq.g_01150
OG0001008	Syaf.g_01215	Syaq.g_00500
OG0001009	Syaf.g_00466	Syaq.g_01118
OG0001010	Syaf.g_00465	Syaq.g_01117
OG0001011	Syaf.g_00463	Syaq.g_01115
OG0001012	Syaf.g_00649	Syaq.g_01267
OG0001013	Syaf.g_00669	Syaq.g_01289
OG0001014	Syaf.g_00691	Syaq.g_01295
OG0001015	Syaf.g_00692	Syaq.g_01296
OG0001016	Syaf.g_00958	Syaq.g_01554
OG0001017	Syaf.g_00952	Syaq.g_01548
OG0001018	Syaf.g_00950	Syaq.g_01546
OG0001019	Syaf.g_00931	Syaq.g_01524
OG0001020	Syaf.g_00926	Syaq.g_01510
OG0001021	Syaf.g_00922	Syaq.g_01506
OG0001022	Syaf.g_00918	Syaq.g_01501
OG0001023	Syaf.g_00917	Syaq.g_01500
OG0001024	Syaf.g_00913	Syaq.g_01496
OG0001025	Syaf.g_00906	Syaq.g_01490
OG0001026	Syaf.g_00893	Syaq.g_01477
OG0001027	Syaf.g_00884	Syaq.g_01474
OG0001028	Syaf.g_00882	Syaq.g_01472
OG0001029	Syaf.g_00880	Syaq.g_01470
OG0001030	Syaf.g_00860	Syaq.g_01450
OG0001031	Syaf.g_00784	Syaq.g_01378
OG0001032	Syaf.g_00781	Syaq.g_01376
OG0001034	Syaf.g_02787	Syaq.g_01579
OG0001035	Syaf.g_00207	Syaq.g_00726
OG0001036	Syaf.g_00212	Syaq.g_00731
OG0001037	Syaf.g_00214	Syaq.g_00733
OG0001038	Syaf.g_00242	Syaq.g_00761
OG0001039	Syaf.g_00245	Syaq.g_00764
OG0001040	Syaf.g_00248	Syaq.g_00767
OG0001041	Syaf.g_00253	Syaq.g_00772
OG0001042	Syaf.g_00275	Syaq.g_00858
OG0001044	Syaf.g_00024	Syaq.g_00560
OG0001045	Syaf.g_00011	Syaq.g_00547
OG0001046	Syaf.g_01894	Syaq.g_02509
OG0001047	Syaf.g_01217	Syaq.g_00498
OG0001048	Syaf.g_01218	Syaq.g_00497
OG0001049	Syaf.g_01226	Syaq.g_00494
OG0001050	Syaf.g_01227	Syaq.g_00493
OG0001051	Syaf.g_01228	Syaq.g_00492
OG0001052	Syaf.g_02502	Syaq.g_00446
OG0001053	Syaf.g_02718	Syaq.g_01775
OG0001054	Syaf.g_02701	Syaq.g_01794
OG0001056	Syaf.g_02649	Syaq.g_01843
OG0001057	Syaf.g_02638	Syaq.g_00334
OG0001058	Syaf.g_02624	Syaq.g_01931
OG0001059	Syaf.g_02620	Syaq.g_01935
OG0001060	Syaf.g_02614	Syaq.g_01941
OG0001061	Syaf.g_02590	Syaq.g_01961
OG0001062	Syaf.g_02588	Syaq.g_01963
OG0001063	Syaf.g_02583	Syaq.g_01968
OG0001064	Syaf.g_02582	Syaq.g_01969
OG0001065	Syaf.g_02581	Syaq.g_01970
OG0001066	Syaf.g_02580	Syaq.g_01971
OG0001067	Syaf.g_02579	Syaq.g_01972
OG0001068	Syaf.g_02578	Syaq.g_01973
OG0001069	Syaf.g_02577	Syaq.g_01974
OG0001070	Syaf.g_02574	Syaq.g_01978
OG0001071	Syaf.g_02573	Syaq.g_01979
OG0001072	Syaf.g_02569	Syaq.g_01983
OG0001073	Syaf.g_02555	Syaq.g_01998
OG0001074	Syaf.g_02365	Syaq.g_02132
OG0001075	Syaf.g_02363	Syaq.g_02025
OG0001076	Syaf.g_02337	Syaq.g_02060
OG0001077	Syaf.g_02325	Syaq.g_02071
OG0001078	Syaf.g_02309	Syaq.g_02083
OG0001079	Syaf.g_02296	Syaq.g_02100
OG0001080	Syaf.g_01740	Syaq.g_02161
OG0001081	Syaf.g_02144	Syaq.g_02232
OG0001082	Syaf.g_02143	Syaq.g_02233
OG0001083	Syaf.g_02136	Syaq.g_02240
OG0001084	Syaf.g_02135	Syaq.g_02241
