Orthogroup	Syaf	Prab
OG0000570	Syaf.g_02595	Prab.g_00575
OG0000571	Syaf.g_02591	Prab.g_00577
OG0000572	Syaf.g_02575	Prab.g_00590
OG0000573	Syaf.g_02567	Prab.g_00596
OG0000574	Syaf.g_02566	Prab.g_00597
OG0000575	Syaf.g_02562	Prab.g_00601
OG0000576	Syaf.g_02560	Prab.g_00603
OG0000577	Syaf.g_02559	Prab.g_00604
OG0000578	Syaf.g_02558	Prab.g_00605
OG0000579	Syaf.g_02557	Prab.g_00606
OG0000580	Syaf.g_02556	Prab.g_00607
OG0000581	Syaf.g_02550	Prab.g_00609
OG0000582	Syaf.g_02374	Prab.g_00612
OG0000583	Syaf.g_02373	Prab.g_00613
OG0000584	Syaf.g_02372	Prab.g_00614
OG0000585	Syaf.g_02370	Prab.g_00616
OG0000586	Syaf.g_02369	Prab.g_00617
OG0000587	Syaf.g_02367	Prab.g_00618
OG0000588	Syaf.g_02350	Prab.g_00622
OG0000589	Syaf.g_02340	Prab.g_00625
OG0000590	Syaf.g_02339	Prab.g_00626
OG0000591	Syaf.g_02331	Prab.g_00630
OG0000592	Syaf.g_02330	Prab.g_00631
OG0000593	Syaf.g_02314	Prab.g_00637
OG0000594	Syaf.g_02313	Prab.g_00638
OG0000595	Syaf.g_02312	Prab.g_00639
OG0000596	Syaf.g_02307	Prab.g_00643
OG0000597	Syaf.g_02304	Prab.g_00645
OG0000598	Syaf.g_02303	Prab.g_00646
OG0000599	Syaf.g_02300	Prab.g_00649
OG0000600	Syaf.g_02299	Prab.g_00650
OG0000601	Syaf.g_02298	Prab.g_00651
OG0000602	Syaf.g_02293	Prab.g_00653
OG0000603	Syaf.g_02292	Prab.g_00654
OG0000604	Syaf.g_02289	Prab.g_00655
OG0000605	Syaf.g_01734	Prab.g_00656
OG0000606	Syaf.g_02145	Prab.g_00659
OG0000607	Syaf.g_02142	Prab.g_00662
OG0000608	Syaf.g_02141	Prab.g_00663
OG0000609	Syaf.g_02139	Prab.g_00664
OG0000610	Syaf.g_02132	Prab.g_00669
OG0000611	Syaf.g_02129	Prab.g_00672
OG0000612	Syaf.g_02128	Prab.g_00673
OG0000613	Syaf.g_00315	Prab.g_00678
OG0000614	Syaf.g_01469	Prab.g_00697
OG0000615	Syaf.g_02085	Prab.g_00705
OG0000616	Syaf.g_00518	Prab.g_00711
OG0000617	Syaf.g_01975	Prab.g_00729
OG0000618	Syaf.g_01974	Prab.g_00730
OG0000619	Syaf.g_01973	Prab.g_00731
OG0000620	Syaf.g_01966	Prab.g_00734
OG0000621	Syaf.g_01965	Prab.g_00735
OG0000622	Syaf.g_01964	Prab.g_00736
OG0000623	Syaf.g_01963	Prab.g_00737
OG0000624	Syaf.g_01961	Prab.g_00738
OG0000625	Syaf.g_01960	Prab.g_00739
OG0000626	Syaf.g_01959	Prab.g_00740
OG0000627	Syaf.g_01782	Prab.g_00741
OG0000628	Syaf.g_01783	Prab.g_00742
OG0000629	Syaf.g_01786	Prab.g_00743
OG0000630	Syaf.g_01790	Prab.g_00746
OG0000631	Syaf.g_01801	Prab.g_00831
OG0000632	Syaf.g_01802	Prab.g_00832
OG0000633	Syaf.g_01803	Prab.g_00833
OG0000634	Syaf.g_02053	Prab.g_00836
OG0000635	Syaf.g_02052	Prab.g_00837
OG0000636	Syaf.g_02050	Prab.g_00839
OG0000637	Syaf.g_02048	Prab.g_00841
OG0000638	Syaf.g_02047	Prab.g_00842
OG0000639	Syaf.g_02046	Prab.g_00843
OG0000640	Syaf.g_02045	Prab.g_00844
OG0000641	Syaf.g_02041	Prab.g_00848
OG0000642	Syaf.g_02040	Prab.g_00849
OG0000643	Syaf.g_02038	Prab.g_00850
OG0000644	Syaf.g_02037	Prab.g_00851
OG0000645	Syaf.g_02035	Prab.g_00852
OG0000646	Syaf.g_02032	Prab.g_00854
OG0000647	Syaf.g_02030	Prab.g_00855
OG0000648	Syaf.g_02027	Prab.g_00857
OG0000649	Syaf.g_02026	Prab.g_00858
OG0000650	Syaf.g_02025	Prab.g_00859
OG0000651	Syaf.g_02024	Prab.g_00860
OG0000652	Syaf.g_02023	Prab.g_00861
OG0000653	Syaf.g_02021	Prab.g_00863
OG0000654	Syaf.g_02020	Prab.g_00864
OG0000655	Syaf.g_02019	Prab.g_00865
OG0000656	Syaf.g_02016	Prab.g_00868
OG0000657	Syaf.g_01384	Prab.g_00875
OG0000658	Syaf.g_01381	Prab.g_00876
OG0000659	Syaf.g_01380	Prab.g_00877
OG0000660	Syaf.g_01376	Prab.g_00881
OG0000661	Syaf.g_01374	Prab.g_00883
OG0000662	Syaf.g_01372	Prab.g_00885
OG0000663	Syaf.g_01369	Prab.g_00887
OG0000664	Syaf.g_01368	Prab.g_00888
OG0000665	Syaf.g_00980	Prab.g_00892
OG0000666	Syaf.g_01733	Prab.g_00893
OG0000667	Syaf.g_01635	Prab.g_00898
OG0000668	Syaf.g_01928	Prab.g_01084
OG0000669	Syaf.g_02112	Prab.g_01076
OG0000670	Syaf.g_02769	Prab.g_01074
OG0000671	Syaf.g_02108	Prab.g_01072
OG0000672	Syaf.g_02105	Prab.g_01070
OG0000673	Syaf.g_02102	Prab.g_01067
OG0000674	Syaf.g_02100	Prab.g_01065
OG0000675	Syaf.g_02099	Prab.g_01064
OG0000676	Syaf.g_02097	Prab.g_01062
OG0000677	Syaf.g_02096	Prab.g_01061
OG0000678	Syaf.g_02092	Prab.g_01059
OG0000679	Syaf.g_02083	Prab.g_01055
OG0000680	Syaf.g_02082	Prab.g_01054
OG0000681	Syaf.g_02079	Prab.g_01052
OG0000682	Syaf.g_02078	Prab.g_01051
OG0000683	Syaf.g_02077	Prab.g_01050
OG0000684	Syaf.g_02072	Prab.g_01048
OG0000685	Syaf.g_02070	Prab.g_01046
OG0000686	Syaf.g_02069	Prab.g_01045
OG0000687	Syaf.g_02068	Prab.g_01044
OG0000688	Syaf.g_02063	Prab.g_01041
OG0000689	Syaf.g_02061	Prab.g_01040
OG0000690	Syaf.g_02060	Prab.g_01039
OG0000691	Syaf.g_02059	Prab.g_01038
OG0000692	Syaf.g_02058	Prab.g_01036
OG0000693	Syaf.g_02057	Prab.g_01035
OG0000694	Syaf.g_02056	Prab.g_01034
OG0000695	Syaf.g_01805	Prab.g_01032
OG0000696	Syaf.g_01806	Prab.g_01031
OG0000697	Syaf.g_01808	Prab.g_01030
OG0000698	Syaf.g_01811	Prab.g_01027
OG0000699	Syaf.g_01813	Prab.g_01026
OG0000700	Syaf.g_01814	Prab.g_01025
OG0000701	Syaf.g_01815	Prab.g_01024
OG0000702	Syaf.g_01843	Prab.g_01022
OG0000703	Syaf.g_01844	Prab.g_01021
OG0000704	Syaf.g_01846	Prab.g_01020
OG0000705	Syaf.g_01853	Prab.g_01016
OG0000706	Syaf.g_01854	Prab.g_01015
OG0000707	Syaf.g_01855	Prab.g_01014
OG0000708	Syaf.g_01858	Prab.g_01013
OG0000709	Syaf.g_01867	Prab.g_01009
OG0000710	Syaf.g_01878	Prab.g_01006
OG0000711	Syaf.g_01908	Prab.g_00989
OG0000712	Syaf.g_01910	Prab.g_00987
OG0000713	Syaf.g_01911	Prab.g_00986
OG0000714	Syaf.g_01913	Prab.g_00985
OG0000715	Syaf.g_01915	Prab.g_00983
OG0000716	Syaf.g_01919	Prab.g_00981
OG0000717	Syaf.g_01920	Prab.g_00980
OG0000718	Syaf.g_01924	Prab.g_00960
OG0000719	Syaf.g_01926	Prab.g_00958
OG0000720	Syaf.g_01939	Prab.g_00949
OG0000721	Syaf.g_01941	Prab.g_00947
OG0000722	Syaf.g_01942	Prab.g_00946
OG0000723	Syaf.g_01957	Prab.g_00943
OG0000724	Syaf.g_01418	Prab.g_00934
OG0000725	Syaf.g_01445	Prab.g_00928
OG0000726	Syaf.g_01446	Prab.g_00927
OG0000727	Syaf.g_01447	Prab.g_00926
OG0000728	Syaf.g_01449	Prab.g_00924
OG0000729	Syaf.g_00405	Prab.g_01146
OG0000730	Syaf.g_00026	Prab.g_01150
OG0000731	Syaf.g_00014	Prab.g_01154
OG0000732	Syaf.g_00444	Prab.g_01164
OG0000733	Syaf.g_00615	Prab.g_01187
OG0000734	Syaf.g_00895	Prab.g_01204
OG0000735	Syaf.g_01273	Prab.g_01206
OG0000736	Syaf.g_01274	Prab.g_01207
OG0000737	Syaf.g_01275	Prab.g_01208
OG0000738	Syaf.g_01280	Prab.g_01212
OG0000739	Syaf.g_01281	Prab.g_01213
OG0000740	Syaf.g_01282	Prab.g_01214
OG0000741	Syaf.g_01285	Prab.g_01215
OG0000742	Syaf.g_01287	Prab.g_01218
OG0000743	Syaf.g_01289	Prab.g_01220
OG0000744	Syaf.g_01290	Prab.g_01221
OG0000745	Syaf.g_01293	Prab.g_01222
OG0000746	Syaf.g_01295	Prab.g_01224
OG0000747	Syaf.g_01296	Prab.g_01225
OG0000748	Syaf.g_01307	Prab.g_01228
OG0000749	Syaf.g_01309	Prab.g_01229
OG0000750	Syaf.g_01310	Prab.g_01230
OG0000751	Syaf.g_01317	Prab.g_01232
OG0000752	Syaf.g_01319	Prab.g_01234
OG0000753	Syaf.g_01322	Prab.g_01237
OG0000754	Syaf.g_01611	Prab.g_01240
OG0000755	Syaf.g_01599	Prab.g_01243
OG0000756	Syaf.g_01598	Prab.g_01244
OG0000757	Syaf.g_01590	Prab.g_01250
OG0000758	Syaf.g_01589	Prab.g_01251
OG0000759	Syaf.g_01588	Prab.g_01252
OG0000760	Syaf.g_01587	Prab.g_01253
OG0000761	Syaf.g_01586	Prab.g_01254
OG0000762	Syaf.g_01584	Prab.g_01255
OG0000763	Syaf.g_01582	Prab.g_01257
OG0000764	Syaf.g_01581	Prab.g_01258
OG0000765	Syaf.g_01564	Prab.g_01267
OG0000766	Syaf.g_01563	Prab.g_01268
OG0000767	Syaf.g_01561	Prab.g_01270
OG0000768	Syaf.g_01560	Prab.g_01271
OG0000769	Syaf.g_01558	Prab.g_01273
OG0000770	Syaf.g_01553	Prab.g_01275
OG0000771	Syaf.g_01411	Prab.g_01284
OG0000772	Syaf.g_01705	Prab.g_01303
OG0000773	Syaf.g_01268	Prab.g_01317
OG0000774	Syaf.g_01263	Prab.g_01319
OG0000775	Syaf.g_01261	Prab.g_01321
OG0000776	Syaf.g_01260	Prab.g_01322
OG0000777	Syaf.g_01259	Prab.g_01323
OG0000778	Syaf.g_01258	Prab.g_01324
OG0000779	Syaf.g_01252	Prab.g_01328
OG0000780	Syaf.g_01249	Prab.g_01329
OG0000781	Syaf.g_01245	Prab.g_01332
OG0000782	Syaf.g_01244	Prab.g_01333
OG0000783	Syaf.g_01243	Prab.g_01334
OG0000784	Syaf.g_01242	Prab.g_01335
OG0000785	Syaf.g_01240	Prab.g_01337
OG0000786	Syaf.g_02546	Prab.g_01339
OG0000787	Syaf.g_02547	Prab.g_01340
OG0000788	Syaf.g_02297	Prab.g_01348
OG0000789	Syaf.g_01750	Prab.g_01351
OG0000790	Syaf.g_02738	Prab.g_01365
OG0000791	Syaf.g_02740	Prab.g_01367
OG0000792	Syaf.g_02741	Prab.g_01368
OG0000793	Syaf.g_02746	Prab.g_01371
OG0000794	Syaf.g_02747	Prab.g_01372
OG0000795	Syaf.g_02748	Prab.g_01373
OG0000796	Syaf.g_02752	Prab.g_01377
OG0000797	Syaf.g_02753	Prab.g_01378
OG0000798	Syaf.g_00240	Prab.g_01411
OG0000799	Syaf.g_02380	Prab.g_01448
OG0000800	Syaf.g_02383	Prab.g_01449
OG0000801	Syaf.g_02384	Prab.g_01450
OG0000802	Syaf.g_02388	Prab.g_01452
OG0000803	Syaf.g_02393	Prab.g_01454
OG0000804	Syaf.g_02396	Prab.g_01455
OG0000805	Syaf.g_02398	Prab.g_01457
OG0000806	Syaf.g_02405	Prab.g_01459
OG0000807	Syaf.g_02406	Prab.g_01460
OG0000808	Syaf.g_02407	Prab.g_01461
OG0000809	Syaf.g_02410	Prab.g_01464
OG0000810	Syaf.g_02411	Prab.g_01465
OG0000811	Syaf.g_02420	Prab.g_01469
OG0000812	Syaf.g_02422	Prab.g_01471
OG0000813	Syaf.g_02423	Prab.g_01472
OG0000814	Syaf.g_02425	Prab.g_01474
OG0000815	Syaf.g_02426	Prab.g_01475
OG0000816	Syaf.g_02428	Prab.g_01477
OG0000817	Syaf.g_02429	Prab.g_01478
OG0000818	Syaf.g_02442	Prab.g_01483
OG0000819	Syaf.g_02443	Prab.g_01484
OG0000820	Syaf.g_02444	Prab.g_01485
OG0000821	Syaf.g_02450	Prab.g_01489
OG0000822	Syaf.g_02452	Prab.g_01490
OG0000823	Syaf.g_02453	Prab.g_01491
OG0000824	Syaf.g_02459	Prab.g_01494
OG0000825	Syaf.g_02460	Prab.g_01495
OG0000826	Syaf.g_02461	Prab.g_01496
OG0000827	Syaf.g_02462	Prab.g_01497
OG0000828	Syaf.g_02465	Prab.g_01500
OG0000829	Syaf.g_02466	Prab.g_01501
OG0000830	Syaf.g_02467	Prab.g_01502
OG0000831	Syaf.g_02470	Prab.g_01504
OG0000832	Syaf.g_01109	Prab.g_01510
OG0000833	Syaf.g_01100	Prab.g_01518
OG0000834	Syaf.g_01098	Prab.g_01519
OG0000835	Syaf.g_01097	Prab.g_01520
OG0000836	Syaf.g_01093	Prab.g_01521
OG0000837	Syaf.g_01091	Prab.g_01522
OG0000838	Syaf.g_01087	Prab.g_01524
OG0000839	Syaf.g_01086	Prab.g_01525
OG0000840	Syaf.g_01085	Prab.g_01526
OG0000841	Syaf.g_01084	Prab.g_01527
OG0000842	Syaf.g_01083	Prab.g_01528
OG0000843	Syaf.g_01082	Prab.g_01529
OG0000844	Syaf.g_01080	Prab.g_01530
OG0000845	Syaf.g_01079	Prab.g_01531
OG0000846	Syaf.g_01078	Prab.g_01532
OG0000847	Syaf.g_01077	Prab.g_01533
OG0000848	Syaf.g_01075	Prab.g_01534
OG0000849	Syaf.g_01074	Prab.g_01535
OG0000850	Syaf.g_01072	Prab.g_01537
OG0000851	Syaf.g_01061	Prab.g_01538
OG0000852	Syaf.g_01060	Prab.g_01539
OG0000853	Syaf.g_01056	Prab.g_01543
OG0000854	Syaf.g_01054	Prab.g_01545
OG0000855	Syaf.g_01053	Prab.g_01546
OG0000856	Syaf.g_02328	Prab.g_01563
OG0000857	Syaf.g_02031	Prab.g_01601
OG0000858	Syaf.g_01047	Prab.g_01663
OG0000859	Syaf.g_01046	Prab.g_01664
OG0000860	Syaf.g_01031	Prab.g_01671
OG0000861	Syaf.g_01030	Prab.g_01672
OG0000862	Syaf.g_01029	Prab.g_01673
OG0000863	Syaf.g_01026	Prab.g_01675
OG0000864	Syaf.g_01025	Prab.g_01676
OG0000865	Syaf.g_01024	Prab.g_01677
OG0000866	Syaf.g_01023	Prab.g_01678
OG0000867	Syaf.g_01022	Prab.g_01679
OG0000868	Syaf.g_01019	Prab.g_01680
OG0000869	Syaf.g_01014	Prab.g_01684
OG0000870	Syaf.g_01009	Prab.g_01689
OG0000871	Syaf.g_01008	Prab.g_01690
OG0000872	Syaf.g_01001	Prab.g_01691
OG0000873	Syaf.g_00998	Prab.g_01694
OG0000874	Syaf.g_01002	Prab.g_01697
OG0000875	Syaf.g_00996	Prab.g_01698
OG0000876	Syaf.g_01198	Prab.g_01699
OG0000877	Syaf.g_01188	Prab.g_01701
OG0000878	Syaf.g_01187	Prab.g_01702
OG0000879	Syaf.g_01186	Prab.g_01703
OG0000880	Syaf.g_01185	Prab.g_01704
OG0000881	Syaf.g_01179	Prab.g_01708
OG0000882	Syaf.g_01174	Prab.g_01713
OG0000883	Syaf.g_01172	Prab.g_01714
OG0000884	Syaf.g_01170	Prab.g_01716
OG0000885	Syaf.g_01169	Prab.g_01717
OG0000886	Syaf.g_01168	Prab.g_01718
OG0000887	Syaf.g_01167	Prab.g_01719
OG0000888	Syaf.g_01165	Prab.g_01721
OG0000889	Syaf.g_01163	Prab.g_01723
OG0000890	Syaf.g_01157	Prab.g_01724
OG0000891	Syaf.g_01156	Prab.g_01725
OG0000892	Syaf.g_01154	Prab.g_01727
OG0000893	Syaf.g_00178	Prab.g_01731
OG0000894	Syaf.g_00175	Prab.g_01733
OG0000895	Syaf.g_00171	Prab.g_01736
OG0000896	Syaf.g_00170	Prab.g_01737
OG0000897	Syaf.g_00168	Prab.g_01739
OG0000898	Syaf.g_00167	Prab.g_01740
OG0000899	Syaf.g_00166	Prab.g_01741
OG0000900	Syaf.g_00165	Prab.g_01742
OG0000901	Syaf.g_00160	Prab.g_01745
OG0000902	Syaf.g_00158	Prab.g_01747
OG0000903	Syaf.g_00141	Prab.g_01750
OG0000904	Syaf.g_00146	Prab.g_01752
OG0000905	Syaf.g_00151	Prab.g_01756
OG0000906	Syaf.g_00154	Prab.g_01757
OG0000907	Syaf.g_00139	Prab.g_01760
OG0000908	Syaf.g_00136	Prab.g_01763
OG0000909	Syaf.g_00135	Prab.g_01764
OG0000910	Syaf.g_00134	Prab.g_01765
OG0000911	Syaf.g_00132	Prab.g_01767
OG0000912	Syaf.g_00131	Prab.g_01768
OG0000913	Syaf.g_00130	Prab.g_01769
OG0000914	Syaf.g_00129	Prab.g_01770
OG0000915	Syaf.g_00127	Prab.g_01771
OG0000916	Syaf.g_00126	Prab.g_01772
OG0000917	Syaf.g_00125	Prab.g_01773
OG0000918	Syaf.g_00124	Prab.g_01774
OG0000919	Syaf.g_00123	Prab.g_01775
OG0000920	Syaf.g_00122	Prab.g_01776
OG0000921	Syaf.g_00121	Prab.g_01777
OG0000922	Syaf.g_00120	Prab.g_01778
OG0000923	Syaf.g_00116	Prab.g_01782
OG0000924	Syaf.g_00115	Prab.g_01783
OG0000925	Syaf.g_00114	Prab.g_01784
OG0000926	Syaf.g_00113	Prab.g_01785
OG0000927	Syaf.g_00111	Prab.g_01787
OG0000928	Syaf.g_00110	Prab.g_01788
OG0000929	Syaf.g_00109	Prab.g_01789
OG0000930	Syaf.g_00108	Prab.g_01790
OG0000931	Syaf.g_00107	Prab.g_01791
OG0000932	Syaf.g_00106	Prab.g_01792
OG0000933	Syaf.g_00100	Prab.g_01796
OG0000934	Syaf.g_00098	Prab.g_01798
OG0000935	Syaf.g_00097	Prab.g_01799
OG0000936	Syaf.g_00096	Prab.g_01800
OG0000937	Syaf.g_00095	Prab.g_01801
OG0000938	Syaf.g_00092	Prab.g_01803
OG0000939	Syaf.g_00091	Prab.g_01804
OG0000940	Syaf.g_00084	Prab.g_01811
OG0000941	Syaf.g_00082	Prab.g_01813
OG0000942	Syaf.g_00080	Prab.g_01815
OG0000943	Syaf.g_00079	Prab.g_01816
OG0000944	Syaf.g_00077	Prab.g_01817
OG0000945	Syaf.g_00075	Prab.g_01818
OG0000946	Syaf.g_00070	Prab.g_01822
OG0000947	Syaf.g_00067	Prab.g_01824
OG0000948	Syaf.g_00066	Prab.g_01825
OG0000949	Syaf.g_00337	Prab.g_01828
OG0000950	Syaf.g_00351	Prab.g_01833
OG0000951	Syaf.g_00358	Prab.g_01836
OG0000952	Syaf.g_00363	Prab.g_01840
OG0000953	Syaf.g_00367	Prab.g_01843
OG0000954	Syaf.g_00372	Prab.g_01847
OG0000955	Syaf.g_00373	Prab.g_01848
OG0000956	Syaf.g_00375	Prab.g_01850
OG0000957	Syaf.g_00386	Prab.g_01855
OG0000958	Syaf.g_00387	Prab.g_01856
OG0000959	Syaf.g_00391	Prab.g_01860
OG0000960	Syaf.g_00392	Prab.g_01861
OG0000961	Syaf.g_00402	Prab.g_01863
OG0000962	Syaf.g_00404	Prab.g_01865
OG0000963	Syaf.g_00409	Prab.g_01869
OG0000964	Syaf.g_00410	Prab.g_01870
OG0000965	Syaf.g_00411	Prab.g_01871
OG0000966	Syaf.g_00421	Prab.g_01879
OG0000967	Syaf.g_00426	Prab.g_01883
OG0000968	Syaf.g_00417	Prab.g_01885
OG0000969	Syaf.g_00423	Prab.g_01886
OG0000970	Syaf.g_00424	Prab.g_01887
OG0000971	Syaf.g_00429	Prab.g_01888
OG0000972	Syaf.g_00430	Prab.g_01889
OG0000973	Syaf.g_00431	Prab.g_01890
OG0000974	Syaf.g_00432	Prab.g_01891
OG0000975	Syaf.g_00433	Prab.g_01892
OG0000976	Syaf.g_00434	Prab.g_01893
OG0000977	Syaf.g_00436	Prab.g_01894
OG0000978	Syaf.g_00437	Prab.g_01895
OG0000979	Syaf.g_00440	Prab.g_01898
OG0000980	Syaf.g_00443	Prab.g_01900
OG0000981	Syaf.g_00446	Prab.g_01902
OG0000982	Syaf.g_00645	Prab.g_01904
OG0000983	Syaf.g_00644	Prab.g_01905
OG0000984	Syaf.g_00643	Prab.g_01906
OG0000985	Syaf.g_00641	Prab.g_01909
OG0000986	Syaf.g_00639	Prab.g_01911
OG0000987	Syaf.g_00637	Prab.g_01912
OG0000988	Syaf.g_00633	Prab.g_01915
OG0000989	Syaf.g_00624	Prab.g_01919
OG0000990	Syaf.g_00606	Prab.g_01922
OG0000991	Syaf.g_00604	Prab.g_01923
OG0000992	Syaf.g_00601	Prab.g_01925
OG0000993	Syaf.g_00600	Prab.g_01926
OG0000994	Syaf.g_00597	Prab.g_01927
OG0000995	Syaf.g_00592	Prab.g_01931
OG0000996	Syaf.g_00543	Prab.g_01932
OG0000997	Syaf.g_00532	Prab.g_01933
OG0000998	Syaf.g_00530	Prab.g_01935
OG0000999	Syaf.g_00529	Prab.g_01936
OG0001000	Syaf.g_00526	Prab.g_01939
OG0001001	Syaf.g_00521	Prab.g_01941
OG0001002	Syaf.g_00515	Prab.g_01945
OG0001003	Syaf.g_00514	Prab.g_01947
OG0001004	Syaf.g_00513	Prab.g_01948
OG0001005	Syaf.g_00510	Prab.g_01949
OG0001006	Syaf.g_00500	Prab.g_01953
OG0001007	Syaf.g_00498	Prab.g_01955
OG0001008	Syaf.g_01215	Prab.g_00440
OG0001009	Syaf.g_00466	Prab.g_00027
OG0001010	Syaf.g_00465	Prab.g_00028
OG0001011	Syaf.g_00463	Prab.g_00029
OG0001012	Syaf.g_00649	Prab.g_00042
OG0001013	Syaf.g_00669	Prab.g_00047
OG0001014	Syaf.g_00691	Prab.g_00050
OG0001015	Syaf.g_00692	Prab.g_00051
OG0001016	Syaf.g_00958	Prab.g_00065
OG0001017	Syaf.g_00952	Prab.g_00069
OG0001018	Syaf.g_00950	Prab.g_00072
OG0001019	Syaf.g_00931	Prab.g_00081
OG0001020	Syaf.g_00926	Prab.g_00082
OG0001021	Syaf.g_00922	Prab.g_00083
OG0001022	Syaf.g_00918	Prab.g_00085
OG0001023	Syaf.g_00917	Prab.g_00086
OG0001024	Syaf.g_00913	Prab.g_00089
OG0001025	Syaf.g_00906	Prab.g_00095
OG0001026	Syaf.g_00893	Prab.g_00102
OG0001027	Syaf.g_00884	Prab.g_00103
OG0001028	Syaf.g_00882	Prab.g_00105
OG0001029	Syaf.g_00880	Prab.g_00106
OG0001030	Syaf.g_00860	Prab.g_00120
OG0001031	Syaf.g_00784	Prab.g_00177
OG0001032	Syaf.g_00781	Prab.g_00178
OG0001034	Syaf.g_02787	Prab.g_00227
OG0001035	Syaf.g_00207	Prab.g_00244
OG0001036	Syaf.g_00212	Prab.g_00248
OG0001037	Syaf.g_00214	Prab.g_00249
OG0001038	Syaf.g_00242	Prab.g_00266
OG0001039	Syaf.g_00245	Prab.g_00269
OG0001040	Syaf.g_00248	Prab.g_00271
OG0001041	Syaf.g_00253	Prab.g_00275
OG0001042	Syaf.g_00275	Prab.g_00292
OG0001043	Syaf.g_00279	Prab.g_00293
OG0001044	Syaf.g_00024	Prab.g_00321
OG0001045	Syaf.g_00011	Prab.g_00329
OG0001046	Syaf.g_01894	Prab.g_00367
OG0001047	Syaf.g_01217	Prab.g_00442
OG0001048	Syaf.g_01218	Prab.g_00443
OG0001049	Syaf.g_01226	Prab.g_00445
OG0001050	Syaf.g_01227	Prab.g_00446
OG0001051	Syaf.g_01228	Prab.g_00447
OG0001052	Syaf.g_02502	Prab.g_00475
OG0001053	Syaf.g_02718	Prab.g_00487
OG0001054	Syaf.g_02701	Prab.g_00502
OG0001056	Syaf.g_02649	Prab.g_00540
OG0001057	Syaf.g_02638	Prab.g_00545
OG0001058	Syaf.g_02624	Prab.g_00553
OG0001059	Syaf.g_02620	Prab.g_00557
OG0001060	Syaf.g_02614	Prab.g_00564
OG0001061	Syaf.g_02590	Prab.g_00578
OG0001062	Syaf.g_02588	Prab.g_00580
OG0001063	Syaf.g_02583	Prab.g_00582
OG0001064	Syaf.g_02582	Prab.g_00583
OG0001065	Syaf.g_02581	Prab.g_00584
OG0001066	Syaf.g_02580	Prab.g_00585
OG0001067	Syaf.g_02579	Prab.g_00586
OG0001068	Syaf.g_02578	Prab.g_00587
OG0001069	Syaf.g_02577	Prab.g_00588
OG0001070	Syaf.g_02574	Prab.g_00591
OG0001071	Syaf.g_02573	Prab.g_00592
OG0001072	Syaf.g_02569	Prab.g_00594
OG0001073	Syaf.g_02555	Prab.g_00608
OG0001074	Syaf.g_02365	Prab.g_00619
OG0001075	Syaf.g_02363	Prab.g_00620
OG0001076	Syaf.g_02337	Prab.g_00629
OG0001077	Syaf.g_02325	Prab.g_00633
OG0001078	Syaf.g_02309	Prab.g_00641
OG0001079	Syaf.g_02296	Prab.g_00652
OG0001080	Syaf.g_01740	Prab.g_00658
OG0001081	Syaf.g_02144	Prab.g_00660
OG0001082	Syaf.g_02143	Prab.g_00661
OG0001083	Syaf.g_02136	Prab.g_00666
OG0001084	Syaf.g_02135	Prab.g_00667
OG0001085	Syaf.g_02125	Prab.g_00675
OG0001086	Syaf.g_02123	Prab.g_00676
OG0001087	Syaf.g_01482	Prab.g_00693
OG0001088	Syaf.g_01478	Prab.g_00694
OG0001089	Syaf.g_01453	Prab.g_00702
OG0001090	Syaf.g_01981	Prab.g_00724
OG0001091	Syaf.g_01979	Prab.g_00726
OG0001092	Syaf.g_01977	Prab.g_00727
OG0001093	Syaf.g_01971	Prab.g_00732
OG0001094	Syaf.g_02055	Prab.g_00834
OG0001095	Syaf.g_02034	Prab.g_00853
OG0001096	Syaf.g_02018	Prab.g_00866
OG0001097	Syaf.g_01373	Prab.g_00884
OG0001098	Syaf.g_01743	Prab.g_00900
OG0001099	Syaf.g_00881	Prab.g_01079
OG0001100	Syaf.g_02110	Prab.g_01075
OG0001101	Syaf.g_02109	Prab.g_01073
OG0001102	Syaf.g_02106	Prab.g_01071
OG0001103	Syaf.g_02104	Prab.g_01069
OG0001104	Syaf.g_02071	Prab.g_01047
OG0001105	Syaf.g_02067	Prab.g_01043
OG0001106	Syaf.g_01847	Prab.g_01019
OG0001107	Syaf.g_01859	Prab.g_01012
OG0001108	Syaf.g_01868	Prab.g_01008
OG0001109	Syaf.g_01877	Prab.g_01007
OG0001110	Syaf.g_01879	Prab.g_01005
OG0001111	Syaf.g_01881	Prab.g_01004
OG0001112	Syaf.g_01883	Prab.g_01003
OG0001113	Syaf.g_01884	Prab.g_01002
OG0001114	Syaf.g_01885	Prab.g_01001
OG0001115	Syaf.g_01889	Prab.g_00999
OG0001116	Syaf.g_01891	Prab.g_00998
OG0001117	Syaf.g_01892	Prab.g_00997
OG0001118	Syaf.g_01893	Prab.g_00996
OG0001119	Syaf.g_01895	Prab.g_00995
OG0001120	Syaf.g_01899	Prab.g_00993
OG0001122	Syaf.g_01927	Prab.g_00957
OG0001123	Syaf.g_01934	Prab.g_00953
OG0001124	Syaf.g_01936	Prab.g_00951
OG0001125	Syaf.g_01938	Prab.g_00950
OG0001126	Syaf.g_01409	Prab.g_00940
OG0001127	Syaf.g_01410	Prab.g_00939
OG0001128	Syaf.g_01413	Prab.g_00937
OG0001129	Syaf.g_01415	Prab.g_00936
OG0001130	Syaf.g_01416	Prab.g_00935
OG0001131	Syaf.g_02090	Prab.g_01125
