Orthogroup	Prbb	Pray
OG0000541	Prbb.g_00616	Pray.g_01148
OG0000542	Prbb.g_00617	Pray.g_01147
OG0000543	Prbb.g_00618	Pray.g_01146
OG0000544	Prbb.g_00619	Pray.g_01145
OG0000545	Prbb.g_00622	Pray.g_01142
OG0000546	Prbb.g_00623	Pray.g_01141
OG0000547	Prbb.g_00624	Pray.g_01139
OG0000548	Prbb.g_00626	Pray.g_01138
OG0000549	Prbb.g_00627	Pray.g_01137
OG0000550	Prbb.g_00628	Pray.g_01136
OG0000551	Prbb.g_00629	Pray.g_01135
OG0000552	Prbb.g_00630	Pray.g_01134
OG0000553	Prbb.g_00631	Pray.g_01133
OG0000554	Prbb.g_00632	Pray.g_01132
OG0000555	Prbb.g_00633	Pray.g_01131
OG0000556	Prbb.g_00634	Pray.g_01130
OG0000557	Prbb.g_00635	Pray.g_01129
OG0000558	Prbb.g_00636	Pray.g_01128
OG0000559	Prbb.g_00637	Pray.g_01127
OG0000560	Prbb.g_00639	Pray.g_01125
OG0000561	Prbb.g_00640	Pray.g_01124
OG0000562	Prbb.g_00641	Pray.g_01123
OG0000563	Prbb.g_00642	Pray.g_01122
OG0000564	Prbb.g_00643	Pray.g_01121
OG0000565	Prbb.g_00644	Pray.g_01120
OG0000566	Prbb.g_00645	Pray.g_01119
OG0000567	Prbb.g_00646	Pray.g_01118
OG0000568	Prbb.g_00647	Pray.g_01117
OG0000569	Prbb.g_00648	Pray.g_01116
OG0000570	Prbb.g_00649	Pray.g_01115
OG0000571	Prbb.g_00650	Pray.g_01114
OG0000572	Prbb.g_00651	Pray.g_01113
OG0000573	Prbb.g_00654	Pray.g_01110
OG0000574	Prbb.g_00655	Pray.g_01109
OG0000575	Prbb.g_00656	Pray.g_01108
OG0000576	Prbb.g_00657	Pray.g_01107
OG0000577	Prbb.g_00658	Pray.g_01106
OG0000578	Prbb.g_00659	Pray.g_01105
OG0000579	Prbb.g_00660	Pray.g_01104
OG0000580	Prbb.g_00661	Pray.g_01103
OG0000581	Prbb.g_00662	Pray.g_01102
OG0000582	Prbb.g_00664	Pray.g_01101
OG0000583	Prbb.g_00665	Pray.g_01100
OG0000584	Prbb.g_00667	Pray.g_01099
OG0000585	Prbb.g_00668	Pray.g_01098
OG0000586	Prbb.g_00670	Pray.g_01096
OG0000587	Prbb.g_00671	Pray.g_01095
OG0000588	Prbb.g_00674	Pray.g_01093
OG0000589	Prbb.g_00675	Pray.g_01092
OG0000590	Prbb.g_00677	Pray.g_01090
OG0000591	Prbb.g_00684	Pray.g_01084
OG0000592	Prbb.g_00685	Pray.g_01083
OG0000593	Prbb.g_00686	Pray.g_01082
OG0000594	Prbb.g_00689	Pray.g_01080
OG0000595	Prbb.g_00690	Pray.g_01079
OG0000596	Prbb.g_00691	Pray.g_01078
OG0000597	Prbb.g_00693	Pray.g_01076
OG0000598	Prbb.g_00694	Pray.g_01075
OG0000599	Prbb.g_00695	Pray.g_01074
OG0000600	Prbb.g_00696	Pray.g_01073
OG0000601	Prbb.g_00700	Pray.g_01071
OG0000602	Prbb.g_00701	Pray.g_01070
OG0000603	Prbb.g_00702	Pray.g_01069
OG0000604	Prbb.g_01450	Pray.g_01068
OG0000605	Prbb.g_00703	Pray.g_01067
OG0000606	Prbb.g_00705	Pray.g_01066
OG0000607	Prbb.g_00707	Pray.g_01064
OG0000608	Prbb.g_00708	Pray.g_01063
OG0000609	Prbb.g_02176	Pray.g_01059
OG0000610	Prbb.g_01260	Pray.g_01058
OG0000611	Prbb.g_00714	Pray.g_01039
OG0000612	Prbb.g_00715	Pray.g_01038
OG0000613	Prbb.g_00716	Pray.g_01037
OG0000614	Prbb.g_00717	Pray.g_01036
OG0000615	Prbb.g_00719	Pray.g_01034
OG0000616	Prbb.g_00720	Pray.g_01033
OG0000617	Prbb.g_00721	Pray.g_01032
OG0000618	Prbb.g_00722	Pray.g_01031
OG0000619	Prbb.g_00723	Pray.g_01030
OG0000620	Prbb.g_00724	Pray.g_01029
OG0000621	Prbb.g_00725	Pray.g_01028
OG0000622	Prbb.g_00726	Pray.g_01027
OG0000623	Prbb.g_00727	Pray.g_01026
OG0000624	Prbb.g_00729	Pray.g_01025
OG0000625	Prbb.g_00730	Pray.g_00269
OG0000626	Prbb.g_00731	Pray.g_00270
OG0000627	Prbb.g_00733	Pray.g_00271
OG0000628	Prbb.g_00734	Pray.g_00272
OG0000629	Prbb.g_00735	Pray.g_00273
OG0000630	Prbb.g_00736	Pray.g_00274
OG0000631	Prbb.g_00738	Pray.g_00276
OG0000632	Prbb.g_01175	Pray.g_00289
OG0000633	Prbb.g_00108	Pray.g_00293
OG0000634	Prbb.g_01099	Pray.g_00306
OG0000635	Prbb.g_00983	Pray.g_00313
OG0000636	Prbb.g_00982	Pray.g_00314
OG0000637	Prbb.g_00981	Pray.g_00315
OG0000638	Prbb.g_00389	Pray.g_00326
OG0000639	Prbb.g_00958	Pray.g_00335
OG0000640	Prbb.g_00960	Pray.g_00337
OG0000641	Prbb.g_00962	Pray.g_00339
OG0000642	Prbb.g_00963	Pray.g_00340
OG0000643	Prbb.g_00964	Pray.g_00341
OG0000644	Prbb.g_00777	Pray.g_00342
OG0000645	Prbb.g_00778	Pray.g_00343
OG0000646	Prbb.g_00779	Pray.g_00344
OG0000647	Prbb.g_00780	Pray.g_00345
OG0000648	Prbb.g_00782	Pray.g_00347
OG0000649	Prbb.g_00783	Pray.g_00348
OG0000650	Prbb.g_00784	Pray.g_00349
OG0000651	Prbb.g_00785	Pray.g_00350
OG0000652	Prbb.g_00786	Pray.g_00351
OG0000653	Prbb.g_00787	Pray.g_00352
OG0000654	Prbb.g_00789	Pray.g_00354
OG0000655	Prbb.g_00791	Pray.g_00356
OG0000656	Prbb.g_00792	Pray.g_00357
OG0000657	Prbb.g_00793	Pray.g_00358
OG0000658	Prbb.g_00794	Pray.g_00359
OG0000659	Prbb.g_00795	Pray.g_00360
OG0000660	Prbb.g_00796	Pray.g_00361
OG0000661	Prbb.g_00798	Pray.g_00362
OG0000662	Prbb.g_00800	Pray.g_00363
OG0000663	Prbb.g_00801	Pray.g_00364
OG0000664	Prbb.g_00802	Pray.g_00365
OG0000665	Prbb.g_00803	Pray.g_00366
OG0000666	Prbb.g_00804	Pray.g_00367
OG0000667	Prbb.g_00805	Pray.g_00368
OG0000668	Prbb.g_00806	Pray.g_00369
OG0000669	Prbb.g_00808	Pray.g_00371
OG0000670	Prbb.g_00809	Pray.g_00372
OG0000671	Prbb.g_00810	Pray.g_00373
OG0000672	Prbb.g_00811	Pray.g_00374
OG0000673	Prbb.g_00812	Pray.g_00375
OG0000674	Prbb.g_00813	Pray.g_00376
OG0000675	Prbb.g_00814	Pray.g_00378
OG0000676	Prbb.g_00815	Pray.g_00379
OG0000677	Prbb.g_00817	Pray.g_00382
OG0000678	Prbb.g_00819	Pray.g_00384
OG0000679	Prbb.g_00821	Pray.g_00385
OG0000680	Prbb.g_00822	Pray.g_00386
OG0000681	Prbb.g_00823	Pray.g_00387
OG0000682	Prbb.g_00824	Pray.g_00388
OG0000683	Prbb.g_00827	Pray.g_00390
OG0000684	Prbb.g_00828	Pray.g_00391
OG0000685	Prbb.g_00829	Pray.g_00392
OG0000686	Prbb.g_00830	Pray.g_00393
OG0000687	Prbb.g_00831	Pray.g_00394
OG0000688	Prbb.g_00832	Pray.g_00395
OG0000689	Prbb.g_00833	Pray.g_00396
OG0000690	Prbb.g_00834	Pray.g_00397
OG0000691	Prbb.g_00835	Pray.g_00398
OG0000692	Prbb.g_00837	Pray.g_00400
OG0000693	Prbb.g_00838	Pray.g_00401
OG0000694	Prbb.g_00839	Pray.g_00402
OG0000695	Prbb.g_00840	Pray.g_00403
OG0000696	Prbb.g_00841	Pray.g_00404
OG0000697	Prbb.g_00843	Pray.g_00406
OG0000698	Prbb.g_00847	Pray.g_00408
OG0000699	Prbb.g_00848	Pray.g_00409
OG0000700	Prbb.g_00914	Pray.g_00436
OG0000701	Prbb.g_00917	Pray.g_00440
OG0000702	Prbb.g_00922	Pray.g_00443
OG0000703	Prbb.g_00924	Pray.g_00444
OG0000704	Prbb.g_00925	Pray.g_00445
OG0000705	Prbb.g_00926	Pray.g_00446
OG0000706	Prbb.g_00927	Pray.g_00447
OG0000707	Prbb.g_00929	Pray.g_00449
OG0000708	Prbb.g_00930	Pray.g_00450
OG0000709	Prbb.g_00932	Pray.g_00452
OG0000710	Prbb.g_00933	Pray.g_00453
OG0000711	Prbb.g_00934	Pray.g_00454
OG0000712	Prbb.g_00935	Pray.g_00455
OG0000713	Prbb.g_00936	Pray.g_00456
OG0000714	Prbb.g_00938	Pray.g_00458
OG0000715	Prbb.g_00939	Pray.g_00459
OG0000716	Prbb.g_00942	Pray.g_00461
OG0000717	Prbb.g_00943	Pray.g_00462
OG0000718	Prbb.g_00944	Pray.g_00463
OG0000719	Prbb.g_00946	Pray.g_00465
OG0000720	Prbb.g_00947	Pray.g_00466
OG0000721	Prbb.g_00950	Pray.g_00469
OG0000722	Prbb.g_00951	Pray.g_00470
OG0000723	Prbb.g_00952	Pray.g_00471
OG0000724	Prbb.g_00762	Pray.g_00473
OG0000725	Prbb.g_00763	Pray.g_00474
OG0000726	Prbb.g_00764	Pray.g_00475
OG0000727	Prbb.g_00765	Pray.g_00476
OG0000728	Prbb.g_00766	Pray.g_00477
OG0000729	Prbb.g_00767	Pray.g_00478
OG0000730	Prbb.g_00768	Pray.g_00479
OG0000731	Prbb.g_00769	Pray.g_00480
OG0000732	Prbb.g_00770	Pray.g_00481
OG0000733	Prbb.g_00771	Pray.g_00482
OG0000734	Prbb.g_00772	Pray.g_00483
OG0000735	Prbb.g_00774	Pray.g_00485
OG0000736	Prbb.g_00775	Pray.g_00486
OG0000737	Prbb.g_00776	Pray.g_00487
OG0000738	Prbb.g_00965	Pray.g_00488
OG0000739	Prbb.g_00966	Pray.g_00489
OG0000740	Prbb.g_00967	Pray.g_00490
OG0000741	Prbb.g_00968	Pray.g_00491
OG0000742	Prbb.g_00970	Pray.g_00493
OG0000743	Prbb.g_00971	Pray.g_00494
OG0000744	Prbb.g_00972	Pray.g_00495
OG0000745	Prbb.g_00973	Pray.g_00496
OG0000746	Prbb.g_00974	Pray.g_00497
OG0000747	Prbb.g_00975	Pray.g_00498
OG0000748	Prbb.g_00976	Pray.g_00499
OG0000749	Prbb.g_00977	Pray.g_00500
OG0000750	Prbb.g_00978	Pray.g_00501
OG0000751	Prbb.g_00979	Pray.g_00502
OG0000752	Prbb.g_00893	Pray.g_00503
OG0000753	Prbb.g_00984	Pray.g_00505
OG0000754	Prbb.g_00985	Pray.g_00506
OG0000755	Prbb.g_00986	Pray.g_00507
OG0000756	Prbb.g_00988	Pray.g_00508
OG0000757	Prbb.g_00989	Pray.g_00509
OG0000758	Prbb.g_00990	Pray.g_00510
OG0000759	Prbb.g_00992	Pray.g_00512
OG0000760	Prbb.g_00993	Pray.g_00513
OG0000761	Prbb.g_00994	Pray.g_00514
OG0000762	Prbb.g_00996	Pray.g_00516
OG0000763	Prbb.g_00997	Pray.g_00517
OG0000764	Prbb.g_00998	Pray.g_00518
OG0000765	Prbb.g_00999	Pray.g_00519
OG0000766	Prbb.g_01000	Pray.g_00520
OG0000767	Prbb.g_01002	Pray.g_00522
OG0000768	Prbb.g_01003	Pray.g_00523
OG0000769	Prbb.g_01004	Pray.g_00524
OG0000770	Prbb.g_01005	Pray.g_00525
OG0000771	Prbb.g_01006	Pray.g_00526
OG0000772	Prbb.g_00101	Pray.g_00527
OG0000773	Prbb.g_01007	Pray.g_00528
OG0000774	Prbb.g_01008	Pray.g_00529
OG0000775	Prbb.g_01009	Pray.g_00530
OG0000776	Prbb.g_01010	Pray.g_00532
OG0000777	Prbb.g_01012	Pray.g_00534
OG0000778	Prbb.g_01013	Pray.g_00535
OG0000779	Prbb.g_01014	Pray.g_00536
OG0000780	Prbb.g_01016	Pray.g_00538
OG0000781	Prbb.g_01017	Pray.g_00540
OG0000782	Prbb.g_01018	Pray.g_00541
OG0000783	Prbb.g_01036	Pray.g_00553
OG0000784	Prbb.g_01037	Pray.g_00555
OG0000785	Prbb.g_01038	Pray.g_00556
OG0000786	Prbb.g_01039	Pray.g_00557
OG0000787	Prbb.g_01040	Pray.g_00558
OG0000788	Prbb.g_01045	Pray.g_00562
OG0000789	Prbb.g_01048	Pray.g_00564
OG0000790	Prbb.g_00892	Pray.g_00565
OG0000791	Prbb.g_01049	Pray.g_00566
OG0000792	Prbb.g_01050	Pray.g_00567
OG0000793	Prbb.g_01051	Pray.g_00568
OG0000794	Prbb.g_01054	Pray.g_00570
OG0000795	Prbb.g_01058	Pray.g_00573
OG0000796	Prbb.g_01059	Pray.g_00574
OG0000797	Prbb.g_01062	Pray.g_00576
OG0000798	Prbb.g_01063	Pray.g_00577
OG0000799	Prbb.g_01064	Pray.g_00578
OG0000800	Prbb.g_01065	Pray.g_00579
OG0000801	Prbb.g_01068	Pray.g_00582
OG0000802	Prbb.g_01069	Pray.g_00583
OG0000803	Prbb.g_00891	Pray.g_00585
OG0000804	Prbb.g_00890	Pray.g_00586
OG0000805	Prbb.g_00889	Pray.g_00587
OG0000806	Prbb.g_00887	Pray.g_00589
OG0000807	Prbb.g_00897	Pray.g_00614
OG0000808	Prbb.g_01108	Pray.g_00623
OG0000809	Prbb.g_01090	Pray.g_00626
OG0000810	Prbb.g_01783	Pray.g_00627
OG0000811	Prbb.g_02071	Pray.g_00634
OG0000812	Prbb.g_00392	Pray.g_00132
OG0000813	Prbb.g_00400	Pray.g_00128
OG0000814	Prbb.g_01780	Pray.g_00126
OG0000815	Prbb.g_01085	Pray.g_00112
OG0000816	Prbb.g_01888	Pray.g_00096
OG0000817	Prbb.g_01889	Pray.g_00095
OG0000818	Prbb.g_01126	Pray.g_00090
OG0000819	Prbb.g_01539	Pray.g_00083
OG0000820	Prbb.g_01533	Pray.g_00079
OG0000821	Prbb.g_01531	Pray.g_00077
OG0000822	Prbb.g_01530	Pray.g_00076
OG0000823	Prbb.g_01529	Pray.g_00075
OG0000824	Prbb.g_01528	Pray.g_00074
OG0000825	Prbb.g_01527	Pray.g_00073
OG0000826	Prbb.g_01526	Pray.g_00072
OG0000827	Prbb.g_01525	Pray.g_00071
OG0000828	Prbb.g_01524	Pray.g_00070
OG0000829	Prbb.g_01523	Pray.g_00069
OG0000830	Prbb.g_01521	Pray.g_00068
OG0000831	Prbb.g_01518	Pray.g_00065
OG0000832	Prbb.g_01516	Pray.g_00063
OG0000833	Prbb.g_01515	Pray.g_00062
OG0000834	Prbb.g_01513	Pray.g_00060
OG0000835	Prbb.g_01512	Pray.g_00059
OG0000836	Prbb.g_01511	Pray.g_00058
OG0000837	Prbb.g_01508	Pray.g_00056
OG0000838	Prbb.g_01507	Pray.g_00055
OG0000839	Prbb.g_01506	Pray.g_00054
OG0000840	Prbb.g_01505	Pray.g_00053
OG0000841	Prbb.g_01504	Pray.g_00052
OG0000842	Prbb.g_01502	Pray.g_00051
OG0000843	Prbb.g_01501	Pray.g_00050
OG0000844	Prbb.g_01500	Pray.g_00049
OG0000845	Prbb.g_01499	Pray.g_00048
OG0000846	Prbb.g_01497	Pray.g_00045
OG0000847	Prbb.g_01495	Pray.g_00043
OG0000848	Prbb.g_01493	Pray.g_00042
OG0000849	Prbb.g_01491	Pray.g_00041
OG0000850	Prbb.g_01490	Pray.g_00040
OG0000851	Prbb.g_01488	Pray.g_00039
OG0000852	Prbb.g_01486	Pray.g_00037
OG0000853	Prbb.g_01484	Pray.g_00036
OG0000854	Prbb.g_01482	Pray.g_00034
OG0000855	Prbb.g_01481	Pray.g_00033
OG0000856	Prbb.g_01480	Pray.g_00032
OG0000857	Prbb.g_01479	Pray.g_00031
OG0000858	Prbb.g_01478	Pray.g_00030
OG0000859	Prbb.g_01477	Pray.g_00029
OG0000860	Prbb.g_01476	Pray.g_00028
OG0000861	Prbb.g_01475	Pray.g_00027
OG0000862	Prbb.g_01474	Pray.g_00026
OG0000863	Prbb.g_01473	Pray.g_00025
OG0000864	Prbb.g_01472	Pray.g_00024
OG0000865	Prbb.g_01471	Pray.g_00023
OG0000866	Prbb.g_01470	Pray.g_00022
OG0000867	Prbb.g_01469	Pray.g_00021
OG0000868	Prbb.g_01468	Pray.g_00020
OG0000869	Prbb.g_01465	Pray.g_00018
OG0000870	Prbb.g_01464	Pray.g_00017
OG0000871	Prbb.g_01463	Pray.g_00015
OG0000872	Prbb.g_01462	Pray.g_00014
OG0000873	Prbb.g_01461	Pray.g_00012
OG0000874	Prbb.g_01460	Pray.g_00011
OG0000875	Prbb.g_01459	Pray.g_00010
OG0000876	Prbb.g_01458	Pray.g_00009
OG0000877	Prbb.g_01457	Pray.g_00007
OG0000878	Prbb.g_01291	Pray.g_01895
OG0000879	Prbb.g_01575	Pray.g_01881
OG0000880	Prbb.g_01576	Pray.g_01880
OG0000881	Prbb.g_01577	Pray.g_01879
OG0000882	Prbb.g_01578	Pray.g_01878
OG0000883	Prbb.g_01580	Pray.g_01877
OG0000884	Prbb.g_01581	Pray.g_01875
OG0000885	Prbb.g_01582	Pray.g_01874
OG0000886	Prbb.g_01583	Pray.g_01873
OG0000887	Prbb.g_01584	Pray.g_01872
OG0000888	Prbb.g_01585	Pray.g_01871
OG0000889	Prbb.g_01588	Pray.g_01868
OG0000890	Prbb.g_01589	Pray.g_01867
OG0000891	Prbb.g_01590	Pray.g_01866
OG0000892	Prbb.g_01592	Pray.g_01864
OG0000893	Prbb.g_01593	Pray.g_01863
OG0000894	Prbb.g_01594	Pray.g_01862
OG0000895	Prbb.g_01595	Pray.g_01861
OG0000896	Prbb.g_01596	Pray.g_01860
OG0000897	Prbb.g_01597	Pray.g_01859
OG0000898	Prbb.g_01600	Pray.g_01857
OG0000899	Prbb.g_01601	Pray.g_01856
OG0000900	Prbb.g_01608	Pray.g_01847
OG0000901	Prbb.g_01612	Pray.g_01843
OG0000902	Prbb.g_00746	Pray.g_01842
OG0000903	Prbb.g_01541	Pray.g_01841
OG0000904	Prbb.g_01057	Pray.g_01839
OG0000905	Prbb.g_01789	Pray.g_01837
OG0000906	Prbb.g_01637	Pray.g_01835
OG0000907	Prbb.g_00845	Pray.g_01834
OG0000908	Prbb.g_01201	Pray.g_01831
OG0000909	Prbb.g_01641	Pray.g_01827
OG0000910	Prbb.g_01642	Pray.g_01826
OG0000911	Prbb.g_01643	Pray.g_01825
OG0000912	Prbb.g_01644	Pray.g_01824
OG0000913	Prbb.g_01645	Pray.g_01823
OG0000914	Prbb.g_01646	Pray.g_01822
OG0000915	Prbb.g_01647	Pray.g_01821
OG0000916	Prbb.g_01648	Pray.g_01820
OG0000917	Prbb.g_01649	Pray.g_01819
OG0000918	Prbb.g_01650	Pray.g_01818
OG0000919	Prbb.g_01651	Pray.g_01817
OG0000920	Prbb.g_01652	Pray.g_01816
OG0000921	Prbb.g_01653	Pray.g_01815
OG0000922	Prbb.g_01654	Pray.g_01814
OG0000923	Prbb.g_01655	Pray.g_01813
OG0000924	Prbb.g_01656	Pray.g_01812
OG0000925	Prbb.g_01657	Pray.g_01811
OG0000926	Prbb.g_02044	Pray.g_01787
OG0000927	Prbb.g_01668	Pray.g_01740
OG0000928	Prbb.g_01669	Pray.g_01739
OG0000929	Prbb.g_01670	Pray.g_01738
OG0000930	Prbb.g_01671	Pray.g_01737
OG0000931	Prbb.g_01672	Pray.g_01736
OG0000932	Prbb.g_01674	Pray.g_01734
OG0000933	Prbb.g_01675	Pray.g_01733
OG0000934	Prbb.g_01676	Pray.g_01732
OG0000935	Prbb.g_01677	Pray.g_01731
OG0000936	Prbb.g_01678	Pray.g_01730
OG0000937	Prbb.g_01679	Pray.g_01729
OG0000938	Prbb.g_01680	Pray.g_01728
OG0000939	Prbb.g_01681	Pray.g_01727
OG0000940	Prbb.g_01683	Pray.g_01726
OG0000941	Prbb.g_01684	Pray.g_01724
OG0000942	Prbb.g_01685	Pray.g_01723
OG0000943	Prbb.g_01688	Pray.g_01720
OG0000944	Prbb.g_01689	Pray.g_01719
OG0000945	Prbb.g_01690	Pray.g_01718
OG0000946	Prbb.g_01691	Pray.g_01717
OG0000947	Prbb.g_01692	Pray.g_01716
OG0000948	Prbb.g_01693	Pray.g_01715
OG0000949	Prbb.g_01694	Pray.g_01714
OG0000950	Prbb.g_01695	Pray.g_01713
OG0000951	Prbb.g_01696	Pray.g_01712
OG0000952	Prbb.g_01697	Pray.g_01711
OG0000953	Prbb.g_01698	Pray.g_01710
OG0000954	Prbb.g_01699	Pray.g_01709
OG0000955	Prbb.g_01700	Pray.g_01708
OG0000956	Prbb.g_01701	Pray.g_01707
OG0000957	Prbb.g_00465	Pray.g_01706
OG0000958	Prbb.g_01702	Pray.g_01705
OG0000959	Prbb.g_01703	Pray.g_01704
OG0000960	Prbb.g_01704	Pray.g_01703
OG0000961	Prbb.g_01707	Pray.g_01699
OG0000962	Prbb.g_01708	Pray.g_01698
OG0000963	Prbb.g_01709	Pray.g_01697
OG0000964	Prbb.g_01711	Pray.g_01695
OG0000965	Prbb.g_01712	Pray.g_01694
OG0000966	Prbb.g_01713	Pray.g_01693
OG0000967	Prbb.g_01714	Pray.g_01692
OG0000968	Prbb.g_01715	Pray.g_01691
OG0000969	Prbb.g_01716	Pray.g_01690
OG0000970	Prbb.g_01717	Pray.g_01689
OG0000971	Prbb.g_01718	Pray.g_01688
OG0000972	Prbb.g_01719	Pray.g_01687
OG0000973	Prbb.g_01720	Pray.g_01686
OG0000974	Prbb.g_01722	Pray.g_01684
OG0000975	Prbb.g_01728	Pray.g_01681
OG0000976	Prbb.g_01731	Pray.g_01679
OG0000977	Prbb.g_01732	Pray.g_01678
OG0000978	Prbb.g_01733	Pray.g_01677
OG0000979	Prbb.g_01735	Pray.g_01675
OG0000980	Prbb.g_01736	Pray.g_01674
OG0000981	Prbb.g_01737	Pray.g_01673
OG0000982	Prbb.g_01738	Pray.g_01672
OG0000983	Prbb.g_01740	Pray.g_01670
OG0000984	Prbb.g_01741	Pray.g_01669
OG0000985	Prbb.g_01742	Pray.g_01668
OG0000986	Prbb.g_01744	Pray.g_01667
OG0000987	Prbb.g_01745	Pray.g_01666
OG0000988	Prbb.g_01746	Pray.g_01665
OG0000989	Prbb.g_01747	Pray.g_01664
OG0000990	Prbb.g_01748	Pray.g_01663
OG0000991	Prbb.g_01749	Pray.g_01662
OG0000992	Prbb.g_01750	Pray.g_01661
OG0000993	Prbb.g_01751	Pray.g_01660
OG0000994	Prbb.g_01752	Pray.g_01659
OG0000995	Prbb.g_01753	Pray.g_01658
OG0000996	Prbb.g_01754	Pray.g_01657
OG0000997	Prbb.g_01755	Pray.g_01656
OG0000998	Prbb.g_01756	Pray.g_01655
OG0000999	Prbb.g_01757	Pray.g_01654
OG0001000	Prbb.g_01758	Pray.g_01653
OG0001001	Prbb.g_01760	Pray.g_01651
OG0001002	Prbb.g_01761	Pray.g_01650
OG0001003	Prbb.g_01762	Pray.g_01649
OG0001004	Prbb.g_01763	Pray.g_01648
OG0001005	Prbb.g_01765	Pray.g_01647
OG0001006	Prbb.g_01766	Pray.g_01646
OG0001007	Prbb.g_01767	Pray.g_01645
OG0001008	Prbb.g_01769	Pray.g_01643
OG0001009	Prbb.g_01770	Pray.g_01642
OG0001010	Prbb.g_01555	Pray.g_01634
OG0001011	Prbb.g_01659	Pray.g_01627
OG0001012	Prbb.g_00799	Pray.g_01600
OG0001013	Prbb.g_01817	Pray.g_01565
OG0001014	Prbb.g_01818	Pray.g_01564
OG0001015	Prbb.g_01824	Pray.g_01558
OG0001016	Prbb.g_01825	Pray.g_01557
OG0001017	Prbb.g_01826	Pray.g_01556
OG0001018	Prbb.g_01827	Pray.g_01555
OG0001019	Prbb.g_01828	Pray.g_01553
OG0001020	Prbb.g_01829	Pray.g_01552
OG0001021	Prbb.g_01830	Pray.g_01551
OG0001022	Prbb.g_01831	Pray.g_01550
OG0001023	Prbb.g_01832	Pray.g_01549
OG0001024	Prbb.g_01833	Pray.g_01548
OG0001025	Prbb.g_01834	Pray.g_01547
OG0001026	Prbb.g_01835	Pray.g_01545
OG0001027	Prbb.g_01836	Pray.g_01544
OG0001028	Prbb.g_01837	Pray.g_01543
OG0001029	Prbb.g_01838	Pray.g_01542
OG0001030	Prbb.g_01839	Pray.g_01541
OG0001031	Prbb.g_01840	Pray.g_01540
OG0001032	Prbb.g_01841	Pray.g_01539
OG0001033	Prbb.g_01842	Pray.g_01538
OG0001034	Prbb.g_01843	Pray.g_01537
OG0001035	Prbb.g_01845	Pray.g_01535
OG0001036	Prbb.g_01846	Pray.g_01534
OG0001037	Prbb.g_01847	Pray.g_01533
OG0001038	Prbb.g_01848	Pray.g_01532
OG0001039	Prbb.g_01849	Pray.g_01531
OG0001040	Prbb.g_01851	Pray.g_01530
OG0001041	Prbb.g_01852	Pray.g_01529
OG0001042	Prbb.g_01853	Pray.g_01528
OG0001043	Prbb.g_01854	Pray.g_01527
OG0001044	Prbb.g_01855	Pray.g_01526
OG0001045	Prbb.g_01856	Pray.g_01525
OG0001046	Prbb.g_01857	Pray.g_01524
OG0001047	Prbb.g_01859	Pray.g_01521
OG0001048	Prbb.g_01861	Pray.g_01519
OG0001049	Prbb.g_01862	Pray.g_01518
OG0001050	Prbb.g_01863	Pray.g_01517
OG0001051	Prbb.g_01864	Pray.g_01516
OG0001052	Prbb.g_01865	Pray.g_01515
OG0001053	Prbb.g_01867	Pray.g_01513
OG0001054	Prbb.g_01869	Pray.g_01512
OG0001055	Prbb.g_01870	Pray.g_01511
OG0001056	Prbb.g_01871	Pray.g_01510
OG0001057	Prbb.g_01872	Pray.g_01509
OG0001058	Prbb.g_01873	Pray.g_01508
OG0001059	Prbb.g_01874	Pray.g_01507
OG0001060	Prbb.g_01875	Pray.g_01506
OG0001061	Prbb.g_01876	Pray.g_01505
OG0001062	Prbb.g_01877	Pray.g_01504
OG0001063	Prbb.g_01878	Pray.g_01503
OG0001064	Prbb.g_01880	Pray.g_01229
OG0001065	Prbb.g_01922	Pray.g_01234
OG0001066	Prbb.g_01924	Pray.g_01235
OG0001067	Prbb.g_01925	Pray.g_01236
OG0001068	Prbb.g_01927	Pray.g_01238
OG0001069	Prbb.g_01928	Pray.g_01239
OG0001070	Prbb.g_01929	Pray.g_01240
OG0001071	Prbb.g_01930	Pray.g_01241
OG0001072	Prbb.g_01931	Pray.g_01242
OG0001073	Prbb.g_01932	Pray.g_01243
OG0001074	Prbb.g_01933	Pray.g_01244
OG0001075	Prbb.g_01934	Pray.g_01245
OG0001076	Prbb.g_01935	Pray.g_01246
OG0001077	Prbb.g_01936	Pray.g_01247
OG0001078	Prbb.g_01937	Pray.g_01248
OG0001079	Prbb.g_01938	Pray.g_01249
OG0001080	Prbb.g_01939	Pray.g_01250
OG0001081	Prbb.g_01948	Pray.g_01253
OG0001082	Prbb.g_01947	Pray.g_01254
OG0001083	Prbb.g_01943	Pray.g_01255
OG0001084	Prbb.g_01945	Pray.g_01257
OG0001085	Prbb.g_01946	Pray.g_01258
OG0001086	Prbb.g_01942	Pray.g_01259
OG0001087	Prbb.g_01941	Pray.g_01260
OG0001088	Prbb.g_01940	Pray.g_01261
OG0001089	Prbb.g_01958	Pray.g_01264
OG0001090	Prbb.g_01960	Pray.g_01266
OG0001091	Prbb.g_01961	Pray.g_01267
OG0001092	Prbb.g_01962	Pray.g_01268
OG0001093	Prbb.g_01963	Pray.g_01269
OG0001094	Prbb.g_01964	Pray.g_01270
OG0001095	Prbb.g_01965	Pray.g_01271
OG0001096	Prbb.g_01966	Pray.g_01272
OG0001097	Prbb.g_01967	Pray.g_01273
OG0001098	Prbb.g_01968	Pray.g_01274
OG0001099	Prbb.g_01969	Pray.g_01275
