Orthogroup	Prbb	Prbn
OG0000521	Prbb.g_00593	Prbn.g_00521
OG0000522	Prbb.g_00595	Prbn.g_00520
OG0000523	Prbb.g_00596	Prbn.g_00519
OG0000524	Prbb.g_00597	Prbn.g_00518
OG0000525	Prbb.g_00599	Prbn.g_00516
OG0000526	Prbb.g_00600	Prbn.g_00515
OG0000527	Prbb.g_00601	Prbn.g_00514
OG0000528	Prbb.g_00602	Prbn.g_00513
OG0000529	Prbb.g_00603	Prbn.g_00512
OG0000530	Prbb.g_00604	Prbn.g_00511
OG0000531	Prbb.g_00606	Prbn.g_00509
OG0000532	Prbb.g_00607	Prbn.g_00508
OG0000533	Prbb.g_00608	Prbn.g_00507
OG0000534	Prbb.g_00609	Prbn.g_00506
OG0000535	Prbb.g_00610	Prbn.g_00505
OG0000536	Prbb.g_00611	Prbn.g_00504
OG0000537	Prbb.g_00612	Prbn.g_00503
OG0000538	Prbb.g_00613	Prbn.g_00502
OG0000539	Prbb.g_00614	Prbn.g_00501
OG0000540	Prbb.g_00615	Prbn.g_00500
OG0000541	Prbb.g_00616	Prbn.g_00499
OG0000542	Prbb.g_00617	Prbn.g_00498
OG0000543	Prbb.g_00618	Prbn.g_00497
OG0000544	Prbb.g_00619	Prbn.g_00496
OG0000545	Prbb.g_00622	Prbn.g_00494
OG0000546	Prbb.g_00623	Prbn.g_00493
OG0000547	Prbb.g_00624	Prbn.g_00491
OG0000548	Prbb.g_00626	Prbn.g_00489
OG0000549	Prbb.g_00627	Prbn.g_00488
OG0000550	Prbb.g_00628	Prbn.g_00487
OG0000551	Prbb.g_00629	Prbn.g_00485
OG0000552	Prbb.g_00630	Prbn.g_00484
OG0000553	Prbb.g_00631	Prbn.g_00421
OG0000554	Prbb.g_00632	Prbn.g_00422
OG0000555	Prbb.g_00633	Prbn.g_00423
OG0000556	Prbb.g_00634	Prbn.g_00424
OG0000557	Prbb.g_00635	Prbn.g_00425
OG0000558	Prbb.g_00636	Prbn.g_00426
OG0000559	Prbb.g_00637	Prbn.g_00427
OG0000560	Prbb.g_00639	Prbn.g_00429
OG0000561	Prbb.g_00640	Prbn.g_00430
OG0000562	Prbb.g_00641	Prbn.g_00432
OG0000563	Prbb.g_00642	Prbn.g_00433
OG0000564	Prbb.g_00643	Prbn.g_00434
OG0000565	Prbb.g_00644	Prbn.g_00435
OG0000566	Prbb.g_00645	Prbn.g_00436
OG0000567	Prbb.g_00646	Prbn.g_00437
OG0000568	Prbb.g_00647	Prbn.g_00438
OG0000569	Prbb.g_00648	Prbn.g_00439
OG0000570	Prbb.g_00649	Prbn.g_00440
OG0000571	Prbb.g_00650	Prbn.g_00441
OG0000572	Prbb.g_00651	Prbn.g_00442
OG0000573	Prbb.g_00654	Prbn.g_00445
OG0000574	Prbb.g_00655	Prbn.g_00446
OG0000575	Prbb.g_00656	Prbn.g_00447
OG0000576	Prbb.g_00657	Prbn.g_00448
OG0000577	Prbb.g_00658	Prbn.g_00449
OG0000578	Prbb.g_00659	Prbn.g_00450
OG0000579	Prbb.g_00660	Prbn.g_00834
OG0000580	Prbb.g_00661	Prbn.g_00835
OG0000581	Prbb.g_00662	Prbn.g_00836
OG0000582	Prbb.g_00664	Prbn.g_00837
OG0000583	Prbb.g_00665	Prbn.g_00838
OG0000584	Prbb.g_00667	Prbn.g_00840
OG0000585	Prbb.g_00668	Prbn.g_00841
OG0000586	Prbb.g_00670	Prbn.g_00843
OG0000587	Prbb.g_00671	Prbn.g_00844
OG0000588	Prbb.g_00674	Prbn.g_01594
OG0000589	Prbb.g_00675	Prbn.g_01593
OG0000590	Prbb.g_00677	Prbn.g_01591
OG0000591	Prbb.g_00684	Prbn.g_01585
OG0000592	Prbb.g_00685	Prbn.g_01584
OG0000593	Prbb.g_00686	Prbn.g_01583
OG0000594	Prbb.g_00689	Prbn.g_01580
OG0000595	Prbb.g_00690	Prbn.g_01579
OG0000596	Prbb.g_00691	Prbn.g_01578
OG0000597	Prbb.g_00693	Prbn.g_01576
OG0000598	Prbb.g_00694	Prbn.g_01575
OG0000599	Prbb.g_00695	Prbn.g_01574
OG0000600	Prbb.g_00696	Prbn.g_01573
OG0000601	Prbb.g_00700	Prbn.g_01570
OG0000602	Prbb.g_00701	Prbn.g_01569
OG0000603	Prbb.g_00702	Prbn.g_01568
OG0000604	Prbb.g_01450	Prbn.g_01565
OG0000605	Prbb.g_00703	Prbn.g_01564
OG0000606	Prbb.g_00705	Prbn.g_01563
OG0000607	Prbb.g_00707	Prbn.g_01561
OG0000608	Prbb.g_00708	Prbn.g_01559
OG0000609	Prbb.g_02176	Prbn.g_00905
OG0000610	Prbb.g_01260	Prbn.g_01635
OG0000611	Prbb.g_00714	Prbn.g_01553
OG0000612	Prbb.g_00715	Prbn.g_01552
OG0000613	Prbb.g_00716	Prbn.g_00857
OG0000614	Prbb.g_00717	Prbn.g_00858
OG0000615	Prbb.g_00719	Prbn.g_00860
OG0000616	Prbb.g_00720	Prbn.g_00861
OG0000617	Prbb.g_00721	Prbn.g_00862
OG0000618	Prbb.g_00722	Prbn.g_00863
OG0000619	Prbb.g_00723	Prbn.g_00864
OG0000620	Prbb.g_00724	Prbn.g_01947
OG0000621	Prbb.g_00725	Prbn.g_01948
OG0000622	Prbb.g_00726	Prbn.g_01949
OG0000623	Prbb.g_00727	Prbn.g_01950
OG0000624	Prbb.g_00729	Prbn.g_01952
OG0000625	Prbb.g_00730	Prbn.g_01345
OG0000626	Prbb.g_00731	Prbn.g_01346
OG0000627	Prbb.g_00733	Prbn.g_01347
OG0000628	Prbb.g_00734	Prbn.g_01348
OG0000629	Prbb.g_00735	Prbn.g_01349
OG0000630	Prbb.g_00736	Prbn.g_01350
OG0000631	Prbb.g_00738	Prbn.g_01352
OG0000632	Prbb.g_01175	Prbn.g_01353
OG0000633	Prbb.g_00108	Prbn.g_01023
OG0000634	Prbb.g_01099	Prbn.g_01100
OG0000635	Prbb.g_00983	Prbn.g_00468
OG0000636	Prbb.g_00982	Prbn.g_00469
OG0000637	Prbb.g_00981	Prbn.g_00470
OG0000638	Prbb.g_00389	Prbn.g_00102
OG0000639	Prbb.g_00958	Prbn.g_01451
OG0000640	Prbb.g_00960	Prbn.g_01447
OG0000641	Prbb.g_00962	Prbn.g_01445
OG0000642	Prbb.g_00963	Prbn.g_01444
OG0000643	Prbb.g_00964	Prbn.g_01443
OG0000644	Prbb.g_00777	Prbn.g_00856
OG0000645	Prbb.g_00778	Prbn.g_01551
OG0000646	Prbb.g_00779	Prbn.g_01550
OG0000647	Prbb.g_00780	Prbn.g_01549
OG0000648	Prbb.g_00782	Prbn.g_01547
OG0000649	Prbb.g_00783	Prbn.g_01546
OG0000650	Prbb.g_00784	Prbn.g_01545
OG0000651	Prbb.g_00785	Prbn.g_01544
OG0000652	Prbb.g_00786	Prbn.g_01543
OG0000653	Prbb.g_00787	Prbn.g_01542
OG0000654	Prbb.g_00789	Prbn.g_01540
OG0000655	Prbb.g_00791	Prbn.g_01538
OG0000656	Prbb.g_00792	Prbn.g_01537
OG0000657	Prbb.g_00793	Prbn.g_01536
OG0000658	Prbb.g_00794	Prbn.g_01535
OG0000659	Prbb.g_00795	Prbn.g_01534
OG0000660	Prbb.g_00796	Prbn.g_01533
OG0000661	Prbb.g_00798	Prbn.g_01532
OG0000662	Prbb.g_00800	Prbn.g_01530
OG0000663	Prbb.g_00801	Prbn.g_01529
OG0000664	Prbb.g_00802	Prbn.g_01528
OG0000665	Prbb.g_00803	Prbn.g_01527
OG0000666	Prbb.g_00804	Prbn.g_01526
OG0000667	Prbb.g_00805	Prbn.g_01525
OG0000668	Prbb.g_00806	Prbn.g_01524
OG0000669	Prbb.g_00808	Prbn.g_01522
OG0000670	Prbb.g_00809	Prbn.g_01521
OG0000671	Prbb.g_00810	Prbn.g_01520
OG0000672	Prbb.g_00811	Prbn.g_01519
OG0000673	Prbb.g_00812	Prbn.g_01518
OG0000674	Prbb.g_00813	Prbn.g_01517
OG0000675	Prbb.g_00814	Prbn.g_01515
OG0000676	Prbb.g_00815	Prbn.g_01514
OG0000677	Prbb.g_00817	Prbn.g_01511
OG0000678	Prbb.g_00819	Prbn.g_01509
OG0000679	Prbb.g_00821	Prbn.g_01507
OG0000680	Prbb.g_00822	Prbn.g_01506
OG0000681	Prbb.g_00823	Prbn.g_01505
OG0000682	Prbb.g_00824	Prbn.g_01504
OG0000683	Prbb.g_00827	Prbn.g_01502
OG0000684	Prbb.g_00828	Prbn.g_01501
OG0000685	Prbb.g_00829	Prbn.g_01500
OG0000686	Prbb.g_00830	Prbn.g_01499
OG0000687	Prbb.g_00831	Prbn.g_01498
OG0000688	Prbb.g_00832	Prbn.g_01497
OG0000689	Prbb.g_00833	Prbn.g_01496
OG0000690	Prbb.g_00834	Prbn.g_01495
OG0000691	Prbb.g_00835	Prbn.g_01494
OG0000692	Prbb.g_00837	Prbn.g_01490
OG0000693	Prbb.g_00838	Prbn.g_01489
OG0000694	Prbb.g_00839	Prbn.g_01488
OG0000695	Prbb.g_00840	Prbn.g_01487
OG0000696	Prbb.g_00841	Prbn.g_01486
OG0000697	Prbb.g_00843	Prbn.g_01484
OG0000698	Prbb.g_00847	Prbn.g_01480
OG0000699	Prbb.g_00848	Prbn.g_01479
OG0000700	Prbb.g_00914	Prbn.g_01930
OG0000701	Prbb.g_00917	Prbn.g_01925
OG0000702	Prbb.g_00922	Prbn.g_01632
OG0000703	Prbb.g_00924	Prbn.g_01630
OG0000704	Prbb.g_00925	Prbn.g_01629
OG0000705	Prbb.g_00926	Prbn.g_01627
OG0000706	Prbb.g_00927	Prbn.g_01626
OG0000707	Prbb.g_00929	Prbn.g_01624
OG0000708	Prbb.g_00930	Prbn.g_01623
OG0000709	Prbb.g_00932	Prbn.g_01621
OG0000710	Prbb.g_00933	Prbn.g_01620
OG0000711	Prbb.g_00934	Prbn.g_01619
OG0000712	Prbb.g_00935	Prbn.g_01618
OG0000713	Prbb.g_00936	Prbn.g_01617
OG0000714	Prbb.g_00938	Prbn.g_01615
OG0000715	Prbb.g_00939	Prbn.g_01614
OG0000716	Prbb.g_00942	Prbn.g_01612
OG0000717	Prbb.g_00943	Prbn.g_01611
OG0000718	Prbb.g_00944	Prbn.g_01610
OG0000719	Prbb.g_00946	Prbn.g_01608
OG0000720	Prbb.g_00947	Prbn.g_01607
OG0000721	Prbb.g_00950	Prbn.g_01604
OG0000722	Prbb.g_00951	Prbn.g_01603
OG0000723	Prbb.g_00952	Prbn.g_01602
OG0000724	Prbb.g_00762	Prbn.g_01600
OG0000725	Prbb.g_00763	Prbn.g_01599
OG0000726	Prbb.g_00764	Prbn.g_01598
OG0000727	Prbb.g_00765	Prbn.g_01597
OG0000728	Prbb.g_00766	Prbn.g_01596
OG0000729	Prbb.g_00767	Prbn.g_01595
OG0000730	Prbb.g_00768	Prbn.g_00846
OG0000731	Prbb.g_00769	Prbn.g_00848
OG0000732	Prbb.g_00770	Prbn.g_00849
OG0000733	Prbb.g_00771	Prbn.g_00850
OG0000734	Prbb.g_00772	Prbn.g_00851
OG0000735	Prbb.g_00774	Prbn.g_00853
OG0000736	Prbb.g_00775	Prbn.g_00854
OG0000737	Prbb.g_00776	Prbn.g_00855
OG0000738	Prbb.g_00965	Prbn.g_01442
OG0000739	Prbb.g_00966	Prbn.g_01441
OG0000740	Prbb.g_00967	Prbn.g_01440
OG0000741	Prbb.g_00968	Prbn.g_01439
OG0000742	Prbb.g_00970	Prbn.g_01437
OG0000743	Prbb.g_00971	Prbn.g_01436
OG0000744	Prbb.g_00972	Prbn.g_01435
OG0000745	Prbb.g_00973	Prbn.g_01434
OG0000746	Prbb.g_00974	Prbn.g_01433
OG0000747	Prbb.g_00975	Prbn.g_01432
OG0000748	Prbb.g_00976	Prbn.g_01431
OG0000749	Prbb.g_00977	Prbn.g_01430
OG0000750	Prbb.g_00978	Prbn.g_01428
OG0000751	Prbb.g_00979	Prbn.g_01427
OG0000752	Prbb.g_00893	Prbn.g_01368
OG0000753	Prbb.g_00984	Prbn.g_01425
OG0000754	Prbb.g_00985	Prbn.g_01424
OG0000755	Prbb.g_00986	Prbn.g_01423
OG0000756	Prbb.g_00988	Prbn.g_01421
OG0000757	Prbb.g_00989	Prbn.g_01420
OG0000758	Prbb.g_00990	Prbn.g_01419
OG0000759	Prbb.g_00992	Prbn.g_01417
OG0000760	Prbb.g_00993	Prbn.g_01416
OG0000761	Prbb.g_00994	Prbn.g_01415
OG0000762	Prbb.g_00996	Prbn.g_01413
OG0000763	Prbb.g_00997	Prbn.g_01412
OG0000764	Prbb.g_00998	Prbn.g_01411
OG0000765	Prbb.g_00999	Prbn.g_01410
OG0000766	Prbb.g_01000	Prbn.g_01409
OG0000767	Prbb.g_01002	Prbn.g_01407
OG0000768	Prbb.g_01003	Prbn.g_01406
OG0000769	Prbb.g_01004	Prbn.g_01405
OG0000770	Prbb.g_01005	Prbn.g_01404
OG0000771	Prbb.g_01006	Prbn.g_01403
OG0000772	Prbb.g_00101	Prbn.g_01123
OG0000773	Prbb.g_01007	Prbn.g_01401
OG0000774	Prbb.g_01008	Prbn.g_01400
OG0000775	Prbb.g_01009	Prbn.g_01399
OG0000776	Prbb.g_01010	Prbn.g_01396
OG0000777	Prbb.g_01012	Prbn.g_01395
OG0000778	Prbb.g_01013	Prbn.g_01394
OG0000779	Prbb.g_01014	Prbn.g_01393
OG0000780	Prbb.g_01016	Prbn.g_01391
OG0000781	Prbb.g_01017	Prbn.g_01389
OG0000782	Prbb.g_01018	Prbn.g_01388
OG0000783	Prbb.g_01036	Prbn.g_01384
OG0000784	Prbb.g_01037	Prbn.g_01382
OG0000785	Prbb.g_01038	Prbn.g_01381
OG0000786	Prbb.g_01039	Prbn.g_01380
OG0000787	Prbb.g_01040	Prbn.g_01379
OG0000788	Prbb.g_01045	Prbn.g_01373
OG0000789	Prbb.g_01048	Prbn.g_01370
OG0000790	Prbb.g_00892	Prbn.g_01369
OG0000791	Prbb.g_01049	Prbn.g_01366
OG0000792	Prbb.g_01050	Prbn.g_01365
OG0000793	Prbb.g_01051	Prbn.g_01364
OG0000794	Prbb.g_01054	Prbn.g_01361
OG0000795	Prbb.g_01058	Prbn.g_01460
OG0000796	Prbb.g_01059	Prbn.g_01461
OG0000797	Prbb.g_01062	Prbn.g_01463
OG0000798	Prbb.g_01063	Prbn.g_01464
OG0000799	Prbb.g_01064	Prbn.g_01465
OG0000800	Prbb.g_01065	Prbn.g_01466
OG0000801	Prbb.g_01068	Prbn.g_01469
OG0000802	Prbb.g_01069	Prbn.g_01470
OG0000803	Prbb.g_00891	Prbn.g_01472
OG0000804	Prbb.g_00890	Prbn.g_01473
OG0000805	Prbb.g_00889	Prbn.g_01474
OG0000806	Prbb.g_00887	Prbn.g_01476
OG0000807	Prbb.g_00897	Prbn.g_00692
OG0000808	Prbb.g_01108	Prbn.g_01039
OG0000809	Prbb.g_01090	Prbn.g_01141
OG0000810	Prbb.g_01783	Prbn.g_00473
OG0000811	Prbb.g_02071	Prbn.g_01106
OG0000812	Prbb.g_00392	Prbn.g_01147
OG0000813	Prbb.g_00400	Prbn.g_00111
OG0000814	Prbb.g_01780	Prbn.g_01120
OG0000815	Prbb.g_01085	Prbn.g_01239
OG0000816	Prbb.g_01888	Prbn.g_01651
OG0000817	Prbb.g_01889	Prbn.g_01652
OG0000818	Prbb.g_01126	Prbn.g_01028
OG0000819	Prbb.g_01539	Prbn.g_01167
OG0000820	Prbb.g_01533	Prbn.g_01173
OG0000821	Prbb.g_01531	Prbn.g_01175
OG0000822	Prbb.g_01530	Prbn.g_01176
OG0000823	Prbb.g_01529	Prbn.g_01177
OG0000824	Prbb.g_01528	Prbn.g_01178
OG0000825	Prbb.g_01527	Prbn.g_01179
OG0000826	Prbb.g_01526	Prbn.g_01180
OG0000827	Prbb.g_01525	Prbn.g_01181
OG0000828	Prbb.g_01524	Prbn.g_01182
OG0000829	Prbb.g_01523	Prbn.g_01183
OG0000830	Prbb.g_01521	Prbn.g_01185
OG0000831	Prbb.g_01518	Prbn.g_01188
OG0000832	Prbb.g_01516	Prbn.g_01190
OG0000833	Prbb.g_01515	Prbn.g_01191
OG0000834	Prbb.g_01513	Prbn.g_01192
OG0000835	Prbb.g_01512	Prbn.g_01193
OG0000836	Prbb.g_01511	Prbn.g_01194
OG0000837	Prbb.g_01508	Prbn.g_01197
OG0000838	Prbb.g_01507	Prbn.g_01198
OG0000839	Prbb.g_01506	Prbn.g_01199
OG0000840	Prbb.g_01505	Prbn.g_01200
OG0000841	Prbb.g_01504	Prbn.g_01201
OG0000842	Prbb.g_01502	Prbn.g_01203
OG0000843	Prbb.g_01501	Prbn.g_01204
OG0000844	Prbb.g_01500	Prbn.g_01205
OG0000845	Prbb.g_01499	Prbn.g_01206
OG0000846	Prbb.g_01497	Prbn.g_01208
OG0000847	Prbb.g_01495	Prbn.g_01210
OG0000848	Prbb.g_01493	Prbn.g_01211
OG0000849	Prbb.g_01491	Prbn.g_00387
OG0000850	Prbb.g_01490	Prbn.g_00388
OG0000851	Prbb.g_01488	Prbn.g_00390
OG0000852	Prbb.g_01486	Prbn.g_00392
OG0000853	Prbb.g_01484	Prbn.g_00394
OG0000854	Prbb.g_01482	Prbn.g_00396
OG0000855	Prbb.g_01481	Prbn.g_00397
OG0000856	Prbb.g_01480	Prbn.g_00398
OG0000857	Prbb.g_01479	Prbn.g_00399
OG0000858	Prbb.g_01478	Prbn.g_00400
OG0000859	Prbb.g_01477	Prbn.g_00401
OG0000860	Prbb.g_01476	Prbn.g_00402
OG0000861	Prbb.g_01475	Prbn.g_00403
OG0000862	Prbb.g_01474	Prbn.g_00404
OG0000863	Prbb.g_01473	Prbn.g_00405
OG0000864	Prbb.g_01472	Prbn.g_00406
OG0000865	Prbb.g_01471	Prbn.g_00407
OG0000866	Prbb.g_01470	Prbn.g_00408
OG0000867	Prbb.g_01469	Prbn.g_00409
OG0000868	Prbb.g_01468	Prbn.g_00410
OG0000869	Prbb.g_01465	Prbn.g_00412
OG0000870	Prbb.g_01464	Prbn.g_00413
OG0000871	Prbb.g_01463	Prbn.g_00414
OG0000872	Prbb.g_01462	Prbn.g_00415
OG0000873	Prbb.g_01461	Prbn.g_00417
OG0000874	Prbb.g_01460	Prbn.g_00418
OG0000875	Prbb.g_01459	Prbn.g_00419
OG0000876	Prbb.g_01458	Prbn.g_00420
OG0000877	Prbb.g_01457	Prbn.g_00483
OG0000878	Prbb.g_01291	Prbn.g_01671
OG0000879	Prbb.g_01575	Prbn.g_01095
OG0000880	Prbb.g_01576	Prbn.g_01094
OG0000881	Prbb.g_01577	Prbn.g_01093
OG0000882	Prbb.g_01578	Prbn.g_01092
OG0000883	Prbb.g_01580	Prbn.g_01091
OG0000884	Prbb.g_01581	Prbn.g_01089
OG0000885	Prbb.g_01582	Prbn.g_01088
OG0000886	Prbb.g_01583	Prbn.g_01087
OG0000887	Prbb.g_01584	Prbn.g_01086
OG0000888	Prbb.g_01585	Prbn.g_01085
OG0000889	Prbb.g_01588	Prbn.g_01082
OG0000890	Prbb.g_01589	Prbn.g_01081
OG0000891	Prbb.g_01590	Prbn.g_01080
OG0000892	Prbb.g_01592	Prbn.g_01077
OG0000893	Prbb.g_01593	Prbn.g_01076
OG0000894	Prbb.g_01594	Prbn.g_01075
OG0000895	Prbb.g_01595	Prbn.g_01074
OG0000896	Prbb.g_01596	Prbn.g_01073
OG0000897	Prbb.g_01597	Prbn.g_01072
OG0000898	Prbb.g_01600	Prbn.g_01069
OG0000899	Prbb.g_01601	Prbn.g_01068
OG0000900	Prbb.g_01608	Prbn.g_01216
OG0000901	Prbb.g_01612	Prbn.g_01060
OG0000902	Prbb.g_00746	Prbn.g_00615
OG0000903	Prbb.g_01541	Prbn.g_01124
OG0000904	Prbb.g_01057	Prbn.g_00883
OG0000905	Prbb.g_01789	Prbn.g_01146
OG0000906	Prbb.g_01637	Prbn.g_01164
OG0000907	Prbb.g_00845	Prbn.g_01482
OG0000908	Prbb.g_01201	Prbn.g_01127
OG0000909	Prbb.g_01641	Prbn.g_01242
OG0000910	Prbb.g_01642	Prbn.g_00153
OG0000911	Prbb.g_01643	Prbn.g_00154
OG0000912	Prbb.g_01644	Prbn.g_00155
OG0000913	Prbb.g_01645	Prbn.g_00156
OG0000914	Prbb.g_01646	Prbn.g_00157
OG0000915	Prbb.g_01647	Prbn.g_00158
OG0000916	Prbb.g_01648	Prbn.g_00159
OG0000917	Prbb.g_01649	Prbn.g_00160
OG0000918	Prbb.g_01650	Prbn.g_00161
OG0000919	Prbb.g_01651	Prbn.g_00162
OG0000920	Prbb.g_01652	Prbn.g_00163
OG0000921	Prbb.g_01653	Prbn.g_00164
OG0000922	Prbb.g_01654	Prbn.g_00165
OG0000923	Prbb.g_01655	Prbn.g_00166
OG0000924	Prbb.g_01656	Prbn.g_00167
OG0000925	Prbb.g_01657	Prbn.g_00168
OG0000926	Prbb.g_02044	Prbn.g_01014
OG0000927	Prbb.g_01668	Prbn.g_00195
OG0000928	Prbb.g_01669	Prbn.g_00196
OG0000929	Prbb.g_01670	Prbn.g_00197
OG0000930	Prbb.g_01671	Prbn.g_00198
OG0000931	Prbb.g_01672	Prbn.g_00199
OG0000932	Prbb.g_01674	Prbn.g_00201
OG0000933	Prbb.g_01675	Prbn.g_00202
OG0000934	Prbb.g_01676	Prbn.g_00203
OG0000935	Prbb.g_01677	Prbn.g_00204
OG0000936	Prbb.g_01678	Prbn.g_00205
OG0000937	Prbb.g_01679	Prbn.g_00206
OG0000938	Prbb.g_01680	Prbn.g_00207
OG0000939	Prbb.g_01681	Prbn.g_00208
OG0000940	Prbb.g_01683	Prbn.g_00209
OG0000941	Prbb.g_01684	Prbn.g_00210
OG0000942	Prbb.g_01685	Prbn.g_00211
OG0000943	Prbb.g_01688	Prbn.g_00214
OG0000944	Prbb.g_01689	Prbn.g_00215
OG0000945	Prbb.g_01690	Prbn.g_00216
OG0000946	Prbb.g_01691	Prbn.g_00217
OG0000947	Prbb.g_01692	Prbn.g_00218
OG0000948	Prbb.g_01693	Prbn.g_00219
OG0000949	Prbb.g_01694	Prbn.g_00220
OG0000950	Prbb.g_01695	Prbn.g_00221
OG0000951	Prbb.g_01696	Prbn.g_00222
OG0000952	Prbb.g_01697	Prbn.g_00223
OG0000953	Prbb.g_01698	Prbn.g_00224
OG0000954	Prbb.g_01699	Prbn.g_00225
OG0000955	Prbb.g_01700	Prbn.g_00226
OG0000956	Prbb.g_01701	Prbn.g_00227
OG0000957	Prbb.g_00465	Prbn.g_00228
OG0000958	Prbb.g_01702	Prbn.g_00229
OG0000959	Prbb.g_01703	Prbn.g_00230
OG0000960	Prbb.g_01704	Prbn.g_00231
OG0000961	Prbb.g_01707	Prbn.g_00235
OG0000962	Prbb.g_01708	Prbn.g_00236
OG0000963	Prbb.g_01709	Prbn.g_00237
OG0000964	Prbb.g_01711	Prbn.g_00239
OG0000965	Prbb.g_01712	Prbn.g_00240
OG0000966	Prbb.g_01713	Prbn.g_00241
OG0000967	Prbb.g_01714	Prbn.g_00242
OG0000968	Prbb.g_01715	Prbn.g_00243
OG0000969	Prbb.g_01716	Prbn.g_00244
OG0000970	Prbb.g_01717	Prbn.g_00245
OG0000971	Prbb.g_01718	Prbn.g_00246
OG0000972	Prbb.g_01719	Prbn.g_00247
OG0000973	Prbb.g_01720	Prbn.g_00248
OG0000974	Prbb.g_01722	Prbn.g_00250
OG0000975	Prbb.g_01728	Prbn.g_00256
OG0000976	Prbb.g_01731	Prbn.g_00258
OG0000977	Prbb.g_01732	Prbn.g_00260
OG0000978	Prbb.g_01733	Prbn.g_00262
OG0000979	Prbb.g_01735	Prbn.g_00264
OG0000980	Prbb.g_01736	Prbn.g_00265
OG0000981	Prbb.g_01737	Prbn.g_00266
OG0000982	Prbb.g_01738	Prbn.g_00267
OG0000983	Prbb.g_01740	Prbn.g_00269
OG0000984	Prbb.g_01741	Prbn.g_00270
OG0000985	Prbb.g_01742	Prbn.g_00271
OG0000986	Prbb.g_01744	Prbn.g_00272
OG0000987	Prbb.g_01745	Prbn.g_00273
OG0000988	Prbb.g_01746	Prbn.g_00274
OG0000989	Prbb.g_01747	Prbn.g_00275
OG0000990	Prbb.g_01748	Prbn.g_00276
OG0000991	Prbb.g_01749	Prbn.g_00277
OG0000992	Prbb.g_01750	Prbn.g_00278
OG0000993	Prbb.g_01751	Prbn.g_00279
OG0000994	Prbb.g_01752	Prbn.g_00280
OG0000995	Prbb.g_01753	Prbn.g_00281
OG0000996	Prbb.g_01754	Prbn.g_00282
OG0000997	Prbb.g_01755	Prbn.g_00283
OG0000998	Prbb.g_01756	Prbn.g_00284
OG0000999	Prbb.g_01757	Prbn.g_00285
OG0001000	Prbb.g_01758	Prbn.g_00286
OG0001001	Prbb.g_01760	Prbn.g_00288
OG0001002	Prbb.g_01761	Prbn.g_00289
OG0001003	Prbb.g_01762	Prbn.g_00904
OG0001004	Prbb.g_01763	Prbn.g_00903
OG0001005	Prbb.g_01765	Prbn.g_00900
OG0001006	Prbb.g_01766	Prbn.g_00899
OG0001007	Prbb.g_01767	Prbn.g_00898
OG0001008	Prbb.g_01769	Prbn.g_00896
OG0001009	Prbb.g_01770	Prbn.g_00895
OG0001010	Prbb.g_01555	Prbn.g_01688
OG0001011	Prbb.g_01659	Prbn.g_00486
OG0001012	Prbb.g_00799	Prbn.g_01531
OG0001013	Prbb.g_01817	Prbn.g_01738
OG0001014	Prbb.g_01818	Prbn.g_01739
OG0001015	Prbb.g_01824	Prbn.g_01746
OG0001016	Prbb.g_01825	Prbn.g_01747
OG0001017	Prbb.g_01826	Prbn.g_01748
OG0001018	Prbb.g_01827	Prbn.g_01749
OG0001019	Prbb.g_01828	Prbn.g_01751
OG0001020	Prbb.g_01829	Prbn.g_01752
OG0001021	Prbb.g_01830	Prbn.g_01753
OG0001022	Prbb.g_01831	Prbn.g_01754
OG0001023	Prbb.g_01832	Prbn.g_01755
OG0001024	Prbb.g_01833	Prbn.g_01757
OG0001025	Prbb.g_01834	Prbn.g_01758
OG0001026	Prbb.g_01835	Prbn.g_01759
OG0001027	Prbb.g_01836	Prbn.g_01760
OG0001028	Prbb.g_01837	Prbn.g_01761
OG0001029	Prbb.g_01838	Prbn.g_01762
OG0001030	Prbb.g_01839	Prbn.g_01763
OG0001031	Prbb.g_01840	Prbn.g_01764
OG0001032	Prbb.g_01841	Prbn.g_01765
OG0001033	Prbb.g_01842	Prbn.g_01766
OG0001034	Prbb.g_01843	Prbn.g_01767
OG0001035	Prbb.g_01845	Prbn.g_01770
OG0001036	Prbb.g_01846	Prbn.g_01771
OG0001037	Prbb.g_01847	Prbn.g_01772
OG0001038	Prbb.g_01848	Prbn.g_01773
OG0001039	Prbb.g_01849	Prbn.g_01774
OG0001040	Prbb.g_01851	Prbn.g_01775
OG0001041	Prbb.g_01852	Prbn.g_01776
OG0001042	Prbb.g_01853	Prbn.g_01777
OG0001043	Prbb.g_01854	Prbn.g_01778
OG0001044	Prbb.g_01855	Prbn.g_01779
OG0001045	Prbb.g_01856	Prbn.g_01780
OG0001046	Prbb.g_01857	Prbn.g_01781
OG0001047	Prbb.g_01859	Prbn.g_01784
OG0001048	Prbb.g_01861	Prbn.g_01786
OG0001049	Prbb.g_01862	Prbn.g_01787
OG0001050	Prbb.g_01863	Prbn.g_01788
OG0001051	Prbb.g_01864	Prbn.g_01789
OG0001052	Prbb.g_01865	Prbn.g_01790
OG0001053	Prbb.g_01867	Prbn.g_01792
OG0001054	Prbb.g_01869	Prbn.g_01794
OG0001055	Prbb.g_01870	Prbn.g_01795
OG0001056	Prbb.g_01871	Prbn.g_01796
OG0001057	Prbb.g_01872	Prbn.g_01797
