Orthogroup	Prbb	Pras
OG0000536	Prbb.g_00611	Pras.g_01486
OG0000537	Prbb.g_00612	Pras.g_01487
OG0000538	Prbb.g_00613	Pras.g_01488
OG0000539	Prbb.g_00614	Pras.g_01489
OG0000540	Prbb.g_00615	Pras.g_01490
OG0000541	Prbb.g_00616	Pras.g_01491
OG0000542	Prbb.g_00617	Pras.g_01492
OG0000543	Prbb.g_00618	Pras.g_01493
OG0000544	Prbb.g_00619	Pras.g_01494
OG0000545	Prbb.g_00622	Pras.g_01497
OG0000546	Prbb.g_00623	Pras.g_01498
OG0000547	Prbb.g_00624	Pras.g_01500
OG0000548	Prbb.g_00626	Pras.g_01501
OG0000549	Prbb.g_00627	Pras.g_01502
OG0000550	Prbb.g_00628	Pras.g_01503
OG0000551	Prbb.g_00629	Pras.g_01504
OG0000552	Prbb.g_00630	Pras.g_01505
OG0000553	Prbb.g_00631	Pras.g_01506
OG0000554	Prbb.g_00632	Pras.g_01507
OG0000555	Prbb.g_00633	Pras.g_01508
OG0000556	Prbb.g_00634	Pras.g_01509
OG0000557	Prbb.g_00635	Pras.g_01510
OG0000558	Prbb.g_00636	Pras.g_01511
OG0000559	Prbb.g_00637	Pras.g_01512
OG0000560	Prbb.g_00639	Pras.g_01514
OG0000561	Prbb.g_00640	Pras.g_01515
OG0000562	Prbb.g_00641	Pras.g_01516
OG0000563	Prbb.g_00642	Pras.g_01517
OG0000564	Prbb.g_00643	Pras.g_01518
OG0000565	Prbb.g_00644	Pras.g_01519
OG0000566	Prbb.g_00645	Pras.g_01520
OG0000567	Prbb.g_00646	Pras.g_01521
OG0000568	Prbb.g_00647	Pras.g_01522
OG0000569	Prbb.g_00648	Pras.g_01523
OG0000570	Prbb.g_00649	Pras.g_01524
OG0000571	Prbb.g_00650	Pras.g_01525
OG0000572	Prbb.g_00651	Pras.g_01526
OG0000573	Prbb.g_00654	Pras.g_01529
OG0000574	Prbb.g_00655	Pras.g_01530
OG0000575	Prbb.g_00656	Pras.g_01531
OG0000576	Prbb.g_00657	Pras.g_01532
OG0000577	Prbb.g_00658	Pras.g_01533
OG0000578	Prbb.g_00659	Pras.g_01534
OG0000579	Prbb.g_00660	Pras.g_01535
OG0000580	Prbb.g_00661	Pras.g_01536
OG0000581	Prbb.g_00662	Pras.g_01537
OG0000582	Prbb.g_00664	Pras.g_01538
OG0000583	Prbb.g_00665	Pras.g_01539
OG0000584	Prbb.g_00667	Pras.g_01540
OG0000585	Prbb.g_00668	Pras.g_01541
OG0000586	Prbb.g_00670	Pras.g_01543
OG0000587	Prbb.g_00671	Pras.g_01544
OG0000588	Prbb.g_00674	Pras.g_01546
OG0000589	Prbb.g_00675	Pras.g_01547
OG0000590	Prbb.g_00677	Pras.g_01549
OG0000591	Prbb.g_00684	Pras.g_01555
OG0000592	Prbb.g_00685	Pras.g_01556
OG0000593	Prbb.g_00686	Pras.g_01557
OG0000594	Prbb.g_00689	Pras.g_01559
OG0000595	Prbb.g_00690	Pras.g_01560
OG0000596	Prbb.g_00691	Pras.g_01561
OG0000597	Prbb.g_00693	Pras.g_01563
OG0000598	Prbb.g_00694	Pras.g_01564
OG0000599	Prbb.g_00695	Pras.g_01565
OG0000600	Prbb.g_00696	Pras.g_01566
OG0000601	Prbb.g_00700	Pras.g_01568
OG0000602	Prbb.g_00701	Pras.g_01569
OG0000603	Prbb.g_00702	Pras.g_01570
OG0000604	Prbb.g_01450	Pras.g_01571
OG0000605	Prbb.g_00703	Pras.g_01572
OG0000606	Prbb.g_00705	Pras.g_01573
OG0000607	Prbb.g_00707	Pras.g_01575
OG0000608	Prbb.g_00708	Pras.g_01576
OG0000609	Prbb.g_02176	Pras.g_01580
OG0000610	Prbb.g_01260	Pras.g_01581
OG0000611	Prbb.g_00714	Pras.g_01607
OG0000612	Prbb.g_00715	Pras.g_01608
OG0000613	Prbb.g_00716	Pras.g_01609
OG0000614	Prbb.g_00717	Pras.g_01610
OG0000615	Prbb.g_00719	Pras.g_01612
OG0000616	Prbb.g_00720	Pras.g_01613
OG0000617	Prbb.g_00721	Pras.g_01614
OG0000618	Prbb.g_00722	Pras.g_01615
OG0000619	Prbb.g_00723	Pras.g_01616
OG0000620	Prbb.g_00724	Pras.g_01617
OG0000621	Prbb.g_00725	Pras.g_01618
OG0000622	Prbb.g_00726	Pras.g_01619
OG0000623	Prbb.g_00727	Pras.g_01620
OG0000624	Prbb.g_00729	Pras.g_01621
OG0000625	Prbb.g_00730	Pras.g_01622
OG0000626	Prbb.g_00731	Pras.g_01623
OG0000627	Prbb.g_00733	Pras.g_01624
OG0000628	Prbb.g_00734	Pras.g_01625
OG0000629	Prbb.g_00735	Pras.g_01626
OG0000630	Prbb.g_00736	Pras.g_01627
OG0000631	Prbb.g_00738	Pras.g_01629
OG0000632	Prbb.g_01175	Pras.g_01645
OG0000633	Prbb.g_00108	Pras.g_01649
OG0000634	Prbb.g_01099	Pras.g_01664
OG0000635	Prbb.g_00983	Pras.g_01665
OG0000636	Prbb.g_00982	Pras.g_01666
OG0000637	Prbb.g_00981	Pras.g_01667
OG0000638	Prbb.g_00389	Pras.g_01679
OG0000639	Prbb.g_00958	Pras.g_01688
OG0000640	Prbb.g_00960	Pras.g_01690
OG0000641	Prbb.g_00962	Pras.g_01692
OG0000642	Prbb.g_00963	Pras.g_01693
OG0000643	Prbb.g_00964	Pras.g_01694
OG0000644	Prbb.g_00777	Pras.g_01695
OG0000645	Prbb.g_00778	Pras.g_01696
OG0000646	Prbb.g_00779	Pras.g_01697
OG0000647	Prbb.g_00780	Pras.g_01698
OG0000648	Prbb.g_00782	Pras.g_01700
OG0000649	Prbb.g_00783	Pras.g_01701
OG0000650	Prbb.g_00784	Pras.g_01702
OG0000651	Prbb.g_00785	Pras.g_01703
OG0000652	Prbb.g_00786	Pras.g_01704
OG0000653	Prbb.g_00787	Pras.g_01705
OG0000654	Prbb.g_00789	Pras.g_01707
OG0000655	Prbb.g_00791	Pras.g_01709
OG0000656	Prbb.g_00792	Pras.g_01710
OG0000657	Prbb.g_00793	Pras.g_01711
OG0000658	Prbb.g_00794	Pras.g_01712
OG0000659	Prbb.g_00795	Pras.g_01713
OG0000660	Prbb.g_00796	Pras.g_01714
OG0000661	Prbb.g_00798	Pras.g_01715
OG0000662	Prbb.g_00800	Pras.g_01716
OG0000663	Prbb.g_00801	Pras.g_01717
OG0000664	Prbb.g_00802	Pras.g_01718
OG0000665	Prbb.g_00803	Pras.g_01719
OG0000666	Prbb.g_00804	Pras.g_01720
OG0000667	Prbb.g_00805	Pras.g_01721
OG0000668	Prbb.g_00806	Pras.g_01722
OG0000669	Prbb.g_00808	Pras.g_01724
OG0000670	Prbb.g_00809	Pras.g_01725
OG0000671	Prbb.g_00810	Pras.g_01726
OG0000672	Prbb.g_00811	Pras.g_01727
OG0000673	Prbb.g_00812	Pras.g_01728
OG0000674	Prbb.g_00813	Pras.g_01729
OG0000675	Prbb.g_00814	Pras.g_01731
OG0000676	Prbb.g_00815	Pras.g_01732
OG0000677	Prbb.g_00817	Pras.g_01734
OG0000678	Prbb.g_00819	Pras.g_01736
OG0000679	Prbb.g_00821	Pras.g_01737
OG0000680	Prbb.g_00822	Pras.g_01738
OG0000681	Prbb.g_00823	Pras.g_01739
OG0000682	Prbb.g_00824	Pras.g_01740
OG0000683	Prbb.g_00827	Pras.g_01742
OG0000684	Prbb.g_00828	Pras.g_01743
OG0000685	Prbb.g_00829	Pras.g_01744
OG0000686	Prbb.g_00830	Pras.g_01745
OG0000687	Prbb.g_00831	Pras.g_01746
OG0000688	Prbb.g_00832	Pras.g_01747
OG0000689	Prbb.g_00833	Pras.g_01748
OG0000690	Prbb.g_00834	Pras.g_01749
OG0000691	Prbb.g_00835	Pras.g_01750
OG0000692	Prbb.g_00837	Pras.g_01752
OG0000693	Prbb.g_00838	Pras.g_01753
OG0000694	Prbb.g_00839	Pras.g_01754
OG0000695	Prbb.g_00840	Pras.g_01755
OG0000696	Prbb.g_00841	Pras.g_01756
OG0000697	Prbb.g_00843	Pras.g_01758
OG0000698	Prbb.g_00847	Pras.g_01760
OG0000699	Prbb.g_00848	Pras.g_01761
OG0000700	Prbb.g_00914	Pras.g_01788
OG0000701	Prbb.g_00917	Pras.g_01791
OG0000702	Prbb.g_00922	Pras.g_01792
OG0000703	Prbb.g_00924	Pras.g_01793
OG0000704	Prbb.g_00925	Pras.g_01794
OG0000705	Prbb.g_00926	Pras.g_01795
OG0000706	Prbb.g_00927	Pras.g_01796
OG0000707	Prbb.g_00929	Pras.g_01798
OG0000708	Prbb.g_00930	Pras.g_01799
OG0000709	Prbb.g_00932	Pras.g_01801
OG0000710	Prbb.g_00933	Pras.g_01802
OG0000711	Prbb.g_00934	Pras.g_01803
OG0000712	Prbb.g_00935	Pras.g_01804
OG0000713	Prbb.g_00936	Pras.g_01805
OG0000714	Prbb.g_00938	Pras.g_01807
OG0000715	Prbb.g_00939	Pras.g_01808
OG0000716	Prbb.g_00942	Pras.g_01810
OG0000717	Prbb.g_00943	Pras.g_01811
OG0000718	Prbb.g_00944	Pras.g_01812
OG0000719	Prbb.g_00946	Pras.g_01814
OG0000720	Prbb.g_00947	Pras.g_01815
OG0000721	Prbb.g_00950	Pras.g_01818
OG0000722	Prbb.g_00951	Pras.g_01819
OG0000723	Prbb.g_00952	Pras.g_01820
OG0000724	Prbb.g_00762	Pras.g_01821
OG0000725	Prbb.g_00763	Pras.g_01822
OG0000726	Prbb.g_00764	Pras.g_01823
OG0000727	Prbb.g_00765	Pras.g_01824
OG0000728	Prbb.g_00766	Pras.g_01825
OG0000729	Prbb.g_00767	Pras.g_01826
OG0000730	Prbb.g_00768	Pras.g_01827
OG0000731	Prbb.g_00769	Pras.g_01828
OG0000732	Prbb.g_00770	Pras.g_01829
OG0000733	Prbb.g_00771	Pras.g_01830
OG0000734	Prbb.g_00772	Pras.g_01831
OG0000735	Prbb.g_00774	Pras.g_01833
OG0000736	Prbb.g_00775	Pras.g_01834
OG0000737	Prbb.g_00776	Pras.g_01835
OG0000738	Prbb.g_00965	Pras.g_01836
OG0000739	Prbb.g_00966	Pras.g_01837
OG0000740	Prbb.g_00967	Pras.g_01838
OG0000741	Prbb.g_00968	Pras.g_01839
OG0000742	Prbb.g_00970	Pras.g_01841
OG0000743	Prbb.g_00971	Pras.g_01842
OG0000744	Prbb.g_00972	Pras.g_01843
OG0000745	Prbb.g_00973	Pras.g_01844
OG0000746	Prbb.g_00974	Pras.g_01845
OG0000747	Prbb.g_00975	Pras.g_01846
OG0000748	Prbb.g_00976	Pras.g_01847
OG0000749	Prbb.g_00977	Pras.g_01848
OG0000750	Prbb.g_00978	Pras.g_01849
OG0000751	Prbb.g_00979	Pras.g_01850
OG0000752	Prbb.g_00893	Pras.g_01851
OG0000753	Prbb.g_00984	Pras.g_01853
OG0000754	Prbb.g_00985	Pras.g_01854
OG0000755	Prbb.g_00986	Pras.g_01855
OG0000756	Prbb.g_00988	Pras.g_01856
OG0000757	Prbb.g_00989	Pras.g_01857
OG0000758	Prbb.g_00990	Pras.g_01858
OG0000759	Prbb.g_00992	Pras.g_01860
OG0000760	Prbb.g_00993	Pras.g_01861
OG0000761	Prbb.g_00994	Pras.g_01862
OG0000762	Prbb.g_00996	Pras.g_01864
OG0000763	Prbb.g_00997	Pras.g_01865
OG0000764	Prbb.g_00998	Pras.g_01866
OG0000765	Prbb.g_00999	Pras.g_01867
OG0000766	Prbb.g_01000	Pras.g_01868
OG0000767	Prbb.g_01002	Pras.g_01870
OG0000768	Prbb.g_01003	Pras.g_01871
OG0000769	Prbb.g_01004	Pras.g_01872
OG0000770	Prbb.g_01005	Pras.g_01873
OG0000771	Prbb.g_01006	Pras.g_01874
OG0000772	Prbb.g_00101	Pras.g_01875
OG0000773	Prbb.g_01007	Pras.g_01876
OG0000774	Prbb.g_01008	Pras.g_01877
OG0000775	Prbb.g_01009	Pras.g_01878
OG0000776	Prbb.g_01010	Pras.g_01881
OG0000777	Prbb.g_01012	Pras.g_01883
OG0000778	Prbb.g_01013	Pras.g_01884
OG0000779	Prbb.g_01014	Pras.g_01885
OG0000780	Prbb.g_01016	Pras.g_01887
OG0000781	Prbb.g_01017	Pras.g_01889
OG0000782	Prbb.g_01018	Pras.g_01890
OG0000783	Prbb.g_01036	Pras.g_01903
OG0000784	Prbb.g_01037	Pras.g_01905
OG0000785	Prbb.g_01038	Pras.g_01906
OG0000786	Prbb.g_01039	Pras.g_01907
OG0000787	Prbb.g_01040	Pras.g_01908
OG0000788	Prbb.g_01045	Pras.g_01912
OG0000789	Prbb.g_01048	Pras.g_01914
OG0000790	Prbb.g_00892	Pras.g_01915
OG0000791	Prbb.g_01049	Pras.g_01916
OG0000792	Prbb.g_01050	Pras.g_01917
OG0000793	Prbb.g_01051	Pras.g_01918
OG0000794	Prbb.g_01054	Pras.g_01920
OG0000795	Prbb.g_01058	Pras.g_01923
OG0000796	Prbb.g_01059	Pras.g_01924
OG0000797	Prbb.g_01062	Pras.g_01926
OG0000798	Prbb.g_01063	Pras.g_01927
OG0000799	Prbb.g_01064	Pras.g_01928
OG0000800	Prbb.g_01065	Pras.g_01929
OG0000801	Prbb.g_01068	Pras.g_01932
OG0000802	Prbb.g_01069	Pras.g_01933
OG0000803	Prbb.g_00891	Pras.g_01935
OG0000804	Prbb.g_00890	Pras.g_01936
OG0000805	Prbb.g_00889	Pras.g_01937
OG0000806	Prbb.g_00887	Pras.g_01939
OG0000807	Prbb.g_00897	Pras.g_01964
OG0000808	Prbb.g_01108	Pras.g_01973
OG0000809	Prbb.g_01090	Pras.g_01976
OG0000810	Prbb.g_01783	Pras.g_01977
OG0000811	Prbb.g_02071	Pras.g_01984
OG0000812	Prbb.g_00392	Pras.g_01988
OG0000813	Prbb.g_00400	Pras.g_01992
OG0000814	Prbb.g_01780	Pras.g_01994
OG0000815	Prbb.g_01085	Pras.g_00009
OG0000816	Prbb.g_01888	Pras.g_00024
OG0000817	Prbb.g_01889	Pras.g_00025
OG0000818	Prbb.g_01126	Pras.g_00030
OG0000819	Prbb.g_01539	Pras.g_00037
OG0000820	Prbb.g_01533	Pras.g_00041
OG0000821	Prbb.g_01531	Pras.g_00043
OG0000822	Prbb.g_01530	Pras.g_00044
OG0000823	Prbb.g_01529	Pras.g_00045
OG0000824	Prbb.g_01528	Pras.g_00046
OG0000825	Prbb.g_01527	Pras.g_00047
OG0000826	Prbb.g_01526	Pras.g_00048
OG0000827	Prbb.g_01525	Pras.g_00049
OG0000828	Prbb.g_01524	Pras.g_00050
OG0000829	Prbb.g_01523	Pras.g_00051
OG0000830	Prbb.g_01521	Pras.g_00052
OG0000831	Prbb.g_01518	Pras.g_00055
OG0000832	Prbb.g_01516	Pras.g_00057
OG0000833	Prbb.g_01515	Pras.g_00058
OG0000834	Prbb.g_01513	Pras.g_00059
OG0000835	Prbb.g_01512	Pras.g_00060
OG0000836	Prbb.g_01511	Pras.g_00061
OG0000837	Prbb.g_01508	Pras.g_00063
OG0000838	Prbb.g_01507	Pras.g_00064
OG0000839	Prbb.g_01506	Pras.g_00065
OG0000840	Prbb.g_01505	Pras.g_00066
OG0000841	Prbb.g_01504	Pras.g_00067
OG0000842	Prbb.g_01502	Pras.g_00068
OG0000843	Prbb.g_01501	Pras.g_00069
OG0000844	Prbb.g_01500	Pras.g_00070
OG0000845	Prbb.g_01499	Pras.g_00071
OG0000846	Prbb.g_01497	Pras.g_00074
OG0000847	Prbb.g_01495	Pras.g_00076
OG0000848	Prbb.g_01493	Pras.g_00077
OG0000849	Prbb.g_01491	Pras.g_00078
OG0000850	Prbb.g_01490	Pras.g_00079
OG0000851	Prbb.g_01488	Pras.g_00080
OG0000852	Prbb.g_01486	Pras.g_00082
OG0000853	Prbb.g_01484	Pras.g_00083
OG0000854	Prbb.g_01482	Pras.g_00085
OG0000855	Prbb.g_01481	Pras.g_00086
OG0000856	Prbb.g_01480	Pras.g_00087
OG0000857	Prbb.g_01479	Pras.g_00088
OG0000858	Prbb.g_01478	Pras.g_00089
OG0000859	Prbb.g_01477	Pras.g_00090
OG0000860	Prbb.g_01476	Pras.g_00091
OG0000861	Prbb.g_01475	Pras.g_00092
OG0000862	Prbb.g_01474	Pras.g_00093
OG0000863	Prbb.g_01473	Pras.g_00094
OG0000864	Prbb.g_01472	Pras.g_00095
OG0000865	Prbb.g_01471	Pras.g_00097
OG0000866	Prbb.g_01470	Pras.g_00098
OG0000867	Prbb.g_01469	Pras.g_00099
OG0000868	Prbb.g_01468	Pras.g_00100
OG0000869	Prbb.g_01465	Pras.g_00102
OG0000870	Prbb.g_01464	Pras.g_00103
OG0000871	Prbb.g_01463	Pras.g_00105
OG0000872	Prbb.g_01462	Pras.g_00106
OG0000873	Prbb.g_01461	Pras.g_00108
OG0000874	Prbb.g_01460	Pras.g_00109
OG0000875	Prbb.g_01459	Pras.g_00110
OG0000876	Prbb.g_01458	Pras.g_00111
OG0000877	Prbb.g_01457	Pras.g_00113
OG0000878	Prbb.g_01291	Pras.g_00178
OG0000879	Prbb.g_01575	Pras.g_00197
OG0000880	Prbb.g_01576	Pras.g_00198
OG0000881	Prbb.g_01577	Pras.g_00199
OG0000882	Prbb.g_01578	Pras.g_00200
OG0000883	Prbb.g_01580	Pras.g_00201
OG0000884	Prbb.g_01581	Pras.g_00204
OG0000885	Prbb.g_01582	Pras.g_00205
OG0000886	Prbb.g_01583	Pras.g_00206
OG0000887	Prbb.g_01584	Pras.g_00207
OG0000888	Prbb.g_01585	Pras.g_00208
OG0000889	Prbb.g_01588	Pras.g_00211
OG0000890	Prbb.g_01589	Pras.g_00212
OG0000891	Prbb.g_01590	Pras.g_00213
OG0000892	Prbb.g_01592	Pras.g_00214
OG0000893	Prbb.g_01593	Pras.g_00216
OG0000894	Prbb.g_01594	Pras.g_00217
OG0000895	Prbb.g_01595	Pras.g_00218
OG0000896	Prbb.g_01596	Pras.g_00219
OG0000897	Prbb.g_01597	Pras.g_00220
OG0000898	Prbb.g_01600	Pras.g_00223
OG0000899	Prbb.g_01601	Pras.g_00224
OG0000900	Prbb.g_01608	Pras.g_00232
OG0000901	Prbb.g_01612	Pras.g_00236
OG0000902	Prbb.g_00746	Pras.g_00237
OG0000903	Prbb.g_01541	Pras.g_00238
OG0000904	Prbb.g_01057	Pras.g_00240
OG0000905	Prbb.g_01789	Pras.g_00242
OG0000906	Prbb.g_01637	Pras.g_00244
OG0000907	Prbb.g_00845	Pras.g_00245
OG0000908	Prbb.g_01201	Pras.g_00248
OG0000909	Prbb.g_01641	Pras.g_00252
OG0000910	Prbb.g_01642	Pras.g_00253
OG0000911	Prbb.g_01643	Pras.g_00254
OG0000912	Prbb.g_01644	Pras.g_00255
OG0000913	Prbb.g_01645	Pras.g_00256
OG0000914	Prbb.g_01646	Pras.g_00257
OG0000915	Prbb.g_01647	Pras.g_00258
OG0000916	Prbb.g_01648	Pras.g_00259
OG0000917	Prbb.g_01649	Pras.g_00260
OG0000918	Prbb.g_01650	Pras.g_00261
OG0000919	Prbb.g_01651	Pras.g_00262
OG0000920	Prbb.g_01652	Pras.g_00263
OG0000921	Prbb.g_01653	Pras.g_00264
OG0000922	Prbb.g_01654	Pras.g_00265
OG0000923	Prbb.g_01655	Pras.g_00266
OG0000924	Prbb.g_01656	Pras.g_00267
OG0000925	Prbb.g_01657	Pras.g_00268
OG0000926	Prbb.g_02044	Pras.g_00289
OG0000927	Prbb.g_01668	Pras.g_00332
OG0000928	Prbb.g_01669	Pras.g_00333
OG0000929	Prbb.g_01670	Pras.g_00334
OG0000930	Prbb.g_01671	Pras.g_00335
OG0000931	Prbb.g_01672	Pras.g_00336
OG0000932	Prbb.g_01674	Pras.g_00338
OG0000933	Prbb.g_01675	Pras.g_00339
OG0000934	Prbb.g_01676	Pras.g_00340
OG0000935	Prbb.g_01677	Pras.g_00341
OG0000936	Prbb.g_01678	Pras.g_00342
OG0000937	Prbb.g_01679	Pras.g_00343
OG0000938	Prbb.g_01680	Pras.g_00344
OG0000939	Prbb.g_01681	Pras.g_00345
OG0000940	Prbb.g_01683	Pras.g_00346
OG0000941	Prbb.g_01684	Pras.g_00348
OG0000942	Prbb.g_01685	Pras.g_00349
OG0000943	Prbb.g_01688	Pras.g_00352
OG0000944	Prbb.g_01689	Pras.g_00353
OG0000945	Prbb.g_01690	Pras.g_00354
OG0000946	Prbb.g_01691	Pras.g_00355
OG0000947	Prbb.g_01692	Pras.g_00356
OG0000948	Prbb.g_01693	Pras.g_00357
OG0000949	Prbb.g_01694	Pras.g_00358
OG0000950	Prbb.g_01695	Pras.g_00359
OG0000951	Prbb.g_01696	Pras.g_00360
OG0000952	Prbb.g_01697	Pras.g_00361
OG0000953	Prbb.g_01698	Pras.g_00362
OG0000954	Prbb.g_01699	Pras.g_00363
OG0000955	Prbb.g_01700	Pras.g_00364
OG0000956	Prbb.g_01701	Pras.g_00365
OG0000957	Prbb.g_00465	Pras.g_00366
OG0000958	Prbb.g_01702	Pras.g_00367
OG0000959	Prbb.g_01703	Pras.g_00368
OG0000960	Prbb.g_01704	Pras.g_00369
OG0000961	Prbb.g_01707	Pras.g_00373
OG0000962	Prbb.g_01708	Pras.g_00374
OG0000963	Prbb.g_01709	Pras.g_00375
OG0000964	Prbb.g_01711	Pras.g_00377
OG0000965	Prbb.g_01712	Pras.g_00378
OG0000966	Prbb.g_01713	Pras.g_00379
OG0000967	Prbb.g_01714	Pras.g_00380
OG0000968	Prbb.g_01715	Pras.g_00381
OG0000969	Prbb.g_01716	Pras.g_00382
OG0000970	Prbb.g_01717	Pras.g_00384
OG0000971	Prbb.g_01718	Pras.g_00385
OG0000972	Prbb.g_01719	Pras.g_00386
OG0000973	Prbb.g_01720	Pras.g_00387
OG0000974	Prbb.g_01722	Pras.g_00389
OG0000975	Prbb.g_01728	Pras.g_00392
OG0000976	Prbb.g_01731	Pras.g_00394
OG0000977	Prbb.g_01732	Pras.g_00395
OG0000978	Prbb.g_01733	Pras.g_00396
OG0000979	Prbb.g_01735	Pras.g_00399
OG0000980	Prbb.g_01736	Pras.g_00400
OG0000981	Prbb.g_01737	Pras.g_00401
OG0000982	Prbb.g_01738	Pras.g_00402
OG0000983	Prbb.g_01740	Pras.g_00405
OG0000984	Prbb.g_01741	Pras.g_00406
OG0000985	Prbb.g_01742	Pras.g_00407
OG0000986	Prbb.g_01744	Pras.g_00408
OG0000987	Prbb.g_01745	Pras.g_00409
OG0000988	Prbb.g_01746	Pras.g_00410
OG0000989	Prbb.g_01747	Pras.g_00411
OG0000990	Prbb.g_01748	Pras.g_00412
OG0000991	Prbb.g_01749	Pras.g_00413
OG0000992	Prbb.g_01750	Pras.g_00414
OG0000993	Prbb.g_01751	Pras.g_00415
OG0000994	Prbb.g_01752	Pras.g_00416
OG0000995	Prbb.g_01753	Pras.g_00417
OG0000996	Prbb.g_01754	Pras.g_00418
OG0000997	Prbb.g_01755	Pras.g_00419
OG0000998	Prbb.g_01756	Pras.g_00420
OG0000999	Prbb.g_01757	Pras.g_00421
OG0001000	Prbb.g_01758	Pras.g_00422
OG0001001	Prbb.g_01760	Pras.g_00424
OG0001002	Prbb.g_01761	Pras.g_00425
OG0001003	Prbb.g_01762	Pras.g_00426
OG0001004	Prbb.g_01763	Pras.g_00427
OG0001005	Prbb.g_01765	Pras.g_00428
OG0001006	Prbb.g_01766	Pras.g_00429
OG0001007	Prbb.g_01767	Pras.g_00430
OG0001008	Prbb.g_01769	Pras.g_00432
OG0001009	Prbb.g_01770	Pras.g_00433
OG0001010	Prbb.g_01555	Pras.g_00441
OG0001011	Prbb.g_01659	Pras.g_00448
OG0001012	Prbb.g_00799	Pras.g_00473
OG0001013	Prbb.g_01817	Pras.g_00544
OG0001014	Prbb.g_01818	Pras.g_00545
OG0001015	Prbb.g_01824	Pras.g_00551
OG0001016	Prbb.g_01825	Pras.g_00552
OG0001017	Prbb.g_01826	Pras.g_00553
OG0001018	Prbb.g_01827	Pras.g_00554
OG0001019	Prbb.g_01828	Pras.g_00556
OG0001020	Prbb.g_01829	Pras.g_00557
OG0001021	Prbb.g_01830	Pras.g_00558
OG0001022	Prbb.g_01831	Pras.g_00559
OG0001023	Prbb.g_01832	Pras.g_00560
OG0001024	Prbb.g_01833	Pras.g_00561
OG0001025	Prbb.g_01834	Pras.g_00562
OG0001026	Prbb.g_01835	Pras.g_00564
OG0001027	Prbb.g_01836	Pras.g_00565
OG0001028	Prbb.g_01837	Pras.g_00566
OG0001029	Prbb.g_01838	Pras.g_00567
OG0001030	Prbb.g_01839	Pras.g_00568
OG0001031	Prbb.g_01840	Pras.g_00569
OG0001032	Prbb.g_01841	Pras.g_00570
OG0001033	Prbb.g_01842	Pras.g_00571
OG0001034	Prbb.g_01843	Pras.g_00572
OG0001035	Prbb.g_01845	Pras.g_00574
OG0001036	Prbb.g_01846	Pras.g_00575
OG0001037	Prbb.g_01847	Pras.g_00576
OG0001038	Prbb.g_01848	Pras.g_00577
OG0001039	Prbb.g_01849	Pras.g_00578
OG0001040	Prbb.g_01851	Pras.g_00579
OG0001041	Prbb.g_01852	Pras.g_00580
OG0001042	Prbb.g_01853	Pras.g_00581
OG0001043	Prbb.g_01854	Pras.g_00582
OG0001044	Prbb.g_01855	Pras.g_00583
OG0001045	Prbb.g_01856	Pras.g_00584
OG0001046	Prbb.g_01857	Pras.g_00585
OG0001047	Prbb.g_01859	Pras.g_00588
OG0001048	Prbb.g_01861	Pras.g_00590
OG0001049	Prbb.g_01862	Pras.g_00591
OG0001050	Prbb.g_01863	Pras.g_00592
OG0001051	Prbb.g_01864	Pras.g_00593
OG0001052	Prbb.g_01865	Pras.g_00594
OG0001053	Prbb.g_01867	Pras.g_00596
OG0001054	Prbb.g_01869	Pras.g_00598
OG0001055	Prbb.g_01870	Pras.g_00599
OG0001056	Prbb.g_01871	Pras.g_00600
OG0001057	Prbb.g_01872	Pras.g_00601
OG0001058	Prbb.g_01873	Pras.g_00602
OG0001059	Prbb.g_01874	Pras.g_00603
OG0001060	Prbb.g_01875	Pras.g_00604
OG0001061	Prbb.g_01876	Pras.g_00605
OG0001062	Prbb.g_01877	Pras.g_00606
OG0001063	Prbb.g_01878	Pras.g_00607
OG0001064	Prbb.g_01880	Pras.g_00609
OG0001065	Prbb.g_01922	Pras.g_00613
OG0001066	Prbb.g_01924	Pras.g_00614
OG0001067	Prbb.g_01925	Pras.g_00615
OG0001068	Prbb.g_01927	Pras.g_00617
OG0001069	Prbb.g_01928	Pras.g_00618
OG0001070	Prbb.g_01929	Pras.g_00619
OG0001071	Prbb.g_01930	Pras.g_00620
OG0001072	Prbb.g_01931	Pras.g_00621
OG0001073	Prbb.g_01932	Pras.g_00622
OG0001074	Prbb.g_01933	Pras.g_00623
OG0001075	Prbb.g_01934	Pras.g_00624
OG0001076	Prbb.g_01935	Pras.g_00625
OG0001077	Prbb.g_01936	Pras.g_00626
OG0001078	Prbb.g_01937	Pras.g_00627
OG0001079	Prbb.g_01938	Pras.g_00628
OG0001080	Prbb.g_01939	Pras.g_00629
OG0001081	Prbb.g_01948	Pras.g_00632
OG0001082	Prbb.g_01947	Pras.g_00633
OG0001083	Prbb.g_01943	Pras.g_00634
OG0001084	Prbb.g_01945	Pras.g_00636
OG0001085	Prbb.g_01946	Pras.g_00637
OG0001086	Prbb.g_01942	Pras.g_00638
OG0001087	Prbb.g_01941	Pras.g_00639
OG0001088	Prbb.g_01940	Pras.g_00640
OG0001089	Prbb.g_01958	Pras.g_00645
OG0001090	Prbb.g_01960	Pras.g_00647
OG0001091	Prbb.g_01961	Pras.g_00648
OG0001092	Prbb.g_01962	Pras.g_00649
OG0001093	Prbb.g_01963	Pras.g_00650
OG0001094	Prbb.g_01964	Pras.g_00651
