Orthogroup	Prbb	Praz
OG0000542	Prbb.g_00617	Praz.g_01714
OG0000543	Prbb.g_00618	Praz.g_01713
OG0000544	Prbb.g_00619	Praz.g_01712
OG0000545	Prbb.g_00622	Praz.g_01709
OG0000546	Prbb.g_00623	Praz.g_01708
OG0000547	Prbb.g_00624	Praz.g_01706
OG0000548	Prbb.g_00626	Praz.g_01705
OG0000549	Prbb.g_00627	Praz.g_01704
OG0000550	Prbb.g_00628	Praz.g_01703
OG0000551	Prbb.g_00629	Praz.g_01702
OG0000552	Prbb.g_00630	Praz.g_01701
OG0000553	Prbb.g_00631	Praz.g_01700
OG0000554	Prbb.g_00632	Praz.g_01699
OG0000555	Prbb.g_00633	Praz.g_01698
OG0000556	Prbb.g_00634	Praz.g_01697
OG0000557	Prbb.g_00635	Praz.g_01696
OG0000558	Prbb.g_00636	Praz.g_01695
OG0000559	Prbb.g_00637	Praz.g_01694
OG0000560	Prbb.g_00639	Praz.g_01692
OG0000561	Prbb.g_00640	Praz.g_01691
OG0000562	Prbb.g_00641	Praz.g_01690
OG0000563	Prbb.g_00642	Praz.g_01689
OG0000564	Prbb.g_00643	Praz.g_01688
OG0000565	Prbb.g_00644	Praz.g_01687
OG0000566	Prbb.g_00645	Praz.g_01686
OG0000567	Prbb.g_00646	Praz.g_01685
OG0000568	Prbb.g_00647	Praz.g_01684
OG0000569	Prbb.g_00648	Praz.g_01683
OG0000570	Prbb.g_00649	Praz.g_01682
OG0000571	Prbb.g_00650	Praz.g_01681
OG0000572	Prbb.g_00651	Praz.g_01680
OG0000573	Prbb.g_00654	Praz.g_01677
OG0000574	Prbb.g_00655	Praz.g_01676
OG0000575	Prbb.g_00656	Praz.g_01675
OG0000576	Prbb.g_00657	Praz.g_01674
OG0000577	Prbb.g_00658	Praz.g_01673
OG0000578	Prbb.g_00659	Praz.g_01672
OG0000579	Prbb.g_00660	Praz.g_01671
OG0000580	Prbb.g_00661	Praz.g_01670
OG0000581	Prbb.g_00662	Praz.g_01669
OG0000582	Prbb.g_00664	Praz.g_01668
OG0000583	Prbb.g_00665	Praz.g_01667
OG0000584	Prbb.g_00667	Praz.g_01666
OG0000585	Prbb.g_00668	Praz.g_01665
OG0000586	Prbb.g_00670	Praz.g_01663
OG0000587	Prbb.g_00671	Praz.g_01662
OG0000588	Prbb.g_00674	Praz.g_01660
OG0000589	Prbb.g_00675	Praz.g_01659
OG0000590	Prbb.g_00677	Praz.g_01657
OG0000591	Prbb.g_00684	Praz.g_01651
OG0000592	Prbb.g_00685	Praz.g_01650
OG0000593	Prbb.g_00686	Praz.g_01649
OG0000594	Prbb.g_00689	Praz.g_01647
OG0000595	Prbb.g_00690	Praz.g_01646
OG0000596	Prbb.g_00691	Praz.g_01645
OG0000597	Prbb.g_00693	Praz.g_01643
OG0000598	Prbb.g_00694	Praz.g_01642
OG0000599	Prbb.g_00695	Praz.g_01641
OG0000600	Prbb.g_00696	Praz.g_01640
OG0000601	Prbb.g_00700	Praz.g_01638
OG0000602	Prbb.g_00701	Praz.g_01637
OG0000603	Prbb.g_00702	Praz.g_01636
OG0000604	Prbb.g_01450	Praz.g_01635
OG0000605	Prbb.g_00703	Praz.g_01634
OG0000606	Prbb.g_00705	Praz.g_01633
OG0000607	Prbb.g_00707	Praz.g_01631
OG0000608	Prbb.g_00708	Praz.g_01630
OG0000609	Prbb.g_02176	Praz.g_01626
OG0000610	Prbb.g_01260	Praz.g_01625
OG0000611	Prbb.g_00714	Praz.g_01606
OG0000612	Prbb.g_00715	Praz.g_01605
OG0000613	Prbb.g_00716	Praz.g_01604
OG0000614	Prbb.g_00717	Praz.g_01603
OG0000615	Prbb.g_00719	Praz.g_01601
OG0000616	Prbb.g_00720	Praz.g_01600
OG0000617	Prbb.g_00721	Praz.g_01599
OG0000618	Prbb.g_00722	Praz.g_01598
OG0000619	Prbb.g_00723	Praz.g_01597
OG0000620	Prbb.g_00724	Praz.g_01596
OG0000621	Prbb.g_00725	Praz.g_01595
OG0000622	Prbb.g_00726	Praz.g_01594
OG0000623	Prbb.g_00727	Praz.g_01593
OG0000624	Prbb.g_00729	Praz.g_01592
OG0000625	Prbb.g_00730	Praz.g_01591
OG0000626	Prbb.g_00731	Praz.g_01590
OG0000627	Prbb.g_00733	Praz.g_01589
OG0000628	Prbb.g_00734	Praz.g_01588
OG0000629	Prbb.g_00735	Praz.g_01587
OG0000630	Prbb.g_00736	Praz.g_01586
OG0000631	Prbb.g_00738	Praz.g_01584
OG0000632	Prbb.g_01175	Praz.g_01571
OG0000633	Prbb.g_00108	Praz.g_01567
OG0000634	Prbb.g_01099	Praz.g_01554
OG0000635	Prbb.g_00983	Praz.g_01547
OG0000636	Prbb.g_00982	Praz.g_01546
OG0000637	Prbb.g_00981	Praz.g_01545
OG0000638	Prbb.g_00389	Praz.g_01534
OG0000639	Prbb.g_00958	Praz.g_01525
OG0000640	Prbb.g_00960	Praz.g_01523
OG0000641	Prbb.g_00962	Praz.g_01521
OG0000642	Prbb.g_00963	Praz.g_01520
OG0000643	Prbb.g_00964	Praz.g_01519
OG0000644	Prbb.g_00777	Praz.g_01518
OG0000645	Prbb.g_00778	Praz.g_01517
OG0000646	Prbb.g_00779	Praz.g_01516
OG0000647	Prbb.g_00780	Praz.g_01515
OG0000648	Prbb.g_00782	Praz.g_01513
OG0000649	Prbb.g_00783	Praz.g_01512
OG0000650	Prbb.g_00784	Praz.g_01511
OG0000651	Prbb.g_00785	Praz.g_01510
OG0000652	Prbb.g_00786	Praz.g_01509
OG0000653	Prbb.g_00787	Praz.g_01508
OG0000654	Prbb.g_00789	Praz.g_01506
OG0000655	Prbb.g_00791	Praz.g_01504
OG0000656	Prbb.g_00792	Praz.g_01503
OG0000657	Prbb.g_00793	Praz.g_01502
OG0000658	Prbb.g_00794	Praz.g_01501
OG0000659	Prbb.g_00795	Praz.g_01500
OG0000660	Prbb.g_00796	Praz.g_01499
OG0000661	Prbb.g_00798	Praz.g_01498
OG0000662	Prbb.g_00800	Praz.g_01497
OG0000663	Prbb.g_00801	Praz.g_01496
OG0000664	Prbb.g_00802	Praz.g_01495
OG0000665	Prbb.g_00803	Praz.g_01494
OG0000666	Prbb.g_00804	Praz.g_01493
OG0000667	Prbb.g_00805	Praz.g_01492
OG0000668	Prbb.g_00806	Praz.g_01491
OG0000669	Prbb.g_00808	Praz.g_01489
OG0000670	Prbb.g_00809	Praz.g_01488
OG0000671	Prbb.g_00810	Praz.g_01487
OG0000672	Prbb.g_00811	Praz.g_01486
OG0000673	Prbb.g_00812	Praz.g_01485
OG0000674	Prbb.g_00813	Praz.g_01484
OG0000675	Prbb.g_00814	Praz.g_01482
OG0000676	Prbb.g_00815	Praz.g_01481
OG0000677	Prbb.g_00817	Praz.g_01478
OG0000678	Prbb.g_00819	Praz.g_01476
OG0000679	Prbb.g_00821	Praz.g_01475
OG0000680	Prbb.g_00822	Praz.g_01474
OG0000681	Prbb.g_00823	Praz.g_01473
OG0000682	Prbb.g_00824	Praz.g_01472
OG0000683	Prbb.g_00827	Praz.g_01470
OG0000684	Prbb.g_00828	Praz.g_01469
OG0000685	Prbb.g_00829	Praz.g_01468
OG0000686	Prbb.g_00830	Praz.g_01467
OG0000687	Prbb.g_00831	Praz.g_01466
OG0000688	Prbb.g_00832	Praz.g_01465
OG0000689	Prbb.g_00833	Praz.g_01464
OG0000690	Prbb.g_00834	Praz.g_01463
OG0000691	Prbb.g_00835	Praz.g_01462
OG0000692	Prbb.g_00837	Praz.g_01460
OG0000693	Prbb.g_00838	Praz.g_01459
OG0000694	Prbb.g_00839	Praz.g_01458
OG0000695	Prbb.g_00840	Praz.g_01457
OG0000696	Prbb.g_00841	Praz.g_01456
OG0000697	Prbb.g_00843	Praz.g_01454
OG0000698	Prbb.g_00847	Praz.g_01452
OG0000699	Prbb.g_00848	Praz.g_01451
OG0000700	Prbb.g_00914	Praz.g_01424
OG0000701	Prbb.g_00917	Praz.g_01420
OG0000702	Prbb.g_00922	Praz.g_01417
OG0000703	Prbb.g_00924	Praz.g_01416
OG0000704	Prbb.g_00925	Praz.g_01415
OG0000705	Prbb.g_00926	Praz.g_01414
OG0000706	Prbb.g_00927	Praz.g_01413
OG0000707	Prbb.g_00929	Praz.g_01411
OG0000708	Prbb.g_00930	Praz.g_01410
OG0000709	Prbb.g_00932	Praz.g_01408
OG0000710	Prbb.g_00933	Praz.g_01407
OG0000711	Prbb.g_00934	Praz.g_01406
OG0000712	Prbb.g_00935	Praz.g_01405
OG0000713	Prbb.g_00936	Praz.g_01404
OG0000714	Prbb.g_00938	Praz.g_01402
OG0000715	Prbb.g_00939	Praz.g_01401
OG0000716	Prbb.g_00942	Praz.g_01399
OG0000717	Prbb.g_00943	Praz.g_01398
OG0000718	Prbb.g_00944	Praz.g_01397
OG0000719	Prbb.g_00946	Praz.g_01395
OG0000720	Prbb.g_00947	Praz.g_01394
OG0000721	Prbb.g_00950	Praz.g_01392
OG0000722	Prbb.g_00951	Praz.g_01391
OG0000723	Prbb.g_00952	Praz.g_01390
OG0000724	Prbb.g_00762	Praz.g_01388
OG0000725	Prbb.g_00763	Praz.g_01387
OG0000726	Prbb.g_00764	Praz.g_01386
OG0000727	Prbb.g_00765	Praz.g_01385
OG0000728	Prbb.g_00766	Praz.g_01384
OG0000729	Prbb.g_00767	Praz.g_01383
OG0000730	Prbb.g_00768	Praz.g_01382
OG0000731	Prbb.g_00769	Praz.g_01381
OG0000732	Prbb.g_00770	Praz.g_01380
OG0000733	Prbb.g_00771	Praz.g_01379
OG0000734	Prbb.g_00772	Praz.g_01378
OG0000735	Prbb.g_00774	Praz.g_01376
OG0000736	Prbb.g_00775	Praz.g_01375
OG0000737	Prbb.g_00776	Praz.g_01374
OG0000738	Prbb.g_00965	Praz.g_01373
OG0000739	Prbb.g_00966	Praz.g_01372
OG0000740	Prbb.g_00967	Praz.g_01371
OG0000741	Prbb.g_00968	Praz.g_01370
OG0000742	Prbb.g_00970	Praz.g_01368
OG0000743	Prbb.g_00971	Praz.g_01367
OG0000744	Prbb.g_00972	Praz.g_01366
OG0000745	Prbb.g_00973	Praz.g_01365
OG0000746	Prbb.g_00974	Praz.g_01364
OG0000747	Prbb.g_00975	Praz.g_01363
OG0000748	Prbb.g_00976	Praz.g_01362
OG0000749	Prbb.g_00977	Praz.g_01361
OG0000750	Prbb.g_00978	Praz.g_01360
OG0000751	Prbb.g_00979	Praz.g_01359
OG0000752	Prbb.g_00893	Praz.g_01358
OG0000753	Prbb.g_00984	Praz.g_01356
OG0000754	Prbb.g_00985	Praz.g_01355
OG0000755	Prbb.g_00986	Praz.g_01354
OG0000756	Prbb.g_00988	Praz.g_01353
OG0000757	Prbb.g_00989	Praz.g_01352
OG0000758	Prbb.g_00990	Praz.g_01351
OG0000759	Prbb.g_00992	Praz.g_01349
OG0000760	Prbb.g_00993	Praz.g_01348
OG0000761	Prbb.g_00994	Praz.g_01347
OG0000762	Prbb.g_00996	Praz.g_01345
OG0000763	Prbb.g_00997	Praz.g_01344
OG0000764	Prbb.g_00998	Praz.g_01343
OG0000765	Prbb.g_00999	Praz.g_01342
OG0000766	Prbb.g_01000	Praz.g_01341
OG0000767	Prbb.g_01002	Praz.g_01339
OG0000768	Prbb.g_01003	Praz.g_01338
OG0000769	Prbb.g_01004	Praz.g_01337
OG0000770	Prbb.g_01005	Praz.g_01336
OG0000771	Prbb.g_01006	Praz.g_01335
OG0000772	Prbb.g_00101	Praz.g_01334
OG0000773	Prbb.g_01007	Praz.g_01333
OG0000774	Prbb.g_01008	Praz.g_01332
OG0000775	Prbb.g_01009	Praz.g_01331
OG0000776	Prbb.g_01010	Praz.g_01329
OG0000777	Prbb.g_01012	Praz.g_01327
OG0000778	Prbb.g_01013	Praz.g_01326
OG0000779	Prbb.g_01014	Praz.g_01325
OG0000780	Prbb.g_01016	Praz.g_01323
OG0000781	Prbb.g_01017	Praz.g_01321
OG0000782	Prbb.g_01018	Praz.g_01320
OG0000783	Prbb.g_01036	Praz.g_01308
OG0000784	Prbb.g_01037	Praz.g_01306
OG0000785	Prbb.g_01038	Praz.g_01305
OG0000786	Prbb.g_01039	Praz.g_01304
OG0000787	Prbb.g_01040	Praz.g_01303
OG0000788	Prbb.g_01045	Praz.g_01299
OG0000789	Prbb.g_01048	Praz.g_01297
OG0000790	Prbb.g_00892	Praz.g_01296
OG0000791	Prbb.g_01049	Praz.g_01294
OG0000792	Prbb.g_01050	Praz.g_01293
OG0000793	Prbb.g_01051	Praz.g_01292
OG0000794	Prbb.g_01054	Praz.g_01290
OG0000795	Prbb.g_01058	Praz.g_01287
OG0000796	Prbb.g_01059	Praz.g_01286
OG0000797	Prbb.g_01062	Praz.g_01284
OG0000798	Prbb.g_01063	Praz.g_01283
OG0000799	Prbb.g_01064	Praz.g_01282
OG0000800	Prbb.g_01065	Praz.g_01281
OG0000801	Prbb.g_01068	Praz.g_00064
OG0000802	Prbb.g_01069	Praz.g_00065
OG0000803	Prbb.g_00891	Praz.g_00067
OG0000804	Prbb.g_00890	Praz.g_00068
OG0000805	Prbb.g_00889	Praz.g_00069
OG0000806	Prbb.g_00887	Praz.g_00071
OG0000807	Prbb.g_00897	Praz.g_00096
OG0000808	Prbb.g_01108	Praz.g_00105
OG0000809	Prbb.g_01090	Praz.g_00108
OG0000810	Prbb.g_01783	Praz.g_00109
OG0000811	Prbb.g_02071	Praz.g_00116
OG0000812	Prbb.g_00392	Praz.g_00060
OG0000813	Prbb.g_00400	Praz.g_00056
OG0000814	Prbb.g_01780	Praz.g_00054
OG0000815	Prbb.g_01085	Praz.g_00040
OG0000816	Prbb.g_01888	Praz.g_00024
OG0000817	Prbb.g_01889	Praz.g_00023
OG0000818	Prbb.g_01126	Praz.g_00018
OG0000819	Prbb.g_01539	Praz.g_00011
OG0000820	Prbb.g_01533	Praz.g_00007
OG0000821	Prbb.g_01531	Praz.g_00005
OG0000822	Prbb.g_01530	Praz.g_00004
OG0000823	Prbb.g_01529	Praz.g_00003
OG0000824	Prbb.g_01528	Praz.g_00002
OG0000825	Prbb.g_01527	Praz.g_00001
OG0000826	Prbb.g_01526	Praz.g_00763
OG0000827	Prbb.g_01525	Praz.g_00762
OG0000828	Prbb.g_01524	Praz.g_00761
OG0000829	Prbb.g_01523	Praz.g_00760
OG0000830	Prbb.g_01521	Praz.g_00759
OG0000831	Prbb.g_01518	Praz.g_00756
OG0000832	Prbb.g_01516	Praz.g_00754
OG0000833	Prbb.g_01515	Praz.g_00753
OG0000834	Prbb.g_01513	Praz.g_00751
OG0000835	Prbb.g_01512	Praz.g_00750
OG0000836	Prbb.g_01511	Praz.g_00749
OG0000837	Prbb.g_01508	Praz.g_00747
OG0000838	Prbb.g_01507	Praz.g_00746
OG0000839	Prbb.g_01506	Praz.g_00745
OG0000840	Prbb.g_01505	Praz.g_00744
OG0000841	Prbb.g_01504	Praz.g_00743
OG0000842	Prbb.g_01502	Praz.g_00742
OG0000843	Prbb.g_01501	Praz.g_00741
OG0000844	Prbb.g_01500	Praz.g_00740
OG0000845	Prbb.g_01499	Praz.g_00739
OG0000846	Prbb.g_01497	Praz.g_00736
OG0000847	Prbb.g_01495	Praz.g_00734
OG0000848	Prbb.g_01493	Praz.g_00733
OG0000849	Prbb.g_01491	Praz.g_00732
OG0000850	Prbb.g_01490	Praz.g_00731
OG0000851	Prbb.g_01488	Praz.g_00730
OG0000852	Prbb.g_01486	Praz.g_00728
OG0000853	Prbb.g_01484	Praz.g_00727
OG0000854	Prbb.g_01482	Praz.g_00725
OG0000855	Prbb.g_01481	Praz.g_00724
OG0000856	Prbb.g_01480	Praz.g_00723
OG0000857	Prbb.g_01479	Praz.g_00722
OG0000858	Prbb.g_01478	Praz.g_00721
OG0000859	Prbb.g_01477	Praz.g_00720
OG0000860	Prbb.g_01476	Praz.g_00719
OG0000861	Prbb.g_01475	Praz.g_00718
OG0000862	Prbb.g_01474	Praz.g_00717
OG0000863	Prbb.g_01473	Praz.g_00716
OG0000864	Prbb.g_01472	Praz.g_00715
OG0000865	Prbb.g_01471	Praz.g_00714
OG0000866	Prbb.g_01470	Praz.g_00713
OG0000867	Prbb.g_01469	Praz.g_00712
OG0000868	Prbb.g_01468	Praz.g_00711
OG0000869	Prbb.g_01465	Praz.g_00709
OG0000870	Prbb.g_01464	Praz.g_00708
OG0000871	Prbb.g_01463	Praz.g_00706
OG0000872	Prbb.g_01462	Praz.g_00705
OG0000873	Prbb.g_01461	Praz.g_00703
OG0000874	Prbb.g_01460	Praz.g_00702
OG0000875	Prbb.g_01459	Praz.g_00701
OG0000876	Prbb.g_01458	Praz.g_00700
OG0000877	Prbb.g_01457	Praz.g_00698
OG0000878	Prbb.g_01291	Praz.g_01205
OG0000879	Prbb.g_01575	Praz.g_01191
OG0000880	Prbb.g_01576	Praz.g_01190
OG0000881	Prbb.g_01577	Praz.g_01189
OG0000882	Prbb.g_01578	Praz.g_01188
OG0000883	Prbb.g_01580	Praz.g_01187
OG0000884	Prbb.g_01581	Praz.g_01185
OG0000885	Prbb.g_01582	Praz.g_01184
OG0000886	Prbb.g_01583	Praz.g_01183
OG0000887	Prbb.g_01584	Praz.g_01182
OG0000888	Prbb.g_01585	Praz.g_01181
OG0000889	Prbb.g_01588	Praz.g_01178
OG0000890	Prbb.g_01589	Praz.g_01177
OG0000891	Prbb.g_01590	Praz.g_01176
OG0000892	Prbb.g_01592	Praz.g_01174
OG0000893	Prbb.g_01593	Praz.g_01173
OG0000894	Prbb.g_01594	Praz.g_01172
OG0000895	Prbb.g_01595	Praz.g_01171
OG0000896	Prbb.g_01596	Praz.g_01170
OG0000897	Prbb.g_01597	Praz.g_01169
OG0000898	Prbb.g_01600	Praz.g_01167
OG0000899	Prbb.g_01601	Praz.g_01166
OG0000900	Prbb.g_01608	Praz.g_01157
OG0000901	Prbb.g_01612	Praz.g_01153
OG0000902	Prbb.g_00746	Praz.g_01152
OG0000903	Prbb.g_01541	Praz.g_01151
OG0000904	Prbb.g_01057	Praz.g_01149
OG0000905	Prbb.g_01789	Praz.g_01147
OG0000906	Prbb.g_01637	Praz.g_01145
OG0000907	Prbb.g_00845	Praz.g_01144
OG0000908	Prbb.g_01201	Praz.g_01141
OG0000909	Prbb.g_01641	Praz.g_01137
OG0000910	Prbb.g_01642	Praz.g_01136
OG0000911	Prbb.g_01643	Praz.g_01135
OG0000912	Prbb.g_01644	Praz.g_01134
OG0000913	Prbb.g_01645	Praz.g_01133
OG0000914	Prbb.g_01646	Praz.g_01132
OG0000915	Prbb.g_01647	Praz.g_01131
OG0000916	Prbb.g_01648	Praz.g_01130
OG0000917	Prbb.g_01649	Praz.g_01129
OG0000918	Prbb.g_01650	Praz.g_01128
OG0000919	Prbb.g_01651	Praz.g_01127
OG0000920	Prbb.g_01652	Praz.g_01126
OG0000921	Prbb.g_01653	Praz.g_01125
OG0000922	Prbb.g_01654	Praz.g_01124
OG0000923	Prbb.g_01655	Praz.g_01123
OG0000924	Prbb.g_01656	Praz.g_01122
OG0000925	Prbb.g_01657	Praz.g_01121
OG0000926	Prbb.g_02044	Praz.g_01097
OG0000927	Prbb.g_01668	Praz.g_01059
OG0000928	Prbb.g_01669	Praz.g_01058
OG0000929	Prbb.g_01670	Praz.g_01057
OG0000930	Prbb.g_01671	Praz.g_01056
OG0000931	Prbb.g_01672	Praz.g_01055
OG0000932	Prbb.g_01674	Praz.g_01053
OG0000933	Prbb.g_01675	Praz.g_01052
OG0000934	Prbb.g_01676	Praz.g_01051
OG0000935	Prbb.g_01677	Praz.g_01050
OG0000936	Prbb.g_01678	Praz.g_01049
OG0000937	Prbb.g_01679	Praz.g_01048
OG0000938	Prbb.g_01680	Praz.g_01047
OG0000939	Prbb.g_01681	Praz.g_01046
OG0000940	Prbb.g_01683	Praz.g_01045
OG0000941	Prbb.g_01684	Praz.g_01043
OG0000942	Prbb.g_01685	Praz.g_01042
OG0000943	Prbb.g_01688	Praz.g_01039
OG0000944	Prbb.g_01689	Praz.g_01038
OG0000945	Prbb.g_01690	Praz.g_01037
OG0000946	Prbb.g_01691	Praz.g_01036
OG0000947	Prbb.g_01692	Praz.g_01035
OG0000948	Prbb.g_01693	Praz.g_01034
OG0000949	Prbb.g_01694	Praz.g_01033
OG0000950	Prbb.g_01695	Praz.g_01032
OG0000951	Prbb.g_01696	Praz.g_01031
OG0000952	Prbb.g_01697	Praz.g_01030
OG0000953	Prbb.g_01698	Praz.g_01029
OG0000954	Prbb.g_01699	Praz.g_01028
OG0000955	Prbb.g_01700	Praz.g_01027
OG0000956	Prbb.g_01701	Praz.g_01026
OG0000957	Prbb.g_00465	Praz.g_01025
OG0000958	Prbb.g_01702	Praz.g_01024
OG0000959	Prbb.g_01703	Praz.g_01023
OG0000960	Prbb.g_01704	Praz.g_01022
OG0000961	Prbb.g_01707	Praz.g_01018
OG0000962	Prbb.g_01708	Praz.g_01017
OG0000963	Prbb.g_01709	Praz.g_01016
OG0000964	Prbb.g_01711	Praz.g_01014
OG0000965	Prbb.g_01712	Praz.g_01013
OG0000966	Prbb.g_01713	Praz.g_01012
OG0000967	Prbb.g_01714	Praz.g_01011
OG0000968	Prbb.g_01715	Praz.g_01010
OG0000969	Prbb.g_01716	Praz.g_01009
OG0000970	Prbb.g_01717	Praz.g_01008
OG0000971	Prbb.g_01718	Praz.g_01007
OG0000972	Prbb.g_01719	Praz.g_01006
OG0000973	Prbb.g_01720	Praz.g_01005
OG0000974	Prbb.g_01722	Praz.g_01003
OG0000975	Prbb.g_01728	Praz.g_01000
OG0000976	Prbb.g_01731	Praz.g_00998
OG0000977	Prbb.g_01732	Praz.g_00997
OG0000978	Prbb.g_01733	Praz.g_00996
OG0000979	Prbb.g_01735	Praz.g_00994
OG0000980	Prbb.g_01736	Praz.g_00993
OG0000981	Prbb.g_01737	Praz.g_00992
OG0000982	Prbb.g_01738	Praz.g_00991
OG0000983	Prbb.g_01740	Praz.g_00989
OG0000984	Prbb.g_01741	Praz.g_00988
OG0000985	Prbb.g_01742	Praz.g_00987
OG0000986	Prbb.g_01744	Praz.g_00986
OG0000987	Prbb.g_01745	Praz.g_00985
OG0000988	Prbb.g_01746	Praz.g_00984
OG0000989	Prbb.g_01747	Praz.g_00983
OG0000990	Prbb.g_01748	Praz.g_00982
OG0000991	Prbb.g_01749	Praz.g_00981
OG0000992	Prbb.g_01750	Praz.g_00980
OG0000993	Prbb.g_01751	Praz.g_00979
OG0000994	Prbb.g_01752	Praz.g_00978
OG0000995	Prbb.g_01753	Praz.g_00977
OG0000996	Prbb.g_01754	Praz.g_00976
OG0000997	Prbb.g_01755	Praz.g_00975
OG0000998	Prbb.g_01756	Praz.g_00974
OG0000999	Prbb.g_01757	Praz.g_00973
OG0001000	Prbb.g_01758	Praz.g_00972
OG0001001	Prbb.g_01760	Praz.g_00970
OG0001002	Prbb.g_01761	Praz.g_00969
OG0001003	Prbb.g_01762	Praz.g_00968
OG0001004	Prbb.g_01763	Praz.g_00967
OG0001005	Prbb.g_01765	Praz.g_00966
OG0001006	Prbb.g_01766	Praz.g_00965
OG0001007	Prbb.g_01767	Praz.g_00964
OG0001008	Prbb.g_01769	Praz.g_00962
OG0001009	Prbb.g_01770	Praz.g_00961
OG0001010	Prbb.g_01555	Praz.g_00953
OG0001011	Prbb.g_01659	Praz.g_00946
OG0001012	Prbb.g_00799	Praz.g_00918
OG0001013	Prbb.g_01817	Praz.g_00883
OG0001014	Prbb.g_01818	Praz.g_00882
OG0001015	Prbb.g_01824	Praz.g_00876
OG0001016	Prbb.g_01825	Praz.g_00875
OG0001017	Prbb.g_01826	Praz.g_00874
OG0001018	Prbb.g_01827	Praz.g_00873
OG0001019	Prbb.g_01828	Praz.g_00871
OG0001020	Prbb.g_01829	Praz.g_00870
OG0001021	Prbb.g_01830	Praz.g_00869
OG0001022	Prbb.g_01831	Praz.g_00868
OG0001023	Prbb.g_01832	Praz.g_00867
OG0001024	Prbb.g_01833	Praz.g_00866
OG0001025	Prbb.g_01834	Praz.g_00865
OG0001026	Prbb.g_01835	Praz.g_00863
OG0001027	Prbb.g_01836	Praz.g_00862
OG0001028	Prbb.g_01837	Praz.g_00861
OG0001029	Prbb.g_01838	Praz.g_00860
OG0001030	Prbb.g_01839	Praz.g_00859
OG0001031	Prbb.g_01840	Praz.g_00858
OG0001032	Prbb.g_01841	Praz.g_00857
OG0001033	Prbb.g_01842	Praz.g_00856
OG0001034	Prbb.g_01843	Praz.g_00855
OG0001035	Prbb.g_01845	Praz.g_00853
OG0001036	Prbb.g_01846	Praz.g_00852
OG0001037	Prbb.g_01847	Praz.g_00851
OG0001038	Prbb.g_01848	Praz.g_00850
OG0001039	Prbb.g_01849	Praz.g_00849
OG0001040	Prbb.g_01851	Praz.g_00848
OG0001041	Prbb.g_01852	Praz.g_00847
OG0001042	Prbb.g_01853	Praz.g_00846
OG0001043	Prbb.g_01854	Praz.g_00845
OG0001044	Prbb.g_01855	Praz.g_00844
OG0001045	Prbb.g_01856	Praz.g_00843
OG0001046	Prbb.g_01857	Praz.g_00842
OG0001047	Prbb.g_01859	Praz.g_00839
OG0001048	Prbb.g_01861	Praz.g_00837
OG0001049	Prbb.g_01862	Praz.g_00836
OG0001050	Prbb.g_01863	Praz.g_00835
OG0001051	Prbb.g_01864	Praz.g_00834
OG0001052	Prbb.g_01865	Praz.g_00833
OG0001053	Prbb.g_01867	Praz.g_00831
OG0001054	Prbb.g_01869	Praz.g_00830
OG0001055	Prbb.g_01870	Praz.g_00829
OG0001056	Prbb.g_01871	Praz.g_00828
OG0001057	Prbb.g_01872	Praz.g_00827
OG0001058	Prbb.g_01873	Praz.g_00826
OG0001059	Prbb.g_01874	Praz.g_00825
OG0001060	Prbb.g_01875	Praz.g_00824
OG0001061	Prbb.g_01876	Praz.g_00823
OG0001062	Prbb.g_01877	Praz.g_00822
OG0001063	Prbb.g_01878	Praz.g_00821
OG0001064	Prbb.g_01880	Praz.g_00340
OG0001065	Prbb.g_01922	Praz.g_00335
OG0001066	Prbb.g_01924	Praz.g_00334
OG0001067	Prbb.g_01925	Praz.g_00333
OG0001068	Prbb.g_01927	Praz.g_00331
OG0001069	Prbb.g_01928	Praz.g_00330
OG0001070	Prbb.g_01929	Praz.g_00329
OG0001071	Prbb.g_01930	Praz.g_00328
OG0001072	Prbb.g_01931	Praz.g_00327
OG0001073	Prbb.g_01932	Praz.g_00326
OG0001074	Prbb.g_01933	Praz.g_00325
OG0001075	Prbb.g_01934	Praz.g_00324
OG0001076	Prbb.g_01935	Praz.g_00323
OG0001077	Prbb.g_01936	Praz.g_00322
OG0001078	Prbb.g_01937	Praz.g_00321
OG0001079	Prbb.g_01938	Praz.g_00320
OG0001080	Prbb.g_01939	Praz.g_00319
OG0001081	Prbb.g_01948	Praz.g_00316
OG0001082	Prbb.g_01947	Praz.g_00315
OG0001083	Prbb.g_01943	Praz.g_00314
OG0001084	Prbb.g_01945	Praz.g_00312
OG0001085	Prbb.g_01946	Praz.g_00311
OG0001086	Prbb.g_01942	Praz.g_00310
OG0001087	Prbb.g_01941	Praz.g_00309
OG0001088	Prbb.g_01940	Praz.g_00308
OG0001089	Prbb.g_01958	Praz.g_00305
OG0001090	Prbb.g_01960	Praz.g_00303
OG0001091	Prbb.g_01961	Praz.g_00302
OG0001092	Prbb.g_01962	Praz.g_00301
OG0001093	Prbb.g_01963	Praz.g_00300
OG0001094	Prbb.g_01964	Praz.g_00299
OG0001095	Prbb.g_01965	Praz.g_00298
OG0001096	Prbb.g_01966	Praz.g_00297
OG0001097	Prbb.g_01967	Praz.g_00296
OG0001098	Prbb.g_01968	Praz.g_00295
OG0001099	Prbb.g_01969	Praz.g_00294
OG0001100	Prbb.g_01970	Praz.g_00293
