Orthogroup	Prbb	Prah
OG0000556	Prbb.g_00634	Prah.g_00504
OG0000557	Prbb.g_00635	Prah.g_00503
OG0000558	Prbb.g_00636	Prah.g_00501
OG0000559	Prbb.g_00637	Prah.g_00500
OG0000560	Prbb.g_00639	Prah.g_00498
OG0000561	Prbb.g_00640	Prah.g_00497
OG0000562	Prbb.g_00641	Prah.g_00495
OG0000563	Prbb.g_00642	Prah.g_00494
OG0000564	Prbb.g_00643	Prah.g_00493
OG0000565	Prbb.g_00644	Prah.g_00486
OG0000566	Prbb.g_00645	Prah.g_00485
OG0000567	Prbb.g_00646	Prah.g_00484
OG0000568	Prbb.g_00647	Prah.g_00483
OG0000569	Prbb.g_00648	Prah.g_00482
OG0000570	Prbb.g_00649	Prah.g_00478
OG0000571	Prbb.g_00650	Prah.g_00477
OG0000572	Prbb.g_00651	Prah.g_00476
OG0000573	Prbb.g_00654	Prah.g_00472
OG0000574	Prbb.g_00655	Prah.g_00466
OG0000575	Prbb.g_00656	Prah.g_00465
OG0000576	Prbb.g_00657	Prah.g_00464
OG0000577	Prbb.g_00658	Prah.g_00463
OG0000578	Prbb.g_00659	Prah.g_00462
OG0000579	Prbb.g_00660	Prah.g_00460
OG0000580	Prbb.g_00661	Prah.g_00457
OG0000581	Prbb.g_00662	Prah.g_00456
OG0000582	Prbb.g_00664	Prah.g_00455
OG0000583	Prbb.g_00665	Prah.g_00454
OG0000584	Prbb.g_00667	Prah.g_00452
OG0000585	Prbb.g_00668	Prah.g_00451
OG0000586	Prbb.g_00670	Prah.g_00449
OG0000587	Prbb.g_00671	Prah.g_00448
OG0000588	Prbb.g_00674	Prah.g_00444
OG0000589	Prbb.g_00675	Prah.g_00442
OG0000590	Prbb.g_00677	Prah.g_02193
OG0000591	Prbb.g_00684	Prah.g_01789
OG0000592	Prbb.g_00685	Prah.g_01029
OG0000593	Prbb.g_00686	Prah.g_02413
OG0000594	Prbb.g_00689	Prah.g_00625
OG0000595	Prbb.g_00690	Prah.g_02051
OG0000596	Prbb.g_00691	Prah.g_00981
OG0000597	Prbb.g_00693	Prah.g_00965
OG0000598	Prbb.g_00694	Prah.g_00968
OG0000599	Prbb.g_00695	Prah.g_00972
OG0000600	Prbb.g_00696	Prah.g_00973
OG0000601	Prbb.g_00700	Prah.g_00985
OG0000602	Prbb.g_00701	Prah.g_00986
OG0000603	Prbb.g_00702	Prah.g_00987
OG0000604	Prbb.g_01450	Prah.g_01022
OG0000605	Prbb.g_00703	Prah.g_01023
OG0000606	Prbb.g_00705	Prah.g_01025
OG0000607	Prbb.g_00707	Prah.g_01028
OG0000608	Prbb.g_00708	Prah.g_00706
OG0000609	Prbb.g_02176	Prah.g_02588
OG0000610	Prbb.g_01260	Prah.g_01344
OG0000611	Prbb.g_00714	Prah.g_00886
OG0000612	Prbb.g_00715	Prah.g_00885
OG0000613	Prbb.g_00716	Prah.g_00884
OG0000614	Prbb.g_00717	Prah.g_00882
OG0000615	Prbb.g_00719	Prah.g_00881
OG0000616	Prbb.g_00720	Prah.g_00880
OG0000617	Prbb.g_00721	Prah.g_00879
OG0000618	Prbb.g_00722	Prah.g_00878
OG0000619	Prbb.g_00723	Prah.g_00876
OG0000620	Prbb.g_00724	Prah.g_00875
OG0000621	Prbb.g_00725	Prah.g_00874
OG0000622	Prbb.g_00726	Prah.g_00873
OG0000623	Prbb.g_00727	Prah.g_00872
OG0000624	Prbb.g_00729	Prah.g_00871
OG0000625	Prbb.g_00730	Prah.g_00870
OG0000626	Prbb.g_00731	Prah.g_00869
OG0000627	Prbb.g_00733	Prah.g_00746
OG0000628	Prbb.g_00734	Prah.g_00747
OG0000629	Prbb.g_00735	Prah.g_00750
OG0000630	Prbb.g_00736	Prah.g_00751
OG0000631	Prbb.g_00738	Prah.g_00754
OG0000632	Prbb.g_01175	Prah.g_01043
OG0000633	Prbb.g_00108	Prah.g_01447
OG0000634	Prbb.g_01099	Prah.g_01543
OG0000635	Prbb.g_00983	Prah.g_00788
OG0000636	Prbb.g_00982	Prah.g_00787
OG0000637	Prbb.g_00981	Prah.g_00786
OG0000638	Prbb.g_00389	Prah.g_01946
OG0000639	Prbb.g_00958	Prah.g_01802
OG0000640	Prbb.g_00960	Prah.g_00755
OG0000641	Prbb.g_00962	Prah.g_00758
OG0000642	Prbb.g_00963	Prah.g_00759
OG0000643	Prbb.g_00964	Prah.g_00760
OG0000644	Prbb.g_00777	Prah.g_00673
OG0000645	Prbb.g_00778	Prah.g_00672
OG0000646	Prbb.g_00779	Prah.g_00671
OG0000647	Prbb.g_00780	Prah.g_00670
OG0000648	Prbb.g_00782	Prah.g_00668
OG0000649	Prbb.g_00783	Prah.g_00667
OG0000650	Prbb.g_00784	Prah.g_00666
OG0000651	Prbb.g_00785	Prah.g_00665
OG0000652	Prbb.g_00786	Prah.g_00664
OG0000653	Prbb.g_00787	Prah.g_00663
OG0000654	Prbb.g_00789	Prah.g_00661
OG0000655	Prbb.g_00791	Prah.g_00659
OG0000656	Prbb.g_00792	Prah.g_00658
OG0000657	Prbb.g_00793	Prah.g_00657
OG0000658	Prbb.g_00794	Prah.g_00656
OG0000659	Prbb.g_00795	Prah.g_00655
OG0000660	Prbb.g_00796	Prah.g_00654
OG0000661	Prbb.g_00798	Prah.g_00652
OG0000662	Prbb.g_00800	Prah.g_00650
OG0000663	Prbb.g_00801	Prah.g_00649
OG0000664	Prbb.g_00802	Prah.g_00648
OG0000665	Prbb.g_00803	Prah.g_00647
OG0000666	Prbb.g_00804	Prah.g_00646
OG0000667	Prbb.g_00805	Prah.g_00645
OG0000668	Prbb.g_00806	Prah.g_00644
OG0000669	Prbb.g_00808	Prah.g_00640
OG0000670	Prbb.g_00809	Prah.g_00639
OG0000671	Prbb.g_00810	Prah.g_00638
OG0000672	Prbb.g_00811	Prah.g_00637
OG0000673	Prbb.g_00812	Prah.g_00636
OG0000674	Prbb.g_00813	Prah.g_00635
OG0000675	Prbb.g_00814	Prah.g_00609
OG0000676	Prbb.g_00815	Prah.g_00608
OG0000677	Prbb.g_00817	Prah.g_00605
OG0000678	Prbb.g_00819	Prah.g_00603
OG0000679	Prbb.g_00821	Prah.g_00601
OG0000680	Prbb.g_00822	Prah.g_00600
OG0000681	Prbb.g_00823	Prah.g_00599
OG0000682	Prbb.g_00824	Prah.g_00598
OG0000683	Prbb.g_00827	Prah.g_00596
OG0000684	Prbb.g_00828	Prah.g_00595
OG0000685	Prbb.g_00829	Prah.g_00594
OG0000686	Prbb.g_00830	Prah.g_00593
OG0000687	Prbb.g_00831	Prah.g_00592
OG0000688	Prbb.g_00832	Prah.g_00591
OG0000689	Prbb.g_00833	Prah.g_00589
OG0000690	Prbb.g_00834	Prah.g_00588
OG0000691	Prbb.g_00835	Prah.g_00587
OG0000692	Prbb.g_00837	Prah.g_00575
OG0000693	Prbb.g_00838	Prah.g_00574
OG0000694	Prbb.g_00839	Prah.g_00572
OG0000695	Prbb.g_00840	Prah.g_00568
OG0000696	Prbb.g_00841	Prah.g_00566
OG0000697	Prbb.g_00843	Prah.g_00564
OG0000698	Prbb.g_00847	Prah.g_00743
OG0000699	Prbb.g_00848	Prah.g_00866
OG0000700	Prbb.g_00914	Prah.g_00850
OG0000701	Prbb.g_00917	Prah.g_00192
OG0000702	Prbb.g_00922	Prah.g_00558
OG0000703	Prbb.g_00924	Prah.g_00740
OG0000704	Prbb.g_00925	Prah.g_01212
OG0000705	Prbb.g_00926	Prah.g_00739
OG0000706	Prbb.g_00927	Prah.g_00738
OG0000707	Prbb.g_00929	Prah.g_00736
OG0000708	Prbb.g_00930	Prah.g_00735
OG0000709	Prbb.g_00932	Prah.g_00733
OG0000710	Prbb.g_00933	Prah.g_00732
OG0000711	Prbb.g_00934	Prah.g_00731
OG0000712	Prbb.g_00935	Prah.g_00730
OG0000713	Prbb.g_00936	Prah.g_00729
OG0000714	Prbb.g_00938	Prah.g_00726
OG0000715	Prbb.g_00939	Prah.g_00724
OG0000716	Prbb.g_00942	Prah.g_00721
OG0000717	Prbb.g_00943	Prah.g_00718
OG0000718	Prbb.g_00944	Prah.g_00715
OG0000719	Prbb.g_00946	Prah.g_00702
OG0000720	Prbb.g_00947	Prah.g_00701
OG0000721	Prbb.g_00950	Prah.g_00699
OG0000722	Prbb.g_00951	Prah.g_00698
OG0000723	Prbb.g_00952	Prah.g_00697
OG0000724	Prbb.g_00762	Prah.g_00683
OG0000725	Prbb.g_00763	Prah.g_00684
OG0000726	Prbb.g_00764	Prah.g_00685
OG0000727	Prbb.g_00765	Prah.g_00686
OG0000728	Prbb.g_00766	Prah.g_00687
OG0000729	Prbb.g_00767	Prah.g_00689
OG0000730	Prbb.g_00768	Prah.g_00692
OG0000731	Prbb.g_00769	Prah.g_00681
OG0000732	Prbb.g_00770	Prah.g_00680
OG0000733	Prbb.g_00771	Prah.g_00679
OG0000734	Prbb.g_00772	Prah.g_00678
OG0000735	Prbb.g_00774	Prah.g_00677
OG0000736	Prbb.g_00775	Prah.g_00675
OG0000737	Prbb.g_00776	Prah.g_00674
OG0000738	Prbb.g_00965	Prah.g_00761
OG0000739	Prbb.g_00966	Prah.g_00762
OG0000740	Prbb.g_00967	Prah.g_00763
OG0000741	Prbb.g_00968	Prah.g_00765
OG0000742	Prbb.g_00970	Prah.g_00767
OG0000743	Prbb.g_00971	Prah.g_00768
OG0000744	Prbb.g_00972	Prah.g_00770
OG0000745	Prbb.g_00973	Prah.g_00771
OG0000746	Prbb.g_00974	Prah.g_00772
OG0000747	Prbb.g_00975	Prah.g_01178
OG0000748	Prbb.g_00976	Prah.g_00780
OG0000749	Prbb.g_00977	Prah.g_00781
OG0000750	Prbb.g_00978	Prah.g_00783
OG0000751	Prbb.g_00979	Prah.g_00784
OG0000752	Prbb.g_00893	Prah.g_02517
OG0000753	Prbb.g_00984	Prah.g_00789
OG0000754	Prbb.g_00985	Prah.g_00790
OG0000755	Prbb.g_00986	Prah.g_00791
OG0000756	Prbb.g_00988	Prah.g_00793
OG0000757	Prbb.g_00989	Prah.g_00794
OG0000758	Prbb.g_00990	Prah.g_00795
OG0000759	Prbb.g_00992	Prah.g_00800
OG0000760	Prbb.g_00993	Prah.g_00801
OG0000761	Prbb.g_00994	Prah.g_00803
OG0000762	Prbb.g_00996	Prah.g_00806
OG0000763	Prbb.g_00997	Prah.g_00808
OG0000764	Prbb.g_00998	Prah.g_00810
OG0000765	Prbb.g_00999	Prah.g_00811
OG0000766	Prbb.g_01000	Prah.g_00812
OG0000767	Prbb.g_01002	Prah.g_00814
OG0000768	Prbb.g_01003	Prah.g_00815
OG0000769	Prbb.g_01004	Prah.g_00816
OG0000770	Prbb.g_01005	Prah.g_00817
OG0000771	Prbb.g_01006	Prah.g_00818
OG0000772	Prbb.g_00101	Prah.g_01131
OG0000773	Prbb.g_01007	Prah.g_00821
OG0000774	Prbb.g_01008	Prah.g_00824
OG0000775	Prbb.g_01009	Prah.g_00826
OG0000776	Prbb.g_01010	Prah.g_00828
OG0000777	Prbb.g_01012	Prah.g_00829
OG0000778	Prbb.g_01013	Prah.g_00830
OG0000779	Prbb.g_01014	Prah.g_00833
OG0000780	Prbb.g_01016	Prah.g_00835
OG0000781	Prbb.g_01017	Prah.g_00839
OG0000782	Prbb.g_01018	Prah.g_00840
OG0000783	Prbb.g_01036	Prah.g_00846
OG0000784	Prbb.g_01037	Prah.g_00848
OG0000785	Prbb.g_01038	Prah.g_00849
OG0000786	Prbb.g_01039	Prah.g_00851
OG0000787	Prbb.g_01040	Prah.g_00852
OG0000788	Prbb.g_01045	Prah.g_00858
OG0000789	Prbb.g_01048	Prah.g_00861
OG0000790	Prbb.g_00892	Prah.g_02518
OG0000791	Prbb.g_01049	Prah.g_00862
OG0000792	Prbb.g_01050	Prah.g_00863
OG0000793	Prbb.g_01051	Prah.g_00864
OG0000794	Prbb.g_01054	Prah.g_00867
OG0000795	Prbb.g_01058	Prah.g_00903
OG0000796	Prbb.g_01059	Prah.g_00904
OG0000797	Prbb.g_01062	Prah.g_00907
OG0000798	Prbb.g_01063	Prah.g_00908
OG0000799	Prbb.g_01064	Prah.g_00909
OG0000800	Prbb.g_01065	Prah.g_00910
OG0000801	Prbb.g_01068	Prah.g_00913
OG0000802	Prbb.g_01069	Prah.g_00914
OG0000803	Prbb.g_00891	Prah.g_00919
OG0000804	Prbb.g_00890	Prah.g_00920
OG0000805	Prbb.g_00889	Prah.g_00921
OG0000806	Prbb.g_00887	Prah.g_00922
OG0000807	Prbb.g_00897	Prah.g_00893
OG0000808	Prbb.g_01108	Prah.g_00539
OG0000809	Prbb.g_01090	Prah.g_01601
OG0000810	Prbb.g_01783	Prah.g_01176
OG0000811	Prbb.g_02071	Prah.g_00133
OG0000812	Prbb.g_00392	Prah.g_01942
OG0000813	Prbb.g_00400	Prah.g_01932
OG0000814	Prbb.g_01780	Prah.g_00383
OG0000815	Prbb.g_01085	Prah.g_00521
OG0000816	Prbb.g_01888	Prah.g_02532
OG0000817	Prbb.g_01889	Prah.g_02525
OG0000818	Prbb.g_01126	Prah.g_01803
OG0000819	Prbb.g_01539	Prah.g_00378
OG0000820	Prbb.g_01533	Prah.g_01905
OG0000821	Prbb.g_01531	Prah.g_01340
OG0000822	Prbb.g_01530	Prah.g_01339
OG0000823	Prbb.g_01529	Prah.g_01338
OG0000824	Prbb.g_01528	Prah.g_01337
OG0000825	Prbb.g_01527	Prah.g_01336
OG0000826	Prbb.g_01526	Prah.g_01335
OG0000827	Prbb.g_01525	Prah.g_01331
OG0000828	Prbb.g_01524	Prah.g_01329
OG0000829	Prbb.g_01523	Prah.g_01328
OG0000830	Prbb.g_01521	Prah.g_01325
OG0000831	Prbb.g_01518	Prah.g_01323
OG0000832	Prbb.g_01516	Prah.g_01321
OG0000833	Prbb.g_01515	Prah.g_01320
OG0000834	Prbb.g_01513	Prah.g_01318
OG0000835	Prbb.g_01512	Prah.g_01317
OG0000836	Prbb.g_01511	Prah.g_01316
OG0000837	Prbb.g_01508	Prah.g_01307
OG0000838	Prbb.g_01507	Prah.g_01305
OG0000839	Prbb.g_01506	Prah.g_01304
OG0000840	Prbb.g_01505	Prah.g_01303
OG0000841	Prbb.g_01504	Prah.g_01302
OG0000842	Prbb.g_01502	Prah.g_01298
OG0000843	Prbb.g_01501	Prah.g_01297
OG0000844	Prbb.g_01500	Prah.g_01296
OG0000845	Prbb.g_01499	Prah.g_01295
OG0000846	Prbb.g_01497	Prah.g_01292
OG0000847	Prbb.g_01495	Prah.g_01291
OG0000848	Prbb.g_01493	Prah.g_01262
OG0000849	Prbb.g_01491	Prah.g_01259
OG0000850	Prbb.g_01490	Prah.g_01258
OG0000851	Prbb.g_01488	Prah.g_01255
OG0000852	Prbb.g_01486	Prah.g_01253
OG0000853	Prbb.g_01484	Prah.g_01251
OG0000854	Prbb.g_01482	Prah.g_01249
OG0000855	Prbb.g_01481	Prah.g_01248
OG0000856	Prbb.g_01480	Prah.g_01247
OG0000857	Prbb.g_01479	Prah.g_01246
OG0000858	Prbb.g_01478	Prah.g_01245
OG0000859	Prbb.g_01477	Prah.g_01244
OG0000860	Prbb.g_01476	Prah.g_01243
OG0000861	Prbb.g_01475	Prah.g_01263
OG0000862	Prbb.g_01474	Prah.g_01264
OG0000863	Prbb.g_01473	Prah.g_01265
OG0000864	Prbb.g_01472	Prah.g_01266
OG0000865	Prbb.g_01471	Prah.g_01268
OG0000866	Prbb.g_01470	Prah.g_01272
OG0000867	Prbb.g_01469	Prah.g_01273
OG0000868	Prbb.g_01468	Prah.g_01275
OG0000869	Prbb.g_01465	Prah.g_01278
OG0000870	Prbb.g_01464	Prah.g_01279
OG0000871	Prbb.g_01463	Prah.g_01282
OG0000872	Prbb.g_01462	Prah.g_01283
OG0000873	Prbb.g_01461	Prah.g_01285
OG0000874	Prbb.g_01460	Prah.g_01286
OG0000875	Prbb.g_01459	Prah.g_01289
OG0000876	Prbb.g_01458	Prah.g_01290
OG0000877	Prbb.g_01457	Prah.g_01239
OG0000878	Prbb.g_01291	Prah.g_01610
OG0000879	Prbb.g_01575	Prah.g_01349
OG0000880	Prbb.g_01576	Prah.g_01350
OG0000881	Prbb.g_01577	Prah.g_01351
OG0000882	Prbb.g_01578	Prah.g_01353
OG0000883	Prbb.g_01580	Prah.g_01355
OG0000884	Prbb.g_01581	Prah.g_01357
OG0000885	Prbb.g_01582	Prah.g_01358
OG0000886	Prbb.g_01583	Prah.g_01359
OG0000887	Prbb.g_01584	Prah.g_01360
OG0000888	Prbb.g_01585	Prah.g_01361
OG0000889	Prbb.g_01588	Prah.g_01365
OG0000890	Prbb.g_01589	Prah.g_01368
OG0000891	Prbb.g_01590	Prah.g_01369
OG0000892	Prbb.g_01592	Prah.g_01372
OG0000893	Prbb.g_01593	Prah.g_01373
OG0000894	Prbb.g_01594	Prah.g_01374
OG0000895	Prbb.g_01595	Prah.g_01375
OG0000896	Prbb.g_01596	Prah.g_01376
OG0000897	Prbb.g_01597	Prah.g_01377
OG0000898	Prbb.g_01600	Prah.g_01380
OG0000899	Prbb.g_01601	Prah.g_01381
OG0000900	Prbb.g_01608	Prah.g_00327
OG0000901	Prbb.g_01612	Prah.g_00323
OG0000902	Prbb.g_00746	Prah.g_00224
OG0000903	Prbb.g_01541	Prah.g_00571
OG0000904	Prbb.g_01057	Prah.g_01183
OG0000905	Prbb.g_01789	Prah.g_00918
OG0000906	Prbb.g_01637	Prah.g_00895
OG0000907	Prbb.g_00845	Prah.g_00560
OG0000908	Prbb.g_01201	Prah.g_01663
OG0000909	Prbb.g_01641	Prah.g_01577
OG0000910	Prbb.g_01642	Prah.g_01578
OG0000911	Prbb.g_01643	Prah.g_01579
OG0000912	Prbb.g_01644	Prah.g_01580
OG0000913	Prbb.g_01645	Prah.g_01581
OG0000914	Prbb.g_01646	Prah.g_01582
OG0000915	Prbb.g_01647	Prah.g_01583
OG0000916	Prbb.g_01648	Prah.g_01584
OG0000917	Prbb.g_01649	Prah.g_01586
OG0000918	Prbb.g_01650	Prah.g_01587
OG0000919	Prbb.g_01651	Prah.g_01588
OG0000920	Prbb.g_01652	Prah.g_01589
OG0000921	Prbb.g_01653	Prah.g_01590
OG0000922	Prbb.g_01654	Prah.g_01591
OG0000923	Prbb.g_01655	Prah.g_01592
OG0000924	Prbb.g_01656	Prah.g_01593
OG0000925	Prbb.g_01657	Prah.g_01594
OG0000926	Prbb.g_02044	Prah.g_02242
OG0000927	Prbb.g_01668	Prah.g_00435
OG0000928	Prbb.g_01669	Prah.g_00434
OG0000929	Prbb.g_01670	Prah.g_00433
OG0000930	Prbb.g_01671	Prah.g_00428
OG0000931	Prbb.g_01672	Prah.g_00427
OG0000932	Prbb.g_01674	Prah.g_00423
OG0000933	Prbb.g_01675	Prah.g_00421
OG0000934	Prbb.g_01676	Prah.g_00420
OG0000935	Prbb.g_01677	Prah.g_00419
OG0000936	Prbb.g_01678	Prah.g_00418
OG0000937	Prbb.g_01679	Prah.g_00417
OG0000938	Prbb.g_01680	Prah.g_00415
OG0000939	Prbb.g_01681	Prah.g_00414
OG0000940	Prbb.g_01683	Prah.g_00412
OG0000941	Prbb.g_01684	Prah.g_00410
OG0000942	Prbb.g_01685	Prah.g_00409
OG0000943	Prbb.g_01688	Prah.g_00406
OG0000944	Prbb.g_01689	Prah.g_00403
OG0000945	Prbb.g_01690	Prah.g_00402
OG0000946	Prbb.g_01691	Prah.g_00401
OG0000947	Prbb.g_01692	Prah.g_00400
OG0000948	Prbb.g_01693	Prah.g_00399
OG0000949	Prbb.g_01694	Prah.g_00398
OG0000950	Prbb.g_01695	Prah.g_00397
OG0000951	Prbb.g_01696	Prah.g_00396
OG0000952	Prbb.g_01697	Prah.g_00395
OG0000953	Prbb.g_01698	Prah.g_00394
OG0000954	Prbb.g_01699	Prah.g_00391
OG0000955	Prbb.g_01700	Prah.g_00390
OG0000956	Prbb.g_01701	Prah.g_00389
OG0000957	Prbb.g_00465	Prah.g_00388
OG0000958	Prbb.g_01702	Prah.g_00386
OG0000959	Prbb.g_01703	Prah.g_00385
OG0000960	Prbb.g_01704	Prah.g_00384
OG0000961	Prbb.g_01707	Prah.g_00379
OG0000962	Prbb.g_01708	Prah.g_00376
OG0000963	Prbb.g_01709	Prah.g_00374
OG0000964	Prbb.g_01711	Prah.g_00371
OG0000965	Prbb.g_01712	Prah.g_00370
OG0000966	Prbb.g_01713	Prah.g_00369
OG0000967	Prbb.g_01714	Prah.g_00368
OG0000968	Prbb.g_01715	Prah.g_00367
OG0000969	Prbb.g_01716	Prah.g_00366
OG0000970	Prbb.g_01717	Prah.g_00365
OG0000971	Prbb.g_01718	Prah.g_00364
OG0000972	Prbb.g_01719	Prah.g_00363
OG0000973	Prbb.g_01720	Prah.g_00362
OG0000974	Prbb.g_01722	Prah.g_00360
OG0000975	Prbb.g_01728	Prah.g_01217
OG0000976	Prbb.g_01731	Prah.g_01605
OG0000977	Prbb.g_01732	Prah.g_01615
OG0000978	Prbb.g_01733	Prah.g_01617
OG0000979	Prbb.g_01735	Prah.g_01619
OG0000980	Prbb.g_01736	Prah.g_01620
OG0000981	Prbb.g_01737	Prah.g_00538
OG0000982	Prbb.g_01738	Prah.g_01621
OG0000983	Prbb.g_01740	Prah.g_01623
OG0000984	Prbb.g_01741	Prah.g_01624
OG0000985	Prbb.g_01742	Prah.g_01625
OG0000986	Prbb.g_01744	Prah.g_01627
OG0000987	Prbb.g_01745	Prah.g_01628
OG0000988	Prbb.g_01746	Prah.g_01631
OG0000989	Prbb.g_01747	Prah.g_01632
OG0000990	Prbb.g_01748	Prah.g_01633
OG0000991	Prbb.g_01749	Prah.g_01634
OG0000992	Prbb.g_01750	Prah.g_01635
OG0000993	Prbb.g_01751	Prah.g_01636
OG0000994	Prbb.g_01752	Prah.g_01637
OG0000995	Prbb.g_01753	Prah.g_01639
OG0000996	Prbb.g_01754	Prah.g_01640
OG0000997	Prbb.g_01755	Prah.g_01641
OG0000998	Prbb.g_01756	Prah.g_01642
OG0000999	Prbb.g_01757	Prah.g_01643
OG0001000	Prbb.g_01758	Prah.g_01644
OG0001001	Prbb.g_01760	Prah.g_01645
OG0001002	Prbb.g_01761	Prah.g_01648
OG0001003	Prbb.g_01762	Prah.g_01649
OG0001004	Prbb.g_01763	Prah.g_01791
OG0001005	Prbb.g_01765	Prah.g_01651
OG0001006	Prbb.g_01766	Prah.g_01652
OG0001007	Prbb.g_01767	Prah.g_01653
OG0001008	Prbb.g_01769	Prah.g_01655
OG0001009	Prbb.g_01770	Prah.g_01656
OG0001010	Prbb.g_01555	Prah.g_00541
OG0001011	Prbb.g_01659	Prah.g_00515
OG0001012	Prbb.g_00799	Prah.g_00651
OG0001013	Prbb.g_01817	Prah.g_01667
OG0001014	Prbb.g_01818	Prah.g_01668
OG0001015	Prbb.g_01824	Prah.g_01677
OG0001016	Prbb.g_01825	Prah.g_01678
OG0001017	Prbb.g_01826	Prah.g_01679
OG0001018	Prbb.g_01827	Prah.g_01681
OG0001019	Prbb.g_01828	Prah.g_01685
OG0001020	Prbb.g_01829	Prah.g_01687
OG0001021	Prbb.g_01830	Prah.g_01688
OG0001022	Prbb.g_01831	Prah.g_01689
OG0001023	Prbb.g_01832	Prah.g_01690
OG0001024	Prbb.g_01833	Prah.g_01692
OG0001025	Prbb.g_01834	Prah.g_01693
OG0001026	Prbb.g_01835	Prah.g_01694
OG0001027	Prbb.g_01836	Prah.g_01695
OG0001028	Prbb.g_01837	Prah.g_01696
OG0001029	Prbb.g_01838	Prah.g_01697
OG0001030	Prbb.g_01839	Prah.g_01698
OG0001031	Prbb.g_01840	Prah.g_01699
OG0001032	Prbb.g_01841	Prah.g_01700
OG0001033	Prbb.g_01842	Prah.g_01701
OG0001034	Prbb.g_01843	Prah.g_01703
OG0001035	Prbb.g_01845	Prah.g_01705
OG0001036	Prbb.g_01846	Prah.g_01707
OG0001037	Prbb.g_01847	Prah.g_01709
OG0001038	Prbb.g_01848	Prah.g_01710
OG0001039	Prbb.g_01849	Prah.g_01711
OG0001040	Prbb.g_01851	Prah.g_01713
OG0001041	Prbb.g_01852	Prah.g_01714
OG0001042	Prbb.g_01853	Prah.g_01716
OG0001043	Prbb.g_01854	Prah.g_01717
OG0001044	Prbb.g_01855	Prah.g_01718
OG0001045	Prbb.g_01856	Prah.g_01719
OG0001046	Prbb.g_01857	Prah.g_01720
OG0001047	Prbb.g_01859	Prah.g_01727
OG0001048	Prbb.g_01861	Prah.g_01729
OG0001049	Prbb.g_01862	Prah.g_01730
OG0001050	Prbb.g_01863	Prah.g_01731
OG0001051	Prbb.g_01864	Prah.g_01732
OG0001052	Prbb.g_01865	Prah.g_01733
OG0001053	Prbb.g_01867	Prah.g_01736
OG0001054	Prbb.g_01869	Prah.g_01738
OG0001055	Prbb.g_01870	Prah.g_01739
OG0001056	Prbb.g_01871	Prah.g_01740
OG0001057	Prbb.g_01872	Prah.g_01741
OG0001058	Prbb.g_01873	Prah.g_01742
OG0001059	Prbb.g_01874	Prah.g_01743
OG0001060	Prbb.g_01875	Prah.g_01744
OG0001061	Prbb.g_01876	Prah.g_01745
OG0001062	Prbb.g_01877	Prah.g_01759
OG0001063	Prbb.g_01878	Prah.g_01760
OG0001064	Prbb.g_01880	Prah.g_01762
OG0001065	Prbb.g_01922	Prah.g_02073
OG0001066	Prbb.g_01924	Prah.g_02071
OG0001067	Prbb.g_01925	Prah.g_02070
OG0001068	Prbb.g_01927	Prah.g_02067
OG0001069	Prbb.g_01928	Prah.g_02066
OG0001070	Prbb.g_01929	Prah.g_02065
OG0001071	Prbb.g_01930	Prah.g_02064
OG0001072	Prbb.g_01931	Prah.g_02063
OG0001073	Prbb.g_01932	Prah.g_02062
OG0001074	Prbb.g_01933	Prah.g_02061
OG0001075	Prbb.g_01934	Prah.g_02060
OG0001076	Prbb.g_01935	Prah.g_02059
OG0001077	Prbb.g_01936	Prah.g_02058
OG0001078	Prbb.g_01937	Prah.g_02056
OG0001079	Prbb.g_01938	Prah.g_02055
OG0001080	Prbb.g_01939	Prah.g_02054
OG0001081	Prbb.g_01948	Prah.g_02041
OG0001082	Prbb.g_01947	Prah.g_02042
OG0001083	Prbb.g_01943	Prah.g_02046
OG0001084	Prbb.g_01945	Prah.g_02044
OG0001085	Prbb.g_01946	Prah.g_02043
OG0001086	Prbb.g_01942	Prah.g_02047
OG0001087	Prbb.g_01941	Prah.g_02048
OG0001088	Prbb.g_01940	Prah.g_02050
OG0001089	Prbb.g_01958	Prah.g_02039
OG0001090	Prbb.g_01960	Prah.g_02037
OG0001091	Prbb.g_01961	Prah.g_02036
OG0001092	Prbb.g_01962	Prah.g_02035
OG0001093	Prbb.g_01963	Prah.g_02034
OG0001094	Prbb.g_01964	Prah.g_02033
OG0001095	Prbb.g_01965	Prah.g_02032
OG0001096	Prbb.g_01966	Prah.g_02031
OG0001097	Prbb.g_01967	Prah.g_02030
OG0001098	Prbb.g_01968	Prah.g_02029
OG0001099	Prbb.g_01969	Prah.g_02028
OG0001100	Prbb.g_01970	Prah.g_02027
OG0001101	Prbb.g_01971	Prah.g_02026
OG0001102	Prbb.g_01972	Prah.g_02025
OG0001103	Prbb.g_01973	Prah.g_02024
OG0001104	Prbb.g_01974	Prah.g_02023
OG0001105	Prbb.g_01975	Prah.g_02022
OG0001106	Prbb.g_01976	Prah.g_02021
OG0001107	Prbb.g_01977	Prah.g_02020
OG0001108	Prbb.g_01978	Prah.g_02019
OG0001109	Prbb.g_01979	Prah.g_02018
OG0001110	Prbb.g_01980	Prah.g_02017
OG0001111	Prbb.g_01981	Prah.g_02016
OG0001112	Prbb.g_01982	Prah.g_02015
OG0001113	Prbb.g_01983	Prah.g_02014
OG0001114	Prbb.g_01984	Prah.g_02013
