Orthogroup	Praj	Syao
OG0000597	Praj.g_00628	Syao.g_00900
OG0000598	Praj.g_00629	Syao.g_00901
OG0000599	Praj.g_00632	Syao.g_00908
OG0000600	Praj.g_00633	Syao.g_00909
OG0000601	Praj.g_00634	Syao.g_00910
OG0000602	Praj.g_00636	Syao.g_00914
OG0000603	Praj.g_00637	Syao.g_00915
OG0000604	Praj.g_00638	Syao.g_00918
OG0000606	Praj.g_00642	Syao.g_00924
OG0000607	Praj.g_00645	Syao.g_00927
OG0000608	Praj.g_00646	Syao.g_00928
OG0000609	Praj.g_00647	Syao.g_00930
OG0000610	Praj.g_00653	Syao.g_00940
OG0000611	Praj.g_00656	Syao.g_00943
OG0000612	Praj.g_00657	Syao.g_00944
OG0000613	Praj.g_00663	Syao.g_01979
OG0000614	Praj.g_00686	Syao.g_00375
OG0000615	Praj.g_00693	Syao.g_00978
OG0000616	Praj.g_02137	Syao.g_02342
OG0000617	Praj.g_00704	Syao.g_00486
OG0000618	Praj.g_00705	Syao.g_00485
OG0000619	Praj.g_00706	Syao.g_00484
OG0000620	Praj.g_00709	Syao.g_00479
OG0000621	Praj.g_00710	Syao.g_00478
OG0000622	Praj.g_00711	Syao.g_00476
OG0000623	Praj.g_00712	Syao.g_00475
OG0000624	Praj.g_00714	Syao.g_00473
OG0000625	Praj.g_00715	Syao.g_00472
OG0000626	Praj.g_00716	Syao.g_00471
OG0000627	Praj.g_00718	Syao.g_00567
OG0000628	Praj.g_00719	Syao.g_00566
OG0000629	Praj.g_00720	Syao.g_00590
OG0000630	Praj.g_00723	Syao.g_00585
OG0000631	Praj.g_00917	Syao.g_00644
OG0000632	Praj.g_00918	Syao.g_00643
OG0000633	Praj.g_00919	Syao.g_00642
OG0000634	Praj.g_00765	Syao.g_00752
OG0000635	Praj.g_00766	Syao.g_00753
OG0000636	Praj.g_00768	Syao.g_00755
OG0000637	Praj.g_00770	Syao.g_00757
OG0000638	Praj.g_00771	Syao.g_00758
OG0000639	Praj.g_00772	Syao.g_00759
OG0000640	Praj.g_00773	Syao.g_00760
OG0000641	Praj.g_00777	Syao.g_00764
OG0000642	Praj.g_00778	Syao.g_00765
OG0000643	Praj.g_00779	Syao.g_00767
OG0000644	Praj.g_00780	Syao.g_00768
OG0000645	Praj.g_00781	Syao.g_00770
OG0000646	Praj.g_00784	Syao.g_00773
OG0000647	Praj.g_00786	Syao.g_00775
OG0000648	Praj.g_00788	Syao.g_00777
OG0000649	Praj.g_00789	Syao.g_00778
OG0000650	Praj.g_00790	Syao.g_00779
OG0000651	Praj.g_00791	Syao.g_00780
OG0000652	Praj.g_00792	Syao.g_00781
OG0000653	Praj.g_00794	Syao.g_00783
OG0000654	Praj.g_00795	Syao.g_00784
OG0000655	Praj.g_00796	Syao.g_00785
OG0000656	Praj.g_00799	Syao.g_00789
OG0000657	Praj.g_00806	Syao.g_00435
OG0000658	Praj.g_00808	Syao.g_00560
OG0000659	Praj.g_00809	Syao.g_00559
OG0000660	Praj.g_00814	Syao.g_00555
OG0000661	Praj.g_00816	Syao.g_00553
OG0000662	Praj.g_00818	Syao.g_00535
OG0000663	Praj.g_00820	Syao.g_00532
OG0000664	Praj.g_00821	Syao.g_00530
OG0000665	Praj.g_00826	Syao.g_01436
OG0000666	Praj.g_00827	Syao.g_02120
OG0000667	Praj.g_00831	Syao.g_01375
OG0000668	Praj.g_00869	Syao.g_02678
OG0000669	Praj.g_00877	Syao.g_00955
OG0000670	Praj.g_00880	Syao.g_00958
OG0000671	Praj.g_00882	Syao.g_00960
OG0000672	Praj.g_00885	Syao.g_00963
OG0000673	Praj.g_00888	Syao.g_00966
OG0000674	Praj.g_00890	Syao.g_00968
OG0000675	Praj.g_00891	Syao.g_00969
OG0000676	Praj.g_00893	Syao.g_00971
OG0000677	Praj.g_00894	Syao.g_00972
OG0000678	Praj.g_00897	Syao.g_00974
OG0000679	Praj.g_00901	Syao.g_00981
OG0000680	Praj.g_00902	Syao.g_00982
OG0000681	Praj.g_00905	Syao.g_00985
OG0000682	Praj.g_00906	Syao.g_00986
OG0000683	Praj.g_00907	Syao.g_00987
OG0000684	Praj.g_00748	Syao.g_00990
OG0000685	Praj.g_00750	Syao.g_00733
OG0000686	Praj.g_00751	Syao.g_00734
OG0000687	Praj.g_00752	Syao.g_00735
OG0000688	Praj.g_00755	Syao.g_00741
OG0000689	Praj.g_00756	Syao.g_00743
OG0000690	Praj.g_00757	Syao.g_00744
OG0000691	Praj.g_00758	Syao.g_00745
OG0000692	Praj.g_00760	Syao.g_00747
OG0000693	Praj.g_00761	Syao.g_00748
OG0000694	Praj.g_00762	Syao.g_00749
OG0000695	Praj.g_00921	Syao.g_00639
OG0000696	Praj.g_00922	Syao.g_00638
OG0000697	Praj.g_00923	Syao.g_00636
OG0000698	Praj.g_00926	Syao.g_00633
OG0000699	Praj.g_00927	Syao.g_00631
OG0000700	Praj.g_00928	Syao.g_00630
OG0000701	Praj.g_00929	Syao.g_00629
OG0000702	Praj.g_00931	Syao.g_00705
OG0000703	Praj.g_00932	Syao.g_00693
OG0000704	Praj.g_00933	Syao.g_00689
OG0000705	Praj.g_00939	Syao.g_00682
OG0000706	Praj.g_00940	Syao.g_00681
OG0000707	Praj.g_00941	Syao.g_00680
OG0000708	Praj.g_00943	Syao.g_00677
OG0000709	Praj.g_00947	Syao.g_00670
OG0000710	Praj.g_00950	Syao.g_00666
OG0000711	Praj.g_00966	Syao.g_00815
OG0000712	Praj.g_00968	Syao.g_00813
OG0000713	Praj.g_00969	Syao.g_00812
OG0000714	Praj.g_00970	Syao.g_00810
OG0000715	Praj.g_00972	Syao.g_00808
OG0000716	Praj.g_00973	Syao.g_00804
OG0000717	Praj.g_00974	Syao.g_00803
OG0000718	Praj.g_00991	Syao.g_00794
OG0000719	Praj.g_00992	Syao.g_00444
OG0000720	Praj.g_01002	Syao.g_00457
OG0000721	Praj.g_01003	Syao.g_00459
OG0000722	Praj.g_01004	Syao.g_00460
OG0000723	Praj.g_01008	Syao.g_00469
OG0000724	Praj.g_01019	Syao.g_00513
OG0000725	Praj.g_00845	Syao.g_00385
OG0000726	Praj.g_00844	Syao.g_00384
OG0000727	Praj.g_00843	Syao.g_00383
OG0000728	Praj.g_00841	Syao.g_00381
OG0000729	Praj.g_02022	Syao.g_02190
OG0000730	Praj.g_00378	Syao.g_01880
OG0000731	Praj.g_00386	Syao.g_01868
OG0000732	Praj.g_02081	Syao.g_02218
OG0000733	Praj.g_01833	Syao.g_01427
OG0000734	Praj.g_01476	Syao.g_02592
OG0000735	Praj.g_01474	Syao.g_00140
OG0000736	Praj.g_01473	Syao.g_00139
OG0000737	Praj.g_01472	Syao.g_00138
OG0000738	Praj.g_01468	Syao.g_00132
OG0000739	Praj.g_01467	Syao.g_00131
OG0000740	Praj.g_01466	Syao.g_00130
OG0000741	Praj.g_01464	Syao.g_00127
OG0000742	Praj.g_01462	Syao.g_00124
OG0000743	Praj.g_01460	Syao.g_00217
OG0000744	Praj.g_01459	Syao.g_00216
OG0000745	Praj.g_01458	Syao.g_00213
OG0000746	Praj.g_01456	Syao.g_00210
OG0000747	Praj.g_01455	Syao.g_00208
OG0000748	Praj.g_01451	Syao.g_00193
OG0000749	Praj.g_01450	Syao.g_00192
OG0000750	Praj.g_01449	Syao.g_00191
OG0000751	Praj.g_01446	Syao.g_00185
OG0000752	Praj.g_01444	Syao.g_00183
OG0000753	Praj.g_01442	Syao.g_00180
OG0000754	Praj.g_01438	Syao.g_00175
OG0000755	Praj.g_01434	Syao.g_00021
OG0000756	Praj.g_01433	Syao.g_00229
OG0000757	Praj.g_01426	Syao.g_00252
OG0000758	Praj.g_01425	Syao.g_00251
OG0000759	Praj.g_01424	Syao.g_00250
OG0000760	Praj.g_01423	Syao.g_00249
OG0000761	Praj.g_01422	Syao.g_00248
OG0000762	Praj.g_01421	Syao.g_00246
OG0000763	Praj.g_01419	Syao.g_00242
OG0000764	Praj.g_01418	Syao.g_00241
OG0000765	Praj.g_01409	Syao.g_00267
OG0000766	Praj.g_01408	Syao.g_00266
OG0000767	Praj.g_01407	Syao.g_00264
OG0000768	Praj.g_01406	Syao.g_00263
OG0000769	Praj.g_01404	Syao.g_00261
OG0000770	Praj.g_01403	Syao.g_00257
OG0000771	Praj.g_01014	Syao.g_00506
OG0000772	Praj.g_01246	Syao.g_01523
OG0000773	Praj.g_01519	Syao.g_01447
OG0000774	Praj.g_01522	Syao.g_01442
OG0000775	Praj.g_01523	Syao.g_01440
OG0000776	Praj.g_01524	Syao.g_01439
OG0000777	Praj.g_01525	Syao.g_01438
OG0000778	Praj.g_01526	Syao.g_01437
OG0000779	Praj.g_01530	Syao.g_01469
OG0000780	Praj.g_01531	Syao.g_01456
OG0000781	Praj.g_01534	Syao.g_01452
OG0000782	Praj.g_01535	Syao.g_01451
OG0000783	Praj.g_01536	Syao.g_01450
OG0000784	Praj.g_01537	Syao.g_01449
OG0000785	Praj.g_01539	Syao.g_01481
OG0000786	Praj.g_01542	Syao.g_01473
OG0000787	Praj.g_01543	Syao.g_01472
OG0000788	Praj.g_00732	Syao.g_00870
OG0000789	Praj.g_01011	Syao.g_00623
OG0000790	Praj.g_01580	Syao.g_00041, Syao.g_00315
OG0000791	Praj.g_01582	Syao.g_00043
OG0000792	Praj.g_01583	Syao.g_00044
OG0000793	Praj.g_01586	Syao.g_02700
OG0000794	Praj.g_01587	Syao.g_02703
OG0000795	Praj.g_01588	Syao.g_02704
OG0000796	Praj.g_01592	Syao.g_02708
OG0000797	Praj.g_01593	Syao.g_02709
OG0000799	Praj.g_01613	Syao.g_01525
OG0000800	Praj.g_01614	Syao.g_01526
OG0000801	Praj.g_01615	Syao.g_01527
OG0000802	Praj.g_01617	Syao.g_01531
OG0000803	Praj.g_01619	Syao.g_01534
OG0000804	Praj.g_01620	Syao.g_01537
OG0000805	Praj.g_01622	Syao.g_01502
OG0000806	Praj.g_01624	Syao.g_01504
OG0000807	Praj.g_01625	Syao.g_01506
OG0000808	Praj.g_01626	Syao.g_01507
OG0000809	Praj.g_01630	Syao.g_01511
OG0000810	Praj.g_01631	Syao.g_01482
OG0000811	Praj.g_01635	Syao.g_01490
OG0000812	Praj.g_01637	Syao.g_01492
OG0000813	Praj.g_01638	Syao.g_01493
OG0000814	Praj.g_01640	Syao.g_01495
OG0000815	Praj.g_01641	Syao.g_01499
OG0000816	Praj.g_01643	Syao.g_01471
OG0000817	Praj.g_01644	Syao.g_01519
OG0000818	Praj.g_01648	Syao.g_00062
OG0000819	Praj.g_01649	Syao.g_00063
OG0000820	Praj.g_01650	Syao.g_00064
OG0000821	Praj.g_01653	Syao.g_00070
OG0000822	Praj.g_01654	Syao.g_00072
OG0000823	Praj.g_01655	Syao.g_00073
OG0000824	Praj.g_01658	Syao.g_00079
OG0000825	Praj.g_01659	Syao.g_00080
OG0000826	Praj.g_01660	Syao.g_00081
OG0000827	Praj.g_01661	Syao.g_00082
OG0000828	Praj.g_01664	Syao.g_00085
OG0000829	Praj.g_01665	Syao.g_00086
OG0000830	Praj.g_01666	Syao.g_00087
OG0000831	Praj.g_01668	Syao.g_00089
OG0000832	Praj.g_01678	Syao.g_01696
OG0000833	Praj.g_01686	Syao.g_01612
OG0000834	Praj.g_01687	Syao.g_01610
OG0000835	Praj.g_01688	Syao.g_01609
OG0000836	Praj.g_01690	Syao.g_01606
OG0000837	Praj.g_01691	Syao.g_01605
OG0000838	Praj.g_01693	Syao.g_01601
OG0000839	Praj.g_01694	Syao.g_01600
OG0000840	Praj.g_01695	Syao.g_01599
OG0000841	Praj.g_01696	Syao.g_01598
OG0000842	Praj.g_01697	Syao.g_01597
OG0000843	Praj.g_01698	Syao.g_01596
OG0000844	Praj.g_01699	Syao.g_01594
OG0000845	Praj.g_01700	Syao.g_01593
OG0000846	Praj.g_01701	Syao.g_01592
OG0000847	Praj.g_01702	Syao.g_01591
OG0000848	Praj.g_01703	Syao.g_01589
OG0000849	Praj.g_01704	Syao.g_01588
OG0000850	Praj.g_01706	Syao.g_01585
OG0000851	Praj.g_01707	Syao.g_01582
OG0000852	Praj.g_01708	Syao.g_01581
OG0000853	Praj.g_01713	Syao.g_01577
OG0000854	Praj.g_01715	Syao.g_01575
OG0000855	Praj.g_01716	Syao.g_01574
OG0000856	Praj.g_01599	Syao.g_01327
OG0000857	Praj.g_00785	Syao.g_00774
OG0000858	Praj.g_01763	Syao.g_01567
OG0000859	Praj.g_01764	Syao.g_01566
OG0000860	Praj.g_01770	Syao.g_01552
OG0000861	Praj.g_01771	Syao.g_01551
OG0000862	Praj.g_01772	Syao.g_01542
OG0000863	Praj.g_01773	Syao.g_01540
OG0000864	Praj.g_01774	Syao.g_01017
OG0000866	Praj.g_01776	Syao.g_01686
OG0000867	Praj.g_01777	Syao.g_01685
OG0000868	Praj.g_01778	Syao.g_01682
OG0000869	Praj.g_01781	Syao.g_01677
OG0000870	Praj.g_01786	Syao.g_01672
OG0000871	Praj.g_01787	Syao.g_01671
OG0000872	Praj.g_01788	Syao.g_01665
OG0000873	Praj.g_01791	Syao.g_01662
OG0000874	Praj.g_01794	Syao.g_01660
OG0000875	Praj.g_01796	Syao.g_01658
OG0000876	Praj.g_01797	Syao.g_00536
OG0000877	Praj.g_01799	Syao.g_01654
OG0000878	Praj.g_01800	Syao.g_01653
OG0000879	Praj.g_01801	Syao.g_01652
OG0000880	Praj.g_01802	Syao.g_01651
OG0000881	Praj.g_01805	Syao.g_01647
OG0000882	Praj.g_01810	Syao.g_01642
OG0000883	Praj.g_01812	Syao.g_01638
OG0000884	Praj.g_01814	Syao.g_01636
OG0000885	Praj.g_01815	Syao.g_01635
OG0000886	Praj.g_01816	Syao.g_01634
OG0000887	Praj.g_01817	Syao.g_01633
OG0000888	Praj.g_01819	Syao.g_01631
OG0000889	Praj.g_01821	Syao.g_01629
OG0000890	Praj.g_01822	Syao.g_01626
OG0000891	Praj.g_01823	Syao.g_01625
OG0000892	Praj.g_01825	Syao.g_01695
OG0000893	Praj.g_01868	Syao.g_01934
OG0000894	Praj.g_01871	Syao.g_01937
OG0000895	Praj.g_01874	Syao.g_01916
OG0000896	Praj.g_01875	Syao.g_01917
OG0000897	Praj.g_01877	Syao.g_01919
OG0000898	Praj.g_01878	Syao.g_01920
OG0000899	Praj.g_01879	Syao.g_01921
OG0000900	Praj.g_01880	Syao.g_01922
OG0000901	Praj.g_01883	Syao.g_01927
OG0000902	Praj.g_01885	Syao.g_01929
OG0000903	Praj.g_01894	Syao.g_01798
OG0000904	Praj.g_01889	Syao.g_01804
OG0000905	Praj.g_01887	Syao.g_01862
OG0000906	Praj.g_01886	Syao.g_01931
OG0000907	Praj.g_01909	Syao.g_01796
OG0000908	Praj.g_01912	Syao.g_01793
OG0000909	Praj.g_01913	Syao.g_01792
OG0000910	Praj.g_01914	Syao.g_01791
OG0000911	Praj.g_01916	Syao.g_01789
OG0000912	Praj.g_01917	Syao.g_01788
OG0000913	Praj.g_01918	Syao.g_01787
OG0000914	Praj.g_01919	Syao.g_01786
OG0000915	Praj.g_01920	Syao.g_01784
OG0000916	Praj.g_01921	Syao.g_01783
OG0000917	Praj.g_01922	Syao.g_01782
OG0000918	Praj.g_01923	Syao.g_01781
OG0000919	Praj.g_01924	Syao.g_01780
OG0000920	Praj.g_01925	Syao.g_01779
OG0000921	Praj.g_01926	Syao.g_01778
OG0000922	Praj.g_01927	Syao.g_01777
OG0000923	Praj.g_01931	Syao.g_01772
OG0000924	Praj.g_01932	Syao.g_01771
OG0000925	Praj.g_01933	Syao.g_01770
OG0000926	Praj.g_01934	Syao.g_01769
OG0000927	Praj.g_01936	Syao.g_01767
OG0000928	Praj.g_01937	Syao.g_01766
OG0000929	Praj.g_01938	Syao.g_01765
OG0000930	Praj.g_01939	Syao.g_01764
OG0000931	Praj.g_01940	Syao.g_01763
OG0000932	Praj.g_01941	Syao.g_01762
OG0000933	Praj.g_01945	Syao.g_01811
OG0000934	Praj.g_01947	Syao.g_01809
OG0000935	Praj.g_01948	Syao.g_01808
OG0000936	Praj.g_01949	Syao.g_01843
OG0000937	Praj.g_01950	Syao.g_01842
OG0000938	Praj.g_01953	Syao.g_01839
OG0000939	Praj.g_01954	Syao.g_01838
OG0000940	Praj.g_01961	Syao.g_01830
OG0000941	Praj.g_01963	Syao.g_01828
OG0000942	Praj.g_01965	Syao.g_01826
OG0000943	Praj.g_01966	Syao.g_01824
OG0000944	Praj.g_01968	Syao.g_01822
OG0000945	Praj.g_01969	Syao.g_01821
OG0000946	Praj.g_01975	Syao.g_01852
OG0000947	Praj.g_01977	Syao.g_01849
OG0000948	Praj.g_01978	Syao.g_01848
OG0000949	Praj.g_01981	Syao.g_01970
OG0000950	Praj.g_01986	Syao.g_01957
OG0000951	Praj.g_01990	Syao.g_02262
OG0000952	Praj.g_01994	Syao.g_02266
OG0000953	Praj.g_01998	Syao.g_02130
OG0000954	Praj.g_02002	Syao.g_02135
OG0000955	Praj.g_02003	Syao.g_02136
OG0000956	Praj.g_02005	Syao.g_02138
OG0000957	Praj.g_02010	Syao.g_01951
OG0000958	Praj.g_02011	Syao.g_01950
OG0000959	Praj.g_02015	Syao.g_01947
OG0000960	Praj.g_02016	Syao.g_01946
OG0000961	Praj.g_02019	Syao.g_02496
OG0000962	Praj.g_02021	Syao.g_02191
OG0000963	Praj.g_02026	Syao.g_02186
OG0000964	Praj.g_02027	Syao.g_02185
OG0000965	Praj.g_02028	Syao.g_02184
OG0000966	Praj.g_02059	Syao.g_02172
OG0000967	Praj.g_02063	Syao.g_02167
OG0000968	Praj.g_02065	Syao.g_02199
OG0000969	Praj.g_02066	Syao.g_02200
OG0000970	Praj.g_02067	Syao.g_02201
OG0000971	Praj.g_02068	Syao.g_02203
OG0000972	Praj.g_02069	Syao.g_02204
OG0000973	Praj.g_02070	Syao.g_02205
OG0000974	Praj.g_02071	Syao.g_02206
OG0000975	Praj.g_02072	Syao.g_02207
OG0000976	Praj.g_02073	Syao.g_02208
OG0000977	Praj.g_02074	Syao.g_02210
OG0000978	Praj.g_02075	Syao.g_02211
OG0000979	Praj.g_02078	Syao.g_02214
OG0000980	Praj.g_02080	Syao.g_02217
OG0000981	Praj.g_02083	Syao.g_02220
OG0000982	Praj.g_02085	Syao.g_02437
OG0000983	Praj.g_02086	Syao.g_02438
OG0000984	Praj.g_02087	Syao.g_02439
OG0000985	Praj.g_02090	Syao.g_02443
OG0000986	Praj.g_02092	Syao.g_02445
OG0000987	Praj.g_02093	Syao.g_02447
OG0000988	Praj.g_02096	Syao.g_02452
OG0000989	Praj.g_02100	Syao.g_02368
OG0000990	Praj.g_02105	Syao.g_02362
OG0000991	Praj.g_02106	Syao.g_02354
OG0000992	Praj.g_02109	Syao.g_02279
OG0000993	Praj.g_02110	Syao.g_02280
OG0000994	Praj.g_02111	Syao.g_02283
OG0000995	Praj.g_02115	Syao.g_02287
OG0000996	Praj.g_02116	Syao.g_02305
OG0000997	Praj.g_02124	Syao.g_02326
OG0000998	Praj.g_02126	Syao.g_02328
OG0000999	Praj.g_02127	Syao.g_02329
OG0001000	Praj.g_02130, Praj.g_02131	Syao.g_02333
OG0001001	Praj.g_02134	Syao.g_02338
OG0001002	Praj.g_02139	Syao.g_02345
OG0001003	Praj.g_02141	Syao.g_02347
OG0001004	Praj.g_02142	Syao.g_02348
OG0001005	Praj.g_02143	Syao.g_02194
OG0001006	Praj.g_02147	Syao.g_02159
OG0001007	Praj.g_02149	Syao.g_02161
OG0001008	Praj.g_00431	Syao.g_01737
OG0001009	Praj.g_00027	Syao.g_02239
OG0001010	Praj.g_00028	Syao.g_02238
OG0001011	Praj.g_00029	Syao.g_02236
OG0001012	Praj.g_00047	Syao.g_00322
OG0001013	Praj.g_00052	Syao.g_02413
OG0001014	Praj.g_00055	Syao.g_02407
OG0001015	Praj.g_00056	Syao.g_02406
OG0001016	Praj.g_00111	Syao.g_02622
OG0001017	Praj.g_00115	Syao.g_02628
OG0001018	Praj.g_00118	Syao.g_02630
OG0001019	Praj.g_00127	Syao.g_02654
OG0001020	Praj.g_00128	Syao.g_02663
OG0001021	Praj.g_00129	Syao.g_02666
OG0001022	Praj.g_00132	Syao.g_02670
OG0001023	Praj.g_00133	Syao.g_02671
OG0001024	Praj.g_00136	Syao.g_01018
OG0001025	Praj.g_00143	Syao.g_02597
OG0001026	Praj.g_00151	Syao.g_02594
OG0001027	Praj.g_00152	Syao.g_02564
OG0001028	Praj.g_00154	Syao.g_02568
OG0001029	Praj.g_00156	Syao.g_02570
OG0001030	Praj.g_00172	Syao.g_02545
OG0001031	Praj.g_00226	Syao.g_02528
OG0001032	Praj.g_00227	Syao.g_02530
OG0001033	Praj.g_00247	Syao.g_01016
OG0001034	Praj.g_00276	Syao.g_01704
OG0001035	Praj.g_00293	Syao.g_02101
OG0001036	Praj.g_00297	Syao.g_02096
OG0001037	Praj.g_00298	Syao.g_02094
OG0001038	Praj.g_00314	Syao.g_02065
OG0001039	Praj.g_00316	Syao.g_02062
OG0001040	Praj.g_00319	Syao.g_02059
OG0001041	Praj.g_00323	Syao.g_02055
OG0001042	Praj.g_00339	Syao.g_02032
OG0001043	Praj.g_00340	Syao.g_02028
OG0001044	Praj.g_00379	Syao.g_01878
OG0001045	Praj.g_00388	Syao.g_01865
OG0001046	Praj.g_01081	Syao.g_00827
OG0001047	Praj.g_00433	Syao.g_01739
OG0001048	Praj.g_00434	Syao.g_01740
OG0001049	Praj.g_00436	Syao.g_01616
OG0001050	Praj.g_00437	Syao.g_01618
OG0001051	Praj.g_00438	Syao.g_01619
OG0001052	Praj.g_00464	Syao.g_02686
OG0001053	Praj.g_00476	Syao.g_00025
OG0001054	Praj.g_00490	Syao.g_00104
OG0001055	Praj.g_00509	Syao.g_00156
OG0001056	Praj.g_00527	Syao.g_01417
OG0001057	Praj.g_00532	Syao.g_00879
OG0001058	Praj.g_00540	Syao.g_00862
OG0001059	Praj.g_00544	Syao.g_00858
OG0001060	Praj.g_00551	Syao.g_00852
OG0001062	Praj.g_00566	Syao.g_01050
OG0001063	Praj.g_00567	Syao.g_01042
OG0001064	Praj.g_00568	Syao.g_01041
OG0001065	Praj.g_00569	Syao.g_01040
OG0001066	Praj.g_00570	Syao.g_01039
OG0001067	Praj.g_00571	Syao.g_01038
OG0001068	Praj.g_00572	Syao.g_01037
OG0001069	Praj.g_00573	Syao.g_01036
OG0001070	Praj.g_00575	Syao.g_01032
OG0001071	Praj.g_00576	Syao.g_01031
OG0001072	Praj.g_00577	Syao.g_01027
OG0001073	Praj.g_00591	Syao.g_00991
OG0001074	Praj.g_00603	Syao.g_00392
OG0001075	Praj.g_00604	Syao.g_00391
OG0001076	Praj.g_00611	Syao.g_01339
OG0001077	Praj.g_00616	Syao.g_01323
OG0001078	Praj.g_00624	Syao.g_00895
OG0001079	Praj.g_00635	Syao.g_00911
OG0001081	Praj.g_00643	Syao.g_00925
OG0001082	Praj.g_00644	Syao.g_00926
OG0001083	Praj.g_00649	Syao.g_00934
OG0001084	Praj.g_00650	Syao.g_00935
OG0001085	Praj.g_00660	Syao.g_00947
OG0001086	Praj.g_00661	Syao.g_00949
OG0001087	Praj.g_00681	Syao.g_01419
OG0001088	Praj.g_00682	Syao.g_00211
OG0001089	Praj.g_00690	Syao.g_00376
OG0001090	Praj.g_00699	Syao.g_00494
OG0001091	Praj.g_00701	Syao.g_00491
OG0001092	Praj.g_00702	Syao.g_00489
OG0001093	Praj.g_00707	Syao.g_00482
OG0001094	Praj.g_00763	Syao.g_00750
OG0001095	Praj.g_00782	Syao.g_00771
OG0001096	Praj.g_00797	Syao.g_00786
OG0001097	Praj.g_00817	Syao.g_00552
OG0001098	Praj.g_00835	Syao.g_00731
OG0001099	Praj.g_00872	Syao.g_02569
OG0001100	Praj.g_00879	Syao.g_00957
OG0001101	Praj.g_00881	Syao.g_00959
OG0001102	Praj.g_00884	Syao.g_00962
OG0001103	Praj.g_00886	Syao.g_00964
OG0001105	Praj.g_00753	Syao.g_00736
OG0001106	Praj.g_00934	Syao.g_00688
OG0001107	Praj.g_00944	Syao.g_00676
OG0001108	Praj.g_00948	Syao.g_00669
OG0001109	Praj.g_00949	Syao.g_00667
OG0001110	Praj.g_00951	Syao.g_00665
OG0001111	Praj.g_00952	Syao.g_00663
OG0001112	Praj.g_00953	Syao.g_00661
OG0001113	Praj.g_00954	Syao.g_00660
OG0001114	Praj.g_00955	Syao.g_00659
OG0001115	Praj.g_00957	Syao.g_00832
OG0001116	Praj.g_00958	Syao.g_00830
OG0001117	Praj.g_00959	Syao.g_00829
OG0001118	Praj.g_00960	Syao.g_00828
OG0001119	Praj.g_00961	Syao.g_00826
OG0001120	Praj.g_00963	Syao.g_00822
OG0001121	Praj.g_01563	Syao.g_01294
OG0001122	Praj.g_00993	Syao.g_00445
OG0001123	Praj.g_00997	Syao.g_00451
OG0001124	Praj.g_00999	Syao.g_00453
OG0001125	Praj.g_01001	Syao.g_00456
OG0001126	Praj.g_01012	Syao.g_00504
OG0001127	Praj.g_01013	Syao.g_00505
OG0001128	Praj.g_01016	Syao.g_00508
OG0001129	Praj.g_01017	Syao.g_00510
OG0001130	Praj.g_01018	Syao.g_00511
OG0001131	Praj.g_00852	Syao.g_01387
OG0001132	Praj.g_01063	Syao.g_01221
OG0001133	Praj.g_01040	Syao.g_01333
OG0001134	Praj.g_01832	Syao.g_01428
OG0001135	Praj.g_01835	Syao.g_01424
OG0001136	Praj.g_01463	Syao.g_00126
OG0001137	Praj.g_01452	Syao.g_00194
OG0001138	Praj.g_01432	Syao.g_00227
OG0001139	Praj.g_01430	Syao.g_00225
OG0001140	Praj.g_01429	Syao.g_00224
OG0001141	Praj.g_01428	Syao.g_00254
OG0001142	Praj.g_01427	Syao.g_00253
OG0001143	Praj.g_01420	Syao.g_00243
OG0001144	Praj.g_01415	Syao.g_00276
OG0001145	Praj.g_01520	Syao.g_01446
OG0001146	Praj.g_01532	Syao.g_01455
OG0001147	Praj.g_01550	Syao.g_00095
OG0001148	Praj.g_01577	Syao.g_00038
OG0001149	Praj.g_01578	Syao.g_00039
OG0001150	Praj.g_01579	Syao.g_00040
OG0001151	Praj.g_01590	Syao.g_02706
OG0001152	Praj.g_01591	Syao.g_02707
OG0001153	Praj.g_01662	Syao.g_00083
OG0001154	Praj.g_01663	Syao.g_00084
OG0001155	Praj.g_01679	Syao.g_01747
OG0001156	Praj.g_01682	Syao.g_01744
OG0001157	Praj.g_01683	Syao.g_01743
OG0001158	Praj.g_01684	Syao.g_01742
OG0001159	Praj.g_01685	Syao.g_01741
OG0001160	Praj.g_01711	Syao.g_01579
OG0001161	Praj.g_01499	Syao.g_02373
OG0001162	Praj.g_01723	Syao.g_02650
OG0001163	Praj.g_01761	Syao.g_01571
OG0001164	Praj.g_01765	Syao.g_01564
OG0001165	Praj.g_01767	Syao.g_01559
OG0001166	Praj.g_01785	Syao.g_01673
OG0001167	Praj.g_01803	Syao.g_01006
OG0001168	Praj.g_01804	Syao.g_01648
OG0001169	Praj.g_01806	Syao.g_01646
OG0001170	Praj.g_01808	Syao.g_01644
OG0001171	Praj.g_01818	Syao.g_01632
OG0001172	Praj.g_01872	Syao.g_01914
OG0001173	Praj.g_01873	Syao.g_01915
OG0001174	Praj.g_01881	Syao.g_01923
OG0001175	Praj.g_01882	Syao.g_01924
OG0001176	Praj.g_01893	Syao.g_01799
OG0001177	Praj.g_01891	Syao.g_01802
OG0001178	Praj.g_01236	Syao.g_01541
OG0001179	Praj.g_01935	Syao.g_01768
OG0001180	Praj.g_01958	Syao.g_01833
OG0001181	Praj.g_01962	Syao.g_01829
OG0001182	Praj.g_01970	Syao.g_01820
OG0001183	Praj.g_01976	Syao.g_01851
