Orthogroup	Praj	Prbi
OG0000542	Praj.g_00497	Prbi.g_00508
OG0000543	Praj.g_00499	Prbi.g_00510
OG0000544	Praj.g_00500	Prbi.g_00511
OG0000545	Praj.g_00502	Prbi.g_00513
OG0000546	Praj.g_00505	Prbi.g_00516
OG0000547	Praj.g_00507	Prbi.g_00518
OG0000548	Praj.g_00508	Prbi.g_00519
OG0000549	Praj.g_00511	Prbi.g_00521
OG0000550	Praj.g_00515	Prbi.g_00526
OG0000551	Praj.g_00518	Prbi.g_00530
OG0000552	Praj.g_00519	Prbi.g_00531
OG0000553	Praj.g_00520	Prbi.g_00532
OG0000554	Praj.g_00525	Prbi.g_00537
OG0000555	Praj.g_00533	Prbi.g_00545
OG0000556	Praj.g_00535	Prbi.g_00547
OG0000557	Praj.g_00536	Prbi.g_00548
OG0000558	Praj.g_00538	Prbi.g_00550
OG0000559	Praj.g_00542	Prbi.g_00554
OG0000560	Praj.g_00545	Prbi.g_00557
OG0000561	Praj.g_00546	Prbi.g_00558
OG0000562	Praj.g_00547	Prbi.g_00559
OG0000563	Praj.g_00548	Prbi.g_00560
OG0000564	Praj.g_00549	Prbi.g_00561
OG0000565	Praj.g_00552	Prbi.g_00564
OG0000566	Praj.g_00554	Prbi.g_00566
OG0000567	Praj.g_00558	Prbi.g_00570
OG0000568	Praj.g_00559	Prbi.g_00571
OG0000569	Praj.g_00560	Prbi.g_00572
OG0000570	Praj.g_00561	Prbi.g_00573
OG0000571	Praj.g_00563	Prbi.g_00575
OG0000572	Praj.g_00574	Prbi.g_00588
OG0000573	Praj.g_00579	Prbi.g_00594
OG0000574	Praj.g_00581	Prbi.g_00595
OG0000575	Praj.g_00584	Prbi.g_00599
OG0000576	Praj.g_00586	Prbi.g_00601
OG0000577	Praj.g_00587	Prbi.g_00602
OG0000578	Praj.g_00588	Prbi.g_00603
OG0000579	Praj.g_00589	Prbi.g_00604
OG0000580	Praj.g_00590	Prbi.g_00605
OG0000581	Praj.g_00593	Prbi.g_00607
OG0000582	Praj.g_00596	Prbi.g_00610
OG0000583	Praj.g_00597	Prbi.g_00611
OG0000584	Praj.g_00598	Prbi.g_00612
OG0000585	Praj.g_00600	Prbi.g_00614
OG0000586	Praj.g_00601	Prbi.g_00615
OG0000587	Praj.g_00602	Prbi.g_00616
OG0000588	Praj.g_00606	Prbi.g_00620
OG0000589	Praj.g_00609	Prbi.g_00623
OG0000590	Praj.g_00610	Prbi.g_00624
OG0000591	Praj.g_00613	Prbi.g_00627
OG0000592	Praj.g_00614	Prbi.g_00628
OG0000593	Praj.g_00620	Prbi.g_00635
OG0000594	Praj.g_00621	Prbi.g_00636
OG0000595	Praj.g_00622	Prbi.g_00637
OG0000596	Praj.g_00626	Prbi.g_00641
OG0000597	Praj.g_00628	Prbi.g_00643
OG0000598	Praj.g_00629	Prbi.g_00644
OG0000599	Praj.g_00632	Prbi.g_00647
OG0000600	Praj.g_00633	Prbi.g_00648
OG0000601	Praj.g_00634	Prbi.g_00649
OG0000602	Praj.g_00636	Prbi.g_00651
OG0000603	Praj.g_00637	Prbi.g_00652
OG0000604	Praj.g_00638	Prbi.g_00653
OG0000605	Praj.g_00639	Prbi.g_00654
OG0000606	Praj.g_00642	Prbi.g_00657
OG0000607	Praj.g_00645	Prbi.g_00660
OG0000608	Praj.g_00646	Prbi.g_00661
OG0000609	Praj.g_00647	Prbi.g_00662
OG0000610	Praj.g_00653	Prbi.g_00667
OG0000611	Praj.g_00656	Prbi.g_00670
OG0000612	Praj.g_00657	Prbi.g_00671
OG0000613	Praj.g_00663	Prbi.g_00676
OG0000614	Praj.g_00686	Prbi.g_00695
OG0000615	Praj.g_00693	Prbi.g_00704
OG0000616	Praj.g_02137	Prbi.g_00708
OG0000617	Praj.g_00704	Prbi.g_00751
OG0000618	Praj.g_00705	Prbi.g_00752
OG0000619	Praj.g_00706	Prbi.g_00753
OG0000620	Praj.g_00709	Prbi.g_00756
OG0000621	Praj.g_00710	Prbi.g_00757
OG0000622	Praj.g_00711	Prbi.g_00758
OG0000623	Praj.g_00712	Prbi.g_00759
OG0000624	Praj.g_00714	Prbi.g_00760
OG0000625	Praj.g_00715	Prbi.g_00761
OG0000626	Praj.g_00716	Prbi.g_00762
OG0000627	Praj.g_00718	Prbi.g_00763
OG0000628	Praj.g_00719	Prbi.g_00764
OG0000629	Praj.g_00720	Prbi.g_00765
OG0000630	Praj.g_00723	Prbi.g_00768
OG0000631	Praj.g_00917	Prbi.g_00838
OG0000632	Praj.g_00918	Prbi.g_00839
OG0000633	Praj.g_00919	Prbi.g_00840
OG0000634	Praj.g_00765	Prbi.g_00843
OG0000635	Praj.g_00766	Prbi.g_00844
OG0000636	Praj.g_00768	Prbi.g_00846
OG0000637	Praj.g_00770	Prbi.g_00848
OG0000638	Praj.g_00771	Prbi.g_00849
OG0000639	Praj.g_00772	Prbi.g_00850
OG0000640	Praj.g_00773	Prbi.g_00851
OG0000641	Praj.g_00777	Prbi.g_00855
OG0000642	Praj.g_00778	Prbi.g_00856
OG0000643	Praj.g_00779	Prbi.g_00857
OG0000644	Praj.g_00780	Prbi.g_00858
OG0000645	Praj.g_00781	Prbi.g_00859
OG0000646	Praj.g_00784	Prbi.g_00861
OG0000647	Praj.g_00786	Prbi.g_00862
OG0000648	Praj.g_00788	Prbi.g_00864
OG0000649	Praj.g_00789	Prbi.g_00865
OG0000650	Praj.g_00790	Prbi.g_00866
OG0000651	Praj.g_00791	Prbi.g_00867
OG0000652	Praj.g_00792	Prbi.g_00868
OG0000653	Praj.g_00794	Prbi.g_00870
OG0000654	Praj.g_00795	Prbi.g_00871
OG0000655	Praj.g_00796	Prbi.g_00872
OG0000656	Praj.g_00799	Prbi.g_00875
OG0000657	Praj.g_00806	Prbi.g_00883
OG0000658	Praj.g_00808	Prbi.g_00884
OG0000659	Praj.g_00809	Prbi.g_00885
OG0000660	Praj.g_00814	Prbi.g_00889
OG0000661	Praj.g_00816	Prbi.g_00891
OG0000662	Praj.g_00818	Prbi.g_00893
OG0000663	Praj.g_00820	Prbi.g_00895
OG0000664	Praj.g_00821	Prbi.g_00896
OG0000665	Praj.g_00826	Prbi.g_00900
OG0000666	Praj.g_00827	Prbi.g_00901
OG0000667	Praj.g_00831	Prbi.g_00905
OG0000668	Praj.g_00869	Prbi.g_00934
OG0000669	Praj.g_00877	Prbi.g_00942
OG0000670	Praj.g_00880	Prbi.g_00944
OG0000671	Praj.g_00882	Prbi.g_00946
OG0000672	Praj.g_00885	Prbi.g_00949
OG0000673	Praj.g_00888	Prbi.g_00952
OG0000674	Praj.g_00890	Prbi.g_00954
OG0000675	Praj.g_00891	Prbi.g_00955
OG0000676	Praj.g_00893	Prbi.g_00957
OG0000677	Praj.g_00894	Prbi.g_00958
OG0000678	Praj.g_00897	Prbi.g_00960
OG0000679	Praj.g_00901	Prbi.g_00964
OG0000680	Praj.g_00902	Prbi.g_00965
OG0000681	Praj.g_00905	Prbi.g_00968
OG0000682	Praj.g_00906	Prbi.g_00969
OG0000683	Praj.g_00907	Prbi.g_00970
OG0000684	Praj.g_00748	Prbi.g_00971
OG0000685	Praj.g_00750	Prbi.g_00973
OG0000686	Praj.g_00751	Prbi.g_00974
OG0000687	Praj.g_00752	Prbi.g_00975
OG0000688	Praj.g_00755	Prbi.g_00978
OG0000689	Praj.g_00756	Prbi.g_00979
OG0000690	Praj.g_00757	Prbi.g_00980
OG0000691	Praj.g_00758	Prbi.g_00981
OG0000692	Praj.g_00760	Prbi.g_00983
OG0000693	Praj.g_00761	Prbi.g_00984
OG0000694	Praj.g_00762	Prbi.g_00985
OG0000695	Praj.g_00921	Prbi.g_00987
OG0000696	Praj.g_00922	Prbi.g_00988
OG0000697	Praj.g_00923	Prbi.g_00989
OG0000698	Praj.g_00926	Prbi.g_00992
OG0000699	Praj.g_00927	Prbi.g_00993
OG0000700	Praj.g_00928	Prbi.g_00994
OG0000701	Praj.g_00929	Prbi.g_00995
OG0000702	Praj.g_00931	Prbi.g_00997
OG0000703	Praj.g_00932	Prbi.g_00998
OG0000704	Praj.g_00933	Prbi.g_00999
OG0000705	Praj.g_00939	Prbi.g_01003
OG0000706	Praj.g_00940	Prbi.g_01004
OG0000707	Praj.g_00941	Prbi.g_01005
OG0000708	Praj.g_00943	Prbi.g_01006
OG0000709	Praj.g_00947	Prbi.g_01010
OG0000710	Praj.g_00950	Prbi.g_01013
OG0000711	Praj.g_00966	Prbi.g_01030
OG0000712	Praj.g_00968	Prbi.g_01032
OG0000713	Praj.g_00969	Prbi.g_01033
OG0000714	Praj.g_00970	Prbi.g_01034
OG0000715	Praj.g_00972	Prbi.g_01036
OG0000716	Praj.g_00973	Prbi.g_01038
OG0000717	Praj.g_00974	Prbi.g_01039
OG0000718	Praj.g_00991	Prbi.g_01055
OG0000719	Praj.g_00992	Prbi.g_01057
OG0000720	Praj.g_01002	Prbi.g_01066
OG0000721	Praj.g_01003	Prbi.g_01068
OG0000722	Praj.g_01004	Prbi.g_01069
OG0000723	Praj.g_01008	Prbi.g_01072
OG0000724	Praj.g_01019	Prbi.g_01081
OG0000725	Praj.g_00845	Prbi.g_01087
OG0000726	Praj.g_00844	Prbi.g_01088
OG0000727	Praj.g_00843	Prbi.g_01089
OG0000728	Praj.g_00841	Prbi.g_01091
OG0000729	Praj.g_02022	Prbi.g_01138
OG0000730	Praj.g_00378	Prbi.g_01142
OG0000731	Praj.g_00386	Prbi.g_01146
OG0000732	Praj.g_02081	Prbi.g_01155
OG0000733	Praj.g_01833	Prbi.g_01175
OG0000734	Praj.g_01476	Prbi.g_01192
OG0000735	Praj.g_01474	Prbi.g_01194
OG0000736	Praj.g_01473	Prbi.g_01195
OG0000737	Praj.g_01472	Prbi.g_01196
OG0000738	Praj.g_01468	Prbi.g_01200
OG0000739	Praj.g_01467	Prbi.g_01201
OG0000740	Praj.g_01466	Prbi.g_01202
OG0000741	Praj.g_01464	Prbi.g_01203
OG0000742	Praj.g_01462	Prbi.g_01206
OG0000743	Praj.g_01460	Prbi.g_01208
OG0000744	Praj.g_01459	Prbi.g_01209
OG0000745	Praj.g_01458	Prbi.g_01210
OG0000746	Praj.g_01456	Prbi.g_01212
OG0000747	Praj.g_01455	Prbi.g_01213
OG0000748	Praj.g_01451	Prbi.g_01216
OG0000749	Praj.g_01450	Prbi.g_01217
OG0000750	Praj.g_01449	Prbi.g_01218
OG0000751	Praj.g_01446	Prbi.g_01220
OG0000752	Praj.g_01444	Prbi.g_01222
OG0000753	Praj.g_01442	Prbi.g_01225
OG0000754	Praj.g_01438	Prbi.g_01228
OG0000755	Praj.g_01434	Prbi.g_01231
OG0000756	Praj.g_01433	Prbi.g_01232
OG0000757	Praj.g_01426	Prbi.g_01238
OG0000758	Praj.g_01425	Prbi.g_01239
OG0000759	Praj.g_01424	Prbi.g_01240
OG0000760	Praj.g_01423	Prbi.g_01241
OG0000761	Praj.g_01422	Prbi.g_01242
OG0000762	Praj.g_01421	Prbi.g_01243
OG0000763	Praj.g_01419	Prbi.g_01245
OG0000764	Praj.g_01418	Prbi.g_01246
OG0000765	Praj.g_01409	Prbi.g_01255
OG0000766	Praj.g_01408	Prbi.g_01256
OG0000767	Praj.g_01407	Prbi.g_01258
OG0000768	Praj.g_01406	Prbi.g_01259
OG0000769	Praj.g_01404	Prbi.g_01261
OG0000770	Praj.g_01403	Prbi.g_01263
OG0000771	Praj.g_01014	Prbi.g_01277
OG0000772	Praj.g_01246	Prbi.g_01363
OG0000773	Praj.g_01519	Prbi.g_01382
OG0000774	Praj.g_01522	Prbi.g_01384
OG0000775	Praj.g_01523	Prbi.g_01386
OG0000776	Praj.g_01524	Prbi.g_01387
OG0000777	Praj.g_01525	Prbi.g_01388
OG0000778	Praj.g_01526	Prbi.g_01389
OG0000779	Praj.g_01530	Prbi.g_01393
OG0000780	Praj.g_01531	Prbi.g_01394
OG0000781	Praj.g_01534	Prbi.g_01397
OG0000782	Praj.g_01535	Prbi.g_01398
OG0000783	Praj.g_01536	Prbi.g_01399
OG0000784	Praj.g_01537	Prbi.g_01400
OG0000785	Praj.g_01539	Prbi.g_01402
OG0000786	Praj.g_01542	Prbi.g_01404
OG0000787	Praj.g_01543	Prbi.g_01405
OG0000788	Praj.g_00732	Prbi.g_01426
OG0000789	Praj.g_01011	Prbi.g_01429
OG0000790	Praj.g_01580	Prbi.g_01444
OG0000791	Praj.g_01582	Prbi.g_01446
OG0000792	Praj.g_01583	Prbi.g_01447
OG0000793	Praj.g_01586	Prbi.g_01450
OG0000794	Praj.g_01587	Prbi.g_01451
OG0000795	Praj.g_01588	Prbi.g_01452
OG0000796	Praj.g_01592	Prbi.g_01456
OG0000797	Praj.g_01593	Prbi.g_01457
OG0000799	Praj.g_01613	Prbi.g_01571
OG0000800	Praj.g_01614	Prbi.g_01572
OG0000801	Praj.g_01615	Prbi.g_01573
OG0000802	Praj.g_01617	Prbi.g_01575
OG0000803	Praj.g_01619	Prbi.g_01577
OG0000804	Praj.g_01620	Prbi.g_01578
OG0000805	Praj.g_01622	Prbi.g_01580
OG0000806	Praj.g_01624	Prbi.g_01582
OG0000807	Praj.g_01625	Prbi.g_01583
OG0000808	Praj.g_01626	Prbi.g_01584
OG0000809	Praj.g_01630	Prbi.g_01587
OG0000810	Praj.g_01631	Prbi.g_01588
OG0000811	Praj.g_01635	Prbi.g_01594
OG0000812	Praj.g_01637	Prbi.g_01596
OG0000813	Praj.g_01638	Prbi.g_01597
OG0000814	Praj.g_01640	Prbi.g_01599
OG0000815	Praj.g_01641	Prbi.g_01600
OG0000816	Praj.g_01643	Prbi.g_01602
OG0000817	Praj.g_01644	Prbi.g_01603
OG0000818	Praj.g_01648	Prbi.g_01608
OG0000819	Praj.g_01649	Prbi.g_01609
OG0000820	Praj.g_01650	Prbi.g_01610
OG0000821	Praj.g_01653	Prbi.g_01613
OG0000822	Praj.g_01654	Prbi.g_01614
OG0000823	Praj.g_01655	Prbi.g_01615
OG0000824	Praj.g_01658	Prbi.g_01618
OG0000825	Praj.g_01659	Prbi.g_01619
OG0000826	Praj.g_01660	Prbi.g_01620
OG0000827	Praj.g_01661	Prbi.g_01621
OG0000828	Praj.g_01664	Prbi.g_01624
OG0000829	Praj.g_01665	Prbi.g_01625
OG0000830	Praj.g_01666	Prbi.g_01626
OG0000831	Praj.g_01668	Prbi.g_01628
OG0000832	Praj.g_01678	Prbi.g_01634
OG0000833	Praj.g_01686	Prbi.g_01642
OG0000834	Praj.g_01687	Prbi.g_01643
OG0000835	Praj.g_01688	Prbi.g_01644
OG0000836	Praj.g_01690	Prbi.g_01645
OG0000837	Praj.g_01691	Prbi.g_01646
OG0000838	Praj.g_01693	Prbi.g_01648
OG0000839	Praj.g_01694	Prbi.g_01649
OG0000840	Praj.g_01695	Prbi.g_01650
OG0000841	Praj.g_01696	Prbi.g_01651
OG0000842	Praj.g_01697	Prbi.g_01652
OG0000843	Praj.g_01698	Prbi.g_01653
OG0000844	Praj.g_01699	Prbi.g_01654
OG0000845	Praj.g_01700	Prbi.g_01655
OG0000846	Praj.g_01701	Prbi.g_01656
OG0000847	Praj.g_01702	Prbi.g_01657
OG0000848	Praj.g_01703	Prbi.g_01658
OG0000849	Praj.g_01704	Prbi.g_01659
OG0000850	Praj.g_01706	Prbi.g_01661
OG0000851	Praj.g_01707	Prbi.g_01662
OG0000852	Praj.g_01708	Prbi.g_01663
OG0000853	Praj.g_01713	Prbi.g_01667
OG0000854	Praj.g_01715	Prbi.g_01669
OG0000855	Praj.g_01716	Prbi.g_01670
OG0000856	Praj.g_01599	Prbi.g_01685
OG0000857	Praj.g_00785	Prbi.g_01711
OG0000858	Praj.g_01763	Prbi.g_01781
OG0000859	Praj.g_01764	Prbi.g_01782
OG0000860	Praj.g_01770	Prbi.g_01789
OG0000861	Praj.g_01771	Prbi.g_01790
OG0000862	Praj.g_01772	Prbi.g_01791
OG0000863	Praj.g_01773	Prbi.g_01793
OG0000864	Praj.g_01774	Prbi.g_01794
OG0000865	Praj.g_01775	Prbi.g_01795
OG0000866	Praj.g_01776	Prbi.g_01796
OG0000867	Praj.g_01777	Prbi.g_01797
OG0000868	Praj.g_01778	Prbi.g_01798
OG0000869	Praj.g_01781	Prbi.g_01802
OG0000870	Praj.g_01786	Prbi.g_01807
OG0000871	Praj.g_01787	Prbi.g_01808
OG0000872	Praj.g_01788	Prbi.g_01809
OG0000873	Praj.g_01791	Prbi.g_01812
OG0000874	Praj.g_01794	Prbi.g_01815
OG0000875	Praj.g_01796	Prbi.g_01816
OG0000876	Praj.g_01797	Prbi.g_01817
OG0000877	Praj.g_01799	Prbi.g_01819
OG0000878	Praj.g_01800	Prbi.g_01820
OG0000879	Praj.g_01801	Prbi.g_01821
OG0000880	Praj.g_01802	Prbi.g_01822
OG0000881	Praj.g_01805	Prbi.g_01826
OG0000882	Praj.g_01810	Prbi.g_01831
OG0000883	Praj.g_01812	Prbi.g_01832
OG0000884	Praj.g_01814	Prbi.g_01834
OG0000885	Praj.g_01815	Prbi.g_01835
OG0000886	Praj.g_01816	Prbi.g_01836
OG0000887	Praj.g_01817	Prbi.g_01837
OG0000888	Praj.g_01819	Prbi.g_01839
OG0000889	Praj.g_01821	Prbi.g_01841
OG0000890	Praj.g_01822	Prbi.g_01842
OG0000891	Praj.g_01823	Prbi.g_01843
OG0000892	Praj.g_01825	Prbi.g_01845
OG0000893	Praj.g_01868	Prbi.g_01848
OG0000894	Praj.g_01871	Prbi.g_01850
OG0000895	Praj.g_01874	Prbi.g_01853
OG0000896	Praj.g_01875	Prbi.g_01854
OG0000897	Praj.g_01877	Prbi.g_01856
OG0000898	Praj.g_01878	Prbi.g_01857
OG0000899	Praj.g_01879	Prbi.g_01858
OG0000900	Praj.g_01880	Prbi.g_01859
OG0000901	Praj.g_01883	Prbi.g_01863
OG0000902	Praj.g_01885	Prbi.g_01865
OG0000903	Praj.g_01894	Prbi.g_01868
OG0000904	Praj.g_01889	Prbi.g_01870
OG0000905	Praj.g_01887	Prbi.g_01875
OG0000906	Praj.g_01886	Prbi.g_01876
OG0000907	Praj.g_01909	Prbi.g_01896
OG0000908	Praj.g_01912	Prbi.g_01899
OG0000909	Praj.g_01913	Prbi.g_01900
OG0000910	Praj.g_01914	Prbi.g_01901
OG0000911	Praj.g_01916	Prbi.g_01903
OG0000912	Praj.g_01917	Prbi.g_01904
OG0000913	Praj.g_01918	Prbi.g_01905
OG0000914	Praj.g_01919	Prbi.g_01906
OG0000915	Praj.g_01920	Prbi.g_01907
OG0000916	Praj.g_01921	Prbi.g_01908
OG0000917	Praj.g_01922	Prbi.g_01909
OG0000918	Praj.g_01923	Prbi.g_01910
OG0000919	Praj.g_01924	Prbi.g_01911
OG0000920	Praj.g_01925	Prbi.g_01912
OG0000921	Praj.g_01926	Prbi.g_01913
OG0000922	Praj.g_01927	Prbi.g_01914
OG0000923	Praj.g_01931	Prbi.g_01918
OG0000924	Praj.g_01932	Prbi.g_01919
OG0000925	Praj.g_01933	Prbi.g_01920
OG0000926	Praj.g_01934	Prbi.g_01921
OG0000927	Praj.g_01936	Prbi.g_01923
OG0000928	Praj.g_01937	Prbi.g_01924
OG0000929	Praj.g_01938	Prbi.g_01925
OG0000930	Praj.g_01939	Prbi.g_01926
OG0000931	Praj.g_01940	Prbi.g_01927
OG0000932	Praj.g_01941	Prbi.g_01928
OG0000933	Praj.g_01945	Prbi.g_01932
OG0000934	Praj.g_01947	Prbi.g_01934
OG0000935	Praj.g_01948	Prbi.g_01935
OG0000936	Praj.g_01949	Prbi.g_01936
OG0000937	Praj.g_01950	Prbi.g_01937
OG0000938	Praj.g_01953	Prbi.g_01939
OG0000939	Praj.g_01954	Prbi.g_01940
OG0000940	Praj.g_01961	Prbi.g_01947
OG0000941	Praj.g_01963	Prbi.g_01949
OG0000942	Praj.g_01965	Prbi.g_01951
OG0000943	Praj.g_01966	Prbi.g_01952
OG0000944	Praj.g_01968	Prbi.g_01953
OG0000945	Praj.g_01969	Prbi.g_01954
OG0000946	Praj.g_01975	Prbi.g_01958
OG0000947	Praj.g_01977	Prbi.g_01960
OG0000948	Praj.g_01978	Prbi.g_01961
OG0000949	Praj.g_01981	Prbi.g_01964
OG0000950	Praj.g_01986	Prbi.g_01969
OG0000951	Praj.g_01990	Prbi.g_01973
OG0000952	Praj.g_01994	Prbi.g_01977
OG0000953	Praj.g_01998	Prbi.g_01980
OG0000954	Praj.g_02002	Prbi.g_01984
OG0000955	Praj.g_02003	Prbi.g_01985
OG0000956	Praj.g_02005	Prbi.g_01987
OG0000957	Praj.g_02010	Prbi.g_01992
OG0000958	Praj.g_02011	Prbi.g_01993
OG0000959	Praj.g_02015	Prbi.g_01997
OG0000960	Praj.g_02016	Prbi.g_01998
OG0000961	Praj.g_02019	Prbi.g_02000
OG0000962	Praj.g_02021	Prbi.g_02002
OG0000963	Praj.g_02026	Prbi.g_02006
OG0000964	Praj.g_02027	Prbi.g_02007
OG0000965	Praj.g_02028	Prbi.g_02008
OG0000966	Praj.g_02059	Prbi.g_02027
OG0000967	Praj.g_02063	Prbi.g_02032
OG0000968	Praj.g_02065	Prbi.g_02034
OG0000969	Praj.g_02066	Prbi.g_02035
OG0000970	Praj.g_02067	Prbi.g_02036
OG0000971	Praj.g_02068	Prbi.g_02037
OG0000972	Praj.g_02069	Prbi.g_02038
OG0000973	Praj.g_02070	Prbi.g_02039
OG0000974	Praj.g_02071	Prbi.g_02040
OG0000975	Praj.g_02072	Prbi.g_02041
OG0000976	Praj.g_02073	Prbi.g_02042
OG0000977	Praj.g_02074	Prbi.g_02043
OG0000978	Praj.g_02075	Prbi.g_02044
OG0000979	Praj.g_02078	Prbi.g_02047
OG0000980	Praj.g_02080	Prbi.g_02049
OG0000981	Praj.g_02083	Prbi.g_02051
OG0000982	Praj.g_02085	Prbi.g_02053
OG0000983	Praj.g_02086	Prbi.g_02054
OG0000984	Praj.g_02087	Prbi.g_02055
OG0000985	Praj.g_02090	Prbi.g_02058
OG0000986	Praj.g_02092	Prbi.g_02060
OG0000987	Praj.g_02093	Prbi.g_02061
OG0000988	Praj.g_02096	Prbi.g_02064
OG0000989	Praj.g_02100	Prbi.g_02068
OG0000990	Praj.g_02105	Prbi.g_02071
OG0000991	Praj.g_02106	Prbi.g_02072
OG0000992	Praj.g_02109	Prbi.g_02074
OG0000993	Praj.g_02110	Prbi.g_02075
OG0000994	Praj.g_02111	Prbi.g_02076
OG0000995	Praj.g_02115	Prbi.g_02080
OG0000996	Praj.g_02116	Prbi.g_02081
OG0000997	Praj.g_02124	Prbi.g_02082
OG0000998	Praj.g_02126	Prbi.g_02084
OG0000999	Praj.g_02127	Prbi.g_02085
OG0001000	Praj.g_02130, Praj.g_02131	Prbi.g_02088
OG0001001	Praj.g_02134	Prbi.g_02090
OG0001002	Praj.g_02139	Prbi.g_02094
OG0001003	Praj.g_02141	Prbi.g_02095
OG0001004	Praj.g_02142	Prbi.g_02096
OG0001005	Praj.g_02143	Prbi.g_02097
OG0001006	Praj.g_02147	Prbi.g_02101
OG0001007	Praj.g_02149	Prbi.g_02103
OG0001008	Praj.g_00431	Prbi.g_00438
OG0001009	Praj.g_00027	Prbi.g_00027
OG0001010	Praj.g_00028	Prbi.g_00028
OG0001011	Praj.g_00029	Prbi.g_00029
OG0001012	Praj.g_00047	Prbi.g_00052
OG0001013	Praj.g_00052	Prbi.g_00059
OG0001014	Praj.g_00055	Prbi.g_00062
OG0001015	Praj.g_00056	Prbi.g_00063
OG0001016	Praj.g_00111	Prbi.g_00080
OG0001017	Praj.g_00115	Prbi.g_00084
OG0001018	Praj.g_00118	Prbi.g_00087
OG0001019	Praj.g_00127	Prbi.g_00096
OG0001020	Praj.g_00128	Prbi.g_00097
OG0001021	Praj.g_00129	Prbi.g_00098
OG0001022	Praj.g_00132	Prbi.g_00101
OG0001023	Praj.g_00133	Prbi.g_00102
OG0001024	Praj.g_00136	Prbi.g_00105
OG0001025	Praj.g_00143	Prbi.g_00111
OG0001026	Praj.g_00151	Prbi.g_00118
OG0001027	Praj.g_00152	Prbi.g_00119
OG0001028	Praj.g_00154	Prbi.g_00121
OG0001029	Praj.g_00156	Prbi.g_00123
OG0001030	Praj.g_00172	Prbi.g_00138
OG0001031	Praj.g_00226	Prbi.g_00210
OG0001032	Praj.g_00227	Prbi.g_00211
OG0001033	Praj.g_00247	Prbi.g_00232
OG0001034	Praj.g_00276	Prbi.g_00260
OG0001035	Praj.g_00293	Prbi.g_00278
OG0001036	Praj.g_00297	Prbi.g_00283
OG0001037	Praj.g_00298	Prbi.g_00284
OG0001038	Praj.g_00314	Prbi.g_00302
OG0001039	Praj.g_00316	Prbi.g_00305
OG0001040	Praj.g_00319	Prbi.g_00307
OG0001041	Praj.g_00323	Prbi.g_00311
OG0001042	Praj.g_00339	Prbi.g_00328
OG0001043	Praj.g_00340	Prbi.g_00329
OG0001044	Praj.g_00379	Prbi.g_00357
OG0001045	Praj.g_00388	Prbi.g_00366
OG0001046	Praj.g_01081	Prbi.g_00403
OG0001047	Praj.g_00433	Prbi.g_00440
OG0001048	Praj.g_00434	Prbi.g_00441
OG0001049	Praj.g_00436	Prbi.g_00443
OG0001050	Praj.g_00437	Prbi.g_00444
OG0001051	Praj.g_00438	Prbi.g_00445
OG0001052	Praj.g_00464	Prbi.g_00474
OG0001053	Praj.g_00476	Prbi.g_00486
OG0001054	Praj.g_00490	Prbi.g_00501
OG0001055	Praj.g_00509	Prbi.g_00520
OG0001056	Praj.g_00527	Prbi.g_00539
OG0001057	Praj.g_00532	Prbi.g_00544
OG0001058	Praj.g_00540	Prbi.g_00552
OG0001059	Praj.g_00544	Prbi.g_00556
OG0001060	Praj.g_00551	Prbi.g_00563
OG0001061	Praj.g_00564	Prbi.g_00576
OG0001062	Praj.g_00566	Prbi.g_00578
OG0001063	Praj.g_00567	Prbi.g_00580
OG0001064	Praj.g_00568	Prbi.g_00581
OG0001065	Praj.g_00569	Prbi.g_00582
OG0001066	Praj.g_00570	Prbi.g_00583
OG0001067	Praj.g_00571	Prbi.g_00584
OG0001068	Praj.g_00572	Prbi.g_00585
OG0001069	Praj.g_00573	Prbi.g_00586
OG0001070	Praj.g_00575	Prbi.g_00589
OG0001071	Praj.g_00576	Prbi.g_00590
OG0001072	Praj.g_00577	Prbi.g_00592
OG0001073	Praj.g_00591	Prbi.g_00606
OG0001074	Praj.g_00603	Prbi.g_00617
OG0001075	Praj.g_00604	Prbi.g_00618
OG0001076	Praj.g_00611	Prbi.g_00626
OG0001077	Praj.g_00616	Prbi.g_00630
OG0001078	Praj.g_00624	Prbi.g_00639
OG0001079	Praj.g_00635	Prbi.g_00650
OG0001080	Praj.g_00641	Prbi.g_00656
OG0001081	Praj.g_00643	Prbi.g_00658
OG0001082	Praj.g_00644	Prbi.g_00659
OG0001083	Praj.g_00649	Prbi.g_00664
OG0001084	Praj.g_00650	Prbi.g_00665
OG0001085	Praj.g_00660	Prbi.g_00673
OG0001086	Praj.g_00661	Prbi.g_00674
OG0001087	Praj.g_00681	Prbi.g_00691
OG0001088	Praj.g_00682	Prbi.g_00692
OG0001089	Praj.g_00690	Prbi.g_00700
OG0001090	Praj.g_00699	Prbi.g_00746
OG0001091	Praj.g_00701	Prbi.g_00748
OG0001092	Praj.g_00702	Prbi.g_00749
OG0001093	Praj.g_00707	Prbi.g_00754
OG0001094	Praj.g_00763	Prbi.g_00841
OG0001095	Praj.g_00782	Prbi.g_00860
OG0001096	Praj.g_00797	Prbi.g_00873
OG0001097	Praj.g_00817	Prbi.g_00892
OG0001098	Praj.g_00835	Prbi.g_00907
OG0001099	Praj.g_00872	Prbi.g_00939
OG0001100	Praj.g_00879	Prbi.g_00943
OG0001101	Praj.g_00881	Prbi.g_00945
