Orthogroup	Praj	Syaq
OG0000580	Praj.g_00590	Syaq.g_01997
OG0000581	Praj.g_00593	Syaq.g_02003
OG0000582	Praj.g_00596	Syaq.g_02012
OG0000583	Praj.g_00597	Syaq.g_02013
OG0000584	Praj.g_00598	Syaq.g_02014
OG0000585	Praj.g_00600	Syaq.g_02017
OG0000586	Praj.g_00601	Syaq.g_02018
OG0000587	Praj.g_00602	Syaq.g_02020
OG0000588	Praj.g_00606	Syaq.g_02043
OG0000589	Praj.g_00609	Syaq.g_02057
OG0000590	Praj.g_00610	Syaq.g_02058
OG0000591	Praj.g_00613	Syaq.g_02066
OG0000592	Praj.g_00614	Syaq.g_02067
OG0000593	Praj.g_00620	Syaq.g_02078
OG0000594	Praj.g_00621	Syaq.g_02079
OG0000595	Praj.g_00622	Syaq.g_02080
OG0000596	Praj.g_00626	Syaq.g_02085
OG0000597	Praj.g_00628	Syaq.g_02088
OG0000598	Praj.g_00629	Syaq.g_02089
OG0000599	Praj.g_00632	Syaq.g_02096
OG0000600	Praj.g_00633	Syaq.g_02097
OG0000601	Praj.g_00634	Syaq.g_02098
OG0000602	Praj.g_00636	Syaq.g_02104
OG0000603	Praj.g_00637	Syaq.g_02105
OG0000604	Praj.g_00638	Syaq.g_02107
OG0000605	Praj.g_00639	Syaq.g_02151
OG0000606	Praj.g_00642	Syaq.g_02231
OG0000607	Praj.g_00645	Syaq.g_02234
OG0000608	Praj.g_00646	Syaq.g_02235
OG0000609	Praj.g_00647	Syaq.g_02237
OG0000610	Praj.g_00653	Syaq.g_02244
OG0000611	Praj.g_00656	Syaq.g_02247
OG0000612	Praj.g_00657	Syaq.g_02248
OG0000613	Praj.g_00663	Syaq.g_00885
OG0000614	Praj.g_00686	Syaq.g_02588
OG0000615	Praj.g_00693	Syaq.g_02302
OG0000616	Praj.g_02137	Syaq.g_01168
OG0000617	Praj.g_00704	Syaq.g_00031
OG0000618	Praj.g_00705	Syaq.g_00032
OG0000619	Praj.g_00706	Syaq.g_00033
OG0000620	Praj.g_00709	Syaq.g_00038
OG0000621	Praj.g_00710	Syaq.g_00039
OG0000622	Praj.g_00711	Syaq.g_00040
OG0000623	Praj.g_00712	Syaq.g_00041
OG0000624	Praj.g_00714	Syaq.g_00042
OG0000625	Praj.g_00715	Syaq.g_00043
OG0000626	Praj.g_00716	Syaq.g_00044
OG0000627	Praj.g_00718	Syaq.g_02425
OG0000628	Praj.g_00719	Syaq.g_02426
OG0000629	Praj.g_00720	Syaq.g_02429
OG0000630	Praj.g_00723	Syaq.g_02433
OG0000631	Praj.g_00917	Syaq.g_02441
OG0000632	Praj.g_00918	Syaq.g_02442
OG0000633	Praj.g_00919	Syaq.g_02444
OG0000634	Praj.g_00765	Syaq.g_02336
OG0000635	Praj.g_00766	Syaq.g_02337
OG0000636	Praj.g_00768	Syaq.g_02339
OG0000637	Praj.g_00770	Syaq.g_02341
OG0000638	Praj.g_00771	Syaq.g_02342
OG0000639	Praj.g_00772	Syaq.g_02343
OG0000640	Praj.g_00773	Syaq.g_02344
OG0000641	Praj.g_00777	Syaq.g_02348
OG0000642	Praj.g_00778	Syaq.g_02349
OG0000643	Praj.g_00779	Syaq.g_02350
OG0000644	Praj.g_00780	Syaq.g_02351
OG0000645	Praj.g_00781	Syaq.g_02353
OG0000646	Praj.g_00784	Syaq.g_02356
OG0000647	Praj.g_00786	Syaq.g_02358
OG0000648	Praj.g_00788	Syaq.g_02360
OG0000649	Praj.g_00789	Syaq.g_02361
OG0000650	Praj.g_00790	Syaq.g_02362
OG0000651	Praj.g_00791	Syaq.g_02363
OG0000652	Praj.g_00792	Syaq.g_02364
OG0000653	Praj.g_00794	Syaq.g_02367
OG0000654	Praj.g_00795	Syaq.g_02368
OG0000655	Praj.g_00796	Syaq.g_02369
OG0000656	Praj.g_00799	Syaq.g_02372
OG0000657	Praj.g_00806	Syaq.g_02382
OG0000658	Praj.g_00808	Syaq.g_02385
OG0000659	Praj.g_00809	Syaq.g_02386
OG0000660	Praj.g_00814	Syaq.g_02390
OG0000661	Praj.g_00816	Syaq.g_02392
OG0000662	Praj.g_00818	Syaq.g_02394
OG0000663	Praj.g_00820	Syaq.g_02397
OG0000664	Praj.g_00821	Syaq.g_02400
OG0000665	Praj.g_00826	Syaq.g_02124
OG0000666	Praj.g_00827	Syaq.g_02117
OG0000667	Praj.g_00831	Syaq.g_02222
OG0000668	Praj.g_00869	Syaq.g_00068
OG0000669	Praj.g_00877	Syaq.g_02260
OG0000670	Praj.g_00880	Syaq.g_00079
OG0000671	Praj.g_00882	Syaq.g_02264
OG0000672	Praj.g_00885	Syaq.g_02267
OG0000673	Praj.g_00888	Syaq.g_02270
OG0000674	Praj.g_00890	Syaq.g_02272
OG0000675	Praj.g_00891	Syaq.g_02273
OG0000676	Praj.g_00893	Syaq.g_02275
OG0000677	Praj.g_00894	Syaq.g_02276
OG0000678	Praj.g_00897	Syaq.g_02282
OG0000679	Praj.g_00901	Syaq.g_02305
OG0000680	Praj.g_00902	Syaq.g_02306
OG0000681	Praj.g_00905	Syaq.g_02309
OG0000682	Praj.g_00906	Syaq.g_02310
OG0000683	Praj.g_00907	Syaq.g_02311
OG0000684	Praj.g_00748	Syaq.g_02315
OG0000685	Praj.g_00750	Syaq.g_02317
OG0000686	Praj.g_00751	Syaq.g_02318
OG0000687	Praj.g_00752	Syaq.g_02319
OG0000688	Praj.g_00755	Syaq.g_02325
OG0000689	Praj.g_00756	Syaq.g_02327
OG0000690	Praj.g_00757	Syaq.g_02328
OG0000691	Praj.g_00758	Syaq.g_02329
OG0000692	Praj.g_00760	Syaq.g_02330
OG0000693	Praj.g_00761	Syaq.g_02332
OG0000694	Praj.g_00762	Syaq.g_02333
OG0000695	Praj.g_00921	Syaq.g_02446
OG0000696	Praj.g_00922	Syaq.g_02447
OG0000697	Praj.g_00923	Syaq.g_02448
OG0000698	Praj.g_00926	Syaq.g_02451
OG0000699	Praj.g_00927	Syaq.g_02452
OG0000700	Praj.g_00928	Syaq.g_02453
OG0000701	Praj.g_00929	Syaq.g_02454
OG0000702	Praj.g_00931	Syaq.g_02467
OG0000703	Praj.g_00932	Syaq.g_02468
OG0000704	Praj.g_00933	Syaq.g_02470
OG0000705	Praj.g_00939	Syaq.g_02477
OG0000706	Praj.g_00940	Syaq.g_02478
OG0000707	Praj.g_00941	Syaq.g_02479
OG0000708	Praj.g_00943	Syaq.g_02482
OG0000709	Praj.g_00947	Syaq.g_02490
OG0000710	Praj.g_00950	Syaq.g_02494
OG0000711	Praj.g_00966	Syaq.g_02521
OG0000712	Praj.g_00968	Syaq.g_02523
OG0000713	Praj.g_00969	Syaq.g_02524
OG0000714	Praj.g_00970	Syaq.g_02527
OG0000715	Praj.g_00972	Syaq.g_02529
OG0000716	Praj.g_00973	Syaq.g_02533
OG0000717	Praj.g_00974	Syaq.g_02534
OG0000718	Praj.g_00991	Syaq.g_00072
OG0000719	Praj.g_00992	Syaq.g_00070
OG0000720	Praj.g_01002	Syaq.g_00057
OG0000721	Praj.g_01003	Syaq.g_00055
OG0000722	Praj.g_01004	Syaq.g_00054
OG0000723	Praj.g_01008	Syaq.g_00046
OG0000724	Praj.g_01019	Syaq.g_02685
OG0000725	Praj.g_00845	Syaq.g_02676
OG0000726	Praj.g_00844	Syaq.g_02675
OG0000727	Praj.g_00843	Syaq.g_02674
OG0000728	Praj.g_00841	Syaq.g_02672
OG0000729	Praj.g_02022	Syaq.g_01046
OG0000730	Praj.g_00378	Syaq.g_00561
OG0000731	Praj.g_00386	Syaq.g_00550
OG0000732	Praj.g_02081	Syaq.g_01098
OG0000733	Praj.g_01833	Syaq.g_01232
OG0000734	Praj.g_01476	Syaq.g_01479
OG0000735	Praj.g_01474	Syaq.g_00266
OG0000736	Praj.g_01473	Syaq.g_00265
OG0000737	Praj.g_01472	Syaq.g_00264
OG0000738	Praj.g_01468	Syaq.g_00258
OG0000739	Praj.g_01467	Syaq.g_00257
OG0000740	Praj.g_01466	Syaq.g_00256
OG0000741	Praj.g_01464	Syaq.g_00253
OG0000742	Praj.g_01462	Syaq.g_00250
OG0000743	Praj.g_01460	Syaq.g_00248
OG0000744	Praj.g_01459	Syaq.g_00247
OG0000745	Praj.g_01458	Syaq.g_00245
OG0000746	Praj.g_01456	Syaq.g_00242
OG0000747	Praj.g_01455	Syaq.g_00241
OG0000748	Praj.g_01451	Syaq.g_00227
OG0000749	Praj.g_01450	Syaq.g_00226
OG0000750	Praj.g_01449	Syaq.g_00225
OG0000751	Praj.g_01446	Syaq.g_00219
OG0000752	Praj.g_01444	Syaq.g_00217
OG0000753	Praj.g_01442	Syaq.g_00214
OG0000754	Praj.g_01438	Syaq.g_00209
OG0000755	Praj.g_01434	Syaq.g_00198
OG0000756	Praj.g_01433	Syaq.g_00197
OG0000757	Praj.g_01426	Syaq.g_00190
OG0000758	Praj.g_01425	Syaq.g_00189
OG0000759	Praj.g_01424	Syaq.g_00188
OG0000760	Praj.g_01423	Syaq.g_00187
OG0000761	Praj.g_01422	Syaq.g_00186
OG0000762	Praj.g_01421	Syaq.g_00183
OG0000763	Praj.g_01419	Syaq.g_00181
OG0000764	Praj.g_01418	Syaq.g_00180
OG0000765	Praj.g_01409	Syaq.g_00157
OG0000766	Praj.g_01408	Syaq.g_00156
OG0000767	Praj.g_01407	Syaq.g_00154
OG0000768	Praj.g_01406	Syaq.g_00153
OG0000769	Praj.g_01404	Syaq.g_00151
OG0000770	Praj.g_01403	Syaq.g_00148
OG0000771	Praj.g_01014	Syaq.g_02691
OG0000772	Praj.g_01246	Syaq.g_01887
OG0000773	Praj.g_01519	Syaq.g_00283
OG0000774	Praj.g_01522	Syaq.g_00288
OG0000775	Praj.g_01523	Syaq.g_00290
OG0000776	Praj.g_01524	Syaq.g_00291
OG0000777	Praj.g_01525	Syaq.g_00292
OG0000778	Praj.g_01526	Syaq.g_00293
OG0000779	Praj.g_01530	Syaq.g_00299
OG0000780	Praj.g_01531	Syaq.g_00304
OG0000781	Praj.g_01534	Syaq.g_00308
OG0000782	Praj.g_01535	Syaq.g_00309
OG0000783	Praj.g_01536	Syaq.g_00310
OG0000784	Praj.g_01537	Syaq.g_00311
OG0000785	Praj.g_01539	Syaq.g_00313
OG0000786	Praj.g_01542	Syaq.g_00328
OG0000787	Praj.g_01543	Syaq.g_00329
OG0000788	Praj.g_00732	Syaq.g_02099
OG0000789	Praj.g_01011	Syaq.g_02123
OG0000790	Praj.g_01580	Syaq.g_01758
OG0000791	Praj.g_01582	Syaq.g_01756
OG0000792	Praj.g_01583	Syaq.g_01755
OG0000793	Praj.g_01586	Syaq.g_01750
OG0000794	Praj.g_01587	Syaq.g_01749
OG0000795	Praj.g_01588	Syaq.g_01748
OG0000796	Praj.g_01592	Syaq.g_01744
OG0000797	Praj.g_01593	Syaq.g_01743
OG0000799	Praj.g_01613	Syaq.g_00341
OG0000800	Praj.g_01614	Syaq.g_00342
OG0000801	Praj.g_01615	Syaq.g_00343
OG0000802	Praj.g_01617	Syaq.g_00350
OG0000803	Praj.g_01619	Syaq.g_00353
OG0000804	Praj.g_01620	Syaq.g_00358
OG0000805	Praj.g_01622	Syaq.g_00360
OG0000806	Praj.g_01624	Syaq.g_00362
OG0000807	Praj.g_01625	Syaq.g_00364
OG0000808	Praj.g_01626	Syaq.g_00365
OG0000809	Praj.g_01630	Syaq.g_00369
OG0000810	Praj.g_01631	Syaq.g_00370
OG0000811	Praj.g_01635	Syaq.g_00378
OG0000812	Praj.g_01637	Syaq.g_00380
OG0000813	Praj.g_01638	Syaq.g_00381
OG0000814	Praj.g_01640	Syaq.g_00383
OG0000815	Praj.g_01641	Syaq.g_00384
OG0000816	Praj.g_01643	Syaq.g_00386
OG0000817	Praj.g_01644	Syaq.g_00387
OG0000818	Praj.g_01648	Syaq.g_00392
OG0000819	Praj.g_01649	Syaq.g_00393
OG0000820	Praj.g_01650	Syaq.g_00394
OG0000821	Praj.g_01653	Syaq.g_00400
OG0000822	Praj.g_01654	Syaq.g_00402
OG0000823	Praj.g_01655	Syaq.g_00403
OG0000824	Praj.g_01658	Syaq.g_00409
OG0000825	Praj.g_01659	Syaq.g_00410
OG0000826	Praj.g_01660	Syaq.g_00411
OG0000827	Praj.g_01661	Syaq.g_00412
OG0000828	Praj.g_01664	Syaq.g_00415
OG0000829	Praj.g_01665	Syaq.g_00416
OG0000830	Praj.g_01666	Syaq.g_00417
OG0000831	Praj.g_01668	Syaq.g_00419
OG0000832	Praj.g_01678	Syaq.g_01737
OG0000833	Praj.g_01686	Syaq.g_01725
OG0000834	Praj.g_01687	Syaq.g_01724
OG0000835	Praj.g_01688	Syaq.g_01723
OG0000836	Praj.g_01690	Syaq.g_01720
OG0000837	Praj.g_01691	Syaq.g_01719
OG0000838	Praj.g_01693	Syaq.g_01715
OG0000839	Praj.g_01694	Syaq.g_01714
OG0000840	Praj.g_01695	Syaq.g_01713
OG0000841	Praj.g_01696	Syaq.g_01712
OG0000842	Praj.g_01697	Syaq.g_01711
OG0000843	Praj.g_01698	Syaq.g_01710
OG0000844	Praj.g_01699	Syaq.g_01708
OG0000845	Praj.g_01700	Syaq.g_01707
OG0000846	Praj.g_01701	Syaq.g_01706
OG0000847	Praj.g_01702	Syaq.g_01705
OG0000848	Praj.g_01703	Syaq.g_01703
OG0000849	Praj.g_01704	Syaq.g_01702
OG0000850	Praj.g_01706	Syaq.g_01699
OG0000851	Praj.g_01707	Syaq.g_01696
OG0000852	Praj.g_01708	Syaq.g_01695
OG0000853	Praj.g_01713	Syaq.g_01691
OG0000854	Praj.g_01715	Syaq.g_01689
OG0000855	Praj.g_01716	Syaq.g_01688
OG0000856	Praj.g_01599	Syaq.g_02069
OG0000857	Praj.g_00785	Syaq.g_02357
OG0000858	Praj.g_01763	Syaq.g_01682
OG0000859	Praj.g_01764	Syaq.g_01681
OG0000860	Praj.g_01770	Syaq.g_01671
OG0000861	Praj.g_01771	Syaq.g_01670
OG0000862	Praj.g_01772	Syaq.g_01668
OG0000863	Praj.g_01773	Syaq.g_01665
OG0000864	Praj.g_01774	Syaq.g_01664
OG0000865	Praj.g_01775	Syaq.g_01663
OG0000866	Praj.g_01776	Syaq.g_01662
OG0000867	Praj.g_01777	Syaq.g_01661
OG0000868	Praj.g_01778	Syaq.g_01659
OG0000869	Praj.g_01781	Syaq.g_01656
OG0000870	Praj.g_01786	Syaq.g_01651
OG0000871	Praj.g_01787	Syaq.g_01650
OG0000872	Praj.g_01788	Syaq.g_01644
OG0000873	Praj.g_01791	Syaq.g_01641
OG0000874	Praj.g_01794	Syaq.g_01637
OG0000875	Praj.g_01796	Syaq.g_01633
OG0000876	Praj.g_01797	Syaq.g_01631
OG0000877	Praj.g_01799	Syaq.g_01628
OG0000878	Praj.g_01800	Syaq.g_01627
OG0000879	Praj.g_01801	Syaq.g_01626
OG0000880	Praj.g_01802	Syaq.g_01625
OG0000881	Praj.g_01805	Syaq.g_01621
OG0000882	Praj.g_01810	Syaq.g_01616
OG0000883	Praj.g_01812	Syaq.g_01613
OG0000884	Praj.g_01814	Syaq.g_01611
OG0000885	Praj.g_01815	Syaq.g_01610
OG0000886	Praj.g_01816	Syaq.g_01609
OG0000887	Praj.g_01817	Syaq.g_01608
OG0000888	Praj.g_01819	Syaq.g_01606
OG0000889	Praj.g_01821	Syaq.g_01604
OG0000890	Praj.g_01822	Syaq.g_01597
OG0000891	Praj.g_01823	Syaq.g_01596
OG0000892	Praj.g_01825	Syaq.g_01594
OG0000893	Praj.g_01868	Syaq.g_00695
OG0000894	Praj.g_01871	Syaq.g_00692
OG0000895	Praj.g_01874	Syaq.g_00688
OG0000896	Praj.g_01875	Syaq.g_00687
OG0000897	Praj.g_01877	Syaq.g_00685
OG0000898	Praj.g_01878	Syaq.g_00684
OG0000899	Praj.g_01879	Syaq.g_00683
OG0000900	Praj.g_01880	Syaq.g_00682
OG0000901	Praj.g_01883	Syaq.g_00677
OG0000902	Praj.g_01885	Syaq.g_00671
OG0000903	Praj.g_01894	Syaq.g_00655
OG0000904	Praj.g_01889	Syaq.g_00660
OG0000905	Praj.g_01887	Syaq.g_00666
OG0000906	Praj.g_01886	Syaq.g_00669
OG0000907	Praj.g_01909	Syaq.g_00653
OG0000908	Praj.g_01912	Syaq.g_00650
OG0000909	Praj.g_01913	Syaq.g_00649
OG0000910	Praj.g_01914	Syaq.g_00648
OG0000911	Praj.g_01916	Syaq.g_00646
OG0000912	Praj.g_01917	Syaq.g_00645
OG0000913	Praj.g_01918	Syaq.g_00644
OG0000914	Praj.g_01919	Syaq.g_00643
OG0000915	Praj.g_01920	Syaq.g_00641
OG0000916	Praj.g_01921	Syaq.g_00640
OG0000917	Praj.g_01922	Syaq.g_00639
OG0000918	Praj.g_01923	Syaq.g_00638
OG0000919	Praj.g_01924	Syaq.g_00637
OG0000920	Praj.g_01925	Syaq.g_00636
OG0000921	Praj.g_01926	Syaq.g_00635
OG0000922	Praj.g_01927	Syaq.g_00634
OG0000923	Praj.g_01931	Syaq.g_00630
OG0000924	Praj.g_01932	Syaq.g_00629
OG0000925	Praj.g_01933	Syaq.g_00628
OG0000926	Praj.g_01934	Syaq.g_00627
OG0000927	Praj.g_01936	Syaq.g_00625
OG0000928	Praj.g_01937	Syaq.g_00624
OG0000929	Praj.g_01938	Syaq.g_00623
OG0000930	Praj.g_01939	Syaq.g_00622
OG0000931	Praj.g_01940	Syaq.g_00621
OG0000932	Praj.g_01941	Syaq.g_00620
OG0000933	Praj.g_01945	Syaq.g_00614
OG0000934	Praj.g_01947	Syaq.g_00612
OG0000935	Praj.g_01948	Syaq.g_00611
OG0000936	Praj.g_01949	Syaq.g_00610
OG0000937	Praj.g_01950	Syaq.g_00609
OG0000938	Praj.g_01953	Syaq.g_00606
OG0000939	Praj.g_01954	Syaq.g_00604
OG0000940	Praj.g_01961	Syaq.g_00597
OG0000941	Praj.g_01963	Syaq.g_00595
OG0000942	Praj.g_01965	Syaq.g_00593
OG0000943	Praj.g_01966	Syaq.g_00592
OG0000944	Praj.g_01968	Syaq.g_00590
OG0000945	Praj.g_01969	Syaq.g_00588
OG0000946	Praj.g_01975	Syaq.g_00580
OG0000947	Praj.g_01977	Syaq.g_00577
OG0000948	Praj.g_01978	Syaq.g_00576
OG0000949	Praj.g_01981	Syaq.g_00971
OG0000950	Praj.g_01986	Syaq.g_00984
OG0000951	Praj.g_01990	Syaq.g_00991
OG0000952	Praj.g_01994	Syaq.g_01002
OG0000953	Praj.g_01998	Syaq.g_01006
OG0000954	Praj.g_02002	Syaq.g_01012
OG0000955	Praj.g_02003	Syaq.g_01013
OG0000956	Praj.g_02005	Syaq.g_01015
OG0000957	Praj.g_02010	Syaq.g_01026
OG0000958	Praj.g_02011	Syaq.g_01027
OG0000959	Praj.g_02015	Syaq.g_01031
OG0000960	Praj.g_02016	Syaq.g_01032
OG0000961	Praj.g_02019	Syaq.g_01043
OG0000962	Praj.g_02021	Syaq.g_01045
OG0000963	Praj.g_02026	Syaq.g_01049
OG0000964	Praj.g_02027	Syaq.g_01050
OG0000965	Praj.g_02028	Syaq.g_01051
OG0000966	Praj.g_02059	Syaq.g_01060
OG0000967	Praj.g_02063	Syaq.g_01067
OG0000968	Praj.g_02065	Syaq.g_01071
OG0000969	Praj.g_02066	Syaq.g_01078
OG0000970	Praj.g_02067	Syaq.g_01079
OG0000971	Praj.g_02068	Syaq.g_01081
OG0000972	Praj.g_02069	Syaq.g_01082
OG0000973	Praj.g_02070	Syaq.g_01083
OG0000974	Praj.g_02071	Syaq.g_01084
OG0000975	Praj.g_02072	Syaq.g_01085
OG0000976	Praj.g_02073	Syaq.g_01086
OG0000977	Praj.g_02074	Syaq.g_01088
OG0000978	Praj.g_02075	Syaq.g_01091
OG0000979	Praj.g_02078	Syaq.g_01094
OG0000980	Praj.g_02080	Syaq.g_01097
OG0000981	Praj.g_02083	Syaq.g_01100
OG0000982	Praj.g_02085	Syaq.g_01263
OG0000983	Praj.g_02086	Syaq.g_01262
OG0000984	Praj.g_02087	Syaq.g_01261
OG0000985	Praj.g_02090	Syaq.g_01257
OG0000986	Praj.g_02092	Syaq.g_01253
OG0000987	Praj.g_02093	Syaq.g_01251
OG0000988	Praj.g_02096	Syaq.g_01245
OG0000989	Praj.g_02100	Syaq.g_01239
OG0000990	Praj.g_02105	Syaq.g_01229
OG0000991	Praj.g_02106	Syaq.g_01225
OG0000992	Praj.g_02109	Syaq.g_01222
OG0000993	Praj.g_02110	Syaq.g_01221
OG0000994	Praj.g_02111	Syaq.g_01218
OG0000995	Praj.g_02115	Syaq.g_01212
OG0000996	Praj.g_02116	Syaq.g_01193
OG0000997	Praj.g_02124	Syaq.g_01184
OG0000998	Praj.g_02126	Syaq.g_01182
OG0000999	Praj.g_02127	Syaq.g_01181
OG0001000	Praj.g_02130, Praj.g_02131	Syaq.g_01177
OG0001001	Praj.g_02134	Syaq.g_01172
OG0001002	Praj.g_02139	Syaq.g_01165
OG0001003	Praj.g_02141	Syaq.g_01163
OG0001004	Praj.g_02142	Syaq.g_01162
OG0001005	Praj.g_02143	Syaq.g_01161
OG0001006	Praj.g_02147	Syaq.g_01152
OG0001007	Praj.g_02149	Syaq.g_01150
OG0001008	Praj.g_00431	Syaq.g_00500
OG0001009	Praj.g_00027	Syaq.g_01118
OG0001010	Praj.g_00028	Syaq.g_01117
OG0001011	Praj.g_00029	Syaq.g_01115
OG0001012	Praj.g_00047	Syaq.g_01267
OG0001013	Praj.g_00052	Syaq.g_01289
OG0001014	Praj.g_00055	Syaq.g_01295
OG0001015	Praj.g_00056	Syaq.g_01296
OG0001016	Praj.g_00111	Syaq.g_01554
OG0001017	Praj.g_00115	Syaq.g_01548
OG0001018	Praj.g_00118	Syaq.g_01546
OG0001019	Praj.g_00127	Syaq.g_01524
OG0001020	Praj.g_00128	Syaq.g_01510
OG0001021	Praj.g_00129	Syaq.g_01506
OG0001022	Praj.g_00132	Syaq.g_01501
OG0001023	Praj.g_00133	Syaq.g_01500
OG0001024	Praj.g_00136	Syaq.g_01496
OG0001025	Praj.g_00143	Syaq.g_01490
OG0001026	Praj.g_00151	Syaq.g_01477
OG0001027	Praj.g_00152	Syaq.g_01474
OG0001028	Praj.g_00154	Syaq.g_01472
OG0001029	Praj.g_00156	Syaq.g_01470
OG0001030	Praj.g_00172	Syaq.g_01450
OG0001031	Praj.g_00226	Syaq.g_01378
OG0001032	Praj.g_00227	Syaq.g_01376
OG0001033	Praj.g_00247	Syaq.g_01344
OG0001034	Praj.g_00276	Syaq.g_01579
OG0001035	Praj.g_00293	Syaq.g_00726
OG0001036	Praj.g_00297	Syaq.g_00731
OG0001037	Praj.g_00298	Syaq.g_00733
OG0001038	Praj.g_00314	Syaq.g_00761
OG0001039	Praj.g_00316	Syaq.g_00764
OG0001040	Praj.g_00319	Syaq.g_00767
OG0001041	Praj.g_00323	Syaq.g_00772
OG0001042	Praj.g_00339	Syaq.g_00858
OG0001044	Praj.g_00379	Syaq.g_00560
OG0001045	Praj.g_00388	Syaq.g_00547
OG0001046	Praj.g_01081	Syaq.g_02509
OG0001047	Praj.g_00433	Syaq.g_00498
OG0001048	Praj.g_00434	Syaq.g_00497
OG0001049	Praj.g_00436	Syaq.g_00494
OG0001050	Praj.g_00437	Syaq.g_00493
OG0001051	Praj.g_00438	Syaq.g_00492
OG0001052	Praj.g_00464	Syaq.g_00446
OG0001053	Praj.g_00476	Syaq.g_01775
OG0001054	Praj.g_00490	Syaq.g_01794
OG0001055	Praj.g_00509	Syaq.g_01815
OG0001056	Praj.g_00527	Syaq.g_01843
OG0001057	Praj.g_00532	Syaq.g_00334
OG0001058	Praj.g_00540	Syaq.g_01931
OG0001059	Praj.g_00544	Syaq.g_01935
OG0001060	Praj.g_00551	Syaq.g_01941
OG0001061	Praj.g_00564	Syaq.g_01961
OG0001062	Praj.g_00566	Syaq.g_01963
OG0001063	Praj.g_00567	Syaq.g_01968
OG0001064	Praj.g_00568	Syaq.g_01969
OG0001065	Praj.g_00569	Syaq.g_01970
OG0001066	Praj.g_00570	Syaq.g_01971
OG0001067	Praj.g_00571	Syaq.g_01972
OG0001068	Praj.g_00572	Syaq.g_01973
OG0001069	Praj.g_00573	Syaq.g_01974
OG0001070	Praj.g_00575	Syaq.g_01978
OG0001071	Praj.g_00576	Syaq.g_01979
OG0001072	Praj.g_00577	Syaq.g_01983
OG0001073	Praj.g_00591	Syaq.g_01998
OG0001074	Praj.g_00603	Syaq.g_02132
OG0001075	Praj.g_00604	Syaq.g_02025
OG0001076	Praj.g_00611	Syaq.g_02060
OG0001077	Praj.g_00616	Syaq.g_02071
OG0001078	Praj.g_00624	Syaq.g_02083
OG0001079	Praj.g_00635	Syaq.g_02100
OG0001080	Praj.g_00641	Syaq.g_02161
OG0001081	Praj.g_00643	Syaq.g_02232
OG0001082	Praj.g_00644	Syaq.g_02233
OG0001083	Praj.g_00649	Syaq.g_02240
OG0001084	Praj.g_00650	Syaq.g_02241
OG0001085	Praj.g_00660	Syaq.g_02251
OG0001086	Praj.g_00661	Syaq.g_02253
OG0001087	Praj.g_00681	Syaq.g_02574
OG0001088	Praj.g_00682	Syaq.g_02576
OG0001089	Praj.g_00690	Syaq.g_02604
OG0001090	Praj.g_00699	Syaq.g_00024
OG0001091	Praj.g_00701	Syaq.g_00027
OG0001092	Praj.g_00702	Syaq.g_00029
OG0001093	Praj.g_00707	Syaq.g_00035
OG0001094	Praj.g_00763	Syaq.g_02334
OG0001095	Praj.g_00782	Syaq.g_02354
OG0001096	Praj.g_00797	Syaq.g_02370
OG0001097	Praj.g_00817	Syaq.g_02393
OG0001098	Praj.g_00835	Syaq.g_02415
OG0001099	Praj.g_00872	Syaq.g_01471
OG0001100	Praj.g_00879	Syaq.g_02262
OG0001101	Praj.g_00881	Syaq.g_02263
OG0001102	Praj.g_00884	Syaq.g_02266
OG0001103	Praj.g_00886	Syaq.g_02268
OG0001104	Praj.g_00749	Syaq.g_02316
OG0001105	Praj.g_00753	Syaq.g_02320
OG0001106	Praj.g_00934	Syaq.g_02471
OG0001108	Praj.g_00948	Syaq.g_02491
OG0001109	Praj.g_00949	Syaq.g_02493
OG0001110	Praj.g_00951	Syaq.g_02495
OG0001111	Praj.g_00952	Syaq.g_02497
OG0001112	Praj.g_00953	Syaq.g_02499
OG0001113	Praj.g_00954	Syaq.g_02539
OG0001114	Praj.g_00955	Syaq.g_02500
OG0001115	Praj.g_00957	Syaq.g_02504
OG0001116	Praj.g_00958	Syaq.g_02506
OG0001117	Praj.g_00959	Syaq.g_02507
OG0001118	Praj.g_00960	Syaq.g_02508
OG0001119	Praj.g_00961	Syaq.g_02510
OG0001120	Praj.g_00963	Syaq.g_02514
OG0001121	Praj.g_01563	Syaq.g_01919
OG0001122	Praj.g_00993	Syaq.g_00069
OG0001123	Praj.g_00997	Syaq.g_00061
OG0001124	Praj.g_00999	Syaq.g_00060
OG0001125	Praj.g_01001	Syaq.g_00058
OG0001126	Praj.g_01012	Syaq.g_02693
OG0001127	Praj.g_01013	Syaq.g_02692
OG0001128	Praj.g_01016	Syaq.g_02689
OG0001129	Praj.g_01017	Syaq.g_02687
OG0001130	Praj.g_01018	Syaq.g_02686
OG0001131	Praj.g_00852	Syaq.g_02284
OG0001132	Praj.g_01063	Syaq.g_01872
OG0001133	Praj.g_01040	Syaq.g_02063
OG0001134	Praj.g_01832	Syaq.g_02213
OG0001136	Praj.g_01463	Syaq.g_00252
OG0001137	Praj.g_01452	Syaq.g_00228
OG0001138	Praj.g_01432	Syaq.g_00196
OG0001139	Praj.g_01430	Syaq.g_00194
OG0001140	Praj.g_01429	Syaq.g_00193
OG0001141	Praj.g_01428	Syaq.g_00192
OG0001142	Praj.g_01427	Syaq.g_00191
