Orthogroup	Praj	Prao
OG0000572	Praj.g_00574	Prao.g_00025
OG0000573	Praj.g_00579	Prao.g_00030
OG0000574	Praj.g_00581	Prao.g_00031
OG0000575	Praj.g_00584	Prao.g_00035
OG0000576	Praj.g_00586	Prao.g_00037
OG0000577	Praj.g_00587	Prao.g_00038
OG0000578	Praj.g_00588	Prao.g_00039
OG0000579	Praj.g_00589	Prao.g_00040
OG0000580	Praj.g_00590	Prao.g_00041
OG0000581	Praj.g_00593	Prao.g_00043
OG0000582	Praj.g_00596	Prao.g_00046
OG0000583	Praj.g_00597	Prao.g_00047
OG0000584	Praj.g_00598	Prao.g_00048
OG0000585	Praj.g_00600	Prao.g_00050
OG0000586	Praj.g_00601	Prao.g_00051
OG0000587	Praj.g_00602	Prao.g_00052
OG0000588	Praj.g_00606	Prao.g_00056
OG0000589	Praj.g_00609	Prao.g_00060
OG0000590	Praj.g_00610	Prao.g_00061
OG0000591	Praj.g_00613	Prao.g_00064
OG0000592	Praj.g_00614	Prao.g_00065
OG0000593	Praj.g_00620	Prao.g_00071
OG0000594	Praj.g_00621	Prao.g_00072
OG0000595	Praj.g_00622	Prao.g_00073
OG0000596	Praj.g_00626	Prao.g_00077
OG0000597	Praj.g_00628	Prao.g_00079
OG0000598	Praj.g_00629	Prao.g_00080
OG0000599	Praj.g_00632	Prao.g_00083
OG0000600	Praj.g_00633	Prao.g_00084
OG0000601	Praj.g_00634	Prao.g_00085
OG0000602	Praj.g_00636	Prao.g_00087
OG0000603	Praj.g_00637	Prao.g_00088
OG0000604	Praj.g_00638	Prao.g_00089
OG0000605	Praj.g_00639	Prao.g_00090
OG0000606	Praj.g_00642	Prao.g_00093
OG0000607	Praj.g_00645	Prao.g_00096
OG0000608	Praj.g_00646	Prao.g_00097
OG0000609	Praj.g_00647	Prao.g_00098
OG0000610	Praj.g_00653	Prao.g_00103
OG0000611	Praj.g_00656	Prao.g_00106
OG0000612	Praj.g_00657	Prao.g_00107
OG0000613	Praj.g_00663	Prao.g_00112
OG0000614	Praj.g_00686	Prao.g_00130
OG0000615	Praj.g_00693	Prao.g_00138
OG0000616	Praj.g_02137	Prao.g_00142
OG0000617	Praj.g_00704	Prao.g_00654
OG0000618	Praj.g_00705	Prao.g_00655
OG0000619	Praj.g_00706	Prao.g_00656
OG0000620	Praj.g_00709	Prao.g_00659
OG0000621	Praj.g_00710	Prao.g_00660
OG0000622	Praj.g_00711	Prao.g_00661
OG0000623	Praj.g_00712	Prao.g_00662
OG0000624	Praj.g_00714	Prao.g_00663
OG0000625	Praj.g_00715	Prao.g_00664
OG0000626	Praj.g_00716	Prao.g_00665
OG0000627	Praj.g_00718	Prao.g_00666
OG0000628	Praj.g_00719	Prao.g_00667
OG0000629	Praj.g_00720	Prao.g_00668
OG0000630	Praj.g_00723	Prao.g_00671
OG0000631	Praj.g_00917	Prao.g_00732
OG0000632	Praj.g_00918	Prao.g_00733
OG0000633	Praj.g_00919	Prao.g_00734
OG0000634	Praj.g_00765	Prao.g_00737
OG0000635	Praj.g_00766	Prao.g_00738
OG0000636	Praj.g_00768	Prao.g_00740
OG0000637	Praj.g_00770	Prao.g_00742
OG0000638	Praj.g_00771	Prao.g_00743
OG0000639	Praj.g_00772	Prao.g_00744
OG0000640	Praj.g_00773	Prao.g_00745
OG0000641	Praj.g_00777	Prao.g_00749
OG0000642	Praj.g_00778	Prao.g_00750
OG0000643	Praj.g_00779	Prao.g_00751
OG0000644	Praj.g_00780	Prao.g_00752
OG0000645	Praj.g_00781	Prao.g_00753
OG0000646	Praj.g_00784	Prao.g_00755
OG0000647	Praj.g_00786	Prao.g_00756
OG0000648	Praj.g_00788	Prao.g_00758
OG0000649	Praj.g_00789	Prao.g_00759
OG0000650	Praj.g_00790	Prao.g_00760
OG0000651	Praj.g_00791	Prao.g_00761
OG0000652	Praj.g_00792	Prao.g_00762
OG0000653	Praj.g_00794	Prao.g_00764
OG0000654	Praj.g_00795	Prao.g_00765
OG0000655	Praj.g_00796	Prao.g_00766
OG0000656	Praj.g_00799	Prao.g_00769
OG0000657	Praj.g_00806	Prao.g_00777
OG0000658	Praj.g_00808	Prao.g_00778
OG0000659	Praj.g_00809	Prao.g_00779
OG0000660	Praj.g_00814	Prao.g_00783
OG0000661	Praj.g_00816	Prao.g_00785
OG0000662	Praj.g_00818	Prao.g_00787
OG0000663	Praj.g_00820	Prao.g_00789
OG0000664	Praj.g_00821	Prao.g_00790
OG0000665	Praj.g_00826	Prao.g_00794
OG0000666	Praj.g_00827	Prao.g_00795
OG0000667	Praj.g_00831	Prao.g_00799
OG0000668	Praj.g_00869	Prao.g_00829
OG0000669	Praj.g_00877	Prao.g_00837
OG0000670	Praj.g_00880	Prao.g_00839
OG0000671	Praj.g_00882	Prao.g_00841
OG0000672	Praj.g_00885	Prao.g_00843
OG0000673	Praj.g_00888	Prao.g_00846
OG0000674	Praj.g_00890	Prao.g_00848
OG0000675	Praj.g_00891	Prao.g_00849
OG0000676	Praj.g_00893	Prao.g_00851
OG0000677	Praj.g_00894	Prao.g_00852
OG0000678	Praj.g_00897	Prao.g_00854
OG0000679	Praj.g_00901	Prao.g_00858
OG0000680	Praj.g_00902	Prao.g_00859
OG0000681	Praj.g_00905	Prao.g_00861
OG0000682	Praj.g_00906	Prao.g_00862
OG0000683	Praj.g_00907	Prao.g_00863
OG0000684	Praj.g_00748	Prao.g_00864
OG0000685	Praj.g_00750	Prao.g_00866
OG0000686	Praj.g_00751	Prao.g_00867
OG0000687	Praj.g_00752	Prao.g_00868
OG0000688	Praj.g_00755	Prao.g_00871
OG0000689	Praj.g_00756	Prao.g_00872
OG0000690	Praj.g_00757	Prao.g_00873
OG0000691	Praj.g_00758	Prao.g_00874
OG0000692	Praj.g_00760	Prao.g_00876
OG0000693	Praj.g_00761	Prao.g_00877
OG0000694	Praj.g_00762	Prao.g_00878
OG0000695	Praj.g_00921	Prao.g_00880
OG0000696	Praj.g_00922	Prao.g_00881
OG0000697	Praj.g_00923	Prao.g_00882
OG0000698	Praj.g_00926	Prao.g_00885
OG0000699	Praj.g_00927	Prao.g_00886
OG0000700	Praj.g_00928	Prao.g_00887
OG0000701	Praj.g_00929	Prao.g_00888
OG0000702	Praj.g_00931	Prao.g_00890
OG0000703	Praj.g_00932	Prao.g_00891
OG0000704	Praj.g_00933	Prao.g_00892
OG0000705	Praj.g_00939	Prao.g_00896
OG0000706	Praj.g_00940	Prao.g_00897
OG0000707	Praj.g_00941	Prao.g_00898
OG0000708	Praj.g_00943	Prao.g_00899
OG0000709	Praj.g_00947	Prao.g_00903
OG0000710	Praj.g_00950	Prao.g_00906
OG0000711	Praj.g_00966	Prao.g_00923
OG0000712	Praj.g_00968	Prao.g_00925
OG0000713	Praj.g_00969	Prao.g_00926
OG0000714	Praj.g_00970	Prao.g_00927
OG0000715	Praj.g_00972	Prao.g_00929
OG0000716	Praj.g_00973	Prao.g_00931
OG0000717	Praj.g_00974	Prao.g_00932
OG0000718	Praj.g_00991	Prao.g_00943
OG0000719	Praj.g_00992	Prao.g_00945
OG0000720	Praj.g_01002	Prao.g_00954
OG0000721	Praj.g_01003	Prao.g_00956
OG0000722	Praj.g_01004	Prao.g_00957
OG0000723	Praj.g_01008	Prao.g_00960
OG0000724	Praj.g_01019	Prao.g_00969
OG0000725	Praj.g_00845	Prao.g_00975
OG0000726	Praj.g_00844	Prao.g_00976
OG0000727	Praj.g_00843	Prao.g_00977
OG0000728	Praj.g_00841	Prao.g_00979
OG0000729	Praj.g_02022	Prao.g_01027
OG0000730	Praj.g_00378	Prao.g_01156
OG0000731	Praj.g_00386	Prao.g_01152
OG0000732	Praj.g_02081	Prao.g_01143
OG0000733	Praj.g_01833	Prao.g_01121
OG0000734	Praj.g_01476	Prao.g_01104
OG0000735	Praj.g_01474	Prao.g_01102
OG0000736	Praj.g_01473	Prao.g_01101
OG0000737	Praj.g_01472	Prao.g_01100
OG0000738	Praj.g_01468	Prao.g_01096
OG0000739	Praj.g_01467	Prao.g_01095
OG0000740	Praj.g_01466	Prao.g_01094
OG0000741	Praj.g_01464	Prao.g_01093
OG0000742	Praj.g_01462	Prao.g_01090
OG0000743	Praj.g_01460	Prao.g_01088
OG0000744	Praj.g_01459	Prao.g_01087
OG0000745	Praj.g_01458	Prao.g_01086
OG0000746	Praj.g_01456	Prao.g_01084
OG0000747	Praj.g_01455	Prao.g_01083
OG0000748	Praj.g_01451	Prao.g_01080
OG0000749	Praj.g_01450	Prao.g_01079
OG0000750	Praj.g_01449	Prao.g_01078
OG0000751	Praj.g_01446	Prao.g_01076
OG0000752	Praj.g_01444	Prao.g_01074
OG0000753	Praj.g_01442	Prao.g_01071
OG0000754	Praj.g_01438	Prao.g_01068
OG0000755	Praj.g_01434	Prao.g_01065
OG0000756	Praj.g_01433	Prao.g_01064
OG0000757	Praj.g_01426	Prao.g_01058
OG0000758	Praj.g_01425	Prao.g_01057
OG0000759	Praj.g_01424	Prao.g_01056
OG0000760	Praj.g_01423	Prao.g_01055
OG0000761	Praj.g_01422	Prao.g_01054
OG0000762	Praj.g_01421	Prao.g_01053
OG0000763	Praj.g_01419	Prao.g_01051
OG0000764	Praj.g_01418	Prao.g_01050
OG0000765	Praj.g_01409	Prao.g_01041
OG0000766	Praj.g_01408	Prao.g_01040
OG0000767	Praj.g_01407	Prao.g_01038
OG0000768	Praj.g_01406	Prao.g_01037
OG0000769	Praj.g_01404	Prao.g_01035
OG0000770	Praj.g_01403	Prao.g_01033
OG0000771	Praj.g_01014	Prao.g_00014
OG0000772	Praj.g_01246	Prao.g_01305
OG0000773	Praj.g_01519	Prao.g_01285
OG0000774	Praj.g_01522	Prao.g_01283
OG0000775	Praj.g_01523	Prao.g_01281
OG0000776	Praj.g_01524	Prao.g_01280
OG0000777	Praj.g_01525	Prao.g_01279
OG0000778	Praj.g_01526	Prao.g_01278
OG0000779	Praj.g_01530	Prao.g_01274
OG0000780	Praj.g_01531	Prao.g_01273
OG0000781	Praj.g_01534	Prao.g_01270
OG0000782	Praj.g_01535	Prao.g_01269
OG0000783	Praj.g_01536	Prao.g_01268
OG0000784	Praj.g_01537	Prao.g_01267
OG0000785	Praj.g_01539	Prao.g_01265
OG0000786	Praj.g_01542	Prao.g_01263
OG0000787	Praj.g_01543	Prao.g_01262
OG0000788	Praj.g_00732	Prao.g_01252
OG0000789	Praj.g_01011	Prao.g_01249
OG0000790	Praj.g_01580	Prao.g_01234
OG0000791	Praj.g_01582	Prao.g_01232
OG0000792	Praj.g_01583	Prao.g_01231
OG0000793	Praj.g_01586	Prao.g_01228
OG0000794	Praj.g_01587	Prao.g_01227
OG0000795	Praj.g_01588	Prao.g_01226
OG0000796	Praj.g_01592	Prao.g_01222
OG0000797	Praj.g_01593	Prao.g_01221
OG0000799	Praj.g_01613	Prao.g_01379
OG0000800	Praj.g_01614	Prao.g_01380
OG0000801	Praj.g_01615	Prao.g_01381
OG0000802	Praj.g_01617	Prao.g_01383
OG0000803	Praj.g_01619	Prao.g_01385
OG0000804	Praj.g_01620	Prao.g_01386
OG0000805	Praj.g_01622	Prao.g_01388
OG0000806	Praj.g_01624	Prao.g_01390
OG0000807	Praj.g_01625	Prao.g_01391
OG0000808	Praj.g_01626	Prao.g_01392
OG0000809	Praj.g_01630	Prao.g_01395
OG0000810	Praj.g_01631	Prao.g_01396
OG0000811	Praj.g_01635	Prao.g_01400
OG0000812	Praj.g_01637	Prao.g_01402
OG0000813	Praj.g_01638	Prao.g_01403
OG0000814	Praj.g_01640	Prao.g_01405
OG0000815	Praj.g_01641	Prao.g_01406
OG0000816	Praj.g_01643	Prao.g_01408
OG0000817	Praj.g_01644	Prao.g_01409
OG0000818	Praj.g_01648	Prao.g_01414
OG0000819	Praj.g_01649	Prao.g_01415
OG0000820	Praj.g_01650	Prao.g_01416
OG0000821	Praj.g_01653	Prao.g_01419
OG0000822	Praj.g_01654	Prao.g_01420
OG0000823	Praj.g_01655	Prao.g_01421
OG0000824	Praj.g_01658	Prao.g_01424
OG0000825	Praj.g_01659	Prao.g_01425
OG0000826	Praj.g_01660	Prao.g_01426
OG0000827	Praj.g_01661	Prao.g_01427
OG0000828	Praj.g_01664	Prao.g_01430
OG0000829	Praj.g_01665	Prao.g_01431
OG0000830	Praj.g_01666	Prao.g_01432
OG0000831	Praj.g_01668	Prao.g_01434
OG0000832	Praj.g_01678	Prao.g_01440
OG0000833	Praj.g_01686	Prao.g_01448
OG0000834	Praj.g_01687	Prao.g_01449
OG0000835	Praj.g_01688	Prao.g_01450
OG0000836	Praj.g_01690	Prao.g_01451
OG0000837	Praj.g_01691	Prao.g_01452
OG0000838	Praj.g_01693	Prao.g_01454
OG0000839	Praj.g_01694	Prao.g_01455
OG0000840	Praj.g_01695	Prao.g_01456
OG0000841	Praj.g_01696	Prao.g_01457
OG0000842	Praj.g_01697	Prao.g_01458
OG0000843	Praj.g_01698	Prao.g_01459
OG0000844	Praj.g_01699	Prao.g_01460
OG0000845	Praj.g_01700	Prao.g_01461
OG0000846	Praj.g_01701	Prao.g_01462
OG0000847	Praj.g_01702	Prao.g_01463
OG0000848	Praj.g_01703	Prao.g_01464
OG0000849	Praj.g_01704	Prao.g_01465
OG0000850	Praj.g_01706	Prao.g_01467
OG0000851	Praj.g_01707	Prao.g_01468
OG0000852	Praj.g_01708	Prao.g_01469
OG0000853	Praj.g_01713	Prao.g_01473
OG0000854	Praj.g_01715	Prao.g_01475
OG0000855	Praj.g_01716	Prao.g_01476
OG0000856	Praj.g_01599	Prao.g_01491
OG0000857	Praj.g_00785	Prao.g_01519
OG0000858	Praj.g_01763	Prao.g_01546
OG0000859	Praj.g_01764	Prao.g_01547
OG0000860	Praj.g_01770	Prao.g_01554
OG0000861	Praj.g_01771	Prao.g_01555
OG0000862	Praj.g_01772	Prao.g_01556
OG0000863	Praj.g_01773	Prao.g_01558
OG0000864	Praj.g_01774	Prao.g_01559
OG0000865	Praj.g_01775	Prao.g_01560
OG0000866	Praj.g_01776	Prao.g_01561
OG0000867	Praj.g_01777	Prao.g_01562
OG0000868	Praj.g_01778	Prao.g_01563
OG0000869	Praj.g_01781	Prao.g_01567
OG0000870	Praj.g_01786	Prao.g_01572
OG0000871	Praj.g_01787	Prao.g_01573
OG0000872	Praj.g_01788	Prao.g_01574
OG0000873	Praj.g_01791	Prao.g_01577
OG0000874	Praj.g_01794	Prao.g_01580
OG0000875	Praj.g_01796	Prao.g_01581
OG0000876	Praj.g_01797	Prao.g_01582
OG0000877	Praj.g_01799	Prao.g_01584
OG0000878	Praj.g_01800	Prao.g_01585
OG0000879	Praj.g_01801	Prao.g_01586
OG0000880	Praj.g_01802	Prao.g_01587
OG0000881	Praj.g_01805	Prao.g_01591
OG0000882	Praj.g_01810	Prao.g_01596
OG0000883	Praj.g_01812	Prao.g_01597
OG0000884	Praj.g_01814	Prao.g_01599
OG0000885	Praj.g_01815	Prao.g_01600
OG0000886	Praj.g_01816	Prao.g_01601
OG0000887	Praj.g_01817	Prao.g_01602
OG0000888	Praj.g_01819	Prao.g_01604
OG0000889	Praj.g_01821	Prao.g_01606
OG0000890	Praj.g_01822	Prao.g_01607
OG0000891	Praj.g_01823	Prao.g_01608
OG0000892	Praj.g_01825	Prao.g_01610
OG0000893	Praj.g_01868	Prao.g_01615
OG0000894	Praj.g_01871	Prao.g_01617
OG0000895	Praj.g_01874	Prao.g_01620
OG0000896	Praj.g_01875	Prao.g_01621
OG0000897	Praj.g_01877	Prao.g_01623
OG0000898	Praj.g_01878	Prao.g_01624
OG0000899	Praj.g_01879	Prao.g_01625
OG0000900	Praj.g_01880	Prao.g_01626
OG0000901	Praj.g_01883	Prao.g_01629
OG0000902	Praj.g_01885	Prao.g_01631
OG0000903	Praj.g_01894	Prao.g_01634
OG0000904	Praj.g_01889	Prao.g_01636
OG0000905	Praj.g_01887	Prao.g_01641
OG0000906	Praj.g_01886	Prao.g_01642
OG0000907	Praj.g_01909	Prao.g_01645
OG0000908	Praj.g_01912	Prao.g_01648
OG0000909	Praj.g_01913	Prao.g_01649
OG0000910	Praj.g_01914	Prao.g_01650
OG0000911	Praj.g_01916	Prao.g_01652
OG0000912	Praj.g_01917	Prao.g_01653
OG0000913	Praj.g_01918	Prao.g_01654
OG0000914	Praj.g_01919	Prao.g_01655
OG0000915	Praj.g_01920	Prao.g_01656
OG0000916	Praj.g_01921	Prao.g_01657
OG0000917	Praj.g_01922	Prao.g_01658
OG0000918	Praj.g_01923	Prao.g_01659
OG0000919	Praj.g_01924	Prao.g_01660
OG0000920	Praj.g_01925	Prao.g_01661
OG0000921	Praj.g_01926	Prao.g_01662
OG0000922	Praj.g_01927	Prao.g_01663
OG0000923	Praj.g_01931	Prao.g_01667
OG0000924	Praj.g_01932	Prao.g_01668
OG0000925	Praj.g_01933	Prao.g_01669
OG0000926	Praj.g_01934	Prao.g_01670
OG0000927	Praj.g_01936	Prao.g_01672
OG0000928	Praj.g_01937	Prao.g_01673
OG0000929	Praj.g_01938	Prao.g_01674
OG0000930	Praj.g_01939	Prao.g_01675
OG0000931	Praj.g_01940	Prao.g_01676
OG0000932	Praj.g_01941	Prao.g_01677
OG0000933	Praj.g_01945	Prao.g_01681
OG0000934	Praj.g_01947	Prao.g_01683
OG0000935	Praj.g_01948	Prao.g_01684
OG0000936	Praj.g_01949	Prao.g_01685
OG0000937	Praj.g_01950	Prao.g_01686
OG0000938	Praj.g_01953	Prao.g_01688
OG0000939	Praj.g_01954	Prao.g_01689
OG0000940	Praj.g_01961	Prao.g_01696
OG0000941	Praj.g_01963	Prao.g_01698
OG0000942	Praj.g_01965	Prao.g_01700
OG0000943	Praj.g_01966	Prao.g_01701
OG0000944	Praj.g_01968	Prao.g_01702
OG0000945	Praj.g_01969	Prao.g_01703
OG0000946	Praj.g_01975	Prao.g_01707
OG0000947	Praj.g_01977	Prao.g_01709
OG0000948	Praj.g_01978	Prao.g_01710
OG0000949	Praj.g_01981	Prao.g_01713
OG0000950	Praj.g_01986	Prao.g_01718
OG0000951	Praj.g_01990	Prao.g_01722
OG0000952	Praj.g_01994	Prao.g_01726
OG0000953	Praj.g_01998	Prao.g_01729
OG0000954	Praj.g_02002	Prao.g_01733
OG0000955	Praj.g_02003	Prao.g_01734
OG0000956	Praj.g_02005	Prao.g_01736
OG0000957	Praj.g_02010	Prao.g_01741
OG0000958	Praj.g_02011	Prao.g_01742
OG0000959	Praj.g_02015	Prao.g_01746
OG0000960	Praj.g_02016	Prao.g_01747
OG0000961	Praj.g_02019	Prao.g_01749
OG0000962	Praj.g_02021	Prao.g_01751
OG0000963	Praj.g_02026	Prao.g_01755
OG0000964	Praj.g_02027	Prao.g_01756
OG0000965	Praj.g_02028	Prao.g_01757
OG0000966	Praj.g_02059	Prao.g_01764
OG0000967	Praj.g_02063	Prao.g_01769
OG0000968	Praj.g_02065	Prao.g_01771
OG0000969	Praj.g_02066	Prao.g_01772
OG0000970	Praj.g_02067	Prao.g_01773
OG0000971	Praj.g_02068	Prao.g_01774
OG0000972	Praj.g_02069	Prao.g_01775
OG0000973	Praj.g_02070	Prao.g_01776
OG0000974	Praj.g_02071	Prao.g_01777
OG0000975	Praj.g_02072	Prao.g_01778
OG0000976	Praj.g_02073	Prao.g_01779
OG0000977	Praj.g_02074	Prao.g_01780
OG0000978	Praj.g_02075	Prao.g_01781
OG0000979	Praj.g_02078	Prao.g_01784
OG0000980	Praj.g_02080	Prao.g_01786
OG0000981	Praj.g_02083	Prao.g_01788
OG0000982	Praj.g_02085	Prao.g_01790
OG0000983	Praj.g_02086	Prao.g_01791
OG0000984	Praj.g_02087	Prao.g_01792
OG0000985	Praj.g_02090	Prao.g_01795
OG0000986	Praj.g_02092	Prao.g_01797
OG0000987	Praj.g_02093	Prao.g_01798
OG0000988	Praj.g_02096	Prao.g_01801
OG0000989	Praj.g_02100	Prao.g_01805
OG0000990	Praj.g_02105	Prao.g_01808
OG0000991	Praj.g_02106	Prao.g_01809
OG0000992	Praj.g_02109	Prao.g_01811
OG0000993	Praj.g_02110	Prao.g_01812
OG0000994	Praj.g_02111	Prao.g_01813
OG0000995	Praj.g_02115	Prao.g_01817
OG0000996	Praj.g_02116	Prao.g_01818
OG0000997	Praj.g_02124	Prao.g_01819
OG0000998	Praj.g_02126	Prao.g_01821
OG0000999	Praj.g_02127	Prao.g_01822
OG0001000	Praj.g_02130, Praj.g_02131	Prao.g_01825
OG0001001	Praj.g_02134	Prao.g_01827
OG0001002	Praj.g_02139	Prao.g_01831
OG0001003	Praj.g_02141	Prao.g_01833
OG0001004	Praj.g_02142	Prao.g_01834
OG0001005	Praj.g_02143	Prao.g_01835
OG0001006	Praj.g_02147	Prao.g_01839
OG0001007	Praj.g_02149	Prao.g_01841
OG0001008	Praj.g_00431	Prao.g_00541
OG0001009	Praj.g_00027	Prao.g_00174
OG0001010	Praj.g_00028	Prao.g_00175
OG0001011	Praj.g_00029	Prao.g_00176
OG0001012	Praj.g_00047	Prao.g_00189
OG0001013	Praj.g_00052	Prao.g_00194
OG0001014	Praj.g_00055	Prao.g_00197
OG0001015	Praj.g_00056	Prao.g_00198
OG0001016	Praj.g_00111	Prao.g_00212
OG0001017	Praj.g_00115	Prao.g_00216
OG0001018	Praj.g_00118	Prao.g_00219
OG0001019	Praj.g_00127	Prao.g_00228
OG0001020	Praj.g_00128	Prao.g_00229
OG0001021	Praj.g_00129	Prao.g_00230
OG0001022	Praj.g_00132	Prao.g_00233
OG0001023	Praj.g_00133	Prao.g_00234
OG0001024	Praj.g_00136	Prao.g_00237
OG0001025	Praj.g_00143	Prao.g_00243
OG0001026	Praj.g_00151	Prao.g_00249
OG0001027	Praj.g_00152	Prao.g_00250
OG0001028	Praj.g_00154	Prao.g_00252
OG0001029	Praj.g_00156	Prao.g_00254
OG0001030	Praj.g_00172	Prao.g_00269
OG0001031	Praj.g_00226	Prao.g_00324
OG0001032	Praj.g_00227	Prao.g_00325
OG0001033	Praj.g_00247	Prao.g_00346
OG0001034	Praj.g_00276	Prao.g_00374
OG0001035	Praj.g_00293	Prao.g_00392
OG0001036	Praj.g_00297	Prao.g_00397
OG0001037	Praj.g_00298	Prao.g_00398
OG0001038	Praj.g_00314	Prao.g_00415
OG0001039	Praj.g_00316	Prao.g_00418
OG0001040	Praj.g_00319	Prao.g_00420
OG0001041	Praj.g_00323	Prao.g_00424
OG0001042	Praj.g_00339	Prao.g_00441
OG0001043	Praj.g_00340	Prao.g_00442
OG0001044	Praj.g_00379	Prao.g_00469
OG0001045	Praj.g_00388	Prao.g_00477
OG0001046	Praj.g_01081	Prao.g_00513
OG0001047	Praj.g_00433	Prao.g_00543
OG0001048	Praj.g_00434	Prao.g_00544
OG0001049	Praj.g_00436	Prao.g_00546
OG0001050	Praj.g_00437	Prao.g_00547
OG0001051	Praj.g_00438	Prao.g_00548
OG0001052	Praj.g_00464	Prao.g_00577
OG0001053	Praj.g_00476	Prao.g_00589
OG0001054	Praj.g_00490	Prao.g_00604
OG0001055	Praj.g_00509	Prao.g_00623
OG0001056	Praj.g_00527	Prao.g_01855
OG0001057	Praj.g_00532	Prao.g_01160
OG0001058	Praj.g_00540	Prao.g_01168
OG0001059	Praj.g_00544	Prao.g_01172
OG0001060	Praj.g_00551	Prao.g_01179
OG0001061	Praj.g_00564	Prao.g_01866
OG0001062	Praj.g_00566	Prao.g_01868
OG0001063	Praj.g_00567	Prao.g_01870
OG0001064	Praj.g_00568	Prao.g_00018
OG0001065	Praj.g_00569	Prao.g_00019
OG0001066	Praj.g_00570	Prao.g_00020
OG0001067	Praj.g_00571	Prao.g_00021
OG0001068	Praj.g_00572	Prao.g_00022
OG0001069	Praj.g_00573	Prao.g_00023
OG0001070	Praj.g_00575	Prao.g_00026
OG0001071	Praj.g_00576	Prao.g_00027
OG0001072	Praj.g_00577	Prao.g_00028
OG0001073	Praj.g_00591	Prao.g_00042
OG0001074	Praj.g_00603	Prao.g_00053
OG0001075	Praj.g_00604	Prao.g_00054
OG0001076	Praj.g_00611	Prao.g_00063
OG0001077	Praj.g_00616	Prao.g_00067
OG0001078	Praj.g_00624	Prao.g_00075
OG0001079	Praj.g_00635	Prao.g_00086
OG0001080	Praj.g_00641	Prao.g_00092
OG0001081	Praj.g_00643	Prao.g_00094
OG0001082	Praj.g_00644	Prao.g_00095
OG0001083	Praj.g_00649	Prao.g_00100
OG0001084	Praj.g_00650	Prao.g_00101
OG0001085	Praj.g_00660	Prao.g_00109
OG0001086	Praj.g_00661	Prao.g_00110
OG0001087	Praj.g_00681	Prao.g_00126
OG0001088	Praj.g_00682	Prao.g_00127
OG0001089	Praj.g_00690	Prao.g_00135
OG0001090	Praj.g_00699	Prao.g_00649
OG0001091	Praj.g_00701	Prao.g_00651
OG0001092	Praj.g_00702	Prao.g_00652
OG0001093	Praj.g_00707	Prao.g_00657
OG0001094	Praj.g_00763	Prao.g_00735
OG0001095	Praj.g_00782	Prao.g_00754
OG0001096	Praj.g_00797	Prao.g_00767
OG0001097	Praj.g_00817	Prao.g_00786
OG0001098	Praj.g_00835	Prao.g_00801
OG0001099	Praj.g_00872	Prao.g_00834
OG0001100	Praj.g_00879	Prao.g_00838
OG0001101	Praj.g_00881	Prao.g_00840
OG0001102	Praj.g_00884	Prao.g_00842
OG0001103	Praj.g_00886	Prao.g_00844
OG0001104	Praj.g_00749	Prao.g_00865
OG0001105	Praj.g_00753	Prao.g_00869
OG0001106	Praj.g_00934	Prao.g_00893
OG0001107	Praj.g_00944	Prao.g_00900
OG0001108	Praj.g_00948	Prao.g_00904
OG0001109	Praj.g_00949	Prao.g_00905
OG0001110	Praj.g_00951	Prao.g_00907
OG0001111	Praj.g_00952	Prao.g_00908
OG0001112	Praj.g_00953	Prao.g_00909
OG0001113	Praj.g_00954	Prao.g_00910
OG0001114	Praj.g_00955	Prao.g_00911
OG0001115	Praj.g_00957	Prao.g_00913
OG0001116	Praj.g_00958	Prao.g_00914
OG0001117	Praj.g_00959	Prao.g_00915
OG0001118	Praj.g_00960	Prao.g_00916
OG0001119	Praj.g_00961	Prao.g_00917
OG0001120	Praj.g_00963	Prao.g_00919
OG0001121	Praj.g_01563	Prao.g_01124, Prao.g_00922
OG0001122	Praj.g_00993	Prao.g_00946
OG0001123	Praj.g_00997	Prao.g_00950
OG0001124	Praj.g_00999	Prao.g_00952
OG0001125	Praj.g_01001	Prao.g_00953
OG0001126	Praj.g_01012	Prao.g_00963
OG0001127	Praj.g_01013	Prao.g_00964
OG0001128	Praj.g_01016	Prao.g_00966
OG0001129	Praj.g_01017	Prao.g_00967
OG0001130	Praj.g_01018	Prao.g_00968
OG0001131	Praj.g_00852	Prao.g_01007
OG0001132	Praj.g_01063	Prao.g_01016
OG0001133	Praj.g_01040	Prao.g_01137
OG0001134	Praj.g_01832	Prao.g_01122
OG0001135	Praj.g_01835	Prao.g_01119
OG0001136	Praj.g_01463	Prao.g_01092
OG0001137	Praj.g_01452	Prao.g_01081
OG0001138	Praj.g_01432	Prao.g_01063
OG0001139	Praj.g_01430	Prao.g_01062
OG0001140	Praj.g_01429	Prao.g_01061
OG0001141	Praj.g_01428	Prao.g_01060
OG0001142	Praj.g_01427	Prao.g_01059
OG0001143	Praj.g_01420	Prao.g_01052
OG0001144	Praj.g_01415	Prao.g_01047
OG0001145	Praj.g_01520	Prao.g_01284
OG0001146	Praj.g_01532	Prao.g_01272
OG0001147	Praj.g_01550	Prao.g_01253
OG0001148	Praj.g_01577	Prao.g_01237
OG0001149	Praj.g_01578	Prao.g_01236
OG0001150	Praj.g_01579	Prao.g_01235
OG0001151	Praj.g_01590	Prao.g_01224
OG0001152	Praj.g_01591	Prao.g_01223
OG0001153	Praj.g_01662	Prao.g_01428
