Orthogroup	Praj	Syal
OG0000580	Praj.g_00590	Syal.g_02747
OG0000581	Praj.g_00593	Syal.g_02741
OG0000582	Praj.g_00596	Syal.g_02736
OG0000583	Praj.g_00597	Syal.g_02735
OG0000584	Praj.g_00598	Syal.g_02734
OG0000585	Praj.g_00600	Syal.g_02731
OG0000586	Praj.g_00601	Syal.g_02730
OG0000587	Praj.g_00602	Syal.g_02728
OG0000588	Praj.g_00606	Syal.g_02717
OG0000589	Praj.g_00609	Syal.g_02714
OG0000590	Praj.g_00610	Syal.g_02713
OG0000591	Praj.g_00613	Syal.g_02707
OG0000592	Praj.g_00614	Syal.g_02706
OG0000593	Praj.g_00620	Syal.g_02640
OG0000594	Praj.g_00621	Syal.g_02639
OG0000595	Praj.g_00622	Syal.g_02638
OG0000596	Praj.g_00626	Syal.g_02633
OG0000597	Praj.g_00628	Syal.g_02630
OG0000598	Praj.g_00629	Syal.g_02629
OG0000599	Praj.g_00632	Syal.g_02622
OG0000600	Praj.g_00633	Syal.g_02621
OG0000601	Praj.g_00634	Syal.g_02620
OG0000602	Praj.g_00636	Syal.g_02615
OG0000603	Praj.g_00637	Syal.g_02614
OG0000604	Praj.g_00638	Syal.g_02612
OG0000605	Praj.g_00639	Syal.g_02516
OG0000606	Praj.g_00642	Syal.g_02174
OG0000607	Praj.g_00645	Syal.g_02177
OG0000608	Praj.g_00646	Syal.g_02178
OG0000609	Praj.g_00647	Syal.g_02180
OG0000610	Praj.g_00653	Syal.g_02198
OG0000611	Praj.g_00656	Syal.g_02201
OG0000612	Praj.g_00657	Syal.g_02202
OG0000613	Praj.g_00663	Syal.g_01325
OG0000614	Praj.g_00686	Syal.g_01794
OG0000615	Praj.g_00693	Syal.g_02256
OG0000616	Praj.g_02137	Syal.g_00079
OG0000617	Praj.g_00704	Syal.g_01866
OG0000618	Praj.g_00705	Syal.g_01867
OG0000619	Praj.g_00706	Syal.g_02417
OG0000620	Praj.g_00709	Syal.g_02422
OG0000621	Praj.g_00710	Syal.g_02423
OG0000622	Praj.g_00711	Syal.g_02424
OG0000623	Praj.g_00712	Syal.g_02425
OG0000624	Praj.g_00714	Syal.g_02427
OG0000625	Praj.g_00715	Syal.g_02428
OG0000626	Praj.g_00716	Syal.g_02429
OG0000627	Praj.g_00718	Syal.g_02048
OG0000628	Praj.g_00719	Syal.g_02047
OG0000629	Praj.g_00720	Syal.g_02044
OG0000630	Praj.g_00723	Syal.g_02040
OG0000631	Praj.g_00917	Syal.g_02031
OG0000632	Praj.g_00918	Syal.g_02030
OG0000633	Praj.g_00919	Syal.g_02029
OG0000634	Praj.g_00765	Syal.g_02410
OG0000635	Praj.g_00766	Syal.g_02411
OG0000636	Praj.g_00768	Syal.g_02413
OG0000637	Praj.g_00770	Syal.g_02415
OG0000638	Praj.g_00771	Syal.g_02416
OG0000639	Praj.g_00772	Syal.g_01868
OG0000640	Praj.g_00773	Syal.g_01869
OG0000641	Praj.g_00777	Syal.g_01873
OG0000642	Praj.g_00778	Syal.g_01874
OG0000643	Praj.g_00779	Syal.g_01875
OG0000644	Praj.g_00780	Syal.g_01876
OG0000645	Praj.g_00781	Syal.g_01878
OG0000646	Praj.g_00784	Syal.g_01881
OG0000647	Praj.g_00786	Syal.g_01883
OG0000648	Praj.g_00788	Syal.g_02438
OG0000649	Praj.g_00789	Syal.g_02439
OG0000650	Praj.g_00790	Syal.g_02440
OG0000651	Praj.g_00791	Syal.g_02441
OG0000652	Praj.g_00792	Syal.g_02442
OG0000653	Praj.g_00794	Syal.g_02444
OG0000654	Praj.g_00795	Syal.g_02445
OG0000655	Praj.g_00796	Syal.g_02446
OG0000656	Praj.g_00799	Syal.g_02449
OG0000657	Praj.g_00806	Syal.g_02460
OG0000658	Praj.g_00808	Syal.g_02465
OG0000659	Praj.g_00809	Syal.g_02466
OG0000660	Praj.g_00814	Syal.g_02470
OG0000661	Praj.g_00816	Syal.g_02472
OG0000662	Praj.g_00818	Syal.g_02474
OG0000663	Praj.g_00820	Syal.g_02477
OG0000664	Praj.g_00821	Syal.g_02478
OG0000665	Praj.g_00826	Syal.g_02593
OG0000666	Praj.g_00827	Syal.g_02605
OG0000667	Praj.g_00831	Syal.g_02192
OG0000668	Praj.g_00869	Syal.g_01920
OG0000669	Praj.g_00877	Syal.g_02295
OG0000670	Praj.g_00880	Syal.g_02956
OG0000671	Praj.g_00882	Syal.g_02291
OG0000672	Praj.g_00885	Syal.g_02288
OG0000673	Praj.g_00888	Syal.g_02285
OG0000674	Praj.g_00890	Syal.g_02283
OG0000675	Praj.g_00891	Syal.g_02282
OG0000676	Praj.g_00893	Syal.g_02272
OG0000677	Praj.g_00894	Syal.g_02271
OG0000678	Praj.g_00897	Syal.g_02264
OG0000679	Praj.g_00901	Syal.g_02252
OG0000680	Praj.g_00902	Syal.g_02251
OG0000681	Praj.g_00905	Syal.g_02248
OG0000682	Praj.g_00906	Syal.g_02247
OG0000683	Praj.g_00907	Syal.g_02246
OG0000684	Praj.g_00748	Syal.g_02242
OG0000685	Praj.g_00750	Syal.g_02240
OG0000686	Praj.g_00751	Syal.g_02239
OG0000687	Praj.g_00752	Syal.g_02237
OG0000688	Praj.g_00755	Syal.g_02225
OG0000689	Praj.g_00756	Syal.g_02223
OG0000690	Praj.g_00757	Syal.g_02222
OG0000691	Praj.g_00758	Syal.g_02221
OG0000692	Praj.g_00760	Syal.g_02220
OG0000693	Praj.g_00761	Syal.g_02218
OG0000694	Praj.g_00762	Syal.g_02217
OG0000695	Praj.g_00921	Syal.g_02027
OG0000696	Praj.g_00922	Syal.g_02026
OG0000697	Praj.g_00923	Syal.g_02025
OG0000698	Praj.g_00926	Syal.g_02022
OG0000699	Praj.g_00927	Syal.g_02021
OG0000700	Praj.g_00928	Syal.g_02020
OG0000701	Praj.g_00929	Syal.g_02019
OG0000702	Praj.g_00931	Syal.g_02011
OG0000703	Praj.g_00932	Syal.g_02010
OG0000704	Praj.g_00933	Syal.g_02008
OG0000705	Praj.g_00939	Syal.g_01999
OG0000706	Praj.g_00940	Syal.g_01998
OG0000707	Praj.g_00941	Syal.g_01997
OG0000708	Praj.g_00943	Syal.g_01994
OG0000709	Praj.g_00947	Syal.g_01986
OG0000710	Praj.g_00950	Syal.g_01982
OG0000711	Praj.g_00966	Syal.g_01954
OG0000712	Praj.g_00968	Syal.g_01952
OG0000713	Praj.g_00969	Syal.g_01951
OG0000714	Praj.g_00970	Syal.g_01948
OG0000715	Praj.g_00972	Syal.g_01934
OG0000716	Praj.g_00973	Syal.g_01930
OG0000717	Praj.g_00974	Syal.g_01929
OG0000718	Praj.g_00991	Syal.g_01925
OG0000719	Praj.g_00992	Syal.g_01922
OG0000720	Praj.g_01002	Syal.g_01908
OG0000721	Praj.g_01003	Syal.g_01906
OG0000722	Praj.g_01004	Syal.g_01905
OG0000723	Praj.g_01008	Syal.g_02433
OG0000724	Praj.g_01019	Syal.g_01829
OG0000725	Praj.g_00845	Syal.g_01820
OG0000726	Praj.g_00844	Syal.g_01819
OG0000727	Praj.g_00843	Syal.g_01818
OG0000728	Praj.g_00841	Syal.g_01816
OG0000729	Praj.g_02022	Syal.g_01510
OG0000730	Praj.g_00378	Syal.g_00345
OG0000731	Praj.g_00386	Syal.g_00356
OG0000732	Praj.g_02081	Syal.g_00149
OG0000733	Praj.g_01833	Syal.g_01105
OG0000734	Praj.g_01476	Syal.g_00828
OG0000735	Praj.g_01474	Syal.g_01627
OG0000736	Praj.g_01473	Syal.g_01628
OG0000737	Praj.g_01472	Syal.g_01629
OG0000738	Praj.g_01468	Syal.g_01634
OG0000739	Praj.g_01467	Syal.g_01645
OG0000740	Praj.g_01466	Syal.g_01646
OG0000741	Praj.g_01464	Syal.g_01649
OG0000742	Praj.g_01462	Syal.g_01652
OG0000743	Praj.g_01460	Syal.g_01654
OG0000744	Praj.g_01459	Syal.g_01655
OG0000745	Praj.g_01458	Syal.g_01657
OG0000746	Praj.g_01456	Syal.g_01659
OG0000747	Praj.g_01455	Syal.g_01660
OG0000748	Praj.g_01451	Syal.g_01674
OG0000749	Praj.g_01450	Syal.g_01675
OG0000750	Praj.g_01449	Syal.g_01676
OG0000751	Praj.g_01446	Syal.g_01688
OG0000752	Praj.g_01444	Syal.g_01690
OG0000753	Praj.g_01442	Syal.g_01693
OG0000754	Praj.g_01438	Syal.g_01698
OG0000755	Praj.g_01434	Syal.g_01707
OG0000756	Praj.g_01433	Syal.g_01708
OG0000757	Praj.g_01426	Syal.g_01715
OG0000758	Praj.g_01425	Syal.g_01716
OG0000759	Praj.g_01424	Syal.g_01717
OG0000760	Praj.g_01423	Syal.g_01718
OG0000761	Praj.g_01422	Syal.g_01719
OG0000762	Praj.g_01421	Syal.g_01721
OG0000763	Praj.g_01419	Syal.g_01723
OG0000764	Praj.g_01418	Syal.g_01724
OG0000765	Praj.g_01409	Syal.g_01768
OG0000766	Praj.g_01408	Syal.g_01767
OG0000767	Praj.g_01407	Syal.g_01765
OG0000768	Praj.g_01406	Syal.g_01764
OG0000769	Praj.g_01404	Syal.g_01762
OG0000770	Praj.g_01403	Syal.g_01758
OG0000771	Praj.g_01014	Syal.g_01835
OG0000772	Praj.g_01246	Syal.g_01641
OG0000773	Praj.g_01519	Syal.g_01618
OG0000774	Praj.g_01522	Syal.g_01610
OG0000775	Praj.g_01523	Syal.g_01608
OG0000776	Praj.g_01524	Syal.g_01607
OG0000777	Praj.g_01525	Syal.g_01606
OG0000778	Praj.g_01526	Syal.g_01605
OG0000779	Praj.g_01530	Syal.g_01599
OG0000780	Praj.g_01531	Syal.g_01594
OG0000781	Praj.g_01534	Syal.g_01590
OG0000782	Praj.g_01535	Syal.g_01589
OG0000783	Praj.g_01536	Syal.g_01588
OG0000784	Praj.g_01537	Syal.g_01587
OG0000785	Praj.g_01539	Syal.g_01585
OG0000786	Praj.g_01542	Syal.g_01579
OG0000787	Praj.g_01543	Syal.g_01578
OG0000788	Praj.g_00732	Syal.g_02619
OG0000789	Praj.g_01011	Syal.g_02598
OG0000790	Praj.g_01580	Syal.g_02883
OG0000791	Praj.g_01582	Syal.g_02882
OG0000792	Praj.g_01583	Syal.g_02881
OG0000793	Praj.g_01586	Syal.g_02876
OG0000794	Praj.g_01587	Syal.g_02875
OG0000795	Praj.g_01588	Syal.g_02874
OG0000796	Praj.g_01592	Syal.g_02870
OG0000797	Praj.g_01593	Syal.g_02869
OG0000799	Praj.g_01613	Syal.g_01547
OG0000800	Praj.g_01614	Syal.g_01542
OG0000801	Praj.g_01615	Syal.g_01541
OG0000802	Praj.g_01617	Syal.g_01536
OG0000803	Praj.g_01619	Syal.g_00040
OG0000804	Praj.g_01620	Syal.g_00036
OG0000805	Praj.g_01622	Syal.g_00030
OG0000806	Praj.g_01624	Syal.g_00028
OG0000807	Praj.g_01625	Syal.g_00026
OG0000808	Praj.g_01626	Syal.g_00025
OG0000809	Praj.g_01630	Syal.g_00022
OG0000810	Praj.g_01631	Syal.g_00021
OG0000811	Praj.g_01635	Syal.g_00380
OG0000812	Praj.g_01637	Syal.g_00382
OG0000813	Praj.g_01638	Syal.g_00383
OG0000814	Praj.g_01640	Syal.g_00385
OG0000815	Praj.g_01641	Syal.g_00391
OG0000816	Praj.g_01643	Syal.g_00393
OG0000817	Praj.g_01644	Syal.g_00394
OG0000818	Praj.g_01648	Syal.g_00401
OG0000819	Praj.g_01649	Syal.g_00402
OG0000820	Praj.g_01650	Syal.g_00403
OG0000821	Praj.g_01653	Syal.g_00409
OG0000822	Praj.g_01654	Syal.g_00411
OG0000823	Praj.g_01655	Syal.g_00412
OG0000824	Praj.g_01658	Syal.g_00417
OG0000825	Praj.g_01659	Syal.g_00418
OG0000826	Praj.g_01660	Syal.g_00419
OG0000827	Praj.g_01661	Syal.g_00420
OG0000828	Praj.g_01664	Syal.g_00423
OG0000829	Praj.g_01665	Syal.g_00424
OG0000830	Praj.g_01666	Syal.g_00425
OG0000831	Praj.g_01668	Syal.g_00427
OG0000832	Praj.g_01678	Syal.g_02967
OG0000833	Praj.g_01686	Syal.g_02976
OG0000834	Praj.g_01687	Syal.g_02979
OG0000835	Praj.g_01688	Syal.g_02980
OG0000836	Praj.g_01690	Syal.g_02983
OG0000837	Praj.g_01691	Syal.g_02984
OG0000838	Praj.g_01693	Syal.g_02988
OG0000839	Praj.g_01694	Syal.g_02989
OG0000840	Praj.g_01695	Syal.g_02990
OG0000841	Praj.g_01696	Syal.g_02991
OG0000842	Praj.g_01697	Syal.g_02992
OG0000843	Praj.g_01698	Syal.g_02993
OG0000844	Praj.g_01699	Syal.g_02995
OG0000845	Praj.g_01700	Syal.g_02996
OG0000846	Praj.g_01701	Syal.g_02997
OG0000847	Praj.g_01702	Syal.g_02998
OG0000848	Praj.g_01703	Syal.g_03000
OG0000849	Praj.g_01704	Syal.g_03001
OG0000850	Praj.g_01706	Syal.g_03008
OG0000851	Praj.g_01707	Syal.g_00561
OG0000852	Praj.g_01708	Syal.g_00562
OG0000853	Praj.g_01713	Syal.g_00566
OG0000854	Praj.g_01715	Syal.g_00568
OG0000855	Praj.g_01716	Syal.g_00569
OG0000856	Praj.g_01599	Syal.g_02704
OG0000857	Praj.g_00785	Syal.g_01882
OG0000858	Praj.g_01763	Syal.g_00576
OG0000859	Praj.g_01764	Syal.g_00577
OG0000860	Praj.g_01770	Syal.g_00589
OG0000861	Praj.g_01771	Syal.g_00590
OG0000862	Praj.g_01772	Syal.g_00591
OG0000863	Praj.g_01773	Syal.g_00594
OG0000864	Praj.g_01774	Syal.g_00595
OG0000865	Praj.g_01775	Syal.g_00596
OG0000866	Praj.g_01776	Syal.g_00597
OG0000867	Praj.g_01777	Syal.g_00598
OG0000868	Praj.g_01778	Syal.g_00604
OG0000869	Praj.g_01781	Syal.g_00609
OG0000870	Praj.g_01786	Syal.g_00614
OG0000871	Praj.g_01787	Syal.g_00615
OG0000872	Praj.g_01788	Syal.g_00621
OG0000873	Praj.g_01791	Syal.g_00624
OG0000874	Praj.g_01794	Syal.g_00627
OG0000875	Praj.g_01796	Syal.g_00629
OG0000876	Praj.g_01797	Syal.g_00631
OG0000877	Praj.g_01799	Syal.g_00633
OG0000878	Praj.g_01800	Syal.g_00634
OG0000879	Praj.g_01801	Syal.g_00635
OG0000880	Praj.g_01802	Syal.g_00636
OG0000881	Praj.g_01805	Syal.g_00641
OG0000882	Praj.g_01810	Syal.g_00646
OG0000883	Praj.g_01812	Syal.g_00648
OG0000884	Praj.g_01814	Syal.g_00650
OG0000885	Praj.g_01815	Syal.g_00651
OG0000886	Praj.g_01816	Syal.g_00652
OG0000887	Praj.g_01817	Syal.g_00653
OG0000888	Praj.g_01819	Syal.g_00655
OG0000889	Praj.g_01821	Syal.g_00657
OG0000890	Praj.g_01822	Syal.g_00663
OG0000891	Praj.g_01823	Syal.g_00664
OG0000892	Praj.g_01825	Syal.g_00668
OG0000893	Praj.g_01868	Syal.g_00193
OG0000894	Praj.g_01871	Syal.g_00196
OG0000895	Praj.g_01874	Syal.g_00200
OG0000896	Praj.g_01875	Syal.g_00201
OG0000897	Praj.g_01877	Syal.g_00203
OG0000898	Praj.g_01878	Syal.g_00204
OG0000899	Praj.g_01879	Syal.g_00205
OG0000900	Praj.g_01880	Syal.g_00206
OG0000901	Praj.g_01883	Syal.g_00211
OG0000902	Praj.g_01885	Syal.g_00213
OG0000903	Praj.g_01894	Syal.g_00227
OG0000904	Praj.g_01889	Syal.g_00222
OG0000905	Praj.g_01887	Syal.g_00217
OG0000906	Praj.g_01886	Syal.g_00215
OG0000907	Praj.g_01909	Syal.g_00229
OG0000908	Praj.g_01912	Syal.g_00232
OG0000909	Praj.g_01913	Syal.g_00233
OG0000910	Praj.g_01914	Syal.g_00234
OG0000911	Praj.g_01916	Syal.g_00237
OG0000912	Praj.g_01917	Syal.g_00238
OG0000913	Praj.g_01918	Syal.g_00239
OG0000914	Praj.g_01919	Syal.g_00240
OG0000915	Praj.g_01920	Syal.g_00241
OG0000916	Praj.g_01921	Syal.g_00242
OG0000917	Praj.g_01922	Syal.g_00243
OG0000918	Praj.g_01923	Syal.g_00244
OG0000919	Praj.g_01924	Syal.g_00245
OG0000920	Praj.g_01925	Syal.g_00246
OG0000921	Praj.g_01926	Syal.g_00247
OG0000922	Praj.g_01927	Syal.g_00248
OG0000923	Praj.g_01931	Syal.g_00252
OG0000924	Praj.g_01932	Syal.g_00253
OG0000925	Praj.g_01933	Syal.g_00254
OG0000926	Praj.g_01934	Syal.g_00255
OG0000927	Praj.g_01936	Syal.g_00257
OG0000928	Praj.g_01937	Syal.g_00258
OG0000929	Praj.g_01938	Syal.g_00259
OG0000930	Praj.g_01939	Syal.g_00260
OG0000931	Praj.g_01940	Syal.g_00261
OG0000932	Praj.g_01941	Syal.g_00262
OG0000933	Praj.g_01945	Syal.g_00268
OG0000934	Praj.g_01947	Syal.g_00270
OG0000935	Praj.g_01948	Syal.g_00271
OG0000936	Praj.g_01949	Syal.g_00272
OG0000937	Praj.g_01950	Syal.g_00273
OG0000938	Praj.g_01953	Syal.g_00276
OG0000939	Praj.g_01954	Syal.g_00277
OG0000940	Praj.g_01961	Syal.g_00285
OG0000941	Praj.g_01963	Syal.g_00287
OG0000942	Praj.g_01965	Syal.g_00289
OG0000943	Praj.g_01966	Syal.g_00290
OG0000944	Praj.g_01968	Syal.g_00292
OG0000945	Praj.g_01969	Syal.g_00294
OG0000946	Praj.g_01975	Syal.g_00301
OG0000947	Praj.g_01977	Syal.g_00304
OG0000948	Praj.g_01978	Syal.g_00305
OG0000949	Praj.g_01981	Syal.g_01341
OG0000950	Praj.g_01986	Syal.g_01348
OG0000951	Praj.g_01990	Syal.g_01353
OG0000952	Praj.g_01994	Syal.g_01363
OG0000953	Praj.g_01998	Syal.g_01435
OG0000954	Praj.g_02002	Syal.g_01443
OG0000955	Praj.g_02003	Syal.g_01444
OG0000956	Praj.g_02005	Syal.g_01446
OG0000957	Praj.g_02010	Syal.g_01457
OG0000958	Praj.g_02011	Syal.g_01458
OG0000959	Praj.g_02015	Syal.g_01482
OG0000960	Praj.g_02016	Syal.g_01483
OG0000961	Praj.g_02019	Syal.g_01507
OG0000962	Praj.g_02021	Syal.g_01509
OG0000963	Praj.g_02026	Syal.g_01514
OG0000964	Praj.g_02027	Syal.g_01515
OG0000965	Praj.g_02028	Syal.g_01516
OG0000966	Praj.g_02059	Syal.g_00176
OG0000967	Praj.g_02063	Syal.g_00171
OG0000968	Praj.g_02065	Syal.g_00169
OG0000969	Praj.g_02066	Syal.g_00167
OG0000970	Praj.g_02067	Syal.g_00166
OG0000971	Praj.g_02068	Syal.g_00164
OG0000972	Praj.g_02069	Syal.g_00163
OG0000973	Praj.g_02070	Syal.g_00162
OG0000974	Praj.g_02071	Syal.g_00161
OG0000975	Praj.g_02072	Syal.g_00160
OG0000976	Praj.g_02073	Syal.g_00159
OG0000977	Praj.g_02074	Syal.g_00157
OG0000978	Praj.g_02075	Syal.g_00156
OG0000979	Praj.g_02078	Syal.g_00153
OG0000980	Praj.g_02080	Syal.g_00150
OG0000981	Praj.g_02083	Syal.g_00147
OG0000982	Praj.g_02085	Syal.g_01068
OG0000983	Praj.g_02086	Syal.g_01069
OG0000984	Praj.g_02087	Syal.g_01070
OG0000985	Praj.g_02090	Syal.g_01074
OG0000986	Praj.g_02092	Syal.g_01076
OG0000987	Praj.g_02093	Syal.g_01080
OG0000988	Praj.g_02096	Syal.g_01086
OG0000989	Praj.g_02100	Syal.g_01098
OG0000990	Praj.g_02105	Syal.g_01118
OG0000991	Praj.g_02106	Syal.g_01120
OG0000992	Praj.g_02109	Syal.g_01122
OG0000993	Praj.g_02110	Syal.g_01123
OG0000994	Praj.g_02111	Syal.g_01127
OG0000995	Praj.g_02115	Syal.g_01132
OG0000996	Praj.g_02116	Syal.g_01162
OG0000997	Praj.g_02124	Syal.g_01171
OG0000998	Praj.g_02126	Syal.g_01173
OG0000999	Praj.g_02127	Syal.g_01174
OG0001000	Praj.g_02130, Praj.g_02131	Syal.g_01177
OG0001001	Praj.g_02134	Syal.g_01182
OG0001002	Praj.g_02139	Syal.g_00082
OG0001003	Praj.g_02141	Syal.g_00084
OG0001004	Praj.g_02142	Syal.g_00085
OG0001005	Praj.g_02143	Syal.g_00087
OG0001006	Praj.g_02147	Syal.g_00094
OG0001007	Praj.g_02149	Syal.g_00096
OG0001008	Praj.g_00431	Syal.g_00524
OG0001009	Praj.g_00027	Syal.g_00129
OG0001010	Praj.g_00028	Syal.g_00130
OG0001011	Praj.g_00029	Syal.g_00131
OG0001012	Praj.g_00047	Syal.g_01064
OG0001013	Praj.g_00052	Syal.g_01026
OG0001014	Praj.g_00055	Syal.g_01022
OG0001015	Praj.g_00056	Syal.g_01021
OG0001016	Praj.g_00111	Syal.g_00756
OG0001017	Praj.g_00115	Syal.g_00762
OG0001018	Praj.g_00118	Syal.g_00764
OG0001019	Praj.g_00127	Syal.g_00785
OG0001020	Praj.g_00128	Syal.g_00796
OG0001021	Praj.g_00129	Syal.g_00800
OG0001022	Praj.g_00132	Syal.g_00805
OG0001023	Praj.g_00133	Syal.g_00806
OG0001024	Praj.g_00136	Syal.g_00810
OG0001025	Praj.g_00143	Syal.g_00817
OG0001026	Praj.g_00151	Syal.g_00830
OG0001027	Praj.g_00152	Syal.g_00834
OG0001028	Praj.g_00154	Syal.g_00836
OG0001029	Praj.g_00156	Syal.g_00838
OG0001030	Praj.g_00172	Syal.g_00860
OG0001031	Praj.g_00226	Syal.g_00936
OG0001032	Praj.g_00227	Syal.g_00938
OG0001033	Praj.g_00247	Syal.g_00972
OG0001034	Praj.g_00276	Syal.g_00684
OG0001035	Praj.g_00293	Syal.g_01226
OG0001036	Praj.g_00297	Syal.g_01231
OG0001037	Praj.g_00298	Syal.g_01233
OG0001038	Praj.g_00314	Syal.g_01261
OG0001039	Praj.g_00316	Syal.g_01264
OG0001040	Praj.g_00319	Syal.g_01267
OG0001041	Praj.g_00323	Syal.g_01272
OG0001042	Praj.g_00339	Syal.g_01300
OG0001043	Praj.g_00340	Syal.g_01304
OG0001044	Praj.g_00379	Syal.g_00346
OG0001045	Praj.g_00388	Syal.g_00359
OG0001046	Praj.g_01081	Syal.g_01967
OG0001047	Praj.g_00433	Syal.g_00522
OG0001048	Praj.g_00434	Syal.g_00521
OG0001049	Praj.g_00436	Syal.g_00518
OG0001050	Praj.g_00437	Syal.g_00517
OG0001051	Praj.g_00438	Syal.g_00516
OG0001052	Praj.g_00464	Syal.g_00467
OG0001053	Praj.g_00476	Syal.g_02900
OG0001054	Praj.g_00490	Syal.g_02919
OG0001055	Praj.g_00509	Syal.g_02940
OG0001056	Praj.g_00527	Syal.g_02833
OG0001057	Praj.g_00532	Syal.g_01574
OG0001058	Praj.g_00540	Syal.g_02812
OG0001059	Praj.g_00544	Syal.g_02808
OG0001060	Praj.g_00551	Syal.g_02801
OG0001061	Praj.g_00564	Syal.g_02783
OG0001062	Praj.g_00566	Syal.g_02781
OG0001063	Praj.g_00567	Syal.g_02776
OG0001064	Praj.g_00568	Syal.g_02775
OG0001065	Praj.g_00569	Syal.g_02774
OG0001066	Praj.g_00570	Syal.g_02773
OG0001067	Praj.g_00571	Syal.g_02772
OG0001068	Praj.g_00572	Syal.g_02771
OG0001069	Praj.g_00573	Syal.g_02770
OG0001070	Praj.g_00575	Syal.g_02766
OG0001071	Praj.g_00576	Syal.g_02765
OG0001072	Praj.g_00577	Syal.g_02761
OG0001073	Praj.g_00591	Syal.g_02746
OG0001074	Praj.g_00603	Syal.g_02575
OG0001075	Praj.g_00604	Syal.g_02726
OG0001076	Praj.g_00611	Syal.g_02712
OG0001077	Praj.g_00616	Syal.g_02702
OG0001078	Praj.g_00624	Syal.g_02635
OG0001079	Praj.g_00635	Syal.g_02618
OG0001080	Praj.g_00641	Syal.g_02514
OG0001081	Praj.g_00643	Syal.g_02175
OG0001082	Praj.g_00644	Syal.g_02176
OG0001083	Praj.g_00649	Syal.g_02184
OG0001084	Praj.g_00650	Syal.g_02187
OG0001085	Praj.g_00660	Syal.g_02206
OG0001086	Praj.g_00661	Syal.g_02208
OG0001087	Praj.g_00681	Syal.g_01782
OG0001088	Praj.g_00682	Syal.g_01785
OG0001089	Praj.g_00690	Syal.g_01811
OG0001090	Praj.g_00699	Syal.g_01859
OG0001091	Praj.g_00701	Syal.g_01862
OG0001092	Praj.g_00702	Syal.g_01864
OG0001093	Praj.g_00707	Syal.g_02419
OG0001094	Praj.g_00763	Syal.g_02216
OG0001095	Praj.g_00782	Syal.g_01879
OG0001096	Praj.g_00797	Syal.g_02447
OG0001097	Praj.g_00817	Syal.g_02473
OG0001098	Praj.g_00835	Syal.g_02083
OG0001099	Praj.g_00872	Syal.g_00837
OG0001100	Praj.g_00879	Syal.g_02293
OG0001101	Praj.g_00881	Syal.g_02292
OG0001102	Praj.g_00884	Syal.g_02289
OG0001103	Praj.g_00886	Syal.g_02287
OG0001104	Praj.g_00749	Syal.g_02241
OG0001105	Praj.g_00753	Syal.g_02236
OG0001106	Praj.g_00934	Syal.g_02007
OG0001107	Praj.g_00944	Syal.g_01993
OG0001108	Praj.g_00948	Syal.g_01985
OG0001109	Praj.g_00949	Syal.g_01983
OG0001110	Praj.g_00951	Syal.g_01981
OG0001111	Praj.g_00952	Syal.g_01979
OG0001112	Praj.g_00953	Syal.g_01977
OG0001113	Praj.g_00954	Syal.g_02244
OG0001114	Praj.g_00955	Syal.g_01976
OG0001115	Praj.g_00957	Syal.g_01972
OG0001116	Praj.g_00958	Syal.g_01970
OG0001117	Praj.g_00959	Syal.g_01969
OG0001118	Praj.g_00960	Syal.g_01968
OG0001119	Praj.g_00961	Syal.g_01966
OG0001120	Praj.g_00963	Syal.g_01962
OG0001121	Praj.g_01563	Syal.g_02960
OG0001122	Praj.g_00993	Syal.g_01921
OG0001123	Praj.g_00997	Syal.g_01913
OG0001124	Praj.g_00999	Syal.g_01911
OG0001125	Praj.g_01001	Syal.g_01909
OG0001126	Praj.g_01012	Syal.g_01837
OG0001127	Praj.g_01013	Syal.g_01836
OG0001128	Praj.g_01016	Syal.g_01833
OG0001129	Praj.g_01017	Syal.g_01831
OG0001130	Praj.g_01018	Syal.g_01830
OG0001131	Praj.g_00852	Syal.g_02260
OG0001132	Praj.g_01063	Syal.g_02553
OG0001133	Praj.g_01040	Syal.g_02710
OG0001134	Praj.g_01832	Syal.g_02506
OG0001136	Praj.g_01463	Syal.g_01650
OG0001137	Praj.g_01452	Syal.g_01673
OG0001138	Praj.g_01432	Syal.g_01709
OG0001139	Praj.g_01430	Syal.g_01711
OG0001140	Praj.g_01429	Syal.g_01712
OG0001141	Praj.g_01428	Syal.g_01713
OG0001142	Praj.g_01427	Syal.g_01714
OG0001143	Praj.g_01420	Syal.g_01722
OG0001144	Praj.g_01415	Syal.g_01736
OG0001145	Praj.g_01520	Syal.g_01614
OG0001146	Praj.g_01532	Syal.g_01593
OG0001147	Praj.g_01550	Syal.g_00458
OG0001148	Praj.g_01577	Syal.g_02886
OG0001149	Praj.g_01578	Syal.g_02885
OG0001150	Praj.g_01579	Syal.g_02884
OG0001151	Praj.g_01590	Syal.g_02872
OG0001152	Praj.g_01591	Syal.g_02871
OG0001153	Praj.g_01662	Syal.g_00421
OG0001154	Praj.g_01663	Syal.g_00422
OG0001155	Praj.g_01679	Syal.g_02969
OG0001156	Praj.g_01682	Syal.g_02972
OG0001157	Praj.g_01683	Syal.g_02973
OG0001158	Praj.g_01684	Syal.g_02974
OG0001159	Praj.g_01685	Syal.g_02975
OG0001160	Praj.g_01711	Syal.g_00564
OG0001161	Praj.g_01499	Syal.g_01104
OG0001162	Praj.g_01723	Syal.g_01577
OG0001163	Praj.g_01761	Syal.g_00573
