Orthogroup	Praj	Syan
OG0000592	Praj.g_00614	Syan.g_00002
OG0000593	Praj.g_00620	Syan.g_00820
OG0000594	Praj.g_00621	Syan.g_00819
OG0000595	Praj.g_00622	Syan.g_00818
OG0000596	Praj.g_00626	Syan.g_00813
OG0000597	Praj.g_00628	Syan.g_00810
OG0000598	Praj.g_00629	Syan.g_00809
OG0000599	Praj.g_00632	Syan.g_00802
OG0000600	Praj.g_00633	Syan.g_00801
OG0000601	Praj.g_00634	Syan.g_00800
OG0000602	Praj.g_00636	Syan.g_00796
OG0000603	Praj.g_00637	Syan.g_00795
OG0000604	Praj.g_00638	Syan.g_00792
OG0000605	Praj.g_00639	Syan.g_00783
OG0000606	Praj.g_00642	Syan.g_00780
OG0000607	Praj.g_00645	Syan.g_00777
OG0000608	Praj.g_00646	Syan.g_00776
OG0000609	Praj.g_00647	Syan.g_00774
OG0000610	Praj.g_00653	Syan.g_00766
OG0000611	Praj.g_00656	Syan.g_00763
OG0000612	Praj.g_00657	Syan.g_00762
OG0000613	Praj.g_00663	Syan.g_01965
OG0000614	Praj.g_00686	Syan.g_00184
OG0000615	Praj.g_00693	Syan.g_00728
OG0000616	Praj.g_02137	Syan.g_01694
OG0000617	Praj.g_00704	Syan.g_00324
OG0000618	Praj.g_00705	Syan.g_00325
OG0000619	Praj.g_00706	Syan.g_00326
OG0000620	Praj.g_00709	Syan.g_00331
OG0000621	Praj.g_00710	Syan.g_00332
OG0000622	Praj.g_00711	Syan.g_00334
OG0000623	Praj.g_00712	Syan.g_00335
OG0000624	Praj.g_00714	Syan.g_00337
OG0000625	Praj.g_00715	Syan.g_00338
OG0000626	Praj.g_00716	Syan.g_00339
OG0000627	Praj.g_00718	Syan.g_00465
OG0000628	Praj.g_00719	Syan.g_00466
OG0000629	Praj.g_00720	Syan.g_00469
OG0000630	Praj.g_00723	Syan.g_00474
OG0000631	Praj.g_00917	Syan.g_00484
OG0000632	Praj.g_00918	Syan.g_00485
OG0000633	Praj.g_00919	Syan.g_00489
OG0000634	Praj.g_00765	Syan.g_00694
OG0000635	Praj.g_00766	Syan.g_00693
OG0000636	Praj.g_00768	Syan.g_00691
OG0000637	Praj.g_00770	Syan.g_00689
OG0000638	Praj.g_00771	Syan.g_00688
OG0000639	Praj.g_00772	Syan.g_00687
OG0000640	Praj.g_00773	Syan.g_00686
OG0000641	Praj.g_00777	Syan.g_00682
OG0000642	Praj.g_00778	Syan.g_00681
OG0000643	Praj.g_00779	Syan.g_00679
OG0000644	Praj.g_00780	Syan.g_00678
OG0000645	Praj.g_00781	Syan.g_00676
OG0000646	Praj.g_00784	Syan.g_00673
OG0000647	Praj.g_00786	Syan.g_00671
OG0000648	Praj.g_00788	Syan.g_00669
OG0000649	Praj.g_00789	Syan.g_00668
OG0000650	Praj.g_00790	Syan.g_00667
OG0000651	Praj.g_00791	Syan.g_00666
OG0000652	Praj.g_00792	Syan.g_00665
OG0000653	Praj.g_00794	Syan.g_00663
OG0000654	Praj.g_00795	Syan.g_00661
OG0000655	Praj.g_00796	Syan.g_00660
OG0000656	Praj.g_00799	Syan.g_00656
OG0000657	Praj.g_00806	Syan.g_00375
OG0000658	Praj.g_00808	Syan.g_00378
OG0000659	Praj.g_00809	Syan.g_00379
OG0000660	Praj.g_00814	Syan.g_00383
OG0000661	Praj.g_00816	Syan.g_00385
OG0000662	Praj.g_00818	Syan.g_00392
OG0000663	Praj.g_00820	Syan.g_00395
OG0000664	Praj.g_00821	Syan.g_00397
OG0000665	Praj.g_00826	Syan.g_00788
OG0000666	Praj.g_00827	Syan.g_02100
OG0000667	Praj.g_00831	Syan.g_00044
OG0000668	Praj.g_00869	Syan.g_00365
OG0000669	Praj.g_00877	Syan.g_00751
OG0000670	Praj.g_00880	Syan.g_00748
OG0000671	Praj.g_00882	Syan.g_00746
OG0000672	Praj.g_00885	Syan.g_00743
OG0000673	Praj.g_00888	Syan.g_00740
OG0000674	Praj.g_00890	Syan.g_00738
OG0000675	Praj.g_00891	Syan.g_00737
OG0000676	Praj.g_00893	Syan.g_00735
OG0000677	Praj.g_00894	Syan.g_00734
OG0000678	Praj.g_00897	Syan.g_00732
OG0000679	Praj.g_00901	Syan.g_00724
OG0000680	Praj.g_00902	Syan.g_00723
OG0000681	Praj.g_00905	Syan.g_00720
OG0000682	Praj.g_00906	Syan.g_00719
OG0000683	Praj.g_00907	Syan.g_00718
OG0000684	Praj.g_00748	Syan.g_00715
OG0000685	Praj.g_00750	Syan.g_00713
OG0000686	Praj.g_00751	Syan.g_00712
OG0000687	Praj.g_00752	Syan.g_00711
OG0000688	Praj.g_00755	Syan.g_00706
OG0000689	Praj.g_00756	Syan.g_00704
OG0000690	Praj.g_00757	Syan.g_00703
OG0000691	Praj.g_00758	Syan.g_00702
OG0000692	Praj.g_00760	Syan.g_00700
OG0000693	Praj.g_00761	Syan.g_00698
OG0000694	Praj.g_00762	Syan.g_00697
OG0000695	Praj.g_00921	Syan.g_00492
OG0000696	Praj.g_00922	Syan.g_00493
OG0000697	Praj.g_00923	Syan.g_00495
OG0000698	Praj.g_00926	Syan.g_00498
OG0000699	Praj.g_00927	Syan.g_00500
OG0000700	Praj.g_00928	Syan.g_00501
OG0000701	Praj.g_00929	Syan.g_00502
OG0000702	Praj.g_00931	Syan.g_00534
OG0000703	Praj.g_00932	Syan.g_00546
OG0000704	Praj.g_00933	Syan.g_00550
OG0000705	Praj.g_00939	Syan.g_00557
OG0000706	Praj.g_00940	Syan.g_00558
OG0000707	Praj.g_00941	Syan.g_00559
OG0000708	Praj.g_00943	Syan.g_00562
OG0000709	Praj.g_00947	Syan.g_00570
OG0000710	Praj.g_00950	Syan.g_00574
OG0000711	Praj.g_00966	Syan.g_00607
OG0000712	Praj.g_00968	Syan.g_00609
OG0000713	Praj.g_00969	Syan.g_00610
OG0000714	Praj.g_00970	Syan.g_00624
OG0000715	Praj.g_00972	Syan.g_00626
OG0000716	Praj.g_00973	Syan.g_00630
OG0000717	Praj.g_00974	Syan.g_00631
OG0000718	Praj.g_00991	Syan.g_00651
OG0000719	Praj.g_00992	Syan.g_00367
OG0000720	Praj.g_01002	Syan.g_00354
OG0000721	Praj.g_01003	Syan.g_00352
OG0000722	Praj.g_01004	Syan.g_00351
OG0000723	Praj.g_01008	Syan.g_00341
OG0000724	Praj.g_01019	Syan.g_00299
OG0000725	Praj.g_00845	Syan.g_00194
OG0000726	Praj.g_00844	Syan.g_00193
OG0000727	Praj.g_00843	Syan.g_00192
OG0000728	Praj.g_00841	Syan.g_00190
OG0000729	Praj.g_02022	Syan.g_01885
OG0000730	Praj.g_00378	Syan.g_02147
OG0000731	Praj.g_00386	Syan.g_02135
OG0000732	Praj.g_02081	Syan.g_01726
OG0000733	Praj.g_01833	Syan.g_01147
OG0000734	Praj.g_01476	Syan.g_02982
OG0000735	Praj.g_01474	Syan.g_02713
OG0000736	Praj.g_01473	Syan.g_02712
OG0000737	Praj.g_01472	Syan.g_02711
OG0000738	Praj.g_01468	Syan.g_02705
OG0000739	Praj.g_01467	Syan.g_02704
OG0000740	Praj.g_01466	Syan.g_02703
OG0000741	Praj.g_01464	Syan.g_02700
OG0000742	Praj.g_01462	Syan.g_02697
OG0000743	Praj.g_01460	Syan.g_02694
OG0000744	Praj.g_01459	Syan.g_02693
OG0000745	Praj.g_01458	Syan.g_02690
OG0000746	Praj.g_01456	Syan.g_02687
OG0000747	Praj.g_01455	Syan.g_02685
OG0000748	Praj.g_01451	Syan.g_02669
OG0000749	Praj.g_01450	Syan.g_02668
OG0000750	Praj.g_01449	Syan.g_02667
OG0000751	Praj.g_01446	Syan.g_02661
OG0000752	Praj.g_01444	Syan.g_02659
OG0000753	Praj.g_01442	Syan.g_02656
OG0000754	Praj.g_01438	Syan.g_02650
OG0000755	Praj.g_01434	Syan.g_02641
OG0000756	Praj.g_01433	Syan.g_02640
OG0000757	Praj.g_01426	Syan.g_02623
OG0000758	Praj.g_01425	Syan.g_02622
OG0000759	Praj.g_01424	Syan.g_02621
OG0000760	Praj.g_01423	Syan.g_02620
OG0000761	Praj.g_01422	Syan.g_02619
OG0000762	Praj.g_01421	Syan.g_02617
OG0000763	Praj.g_01419	Syan.g_02615
OG0000764	Praj.g_01418	Syan.g_02614
OG0000765	Praj.g_01409	Syan.g_02587
OG0000766	Praj.g_01408	Syan.g_02586
OG0000767	Praj.g_01407	Syan.g_02584
OG0000768	Praj.g_01406	Syan.g_02583
OG0000769	Praj.g_01404	Syan.g_02581
OG0000770	Praj.g_01403	Syan.g_02561
OG0000771	Praj.g_01014	Syan.g_00305
OG0000772	Praj.g_01246	Syan.g_00436
OG0000773	Praj.g_01519	Syan.g_01199
OG0000774	Praj.g_01522	Syan.g_01205
OG0000775	Praj.g_01523	Syan.g_01207
OG0000776	Praj.g_01524	Syan.g_01208
OG0000777	Praj.g_01525	Syan.g_01209
OG0000778	Praj.g_01526	Syan.g_01210
OG0000779	Praj.g_01530	Syan.g_01215
OG0000780	Praj.g_01531	Syan.g_01218
OG0000781	Praj.g_01534	Syan.g_01222
OG0000782	Praj.g_01535	Syan.g_01223
OG0000783	Praj.g_01536	Syan.g_01224
OG0000784	Praj.g_01537	Syan.g_01225
OG0000785	Praj.g_01539	Syan.g_01228
OG0000786	Praj.g_01542	Syan.g_01243
OG0000787	Praj.g_01543	Syan.g_01244
OG0000788	Praj.g_00732	Syan.g_00843
OG0000789	Praj.g_01011	Syan.g_00075
OG0000790	Praj.g_01580	Syan.g_02778
OG0000791	Praj.g_01582	Syan.g_02780
OG0000792	Praj.g_01583	Syan.g_02781
OG0000793	Praj.g_01586	Syan.g_02879
OG0000794	Praj.g_01587	Syan.g_02881
OG0000795	Praj.g_01588	Syan.g_02882
OG0000796	Praj.g_01592	Syan.g_02886
OG0000797	Praj.g_01593	Syan.g_02888
OG0000799	Praj.g_01613	Syan.g_01310
OG0000800	Praj.g_01614	Syan.g_01308
OG0000801	Praj.g_01615	Syan.g_01307
OG0000802	Praj.g_01617	Syan.g_01303
OG0000803	Praj.g_01619	Syan.g_01294
OG0000804	Praj.g_01620	Syan.g_01291
OG0000805	Praj.g_01622	Syan.g_01289
OG0000806	Praj.g_01624	Syan.g_01287
OG0000807	Praj.g_01625	Syan.g_01286
OG0000808	Praj.g_01626	Syan.g_01285
OG0000809	Praj.g_01630	Syan.g_01281
OG0000810	Praj.g_01631	Syan.g_01280
OG0000811	Praj.g_01635	Syan.g_01272
OG0000812	Praj.g_01637	Syan.g_01270
OG0000813	Praj.g_01638	Syan.g_01269
OG0000814	Praj.g_01640	Syan.g_01267
OG0000815	Praj.g_01641	Syan.g_01249
OG0000816	Praj.g_01643	Syan.g_01247
OG0000817	Praj.g_01644	Syan.g_01328
OG0000818	Praj.g_01648	Syan.g_02807
OG0000819	Praj.g_01649	Syan.g_02808
OG0000820	Praj.g_01650	Syan.g_02809
OG0000821	Praj.g_01653	Syan.g_02815
OG0000822	Praj.g_01654	Syan.g_02817
OG0000823	Praj.g_01655	Syan.g_02818
OG0000824	Praj.g_01658	Syan.g_02824
OG0000825	Praj.g_01659	Syan.g_02825
OG0000826	Praj.g_01660	Syan.g_02826
OG0000827	Praj.g_01661	Syan.g_02827
OG0000828	Praj.g_01664	Syan.g_02830
OG0000829	Praj.g_01665	Syan.g_02831
OG0000830	Praj.g_01666	Syan.g_02832
OG0000831	Praj.g_01668	Syan.g_02834
OG0000832	Praj.g_01678	Syan.g_02408
OG0000833	Praj.g_01686	Syan.g_01343
OG0000834	Praj.g_01687	Syan.g_01345
OG0000835	Praj.g_01688	Syan.g_01346
OG0000836	Praj.g_01690	Syan.g_01349
OG0000837	Praj.g_01691	Syan.g_01351
OG0000838	Praj.g_01693	Syan.g_01355
OG0000839	Praj.g_01694	Syan.g_01356
OG0000840	Praj.g_01695	Syan.g_01357
OG0000841	Praj.g_01696	Syan.g_01358
OG0000842	Praj.g_01697	Syan.g_01359
OG0000843	Praj.g_01698	Syan.g_01360
OG0000844	Praj.g_01699	Syan.g_01362
OG0000845	Praj.g_01700	Syan.g_01363
OG0000846	Praj.g_01701	Syan.g_01364
OG0000847	Praj.g_01702	Syan.g_01365
OG0000848	Praj.g_01703	Syan.g_01367
OG0000849	Praj.g_01704	Syan.g_01368
OG0000850	Praj.g_01706	Syan.g_01371
OG0000851	Praj.g_01707	Syan.g_01374
OG0000852	Praj.g_01708	Syan.g_01375
OG0000853	Praj.g_01713	Syan.g_01379
OG0000854	Praj.g_01715	Syan.g_01381
OG0000855	Praj.g_01716	Syan.g_01382
OG0000856	Praj.g_01599	Syan.g_01136
OG0000857	Praj.g_00785	Syan.g_00672
OG0000858	Praj.g_01763	Syan.g_01389
OG0000859	Praj.g_01764	Syan.g_01390
OG0000860	Praj.g_01770	Syan.g_01402
OG0000861	Praj.g_01771	Syan.g_01403
OG0000862	Praj.g_01772	Syan.g_01412
OG0000863	Praj.g_01773	Syan.g_01414
OG0000864	Praj.g_01774	Syan.g_00969
OG0000865	Praj.g_01775	Syan.g_01415
OG0000866	Praj.g_01776	Syan.g_01416
OG0000867	Praj.g_01777	Syan.g_01417
OG0000868	Praj.g_01778	Syan.g_01421
OG0000869	Praj.g_01781	Syan.g_01426
OG0000870	Praj.g_01786	Syan.g_01431
OG0000871	Praj.g_01787	Syan.g_01432
OG0000872	Praj.g_01788	Syan.g_01438
OG0000873	Praj.g_01791	Syan.g_01441
OG0000874	Praj.g_01794	Syan.g_01443
OG0000875	Praj.g_01796	Syan.g_01445
OG0000876	Praj.g_01797	Syan.g_00391
OG0000877	Praj.g_01799	Syan.g_01449
OG0000878	Praj.g_01800	Syan.g_01450
OG0000879	Praj.g_01801	Syan.g_01451
OG0000880	Praj.g_01802	Syan.g_01452
OG0000881	Praj.g_01805	Syan.g_01457
OG0000882	Praj.g_01810	Syan.g_01462
OG0000883	Praj.g_01812	Syan.g_01464
OG0000884	Praj.g_01814	Syan.g_01466
OG0000885	Praj.g_01815	Syan.g_01467
OG0000886	Praj.g_01816	Syan.g_01468
OG0000887	Praj.g_01817	Syan.g_01469
OG0000888	Praj.g_01819	Syan.g_01471
OG0000889	Praj.g_01821	Syan.g_01473
OG0000890	Praj.g_01822	Syan.g_01476
OG0000891	Praj.g_01823	Syan.g_01477
OG0000892	Praj.g_01825	Syan.g_01480
OG0000893	Praj.g_01868	Syan.g_02103
OG0000894	Praj.g_01871	Syan.g_02108
OG0000895	Praj.g_01874	Syan.g_02112
OG0000896	Praj.g_01875	Syan.g_02113
OG0000897	Praj.g_01877	Syan.g_02115
OG0000898	Praj.g_01878	Syan.g_02116
OG0000899	Praj.g_01879	Syan.g_02117
OG0000900	Praj.g_01880	Syan.g_02118
OG0000901	Praj.g_01883	Syan.g_02123
OG0000902	Praj.g_01885	Syan.g_02125
OG0000903	Praj.g_01894	Syan.g_02252
OG0000904	Praj.g_01889	Syan.g_02258
OG0000905	Praj.g_01887	Syan.g_02129
OG0000906	Praj.g_01886	Syan.g_02127
OG0000907	Praj.g_01909	Syan.g_02245
OG0000908	Praj.g_01912	Syan.g_02242
OG0000909	Praj.g_01913	Syan.g_02241
OG0000910	Praj.g_01914	Syan.g_02240
OG0000911	Praj.g_01916	Syan.g_02238
OG0000912	Praj.g_01917	Syan.g_02237
OG0000913	Praj.g_01918	Syan.g_02236
OG0000914	Praj.g_01919	Syan.g_02235
OG0000915	Praj.g_01920	Syan.g_02233
OG0000916	Praj.g_01921	Syan.g_02232
OG0000917	Praj.g_01922	Syan.g_02231
OG0000918	Praj.g_01923	Syan.g_02230
OG0000919	Praj.g_01924	Syan.g_02229
OG0000920	Praj.g_01925	Syan.g_02228
OG0000921	Praj.g_01926	Syan.g_02227
OG0000922	Praj.g_01927	Syan.g_02226
OG0000923	Praj.g_01931	Syan.g_02222
OG0000924	Praj.g_01932	Syan.g_02221
OG0000925	Praj.g_01933	Syan.g_02220
OG0000926	Praj.g_01934	Syan.g_02219
OG0000927	Praj.g_01936	Syan.g_02217
OG0000928	Praj.g_01937	Syan.g_02216
OG0000929	Praj.g_01938	Syan.g_02215
OG0000930	Praj.g_01939	Syan.g_02214
OG0000931	Praj.g_01940	Syan.g_02213
OG0000932	Praj.g_01941	Syan.g_02212
OG0000933	Praj.g_01945	Syan.g_02206
OG0000934	Praj.g_01947	Syan.g_02204
OG0000935	Praj.g_01948	Syan.g_02203
OG0000936	Praj.g_01949	Syan.g_02202
OG0000937	Praj.g_01950	Syan.g_02201
OG0000938	Praj.g_01953	Syan.g_02198
OG0000939	Praj.g_01954	Syan.g_02197
OG0000940	Praj.g_01961	Syan.g_02188
OG0000941	Praj.g_01963	Syan.g_02186
OG0000942	Praj.g_01965	Syan.g_02184
OG0000943	Praj.g_01966	Syan.g_02183
OG0000944	Praj.g_01968	Syan.g_02181
OG0000945	Praj.g_01969	Syan.g_02180
OG0000946	Praj.g_01975	Syan.g_02167
OG0000947	Praj.g_01977	Syan.g_02164
OG0000948	Praj.g_01978	Syan.g_02163
OG0000949	Praj.g_01981	Syan.g_01951
OG0000950	Praj.g_01986	Syan.g_01940
OG0000951	Praj.g_01990	Syan.g_01932
OG0000952	Praj.g_01994	Syan.g_01927
OG0000953	Praj.g_01998	Syan.g_01922
OG0000954	Praj.g_02002	Syan.g_01916
OG0000955	Praj.g_02003	Syan.g_01915
OG0000956	Praj.g_02005	Syan.g_01913
OG0000957	Praj.g_02010	Syan.g_01898
OG0000958	Praj.g_02011	Syan.g_01897
OG0000959	Praj.g_02015	Syan.g_01893
OG0000960	Praj.g_02016	Syan.g_01892
OG0000961	Praj.g_02019	Syan.g_03024
OG0000962	Praj.g_02021	Syan.g_01887
OG0000963	Praj.g_02026	Syan.g_01881
OG0000964	Praj.g_02027	Syan.g_01880
OG0000965	Praj.g_02028	Syan.g_01879
OG0000966	Praj.g_02059	Syan.g_01812
OG0000967	Praj.g_02063	Syan.g_01804
OG0000968	Praj.g_02065	Syan.g_01706
OG0000969	Praj.g_02066	Syan.g_01708
OG0000970	Praj.g_02067	Syan.g_01709
OG0000971	Praj.g_02068	Syan.g_01711
OG0000972	Praj.g_02069	Syan.g_01712
OG0000973	Praj.g_02070	Syan.g_01713
OG0000974	Praj.g_02071	Syan.g_01714
OG0000975	Praj.g_02072	Syan.g_01715
OG0000976	Praj.g_02073	Syan.g_01716
OG0000977	Praj.g_02074	Syan.g_01718
OG0000978	Praj.g_02075	Syan.g_01719
OG0000979	Praj.g_02078	Syan.g_01722
OG0000980	Praj.g_02080	Syan.g_01725
OG0000981	Praj.g_02083	Syan.g_01728
OG0000982	Praj.g_02085	Syan.g_01566
OG0000983	Praj.g_02086	Syan.g_01567
OG0000984	Praj.g_02087	Syan.g_01568
OG0000985	Praj.g_02090	Syan.g_01572
OG0000986	Praj.g_02092	Syan.g_01574
OG0000987	Praj.g_02093	Syan.g_01576
OG0000988	Praj.g_02096	Syan.g_01581
OG0000989	Praj.g_02100	Syan.g_01587
OG0000990	Praj.g_02105	Syan.g_01615
OG0000991	Praj.g_02106	Syan.g_01618
OG0000992	Praj.g_02109	Syan.g_01622
OG0000993	Praj.g_02110	Syan.g_01623
OG0000994	Praj.g_02111	Syan.g_01625
OG0000995	Praj.g_02115	Syan.g_01629
OG0000996	Praj.g_02116	Syan.g_01653
OG0000997	Praj.g_02124	Syan.g_01677
OG0000998	Praj.g_02126	Syan.g_01679
OG0000999	Praj.g_02127	Syan.g_01680
OG0001000	Praj.g_02130, Praj.g_02131	Syan.g_01684
OG0001001	Praj.g_02134	Syan.g_01690
OG0001002	Praj.g_02139	Syan.g_01697
OG0001003	Praj.g_02141	Syan.g_01699
OG0001004	Praj.g_02142	Syan.g_01700
OG0001005	Praj.g_02143	Syan.g_01701
OG0001006	Praj.g_02147	Syan.g_01794
OG0001007	Praj.g_02149	Syan.g_01796
OG0001008	Praj.g_00431	Syan.g_02397
OG0001009	Praj.g_00027	Syan.g_01748
OG0001010	Praj.g_00028	Syan.g_01747
OG0001011	Praj.g_00029	Syan.g_01745
OG0001012	Praj.g_00047	Syan.g_00281
OG0001013	Praj.g_00052	Syan.g_01542
OG0001014	Praj.g_00055	Syan.g_01535
OG0001015	Praj.g_00056	Syan.g_01534
OG0001016	Praj.g_00111	Syan.g_02912
OG0001017	Praj.g_00115	Syan.g_02918
OG0001018	Praj.g_00118	Syan.g_02920
OG0001019	Praj.g_00127	Syan.g_02947
OG0001020	Praj.g_00128	Syan.g_02951
OG0001021	Praj.g_00129	Syan.g_02958
OG0001022	Praj.g_00132	Syan.g_02964
OG0001023	Praj.g_00133	Syan.g_02965
OG0001024	Praj.g_00136	Syan.g_00968
OG0001025	Praj.g_00143	Syan.g_02971
OG0001026	Praj.g_00151	Syan.g_02984
OG0001027	Praj.g_00152	Syan.g_02308
OG0001028	Praj.g_00154	Syan.g_02305
OG0001029	Praj.g_00156	Syan.g_02303
OG0001030	Praj.g_00172	Syan.g_02281
OG0001031	Praj.g_00226	Syan.g_03060
OG0001032	Praj.g_00227	Syan.g_03063
OG0001033	Praj.g_00247	Syan.g_00970
OG0001034	Praj.g_00276	Syan.g_02425
OG0001035	Praj.g_00293	Syan.g_02062
OG0001036	Praj.g_00297	Syan.g_02056
OG0001037	Praj.g_00298	Syan.g_02054
OG0001038	Praj.g_00314	Syan.g_02025
OG0001039	Praj.g_00316	Syan.g_02022
OG0001040	Praj.g_00319	Syan.g_02019
OG0001041	Praj.g_00323	Syan.g_02015
OG0001042	Praj.g_00339	Syan.g_01992
OG0001043	Praj.g_00340	Syan.g_01988
OG0001044	Praj.g_00379	Syan.g_02145
OG0001045	Praj.g_00388	Syan.g_02132
OG0001046	Praj.g_01081	Syan.g_00591
OG0001047	Praj.g_00433	Syan.g_02399
OG0001048	Praj.g_00434	Syan.g_02400
OG0001049	Praj.g_00436	Syan.g_01340
OG0001050	Praj.g_00437	Syan.g_01339
OG0001051	Praj.g_00438	Syan.g_01338
OG0001052	Praj.g_00464	Syan.g_02850
OG0001053	Praj.g_00476	Syan.g_02761
OG0001054	Praj.g_00490	Syan.g_02742
OG0001055	Praj.g_00509	Syan.g_02721
OG0001056	Praj.g_00527	Syan.g_01161
OG0001057	Praj.g_00532	Syan.g_00832
OG0001058	Praj.g_00540	Syan.g_00851
OG0001059	Praj.g_00544	Syan.g_00855
OG0001060	Praj.g_00551	Syan.g_00861
OG0001061	Praj.g_00564	Syan.g_00880
OG0001063	Praj.g_00567	Syan.g_00945
OG0001064	Praj.g_00568	Syan.g_00946
OG0001065	Praj.g_00569	Syan.g_00947
OG0001066	Praj.g_00570	Syan.g_00948
OG0001067	Praj.g_00571	Syan.g_00949
OG0001068	Praj.g_00572	Syan.g_00950
OG0001069	Praj.g_00573	Syan.g_00951
OG0001070	Praj.g_00575	Syan.g_00955
OG0001071	Praj.g_00576	Syan.g_00956
OG0001072	Praj.g_00577	Syan.g_00960
OG0001073	Praj.g_00591	Syan.g_01012
OG0001074	Praj.g_00603	Syan.g_00202
OG0001075	Praj.g_00604	Syan.g_00200
OG0001076	Praj.g_00611	Syan.g_00012
OG0001077	Praj.g_00616	Syan.g_01140
OG0001078	Praj.g_00624	Syan.g_00815
OG0001079	Praj.g_00635	Syan.g_00799
OG0001080	Praj.g_00641	Syan.g_00781
OG0001081	Praj.g_00643	Syan.g_00779
OG0001082	Praj.g_00644	Syan.g_00778
OG0001083	Praj.g_00649	Syan.g_00771
OG0001084	Praj.g_00650	Syan.g_00770
OG0001086	Praj.g_00661	Syan.g_00757
OG0001087	Praj.g_00681	Syan.g_01159
OG0001088	Praj.g_00682	Syan.g_02688
OG0001089	Praj.g_00690	Syan.g_00185
OG0001090	Praj.g_00699	Syan.g_00317
OG0001091	Praj.g_00701	Syan.g_00320
OG0001092	Praj.g_00702	Syan.g_00322
OG0001093	Praj.g_00707	Syan.g_00328
OG0001094	Praj.g_00763	Syan.g_00696
OG0001095	Praj.g_00782	Syan.g_00675
OG0001096	Praj.g_00797	Syan.g_00659
OG0001097	Praj.g_00817	Syan.g_00386
OG0001099	Praj.g_00872	Syan.g_02304
OG0001100	Praj.g_00879	Syan.g_00749
OG0001101	Praj.g_00881	Syan.g_00747
OG0001102	Praj.g_00884	Syan.g_00744
OG0001103	Praj.g_00886	Syan.g_00742
OG0001104	Praj.g_00749	Syan.g_00714
OG0001106	Praj.g_00934	Syan.g_00551
OG0001107	Praj.g_00944	Syan.g_00563
OG0001108	Praj.g_00948	Syan.g_00571
OG0001109	Praj.g_00949	Syan.g_00573
OG0001110	Praj.g_00951	Syan.g_00575
OG0001111	Praj.g_00952	Syan.g_00577
OG0001112	Praj.g_00953	Syan.g_00579
OG0001113	Praj.g_00954	Syan.g_00580
OG0001114	Praj.g_00955	Syan.g_00581
OG0001115	Praj.g_00957	Syan.g_00586
OG0001116	Praj.g_00958	Syan.g_00588
OG0001117	Praj.g_00959	Syan.g_00589
OG0001118	Praj.g_00960	Syan.g_00590
OG0001119	Praj.g_00961	Syan.g_00592
OG0001120	Praj.g_00963	Syan.g_00597
OG0001122	Praj.g_00993	Syan.g_00366
OG0001123	Praj.g_00997	Syan.g_00359
OG0001124	Praj.g_00999	Syan.g_00357
OG0001125	Praj.g_01001	Syan.g_00355
OG0001126	Praj.g_01012	Syan.g_00307
OG0001127	Praj.g_01013	Syan.g_00306
OG0001128	Praj.g_01016	Syan.g_00303
OG0001129	Praj.g_01017	Syan.g_00301
OG0001130	Praj.g_01018	Syan.g_00300
OG0001131	Praj.g_00852	Syan.g_00079
OG0001132	Praj.g_01063	Syan.g_00100
OG0001133	Praj.g_01040	Syan.g_00006
OG0001134	Praj.g_01832	Syan.g_01146
OG0001135	Praj.g_01835	Syan.g_01150
OG0001136	Praj.g_01463	Syan.g_02699
OG0001137	Praj.g_01452	Syan.g_02670
OG0001138	Praj.g_01432	Syan.g_02638
OG0001139	Praj.g_01430	Syan.g_02636
OG0001140	Praj.g_01429	Syan.g_02635
OG0001141	Praj.g_01428	Syan.g_02625
OG0001142	Praj.g_01427	Syan.g_02624
OG0001143	Praj.g_01420	Syan.g_02616
OG0001144	Praj.g_01415	Syan.g_02596
OG0001145	Praj.g_01520	Syan.g_01200
OG0001146	Praj.g_01532	Syan.g_01219
OG0001147	Praj.g_01550	Syan.g_02842
OG0001148	Praj.g_01577	Syan.g_02775
OG0001149	Praj.g_01578	Syan.g_02776
OG0001150	Praj.g_01579	Syan.g_02777
OG0001151	Praj.g_01590	Syan.g_02884
OG0001152	Praj.g_01591	Syan.g_02885
OG0001153	Praj.g_01662	Syan.g_02828
OG0001154	Praj.g_01663	Syan.g_02829
OG0001156	Praj.g_01682	Syan.g_02404
OG0001157	Praj.g_01683	Syan.g_02403
OG0001158	Praj.g_01684	Syan.g_02402
OG0001159	Praj.g_01685	Syan.g_02401
OG0001160	Praj.g_01711	Syan.g_01377
OG0001161	Praj.g_01499	Syan.g_01594
OG0001162	Praj.g_01723	Syan.g_02943
OG0001163	Praj.g_01761	Syan.g_01385
OG0001164	Praj.g_01765	Syan.g_01392
OG0001165	Praj.g_01767	Syan.g_01397
OG0001166	Praj.g_01785	Syan.g_01430
OG0001167	Praj.g_01803	Syan.g_00992
OG0001168	Praj.g_01804	Syan.g_01456
OG0001169	Praj.g_01806	Syan.g_01458
OG0001170	Praj.g_01808	Syan.g_01460
OG0001171	Praj.g_01818	Syan.g_01470
OG0001172	Praj.g_01872	Syan.g_02110
OG0001173	Praj.g_01873	Syan.g_02111
OG0001174	Praj.g_01881	Syan.g_02119
OG0001175	Praj.g_01882	Syan.g_02120
OG0001176	Praj.g_01893	Syan.g_02253
OG0001177	Praj.g_01891	Syan.g_02256
OG0001179	Praj.g_01935	Syan.g_02218
OG0001180	Praj.g_01958	Syan.g_02191
OG0001181	Praj.g_01962	Syan.g_02187
