Orthogroup	Praj	Syaa
OG0000568	Praj.g_00559	Syaa.g_01928
OG0000569	Praj.g_00560	Syaa.g_01925
OG0000570	Praj.g_00561	Syaa.g_01924
OG0000571	Praj.g_00563	Syaa.g_01920
OG0000572	Praj.g_00574	Syaa.g_01904
OG0000573	Praj.g_00579	Syaa.g_01896
OG0000574	Praj.g_00581	Syaa.g_01895
OG0000575	Praj.g_00584	Syaa.g_01891
OG0000576	Praj.g_00586	Syaa.g_01889
OG0000577	Praj.g_00587	Syaa.g_01888
OG0000578	Praj.g_00588	Syaa.g_01887
OG0000579	Praj.g_00589	Syaa.g_01886
OG0000580	Praj.g_00590	Syaa.g_01885
OG0000581	Praj.g_00593	Syaa.g_01879
OG0000582	Praj.g_00596	Syaa.g_01687
OG0000583	Praj.g_00597	Syaa.g_01686
OG0000584	Praj.g_00598	Syaa.g_01685
OG0000585	Praj.g_00600	Syaa.g_01683
OG0000586	Praj.g_00601	Syaa.g_01682
OG0000587	Praj.g_00602	Syaa.g_01680
OG0000588	Praj.g_00606	Syaa.g_01666
OG0000589	Praj.g_00609	Syaa.g_01662
OG0000590	Praj.g_00610	Syaa.g_01661
OG0000591	Praj.g_00613	Syaa.g_01653
OG0000592	Praj.g_00614	Syaa.g_01652
OG0000593	Praj.g_00620	Syaa.g_01638
OG0000594	Praj.g_00621	Syaa.g_01637
OG0000595	Praj.g_00622	Syaa.g_01636
OG0000596	Praj.g_00626	Syaa.g_01630
OG0000597	Praj.g_00628	Syaa.g_01627
OG0000598	Praj.g_00629	Syaa.g_01626
OG0000599	Praj.g_00632	Syaa.g_01623
OG0000600	Praj.g_00633	Syaa.g_01622
OG0000601	Praj.g_00634	Syaa.g_01621
OG0000602	Praj.g_00636	Syaa.g_01616
OG0000603	Praj.g_00637	Syaa.g_01615
OG0000604	Praj.g_00638	Syaa.g_01612
OG0000605	Praj.g_00639	Syaa.g_01447
OG0000606	Praj.g_00642	Syaa.g_01055
OG0000607	Praj.g_00645	Syaa.g_01058
OG0000608	Praj.g_00646	Syaa.g_01059
OG0000609	Praj.g_00647	Syaa.g_01061
OG0000610	Praj.g_00653	Syaa.g_01068
OG0000611	Praj.g_00656	Syaa.g_01071
OG0000612	Praj.g_00657	Syaa.g_01072
OG0000613	Praj.g_00663	Syaa.g_00199
OG0000614	Praj.g_00686	Syaa.g_00906
OG0000615	Praj.g_00693	Syaa.g_01113
OG0000616	Praj.g_02137	Syaa.g_02742
OG0000617	Praj.g_00704	Syaa.g_01244
OG0000618	Praj.g_00705	Syaa.g_01245
OG0000619	Praj.g_00706	Syaa.g_01246
OG0000620	Praj.g_00709	Syaa.g_01259
OG0000621	Praj.g_00710	Syaa.g_01260
OG0000622	Praj.g_00711	Syaa.g_01261
OG0000623	Praj.g_00712	Syaa.g_01262
OG0000624	Praj.g_00714	Syaa.g_01264
OG0000625	Praj.g_00715	Syaa.g_01265
OG0000626	Praj.g_00716	Syaa.g_01266
OG0000627	Praj.g_00718	Syaa.g_01414
OG0000628	Praj.g_00719	Syaa.g_01413
OG0000629	Praj.g_00720	Syaa.g_01410
OG0000630	Praj.g_00723	Syaa.g_01406
OG0000631	Praj.g_00917	Syaa.g_01400
OG0000632	Praj.g_00918	Syaa.g_01399
OG0000633	Praj.g_00919	Syaa.g_01397
OG0000634	Praj.g_00765	Syaa.g_01150
OG0000635	Praj.g_00766	Syaa.g_01151
OG0000636	Praj.g_00768	Syaa.g_01153
OG0000637	Praj.g_00770	Syaa.g_01155
OG0000638	Praj.g_00771	Syaa.g_01156
OG0000639	Praj.g_00772	Syaa.g_01157
OG0000640	Praj.g_00773	Syaa.g_01158
OG0000641	Praj.g_00777	Syaa.g_01162
OG0000642	Praj.g_00778	Syaa.g_01163
OG0000643	Praj.g_00779	Syaa.g_01165
OG0000644	Praj.g_00780	Syaa.g_01166
OG0000645	Praj.g_00781	Syaa.g_01184
OG0000646	Praj.g_00784	Syaa.g_01187
OG0000647	Praj.g_00786	Syaa.g_01189
OG0000648	Praj.g_00788	Syaa.g_01191
OG0000649	Praj.g_00789	Syaa.g_01192
OG0000650	Praj.g_00790	Syaa.g_01193
OG0000651	Praj.g_00791	Syaa.g_01194
OG0000652	Praj.g_00792	Syaa.g_01195
OG0000653	Praj.g_00794	Syaa.g_01197
OG0000654	Praj.g_00795	Syaa.g_01198
OG0000655	Praj.g_00796	Syaa.g_01199
OG0000656	Praj.g_00799	Syaa.g_01202
OG0000657	Praj.g_00806	Syaa.g_00838
OG0000658	Praj.g_00808	Syaa.g_00836
OG0000659	Praj.g_00809	Syaa.g_00835
OG0000660	Praj.g_00814	Syaa.g_00831
OG0000661	Praj.g_00816	Syaa.g_00829
OG0000662	Praj.g_00818	Syaa.g_00827
OG0000663	Praj.g_00820	Syaa.g_00824
OG0000664	Praj.g_00821	Syaa.g_00823
OG0000665	Praj.g_00826	Syaa.g_01442
OG0000666	Praj.g_00827	Syaa.g_01448
OG0000668	Praj.g_00869	Syaa.g_01300
OG0000669	Praj.g_00877	Syaa.g_01084
OG0000670	Praj.g_00880	Syaa.g_01087
OG0000671	Praj.g_00882	Syaa.g_01089
OG0000672	Praj.g_00885	Syaa.g_01092
OG0000673	Praj.g_00888	Syaa.g_01095
OG0000674	Praj.g_00890	Syaa.g_01097
OG0000675	Praj.g_00891	Syaa.g_01098
OG0000676	Praj.g_00893	Syaa.g_01100
OG0000677	Praj.g_00894	Syaa.g_01101
OG0000678	Praj.g_00897	Syaa.g_01106
OG0000679	Praj.g_00901	Syaa.g_01116
OG0000680	Praj.g_00902	Syaa.g_01117
OG0000681	Praj.g_00905	Syaa.g_01120
OG0000682	Praj.g_00906	Syaa.g_01121
OG0000683	Praj.g_00907	Syaa.g_01122
OG0000684	Praj.g_00748	Syaa.g_01132
OG0000685	Praj.g_00750	Syaa.g_01134
OG0000686	Praj.g_00751	Syaa.g_01135
OG0000687	Praj.g_00752	Syaa.g_01136
OG0000688	Praj.g_00755	Syaa.g_01140
OG0000689	Praj.g_00756	Syaa.g_01142
OG0000690	Praj.g_00757	Syaa.g_01143
OG0000691	Praj.g_00758	Syaa.g_01144
OG0000692	Praj.g_00760	Syaa.g_01145
OG0000693	Praj.g_00761	Syaa.g_01146
OG0000694	Praj.g_00762	Syaa.g_01147
OG0000695	Praj.g_00921	Syaa.g_01395
OG0000696	Praj.g_00922	Syaa.g_01394
OG0000697	Praj.g_00923	Syaa.g_01392
OG0000698	Praj.g_00926	Syaa.g_01389
OG0000699	Praj.g_00927	Syaa.g_01387
OG0000700	Praj.g_00928	Syaa.g_01386
OG0000701	Praj.g_00929	Syaa.g_01385
OG0000702	Praj.g_00931	Syaa.g_01376
OG0000703	Praj.g_00932	Syaa.g_01375
OG0000704	Praj.g_00933	Syaa.g_01373
OG0000705	Praj.g_00939	Syaa.g_01365
OG0000706	Praj.g_00940	Syaa.g_01364
OG0000707	Praj.g_00941	Syaa.g_01363
OG0000708	Praj.g_00943	Syaa.g_01360
OG0000709	Praj.g_00947	Syaa.g_01351
OG0000710	Praj.g_00950	Syaa.g_01348
OG0000711	Praj.g_00966	Syaa.g_01320
OG0000712	Praj.g_00968	Syaa.g_01318
OG0000713	Praj.g_00969	Syaa.g_01317
OG0000714	Praj.g_00970	Syaa.g_01315
OG0000715	Praj.g_00972	Syaa.g_01313
OG0000716	Praj.g_00973	Syaa.g_01309
OG0000717	Praj.g_00974	Syaa.g_01308
OG0000718	Praj.g_00991	Syaa.g_01304
OG0000719	Praj.g_00992	Syaa.g_01302
OG0000720	Praj.g_01002	Syaa.g_01289
OG0000721	Praj.g_01003	Syaa.g_01287
OG0000722	Praj.g_01004	Syaa.g_01286
OG0000723	Praj.g_01008	Syaa.g_01268
OG0000724	Praj.g_01019	Syaa.g_00872
OG0000725	Praj.g_00845	Syaa.g_00882
OG0000726	Praj.g_00844	Syaa.g_00883
OG0000727	Praj.g_00843	Syaa.g_00884
OG0000728	Praj.g_00841	Syaa.g_00886
OG0000729	Praj.g_02022	Syaa.g_00100
OG0000730	Praj.g_00378	Syaa.g_02185
OG0000731	Praj.g_00386	Syaa.g_02173
OG0000732	Praj.g_02081	Syaa.g_00054
OG0000733	Praj.g_01833	Syaa.g_02621
OG0000734	Praj.g_01476	Syaa.g_02388
OG0000735	Praj.g_01474	Syaa.g_00754
OG0000736	Praj.g_01473	Syaa.g_00755
OG0000737	Praj.g_01472	Syaa.g_00756
OG0000738	Praj.g_01468	Syaa.g_00761
OG0000739	Praj.g_01467	Syaa.g_00762
OG0000740	Praj.g_01466	Syaa.g_00763
OG0000741	Praj.g_01464	Syaa.g_00766
OG0000742	Praj.g_01462	Syaa.g_00769
OG0000743	Praj.g_01460	Syaa.g_00771
OG0000744	Praj.g_01459	Syaa.g_00772
OG0000745	Praj.g_01458	Syaa.g_00774
OG0000746	Praj.g_01456	Syaa.g_00776
OG0000747	Praj.g_01455	Syaa.g_00777
OG0000748	Praj.g_01451	Syaa.g_00787
OG0000749	Praj.g_01450	Syaa.g_00789
OG0000750	Praj.g_01449	Syaa.g_00790
OG0000751	Praj.g_01446	Syaa.g_00797
OG0000752	Praj.g_01444	Syaa.g_00799
OG0000753	Praj.g_01442	Syaa.g_00802
OG0000754	Praj.g_01438	Syaa.g_01025
OG0000755	Praj.g_01434	Syaa.g_01005
OG0000756	Praj.g_01433	Syaa.g_01004
OG0000757	Praj.g_01426	Syaa.g_00996
OG0000758	Praj.g_01425	Syaa.g_00995
OG0000759	Praj.g_01424	Syaa.g_00994
OG0000760	Praj.g_01423	Syaa.g_00993
OG0000761	Praj.g_01422	Syaa.g_00992
OG0000762	Praj.g_01421	Syaa.g_00988
OG0000763	Praj.g_01419	Syaa.g_00986
OG0000764	Praj.g_01418	Syaa.g_00985
OG0000765	Praj.g_01409	Syaa.g_00968
OG0000766	Praj.g_01408	Syaa.g_00967
OG0000767	Praj.g_01407	Syaa.g_00965
OG0000768	Praj.g_01406	Syaa.g_00964
OG0000769	Praj.g_01404	Syaa.g_00962
OG0000770	Praj.g_01403	Syaa.g_00959
OG0000771	Praj.g_01014	Syaa.g_00866
OG0000772	Praj.g_01246	Syaa.g_01526
OG0000773	Praj.g_01519	Syaa.g_00749
OG0000774	Praj.g_01522	Syaa.g_00745
OG0000775	Praj.g_01523	Syaa.g_00742
OG0000776	Praj.g_01524	Syaa.g_00741
OG0000777	Praj.g_01525	Syaa.g_00740
OG0000778	Praj.g_01526	Syaa.g_00739
OG0000779	Praj.g_01530	Syaa.g_00733
OG0000780	Praj.g_01531	Syaa.g_00730
OG0000781	Praj.g_01534	Syaa.g_00726
OG0000782	Praj.g_01535	Syaa.g_00725
OG0000783	Praj.g_01536	Syaa.g_00724
OG0000784	Praj.g_01537	Syaa.g_00723
OG0000785	Praj.g_01539	Syaa.g_00721
OG0000786	Praj.g_01542	Syaa.g_01875
OG0000787	Praj.g_01543	Syaa.g_01876
OG0000788	Praj.g_00732	Syaa.g_01620
OG0000789	Praj.g_01011	Syaa.g_01434
OG0000790	Praj.g_01580	Syaa.g_02064
OG0000791	Praj.g_01582	Syaa.g_02066
OG0000792	Praj.g_01583	Syaa.g_02067
OG0000793	Praj.g_01586	Syaa.g_02072
OG0000794	Praj.g_01587	Syaa.g_02073
OG0000795	Praj.g_01588	Syaa.g_02074
OG0000796	Praj.g_01592	Syaa.g_02078
OG0000797	Praj.g_01593	Syaa.g_02079
OG0000799	Praj.g_01613	Syaa.g_01743
OG0000800	Praj.g_01614	Syaa.g_01747
OG0000801	Praj.g_01615	Syaa.g_01748
OG0000802	Praj.g_01617	Syaa.g_01753
OG0000803	Praj.g_01619	Syaa.g_01758
OG0000804	Praj.g_01620	Syaa.g_01761
OG0000805	Praj.g_01622	Syaa.g_01763
OG0000806	Praj.g_01624	Syaa.g_01765
OG0000807	Praj.g_01625	Syaa.g_01767
OG0000808	Praj.g_01626	Syaa.g_01768
OG0000809	Praj.g_01630	Syaa.g_01771
OG0000810	Praj.g_01631	Syaa.g_01772
OG0000811	Praj.g_01635	Syaa.g_01778
OG0000812	Praj.g_01637	Syaa.g_01780
OG0000813	Praj.g_01638	Syaa.g_01781
OG0000814	Praj.g_01640	Syaa.g_01783
OG0000815	Praj.g_01641	Syaa.g_01784
OG0000816	Praj.g_01643	Syaa.g_01785
OG0000817	Praj.g_01644	Syaa.g_01786
OG0000818	Praj.g_01648	Syaa.g_01792
OG0000819	Praj.g_01649	Syaa.g_01793
OG0000820	Praj.g_01650	Syaa.g_01794
OG0000821	Praj.g_01653	Syaa.g_01800
OG0000822	Praj.g_01654	Syaa.g_01802
OG0000823	Praj.g_01655	Syaa.g_01803
OG0000824	Praj.g_01658	Syaa.g_01807
OG0000825	Praj.g_01659	Syaa.g_01808
OG0000826	Praj.g_01660	Syaa.g_01809
OG0000827	Praj.g_01661	Syaa.g_01810
OG0000828	Praj.g_01664	Syaa.g_01813
OG0000829	Praj.g_01665	Syaa.g_01814
OG0000830	Praj.g_01666	Syaa.g_01815
OG0000831	Praj.g_01668	Syaa.g_01817
OG0000832	Praj.g_01678	Syaa.g_00627
OG0000833	Praj.g_01686	Syaa.g_00611
OG0000834	Praj.g_01687	Syaa.g_00608
OG0000835	Praj.g_01688	Syaa.g_00607
OG0000836	Praj.g_01690	Syaa.g_00603
OG0000837	Praj.g_01691	Syaa.g_00601
OG0000838	Praj.g_01693	Syaa.g_00597
OG0000839	Praj.g_01694	Syaa.g_00596
OG0000840	Praj.g_01695	Syaa.g_00595
OG0000841	Praj.g_01696	Syaa.g_00594
OG0000842	Praj.g_01697	Syaa.g_00593
OG0000843	Praj.g_01698	Syaa.g_00592
OG0000844	Praj.g_01699	Syaa.g_00590
OG0000845	Praj.g_01700	Syaa.g_00589
OG0000846	Praj.g_01701	Syaa.g_00588
OG0000847	Praj.g_01702	Syaa.g_00587
OG0000848	Praj.g_01703	Syaa.g_00585
OG0000849	Praj.g_01704	Syaa.g_00584
OG0000850	Praj.g_01706	Syaa.g_00582
OG0000851	Praj.g_01707	Syaa.g_00577
OG0000852	Praj.g_01708	Syaa.g_00576
OG0000853	Praj.g_01713	Syaa.g_00572
OG0000854	Praj.g_01715	Syaa.g_00570
OG0000855	Praj.g_01716	Syaa.g_00569
OG0000856	Praj.g_01599	Syaa.g_01650
OG0000857	Praj.g_00785	Syaa.g_01188
OG0000858	Praj.g_01763	Syaa.g_00563
OG0000859	Praj.g_01764	Syaa.g_00562
OG0000860	Praj.g_01770	Syaa.g_00549
OG0000861	Praj.g_01771	Syaa.g_00548
OG0000862	Praj.g_01772	Syaa.g_00547
OG0000863	Praj.g_01773	Syaa.g_00543
OG0000864	Praj.g_01774	Syaa.g_00542
OG0000865	Praj.g_01775	Syaa.g_00541
OG0000866	Praj.g_01776	Syaa.g_00540
OG0000867	Praj.g_01777	Syaa.g_00539
OG0000868	Praj.g_01778	Syaa.g_00536
OG0000869	Praj.g_01781	Syaa.g_00531
OG0000870	Praj.g_01786	Syaa.g_00526
OG0000871	Praj.g_01787	Syaa.g_00525
OG0000872	Praj.g_01788	Syaa.g_00511
OG0000873	Praj.g_01791	Syaa.g_00497
OG0000874	Praj.g_01794	Syaa.g_00519
OG0000875	Praj.g_01796	Syaa.g_00438
OG0000876	Praj.g_01797	Syaa.g_00682
OG0000877	Praj.g_01799	Syaa.g_00679
OG0000878	Praj.g_01800	Syaa.g_00678
OG0000879	Praj.g_01801	Syaa.g_00677
OG0000880	Praj.g_01802	Syaa.g_00676
OG0000881	Praj.g_01805	Syaa.g_00671
OG0000882	Praj.g_01810	Syaa.g_00666
OG0000883	Praj.g_01812	Syaa.g_00661
OG0000884	Praj.g_01814	Syaa.g_00659
OG0000885	Praj.g_01815	Syaa.g_00658
OG0000886	Praj.g_01816	Syaa.g_00657
OG0000887	Praj.g_01817	Syaa.g_00656
OG0000888	Praj.g_01819	Syaa.g_00654
OG0000889	Praj.g_01821	Syaa.g_00652
OG0000890	Praj.g_01822	Syaa.g_00644
OG0000891	Praj.g_01823	Syaa.g_00643
OG0000892	Praj.g_01825	Syaa.g_00640
OG0000893	Praj.g_01868	Syaa.g_02352
OG0000894	Praj.g_01871	Syaa.g_02349
OG0000895	Praj.g_01874	Syaa.g_02345
OG0000896	Praj.g_01875	Syaa.g_02344
OG0000897	Praj.g_01877	Syaa.g_02342
OG0000898	Praj.g_01878	Syaa.g_02341
OG0000899	Praj.g_01879	Syaa.g_02340
OG0000900	Praj.g_01880	Syaa.g_02339
OG0000901	Praj.g_01883	Syaa.g_02334
OG0000902	Praj.g_01885	Syaa.g_02332
OG0000903	Praj.g_01894	Syaa.g_02313
OG0000904	Praj.g_01889	Syaa.g_02318
OG0000905	Praj.g_01887	Syaa.g_02324
OG0000906	Praj.g_01886	Syaa.g_02327
OG0000907	Praj.g_01909	Syaa.g_02295
OG0000908	Praj.g_01912	Syaa.g_02292
OG0000909	Praj.g_01913	Syaa.g_02291
OG0000910	Praj.g_01914	Syaa.g_02290
OG0000911	Praj.g_01916	Syaa.g_02288
OG0000912	Praj.g_01917	Syaa.g_02287
OG0000913	Praj.g_01918	Syaa.g_02286
OG0000914	Praj.g_01919	Syaa.g_02285
OG0000915	Praj.g_01920	Syaa.g_02283
OG0000916	Praj.g_01921	Syaa.g_02282
OG0000917	Praj.g_01922	Syaa.g_02281
OG0000918	Praj.g_01923	Syaa.g_02280
OG0000919	Praj.g_01924	Syaa.g_02279
OG0000920	Praj.g_01925	Syaa.g_02278
OG0000921	Praj.g_01926	Syaa.g_02277
OG0000922	Praj.g_01927	Syaa.g_02276
OG0000923	Praj.g_01931	Syaa.g_02272
OG0000924	Praj.g_01932	Syaa.g_02271
OG0000925	Praj.g_01933	Syaa.g_02270
OG0000926	Praj.g_01934	Syaa.g_02269
OG0000927	Praj.g_01936	Syaa.g_02267
OG0000928	Praj.g_01937	Syaa.g_02266
OG0000929	Praj.g_01938	Syaa.g_02265
OG0000930	Praj.g_01939	Syaa.g_02264
OG0000931	Praj.g_01940	Syaa.g_02263
OG0000932	Praj.g_01941	Syaa.g_02262
OG0000933	Praj.g_01945	Syaa.g_02256
OG0000934	Praj.g_01947	Syaa.g_02254
OG0000935	Praj.g_01948	Syaa.g_02253
OG0000936	Praj.g_01949	Syaa.g_02252
OG0000937	Praj.g_01950	Syaa.g_02251
OG0000938	Praj.g_01953	Syaa.g_02248
OG0000939	Praj.g_01954	Syaa.g_02247
OG0000940	Praj.g_01961	Syaa.g_02240
OG0000941	Praj.g_01963	Syaa.g_02238
OG0000942	Praj.g_01965	Syaa.g_02236
OG0000943	Praj.g_01966	Syaa.g_02235
OG0000944	Praj.g_01968	Syaa.g_02233
OG0000945	Praj.g_01969	Syaa.g_02231
OG0000946	Praj.g_01975	Syaa.g_02225
OG0000947	Praj.g_01977	Syaa.g_02222
OG0000948	Praj.g_01978	Syaa.g_02221
OG0000949	Praj.g_01981	Syaa.g_00172
OG0000950	Praj.g_01986	Syaa.g_00159
OG0000951	Praj.g_01990	Syaa.g_00153
OG0000952	Praj.g_01994	Syaa.g_00149
OG0000953	Praj.g_01998	Syaa.g_00143
OG0000954	Praj.g_02002	Syaa.g_00138
OG0000955	Praj.g_02003	Syaa.g_00137
OG0000956	Praj.g_02005	Syaa.g_00135
OG0000957	Praj.g_02010	Syaa.g_00125
OG0000958	Praj.g_02011	Syaa.g_00124
OG0000959	Praj.g_02015	Syaa.g_00120
OG0000960	Praj.g_02016	Syaa.g_00119
OG0000961	Praj.g_02019	Syaa.g_00106
OG0000962	Praj.g_02021	Syaa.g_00102
OG0000963	Praj.g_02026	Syaa.g_00097
OG0000964	Praj.g_02027	Syaa.g_00096
OG0000965	Praj.g_02028	Syaa.g_00095
OG0000966	Praj.g_02059	Syaa.g_00083
OG0000967	Praj.g_02063	Syaa.g_00074
OG0000968	Praj.g_02065	Syaa.g_00078
OG0000969	Praj.g_02066	Syaa.g_00077
OG0000970	Praj.g_02067	Syaa.g_00076
OG0000971	Praj.g_02068	Syaa.g_00069
OG0000972	Praj.g_02069	Syaa.g_00068
OG0000973	Praj.g_02070	Syaa.g_00067
OG0000974	Praj.g_02071	Syaa.g_00066
OG0000975	Praj.g_02072	Syaa.g_00065
OG0000976	Praj.g_02073	Syaa.g_00064
OG0000977	Praj.g_02074	Syaa.g_00062
OG0000978	Praj.g_02075	Syaa.g_00061
OG0000979	Praj.g_02078	Syaa.g_00058
OG0000980	Praj.g_02080	Syaa.g_00055
OG0000981	Praj.g_02083	Syaa.g_00052
OG0000982	Praj.g_02085	Syaa.g_02593
OG0000983	Praj.g_02086	Syaa.g_02594
OG0000984	Praj.g_02087	Syaa.g_02595
OG0000985	Praj.g_02090	Syaa.g_02597
OG0000986	Praj.g_02092	Syaa.g_02601
OG0000987	Praj.g_02093	Syaa.g_02603
OG0000988	Praj.g_02096	Syaa.g_02608
OG0000989	Praj.g_02100	Syaa.g_02616
OG0000990	Praj.g_02105	Syaa.g_02647
OG0000991	Praj.g_02106	Syaa.g_02650
OG0000992	Praj.g_02109	Syaa.g_02653
OG0000993	Praj.g_02110	Syaa.g_02654
OG0000994	Praj.g_02111	Syaa.g_02657
OG0000995	Praj.g_02115	Syaa.g_02662
OG0000996	Praj.g_02116	Syaa.g_02705
OG0000997	Praj.g_02124	Syaa.g_02725
OG0000998	Praj.g_02126	Syaa.g_02727
OG0000999	Praj.g_02127	Syaa.g_02728
OG0001000	Praj.g_02130, Praj.g_02131	Syaa.g_02732
OG0001001	Praj.g_02134	Syaa.g_02738
OG0001002	Praj.g_02139	Syaa.g_02745
OG0001003	Praj.g_02141	Syaa.g_02747
OG0001004	Praj.g_02142	Syaa.g_02748
OG0001005	Praj.g_02143	Syaa.g_02749
OG0001006	Praj.g_02147	Syaa.g_02756
OG0001007	Praj.g_02149	Syaa.g_02758
OG0001008	Praj.g_00431	Syaa.g_00704
OG0001009	Praj.g_00027	Syaa.g_00034
OG0001010	Praj.g_00028	Syaa.g_00035
OG0001011	Praj.g_00029	Syaa.g_00037
OG0001012	Praj.g_00047	Syaa.g_02589
OG0001013	Praj.g_00052	Syaa.g_02576
OG0001014	Praj.g_00055	Syaa.g_02572
OG0001015	Praj.g_00056	Syaa.g_02571
OG0001016	Praj.g_00111	Syaa.g_00348
OG0001017	Praj.g_00115	Syaa.g_00342
OG0001018	Praj.g_00118	Syaa.g_00340
OG0001019	Praj.g_00127	Syaa.g_00323
OG0001020	Praj.g_00128	Syaa.g_02355
OG0001021	Praj.g_00129	Syaa.g_02359
OG0001022	Praj.g_00132	Syaa.g_02365
OG0001023	Praj.g_00133	Syaa.g_02366
OG0001024	Praj.g_00136	Syaa.g_02370
OG0001025	Praj.g_00143	Syaa.g_02377
OG0001026	Praj.g_00151	Syaa.g_02390
OG0001027	Praj.g_00152	Syaa.g_02397
OG0001028	Praj.g_00154	Syaa.g_02399
OG0001029	Praj.g_00156	Syaa.g_02401
OG0001030	Praj.g_00172	Syaa.g_02422
OG0001031	Praj.g_00226	Syaa.g_02500
OG0001032	Praj.g_00227	Syaa.g_02502
OG0001033	Praj.g_00247	Syaa.g_02539
OG0001034	Praj.g_00276	Syaa.g_02108
OG0001035	Praj.g_00293	Syaa.g_00298
OG0001036	Praj.g_00297	Syaa.g_00293
OG0001037	Praj.g_00298	Syaa.g_00291
OG0001038	Praj.g_00314	Syaa.g_00264
OG0001039	Praj.g_00316	Syaa.g_00261
OG0001040	Praj.g_00319	Syaa.g_00258
OG0001041	Praj.g_00323	Syaa.g_00253
OG0001042	Praj.g_00339	Syaa.g_00227
OG0001043	Praj.g_00340	Syaa.g_00223
OG0001044	Praj.g_00379	Syaa.g_02183
OG0001045	Praj.g_00388	Syaa.g_02170
OG0001046	Praj.g_01081	Syaa.g_01332
OG0001047	Praj.g_00433	Syaa.g_00706
OG0001048	Praj.g_00434	Syaa.g_00707
OG0001049	Praj.g_00436	Syaa.g_00710
OG0001050	Praj.g_00437	Syaa.g_00711
OG0001051	Praj.g_00438	Syaa.g_00712
OG0001052	Praj.g_00464	Syaa.g_01846
OG0001053	Praj.g_00476	Syaa.g_02048
OG0001054	Praj.g_00490	Syaa.g_02031
OG0001055	Praj.g_00509	Syaa.g_02010
OG0001056	Praj.g_00527	Syaa.g_01975
OG0001057	Praj.g_00532	Syaa.g_01966
OG0001058	Praj.g_00540	Syaa.g_01951
OG0001059	Praj.g_00544	Syaa.g_01947
OG0001060	Praj.g_00551	Syaa.g_01941
OG0001061	Praj.g_00564	Syaa.g_01919
OG0001062	Praj.g_00566	Syaa.g_01917
OG0001063	Praj.g_00567	Syaa.g_01912
OG0001064	Praj.g_00568	Syaa.g_01911
OG0001065	Praj.g_00569	Syaa.g_01910
OG0001066	Praj.g_00570	Syaa.g_01909
OG0001067	Praj.g_00571	Syaa.g_01908
OG0001068	Praj.g_00572	Syaa.g_01907
OG0001069	Praj.g_00573	Syaa.g_01906
OG0001070	Praj.g_00575	Syaa.g_01903
OG0001071	Praj.g_00576	Syaa.g_01902
OG0001072	Praj.g_00577	Syaa.g_01898
OG0001073	Praj.g_00591	Syaa.g_01884
OG0001074	Praj.g_00603	Syaa.g_01678
OG0001075	Praj.g_00604	Syaa.g_01676
OG0001076	Praj.g_00611	Syaa.g_01659
OG0001077	Praj.g_00616	Syaa.g_01647
OG0001078	Praj.g_00624	Syaa.g_01632
OG0001079	Praj.g_00635	Syaa.g_01619
OG0001080	Praj.g_00641	Syaa.g_01443
OG0001081	Praj.g_00643	Syaa.g_01056
OG0001082	Praj.g_00644	Syaa.g_01057
OG0001083	Praj.g_00649	Syaa.g_01064
OG0001084	Praj.g_00650	Syaa.g_01065
OG0001085	Praj.g_00660	Syaa.g_01075
OG0001086	Praj.g_00661	Syaa.g_01077
OG0001087	Praj.g_00681	Syaa.g_00920
OG0001088	Praj.g_00682	Syaa.g_00916
OG0001089	Praj.g_00690	Syaa.g_00890
OG0001090	Praj.g_00699	Syaa.g_01237
OG0001091	Praj.g_00701	Syaa.g_01239
OG0001092	Praj.g_00702	Syaa.g_01242
OG0001093	Praj.g_00707	Syaa.g_01248
OG0001094	Praj.g_00763	Syaa.g_01148
OG0001095	Praj.g_00782	Syaa.g_01185
OG0001096	Praj.g_00797	Syaa.g_01200
OG0001097	Praj.g_00817	Syaa.g_00828
OG0001098	Praj.g_00835	Syaa.g_01441
OG0001099	Praj.g_00872	Syaa.g_02400
OG0001100	Praj.g_00879	Syaa.g_01086
OG0001101	Praj.g_00881	Syaa.g_01088
OG0001102	Praj.g_00884	Syaa.g_01091
OG0001103	Praj.g_00886	Syaa.g_01093
OG0001104	Praj.g_00749	Syaa.g_01133
OG0001105	Praj.g_00753	Syaa.g_01137
OG0001106	Praj.g_00934	Syaa.g_01372
OG0001107	Praj.g_00944	Syaa.g_01359
OG0001108	Praj.g_00948	Syaa.g_01350
OG0001109	Praj.g_00949	Syaa.g_01349
OG0001110	Praj.g_00951	Syaa.g_01347
OG0001111	Praj.g_00952	Syaa.g_01345
OG0001112	Praj.g_00953	Syaa.g_01343
OG0001113	Praj.g_00954	Syaa.g_01342
OG0001114	Praj.g_00955	Syaa.g_01341
OG0001115	Praj.g_00957	Syaa.g_01337
OG0001116	Praj.g_00958	Syaa.g_01335
OG0001117	Praj.g_00959	Syaa.g_01334
OG0001118	Praj.g_00960	Syaa.g_01333
OG0001119	Praj.g_00961	Syaa.g_01331
OG0001120	Praj.g_00963	Syaa.g_01328
OG0001121	Praj.g_01563	Syaa.g_01125
OG0001122	Praj.g_00993	Syaa.g_01301
OG0001123	Praj.g_00997	Syaa.g_01294
OG0001124	Praj.g_00999	Syaa.g_01292
OG0001125	Praj.g_01001	Syaa.g_01290
OG0001126	Praj.g_01012	Syaa.g_00864
OG0001127	Praj.g_01013	Syaa.g_00865
OG0001128	Praj.g_01016	Syaa.g_00868
