Orthogroup	Praj	Syap
OG0000605	Praj.g_00639	Syap.g_02501, Syap.g_02771
OG0000606	Praj.g_00642	Syap.g_02506
OG0000607	Praj.g_00645	Syap.g_00093
OG0000608	Praj.g_00646	Syap.g_00094
OG0000609	Praj.g_00647	Syap.g_00096
OG0000610	Praj.g_00653	Syap.g_01963
OG0000611	Praj.g_00656	Syap.g_01958
OG0000612	Praj.g_00657	Syap.g_01957
OG0000613	Praj.g_00663	Syap.g_02480
OG0000615	Praj.g_00693	Syap.g_00154
OG0000616	Praj.g_02137	Syap.g_00127
OG0000617	Praj.g_00704	Syap.g_00513
OG0000618	Praj.g_00705	Syap.g_00514
OG0000619	Praj.g_00706	Syap.g_00515
OG0000620	Praj.g_00709	Syap.g_00520
OG0000621	Praj.g_00710	Syap.g_00521
OG0000622	Praj.g_00711	Syap.g_00523
OG0000623	Praj.g_00712	Syap.g_00526
OG0000624	Praj.g_00714	Syap.g_00527
OG0000625	Praj.g_00715	Syap.g_00528
OG0000626	Praj.g_00716	Syap.g_00529
OG0000627	Praj.g_00718	Syap.g_00848
OG0000628	Praj.g_00719	Syap.g_00850
OG0000629	Praj.g_00720	Syap.g_02334
OG0000630	Praj.g_00723	Syap.g_02793
OG0000631	Praj.g_00917	Syap.g_01724
OG0000632	Praj.g_00918	Syap.g_01725
OG0000633	Praj.g_00919	Syap.g_01726
OG0000634	Praj.g_00765	Syap.g_00190
OG0000635	Praj.g_00766	Syap.g_00191
OG0000636	Praj.g_00768	Syap.g_00193
OG0000637	Praj.g_00770	Syap.g_00195
OG0000638	Praj.g_00771	Syap.g_00196
OG0000639	Praj.g_00772	Syap.g_00197
OG0000640	Praj.g_00773	Syap.g_00198
OG0000641	Praj.g_00777	Syap.g_00203
OG0000642	Praj.g_00778	Syap.g_02732
OG0000643	Praj.g_00779	Syap.g_02731
OG0000644	Praj.g_00780	Syap.g_02730
OG0000645	Praj.g_00781	Syap.g_02726
OG0000646	Praj.g_00784	Syap.g_02723
OG0000647	Praj.g_00786	Syap.g_02721
OG0000648	Praj.g_00788	Syap.g_02719
OG0000649	Praj.g_00789	Syap.g_02718
OG0000650	Praj.g_00790	Syap.g_02717
OG0000651	Praj.g_00791	Syap.g_02716
OG0000652	Praj.g_00792	Syap.g_02715
OG0000653	Praj.g_00794	Syap.g_02713
OG0000654	Praj.g_00795	Syap.g_02711
OG0000655	Praj.g_00796	Syap.g_02710
OG0000656	Praj.g_00799	Syap.g_02706
OG0000657	Praj.g_00806	Syap.g_01845
OG0000658	Praj.g_00808	Syap.g_01841
OG0000659	Praj.g_00809	Syap.g_01840
OG0000660	Praj.g_00814	Syap.g_01835
OG0000662	Praj.g_00818	Syap.g_00823
OG0000663	Praj.g_00820	Syap.g_00826
OG0000664	Praj.g_00821	Syap.g_00828
OG0000665	Praj.g_00826	Syap.g_02331
OG0000666	Praj.g_00827	Syap.g_01573
OG0000667	Praj.g_00831	Syap.g_01979
OG0000668	Praj.g_00869	Syap.g_02765
OG0000669	Praj.g_00877	Syap.g_02371
OG0000670	Praj.g_00880	Syap.g_02368
OG0000671	Praj.g_00882	Syap.g_01260
OG0000672	Praj.g_00885	Syap.g_01257
OG0000673	Praj.g_00888	Syap.g_01253
OG0000674	Praj.g_00890	Syap.g_01251
OG0000675	Praj.g_00891	Syap.g_01250
OG0000676	Praj.g_00893	Syap.g_01248
OG0000677	Praj.g_00894	Syap.g_01246
OG0000678	Praj.g_00897	Syap.g_01239
OG0000679	Praj.g_00901	Syap.g_00157
OG0000680	Praj.g_00902	Syap.g_00158
OG0000681	Praj.g_00905	Syap.g_00163
OG0000682	Praj.g_00906	Syap.g_00165
OG0000683	Praj.g_00907	Syap.g_00166
OG0000684	Praj.g_00748	Syap.g_00169
OG0000685	Praj.g_00750	Syap.g_00172
OG0000686	Praj.g_00751	Syap.g_00173
OG0000687	Praj.g_00752	Syap.g_00174
OG0000688	Praj.g_00755	Syap.g_00178
OG0000689	Praj.g_00756	Syap.g_00180
OG0000690	Praj.g_00757	Syap.g_00181
OG0000691	Praj.g_00758	Syap.g_00182
OG0000692	Praj.g_00760	Syap.g_00184
OG0000693	Praj.g_00761	Syap.g_00185
OG0000694	Praj.g_00762	Syap.g_00186
OG0000695	Praj.g_00921	Syap.g_01729
OG0000696	Praj.g_00922	Syap.g_01730
OG0000697	Praj.g_00923	Syap.g_01734
OG0000698	Praj.g_00926	Syap.g_01737
OG0000699	Praj.g_00927	Syap.g_01738
OG0000700	Praj.g_00928	Syap.g_01739
OG0000701	Praj.g_00929	Syap.g_01740
OG0000702	Praj.g_00931	Syap.g_01747
OG0000703	Praj.g_00932	Syap.g_01750
OG0000704	Praj.g_00933	Syap.g_01753
OG0000705	Praj.g_00939	Syap.g_02022
OG0000706	Praj.g_00940	Syap.g_02020
OG0000707	Praj.g_00941	Syap.g_02019
OG0000708	Praj.g_00943	Syap.g_02016
OG0000709	Praj.g_00947	Syap.g_00121
OG0000711	Praj.g_00966	Syap.g_02686
OG0000712	Praj.g_00968	Syap.g_02688
OG0000713	Praj.g_00969	Syap.g_02689
OG0000714	Praj.g_00970	Syap.g_02691
OG0000715	Praj.g_00972	Syap.g_02693
OG0000716	Praj.g_00973	Syap.g_02696
OG0000717	Praj.g_00974	Syap.g_02697
OG0000718	Praj.g_00991	Syap.g_02701
OG0000719	Praj.g_00992	Syap.g_02767
OG0000720	Praj.g_01002	Syap.g_02780
OG0000721	Praj.g_01003	Syap.g_02782
OG0000722	Praj.g_01004	Syap.g_02783
OG0000723	Praj.g_01008	Syap.g_00532
OG0000725	Praj.g_00845	Syap.g_01559
OG0000726	Praj.g_00844	Syap.g_01560
OG0000727	Praj.g_00843	Syap.g_01561
OG0000728	Praj.g_00841	Syap.g_01564
OG0000729	Praj.g_02022	Syap.g_01122
OG0000730	Praj.g_00378	Syap.g_00572
OG0000731	Praj.g_00386	Syap.g_00560
OG0000732	Praj.g_02081	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Praj.g_01833	Syap.g_01971
OG0000734	Praj.g_01476	Syap.g_02628
OG0000735	Praj.g_01474	Syap.g_00244
OG0000736	Praj.g_01473	Syap.g_00243
OG0000737	Praj.g_01472	Syap.g_00242
OG0000738	Praj.g_01468	Syap.g_00236
OG0000739	Praj.g_01467	Syap.g_00235
OG0000740	Praj.g_01466	Syap.g_00234
OG0000741	Praj.g_01464	Syap.g_00231
OG0000742	Praj.g_01462	Syap.g_00229
OG0000743	Praj.g_01460	Syap.g_00226
OG0000744	Praj.g_01459	Syap.g_00225
OG0000745	Praj.g_01458	Syap.g_00222
OG0000746	Praj.g_01456	Syap.g_00220
OG0000747	Praj.g_01455	Syap.g_00219
OG0000748	Praj.g_01451	Syap.g_00212
OG0000749	Praj.g_01450	Syap.g_00211
OG0000750	Praj.g_01449	Syap.g_00210
OG0000751	Praj.g_01446	Syap.g_00205
OG0000752	Praj.g_01444	Syap.g_01793
OG0000753	Praj.g_01442	Syap.g_02775
OG0000754	Praj.g_01438	Syap.g_01883
OG0000755	Praj.g_01434	Syap.g_01893
OG0000757	Praj.g_01426	Syap.g_00427
OG0000758	Praj.g_01425	Syap.g_00428
OG0000759	Praj.g_01424	Syap.g_00429
OG0000760	Praj.g_01423	Syap.g_00430
OG0000761	Praj.g_01422	Syap.g_00431
OG0000762	Praj.g_01421	Syap.g_00434
OG0000763	Praj.g_01419	Syap.g_02624
OG0000764	Praj.g_01418	Syap.g_02623
OG0000765	Praj.g_01409	Syap.g_02440
OG0000766	Praj.g_01408	Syap.g_02439
OG0000767	Praj.g_01407	Syap.g_02437
OG0000768	Praj.g_01406	Syap.g_02436
OG0000769	Praj.g_01404	Syap.g_02434
OG0000770	Praj.g_01403	Syap.g_02431
OG0000772	Praj.g_01246	Syap.g_02295
OG0000773	Praj.g_01519	Syap.g_00885
OG0000774	Praj.g_01522	Syap.g_01473
OG0000775	Praj.g_01523	Syap.g_01475
OG0000776	Praj.g_01524	Syap.g_01476
OG0000777	Praj.g_01525	Syap.g_01478
OG0000778	Praj.g_01526	Syap.g_01479
OG0000779	Praj.g_01530	Syap.g_01494
OG0000780	Praj.g_01531	Syap.g_01496
OG0000781	Praj.g_01534	Syap.g_02609
OG0000782	Praj.g_01535	Syap.g_02611
OG0000783	Praj.g_01536	Syap.g_02612
OG0000784	Praj.g_01537	Syap.g_02613
OG0000785	Praj.g_01539	Syap.g_02281
OG0000786	Praj.g_01542	Syap.g_02287
OG0000787	Praj.g_01543	Syap.g_02288
OG0000788	Praj.g_00732	Syap.g_01932
OG0000789	Praj.g_01011	Syap.g_00372
OG0000791	Praj.g_01582	Syap.g_02520
OG0000792	Praj.g_01583	Syap.g_02519
OG0000793	Praj.g_01586	Syap.g_02141
OG0000794	Praj.g_01587	Syap.g_02200
OG0000795	Praj.g_01588	Syap.g_02199
OG0000796	Praj.g_01592	Syap.g_02448
OG0000797	Praj.g_01593	Syap.g_02449
OG0000799	Praj.g_01613	Syap.g_02488
OG0000800	Praj.g_01614	Syap.g_02487
OG0000801	Praj.g_01615	Syap.g_02486
OG0000802	Praj.g_01617	Syap.g_02659
OG0000803	Praj.g_01619	Syap.g_02109
OG0000804	Praj.g_01620	Syap.g_02113
OG0000805	Praj.g_01622	Syap.g_02115
OG0000806	Praj.g_01624	Syap.g_02117
OG0000807	Praj.g_01625	Syap.g_02118
OG0000808	Praj.g_01626	Syap.g_02119
OG0000809	Praj.g_01630	Syap.g_02122
OG0000810	Praj.g_01631	Syap.g_02124
OG0000811	Praj.g_01635	Syap.g_02472
OG0000812	Praj.g_01637	Syap.g_02474
OG0000813	Praj.g_01638	Syap.g_02475
OG0000814	Praj.g_01640	Syap.g_02753
OG0000815	Praj.g_01641	Syap.g_02752
OG0000816	Praj.g_01643	Syap.g_02289
OG0000817	Praj.g_01644	Syap.g_02527
OG0000818	Praj.g_01648	Syap.g_02001
OG0000819	Praj.g_01649	Syap.g_02002
OG0000820	Praj.g_01650	Syap.g_02003
OG0000821	Praj.g_01653	Syap.g_02009
OG0000822	Praj.g_01654	Syap.g_02011
OG0000824	Praj.g_01658	Syap.g_00008
OG0000825	Praj.g_01659	Syap.g_00009
OG0000826	Praj.g_01660	Syap.g_00010
OG0000827	Praj.g_01661	Syap.g_00011
OG0000828	Praj.g_01664	Syap.g_00014
OG0000829	Praj.g_01665	Syap.g_00015
OG0000830	Praj.g_01666	Syap.g_00016
OG0000831	Praj.g_01668	Syap.g_00019
OG0000832	Praj.g_01678	Syap.g_00752
OG0000833	Praj.g_01686	Syap.g_00021
OG0000834	Praj.g_01687	Syap.g_00023
OG0000835	Praj.g_01688	Syap.g_00024
OG0000836	Praj.g_01690	Syap.g_00026
OG0000837	Praj.g_01691	Syap.g_00027
OG0000838	Praj.g_01693	Syap.g_00031
OG0000839	Praj.g_01694	Syap.g_00032
OG0000840	Praj.g_01695	Syap.g_00033
OG0000841	Praj.g_01696	Syap.g_00034
OG0000842	Praj.g_01697	Syap.g_00035
OG0000843	Praj.g_01698	Syap.g_00036
OG0000844	Praj.g_01699	Syap.g_00039
OG0000845	Praj.g_01700	Syap.g_00040
OG0000846	Praj.g_01701	Syap.g_00042
OG0000847	Praj.g_01702	Syap.g_00043
OG0000848	Praj.g_01703	Syap.g_00045
OG0000849	Praj.g_01704	Syap.g_00046
OG0000850	Praj.g_01706	Syap.g_00310
OG0000851	Praj.g_01707	Syap.g_01214
OG0000852	Praj.g_01708	Syap.g_01215
OG0000853	Praj.g_01713	Syap.g_01219
OG0000854	Praj.g_01715	Syap.g_01222
OG0000855	Praj.g_01716	Syap.g_01223
OG0000856	Praj.g_01599	Syap.g_01286
OG0000857	Praj.g_00785	Syap.g_02722
OG0000858	Praj.g_01763	Syap.g_00612
OG0000859	Praj.g_01764	Syap.g_00613
OG0000860	Praj.g_01770	Syap.g_00623
OG0000861	Praj.g_01771	Syap.g_02789
OG0000862	Praj.g_01772	Syap.g_01789
OG0000863	Praj.g_01773	Syap.g_01784
OG0000864	Praj.g_01774	Syap.g_01783
OG0000865	Praj.g_01775	Syap.g_01781, Syap.g_01782
OG0000866	Praj.g_01776	Syap.g_01780
OG0000867	Praj.g_01777	Syap.g_01779
OG0000868	Praj.g_01778	Syap.g_01775
OG0000869	Praj.g_01781	Syap.g_01770
OG0000870	Praj.g_01786	Syap.g_01401
OG0000871	Praj.g_01787	Syap.g_01400
OG0000872	Praj.g_01788	Syap.g_01394
OG0000873	Praj.g_01791	Syap.g_01390
OG0000874	Praj.g_01794	Syap.g_01388
OG0000875	Praj.g_01796	Syap.g_01386
OG0000876	Praj.g_01797	Syap.g_00822
OG0000877	Praj.g_01799	Syap.g_01380
OG0000878	Praj.g_01800	Syap.g_01378
OG0000879	Praj.g_01801	Syap.g_01377
OG0000880	Praj.g_01802	Syap.g_01376
OG0000882	Praj.g_01810	Syap.g_01516
OG0000883	Praj.g_01812	Syap.g_01511
OG0000884	Praj.g_01814	Syap.g_01509
OG0000885	Praj.g_01815	Syap.g_01508
OG0000886	Praj.g_01816	Syap.g_01507
OG0000887	Praj.g_01817	Syap.g_01506
OG0000888	Praj.g_01819	Syap.g_01504
OG0000889	Praj.g_01821	Syap.g_01502
OG0000890	Praj.g_01822	Syap.g_01499
OG0000891	Praj.g_01823	Syap.g_01498
OG0000892	Praj.g_01825	Syap.g_02671
OG0000893	Praj.g_01868	Syap.g_02497
OG0000894	Praj.g_01871	Syap.g_02679
OG0000895	Praj.g_01874	Syap.g_00546
OG0000896	Praj.g_01875	Syap.g_00545
OG0000897	Praj.g_01877	Syap.g_00543
OG0000898	Praj.g_01878	Syap.g_00542
OG0000899	Praj.g_01879	Syap.g_00541
OG0000900	Praj.g_01880	Syap.g_00540
OG0000901	Praj.g_01883	Syap.g_01930
OG0000902	Praj.g_01885	Syap.g_01929
OG0000903	Praj.g_01894	Syap.g_01916
OG0000904	Praj.g_01889	Syap.g_01922
OG0000905	Praj.g_01887	Syap.g_01925
OG0000906	Praj.g_01886	Syap.g_01927
OG0000907	Praj.g_01909	Syap.g_01914
OG0000908	Praj.g_01912	Syap.g_01235
OG0000909	Praj.g_01913	Syap.g_01236
OG0000910	Praj.g_01914	Syap.g_01237
OG0000911	Praj.g_01916	Syap.g_00511
OG0000912	Praj.g_01917	Syap.g_00510
OG0000913	Praj.g_01918	Syap.g_00509
OG0000914	Praj.g_01919	Syap.g_00508
OG0000915	Praj.g_01920	Syap.g_00506
OG0000916	Praj.g_01921	Syap.g_00505
OG0000917	Praj.g_01922	Syap.g_00504
OG0000918	Praj.g_01923	Syap.g_00503
OG0000919	Praj.g_01924	Syap.g_00502
OG0000920	Praj.g_01925	Syap.g_00501
OG0000921	Praj.g_01926	Syap.g_00500
OG0000922	Praj.g_01927	Syap.g_00499
OG0000923	Praj.g_01931	Syap.g_00495
OG0000924	Praj.g_01932	Syap.g_00494
OG0000925	Praj.g_01933	Syap.g_00493
OG0000926	Praj.g_01934	Syap.g_00492
OG0000927	Praj.g_01936	Syap.g_00490
OG0000928	Praj.g_01937	Syap.g_00489
OG0000929	Praj.g_01938	Syap.g_00488
OG0000930	Praj.g_01939	Syap.g_00487
OG0000931	Praj.g_01940	Syap.g_00486
OG0000932	Praj.g_01941	Syap.g_00485
OG0000933	Praj.g_01945	Syap.g_00479
OG0000934	Praj.g_01947	Syap.g_00477
OG0000935	Praj.g_01948	Syap.g_00476
OG0000936	Praj.g_01949	Syap.g_00475
OG0000937	Praj.g_01950	Syap.g_00474
OG0000938	Praj.g_01953	Syap.g_00471
OG0000939	Praj.g_01954	Syap.g_00469
OG0000940	Praj.g_01961	Syap.g_00460
OG0000941	Praj.g_01963	Syap.g_00458
OG0000942	Praj.g_01965	Syap.g_00606
OG0000943	Praj.g_01966	Syap.g_00604
OG0000944	Praj.g_01968	Syap.g_00602
OG0000945	Praj.g_01969	Syap.g_00601
OG0000946	Praj.g_01975	Syap.g_00595
OG0000947	Praj.g_01977	Syap.g_00591
OG0000948	Praj.g_01978	Syap.g_00590
OG0000949	Praj.g_01981	Syap.g_01051
OG0000950	Praj.g_01986	Syap.g_01061
OG0000951	Praj.g_01990	Syap.g_01070
OG0000952	Praj.g_01994	Syap.g_01074
OG0000953	Praj.g_01998	Syap.g_01078
OG0000954	Praj.g_02002	Syap.g_01089
OG0000955	Praj.g_02003	Syap.g_01090
OG0000956	Praj.g_02005	Syap.g_01092
OG0000957	Praj.g_02010	Syap.g_01109
OG0000958	Praj.g_02011	Syap.g_01110
OG0000959	Praj.g_02015	Syap.g_01114
OG0000960	Praj.g_02016	Syap.g_01115
OG0000961	Praj.g_02019	Syap.g_02170
OG0000962	Praj.g_02021	Syap.g_01121
OG0000963	Praj.g_02026	Syap.g_01124
OG0000964	Praj.g_02027	Syap.g_01125
OG0000965	Praj.g_02028	Syap.g_01126
OG0000966	Praj.g_02059	Syap.g_01141
OG0000967	Praj.g_02063	Syap.g_00633
OG0000968	Praj.g_02065	Syap.g_00998
OG0000969	Praj.g_02066	Syap.g_00996
OG0000970	Praj.g_02067	Syap.g_00995
OG0000971	Praj.g_02068	Syap.g_00993
OG0000972	Praj.g_02069	Syap.g_00992
OG0000973	Praj.g_02070	Syap.g_00991
OG0000974	Praj.g_02071	Syap.g_00990
OG0000975	Praj.g_02072	Syap.g_00989
OG0000976	Praj.g_02073	Syap.g_00988
OG0000977	Praj.g_02074	Syap.g_00986
OG0000978	Praj.g_02075	Syap.g_00985
OG0000979	Praj.g_02078	Syap.g_00980
OG0000980	Praj.g_02080	Syap.g_00977
OG0000981	Praj.g_02083	Syap.g_01812
OG0000982	Praj.g_02085	Syap.g_00132
OG0000983	Praj.g_02086	Syap.g_00134
OG0000984	Praj.g_02087	Syap.g_00135
OG0000985	Praj.g_02090	Syap.g_00140
OG0000986	Praj.g_02092	Syap.g_01044
OG0000987	Praj.g_02093	Syap.g_01033
OG0000988	Praj.g_02096	Syap.g_01027
OG0000989	Praj.g_02100	Syap.g_01011
OG0000990	Praj.g_02105	Syap.g_02087
OG0000991	Praj.g_02106	Syap.g_02091
OG0000992	Praj.g_02109	Syap.g_02095
OG0000993	Praj.g_02110	Syap.g_02097
OG0000994	Praj.g_02111	Syap.g_02101
OG0000996	Praj.g_02116	Syap.g_01817
OG0000997	Praj.g_02124	Syap.g_02590
OG0000998	Praj.g_02126	Syap.g_02591
OG0000999	Praj.g_02127	Syap.g_02592
OG0001001	Praj.g_02134	Syap.g_02605
OG0001002	Praj.g_02139	Syap.g_00124
OG0001003	Praj.g_02141	Syap.g_02310
OG0001004	Praj.g_02142	Syap.g_02311
OG0001005	Praj.g_02143	Syap.g_02312
OG0001006	Praj.g_02147	Syap.g_00053
OG0001007	Praj.g_02149	Syap.g_00055
OG0001008	Praj.g_00431	Syap.g_02060
OG0001012	Praj.g_00047	Syap.g_00371
OG0001013	Praj.g_00052	Syap.g_01325
OG0001016	Praj.g_00111	Syap.g_01695
OG0001033	Praj.g_00247	Syap.g_00105
OG0001035	Praj.g_00293	Syap.g_01594
OG0001038	Praj.g_00314	Syap.g_01362
OG0001039	Praj.g_00316	Syap.g_01359
OG0001040	Praj.g_00319	Syap.g_01356
OG0001041	Praj.g_00323	Syap.g_01352
OG0001043	Praj.g_00340	Syap.g_01676
OG0001044	Praj.g_00379	Syap.g_00571
OG0001053	Praj.g_00476	Syap.g_02253
OG0001054	Praj.g_00490	Syap.g_00274
OG0001055	Praj.g_00509	Syap.g_00252
OG0001059	Praj.g_00544	Syap.g_00306
OG0001060	Praj.g_00551	Syap.g_00299
OG0001061	Praj.g_00564	Syap.g_01309
OG0001062	Praj.g_00566	Syap.g_01314
OG0001072	Praj.g_00577	Syap.g_00441
OG0001073	Praj.g_00591	Syap.g_00122, Syap.g_00455
OG0001078	Praj.g_00624	Syap.g_00896
OG0001080	Praj.g_00641	Syap.g_02505
OG0001085	Praj.g_00660	Syap.g_01953
OG0001094	Praj.g_00763	Syap.g_00187
OG0001095	Praj.g_00782	Syap.g_02725
OG0001096	Praj.g_00797	Syap.g_02709
OG0001100	Praj.g_00879	Syap.g_02369
OG0001102	Praj.g_00884	Syap.g_01258
OG0001103	Praj.g_00886	Syap.g_01256
OG0001104	Praj.g_00749	Syap.g_00171
OG0001105	Praj.g_00753	Syap.g_00175
OG0001107	Praj.g_00944	Syap.g_02015
OG0001108	Praj.g_00948	Syap.g_00119
OG0001122	Praj.g_00993	Syap.g_02766
OG0001123	Praj.g_00997	Syap.g_01872
OG0001133	Praj.g_01040	Syap.g_01292
OG0001136	Praj.g_01463	Syap.g_00230
OG0001137	Praj.g_01452	Syap.g_00213
OG0001140	Praj.g_01429	Syap.g_02134
OG0001152	Praj.g_01591	Syap.g_02447
OG0001154	Praj.g_01663	Syap.g_00013
OG0001155	Praj.g_01679	Syap.g_00750
OG0001160	Praj.g_01711	Syap.g_01217
OG0001162	Praj.g_01723	Syap.g_02366
OG0001163	Praj.g_01761	Syap.g_00609
OG0001164	Praj.g_01765	Syap.g_00614
OG0001165	Praj.g_01767	Syap.g_00619
OG0001168	Praj.g_01804	Syap.g_01372
OG0001171	Praj.g_01818	Syap.g_01505
OG0001172	Praj.g_01872	Syap.g_00547
OG0001177	Praj.g_01891	Syap.g_01920
OG0001178	Praj.g_01236	Syap.g_01786, Syap.g_01787
OG0001179	Praj.g_01935	Syap.g_00491
OG0001180	Praj.g_01958	Syap.g_00097, Syap.g_00465
OG0001181	Praj.g_01962	Syap.g_00459
OG0001183	Praj.g_01976	Syap.g_00594
OG0001185	Praj.g_02007	Syap.g_01104
OG0001186	Praj.g_02046	Syap.g_01140
OG0001187	Praj.g_02060	Syap.g_01142
OG0001188	Praj.g_02062	Syap.g_00634
OG0001189	Praj.g_02079	Syap.g_00979
OG0001191	Praj.g_02094	Syap.g_01030
OG0001192	Praj.g_02099	Syap.g_01021
OG0001197	Praj.g_02138	Syap.g_00126
OG0001198	Praj.g_02146	Syap.g_00052
OG0001199	Praj.g_00112	Syap.g_01696
OG0001200	Praj.g_00114	Syap.g_01698
OG0001202	Praj.g_00239	Syap.g_01613
OG0001203	Praj.g_00278	Syap.g_01154
OG0001204	Praj.g_00284	Syap.g_01577
OG0001214	Praj.g_00625	Syap.g_00897
OG0001217	Praj.g_00091	Syap.g_01464
OG0001218	Praj.g_00740	Syap.g_00020
OG0001219	Praj.g_00915	Syap.g_02794
OG0001221	Praj.g_00899	Syap.g_01777
OG0001222	Praj.g_00847	Syap.g_02027
OG0001224	Praj.g_01020	Syap.g_01551
OG0001225	Praj.g_01022	Syap.g_01553
OG0001228	Praj.g_01411	Syap.g_01063
OG0001229	Praj.g_01160	Syap.g_00827
OG0001230	Praj.g_01623	Syap.g_02116
OG0001231	Praj.g_00744	Syap.g_00073
OG0001232	Praj.g_01789	Syap.g_01393
OG0001235	Praj.g_01888	Syap.g_01924
OG0001236	Praj.g_01989	Syap.g_01069
OG0001237	Praj.g_01993	Syap.g_01073
OG0001238	Praj.g_02095	Syap.g_01028
OG0001239	Praj.g_00109	Syap.g_01693, Syap.g_01692
OG0001242	Praj.g_00159	Syap.g_02227, Syap.g_02229
OG0001243	Praj.g_00166	Syap.g_02219
OG0001244	Praj.g_00182	Syap.g_02192
OG0001246	Praj.g_00496	Syap.g_00267, Syap.g_01165
OG0001248	Praj.g_00678	Syap.g_00423
OG0001249	Praj.g_00373	Syap.g_00575
OG0001251	Praj.g_01858	Syap.g_01549, Syap.g_01727
OG0001253	Praj.g_01728	Syap.g_01969
OG0001255	Praj.g_01477	Syap.g_02523
OG0001256	Praj.g_01719	Syap.g_01225
OG0001257	Praj.g_01724	Syap.g_00374, Syap.g_00373
OG0001260	Praj.g_01824	Syap.g_01497
OG0001261	Praj.g_01943	Syap.g_00482
OG0001262	Praj.g_02077	Syap.g_00981
OG0001263	Praj.g_00169	Syap.g_02216
OG0001277	Praj.g_02123	Syap.g_01293
OG0001279	Praj.g_01155	Syap.g_02663
OG0001282	Praj.g_01576	Syap.g_01701
OG0001284	Praj.g_01705	Syap.g_00047
OG0001286	Praj.g_01956	Syap.g_00467
OG0001287	Praj.g_02014	Syap.g_00418
OG0001288	Praj.g_02025	Syap.g_01123
OG0001289	Praj.g_00125	Syap.g_02365
OG0001297	Praj.g_00506	Syap.g_00255
OG0001299	Praj.g_00655	Syap.g_01959
OG0001303	Praj.g_01344	Syap.g_02795
OG0001304	Praj.g_01006	Syap.g_00536
OG0001305	Praj.g_00842	Syap.g_01562
OG0001306	Praj.g_01475	Syap.g_00245
OG0001307	Praj.g_01547	Syap.g_00403
OG0001308	Praj.g_01642	Syap.g_02751, Syap.g_02750
OG0001310	Praj.g_01779	Syap.g_01774
OG0001311	Praj.g_00998	Syap.g_01871
OG0001312	Praj.g_00924	Syap.g_01735
OG0001315	Praj.g_01974	Syap.g_00596
OG0001318	Praj.g_00295	Syap.g_01596, Syap.g_01597
OG0001326	Praj.g_01850	Syap.g_02646
OG0001332	Praj.g_01677	Syap.g_01548
OG0001336	Praj.g_02133	Syap.g_02602
OG0001337	Praj.g_00367	Syap.g_00576
OG0001345	Praj.g_01441	Syap.g_01877, Syap.g_02776
OG0001346	Praj.g_01529	Syap.g_01484
OG0001347	Praj.g_02039	Syap.g_02536
OG0001348	Praj.g_01082	Syap.g_00938
OG0001351	Praj.g_00448	Syap.g_01996
OG0001358	Praj.g_00608	Syap.g_00942
OG0001360	Praj.g_01439	Syap.g_01881, Syap.g_02778
OG0001365	Praj.g_02088	Syap.g_00138
OG0001366	Praj.g_01565, Praj.g_00037, Praj.g_01597	Syap.g_01399
OG0001368	Praj.g_01171, Praj.g_01152	Syap.g_01576
OG0001371	Praj.g_00671	Syap.g_02545, Syap.g_02544
OG0001373	Praj.g_01849	Syap.g_02647
OG0001374	Praj.g_01857	Syap.g_01829, Syap.g_01830
OG0001376	Praj.g_00854	Syap.g_01991
OG0001377	Praj.g_00855	Syap.g_01992
OG0001378	Praj.g_00428	Syap.g_02055
OG0001385	Praj.g_01846	Syap.g_02650
OG0001386	Praj.g_01847	Syap.g_02649
OG0001387	Praj.g_01848	Syap.g_02648
OG0001388	Praj.g_01851	Syap.g_02645
OG0001389	Praj.g_01852	Syap.g_02644
OG0001390	Praj.g_01853	Syap.g_02643
OG0001391	Praj.g_01854	Syap.g_01833
OG0001392	Praj.g_01855	Syap.g_01832
OG0001393	Praj.g_01856	Syap.g_01831
OG0001394	Praj.g_00903	Syap.g_00159
OG0001395	Praj.g_01009	Syap.g_00531
OG0001396	Praj.g_02040	Syap.g_02537
OG0001398	Praj.g_00717	Syap.g_02356
OG0001401	Praj.g_00807	Syap.g_01844
OG0001406	Praj.g_00853	Syap.g_01989
OG0001408	Praj.g_00082	Syap.g_01862
OG0001412	Praj.g_02038	Syap.g_02535
OG0001415	Praj.g_00270	Syap.g_00447, Syap.g_00446
OG0001418	Praj.g_00677	Syap.g_00221
OG0001420	Praj.g_01142	Syap.g_02736
OG0001422	Praj.g_01041	Syap.g_01682
OG0001425	Praj.g_02098	Syap.g_01024
OG0001432	Praj.g_00988	Syap.g_01967
OG0001433	Praj.g_01118	Syap.g_00790
OG0001434	Praj.g_00908	Syap.g_00167
OG0001435	Praj.g_00883	Syap.g_01259
OG0001437	Praj.g_00269	Syap.g_00448
OG0001439	Praj.g_00342	Syap.g_01674
OG0001441	Praj.g_00513	Syap.g_02749
OG0001443	Praj.g_01841	Syap.g_01006
OG0001447	Praj.g_00167	Syap.g_02218
OG0001453	Praj.g_00967	Syap.g_02687
OG0001456	Praj.g_01503	Syap.g_01828
OG0001457	Praj.g_01502	Syap.g_01826
OG0001458	Praj.g_01501	Syap.g_01825
OG0001459	Praj.g_01123	Syap.g_00351
OG0001460	Praj.g_01117	Syap.g_00789
OG0001461	Praj.g_01381	Syap.g_02707
