Orthogroup	Praj	Prab
OG0000565	Praj.g_00552	Prab.g_00565
OG0000566	Praj.g_00554	Prab.g_00568
OG0000567	Praj.g_00558	Prab.g_00572
OG0000568	Praj.g_00559	Prab.g_00573
OG0000569	Praj.g_00560	Prab.g_00574
OG0000570	Praj.g_00561	Prab.g_00575
OG0000571	Praj.g_00563	Prab.g_00577
OG0000572	Praj.g_00574	Prab.g_00590
OG0000573	Praj.g_00579	Prab.g_00596
OG0000574	Praj.g_00581	Prab.g_00597
OG0000575	Praj.g_00584	Prab.g_00601
OG0000576	Praj.g_00586	Prab.g_00603
OG0000577	Praj.g_00587	Prab.g_00604
OG0000578	Praj.g_00588	Prab.g_00605
OG0000579	Praj.g_00589	Prab.g_00606
OG0000580	Praj.g_00590	Prab.g_00607
OG0000581	Praj.g_00593	Prab.g_00609
OG0000582	Praj.g_00596	Prab.g_00612
OG0000583	Praj.g_00597	Prab.g_00613
OG0000584	Praj.g_00598	Prab.g_00614
OG0000585	Praj.g_00600	Prab.g_00616
OG0000586	Praj.g_00601	Prab.g_00617
OG0000587	Praj.g_00602	Prab.g_00618
OG0000588	Praj.g_00606	Prab.g_00622
OG0000589	Praj.g_00609	Prab.g_00625
OG0000590	Praj.g_00610	Prab.g_00626
OG0000591	Praj.g_00613	Prab.g_00630
OG0000592	Praj.g_00614	Prab.g_00631
OG0000593	Praj.g_00620	Prab.g_00637
OG0000594	Praj.g_00621	Prab.g_00638
OG0000595	Praj.g_00622	Prab.g_00639
OG0000596	Praj.g_00626	Prab.g_00643
OG0000597	Praj.g_00628	Prab.g_00645
OG0000598	Praj.g_00629	Prab.g_00646
OG0000599	Praj.g_00632	Prab.g_00649
OG0000600	Praj.g_00633	Prab.g_00650
OG0000601	Praj.g_00634	Prab.g_00651
OG0000602	Praj.g_00636	Prab.g_00653
OG0000603	Praj.g_00637	Prab.g_00654
OG0000604	Praj.g_00638	Prab.g_00655
OG0000605	Praj.g_00639	Prab.g_00656
OG0000606	Praj.g_00642	Prab.g_00659
OG0000607	Praj.g_00645	Prab.g_00662
OG0000608	Praj.g_00646	Prab.g_00663
OG0000609	Praj.g_00647	Prab.g_00664
OG0000610	Praj.g_00653	Prab.g_00669
OG0000611	Praj.g_00656	Prab.g_00672
OG0000612	Praj.g_00657	Prab.g_00673
OG0000613	Praj.g_00663	Prab.g_00678
OG0000614	Praj.g_00686	Prab.g_00697
OG0000615	Praj.g_00693	Prab.g_00705
OG0000616	Praj.g_02137	Prab.g_00711
OG0000617	Praj.g_00704	Prab.g_00729
OG0000618	Praj.g_00705	Prab.g_00730
OG0000619	Praj.g_00706	Prab.g_00731
OG0000620	Praj.g_00709	Prab.g_00734
OG0000621	Praj.g_00710	Prab.g_00735
OG0000622	Praj.g_00711	Prab.g_00736
OG0000623	Praj.g_00712	Prab.g_00737
OG0000624	Praj.g_00714	Prab.g_00738
OG0000625	Praj.g_00715	Prab.g_00739
OG0000626	Praj.g_00716	Prab.g_00740
OG0000627	Praj.g_00718	Prab.g_00741
OG0000628	Praj.g_00719	Prab.g_00742
OG0000629	Praj.g_00720	Prab.g_00743
OG0000630	Praj.g_00723	Prab.g_00746
OG0000631	Praj.g_00917	Prab.g_00831
OG0000632	Praj.g_00918	Prab.g_00832
OG0000633	Praj.g_00919	Prab.g_00833
OG0000634	Praj.g_00765	Prab.g_00836
OG0000635	Praj.g_00766	Prab.g_00837
OG0000636	Praj.g_00768	Prab.g_00839
OG0000637	Praj.g_00770	Prab.g_00841
OG0000638	Praj.g_00771	Prab.g_00842
OG0000639	Praj.g_00772	Prab.g_00843
OG0000640	Praj.g_00773	Prab.g_00844
OG0000641	Praj.g_00777	Prab.g_00848
OG0000642	Praj.g_00778	Prab.g_00849
OG0000643	Praj.g_00779	Prab.g_00850
OG0000644	Praj.g_00780	Prab.g_00851
OG0000645	Praj.g_00781	Prab.g_00852
OG0000646	Praj.g_00784	Prab.g_00854
OG0000647	Praj.g_00786	Prab.g_00855
OG0000648	Praj.g_00788	Prab.g_00857
OG0000649	Praj.g_00789	Prab.g_00858
OG0000650	Praj.g_00790	Prab.g_00859
OG0000651	Praj.g_00791	Prab.g_00860
OG0000652	Praj.g_00792	Prab.g_00861
OG0000653	Praj.g_00794	Prab.g_00863
OG0000654	Praj.g_00795	Prab.g_00864
OG0000655	Praj.g_00796	Prab.g_00865
OG0000656	Praj.g_00799	Prab.g_00868
OG0000657	Praj.g_00806	Prab.g_00875
OG0000658	Praj.g_00808	Prab.g_00876
OG0000659	Praj.g_00809	Prab.g_00877
OG0000660	Praj.g_00814	Prab.g_00881
OG0000661	Praj.g_00816	Prab.g_00883
OG0000662	Praj.g_00818	Prab.g_00885
OG0000663	Praj.g_00820	Prab.g_00887
OG0000664	Praj.g_00821	Prab.g_00888
OG0000665	Praj.g_00826	Prab.g_00892
OG0000666	Praj.g_00827	Prab.g_00893
OG0000667	Praj.g_00831	Prab.g_00898
OG0000668	Praj.g_00869	Prab.g_01084
OG0000669	Praj.g_00877	Prab.g_01076
OG0000670	Praj.g_00880	Prab.g_01074
OG0000671	Praj.g_00882	Prab.g_01072
OG0000672	Praj.g_00885	Prab.g_01070
OG0000673	Praj.g_00888	Prab.g_01067
OG0000674	Praj.g_00890	Prab.g_01065
OG0000675	Praj.g_00891	Prab.g_01064
OG0000676	Praj.g_00893	Prab.g_01062
OG0000677	Praj.g_00894	Prab.g_01061
OG0000678	Praj.g_00897	Prab.g_01059
OG0000679	Praj.g_00901	Prab.g_01055
OG0000680	Praj.g_00902	Prab.g_01054
OG0000681	Praj.g_00905	Prab.g_01052
OG0000682	Praj.g_00906	Prab.g_01051
OG0000683	Praj.g_00907	Prab.g_01050
OG0000684	Praj.g_00748	Prab.g_01048
OG0000685	Praj.g_00750	Prab.g_01046
OG0000686	Praj.g_00751	Prab.g_01045
OG0000687	Praj.g_00752	Prab.g_01044
OG0000688	Praj.g_00755	Prab.g_01041
OG0000689	Praj.g_00756	Prab.g_01040
OG0000690	Praj.g_00757	Prab.g_01039
OG0000691	Praj.g_00758	Prab.g_01038
OG0000692	Praj.g_00760	Prab.g_01036
OG0000693	Praj.g_00761	Prab.g_01035
OG0000694	Praj.g_00762	Prab.g_01034
OG0000695	Praj.g_00921	Prab.g_01032
OG0000696	Praj.g_00922	Prab.g_01031
OG0000697	Praj.g_00923	Prab.g_01030
OG0000698	Praj.g_00926	Prab.g_01027
OG0000699	Praj.g_00927	Prab.g_01026
OG0000700	Praj.g_00928	Prab.g_01025
OG0000701	Praj.g_00929	Prab.g_01024
OG0000702	Praj.g_00931	Prab.g_01022
OG0000703	Praj.g_00932	Prab.g_01021
OG0000704	Praj.g_00933	Prab.g_01020
OG0000705	Praj.g_00939	Prab.g_01016
OG0000706	Praj.g_00940	Prab.g_01015
OG0000707	Praj.g_00941	Prab.g_01014
OG0000708	Praj.g_00943	Prab.g_01013
OG0000709	Praj.g_00947	Prab.g_01009
OG0000710	Praj.g_00950	Prab.g_01006
OG0000711	Praj.g_00966	Prab.g_00989
OG0000712	Praj.g_00968	Prab.g_00987
OG0000713	Praj.g_00969	Prab.g_00986
OG0000714	Praj.g_00970	Prab.g_00985
OG0000715	Praj.g_00972	Prab.g_00983
OG0000716	Praj.g_00973	Prab.g_00981
OG0000717	Praj.g_00974	Prab.g_00980
OG0000718	Praj.g_00991	Prab.g_00960
OG0000719	Praj.g_00992	Prab.g_00958
OG0000720	Praj.g_01002	Prab.g_00949
OG0000721	Praj.g_01003	Prab.g_00947
OG0000722	Praj.g_01004	Prab.g_00946
OG0000723	Praj.g_01008	Prab.g_00943
OG0000724	Praj.g_01019	Prab.g_00934
OG0000725	Praj.g_00845	Prab.g_00928
OG0000726	Praj.g_00844	Prab.g_00927
OG0000727	Praj.g_00843	Prab.g_00926
OG0000728	Praj.g_00841	Prab.g_00924
OG0000729	Praj.g_02022	Prab.g_01146
OG0000730	Praj.g_00378	Prab.g_01150
OG0000731	Praj.g_00386	Prab.g_01154
OG0000732	Praj.g_02081	Prab.g_01164
OG0000733	Praj.g_01833	Prab.g_01187
OG0000734	Praj.g_01476	Prab.g_01204
OG0000735	Praj.g_01474	Prab.g_01206
OG0000736	Praj.g_01473	Prab.g_01207
OG0000737	Praj.g_01472	Prab.g_01208
OG0000738	Praj.g_01468	Prab.g_01212
OG0000739	Praj.g_01467	Prab.g_01213
OG0000740	Praj.g_01466	Prab.g_01214
OG0000741	Praj.g_01464	Prab.g_01215
OG0000742	Praj.g_01462	Prab.g_01218
OG0000743	Praj.g_01460	Prab.g_01220
OG0000744	Praj.g_01459	Prab.g_01221
OG0000745	Praj.g_01458	Prab.g_01222
OG0000746	Praj.g_01456	Prab.g_01224
OG0000747	Praj.g_01455	Prab.g_01225
OG0000748	Praj.g_01451	Prab.g_01228
OG0000749	Praj.g_01450	Prab.g_01229
OG0000750	Praj.g_01449	Prab.g_01230
OG0000751	Praj.g_01446	Prab.g_01232
OG0000752	Praj.g_01444	Prab.g_01234
OG0000753	Praj.g_01442	Prab.g_01237
OG0000754	Praj.g_01438	Prab.g_01240
OG0000755	Praj.g_01434	Prab.g_01243
OG0000756	Praj.g_01433	Prab.g_01244
OG0000757	Praj.g_01426	Prab.g_01250
OG0000758	Praj.g_01425	Prab.g_01251
OG0000759	Praj.g_01424	Prab.g_01252
OG0000760	Praj.g_01423	Prab.g_01253
OG0000761	Praj.g_01422	Prab.g_01254
OG0000762	Praj.g_01421	Prab.g_01255
OG0000763	Praj.g_01419	Prab.g_01257
OG0000764	Praj.g_01418	Prab.g_01258
OG0000765	Praj.g_01409	Prab.g_01267
OG0000766	Praj.g_01408	Prab.g_01268
OG0000767	Praj.g_01407	Prab.g_01270
OG0000768	Praj.g_01406	Prab.g_01271
OG0000769	Praj.g_01404	Prab.g_01273
OG0000770	Praj.g_01403	Prab.g_01275
OG0000771	Praj.g_01014	Prab.g_01284
OG0000772	Praj.g_01246	Prab.g_01303
OG0000773	Praj.g_01519	Prab.g_01317
OG0000774	Praj.g_01522	Prab.g_01319
OG0000775	Praj.g_01523	Prab.g_01321
OG0000776	Praj.g_01524	Prab.g_01322
OG0000777	Praj.g_01525	Prab.g_01323
OG0000778	Praj.g_01526	Prab.g_01324
OG0000779	Praj.g_01530	Prab.g_01328
OG0000780	Praj.g_01531	Prab.g_01329
OG0000781	Praj.g_01534	Prab.g_01332
OG0000782	Praj.g_01535	Prab.g_01333
OG0000783	Praj.g_01536	Prab.g_01334
OG0000784	Praj.g_01537	Prab.g_01335
OG0000785	Praj.g_01539	Prab.g_01337
OG0000786	Praj.g_01542	Prab.g_01339
OG0000787	Praj.g_01543	Prab.g_01340
OG0000788	Praj.g_00732	Prab.g_01348
OG0000789	Praj.g_01011	Prab.g_01351
OG0000790	Praj.g_01580	Prab.g_01365
OG0000791	Praj.g_01582	Prab.g_01367
OG0000792	Praj.g_01583	Prab.g_01368
OG0000793	Praj.g_01586	Prab.g_01371
OG0000794	Praj.g_01587	Prab.g_01372
OG0000795	Praj.g_01588	Prab.g_01373
OG0000796	Praj.g_01592	Prab.g_01377
OG0000797	Praj.g_01593	Prab.g_01378
OG0000799	Praj.g_01613	Prab.g_01448
OG0000800	Praj.g_01614	Prab.g_01449
OG0000801	Praj.g_01615	Prab.g_01450
OG0000802	Praj.g_01617	Prab.g_01452
OG0000803	Praj.g_01619	Prab.g_01454
OG0000804	Praj.g_01620	Prab.g_01455
OG0000805	Praj.g_01622	Prab.g_01457
OG0000806	Praj.g_01624	Prab.g_01459
OG0000807	Praj.g_01625	Prab.g_01460
OG0000808	Praj.g_01626	Prab.g_01461
OG0000809	Praj.g_01630	Prab.g_01464
OG0000810	Praj.g_01631	Prab.g_01465
OG0000811	Praj.g_01635	Prab.g_01469
OG0000812	Praj.g_01637	Prab.g_01471
OG0000813	Praj.g_01638	Prab.g_01472
OG0000814	Praj.g_01640	Prab.g_01474
OG0000815	Praj.g_01641	Prab.g_01475
OG0000816	Praj.g_01643	Prab.g_01477
OG0000817	Praj.g_01644	Prab.g_01478
OG0000818	Praj.g_01648	Prab.g_01483
OG0000819	Praj.g_01649	Prab.g_01484
OG0000820	Praj.g_01650	Prab.g_01485
OG0000821	Praj.g_01653	Prab.g_01489
OG0000822	Praj.g_01654	Prab.g_01490
OG0000823	Praj.g_01655	Prab.g_01491
OG0000824	Praj.g_01658	Prab.g_01494
OG0000825	Praj.g_01659	Prab.g_01495
OG0000826	Praj.g_01660	Prab.g_01496
OG0000827	Praj.g_01661	Prab.g_01497
OG0000828	Praj.g_01664	Prab.g_01500
OG0000829	Praj.g_01665	Prab.g_01501
OG0000830	Praj.g_01666	Prab.g_01502
OG0000831	Praj.g_01668	Prab.g_01504
OG0000832	Praj.g_01678	Prab.g_01510
OG0000833	Praj.g_01686	Prab.g_01518
OG0000834	Praj.g_01687	Prab.g_01519
OG0000835	Praj.g_01688	Prab.g_01520
OG0000836	Praj.g_01690	Prab.g_01521
OG0000837	Praj.g_01691	Prab.g_01522
OG0000838	Praj.g_01693	Prab.g_01524
OG0000839	Praj.g_01694	Prab.g_01525
OG0000840	Praj.g_01695	Prab.g_01526
OG0000841	Praj.g_01696	Prab.g_01527
OG0000842	Praj.g_01697	Prab.g_01528
OG0000843	Praj.g_01698	Prab.g_01529
OG0000844	Praj.g_01699	Prab.g_01530
OG0000845	Praj.g_01700	Prab.g_01531
OG0000846	Praj.g_01701	Prab.g_01532
OG0000847	Praj.g_01702	Prab.g_01533
OG0000848	Praj.g_01703	Prab.g_01534
OG0000849	Praj.g_01704	Prab.g_01535
OG0000850	Praj.g_01706	Prab.g_01537
OG0000851	Praj.g_01707	Prab.g_01538
OG0000852	Praj.g_01708	Prab.g_01539
OG0000853	Praj.g_01713	Prab.g_01543
OG0000854	Praj.g_01715	Prab.g_01545
OG0000855	Praj.g_01716	Prab.g_01546
OG0000856	Praj.g_01599	Prab.g_01563
OG0000857	Praj.g_00785	Prab.g_01601
OG0000858	Praj.g_01763	Prab.g_01663
OG0000859	Praj.g_01764	Prab.g_01664
OG0000860	Praj.g_01770	Prab.g_01671
OG0000861	Praj.g_01771	Prab.g_01672
OG0000862	Praj.g_01772	Prab.g_01673
OG0000863	Praj.g_01773	Prab.g_01675
OG0000864	Praj.g_01774	Prab.g_01676
OG0000865	Praj.g_01775	Prab.g_01677
OG0000866	Praj.g_01776	Prab.g_01678
OG0000867	Praj.g_01777	Prab.g_01679
OG0000868	Praj.g_01778	Prab.g_01680
OG0000869	Praj.g_01781	Prab.g_01684
OG0000870	Praj.g_01786	Prab.g_01689
OG0000871	Praj.g_01787	Prab.g_01690
OG0000872	Praj.g_01788	Prab.g_01691
OG0000873	Praj.g_01791	Prab.g_01694
OG0000874	Praj.g_01794	Prab.g_01697
OG0000875	Praj.g_01796	Prab.g_01698
OG0000876	Praj.g_01797	Prab.g_01699
OG0000877	Praj.g_01799	Prab.g_01701
OG0000878	Praj.g_01800	Prab.g_01702
OG0000879	Praj.g_01801	Prab.g_01703
OG0000880	Praj.g_01802	Prab.g_01704
OG0000881	Praj.g_01805	Prab.g_01708
OG0000882	Praj.g_01810	Prab.g_01713
OG0000883	Praj.g_01812	Prab.g_01714
OG0000884	Praj.g_01814	Prab.g_01716
OG0000885	Praj.g_01815	Prab.g_01717
OG0000886	Praj.g_01816	Prab.g_01718
OG0000887	Praj.g_01817	Prab.g_01719
OG0000888	Praj.g_01819	Prab.g_01721
OG0000889	Praj.g_01821	Prab.g_01723
OG0000890	Praj.g_01822	Prab.g_01724
OG0000891	Praj.g_01823	Prab.g_01725
OG0000892	Praj.g_01825	Prab.g_01727
OG0000893	Praj.g_01868	Prab.g_01731
OG0000894	Praj.g_01871	Prab.g_01733
OG0000895	Praj.g_01874	Prab.g_01736
OG0000896	Praj.g_01875	Prab.g_01737
OG0000897	Praj.g_01877	Prab.g_01739
OG0000898	Praj.g_01878	Prab.g_01740
OG0000899	Praj.g_01879	Prab.g_01741
OG0000900	Praj.g_01880	Prab.g_01742
OG0000901	Praj.g_01883	Prab.g_01745
OG0000902	Praj.g_01885	Prab.g_01747
OG0000903	Praj.g_01894	Prab.g_01750
OG0000904	Praj.g_01889	Prab.g_01752
OG0000905	Praj.g_01887	Prab.g_01756
OG0000906	Praj.g_01886	Prab.g_01757
OG0000907	Praj.g_01909	Prab.g_01760
OG0000908	Praj.g_01912	Prab.g_01763
OG0000909	Praj.g_01913	Prab.g_01764
OG0000910	Praj.g_01914	Prab.g_01765
OG0000911	Praj.g_01916	Prab.g_01767
OG0000912	Praj.g_01917	Prab.g_01768
OG0000913	Praj.g_01918	Prab.g_01769
OG0000914	Praj.g_01919	Prab.g_01770
OG0000915	Praj.g_01920	Prab.g_01771
OG0000916	Praj.g_01921	Prab.g_01772
OG0000917	Praj.g_01922	Prab.g_01773
OG0000918	Praj.g_01923	Prab.g_01774
OG0000919	Praj.g_01924	Prab.g_01775
OG0000920	Praj.g_01925	Prab.g_01776
OG0000921	Praj.g_01926	Prab.g_01777
OG0000922	Praj.g_01927	Prab.g_01778
OG0000923	Praj.g_01931	Prab.g_01782
OG0000924	Praj.g_01932	Prab.g_01783
OG0000925	Praj.g_01933	Prab.g_01784
OG0000926	Praj.g_01934	Prab.g_01785
OG0000927	Praj.g_01936	Prab.g_01787
OG0000928	Praj.g_01937	Prab.g_01788
OG0000929	Praj.g_01938	Prab.g_01789
OG0000930	Praj.g_01939	Prab.g_01790
OG0000931	Praj.g_01940	Prab.g_01791
OG0000932	Praj.g_01941	Prab.g_01792
OG0000933	Praj.g_01945	Prab.g_01796
OG0000934	Praj.g_01947	Prab.g_01798
OG0000935	Praj.g_01948	Prab.g_01799
OG0000936	Praj.g_01949	Prab.g_01800
OG0000937	Praj.g_01950	Prab.g_01801
OG0000938	Praj.g_01953	Prab.g_01803
OG0000939	Praj.g_01954	Prab.g_01804
OG0000940	Praj.g_01961	Prab.g_01811
OG0000941	Praj.g_01963	Prab.g_01813
OG0000942	Praj.g_01965	Prab.g_01815
OG0000943	Praj.g_01966	Prab.g_01816
OG0000944	Praj.g_01968	Prab.g_01817
OG0000945	Praj.g_01969	Prab.g_01818
OG0000946	Praj.g_01975	Prab.g_01822
OG0000947	Praj.g_01977	Prab.g_01824
OG0000948	Praj.g_01978	Prab.g_01825
OG0000949	Praj.g_01981	Prab.g_01828
OG0000950	Praj.g_01986	Prab.g_01833
OG0000951	Praj.g_01990	Prab.g_01836
OG0000952	Praj.g_01994	Prab.g_01840
OG0000953	Praj.g_01998	Prab.g_01843
OG0000954	Praj.g_02002	Prab.g_01847
OG0000955	Praj.g_02003	Prab.g_01848
OG0000956	Praj.g_02005	Prab.g_01850
OG0000957	Praj.g_02010	Prab.g_01855
OG0000958	Praj.g_02011	Prab.g_01856
OG0000959	Praj.g_02015	Prab.g_01860
OG0000960	Praj.g_02016	Prab.g_01861
OG0000961	Praj.g_02019	Prab.g_01863
OG0000962	Praj.g_02021	Prab.g_01865
OG0000963	Praj.g_02026	Prab.g_01869
OG0000964	Praj.g_02027	Prab.g_01870
OG0000965	Praj.g_02028	Prab.g_01871
OG0000966	Praj.g_02059	Prab.g_01879
OG0000967	Praj.g_02063	Prab.g_01883
OG0000968	Praj.g_02065	Prab.g_01885
OG0000969	Praj.g_02066	Prab.g_01886
OG0000970	Praj.g_02067	Prab.g_01887
OG0000971	Praj.g_02068	Prab.g_01888
OG0000972	Praj.g_02069	Prab.g_01889
OG0000973	Praj.g_02070	Prab.g_01890
OG0000974	Praj.g_02071	Prab.g_01891
OG0000975	Praj.g_02072	Prab.g_01892
OG0000976	Praj.g_02073	Prab.g_01893
OG0000977	Praj.g_02074	Prab.g_01894
OG0000978	Praj.g_02075	Prab.g_01895
OG0000979	Praj.g_02078	Prab.g_01898
OG0000980	Praj.g_02080	Prab.g_01900
OG0000981	Praj.g_02083	Prab.g_01902
OG0000982	Praj.g_02085	Prab.g_01904
OG0000983	Praj.g_02086	Prab.g_01905
OG0000984	Praj.g_02087	Prab.g_01906
OG0000985	Praj.g_02090	Prab.g_01909
OG0000986	Praj.g_02092	Prab.g_01911
OG0000987	Praj.g_02093	Prab.g_01912
OG0000988	Praj.g_02096	Prab.g_01915
OG0000989	Praj.g_02100	Prab.g_01919
OG0000990	Praj.g_02105	Prab.g_01922
OG0000991	Praj.g_02106	Prab.g_01923
OG0000992	Praj.g_02109	Prab.g_01925
OG0000993	Praj.g_02110	Prab.g_01926
OG0000994	Praj.g_02111	Prab.g_01927
OG0000995	Praj.g_02115	Prab.g_01931
OG0000996	Praj.g_02116	Prab.g_01932
OG0000997	Praj.g_02124	Prab.g_01933
OG0000998	Praj.g_02126	Prab.g_01935
OG0000999	Praj.g_02127	Prab.g_01936
OG0001000	Praj.g_02130, Praj.g_02131	Prab.g_01939
OG0001001	Praj.g_02134	Prab.g_01941
OG0001002	Praj.g_02139	Prab.g_01945
OG0001003	Praj.g_02141	Prab.g_01947
OG0001004	Praj.g_02142	Prab.g_01948
OG0001005	Praj.g_02143	Prab.g_01949
OG0001006	Praj.g_02147	Prab.g_01953
OG0001007	Praj.g_02149	Prab.g_01955
OG0001008	Praj.g_00431	Prab.g_00440
OG0001009	Praj.g_00027	Prab.g_00027
OG0001010	Praj.g_00028	Prab.g_00028
OG0001011	Praj.g_00029	Prab.g_00029
OG0001012	Praj.g_00047	Prab.g_00042
OG0001013	Praj.g_00052	Prab.g_00047
OG0001014	Praj.g_00055	Prab.g_00050
OG0001015	Praj.g_00056	Prab.g_00051
OG0001016	Praj.g_00111	Prab.g_00065
OG0001017	Praj.g_00115	Prab.g_00069
OG0001018	Praj.g_00118	Prab.g_00072
OG0001019	Praj.g_00127	Prab.g_00081
OG0001020	Praj.g_00128	Prab.g_00082
OG0001021	Praj.g_00129	Prab.g_00083
OG0001022	Praj.g_00132	Prab.g_00085
OG0001023	Praj.g_00133	Prab.g_00086
OG0001024	Praj.g_00136	Prab.g_00089
OG0001025	Praj.g_00143	Prab.g_00095
OG0001026	Praj.g_00151	Prab.g_00102
OG0001027	Praj.g_00152	Prab.g_00103
OG0001028	Praj.g_00154	Prab.g_00105
OG0001029	Praj.g_00156	Prab.g_00106
OG0001030	Praj.g_00172	Prab.g_00120
OG0001031	Praj.g_00226	Prab.g_00177
OG0001032	Praj.g_00227	Prab.g_00178
OG0001033	Praj.g_00247	Prab.g_00199
OG0001034	Praj.g_00276	Prab.g_00227
OG0001035	Praj.g_00293	Prab.g_00244
OG0001036	Praj.g_00297	Prab.g_00248
OG0001037	Praj.g_00298	Prab.g_00249
OG0001038	Praj.g_00314	Prab.g_00266
OG0001039	Praj.g_00316	Prab.g_00269
OG0001040	Praj.g_00319	Prab.g_00271
OG0001041	Praj.g_00323	Prab.g_00275
OG0001042	Praj.g_00339	Prab.g_00292
OG0001043	Praj.g_00340	Prab.g_00293
OG0001044	Praj.g_00379	Prab.g_00321
OG0001045	Praj.g_00388	Prab.g_00329
OG0001046	Praj.g_01081	Prab.g_00367
OG0001047	Praj.g_00433	Prab.g_00442
OG0001048	Praj.g_00434	Prab.g_00443
OG0001049	Praj.g_00436	Prab.g_00445
OG0001050	Praj.g_00437	Prab.g_00446
OG0001051	Praj.g_00438	Prab.g_00447
OG0001052	Praj.g_00464	Prab.g_00475
OG0001053	Praj.g_00476	Prab.g_00487
OG0001054	Praj.g_00490	Prab.g_00502
OG0001055	Praj.g_00509	Prab.g_00521
OG0001056	Praj.g_00527	Prab.g_00540
OG0001057	Praj.g_00532	Prab.g_00545
OG0001058	Praj.g_00540	Prab.g_00553
OG0001059	Praj.g_00544	Prab.g_00557
OG0001060	Praj.g_00551	Prab.g_00564
OG0001061	Praj.g_00564	Prab.g_00578
OG0001062	Praj.g_00566	Prab.g_00580
OG0001063	Praj.g_00567	Prab.g_00582
OG0001064	Praj.g_00568	Prab.g_00583
OG0001065	Praj.g_00569	Prab.g_00584
OG0001066	Praj.g_00570	Prab.g_00585
OG0001067	Praj.g_00571	Prab.g_00586
OG0001068	Praj.g_00572	Prab.g_00587
OG0001069	Praj.g_00573	Prab.g_00588
OG0001070	Praj.g_00575	Prab.g_00591
OG0001071	Praj.g_00576	Prab.g_00592
OG0001072	Praj.g_00577	Prab.g_00594
OG0001073	Praj.g_00591	Prab.g_00608
OG0001074	Praj.g_00603	Prab.g_00619
OG0001075	Praj.g_00604	Prab.g_00620
OG0001076	Praj.g_00611	Prab.g_00629
OG0001077	Praj.g_00616	Prab.g_00633
OG0001078	Praj.g_00624	Prab.g_00641
OG0001079	Praj.g_00635	Prab.g_00652
OG0001080	Praj.g_00641	Prab.g_00658
OG0001081	Praj.g_00643	Prab.g_00660
OG0001082	Praj.g_00644	Prab.g_00661
OG0001083	Praj.g_00649	Prab.g_00666
OG0001084	Praj.g_00650	Prab.g_00667
OG0001085	Praj.g_00660	Prab.g_00675
OG0001086	Praj.g_00661	Prab.g_00676
OG0001087	Praj.g_00681	Prab.g_00693
OG0001088	Praj.g_00682	Prab.g_00694
OG0001089	Praj.g_00690	Prab.g_00702
OG0001090	Praj.g_00699	Prab.g_00724
OG0001091	Praj.g_00701	Prab.g_00726
OG0001092	Praj.g_00702	Prab.g_00727
OG0001093	Praj.g_00707	Prab.g_00732
OG0001094	Praj.g_00763	Prab.g_00834
OG0001095	Praj.g_00782	Prab.g_00853
OG0001096	Praj.g_00797	Prab.g_00866
OG0001097	Praj.g_00817	Prab.g_00884
OG0001098	Praj.g_00835	Prab.g_00900
OG0001099	Praj.g_00872	Prab.g_01079
OG0001100	Praj.g_00879	Prab.g_01075
OG0001101	Praj.g_00881	Prab.g_01073
OG0001102	Praj.g_00884	Prab.g_01071
OG0001103	Praj.g_00886	Prab.g_01069
OG0001104	Praj.g_00749	Prab.g_01047
OG0001105	Praj.g_00753	Prab.g_01043
OG0001106	Praj.g_00934	Prab.g_01019
OG0001107	Praj.g_00944	Prab.g_01012
OG0001108	Praj.g_00948	Prab.g_01008
OG0001109	Praj.g_00949	Prab.g_01007
OG0001110	Praj.g_00951	Prab.g_01005
OG0001111	Praj.g_00952	Prab.g_01004
OG0001112	Praj.g_00953	Prab.g_01003
OG0001113	Praj.g_00954	Prab.g_01002
OG0001114	Praj.g_00955	Prab.g_01001
OG0001115	Praj.g_00957	Prab.g_00999
OG0001116	Praj.g_00958	Prab.g_00998
OG0001117	Praj.g_00959	Prab.g_00997
OG0001118	Praj.g_00960	Prab.g_00996
OG0001119	Praj.g_00961	Prab.g_00995
OG0001120	Praj.g_00963	Prab.g_00993
OG0001121	Praj.g_01563	Prab.g_01184, Prab.g_00990
OG0001122	Praj.g_00993	Prab.g_00957
OG0001123	Praj.g_00997	Prab.g_00953
OG0001124	Praj.g_00999	Prab.g_00951
OG0001125	Praj.g_01001	Prab.g_00950
OG0001126	Praj.g_01012	Prab.g_00940
OG0001127	Praj.g_01013	Prab.g_00939
OG0001128	Praj.g_01016	Prab.g_00937
OG0001129	Praj.g_01017	Prab.g_00936
OG0001130	Praj.g_01018	Prab.g_00935
OG0001131	Praj.g_00852	Prab.g_01125
OG0001132	Praj.g_01063	Prab.g_01135
OG0001133	Praj.g_01040	Prab.g_01169
OG0001134	Praj.g_01832	Prab.g_01186
OG0001135	Praj.g_01835	Prab.g_01189
OG0001136	Praj.g_01463	Prab.g_01216
OG0001137	Praj.g_01452	Prab.g_01227
OG0001138	Praj.g_01432	Prab.g_01245
OG0001139	Praj.g_01430	Prab.g_01246
OG0001140	Praj.g_01429	Prab.g_01247
OG0001141	Praj.g_01428	Prab.g_01248
OG0001142	Praj.g_01427	Prab.g_01249
OG0001143	Praj.g_01420	Prab.g_01256
OG0001144	Praj.g_01415	Prab.g_01261
OG0001145	Praj.g_01520	Prab.g_01318
OG0001146	Praj.g_01532	Prab.g_01330
