Orthogroup	Syao	Syaj
OG0000571	Syao.g_00834	Syaj.g_00213
OG0000572	Syao.g_01033	Syaj.g_00230
OG0000573	Syao.g_01022	Syaj.g_00238
OG0000574	Syao.g_01021	Syaj.g_00242
OG0000575	Syao.g_01000	Syaj.g_00247
OG0000576	Syao.g_00996	Syaj.g_00249
OG0000577	Syao.g_00995	Syaj.g_00250
OG0000578	Syao.g_00994	Syaj.g_00251
OG0000579	Syao.g_00993	Syaj.g_00252
OG0000580	Syao.g_00992	Syaj.g_00253
OG0000581	Syao.g_01059	Syaj.g_00261
OG0000582	Syao.g_01204	Syaj.g_01338
OG0000583	Syao.g_01205	Syaj.g_01337
OG0000584	Syao.g_01206	Syaj.g_01336
OG0000585	Syao.g_01054	Syaj.g_01334
OG0000586	Syao.g_01055	Syaj.g_01333
OG0000587	Syao.g_01057	Syaj.g_01331
OG0000588	Syao.g_00406	Syaj.g_01313
OG0000589	Syao.g_01342	Syaj.g_01308
OG0000590	Syao.g_01341	Syaj.g_01307
OG0000591	Syao.g_01330	Syaj.g_01299
OG0000592	Syao.g_01329	Syaj.g_01298
OG0000593	Syao.g_00890	Syaj.g_01287
OG0000594	Syao.g_00891	Syaj.g_01286
OG0000595	Syao.g_00892	Syaj.g_01285
OG0000596	Syao.g_00897	Syaj.g_01280
OG0000597	Syao.g_00900	Syaj.g_01277
OG0000598	Syao.g_00901	Syaj.g_01276
OG0000599	Syao.g_00908	Syaj.g_01273
OG0000600	Syao.g_00909	Syaj.g_01272
OG0000601	Syao.g_00910	Syaj.g_01271
OG0000602	Syao.g_00914	Syaj.g_01266
OG0000603	Syao.g_00915	Syaj.g_01265
OG0000604	Syao.g_00918	Syaj.g_01262
OG0000606	Syao.g_00924	Syaj.g_00698
OG0000607	Syao.g_00927	Syaj.g_00702
OG0000608	Syao.g_00928	Syaj.g_00703
OG0000609	Syao.g_00930	Syaj.g_00705
OG0000610	Syao.g_00940	Syaj.g_00714
OG0000611	Syao.g_00943	Syaj.g_00717
OG0000612	Syao.g_00944	Syaj.g_00718
OG0000613	Syao.g_01979	Syaj.g_02500
OG0000614	Syao.g_00375	Syaj.g_00480
OG0000615	Syao.g_00978	Syaj.g_01065
OG0000616	Syao.g_02342	Syaj.g_02245
OG0000617	Syao.g_00486	Syaj.g_00952
OG0000618	Syao.g_00485	Syaj.g_00951
OG0000619	Syao.g_00484	Syaj.g_00950
OG0000620	Syao.g_00479	Syaj.g_00945
OG0000621	Syao.g_00478	Syaj.g_00944
OG0000622	Syao.g_00476	Syaj.g_00943
OG0000623	Syao.g_00475	Syaj.g_00942
OG0000624	Syao.g_00473	Syaj.g_00940
OG0000625	Syao.g_00472	Syaj.g_00939
OG0000626	Syao.g_00471	Syaj.g_00938
OG0000627	Syao.g_00567	Syaj.g_00765
OG0000628	Syao.g_00566	Syaj.g_00766
OG0000629	Syao.g_00590	Syaj.g_00769
OG0000630	Syao.g_00585	Syaj.g_00773
OG0000631	Syao.g_00644	Syaj.g_00786
OG0000632	Syao.g_00643	Syaj.g_00787
OG0000633	Syao.g_00642	Syaj.g_00789
OG0000634	Syao.g_00752	Syaj.g_01030
OG0000635	Syao.g_00753	Syaj.g_01029
OG0000636	Syao.g_00755	Syaj.g_01024
OG0000637	Syao.g_00757	Syaj.g_01022
OG0000638	Syao.g_00758	Syaj.g_01021
OG0000639	Syao.g_00759	Syaj.g_01020
OG0000640	Syao.g_00760	Syaj.g_01019
OG0000641	Syao.g_00764	Syaj.g_01015
OG0000642	Syao.g_00765	Syaj.g_01014
OG0000643	Syao.g_00767	Syaj.g_01012
OG0000644	Syao.g_00768	Syaj.g_01011
OG0000645	Syao.g_00770	Syaj.g_01009
OG0000646	Syao.g_00773	Syaj.g_01006
OG0000647	Syao.g_00775	Syaj.g_01004
OG0000648	Syao.g_00777	Syaj.g_01001
OG0000649	Syao.g_00778	Syaj.g_01000
OG0000650	Syao.g_00779	Syaj.g_00999
OG0000651	Syao.g_00780	Syaj.g_00998
OG0000652	Syao.g_00781	Syaj.g_00997
OG0000653	Syao.g_00783	Syaj.g_00991
OG0000654	Syao.g_00784	Syaj.g_00990
OG0000655	Syao.g_00785	Syaj.g_00989
OG0000656	Syao.g_00789	Syaj.g_00986
OG0000657	Syao.g_00435	Syaj.g_00382
OG0000658	Syao.g_00560	Syaj.g_00379
OG0000659	Syao.g_00559	Syaj.g_00378
OG0000660	Syao.g_00555	Syaj.g_00374
OG0000661	Syao.g_00553	Syaj.g_00372
OG0000662	Syao.g_00535	Syaj.g_00370
OG0000663	Syao.g_00532	Syaj.g_00367
OG0000664	Syao.g_00530	Syaj.g_00358
OG0000665	Syao.g_01436	Syaj.g_01243
OG0000666	Syao.g_02120	Syaj.g_01154
OG0000667	Syao.g_01375	Syaj.g_02661
OG0000668	Syao.g_02678	Syaj.g_00816
OG0000669	Syao.g_00955	Syaj.g_00730
OG0000670	Syao.g_00958	Syaj.g_00733
OG0000671	Syao.g_00960	Syaj.g_00735
OG0000672	Syao.g_00963	Syaj.g_00739
OG0000673	Syao.g_00966	Syaj.g_00742
OG0000674	Syao.g_00968	Syaj.g_00744
OG0000675	Syao.g_00969	Syaj.g_00757
OG0000676	Syao.g_00971	Syaj.g_00759
OG0000677	Syao.g_00972	Syaj.g_00760
OG0000678	Syao.g_00974	Syaj.g_01075
OG0000679	Syao.g_00981	Syaj.g_01061
OG0000680	Syao.g_00982	Syaj.g_01060
OG0000681	Syao.g_00985	Syaj.g_01057
OG0000682	Syao.g_00986	Syaj.g_01056
OG0000683	Syao.g_00987	Syaj.g_01055
OG0000684	Syao.g_00990	Syaj.g_01051
OG0000685	Syao.g_00733	Syaj.g_01049
OG0000686	Syao.g_00734	Syaj.g_01048
OG0000687	Syao.g_00735	Syaj.g_01047
OG0000688	Syao.g_00741	Syaj.g_01041
OG0000689	Syao.g_00743	Syaj.g_01039
OG0000690	Syao.g_00744	Syaj.g_01038
OG0000691	Syao.g_00745	Syaj.g_01037
OG0000692	Syao.g_00747	Syaj.g_01036
OG0000693	Syao.g_00748	Syaj.g_01034
OG0000694	Syao.g_00749	Syaj.g_01033
OG0000695	Syao.g_00639	Syaj.g_00791
OG0000696	Syao.g_00638	Syaj.g_00792
OG0000697	Syao.g_00636	Syaj.g_00932
OG0000698	Syao.g_00633	Syaj.g_00929
OG0000699	Syao.g_00631	Syaj.g_00928
OG0000700	Syao.g_00630	Syaj.g_00927
OG0000701	Syao.g_00629	Syaj.g_00926
OG0000702	Syao.g_00705	Syaj.g_00916
OG0000703	Syao.g_00693	Syaj.g_00915
OG0000704	Syao.g_00689	Syaj.g_00913
OG0000705	Syao.g_00682	Syaj.g_00906
OG0000706	Syao.g_00681	Syaj.g_00905
OG0000707	Syao.g_00680	Syaj.g_00904
OG0000708	Syao.g_00677	Syaj.g_00901
OG0000709	Syao.g_00670	Syaj.g_00872
OG0000710	Syao.g_00666	Syaj.g_00867
OG0000711	Syao.g_00815	Syaj.g_00839
OG0000712	Syao.g_00813	Syaj.g_00837
OG0000713	Syao.g_00812	Syaj.g_00836
OG0000714	Syao.g_00810	Syaj.g_00834
OG0000715	Syao.g_00808	Syaj.g_00832
OG0000716	Syao.g_00804	Syaj.g_00825
OG0000717	Syao.g_00803	Syaj.g_00824
OG0000718	Syao.g_00794	Syaj.g_00820
OG0000719	Syao.g_00444	Syaj.g_00818
OG0000720	Syao.g_00457	Syaj.g_00805
OG0000721	Syao.g_00459	Syaj.g_00803
OG0000722	Syao.g_00460	Syaj.g_00802
OG0000723	Syao.g_00469	Syaj.g_00934
OG0000724	Syao.g_00513	Syaj.g_00421
OG0000725	Syao.g_00385	Syaj.g_00430
OG0000726	Syao.g_00384	Syaj.g_00431
OG0000727	Syao.g_00383	Syaj.g_00432
OG0000728	Syao.g_00381	Syaj.g_00434
OG0000729	Syao.g_02190	Syaj.g_02397
OG0000730	Syao.g_01880	Syaj.g_02802
OG0000731	Syao.g_01868	Syaj.g_02814
OG0000732	Syao.g_02218	Syaj.g_02315
OG0000733	Syao.g_01427	Syaj.g_02151
OG0000734	Syao.g_02592	Syaj.g_01895
OG0000735	Syao.g_00140	Syaj.g_00286
OG0000736	Syao.g_00139	Syaj.g_00287
OG0000737	Syao.g_00138	Syaj.g_00288
OG0000738	Syao.g_00132	Syaj.g_00293
OG0000739	Syao.g_00131	Syaj.g_00295
OG0000740	Syao.g_00130	Syaj.g_00296
OG0000741	Syao.g_00127	Syaj.g_00299
OG0000742	Syao.g_00124	Syaj.g_00301
OG0000743	Syao.g_00217	Syaj.g_00303
OG0000744	Syao.g_00216	Syaj.g_00304
OG0000745	Syao.g_00213	Syaj.g_00306
OG0000746	Syao.g_00210	Syaj.g_00308
OG0000747	Syao.g_00208	Syaj.g_00309
OG0000748	Syao.g_00193	Syaj.g_00319
OG0000749	Syao.g_00192	Syaj.g_00322
OG0000750	Syao.g_00191	Syaj.g_00323
OG0000751	Syao.g_00185	Syaj.g_00331
OG0000752	Syao.g_00183	Syaj.g_00333
OG0000753	Syao.g_00180	Syaj.g_00336
OG0000754	Syao.g_00175	Syaj.g_00643
OG0000755	Syao.g_00021	Syaj.g_00631
OG0000756	Syao.g_00229	Syaj.g_00625
OG0000757	Syao.g_00252	Syaj.g_00614
OG0000758	Syao.g_00251	Syaj.g_00613
OG0000759	Syao.g_00250	Syaj.g_00612
OG0000760	Syao.g_00249	Syaj.g_00611
OG0000761	Syao.g_00248	Syaj.g_00609
OG0000762	Syao.g_00246	Syaj.g_00603
OG0000763	Syao.g_00242	Syaj.g_00597
OG0000764	Syao.g_00241	Syaj.g_00596
OG0000765	Syao.g_00267	Syaj.g_00577
OG0000766	Syao.g_00266	Syaj.g_00576
OG0000767	Syao.g_00264	Syaj.g_00574
OG0000768	Syao.g_00263	Syaj.g_00573
OG0000769	Syao.g_00261	Syaj.g_00571
OG0000770	Syao.g_00257	Syaj.g_00567
OG0000771	Syao.g_00506	Syaj.g_00415
OG0000772	Syao.g_01523	Syaj.g_01208
OG0000773	Syao.g_01447	Syaj.g_00280
OG0000774	Syao.g_01442	Syaj.g_01502
OG0000775	Syao.g_01440	Syaj.g_01504
OG0000776	Syao.g_01439	Syaj.g_01505
OG0000777	Syao.g_01438	Syaj.g_01506
OG0000778	Syao.g_01437	Syaj.g_01507
OG0000779	Syao.g_01469	Syaj.g_01513
OG0000780	Syao.g_01456	Syaj.g_01517
OG0000781	Syao.g_01452	Syaj.g_01521
OG0000782	Syao.g_01451	Syaj.g_01522
OG0000783	Syao.g_01450	Syaj.g_01524
OG0000784	Syao.g_01449	Syaj.g_01525
OG0000785	Syao.g_01481	Syaj.g_01526
OG0000786	Syao.g_01473	Syaj.g_00265
OG0000787	Syao.g_01472	Syaj.g_00264
OG0000788	Syao.g_00870	Syaj.g_01270
OG0000789	Syao.g_00623	Syaj.g_01121
OG0000790	Syao.g_00041, Syao.g_00315	Syaj.g_00054
OG0000791	Syao.g_00043	Syaj.g_00053
OG0000792	Syao.g_00044	Syaj.g_00052
OG0000793	Syao.g_02700	Syaj.g_00047
OG0000794	Syao.g_02703	Syaj.g_00046
OG0000795	Syao.g_02704	Syaj.g_00045
OG0000796	Syao.g_02708	Syaj.g_00039
OG0000797	Syao.g_02709	Syaj.g_00038
OG0000798	Syao.g_02066	Syaj.g_02568
OG0000799	Syao.g_01525	Syaj.g_01352
OG0000800	Syao.g_01526	Syaj.g_01354
OG0000801	Syao.g_01527	Syaj.g_01355
OG0000802	Syao.g_01531	Syaj.g_01359
OG0000803	Syao.g_01534	Syaj.g_01363
OG0000804	Syao.g_01537	Syaj.g_01366
OG0000805	Syao.g_01502	Syaj.g_01369
OG0000806	Syao.g_01504	Syaj.g_01370
OG0000807	Syao.g_01506	Syaj.g_01372
OG0000808	Syao.g_01507	Syaj.g_01373
OG0000809	Syao.g_01511	Syaj.g_01376
OG0000810	Syao.g_01482	Syaj.g_01377
OG0000811	Syao.g_01490	Syaj.g_01385
OG0000812	Syao.g_01492	Syaj.g_01387
OG0000813	Syao.g_01493	Syaj.g_01388
OG0000814	Syao.g_01495	Syaj.g_01390
OG0000815	Syao.g_01499	Syaj.g_01391
OG0000816	Syao.g_01471	Syaj.g_01392
OG0000817	Syao.g_01519	Syaj.g_01393
OG0000818	Syao.g_00062	Syaj.g_01399
OG0000819	Syao.g_00063	Syaj.g_01400
OG0000820	Syao.g_00064	Syaj.g_01401
OG0000821	Syao.g_00070	Syaj.g_01412
OG0000822	Syao.g_00072	Syaj.g_01414
OG0000823	Syao.g_00073	Syaj.g_01415
OG0000824	Syao.g_00079	Syaj.g_01421
OG0000825	Syao.g_00080	Syaj.g_01422
OG0000826	Syao.g_00081	Syaj.g_01423
OG0000827	Syao.g_00082	Syaj.g_01424
OG0000828	Syao.g_00085	Syaj.g_01427
OG0000829	Syao.g_00086	Syaj.g_01428
OG0000830	Syao.g_00087	Syaj.g_01429
OG0000831	Syao.g_00089	Syaj.g_01431
OG0000832	Syao.g_01696	Syaj.g_01635
OG0000833	Syao.g_01612	Syaj.g_01647
OG0000834	Syao.g_01610	Syaj.g_01649
OG0000835	Syao.g_01609	Syaj.g_01650
OG0000836	Syao.g_01606	Syaj.g_01654
OG0000837	Syao.g_01605	Syaj.g_01661
OG0000838	Syao.g_01601	Syaj.g_01665
OG0000839	Syao.g_01600	Syaj.g_01666
OG0000840	Syao.g_01599	Syaj.g_01667
OG0000841	Syao.g_01598	Syaj.g_01668
OG0000842	Syao.g_01597	Syaj.g_01669
OG0000843	Syao.g_01596	Syaj.g_01670
OG0000844	Syao.g_01594	Syaj.g_01680
OG0000845	Syao.g_01593	Syaj.g_01681
OG0000846	Syao.g_01592	Syaj.g_01682
OG0000847	Syao.g_01591	Syaj.g_01683
OG0000848	Syao.g_01589	Syaj.g_01685
OG0000849	Syao.g_01588	Syaj.g_01686
OG0000850	Syao.g_01585	Syaj.g_01689
OG0000851	Syao.g_01582	Syaj.g_01694
OG0000852	Syao.g_01581	Syaj.g_01695
OG0000853	Syao.g_01577	Syaj.g_01699
OG0000854	Syao.g_01575	Syaj.g_01701
OG0000855	Syao.g_01574	Syaj.g_01702
OG0000856	Syao.g_01327	Syaj.g_01296
OG0000857	Syao.g_00774	Syaj.g_01005
OG0000858	Syao.g_01567	Syaj.g_01708
OG0000859	Syao.g_01566	Syaj.g_01709
OG0000860	Syao.g_01552	Syaj.g_01723
OG0000861	Syao.g_01551	Syaj.g_01724
OG0000862	Syao.g_01542	Syaj.g_01725
OG0000863	Syao.g_01540	Syaj.g_01728
OG0000864	Syao.g_01017	Syaj.g_01729
OG0000866	Syao.g_01686	Syaj.g_01731
OG0000867	Syao.g_01685	Syaj.g_01732
OG0000868	Syao.g_01682	Syaj.g_01734
OG0000869	Syao.g_01677	Syaj.g_01742
OG0000870	Syao.g_01672	Syaj.g_01747
OG0000871	Syao.g_01671	Syaj.g_01748
OG0000872	Syao.g_01665	Syaj.g_01756
OG0000873	Syao.g_01662	Syaj.g_01759
OG0000874	Syao.g_01660	Syaj.g_01754
OG0000875	Syao.g_01658	Syaj.g_01762
OG0000876	Syao.g_00536	Syaj.g_02084
OG0000877	Syao.g_01654	Syaj.g_01586
OG0000878	Syao.g_01653	Syaj.g_01587
OG0000879	Syao.g_01652	Syaj.g_01588
OG0000880	Syao.g_01651	Syaj.g_01589
OG0000881	Syao.g_01647	Syaj.g_01595
OG0000882	Syao.g_01642	Syaj.g_01599
OG0000883	Syao.g_01638	Syaj.g_01601
OG0000884	Syao.g_01636	Syaj.g_01603
OG0000885	Syao.g_01635	Syaj.g_01604
OG0000886	Syao.g_01634	Syaj.g_01605
OG0000887	Syao.g_01633	Syaj.g_01606
OG0000888	Syao.g_01631	Syaj.g_01608
OG0000889	Syao.g_01629	Syaj.g_01610
OG0000890	Syao.g_01626	Syaj.g_01615
OG0000891	Syao.g_01625	Syaj.g_01616
OG0000892	Syao.g_01695	Syaj.g_01620
OG0000893	Syao.g_01934	Syaj.g_02636
OG0000894	Syao.g_01937	Syaj.g_02639
OG0000895	Syao.g_01916	Syaj.g_02643
OG0000896	Syao.g_01917	Syaj.g_02644
OG0000897	Syao.g_01919	Syaj.g_02646
OG0000898	Syao.g_01920	Syaj.g_02647
OG0000899	Syao.g_01921	Syaj.g_02648
OG0000900	Syao.g_01922	Syaj.g_02649
OG0000901	Syao.g_01927	Syaj.g_02654
OG0000902	Syao.g_01929	Syaj.g_02656
OG0000903	Syao.g_01798	Syaj.g_02689
OG0000904	Syao.g_01804	Syaj.g_02684
OG0000905	Syao.g_01862	Syaj.g_02678
OG0000906	Syao.g_01931	Syaj.g_02676
OG0000907	Syao.g_01796	Syaj.g_02692
OG0000908	Syao.g_01793	Syaj.g_02695
OG0000909	Syao.g_01792	Syaj.g_02696
OG0000910	Syao.g_01791	Syaj.g_02697
OG0000911	Syao.g_01789	Syaj.g_02699
OG0000912	Syao.g_01788	Syaj.g_02700
OG0000913	Syao.g_01787	Syaj.g_02701
OG0000914	Syao.g_01786	Syaj.g_02702
OG0000915	Syao.g_01784	Syaj.g_02704
OG0000916	Syao.g_01783	Syaj.g_02705
OG0000917	Syao.g_01782	Syaj.g_02706
OG0000918	Syao.g_01781	Syaj.g_02707
OG0000919	Syao.g_01780	Syaj.g_02708
OG0000920	Syao.g_01779	Syaj.g_02709
OG0000921	Syao.g_01778	Syaj.g_02710
OG0000922	Syao.g_01777	Syaj.g_02711
OG0000923	Syao.g_01772	Syaj.g_02715
OG0000924	Syao.g_01771	Syaj.g_02716
OG0000925	Syao.g_01770	Syaj.g_02717
OG0000926	Syao.g_01769	Syaj.g_02718
OG0000927	Syao.g_01767	Syaj.g_02720
OG0000928	Syao.g_01766	Syaj.g_02721
OG0000929	Syao.g_01765	Syaj.g_02722
OG0000930	Syao.g_01764	Syaj.g_02723
OG0000931	Syao.g_01763	Syaj.g_02724
OG0000932	Syao.g_01762	Syaj.g_02725
OG0000933	Syao.g_01811	Syaj.g_02731
OG0000934	Syao.g_01809	Syaj.g_02733
OG0000935	Syao.g_01808	Syaj.g_02734
OG0000936	Syao.g_01843	Syaj.g_02735
OG0000937	Syao.g_01842	Syaj.g_02736
OG0000938	Syao.g_01839	Syaj.g_02739
OG0000939	Syao.g_01838	Syaj.g_02740
OG0000940	Syao.g_01830	Syaj.g_02747
OG0000941	Syao.g_01828	Syaj.g_02749
OG0000942	Syao.g_01826	Syaj.g_02751
OG0000943	Syao.g_01824	Syaj.g_02752
OG0000944	Syao.g_01822	Syaj.g_02754
OG0000945	Syao.g_01821	Syaj.g_02756
OG0000946	Syao.g_01852	Syaj.g_02761
OG0000947	Syao.g_01849	Syaj.g_02764
OG0000948	Syao.g_01848	Syaj.g_02765
OG0000949	Syao.g_01970	Syaj.g_02474
OG0000950	Syao.g_01957	Syaj.g_02459
OG0000951	Syao.g_02262	Syaj.g_02452
OG0000952	Syao.g_02266	Syaj.g_02446
OG0000953	Syao.g_02130	Syaj.g_02442
OG0000954	Syao.g_02135	Syaj.g_02435
OG0000955	Syao.g_02136	Syaj.g_02434
OG0000956	Syao.g_02138	Syaj.g_02432
OG0000957	Syao.g_01951	Syaj.g_02419
OG0000958	Syao.g_01950	Syaj.g_02418
OG0000959	Syao.g_01947	Syaj.g_02413
OG0000960	Syao.g_01946	Syaj.g_02412
OG0000961	Syao.g_02496	Syaj.g_02402
OG0000962	Syao.g_02191	Syaj.g_02398
OG0000963	Syao.g_02186	Syaj.g_02393
OG0000964	Syao.g_02185	Syaj.g_02392
OG0000965	Syao.g_02184	Syaj.g_02391
OG0000966	Syao.g_02172	Syaj.g_02370
OG0000967	Syao.g_02167	Syaj.g_02334
OG0000968	Syao.g_02199	Syaj.g_02363
OG0000969	Syao.g_02200	Syaj.g_02338
OG0000970	Syao.g_02201	Syaj.g_02337
OG0000971	Syao.g_02203	Syaj.g_02331
OG0000972	Syao.g_02204	Syaj.g_02330
OG0000973	Syao.g_02205	Syaj.g_02329
OG0000974	Syao.g_02206	Syaj.g_02328
OG0000975	Syao.g_02207	Syaj.g_02327
OG0000976	Syao.g_02208	Syaj.g_02326
OG0000977	Syao.g_02210	Syaj.g_02324
OG0000978	Syao.g_02211	Syaj.g_02322
OG0000979	Syao.g_02214	Syaj.g_02319
OG0000980	Syao.g_02217	Syaj.g_02316
OG0000981	Syao.g_02220	Syaj.g_02313
OG0000982	Syao.g_02437	Syaj.g_02112
OG0000983	Syao.g_02438	Syaj.g_02113
OG0000984	Syao.g_02439	Syaj.g_02114
OG0000985	Syao.g_02443	Syaj.g_02116
OG0000986	Syao.g_02445	Syaj.g_02123
OG0000987	Syao.g_02447	Syaj.g_02125
OG0000988	Syao.g_02452	Syaj.g_02131
OG0000989	Syao.g_02368	Syaj.g_02142
OG0000990	Syao.g_02362	Syaj.g_02165
OG0000991	Syao.g_02354	Syaj.g_02168
OG0000992	Syao.g_02279	Syaj.g_02171
OG0000993	Syao.g_02280	Syaj.g_02173
OG0000994	Syao.g_02283	Syaj.g_02177
OG0000995	Syao.g_02287	Syaj.g_02182
OG0000996	Syao.g_02305	Syaj.g_02221
OG0000997	Syao.g_02326	Syaj.g_02228
OG0000998	Syao.g_02328	Syaj.g_02230
OG0000999	Syao.g_02329	Syaj.g_02231
OG0001000	Syao.g_02333	Syaj.g_02236
OG0001001	Syao.g_02338	Syaj.g_02241
OG0001002	Syao.g_02345	Syaj.g_02248
OG0001003	Syao.g_02347	Syaj.g_02250
OG0001004	Syao.g_02348	Syaj.g_02251
OG0001005	Syao.g_02194	Syaj.g_02252
OG0001006	Syao.g_02159	Syaj.g_02260
OG0001007	Syao.g_02161	Syaj.g_02262
OG0001008	Syao.g_01737	Syaj.g_01554
OG0001009	Syao.g_02239	Syaj.g_02294
OG0001010	Syao.g_02238	Syaj.g_02295
OG0001011	Syao.g_02236	Syaj.g_02296
OG0001012	Syao.g_00322	Syaj.g_02108
OG0001014	Syao.g_02407	Syaj.g_02083
OG0001015	Syao.g_02406	Syaj.g_02082
OG0001016	Syao.g_02622	Syaj.g_01824
OG0001017	Syao.g_02628	Syaj.g_01830
OG0001018	Syao.g_02630	Syaj.g_01832
OG0001019	Syao.g_02654	Syaj.g_01849
OG0001020	Syao.g_02663	Syaj.g_01862
OG0001021	Syao.g_02666	Syaj.g_01867
OG0001022	Syao.g_02670	Syaj.g_01872
OG0001023	Syao.g_02671	Syaj.g_01873
OG0001024	Syao.g_01018	Syaj.g_01877
OG0001025	Syao.g_02597	Syaj.g_01884
OG0001026	Syao.g_02594	Syaj.g_01897
OG0001027	Syao.g_02564	Syaj.g_01903
OG0001028	Syao.g_02568	Syaj.g_01905
OG0001029	Syao.g_02570	Syaj.g_01907
OG0001030	Syao.g_02545	Syaj.g_01933
OG0001031	Syao.g_02528	Syaj.g_02012
OG0001032	Syao.g_02530	Syaj.g_02015
OG0001033	Syao.g_01016	Syaj.g_02044
OG0001034	Syao.g_01704	Syaj.g_02875
OG0001035	Syao.g_02101	Syaj.g_02603
OG0001036	Syao.g_02096	Syaj.g_02599
OG0001037	Syao.g_02094	Syaj.g_02597
OG0001038	Syao.g_02065	Syaj.g_02567
OG0001039	Syao.g_02062	Syaj.g_02564
OG0001040	Syao.g_02059	Syaj.g_02561
OG0001041	Syao.g_02055	Syaj.g_02556
OG0001042	Syao.g_02032	Syaj.g_02527
OG0001043	Syao.g_02028	Syaj.g_02523
OG0001044	Syao.g_01878	Syaj.g_02804
OG0001045	Syao.g_01865	Syaj.g_02817
OG0001046	Syao.g_00827	Syaj.g_00851
OG0001047	Syao.g_01739	Syaj.g_01552
OG0001048	Syao.g_01740	Syaj.g_01551
OG0001049	Syao.g_01616	Syaj.g_01548
OG0001050	Syao.g_01618	Syaj.g_01547
OG0001051	Syao.g_01619	Syaj.g_01546
OG0001052	Syao.g_02686	Syaj.g_01448
OG0001053	Syao.g_00025	Syaj.g_00075
OG0001054	Syao.g_00104	Syaj.g_00092
OG0001055	Syao.g_00156	Syaj.g_00113
OG0001056	Syao.g_01417	Syaj.g_00149
OG0001057	Syao.g_00879	Syaj.g_00160
OG0001058	Syao.g_00862	Syaj.g_00183
OG0001059	Syao.g_00858	Syaj.g_00187
OG0001060	Syao.g_00852	Syaj.g_00193
OG0001062	Syao.g_01050	Syaj.g_00216
OG0001063	Syao.g_01042	Syaj.g_00222
OG0001064	Syao.g_01041	Syaj.g_00223
OG0001065	Syao.g_01040	Syaj.g_00224
OG0001066	Syao.g_01039	Syaj.g_00225
OG0001067	Syao.g_01038	Syaj.g_00226
OG0001068	Syao.g_01037	Syaj.g_00227
OG0001069	Syao.g_01036	Syaj.g_00228
OG0001070	Syao.g_01032	Syaj.g_00231
OG0001071	Syao.g_01031	Syaj.g_00232
OG0001072	Syao.g_01027	Syaj.g_00236
OG0001073	Syao.g_00991	Syaj.g_00254
OG0001074	Syao.g_00392	Syaj.g_01327
OG0001075	Syao.g_00391	Syaj.g_01325
OG0001076	Syao.g_01339	Syaj.g_01305
OG0001077	Syao.g_01323	Syaj.g_01294
OG0001078	Syao.g_00895	Syaj.g_01282
OG0001079	Syao.g_00911	Syaj.g_01269
OG0001081	Syao.g_00925	Syaj.g_00699
OG0001082	Syao.g_00926	Syaj.g_00700
OG0001083	Syao.g_00934	Syaj.g_00709
OG0001084	Syao.g_00935	Syaj.g_00711
OG0001085	Syao.g_00947	Syaj.g_00721
OG0001086	Syao.g_00949	Syaj.g_00723
OG0001087	Syao.g_01419	Syaj.g_00498
OG0001088	Syao.g_00211	Syaj.g_00494
OG0001089	Syao.g_00376	Syaj.g_00439
OG0001090	Syao.g_00494	Syaj.g_00959
OG0001091	Syao.g_00491	Syaj.g_00957
OG0001092	Syao.g_00489	Syaj.g_00954
OG0001093	Syao.g_00482	Syaj.g_00948
OG0001094	Syao.g_00750	Syaj.g_01032
OG0001095	Syao.g_00771	Syaj.g_01008
OG0001096	Syao.g_00786	Syaj.g_00988
OG0001097	Syao.g_00552	Syaj.g_00371
OG0001098	Syao.g_00731	Syaj.g_01132
OG0001099	Syao.g_02569	Syaj.g_01906
OG0001100	Syao.g_00957	Syaj.g_00732
OG0001101	Syao.g_00959	Syaj.g_00734
OG0001102	Syao.g_00962	Syaj.g_00737
OG0001103	Syao.g_00964	Syaj.g_00740
OG0001105	Syao.g_00736	Syaj.g_01046
OG0001106	Syao.g_00688	Syaj.g_00912
OG0001107	Syao.g_00676	Syaj.g_00900
OG0001108	Syao.g_00669	Syaj.g_00870
OG0001109	Syao.g_00667	Syaj.g_00868
OG0001110	Syao.g_00665	Syaj.g_00866
OG0001111	Syao.g_00663	Syaj.g_00864
OG0001112	Syao.g_00661	Syaj.g_00862
OG0001113	Syao.g_00660	Syaj.g_00861
OG0001114	Syao.g_00659	Syaj.g_00860
OG0001115	Syao.g_00832	Syaj.g_00856
OG0001116	Syao.g_00830	Syaj.g_00854
OG0001117	Syao.g_00829	Syaj.g_00853
OG0001118	Syao.g_00828	Syaj.g_00852
OG0001119	Syao.g_00826	Syaj.g_00850
OG0001120	Syao.g_00822	Syaj.g_00846
OG0001121	Syao.g_01294	Syaj.g_00630
OG0001122	Syao.g_00445	Syaj.g_00817
OG0001123	Syao.g_00451	Syaj.g_00810
OG0001124	Syao.g_00453	Syaj.g_00808
OG0001125	Syao.g_00456	Syaj.g_00806
OG0001126	Syao.g_00504	Syaj.g_00413
OG0001127	Syao.g_00505	Syaj.g_00414
OG0001128	Syao.g_00508	Syaj.g_00417
OG0001129	Syao.g_00510	Syaj.g_00419
OG0001130	Syao.g_00511	Syaj.g_00420
OG0001131	Syao.g_01387	Syaj.g_01070
OG0001132	Syao.g_01221	Syaj.g_01166
OG0001133	Syao.g_01333	Syaj.g_01302
OG0001134	Syao.g_01428	Syaj.g_00645
OG0001135	Syao.g_01424	Syaj.g_00647
