Orthogroup	Syao	Prbf
OG0000562	Syao.g_00855	Prbf.g_01837
OG0000563	Syao.g_00854	Prbf.g_01838
OG0000564	Syao.g_00853	Prbf.g_01839
OG0000565	Syao.g_00849	Prbf.g_01841
OG0000566	Syao.g_00845	Prbf.g_01845
OG0000567	Syao.g_00841	Prbf.g_01849
OG0000568	Syao.g_00839	Prbf.g_01850
OG0000569	Syao.g_00838	Prbf.g_01851
OG0000570	Syao.g_00837	Prbf.g_01852
OG0000571	Syao.g_00834	Prbf.g_01854
OG0000572	Syao.g_01033	Prbf.g_01868
OG0000573	Syao.g_01022	Prbf.g_01874
OG0000574	Syao.g_01021	Prbf.g_01875
OG0000575	Syao.g_01000	Prbf.g_01879
OG0000576	Syao.g_00996	Prbf.g_01881
OG0000577	Syao.g_00995	Prbf.g_01882
OG0000578	Syao.g_00994	Prbf.g_01883
OG0000579	Syao.g_00993	Prbf.g_01884
OG0000580	Syao.g_00992	Prbf.g_01885
OG0000581	Syao.g_01059	Prbf.g_01888
OG0000582	Syao.g_01204	Prbf.g_01891
OG0000583	Syao.g_01205	Prbf.g_01892
OG0000584	Syao.g_01206	Prbf.g_01893
OG0000585	Syao.g_01054	Prbf.g_01895
OG0000586	Syao.g_01055	Prbf.g_01896
OG0000587	Syao.g_01057	Prbf.g_01897
OG0000588	Syao.g_00406	Prbf.g_01901
OG0000589	Syao.g_01342	Prbf.g_01903
OG0000590	Syao.g_01341	Prbf.g_01904
OG0000591	Syao.g_01330	Prbf.g_01908
OG0000592	Syao.g_01329	Prbf.g_01909
OG0000593	Syao.g_00890	Prbf.g_00979
OG0000594	Syao.g_00891	Prbf.g_00980
OG0000595	Syao.g_00892	Prbf.g_00981
OG0000596	Syao.g_00897	Prbf.g_00985
OG0000597	Syao.g_00900	Prbf.g_00988
OG0000598	Syao.g_00901	Prbf.g_00989
OG0000599	Syao.g_00908	Prbf.g_00992
OG0000600	Syao.g_00909	Prbf.g_00993
OG0000601	Syao.g_00910	Prbf.g_00994
OG0000602	Syao.g_00914	Prbf.g_00996
OG0000603	Syao.g_00915	Prbf.g_00997
OG0000604	Syao.g_00918	Prbf.g_00998
OG0000606	Syao.g_00924	Prbf.g_01002
OG0000607	Syao.g_00927	Prbf.g_01005
OG0000608	Syao.g_00928	Prbf.g_01006
OG0000609	Syao.g_00930	Prbf.g_01007
OG0000610	Syao.g_00940	Prbf.g_01013
OG0000611	Syao.g_00943	Prbf.g_01016
OG0000612	Syao.g_00944	Prbf.g_01017
OG0000613	Syao.g_01979	Prbf.g_01290
OG0000614	Syao.g_00375	Prbf.g_01269
OG0000615	Syao.g_00978	Prbf.g_01258
OG0000616	Syao.g_02342	Prbf.g_00404
OG0000617	Syao.g_00486	Prbf.g_01033
OG0000618	Syao.g_00485	Prbf.g_01034
OG0000619	Syao.g_00484	Prbf.g_01035
OG0000620	Syao.g_00479	Prbf.g_01038
OG0000621	Syao.g_00478	Prbf.g_01039
OG0000622	Syao.g_00476	Prbf.g_01040
OG0000623	Syao.g_00475	Prbf.g_01041
OG0000624	Syao.g_00473	Prbf.g_01043
OG0000625	Syao.g_00472	Prbf.g_01044
OG0000626	Syao.g_00471	Prbf.g_01045
OG0000627	Syao.g_00567	Prbf.g_01046
OG0000628	Syao.g_00566	Prbf.g_01047
OG0000629	Syao.g_00590	Prbf.g_01048
OG0000630	Syao.g_00585	Prbf.g_01051
OG0000631	Syao.g_00644	Prbf.g_01144
OG0000632	Syao.g_00643	Prbf.g_01143
OG0000633	Syao.g_00642	Prbf.g_01142
OG0000634	Syao.g_00752	Prbf.g_01249
OG0000635	Syao.g_00753	Prbf.g_01248
OG0000636	Syao.g_00755	Prbf.g_01246
OG0000637	Syao.g_00757	Prbf.g_01244
OG0000638	Syao.g_00758	Prbf.g_01243
OG0000639	Syao.g_00759	Prbf.g_01242
OG0000640	Syao.g_00760	Prbf.g_01241
OG0000641	Syao.g_00764	Prbf.g_01237
OG0000642	Syao.g_00765	Prbf.g_01236
OG0000643	Syao.g_00767	Prbf.g_01235
OG0000644	Syao.g_00768	Prbf.g_01234
OG0000645	Syao.g_00770	Prbf.g_01233
OG0000646	Syao.g_00773	Prbf.g_01231
OG0000647	Syao.g_00775	Prbf.g_01229
OG0000648	Syao.g_00777	Prbf.g_01227
OG0000649	Syao.g_00778	Prbf.g_01226
OG0000650	Syao.g_00779	Prbf.g_01225
OG0000651	Syao.g_00780	Prbf.g_01224
OG0000652	Syao.g_00781	Prbf.g_01223
OG0000653	Syao.g_00783	Prbf.g_01221
OG0000654	Syao.g_00784	Prbf.g_01220
OG0000655	Syao.g_00785	Prbf.g_01219
OG0000656	Syao.g_00789	Prbf.g_01216
OG0000657	Syao.g_00435	Prbf.g_01208
OG0000658	Syao.g_00560	Prbf.g_01206
OG0000659	Syao.g_00559	Prbf.g_01205
OG0000660	Syao.g_00555	Prbf.g_01201
OG0000661	Syao.g_00553	Prbf.g_01199
OG0000662	Syao.g_00535	Prbf.g_01197
OG0000663	Syao.g_00532	Prbf.g_01195
OG0000664	Syao.g_00530	Prbf.g_01194
OG0000665	Syao.g_01436	Prbf.g_01188
OG0000666	Syao.g_02120	Prbf.g_01187
OG0000667	Syao.g_01375	Prbf.g_01183
OG0000668	Syao.g_02678	Prbf.g_00838
OG0000669	Syao.g_00955	Prbf.g_01331
OG0000670	Syao.g_00958	Prbf.g_01328
OG0000671	Syao.g_00960	Prbf.g_01325
OG0000672	Syao.g_00963	Prbf.g_01322
OG0000673	Syao.g_00966	Prbf.g_01319
OG0000674	Syao.g_00968	Prbf.g_01317
OG0000675	Syao.g_00969	Prbf.g_01316
OG0000676	Syao.g_00971	Prbf.g_01314
OG0000677	Syao.g_00972	Prbf.g_01313
OG0000678	Syao.g_00974	Prbf.g_01311
OG0000679	Syao.g_00981	Prbf.g_01307
OG0000680	Syao.g_00982	Prbf.g_01306
OG0000681	Syao.g_00985	Prbf.g_01303
OG0000682	Syao.g_00986	Prbf.g_01302
OG0000683	Syao.g_00987	Prbf.g_01301
OG0000684	Syao.g_00990	Prbf.g_01299
OG0000685	Syao.g_00733	Prbf.g_01297
OG0000686	Syao.g_00734	Prbf.g_01296
OG0000687	Syao.g_00735	Prbf.g_01295
OG0000688	Syao.g_00741	Prbf.g_01021
OG0000689	Syao.g_00743	Prbf.g_01022
OG0000690	Syao.g_00744	Prbf.g_01023
OG0000691	Syao.g_00745	Prbf.g_01024
OG0000692	Syao.g_00747	Prbf.g_01026
OG0000693	Syao.g_00748	Prbf.g_01027
OG0000694	Syao.g_00749	Prbf.g_01028
OG0000695	Syao.g_00639	Prbf.g_01140
OG0000696	Syao.g_00638	Prbf.g_01139
OG0000697	Syao.g_00636	Prbf.g_01138
OG0000698	Syao.g_00633	Prbf.g_01135
OG0000699	Syao.g_00631	Prbf.g_01134
OG0000700	Syao.g_00630	Prbf.g_01133
OG0000701	Syao.g_00629	Prbf.g_01132
OG0000702	Syao.g_00705	Prbf.g_01130
OG0000703	Syao.g_00693	Prbf.g_01129
OG0000704	Syao.g_00689	Prbf.g_01127
OG0000705	Syao.g_00682	Prbf.g_01124
OG0000706	Syao.g_00681	Prbf.g_01123
OG0000707	Syao.g_00680	Prbf.g_01122
OG0000708	Syao.g_00677	Prbf.g_01120
OG0000709	Syao.g_00670	Prbf.g_01116
OG0000710	Syao.g_00666	Prbf.g_01113
OG0000711	Syao.g_00815	Prbf.g_01095
OG0000712	Syao.g_00813	Prbf.g_01094
OG0000713	Syao.g_00812	Prbf.g_01093
OG0000714	Syao.g_00810	Prbf.g_01092
OG0000715	Syao.g_00808	Prbf.g_01090
OG0000716	Syao.g_00804	Prbf.g_01088
OG0000717	Syao.g_00803	Prbf.g_01087
OG0000718	Syao.g_00794	Prbf.g_01083
OG0000719	Syao.g_00444	Prbf.g_01081
OG0000720	Syao.g_00457	Prbf.g_01069
OG0000721	Syao.g_00459	Prbf.g_01065
OG0000722	Syao.g_00460	Prbf.g_01064
OG0000723	Syao.g_00469	Prbf.g_01060
OG0000724	Syao.g_00513	Prbf.g_01165
OG0000725	Syao.g_00385	Prbf.g_01171
OG0000726	Syao.g_00384	Prbf.g_01172
OG0000727	Syao.g_00383	Prbf.g_01173
OG0000728	Syao.g_00381	Prbf.g_01175
OG0000729	Syao.g_02190	Prbf.g_00048
OG0000730	Syao.g_01880	Prbf.g_00876
OG0000731	Syao.g_01868	Prbf.g_01684
OG0000732	Syao.g_02218	Prbf.g_00453
OG0000733	Syao.g_01427	Prbf.g_00787
OG0000734	Syao.g_02592	Prbf.g_00902
OG0000735	Syao.g_00140	Prbf.g_00904
OG0000736	Syao.g_00139	Prbf.g_00905
OG0000737	Syao.g_00138	Prbf.g_00906
OG0000738	Syao.g_00132	Prbf.g_00910
OG0000739	Syao.g_00131	Prbf.g_00911
OG0000740	Syao.g_00130	Prbf.g_00912
OG0000741	Syao.g_00127	Prbf.g_00914
OG0000742	Syao.g_00124	Prbf.g_00917
OG0000743	Syao.g_00217	Prbf.g_00919
OG0000744	Syao.g_00216	Prbf.g_00920
OG0000745	Syao.g_00213	Prbf.g_00921
OG0000746	Syao.g_00210	Prbf.g_00923
OG0000747	Syao.g_00208	Prbf.g_00924
OG0000748	Syao.g_00193	Prbf.g_00928
OG0000749	Syao.g_00192	Prbf.g_00929
OG0000750	Syao.g_00191	Prbf.g_00930
OG0000751	Syao.g_00185	Prbf.g_00933
OG0000752	Syao.g_00183	Prbf.g_00935
OG0000753	Syao.g_00180	Prbf.g_00937
OG0000754	Syao.g_00175	Prbf.g_00940
OG0000755	Syao.g_00021	Prbf.g_00946
OG0000756	Syao.g_00229	Prbf.g_00947
OG0000757	Syao.g_00252	Prbf.g_00954
OG0000758	Syao.g_00251	Prbf.g_00955
OG0000759	Syao.g_00250	Prbf.g_00956
OG0000760	Syao.g_00249	Prbf.g_00957
OG0000761	Syao.g_00248	Prbf.g_00958
OG0000762	Syao.g_00246	Prbf.g_00959
OG0000763	Syao.g_00242	Prbf.g_00961
OG0000764	Syao.g_00241	Prbf.g_00962
OG0000765	Syao.g_00267	Prbf.g_00970
OG0000766	Syao.g_00266	Prbf.g_00971
OG0000767	Syao.g_00264	Prbf.g_00973
OG0000768	Syao.g_00263	Prbf.g_00974
OG0000769	Syao.g_00261	Prbf.g_00976
OG0000770	Syao.g_00257	Prbf.g_01914
OG0000771	Syao.g_00506	Prbf.g_00253
OG0000772	Syao.g_01523	Prbf.g_00767
OG0000773	Syao.g_01447	Prbf.g_00035
OG0000774	Syao.g_01442	Prbf.g_00033
OG0000775	Syao.g_01440	Prbf.g_00031
OG0000776	Syao.g_01439	Prbf.g_00030
OG0000777	Syao.g_01438	Prbf.g_00029
OG0000778	Syao.g_01437	Prbf.g_00028
OG0000779	Syao.g_01469	Prbf.g_00024
OG0000780	Syao.g_01456	Prbf.g_00023
OG0000781	Syao.g_01452	Prbf.g_00019
OG0000782	Syao.g_01451	Prbf.g_00018
OG0000783	Syao.g_01450	Prbf.g_00017
OG0000784	Syao.g_01449	Prbf.g_00016
OG0000785	Syao.g_01481	Prbf.g_00014
OG0000786	Syao.g_01473	Prbf.g_00011
OG0000787	Syao.g_01472	Prbf.g_00010
OG0000788	Syao.g_00870	Prbf.g_01782
OG0000789	Syao.g_00623	Prbf.g_00256
OG0000790	Syao.g_00041, Syao.g_00315	Prbf.g_00100
OG0000791	Syao.g_00043	Prbf.g_00102
OG0000792	Syao.g_00044	Prbf.g_00103
OG0000793	Syao.g_02700	Prbf.g_00106
OG0000794	Syao.g_02703	Prbf.g_00107
OG0000795	Syao.g_02704	Prbf.g_00108
OG0000796	Syao.g_02708	Prbf.g_00112
OG0000797	Syao.g_02709	Prbf.g_00113
OG0000799	Syao.g_01525	Prbf.g_00140
OG0000800	Syao.g_01526	Prbf.g_00141
OG0000801	Syao.g_01527	Prbf.g_00142
OG0000802	Syao.g_01531	Prbf.g_00144
OG0000803	Syao.g_01534	Prbf.g_00146
OG0000804	Syao.g_01537	Prbf.g_00147
OG0000805	Syao.g_01502	Prbf.g_00149
OG0000806	Syao.g_01504	Prbf.g_00151
OG0000807	Syao.g_01506	Prbf.g_00152
OG0000808	Syao.g_01507	Prbf.g_00153
OG0000809	Syao.g_01511	Prbf.g_00155
OG0000810	Syao.g_01482	Prbf.g_00156
OG0000811	Syao.g_01490	Prbf.g_00160
OG0000812	Syao.g_01492	Prbf.g_00162
OG0000813	Syao.g_01493	Prbf.g_00163
OG0000814	Syao.g_01495	Prbf.g_00165
OG0000815	Syao.g_01499	Prbf.g_00166
OG0000816	Syao.g_01471	Prbf.g_00168
OG0000817	Syao.g_01519	Prbf.g_00169
OG0000818	Syao.g_00062	Prbf.g_00174
OG0000819	Syao.g_00063	Prbf.g_00175
OG0000820	Syao.g_00064	Prbf.g_00176
OG0000821	Syao.g_00070	Prbf.g_00180
OG0000822	Syao.g_00072	Prbf.g_00181
OG0000823	Syao.g_00073	Prbf.g_00182
OG0000824	Syao.g_00079	Prbf.g_00185
OG0000825	Syao.g_00080	Prbf.g_00186
OG0000826	Syao.g_00081	Prbf.g_00187
OG0000827	Syao.g_00082	Prbf.g_00188
OG0000828	Syao.g_00085	Prbf.g_00191
OG0000829	Syao.g_00086	Prbf.g_00192
OG0000830	Syao.g_00087	Prbf.g_00193
OG0000831	Syao.g_00089	Prbf.g_00195
OG0000832	Syao.g_01696	Prbf.g_00205
OG0000833	Syao.g_01612	Prbf.g_00214
OG0000834	Syao.g_01610	Prbf.g_00215
OG0000835	Syao.g_01609	Prbf.g_00216
OG0000836	Syao.g_01606	Prbf.g_00217
OG0000837	Syao.g_01605	Prbf.g_00218
OG0000838	Syao.g_01601	Prbf.g_00220
OG0000839	Syao.g_01600	Prbf.g_00221
OG0000840	Syao.g_01599	Prbf.g_00222
OG0000841	Syao.g_01598	Prbf.g_00223
OG0000842	Syao.g_01597	Prbf.g_00224
OG0000843	Syao.g_01596	Prbf.g_00225
OG0000844	Syao.g_01594	Prbf.g_00226
OG0000845	Syao.g_01593	Prbf.g_00227
OG0000846	Syao.g_01592	Prbf.g_00228
OG0000847	Syao.g_01591	Prbf.g_00229
OG0000848	Syao.g_01589	Prbf.g_00230
OG0000849	Syao.g_01588	Prbf.g_00231
OG0000850	Syao.g_01585	Prbf.g_00233
OG0000851	Syao.g_01582	Prbf.g_00234
OG0000852	Syao.g_01581	Prbf.g_00235
OG0000853	Syao.g_01577	Prbf.g_00241
OG0000854	Syao.g_01575	Prbf.g_00243
OG0000855	Syao.g_01574	Prbf.g_00244
OG0000856	Syao.g_01327	Prbf.g_01911
OG0000857	Syao.g_00774	Prbf.g_01230
OG0000858	Syao.g_01567	Prbf.g_00700
OG0000859	Syao.g_01566	Prbf.g_00699
OG0000860	Syao.g_01552	Prbf.g_00691
OG0000861	Syao.g_01551	Prbf.g_00690
OG0000862	Syao.g_01542	Prbf.g_00689
OG0000863	Syao.g_01540	Prbf.g_00687
OG0000864	Syao.g_01017	Prbf.g_00686
OG0000866	Syao.g_01686	Prbf.g_00684
OG0000867	Syao.g_01685	Prbf.g_00683
OG0000868	Syao.g_01682	Prbf.g_00681
OG0000869	Syao.g_01677	Prbf.g_00678
OG0000870	Syao.g_01672	Prbf.g_00673
OG0000871	Syao.g_01671	Prbf.g_00672
OG0000872	Syao.g_01665	Prbf.g_00671
OG0000873	Syao.g_01662	Prbf.g_00668
OG0000874	Syao.g_01660	Prbf.g_00665
OG0000875	Syao.g_01658	Prbf.g_00664
OG0000876	Syao.g_00536	Prbf.g_00663
OG0000877	Syao.g_01654	Prbf.g_00661
OG0000878	Syao.g_01653	Prbf.g_00660
OG0000879	Syao.g_01652	Prbf.g_00659
OG0000880	Syao.g_01651	Prbf.g_00658
OG0000881	Syao.g_01647	Prbf.g_00654
OG0000882	Syao.g_01642	Prbf.g_00649
OG0000883	Syao.g_01638	Prbf.g_00647
OG0000884	Syao.g_01636	Prbf.g_00645
OG0000885	Syao.g_01635	Prbf.g_00644
OG0000886	Syao.g_01634	Prbf.g_00643
OG0000887	Syao.g_01633	Prbf.g_00642
OG0000888	Syao.g_01631	Prbf.g_00640
OG0000889	Syao.g_01629	Prbf.g_00638
OG0000890	Syao.g_01626	Prbf.g_00637
OG0000891	Syao.g_01625	Prbf.g_00636
OG0000892	Syao.g_01695	Prbf.g_00634
OG0000893	Syao.g_01934	Prbf.g_00630
OG0000894	Syao.g_01937	Prbf.g_00627
OG0000895	Syao.g_01916	Prbf.g_00623
OG0000896	Syao.g_01917	Prbf.g_00622
OG0000897	Syao.g_01919	Prbf.g_00620
OG0000898	Syao.g_01920	Prbf.g_00619
OG0000899	Syao.g_01921	Prbf.g_00618
OG0000900	Syao.g_01922	Prbf.g_00617
OG0000901	Syao.g_01927	Prbf.g_00614
OG0000902	Syao.g_01929	Prbf.g_00612
OG0000903	Syao.g_01798	Prbf.g_00608
OG0000904	Syao.g_01804	Prbf.g_00604
OG0000905	Syao.g_01862	Prbf.g_00610
OG0000906	Syao.g_01931	Prbf.g_00611
OG0000907	Syao.g_01796	Prbf.g_00601
OG0000908	Syao.g_01793	Prbf.g_00598
OG0000909	Syao.g_01792	Prbf.g_00597
OG0000910	Syao.g_01791	Prbf.g_00596
OG0000911	Syao.g_01789	Prbf.g_00594
OG0000912	Syao.g_01788	Prbf.g_00593
OG0000913	Syao.g_01787	Prbf.g_00592
OG0000914	Syao.g_01786	Prbf.g_00591
OG0000915	Syao.g_01784	Prbf.g_00590
OG0000916	Syao.g_01783	Prbf.g_00589
OG0000917	Syao.g_01782	Prbf.g_00588
OG0000918	Syao.g_01781	Prbf.g_00587
OG0000919	Syao.g_01780	Prbf.g_00586
OG0000920	Syao.g_01779	Prbf.g_00585
OG0000921	Syao.g_01778	Prbf.g_00584
OG0000922	Syao.g_01777	Prbf.g_00583
OG0000923	Syao.g_01772	Prbf.g_00579
OG0000924	Syao.g_01771	Prbf.g_00578
OG0000925	Syao.g_01770	Prbf.g_00577
OG0000926	Syao.g_01769	Prbf.g_00576
OG0000927	Syao.g_01767	Prbf.g_00574
OG0000928	Syao.g_01766	Prbf.g_00573
OG0000929	Syao.g_01765	Prbf.g_00572
OG0000930	Syao.g_01764	Prbf.g_00571
OG0000931	Syao.g_01763	Prbf.g_00570
OG0000932	Syao.g_01762	Prbf.g_00569
OG0000933	Syao.g_01811	Prbf.g_00565
OG0000934	Syao.g_01809	Prbf.g_00563
OG0000935	Syao.g_01808	Prbf.g_00562
OG0000936	Syao.g_01843	Prbf.g_00561
OG0000937	Syao.g_01842	Prbf.g_00560
OG0000938	Syao.g_01839	Prbf.g_00557
OG0000939	Syao.g_01838	Prbf.g_00556
OG0000940	Syao.g_01830	Prbf.g_00549
OG0000941	Syao.g_01828	Prbf.g_00547
OG0000942	Syao.g_01826	Prbf.g_00545
OG0000943	Syao.g_01824	Prbf.g_00544
OG0000944	Syao.g_01822	Prbf.g_00542
OG0000945	Syao.g_01821	Prbf.g_00541
OG0000946	Syao.g_01852	Prbf.g_00536
OG0000947	Syao.g_01849	Prbf.g_00534
OG0000948	Syao.g_01848	Prbf.g_00533
OG0000949	Syao.g_01970	Prbf.g_00530
OG0000950	Syao.g_01957	Prbf.g_00523
OG0000951	Syao.g_02262	Prbf.g_00519
OG0000952	Syao.g_02266	Prbf.g_00515
OG0000953	Syao.g_02130	Prbf.g_00511
OG0000954	Syao.g_02135	Prbf.g_00507
OG0000955	Syao.g_02136	Prbf.g_00506
OG0000956	Syao.g_02138	Prbf.g_00504
OG0000957	Syao.g_01951	Prbf.g_00498
OG0000958	Syao.g_01950	Prbf.g_00497
OG0000959	Syao.g_01947	Prbf.g_00493
OG0000960	Syao.g_01946	Prbf.g_00492
OG0000961	Syao.g_02496	Prbf.g_00488
OG0000962	Syao.g_02191	Prbf.g_00486
OG0000963	Syao.g_02186	Prbf.g_00482
OG0000964	Syao.g_02185	Prbf.g_00481
OG0000965	Syao.g_02184	Prbf.g_00480
OG0000966	Syao.g_02172	Prbf.g_00474
OG0000967	Syao.g_02167	Prbf.g_00470
OG0000968	Syao.g_02199	Prbf.g_00468
OG0000969	Syao.g_02200	Prbf.g_00467
OG0000970	Syao.g_02201	Prbf.g_00466
OG0000971	Syao.g_02203	Prbf.g_00465
OG0000972	Syao.g_02204	Prbf.g_00464
OG0000973	Syao.g_02205	Prbf.g_00463
OG0000974	Syao.g_02206	Prbf.g_00462
OG0000975	Syao.g_02207	Prbf.g_00461
OG0000976	Syao.g_02208	Prbf.g_00460
OG0000977	Syao.g_02210	Prbf.g_00459
OG0000978	Syao.g_02211	Prbf.g_00458
OG0000979	Syao.g_02214	Prbf.g_00456
OG0000980	Syao.g_02217	Prbf.g_00454
OG0000981	Syao.g_02220	Prbf.g_00451
OG0000982	Syao.g_02437	Prbf.g_00449
OG0000983	Syao.g_02438	Prbf.g_00448
OG0000984	Syao.g_02439	Prbf.g_00447
OG0000985	Syao.g_02443	Prbf.g_00444
OG0000986	Syao.g_02445	Prbf.g_00442
OG0000987	Syao.g_02447	Prbf.g_00441
OG0000988	Syao.g_02452	Prbf.g_00438
OG0000989	Syao.g_02368	Prbf.g_00434
OG0000990	Syao.g_02362	Prbf.g_00430
OG0000991	Syao.g_02354	Prbf.g_00429
OG0000992	Syao.g_02279	Prbf.g_00426
OG0000993	Syao.g_02280	Prbf.g_00425
OG0000994	Syao.g_02283	Prbf.g_00424
OG0000995	Syao.g_02287	Prbf.g_00420
OG0000996	Syao.g_02305	Prbf.g_00419
OG0000997	Syao.g_02326	Prbf.g_00416
OG0000998	Syao.g_02328	Prbf.g_00414
OG0000999	Syao.g_02329	Prbf.g_00413
OG0001000	Syao.g_02333	Prbf.g_00410
OG0001001	Syao.g_02338	Prbf.g_00407
OG0001002	Syao.g_02345	Prbf.g_00402
OG0001003	Syao.g_02347	Prbf.g_00401
OG0001004	Syao.g_02348	Prbf.g_00400
OG0001005	Syao.g_02194	Prbf.g_00399
OG0001006	Syao.g_02159	Prbf.g_00395
OG0001007	Syao.g_02161	Prbf.g_00393
OG0001008	Syao.g_01737	Prbf.g_01721
OG0001009	Syao.g_02239	Prbf.g_01349
OG0001010	Syao.g_02238	Prbf.g_01350
OG0001011	Syao.g_02236	Prbf.g_01352
OG0001012	Syao.g_00322	Prbf.g_01366
OG0001013	Syao.g_02413	Prbf.g_01373
OG0001014	Syao.g_02407	Prbf.g_01376
OG0001015	Syao.g_02406	Prbf.g_01378
OG0001016	Syao.g_02622	Prbf.g_01400
OG0001017	Syao.g_02628	Prbf.g_01404
OG0001018	Syao.g_02630	Prbf.g_01406
OG0001019	Syao.g_02654	Prbf.g_01415
OG0001020	Syao.g_02663	Prbf.g_01416
OG0001021	Syao.g_02666	Prbf.g_01417
OG0001022	Syao.g_02670	Prbf.g_01420
OG0001023	Syao.g_02671	Prbf.g_01421
OG0001024	Syao.g_01018	Prbf.g_01425
OG0001025	Syao.g_02597	Prbf.g_01432
OG0001026	Syao.g_02594	Prbf.g_01441
OG0001027	Syao.g_02564	Prbf.g_01442
OG0001028	Syao.g_02568	Prbf.g_01444
OG0001029	Syao.g_02570	Prbf.g_01445
OG0001030	Syao.g_02545	Prbf.g_01461
OG0001031	Syao.g_02528	Prbf.g_01521
OG0001032	Syao.g_02530	Prbf.g_01522
OG0001033	Syao.g_01016	Prbf.g_01543
OG0001034	Syao.g_01704	Prbf.g_01574
OG0001035	Syao.g_02101	Prbf.g_01594
OG0001036	Syao.g_02096	Prbf.g_01598
OG0001037	Syao.g_02094	Prbf.g_01599
OG0001038	Syao.g_02065	Prbf.g_01618
OG0001039	Syao.g_02062	Prbf.g_01621
OG0001040	Syao.g_02059	Prbf.g_01623
OG0001041	Syao.g_02055	Prbf.g_01628
OG0001042	Syao.g_02032	Prbf.g_01645
OG0001043	Syao.g_02028	Prbf.g_01646
OG0001044	Syao.g_01878	Prbf.g_01677
OG0001045	Syao.g_01865	Prbf.g_01686
OG0001046	Syao.g_00827	Prbf.g_00741
OG0001047	Syao.g_01739	Prbf.g_01723
OG0001048	Syao.g_01740	Prbf.g_01724
OG0001049	Syao.g_01616	Prbf.g_01726
OG0001050	Syao.g_01618	Prbf.g_01727
OG0001051	Syao.g_01619	Prbf.g_01728
OG0001052	Syao.g_02686	Prbf.g_01754
OG0001053	Syao.g_00025	Prbf.g_01766
OG0001054	Syao.g_00104	Prbf.g_01781
OG0001055	Syao.g_00156	Prbf.g_01800
OG0001056	Syao.g_01417	Prbf.g_01817
OG0001057	Syao.g_00879	Prbf.g_01822
OG0001058	Syao.g_00862	Prbf.g_01830
OG0001059	Syao.g_00858	Prbf.g_01834
OG0001060	Syao.g_00852	Prbf.g_01840
OG0001062	Syao.g_01050	Prbf.g_01857
OG0001063	Syao.g_01042	Prbf.g_01859
OG0001064	Syao.g_01041	Prbf.g_01860
OG0001065	Syao.g_01040	Prbf.g_01861
OG0001066	Syao.g_01039	Prbf.g_01862
OG0001067	Syao.g_01038	Prbf.g_01863
OG0001068	Syao.g_01037	Prbf.g_01864
OG0001069	Syao.g_01036	Prbf.g_01865
OG0001070	Syao.g_01032	Prbf.g_01869
OG0001071	Syao.g_01031	Prbf.g_01870
OG0001072	Syao.g_01027	Prbf.g_01872
OG0001073	Syao.g_00991	Prbf.g_01886
OG0001074	Syao.g_00392	Prbf.g_01898
OG0001075	Syao.g_00391	Prbf.g_01899
OG0001076	Syao.g_01339	Prbf.g_01906
OG0001077	Syao.g_01323	Prbf.g_01912
OG0001078	Syao.g_00895	Prbf.g_00983
OG0001079	Syao.g_00911	Prbf.g_00995
OG0001081	Syao.g_00925	Prbf.g_01003
OG0001082	Syao.g_00926	Prbf.g_01004
OG0001083	Syao.g_00934	Prbf.g_01009
OG0001084	Syao.g_00935	Prbf.g_01010
OG0001085	Syao.g_00947	Prbf.g_01293
OG0001086	Syao.g_00949	Prbf.g_01292
OG0001087	Syao.g_01419	Prbf.g_01274
OG0001088	Syao.g_00211	Prbf.g_01273
OG0001089	Syao.g_00376	Prbf.g_01262
OG0001090	Syao.g_00494	Prbf.g_01252
OG0001091	Syao.g_00491	Prbf.g_01030
OG0001092	Syao.g_00489	Prbf.g_01031
OG0001093	Syao.g_00482	Prbf.g_01036
OG0001094	Syao.g_00750	Prbf.g_01029
OG0001095	Syao.g_00771	Prbf.g_01232
OG0001096	Syao.g_00786	Prbf.g_01218
OG0001097	Syao.g_00552	Prbf.g_01198
OG0001098	Syao.g_00731	Prbf.g_01179
OG0001099	Syao.g_02569	Prbf.g_00833
OG0001100	Syao.g_00957	Prbf.g_01329
OG0001101	Syao.g_00959	Prbf.g_01326
OG0001102	Syao.g_00962	Prbf.g_01323
OG0001103	Syao.g_00964	Prbf.g_01321
OG0001105	Syao.g_00736	Prbf.g_01294
OG0001106	Syao.g_00688	Prbf.g_01126
OG0001107	Syao.g_00676	Prbf.g_01119
OG0001108	Syao.g_00669	Prbf.g_01115
OG0001109	Syao.g_00667	Prbf.g_01114
OG0001110	Syao.g_00665	Prbf.g_01112
OG0001111	Syao.g_00663	Prbf.g_01111
OG0001112	Syao.g_00661	Prbf.g_01110
OG0001113	Syao.g_00660	Prbf.g_01109
OG0001114	Syao.g_00659	Prbf.g_01108
OG0001115	Syao.g_00832	Prbf.g_01106
OG0001116	Syao.g_00830	Prbf.g_01105
OG0001117	Syao.g_00829	Prbf.g_01104
OG0001118	Syao.g_00828	Prbf.g_01103
OG0001119	Syao.g_00826	Prbf.g_01102
OG0001120	Syao.g_00822	Prbf.g_01100
OG0001122	Syao.g_00445	Prbf.g_01080
OG0001123	Syao.g_00451	Prbf.g_01074
OG0001124	Syao.g_00453	Prbf.g_01072
OG0001125	Syao.g_00456	Prbf.g_01070
OG0001126	Syao.g_00504	Prbf.g_01159
OG0001127	Syao.g_00505	Prbf.g_01160
