Orthogroup	Syao	Praw
OG0000590	Syao.g_01341	Praw.g_00158
OG0000591	Syao.g_01330	Praw.g_00161
OG0000592	Syao.g_01329	Praw.g_00162
OG0000593	Syao.g_00890	Praw.g_00168
OG0000594	Syao.g_00891	Praw.g_00169
OG0000595	Syao.g_00892	Praw.g_01888
OG0000596	Syao.g_00897	Praw.g_01884
OG0000597	Syao.g_00900	Praw.g_01882
OG0000598	Syao.g_00901	Praw.g_01881
OG0000599	Syao.g_00908	Praw.g_01878
OG0000600	Syao.g_00909	Praw.g_01877
OG0000601	Syao.g_00910	Praw.g_01876
OG0000602	Syao.g_00914	Praw.g_01874
OG0000603	Syao.g_00915	Praw.g_01873
OG0000604	Syao.g_00918	Praw.g_01872
OG0000606	Syao.g_00924	Praw.g_01868
OG0000607	Syao.g_00927	Praw.g_01865
OG0000608	Syao.g_00928	Praw.g_01864
OG0000609	Syao.g_00930	Praw.g_01863
OG0000610	Syao.g_00940	Praw.g_01858
OG0000611	Syao.g_00943	Praw.g_01855
OG0000612	Syao.g_00944	Praw.g_01854
OG0000613	Syao.g_01979	Praw.g_01849
OG0000614	Syao.g_00375	Praw.g_01830
OG0000615	Syao.g_00978	Praw.g_01822
OG0000616	Syao.g_02342	Praw.g_01818
OG0000617	Syao.g_00486	Praw.g_01803
OG0000618	Syao.g_00485	Praw.g_01802
OG0000619	Syao.g_00484	Praw.g_01801
OG0000620	Syao.g_00479	Praw.g_01798
OG0000621	Syao.g_00478	Praw.g_01797
OG0000622	Syao.g_00476	Praw.g_01796
OG0000623	Syao.g_00475	Praw.g_01795
OG0000624	Syao.g_00473	Praw.g_01794
OG0000625	Syao.g_00472	Praw.g_01793
OG0000626	Syao.g_00471	Praw.g_01792
OG0000627	Syao.g_00567	Praw.g_01791
OG0000628	Syao.g_00566	Praw.g_01790
OG0000629	Syao.g_00590	Praw.g_01789
OG0000630	Syao.g_00585	Praw.g_01786
OG0000631	Syao.g_00644	Praw.g_01706
OG0000632	Syao.g_00643	Praw.g_01705
OG0000633	Syao.g_00642	Praw.g_01704
OG0000634	Syao.g_00752	Praw.g_01701
OG0000635	Syao.g_00753	Praw.g_01700
OG0000636	Syao.g_00755	Praw.g_01698
OG0000637	Syao.g_00757	Praw.g_01696
OG0000638	Syao.g_00758	Praw.g_01695
OG0000639	Syao.g_00759	Praw.g_01694
OG0000640	Syao.g_00760	Praw.g_01693
OG0000641	Syao.g_00764	Praw.g_01689
OG0000642	Syao.g_00765	Praw.g_01688
OG0000643	Syao.g_00767	Praw.g_01687
OG0000644	Syao.g_00768	Praw.g_01686
OG0000645	Syao.g_00770	Praw.g_01685
OG0000646	Syao.g_00773	Praw.g_01683
OG0000647	Syao.g_00775	Praw.g_01682
OG0000648	Syao.g_00777	Praw.g_01680
OG0000649	Syao.g_00778	Praw.g_01679
OG0000650	Syao.g_00779	Praw.g_01678
OG0000651	Syao.g_00780	Praw.g_01677
OG0000652	Syao.g_00781	Praw.g_01676
OG0000653	Syao.g_00783	Praw.g_01674
OG0000654	Syao.g_00784	Praw.g_01673
OG0000655	Syao.g_00785	Praw.g_01672
OG0000656	Syao.g_00789	Praw.g_01669
OG0000657	Syao.g_00435	Praw.g_01663
OG0000658	Syao.g_00560	Praw.g_01662
OG0000659	Syao.g_00559	Praw.g_01661
OG0000660	Syao.g_00555	Praw.g_01657
OG0000661	Syao.g_00553	Praw.g_01655
OG0000662	Syao.g_00535	Praw.g_01653
OG0000663	Syao.g_00532	Praw.g_01651
OG0000664	Syao.g_00530	Praw.g_01650
OG0000665	Syao.g_01436	Praw.g_01646
OG0000666	Syao.g_02120	Praw.g_01645
OG0000667	Syao.g_01375	Praw.g_01641
OG0000668	Syao.g_02678	Praw.g_01611
OG0000669	Syao.g_00955	Praw.g_01605
OG0000670	Syao.g_00958	Praw.g_01603
OG0000671	Syao.g_00960	Praw.g_01601
OG0000672	Syao.g_00963	Praw.g_01599
OG0000673	Syao.g_00966	Praw.g_01596
OG0000674	Syao.g_00968	Praw.g_01594
OG0000675	Syao.g_00969	Praw.g_01593
OG0000676	Syao.g_00971	Praw.g_01591
OG0000677	Syao.g_00972	Praw.g_01590
OG0000678	Syao.g_00974	Praw.g_01588
OG0000679	Syao.g_00981	Praw.g_01584
OG0000680	Syao.g_00982	Praw.g_01583
OG0000681	Syao.g_00985	Praw.g_01581
OG0000682	Syao.g_00986	Praw.g_01580
OG0000683	Syao.g_00987	Praw.g_01579
OG0000684	Syao.g_00990	Praw.g_01577
OG0000685	Syao.g_00733	Praw.g_01575
OG0000686	Syao.g_00734	Praw.g_01574
OG0000687	Syao.g_00735	Praw.g_01573
OG0000688	Syao.g_00741	Praw.g_01570
OG0000689	Syao.g_00743	Praw.g_01569
OG0000690	Syao.g_00744	Praw.g_01568
OG0000691	Syao.g_00745	Praw.g_01567
OG0000692	Syao.g_00747	Praw.g_01565
OG0000693	Syao.g_00748	Praw.g_01564
OG0000694	Syao.g_00749	Praw.g_01563
OG0000695	Syao.g_00639	Praw.g_01561
OG0000696	Syao.g_00638	Praw.g_01560
OG0000697	Syao.g_00636	Praw.g_01559
OG0000698	Syao.g_00633	Praw.g_01556
OG0000699	Syao.g_00631	Praw.g_01555
OG0000700	Syao.g_00630	Praw.g_01554
OG0000701	Syao.g_00629	Praw.g_01553
OG0000702	Syao.g_00705	Praw.g_01551
OG0000703	Syao.g_00693	Praw.g_01550
OG0000704	Syao.g_00689	Praw.g_01549
OG0000705	Syao.g_00682	Praw.g_01545
OG0000706	Syao.g_00681	Praw.g_01544
OG0000707	Syao.g_00680	Praw.g_01543
OG0000708	Syao.g_00677	Praw.g_01542
OG0000709	Syao.g_00670	Praw.g_01538
OG0000710	Syao.g_00666	Praw.g_01535
OG0000711	Syao.g_00815	Praw.g_01518
OG0000712	Syao.g_00813	Praw.g_01516
OG0000713	Syao.g_00812	Praw.g_01515
OG0000714	Syao.g_00810	Praw.g_01514
OG0000715	Syao.g_00808	Praw.g_01512
OG0000716	Syao.g_00804	Praw.g_01510
OG0000717	Syao.g_00803	Praw.g_01509
OG0000718	Syao.g_00794	Praw.g_01498
OG0000719	Syao.g_00444	Praw.g_01496
OG0000720	Syao.g_00457	Praw.g_01487
OG0000721	Syao.g_00459	Praw.g_01485
OG0000722	Syao.g_00460	Praw.g_01484
OG0000723	Syao.g_00469	Praw.g_01481
OG0000724	Syao.g_00513	Praw.g_01472
OG0000725	Syao.g_00385	Praw.g_01466
OG0000726	Syao.g_00384	Praw.g_01465
OG0000727	Syao.g_00383	Praw.g_01464
OG0000728	Syao.g_00381	Praw.g_01462
OG0000729	Syao.g_02190	Praw.g_01416
OG0000730	Syao.g_01880	Praw.g_00172
OG0000731	Syao.g_01868	Praw.g_00176
OG0000732	Syao.g_02218	Praw.g_00183
OG0000733	Syao.g_01427	Praw.g_00202
OG0000734	Syao.g_02592	Praw.g_00219
OG0000735	Syao.g_00140	Praw.g_00221
OG0000736	Syao.g_00139	Praw.g_00222
OG0000737	Syao.g_00138	Praw.g_00223
OG0000738	Syao.g_00132	Praw.g_00227
OG0000739	Syao.g_00131	Praw.g_00228
OG0000740	Syao.g_00130	Praw.g_00229
OG0000741	Syao.g_00127	Praw.g_00230
OG0000742	Syao.g_00124	Praw.g_00233
OG0000743	Syao.g_00217	Praw.g_00235
OG0000744	Syao.g_00216	Praw.g_00236
OG0000745	Syao.g_00213	Praw.g_00237
OG0000746	Syao.g_00210	Praw.g_00239
OG0000747	Syao.g_00208	Praw.g_00240
OG0000748	Syao.g_00193	Praw.g_00243
OG0000749	Syao.g_00192	Praw.g_00244
OG0000750	Syao.g_00191	Praw.g_00245
OG0000751	Syao.g_00185	Praw.g_00247
OG0000752	Syao.g_00183	Praw.g_00249
OG0000753	Syao.g_00180	Praw.g_00252
OG0000754	Syao.g_00175	Praw.g_00255
OG0000755	Syao.g_00021	Praw.g_00258
OG0000756	Syao.g_00229	Praw.g_00259
OG0000757	Syao.g_00252	Praw.g_00265
OG0000758	Syao.g_00251	Praw.g_00266
OG0000759	Syao.g_00250	Praw.g_00267
OG0000760	Syao.g_00249	Praw.g_00268
OG0000761	Syao.g_00248	Praw.g_00269
OG0000762	Syao.g_00246	Praw.g_00270
OG0000763	Syao.g_00242	Praw.g_00272
OG0000764	Syao.g_00241	Praw.g_00273
OG0000765	Syao.g_00267	Praw.g_00282
OG0000766	Syao.g_00266	Praw.g_00283
OG0000767	Syao.g_00264	Praw.g_00285
OG0000768	Syao.g_00263	Praw.g_00286
OG0000769	Syao.g_00261	Praw.g_00288
OG0000770	Syao.g_00257	Praw.g_00290
OG0000771	Syao.g_00506	Praw.g_00904
OG0000772	Syao.g_01523	Praw.g_00954
OG0000773	Syao.g_01447	Praw.g_00970
OG0000774	Syao.g_01442	Praw.g_00972
OG0000775	Syao.g_01440	Praw.g_00976
OG0000776	Syao.g_01439	Praw.g_00977
OG0000777	Syao.g_01438	Praw.g_00978
OG0000778	Syao.g_01437	Praw.g_00979
OG0000779	Syao.g_01469	Praw.g_00983
OG0000780	Syao.g_01456	Praw.g_00984
OG0000781	Syao.g_01452	Praw.g_00987
OG0000782	Syao.g_01451	Praw.g_00988
OG0000783	Syao.g_01450	Praw.g_00989
OG0000784	Syao.g_01449	Praw.g_00990
OG0000785	Syao.g_01481	Praw.g_00992
OG0000786	Syao.g_01473	Praw.g_00994
OG0000787	Syao.g_01472	Praw.g_00995
OG0000788	Syao.g_00870	Praw.g_01002
OG0000789	Syao.g_00623	Praw.g_01006
OG0000790	Syao.g_00041, Syao.g_00315	Praw.g_01021
OG0000791	Syao.g_00043	Praw.g_01023
OG0000792	Syao.g_00044	Praw.g_01024
OG0000793	Syao.g_02700	Praw.g_01027
OG0000794	Syao.g_02703	Praw.g_01028
OG0000795	Syao.g_02704	Praw.g_01029
OG0000796	Syao.g_02708	Praw.g_01033
OG0000797	Syao.g_02709	Praw.g_01034
OG0000798	Syao.g_02066	Praw.g_01057
OG0000799	Syao.g_01525	Praw.g_01101
OG0000800	Syao.g_01526	Praw.g_01100
OG0000801	Syao.g_01527	Praw.g_01099
OG0000802	Syao.g_01531	Praw.g_01097
OG0000803	Syao.g_01534	Praw.g_01095
OG0000804	Syao.g_01537	Praw.g_01094
OG0000805	Syao.g_01502	Praw.g_01092
OG0000806	Syao.g_01504	Praw.g_01090
OG0000807	Syao.g_01506	Praw.g_01089
OG0000808	Syao.g_01507	Praw.g_01088
OG0000809	Syao.g_01511	Praw.g_01085
OG0000810	Syao.g_01482	Praw.g_01084
OG0000811	Syao.g_01490	Praw.g_01077
OG0000812	Syao.g_01492	Praw.g_01075
OG0000813	Syao.g_01493	Praw.g_00343
OG0000814	Syao.g_01495	Praw.g_00345
OG0000815	Syao.g_01499	Praw.g_00346
OG0000816	Syao.g_01471	Praw.g_00348
OG0000817	Syao.g_01519	Praw.g_00349
OG0000818	Syao.g_00062	Praw.g_00354
OG0000819	Syao.g_00063	Praw.g_00355
OG0000820	Syao.g_00064	Praw.g_00356
OG0000821	Syao.g_00070	Praw.g_00359
OG0000822	Syao.g_00072	Praw.g_00360
OG0000823	Syao.g_00073	Praw.g_00361
OG0000824	Syao.g_00079	Praw.g_00364
OG0000825	Syao.g_00080	Praw.g_00365
OG0000826	Syao.g_00081	Praw.g_00366
OG0000827	Syao.g_00082	Praw.g_00367
OG0000828	Syao.g_00085	Praw.g_00371
OG0000829	Syao.g_00086	Praw.g_00372
OG0000830	Syao.g_00087	Praw.g_00373
OG0000831	Syao.g_00089	Praw.g_00375
OG0000832	Syao.g_01696	Praw.g_00381
OG0000833	Syao.g_01612	Praw.g_00389
OG0000834	Syao.g_01610	Praw.g_00390
OG0000835	Syao.g_01609	Praw.g_00391
OG0000836	Syao.g_01606	Praw.g_00392
OG0000837	Syao.g_01605	Praw.g_00393
OG0000838	Syao.g_01601	Praw.g_00395
OG0000839	Syao.g_01600	Praw.g_00396
OG0000840	Syao.g_01599	Praw.g_00397
OG0000841	Syao.g_01598	Praw.g_00398
OG0000842	Syao.g_01597	Praw.g_00399
OG0000843	Syao.g_01596	Praw.g_00400
OG0000844	Syao.g_01594	Praw.g_00401
OG0000845	Syao.g_01593	Praw.g_00402
OG0000846	Syao.g_01592	Praw.g_00403
OG0000847	Syao.g_01591	Praw.g_00404
OG0000848	Syao.g_01589	Praw.g_00405
OG0000849	Syao.g_01588	Praw.g_00406
OG0000850	Syao.g_01585	Praw.g_00408
OG0000851	Syao.g_01582	Praw.g_00409
OG0000852	Syao.g_01581	Praw.g_00410
OG0000853	Syao.g_01577	Praw.g_00414
OG0000854	Syao.g_01575	Praw.g_00416
OG0000855	Syao.g_01574	Praw.g_00417
OG0000856	Syao.g_01327	Praw.g_00430
OG0000857	Syao.g_00774	Praw.g_00458
OG0000858	Syao.g_01567	Praw.g_00509
OG0000859	Syao.g_01566	Praw.g_00510
OG0000860	Syao.g_01552	Praw.g_00517
OG0000861	Syao.g_01551	Praw.g_00518
OG0000862	Syao.g_01542	Praw.g_00519
OG0000863	Syao.g_01540	Praw.g_00521
OG0000864	Syao.g_01017	Praw.g_00522
OG0000866	Syao.g_01686	Praw.g_00524
OG0000867	Syao.g_01685	Praw.g_00525
OG0000868	Syao.g_01682	Praw.g_00526
OG0000869	Syao.g_01677	Praw.g_00530
OG0000870	Syao.g_01672	Praw.g_00535
OG0000871	Syao.g_01671	Praw.g_00536
OG0000872	Syao.g_01665	Praw.g_00537
OG0000873	Syao.g_01662	Praw.g_00540
OG0000874	Syao.g_01660	Praw.g_00543
OG0000875	Syao.g_01658	Praw.g_00544
OG0000876	Syao.g_00536	Praw.g_00545
OG0000877	Syao.g_01654	Praw.g_00547
OG0000878	Syao.g_01653	Praw.g_00548
OG0000879	Syao.g_01652	Praw.g_00549
OG0000880	Syao.g_01651	Praw.g_00550
OG0000881	Syao.g_01647	Praw.g_00554
OG0000882	Syao.g_01642	Praw.g_00559
OG0000883	Syao.g_01638	Praw.g_00561
OG0000884	Syao.g_01636	Praw.g_00563
OG0000885	Syao.g_01635	Praw.g_00564
OG0000886	Syao.g_01634	Praw.g_00565
OG0000887	Syao.g_01633	Praw.g_00566
OG0000888	Syao.g_01631	Praw.g_00568
OG0000889	Syao.g_01629	Praw.g_00570
OG0000890	Syao.g_01626	Praw.g_00571
OG0000891	Syao.g_01625	Praw.g_00572
OG0000892	Syao.g_01695	Praw.g_01921
OG0000893	Syao.g_01934	Praw.g_01917
OG0000894	Syao.g_01937	Praw.g_01915
OG0000895	Syao.g_01916	Praw.g_01912
OG0000896	Syao.g_01917	Praw.g_01911
OG0000897	Syao.g_01919	Praw.g_01909
OG0000898	Syao.g_01920	Praw.g_01908
OG0000899	Syao.g_01921	Praw.g_01907
OG0000900	Syao.g_01922	Praw.g_01906
OG0000901	Syao.g_01927	Praw.g_01903
OG0000902	Syao.g_01929	Praw.g_01901
OG0000903	Syao.g_01798	Praw.g_01898
OG0000904	Syao.g_01804	Praw.g_01896
OG0000905	Syao.g_01862	Praw.g_01892
OG0000906	Syao.g_01931	Praw.g_01891
OG0000907	Syao.g_01796	Praw.g_00138
OG0000908	Syao.g_01793	Praw.g_00135
OG0000909	Syao.g_01792	Praw.g_00134
OG0000910	Syao.g_01791	Praw.g_00133
OG0000911	Syao.g_01789	Praw.g_00131
OG0000912	Syao.g_01788	Praw.g_00130
OG0000913	Syao.g_01787	Praw.g_00129
OG0000914	Syao.g_01786	Praw.g_00128
OG0000915	Syao.g_01784	Praw.g_00127
OG0000916	Syao.g_01783	Praw.g_00126
OG0000917	Syao.g_01782	Praw.g_00125
OG0000918	Syao.g_01781	Praw.g_00124
OG0000919	Syao.g_01780	Praw.g_00123
OG0000920	Syao.g_01779	Praw.g_00122
OG0000921	Syao.g_01778	Praw.g_00121
OG0000922	Syao.g_01777	Praw.g_00120
OG0000923	Syao.g_01772	Praw.g_00116
OG0000924	Syao.g_01771	Praw.g_00115
OG0000925	Syao.g_01770	Praw.g_00114
OG0000926	Syao.g_01769	Praw.g_00113
OG0000927	Syao.g_01767	Praw.g_00111
OG0000928	Syao.g_01766	Praw.g_00110
OG0000929	Syao.g_01765	Praw.g_00109
OG0000930	Syao.g_01764	Praw.g_00108
OG0000931	Syao.g_01763	Praw.g_00107
OG0000932	Syao.g_01762	Praw.g_00106
OG0000933	Syao.g_01811	Praw.g_00102
OG0000934	Syao.g_01809	Praw.g_00100
OG0000935	Syao.g_01808	Praw.g_00099
OG0000936	Syao.g_01843	Praw.g_00098
OG0000937	Syao.g_01842	Praw.g_00097
OG0000938	Syao.g_01839	Praw.g_00095
OG0000939	Syao.g_01838	Praw.g_00094
OG0000940	Syao.g_01830	Praw.g_00087
OG0000941	Syao.g_01828	Praw.g_00085
OG0000942	Syao.g_01826	Praw.g_00083
OG0000943	Syao.g_01824	Praw.g_00082
OG0000944	Syao.g_01822	Praw.g_00081
OG0000945	Syao.g_01821	Praw.g_00080
OG0000946	Syao.g_01852	Praw.g_00076
OG0000947	Syao.g_01849	Praw.g_00074
OG0000948	Syao.g_01848	Praw.g_00073
OG0000949	Syao.g_01970	Praw.g_00070
OG0000950	Syao.g_01957	Praw.g_00065
OG0000951	Syao.g_02262	Praw.g_00061
OG0000952	Syao.g_02266	Praw.g_00057
OG0000953	Syao.g_02130	Praw.g_00054
OG0000954	Syao.g_02135	Praw.g_00050
OG0000955	Syao.g_02136	Praw.g_00049
OG0000956	Syao.g_02138	Praw.g_00047
OG0000957	Syao.g_01951	Praw.g_00041
OG0000958	Syao.g_01950	Praw.g_00040
OG0000959	Syao.g_01947	Praw.g_00036
OG0000960	Syao.g_01946	Praw.g_00035
OG0000961	Syao.g_02496	Praw.g_00033
OG0000962	Syao.g_02191	Praw.g_00031
OG0000963	Syao.g_02186	Praw.g_00027
OG0000964	Syao.g_02185	Praw.g_00026
OG0000965	Syao.g_02184	Praw.g_00025
OG0000966	Syao.g_02172	Praw.g_00018
OG0000967	Syao.g_02167	Praw.g_00014
OG0000968	Syao.g_02199	Praw.g_00012
OG0000969	Syao.g_02200	Praw.g_00011
OG0000970	Syao.g_02201	Praw.g_00010
OG0000971	Syao.g_02203	Praw.g_00009
OG0000972	Syao.g_02204	Praw.g_00008
OG0000973	Syao.g_02205	Praw.g_00007
OG0000974	Syao.g_02206	Praw.g_00006
OG0000975	Syao.g_02207	Praw.g_00005
OG0000976	Syao.g_02208	Praw.g_00004
OG0000977	Syao.g_02210	Praw.g_00003
OG0000978	Syao.g_02211	Praw.g_00002
OG0000979	Syao.g_02214	Praw.g_01192
OG0000980	Syao.g_02217	Praw.g_01190
OG0000981	Syao.g_02220	Praw.g_01188
OG0000982	Syao.g_02437	Praw.g_01186
OG0000983	Syao.g_02438	Praw.g_01185
OG0000984	Syao.g_02439	Praw.g_01184
OG0000985	Syao.g_02443	Praw.g_01181
OG0000986	Syao.g_02445	Praw.g_01179
OG0000987	Syao.g_02447	Praw.g_01178
OG0000988	Syao.g_02452	Praw.g_01175
OG0000989	Syao.g_02368	Praw.g_01171
OG0000990	Syao.g_02362	Praw.g_01168
OG0000991	Syao.g_02354	Praw.g_01167
OG0000992	Syao.g_02279	Praw.g_01165
OG0000993	Syao.g_02280	Praw.g_01164
OG0000994	Syao.g_02283	Praw.g_01163
OG0000995	Syao.g_02287	Praw.g_01159
OG0000996	Syao.g_02305	Praw.g_01158
OG0000997	Syao.g_02326	Praw.g_01157
OG0000998	Syao.g_02328	Praw.g_01155
OG0000999	Syao.g_02329	Praw.g_01154
OG0001000	Syao.g_02333	Praw.g_01151
OG0001001	Syao.g_02338	Praw.g_01149
OG0001002	Syao.g_02345	Praw.g_01145
OG0001003	Syao.g_02347	Praw.g_01144
OG0001004	Syao.g_02348	Praw.g_01143
OG0001005	Syao.g_02194	Praw.g_01142
OG0001006	Syao.g_02159	Praw.g_01138
OG0001007	Syao.g_02161	Praw.g_01136
OG0001008	Syao.g_01737	Praw.g_00710
OG0001009	Syao.g_02239	Praw.g_01401
OG0001010	Syao.g_02238	Praw.g_01400
OG0001011	Syao.g_02236	Praw.g_01399
OG0001012	Syao.g_00322	Praw.g_01385
OG0001013	Syao.g_02413	Praw.g_01380
OG0001014	Syao.g_02407	Praw.g_01377
OG0001015	Syao.g_02406	Praw.g_01376
OG0001016	Syao.g_02622	Praw.g_01361
OG0001017	Syao.g_02628	Praw.g_01357
OG0001018	Syao.g_02630	Praw.g_01354
OG0001019	Syao.g_02654	Praw.g_01345
OG0001020	Syao.g_02663	Praw.g_01344
OG0001021	Syao.g_02666	Praw.g_01343
OG0001022	Syao.g_02670	Praw.g_01341
OG0001023	Syao.g_02671	Praw.g_01340
OG0001024	Syao.g_01018	Praw.g_01337
OG0001025	Syao.g_02597	Praw.g_01331
OG0001026	Syao.g_02594	Praw.g_01324
OG0001027	Syao.g_02564	Praw.g_01323
OG0001028	Syao.g_02568	Praw.g_01321
OG0001029	Syao.g_02570	Praw.g_01320
OG0001030	Syao.g_02545	Praw.g_01305
OG0001031	Syao.g_02528	Praw.g_01249
OG0001032	Syao.g_02530	Praw.g_01248
OG0001033	Syao.g_01016	Praw.g_01227
OG0001034	Syao.g_01704	Praw.g_01199
OG0001035	Syao.g_02101	Praw.g_00879
OG0001036	Syao.g_02096	Praw.g_00875
OG0001037	Syao.g_02094	Praw.g_00874
OG0001038	Syao.g_02065	Praw.g_00856
OG0001039	Syao.g_02062	Praw.g_00853
OG0001040	Syao.g_02059	Praw.g_00851
OG0001041	Syao.g_02055	Praw.g_00847
OG0001042	Syao.g_02032	Praw.g_00830
OG0001043	Syao.g_02028	Praw.g_00829
OG0001044	Syao.g_01878	Praw.g_00797
OG0001045	Syao.g_01865	Praw.g_00789
OG0001046	Syao.g_00827	Praw.g_00754
OG0001047	Syao.g_01739	Praw.g_00708
OG0001048	Syao.g_01740	Praw.g_00707
OG0001049	Syao.g_01616	Praw.g_00705
OG0001050	Syao.g_01618	Praw.g_00704
OG0001051	Syao.g_01619	Praw.g_00703
OG0001052	Syao.g_02686	Praw.g_00676
OG0001053	Syao.g_00025	Praw.g_00665
OG0001054	Syao.g_00104	Praw.g_00650
OG0001055	Syao.g_00156	Praw.g_00631
OG0001056	Syao.g_01417	Praw.g_00612
OG0001057	Syao.g_00879	Praw.g_00607
OG0001058	Syao.g_00862	Praw.g_00599
OG0001059	Syao.g_00858	Praw.g_00595
OG0001060	Syao.g_00852	Praw.g_00588
OG0001062	Syao.g_01050	Praw.g_01923
OG0001063	Syao.g_01042	Praw.g_01925
OG0001064	Syao.g_01041	Praw.g_01926
OG0001065	Syao.g_01040	Praw.g_01927
OG0001066	Syao.g_01039	Praw.g_01928
OG0001067	Syao.g_01038	Praw.g_01929
OG0001068	Syao.g_01037	Praw.g_01930
OG0001069	Syao.g_01036	Praw.g_01931
OG0001070	Syao.g_01032	Praw.g_01934
OG0001071	Syao.g_01031	Praw.g_01935
OG0001073	Syao.g_00991	Praw.g_00140
OG0001074	Syao.g_00392	Praw.g_00151
OG0001075	Syao.g_00391	Praw.g_00152
OG0001076	Syao.g_01339	Praw.g_00160
OG0001077	Syao.g_01323	Praw.g_00164
OG0001078	Syao.g_00895	Praw.g_01886
OG0001079	Syao.g_00911	Praw.g_01875
OG0001081	Syao.g_00925	Praw.g_01867
OG0001082	Syao.g_00926	Praw.g_01866
OG0001083	Syao.g_00934	Praw.g_01861
OG0001084	Syao.g_00935	Praw.g_01860
OG0001085	Syao.g_00947	Praw.g_01852
OG0001086	Syao.g_00949	Praw.g_01851
OG0001087	Syao.g_01419	Praw.g_01834
OG0001088	Syao.g_00211	Praw.g_01833
OG0001089	Syao.g_00376	Praw.g_01825
OG0001090	Syao.g_00494	Praw.g_01808
OG0001091	Syao.g_00491	Praw.g_01806
OG0001092	Syao.g_00489	Praw.g_01805
OG0001093	Syao.g_00482	Praw.g_01800
OG0001094	Syao.g_00750	Praw.g_01703
OG0001095	Syao.g_00771	Praw.g_01684
OG0001096	Syao.g_00786	Praw.g_01671
OG0001097	Syao.g_00552	Praw.g_01654
OG0001098	Syao.g_00731	Praw.g_01639
OG0001099	Syao.g_02569	Praw.g_01608
OG0001100	Syao.g_00957	Praw.g_01604
OG0001101	Syao.g_00959	Praw.g_01602
OG0001102	Syao.g_00962	Praw.g_01600
OG0001103	Syao.g_00964	Praw.g_01598
OG0001105	Syao.g_00736	Praw.g_01572
OG0001106	Syao.g_00688	Praw.g_01548
OG0001107	Syao.g_00676	Praw.g_01541
OG0001108	Syao.g_00669	Praw.g_01537
OG0001109	Syao.g_00667	Praw.g_01536
OG0001110	Syao.g_00665	Praw.g_01534
OG0001111	Syao.g_00663	Praw.g_01533
OG0001112	Syao.g_00661	Praw.g_01532
OG0001113	Syao.g_00660	Praw.g_01531
OG0001114	Syao.g_00659	Praw.g_01530
OG0001115	Syao.g_00832	Praw.g_01528
OG0001116	Syao.g_00830	Praw.g_01527
OG0001117	Syao.g_00829	Praw.g_01526
OG0001118	Syao.g_00828	Praw.g_01525
OG0001119	Syao.g_00826	Praw.g_01524
OG0001120	Syao.g_00822	Praw.g_01522
OG0001121	Syao.g_01294	Praw.g_00199, Praw.g_01519
OG0001122	Syao.g_00445	Praw.g_01495
OG0001123	Syao.g_00451	Praw.g_01491
OG0001124	Syao.g_00453	Praw.g_01489
OG0001125	Syao.g_00456	Praw.g_01488
OG0001126	Syao.g_00504	Praw.g_01478
OG0001127	Syao.g_00505	Praw.g_01477
OG0001128	Syao.g_00508	Praw.g_01475
OG0001129	Syao.g_00510	Praw.g_01474
OG0001130	Syao.g_00511	Praw.g_01473
OG0001131	Syao.g_01387	Praw.g_01437
OG0001132	Syao.g_01221	Praw.g_01427
OG0001133	Syao.g_01333	Praw.g_00187
OG0001134	Syao.g_01428	Praw.g_00201
OG0001135	Syao.g_01424	Praw.g_00204
OG0001136	Syao.g_00126	Praw.g_00231
OG0001137	Syao.g_00194	Praw.g_00242
OG0001138	Syao.g_00227	Praw.g_00260
OG0001139	Syao.g_00225	Praw.g_00261
OG0001140	Syao.g_00224	Praw.g_00262
OG0001141	Syao.g_00254	Praw.g_00263
OG0001142	Syao.g_00253	Praw.g_00264
OG0001143	Syao.g_00243	Praw.g_00271
OG0001144	Syao.g_00276	Praw.g_00276
OG0001145	Syao.g_01446	Praw.g_00971
OG0001146	Syao.g_01455	Praw.g_00985
OG0001147	Syao.g_00095	Praw.g_01001
OG0001148	Syao.g_00038	Praw.g_01018
OG0001149	Syao.g_00039	Praw.g_01019
OG0001150	Syao.g_00040	Praw.g_01020
OG0001151	Syao.g_02706	Praw.g_01031
OG0001152	Syao.g_02707	Praw.g_01032
OG0001153	Syao.g_00083	Praw.g_00368
OG0001154	Syao.g_00084	Praw.g_00370
OG0001155	Syao.g_01747	Praw.g_00382
OG0001156	Syao.g_01744	Praw.g_00385
OG0001157	Syao.g_01743	Praw.g_00386
OG0001158	Syao.g_01742	Praw.g_00387
OG0001159	Syao.g_01741	Praw.g_00388
OG0001160	Syao.g_01579	Praw.g_00412
OG0001161	Syao.g_02373	Praw.g_00423
OG0001162	Syao.g_02650	Praw.g_00434
OG0001163	Syao.g_01571	Praw.g_00507
OG0001164	Syao.g_01564	Praw.g_00511
OG0001165	Syao.g_01559	Praw.g_00514
OG0001166	Syao.g_01673	Praw.g_00534
OG0001167	Syao.g_01006	Praw.g_00551
OG0001168	Syao.g_01648	Praw.g_00553
OG0001169	Syao.g_01646	Praw.g_00555
OG0001170	Syao.g_01644	Praw.g_00557
OG0001171	Syao.g_01632	Praw.g_00567
OG0001172	Syao.g_01914	Praw.g_01914
OG0001173	Syao.g_01915	Praw.g_01913
OG0001174	Syao.g_01923	Praw.g_01905
OG0001175	Syao.g_01924	Praw.g_01904
OG0001176	Syao.g_01799	Praw.g_01897
