Orthogroup	Syao	Syaq
OG0000562	Syao.g_00855	Syaq.g_01938
OG0000563	Syao.g_00854	Syaq.g_01939
OG0000564	Syao.g_00853	Syaq.g_01940
OG0000565	Syao.g_00849	Syaq.g_01943
OG0000566	Syao.g_00845	Syaq.g_01947
OG0000567	Syao.g_00841	Syaq.g_01951
OG0000568	Syao.g_00839	Syaq.g_01954
OG0000569	Syao.g_00838	Syaq.g_01955
OG0000570	Syao.g_00837	Syaq.g_01956
OG0000571	Syao.g_00834	Syaq.g_01960
OG0000572	Syao.g_01033	Syaq.g_01977
OG0000573	Syao.g_01022	Syaq.g_01985
OG0000574	Syao.g_01021	Syaq.g_01986
OG0000575	Syao.g_01000	Syaq.g_01991
OG0000576	Syao.g_00996	Syaq.g_01993
OG0000577	Syao.g_00995	Syaq.g_01994
OG0000578	Syao.g_00994	Syaq.g_01995
OG0000579	Syao.g_00993	Syaq.g_01996
OG0000580	Syao.g_00992	Syaq.g_01997
OG0000581	Syao.g_01059	Syaq.g_02003
OG0000582	Syao.g_01204	Syaq.g_02012
OG0000583	Syao.g_01205	Syaq.g_02013
OG0000584	Syao.g_01206	Syaq.g_02014
OG0000585	Syao.g_01054	Syaq.g_02017
OG0000586	Syao.g_01055	Syaq.g_02018
OG0000587	Syao.g_01057	Syaq.g_02020
OG0000588	Syao.g_00406	Syaq.g_02043
OG0000589	Syao.g_01342	Syaq.g_02057
OG0000590	Syao.g_01341	Syaq.g_02058
OG0000591	Syao.g_01330	Syaq.g_02066
OG0000592	Syao.g_01329	Syaq.g_02067
OG0000593	Syao.g_00890	Syaq.g_02078
OG0000594	Syao.g_00891	Syaq.g_02079
OG0000595	Syao.g_00892	Syaq.g_02080
OG0000596	Syao.g_00897	Syaq.g_02085
OG0000597	Syao.g_00900	Syaq.g_02088
OG0000598	Syao.g_00901	Syaq.g_02089
OG0000599	Syao.g_00908	Syaq.g_02096
OG0000600	Syao.g_00909	Syaq.g_02097
OG0000601	Syao.g_00910	Syaq.g_02098
OG0000602	Syao.g_00914	Syaq.g_02104
OG0000603	Syao.g_00915	Syaq.g_02105
OG0000604	Syao.g_00918	Syaq.g_02107
OG0000606	Syao.g_00924	Syaq.g_02231
OG0000607	Syao.g_00927	Syaq.g_02234
OG0000608	Syao.g_00928	Syaq.g_02235
OG0000609	Syao.g_00930	Syaq.g_02237
OG0000610	Syao.g_00940	Syaq.g_02244
OG0000611	Syao.g_00943	Syaq.g_02247
OG0000612	Syao.g_00944	Syaq.g_02248
OG0000613	Syao.g_01979	Syaq.g_00885
OG0000614	Syao.g_00375	Syaq.g_02588
OG0000615	Syao.g_00978	Syaq.g_02302
OG0000616	Syao.g_02342	Syaq.g_01168
OG0000617	Syao.g_00486	Syaq.g_00031
OG0000618	Syao.g_00485	Syaq.g_00032
OG0000619	Syao.g_00484	Syaq.g_00033
OG0000620	Syao.g_00479	Syaq.g_00038
OG0000621	Syao.g_00478	Syaq.g_00039
OG0000622	Syao.g_00476	Syaq.g_00040
OG0000623	Syao.g_00475	Syaq.g_00041
OG0000624	Syao.g_00473	Syaq.g_00042
OG0000625	Syao.g_00472	Syaq.g_00043
OG0000626	Syao.g_00471	Syaq.g_00044
OG0000627	Syao.g_00567	Syaq.g_02425
OG0000628	Syao.g_00566	Syaq.g_02426
OG0000629	Syao.g_00590	Syaq.g_02429
OG0000630	Syao.g_00585	Syaq.g_02433
OG0000631	Syao.g_00644	Syaq.g_02441
OG0000632	Syao.g_00643	Syaq.g_02442
OG0000633	Syao.g_00642	Syaq.g_02444
OG0000634	Syao.g_00752	Syaq.g_02336
OG0000635	Syao.g_00753	Syaq.g_02337
OG0000636	Syao.g_00755	Syaq.g_02339
OG0000637	Syao.g_00757	Syaq.g_02341
OG0000638	Syao.g_00758	Syaq.g_02342
OG0000639	Syao.g_00759	Syaq.g_02343
OG0000640	Syao.g_00760	Syaq.g_02344
OG0000641	Syao.g_00764	Syaq.g_02348
OG0000642	Syao.g_00765	Syaq.g_02349
OG0000643	Syao.g_00767	Syaq.g_02350
OG0000644	Syao.g_00768	Syaq.g_02351
OG0000645	Syao.g_00770	Syaq.g_02353
OG0000646	Syao.g_00773	Syaq.g_02356
OG0000647	Syao.g_00775	Syaq.g_02358
OG0000648	Syao.g_00777	Syaq.g_02360
OG0000649	Syao.g_00778	Syaq.g_02361
OG0000650	Syao.g_00779	Syaq.g_02362
OG0000651	Syao.g_00780	Syaq.g_02363
OG0000652	Syao.g_00781	Syaq.g_02364
OG0000653	Syao.g_00783	Syaq.g_02367
OG0000654	Syao.g_00784	Syaq.g_02368
OG0000655	Syao.g_00785	Syaq.g_02369
OG0000656	Syao.g_00789	Syaq.g_02372
OG0000657	Syao.g_00435	Syaq.g_02382
OG0000658	Syao.g_00560	Syaq.g_02385
OG0000659	Syao.g_00559	Syaq.g_02386
OG0000660	Syao.g_00555	Syaq.g_02390
OG0000661	Syao.g_00553	Syaq.g_02392
OG0000662	Syao.g_00535	Syaq.g_02394
OG0000663	Syao.g_00532	Syaq.g_02397
OG0000664	Syao.g_00530	Syaq.g_02400
OG0000665	Syao.g_01436	Syaq.g_02124
OG0000666	Syao.g_02120	Syaq.g_02117
OG0000667	Syao.g_01375	Syaq.g_02222
OG0000668	Syao.g_02678	Syaq.g_00068
OG0000669	Syao.g_00955	Syaq.g_02260
OG0000670	Syao.g_00958	Syaq.g_00079
OG0000671	Syao.g_00960	Syaq.g_02264
OG0000672	Syao.g_00963	Syaq.g_02267
OG0000673	Syao.g_00966	Syaq.g_02270
OG0000674	Syao.g_00968	Syaq.g_02272
OG0000675	Syao.g_00969	Syaq.g_02273
OG0000676	Syao.g_00971	Syaq.g_02275
OG0000677	Syao.g_00972	Syaq.g_02276
OG0000678	Syao.g_00974	Syaq.g_02282
OG0000679	Syao.g_00981	Syaq.g_02305
OG0000680	Syao.g_00982	Syaq.g_02306
OG0000681	Syao.g_00985	Syaq.g_02309
OG0000682	Syao.g_00986	Syaq.g_02310
OG0000683	Syao.g_00987	Syaq.g_02311
OG0000684	Syao.g_00990	Syaq.g_02315
OG0000685	Syao.g_00733	Syaq.g_02317
OG0000686	Syao.g_00734	Syaq.g_02318
OG0000687	Syao.g_00735	Syaq.g_02319
OG0000688	Syao.g_00741	Syaq.g_02325
OG0000689	Syao.g_00743	Syaq.g_02327
OG0000690	Syao.g_00744	Syaq.g_02328
OG0000691	Syao.g_00745	Syaq.g_02329
OG0000692	Syao.g_00747	Syaq.g_02330
OG0000693	Syao.g_00748	Syaq.g_02332
OG0000694	Syao.g_00749	Syaq.g_02333
OG0000695	Syao.g_00639	Syaq.g_02446
OG0000696	Syao.g_00638	Syaq.g_02447
OG0000697	Syao.g_00636	Syaq.g_02448
OG0000698	Syao.g_00633	Syaq.g_02451
OG0000699	Syao.g_00631	Syaq.g_02452
OG0000700	Syao.g_00630	Syaq.g_02453
OG0000701	Syao.g_00629	Syaq.g_02454
OG0000702	Syao.g_00705	Syaq.g_02467
OG0000703	Syao.g_00693	Syaq.g_02468
OG0000704	Syao.g_00689	Syaq.g_02470
OG0000705	Syao.g_00682	Syaq.g_02477
OG0000706	Syao.g_00681	Syaq.g_02478
OG0000707	Syao.g_00680	Syaq.g_02479
OG0000708	Syao.g_00677	Syaq.g_02482
OG0000709	Syao.g_00670	Syaq.g_02490
OG0000710	Syao.g_00666	Syaq.g_02494
OG0000711	Syao.g_00815	Syaq.g_02521
OG0000712	Syao.g_00813	Syaq.g_02523
OG0000713	Syao.g_00812	Syaq.g_02524
OG0000714	Syao.g_00810	Syaq.g_02527
OG0000715	Syao.g_00808	Syaq.g_02529
OG0000716	Syao.g_00804	Syaq.g_02533
OG0000717	Syao.g_00803	Syaq.g_02534
OG0000718	Syao.g_00794	Syaq.g_00072
OG0000719	Syao.g_00444	Syaq.g_00070
OG0000720	Syao.g_00457	Syaq.g_00057
OG0000721	Syao.g_00459	Syaq.g_00055
OG0000722	Syao.g_00460	Syaq.g_00054
OG0000723	Syao.g_00469	Syaq.g_00046
OG0000724	Syao.g_00513	Syaq.g_02685
OG0000725	Syao.g_00385	Syaq.g_02676
OG0000726	Syao.g_00384	Syaq.g_02675
OG0000727	Syao.g_00383	Syaq.g_02674
OG0000728	Syao.g_00381	Syaq.g_02672
OG0000729	Syao.g_02190	Syaq.g_01046
OG0000730	Syao.g_01880	Syaq.g_00561
OG0000731	Syao.g_01868	Syaq.g_00550
OG0000732	Syao.g_02218	Syaq.g_01098
OG0000733	Syao.g_01427	Syaq.g_01232
OG0000734	Syao.g_02592	Syaq.g_01479
OG0000735	Syao.g_00140	Syaq.g_00266
OG0000736	Syao.g_00139	Syaq.g_00265
OG0000737	Syao.g_00138	Syaq.g_00264
OG0000738	Syao.g_00132	Syaq.g_00258
OG0000739	Syao.g_00131	Syaq.g_00257
OG0000740	Syao.g_00130	Syaq.g_00256
OG0000741	Syao.g_00127	Syaq.g_00253
OG0000742	Syao.g_00124	Syaq.g_00250
OG0000743	Syao.g_00217	Syaq.g_00248
OG0000744	Syao.g_00216	Syaq.g_00247
OG0000745	Syao.g_00213	Syaq.g_00245
OG0000746	Syao.g_00210	Syaq.g_00242
OG0000747	Syao.g_00208	Syaq.g_00241
OG0000748	Syao.g_00193	Syaq.g_00227
OG0000749	Syao.g_00192	Syaq.g_00226
OG0000750	Syao.g_00191	Syaq.g_00225
OG0000751	Syao.g_00185	Syaq.g_00219
OG0000752	Syao.g_00183	Syaq.g_00217
OG0000753	Syao.g_00180	Syaq.g_00214
OG0000754	Syao.g_00175	Syaq.g_00209
OG0000755	Syao.g_00021	Syaq.g_00198
OG0000756	Syao.g_00229	Syaq.g_00197
OG0000757	Syao.g_00252	Syaq.g_00190
OG0000758	Syao.g_00251	Syaq.g_00189
OG0000759	Syao.g_00250	Syaq.g_00188
OG0000760	Syao.g_00249	Syaq.g_00187
OG0000761	Syao.g_00248	Syaq.g_00186
OG0000762	Syao.g_00246	Syaq.g_00183
OG0000763	Syao.g_00242	Syaq.g_00181
OG0000764	Syao.g_00241	Syaq.g_00180
OG0000765	Syao.g_00267	Syaq.g_00157
OG0000766	Syao.g_00266	Syaq.g_00156
OG0000767	Syao.g_00264	Syaq.g_00154
OG0000768	Syao.g_00263	Syaq.g_00153
OG0000769	Syao.g_00261	Syaq.g_00151
OG0000770	Syao.g_00257	Syaq.g_00148
OG0000771	Syao.g_00506	Syaq.g_02691
OG0000772	Syao.g_01523	Syaq.g_01887
OG0000773	Syao.g_01447	Syaq.g_00283
OG0000774	Syao.g_01442	Syaq.g_00288
OG0000775	Syao.g_01440	Syaq.g_00290
OG0000776	Syao.g_01439	Syaq.g_00291
OG0000777	Syao.g_01438	Syaq.g_00292
OG0000778	Syao.g_01437	Syaq.g_00293
OG0000779	Syao.g_01469	Syaq.g_00299
OG0000780	Syao.g_01456	Syaq.g_00304
OG0000781	Syao.g_01452	Syaq.g_00308
OG0000782	Syao.g_01451	Syaq.g_00309
OG0000783	Syao.g_01450	Syaq.g_00310
OG0000784	Syao.g_01449	Syaq.g_00311
OG0000785	Syao.g_01481	Syaq.g_00313
OG0000786	Syao.g_01473	Syaq.g_00328
OG0000787	Syao.g_01472	Syaq.g_00329
OG0000788	Syao.g_00870	Syaq.g_02099
OG0000789	Syao.g_00623	Syaq.g_02123
OG0000790	Syao.g_00041, Syao.g_00315	Syaq.g_01758
OG0000791	Syao.g_00043	Syaq.g_01756
OG0000792	Syao.g_00044	Syaq.g_01755
OG0000793	Syao.g_02700	Syaq.g_01750
OG0000794	Syao.g_02703	Syaq.g_01749
OG0000795	Syao.g_02704	Syaq.g_01748
OG0000796	Syao.g_02708	Syaq.g_01744
OG0000797	Syao.g_02709	Syaq.g_01743
OG0000798	Syao.g_02066	Syaq.g_00760
OG0000799	Syao.g_01525	Syaq.g_00341
OG0000800	Syao.g_01526	Syaq.g_00342
OG0000801	Syao.g_01527	Syaq.g_00343
OG0000802	Syao.g_01531	Syaq.g_00350
OG0000803	Syao.g_01534	Syaq.g_00353
OG0000804	Syao.g_01537	Syaq.g_00358
OG0000805	Syao.g_01502	Syaq.g_00360
OG0000806	Syao.g_01504	Syaq.g_00362
OG0000807	Syao.g_01506	Syaq.g_00364
OG0000808	Syao.g_01507	Syaq.g_00365
OG0000809	Syao.g_01511	Syaq.g_00369
OG0000810	Syao.g_01482	Syaq.g_00370
OG0000811	Syao.g_01490	Syaq.g_00378
OG0000812	Syao.g_01492	Syaq.g_00380
OG0000813	Syao.g_01493	Syaq.g_00381
OG0000814	Syao.g_01495	Syaq.g_00383
OG0000815	Syao.g_01499	Syaq.g_00384
OG0000816	Syao.g_01471	Syaq.g_00386
OG0000817	Syao.g_01519	Syaq.g_00387
OG0000818	Syao.g_00062	Syaq.g_00392
OG0000819	Syao.g_00063	Syaq.g_00393
OG0000820	Syao.g_00064	Syaq.g_00394
OG0000821	Syao.g_00070	Syaq.g_00400
OG0000822	Syao.g_00072	Syaq.g_00402
OG0000823	Syao.g_00073	Syaq.g_00403
OG0000824	Syao.g_00079	Syaq.g_00409
OG0000825	Syao.g_00080	Syaq.g_00410
OG0000826	Syao.g_00081	Syaq.g_00411
OG0000827	Syao.g_00082	Syaq.g_00412
OG0000828	Syao.g_00085	Syaq.g_00415
OG0000829	Syao.g_00086	Syaq.g_00416
OG0000830	Syao.g_00087	Syaq.g_00417
OG0000831	Syao.g_00089	Syaq.g_00419
OG0000832	Syao.g_01696	Syaq.g_01737
OG0000833	Syao.g_01612	Syaq.g_01725
OG0000834	Syao.g_01610	Syaq.g_01724
OG0000835	Syao.g_01609	Syaq.g_01723
OG0000836	Syao.g_01606	Syaq.g_01720
OG0000837	Syao.g_01605	Syaq.g_01719
OG0000838	Syao.g_01601	Syaq.g_01715
OG0000839	Syao.g_01600	Syaq.g_01714
OG0000840	Syao.g_01599	Syaq.g_01713
OG0000841	Syao.g_01598	Syaq.g_01712
OG0000842	Syao.g_01597	Syaq.g_01711
OG0000843	Syao.g_01596	Syaq.g_01710
OG0000844	Syao.g_01594	Syaq.g_01708
OG0000845	Syao.g_01593	Syaq.g_01707
OG0000846	Syao.g_01592	Syaq.g_01706
OG0000847	Syao.g_01591	Syaq.g_01705
OG0000848	Syao.g_01589	Syaq.g_01703
OG0000849	Syao.g_01588	Syaq.g_01702
OG0000850	Syao.g_01585	Syaq.g_01699
OG0000851	Syao.g_01582	Syaq.g_01696
OG0000852	Syao.g_01581	Syaq.g_01695
OG0000853	Syao.g_01577	Syaq.g_01691
OG0000854	Syao.g_01575	Syaq.g_01689
OG0000855	Syao.g_01574	Syaq.g_01688
OG0000856	Syao.g_01327	Syaq.g_02069
OG0000857	Syao.g_00774	Syaq.g_02357
OG0000858	Syao.g_01567	Syaq.g_01682
OG0000859	Syao.g_01566	Syaq.g_01681
OG0000860	Syao.g_01552	Syaq.g_01671
OG0000861	Syao.g_01551	Syaq.g_01670
OG0000862	Syao.g_01542	Syaq.g_01668
OG0000863	Syao.g_01540	Syaq.g_01665
OG0000864	Syao.g_01017	Syaq.g_01664
OG0000866	Syao.g_01686	Syaq.g_01662
OG0000867	Syao.g_01685	Syaq.g_01661
OG0000868	Syao.g_01682	Syaq.g_01659
OG0000869	Syao.g_01677	Syaq.g_01656
OG0000870	Syao.g_01672	Syaq.g_01651
OG0000871	Syao.g_01671	Syaq.g_01650
OG0000872	Syao.g_01665	Syaq.g_01644
OG0000873	Syao.g_01662	Syaq.g_01641
OG0000874	Syao.g_01660	Syaq.g_01637
OG0000875	Syao.g_01658	Syaq.g_01633
OG0000876	Syao.g_00536	Syaq.g_01631
OG0000877	Syao.g_01654	Syaq.g_01628
OG0000878	Syao.g_01653	Syaq.g_01627
OG0000879	Syao.g_01652	Syaq.g_01626
OG0000880	Syao.g_01651	Syaq.g_01625
OG0000881	Syao.g_01647	Syaq.g_01621
OG0000882	Syao.g_01642	Syaq.g_01616
OG0000883	Syao.g_01638	Syaq.g_01613
OG0000884	Syao.g_01636	Syaq.g_01611
OG0000885	Syao.g_01635	Syaq.g_01610
OG0000886	Syao.g_01634	Syaq.g_01609
OG0000887	Syao.g_01633	Syaq.g_01608
OG0000888	Syao.g_01631	Syaq.g_01606
OG0000889	Syao.g_01629	Syaq.g_01604
OG0000890	Syao.g_01626	Syaq.g_01597
OG0000891	Syao.g_01625	Syaq.g_01596
OG0000892	Syao.g_01695	Syaq.g_01594
OG0000893	Syao.g_01934	Syaq.g_00695
OG0000894	Syao.g_01937	Syaq.g_00692
OG0000895	Syao.g_01916	Syaq.g_00688
OG0000896	Syao.g_01917	Syaq.g_00687
OG0000897	Syao.g_01919	Syaq.g_00685
OG0000898	Syao.g_01920	Syaq.g_00684
OG0000899	Syao.g_01921	Syaq.g_00683
OG0000900	Syao.g_01922	Syaq.g_00682
OG0000901	Syao.g_01927	Syaq.g_00677
OG0000902	Syao.g_01929	Syaq.g_00671
OG0000903	Syao.g_01798	Syaq.g_00655
OG0000904	Syao.g_01804	Syaq.g_00660
OG0000905	Syao.g_01862	Syaq.g_00666
OG0000906	Syao.g_01931	Syaq.g_00669
OG0000907	Syao.g_01796	Syaq.g_00653
OG0000908	Syao.g_01793	Syaq.g_00650
OG0000909	Syao.g_01792	Syaq.g_00649
OG0000910	Syao.g_01791	Syaq.g_00648
OG0000911	Syao.g_01789	Syaq.g_00646
OG0000912	Syao.g_01788	Syaq.g_00645
OG0000913	Syao.g_01787	Syaq.g_00644
OG0000914	Syao.g_01786	Syaq.g_00643
OG0000915	Syao.g_01784	Syaq.g_00641
OG0000916	Syao.g_01783	Syaq.g_00640
OG0000917	Syao.g_01782	Syaq.g_00639
OG0000918	Syao.g_01781	Syaq.g_00638
OG0000919	Syao.g_01780	Syaq.g_00637
OG0000920	Syao.g_01779	Syaq.g_00636
OG0000921	Syao.g_01778	Syaq.g_00635
OG0000922	Syao.g_01777	Syaq.g_00634
OG0000923	Syao.g_01772	Syaq.g_00630
OG0000924	Syao.g_01771	Syaq.g_00629
OG0000925	Syao.g_01770	Syaq.g_00628
OG0000926	Syao.g_01769	Syaq.g_00627
OG0000927	Syao.g_01767	Syaq.g_00625
OG0000928	Syao.g_01766	Syaq.g_00624
OG0000929	Syao.g_01765	Syaq.g_00623
OG0000930	Syao.g_01764	Syaq.g_00622
OG0000931	Syao.g_01763	Syaq.g_00621
OG0000932	Syao.g_01762	Syaq.g_00620
OG0000933	Syao.g_01811	Syaq.g_00614
OG0000934	Syao.g_01809	Syaq.g_00612
OG0000935	Syao.g_01808	Syaq.g_00611
OG0000936	Syao.g_01843	Syaq.g_00610
OG0000937	Syao.g_01842	Syaq.g_00609
OG0000938	Syao.g_01839	Syaq.g_00606
OG0000939	Syao.g_01838	Syaq.g_00604
OG0000940	Syao.g_01830	Syaq.g_00597
OG0000941	Syao.g_01828	Syaq.g_00595
OG0000942	Syao.g_01826	Syaq.g_00593
OG0000943	Syao.g_01824	Syaq.g_00592
OG0000944	Syao.g_01822	Syaq.g_00590
OG0000945	Syao.g_01821	Syaq.g_00588
OG0000946	Syao.g_01852	Syaq.g_00580
OG0000947	Syao.g_01849	Syaq.g_00577
OG0000948	Syao.g_01848	Syaq.g_00576
OG0000949	Syao.g_01970	Syaq.g_00971
OG0000950	Syao.g_01957	Syaq.g_00984
OG0000951	Syao.g_02262	Syaq.g_00991
OG0000952	Syao.g_02266	Syaq.g_01002
OG0000953	Syao.g_02130	Syaq.g_01006
OG0000954	Syao.g_02135	Syaq.g_01012
OG0000955	Syao.g_02136	Syaq.g_01013
OG0000956	Syao.g_02138	Syaq.g_01015
OG0000957	Syao.g_01951	Syaq.g_01026
OG0000958	Syao.g_01950	Syaq.g_01027
OG0000959	Syao.g_01947	Syaq.g_01031
OG0000960	Syao.g_01946	Syaq.g_01032
OG0000961	Syao.g_02496	Syaq.g_01043
OG0000962	Syao.g_02191	Syaq.g_01045
OG0000963	Syao.g_02186	Syaq.g_01049
OG0000964	Syao.g_02185	Syaq.g_01050
OG0000965	Syao.g_02184	Syaq.g_01051
OG0000966	Syao.g_02172	Syaq.g_01060
OG0000967	Syao.g_02167	Syaq.g_01067
OG0000968	Syao.g_02199	Syaq.g_01071
OG0000969	Syao.g_02200	Syaq.g_01078
OG0000970	Syao.g_02201	Syaq.g_01079
OG0000971	Syao.g_02203	Syaq.g_01081
OG0000972	Syao.g_02204	Syaq.g_01082
OG0000973	Syao.g_02205	Syaq.g_01083
OG0000974	Syao.g_02206	Syaq.g_01084
OG0000975	Syao.g_02207	Syaq.g_01085
OG0000976	Syao.g_02208	Syaq.g_01086
OG0000977	Syao.g_02210	Syaq.g_01088
OG0000978	Syao.g_02211	Syaq.g_01091
OG0000979	Syao.g_02214	Syaq.g_01094
OG0000980	Syao.g_02217	Syaq.g_01097
OG0000981	Syao.g_02220	Syaq.g_01100
OG0000982	Syao.g_02437	Syaq.g_01263
OG0000983	Syao.g_02438	Syaq.g_01262
OG0000984	Syao.g_02439	Syaq.g_01261
OG0000985	Syao.g_02443	Syaq.g_01257
OG0000986	Syao.g_02445	Syaq.g_01253
OG0000987	Syao.g_02447	Syaq.g_01251
OG0000988	Syao.g_02452	Syaq.g_01245
OG0000989	Syao.g_02368	Syaq.g_01239
OG0000990	Syao.g_02362	Syaq.g_01229
OG0000991	Syao.g_02354	Syaq.g_01225
OG0000992	Syao.g_02279	Syaq.g_01222
OG0000993	Syao.g_02280	Syaq.g_01221
OG0000994	Syao.g_02283	Syaq.g_01218
OG0000995	Syao.g_02287	Syaq.g_01212
OG0000996	Syao.g_02305	Syaq.g_01193
OG0000997	Syao.g_02326	Syaq.g_01184
OG0000998	Syao.g_02328	Syaq.g_01182
OG0000999	Syao.g_02329	Syaq.g_01181
OG0001000	Syao.g_02333	Syaq.g_01177
OG0001001	Syao.g_02338	Syaq.g_01172
OG0001002	Syao.g_02345	Syaq.g_01165
OG0001003	Syao.g_02347	Syaq.g_01163
OG0001004	Syao.g_02348	Syaq.g_01162
OG0001005	Syao.g_02194	Syaq.g_01161
OG0001006	Syao.g_02159	Syaq.g_01152
OG0001007	Syao.g_02161	Syaq.g_01150
OG0001008	Syao.g_01737	Syaq.g_00500
OG0001009	Syao.g_02239	Syaq.g_01118
OG0001010	Syao.g_02238	Syaq.g_01117
OG0001011	Syao.g_02236	Syaq.g_01115
OG0001012	Syao.g_00322	Syaq.g_01267
OG0001013	Syao.g_02413	Syaq.g_01289
OG0001014	Syao.g_02407	Syaq.g_01295
OG0001015	Syao.g_02406	Syaq.g_01296
OG0001016	Syao.g_02622	Syaq.g_01554
OG0001017	Syao.g_02628	Syaq.g_01548
OG0001018	Syao.g_02630	Syaq.g_01546
OG0001019	Syao.g_02654	Syaq.g_01524
OG0001020	Syao.g_02663	Syaq.g_01510
OG0001021	Syao.g_02666	Syaq.g_01506
OG0001022	Syao.g_02670	Syaq.g_01501
OG0001023	Syao.g_02671	Syaq.g_01500
OG0001024	Syao.g_01018	Syaq.g_01496
OG0001025	Syao.g_02597	Syaq.g_01490
OG0001026	Syao.g_02594	Syaq.g_01477
OG0001027	Syao.g_02564	Syaq.g_01474
OG0001028	Syao.g_02568	Syaq.g_01472
OG0001029	Syao.g_02570	Syaq.g_01470
OG0001030	Syao.g_02545	Syaq.g_01450
OG0001031	Syao.g_02528	Syaq.g_01378
OG0001032	Syao.g_02530	Syaq.g_01376
OG0001033	Syao.g_01016	Syaq.g_01344
OG0001034	Syao.g_01704	Syaq.g_01579
OG0001035	Syao.g_02101	Syaq.g_00726
OG0001036	Syao.g_02096	Syaq.g_00731
OG0001037	Syao.g_02094	Syaq.g_00733
OG0001038	Syao.g_02065	Syaq.g_00761
OG0001039	Syao.g_02062	Syaq.g_00764
OG0001040	Syao.g_02059	Syaq.g_00767
OG0001041	Syao.g_02055	Syaq.g_00772
OG0001042	Syao.g_02032	Syaq.g_00858
OG0001044	Syao.g_01878	Syaq.g_00560
OG0001045	Syao.g_01865	Syaq.g_00547
OG0001046	Syao.g_00827	Syaq.g_02509
OG0001047	Syao.g_01739	Syaq.g_00498
OG0001048	Syao.g_01740	Syaq.g_00497
OG0001049	Syao.g_01616	Syaq.g_00494
OG0001050	Syao.g_01618	Syaq.g_00493
OG0001051	Syao.g_01619	Syaq.g_00492
OG0001052	Syao.g_02686	Syaq.g_00446
OG0001053	Syao.g_00025	Syaq.g_01775
OG0001054	Syao.g_00104	Syaq.g_01794
OG0001055	Syao.g_00156	Syaq.g_01815
OG0001056	Syao.g_01417	Syaq.g_01843
OG0001057	Syao.g_00879	Syaq.g_00334
OG0001058	Syao.g_00862	Syaq.g_01931
OG0001059	Syao.g_00858	Syaq.g_01935
OG0001060	Syao.g_00852	Syaq.g_01941
OG0001062	Syao.g_01050	Syaq.g_01963
OG0001063	Syao.g_01042	Syaq.g_01968
OG0001064	Syao.g_01041	Syaq.g_01969
OG0001065	Syao.g_01040	Syaq.g_01970
OG0001066	Syao.g_01039	Syaq.g_01971
OG0001067	Syao.g_01038	Syaq.g_01972
OG0001068	Syao.g_01037	Syaq.g_01973
OG0001069	Syao.g_01036	Syaq.g_01974
OG0001070	Syao.g_01032	Syaq.g_01978
OG0001071	Syao.g_01031	Syaq.g_01979
OG0001072	Syao.g_01027	Syaq.g_01983
OG0001073	Syao.g_00991	Syaq.g_01998
OG0001074	Syao.g_00392	Syaq.g_02132
OG0001075	Syao.g_00391	Syaq.g_02025
OG0001076	Syao.g_01339	Syaq.g_02060
OG0001077	Syao.g_01323	Syaq.g_02071
OG0001078	Syao.g_00895	Syaq.g_02083
OG0001079	Syao.g_00911	Syaq.g_02100
OG0001081	Syao.g_00925	Syaq.g_02232
OG0001082	Syao.g_00926	Syaq.g_02233
OG0001083	Syao.g_00934	Syaq.g_02240
OG0001084	Syao.g_00935	Syaq.g_02241
OG0001085	Syao.g_00947	Syaq.g_02251
OG0001086	Syao.g_00949	Syaq.g_02253
OG0001087	Syao.g_01419	Syaq.g_02574
OG0001088	Syao.g_00211	Syaq.g_02576
OG0001089	Syao.g_00376	Syaq.g_02604
OG0001090	Syao.g_00494	Syaq.g_00024
OG0001091	Syao.g_00491	Syaq.g_00027
OG0001092	Syao.g_00489	Syaq.g_00029
OG0001093	Syao.g_00482	Syaq.g_00035
OG0001094	Syao.g_00750	Syaq.g_02334
OG0001095	Syao.g_00771	Syaq.g_02354
OG0001096	Syao.g_00786	Syaq.g_02370
OG0001097	Syao.g_00552	Syaq.g_02393
OG0001098	Syao.g_00731	Syaq.g_02415
OG0001099	Syao.g_02569	Syaq.g_01471
OG0001100	Syao.g_00957	Syaq.g_02262
OG0001101	Syao.g_00959	Syaq.g_02263
OG0001102	Syao.g_00962	Syaq.g_02266
OG0001103	Syao.g_00964	Syaq.g_02268
OG0001105	Syao.g_00736	Syaq.g_02320
OG0001106	Syao.g_00688	Syaq.g_02471
OG0001108	Syao.g_00669	Syaq.g_02491
OG0001109	Syao.g_00667	Syaq.g_02493
OG0001110	Syao.g_00665	Syaq.g_02495
OG0001111	Syao.g_00663	Syaq.g_02497
OG0001112	Syao.g_00661	Syaq.g_02499
OG0001113	Syao.g_00660	Syaq.g_02539
OG0001114	Syao.g_00659	Syaq.g_02500
OG0001115	Syao.g_00832	Syaq.g_02504
OG0001116	Syao.g_00830	Syaq.g_02506
OG0001117	Syao.g_00829	Syaq.g_02507
OG0001118	Syao.g_00828	Syaq.g_02508
OG0001119	Syao.g_00826	Syaq.g_02510
OG0001120	Syao.g_00822	Syaq.g_02514
OG0001121	Syao.g_01294	Syaq.g_01919
OG0001122	Syao.g_00445	Syaq.g_00069
OG0001123	Syao.g_00451	Syaq.g_00061
OG0001124	Syao.g_00453	Syaq.g_00060
OG0001125	Syao.g_00456	Syaq.g_00058
OG0001126	Syao.g_00504	Syaq.g_02693
OG0001127	Syao.g_00505	Syaq.g_02692
