Orthogroup	Syao	Syan
OG0000555	Syao.g_00875	Syan.g_00839
OG0000556	Syao.g_00871	Syan.g_00842
OG0000557	Syao.g_00866	Syan.g_00847
OG0000558	Syao.g_00864	Syan.g_00849
OG0000559	Syao.g_00860	Syan.g_00853
OG0000560	Syao.g_00857	Syan.g_00856
OG0000561	Syao.g_00856	Syan.g_00857
OG0000562	Syao.g_00855	Syan.g_00858
OG0000563	Syao.g_00854	Syan.g_00859
OG0000564	Syao.g_00853	Syan.g_00860
OG0000565	Syao.g_00849	Syan.g_00864
OG0000566	Syao.g_00845	Syan.g_00868
OG0000567	Syao.g_00841	Syan.g_00872
OG0000568	Syao.g_00839	Syan.g_00874
OG0000569	Syao.g_00838	Syan.g_00875
OG0000570	Syao.g_00837	Syan.g_00876
OG0000571	Syao.g_00834	Syan.g_00879
OG0000572	Syao.g_01033	Syan.g_00954
OG0000573	Syao.g_01022	Syan.g_00963
OG0000574	Syao.g_01021	Syan.g_00965
OG0000575	Syao.g_01000	Syan.g_01003
OG0000576	Syao.g_00996	Syan.g_01007
OG0000577	Syao.g_00995	Syan.g_01008
OG0000578	Syao.g_00994	Syan.g_01009
OG0000579	Syao.g_00993	Syan.g_01010
OG0000580	Syao.g_00992	Syan.g_01011
OG0000581	Syao.g_01059	Syan.g_01018
OG0000582	Syao.g_01204	Syan.g_01030
OG0000583	Syao.g_01205	Syan.g_01029
OG0000584	Syao.g_01206	Syan.g_01028
OG0000585	Syao.g_01054	Syan.g_01024
OG0000586	Syao.g_01055	Syan.g_01022
OG0000587	Syao.g_01057	Syan.g_01020
OG0000588	Syao.g_00406	Syan.g_00215
OG0000589	Syao.g_01342	Syan.g_00016
OG0000590	Syao.g_01341	Syan.g_00015
OG0000591	Syao.g_01330	Syan.g_00003
OG0000592	Syao.g_01329	Syan.g_00002
OG0000593	Syao.g_00890	Syan.g_00820
OG0000594	Syao.g_00891	Syan.g_00819
OG0000595	Syao.g_00892	Syan.g_00818
OG0000596	Syao.g_00897	Syan.g_00813
OG0000597	Syao.g_00900	Syan.g_00810
OG0000598	Syao.g_00901	Syan.g_00809
OG0000599	Syao.g_00908	Syan.g_00802
OG0000600	Syao.g_00909	Syan.g_00801
OG0000601	Syao.g_00910	Syan.g_00800
OG0000602	Syao.g_00914	Syan.g_00796
OG0000603	Syao.g_00915	Syan.g_00795
OG0000604	Syao.g_00918	Syan.g_00792
OG0000606	Syao.g_00924	Syan.g_00780
OG0000607	Syao.g_00927	Syan.g_00777
OG0000608	Syao.g_00928	Syan.g_00776
OG0000609	Syao.g_00930	Syan.g_00774
OG0000610	Syao.g_00940	Syan.g_00766
OG0000611	Syao.g_00943	Syan.g_00763
OG0000612	Syao.g_00944	Syan.g_00762
OG0000613	Syao.g_01979	Syan.g_01965
OG0000614	Syao.g_00375	Syan.g_00184
OG0000615	Syao.g_00978	Syan.g_00728
OG0000616	Syao.g_02342	Syan.g_01694
OG0000617	Syao.g_00486	Syan.g_00324
OG0000618	Syao.g_00485	Syan.g_00325
OG0000619	Syao.g_00484	Syan.g_00326
OG0000620	Syao.g_00479	Syan.g_00331
OG0000621	Syao.g_00478	Syan.g_00332
OG0000622	Syao.g_00476	Syan.g_00334
OG0000623	Syao.g_00475	Syan.g_00335
OG0000624	Syao.g_00473	Syan.g_00337
OG0000625	Syao.g_00472	Syan.g_00338
OG0000626	Syao.g_00471	Syan.g_00339
OG0000627	Syao.g_00567	Syan.g_00465
OG0000628	Syao.g_00566	Syan.g_00466
OG0000629	Syao.g_00590	Syan.g_00469
OG0000630	Syao.g_00585	Syan.g_00474
OG0000631	Syao.g_00644	Syan.g_00484
OG0000632	Syao.g_00643	Syan.g_00485
OG0000633	Syao.g_00642	Syan.g_00489
OG0000634	Syao.g_00752	Syan.g_00694
OG0000635	Syao.g_00753	Syan.g_00693
OG0000636	Syao.g_00755	Syan.g_00691
OG0000637	Syao.g_00757	Syan.g_00689
OG0000638	Syao.g_00758	Syan.g_00688
OG0000639	Syao.g_00759	Syan.g_00687
OG0000640	Syao.g_00760	Syan.g_00686
OG0000641	Syao.g_00764	Syan.g_00682
OG0000642	Syao.g_00765	Syan.g_00681
OG0000643	Syao.g_00767	Syan.g_00679
OG0000644	Syao.g_00768	Syan.g_00678
OG0000645	Syao.g_00770	Syan.g_00676
OG0000646	Syao.g_00773	Syan.g_00673
OG0000647	Syao.g_00775	Syan.g_00671
OG0000648	Syao.g_00777	Syan.g_00669
OG0000649	Syao.g_00778	Syan.g_00668
OG0000650	Syao.g_00779	Syan.g_00667
OG0000651	Syao.g_00780	Syan.g_00666
OG0000652	Syao.g_00781	Syan.g_00665
OG0000653	Syao.g_00783	Syan.g_00663
OG0000654	Syao.g_00784	Syan.g_00661
OG0000655	Syao.g_00785	Syan.g_00660
OG0000656	Syao.g_00789	Syan.g_00656
OG0000657	Syao.g_00435	Syan.g_00375
OG0000658	Syao.g_00560	Syan.g_00378
OG0000659	Syao.g_00559	Syan.g_00379
OG0000660	Syao.g_00555	Syan.g_00383
OG0000661	Syao.g_00553	Syan.g_00385
OG0000662	Syao.g_00535	Syan.g_00392
OG0000663	Syao.g_00532	Syan.g_00395
OG0000664	Syao.g_00530	Syan.g_00397
OG0000665	Syao.g_01436	Syan.g_00788
OG0000666	Syao.g_02120	Syan.g_02100
OG0000667	Syao.g_01375	Syan.g_00044
OG0000668	Syao.g_02678	Syan.g_00365
OG0000669	Syao.g_00955	Syan.g_00751
OG0000670	Syao.g_00958	Syan.g_00748
OG0000671	Syao.g_00960	Syan.g_00746
OG0000672	Syao.g_00963	Syan.g_00743
OG0000673	Syao.g_00966	Syan.g_00740
OG0000674	Syao.g_00968	Syan.g_00738
OG0000675	Syao.g_00969	Syan.g_00737
OG0000676	Syao.g_00971	Syan.g_00735
OG0000677	Syao.g_00972	Syan.g_00734
OG0000678	Syao.g_00974	Syan.g_00732
OG0000679	Syao.g_00981	Syan.g_00724
OG0000680	Syao.g_00982	Syan.g_00723
OG0000681	Syao.g_00985	Syan.g_00720
OG0000682	Syao.g_00986	Syan.g_00719
OG0000683	Syao.g_00987	Syan.g_00718
OG0000684	Syao.g_00990	Syan.g_00715
OG0000685	Syao.g_00733	Syan.g_00713
OG0000686	Syao.g_00734	Syan.g_00712
OG0000687	Syao.g_00735	Syan.g_00711
OG0000688	Syao.g_00741	Syan.g_00706
OG0000689	Syao.g_00743	Syan.g_00704
OG0000690	Syao.g_00744	Syan.g_00703
OG0000691	Syao.g_00745	Syan.g_00702
OG0000692	Syao.g_00747	Syan.g_00700
OG0000693	Syao.g_00748	Syan.g_00698
OG0000694	Syao.g_00749	Syan.g_00697
OG0000695	Syao.g_00639	Syan.g_00492
OG0000696	Syao.g_00638	Syan.g_00493
OG0000697	Syao.g_00636	Syan.g_00495
OG0000698	Syao.g_00633	Syan.g_00498
OG0000699	Syao.g_00631	Syan.g_00500
OG0000700	Syao.g_00630	Syan.g_00501
OG0000701	Syao.g_00629	Syan.g_00502
OG0000702	Syao.g_00705	Syan.g_00534
OG0000703	Syao.g_00693	Syan.g_00546
OG0000704	Syao.g_00689	Syan.g_00550
OG0000705	Syao.g_00682	Syan.g_00557
OG0000706	Syao.g_00681	Syan.g_00558
OG0000707	Syao.g_00680	Syan.g_00559
OG0000708	Syao.g_00677	Syan.g_00562
OG0000709	Syao.g_00670	Syan.g_00570
OG0000710	Syao.g_00666	Syan.g_00574
OG0000711	Syao.g_00815	Syan.g_00607
OG0000712	Syao.g_00813	Syan.g_00609
OG0000713	Syao.g_00812	Syan.g_00610
OG0000714	Syao.g_00810	Syan.g_00624
OG0000715	Syao.g_00808	Syan.g_00626
OG0000716	Syao.g_00804	Syan.g_00630
OG0000717	Syao.g_00803	Syan.g_00631
OG0000718	Syao.g_00794	Syan.g_00651
OG0000719	Syao.g_00444	Syan.g_00367
OG0000720	Syao.g_00457	Syan.g_00354
OG0000721	Syao.g_00459	Syan.g_00352
OG0000722	Syao.g_00460	Syan.g_00351
OG0000723	Syao.g_00469	Syan.g_00341
OG0000724	Syao.g_00513	Syan.g_00299
OG0000725	Syao.g_00385	Syan.g_00194
OG0000726	Syao.g_00384	Syan.g_00193
OG0000727	Syao.g_00383	Syan.g_00192
OG0000728	Syao.g_00381	Syan.g_00190
OG0000729	Syao.g_02190	Syan.g_01885
OG0000730	Syao.g_01880	Syan.g_02147
OG0000731	Syao.g_01868	Syan.g_02135
OG0000732	Syao.g_02218	Syan.g_01726
OG0000733	Syao.g_01427	Syan.g_01147
OG0000734	Syao.g_02592	Syan.g_02982
OG0000735	Syao.g_00140	Syan.g_02713
OG0000736	Syao.g_00139	Syan.g_02712
OG0000737	Syao.g_00138	Syan.g_02711
OG0000738	Syao.g_00132	Syan.g_02705
OG0000739	Syao.g_00131	Syan.g_02704
OG0000740	Syao.g_00130	Syan.g_02703
OG0000741	Syao.g_00127	Syan.g_02700
OG0000742	Syao.g_00124	Syan.g_02697
OG0000743	Syao.g_00217	Syan.g_02694
OG0000744	Syao.g_00216	Syan.g_02693
OG0000745	Syao.g_00213	Syan.g_02690
OG0000746	Syao.g_00210	Syan.g_02687
OG0000747	Syao.g_00208	Syan.g_02685
OG0000748	Syao.g_00193	Syan.g_02669
OG0000749	Syao.g_00192	Syan.g_02668
OG0000750	Syao.g_00191	Syan.g_02667
OG0000751	Syao.g_00185	Syan.g_02661
OG0000752	Syao.g_00183	Syan.g_02659
OG0000753	Syao.g_00180	Syan.g_02656
OG0000754	Syao.g_00175	Syan.g_02650
OG0000755	Syao.g_00021	Syan.g_02641
OG0000756	Syao.g_00229	Syan.g_02640
OG0000757	Syao.g_00252	Syan.g_02623
OG0000758	Syao.g_00251	Syan.g_02622
OG0000759	Syao.g_00250	Syan.g_02621
OG0000760	Syao.g_00249	Syan.g_02620
OG0000761	Syao.g_00248	Syan.g_02619
OG0000762	Syao.g_00246	Syan.g_02617
OG0000763	Syao.g_00242	Syan.g_02615
OG0000764	Syao.g_00241	Syan.g_02614
OG0000765	Syao.g_00267	Syan.g_02587
OG0000766	Syao.g_00266	Syan.g_02586
OG0000767	Syao.g_00264	Syan.g_02584
OG0000768	Syao.g_00263	Syan.g_02583
OG0000769	Syao.g_00261	Syan.g_02581
OG0000770	Syao.g_00257	Syan.g_02561
OG0000771	Syao.g_00506	Syan.g_00305
OG0000772	Syao.g_01523	Syan.g_00436
OG0000773	Syao.g_01447	Syan.g_01199
OG0000774	Syao.g_01442	Syan.g_01205
OG0000775	Syao.g_01440	Syan.g_01207
OG0000776	Syao.g_01439	Syan.g_01208
OG0000777	Syao.g_01438	Syan.g_01209
OG0000778	Syao.g_01437	Syan.g_01210
OG0000779	Syao.g_01469	Syan.g_01215
OG0000780	Syao.g_01456	Syan.g_01218
OG0000781	Syao.g_01452	Syan.g_01222
OG0000782	Syao.g_01451	Syan.g_01223
OG0000783	Syao.g_01450	Syan.g_01224
OG0000784	Syao.g_01449	Syan.g_01225
OG0000785	Syao.g_01481	Syan.g_01228
OG0000786	Syao.g_01473	Syan.g_01243
OG0000787	Syao.g_01472	Syan.g_01244
OG0000788	Syao.g_00870	Syan.g_00843
OG0000789	Syao.g_00623	Syan.g_00075
OG0000790	Syao.g_00041, Syao.g_00315	Syan.g_02778
OG0000791	Syao.g_00043	Syan.g_02780
OG0000792	Syao.g_00044	Syan.g_02781
OG0000793	Syao.g_02700	Syan.g_02879
OG0000794	Syao.g_02703	Syan.g_02881
OG0000795	Syao.g_02704	Syan.g_02882
OG0000796	Syao.g_02708	Syan.g_02886
OG0000797	Syao.g_02709	Syan.g_02888
OG0000798	Syao.g_02066	Syan.g_02026
OG0000799	Syao.g_01525	Syan.g_01310
OG0000800	Syao.g_01526	Syan.g_01308
OG0000801	Syao.g_01527	Syan.g_01307
OG0000802	Syao.g_01531	Syan.g_01303
OG0000803	Syao.g_01534	Syan.g_01294
OG0000804	Syao.g_01537	Syan.g_01291
OG0000805	Syao.g_01502	Syan.g_01289
OG0000806	Syao.g_01504	Syan.g_01287
OG0000807	Syao.g_01506	Syan.g_01286
OG0000808	Syao.g_01507	Syan.g_01285
OG0000809	Syao.g_01511	Syan.g_01281
OG0000810	Syao.g_01482	Syan.g_01280
OG0000811	Syao.g_01490	Syan.g_01272
OG0000812	Syao.g_01492	Syan.g_01270
OG0000813	Syao.g_01493	Syan.g_01269
OG0000814	Syao.g_01495	Syan.g_01267
OG0000815	Syao.g_01499	Syan.g_01249
OG0000816	Syao.g_01471	Syan.g_01247
OG0000817	Syao.g_01519	Syan.g_01328
OG0000818	Syao.g_00062	Syan.g_02807
OG0000819	Syao.g_00063	Syan.g_02808
OG0000820	Syao.g_00064	Syan.g_02809
OG0000821	Syao.g_00070	Syan.g_02815
OG0000822	Syao.g_00072	Syan.g_02817
OG0000823	Syao.g_00073	Syan.g_02818
OG0000824	Syao.g_00079	Syan.g_02824
OG0000825	Syao.g_00080	Syan.g_02825
OG0000826	Syao.g_00081	Syan.g_02826
OG0000827	Syao.g_00082	Syan.g_02827
OG0000828	Syao.g_00085	Syan.g_02830
OG0000829	Syao.g_00086	Syan.g_02831
OG0000830	Syao.g_00087	Syan.g_02832
OG0000831	Syao.g_00089	Syan.g_02834
OG0000832	Syao.g_01696	Syan.g_02408
OG0000833	Syao.g_01612	Syan.g_01343
OG0000834	Syao.g_01610	Syan.g_01345
OG0000835	Syao.g_01609	Syan.g_01346
OG0000836	Syao.g_01606	Syan.g_01349
OG0000837	Syao.g_01605	Syan.g_01351
OG0000838	Syao.g_01601	Syan.g_01355
OG0000839	Syao.g_01600	Syan.g_01356
OG0000840	Syao.g_01599	Syan.g_01357
OG0000841	Syao.g_01598	Syan.g_01358
OG0000842	Syao.g_01597	Syan.g_01359
OG0000843	Syao.g_01596	Syan.g_01360
OG0000844	Syao.g_01594	Syan.g_01362
OG0000845	Syao.g_01593	Syan.g_01363
OG0000846	Syao.g_01592	Syan.g_01364
OG0000847	Syao.g_01591	Syan.g_01365
OG0000848	Syao.g_01589	Syan.g_01367
OG0000849	Syao.g_01588	Syan.g_01368
OG0000850	Syao.g_01585	Syan.g_01371
OG0000851	Syao.g_01582	Syan.g_01374
OG0000852	Syao.g_01581	Syan.g_01375
OG0000853	Syao.g_01577	Syan.g_01379
OG0000854	Syao.g_01575	Syan.g_01381
OG0000855	Syao.g_01574	Syan.g_01382
OG0000856	Syao.g_01327	Syan.g_01136
OG0000857	Syao.g_00774	Syan.g_00672
OG0000858	Syao.g_01567	Syan.g_01389
OG0000859	Syao.g_01566	Syan.g_01390
OG0000860	Syao.g_01552	Syan.g_01402
OG0000861	Syao.g_01551	Syan.g_01403
OG0000862	Syao.g_01542	Syan.g_01412
OG0000863	Syao.g_01540	Syan.g_01414
OG0000864	Syao.g_01017	Syan.g_00969
OG0000866	Syao.g_01686	Syan.g_01416
OG0000867	Syao.g_01685	Syan.g_01417
OG0000868	Syao.g_01682	Syan.g_01421
OG0000869	Syao.g_01677	Syan.g_01426
OG0000870	Syao.g_01672	Syan.g_01431
OG0000871	Syao.g_01671	Syan.g_01432
OG0000872	Syao.g_01665	Syan.g_01438
OG0000873	Syao.g_01662	Syan.g_01441
OG0000874	Syao.g_01660	Syan.g_01443
OG0000875	Syao.g_01658	Syan.g_01445
OG0000876	Syao.g_00536	Syan.g_00391
OG0000877	Syao.g_01654	Syan.g_01449
OG0000878	Syao.g_01653	Syan.g_01450
OG0000879	Syao.g_01652	Syan.g_01451
OG0000880	Syao.g_01651	Syan.g_01452
OG0000881	Syao.g_01647	Syan.g_01457
OG0000882	Syao.g_01642	Syan.g_01462
OG0000883	Syao.g_01638	Syan.g_01464
OG0000884	Syao.g_01636	Syan.g_01466
OG0000885	Syao.g_01635	Syan.g_01467
OG0000886	Syao.g_01634	Syan.g_01468
OG0000887	Syao.g_01633	Syan.g_01469
OG0000888	Syao.g_01631	Syan.g_01471
OG0000889	Syao.g_01629	Syan.g_01473
OG0000890	Syao.g_01626	Syan.g_01476
OG0000891	Syao.g_01625	Syan.g_01477
OG0000892	Syao.g_01695	Syan.g_01480
OG0000893	Syao.g_01934	Syan.g_02103
OG0000894	Syao.g_01937	Syan.g_02108
OG0000895	Syao.g_01916	Syan.g_02112
OG0000896	Syao.g_01917	Syan.g_02113
OG0000897	Syao.g_01919	Syan.g_02115
OG0000898	Syao.g_01920	Syan.g_02116
OG0000899	Syao.g_01921	Syan.g_02117
OG0000900	Syao.g_01922	Syan.g_02118
OG0000901	Syao.g_01927	Syan.g_02123
OG0000902	Syao.g_01929	Syan.g_02125
OG0000903	Syao.g_01798	Syan.g_02252
OG0000904	Syao.g_01804	Syan.g_02258
OG0000905	Syao.g_01862	Syan.g_02129
OG0000906	Syao.g_01931	Syan.g_02127
OG0000907	Syao.g_01796	Syan.g_02245
OG0000908	Syao.g_01793	Syan.g_02242
OG0000909	Syao.g_01792	Syan.g_02241
OG0000910	Syao.g_01791	Syan.g_02240
OG0000911	Syao.g_01789	Syan.g_02238
OG0000912	Syao.g_01788	Syan.g_02237
OG0000913	Syao.g_01787	Syan.g_02236
OG0000914	Syao.g_01786	Syan.g_02235
OG0000915	Syao.g_01784	Syan.g_02233
OG0000916	Syao.g_01783	Syan.g_02232
OG0000917	Syao.g_01782	Syan.g_02231
OG0000918	Syao.g_01781	Syan.g_02230
OG0000919	Syao.g_01780	Syan.g_02229
OG0000920	Syao.g_01779	Syan.g_02228
OG0000921	Syao.g_01778	Syan.g_02227
OG0000922	Syao.g_01777	Syan.g_02226
OG0000923	Syao.g_01772	Syan.g_02222
OG0000924	Syao.g_01771	Syan.g_02221
OG0000925	Syao.g_01770	Syan.g_02220
OG0000926	Syao.g_01769	Syan.g_02219
OG0000927	Syao.g_01767	Syan.g_02217
OG0000928	Syao.g_01766	Syan.g_02216
OG0000929	Syao.g_01765	Syan.g_02215
OG0000930	Syao.g_01764	Syan.g_02214
OG0000931	Syao.g_01763	Syan.g_02213
OG0000932	Syao.g_01762	Syan.g_02212
OG0000933	Syao.g_01811	Syan.g_02206
OG0000934	Syao.g_01809	Syan.g_02204
OG0000935	Syao.g_01808	Syan.g_02203
OG0000936	Syao.g_01843	Syan.g_02202
OG0000937	Syao.g_01842	Syan.g_02201
OG0000938	Syao.g_01839	Syan.g_02198
OG0000939	Syao.g_01838	Syan.g_02197
OG0000940	Syao.g_01830	Syan.g_02188
OG0000941	Syao.g_01828	Syan.g_02186
OG0000942	Syao.g_01826	Syan.g_02184
OG0000943	Syao.g_01824	Syan.g_02183
OG0000944	Syao.g_01822	Syan.g_02181
OG0000945	Syao.g_01821	Syan.g_02180
OG0000946	Syao.g_01852	Syan.g_02167
OG0000947	Syao.g_01849	Syan.g_02164
OG0000948	Syao.g_01848	Syan.g_02163
OG0000949	Syao.g_01970	Syan.g_01951
OG0000950	Syao.g_01957	Syan.g_01940
OG0000951	Syao.g_02262	Syan.g_01932
OG0000952	Syao.g_02266	Syan.g_01927
OG0000953	Syao.g_02130	Syan.g_01922
OG0000954	Syao.g_02135	Syan.g_01916
OG0000955	Syao.g_02136	Syan.g_01915
OG0000956	Syao.g_02138	Syan.g_01913
OG0000957	Syao.g_01951	Syan.g_01898
OG0000958	Syao.g_01950	Syan.g_01897
OG0000959	Syao.g_01947	Syan.g_01893
OG0000960	Syao.g_01946	Syan.g_01892
OG0000961	Syao.g_02496	Syan.g_03024
OG0000962	Syao.g_02191	Syan.g_01887
OG0000963	Syao.g_02186	Syan.g_01881
OG0000964	Syao.g_02185	Syan.g_01880
OG0000965	Syao.g_02184	Syan.g_01879
OG0000966	Syao.g_02172	Syan.g_01812
OG0000967	Syao.g_02167	Syan.g_01804
OG0000968	Syao.g_02199	Syan.g_01706
OG0000969	Syao.g_02200	Syan.g_01708
OG0000970	Syao.g_02201	Syan.g_01709
OG0000971	Syao.g_02203	Syan.g_01711
OG0000972	Syao.g_02204	Syan.g_01712
OG0000973	Syao.g_02205	Syan.g_01713
OG0000974	Syao.g_02206	Syan.g_01714
OG0000975	Syao.g_02207	Syan.g_01715
OG0000976	Syao.g_02208	Syan.g_01716
OG0000977	Syao.g_02210	Syan.g_01718
OG0000978	Syao.g_02211	Syan.g_01719
OG0000979	Syao.g_02214	Syan.g_01722
OG0000980	Syao.g_02217	Syan.g_01725
OG0000981	Syao.g_02220	Syan.g_01728
OG0000982	Syao.g_02437	Syan.g_01566
OG0000983	Syao.g_02438	Syan.g_01567
OG0000984	Syao.g_02439	Syan.g_01568
OG0000985	Syao.g_02443	Syan.g_01572
OG0000986	Syao.g_02445	Syan.g_01574
OG0000987	Syao.g_02447	Syan.g_01576
OG0000988	Syao.g_02452	Syan.g_01581
OG0000989	Syao.g_02368	Syan.g_01587
OG0000990	Syao.g_02362	Syan.g_01615
OG0000991	Syao.g_02354	Syan.g_01618
OG0000992	Syao.g_02279	Syan.g_01622
OG0000993	Syao.g_02280	Syan.g_01623
OG0000994	Syao.g_02283	Syan.g_01625
OG0000995	Syao.g_02287	Syan.g_01629
OG0000996	Syao.g_02305	Syan.g_01653
OG0000997	Syao.g_02326	Syan.g_01677
OG0000998	Syao.g_02328	Syan.g_01679
OG0000999	Syao.g_02329	Syan.g_01680
OG0001000	Syao.g_02333	Syan.g_01684
OG0001001	Syao.g_02338	Syan.g_01690
OG0001002	Syao.g_02345	Syan.g_01697
OG0001003	Syao.g_02347	Syan.g_01699
OG0001004	Syao.g_02348	Syan.g_01700
OG0001005	Syao.g_02194	Syan.g_01701
OG0001006	Syao.g_02159	Syan.g_01794
OG0001007	Syao.g_02161	Syan.g_01796
OG0001008	Syao.g_01737	Syan.g_02397
OG0001009	Syao.g_02239	Syan.g_01748
OG0001010	Syao.g_02238	Syan.g_01747
OG0001011	Syao.g_02236	Syan.g_01745
OG0001012	Syao.g_00322	Syan.g_00281
OG0001013	Syao.g_02413	Syan.g_01542
OG0001014	Syao.g_02407	Syan.g_01535
OG0001015	Syao.g_02406	Syan.g_01534
OG0001016	Syao.g_02622	Syan.g_02912
OG0001017	Syao.g_02628	Syan.g_02918
OG0001018	Syao.g_02630	Syan.g_02920
OG0001019	Syao.g_02654	Syan.g_02947
OG0001020	Syao.g_02663	Syan.g_02951
OG0001021	Syao.g_02666	Syan.g_02958
OG0001022	Syao.g_02670	Syan.g_02964
OG0001023	Syao.g_02671	Syan.g_02965
OG0001024	Syao.g_01018	Syan.g_00968
OG0001025	Syao.g_02597	Syan.g_02971
OG0001026	Syao.g_02594	Syan.g_02984
OG0001027	Syao.g_02564	Syan.g_02308
OG0001028	Syao.g_02568	Syan.g_02305
OG0001029	Syao.g_02570	Syan.g_02303
OG0001030	Syao.g_02545	Syan.g_02281
OG0001031	Syao.g_02528	Syan.g_03060
OG0001032	Syao.g_02530	Syan.g_03063
OG0001033	Syao.g_01016	Syan.g_00970
OG0001034	Syao.g_01704	Syan.g_02425
OG0001035	Syao.g_02101	Syan.g_02062
OG0001036	Syao.g_02096	Syan.g_02056
OG0001037	Syao.g_02094	Syan.g_02054
OG0001038	Syao.g_02065	Syan.g_02025
OG0001039	Syao.g_02062	Syan.g_02022
OG0001040	Syao.g_02059	Syan.g_02019
OG0001041	Syao.g_02055	Syan.g_02015
OG0001042	Syao.g_02032	Syan.g_01992
OG0001043	Syao.g_02028	Syan.g_01988
OG0001044	Syao.g_01878	Syan.g_02145
OG0001045	Syao.g_01865	Syan.g_02132
OG0001046	Syao.g_00827	Syan.g_00591
OG0001047	Syao.g_01739	Syan.g_02399
OG0001048	Syao.g_01740	Syan.g_02400
OG0001049	Syao.g_01616	Syan.g_01340
OG0001050	Syao.g_01618	Syan.g_01339
OG0001051	Syao.g_01619	Syan.g_01338
OG0001052	Syao.g_02686	Syan.g_02850
OG0001053	Syao.g_00025	Syan.g_02761
OG0001054	Syao.g_00104	Syan.g_02742
OG0001055	Syao.g_00156	Syan.g_02721
OG0001056	Syao.g_01417	Syan.g_01161
OG0001057	Syao.g_00879	Syan.g_00832
OG0001058	Syao.g_00862	Syan.g_00851
OG0001059	Syao.g_00858	Syan.g_00855
OG0001060	Syao.g_00852	Syan.g_00861
OG0001063	Syao.g_01042	Syan.g_00945
OG0001064	Syao.g_01041	Syan.g_00946
OG0001065	Syao.g_01040	Syan.g_00947
OG0001066	Syao.g_01039	Syan.g_00948
OG0001067	Syao.g_01038	Syan.g_00949
OG0001068	Syao.g_01037	Syan.g_00950
OG0001069	Syao.g_01036	Syan.g_00951
OG0001070	Syao.g_01032	Syan.g_00955
OG0001071	Syao.g_01031	Syan.g_00956
OG0001072	Syao.g_01027	Syan.g_00960
OG0001073	Syao.g_00991	Syan.g_01012
OG0001074	Syao.g_00392	Syan.g_00202
OG0001075	Syao.g_00391	Syan.g_00200
OG0001076	Syao.g_01339	Syan.g_00012
OG0001077	Syao.g_01323	Syan.g_01140
OG0001078	Syao.g_00895	Syan.g_00815
OG0001079	Syao.g_00911	Syan.g_00799
OG0001081	Syao.g_00925	Syan.g_00779
OG0001082	Syao.g_00926	Syan.g_00778
OG0001083	Syao.g_00934	Syan.g_00771
OG0001084	Syao.g_00935	Syan.g_00770
OG0001086	Syao.g_00949	Syan.g_00757
OG0001087	Syao.g_01419	Syan.g_01159
OG0001088	Syao.g_00211	Syan.g_02688
OG0001089	Syao.g_00376	Syan.g_00185
OG0001090	Syao.g_00494	Syan.g_00317
OG0001091	Syao.g_00491	Syan.g_00320
OG0001092	Syao.g_00489	Syan.g_00322
OG0001093	Syao.g_00482	Syan.g_00328
OG0001094	Syao.g_00750	Syan.g_00696
OG0001095	Syao.g_00771	Syan.g_00675
OG0001096	Syao.g_00786	Syan.g_00659
OG0001097	Syao.g_00552	Syan.g_00386
OG0001099	Syao.g_02569	Syan.g_02304
OG0001100	Syao.g_00957	Syan.g_00749
OG0001101	Syao.g_00959	Syan.g_00747
OG0001102	Syao.g_00962	Syan.g_00744
OG0001103	Syao.g_00964	Syan.g_00742
OG0001106	Syao.g_00688	Syan.g_00551
OG0001107	Syao.g_00676	Syan.g_00563
OG0001108	Syao.g_00669	Syan.g_00571
OG0001109	Syao.g_00667	Syan.g_00573
OG0001110	Syao.g_00665	Syan.g_00575
OG0001111	Syao.g_00663	Syan.g_00577
OG0001112	Syao.g_00661	Syan.g_00579
OG0001113	Syao.g_00660	Syan.g_00580
OG0001114	Syao.g_00659	Syan.g_00581
OG0001115	Syao.g_00832	Syan.g_00586
OG0001116	Syao.g_00830	Syan.g_00588
OG0001117	Syao.g_00829	Syan.g_00589
OG0001118	Syao.g_00828	Syan.g_00590
OG0001119	Syao.g_00826	Syan.g_00592
OG0001120	Syao.g_00822	Syan.g_00597
OG0001122	Syao.g_00445	Syan.g_00366
OG0001123	Syao.g_00451	Syan.g_00359
OG0001124	Syao.g_00453	Syan.g_00357
OG0001125	Syao.g_00456	Syan.g_00355
OG0001126	Syao.g_00504	Syan.g_00307
OG0001127	Syao.g_00505	Syan.g_00306
OG0001128	Syao.g_00508	Syan.g_00303
OG0001129	Syao.g_00510	Syan.g_00301
OG0001130	Syao.g_00511	Syan.g_00300
OG0001131	Syao.g_01387	Syan.g_00079
OG0001132	Syao.g_01221	Syan.g_00100
OG0001133	Syao.g_01333	Syan.g_00006
OG0001134	Syao.g_01428	Syan.g_01146
OG0001135	Syao.g_01424	Syan.g_02542
OG0001136	Syao.g_00126	Syan.g_02699
OG0001137	Syao.g_00194	Syan.g_02670
OG0001138	Syao.g_00227	Syan.g_02638
OG0001139	Syao.g_00225	Syan.g_02636
OG0001140	Syao.g_00224	Syan.g_02635
OG0001141	Syao.g_00254	Syan.g_02625
OG0001142	Syao.g_00253	Syan.g_02624
OG0001143	Syao.g_00243	Syan.g_02616
OG0001144	Syao.g_00276	Syan.g_02596
OG0001145	Syao.g_01446	Syan.g_01200
OG0001146	Syao.g_01455	Syan.g_01219
