Orthogroup	Syao	Praj
OG0000583	Syao.g_01205	Praj.g_00597
OG0000584	Syao.g_01206	Praj.g_00598
OG0000585	Syao.g_01054	Praj.g_00600
OG0000586	Syao.g_01055	Praj.g_00601
OG0000587	Syao.g_01057	Praj.g_00602
OG0000588	Syao.g_00406	Praj.g_00606
OG0000589	Syao.g_01342	Praj.g_00609
OG0000590	Syao.g_01341	Praj.g_00610
OG0000591	Syao.g_01330	Praj.g_00613
OG0000592	Syao.g_01329	Praj.g_00614
OG0000593	Syao.g_00890	Praj.g_00620
OG0000594	Syao.g_00891	Praj.g_00621
OG0000595	Syao.g_00892	Praj.g_00622
OG0000596	Syao.g_00897	Praj.g_00626
OG0000597	Syao.g_00900	Praj.g_00628
OG0000598	Syao.g_00901	Praj.g_00629
OG0000599	Syao.g_00908	Praj.g_00632
OG0000600	Syao.g_00909	Praj.g_00633
OG0000601	Syao.g_00910	Praj.g_00634
OG0000602	Syao.g_00914	Praj.g_00636
OG0000603	Syao.g_00915	Praj.g_00637
OG0000604	Syao.g_00918	Praj.g_00638
OG0000606	Syao.g_00924	Praj.g_00642
OG0000607	Syao.g_00927	Praj.g_00645
OG0000608	Syao.g_00928	Praj.g_00646
OG0000609	Syao.g_00930	Praj.g_00647
OG0000610	Syao.g_00940	Praj.g_00653
OG0000611	Syao.g_00943	Praj.g_00656
OG0000612	Syao.g_00944	Praj.g_00657
OG0000613	Syao.g_01979	Praj.g_00663
OG0000614	Syao.g_00375	Praj.g_00686
OG0000615	Syao.g_00978	Praj.g_00693
OG0000616	Syao.g_02342	Praj.g_02137
OG0000617	Syao.g_00486	Praj.g_00704
OG0000618	Syao.g_00485	Praj.g_00705
OG0000619	Syao.g_00484	Praj.g_00706
OG0000620	Syao.g_00479	Praj.g_00709
OG0000621	Syao.g_00478	Praj.g_00710
OG0000622	Syao.g_00476	Praj.g_00711
OG0000623	Syao.g_00475	Praj.g_00712
OG0000624	Syao.g_00473	Praj.g_00714
OG0000625	Syao.g_00472	Praj.g_00715
OG0000626	Syao.g_00471	Praj.g_00716
OG0000627	Syao.g_00567	Praj.g_00718
OG0000628	Syao.g_00566	Praj.g_00719
OG0000629	Syao.g_00590	Praj.g_00720
OG0000630	Syao.g_00585	Praj.g_00723
OG0000631	Syao.g_00644	Praj.g_00917
OG0000632	Syao.g_00643	Praj.g_00918
OG0000633	Syao.g_00642	Praj.g_00919
OG0000634	Syao.g_00752	Praj.g_00765
OG0000635	Syao.g_00753	Praj.g_00766
OG0000636	Syao.g_00755	Praj.g_00768
OG0000637	Syao.g_00757	Praj.g_00770
OG0000638	Syao.g_00758	Praj.g_00771
OG0000639	Syao.g_00759	Praj.g_00772
OG0000640	Syao.g_00760	Praj.g_00773
OG0000641	Syao.g_00764	Praj.g_00777
OG0000642	Syao.g_00765	Praj.g_00778
OG0000643	Syao.g_00767	Praj.g_00779
OG0000644	Syao.g_00768	Praj.g_00780
OG0000645	Syao.g_00770	Praj.g_00781
OG0000646	Syao.g_00773	Praj.g_00784
OG0000647	Syao.g_00775	Praj.g_00786
OG0000648	Syao.g_00777	Praj.g_00788
OG0000649	Syao.g_00778	Praj.g_00789
OG0000650	Syao.g_00779	Praj.g_00790
OG0000651	Syao.g_00780	Praj.g_00791
OG0000652	Syao.g_00781	Praj.g_00792
OG0000653	Syao.g_00783	Praj.g_00794
OG0000654	Syao.g_00784	Praj.g_00795
OG0000655	Syao.g_00785	Praj.g_00796
OG0000656	Syao.g_00789	Praj.g_00799
OG0000657	Syao.g_00435	Praj.g_00806
OG0000658	Syao.g_00560	Praj.g_00808
OG0000659	Syao.g_00559	Praj.g_00809
OG0000660	Syao.g_00555	Praj.g_00814
OG0000661	Syao.g_00553	Praj.g_00816
OG0000662	Syao.g_00535	Praj.g_00818
OG0000663	Syao.g_00532	Praj.g_00820
OG0000664	Syao.g_00530	Praj.g_00821
OG0000665	Syao.g_01436	Praj.g_00826
OG0000666	Syao.g_02120	Praj.g_00827
OG0000667	Syao.g_01375	Praj.g_00831
OG0000668	Syao.g_02678	Praj.g_00869
OG0000669	Syao.g_00955	Praj.g_00877
OG0000670	Syao.g_00958	Praj.g_00880
OG0000671	Syao.g_00960	Praj.g_00882
OG0000672	Syao.g_00963	Praj.g_00885
OG0000673	Syao.g_00966	Praj.g_00888
OG0000674	Syao.g_00968	Praj.g_00890
OG0000675	Syao.g_00969	Praj.g_00891
OG0000676	Syao.g_00971	Praj.g_00893
OG0000677	Syao.g_00972	Praj.g_00894
OG0000678	Syao.g_00974	Praj.g_00897
OG0000679	Syao.g_00981	Praj.g_00901
OG0000680	Syao.g_00982	Praj.g_00902
OG0000681	Syao.g_00985	Praj.g_00905
OG0000682	Syao.g_00986	Praj.g_00906
OG0000683	Syao.g_00987	Praj.g_00907
OG0000684	Syao.g_00990	Praj.g_00748
OG0000685	Syao.g_00733	Praj.g_00750
OG0000686	Syao.g_00734	Praj.g_00751
OG0000687	Syao.g_00735	Praj.g_00752
OG0000688	Syao.g_00741	Praj.g_00755
OG0000689	Syao.g_00743	Praj.g_00756
OG0000690	Syao.g_00744	Praj.g_00757
OG0000691	Syao.g_00745	Praj.g_00758
OG0000692	Syao.g_00747	Praj.g_00760
OG0000693	Syao.g_00748	Praj.g_00761
OG0000694	Syao.g_00749	Praj.g_00762
OG0000695	Syao.g_00639	Praj.g_00921
OG0000696	Syao.g_00638	Praj.g_00922
OG0000697	Syao.g_00636	Praj.g_00923
OG0000698	Syao.g_00633	Praj.g_00926
OG0000699	Syao.g_00631	Praj.g_00927
OG0000700	Syao.g_00630	Praj.g_00928
OG0000701	Syao.g_00629	Praj.g_00929
OG0000702	Syao.g_00705	Praj.g_00931
OG0000703	Syao.g_00693	Praj.g_00932
OG0000704	Syao.g_00689	Praj.g_00933
OG0000705	Syao.g_00682	Praj.g_00939
OG0000706	Syao.g_00681	Praj.g_00940
OG0000707	Syao.g_00680	Praj.g_00941
OG0000708	Syao.g_00677	Praj.g_00943
OG0000709	Syao.g_00670	Praj.g_00947
OG0000710	Syao.g_00666	Praj.g_00950
OG0000711	Syao.g_00815	Praj.g_00966
OG0000712	Syao.g_00813	Praj.g_00968
OG0000713	Syao.g_00812	Praj.g_00969
OG0000714	Syao.g_00810	Praj.g_00970
OG0000715	Syao.g_00808	Praj.g_00972
OG0000716	Syao.g_00804	Praj.g_00973
OG0000717	Syao.g_00803	Praj.g_00974
OG0000718	Syao.g_00794	Praj.g_00991
OG0000719	Syao.g_00444	Praj.g_00992
OG0000720	Syao.g_00457	Praj.g_01002
OG0000721	Syao.g_00459	Praj.g_01003
OG0000722	Syao.g_00460	Praj.g_01004
OG0000723	Syao.g_00469	Praj.g_01008
OG0000724	Syao.g_00513	Praj.g_01019
OG0000725	Syao.g_00385	Praj.g_00845
OG0000726	Syao.g_00384	Praj.g_00844
OG0000727	Syao.g_00383	Praj.g_00843
OG0000728	Syao.g_00381	Praj.g_00841
OG0000729	Syao.g_02190	Praj.g_02022
OG0000730	Syao.g_01880	Praj.g_00378
OG0000731	Syao.g_01868	Praj.g_00386
OG0000732	Syao.g_02218	Praj.g_02081
OG0000733	Syao.g_01427	Praj.g_01833
OG0000734	Syao.g_02592	Praj.g_01476
OG0000735	Syao.g_00140	Praj.g_01474
OG0000736	Syao.g_00139	Praj.g_01473
OG0000737	Syao.g_00138	Praj.g_01472
OG0000738	Syao.g_00132	Praj.g_01468
OG0000739	Syao.g_00131	Praj.g_01467
OG0000740	Syao.g_00130	Praj.g_01466
OG0000741	Syao.g_00127	Praj.g_01464
OG0000742	Syao.g_00124	Praj.g_01462
OG0000743	Syao.g_00217	Praj.g_01460
OG0000744	Syao.g_00216	Praj.g_01459
OG0000745	Syao.g_00213	Praj.g_01458
OG0000746	Syao.g_00210	Praj.g_01456
OG0000747	Syao.g_00208	Praj.g_01455
OG0000748	Syao.g_00193	Praj.g_01451
OG0000749	Syao.g_00192	Praj.g_01450
OG0000750	Syao.g_00191	Praj.g_01449
OG0000751	Syao.g_00185	Praj.g_01446
OG0000752	Syao.g_00183	Praj.g_01444
OG0000753	Syao.g_00180	Praj.g_01442
OG0000754	Syao.g_00175	Praj.g_01438
OG0000755	Syao.g_00021	Praj.g_01434
OG0000756	Syao.g_00229	Praj.g_01433
OG0000757	Syao.g_00252	Praj.g_01426
OG0000758	Syao.g_00251	Praj.g_01425
OG0000759	Syao.g_00250	Praj.g_01424
OG0000760	Syao.g_00249	Praj.g_01423
OG0000761	Syao.g_00248	Praj.g_01422
OG0000762	Syao.g_00246	Praj.g_01421
OG0000763	Syao.g_00242	Praj.g_01419
OG0000764	Syao.g_00241	Praj.g_01418
OG0000765	Syao.g_00267	Praj.g_01409
OG0000766	Syao.g_00266	Praj.g_01408
OG0000767	Syao.g_00264	Praj.g_01407
OG0000768	Syao.g_00263	Praj.g_01406
OG0000769	Syao.g_00261	Praj.g_01404
OG0000770	Syao.g_00257	Praj.g_01403
OG0000771	Syao.g_00506	Praj.g_01014
OG0000772	Syao.g_01523	Praj.g_01246
OG0000773	Syao.g_01447	Praj.g_01519
OG0000774	Syao.g_01442	Praj.g_01522
OG0000775	Syao.g_01440	Praj.g_01523
OG0000776	Syao.g_01439	Praj.g_01524
OG0000777	Syao.g_01438	Praj.g_01525
OG0000778	Syao.g_01437	Praj.g_01526
OG0000779	Syao.g_01469	Praj.g_01530
OG0000780	Syao.g_01456	Praj.g_01531
OG0000781	Syao.g_01452	Praj.g_01534
OG0000782	Syao.g_01451	Praj.g_01535
OG0000783	Syao.g_01450	Praj.g_01536
OG0000784	Syao.g_01449	Praj.g_01537
OG0000785	Syao.g_01481	Praj.g_01539
OG0000786	Syao.g_01473	Praj.g_01542
OG0000787	Syao.g_01472	Praj.g_01543
OG0000788	Syao.g_00870	Praj.g_00732
OG0000789	Syao.g_00623	Praj.g_01011
OG0000790	Syao.g_00041, Syao.g_00315	Praj.g_01580
OG0000791	Syao.g_00043	Praj.g_01582
OG0000792	Syao.g_00044	Praj.g_01583
OG0000793	Syao.g_02700	Praj.g_01586
OG0000794	Syao.g_02703	Praj.g_01587
OG0000795	Syao.g_02704	Praj.g_01588
OG0000796	Syao.g_02708	Praj.g_01592
OG0000797	Syao.g_02709	Praj.g_01593
OG0000799	Syao.g_01525	Praj.g_01613
OG0000800	Syao.g_01526	Praj.g_01614
OG0000801	Syao.g_01527	Praj.g_01615
OG0000802	Syao.g_01531	Praj.g_01617
OG0000803	Syao.g_01534	Praj.g_01619
OG0000804	Syao.g_01537	Praj.g_01620
OG0000805	Syao.g_01502	Praj.g_01622
OG0000806	Syao.g_01504	Praj.g_01624
OG0000807	Syao.g_01506	Praj.g_01625
OG0000808	Syao.g_01507	Praj.g_01626
OG0000809	Syao.g_01511	Praj.g_01630
OG0000810	Syao.g_01482	Praj.g_01631
OG0000811	Syao.g_01490	Praj.g_01635
OG0000812	Syao.g_01492	Praj.g_01637
OG0000813	Syao.g_01493	Praj.g_01638
OG0000814	Syao.g_01495	Praj.g_01640
OG0000815	Syao.g_01499	Praj.g_01641
OG0000816	Syao.g_01471	Praj.g_01643
OG0000817	Syao.g_01519	Praj.g_01644
OG0000818	Syao.g_00062	Praj.g_01648
OG0000819	Syao.g_00063	Praj.g_01649
OG0000820	Syao.g_00064	Praj.g_01650
OG0000821	Syao.g_00070	Praj.g_01653
OG0000822	Syao.g_00072	Praj.g_01654
OG0000823	Syao.g_00073	Praj.g_01655
OG0000824	Syao.g_00079	Praj.g_01658
OG0000825	Syao.g_00080	Praj.g_01659
OG0000826	Syao.g_00081	Praj.g_01660
OG0000827	Syao.g_00082	Praj.g_01661
OG0000828	Syao.g_00085	Praj.g_01664
OG0000829	Syao.g_00086	Praj.g_01665
OG0000830	Syao.g_00087	Praj.g_01666
OG0000831	Syao.g_00089	Praj.g_01668
OG0000832	Syao.g_01696	Praj.g_01678
OG0000833	Syao.g_01612	Praj.g_01686
OG0000834	Syao.g_01610	Praj.g_01687
OG0000835	Syao.g_01609	Praj.g_01688
OG0000836	Syao.g_01606	Praj.g_01690
OG0000837	Syao.g_01605	Praj.g_01691
OG0000838	Syao.g_01601	Praj.g_01693
OG0000839	Syao.g_01600	Praj.g_01694
OG0000840	Syao.g_01599	Praj.g_01695
OG0000841	Syao.g_01598	Praj.g_01696
OG0000842	Syao.g_01597	Praj.g_01697
OG0000843	Syao.g_01596	Praj.g_01698
OG0000844	Syao.g_01594	Praj.g_01699
OG0000845	Syao.g_01593	Praj.g_01700
OG0000846	Syao.g_01592	Praj.g_01701
OG0000847	Syao.g_01591	Praj.g_01702
OG0000848	Syao.g_01589	Praj.g_01703
OG0000849	Syao.g_01588	Praj.g_01704
OG0000850	Syao.g_01585	Praj.g_01706
OG0000851	Syao.g_01582	Praj.g_01707
OG0000852	Syao.g_01581	Praj.g_01708
OG0000853	Syao.g_01577	Praj.g_01713
OG0000854	Syao.g_01575	Praj.g_01715
OG0000855	Syao.g_01574	Praj.g_01716
OG0000856	Syao.g_01327	Praj.g_01599
OG0000857	Syao.g_00774	Praj.g_00785
OG0000858	Syao.g_01567	Praj.g_01763
OG0000859	Syao.g_01566	Praj.g_01764
OG0000860	Syao.g_01552	Praj.g_01770
OG0000861	Syao.g_01551	Praj.g_01771
OG0000862	Syao.g_01542	Praj.g_01772
OG0000863	Syao.g_01540	Praj.g_01773
OG0000864	Syao.g_01017	Praj.g_01774
OG0000866	Syao.g_01686	Praj.g_01776
OG0000867	Syao.g_01685	Praj.g_01777
OG0000868	Syao.g_01682	Praj.g_01778
OG0000869	Syao.g_01677	Praj.g_01781
OG0000870	Syao.g_01672	Praj.g_01786
OG0000871	Syao.g_01671	Praj.g_01787
OG0000872	Syao.g_01665	Praj.g_01788
OG0000873	Syao.g_01662	Praj.g_01791
OG0000874	Syao.g_01660	Praj.g_01794
OG0000875	Syao.g_01658	Praj.g_01796
OG0000876	Syao.g_00536	Praj.g_01797
OG0000877	Syao.g_01654	Praj.g_01799
OG0000878	Syao.g_01653	Praj.g_01800
OG0000879	Syao.g_01652	Praj.g_01801
OG0000880	Syao.g_01651	Praj.g_01802
OG0000881	Syao.g_01647	Praj.g_01805
OG0000882	Syao.g_01642	Praj.g_01810
OG0000883	Syao.g_01638	Praj.g_01812
OG0000884	Syao.g_01636	Praj.g_01814
OG0000885	Syao.g_01635	Praj.g_01815
OG0000886	Syao.g_01634	Praj.g_01816
OG0000887	Syao.g_01633	Praj.g_01817
OG0000888	Syao.g_01631	Praj.g_01819
OG0000889	Syao.g_01629	Praj.g_01821
OG0000890	Syao.g_01626	Praj.g_01822
OG0000891	Syao.g_01625	Praj.g_01823
OG0000892	Syao.g_01695	Praj.g_01825
OG0000893	Syao.g_01934	Praj.g_01868
OG0000894	Syao.g_01937	Praj.g_01871
OG0000895	Syao.g_01916	Praj.g_01874
OG0000896	Syao.g_01917	Praj.g_01875
OG0000897	Syao.g_01919	Praj.g_01877
OG0000898	Syao.g_01920	Praj.g_01878
OG0000899	Syao.g_01921	Praj.g_01879
OG0000900	Syao.g_01922	Praj.g_01880
OG0000901	Syao.g_01927	Praj.g_01883
OG0000902	Syao.g_01929	Praj.g_01885
OG0000903	Syao.g_01798	Praj.g_01894
OG0000904	Syao.g_01804	Praj.g_01889
OG0000905	Syao.g_01862	Praj.g_01887
OG0000906	Syao.g_01931	Praj.g_01886
OG0000907	Syao.g_01796	Praj.g_01909
OG0000908	Syao.g_01793	Praj.g_01912
OG0000909	Syao.g_01792	Praj.g_01913
OG0000910	Syao.g_01791	Praj.g_01914
OG0000911	Syao.g_01789	Praj.g_01916
OG0000912	Syao.g_01788	Praj.g_01917
OG0000913	Syao.g_01787	Praj.g_01918
OG0000914	Syao.g_01786	Praj.g_01919
OG0000915	Syao.g_01784	Praj.g_01920
OG0000916	Syao.g_01783	Praj.g_01921
OG0000917	Syao.g_01782	Praj.g_01922
OG0000918	Syao.g_01781	Praj.g_01923
OG0000919	Syao.g_01780	Praj.g_01924
OG0000920	Syao.g_01779	Praj.g_01925
OG0000921	Syao.g_01778	Praj.g_01926
OG0000922	Syao.g_01777	Praj.g_01927
OG0000923	Syao.g_01772	Praj.g_01931
OG0000924	Syao.g_01771	Praj.g_01932
OG0000925	Syao.g_01770	Praj.g_01933
OG0000926	Syao.g_01769	Praj.g_01934
OG0000927	Syao.g_01767	Praj.g_01936
OG0000928	Syao.g_01766	Praj.g_01937
OG0000929	Syao.g_01765	Praj.g_01938
OG0000930	Syao.g_01764	Praj.g_01939
OG0000931	Syao.g_01763	Praj.g_01940
OG0000932	Syao.g_01762	Praj.g_01941
OG0000933	Syao.g_01811	Praj.g_01945
OG0000934	Syao.g_01809	Praj.g_01947
OG0000935	Syao.g_01808	Praj.g_01948
OG0000936	Syao.g_01843	Praj.g_01949
OG0000937	Syao.g_01842	Praj.g_01950
OG0000938	Syao.g_01839	Praj.g_01953
OG0000939	Syao.g_01838	Praj.g_01954
OG0000940	Syao.g_01830	Praj.g_01961
OG0000941	Syao.g_01828	Praj.g_01963
OG0000942	Syao.g_01826	Praj.g_01965
OG0000943	Syao.g_01824	Praj.g_01966
OG0000944	Syao.g_01822	Praj.g_01968
OG0000945	Syao.g_01821	Praj.g_01969
OG0000946	Syao.g_01852	Praj.g_01975
OG0000947	Syao.g_01849	Praj.g_01977
OG0000948	Syao.g_01848	Praj.g_01978
OG0000949	Syao.g_01970	Praj.g_01981
OG0000950	Syao.g_01957	Praj.g_01986
OG0000951	Syao.g_02262	Praj.g_01990
OG0000952	Syao.g_02266	Praj.g_01994
OG0000953	Syao.g_02130	Praj.g_01998
OG0000954	Syao.g_02135	Praj.g_02002
OG0000955	Syao.g_02136	Praj.g_02003
OG0000956	Syao.g_02138	Praj.g_02005
OG0000957	Syao.g_01951	Praj.g_02010
OG0000958	Syao.g_01950	Praj.g_02011
OG0000959	Syao.g_01947	Praj.g_02015
OG0000960	Syao.g_01946	Praj.g_02016
OG0000961	Syao.g_02496	Praj.g_02019
OG0000962	Syao.g_02191	Praj.g_02021
OG0000963	Syao.g_02186	Praj.g_02026
OG0000964	Syao.g_02185	Praj.g_02027
OG0000965	Syao.g_02184	Praj.g_02028
OG0000966	Syao.g_02172	Praj.g_02059
OG0000967	Syao.g_02167	Praj.g_02063
OG0000968	Syao.g_02199	Praj.g_02065
OG0000969	Syao.g_02200	Praj.g_02066
OG0000970	Syao.g_02201	Praj.g_02067
OG0000971	Syao.g_02203	Praj.g_02068
OG0000972	Syao.g_02204	Praj.g_02069
OG0000973	Syao.g_02205	Praj.g_02070
OG0000974	Syao.g_02206	Praj.g_02071
OG0000975	Syao.g_02207	Praj.g_02072
OG0000976	Syao.g_02208	Praj.g_02073
OG0000977	Syao.g_02210	Praj.g_02074
OG0000978	Syao.g_02211	Praj.g_02075
OG0000979	Syao.g_02214	Praj.g_02078
OG0000980	Syao.g_02217	Praj.g_02080
OG0000981	Syao.g_02220	Praj.g_02083
OG0000982	Syao.g_02437	Praj.g_02085
OG0000983	Syao.g_02438	Praj.g_02086
OG0000984	Syao.g_02439	Praj.g_02087
OG0000985	Syao.g_02443	Praj.g_02090
OG0000986	Syao.g_02445	Praj.g_02092
OG0000987	Syao.g_02447	Praj.g_02093
OG0000988	Syao.g_02452	Praj.g_02096
OG0000989	Syao.g_02368	Praj.g_02100
OG0000990	Syao.g_02362	Praj.g_02105
OG0000991	Syao.g_02354	Praj.g_02106
OG0000992	Syao.g_02279	Praj.g_02109
OG0000993	Syao.g_02280	Praj.g_02110
OG0000994	Syao.g_02283	Praj.g_02111
OG0000995	Syao.g_02287	Praj.g_02115
OG0000996	Syao.g_02305	Praj.g_02116
OG0000997	Syao.g_02326	Praj.g_02124
OG0000998	Syao.g_02328	Praj.g_02126
OG0000999	Syao.g_02329	Praj.g_02127
OG0001000	Syao.g_02333	Praj.g_02130, Praj.g_02131
OG0001001	Syao.g_02338	Praj.g_02134
OG0001002	Syao.g_02345	Praj.g_02139
OG0001003	Syao.g_02347	Praj.g_02141
OG0001004	Syao.g_02348	Praj.g_02142
OG0001005	Syao.g_02194	Praj.g_02143
OG0001006	Syao.g_02159	Praj.g_02147
OG0001007	Syao.g_02161	Praj.g_02149
OG0001008	Syao.g_01737	Praj.g_00431
OG0001009	Syao.g_02239	Praj.g_00027
OG0001010	Syao.g_02238	Praj.g_00028
OG0001011	Syao.g_02236	Praj.g_00029
OG0001012	Syao.g_00322	Praj.g_00047
OG0001013	Syao.g_02413	Praj.g_00052
OG0001014	Syao.g_02407	Praj.g_00055
OG0001015	Syao.g_02406	Praj.g_00056
OG0001016	Syao.g_02622	Praj.g_00111
OG0001017	Syao.g_02628	Praj.g_00115
OG0001018	Syao.g_02630	Praj.g_00118
OG0001019	Syao.g_02654	Praj.g_00127
OG0001020	Syao.g_02663	Praj.g_00128
OG0001021	Syao.g_02666	Praj.g_00129
OG0001022	Syao.g_02670	Praj.g_00132
OG0001023	Syao.g_02671	Praj.g_00133
OG0001024	Syao.g_01018	Praj.g_00136
OG0001025	Syao.g_02597	Praj.g_00143
OG0001026	Syao.g_02594	Praj.g_00151
OG0001027	Syao.g_02564	Praj.g_00152
OG0001028	Syao.g_02568	Praj.g_00154
OG0001029	Syao.g_02570	Praj.g_00156
OG0001030	Syao.g_02545	Praj.g_00172
OG0001031	Syao.g_02528	Praj.g_00226
OG0001032	Syao.g_02530	Praj.g_00227
OG0001033	Syao.g_01016	Praj.g_00247
OG0001034	Syao.g_01704	Praj.g_00276
OG0001035	Syao.g_02101	Praj.g_00293
OG0001036	Syao.g_02096	Praj.g_00297
OG0001037	Syao.g_02094	Praj.g_00298
OG0001038	Syao.g_02065	Praj.g_00314
OG0001039	Syao.g_02062	Praj.g_00316
OG0001040	Syao.g_02059	Praj.g_00319
OG0001041	Syao.g_02055	Praj.g_00323
OG0001042	Syao.g_02032	Praj.g_00339
OG0001043	Syao.g_02028	Praj.g_00340
OG0001044	Syao.g_01878	Praj.g_00379
OG0001045	Syao.g_01865	Praj.g_00388
OG0001046	Syao.g_00827	Praj.g_01081
OG0001047	Syao.g_01739	Praj.g_00433
OG0001048	Syao.g_01740	Praj.g_00434
OG0001049	Syao.g_01616	Praj.g_00436
OG0001050	Syao.g_01618	Praj.g_00437
OG0001051	Syao.g_01619	Praj.g_00438
OG0001052	Syao.g_02686	Praj.g_00464
OG0001053	Syao.g_00025	Praj.g_00476
OG0001054	Syao.g_00104	Praj.g_00490
OG0001055	Syao.g_00156	Praj.g_00509
OG0001056	Syao.g_01417	Praj.g_00527
OG0001057	Syao.g_00879	Praj.g_00532
OG0001058	Syao.g_00862	Praj.g_00540
OG0001059	Syao.g_00858	Praj.g_00544
OG0001060	Syao.g_00852	Praj.g_00551
OG0001062	Syao.g_01050	Praj.g_00566
OG0001063	Syao.g_01042	Praj.g_00567
OG0001064	Syao.g_01041	Praj.g_00568
OG0001065	Syao.g_01040	Praj.g_00569
OG0001066	Syao.g_01039	Praj.g_00570
OG0001067	Syao.g_01038	Praj.g_00571
OG0001068	Syao.g_01037	Praj.g_00572
OG0001069	Syao.g_01036	Praj.g_00573
OG0001070	Syao.g_01032	Praj.g_00575
OG0001071	Syao.g_01031	Praj.g_00576
OG0001072	Syao.g_01027	Praj.g_00577
OG0001073	Syao.g_00991	Praj.g_00591
OG0001074	Syao.g_00392	Praj.g_00603
OG0001075	Syao.g_00391	Praj.g_00604
OG0001076	Syao.g_01339	Praj.g_00611
OG0001077	Syao.g_01323	Praj.g_00616
OG0001078	Syao.g_00895	Praj.g_00624
OG0001079	Syao.g_00911	Praj.g_00635
OG0001081	Syao.g_00925	Praj.g_00643
OG0001082	Syao.g_00926	Praj.g_00644
OG0001083	Syao.g_00934	Praj.g_00649
OG0001084	Syao.g_00935	Praj.g_00650
OG0001085	Syao.g_00947	Praj.g_00660
OG0001086	Syao.g_00949	Praj.g_00661
OG0001087	Syao.g_01419	Praj.g_00681
OG0001088	Syao.g_00211	Praj.g_00682
OG0001089	Syao.g_00376	Praj.g_00690
OG0001090	Syao.g_00494	Praj.g_00699
OG0001091	Syao.g_00491	Praj.g_00701
OG0001092	Syao.g_00489	Praj.g_00702
OG0001093	Syao.g_00482	Praj.g_00707
OG0001094	Syao.g_00750	Praj.g_00763
OG0001095	Syao.g_00771	Praj.g_00782
OG0001096	Syao.g_00786	Praj.g_00797
OG0001097	Syao.g_00552	Praj.g_00817
OG0001098	Syao.g_00731	Praj.g_00835
OG0001099	Syao.g_02569	Praj.g_00872
OG0001100	Syao.g_00957	Praj.g_00879
OG0001101	Syao.g_00959	Praj.g_00881
OG0001102	Syao.g_00962	Praj.g_00884
OG0001103	Syao.g_00964	Praj.g_00886
OG0001105	Syao.g_00736	Praj.g_00753
OG0001106	Syao.g_00688	Praj.g_00934
OG0001107	Syao.g_00676	Praj.g_00944
OG0001108	Syao.g_00669	Praj.g_00948
OG0001109	Syao.g_00667	Praj.g_00949
OG0001110	Syao.g_00665	Praj.g_00951
OG0001111	Syao.g_00663	Praj.g_00952
OG0001112	Syao.g_00661	Praj.g_00953
OG0001113	Syao.g_00660	Praj.g_00954
OG0001114	Syao.g_00659	Praj.g_00955
OG0001115	Syao.g_00832	Praj.g_00957
OG0001116	Syao.g_00830	Praj.g_00958
OG0001117	Syao.g_00829	Praj.g_00959
OG0001118	Syao.g_00828	Praj.g_00960
OG0001119	Syao.g_00826	Praj.g_00961
OG0001120	Syao.g_00822	Praj.g_00963
OG0001121	Syao.g_01294	Praj.g_01563
OG0001122	Syao.g_00445	Praj.g_00993
OG0001123	Syao.g_00451	Praj.g_00997
OG0001124	Syao.g_00453	Praj.g_00999
OG0001125	Syao.g_00456	Praj.g_01001
OG0001126	Syao.g_00504	Praj.g_01012
OG0001127	Syao.g_00505	Praj.g_01013
OG0001128	Syao.g_00508	Praj.g_01016
OG0001129	Syao.g_00510	Praj.g_01017
OG0001130	Syao.g_00511	Praj.g_01018
OG0001131	Syao.g_01387	Praj.g_00852
OG0001132	Syao.g_01221	Praj.g_01063
OG0001133	Syao.g_01333	Praj.g_01040
OG0001134	Syao.g_01428	Praj.g_01832
OG0001135	Syao.g_01424	Praj.g_01835
OG0001136	Syao.g_00126	Praj.g_01463
OG0001137	Syao.g_00194	Praj.g_01452
OG0001138	Syao.g_00227	Praj.g_01432
OG0001139	Syao.g_00225	Praj.g_01430
OG0001140	Syao.g_00224	Praj.g_01429
OG0001141	Syao.g_00254	Praj.g_01428
OG0001142	Syao.g_00253	Praj.g_01427
OG0001143	Syao.g_00243	Praj.g_01420
OG0001144	Syao.g_00276	Praj.g_01415
OG0001145	Syao.g_01446	Praj.g_01520
OG0001146	Syao.g_01455	Praj.g_01532
OG0001147	Syao.g_00095	Praj.g_01550
OG0001148	Syao.g_00038	Praj.g_01577
OG0001149	Syao.g_00039	Praj.g_01578
OG0001150	Syao.g_00040	Praj.g_01579
OG0001151	Syao.g_02706	Praj.g_01590
OG0001152	Syao.g_02707	Praj.g_01591
OG0001153	Syao.g_00083	Praj.g_01662
OG0001154	Syao.g_00084	Praj.g_01663
OG0001155	Syao.g_01747	Praj.g_01679
OG0001156	Syao.g_01744	Praj.g_01682
OG0001157	Syao.g_01743	Praj.g_01683
OG0001158	Syao.g_01742	Praj.g_01684
OG0001159	Syao.g_01741	Praj.g_01685
OG0001160	Syao.g_01579	Praj.g_01711
OG0001161	Syao.g_02373	Praj.g_01499
OG0001162	Syao.g_02650	Praj.g_01723
OG0001163	Syao.g_01571	Praj.g_01761
OG0001164	Syao.g_01564	Praj.g_01765
OG0001165	Syao.g_01559	Praj.g_01767
OG0001166	Syao.g_01673	Praj.g_01785
OG0001167	Syao.g_01006	Praj.g_01803
OG0001168	Syao.g_01648	Praj.g_01804
OG0001169	Syao.g_01646	Praj.g_01806
