Orthogroup	Syao	Prbk
OG0000566	Syao.g_00845	Prbk.g_01877
OG0000567	Syao.g_00841	Prbk.g_01873
OG0000568	Syao.g_00839	Prbk.g_01871
OG0000569	Syao.g_00838	Prbk.g_01104
OG0000570	Syao.g_00837	Prbk.g_01105
OG0000571	Syao.g_00834	Prbk.g_01108
OG0000572	Syao.g_01033	Prbk.g_01124
OG0000573	Syao.g_01022	Prbk.g_01131
OG0000574	Syao.g_01021	Prbk.g_01132
OG0000575	Syao.g_01000	Prbk.g_01141
OG0000576	Syao.g_00996	Prbk.g_01143
OG0000577	Syao.g_00995	Prbk.g_01144
OG0000578	Syao.g_00994	Prbk.g_01145
OG0000579	Syao.g_00993	Prbk.g_01146
OG0000580	Syao.g_00992	Prbk.g_01147
OG0000581	Syao.g_01059	Prbk.g_01151
OG0000582	Syao.g_01204	Prbk.g_01155
OG0000583	Syao.g_01205	Prbk.g_01156
OG0000584	Syao.g_01206	Prbk.g_01157
OG0000585	Syao.g_01054	Prbk.g_01159
OG0000586	Syao.g_01055	Prbk.g_01161
OG0000587	Syao.g_01057	Prbk.g_01163
OG0000588	Syao.g_00406	Prbk.g_02605
OG0000589	Syao.g_01342	Prbk.g_02608
OG0000590	Syao.g_01341	Prbk.g_02609
OG0000591	Syao.g_01330	Prbk.g_02616
OG0000592	Syao.g_01329	Prbk.g_02617
OG0000593	Syao.g_00890	Prbk.g_02627
OG0000594	Syao.g_00891	Prbk.g_02628
OG0000595	Syao.g_00892	Prbk.g_02629
OG0000596	Syao.g_00897	Prbk.g_02634
OG0000597	Syao.g_00900	Prbk.g_02637
OG0000598	Syao.g_00901	Prbk.g_02638
OG0000599	Syao.g_00908	Prbk.g_02648
OG0000600	Syao.g_00909	Prbk.g_02649
OG0000601	Syao.g_00910	Prbk.g_02650
OG0000602	Syao.g_00914	Prbk.g_02654
OG0000603	Syao.g_00915	Prbk.g_02655
OG0000604	Syao.g_00918	Prbk.g_02656
OG0000606	Syao.g_00924	Prbk.g_00729
OG0000607	Syao.g_00927	Prbk.g_00726
OG0000608	Syao.g_00928	Prbk.g_00725
OG0000609	Syao.g_00930	Prbk.g_00723
OG0000610	Syao.g_00940	Prbk.g_00715
OG0000611	Syao.g_00943	Prbk.g_00712
OG0000612	Syao.g_00944	Prbk.g_00711
OG0000613	Syao.g_01979	Prbk.g_00478
OG0000614	Syao.g_00375	Prbk.g_01802
OG0000615	Syao.g_00978	Prbk.g_02429
OG0000616	Syao.g_02342	Prbk.g_02262
OG0000617	Syao.g_00486	Prbk.g_00613
OG0000618	Syao.g_00485	Prbk.g_00612
OG0000619	Syao.g_00484	Prbk.g_00611
OG0000620	Syao.g_00479	Prbk.g_00607
OG0000621	Syao.g_00478	Prbk.g_00606
OG0000622	Syao.g_00476	Prbk.g_00605
OG0000623	Syao.g_00475	Prbk.g_00604
OG0000624	Syao.g_00473	Prbk.g_00603
OG0000625	Syao.g_00472	Prbk.g_00602
OG0000626	Syao.g_00471	Prbk.g_00601
OG0000627	Syao.g_00567	Prbk.g_02376
OG0000628	Syao.g_00566	Prbk.g_02375
OG0000629	Syao.g_00590	Prbk.g_02372
OG0000630	Syao.g_00585	Prbk.g_02368
OG0000631	Syao.g_00644	Prbk.g_02362
OG0000632	Syao.g_00643	Prbk.g_02361
OG0000633	Syao.g_00642	Prbk.g_02360
OG0000634	Syao.g_00752	Prbk.g_02464
OG0000635	Syao.g_00753	Prbk.g_02465
OG0000636	Syao.g_00755	Prbk.g_02467
OG0000637	Syao.g_00757	Prbk.g_02469
OG0000638	Syao.g_00758	Prbk.g_02470
OG0000639	Syao.g_00759	Prbk.g_02471
OG0000640	Syao.g_00760	Prbk.g_02472
OG0000641	Syao.g_00764	Prbk.g_02476
OG0000642	Syao.g_00765	Prbk.g_02477
OG0000643	Syao.g_00767	Prbk.g_02478
OG0000644	Syao.g_00768	Prbk.g_02479
OG0000645	Syao.g_00770	Prbk.g_02480
OG0000646	Syao.g_00773	Prbk.g_02483
OG0000647	Syao.g_00775	Prbk.g_02486
OG0000648	Syao.g_00777	Prbk.g_02488
OG0000649	Syao.g_00778	Prbk.g_02489
OG0000650	Syao.g_00779	Prbk.g_02490
OG0000651	Syao.g_00780	Prbk.g_02491
OG0000652	Syao.g_00781	Prbk.g_02492
OG0000653	Syao.g_00783	Prbk.g_02494
OG0000654	Syao.g_00784	Prbk.g_02495
OG0000655	Syao.g_00785	Prbk.g_02496
OG0000656	Syao.g_00789	Prbk.g_02499
OG0000657	Syao.g_00435	Prbk.g_02532
OG0000658	Syao.g_00560	Prbk.g_02534
OG0000659	Syao.g_00559	Prbk.g_02535
OG0000660	Syao.g_00555	Prbk.g_02539
OG0000661	Syao.g_00553	Prbk.g_02541
OG0000662	Syao.g_00535	Prbk.g_02543
OG0000663	Syao.g_00532	Prbk.g_02546
OG0000664	Syao.g_00530	Prbk.g_02547
OG0000665	Syao.g_01436	Prbk.g_02560
OG0000666	Syao.g_02120	Prbk.g_02563
OG0000667	Syao.g_01375	Prbk.g_02570
OG0000668	Syao.g_02678	Prbk.g_00582
OG0000669	Syao.g_00955	Prbk.g_02580
OG0000670	Syao.g_00958	Prbk.g_01662
OG0000671	Syao.g_00960	Prbk.g_02391
OG0000672	Syao.g_00963	Prbk.g_02394
OG0000673	Syao.g_00966	Prbk.g_02397
OG0000674	Syao.g_00968	Prbk.g_02399
OG0000675	Syao.g_00969	Prbk.g_02400
OG0000676	Syao.g_00971	Prbk.g_02408
OG0000677	Syao.g_00972	Prbk.g_02410
OG0000678	Syao.g_00974	Prbk.g_02415
OG0000679	Syao.g_00981	Prbk.g_02435
OG0000680	Syao.g_00982	Prbk.g_02436
OG0000681	Syao.g_00985	Prbk.g_02438
OG0000682	Syao.g_00986	Prbk.g_02439
OG0000683	Syao.g_00987	Prbk.g_02440
OG0000684	Syao.g_00990	Prbk.g_02453
OG0000685	Syao.g_00733	Prbk.g_02451
OG0000686	Syao.g_00734	Prbk.g_02450
OG0000687	Syao.g_00735	Prbk.g_02449
OG0000688	Syao.g_00741	Prbk.g_02455
OG0000689	Syao.g_00743	Prbk.g_02456
OG0000690	Syao.g_00744	Prbk.g_02457
OG0000691	Syao.g_00745	Prbk.g_02458
OG0000692	Syao.g_00747	Prbk.g_02459
OG0000693	Syao.g_00748	Prbk.g_02460
OG0000694	Syao.g_00749	Prbk.g_02461
OG0000695	Syao.g_00639	Prbk.g_02358
OG0000696	Syao.g_00638	Prbk.g_02357
OG0000697	Syao.g_00636	Prbk.g_02355
OG0000698	Syao.g_00633	Prbk.g_02352
OG0000699	Syao.g_00631	Prbk.g_02350
OG0000700	Syao.g_00630	Prbk.g_02349
OG0000701	Syao.g_00629	Prbk.g_02348
OG0000702	Syao.g_00705	Prbk.g_02340
OG0000703	Syao.g_00693	Prbk.g_02339
OG0000704	Syao.g_00689	Prbk.g_02337
OG0000705	Syao.g_00682	Prbk.g_02331
OG0000706	Syao.g_00681	Prbk.g_02330
OG0000707	Syao.g_00680	Prbk.g_02329
OG0000708	Syao.g_00677	Prbk.g_02327
OG0000709	Syao.g_00670	Prbk.g_02320
OG0000710	Syao.g_00666	Prbk.g_02316
OG0000711	Syao.g_00815	Prbk.g_02293
OG0000712	Syao.g_00813	Prbk.g_02292
OG0000713	Syao.g_00812	Prbk.g_00562
OG0000714	Syao.g_00810	Prbk.g_00566
OG0000715	Syao.g_00808	Prbk.g_00568
OG0000716	Syao.g_00804	Prbk.g_00572
OG0000717	Syao.g_00803	Prbk.g_00573
OG0000718	Syao.g_00794	Prbk.g_00578
OG0000719	Syao.g_00444	Prbk.g_00580
OG0000720	Syao.g_00457	Prbk.g_00593
OG0000721	Syao.g_00459	Prbk.g_00594
OG0000722	Syao.g_00460	Prbk.g_00595
OG0000723	Syao.g_00469	Prbk.g_00599
OG0000724	Syao.g_00513	Prbk.g_00061
OG0000725	Syao.g_00385	Prbk.g_00054
OG0000726	Syao.g_00384	Prbk.g_00053
OG0000727	Syao.g_00383	Prbk.g_00052
OG0000728	Syao.g_00381	Prbk.g_00051
OG0000729	Syao.g_02190	Prbk.g_01531
OG0000730	Syao.g_01880	Prbk.g_00869
OG0000731	Syao.g_01868	Prbk.g_00879
OG0000732	Syao.g_02218	Prbk.g_01601
OG0000733	Syao.g_01427	Prbk.g_02202
OG0000734	Syao.g_02592	Prbk.g_00004
OG0000735	Syao.g_00140	Prbk.g_01037
OG0000736	Syao.g_00139	Prbk.g_01036
OG0000737	Syao.g_00138	Prbk.g_01035
OG0000738	Syao.g_00132	Prbk.g_01028
OG0000739	Syao.g_00131	Prbk.g_01026
OG0000740	Syao.g_00130	Prbk.g_01025
OG0000741	Syao.g_00127	Prbk.g_01022
OG0000742	Syao.g_00124	Prbk.g_01020
OG0000743	Syao.g_00217	Prbk.g_01018
OG0000744	Syao.g_00216	Prbk.g_01017
OG0000745	Syao.g_00213	Prbk.g_00141
OG0000746	Syao.g_00210	Prbk.g_00143
OG0000747	Syao.g_00208	Prbk.g_00144
OG0000748	Syao.g_00193	Prbk.g_00156
OG0000749	Syao.g_00192	Prbk.g_00157
OG0000750	Syao.g_00191	Prbk.g_00158
OG0000751	Syao.g_00185	Prbk.g_00105
OG0000752	Syao.g_00183	Prbk.g_00103
OG0000753	Syao.g_00180	Prbk.g_00100
OG0000754	Syao.g_00175	Prbk.g_01501
OG0000755	Syao.g_00021	Prbk.g_00139
OG0000756	Syao.g_00229	Prbk.g_00138
OG0000757	Syao.g_00252	Prbk.g_00131
OG0000758	Syao.g_00251	Prbk.g_00130
OG0000759	Syao.g_00250	Prbk.g_00129
OG0000760	Syao.g_00249	Prbk.g_00128
OG0000761	Syao.g_00248	Prbk.g_00127
OG0000762	Syao.g_00246	Prbk.g_01503
OG0000763	Syao.g_00242	Prbk.g_01505
OG0000764	Syao.g_00241	Prbk.g_01506
OG0000765	Syao.g_00267	Prbk.g_00178
OG0000766	Syao.g_00266	Prbk.g_00177
OG0000767	Syao.g_00264	Prbk.g_00175
OG0000768	Syao.g_00263	Prbk.g_00174
OG0000769	Syao.g_00261	Prbk.g_00098
OG0000770	Syao.g_00257	Prbk.g_00122
OG0000771	Syao.g_00506	Prbk.g_00066
OG0000772	Syao.g_01523	Prbk.g_02011
OG0000773	Syao.g_01447	Prbk.g_00162
OG0000774	Syao.g_01442	Prbk.g_01192
OG0000775	Syao.g_01440	Prbk.g_01190
OG0000776	Syao.g_01439	Prbk.g_01189
OG0000777	Syao.g_01438	Prbk.g_01188
OG0000778	Syao.g_01437	Prbk.g_01187
OG0000779	Syao.g_01469	Prbk.g_01182
OG0000780	Syao.g_01456	Prbk.g_01179
OG0000781	Syao.g_01452	Prbk.g_01175
OG0000782	Syao.g_01451	Prbk.g_01174
OG0000783	Syao.g_01450	Prbk.g_01173
OG0000784	Syao.g_01449	Prbk.g_01172
OG0000785	Syao.g_01481	Prbk.g_01170
OG0000786	Syao.g_01473	Prbk.g_01167
OG0000787	Syao.g_01472	Prbk.g_01166
OG0000788	Syao.g_00870	Prbk.g_00334
OG0000789	Syao.g_00623	Prbk.g_01691
OG0000790	Syao.g_00041, Syao.g_00315	Prbk.g_02048
OG0000791	Syao.g_00043	Prbk.g_02046
OG0000792	Syao.g_00044	Prbk.g_02045
OG0000793	Syao.g_02700	Prbk.g_02041
OG0000794	Syao.g_02703	Prbk.g_02040
OG0000795	Syao.g_02704	Prbk.g_02039
OG0000796	Syao.g_02708	Prbk.g_02035
OG0000797	Syao.g_02709	Prbk.g_02034
OG0000798	Syao.g_02066	Prbk.g_00414
OG0000799	Syao.g_01525	Prbk.g_01929
OG0000800	Syao.g_01526	Prbk.g_01930
OG0000801	Syao.g_01527	Prbk.g_01931
OG0000802	Syao.g_01531	Prbk.g_01938
OG0000803	Syao.g_01534	Prbk.g_00244
OG0000804	Syao.g_01537	Prbk.g_00246
OG0000805	Syao.g_01502	Prbk.g_00248
OG0000806	Syao.g_01504	Prbk.g_00250
OG0000807	Syao.g_01506	Prbk.g_00252
OG0000808	Syao.g_01507	Prbk.g_00253
OG0000809	Syao.g_01511	Prbk.g_00257
OG0000810	Syao.g_01482	Prbk.g_00258
OG0000811	Syao.g_01490	Prbk.g_00270
OG0000812	Syao.g_01492	Prbk.g_00272
OG0000813	Syao.g_01493	Prbk.g_00273
OG0000814	Syao.g_01495	Prbk.g_00275
OG0000815	Syao.g_01499	Prbk.g_00276
OG0000816	Syao.g_01471	Prbk.g_00278
OG0000817	Syao.g_01519	Prbk.g_00279
OG0000818	Syao.g_00062	Prbk.g_01237
OG0000819	Syao.g_00063	Prbk.g_01236
OG0000820	Syao.g_00064	Prbk.g_01235
OG0000821	Syao.g_00070	Prbk.g_01228
OG0000822	Syao.g_00072	Prbk.g_01226
OG0000823	Syao.g_00073	Prbk.g_01225
OG0000824	Syao.g_00079	Prbk.g_01221
OG0000825	Syao.g_00080	Prbk.g_01220
OG0000826	Syao.g_00081	Prbk.g_01219
OG0000827	Syao.g_00082	Prbk.g_01218
OG0000828	Syao.g_00085	Prbk.g_01215
OG0000829	Syao.g_00086	Prbk.g_01214
OG0000830	Syao.g_00087	Prbk.g_01213
OG0000831	Syao.g_00089	Prbk.g_01211
OG0000832	Syao.g_01696	Prbk.g_02006
OG0000833	Syao.g_01612	Prbk.g_01998
OG0000834	Syao.g_01610	Prbk.g_01997
OG0000835	Syao.g_01609	Prbk.g_01996
OG0000836	Syao.g_01606	Prbk.g_01994
OG0000837	Syao.g_01605	Prbk.g_01993
OG0000838	Syao.g_01601	Prbk.g_01990
OG0000839	Syao.g_01600	Prbk.g_01989
OG0000840	Syao.g_01599	Prbk.g_01988
OG0000841	Syao.g_01598	Prbk.g_01987
OG0000842	Syao.g_01597	Prbk.g_01986
OG0000843	Syao.g_01596	Prbk.g_01985
OG0000844	Syao.g_01594	Prbk.g_01983
OG0000845	Syao.g_01593	Prbk.g_01982
OG0000846	Syao.g_01592	Prbk.g_01981
OG0000847	Syao.g_01591	Prbk.g_01980
OG0000848	Syao.g_01589	Prbk.g_01979
OG0000849	Syao.g_01588	Prbk.g_01978
OG0000850	Syao.g_01585	Prbk.g_01977
OG0000851	Syao.g_01582	Prbk.g_00937
OG0000852	Syao.g_01581	Prbk.g_00936
OG0000853	Syao.g_01577	Prbk.g_00932
OG0000854	Syao.g_01575	Prbk.g_00930
OG0000855	Syao.g_01574	Prbk.g_00929
OG0000856	Syao.g_01327	Prbk.g_02619
OG0000857	Syao.g_00774	Prbk.g_02485
OG0000858	Syao.g_01567	Prbk.g_00918
OG0000859	Syao.g_01566	Prbk.g_00917
OG0000860	Syao.g_01552	Prbk.g_00905
OG0000861	Syao.g_01551	Prbk.g_00904
OG0000862	Syao.g_01542	Prbk.g_00902
OG0000863	Syao.g_01540	Prbk.g_01451
OG0000864	Syao.g_01017	Prbk.g_01450
OG0000866	Syao.g_01686	Prbk.g_01448
OG0000867	Syao.g_01685	Prbk.g_01447
OG0000868	Syao.g_01682	Prbk.g_01445
OG0000869	Syao.g_01677	Prbk.g_01442
OG0000870	Syao.g_01672	Prbk.g_01437
OG0000871	Syao.g_01671	Prbk.g_01436
OG0000872	Syao.g_01665	Prbk.g_01434
OG0000873	Syao.g_01662	Prbk.g_01431
OG0000874	Syao.g_01660	Prbk.g_01427
OG0000875	Syao.g_01658	Prbk.g_01426
OG0000876	Syao.g_00536	Prbk.g_01425
OG0000877	Syao.g_01654	Prbk.g_01422
OG0000878	Syao.g_01653	Prbk.g_01421
OG0000879	Syao.g_01652	Prbk.g_01420
OG0000880	Syao.g_01651	Prbk.g_01419
OG0000881	Syao.g_01647	Prbk.g_01414
OG0000882	Syao.g_01642	Prbk.g_01409
OG0000883	Syao.g_01638	Prbk.g_01407
OG0000884	Syao.g_01636	Prbk.g_01405
OG0000885	Syao.g_01635	Prbk.g_01404
OG0000886	Syao.g_01634	Prbk.g_01403
OG0000887	Syao.g_01633	Prbk.g_01402
OG0000888	Syao.g_01631	Prbk.g_01400
OG0000889	Syao.g_01629	Prbk.g_01398
OG0000890	Syao.g_01626	Prbk.g_01384
OG0000891	Syao.g_01625	Prbk.g_01383
OG0000892	Syao.g_01695	Prbk.g_01381
OG0000893	Syao.g_01934	Prbk.g_01901
OG0000894	Syao.g_01937	Prbk.g_01905
OG0000895	Syao.g_01916	Prbk.g_01910
OG0000896	Syao.g_01917	Prbk.g_01911
OG0000897	Syao.g_01919	Prbk.g_01913
OG0000898	Syao.g_01920	Prbk.g_01914
OG0000899	Syao.g_01921	Prbk.g_01915
OG0000900	Syao.g_01922	Prbk.g_01916
OG0000901	Syao.g_01927	Prbk.g_01920
OG0000902	Syao.g_01929	Prbk.g_01922
OG0000903	Syao.g_01798	Prbk.g_00990
OG0000904	Syao.g_01804	Prbk.g_00995
OG0000905	Syao.g_01862	Prbk.g_00997
OG0000906	Syao.g_01931	Prbk.g_01926
OG0000907	Syao.g_01796	Prbk.g_00988
OG0000908	Syao.g_01793	Prbk.g_00985
OG0000909	Syao.g_01792	Prbk.g_00984
OG0000910	Syao.g_01791	Prbk.g_00983
OG0000911	Syao.g_01789	Prbk.g_00981
OG0000912	Syao.g_01788	Prbk.g_00980
OG0000913	Syao.g_01787	Prbk.g_00979
OG0000914	Syao.g_01786	Prbk.g_00978
OG0000915	Syao.g_01784	Prbk.g_00977
OG0000916	Syao.g_01783	Prbk.g_00976
OG0000917	Syao.g_01782	Prbk.g_00975
OG0000918	Syao.g_01781	Prbk.g_00974
OG0000919	Syao.g_01780	Prbk.g_00973
OG0000920	Syao.g_01779	Prbk.g_00972
OG0000921	Syao.g_01778	Prbk.g_00971
OG0000922	Syao.g_01777	Prbk.g_00970
OG0000923	Syao.g_01772	Prbk.g_00966
OG0000924	Syao.g_01771	Prbk.g_00965
OG0000925	Syao.g_01770	Prbk.g_00964
OG0000926	Syao.g_01769	Prbk.g_00963
OG0000927	Syao.g_01767	Prbk.g_00961
OG0000928	Syao.g_01766	Prbk.g_00960
OG0000929	Syao.g_01765	Prbk.g_00959
OG0000930	Syao.g_01764	Prbk.g_00958
OG0000931	Syao.g_01763	Prbk.g_00957
OG0000932	Syao.g_01762	Prbk.g_00956
OG0000933	Syao.g_01811	Prbk.g_00951
OG0000934	Syao.g_01809	Prbk.g_00949
OG0000935	Syao.g_01808	Prbk.g_00948
OG0000936	Syao.g_01843	Prbk.g_00947
OG0000937	Syao.g_01842	Prbk.g_00946
OG0000938	Syao.g_01839	Prbk.g_00797
OG0000939	Syao.g_01838	Prbk.g_00798
OG0000940	Syao.g_01830	Prbk.g_00807
OG0000941	Syao.g_01828	Prbk.g_00809
OG0000942	Syao.g_01826	Prbk.g_00811
OG0000943	Syao.g_01824	Prbk.g_00812
OG0000944	Syao.g_01822	Prbk.g_00814
OG0000945	Syao.g_01821	Prbk.g_00816
OG0000946	Syao.g_01852	Prbk.g_00844
OG0000947	Syao.g_01849	Prbk.g_00847
OG0000948	Syao.g_01848	Prbk.g_00848
OG0000949	Syao.g_01970	Prbk.g_00851
OG0000950	Syao.g_01957	Prbk.g_00513
OG0000951	Syao.g_02262	Prbk.g_00518
OG0000952	Syao.g_02266	Prbk.g_00525
OG0000953	Syao.g_02130	Prbk.g_00529
OG0000954	Syao.g_02135	Prbk.g_00216
OG0000955	Syao.g_02136	Prbk.g_00217
OG0000956	Syao.g_02138	Prbk.g_00219
OG0000957	Syao.g_01951	Prbk.g_00235
OG0000958	Syao.g_01950	Prbk.g_00236
OG0000959	Syao.g_01947	Prbk.g_01482
OG0000960	Syao.g_01946	Prbk.g_01483
OG0000961	Syao.g_02496	Prbk.g_01494
OG0000962	Syao.g_02191	Prbk.g_01530
OG0000963	Syao.g_02186	Prbk.g_01535
OG0000964	Syao.g_02185	Prbk.g_01536
OG0000965	Syao.g_02184	Prbk.g_01537
OG0000966	Syao.g_02172	Prbk.g_01571
OG0000967	Syao.g_02167	Prbk.g_01577
OG0000968	Syao.g_02199	Prbk.g_01580
OG0000969	Syao.g_02200	Prbk.g_01582
OG0000970	Syao.g_02201	Prbk.g_01583
OG0000971	Syao.g_02203	Prbk.g_01585
OG0000972	Syao.g_02204	Prbk.g_01586
OG0000973	Syao.g_02205	Prbk.g_01587
OG0000974	Syao.g_02206	Prbk.g_01588
OG0000975	Syao.g_02207	Prbk.g_01589
OG0000976	Syao.g_02208	Prbk.g_01590
OG0000977	Syao.g_02210	Prbk.g_01592
OG0000978	Syao.g_02211	Prbk.g_01593
OG0000979	Syao.g_02214	Prbk.g_01596
OG0000980	Syao.g_02217	Prbk.g_01600
OG0000981	Syao.g_02220	Prbk.g_01603
OG0000982	Syao.g_02437	Prbk.g_02161
OG0000983	Syao.g_02438	Prbk.g_02162
OG0000984	Syao.g_02439	Prbk.g_02163
OG0000985	Syao.g_02443	Prbk.g_02167
OG0000986	Syao.g_02445	Prbk.g_02169
OG0000987	Syao.g_02447	Prbk.g_02171
OG0000988	Syao.g_02452	Prbk.g_02175
OG0000989	Syao.g_02368	Prbk.g_02185
OG0000990	Syao.g_02362	Prbk.g_02207
OG0000991	Syao.g_02354	Prbk.g_02210
OG0000992	Syao.g_02279	Prbk.g_02213
OG0000993	Syao.g_02280	Prbk.g_02214
OG0000994	Syao.g_02283	Prbk.g_02217
OG0000995	Syao.g_02287	Prbk.g_02226
OG0000996	Syao.g_02305	Prbk.g_02239
OG0000997	Syao.g_02326	Prbk.g_02248
OG0000998	Syao.g_02328	Prbk.g_02250
OG0000999	Syao.g_02329	Prbk.g_02251
OG0001000	Syao.g_02333	Prbk.g_02254
OG0001001	Syao.g_02338	Prbk.g_02258
OG0001002	Syao.g_02345	Prbk.g_02265
OG0001003	Syao.g_02347	Prbk.g_02267
OG0001004	Syao.g_02348	Prbk.g_02268
OG0001005	Syao.g_02194	Prbk.g_02270
OG0001006	Syao.g_02159	Prbk.g_02276
OG0001007	Syao.g_02161	Prbk.g_02278
OG0001008	Syao.g_01737	Prbk.g_00327
OG0001009	Syao.g_02239	Prbk.g_01622
OG0001010	Syao.g_02238	Prbk.g_01621
OG0001011	Syao.g_02236	Prbk.g_01619
OG0001012	Syao.g_00322	Prbk.g_02158
OG0001013	Syao.g_02413	Prbk.g_02133
OG0001014	Syao.g_02407	Prbk.g_02124
OG0001015	Syao.g_02406	Prbk.g_02123
OG0001016	Syao.g_02622	Prbk.g_01315
OG0001017	Syao.g_02628	Prbk.g_01309
OG0001018	Syao.g_02630	Prbk.g_01307
OG0001019	Syao.g_02654	Prbk.g_01294
OG0001020	Syao.g_02663	Prbk.g_00035
OG0001021	Syao.g_02666	Prbk.g_00031
OG0001022	Syao.g_02670	Prbk.g_00026
OG0001023	Syao.g_02671	Prbk.g_00025
OG0001024	Syao.g_01018	Prbk.g_00021
OG0001025	Syao.g_02597	Prbk.g_00014
OG0001026	Syao.g_02594	Prbk.g_00001
OG0001027	Syao.g_02564	Prbk.g_00190
OG0001028	Syao.g_02568	Prbk.g_00192
OG0001029	Syao.g_02570	Prbk.g_00194
OG0001030	Syao.g_02545	Prbk.g_00547
OG0001031	Syao.g_02528	Prbk.g_01275
OG0001032	Syao.g_02530	Prbk.g_01272
OG0001033	Syao.g_01016	Prbk.g_00633
OG0001034	Syao.g_01704	Prbk.g_01521
OG0001035	Syao.g_02101	Prbk.g_00372
OG0001036	Syao.g_02096	Prbk.g_00376
OG0001037	Syao.g_02094	Prbk.g_00378
OG0001038	Syao.g_02065	Prbk.g_00415
OG0001039	Syao.g_02062	Prbk.g_00418
OG0001040	Syao.g_02059	Prbk.g_00421
OG0001041	Syao.g_02055	Prbk.g_00426
OG0001042	Syao.g_02032	Prbk.g_00451
OG0001043	Syao.g_02028	Prbk.g_00453
OG0001044	Syao.g_01878	Prbk.g_00870
OG0001045	Syao.g_01865	Prbk.g_00882
OG0001046	Syao.g_00827	Prbk.g_00924
OG0001047	Syao.g_01739	Prbk.g_00325
OG0001048	Syao.g_01740	Prbk.g_00324
OG0001049	Syao.g_01616	Prbk.g_00321
OG0001050	Syao.g_01618	Prbk.g_00320
OG0001051	Syao.g_01619	Prbk.g_00319
OG0001052	Syao.g_02686	Prbk.g_02109
OG0001053	Syao.g_00025	Prbk.g_02064
OG0001054	Syao.g_00104	Prbk.g_01861
OG0001055	Syao.g_00156	Prbk.g_01056
OG0001056	Syao.g_01417	Prbk.g_01085
OG0001057	Syao.g_00879	Prbk.g_01097
OG0001058	Syao.g_00862	Prbk.g_01893
OG0001059	Syao.g_00858	Prbk.g_01889
OG0001060	Syao.g_00852	Prbk.g_01882
OG0001062	Syao.g_01050	Prbk.g_01111
OG0001063	Syao.g_01042	Prbk.g_01115
OG0001064	Syao.g_01041	Prbk.g_01116
OG0001065	Syao.g_01040	Prbk.g_01117
OG0001066	Syao.g_01039	Prbk.g_01118
OG0001067	Syao.g_01038	Prbk.g_01119
OG0001068	Syao.g_01037	Prbk.g_01120
OG0001069	Syao.g_01036	Prbk.g_01121
OG0001070	Syao.g_01032	Prbk.g_01125
OG0001071	Syao.g_01031	Prbk.g_01126
OG0001072	Syao.g_01027	Prbk.g_01129
OG0001073	Syao.g_00991	Prbk.g_01148
OG0001074	Syao.g_00392	Prbk.g_02602
OG0001075	Syao.g_00391	Prbk.g_02603
OG0001076	Syao.g_01339	Prbk.g_02611
OG0001077	Syao.g_01323	Prbk.g_02621
OG0001078	Syao.g_00895	Prbk.g_02632
OG0001079	Syao.g_00911	Prbk.g_02651
OG0001081	Syao.g_00925	Prbk.g_00728
OG0001082	Syao.g_00926	Prbk.g_00727
OG0001083	Syao.g_00934	Prbk.g_00719
OG0001084	Syao.g_00935	Prbk.g_00718
OG0001085	Syao.g_00947	Prbk.g_00708
OG0001086	Syao.g_00949	Prbk.g_00706
OG0001087	Syao.g_01419	Prbk.g_01821
OG0001088	Syao.g_00211	Prbk.g_01817
OG0001089	Syao.g_00376	Prbk.g_01764
OG0001090	Syao.g_00494	Prbk.g_00617
OG0001091	Syao.g_00491	Prbk.g_00615
OG0001092	Syao.g_00489	Prbk.g_00614
OG0001093	Syao.g_00482	Prbk.g_00610
OG0001094	Syao.g_00750	Prbk.g_02462
OG0001095	Syao.g_00771	Prbk.g_02481
OG0001096	Syao.g_00786	Prbk.g_02497
OG0001097	Syao.g_00552	Prbk.g_02542
OG0001098	Syao.g_00731	Prbk.g_02379
OG0001099	Syao.g_02569	Prbk.g_00193
OG0001100	Syao.g_00957	Prbk.g_02389
OG0001101	Syao.g_00959	Prbk.g_02390
OG0001102	Syao.g_00962	Prbk.g_02393
OG0001103	Syao.g_00964	Prbk.g_02395
OG0001105	Syao.g_00736	Prbk.g_02447
OG0001106	Syao.g_00688	Prbk.g_02336
OG0001107	Syao.g_00676	Prbk.g_02326
OG0001108	Syao.g_00669	Prbk.g_02319
OG0001109	Syao.g_00667	Prbk.g_02317
OG0001110	Syao.g_00665	Prbk.g_02315
OG0001111	Syao.g_00663	Prbk.g_02313
OG0001112	Syao.g_00661	Prbk.g_02311
OG0001113	Syao.g_00660	Prbk.g_02310
OG0001114	Syao.g_00659	Prbk.g_02309
OG0001115	Syao.g_00832	Prbk.g_02307
OG0001116	Syao.g_00830	Prbk.g_02306
OG0001117	Syao.g_00829	Prbk.g_02305
OG0001118	Syao.g_00828	Prbk.g_02304
OG0001119	Syao.g_00826	Prbk.g_02303
OG0001120	Syao.g_00822	Prbk.g_02301
OG0001122	Syao.g_00445	Prbk.g_00581
OG0001123	Syao.g_00451	Prbk.g_00588
OG0001124	Syao.g_00453	Prbk.g_00590
OG0001125	Syao.g_00456	Prbk.g_00592
OG0001126	Syao.g_00504	Prbk.g_00068
OG0001127	Syao.g_00505	Prbk.g_00067
OG0001128	Syao.g_00508	Prbk.g_00064
OG0001129	Syao.g_00510	Prbk.g_00063
OG0001130	Syao.g_00511	Prbk.g_00062
