Orthogroup	Syao	Prbm
OG0000559	Syao.g_00860	Prbm.g_00584
OG0000560	Syao.g_00857	Prbm.g_00587
OG0000561	Syao.g_00856	Prbm.g_00588
OG0000562	Syao.g_00855	Prbm.g_00589
OG0000563	Syao.g_00854	Prbm.g_00590
OG0000564	Syao.g_00853	Prbm.g_00591
OG0000565	Syao.g_00849	Prbm.g_00594
OG0000566	Syao.g_00845	Prbm.g_00596
OG0000567	Syao.g_00841	Prbm.g_00600
OG0000568	Syao.g_00839	Prbm.g_00601
OG0000569	Syao.g_00838	Prbm.g_00602
OG0000570	Syao.g_00837	Prbm.g_00603
OG0000571	Syao.g_00834	Prbm.g_00605
OG0000572	Syao.g_01033	Prbm.g_00616
OG0000573	Syao.g_01022	Prbm.g_00621
OG0000574	Syao.g_01021	Prbm.g_00624
OG0000575	Syao.g_01000	Prbm.g_00627
OG0000576	Syao.g_00996	Prbm.g_00629
OG0000577	Syao.g_00995	Prbm.g_00630
OG0000578	Syao.g_00994	Prbm.g_00631
OG0000579	Syao.g_00993	Prbm.g_00632
OG0000580	Syao.g_00992	Prbm.g_00633
OG0000581	Syao.g_01059	Prbm.g_00636
OG0000582	Syao.g_01204	Prbm.g_00639
OG0000583	Syao.g_01205	Prbm.g_00640
OG0000584	Syao.g_01206	Prbm.g_00641
OG0000585	Syao.g_01054	Prbm.g_00643
OG0000586	Syao.g_01055	Prbm.g_00644
OG0000587	Syao.g_01057	Prbm.g_00645
OG0000588	Syao.g_00406	Prbm.g_00649
OG0000589	Syao.g_01342	Prbm.g_00652
OG0000590	Syao.g_01341	Prbm.g_00653
OG0000591	Syao.g_01330	Prbm.g_00656
OG0000592	Syao.g_01329	Prbm.g_00657
OG0000593	Syao.g_00890	Prbm.g_00663
OG0000594	Syao.g_00891	Prbm.g_00664
OG0000595	Syao.g_00892	Prbm.g_00665
OG0000596	Syao.g_00897	Prbm.g_00669
OG0000597	Syao.g_00900	Prbm.g_00671
OG0000598	Syao.g_00901	Prbm.g_00672
OG0000599	Syao.g_00908	Prbm.g_00675
OG0000600	Syao.g_00909	Prbm.g_00676
OG0000601	Syao.g_00910	Prbm.g_00677
OG0000602	Syao.g_00914	Prbm.g_00679
OG0000603	Syao.g_00915	Prbm.g_00680
OG0000604	Syao.g_00918	Prbm.g_00681
OG0000606	Syao.g_00924	Prbm.g_00685
OG0000607	Syao.g_00927	Prbm.g_00688
OG0000608	Syao.g_00928	Prbm.g_00689
OG0000609	Syao.g_00930	Prbm.g_00690
OG0000610	Syao.g_00940	Prbm.g_00696
OG0000611	Syao.g_00943	Prbm.g_00699
OG0000612	Syao.g_00944	Prbm.g_00700
OG0000613	Syao.g_01979	Prbm.g_00706
OG0000614	Syao.g_00375	Prbm.g_00730
OG0000615	Syao.g_00978	Prbm.g_00737
OG0000616	Syao.g_02342	Prbm.g_02220
OG0000617	Syao.g_00486	Prbm.g_00748
OG0000618	Syao.g_00485	Prbm.g_00749
OG0000619	Syao.g_00484	Prbm.g_00750
OG0000620	Syao.g_00479	Prbm.g_00753
OG0000621	Syao.g_00478	Prbm.g_00754
OG0000622	Syao.g_00476	Prbm.g_00755
OG0000623	Syao.g_00475	Prbm.g_00756
OG0000624	Syao.g_00473	Prbm.g_00758
OG0000625	Syao.g_00472	Prbm.g_00759
OG0000626	Syao.g_00471	Prbm.g_00760
OG0000627	Syao.g_00567	Prbm.g_00762
OG0000628	Syao.g_00566	Prbm.g_00763
OG0000629	Syao.g_00590	Prbm.g_00764
OG0000630	Syao.g_00585	Prbm.g_00767
OG0000631	Syao.g_00644	Prbm.g_00959
OG0000632	Syao.g_00643	Prbm.g_00960
OG0000633	Syao.g_00642	Prbm.g_00961
OG0000634	Syao.g_00752	Prbm.g_00810
OG0000635	Syao.g_00753	Prbm.g_00811
OG0000636	Syao.g_00755	Prbm.g_00813
OG0000637	Syao.g_00757	Prbm.g_00815
OG0000638	Syao.g_00758	Prbm.g_00816
OG0000639	Syao.g_00759	Prbm.g_00817
OG0000640	Syao.g_00760	Prbm.g_00818
OG0000641	Syao.g_00764	Prbm.g_00822
OG0000642	Syao.g_00765	Prbm.g_00823
OG0000643	Syao.g_00767	Prbm.g_00824
OG0000644	Syao.g_00768	Prbm.g_00825
OG0000645	Syao.g_00770	Prbm.g_00826
OG0000646	Syao.g_00773	Prbm.g_00829
OG0000647	Syao.g_00775	Prbm.g_00831
OG0000648	Syao.g_00777	Prbm.g_00833
OG0000649	Syao.g_00778	Prbm.g_00834
OG0000650	Syao.g_00779	Prbm.g_00835
OG0000651	Syao.g_00780	Prbm.g_00836
OG0000652	Syao.g_00781	Prbm.g_00837
OG0000653	Syao.g_00783	Prbm.g_00839
OG0000654	Syao.g_00784	Prbm.g_00840
OG0000655	Syao.g_00785	Prbm.g_00841
OG0000656	Syao.g_00789	Prbm.g_00844
OG0000657	Syao.g_00435	Prbm.g_00850
OG0000658	Syao.g_00560	Prbm.g_00852
OG0000659	Syao.g_00559	Prbm.g_00853
OG0000660	Syao.g_00555	Prbm.g_00857
OG0000661	Syao.g_00553	Prbm.g_00859
OG0000662	Syao.g_00535	Prbm.g_00861
OG0000663	Syao.g_00532	Prbm.g_00863
OG0000664	Syao.g_00530	Prbm.g_00864
OG0000665	Syao.g_01436	Prbm.g_00868
OG0000666	Syao.g_02120	Prbm.g_00869
OG0000667	Syao.g_01375	Prbm.g_00873
OG0000668	Syao.g_02678	Prbm.g_00911
OG0000669	Syao.g_00955	Prbm.g_00919
OG0000670	Syao.g_00958	Prbm.g_00922
OG0000671	Syao.g_00960	Prbm.g_00924
OG0000672	Syao.g_00963	Prbm.g_00927
OG0000673	Syao.g_00966	Prbm.g_00930
OG0000674	Syao.g_00968	Prbm.g_00932
OG0000675	Syao.g_00969	Prbm.g_00933
OG0000676	Syao.g_00971	Prbm.g_00935
OG0000677	Syao.g_00972	Prbm.g_00936
OG0000678	Syao.g_00974	Prbm.g_00939
OG0000679	Syao.g_00981	Prbm.g_00943
OG0000680	Syao.g_00982	Prbm.g_00944
OG0000681	Syao.g_00985	Prbm.g_00946
OG0000682	Syao.g_00986	Prbm.g_00947
OG0000683	Syao.g_00987	Prbm.g_00948
OG0000684	Syao.g_00990	Prbm.g_00793
OG0000685	Syao.g_00733	Prbm.g_00795
OG0000686	Syao.g_00734	Prbm.g_00796
OG0000687	Syao.g_00735	Prbm.g_00797
OG0000688	Syao.g_00741	Prbm.g_00800
OG0000689	Syao.g_00743	Prbm.g_00801
OG0000690	Syao.g_00744	Prbm.g_00802
OG0000691	Syao.g_00745	Prbm.g_00803
OG0000692	Syao.g_00747	Prbm.g_00805
OG0000693	Syao.g_00748	Prbm.g_00806
OG0000694	Syao.g_00749	Prbm.g_00807
OG0000695	Syao.g_00639	Prbm.g_00963
OG0000696	Syao.g_00638	Prbm.g_00964
OG0000697	Syao.g_00636	Prbm.g_00965
OG0000698	Syao.g_00633	Prbm.g_00968
OG0000699	Syao.g_00631	Prbm.g_00969
OG0000700	Syao.g_00630	Prbm.g_00970
OG0000701	Syao.g_00629	Prbm.g_00971
OG0000702	Syao.g_00705	Prbm.g_00973
OG0000703	Syao.g_00693	Prbm.g_00974
OG0000704	Syao.g_00689	Prbm.g_00975
OG0000705	Syao.g_00682	Prbm.g_00981
OG0000706	Syao.g_00681	Prbm.g_00982
OG0000707	Syao.g_00680	Prbm.g_00983
OG0000708	Syao.g_00677	Prbm.g_00985
OG0000709	Syao.g_00670	Prbm.g_00989
OG0000710	Syao.g_00666	Prbm.g_00992
OG0000711	Syao.g_00815	Prbm.g_01007
OG0000712	Syao.g_00813	Prbm.g_01009
OG0000713	Syao.g_00812	Prbm.g_01010
OG0000714	Syao.g_00810	Prbm.g_01011
OG0000715	Syao.g_00808	Prbm.g_01013
OG0000716	Syao.g_00804	Prbm.g_01014
OG0000717	Syao.g_00803	Prbm.g_01015
OG0000718	Syao.g_00794	Prbm.g_01031
OG0000719	Syao.g_00444	Prbm.g_01032
OG0000720	Syao.g_00457	Prbm.g_01042
OG0000721	Syao.g_00459	Prbm.g_01043
OG0000722	Syao.g_00460	Prbm.g_01044
OG0000723	Syao.g_00469	Prbm.g_01048
OG0000724	Syao.g_00513	Prbm.g_01059
OG0000725	Syao.g_00385	Prbm.g_00887
OG0000726	Syao.g_00384	Prbm.g_00886
OG0000727	Syao.g_00383	Prbm.g_00885
OG0000728	Syao.g_00381	Prbm.g_00883
OG0000729	Syao.g_02190	Prbm.g_02104
OG0000730	Syao.g_01880	Prbm.g_00398
OG0000731	Syao.g_01868	Prbm.g_00406
OG0000732	Syao.g_02218	Prbm.g_02166
OG0000733	Syao.g_01427	Prbm.g_01911
OG0000734	Syao.g_02592	Prbm.g_01565
OG0000735	Syao.g_00140	Prbm.g_01563
OG0000736	Syao.g_00139	Prbm.g_01562
OG0000737	Syao.g_00138	Prbm.g_01561
OG0000738	Syao.g_00132	Prbm.g_01557
OG0000739	Syao.g_00131	Prbm.g_01556
OG0000740	Syao.g_00130	Prbm.g_01555
OG0000741	Syao.g_00127	Prbm.g_01553
OG0000742	Syao.g_00124	Prbm.g_01550
OG0000743	Syao.g_00217	Prbm.g_01548
OG0000744	Syao.g_00216	Prbm.g_01547
OG0000745	Syao.g_00213	Prbm.g_01545
OG0000746	Syao.g_00210	Prbm.g_01543
OG0000747	Syao.g_00208	Prbm.g_01542
OG0000748	Syao.g_00193	Prbm.g_01538
OG0000749	Syao.g_00192	Prbm.g_01537
OG0000750	Syao.g_00191	Prbm.g_01536
OG0000751	Syao.g_00185	Prbm.g_01533
OG0000752	Syao.g_00183	Prbm.g_01531
OG0000753	Syao.g_00180	Prbm.g_01529
OG0000754	Syao.g_00175	Prbm.g_01525
OG0000755	Syao.g_00021	Prbm.g_01520
OG0000756	Syao.g_00229	Prbm.g_01519
OG0000757	Syao.g_00252	Prbm.g_01512
OG0000758	Syao.g_00251	Prbm.g_01511
OG0000759	Syao.g_00250	Prbm.g_01510
OG0000760	Syao.g_00249	Prbm.g_01509
OG0000761	Syao.g_00248	Prbm.g_01508
OG0000762	Syao.g_00246	Prbm.g_01507
OG0000763	Syao.g_00242	Prbm.g_01505
OG0000764	Syao.g_00241	Prbm.g_01504
OG0000765	Syao.g_00267	Prbm.g_01496
OG0000766	Syao.g_00266	Prbm.g_01495
OG0000767	Syao.g_00264	Prbm.g_01494
OG0000768	Syao.g_00263	Prbm.g_01493
OG0000769	Syao.g_00261	Prbm.g_01491
OG0000770	Syao.g_00257	Prbm.g_01490
OG0000771	Syao.g_00506	Prbm.g_01054
OG0000772	Syao.g_01523	Prbm.g_01356
OG0000773	Syao.g_01447	Prbm.g_01602
OG0000774	Syao.g_01442	Prbm.g_01605
OG0000775	Syao.g_01440	Prbm.g_01606
OG0000776	Syao.g_01439	Prbm.g_01607
OG0000777	Syao.g_01438	Prbm.g_01608
OG0000778	Syao.g_01437	Prbm.g_01609
OG0000779	Syao.g_01469	Prbm.g_01613
OG0000780	Syao.g_01456	Prbm.g_01614
OG0000781	Syao.g_01452	Prbm.g_01616
OG0000782	Syao.g_01451	Prbm.g_01617
OG0000783	Syao.g_01450	Prbm.g_01618
OG0000784	Syao.g_01449	Prbm.g_01619
OG0000785	Syao.g_01481	Prbm.g_01621
OG0000786	Syao.g_01473	Prbm.g_01624
OG0000787	Syao.g_01472	Prbm.g_01625
OG0000788	Syao.g_00870	Prbm.g_00777
OG0000789	Syao.g_00623	Prbm.g_01051
OG0000790	Syao.g_00041, Syao.g_00315	Prbm.g_01665
OG0000791	Syao.g_00043	Prbm.g_01667
OG0000792	Syao.g_00044	Prbm.g_01668
OG0000793	Syao.g_02700	Prbm.g_01671
OG0000794	Syao.g_02703	Prbm.g_01672
OG0000795	Syao.g_02704	Prbm.g_01673
OG0000796	Syao.g_02708	Prbm.g_01677
OG0000797	Syao.g_02709	Prbm.g_01678
OG0000799	Syao.g_01525	Prbm.g_01691
OG0000800	Syao.g_01526	Prbm.g_01692
OG0000801	Syao.g_01527	Prbm.g_01693
OG0000802	Syao.g_01531	Prbm.g_01695
OG0000803	Syao.g_01534	Prbm.g_01697
OG0000804	Syao.g_01537	Prbm.g_01698
OG0000805	Syao.g_01502	Prbm.g_01700
OG0000806	Syao.g_01504	Prbm.g_01702
OG0000807	Syao.g_01506	Prbm.g_01703
OG0000808	Syao.g_01507	Prbm.g_01704
OG0000809	Syao.g_01511	Prbm.g_01708
OG0000810	Syao.g_01482	Prbm.g_01709
OG0000811	Syao.g_01490	Prbm.g_01713
OG0000812	Syao.g_01492	Prbm.g_01715
OG0000813	Syao.g_01493	Prbm.g_01716
OG0000814	Syao.g_01495	Prbm.g_01718
OG0000815	Syao.g_01499	Prbm.g_01719
OG0000816	Syao.g_01471	Prbm.g_01721
OG0000817	Syao.g_01519	Prbm.g_01722
OG0000818	Syao.g_00062	Prbm.g_01726
OG0000819	Syao.g_00063	Prbm.g_01727
OG0000820	Syao.g_00064	Prbm.g_01728
OG0000821	Syao.g_00070	Prbm.g_01731
OG0000822	Syao.g_00072	Prbm.g_01732
OG0000823	Syao.g_00073	Prbm.g_01733
OG0000824	Syao.g_00079	Prbm.g_01736
OG0000825	Syao.g_00080	Prbm.g_01737
OG0000826	Syao.g_00081	Prbm.g_01738
OG0000827	Syao.g_00082	Prbm.g_01739
OG0000828	Syao.g_00085	Prbm.g_01742
OG0000829	Syao.g_00086	Prbm.g_01743
OG0000830	Syao.g_00087	Prbm.g_01744
OG0000831	Syao.g_00089	Prbm.g_01746
OG0000832	Syao.g_01696	Prbm.g_01756
OG0000833	Syao.g_01612	Prbm.g_01764
OG0000834	Syao.g_01610	Prbm.g_01765
OG0000835	Syao.g_01609	Prbm.g_01766
OG0000836	Syao.g_01606	Prbm.g_01768
OG0000837	Syao.g_01605	Prbm.g_01769
OG0000838	Syao.g_01601	Prbm.g_01771
OG0000839	Syao.g_01600	Prbm.g_01772
OG0000840	Syao.g_01599	Prbm.g_01773
OG0000841	Syao.g_01598	Prbm.g_01774
OG0000842	Syao.g_01597	Prbm.g_01775
OG0000843	Syao.g_01596	Prbm.g_01776
OG0000844	Syao.g_01594	Prbm.g_01777
OG0000845	Syao.g_01593	Prbm.g_01778
OG0000846	Syao.g_01592	Prbm.g_01779
OG0000847	Syao.g_01591	Prbm.g_01780
OG0000848	Syao.g_01589	Prbm.g_01781
OG0000849	Syao.g_01588	Prbm.g_01782
OG0000850	Syao.g_01585	Prbm.g_01784
OG0000851	Syao.g_01582	Prbm.g_01785
OG0000852	Syao.g_01581	Prbm.g_01786
OG0000853	Syao.g_01577	Prbm.g_01791
OG0000854	Syao.g_01575	Prbm.g_01793
OG0000855	Syao.g_01574	Prbm.g_01794
OG0000856	Syao.g_01327	Prbm.g_01685
OG0000857	Syao.g_00774	Prbm.g_00830
OG0000858	Syao.g_01567	Prbm.g_01835
OG0000859	Syao.g_01566	Prbm.g_01836
OG0000860	Syao.g_01552	Prbm.g_01843
OG0000861	Syao.g_01551	Prbm.g_01844
OG0000862	Syao.g_01542	Prbm.g_01845
OG0000863	Syao.g_01540	Prbm.g_01846
OG0000864	Syao.g_01017	Prbm.g_01847
OG0000866	Syao.g_01686	Prbm.g_01849
OG0000867	Syao.g_01685	Prbm.g_01850
OG0000868	Syao.g_01682	Prbm.g_01851
OG0000869	Syao.g_01677	Prbm.g_01854
OG0000870	Syao.g_01672	Prbm.g_01859
OG0000871	Syao.g_01671	Prbm.g_01860
OG0000872	Syao.g_01665	Prbm.g_01861
OG0000873	Syao.g_01662	Prbm.g_01864
OG0000874	Syao.g_01660	Prbm.g_01867
OG0000875	Syao.g_01658	Prbm.g_01869
OG0000876	Syao.g_00536	Prbm.g_01870
OG0000877	Syao.g_01654	Prbm.g_01872
OG0000878	Syao.g_01653	Prbm.g_01873
OG0000879	Syao.g_01652	Prbm.g_01874
OG0000880	Syao.g_01651	Prbm.g_01875
OG0000881	Syao.g_01647	Prbm.g_01878
OG0000882	Syao.g_01642	Prbm.g_01883
OG0000883	Syao.g_01638	Prbm.g_01885
OG0000884	Syao.g_01636	Prbm.g_01887
OG0000885	Syao.g_01635	Prbm.g_01888
OG0000886	Syao.g_01634	Prbm.g_01889
OG0000887	Syao.g_01633	Prbm.g_01890
OG0000888	Syao.g_01631	Prbm.g_01892
OG0000889	Syao.g_01629	Prbm.g_01894
OG0000890	Syao.g_01626	Prbm.g_01895
OG0000891	Syao.g_01625	Prbm.g_01896
OG0000892	Syao.g_01695	Prbm.g_01898
OG0000893	Syao.g_01934	Prbm.g_01948
OG0000894	Syao.g_01937	Prbm.g_01951
OG0000895	Syao.g_01916	Prbm.g_01954
OG0000896	Syao.g_01917	Prbm.g_01955
OG0000897	Syao.g_01919	Prbm.g_01957
OG0000898	Syao.g_01920	Prbm.g_01958
OG0000899	Syao.g_01921	Prbm.g_01959
OG0000900	Syao.g_01922	Prbm.g_01960
OG0000901	Syao.g_01927	Prbm.g_01963
OG0000902	Syao.g_01929	Prbm.g_01965
OG0000903	Syao.g_01798	Prbm.g_01975
OG0000904	Syao.g_01804	Prbm.g_01970
OG0000905	Syao.g_01862	Prbm.g_01967
OG0000906	Syao.g_01931	Prbm.g_01966
OG0000907	Syao.g_01796	Prbm.g_01990
OG0000908	Syao.g_01793	Prbm.g_01993
OG0000909	Syao.g_01792	Prbm.g_01994
OG0000910	Syao.g_01791	Prbm.g_01995
OG0000911	Syao.g_01789	Prbm.g_01997
OG0000912	Syao.g_01788	Prbm.g_01998
OG0000913	Syao.g_01787	Prbm.g_01999
OG0000914	Syao.g_01786	Prbm.g_02000
OG0000915	Syao.g_01784	Prbm.g_02001
OG0000916	Syao.g_01783	Prbm.g_02002
OG0000917	Syao.g_01782	Prbm.g_02003
OG0000918	Syao.g_01781	Prbm.g_02004
OG0000919	Syao.g_01780	Prbm.g_02005
OG0000920	Syao.g_01779	Prbm.g_02006
OG0000921	Syao.g_01778	Prbm.g_02007
OG0000922	Syao.g_01777	Prbm.g_02008
OG0000923	Syao.g_01772	Prbm.g_02012
OG0000924	Syao.g_01771	Prbm.g_02013
OG0000925	Syao.g_01770	Prbm.g_02014
OG0000926	Syao.g_01769	Prbm.g_02015
OG0000927	Syao.g_01767	Prbm.g_02017
OG0000928	Syao.g_01766	Prbm.g_02018
OG0000929	Syao.g_01765	Prbm.g_02019
OG0000930	Syao.g_01764	Prbm.g_02020
OG0000931	Syao.g_01763	Prbm.g_02021
OG0000932	Syao.g_01762	Prbm.g_02022
OG0000933	Syao.g_01811	Prbm.g_02026
OG0000934	Syao.g_01809	Prbm.g_02028
OG0000935	Syao.g_01808	Prbm.g_02029
OG0000936	Syao.g_01843	Prbm.g_02030
OG0000937	Syao.g_01842	Prbm.g_02031
OG0000938	Syao.g_01839	Prbm.g_02034
OG0000939	Syao.g_01838	Prbm.g_02035
OG0000940	Syao.g_01830	Prbm.g_02042
OG0000941	Syao.g_01828	Prbm.g_02044
OG0000942	Syao.g_01826	Prbm.g_02046
OG0000943	Syao.g_01824	Prbm.g_02048
OG0000944	Syao.g_01822	Prbm.g_02050
OG0000945	Syao.g_01821	Prbm.g_02051
OG0000946	Syao.g_01852	Prbm.g_02057
OG0000947	Syao.g_01849	Prbm.g_02059
OG0000948	Syao.g_01848	Prbm.g_02060
OG0000949	Syao.g_01970	Prbm.g_02063
OG0000950	Syao.g_01957	Prbm.g_02068
OG0000951	Syao.g_02262	Prbm.g_02072
OG0000952	Syao.g_02266	Prbm.g_02076
OG0000953	Syao.g_02130	Prbm.g_02080
OG0000954	Syao.g_02135	Prbm.g_02084
OG0000955	Syao.g_02136	Prbm.g_02085
OG0000956	Syao.g_02138	Prbm.g_02087
OG0000957	Syao.g_01951	Prbm.g_02092
OG0000958	Syao.g_01950	Prbm.g_02093
OG0000959	Syao.g_01947	Prbm.g_02097
OG0000960	Syao.g_01946	Prbm.g_02098
OG0000961	Syao.g_02496	Prbm.g_02101
OG0000962	Syao.g_02191	Prbm.g_02103
OG0000963	Syao.g_02186	Prbm.g_02107
OG0000964	Syao.g_02185	Prbm.g_02108
OG0000965	Syao.g_02184	Prbm.g_02109
OG0000966	Syao.g_02172	Prbm.g_02144
OG0000967	Syao.g_02167	Prbm.g_02148
OG0000968	Syao.g_02199	Prbm.g_02150
OG0000969	Syao.g_02200	Prbm.g_02151
OG0000970	Syao.g_02201	Prbm.g_02152
OG0000971	Syao.g_02203	Prbm.g_02153
OG0000972	Syao.g_02204	Prbm.g_02154
OG0000973	Syao.g_02205	Prbm.g_02155
OG0000974	Syao.g_02206	Prbm.g_02156
OG0000975	Syao.g_02207	Prbm.g_02157
OG0000976	Syao.g_02208	Prbm.g_02158
OG0000977	Syao.g_02210	Prbm.g_02159
OG0000978	Syao.g_02211	Prbm.g_02160
OG0000979	Syao.g_02214	Prbm.g_02163
OG0000980	Syao.g_02217	Prbm.g_02165
OG0000981	Syao.g_02220	Prbm.g_02168
OG0000982	Syao.g_02437	Prbm.g_02170
OG0000983	Syao.g_02438	Prbm.g_02171
OG0000984	Syao.g_02439	Prbm.g_02172
OG0000985	Syao.g_02443	Prbm.g_02175
OG0000986	Syao.g_02445	Prbm.g_02177
OG0000987	Syao.g_02447	Prbm.g_02178
OG0000988	Syao.g_02452	Prbm.g_02181
OG0000989	Syao.g_02368	Prbm.g_02185
OG0000990	Syao.g_02362	Prbm.g_02190
OG0000991	Syao.g_02354	Prbm.g_02191
OG0000992	Syao.g_02279	Prbm.g_02194
OG0000993	Syao.g_02280	Prbm.g_02195
OG0000994	Syao.g_02283	Prbm.g_02196
OG0000995	Syao.g_02287	Prbm.g_02200
OG0000996	Syao.g_02305	Prbm.g_02201
OG0000997	Syao.g_02326	Prbm.g_02208
OG0000998	Syao.g_02328	Prbm.g_02210
OG0000999	Syao.g_02329	Prbm.g_02211
OG0001000	Syao.g_02333	Prbm.g_02214
OG0001001	Syao.g_02338	Prbm.g_02217
OG0001002	Syao.g_02345	Prbm.g_02222
OG0001003	Syao.g_02347	Prbm.g_02225
OG0001004	Syao.g_02348	Prbm.g_02226
OG0001005	Syao.g_02194	Prbm.g_02227
OG0001006	Syao.g_02159	Prbm.g_02231
OG0001007	Syao.g_02161	Prbm.g_02233
OG0001008	Syao.g_01737	Prbm.g_00447
OG0001009	Syao.g_02239	Prbm.g_00027
OG0001010	Syao.g_02238	Prbm.g_00028
OG0001011	Syao.g_02236	Prbm.g_00029
OG0001012	Syao.g_00322	Prbm.g_00052
OG0001013	Syao.g_02413	Prbm.g_00057
OG0001014	Syao.g_02407	Prbm.g_00060
OG0001015	Syao.g_02406	Prbm.g_00061
OG0001016	Syao.g_02622	Prbm.g_00130
OG0001017	Syao.g_02628	Prbm.g_00134
OG0001018	Syao.g_02630	Prbm.g_00137
OG0001019	Syao.g_02654	Prbm.g_00146
OG0001020	Syao.g_02663	Prbm.g_00147
OG0001021	Syao.g_02666	Prbm.g_00148
OG0001022	Syao.g_02670	Prbm.g_00151
OG0001023	Syao.g_02671	Prbm.g_00152
OG0001024	Syao.g_01018	Prbm.g_00155
OG0001025	Syao.g_02597	Prbm.g_00162
OG0001026	Syao.g_02594	Prbm.g_00170
OG0001027	Syao.g_02564	Prbm.g_00171
OG0001028	Syao.g_02568	Prbm.g_00173
OG0001029	Syao.g_02570	Prbm.g_00175
OG0001030	Syao.g_02545	Prbm.g_00191
OG0001031	Syao.g_02528	Prbm.g_00246
OG0001032	Syao.g_02530	Prbm.g_00247
OG0001033	Syao.g_01016	Prbm.g_00267
OG0001034	Syao.g_01704	Prbm.g_00296
OG0001035	Syao.g_02101	Prbm.g_00313
OG0001036	Syao.g_02096	Prbm.g_00318
OG0001037	Syao.g_02094	Prbm.g_00319
OG0001038	Syao.g_02065	Prbm.g_00335
OG0001039	Syao.g_02062	Prbm.g_00337
OG0001040	Syao.g_02059	Prbm.g_00340
OG0001041	Syao.g_02055	Prbm.g_00344
OG0001042	Syao.g_02032	Prbm.g_00360
OG0001043	Syao.g_02028	Prbm.g_00361
OG0001044	Syao.g_01878	Prbm.g_00399
OG0001045	Syao.g_01865	Prbm.g_00408
OG0001046	Syao.g_00827	Prbm.g_01121
OG0001047	Syao.g_01739	Prbm.g_00449
OG0001048	Syao.g_01740	Prbm.g_00450
OG0001049	Syao.g_01616	Prbm.g_00452
OG0001050	Syao.g_01618	Prbm.g_00453
OG0001051	Syao.g_01619	Prbm.g_00454
OG0001052	Syao.g_02686	Prbm.g_00497
OG0001053	Syao.g_00025	Prbm.g_00509
OG0001054	Syao.g_00104	Prbm.g_00523
OG0001055	Syao.g_00156	Prbm.g_00551
OG0001056	Syao.g_01417	Prbm.g_00569
OG0001057	Syao.g_00879	Prbm.g_00574
OG0001058	Syao.g_00862	Prbm.g_00582
OG0001059	Syao.g_00858	Prbm.g_00586
OG0001060	Syao.g_00852	Prbm.g_00593
OG0001062	Syao.g_01050	Prbm.g_00608
OG0001063	Syao.g_01042	Prbm.g_00609
OG0001064	Syao.g_01041	Prbm.g_00610
OG0001065	Syao.g_01040	Prbm.g_00611
OG0001066	Syao.g_01039	Prbm.g_00612
OG0001067	Syao.g_01038	Prbm.g_00613
OG0001068	Syao.g_01037	Prbm.g_00614
OG0001069	Syao.g_01036	Prbm.g_00615
OG0001070	Syao.g_01032	Prbm.g_00617
OG0001071	Syao.g_01031	Prbm.g_00618
OG0001072	Syao.g_01027	Prbm.g_00619
OG0001073	Syao.g_00991	Prbm.g_00634
OG0001074	Syao.g_00392	Prbm.g_00646
OG0001075	Syao.g_00391	Prbm.g_00647
OG0001076	Syao.g_01339	Prbm.g_00654
OG0001077	Syao.g_01323	Prbm.g_00659
OG0001078	Syao.g_00895	Prbm.g_00667
OG0001079	Syao.g_00911	Prbm.g_00678
OG0001081	Syao.g_00925	Prbm.g_00686
OG0001082	Syao.g_00926	Prbm.g_00687
OG0001083	Syao.g_00934	Prbm.g_00692
OG0001084	Syao.g_00935	Prbm.g_00693
OG0001085	Syao.g_00947	Prbm.g_00703
OG0001086	Syao.g_00949	Prbm.g_00704
OG0001087	Syao.g_01419	Prbm.g_00725
OG0001088	Syao.g_00211	Prbm.g_00726
OG0001089	Syao.g_00376	Prbm.g_00734
OG0001090	Syao.g_00494	Prbm.g_00743
OG0001091	Syao.g_00491	Prbm.g_00745
OG0001092	Syao.g_00489	Prbm.g_00746
OG0001093	Syao.g_00482	Prbm.g_00751
OG0001094	Syao.g_00750	Prbm.g_00808
OG0001095	Syao.g_00771	Prbm.g_00827
OG0001096	Syao.g_00786	Prbm.g_00842
OG0001097	Syao.g_00552	Prbm.g_00860
OG0001098	Syao.g_00731	Prbm.g_00877
OG0001099	Syao.g_02569	Prbm.g_00914
OG0001100	Syao.g_00957	Prbm.g_00921
OG0001101	Syao.g_00959	Prbm.g_00923
OG0001102	Syao.g_00962	Prbm.g_00926
OG0001103	Syao.g_00964	Prbm.g_00928
OG0001105	Syao.g_00736	Prbm.g_00798
OG0001106	Syao.g_00688	Prbm.g_00976
OG0001107	Syao.g_00676	Prbm.g_00986
OG0001108	Syao.g_00669	Prbm.g_00990
OG0001109	Syao.g_00667	Prbm.g_00991
OG0001110	Syao.g_00665	Prbm.g_00993
OG0001111	Syao.g_00663	Prbm.g_00994
OG0001112	Syao.g_00661	Prbm.g_00995
OG0001113	Syao.g_00660	Prbm.g_00996
OG0001114	Syao.g_00659	Prbm.g_00997
OG0001115	Syao.g_00832	Prbm.g_00999
OG0001116	Syao.g_00830	Prbm.g_01000
OG0001117	Syao.g_00829	Prbm.g_01001
OG0001118	Syao.g_00828	Prbm.g_01002
OG0001119	Syao.g_00826	Prbm.g_01003
OG0001120	Syao.g_00822	Prbm.g_01004
OG0001121	Syao.g_01294	Prbm.g_01648
OG0001122	Syao.g_00445	Prbm.g_01033
OG0001123	Syao.g_00451	Prbm.g_01037
