Orthogroup	Syao	Prba
OG0000584	Syao.g_01206	Prba.g_01707
OG0000585	Syao.g_01054	Prba.g_01705
OG0000586	Syao.g_01055	Prba.g_01704
OG0000587	Syao.g_01057	Prba.g_01703
OG0000588	Syao.g_00406	Prba.g_01699
OG0000589	Syao.g_01342	Prba.g_01696
OG0000590	Syao.g_01341	Prba.g_01695
OG0000591	Syao.g_01330	Prba.g_01692
OG0000592	Syao.g_01329	Prba.g_01691
OG0000593	Syao.g_00890	Prba.g_01685
OG0000594	Syao.g_00891	Prba.g_01684
OG0000595	Syao.g_00892	Prba.g_01683
OG0000596	Syao.g_00897	Prba.g_01679
OG0000597	Syao.g_00900	Prba.g_01677
OG0000598	Syao.g_00901	Prba.g_01676
OG0000599	Syao.g_00908	Prba.g_01673
OG0000600	Syao.g_00909	Prba.g_01672
OG0000601	Syao.g_00910	Prba.g_01671
OG0000602	Syao.g_00914	Prba.g_01669
OG0000603	Syao.g_00915	Prba.g_01668
OG0000604	Syao.g_00918	Prba.g_01667
OG0000606	Syao.g_00924	Prba.g_01663
OG0000607	Syao.g_00927	Prba.g_01660
OG0000608	Syao.g_00928	Prba.g_01659
OG0000609	Syao.g_00930	Prba.g_01658
OG0000610	Syao.g_00940	Prba.g_01653
OG0000611	Syao.g_00943	Prba.g_01650
OG0000612	Syao.g_00944	Prba.g_01649
OG0000613	Syao.g_01979	Prba.g_01644
OG0000614	Syao.g_00375	Prba.g_01625
OG0000615	Syao.g_00978	Prba.g_01617
OG0000616	Syao.g_02342	Prba.g_01613
OG0000617	Syao.g_00486	Prba.g_01588
OG0000618	Syao.g_00485	Prba.g_01587
OG0000619	Syao.g_00484	Prba.g_01586
OG0000620	Syao.g_00479	Prba.g_01583
OG0000621	Syao.g_00478	Prba.g_01582
OG0000622	Syao.g_00476	Prba.g_01581
OG0000623	Syao.g_00475	Prba.g_01580
OG0000624	Syao.g_00473	Prba.g_01579
OG0000625	Syao.g_00472	Prba.g_01578
OG0000626	Syao.g_00471	Prba.g_01577
OG0000627	Syao.g_00567	Prba.g_01576
OG0000628	Syao.g_00566	Prba.g_01575
OG0000629	Syao.g_00590	Prba.g_01574
OG0000630	Syao.g_00585	Prba.g_01571
OG0000631	Syao.g_00644	Prba.g_01508
OG0000632	Syao.g_00643	Prba.g_01507
OG0000633	Syao.g_00642	Prba.g_01506
OG0000634	Syao.g_00752	Prba.g_01503
OG0000635	Syao.g_00753	Prba.g_01502
OG0000636	Syao.g_00755	Prba.g_01500
OG0000637	Syao.g_00757	Prba.g_01498
OG0000638	Syao.g_00758	Prba.g_01497
OG0000639	Syao.g_00759	Prba.g_01496
OG0000640	Syao.g_00760	Prba.g_01495
OG0000641	Syao.g_00764	Prba.g_01491
OG0000642	Syao.g_00765	Prba.g_01490
OG0000643	Syao.g_00767	Prba.g_01489
OG0000644	Syao.g_00768	Prba.g_01488
OG0000645	Syao.g_00770	Prba.g_01487
OG0000646	Syao.g_00773	Prba.g_01485
OG0000647	Syao.g_00775	Prba.g_01484
OG0000648	Syao.g_00777	Prba.g_01482
OG0000649	Syao.g_00778	Prba.g_01481
OG0000650	Syao.g_00779	Prba.g_01480
OG0000651	Syao.g_00780	Prba.g_01479
OG0000652	Syao.g_00781	Prba.g_01478
OG0000653	Syao.g_00783	Prba.g_01476
OG0000654	Syao.g_00784	Prba.g_01475
OG0000655	Syao.g_00785	Prba.g_01474
OG0000656	Syao.g_00789	Prba.g_01471
OG0000657	Syao.g_00435	Prba.g_01463
OG0000658	Syao.g_00560	Prba.g_01462
OG0000659	Syao.g_00559	Prba.g_01461
OG0000660	Syao.g_00555	Prba.g_01457
OG0000661	Syao.g_00553	Prba.g_01455
OG0000662	Syao.g_00535	Prba.g_01453
OG0000663	Syao.g_00532	Prba.g_01451
OG0000664	Syao.g_00530	Prba.g_01450
OG0000665	Syao.g_01436	Prba.g_01446
OG0000666	Syao.g_02120	Prba.g_01445
OG0000667	Syao.g_01375	Prba.g_01441
OG0000668	Syao.g_02678	Prba.g_01411
OG0000669	Syao.g_00955	Prba.g_01404
OG0000670	Syao.g_00958	Prba.g_01402
OG0000671	Syao.g_00960	Prba.g_01400
OG0000672	Syao.g_00963	Prba.g_01397
OG0000673	Syao.g_00966	Prba.g_01394
OG0000674	Syao.g_00968	Prba.g_01392
OG0000675	Syao.g_00969	Prba.g_01391
OG0000676	Syao.g_00971	Prba.g_01389
OG0000677	Syao.g_00972	Prba.g_01388
OG0000678	Syao.g_00974	Prba.g_01386
OG0000679	Syao.g_00981	Prba.g_01382
OG0000680	Syao.g_00982	Prba.g_01381
OG0000681	Syao.g_00985	Prba.g_01379
OG0000682	Syao.g_00986	Prba.g_01378
OG0000683	Syao.g_00987	Prba.g_01377
OG0000684	Syao.g_00990	Prba.g_01375
OG0000685	Syao.g_00733	Prba.g_01373
OG0000686	Syao.g_00734	Prba.g_01372
OG0000687	Syao.g_00735	Prba.g_01371
OG0000688	Syao.g_00741	Prba.g_01368
OG0000689	Syao.g_00743	Prba.g_01367
OG0000690	Syao.g_00744	Prba.g_01366
OG0000691	Syao.g_00745	Prba.g_01365
OG0000692	Syao.g_00747	Prba.g_01363
OG0000693	Syao.g_00748	Prba.g_01362
OG0000694	Syao.g_00749	Prba.g_01361
OG0000695	Syao.g_00639	Prba.g_01359
OG0000696	Syao.g_00638	Prba.g_01358
OG0000697	Syao.g_00636	Prba.g_01357
OG0000698	Syao.g_00633	Prba.g_01354
OG0000699	Syao.g_00631	Prba.g_01353
OG0000700	Syao.g_00630	Prba.g_01352
OG0000701	Syao.g_00629	Prba.g_01351
OG0000702	Syao.g_00705	Prba.g_01349
OG0000703	Syao.g_00693	Prba.g_01348
OG0000704	Syao.g_00689	Prba.g_01347
OG0000705	Syao.g_00682	Prba.g_01343
OG0000706	Syao.g_00681	Prba.g_01342
OG0000707	Syao.g_00680	Prba.g_01341
OG0000708	Syao.g_00677	Prba.g_01340
OG0000709	Syao.g_00670	Prba.g_01336
OG0000710	Syao.g_00666	Prba.g_01333
OG0000711	Syao.g_00815	Prba.g_01316
OG0000712	Syao.g_00813	Prba.g_01314
OG0000713	Syao.g_00812	Prba.g_01313
OG0000714	Syao.g_00810	Prba.g_01312
OG0000715	Syao.g_00808	Prba.g_01310
OG0000716	Syao.g_00804	Prba.g_01308
OG0000717	Syao.g_00803	Prba.g_01307
OG0000718	Syao.g_00794	Prba.g_01295
OG0000719	Syao.g_00444	Prba.g_01293
OG0000720	Syao.g_00457	Prba.g_01284
OG0000721	Syao.g_00459	Prba.g_01282
OG0000722	Syao.g_00460	Prba.g_01281
OG0000723	Syao.g_00469	Prba.g_01278
OG0000724	Syao.g_00513	Prba.g_01269
OG0000725	Syao.g_00385	Prba.g_01263
OG0000726	Syao.g_00384	Prba.g_01262
OG0000727	Syao.g_00383	Prba.g_01261
OG0000728	Syao.g_00381	Prba.g_01259
OG0000729	Syao.g_02190	Prba.g_01214
OG0000730	Syao.g_01880	Prba.g_00749
OG0000731	Syao.g_01868	Prba.g_00745
OG0000732	Syao.g_02218	Prba.g_00735
OG0000733	Syao.g_01427	Prba.g_00096
OG0000734	Syao.g_02592	Prba.g_00079
OG0000735	Syao.g_00140	Prba.g_00077
OG0000736	Syao.g_00139	Prba.g_00076
OG0000737	Syao.g_00138	Prba.g_00075
OG0000738	Syao.g_00132	Prba.g_00071
OG0000739	Syao.g_00131	Prba.g_00070
OG0000740	Syao.g_00130	Prba.g_00069
OG0000741	Syao.g_00127	Prba.g_00068
OG0000742	Syao.g_00124	Prba.g_00065
OG0000743	Syao.g_00217	Prba.g_00063
OG0000744	Syao.g_00216	Prba.g_00062
OG0000745	Syao.g_00213	Prba.g_00060
OG0000746	Syao.g_00210	Prba.g_00058
OG0000747	Syao.g_00208	Prba.g_00057
OG0000748	Syao.g_00193	Prba.g_00054
OG0000749	Syao.g_00192	Prba.g_00053
OG0000750	Syao.g_00191	Prba.g_00052
OG0000751	Syao.g_00185	Prba.g_00050
OG0000752	Syao.g_00183	Prba.g_00048
OG0000753	Syao.g_00180	Prba.g_00045
OG0000754	Syao.g_00175	Prba.g_00042
OG0000755	Syao.g_00021	Prba.g_00039
OG0000756	Syao.g_00229	Prba.g_00038
OG0000757	Syao.g_00252	Prba.g_00032
OG0000758	Syao.g_00251	Prba.g_00031
OG0000759	Syao.g_00250	Prba.g_00030
OG0000760	Syao.g_00249	Prba.g_00029
OG0000761	Syao.g_00248	Prba.g_00028
OG0000762	Syao.g_00246	Prba.g_00027
OG0000763	Syao.g_00242	Prba.g_00025
OG0000764	Syao.g_00241	Prba.g_00024
OG0000765	Syao.g_00267	Prba.g_00015
OG0000766	Syao.g_00266	Prba.g_00014
OG0000767	Syao.g_00264	Prba.g_00012
OG0000768	Syao.g_00263	Prba.g_00011
OG0000769	Syao.g_00261	Prba.g_00009
OG0000770	Syao.g_00257	Prba.g_00007
OG0000771	Syao.g_00506	Prba.g_01084
OG0000772	Syao.g_01523	Prba.g_01167
OG0000773	Syao.g_01447	Prba.g_01183
OG0000774	Syao.g_01442	Prba.g_01185
OG0000775	Syao.g_01440	Prba.g_01187
OG0000776	Syao.g_01439	Prba.g_01188
OG0000777	Syao.g_01438	Prba.g_01189
OG0000778	Syao.g_01437	Prba.g_01190
OG0000779	Syao.g_01469	Prba.g_01194
OG0000780	Syao.g_01456	Prba.g_01195
OG0000781	Syao.g_01452	Prba.g_01198
OG0000782	Syao.g_01451	Prba.g_01199
OG0000783	Syao.g_01450	Prba.g_01200
OG0000784	Syao.g_01449	Prba.g_01201
OG0000785	Syao.g_01481	Prba.g_01203
OG0000786	Syao.g_01473	Prba.g_01205
OG0000787	Syao.g_01472	Prba.g_01206
OG0000788	Syao.g_00870	Prba.g_00209
OG0000789	Syao.g_00623	Prba.g_00206
OG0000790	Syao.g_00041, Syao.g_00315	Prba.g_00191
OG0000791	Syao.g_00043	Prba.g_00189
OG0000792	Syao.g_00044	Prba.g_00188
OG0000793	Syao.g_02700	Prba.g_00185
OG0000794	Syao.g_02703	Prba.g_00184
OG0000795	Syao.g_02704	Prba.g_00183
OG0000796	Syao.g_02708	Prba.g_00179
OG0000797	Syao.g_02709	Prba.g_00178
OG0000799	Syao.g_01525	Prba.g_00115
OG0000800	Syao.g_01526	Prba.g_00114
OG0000801	Syao.g_01527	Prba.g_00113
OG0000802	Syao.g_01531	Prba.g_00111
OG0000803	Syao.g_01534	Prba.g_00109
OG0000804	Syao.g_01537	Prba.g_00108
OG0000805	Syao.g_01502	Prba.g_00106
OG0000806	Syao.g_01504	Prba.g_00720
OG0000807	Syao.g_01506	Prba.g_00719
OG0000808	Syao.g_01507	Prba.g_00718
OG0000809	Syao.g_01511	Prba.g_00715
OG0000810	Syao.g_01482	Prba.g_00714
OG0000811	Syao.g_01490	Prba.g_00710
OG0000812	Syao.g_01492	Prba.g_00708
OG0000813	Syao.g_01493	Prba.g_00707
OG0000814	Syao.g_01495	Prba.g_00705
OG0000815	Syao.g_01499	Prba.g_00704
OG0000816	Syao.g_01471	Prba.g_00702
OG0000817	Syao.g_01519	Prba.g_00701
OG0000818	Syao.g_00062	Prba.g_00696
OG0000819	Syao.g_00063	Prba.g_00695
OG0000820	Syao.g_00064	Prba.g_00694
OG0000821	Syao.g_00070	Prba.g_00690
OG0000822	Syao.g_00072	Prba.g_00689
OG0000823	Syao.g_00073	Prba.g_00688
OG0000824	Syao.g_00079	Prba.g_00685
OG0000825	Syao.g_00080	Prba.g_00684
OG0000826	Syao.g_00081	Prba.g_00683
OG0000827	Syao.g_00082	Prba.g_00682
OG0000828	Syao.g_00085	Prba.g_00679
OG0000829	Syao.g_00086	Prba.g_00678
OG0000830	Syao.g_00087	Prba.g_00677
OG0000831	Syao.g_00089	Prba.g_00350
OG0000832	Syao.g_01696	Prba.g_00344
OG0000833	Syao.g_01612	Prba.g_00336
OG0000834	Syao.g_01610	Prba.g_00335
OG0000835	Syao.g_01609	Prba.g_00334
OG0000836	Syao.g_01606	Prba.g_00333
OG0000837	Syao.g_01605	Prba.g_00332
OG0000838	Syao.g_01601	Prba.g_00330
OG0000839	Syao.g_01600	Prba.g_00329
OG0000840	Syao.g_01599	Prba.g_00328
OG0000841	Syao.g_01598	Prba.g_00327
OG0000842	Syao.g_01597	Prba.g_00326
OG0000843	Syao.g_01596	Prba.g_00325
OG0000844	Syao.g_01594	Prba.g_00324
OG0000845	Syao.g_01593	Prba.g_00323
OG0000846	Syao.g_01592	Prba.g_00322
OG0000847	Syao.g_01591	Prba.g_00321
OG0000848	Syao.g_01589	Prba.g_00320
OG0000849	Syao.g_01588	Prba.g_00319
OG0000850	Syao.g_01585	Prba.g_00317
OG0000851	Syao.g_01582	Prba.g_00316
OG0000852	Syao.g_01581	Prba.g_00315
OG0000853	Syao.g_01577	Prba.g_00311
OG0000854	Syao.g_01575	Prba.g_00309
OG0000855	Syao.g_01574	Prba.g_00308
OG0000856	Syao.g_01327	Prba.g_00293
OG0000857	Syao.g_00774	Prba.g_00266
OG0000858	Syao.g_01567	Prba.g_00232
OG0000859	Syao.g_01566	Prba.g_00231
OG0000860	Syao.g_01552	Prba.g_00618
OG0000861	Syao.g_01551	Prba.g_00617
OG0000862	Syao.g_01542	Prba.g_00616
OG0000863	Syao.g_01540	Prba.g_00614
OG0000864	Syao.g_01017	Prba.g_00613
OG0000866	Syao.g_01686	Prba.g_00611
OG0000867	Syao.g_01685	Prba.g_00610
OG0000868	Syao.g_01682	Prba.g_00609
OG0000869	Syao.g_01677	Prba.g_00605
OG0000870	Syao.g_01672	Prba.g_00600
OG0000871	Syao.g_01671	Prba.g_00599
OG0000872	Syao.g_01665	Prba.g_00598
OG0000873	Syao.g_01662	Prba.g_00595
OG0000874	Syao.g_01660	Prba.g_00592
OG0000875	Syao.g_01658	Prba.g_00591
OG0000876	Syao.g_00536	Prba.g_00590
OG0000877	Syao.g_01654	Prba.g_00588
OG0000878	Syao.g_01653	Prba.g_00587
OG0000879	Syao.g_01652	Prba.g_00586
OG0000880	Syao.g_01651	Prba.g_00585
OG0000881	Syao.g_01647	Prba.g_00581
OG0000882	Syao.g_01642	Prba.g_00576
OG0000883	Syao.g_01638	Prba.g_00574
OG0000884	Syao.g_01636	Prba.g_00573
OG0000885	Syao.g_01635	Prba.g_00572
OG0000886	Syao.g_01634	Prba.g_00571
OG0000887	Syao.g_01633	Prba.g_00570
OG0000888	Syao.g_01631	Prba.g_00568
OG0000889	Syao.g_01629	Prba.g_00566
OG0000890	Syao.g_01626	Prba.g_00565
OG0000891	Syao.g_01625	Prba.g_00564
OG0000892	Syao.g_01695	Prba.g_00352
OG0000893	Syao.g_01934	Prba.g_00357
OG0000894	Syao.g_01937	Prba.g_00359
OG0000895	Syao.g_01916	Prba.g_00362
OG0000896	Syao.g_01917	Prba.g_00363
OG0000897	Syao.g_01919	Prba.g_00365
OG0000898	Syao.g_01920	Prba.g_00366
OG0000899	Syao.g_01921	Prba.g_00367
OG0000900	Syao.g_01922	Prba.g_00368
OG0000901	Syao.g_01927	Prba.g_00371
OG0000902	Syao.g_01929	Prba.g_00373
OG0000903	Syao.g_01798	Prba.g_00376
OG0000904	Syao.g_01804	Prba.g_00378
OG0000905	Syao.g_01862	Prba.g_00383
OG0000906	Syao.g_01931	Prba.g_00384
OG0000907	Syao.g_01796	Prba.g_00387
OG0000908	Syao.g_01793	Prba.g_00390
OG0000909	Syao.g_01792	Prba.g_00391
OG0000910	Syao.g_01791	Prba.g_00392
OG0000911	Syao.g_01789	Prba.g_00394
OG0000912	Syao.g_01788	Prba.g_00395
OG0000913	Syao.g_01787	Prba.g_00396
OG0000914	Syao.g_01786	Prba.g_00397
OG0000915	Syao.g_01784	Prba.g_00398
OG0000916	Syao.g_01783	Prba.g_00399
OG0000917	Syao.g_01782	Prba.g_00400
OG0000918	Syao.g_01781	Prba.g_00401
OG0000919	Syao.g_01780	Prba.g_00402
OG0000920	Syao.g_01779	Prba.g_00403
OG0000921	Syao.g_01778	Prba.g_00404
OG0000922	Syao.g_01777	Prba.g_00405
OG0000923	Syao.g_01772	Prba.g_00409
OG0000924	Syao.g_01771	Prba.g_00410
OG0000925	Syao.g_01770	Prba.g_00411
OG0000926	Syao.g_01769	Prba.g_00412
OG0000927	Syao.g_01767	Prba.g_00414
OG0000928	Syao.g_01766	Prba.g_00415
OG0000929	Syao.g_01765	Prba.g_00416
OG0000930	Syao.g_01764	Prba.g_00417
OG0000931	Syao.g_01763	Prba.g_00418
OG0000932	Syao.g_01762	Prba.g_00419
OG0000933	Syao.g_01811	Prba.g_00423
OG0000934	Syao.g_01809	Prba.g_00425
OG0000935	Syao.g_01808	Prba.g_00426
OG0000936	Syao.g_01843	Prba.g_00427
OG0000937	Syao.g_01842	Prba.g_00428
OG0000938	Syao.g_01839	Prba.g_00430
OG0000939	Syao.g_01838	Prba.g_00431
OG0000940	Syao.g_01830	Prba.g_00438
OG0000941	Syao.g_01828	Prba.g_01049
OG0000942	Syao.g_01826	Prba.g_01051
OG0000943	Syao.g_01824	Prba.g_01052
OG0000944	Syao.g_01822	Prba.g_01053
OG0000945	Syao.g_01821	Prba.g_01054
OG0000946	Syao.g_01852	Prba.g_01059
OG0000947	Syao.g_01849	Prba.g_01061
OG0000948	Syao.g_01848	Prba.g_01062
OG0000949	Syao.g_01970	Prba.g_01065
OG0000950	Syao.g_01957	Prba.g_01070
OG0000951	Syao.g_02262	Prba.g_01074
OG0000952	Syao.g_02266	Prba.g_01078
OG0000953	Syao.g_02130	Prba.g_00753
OG0000954	Syao.g_02135	Prba.g_00757
OG0000955	Syao.g_02136	Prba.g_00758
OG0000956	Syao.g_02138	Prba.g_00760
OG0000957	Syao.g_01951	Prba.g_00766
OG0000958	Syao.g_01950	Prba.g_00767
OG0000959	Syao.g_01947	Prba.g_00771
OG0000960	Syao.g_01946	Prba.g_00772
OG0000961	Syao.g_02496	Prba.g_00774
OG0000962	Syao.g_02191	Prba.g_00776
OG0000963	Syao.g_02186	Prba.g_00780
OG0000964	Syao.g_02185	Prba.g_00781
OG0000965	Syao.g_02184	Prba.g_00782
OG0000966	Syao.g_02172	Prba.g_00789
OG0000967	Syao.g_02167	Prba.g_00794
OG0000968	Syao.g_02199	Prba.g_00796
OG0000969	Syao.g_02200	Prba.g_00797
OG0000970	Syao.g_02201	Prba.g_00798
OG0000971	Syao.g_02203	Prba.g_00799
OG0000972	Syao.g_02204	Prba.g_00800
OG0000973	Syao.g_02205	Prba.g_00801
OG0000974	Syao.g_02206	Prba.g_00802
OG0000975	Syao.g_02207	Prba.g_00803
OG0000976	Syao.g_02208	Prba.g_00804
OG0000977	Syao.g_02210	Prba.g_00805
OG0000978	Syao.g_02211	Prba.g_00806
OG0000979	Syao.g_02214	Prba.g_00809
OG0000980	Syao.g_02217	Prba.g_00811
OG0000981	Syao.g_02220	Prba.g_00813
OG0000982	Syao.g_02437	Prba.g_00815
OG0000983	Syao.g_02438	Prba.g_00816
OG0000984	Syao.g_02439	Prba.g_00817
OG0000985	Syao.g_02443	Prba.g_00820
OG0000986	Syao.g_02445	Prba.g_00822
OG0000987	Syao.g_02447	Prba.g_00823
OG0000988	Syao.g_02452	Prba.g_00826
OG0000989	Syao.g_02368	Prba.g_00830
OG0000990	Syao.g_02362	Prba.g_00833
OG0000991	Syao.g_02354	Prba.g_00834
OG0000992	Syao.g_02279	Prba.g_00836
OG0000993	Syao.g_02280	Prba.g_00837
OG0000994	Syao.g_02283	Prba.g_00838
OG0000995	Syao.g_02287	Prba.g_00842
OG0000996	Syao.g_02305	Prba.g_00843
OG0000997	Syao.g_02326	Prba.g_00844
OG0000998	Syao.g_02328	Prba.g_00846
OG0000999	Syao.g_02329	Prba.g_00847
OG0001000	Syao.g_02333	Prba.g_01778
OG0001001	Syao.g_02338	Prba.g_01780
OG0001002	Syao.g_02345	Prba.g_01784
OG0001003	Syao.g_02347	Prba.g_01785
OG0001004	Syao.g_02348	Prba.g_01786
OG0001005	Syao.g_02194	Prba.g_01787
OG0001006	Syao.g_02159	Prba.g_01791
OG0001007	Syao.g_02161	Prba.g_01793
OG0001008	Syao.g_01737	Prba.g_01024
OG0001009	Syao.g_02239	Prba.g_01820
OG0001010	Syao.g_02238	Prba.g_01821
OG0001011	Syao.g_02236	Prba.g_01822
OG0001012	Syao.g_00322	Prba.g_01837
OG0001013	Syao.g_02413	Prba.g_01842
OG0001014	Syao.g_02407	Prba.g_01845
OG0001015	Syao.g_02406	Prba.g_01846
OG0001016	Syao.g_02622	Prba.g_01861
OG0001017	Syao.g_02628	Prba.g_01865
OG0001018	Syao.g_02630	Prba.g_01868
OG0001019	Syao.g_02654	Prba.g_01877
OG0001020	Syao.g_02663	Prba.g_01878
OG0001021	Syao.g_02666	Prba.g_01879
OG0001022	Syao.g_02670	Prba.g_01882
OG0001023	Syao.g_02671	Prba.g_01883
OG0001024	Syao.g_01018	Prba.g_01886
OG0001025	Syao.g_02597	Prba.g_01892
OG0001026	Syao.g_02594	Prba.g_01899
OG0001027	Syao.g_02564	Prba.g_01900
OG0001028	Syao.g_02568	Prba.g_01902
OG0001029	Syao.g_02570	Prba.g_01903
OG0001030	Syao.g_02545	Prba.g_01918
OG0001031	Syao.g_02528	Prba.g_00642
OG0001032	Syao.g_02530	Prba.g_00643
OG0001033	Syao.g_01016	Prba.g_00664
OG0001034	Syao.g_01704	Prba.g_00455
OG0001035	Syao.g_02101	Prba.g_00473
OG0001036	Syao.g_02096	Prba.g_00477
OG0001037	Syao.g_02094	Prba.g_00478
OG0001038	Syao.g_02065	Prba.g_00495
OG0001039	Syao.g_02062	Prba.g_00498
OG0001040	Syao.g_02059	Prba.g_00500
OG0001041	Syao.g_02055	Prba.g_00504
OG0001042	Syao.g_02032	Prba.g_00520
OG0001043	Syao.g_02028	Prba.g_00521
OG0001044	Syao.g_01878	Prba.g_00549
OG0001045	Syao.g_01865	Prba.g_00558
OG0001046	Syao.g_00827	Prba.g_00873
OG0001047	Syao.g_01739	Prba.g_01022
OG0001048	Syao.g_01740	Prba.g_01021
OG0001049	Syao.g_01616	Prba.g_01019
OG0001050	Syao.g_01618	Prba.g_01018
OG0001051	Syao.g_01619	Prba.g_01017
OG0001052	Syao.g_02686	Prba.g_00990
OG0001053	Syao.g_00025	Prba.g_00978
OG0001054	Syao.g_00104	Prba.g_00963
OG0001055	Syao.g_00156	Prba.g_00944
OG0001056	Syao.g_01417	Prba.g_00925
OG0001057	Syao.g_00879	Prba.g_01774
OG0001058	Syao.g_00862	Prba.g_01766
OG0001059	Syao.g_00858	Prba.g_01762
OG0001060	Syao.g_00852	Prba.g_01755
OG0001062	Syao.g_01050	Prba.g_01740
OG0001063	Syao.g_01042	Prba.g_01738
OG0001064	Syao.g_01041	Prba.g_01737
OG0001065	Syao.g_01040	Prba.g_01736
OG0001066	Syao.g_01039	Prba.g_01735
OG0001067	Syao.g_01038	Prba.g_01734
OG0001068	Syao.g_01037	Prba.g_01733
OG0001069	Syao.g_01036	Prba.g_01732
OG0001070	Syao.g_01032	Prba.g_01729
OG0001071	Syao.g_01031	Prba.g_01728
OG0001072	Syao.g_01027	Prba.g_01727
OG0001073	Syao.g_00991	Prba.g_01713
OG0001074	Syao.g_00392	Prba.g_01702
OG0001075	Syao.g_00391	Prba.g_01701
OG0001076	Syao.g_01339	Prba.g_01693
OG0001077	Syao.g_01323	Prba.g_01689
OG0001078	Syao.g_00895	Prba.g_01681
OG0001079	Syao.g_00911	Prba.g_01670
OG0001081	Syao.g_00925	Prba.g_01662
OG0001082	Syao.g_00926	Prba.g_01661
OG0001083	Syao.g_00934	Prba.g_01656
OG0001084	Syao.g_00935	Prba.g_01655
OG0001085	Syao.g_00947	Prba.g_01647
OG0001086	Syao.g_00949	Prba.g_01646
OG0001087	Syao.g_01419	Prba.g_01629
OG0001088	Syao.g_00211	Prba.g_01628
OG0001089	Syao.g_00376	Prba.g_01620
OG0001090	Syao.g_00494	Prba.g_01593
OG0001091	Syao.g_00491	Prba.g_01591
OG0001092	Syao.g_00489	Prba.g_01590
OG0001093	Syao.g_00482	Prba.g_01585
OG0001094	Syao.g_00750	Prba.g_01505
OG0001095	Syao.g_00771	Prba.g_01486
OG0001096	Syao.g_00786	Prba.g_01473
OG0001097	Syao.g_00552	Prba.g_01454
OG0001098	Syao.g_00731	Prba.g_01439
OG0001099	Syao.g_02569	Prba.g_01407
OG0001100	Syao.g_00957	Prba.g_01403
OG0001101	Syao.g_00959	Prba.g_01401
OG0001102	Syao.g_00962	Prba.g_01398
OG0001103	Syao.g_00964	Prba.g_01396
OG0001105	Syao.g_00736	Prba.g_01370
OG0001106	Syao.g_00688	Prba.g_01346
OG0001107	Syao.g_00676	Prba.g_01339
OG0001108	Syao.g_00669	Prba.g_01335
OG0001109	Syao.g_00667	Prba.g_01334
OG0001110	Syao.g_00665	Prba.g_01332
OG0001111	Syao.g_00663	Prba.g_01331
OG0001112	Syao.g_00661	Prba.g_01330
OG0001113	Syao.g_00660	Prba.g_01329
OG0001114	Syao.g_00659	Prba.g_01328
OG0001115	Syao.g_00832	Prba.g_01326
OG0001116	Syao.g_00830	Prba.g_01325
OG0001117	Syao.g_00829	Prba.g_01324
OG0001118	Syao.g_00828	Prba.g_01323
OG0001119	Syao.g_00826	Prba.g_01322
OG0001120	Syao.g_00822	Prba.g_01320
OG0001121	Syao.g_01294	Prba.g_00099, Prba.g_01317
OG0001122	Syao.g_00445	Prba.g_01292
OG0001123	Syao.g_00451	Prba.g_01288
OG0001124	Syao.g_00453	Prba.g_01286
OG0001125	Syao.g_00456	Prba.g_01285
OG0001126	Syao.g_00504	Prba.g_01275
OG0001127	Syao.g_00505	Prba.g_01274
OG0001128	Syao.g_00508	Prba.g_01272
OG0001129	Syao.g_00510	Prba.g_01271
OG0001130	Syao.g_00511	Prba.g_01270
OG0001131	Syao.g_01387	Prba.g_01234
OG0001132	Syao.g_01221	Prba.g_01225
OG0001133	Syao.g_01333	Prba.g_00729
OG0001134	Syao.g_01428	Prba.g_00097
OG0001135	Syao.g_01424	Prba.g_00094
OG0001136	Syao.g_00126	Prba.g_00067
OG0001137	Syao.g_00194	Prba.g_00055
OG0001138	Syao.g_00227	Prba.g_00037
OG0001139	Syao.g_00225	Prba.g_00036
OG0001140	Syao.g_00224	Prba.g_00035
OG0001141	Syao.g_00254	Prba.g_00034
OG0001142	Syao.g_00253	Prba.g_00033
OG0001143	Syao.g_00243	Prba.g_00026
OG0001144	Syao.g_00276	Prba.g_00021
OG0001145	Syao.g_01446	Prba.g_01184
OG0001146	Syao.g_01455	Prba.g_01196
OG0001147	Syao.g_00095	Prba.g_00210
OG0001148	Syao.g_00038	Prba.g_00194
OG0001149	Syao.g_00039	Prba.g_00193
OG0001150	Syao.g_00040	Prba.g_00192
OG0001151	Syao.g_02706	Prba.g_00181
OG0001152	Syao.g_02707	Prba.g_00180
OG0001153	Syao.g_00083	Prba.g_00681
OG0001154	Syao.g_00084	Prba.g_00680
OG0001155	Syao.g_01747	Prba.g_00343
OG0001156	Syao.g_01744	Prba.g_00340
OG0001157	Syao.g_01743	Prba.g_00339
OG0001158	Syao.g_01742	Prba.g_00338
OG0001159	Syao.g_01741	Prba.g_00337
OG0001160	Syao.g_01579	Prba.g_00313
OG0001161	Syao.g_02373	Prba.g_00300
OG0001162	Syao.g_02650	Prba.g_00289
OG0001163	Syao.g_01571	Prba.g_00234
OG0001164	Syao.g_01564	Prba.g_00230
OG0001165	Syao.g_01559	Prba.g_00227
OG0001166	Syao.g_01673	Prba.g_00601
OG0001167	Syao.g_01006	Prba.g_00584
OG0001168	Syao.g_01648	Prba.g_00582
OG0001169	Syao.g_01646	Prba.g_00580
OG0001170	Syao.g_01644	Prba.g_00578
