Orthogroup	Syao	Pray
OG0000586	Syao.g_01055	Pray.g_01150
OG0000587	Syao.g_01057	Pray.g_01149
OG0000588	Syao.g_00406	Pray.g_01145
OG0000589	Syao.g_01342	Pray.g_01142
OG0000590	Syao.g_01341	Pray.g_01141
OG0000591	Syao.g_01330	Pray.g_01138
OG0000592	Syao.g_01329	Pray.g_01137
OG0000593	Syao.g_00890	Pray.g_01131
OG0000594	Syao.g_00891	Pray.g_01130
OG0000595	Syao.g_00892	Pray.g_01129
OG0000596	Syao.g_00897	Pray.g_01125
OG0000597	Syao.g_00900	Pray.g_01123
OG0000598	Syao.g_00901	Pray.g_01122
OG0000599	Syao.g_00908	Pray.g_01119
OG0000600	Syao.g_00909	Pray.g_01118
OG0000601	Syao.g_00910	Pray.g_01117
OG0000602	Syao.g_00914	Pray.g_01115
OG0000603	Syao.g_00915	Pray.g_01114
OG0000604	Syao.g_00918	Pray.g_01113
OG0000606	Syao.g_00924	Pray.g_01109
OG0000607	Syao.g_00927	Pray.g_01106
OG0000608	Syao.g_00928	Pray.g_01105
OG0000609	Syao.g_00930	Pray.g_01104
OG0000610	Syao.g_00940	Pray.g_01099
OG0000611	Syao.g_00943	Pray.g_01096
OG0000612	Syao.g_00944	Pray.g_01095
OG0000613	Syao.g_01979	Pray.g_01090
OG0000614	Syao.g_00375	Pray.g_01071
OG0000615	Syao.g_00978	Pray.g_01063
OG0000616	Syao.g_02342	Pray.g_01059
OG0000617	Syao.g_00486	Pray.g_01034
OG0000618	Syao.g_00485	Pray.g_01033
OG0000619	Syao.g_00484	Pray.g_01032
OG0000620	Syao.g_00479	Pray.g_01029
OG0000621	Syao.g_00478	Pray.g_01028
OG0000622	Syao.g_00476	Pray.g_01027
OG0000623	Syao.g_00475	Pray.g_01026
OG0000624	Syao.g_00473	Pray.g_01025
OG0000625	Syao.g_00472	Pray.g_00269
OG0000626	Syao.g_00471	Pray.g_00270
OG0000627	Syao.g_00567	Pray.g_00271
OG0000628	Syao.g_00566	Pray.g_00272
OG0000629	Syao.g_00590	Pray.g_00273
OG0000630	Syao.g_00585	Pray.g_00276
OG0000631	Syao.g_00644	Pray.g_00339
OG0000632	Syao.g_00643	Pray.g_00340
OG0000633	Syao.g_00642	Pray.g_00341
OG0000634	Syao.g_00752	Pray.g_00344
OG0000635	Syao.g_00753	Pray.g_00345
OG0000636	Syao.g_00755	Pray.g_00347
OG0000637	Syao.g_00757	Pray.g_00349
OG0000638	Syao.g_00758	Pray.g_00350
OG0000639	Syao.g_00759	Pray.g_00351
OG0000640	Syao.g_00760	Pray.g_00352
OG0000641	Syao.g_00764	Pray.g_00356
OG0000642	Syao.g_00765	Pray.g_00357
OG0000643	Syao.g_00767	Pray.g_00358
OG0000644	Syao.g_00768	Pray.g_00359
OG0000645	Syao.g_00770	Pray.g_00360
OG0000646	Syao.g_00773	Pray.g_00362
OG0000647	Syao.g_00775	Pray.g_00363
OG0000648	Syao.g_00777	Pray.g_00365
OG0000649	Syao.g_00778	Pray.g_00366
OG0000650	Syao.g_00779	Pray.g_00367
OG0000651	Syao.g_00780	Pray.g_00368
OG0000652	Syao.g_00781	Pray.g_00369
OG0000653	Syao.g_00783	Pray.g_00371
OG0000654	Syao.g_00784	Pray.g_00372
OG0000655	Syao.g_00785	Pray.g_00373
OG0000656	Syao.g_00789	Pray.g_00376
OG0000657	Syao.g_00435	Pray.g_00384
OG0000658	Syao.g_00560	Pray.g_00385
OG0000659	Syao.g_00559	Pray.g_00386
OG0000660	Syao.g_00555	Pray.g_00390
OG0000661	Syao.g_00553	Pray.g_00392
OG0000662	Syao.g_00535	Pray.g_00394
OG0000663	Syao.g_00532	Pray.g_00396
OG0000664	Syao.g_00530	Pray.g_00397
OG0000665	Syao.g_01436	Pray.g_00401
OG0000666	Syao.g_02120	Pray.g_00402
OG0000667	Syao.g_01375	Pray.g_00406
OG0000668	Syao.g_02678	Pray.g_00436
OG0000669	Syao.g_00955	Pray.g_00443
OG0000670	Syao.g_00958	Pray.g_00445
OG0000671	Syao.g_00960	Pray.g_00447
OG0000672	Syao.g_00963	Pray.g_00450
OG0000673	Syao.g_00966	Pray.g_00453
OG0000674	Syao.g_00968	Pray.g_00455
OG0000675	Syao.g_00969	Pray.g_00456
OG0000676	Syao.g_00971	Pray.g_00458
OG0000677	Syao.g_00972	Pray.g_00459
OG0000678	Syao.g_00974	Pray.g_00461
OG0000679	Syao.g_00981	Pray.g_00465
OG0000680	Syao.g_00982	Pray.g_00466
OG0000681	Syao.g_00985	Pray.g_00469
OG0000682	Syao.g_00986	Pray.g_00470
OG0000683	Syao.g_00987	Pray.g_00471
OG0000684	Syao.g_00990	Pray.g_00473
OG0000685	Syao.g_00733	Pray.g_00475
OG0000686	Syao.g_00734	Pray.g_00476
OG0000687	Syao.g_00735	Pray.g_00477
OG0000688	Syao.g_00741	Pray.g_00480
OG0000689	Syao.g_00743	Pray.g_00481
OG0000690	Syao.g_00744	Pray.g_00482
OG0000691	Syao.g_00745	Pray.g_00483
OG0000692	Syao.g_00747	Pray.g_00485
OG0000693	Syao.g_00748	Pray.g_00486
OG0000694	Syao.g_00749	Pray.g_00487
OG0000695	Syao.g_00639	Pray.g_00489
OG0000696	Syao.g_00638	Pray.g_00490
OG0000697	Syao.g_00636	Pray.g_00491
OG0000698	Syao.g_00633	Pray.g_00494
OG0000699	Syao.g_00631	Pray.g_00495
OG0000700	Syao.g_00630	Pray.g_00496
OG0000701	Syao.g_00629	Pray.g_00497
OG0000702	Syao.g_00705	Pray.g_00499
OG0000703	Syao.g_00693	Pray.g_00500
OG0000704	Syao.g_00689	Pray.g_00501
OG0000705	Syao.g_00682	Pray.g_00505
OG0000706	Syao.g_00681	Pray.g_00506
OG0000707	Syao.g_00680	Pray.g_00507
OG0000708	Syao.g_00677	Pray.g_00508
OG0000709	Syao.g_00670	Pray.g_00512
OG0000710	Syao.g_00666	Pray.g_00515
OG0000711	Syao.g_00815	Pray.g_00532
OG0000712	Syao.g_00813	Pray.g_00534
OG0000713	Syao.g_00812	Pray.g_00535
OG0000714	Syao.g_00810	Pray.g_00536
OG0000715	Syao.g_00808	Pray.g_00538
OG0000716	Syao.g_00804	Pray.g_00540
OG0000717	Syao.g_00803	Pray.g_00541
OG0000718	Syao.g_00794	Pray.g_00553
OG0000719	Syao.g_00444	Pray.g_00555
OG0000720	Syao.g_00457	Pray.g_00564
OG0000721	Syao.g_00459	Pray.g_00566
OG0000722	Syao.g_00460	Pray.g_00567
OG0000723	Syao.g_00469	Pray.g_00570
OG0000724	Syao.g_00513	Pray.g_00579
OG0000725	Syao.g_00385	Pray.g_00585
OG0000726	Syao.g_00384	Pray.g_00586
OG0000727	Syao.g_00383	Pray.g_00587
OG0000728	Syao.g_00381	Pray.g_00589
OG0000729	Syao.g_02190	Pray.g_00634
OG0000730	Syao.g_01880	Pray.g_00132
OG0000731	Syao.g_01868	Pray.g_00128
OG0000732	Syao.g_02218	Pray.g_00118
OG0000733	Syao.g_01427	Pray.g_00096
OG0000734	Syao.g_02592	Pray.g_00079
OG0000735	Syao.g_00140	Pray.g_00077
OG0000736	Syao.g_00139	Pray.g_00076
OG0000737	Syao.g_00138	Pray.g_00075
OG0000738	Syao.g_00132	Pray.g_00071
OG0000739	Syao.g_00131	Pray.g_00070
OG0000740	Syao.g_00130	Pray.g_00069
OG0000741	Syao.g_00127	Pray.g_00068
OG0000742	Syao.g_00124	Pray.g_00065
OG0000743	Syao.g_00217	Pray.g_00063
OG0000744	Syao.g_00216	Pray.g_00062
OG0000745	Syao.g_00213	Pray.g_00060
OG0000746	Syao.g_00210	Pray.g_00058
OG0000747	Syao.g_00208	Pray.g_00057
OG0000748	Syao.g_00193	Pray.g_00054
OG0000749	Syao.g_00192	Pray.g_00053
OG0000750	Syao.g_00191	Pray.g_00052
OG0000751	Syao.g_00185	Pray.g_00050
OG0000752	Syao.g_00183	Pray.g_00048
OG0000753	Syao.g_00180	Pray.g_00045
OG0000754	Syao.g_00175	Pray.g_00042
OG0000755	Syao.g_00021	Pray.g_00039
OG0000756	Syao.g_00229	Pray.g_00038
OG0000757	Syao.g_00252	Pray.g_00032
OG0000758	Syao.g_00251	Pray.g_00031
OG0000759	Syao.g_00250	Pray.g_00030
OG0000760	Syao.g_00249	Pray.g_00029
OG0000761	Syao.g_00248	Pray.g_00028
OG0000762	Syao.g_00246	Pray.g_00027
OG0000763	Syao.g_00242	Pray.g_00025
OG0000764	Syao.g_00241	Pray.g_00024
OG0000765	Syao.g_00267	Pray.g_00015
OG0000766	Syao.g_00266	Pray.g_00014
OG0000767	Syao.g_00264	Pray.g_00012
OG0000768	Syao.g_00263	Pray.g_00011
OG0000769	Syao.g_00261	Pray.g_00009
OG0000770	Syao.g_00257	Pray.g_00007
OG0000771	Syao.g_00506	Pray.g_00250
OG0000772	Syao.g_01523	Pray.g_01895
OG0000773	Syao.g_01447	Pray.g_01879
OG0000774	Syao.g_01442	Pray.g_01877
OG0000775	Syao.g_01440	Pray.g_01875
OG0000776	Syao.g_01439	Pray.g_01874
OG0000777	Syao.g_01438	Pray.g_01873
OG0000778	Syao.g_01437	Pray.g_01872
OG0000779	Syao.g_01469	Pray.g_01868
OG0000780	Syao.g_01456	Pray.g_01867
OG0000781	Syao.g_01452	Pray.g_01864
OG0000782	Syao.g_01451	Pray.g_01863
OG0000783	Syao.g_01450	Pray.g_01862
OG0000784	Syao.g_01449	Pray.g_01861
OG0000785	Syao.g_01481	Pray.g_01859
OG0000786	Syao.g_01473	Pray.g_01857
OG0000787	Syao.g_01472	Pray.g_01856
OG0000788	Syao.g_00870	Pray.g_01842
OG0000789	Syao.g_00623	Pray.g_01839
OG0000790	Syao.g_00041, Syao.g_00315	Pray.g_01824
OG0000791	Syao.g_00043	Pray.g_01822
OG0000792	Syao.g_00044	Pray.g_01821
OG0000793	Syao.g_02700	Pray.g_01818
OG0000794	Syao.g_02703	Pray.g_01817
OG0000795	Syao.g_02704	Pray.g_01816
OG0000796	Syao.g_02708	Pray.g_01812
OG0000797	Syao.g_02709	Pray.g_01811
OG0000799	Syao.g_01525	Pray.g_01740
OG0000800	Syao.g_01526	Pray.g_01739
OG0000801	Syao.g_01527	Pray.g_01738
OG0000802	Syao.g_01531	Pray.g_01736
OG0000803	Syao.g_01534	Pray.g_01734
OG0000804	Syao.g_01537	Pray.g_01733
OG0000805	Syao.g_01502	Pray.g_01731
OG0000806	Syao.g_01504	Pray.g_01729
OG0000807	Syao.g_01506	Pray.g_01728
OG0000808	Syao.g_01507	Pray.g_01727
OG0000809	Syao.g_01511	Pray.g_01724
OG0000810	Syao.g_01482	Pray.g_01723
OG0000811	Syao.g_01490	Pray.g_01719
OG0000812	Syao.g_01492	Pray.g_01717
OG0000813	Syao.g_01493	Pray.g_01716
OG0000814	Syao.g_01495	Pray.g_01714
OG0000815	Syao.g_01499	Pray.g_01713
OG0000816	Syao.g_01471	Pray.g_01711
OG0000817	Syao.g_01519	Pray.g_01710
OG0000818	Syao.g_00062	Pray.g_01705
OG0000819	Syao.g_00063	Pray.g_01704
OG0000820	Syao.g_00064	Pray.g_01703
OG0000821	Syao.g_00070	Pray.g_01699
OG0000822	Syao.g_00072	Pray.g_01698
OG0000823	Syao.g_00073	Pray.g_01697
OG0000824	Syao.g_00079	Pray.g_01694
OG0000825	Syao.g_00080	Pray.g_01693
OG0000826	Syao.g_00081	Pray.g_01692
OG0000827	Syao.g_00082	Pray.g_01691
OG0000828	Syao.g_00085	Pray.g_01688
OG0000829	Syao.g_00086	Pray.g_01687
OG0000830	Syao.g_00087	Pray.g_01686
OG0000831	Syao.g_00089	Pray.g_01684
OG0000832	Syao.g_01696	Pray.g_01678
OG0000833	Syao.g_01612	Pray.g_01670
OG0000834	Syao.g_01610	Pray.g_01669
OG0000835	Syao.g_01609	Pray.g_01668
OG0000836	Syao.g_01606	Pray.g_01667
OG0000837	Syao.g_01605	Pray.g_01666
OG0000838	Syao.g_01601	Pray.g_01664
OG0000839	Syao.g_01600	Pray.g_01663
OG0000840	Syao.g_01599	Pray.g_01662
OG0000841	Syao.g_01598	Pray.g_01661
OG0000842	Syao.g_01597	Pray.g_01660
OG0000843	Syao.g_01596	Pray.g_01659
OG0000844	Syao.g_01594	Pray.g_01658
OG0000845	Syao.g_01593	Pray.g_01657
OG0000846	Syao.g_01592	Pray.g_01656
OG0000847	Syao.g_01591	Pray.g_01655
OG0000848	Syao.g_01589	Pray.g_01654
OG0000849	Syao.g_01588	Pray.g_01653
OG0000850	Syao.g_01585	Pray.g_01651
OG0000851	Syao.g_01582	Pray.g_01650
OG0000852	Syao.g_01581	Pray.g_01649
OG0000853	Syao.g_01577	Pray.g_01645
OG0000854	Syao.g_01575	Pray.g_01643
OG0000855	Syao.g_01574	Pray.g_01642
OG0000856	Syao.g_01327	Pray.g_01627
OG0000857	Syao.g_00774	Pray.g_01600
OG0000858	Syao.g_01567	Pray.g_01565
OG0000859	Syao.g_01566	Pray.g_01564
OG0000860	Syao.g_01552	Pray.g_01557
OG0000861	Syao.g_01551	Pray.g_01556
OG0000862	Syao.g_01542	Pray.g_01555
OG0000863	Syao.g_01540	Pray.g_01553
OG0000864	Syao.g_01017	Pray.g_01552
OG0000866	Syao.g_01686	Pray.g_01550
OG0000867	Syao.g_01685	Pray.g_01549
OG0000868	Syao.g_01682	Pray.g_01548
OG0000869	Syao.g_01677	Pray.g_01544
OG0000870	Syao.g_01672	Pray.g_01539
OG0000871	Syao.g_01671	Pray.g_01538
OG0000872	Syao.g_01665	Pray.g_01537
OG0000873	Syao.g_01662	Pray.g_01534
OG0000874	Syao.g_01660	Pray.g_01531
OG0000875	Syao.g_01658	Pray.g_01530
OG0000876	Syao.g_00536	Pray.g_01529
OG0000877	Syao.g_01654	Pray.g_01527
OG0000878	Syao.g_01653	Pray.g_01526
OG0000879	Syao.g_01652	Pray.g_01525
OG0000880	Syao.g_01651	Pray.g_01524
OG0000881	Syao.g_01647	Pray.g_01520
OG0000882	Syao.g_01642	Pray.g_01515
OG0000883	Syao.g_01638	Pray.g_01513
OG0000884	Syao.g_01636	Pray.g_01512
OG0000885	Syao.g_01635	Pray.g_01511
OG0000886	Syao.g_01634	Pray.g_01510
OG0000887	Syao.g_01633	Pray.g_01509
OG0000888	Syao.g_01631	Pray.g_01507
OG0000889	Syao.g_01629	Pray.g_01505
OG0000890	Syao.g_01626	Pray.g_01504
OG0000891	Syao.g_01625	Pray.g_01503
OG0000892	Syao.g_01695	Pray.g_01229
OG0000893	Syao.g_01934	Pray.g_01234
OG0000894	Syao.g_01937	Pray.g_01236
OG0000895	Syao.g_01916	Pray.g_01239
OG0000896	Syao.g_01917	Pray.g_01240
OG0000897	Syao.g_01919	Pray.g_01242
OG0000898	Syao.g_01920	Pray.g_01243
OG0000899	Syao.g_01921	Pray.g_01244
OG0000900	Syao.g_01922	Pray.g_01245
OG0000901	Syao.g_01927	Pray.g_01248
OG0000902	Syao.g_01929	Pray.g_01250
OG0000903	Syao.g_01798	Pray.g_01253
OG0000904	Syao.g_01804	Pray.g_01255
OG0000905	Syao.g_01862	Pray.g_01260
OG0000906	Syao.g_01931	Pray.g_01261
OG0000907	Syao.g_01796	Pray.g_01264
OG0000908	Syao.g_01793	Pray.g_01267
OG0000909	Syao.g_01792	Pray.g_01268
OG0000910	Syao.g_01791	Pray.g_01269
OG0000911	Syao.g_01789	Pray.g_01271
OG0000912	Syao.g_01788	Pray.g_01272
OG0000913	Syao.g_01787	Pray.g_01273
OG0000914	Syao.g_01786	Pray.g_01274
OG0000915	Syao.g_01784	Pray.g_01275
OG0000916	Syao.g_01783	Pray.g_01276
OG0000917	Syao.g_01782	Pray.g_01277
OG0000918	Syao.g_01781	Pray.g_01278
OG0000919	Syao.g_01780	Pray.g_01279
OG0000920	Syao.g_01779	Pray.g_01280
OG0000921	Syao.g_01778	Pray.g_01281
OG0000922	Syao.g_01777	Pray.g_01282
OG0000923	Syao.g_01772	Pray.g_01286
OG0000924	Syao.g_01771	Pray.g_01287
OG0000925	Syao.g_01770	Pray.g_01288
OG0000926	Syao.g_01769	Pray.g_01289
OG0000927	Syao.g_01767	Pray.g_01291
OG0000928	Syao.g_01766	Pray.g_01292
OG0000929	Syao.g_01765	Pray.g_01293
OG0000930	Syao.g_01764	Pray.g_01294
OG0000931	Syao.g_01763	Pray.g_01295
OG0000932	Syao.g_01762	Pray.g_01296
OG0000933	Syao.g_01811	Pray.g_01300
OG0000934	Syao.g_01809	Pray.g_01302
OG0000935	Syao.g_01808	Pray.g_01303
OG0000936	Syao.g_01843	Pray.g_01304
OG0000937	Syao.g_01842	Pray.g_01305
OG0000938	Syao.g_01839	Pray.g_01307
OG0000939	Syao.g_01838	Pray.g_01308
OG0000940	Syao.g_01830	Pray.g_01315
OG0000941	Syao.g_01828	Pray.g_01317
OG0000942	Syao.g_01826	Pray.g_01319
OG0000943	Syao.g_01824	Pray.g_01320
OG0000944	Syao.g_01822	Pray.g_01321
OG0000945	Syao.g_01821	Pray.g_01322
OG0000946	Syao.g_01852	Pray.g_01327
OG0000947	Syao.g_01849	Pray.g_01329
OG0000948	Syao.g_01848	Pray.g_01330
OG0000949	Syao.g_01970	Pray.g_01333
OG0000950	Syao.g_01957	Pray.g_01338
OG0000951	Syao.g_02262	Pray.g_01342
OG0000952	Syao.g_02266	Pray.g_01346
OG0000953	Syao.g_02130	Pray.g_01349
OG0000954	Syao.g_02135	Pray.g_01353
OG0000955	Syao.g_02136	Pray.g_01354
OG0000956	Syao.g_02138	Pray.g_01356
OG0000957	Syao.g_01951	Pray.g_01362
OG0000958	Syao.g_01950	Pray.g_01363
OG0000959	Syao.g_01947	Pray.g_01367
OG0000960	Syao.g_01946	Pray.g_01368
OG0000961	Syao.g_02496	Pray.g_01370
OG0000962	Syao.g_02191	Pray.g_01372
OG0000963	Syao.g_02186	Pray.g_01376
OG0000964	Syao.g_02185	Pray.g_01377
OG0000965	Syao.g_02184	Pray.g_01378
OG0000966	Syao.g_02172	Pray.g_01385
OG0000967	Syao.g_02167	Pray.g_01390
OG0000968	Syao.g_02199	Pray.g_01392
OG0000969	Syao.g_02200	Pray.g_01393
OG0000970	Syao.g_02201	Pray.g_01394
OG0000971	Syao.g_02203	Pray.g_01395
OG0000972	Syao.g_02204	Pray.g_01396
OG0000973	Syao.g_02205	Pray.g_01397
OG0000974	Syao.g_02206	Pray.g_01398
OG0000975	Syao.g_02207	Pray.g_01399
OG0000976	Syao.g_02208	Pray.g_01400
OG0000977	Syao.g_02210	Pray.g_01401
OG0000978	Syao.g_02211	Pray.g_01402
OG0000979	Syao.g_02214	Pray.g_01405
OG0000980	Syao.g_02217	Pray.g_01407
OG0000981	Syao.g_02220	Pray.g_01409
OG0000982	Syao.g_02437	Pray.g_01411
OG0000983	Syao.g_02438	Pray.g_01412
OG0000984	Syao.g_02439	Pray.g_01413
OG0000985	Syao.g_02443	Pray.g_01416
OG0000986	Syao.g_02445	Pray.g_01418
OG0000987	Syao.g_02447	Pray.g_01419
OG0000988	Syao.g_02452	Pray.g_01422
OG0000989	Syao.g_02368	Pray.g_01426
OG0000990	Syao.g_02362	Pray.g_01429
OG0000991	Syao.g_02354	Pray.g_01430
OG0000992	Syao.g_02279	Pray.g_01432
OG0000993	Syao.g_02280	Pray.g_01433
OG0000994	Syao.g_02283	Pray.g_01434
OG0000995	Syao.g_02287	Pray.g_01438
OG0000996	Syao.g_02305	Pray.g_01439
OG0000997	Syao.g_02326	Pray.g_01440
OG0000998	Syao.g_02328	Pray.g_01442
OG0000999	Syao.g_02329	Pray.g_01443
OG0001000	Syao.g_02333	Pray.g_01446
OG0001001	Syao.g_02338	Pray.g_01448
OG0001002	Syao.g_02345	Pray.g_01452
OG0001003	Syao.g_02347	Pray.g_01453
OG0001004	Syao.g_02348	Pray.g_01454
OG0001005	Syao.g_02194	Pray.g_01455
OG0001006	Syao.g_02159	Pray.g_01459
OG0001007	Syao.g_02161	Pray.g_01461
OG0001008	Syao.g_01737	Pray.g_00927
OG0001009	Syao.g_02239	Pray.g_01489
OG0001010	Syao.g_02238	Pray.g_01490
OG0001011	Syao.g_02236	Pray.g_01491
OG0001012	Syao.g_00322	Pray.g_00240
OG0001013	Syao.g_02413	Pray.g_00235
OG0001014	Syao.g_02407	Pray.g_00232
OG0001015	Syao.g_02406	Pray.g_00231
OG0001016	Syao.g_02622	Pray.g_00216
OG0001017	Syao.g_02628	Pray.g_00212
OG0001018	Syao.g_02630	Pray.g_00209
OG0001019	Syao.g_02654	Pray.g_00200
OG0001020	Syao.g_02663	Pray.g_00199
OG0001021	Syao.g_02666	Pray.g_00198
OG0001022	Syao.g_02670	Pray.g_00195
OG0001023	Syao.g_02671	Pray.g_00194
OG0001024	Syao.g_01018	Pray.g_00191
OG0001025	Syao.g_02597	Pray.g_00185
OG0001026	Syao.g_02594	Pray.g_00178
OG0001027	Syao.g_02564	Pray.g_00177
OG0001028	Syao.g_02568	Pray.g_00175
OG0001029	Syao.g_02570	Pray.g_00174
OG0001030	Syao.g_02545	Pray.g_00159
OG0001031	Syao.g_02528	Pray.g_00667
OG0001032	Syao.g_02530	Pray.g_00668
OG0001033	Syao.g_01016	Pray.g_00689
OG0001034	Syao.g_01704	Pray.g_00717
OG0001035	Syao.g_02101	Pray.g_00735
OG0001036	Syao.g_02096	Pray.g_00739
OG0001037	Syao.g_02094	Pray.g_00740
OG0001038	Syao.g_02065	Pray.g_00757
OG0001039	Syao.g_02062	Pray.g_00760
OG0001040	Syao.g_02059	Pray.g_00762
OG0001041	Syao.g_02055	Pray.g_00766
OG0001042	Syao.g_02032	Pray.g_00782
OG0001043	Syao.g_02028	Pray.g_00783
OG0001044	Syao.g_01878	Pray.g_00811
OG0001045	Syao.g_01865	Pray.g_00820
OG0001046	Syao.g_00827	Pray.g_00857
OG0001047	Syao.g_01739	Pray.g_00929
OG0001048	Syao.g_01740	Pray.g_00930
OG0001049	Syao.g_01616	Pray.g_00932
OG0001050	Syao.g_01618	Pray.g_00933
OG0001051	Syao.g_01619	Pray.g_00934
OG0001052	Syao.g_02686	Pray.g_00961
OG0001053	Syao.g_00025	Pray.g_00973
OG0001054	Syao.g_00104	Pray.g_00989
OG0001055	Syao.g_00156	Pray.g_01008
OG0001056	Syao.g_01417	Pray.g_01225
OG0001057	Syao.g_00879	Pray.g_01220
OG0001058	Syao.g_00862	Pray.g_01212
OG0001059	Syao.g_00858	Pray.g_01208
OG0001060	Syao.g_00852	Pray.g_01201
OG0001062	Syao.g_01050	Pray.g_01186
OG0001063	Syao.g_01042	Pray.g_01184
OG0001064	Syao.g_01041	Pray.g_01183
OG0001065	Syao.g_01040	Pray.g_01182
OG0001066	Syao.g_01039	Pray.g_01181
OG0001067	Syao.g_01038	Pray.g_01180
OG0001068	Syao.g_01037	Pray.g_01179
OG0001069	Syao.g_01036	Pray.g_01178
OG0001070	Syao.g_01032	Pray.g_01175
OG0001071	Syao.g_01031	Pray.g_01174
OG0001072	Syao.g_01027	Pray.g_01173
OG0001073	Syao.g_00991	Pray.g_01159
OG0001074	Syao.g_00392	Pray.g_01148
OG0001075	Syao.g_00391	Pray.g_01147
OG0001076	Syao.g_01339	Pray.g_01139
OG0001077	Syao.g_01323	Pray.g_01135
OG0001078	Syao.g_00895	Pray.g_01127
OG0001079	Syao.g_00911	Pray.g_01116
OG0001081	Syao.g_00925	Pray.g_01108
OG0001082	Syao.g_00926	Pray.g_01107
OG0001083	Syao.g_00934	Pray.g_01102
OG0001084	Syao.g_00935	Pray.g_01101
OG0001085	Syao.g_00947	Pray.g_01093
OG0001086	Syao.g_00949	Pray.g_01092
OG0001087	Syao.g_01419	Pray.g_01075
OG0001088	Syao.g_00211	Pray.g_01074
OG0001089	Syao.g_00376	Pray.g_01066
OG0001090	Syao.g_00494	Pray.g_01039
OG0001091	Syao.g_00491	Pray.g_01037
OG0001092	Syao.g_00489	Pray.g_01036
OG0001093	Syao.g_00482	Pray.g_01031
OG0001094	Syao.g_00750	Pray.g_00342
OG0001095	Syao.g_00771	Pray.g_00361
OG0001096	Syao.g_00786	Pray.g_00374
OG0001097	Syao.g_00552	Pray.g_00393
OG0001098	Syao.g_00731	Pray.g_00408
OG0001099	Syao.g_02569	Pray.g_00440
OG0001100	Syao.g_00957	Pray.g_00444
OG0001101	Syao.g_00959	Pray.g_00446
OG0001102	Syao.g_00962	Pray.g_00449
OG0001103	Syao.g_00964	Pray.g_00451
OG0001105	Syao.g_00736	Pray.g_00478
OG0001106	Syao.g_00688	Pray.g_00502
OG0001107	Syao.g_00676	Pray.g_00509
OG0001108	Syao.g_00669	Pray.g_00513
OG0001109	Syao.g_00667	Pray.g_00514
OG0001110	Syao.g_00665	Pray.g_00516
OG0001111	Syao.g_00663	Pray.g_00517
OG0001112	Syao.g_00661	Pray.g_00518
OG0001113	Syao.g_00660	Pray.g_00519
OG0001114	Syao.g_00659	Pray.g_00520
OG0001115	Syao.g_00832	Pray.g_00522
OG0001116	Syao.g_00830	Pray.g_00523
OG0001117	Syao.g_00829	Pray.g_00524
OG0001118	Syao.g_00828	Pray.g_00525
OG0001119	Syao.g_00826	Pray.g_00526
OG0001120	Syao.g_00822	Pray.g_00528
OG0001121	Syao.g_01294	Pray.g_00099, Pray.g_00531
OG0001122	Syao.g_00445	Pray.g_00556
OG0001123	Syao.g_00451	Pray.g_00560
OG0001124	Syao.g_00453	Pray.g_00562
OG0001125	Syao.g_00456	Pray.g_00563
OG0001126	Syao.g_00504	Pray.g_00573
OG0001127	Syao.g_00505	Pray.g_00574
OG0001128	Syao.g_00508	Pray.g_00576
OG0001129	Syao.g_00510	Pray.g_00577
OG0001130	Syao.g_00511	Pray.g_00578
OG0001131	Syao.g_01387	Pray.g_00614
OG0001132	Syao.g_01221	Pray.g_00623
OG0001133	Syao.g_01333	Pray.g_00112
OG0001134	Syao.g_01428	Pray.g_00097
OG0001135	Syao.g_01424	Pray.g_00094
OG0001136	Syao.g_00126	Pray.g_00067
OG0001137	Syao.g_00194	Pray.g_00055
OG0001138	Syao.g_00227	Pray.g_00037
OG0001139	Syao.g_00225	Pray.g_00036
OG0001140	Syao.g_00224	Pray.g_00035
OG0001141	Syao.g_00254	Pray.g_00034
OG0001142	Syao.g_00253	Pray.g_00033
OG0001143	Syao.g_00243	Pray.g_00026
OG0001144	Syao.g_00276	Pray.g_00021
OG0001145	Syao.g_01446	Pray.g_01878
OG0001146	Syao.g_01455	Pray.g_01866
OG0001147	Syao.g_00095	Pray.g_01843
OG0001148	Syao.g_00038	Pray.g_01827
OG0001149	Syao.g_00039	Pray.g_01826
OG0001150	Syao.g_00040	Pray.g_01825
OG0001151	Syao.g_02706	Pray.g_01814
OG0001152	Syao.g_02707	Pray.g_01813
OG0001153	Syao.g_00083	Pray.g_01690
OG0001154	Syao.g_00084	Pray.g_01689
OG0001155	Syao.g_01747	Pray.g_01677
OG0001156	Syao.g_01744	Pray.g_01674
OG0001157	Syao.g_01743	Pray.g_01673
OG0001158	Syao.g_01742	Pray.g_01672
OG0001159	Syao.g_01741	Pray.g_01671
OG0001160	Syao.g_01579	Pray.g_01647
OG0001161	Syao.g_02373	Pray.g_01634
OG0001162	Syao.g_02650	Pray.g_01623
OG0001163	Syao.g_01571	Pray.g_01567
OG0001164	Syao.g_01564	Pray.g_01563
OG0001165	Syao.g_01559	Pray.g_01560
OG0001166	Syao.g_01673	Pray.g_01540
OG0001167	Syao.g_01006	Pray.g_01523
OG0001168	Syao.g_01648	Pray.g_01521
OG0001169	Syao.g_01646	Pray.g_01519
OG0001170	Syao.g_01644	Pray.g_01517
OG0001171	Syao.g_01632	Pray.g_01508
OG0001172	Syao.g_01914	Pray.g_01237
