Orthogroup	Syao	Prbd
OG0000565	Syao.g_00849	Prbd.g_00681
OG0000566	Syao.g_00845	Prbd.g_00679
OG0000567	Syao.g_00841	Prbd.g_00675
OG0000568	Syao.g_00839	Prbd.g_00674
OG0000569	Syao.g_00838	Prbd.g_00673
OG0000570	Syao.g_00837	Prbd.g_00672
OG0000571	Syao.g_00834	Prbd.g_00670
OG0000572	Syao.g_01033	Prbd.g_00657
OG0000573	Syao.g_01022	Prbd.g_00652
OG0000574	Syao.g_01021	Prbd.g_00651
OG0000575	Syao.g_01000	Prbd.g_00647
OG0000576	Syao.g_00996	Prbd.g_00645
OG0000577	Syao.g_00995	Prbd.g_00644
OG0000578	Syao.g_00994	Prbd.g_00643
OG0000579	Syao.g_00993	Prbd.g_00642
OG0000580	Syao.g_00992	Prbd.g_00641
OG0000581	Syao.g_01059	Prbd.g_00639
OG0000582	Syao.g_01204	Prbd.g_00636
OG0000583	Syao.g_01205	Prbd.g_00635
OG0000584	Syao.g_01206	Prbd.g_00634
OG0000585	Syao.g_01054	Prbd.g_00632
OG0000586	Syao.g_01055	Prbd.g_00631
OG0000587	Syao.g_01057	Prbd.g_00630
OG0000588	Syao.g_00406	Prbd.g_00626
OG0000589	Syao.g_01342	Prbd.g_00623
OG0000590	Syao.g_01341	Prbd.g_00622
OG0000591	Syao.g_01330	Prbd.g_00619
OG0000592	Syao.g_01329	Prbd.g_00618
OG0000593	Syao.g_00890	Prbd.g_00612
OG0000594	Syao.g_00891	Prbd.g_00611
OG0000595	Syao.g_00892	Prbd.g_00610
OG0000596	Syao.g_00897	Prbd.g_00606
OG0000597	Syao.g_00900	Prbd.g_00604
OG0000598	Syao.g_00901	Prbd.g_00603
OG0000599	Syao.g_00908	Prbd.g_00600
OG0000600	Syao.g_00909	Prbd.g_00599
OG0000601	Syao.g_00910	Prbd.g_00598
OG0000602	Syao.g_00914	Prbd.g_00596
OG0000603	Syao.g_00915	Prbd.g_00595
OG0000604	Syao.g_00918	Prbd.g_00594
OG0000606	Syao.g_00924	Prbd.g_00590
OG0000607	Syao.g_00927	Prbd.g_00587
OG0000608	Syao.g_00928	Prbd.g_00586
OG0000609	Syao.g_00930	Prbd.g_00585
OG0000610	Syao.g_00940	Prbd.g_00580
OG0000611	Syao.g_00943	Prbd.g_00577
OG0000612	Syao.g_00944	Prbd.g_00576
OG0000613	Syao.g_01979	Prbd.g_00571
OG0000614	Syao.g_00375	Prbd.g_00552
OG0000615	Syao.g_00978	Prbd.g_00544
OG0000616	Syao.g_02342	Prbd.g_00540
OG0000617	Syao.g_00486	Prbd.g_00013
OG0000618	Syao.g_00485	Prbd.g_00014
OG0000619	Syao.g_00484	Prbd.g_00015
OG0000620	Syao.g_00479	Prbd.g_00018
OG0000621	Syao.g_00478	Prbd.g_00019
OG0000622	Syao.g_00476	Prbd.g_00020
OG0000623	Syao.g_00475	Prbd.g_00021
OG0000624	Syao.g_00473	Prbd.g_00022
OG0000625	Syao.g_00472	Prbd.g_00023
OG0000626	Syao.g_00471	Prbd.g_00024
OG0000627	Syao.g_00567	Prbd.g_00025
OG0000628	Syao.g_00566	Prbd.g_00026
OG0000629	Syao.g_00590	Prbd.g_00027
OG0000630	Syao.g_00585	Prbd.g_00030
OG0000631	Syao.g_00644	Prbd.g_00093
OG0000632	Syao.g_00643	Prbd.g_00094
OG0000633	Syao.g_00642	Prbd.g_00095
OG0000634	Syao.g_00752	Prbd.g_00098
OG0000635	Syao.g_00753	Prbd.g_00099
OG0000636	Syao.g_00755	Prbd.g_00101
OG0000637	Syao.g_00757	Prbd.g_00103
OG0000638	Syao.g_00758	Prbd.g_00104
OG0000639	Syao.g_00759	Prbd.g_00105
OG0000640	Syao.g_00760	Prbd.g_00106
OG0000641	Syao.g_00764	Prbd.g_00110
OG0000642	Syao.g_00765	Prbd.g_00111
OG0000643	Syao.g_00767	Prbd.g_00112
OG0000644	Syao.g_00768	Prbd.g_00113
OG0000645	Syao.g_00770	Prbd.g_00114
OG0000646	Syao.g_00773	Prbd.g_00116
OG0000647	Syao.g_00775	Prbd.g_00117
OG0000648	Syao.g_00777	Prbd.g_00119
OG0000649	Syao.g_00778	Prbd.g_00120
OG0000650	Syao.g_00779	Prbd.g_00121
OG0000651	Syao.g_00780	Prbd.g_00122
OG0000652	Syao.g_00781	Prbd.g_00123
OG0000653	Syao.g_00783	Prbd.g_00125
OG0000654	Syao.g_00784	Prbd.g_00126
OG0000655	Syao.g_00785	Prbd.g_00127
OG0000656	Syao.g_00789	Prbd.g_00130
OG0000657	Syao.g_00435	Prbd.g_00138
OG0000658	Syao.g_00560	Prbd.g_00139
OG0000659	Syao.g_00559	Prbd.g_00140
OG0000660	Syao.g_00555	Prbd.g_00144
OG0000661	Syao.g_00553	Prbd.g_00146
OG0000662	Syao.g_00535	Prbd.g_00148
OG0000663	Syao.g_00532	Prbd.g_00150
OG0000664	Syao.g_00530	Prbd.g_00151
OG0000665	Syao.g_01436	Prbd.g_00155
OG0000666	Syao.g_02120	Prbd.g_00156
OG0000667	Syao.g_01375	Prbd.g_00160
OG0000668	Syao.g_02678	Prbd.g_00190
OG0000669	Syao.g_00955	Prbd.g_00197
OG0000670	Syao.g_00958	Prbd.g_00199
OG0000671	Syao.g_00960	Prbd.g_00201
OG0000672	Syao.g_00963	Prbd.g_00204
OG0000673	Syao.g_00966	Prbd.g_00207
OG0000674	Syao.g_00968	Prbd.g_00209
OG0000675	Syao.g_00969	Prbd.g_00210
OG0000676	Syao.g_00971	Prbd.g_00212
OG0000677	Syao.g_00972	Prbd.g_00213
OG0000678	Syao.g_00974	Prbd.g_00215
OG0000679	Syao.g_00981	Prbd.g_00219
OG0000680	Syao.g_00982	Prbd.g_00220
OG0000681	Syao.g_00985	Prbd.g_00222
OG0000682	Syao.g_00986	Prbd.g_00223
OG0000683	Syao.g_00987	Prbd.g_00224
OG0000684	Syao.g_00990	Prbd.g_00226
OG0000685	Syao.g_00733	Prbd.g_00228
OG0000686	Syao.g_00734	Prbd.g_00229
OG0000687	Syao.g_00735	Prbd.g_00230
OG0000688	Syao.g_00741	Prbd.g_00233
OG0000689	Syao.g_00743	Prbd.g_00234
OG0000690	Syao.g_00744	Prbd.g_00235
OG0000691	Syao.g_00745	Prbd.g_00236
OG0000692	Syao.g_00747	Prbd.g_00238
OG0000693	Syao.g_00748	Prbd.g_00239
OG0000694	Syao.g_00749	Prbd.g_00240
OG0000695	Syao.g_00639	Prbd.g_00242
OG0000696	Syao.g_00638	Prbd.g_00243
OG0000697	Syao.g_00636	Prbd.g_00244
OG0000698	Syao.g_00633	Prbd.g_00247
OG0000699	Syao.g_00631	Prbd.g_00248
OG0000700	Syao.g_00630	Prbd.g_00249
OG0000701	Syao.g_00629	Prbd.g_00250
OG0000702	Syao.g_00705	Prbd.g_00252
OG0000703	Syao.g_00693	Prbd.g_00253
OG0000704	Syao.g_00689	Prbd.g_00254
OG0000705	Syao.g_00682	Prbd.g_00258
OG0000706	Syao.g_00681	Prbd.g_00259
OG0000707	Syao.g_00680	Prbd.g_00260
OG0000708	Syao.g_00677	Prbd.g_00261
OG0000709	Syao.g_00670	Prbd.g_00265
OG0000710	Syao.g_00666	Prbd.g_00268
OG0000711	Syao.g_00815	Prbd.g_00285
OG0000712	Syao.g_00813	Prbd.g_00287
OG0000713	Syao.g_00812	Prbd.g_00288
OG0000714	Syao.g_00810	Prbd.g_00289
OG0000715	Syao.g_00808	Prbd.g_00291
OG0000716	Syao.g_00804	Prbd.g_00293
OG0000717	Syao.g_00803	Prbd.g_00294
OG0000718	Syao.g_00794	Prbd.g_00309
OG0000719	Syao.g_00444	Prbd.g_00311
OG0000720	Syao.g_00457	Prbd.g_00320
OG0000721	Syao.g_00459	Prbd.g_00322
OG0000722	Syao.g_00460	Prbd.g_00323
OG0000723	Syao.g_00469	Prbd.g_00326
OG0000724	Syao.g_00513	Prbd.g_00335
OG0000725	Syao.g_00385	Prbd.g_00341
OG0000726	Syao.g_00384	Prbd.g_00342
OG0000727	Syao.g_00383	Prbd.g_00343
OG0000728	Syao.g_00381	Prbd.g_00345
OG0000729	Syao.g_02190	Prbd.g_00391
OG0000730	Syao.g_01880	Prbd.g_00395
OG0000731	Syao.g_01868	Prbd.g_00399
OG0000732	Syao.g_02218	Prbd.g_00408
OG0000733	Syao.g_01427	Prbd.g_00428
OG0000734	Syao.g_02592	Prbd.g_00453
OG0000735	Syao.g_00140	Prbd.g_00455
OG0000736	Syao.g_00139	Prbd.g_00456
OG0000737	Syao.g_00138	Prbd.g_00457
OG0000738	Syao.g_00132	Prbd.g_00461
OG0000739	Syao.g_00131	Prbd.g_00462
OG0000740	Syao.g_00130	Prbd.g_00463
OG0000741	Syao.g_00127	Prbd.g_00464
OG0000742	Syao.g_00124	Prbd.g_00467
OG0000743	Syao.g_00217	Prbd.g_00469
OG0000744	Syao.g_00216	Prbd.g_00470
OG0000745	Syao.g_00213	Prbd.g_00471
OG0000746	Syao.g_00210	Prbd.g_00473
OG0000747	Syao.g_00208	Prbd.g_00474
OG0000748	Syao.g_00193	Prbd.g_00477
OG0000749	Syao.g_00192	Prbd.g_00478
OG0000750	Syao.g_00191	Prbd.g_00479
OG0000751	Syao.g_00185	Prbd.g_00481
OG0000752	Syao.g_00183	Prbd.g_00483
OG0000753	Syao.g_00180	Prbd.g_00486
OG0000754	Syao.g_00175	Prbd.g_00489
OG0000755	Syao.g_00021	Prbd.g_00492
OG0000756	Syao.g_00229	Prbd.g_00493
OG0000757	Syao.g_00252	Prbd.g_00499
OG0000758	Syao.g_00251	Prbd.g_00500
OG0000759	Syao.g_00250	Prbd.g_00501
OG0000760	Syao.g_00249	Prbd.g_00502
OG0000761	Syao.g_00248	Prbd.g_00503
OG0000762	Syao.g_00246	Prbd.g_00504
OG0000763	Syao.g_00242	Prbd.g_00506
OG0000764	Syao.g_00241	Prbd.g_00507
OG0000765	Syao.g_00267	Prbd.g_00516
OG0000766	Syao.g_00266	Prbd.g_00517
OG0000767	Syao.g_00264	Prbd.g_00519
OG0000768	Syao.g_00263	Prbd.g_00520
OG0000769	Syao.g_00261	Prbd.g_00522
OG0000770	Syao.g_00257	Prbd.g_00524
OG0000771	Syao.g_00506	Prbd.g_01921
OG0000772	Syao.g_01523	Prbd.g_01858
OG0000773	Syao.g_01447	Prbd.g_01810
OG0000774	Syao.g_01442	Prbd.g_01808
OG0000775	Syao.g_01440	Prbd.g_01806
OG0000776	Syao.g_01439	Prbd.g_01805
OG0000777	Syao.g_01438	Prbd.g_01804
OG0000778	Syao.g_01437	Prbd.g_01803
OG0000779	Syao.g_01469	Prbd.g_01799
OG0000780	Syao.g_01456	Prbd.g_01798
OG0000781	Syao.g_01452	Prbd.g_01795
OG0000782	Syao.g_01451	Prbd.g_01794
OG0000783	Syao.g_01450	Prbd.g_01793
OG0000784	Syao.g_01449	Prbd.g_01792
OG0000785	Syao.g_01481	Prbd.g_01790
OG0000786	Syao.g_01473	Prbd.g_01788
OG0000787	Syao.g_01472	Prbd.g_01787
OG0000788	Syao.g_00870	Prbd.g_01777
OG0000789	Syao.g_00623	Prbd.g_01774
OG0000790	Syao.g_00041, Syao.g_00315	Prbd.g_01759
OG0000791	Syao.g_00043	Prbd.g_01757
OG0000792	Syao.g_00044	Prbd.g_01756
OG0000793	Syao.g_02700	Prbd.g_01753
OG0000794	Syao.g_02703	Prbd.g_01752
OG0000795	Syao.g_02704	Prbd.g_01751
OG0000796	Syao.g_02708	Prbd.g_01747
OG0000797	Syao.g_02709	Prbd.g_01746
OG0000799	Syao.g_01525	Prbd.g_01707
OG0000800	Syao.g_01526	Prbd.g_01706
OG0000801	Syao.g_01527	Prbd.g_01705
OG0000802	Syao.g_01531	Prbd.g_01703
OG0000803	Syao.g_01534	Prbd.g_01701
OG0000804	Syao.g_01537	Prbd.g_01700
OG0000805	Syao.g_01502	Prbd.g_01698
OG0000806	Syao.g_01504	Prbd.g_01696
OG0000807	Syao.g_01506	Prbd.g_01695
OG0000808	Syao.g_01507	Prbd.g_01694
OG0000809	Syao.g_01511	Prbd.g_01691
OG0000810	Syao.g_01482	Prbd.g_01690
OG0000811	Syao.g_01490	Prbd.g_01686
OG0000812	Syao.g_01492	Prbd.g_01684
OG0000813	Syao.g_01493	Prbd.g_01683
OG0000814	Syao.g_01495	Prbd.g_01681
OG0000815	Syao.g_01499	Prbd.g_01680
OG0000816	Syao.g_01471	Prbd.g_01678
OG0000817	Syao.g_01519	Prbd.g_01677
OG0000818	Syao.g_00062	Prbd.g_01672
OG0000819	Syao.g_00063	Prbd.g_01671
OG0000820	Syao.g_00064	Prbd.g_01670
OG0000821	Syao.g_00070	Prbd.g_01666
OG0000822	Syao.g_00072	Prbd.g_01665
OG0000823	Syao.g_00073	Prbd.g_01664
OG0000824	Syao.g_00079	Prbd.g_01661
OG0000825	Syao.g_00080	Prbd.g_01660
OG0000826	Syao.g_00081	Prbd.g_01659
OG0000827	Syao.g_00082	Prbd.g_01658
OG0000828	Syao.g_00085	Prbd.g_01655
OG0000829	Syao.g_00086	Prbd.g_01654
OG0000830	Syao.g_00087	Prbd.g_01653
OG0000831	Syao.g_00089	Prbd.g_01651
OG0000832	Syao.g_01696	Prbd.g_01645
OG0000833	Syao.g_01612	Prbd.g_01637
OG0000834	Syao.g_01610	Prbd.g_01636
OG0000835	Syao.g_01609	Prbd.g_01635
OG0000836	Syao.g_01606	Prbd.g_01634
OG0000837	Syao.g_01605	Prbd.g_01633
OG0000838	Syao.g_01601	Prbd.g_01631
OG0000839	Syao.g_01600	Prbd.g_01630
OG0000840	Syao.g_01599	Prbd.g_01629
OG0000841	Syao.g_01598	Prbd.g_01628
OG0000842	Syao.g_01597	Prbd.g_01627
OG0000843	Syao.g_01596	Prbd.g_01626
OG0000844	Syao.g_01594	Prbd.g_01625
OG0000845	Syao.g_01593	Prbd.g_01624
OG0000846	Syao.g_01592	Prbd.g_01623
OG0000847	Syao.g_01591	Prbd.g_01622
OG0000848	Syao.g_01589	Prbd.g_01621
OG0000849	Syao.g_01588	Prbd.g_01620
OG0000850	Syao.g_01585	Prbd.g_01617
OG0000851	Syao.g_01582	Prbd.g_01616
OG0000852	Syao.g_01581	Prbd.g_01615
OG0000853	Syao.g_01577	Prbd.g_01611
OG0000854	Syao.g_01575	Prbd.g_01609
OG0000855	Syao.g_01574	Prbd.g_01608
OG0000856	Syao.g_01327	Prbd.g_01593
OG0000857	Syao.g_00774	Prbd.g_01566
OG0000858	Syao.g_01567	Prbd.g_01531
OG0000859	Syao.g_01566	Prbd.g_01530
OG0000860	Syao.g_01552	Prbd.g_01523
OG0000861	Syao.g_01551	Prbd.g_01522
OG0000862	Syao.g_01542	Prbd.g_01521
OG0000863	Syao.g_01540	Prbd.g_01519
OG0000864	Syao.g_01017	Prbd.g_01518
OG0000866	Syao.g_01686	Prbd.g_01516
OG0000867	Syao.g_01685	Prbd.g_01515
OG0000868	Syao.g_01682	Prbd.g_01514
OG0000869	Syao.g_01677	Prbd.g_01510
OG0000870	Syao.g_01672	Prbd.g_01505
OG0000871	Syao.g_01671	Prbd.g_01504
OG0000872	Syao.g_01665	Prbd.g_01503
OG0000873	Syao.g_01662	Prbd.g_01500
OG0000874	Syao.g_01660	Prbd.g_01497
OG0000875	Syao.g_01658	Prbd.g_01496
OG0000876	Syao.g_00536	Prbd.g_01495
OG0000877	Syao.g_01654	Prbd.g_01493
OG0000878	Syao.g_01653	Prbd.g_01492
OG0000879	Syao.g_01652	Prbd.g_01491
OG0000880	Syao.g_01651	Prbd.g_01490
OG0000881	Syao.g_01647	Prbd.g_01486
OG0000882	Syao.g_01642	Prbd.g_01481
OG0000883	Syao.g_01638	Prbd.g_01479
OG0000884	Syao.g_01636	Prbd.g_01477
OG0000885	Syao.g_01635	Prbd.g_01476
OG0000886	Syao.g_01634	Prbd.g_01475
OG0000887	Syao.g_01633	Prbd.g_01474
OG0000888	Syao.g_01631	Prbd.g_01472
OG0000889	Syao.g_01629	Prbd.g_01470
OG0000890	Syao.g_01626	Prbd.g_01469
OG0000891	Syao.g_01625	Prbd.g_01468
OG0000892	Syao.g_01695	Prbd.g_01466
OG0000893	Syao.g_01934	Prbd.g_01463
OG0000894	Syao.g_01937	Prbd.g_01461
OG0000895	Syao.g_01916	Prbd.g_01458
OG0000896	Syao.g_01917	Prbd.g_01457
OG0000897	Syao.g_01919	Prbd.g_01455
OG0000898	Syao.g_01920	Prbd.g_01454
OG0000899	Syao.g_01921	Prbd.g_01453
OG0000900	Syao.g_01922	Prbd.g_01452
OG0000901	Syao.g_01927	Prbd.g_01449
OG0000902	Syao.g_01929	Prbd.g_01447
OG0000903	Syao.g_01798	Prbd.g_01444
OG0000904	Syao.g_01804	Prbd.g_01442
OG0000905	Syao.g_01862	Prbd.g_01437
OG0000906	Syao.g_01931	Prbd.g_01436
OG0000907	Syao.g_01796	Prbd.g_01433
OG0000908	Syao.g_01793	Prbd.g_01430
OG0000909	Syao.g_01792	Prbd.g_01429
OG0000910	Syao.g_01791	Prbd.g_01428
OG0000911	Syao.g_01789	Prbd.g_01426
OG0000912	Syao.g_01788	Prbd.g_01425
OG0000913	Syao.g_01787	Prbd.g_01424
OG0000914	Syao.g_01786	Prbd.g_01423
OG0000915	Syao.g_01784	Prbd.g_01422
OG0000916	Syao.g_01783	Prbd.g_01421
OG0000917	Syao.g_01782	Prbd.g_01420
OG0000918	Syao.g_01781	Prbd.g_01419
OG0000919	Syao.g_01780	Prbd.g_01418
OG0000920	Syao.g_01779	Prbd.g_01417
OG0000921	Syao.g_01778	Prbd.g_01416
OG0000922	Syao.g_01777	Prbd.g_01415
OG0000923	Syao.g_01772	Prbd.g_01411
OG0000924	Syao.g_01771	Prbd.g_01410
OG0000925	Syao.g_01770	Prbd.g_01409
OG0000926	Syao.g_01769	Prbd.g_01408
OG0000927	Syao.g_01767	Prbd.g_01406
OG0000928	Syao.g_01766	Prbd.g_01405
OG0000929	Syao.g_01765	Prbd.g_01404
OG0000930	Syao.g_01764	Prbd.g_01403
OG0000931	Syao.g_01763	Prbd.g_01402
OG0000932	Syao.g_01762	Prbd.g_01401
OG0000933	Syao.g_01811	Prbd.g_01397
OG0000934	Syao.g_01809	Prbd.g_01395
OG0000935	Syao.g_01808	Prbd.g_01394
OG0000936	Syao.g_01843	Prbd.g_01393
OG0000937	Syao.g_01842	Prbd.g_01392
OG0000938	Syao.g_01839	Prbd.g_01390
OG0000939	Syao.g_01838	Prbd.g_01389
OG0000940	Syao.g_01830	Prbd.g_01382
OG0000941	Syao.g_01828	Prbd.g_01380
OG0000942	Syao.g_01826	Prbd.g_01378
OG0000943	Syao.g_01824	Prbd.g_01377
OG0000944	Syao.g_01822	Prbd.g_01376
OG0000945	Syao.g_01821	Prbd.g_01375
OG0000946	Syao.g_01852	Prbd.g_01371
OG0000947	Syao.g_01849	Prbd.g_01369
OG0000948	Syao.g_01848	Prbd.g_01368
OG0000949	Syao.g_01970	Prbd.g_01365
OG0000950	Syao.g_01957	Prbd.g_01360
OG0000951	Syao.g_02262	Prbd.g_01356
OG0000952	Syao.g_02266	Prbd.g_01352
OG0000953	Syao.g_02130	Prbd.g_01349
OG0000954	Syao.g_02135	Prbd.g_01345
OG0000955	Syao.g_02136	Prbd.g_01344
OG0000956	Syao.g_02138	Prbd.g_01342
OG0000957	Syao.g_01951	Prbd.g_01337
OG0000958	Syao.g_01950	Prbd.g_01336
OG0000959	Syao.g_01947	Prbd.g_01332
OG0000960	Syao.g_01946	Prbd.g_01331
OG0000961	Syao.g_02496	Prbd.g_01329
OG0000962	Syao.g_02191	Prbd.g_01327
OG0000963	Syao.g_02186	Prbd.g_01323
OG0000964	Syao.g_02185	Prbd.g_01321
OG0000965	Syao.g_02184	Prbd.g_01320
OG0000966	Syao.g_02172	Prbd.g_01312
OG0000967	Syao.g_02167	Prbd.g_01308
OG0000968	Syao.g_02199	Prbd.g_01306
OG0000969	Syao.g_02200	Prbd.g_01305
OG0000970	Syao.g_02201	Prbd.g_01304
OG0000971	Syao.g_02203	Prbd.g_01303
OG0000972	Syao.g_02204	Prbd.g_01302
OG0000973	Syao.g_02205	Prbd.g_01301
OG0000974	Syao.g_02206	Prbd.g_01300
OG0000975	Syao.g_02207	Prbd.g_01299
OG0000976	Syao.g_02208	Prbd.g_01298
OG0000977	Syao.g_02210	Prbd.g_01297
OG0000978	Syao.g_02211	Prbd.g_01296
OG0000979	Syao.g_02214	Prbd.g_01293
OG0000980	Syao.g_02217	Prbd.g_01291
OG0000981	Syao.g_02220	Prbd.g_01289
OG0000982	Syao.g_02437	Prbd.g_01287
OG0000983	Syao.g_02438	Prbd.g_01286
OG0000984	Syao.g_02439	Prbd.g_01285
OG0000985	Syao.g_02443	Prbd.g_01282
OG0000986	Syao.g_02445	Prbd.g_01280
OG0000987	Syao.g_02447	Prbd.g_01279
OG0000988	Syao.g_02452	Prbd.g_01276
OG0000989	Syao.g_02368	Prbd.g_01273
OG0000990	Syao.g_02362	Prbd.g_01270
OG0000991	Syao.g_02354	Prbd.g_01269
OG0000992	Syao.g_02279	Prbd.g_01267
OG0000993	Syao.g_02280	Prbd.g_01266
OG0000994	Syao.g_02283	Prbd.g_01265
OG0000995	Syao.g_02287	Prbd.g_01261
OG0000996	Syao.g_02305	Prbd.g_01260
OG0000997	Syao.g_02326	Prbd.g_01259
OG0000998	Syao.g_02328	Prbd.g_01257
OG0000999	Syao.g_02329	Prbd.g_01256
OG0001000	Syao.g_02333	Prbd.g_01253
OG0001001	Syao.g_02338	Prbd.g_01251
OG0001002	Syao.g_02345	Prbd.g_01247
OG0001003	Syao.g_02347	Prbd.g_01245
OG0001004	Syao.g_02348	Prbd.g_01244
OG0001005	Syao.g_02194	Prbd.g_01243
OG0001006	Syao.g_02159	Prbd.g_01239
OG0001007	Syao.g_02161	Prbd.g_01237
OG0001008	Syao.g_01737	Prbd.g_00805
OG0001009	Syao.g_02239	Prbd.g_01210
OG0001010	Syao.g_02238	Prbd.g_01209
OG0001011	Syao.g_02236	Prbd.g_01208
OG0001012	Syao.g_00322	Prbd.g_01195
OG0001013	Syao.g_02413	Prbd.g_01189
OG0001014	Syao.g_02407	Prbd.g_01186
OG0001015	Syao.g_02406	Prbd.g_01185
OG0001016	Syao.g_02622	Prbd.g_01171
OG0001017	Syao.g_02628	Prbd.g_01167
OG0001018	Syao.g_02630	Prbd.g_01164
OG0001019	Syao.g_02654	Prbd.g_01155
OG0001020	Syao.g_02663	Prbd.g_01154
OG0001021	Syao.g_02666	Prbd.g_01153
OG0001022	Syao.g_02670	Prbd.g_01150
OG0001023	Syao.g_02671	Prbd.g_01149
OG0001024	Syao.g_01018	Prbd.g_01146
OG0001025	Syao.g_02597	Prbd.g_01140
OG0001026	Syao.g_02594	Prbd.g_01133
OG0001027	Syao.g_02564	Prbd.g_01132
OG0001028	Syao.g_02568	Prbd.g_01130
OG0001029	Syao.g_02570	Prbd.g_01128
OG0001030	Syao.g_02545	Prbd.g_01113
OG0001031	Syao.g_02528	Prbd.g_01054
OG0001032	Syao.g_02530	Prbd.g_01053
OG0001033	Syao.g_01016	Prbd.g_01032
OG0001034	Syao.g_01704	Prbd.g_01003
OG0001035	Syao.g_02101	Prbd.g_00985
OG0001036	Syao.g_02096	Prbd.g_00980
OG0001037	Syao.g_02094	Prbd.g_00979
OG0001038	Syao.g_02065	Prbd.g_00961
OG0001039	Syao.g_02062	Prbd.g_00958
OG0001040	Syao.g_02059	Prbd.g_00956
OG0001041	Syao.g_02055	Prbd.g_00952
OG0001042	Syao.g_02032	Prbd.g_00935
OG0001043	Syao.g_02028	Prbd.g_00934
OG0001044	Syao.g_01878	Prbd.g_00906
OG0001045	Syao.g_01865	Prbd.g_00897
OG0001046	Syao.g_00827	Prbd.g_00859
OG0001047	Syao.g_01739	Prbd.g_00803
OG0001048	Syao.g_01740	Prbd.g_00802
OG0001049	Syao.g_01616	Prbd.g_00800
OG0001050	Syao.g_01618	Prbd.g_00799
OG0001051	Syao.g_01619	Prbd.g_00798
OG0001052	Syao.g_02686	Prbd.g_00771
OG0001053	Syao.g_00025	Prbd.g_00759
OG0001054	Syao.g_00104	Prbd.g_00744
OG0001055	Syao.g_00156	Prbd.g_00725
OG0001056	Syao.g_01417	Prbd.g_00706
OG0001057	Syao.g_00879	Prbd.g_00701
OG0001058	Syao.g_00862	Prbd.g_00693
OG0001059	Syao.g_00858	Prbd.g_00689
OG0001060	Syao.g_00852	Prbd.g_00682
OG0001062	Syao.g_01050	Prbd.g_00667
OG0001063	Syao.g_01042	Prbd.g_00665
OG0001064	Syao.g_01041	Prbd.g_00664
OG0001065	Syao.g_01040	Prbd.g_00663
OG0001066	Syao.g_01039	Prbd.g_00662
OG0001067	Syao.g_01038	Prbd.g_00661
OG0001068	Syao.g_01037	Prbd.g_00660
OG0001069	Syao.g_01036	Prbd.g_00659
OG0001070	Syao.g_01032	Prbd.g_00656
OG0001071	Syao.g_01031	Prbd.g_00655
OG0001072	Syao.g_01027	Prbd.g_00654
OG0001073	Syao.g_00991	Prbd.g_00640
OG0001074	Syao.g_00392	Prbd.g_00629
OG0001075	Syao.g_00391	Prbd.g_00628
OG0001076	Syao.g_01339	Prbd.g_00620
OG0001077	Syao.g_01323	Prbd.g_00616
OG0001078	Syao.g_00895	Prbd.g_00608
OG0001079	Syao.g_00911	Prbd.g_00597
OG0001081	Syao.g_00925	Prbd.g_00589
OG0001082	Syao.g_00926	Prbd.g_00588
OG0001083	Syao.g_00934	Prbd.g_00583
OG0001084	Syao.g_00935	Prbd.g_00582
OG0001085	Syao.g_00947	Prbd.g_00574
OG0001086	Syao.g_00949	Prbd.g_00573
OG0001087	Syao.g_01419	Prbd.g_00556
OG0001088	Syao.g_00211	Prbd.g_00555
OG0001089	Syao.g_00376	Prbd.g_00547
OG0001090	Syao.g_00494	Prbd.g_00008
OG0001091	Syao.g_00491	Prbd.g_00010
OG0001092	Syao.g_00489	Prbd.g_00011
OG0001093	Syao.g_00482	Prbd.g_00016
OG0001094	Syao.g_00750	Prbd.g_00096
OG0001095	Syao.g_00771	Prbd.g_00115
OG0001096	Syao.g_00786	Prbd.g_00128
OG0001097	Syao.g_00552	Prbd.g_00147
OG0001098	Syao.g_00731	Prbd.g_00162
OG0001099	Syao.g_02569	Prbd.g_00194
OG0001100	Syao.g_00957	Prbd.g_00198
OG0001101	Syao.g_00959	Prbd.g_00200
OG0001102	Syao.g_00962	Prbd.g_00203
OG0001103	Syao.g_00964	Prbd.g_00205
OG0001105	Syao.g_00736	Prbd.g_00231
OG0001106	Syao.g_00688	Prbd.g_00255
OG0001107	Syao.g_00676	Prbd.g_00262
OG0001108	Syao.g_00669	Prbd.g_00266
OG0001109	Syao.g_00667	Prbd.g_00267
OG0001110	Syao.g_00665	Prbd.g_00269
OG0001111	Syao.g_00663	Prbd.g_00270
OG0001112	Syao.g_00661	Prbd.g_00271
OG0001113	Syao.g_00660	Prbd.g_00272
OG0001114	Syao.g_00659	Prbd.g_00273
OG0001115	Syao.g_00832	Prbd.g_00275
OG0001116	Syao.g_00830	Prbd.g_00276
OG0001117	Syao.g_00829	Prbd.g_00277
OG0001118	Syao.g_00828	Prbd.g_00278
OG0001119	Syao.g_00826	Prbd.g_00279
OG0001120	Syao.g_00822	Prbd.g_00281
OG0001121	Syao.g_01294	Prbd.g_00425, Prbd.g_00284
OG0001122	Syao.g_00445	Prbd.g_00312
OG0001123	Syao.g_00451	Prbd.g_00316
OG0001124	Syao.g_00453	Prbd.g_00318
OG0001125	Syao.g_00456	Prbd.g_00319
OG0001126	Syao.g_00504	Prbd.g_00329
OG0001127	Syao.g_00505	Prbd.g_00330
OG0001128	Syao.g_00508	Prbd.g_00332
