Orthogroup	Praq	Syac
OG0000588	Praq.g_00984	Syac.g_00949
OG0000589	Praq.g_00981	Syac.g_00953
OG0000590	Praq.g_00980	Syac.g_00954
OG0000591	Praq.g_00977	Syac.g_00961
OG0000592	Praq.g_00976	Syac.g_00962
OG0000593	Praq.g_00970	Syac.g_00975
OG0000594	Praq.g_00969	Syac.g_00976
OG0000595	Praq.g_00968	Syac.g_00977
OG0000596	Praq.g_00964	Syac.g_00982
OG0000597	Praq.g_00962	Syac.g_00985
OG0000598	Praq.g_00961	Syac.g_00986
OG0000599	Praq.g_00958	Syac.g_00989
OG0000600	Praq.g_00957	Syac.g_00990
OG0000601	Praq.g_00775	Syac.g_00991
OG0000602	Praq.g_00777	Syac.g_00996
OG0000603	Praq.g_00778	Syac.g_00997
OG0000604	Praq.g_00779	Syac.g_01001
OG0000605	Praq.g_00780	Syac.g_01089
OG0000606	Praq.g_00783	Syac.g_01434
OG0000607	Praq.g_00786	Syac.g_01430
OG0000608	Praq.g_00787	Syac.g_01429
OG0000609	Praq.g_00788	Syac.g_01427
OG0000610	Praq.g_00793	Syac.g_01419
OG0000611	Praq.g_00796	Syac.g_01416
OG0000612	Praq.g_00797	Syac.g_01415
OG0000613	Praq.g_00802	Syac.g_00231
OG0000614	Praq.g_00821	Syac.g_00911
OG0000615	Praq.g_00829	Syac.g_01377
OG0000616	Praq.g_00833	Syac.g_02478
OG0000617	Praq.g_00589	Syac.g_01280
OG0000618	Praq.g_00590	Syac.g_01279
OG0000619	Praq.g_00591	Syac.g_01278
OG0000620	Praq.g_00594	Syac.g_01270
OG0000621	Praq.g_00595	Syac.g_01269
OG0000622	Praq.g_00596	Syac.g_01268
OG0000623	Praq.g_00597	Syac.g_01267
OG0000624	Praq.g_00598	Syac.g_01265
OG0000625	Praq.g_00599	Syac.g_01264
OG0000626	Praq.g_00600	Syac.g_01263
OG0000627	Praq.g_00601	Syac.g_01126
OG0000628	Praq.g_00602	Syac.g_01127
OG0000629	Praq.g_00603	Syac.g_01130
OG0000630	Praq.g_00606	Syac.g_01134
OG0000631	Praq.g_00661	Syac.g_01139
OG0000632	Praq.g_00662	Syac.g_01140
OG0000633	Praq.g_00663	Syac.g_01141
OG0000634	Praq.g_00666	Syac.g_01345
OG0000635	Praq.g_00667	Syac.g_01344
OG0000636	Praq.g_00669	Syac.g_01342
OG0000637	Praq.g_00671	Syac.g_01340
OG0000638	Praq.g_00672	Syac.g_01339
OG0000639	Praq.g_00673	Syac.g_01338
OG0000640	Praq.g_00674	Syac.g_01337
OG0000641	Praq.g_00678	Syac.g_01333
OG0000642	Praq.g_01407	Syac.g_01332
OG0000643	Praq.g_01408	Syac.g_01330
OG0000644	Praq.g_01409	Syac.g_01329
OG0000645	Praq.g_01410	Syac.g_01327
OG0000646	Praq.g_01412	Syac.g_01324
OG0000647	Praq.g_01413	Syac.g_01322
OG0000648	Praq.g_01415	Syac.g_01319
OG0000649	Praq.g_01416	Syac.g_01318
OG0000650	Praq.g_01417	Syac.g_01317
OG0000651	Praq.g_01418	Syac.g_01316
OG0000652	Praq.g_01419	Syac.g_01315
OG0000653	Praq.g_01421	Syac.g_01313
OG0000654	Praq.g_01422	Syac.g_01312
OG0000655	Praq.g_01423	Syac.g_01311
OG0000656	Praq.g_01426	Syac.g_01308
OG0000657	Praq.g_01433	Syac.g_00846
OG0000658	Praq.g_01434	Syac.g_00842
OG0000659	Praq.g_01435	Syac.g_00841
OG0000660	Praq.g_01439	Syac.g_00837
OG0000661	Praq.g_01441	Syac.g_00835
OG0000662	Praq.g_01443	Syac.g_00833
OG0000663	Praq.g_01445	Syac.g_00830
OG0000664	Praq.g_01446	Syac.g_00829
OG0000665	Praq.g_01450	Syac.g_01018
OG0000666	Praq.g_01451	Syac.g_01088
OG0000667	Praq.g_01456	Syac.g_02165
OG0000668	Praq.g_01473	Syac.g_01239
OG0000669	Praq.g_01481	Syac.g_01404
OG0000670	Praq.g_01483	Syac.g_00580
OG0000671	Praq.g_01485	Syac.g_01400
OG0000672	Praq.g_01488	Syac.g_01396
OG0000673	Praq.g_01491	Syac.g_01393
OG0000674	Praq.g_01493	Syac.g_01391
OG0000675	Praq.g_01494	Syac.g_01390
OG0000676	Praq.g_01496	Syac.g_01388
OG0000677	Praq.g_01497	Syac.g_01387
OG0000678	Praq.g_01499	Syac.g_01384
OG0000679	Praq.g_01503	Syac.g_01375
OG0000680	Praq.g_01504	Syac.g_01374
OG0000681	Praq.g_01506	Syac.g_01371
OG0000682	Praq.g_01507	Syac.g_01370
OG0000683	Praq.g_01508	Syac.g_01369
OG0000684	Praq.g_01510	Syac.g_01365
OG0000685	Praq.g_01512	Syac.g_01363
OG0000686	Praq.g_01513	Syac.g_01362
OG0000687	Praq.g_01514	Syac.g_01361
OG0000688	Praq.g_01517	Syac.g_01356
OG0000689	Praq.g_01518	Syac.g_01354
OG0000690	Praq.g_01519	Syac.g_01353
OG0000691	Praq.g_01520	Syac.g_01352
OG0000692	Praq.g_01522	Syac.g_01351
OG0000693	Praq.g_01523	Syac.g_01349
OG0000694	Praq.g_01524	Syac.g_01348
OG0000695	Praq.g_01526	Syac.g_01143
OG0000696	Praq.g_01527	Syac.g_01144
OG0000697	Praq.g_01528	Syac.g_01146
OG0000698	Praq.g_01531	Syac.g_01149
OG0000699	Praq.g_01532	Syac.g_01151
OG0000700	Praq.g_01533	Syac.g_01152
OG0000701	Praq.g_01534	Syac.g_01153
OG0000702	Praq.g_01536	Syac.g_01161
OG0000703	Praq.g_01537	Syac.g_01162
OG0000704	Praq.g_01538	Syac.g_01165
OG0000705	Praq.g_01542	Syac.g_01174
OG0000706	Praq.g_01543	Syac.g_01175
OG0000707	Praq.g_01544	Syac.g_01176
OG0000708	Praq.g_01545	Syac.g_01179
OG0000709	Praq.g_01549	Syac.g_01187
OG0000710	Praq.g_01552	Syac.g_01191
OG0000711	Praq.g_01568	Syac.g_01220
OG0000712	Praq.g_01570	Syac.g_01221
OG0000713	Praq.g_01571	Syac.g_01222
OG0000714	Praq.g_01572	Syac.g_01224
OG0000715	Praq.g_01574	Syac.g_01226
OG0000716	Praq.g_01576	Syac.g_01230
OG0000717	Praq.g_01577	Syac.g_01231
OG0000718	Praq.g_01588	Syac.g_01235
OG0000719	Praq.g_01590	Syac.g_01237
OG0000720	Praq.g_01599	Syac.g_01250
OG0000721	Praq.g_01601	Syac.g_01252
OG0000722	Praq.g_01602	Syac.g_01253
OG0000723	Praq.g_01605	Syac.g_01261
OG0000724	Praq.g_01614	Syac.g_00879
OG0000725	Praq.g_01620	Syac.g_00887
OG0000726	Praq.g_01621	Syac.g_00888
OG0000727	Praq.g_01622	Syac.g_00889
OG0000728	Praq.g_01624	Syac.g_00891
OG0000729	Praq.g_01669	Syac.g_00144
OG0000730	Praq.g_01273	Syac.g_02024
OG0000731	Praq.g_01276	Syac.g_02011
OG0000732	Praq.g_01282	Syac.g_00051
OG0000733	Praq.g_01301	Syac.g_02386
OG0000734	Praq.g_01318	Syac.g_00388
OG0000735	Praq.g_01320	Syac.g_00750
OG0000736	Praq.g_01321	Syac.g_00751
OG0000737	Praq.g_01322	Syac.g_00752
OG0000738	Praq.g_01326	Syac.g_00757
OG0000739	Praq.g_01327	Syac.g_00762
OG0000740	Praq.g_01328	Syac.g_00763
OG0000741	Praq.g_01329	Syac.g_00766
OG0000742	Praq.g_01332	Syac.g_00768
OG0000743	Praq.g_01334	Syac.g_00770
OG0000744	Praq.g_01335	Syac.g_00771
OG0000745	Praq.g_01336	Syac.g_00773
OG0000746	Praq.g_01338	Syac.g_00776
OG0000747	Praq.g_01339	Syac.g_00777
OG0000748	Praq.g_01342	Syac.g_00787
OG0000749	Praq.g_01343	Syac.g_00789
OG0000750	Praq.g_01344	Syac.g_00790
OG0000751	Praq.g_01346	Syac.g_00797
OG0000752	Praq.g_01348	Syac.g_00799
OG0000753	Praq.g_01351	Syac.g_00802
OG0000754	Praq.g_01354	Syac.g_01471
OG0000755	Praq.g_01357	Syac.g_01479
OG0000756	Praq.g_01358	Syac.g_01480
OG0000757	Praq.g_01364	Syac.g_01492
OG0000758	Praq.g_01365	Syac.g_01493
OG0000759	Praq.g_01366	Syac.g_01494
OG0000760	Praq.g_01367	Syac.g_01495
OG0000761	Praq.g_01368	Syac.g_01496
OG0000762	Praq.g_01369	Syac.g_01498
OG0000763	Praq.g_01371	Syac.g_01500
OG0000764	Praq.g_01372	Syac.g_01501
OG0000765	Praq.g_01381	Syac.g_01515
OG0000766	Praq.g_01382	Syac.g_01516
OG0000767	Praq.g_01384	Syac.g_01518
OG0000768	Praq.g_01385	Syac.g_01519
OG0000769	Praq.g_01387	Syac.g_01521
OG0000770	Praq.g_01389	Syac.g_01524
OG0000771	Praq.g_00257	Syac.g_00873
OG0000772	Praq.g_00112	Syac.g_01569
OG0000773	Praq.g_00124	Syac.g_00741
OG0000774	Praq.g_00126	Syac.g_00737
OG0000775	Praq.g_00128	Syac.g_00735
OG0000776	Praq.g_00129	Syac.g_00734
OG0000777	Praq.g_00130	Syac.g_00733
OG0000778	Praq.g_00131	Syac.g_00732
OG0000779	Praq.g_00135	Syac.g_00727
OG0000780	Praq.g_00136	Syac.g_00723
OG0000781	Praq.g_00139	Syac.g_00719
OG0000782	Praq.g_00140	Syac.g_00718
OG0000783	Praq.g_00141	Syac.g_00717
OG0000784	Praq.g_00142	Syac.g_00716
OG0000785	Praq.g_00144	Syac.g_00714
OG0000786	Praq.g_00146	Syac.g_01730
OG0000787	Praq.g_00147	Syac.g_01731
OG0000788	Praq.g_00162	Syac.g_00992
OG0000789	Praq.g_00165	Syac.g_01111
OG0000790	Praq.g_00182	Syac.g_01921
OG0000791	Praq.g_00184	Syac.g_01922
OG0000792	Praq.g_00185	Syac.g_01923
OG0000793	Praq.g_00188	Syac.g_01928
OG0000794	Praq.g_00189	Syac.g_01929
OG0000795	Praq.g_00190	Syac.g_01930
OG0000796	Praq.g_00194	Syac.g_01934
OG0000797	Praq.g_00195	Syac.g_01935
OG0000798	Praq.g_00222	Syac.g_02250
OG0000799	Praq.g_00276	Syac.g_01602
OG0000800	Praq.g_00277	Syac.g_01603
OG0000801	Praq.g_00278	Syac.g_01604
OG0000802	Praq.g_00280	Syac.g_01608
OG0000803	Praq.g_00282	Syac.g_01613
OG0000804	Praq.g_00283	Syac.g_01616
OG0000805	Praq.g_00285	Syac.g_01620
OG0000806	Praq.g_00287	Syac.g_01622
OG0000807	Praq.g_00288	Syac.g_01624
OG0000808	Praq.g_00289	Syac.g_01625
OG0000809	Praq.g_00292	Syac.g_01628
OG0000810	Praq.g_00293	Syac.g_01629
OG0000811	Praq.g_00297	Syac.g_01637
OG0000812	Praq.g_00299	Syac.g_01639
OG0000813	Praq.g_00300	Syac.g_01640
OG0000814	Praq.g_00302	Syac.g_01642
OG0000815	Praq.g_00303	Syac.g_01643
OG0000816	Praq.g_00305	Syac.g_01645
OG0000817	Praq.g_00306	Syac.g_01646
OG0000818	Praq.g_00311	Syac.g_01652
OG0000819	Praq.g_00312	Syac.g_01653
OG0000820	Praq.g_00313	Syac.g_01654
OG0000821	Praq.g_00317	Syac.g_01659
OG0000822	Praq.g_00318	Syac.g_01661
OG0000823	Praq.g_00319	Syac.g_01662
OG0000824	Praq.g_00322	Syac.g_01666
OG0000825	Praq.g_00323	Syac.g_01667
OG0000826	Praq.g_00324	Syac.g_01668
OG0000827	Praq.g_00325	Syac.g_01669
OG0000828	Praq.g_00328	Syac.g_01672
OG0000829	Praq.g_00329	Syac.g_01673
OG0000830	Praq.g_00330	Syac.g_01674
OG0000831	Praq.g_00332	Syac.g_01676
OG0000832	Praq.g_00338	Syac.g_00623
OG0000833	Praq.g_00346	Syac.g_00613
OG0000834	Praq.g_00347	Syac.g_00610
OG0000835	Praq.g_00348	Syac.g_00609
OG0000836	Praq.g_00349	Syac.g_00605
OG0000837	Praq.g_00350	Syac.g_00604
OG0000838	Praq.g_00352	Syac.g_00600
OG0000839	Praq.g_00353	Syac.g_00599
OG0000840	Praq.g_00354	Syac.g_00598
OG0000841	Praq.g_00355	Syac.g_00597
OG0000842	Praq.g_00356	Syac.g_00596
OG0000843	Praq.g_00357	Syac.g_00595
OG0000844	Praq.g_00358	Syac.g_00593
OG0000845	Praq.g_00359	Syac.g_00592
OG0000846	Praq.g_00360	Syac.g_00591
OG0000847	Praq.g_00361	Syac.g_00590
OG0000848	Praq.g_00362	Syac.g_00588
OG0000849	Praq.g_00363	Syac.g_00587
OG0000850	Praq.g_00365	Syac.g_00585
OG0000851	Praq.g_00366	Syac.g_00573
OG0000852	Praq.g_00367	Syac.g_00572
OG0000853	Praq.g_00371	Syac.g_00568
OG0000854	Praq.g_00373	Syac.g_00566
OG0000855	Praq.g_00374	Syac.g_00565
OG0000856	Praq.g_00001	Syac.g_00964
OG0000857	Praq.g_00030	Syac.g_01323
OG0000858	Praq.g_01953	Syac.g_00559
OG0000859	Praq.g_01952	Syac.g_00558
OG0000860	Praq.g_00495	Syac.g_00542
OG0000861	Praq.g_00494	Syac.g_00541
OG0000862	Praq.g_00493	Syac.g_00540
OG0000863	Praq.g_00491	Syac.g_00538
OG0000864	Praq.g_00490	Syac.g_00537
OG0000865	Praq.g_00489	Syac.g_00533
OG0000866	Praq.g_00488	Syac.g_00532
OG0000867	Praq.g_00487	Syac.g_00531
OG0000868	Praq.g_00486	Syac.g_00529
OG0000869	Praq.g_00482	Syac.g_00524
OG0000870	Praq.g_00477	Syac.g_00519
OG0000871	Praq.g_00476	Syac.g_00518
OG0000872	Praq.g_00475	Syac.g_00510
OG0000873	Praq.g_00472	Syac.g_00507
OG0000874	Praq.g_00469	Syac.g_00512
OG0000875	Praq.g_00468	Syac.g_00505
OG0000876	Praq.g_00467	Syac.g_00675
OG0000877	Praq.g_00465	Syac.g_00671
OG0000878	Praq.g_00464	Syac.g_00670
OG0000879	Praq.g_00463	Syac.g_00669
OG0000880	Praq.g_00462	Syac.g_00668
OG0000881	Praq.g_00458	Syac.g_00664
OG0000882	Praq.g_00453	Syac.g_00659
OG0000883	Praq.g_00452	Syac.g_00656
OG0000884	Praq.g_00450	Syac.g_00654
OG0000885	Praq.g_00449	Syac.g_00653
OG0000886	Praq.g_00448	Syac.g_00652
OG0000887	Praq.g_00447	Syac.g_00651
OG0000888	Praq.g_00445	Syac.g_00649
OG0000889	Praq.g_00443	Syac.g_00647
OG0000890	Praq.g_00442	Syac.g_00642
OG0000891	Praq.g_00441	Syac.g_00641
OG0000892	Praq.g_00956	Syac.g_00638
OG0000893	Praq.g_00951	Syac.g_02193
OG0000894	Praq.g_00949	Syac.g_02189
OG0000895	Praq.g_00946	Syac.g_02185
OG0000896	Praq.g_00945	Syac.g_02184
OG0000897	Praq.g_00943	Syac.g_02182
OG0000898	Praq.g_00942	Syac.g_02181
OG0000899	Praq.g_00941	Syac.g_02180
OG0000900	Praq.g_00940	Syac.g_02179
OG0000901	Praq.g_00937	Syac.g_02174
OG0000902	Praq.g_00935	Syac.g_02172
OG0000903	Praq.g_00932	Syac.g_02140
OG0000904	Praq.g_00930	Syac.g_02145
OG0000905	Praq.g_00925	Syac.g_02148
OG0000906	Praq.g_00924	Syac.g_02150
OG0000907	Praq.g_00921	Syac.g_02138
OG0000908	Praq.g_00918	Syac.g_02135
OG0000909	Praq.g_00917	Syac.g_02134
OG0000910	Praq.g_00916	Syac.g_02133
OG0000911	Praq.g_00914	Syac.g_02131
OG0000912	Praq.g_00913	Syac.g_02130
OG0000913	Praq.g_00912	Syac.g_02129
OG0000914	Praq.g_00911	Syac.g_02128
OG0000915	Praq.g_00910	Syac.g_02127
OG0000916	Praq.g_00909	Syac.g_02126
OG0000917	Praq.g_00908	Syac.g_02125
OG0000918	Praq.g_00907	Syac.g_02124
OG0000919	Praq.g_00906	Syac.g_02123
OG0000920	Praq.g_00905	Syac.g_02122
OG0000921	Praq.g_00904	Syac.g_02121
OG0000922	Praq.g_00903	Syac.g_02120
OG0000923	Praq.g_00899	Syac.g_02116
OG0000924	Praq.g_00898	Syac.g_02115
OG0000925	Praq.g_00897	Syac.g_02114
OG0000926	Praq.g_00896	Syac.g_02113
OG0000927	Praq.g_00894	Syac.g_02111
OG0000928	Praq.g_00893	Syac.g_02110
OG0000929	Praq.g_00892	Syac.g_02109
OG0000930	Praq.g_00891	Syac.g_02108
OG0000931	Praq.g_00890	Syac.g_02107
OG0000932	Praq.g_00889	Syac.g_02106
OG0000933	Praq.g_00885	Syac.g_02101
OG0000934	Praq.g_00883	Syac.g_02099
OG0000935	Praq.g_00882	Syac.g_02098
OG0000936	Praq.g_00881	Syac.g_02097
OG0000937	Praq.g_00880	Syac.g_02096
OG0000938	Praq.g_00878	Syac.g_02092
OG0000939	Praq.g_00877	Syac.g_02091
OG0000940	Praq.g_00871	Syac.g_02084
OG0000941	Praq.g_00869	Syac.g_02082
OG0000942	Praq.g_00867	Syac.g_02080
OG0000943	Praq.g_00866	Syac.g_02079
OG0000944	Praq.g_00865	Syac.g_02077
OG0000945	Praq.g_00864	Syac.g_02075
OG0000946	Praq.g_00727	Syac.g_02071
OG0000947	Praq.g_00729	Syac.g_02068
OG0000948	Praq.g_00730	Syac.g_02067
OG0000949	Praq.g_00733	Syac.g_00205
OG0000950	Praq.g_00738	Syac.g_00193
OG0000951	Praq.g_00742	Syac.g_00188
OG0000952	Praq.g_00746	Syac.g_00183
OG0000953	Praq.g_00749	Syac.g_00177
OG0000954	Praq.g_00753	Syac.g_00172
OG0000955	Praq.g_00754	Syac.g_00171
OG0000956	Praq.g_00756	Syac.g_00169
OG0000957	Praq.g_00761	Syac.g_00158
OG0000958	Praq.g_00762	Syac.g_00157
OG0000959	Praq.g_00766	Syac.g_00153
OG0000960	Praq.g_00767	Syac.g_00152
OG0000961	Praq.g_00769	Syac.g_00147
OG0000962	Praq.g_00771	Syac.g_00145
OG0000963	Praq.g_00774	Syac.g_00140
OG0000964	Praq.g_00679	Syac.g_00139
OG0000965	Praq.g_00680	Syac.g_00138
OG0000966	Praq.g_00687	Syac.g_00107
OG0000967	Praq.g_00691	Syac.g_00075
OG0000968	Praq.g_00693	Syac.g_00080
OG0000969	Praq.g_00694	Syac.g_00078
OG0000970	Praq.g_00695	Syac.g_00077
OG0000971	Praq.g_00696	Syac.g_00067
OG0000972	Praq.g_00697	Syac.g_00066
OG0000973	Praq.g_00698	Syac.g_00065
OG0000974	Praq.g_00699	Syac.g_00064
OG0000975	Praq.g_00700	Syac.g_00063
OG0000976	Praq.g_00701	Syac.g_00062
OG0000977	Praq.g_00702	Syac.g_00059
OG0000978	Praq.g_00703	Syac.g_00058
OG0000979	Praq.g_00706	Syac.g_00055
OG0000980	Praq.g_00708	Syac.g_00052
OG0000981	Praq.g_00710	Syac.g_00049
OG0000982	Praq.g_00712	Syac.g_02354
OG0000983	Praq.g_00713	Syac.g_02355
OG0000984	Praq.g_00714	Syac.g_02356
OG0000985	Praq.g_00717	Syac.g_02359
OG0000986	Praq.g_00719	Syac.g_02363
OG0000987	Praq.g_00720	Syac.g_02365
OG0000988	Praq.g_00723	Syac.g_02370
OG0000989	Praq.g_00391	Syac.g_02379
OG0000990	Praq.g_00394	Syac.g_02397
OG0000991	Praq.g_00395	Syac.g_02400
OG0000992	Praq.g_00397	Syac.g_02402
OG0000993	Praq.g_00398	Syac.g_02403
OG0000994	Praq.g_00399	Syac.g_02405
OG0000995	Praq.g_00403	Syac.g_02410
OG0000996	Praq.g_00404	Syac.g_02454
OG0000997	Praq.g_00405	Syac.g_02464
OG0000998	Praq.g_00407	Syac.g_02466
OG0000999	Praq.g_00408	Syac.g_02467
OG0001000	Praq.g_00411	Syac.g_02470
OG0001001	Praq.g_00413	Syac.g_02475
OG0001002	Praq.g_00417	Syac.g_02481
OG0001003	Praq.g_00418	Syac.g_02483
OG0001004	Praq.g_00419	Syac.g_02484
OG0001005	Praq.g_00420	Syac.g_02485
OG0001006	Praq.g_00424	Syac.g_02492
OG0001007	Praq.g_00426	Syac.g_02494
OG0001008	Praq.g_01120	Syac.g_00693
OG0001009	Praq.g_01230	Syac.g_00030
OG0001010	Praq.g_01231	Syac.g_00031
OG0001011	Praq.g_01232	Syac.g_00032
OG0001012	Praq.g_01258	Syac.g_02351
OG0001013	Praq.g_01264	Syac.g_02337
OG0001014	Praq.g_01267	Syac.g_02333
OG0001015	Praq.g_01268	Syac.g_02332
OG0001016	Praq.g_01930	Syac.g_00446
OG0001017	Praq.g_01926	Syac.g_00440
OG0001018	Praq.g_01923	Syac.g_00438
OG0001019	Praq.g_01914	Syac.g_00422
OG0001020	Praq.g_01913	Syac.g_00417
OG0001021	Praq.g_01912	Syac.g_00413
OG0001022	Praq.g_01909	Syac.g_00410
OG0001023	Praq.g_01908	Syac.g_00409
OG0001024	Praq.g_01905	Syac.g_00405
OG0001025	Praq.g_01899	Syac.g_00399
OG0001026	Praq.g_01892	Syac.g_00386
OG0001027	Praq.g_01891	Syac.g_00380
OG0001028	Praq.g_01889	Syac.g_00378
OG0001029	Praq.g_01888	Syac.g_00376
OG0001030	Praq.g_01873	Syac.g_00356
OG0001031	Praq.g_01816	Syac.g_02266
OG0001032	Praq.g_01815	Syac.g_02268
OG0001033	Praq.g_01794	Syac.g_02298
OG0001034	Praq.g_01766	Syac.g_01968
OG0001036	Praq.g_01744	Syac.g_02221
OG0001037	Praq.g_01743	Syac.g_02223
OG0001038	Praq.g_01725	Syac.g_02251
OG0001039	Praq.g_01722	Syac.g_02254
OG0001040	Praq.g_01719	Syac.g_00292
OG0001041	Praq.g_01715	Syac.g_00287
OG0001042	Praq.g_01698	Syac.g_00258
OG0001043	Praq.g_01697	Syac.g_00254
OG0001044	Praq.g_01212	Syac.g_02021
OG0001045	Praq.g_01203	Syac.g_02008
OG0001046	Praq.g_01164	Syac.g_01207
OG0001047	Praq.g_01118	Syac.g_00695
OG0001048	Praq.g_01117	Syac.g_00696
OG0001049	Praq.g_01115	Syac.g_00703
OG0001050	Praq.g_01114	Syac.g_00704
OG0001051	Praq.g_01113	Syac.g_00705
OG0001052	Praq.g_00522	Syac.g_01704
OG0001053	Praq.g_00534	Syac.g_01901
OG0001054	Praq.g_01104	Syac.g_01884
OG0001055	Praq.g_01085	Syac.g_01863
OG0001056	Praq.g_01066	Syac.g_01831
OG0001057	Praq.g_01061	Syac.g_01825
OG0001058	Praq.g_01053	Syac.g_01810
OG0001059	Praq.g_01049	Syac.g_01806
OG0001060	Praq.g_01042	Syac.g_01799
OG0001061	Praq.g_01029	Syac.g_01779
OG0001062	Praq.g_01027	Syac.g_01777
OG0001063	Praq.g_01025	Syac.g_01773
OG0001064	Praq.g_01024	Syac.g_01772
OG0001065	Praq.g_01023	Syac.g_01771
OG0001066	Praq.g_01022	Syac.g_01770
OG0001067	Praq.g_01021	Syac.g_01769
OG0001068	Praq.g_01020	Syac.g_01768
OG0001069	Praq.g_01019	Syac.g_01767
OG0001070	Praq.g_01016	Syac.g_01764
OG0001071	Praq.g_01015	Syac.g_01763
OG0001072	Praq.g_01013	Syac.g_01758
OG0001074	Praq.g_00987	Syac.g_00945
OG0001075	Praq.g_00986	Syac.g_00946
OG0001076	Praq.g_00978	Syac.g_00956
OG0001077	Praq.g_00974	Syac.g_00967
OG0001078	Praq.g_00966	Syac.g_00980
OG0001079	Praq.g_00776	Syac.g_00993
OG0001080	Praq.g_00782	Syac.g_01092
OG0001081	Praq.g_00784	Syac.g_01432
OG0001082	Praq.g_00785	Syac.g_01431
OG0001083	Praq.g_00790	Syac.g_01424
OG0001084	Praq.g_00791	Syac.g_01423
OG0001085	Praq.g_00799	Syac.g_01412
OG0001086	Praq.g_00800	Syac.g_01410
OG0001087	Praq.g_00817	Syac.g_00923
OG0001088	Praq.g_00818	Syac.g_00920
OG0001089	Praq.g_00826	Syac.g_00896
OG0001090	Praq.g_00584	Syac.g_01286
OG0001091	Praq.g_00586	Syac.g_01284
OG0001092	Praq.g_00587	Syac.g_01282
OG0001093	Praq.g_00592	Syac.g_01276
OG0001094	Praq.g_00664	Syac.g_01347
OG0001095	Praq.g_01411	Syac.g_01326
OG0001096	Praq.g_01424	Syac.g_01310
OG0001097	Praq.g_01442	Syac.g_00834
OG0001098	Praq.g_01458	Syac.g_01096
OG0001099	Praq.g_01478	Syac.g_00377
OG0001100	Praq.g_01482	Syac.g_01402
OG0001101	Praq.g_01484	Syac.g_01401
OG0001102	Praq.g_01487	Syac.g_01398
OG0001103	Praq.g_01489	Syac.g_01395
OG0001104	Praq.g_01511	Syac.g_01364
OG0001105	Praq.g_01515	Syac.g_01360
OG0001106	Praq.g_01539	Syac.g_01166
OG0001107	Praq.g_01546	Syac.g_01180
OG0001108	Praq.g_01550	Syac.g_01188
OG0001109	Praq.g_01551	Syac.g_01190
OG0001110	Praq.g_01553	Syac.g_01192
OG0001111	Praq.g_01554	Syac.g_01194
OG0001112	Praq.g_01555	Syac.g_01196
OG0001113	Praq.g_01556	Syac.g_01197
OG0001114	Praq.g_01557	Syac.g_01198
OG0001115	Praq.g_01559	Syac.g_01202
OG0001116	Praq.g_01560	Syac.g_01204
OG0001117	Praq.g_01561	Syac.g_01205
OG0001118	Praq.g_01562	Syac.g_01206
OG0001119	Praq.g_01563	Syac.g_01208
OG0001120	Praq.g_01565	Syac.g_01213
OG0001121	Praq.g_01298	Syac.g_01949, Syac.g_01170
OG0001122	Praq.g_01591	Syac.g_01238
OG0001123	Praq.g_01595	Syac.g_01245
OG0001124	Praq.g_01597	Syac.g_01247
OG0001125	Praq.g_01598	Syac.g_01249
OG0001126	Praq.g_01608	Syac.g_00870
OG0001127	Praq.g_01609	Syac.g_00871
OG0001128	Praq.g_01611	Syac.g_00875
OG0001129	Praq.g_01612	Syac.g_00877
OG0001130	Praq.g_01613	Syac.g_00878
OG0001131	Praq.g_01649	Syac.g_01382
OG0001132	Praq.g_01658	Syac.g_01062
OG0001133	Praq.g_01287	Syac.g_00958
OG0001134	Praq.g_01300	Syac.g_01466
OG0001135	Praq.g_01303	Syac.g_01464
OG0001136	Praq.g_01330	Syac.g_00767
OG0001137	Praq.g_01341	Syac.g_00786
OG0001138	Praq.g_01359	Syac.g_01486
OG0001139	Praq.g_01360	Syac.g_01488
OG0001140	Praq.g_01361	Syac.g_01489
OG0001141	Praq.g_01362	Syac.g_01490
OG0001142	Praq.g_01363	Syac.g_01491
OG0001143	Praq.g_01370	Syac.g_01499
OG0001144	Praq.g_01375	Syac.g_01508
OG0001145	Praq.g_00125	Syac.g_00740
OG0001146	Praq.g_00137	Syac.g_00722
OG0001147	Praq.g_00161	Syac.g_01689
OG0001148	Praq.g_00179	Syac.g_01918
OG0001149	Praq.g_00180	Syac.g_01919
OG0001150	Praq.g_00181	Syac.g_01920
OG0001151	Praq.g_00192	Syac.g_01932
OG0001152	Praq.g_00193	Syac.g_01933
OG0001153	Praq.g_00326	Syac.g_01670
OG0001154	Praq.g_00327	Syac.g_01671
OG0001155	Praq.g_00339	Syac.g_00621
OG0001156	Praq.g_00342	Syac.g_00618
OG0001157	Praq.g_00343	Syac.g_00617
OG0001158	Praq.g_00344	Syac.g_00616
OG0001159	Praq.g_00345	Syac.g_00615
OG0001160	Praq.g_00369	Syac.g_00570
OG0001161	Praq.g_00382	Syac.g_02385
OG0001162	Praq.g_00005	Syac.g_01307
OG0001165	Praq.g_00498	Syac.g_00551
OG0001166	Praq.g_00478	Syac.g_00520
OG0001167	Praq.g_00461	Syac.g_00667
OG0001168	Praq.g_00459	Syac.g_00665
OG0001169	Praq.g_00457	Syac.g_00663
OG0001170	Praq.g_00455	Syac.g_00661
OG0001171	Praq.g_00446	Syac.g_00650
OG0001172	Praq.g_00948	Syac.g_02187
OG0001173	Praq.g_00947	Syac.g_02186
