Orthogroup	Praq	Syab
OG0000581	Praq.g_00997	Syab.g_01934
OG0000582	Praq.g_00994	Syab.g_01929
OG0000583	Praq.g_00993	Syab.g_01928
OG0000584	Praq.g_00992	Syab.g_01927
OG0000585	Praq.g_00990	Syab.g_01924
OG0000586	Praq.g_00989	Syab.g_01923
OG0000587	Praq.g_00988	Syab.g_01921
OG0000588	Praq.g_00984	Syab.g_01910
OG0000589	Praq.g_00981	Syab.g_01899
OG0000590	Praq.g_00980	Syab.g_01898
OG0000591	Praq.g_00977	Syab.g_01892
OG0000592	Praq.g_00976	Syab.g_01891
OG0000593	Praq.g_00970	Syab.g_01877
OG0000594	Praq.g_00969	Syab.g_01876
OG0000595	Praq.g_00968	Syab.g_01875
OG0000596	Praq.g_00964	Syab.g_01871
OG0000597	Praq.g_00962	Syab.g_01868
OG0000598	Praq.g_00961	Syab.g_01867
OG0000599	Praq.g_00958	Syab.g_01860
OG0000600	Praq.g_00957	Syab.g_01859
OG0000601	Praq.g_00775	Syab.g_01858
OG0000602	Praq.g_00777	Syab.g_01853
OG0000603	Praq.g_00778	Syab.g_01852
OG0000604	Praq.g_00779	Syab.g_01850
OG0000605	Praq.g_00780	Syab.g_01758
OG0000606	Praq.g_00783	Syab.g_01529
OG0000607	Praq.g_00786	Syab.g_01533
OG0000608	Praq.g_00787	Syab.g_01534
OG0000609	Praq.g_00788	Syab.g_01536
OG0000610	Praq.g_00793	Syab.g_01555
OG0000611	Praq.g_00796	Syab.g_01558
OG0000612	Praq.g_00797	Syab.g_01559
OG0000613	Praq.g_00802	Syab.g_00228
OG0000614	Praq.g_00821	Syab.g_01179
OG0000615	Praq.g_00829	Syab.g_01605
OG0000616	Praq.g_00833	Syab.g_02897
OG0000617	Praq.g_00589	Syab.g_01274
OG0000618	Praq.g_00590	Syab.g_01275
OG0000619	Praq.g_00591	Syab.g_01662
OG0000620	Praq.g_00594	Syab.g_01668
OG0000621	Praq.g_00595	Syab.g_01669
OG0000622	Praq.g_00596	Syab.g_01670
OG0000623	Praq.g_00597	Syab.g_01671
OG0000624	Praq.g_00598	Syab.g_01673
OG0000625	Praq.g_00599	Syab.g_01674
OG0000626	Praq.g_00600	Syab.g_01675
OG0000627	Praq.g_00601	Syab.g_01438
OG0000628	Praq.g_00602	Syab.g_01437
OG0000629	Praq.g_00603	Syab.g_01434
OG0000630	Praq.g_00606	Syab.g_01430
OG0000631	Praq.g_00661	Syab.g_01421
OG0000632	Praq.g_00662	Syab.g_01420
OG0000633	Praq.g_00663	Syab.g_01419
OG0000634	Praq.g_00666	Syab.g_01651
OG0000635	Praq.g_00667	Syab.g_01656
OG0000636	Praq.g_00669	Syab.g_01658
OG0000637	Praq.g_00671	Syab.g_01660
OG0000638	Praq.g_00672	Syab.g_01661
OG0000639	Praq.g_00673	Syab.g_01276
OG0000640	Praq.g_00674	Syab.g_01277
OG0000641	Praq.g_00678	Syab.g_01281
OG0000642	Praq.g_01407	Syab.g_01282
OG0000643	Praq.g_01408	Syab.g_01283
OG0000644	Praq.g_01409	Syab.g_01284
OG0000645	Praq.g_01410	Syab.g_01286
OG0000646	Praq.g_01412	Syab.g_01289
OG0000647	Praq.g_01413	Syab.g_01291
OG0000648	Praq.g_01415	Syab.g_01684
OG0000649	Praq.g_01416	Syab.g_01685
OG0000650	Praq.g_01417	Syab.g_01686
OG0000651	Praq.g_01418	Syab.g_01687
OG0000652	Praq.g_01419	Syab.g_01688
OG0000653	Praq.g_01421	Syab.g_01690
OG0000654	Praq.g_01422	Syab.g_01691
OG0000655	Praq.g_01423	Syab.g_01692
OG0000656	Praq.g_01426	Syab.g_01695
OG0000657	Praq.g_01433	Syab.g_01706
OG0000658	Praq.g_01434	Syab.g_01710
OG0000659	Praq.g_01435	Syab.g_01711
OG0000660	Praq.g_01439	Syab.g_01715
OG0000661	Praq.g_01441	Syab.g_01717
OG0000662	Praq.g_01443	Syab.g_01719
OG0000663	Praq.g_01445	Syab.g_01722
OG0000664	Praq.g_01446	Syab.g_01723
OG0000665	Praq.g_01450	Syab.g_01829
OG0000666	Praq.g_01451	Syab.g_01842
OG0000667	Praq.g_01456	Syab.g_01548
OG0000668	Praq.g_01473	Syab.g_01319
OG0000669	Praq.g_01481	Syab.g_01642
OG0000670	Praq.g_01483	Syab.g_02156
OG0000671	Praq.g_01485	Syab.g_01638
OG0000672	Praq.g_01488	Syab.g_01635
OG0000673	Praq.g_01491	Syab.g_01632
OG0000674	Praq.g_01493	Syab.g_01630
OG0000675	Praq.g_01494	Syab.g_01629
OG0000676	Praq.g_01496	Syab.g_01620
OG0000677	Praq.g_01497	Syab.g_01619
OG0000678	Praq.g_01499	Syab.g_01613
OG0000679	Praq.g_01503	Syab.g_01601
OG0000680	Praq.g_01504	Syab.g_01600
OG0000681	Praq.g_01506	Syab.g_01597
OG0000682	Praq.g_01507	Syab.g_01596
OG0000683	Praq.g_01508	Syab.g_01595
OG0000684	Praq.g_01510	Syab.g_01591
OG0000685	Praq.g_01512	Syab.g_01589
OG0000686	Praq.g_01513	Syab.g_01588
OG0000687	Praq.g_01514	Syab.g_01586
OG0000688	Praq.g_01517	Syab.g_01576
OG0000689	Praq.g_01518	Syab.g_01574
OG0000690	Praq.g_01519	Syab.g_01573
OG0000691	Praq.g_01520	Syab.g_01572
OG0000692	Praq.g_01522	Syab.g_01571
OG0000693	Praq.g_01523	Syab.g_01569
OG0000694	Praq.g_01524	Syab.g_01568
OG0000695	Praq.g_01526	Syab.g_01417
OG0000696	Praq.g_01527	Syab.g_01416
OG0000697	Praq.g_01528	Syab.g_01415
OG0000698	Praq.g_01531	Syab.g_01412
OG0000699	Praq.g_01532	Syab.g_01411
OG0000700	Praq.g_01533	Syab.g_01410
OG0000701	Praq.g_01534	Syab.g_01409
OG0000702	Praq.g_01536	Syab.g_01401
OG0000703	Praq.g_01537	Syab.g_01400
OG0000704	Praq.g_01538	Syab.g_01398
OG0000705	Praq.g_01542	Syab.g_01391
OG0000706	Praq.g_01543	Syab.g_01390
OG0000707	Praq.g_01544	Syab.g_01389
OG0000708	Praq.g_01545	Syab.g_01386
OG0000709	Praq.g_01549	Syab.g_01378
OG0000710	Praq.g_01552	Syab.g_01367
OG0000711	Praq.g_01568	Syab.g_01340
OG0000712	Praq.g_01570	Syab.g_01338
OG0000713	Praq.g_01571	Syab.g_01337
OG0000714	Praq.g_01572	Syab.g_01334
OG0000715	Praq.g_01574	Syab.g_01332
OG0000716	Praq.g_01576	Syab.g_01328
OG0000717	Praq.g_01577	Syab.g_01327
OG0000718	Praq.g_01588	Syab.g_01323
OG0000719	Praq.g_01590	Syab.g_01321
OG0000720	Praq.g_01599	Syab.g_01307
OG0000721	Praq.g_01601	Syab.g_01305
OG0000722	Praq.g_01602	Syab.g_01304
OG0000723	Praq.g_01605	Syab.g_01678
OG0000724	Praq.g_01614	Syab.g_01223
OG0000725	Praq.g_01620	Syab.g_01207
OG0000726	Praq.g_01621	Syab.g_01206
OG0000727	Praq.g_01622	Syab.g_01205
OG0000728	Praq.g_01624	Syab.g_01203
OG0000729	Praq.g_01669	Syab.g_00097
OG0000730	Praq.g_01273	Syab.g_00521
OG0000731	Praq.g_01276	Syab.g_00531
OG0000732	Praq.g_01282	Syab.g_00055
OG0000733	Praq.g_01301	Syab.g_02798
OG0000734	Praq.g_01318	Syab.g_02508
OG0000735	Praq.g_01320	Syab.g_00942
OG0000736	Praq.g_01321	Syab.g_00943
OG0000737	Praq.g_01322	Syab.g_00944
OG0000738	Praq.g_01326	Syab.g_00949
OG0000739	Praq.g_01327	Syab.g_00961
OG0000740	Praq.g_01328	Syab.g_00962
OG0000741	Praq.g_01329	Syab.g_00965
OG0000742	Praq.g_01332	Syab.g_00968
OG0000743	Praq.g_01334	Syab.g_00970
OG0000744	Praq.g_01335	Syab.g_00971
OG0000745	Praq.g_01336	Syab.g_00973
OG0000746	Praq.g_01338	Syab.g_00975
OG0000747	Praq.g_01339	Syab.g_00976
OG0000748	Praq.g_01342	Syab.g_00991
OG0000749	Praq.g_01343	Syab.g_00992
OG0000750	Praq.g_01344	Syab.g_00993
OG0000751	Praq.g_01346	Syab.g_01002
OG0000752	Praq.g_01348	Syab.g_01004
OG0000753	Praq.g_01351	Syab.g_01007
OG0000754	Praq.g_01354	Syab.g_01012
OG0000755	Praq.g_01357	Syab.g_01021
OG0000756	Praq.g_01358	Syab.g_01022
OG0000757	Praq.g_01364	Syab.g_01029
OG0000758	Praq.g_01365	Syab.g_01030
OG0000759	Praq.g_01366	Syab.g_01031
OG0000760	Praq.g_01367	Syab.g_01032
OG0000761	Praq.g_01368	Syab.g_01034
OG0000762	Praq.g_01369	Syab.g_01036
OG0000763	Praq.g_01371	Syab.g_01038
OG0000764	Praq.g_01372	Syab.g_01039
OG0000765	Praq.g_01381	Syab.g_01154
OG0000766	Praq.g_01382	Syab.g_01153
OG0000767	Praq.g_01384	Syab.g_01151
OG0000768	Praq.g_01385	Syab.g_01150
OG0000769	Praq.g_01387	Syab.g_01148
OG0000770	Praq.g_01389	Syab.g_01145
OG0000771	Praq.g_00257	Syab.g_01229
OG0000772	Praq.g_00112	Syab.g_00957
OG0000773	Praq.g_00124	Syab.g_00931
OG0000774	Praq.g_00126	Syab.g_00924
OG0000775	Praq.g_00128	Syab.g_00922
OG0000776	Praq.g_00129	Syab.g_00921
OG0000777	Praq.g_00130	Syab.g_00920
OG0000778	Praq.g_00131	Syab.g_00919
OG0000779	Praq.g_00135	Syab.g_00913
OG0000780	Praq.g_00136	Syab.g_00908
OG0000781	Praq.g_00139	Syab.g_00904
OG0000782	Praq.g_00140	Syab.g_00903
OG0000783	Praq.g_00141	Syab.g_00902
OG0000784	Praq.g_00142	Syab.g_00901
OG0000785	Praq.g_00144	Syab.g_00899
OG0000786	Praq.g_00146	Syab.g_00895
OG0000787	Praq.g_00147	Syab.g_00894
OG0000788	Praq.g_00162	Syab.g_01857
OG0000789	Praq.g_00165	Syab.g_01835
OG0000790	Praq.g_00182	Syab.g_02082
OG0000791	Praq.g_00184	Syab.g_02080
OG0000792	Praq.g_00185	Syab.g_02079
OG0000793	Praq.g_00188	Syab.g_02074
OG0000794	Praq.g_00189	Syab.g_02073
OG0000795	Praq.g_00190	Syab.g_02072
OG0000796	Praq.g_00194	Syab.g_02068
OG0000797	Praq.g_00195	Syab.g_02067
OG0000798	Praq.g_00222	Syab.g_00298
OG0000799	Praq.g_00276	Syab.g_00826
OG0000800	Praq.g_00277	Syab.g_00821
OG0000801	Praq.g_00278	Syab.g_00820
OG0000802	Praq.g_00280	Syab.g_00816
OG0000803	Praq.g_00282	Syab.g_00806
OG0000804	Praq.g_00283	Syab.g_00802
OG0000805	Praq.g_00285	Syab.g_00792
OG0000806	Praq.g_00287	Syab.g_00790
OG0000807	Praq.g_00288	Syab.g_00788
OG0000808	Praq.g_00289	Syab.g_00783
OG0000809	Praq.g_00292	Syab.g_00780
OG0000810	Praq.g_00293	Syab.g_00779
OG0000811	Praq.g_00297	Syab.g_00770
OG0000812	Praq.g_00299	Syab.g_00768
OG0000813	Praq.g_00300	Syab.g_00767
OG0000814	Praq.g_00302	Syab.g_00765
OG0000815	Praq.g_00303	Syab.g_00760
OG0000816	Praq.g_00305	Syab.g_00758
OG0000817	Praq.g_00306	Syab.g_00757
OG0000818	Praq.g_00311	Syab.g_00751
OG0000819	Praq.g_00312	Syab.g_00750
OG0000820	Praq.g_00313	Syab.g_00749
OG0000821	Praq.g_00317	Syab.g_00743
OG0000822	Praq.g_00318	Syab.g_00741
OG0000823	Praq.g_00319	Syab.g_00740
OG0000824	Praq.g_00322	Syab.g_00735
OG0000825	Praq.g_00323	Syab.g_00734
OG0000826	Praq.g_00324	Syab.g_00733
OG0000827	Praq.g_00325	Syab.g_00732
OG0000828	Praq.g_00328	Syab.g_00729
OG0000829	Praq.g_00329	Syab.g_00728
OG0000830	Praq.g_00330	Syab.g_00727
OG0000831	Praq.g_00332	Syab.g_00725
OG0000832	Praq.g_00338	Syab.g_02169
OG0000833	Praq.g_00346	Syab.g_02178
OG0000834	Praq.g_00347	Syab.g_02181
OG0000835	Praq.g_00348	Syab.g_02182
OG0000836	Praq.g_00349	Syab.g_02185
OG0000837	Praq.g_00350	Syab.g_02186
OG0000838	Praq.g_00352	Syab.g_02190
OG0000839	Praq.g_00353	Syab.g_02191
OG0000840	Praq.g_00354	Syab.g_02192
OG0000841	Praq.g_00355	Syab.g_02193
OG0000842	Praq.g_00356	Syab.g_02194
OG0000843	Praq.g_00357	Syab.g_02195
OG0000844	Praq.g_00358	Syab.g_02197
OG0000845	Praq.g_00359	Syab.g_02198
OG0000846	Praq.g_00360	Syab.g_02199
OG0000847	Praq.g_00361	Syab.g_02200
OG0000848	Praq.g_00362	Syab.g_02202
OG0000849	Praq.g_00363	Syab.g_02203
OG0000850	Praq.g_00365	Syab.g_02212
OG0000851	Praq.g_00366	Syab.g_02226
OG0000852	Praq.g_00367	Syab.g_02227
OG0000853	Praq.g_00371	Syab.g_02233
OG0000854	Praq.g_00373	Syab.g_02235
OG0000855	Praq.g_00374	Syab.g_02236
OG0000856	Praq.g_00001	Syab.g_01889
OG0000857	Praq.g_00030	Syab.g_01290
OG0000858	Praq.g_01953	Syab.g_02244
OG0000859	Praq.g_01952	Syab.g_02245
OG0000860	Praq.g_00495	Syab.g_02258
OG0000861	Praq.g_00494	Syab.g_02259
OG0000862	Praq.g_00493	Syab.g_02261
OG0000863	Praq.g_00491	Syab.g_02265
OG0000864	Praq.g_00490	Syab.g_02266
OG0000865	Praq.g_00489	Syab.g_02267
OG0000866	Praq.g_00488	Syab.g_02268
OG0000867	Praq.g_00487	Syab.g_02269
OG0000868	Praq.g_00486	Syab.g_02287
OG0000869	Praq.g_00482	Syab.g_02292
OG0000870	Praq.g_00477	Syab.g_02297
OG0000871	Praq.g_00476	Syab.g_02298
OG0000872	Praq.g_00475	Syab.g_02305
OG0000873	Praq.g_00472	Syab.g_02308
OG0000874	Praq.g_00469	Syab.g_02311
OG0000875	Praq.g_00468	Syab.g_02313
OG0000876	Praq.g_00467	Syab.g_02315
OG0000877	Praq.g_00465	Syab.g_02317
OG0000878	Praq.g_00464	Syab.g_02318
OG0000879	Praq.g_00463	Syab.g_02319
OG0000880	Praq.g_00462	Syab.g_02320
OG0000881	Praq.g_00458	Syab.g_02325
OG0000882	Praq.g_00453	Syab.g_02330
OG0000883	Praq.g_00452	Syab.g_02332
OG0000884	Praq.g_00450	Syab.g_02334
OG0000885	Praq.g_00449	Syab.g_02335
OG0000886	Praq.g_00448	Syab.g_02336
OG0000887	Praq.g_00447	Syab.g_02338
OG0000888	Praq.g_00445	Syab.g_02340
OG0000889	Praq.g_00443	Syab.g_02342
OG0000890	Praq.g_00442	Syab.g_02348
OG0000891	Praq.g_00441	Syab.g_02349
OG0000892	Praq.g_00956	Syab.g_02353
OG0000893	Praq.g_00951	Syab.g_00366
OG0000894	Praq.g_00949	Syab.g_00369
OG0000895	Praq.g_00946	Syab.g_00373
OG0000896	Praq.g_00945	Syab.g_00374
OG0000897	Praq.g_00943	Syab.g_00376
OG0000898	Praq.g_00942	Syab.g_00377
OG0000899	Praq.g_00941	Syab.g_00378
OG0000900	Praq.g_00940	Syab.g_00379
OG0000901	Praq.g_00937	Syab.g_00384
OG0000902	Praq.g_00935	Syab.g_00386
OG0000903	Praq.g_00932	Syab.g_00399
OG0000904	Praq.g_00930	Syab.g_00395
OG0000905	Praq.g_00925	Syab.g_00390
OG0000906	Praq.g_00924	Syab.g_00388
OG0000907	Praq.g_00921	Syab.g_00401
OG0000908	Praq.g_00918	Syab.g_00404
OG0000909	Praq.g_00917	Syab.g_00405
OG0000910	Praq.g_00916	Syab.g_00406
OG0000911	Praq.g_00914	Syab.g_00408
OG0000912	Praq.g_00913	Syab.g_00409
OG0000913	Praq.g_00912	Syab.g_00410
OG0000914	Praq.g_00911	Syab.g_00411
OG0000915	Praq.g_00910	Syab.g_00412
OG0000916	Praq.g_00909	Syab.g_00413
OG0000917	Praq.g_00908	Syab.g_00414
OG0000918	Praq.g_00907	Syab.g_00415
OG0000919	Praq.g_00906	Syab.g_00416
OG0000920	Praq.g_00905	Syab.g_00417
OG0000921	Praq.g_00904	Syab.g_00418
OG0000922	Praq.g_00903	Syab.g_00419
OG0000923	Praq.g_00899	Syab.g_00423
OG0000924	Praq.g_00898	Syab.g_00424
OG0000925	Praq.g_00897	Syab.g_00425
OG0000926	Praq.g_00896	Syab.g_00426
OG0000927	Praq.g_00894	Syab.g_00428
OG0000928	Praq.g_00893	Syab.g_00429
OG0000929	Praq.g_00892	Syab.g_00430
OG0000930	Praq.g_00891	Syab.g_00431
OG0000931	Praq.g_00890	Syab.g_00432
OG0000932	Praq.g_00889	Syab.g_00433
OG0000933	Praq.g_00885	Syab.g_00439
OG0000934	Praq.g_00883	Syab.g_00441
OG0000935	Praq.g_00882	Syab.g_00442
OG0000936	Praq.g_00881	Syab.g_00443
OG0000937	Praq.g_00880	Syab.g_00444
OG0000938	Praq.g_00878	Syab.g_00447
OG0000939	Praq.g_00877	Syab.g_00448
OG0000940	Praq.g_00871	Syab.g_00456
OG0000941	Praq.g_00869	Syab.g_00458
OG0000942	Praq.g_00867	Syab.g_00460
OG0000943	Praq.g_00866	Syab.g_00461
OG0000944	Praq.g_00865	Syab.g_00463
OG0000945	Praq.g_00864	Syab.g_00466
OG0000946	Praq.g_00727	Syab.g_00473
OG0000947	Praq.g_00729	Syab.g_00476
OG0000948	Praq.g_00730	Syab.g_00477
OG0000949	Praq.g_00733	Syab.g_00212
OG0000950	Praq.g_00738	Syab.g_00204
OG0000951	Praq.g_00742	Syab.g_00199
OG0000952	Praq.g_00746	Syab.g_00191
OG0000953	Praq.g_00749	Syab.g_00134
OG0000954	Praq.g_00753	Syab.g_00129
OG0000955	Praq.g_00754	Syab.g_00128
OG0000956	Praq.g_00756	Syab.g_00126
OG0000957	Praq.g_00761	Syab.g_00115
OG0000958	Praq.g_00762	Syab.g_00114
OG0000959	Praq.g_00766	Syab.g_00110
OG0000960	Praq.g_00767	Syab.g_00109
OG0000961	Praq.g_00769	Syab.g_00100
OG0000962	Praq.g_00771	Syab.g_00098
OG0000963	Praq.g_00774	Syab.g_00093
OG0000964	Praq.g_00679	Syab.g_00092
OG0000965	Praq.g_00680	Syab.g_00091
OG0000966	Praq.g_00687	Syab.g_00082
OG0000967	Praq.g_00691	Syab.g_00078
OG0000968	Praq.g_00693	Syab.g_00075
OG0000969	Praq.g_00694	Syab.g_00073
OG0000970	Praq.g_00695	Syab.g_00072
OG0000971	Praq.g_00696	Syab.g_00070
OG0000972	Praq.g_00697	Syab.g_00069
OG0000973	Praq.g_00698	Syab.g_00068
OG0000974	Praq.g_00699	Syab.g_00067
OG0000975	Praq.g_00700	Syab.g_00066
OG0000976	Praq.g_00701	Syab.g_00065
OG0000977	Praq.g_00702	Syab.g_00063
OG0000978	Praq.g_00703	Syab.g_00062
OG0000979	Praq.g_00706	Syab.g_00059
OG0000980	Praq.g_00708	Syab.g_00056
OG0000981	Praq.g_00710	Syab.g_00053
OG0000982	Praq.g_00712	Syab.g_02756
OG0000983	Praq.g_00713	Syab.g_02757
OG0000984	Praq.g_00714	Syab.g_02758
OG0000985	Praq.g_00717	Syab.g_02762
OG0000986	Praq.g_00719	Syab.g_02764
OG0000987	Praq.g_00720	Syab.g_02768
OG0000988	Praq.g_00723	Syab.g_02774
OG0000989	Praq.g_00391	Syab.g_02792
OG0000990	Praq.g_00394	Syab.g_02811
OG0000991	Praq.g_00395	Syab.g_02818
OG0000992	Praq.g_00397	Syab.g_02821
OG0000993	Praq.g_00398	Syab.g_02822
OG0000994	Praq.g_00399	Syab.g_02826
OG0000995	Praq.g_00403	Syab.g_02835
OG0000996	Praq.g_00404	Syab.g_02866
OG0000997	Praq.g_00405	Syab.g_02875
OG0000998	Praq.g_00407	Syab.g_02877
OG0000999	Praq.g_00408	Syab.g_02878
OG0001000	Praq.g_00411	Syab.g_02881
OG0001001	Praq.g_00413	Syab.g_02888
OG0001002	Praq.g_00417	Syab.g_02900
OG0001003	Praq.g_00418	Syab.g_02902
OG0001004	Praq.g_00419	Syab.g_02903
OG0001005	Praq.g_00420	Syab.g_02905
OG0001006	Praq.g_00424	Syab.g_02912
OG0001007	Praq.g_00426	Syab.g_02914
OG0001008	Praq.g_01120	Syab.g_00584
OG0001009	Praq.g_01230	Syab.g_00033
OG0001010	Praq.g_01231	Syab.g_00034
OG0001011	Praq.g_01232	Syab.g_00035
OG0001012	Praq.g_01258	Syab.g_02752
OG0001013	Praq.g_01264	Syab.g_02716
OG0001014	Praq.g_01267	Syab.g_02712
OG0001015	Praq.g_01268	Syab.g_02711
OG0001016	Praq.g_01930	Syab.g_02439
OG0001017	Praq.g_01926	Syab.g_02445
OG0001018	Praq.g_01923	Syab.g_02447
OG0001019	Praq.g_01914	Syab.g_02469
OG0001020	Praq.g_01913	Syab.g_02477
OG0001021	Praq.g_01912	Syab.g_02481
OG0001022	Praq.g_01909	Syab.g_02485
OG0001023	Praq.g_01908	Syab.g_02486
OG0001024	Praq.g_01905	Syab.g_02490
OG0001025	Praq.g_01899	Syab.g_02497
OG0001026	Praq.g_01892	Syab.g_02510
OG0001027	Praq.g_01891	Syab.g_02515
OG0001028	Praq.g_01889	Syab.g_02517
OG0001029	Praq.g_01888	Syab.g_02519
OG0001030	Praq.g_01873	Syab.g_02540
OG0001031	Praq.g_01816	Syab.g_02615
OG0001032	Praq.g_01815	Syab.g_02617
OG0001033	Praq.g_01794	Syab.g_02675
OG0001034	Praq.g_01766	Syab.g_02370
OG0001035	Praq.g_01749	Syab.g_00335
OG0001036	Praq.g_01744	Syab.g_00327
OG0001037	Praq.g_01743	Syab.g_00325
OG0001038	Praq.g_01725	Syab.g_00297
OG0001039	Praq.g_01722	Syab.g_00294
OG0001040	Praq.g_01719	Syab.g_00291
OG0001041	Praq.g_01715	Syab.g_00286
OG0001042	Praq.g_01698	Syab.g_00254
OG0001043	Praq.g_01697	Syab.g_00250
OG0001044	Praq.g_01212	Syab.g_00522
OG0001045	Praq.g_01203	Syab.g_00534
OG0001046	Praq.g_01164	Syab.g_01352
OG0001047	Praq.g_01118	Syab.g_00586
OG0001048	Praq.g_01117	Syab.g_00587
OG0001049	Praq.g_01115	Syab.g_00590
OG0001050	Praq.g_01114	Syab.g_00591
OG0001051	Praq.g_01113	Syab.g_00592
OG0001052	Praq.g_00522	Syab.g_00693
OG0001053	Praq.g_00534	Syab.g_02099
OG0001054	Praq.g_01104	Syab.g_02118
OG0001055	Praq.g_01085	Syab.g_02139
OG0001056	Praq.g_01066	Syab.g_02036
OG0001057	Praq.g_01061	Syab.g_00882
OG0001058	Praq.g_01053	Syab.g_02014
OG0001059	Praq.g_01049	Syab.g_02010
OG0001060	Praq.g_01042	Syab.g_02003
OG0001061	Praq.g_01029	Syab.g_01985
OG0001062	Praq.g_01027	Syab.g_01983
OG0001063	Praq.g_01025	Syab.g_01979
OG0001064	Praq.g_01024	Syab.g_01978
OG0001065	Praq.g_01023	Syab.g_01976
OG0001066	Praq.g_01022	Syab.g_01975
OG0001067	Praq.g_01021	Syab.g_01974
OG0001068	Praq.g_01020	Syab.g_01973
OG0001069	Praq.g_01019	Syab.g_01972
OG0001070	Praq.g_01016	Syab.g_01968
OG0001071	Praq.g_01015	Syab.g_01967
OG0001072	Praq.g_01013	Syab.g_01962
OG0001073	Praq.g_00998	Syab.g_01947
OG0001074	Praq.g_00987	Syab.g_01815
OG0001075	Praq.g_00986	Syab.g_01919
OG0001076	Praq.g_00978	Syab.g_01897
OG0001077	Praq.g_00974	Syab.g_01887
OG0001079	Praq.g_00776	Syab.g_01856
OG0001080	Praq.g_00782	Syab.g_01756
OG0001081	Praq.g_00784	Syab.g_01530
OG0001082	Praq.g_00785	Syab.g_01531
OG0001083	Praq.g_00790	Syab.g_01540
OG0001084	Praq.g_00791	Syab.g_01543
OG0001085	Praq.g_00799	Syab.g_01563
OG0001086	Praq.g_00800	Syab.g_01565
OG0001087	Praq.g_00817	Syab.g_01167
OG0001088	Praq.g_00818	Syab.g_01170
OG0001089	Praq.g_00826	Syab.g_01198
OG0001090	Praq.g_00584	Syab.g_01267
OG0001091	Praq.g_00586	Syab.g_01270
OG0001092	Praq.g_00587	Syab.g_01272
OG0001093	Praq.g_00592	Syab.g_01664
OG0001094	Praq.g_00664	Syab.g_01567
OG0001095	Praq.g_01411	Syab.g_01287
OG0001096	Praq.g_01424	Syab.g_01693
OG0001097	Praq.g_01442	Syab.g_01718
OG0001098	Praq.g_01458	Syab.g_01497
OG0001099	Praq.g_01478	Syab.g_02518
OG0001100	Praq.g_01482	Syab.g_01640
OG0001101	Praq.g_01484	Syab.g_01639
OG0001102	Praq.g_01487	Syab.g_01636
OG0001103	Praq.g_01489	Syab.g_01634
OG0001104	Praq.g_01511	Syab.g_01590
OG0001105	Praq.g_01515	Syab.g_01585
OG0001106	Praq.g_01539	Syab.g_01397
OG0001107	Praq.g_01546	Syab.g_01385
OG0001108	Praq.g_01550	Syab.g_01377
OG0001109	Praq.g_01551	Syab.g_01368
OG0001110	Praq.g_01553	Syab.g_01366
OG0001111	Praq.g_01554	Syab.g_01364
OG0001112	Praq.g_01555	Syab.g_01362
OG0001113	Praq.g_01556	Syab.g_01593
OG0001114	Praq.g_01557	Syab.g_01361
OG0001115	Praq.g_01559	Syab.g_01357
OG0001116	Praq.g_01560	Syab.g_01355
OG0001117	Praq.g_01561	Syab.g_01354
OG0001118	Praq.g_01562	Syab.g_01353
OG0001119	Praq.g_01563	Syab.g_01351
OG0001120	Praq.g_01565	Syab.g_01347
OG0001121	Praq.g_01298	Syab.g_02159
OG0001122	Praq.g_01591	Syab.g_01320
OG0001123	Praq.g_01595	Syab.g_01312
OG0001124	Praq.g_01597	Syab.g_01310
OG0001125	Praq.g_01598	Syab.g_01308
OG0001126	Praq.g_01608	Syab.g_01231
OG0001127	Praq.g_01609	Syab.g_01230
OG0001128	Praq.g_01611	Syab.g_01227
OG0001129	Praq.g_01612	Syab.g_01225
OG0001130	Praq.g_01613	Syab.g_01224
OG0001131	Praq.g_01649	Syab.g_01609
OG0001132	Praq.g_01658	Syab.g_01790
OG0001133	Praq.g_01287	Syab.g_01895
OG0001134	Praq.g_01300	Syab.g_01748
OG0001135	Praq.g_01303	Syab.g_01747
OG0001136	Praq.g_01330	Syab.g_00966
OG0001137	Praq.g_01341	Syab.g_00990
OG0001138	Praq.g_01359	Syab.g_01023
OG0001139	Praq.g_01360	Syab.g_01025
OG0001140	Praq.g_01361	Syab.g_01026, Syab.g_00642
OG0001141	Praq.g_01362	Syab.g_01027
OG0001142	Praq.g_01363	Syab.g_01028
OG0001143	Praq.g_01370	Syab.g_01037
OG0001144	Praq.g_01375	Syab.g_01052
OG0001145	Praq.g_00125	Syab.g_00928
OG0001146	Praq.g_00137	Syab.g_00907
OG0001147	Praq.g_00161	Syab.g_00716
OG0001148	Praq.g_00179	Syab.g_02085
OG0001149	Praq.g_00180	Syab.g_02084
OG0001150	Praq.g_00181	Syab.g_02083
OG0001151	Praq.g_00192	Syab.g_02070
OG0001152	Praq.g_00193	Syab.g_02069
OG0001153	Praq.g_00326	Syab.g_00731
OG0001154	Praq.g_00327	Syab.g_00730
OG0001155	Praq.g_00339	Syab.g_02171
OG0001156	Praq.g_00342	Syab.g_02174
OG0001157	Praq.g_00343	Syab.g_02175
OG0001158	Praq.g_00344	Syab.g_02176
OG0001159	Praq.g_00345	Syab.g_02177
OG0001160	Praq.g_00369	Syab.g_02231
OG0001161	Praq.g_00382	Syab.g_02797
OG0001162	Praq.g_00005	Syab.g_00893
OG0001165	Praq.g_00498	Syab.g_02252
