Orthogroup	Syap	Prbh
OG0000565	Syap.g_00296	Prbh.g_00269
OG0000566	Syap.g_00291	Prbh.g_00265
OG0000567	Syap.g_01297	Prbh.g_00261
OG0000568	Syap.g_01302	Prbh.g_00260
OG0000569	Syap.g_01303	Prbh.g_00259
OG0000570	Syap.g_01304	Prbh.g_00258
OG0000571	Syap.g_01307	Prbh.g_00256
OG0000573	Syap.g_00765	Prbh.g_00238
OG0000574	Syap.g_00759	Prbh.g_00237
OG0000575	Syap.g_00445	Prbh.g_00233
OG0000576	Syap.g_00450	Prbh.g_00231
OG0000577	Syap.g_00451	Prbh.g_00230
OG0000578	Syap.g_00452	Prbh.g_00229
OG0000579	Syap.g_00453	Prbh.g_00228
OG0000580	Syap.g_00454	Prbh.g_00227
OG0000581	Syap.g_01521	Prbh.g_00224
OG0000582	Syap.g_01533	Prbh.g_00221
OG0000583	Syap.g_01532	Prbh.g_00220
OG0000584	Syap.g_01530	Prbh.g_00219
OG0000585	Syap.g_01526	Prbh.g_00217
OG0000586	Syap.g_01525	Prbh.g_00216
OG0000587	Syap.g_01523	Prbh.g_00215
OG0000588	Syap.g_00776	Prbh.g_01465
OG0000589	Syap.g_00941	Prbh.g_01462
OG0000590	Syap.g_00940	Prbh.g_01461
OG0000591	Syap.g_01289	Prbh.g_01457
OG0000592	Syap.g_01288	Prbh.g_01456
OG0000593	Syap.g_00890	Prbh.g_01221
OG0000594	Syap.g_00891	Prbh.g_01220
OG0000595	Syap.g_00892	Prbh.g_01219
OG0000596	Syap.g_00898	Prbh.g_01216
OG0000597	Syap.g_00903	Prbh.g_01213
OG0000598	Syap.g_00904	Prbh.g_01212
OG0000599	Syap.g_00908	Prbh.g_01209
OG0000600	Syap.g_00909	Prbh.g_01208
OG0000601	Syap.g_00910	Prbh.g_01207
OG0000602	Syap.g_00640	Prbh.g_01205
OG0000603	Syap.g_00641	Prbh.g_01204
OG0000604	Syap.g_02769	Prbh.g_01203
OG0000605	Syap.g_02501, Syap.g_02771	Prbh.g_01202
OG0000606	Syap.g_02506	Prbh.g_01199
OG0000607	Syap.g_00093	Prbh.g_01196
OG0000608	Syap.g_00094	Prbh.g_01195
OG0000609	Syap.g_00096	Prbh.g_01194
OG0000610	Syap.g_01963	Prbh.g_01188
OG0000611	Syap.g_01958	Prbh.g_01185
OG0000612	Syap.g_01957	Prbh.g_01184
OG0000613	Syap.g_02480	Prbh.g_00907
OG0000615	Syap.g_00154	Prbh.g_00939
OG0000616	Syap.g_00127	Prbh.g_01487
OG0000617	Syap.g_00513	Prbh.g_01167
OG0000618	Syap.g_00514	Prbh.g_01166
OG0000619	Syap.g_00515	Prbh.g_01165
OG0000620	Syap.g_00520	Prbh.g_01162
OG0000621	Syap.g_00521	Prbh.g_01161
OG0000622	Syap.g_00523	Prbh.g_01160
OG0000623	Syap.g_00526	Prbh.g_01159
OG0000624	Syap.g_00527	Prbh.g_01157
OG0000625	Syap.g_00528	Prbh.g_01156
OG0000626	Syap.g_00529	Prbh.g_01155
OG0000627	Syap.g_00848	Prbh.g_01154
OG0000628	Syap.g_00850	Prbh.g_01153
OG0000629	Syap.g_02334	Prbh.g_01151
OG0000630	Syap.g_02793	Prbh.g_01148
OG0000631	Syap.g_01724	Prbh.g_01056
OG0000632	Syap.g_01725	Prbh.g_01057
OG0000633	Syap.g_01726	Prbh.g_01058
OG0000634	Syap.g_00190	Prbh.g_00949
OG0000635	Syap.g_00191	Prbh.g_00950
OG0000636	Syap.g_00193	Prbh.g_00952
OG0000637	Syap.g_00195	Prbh.g_00954
OG0000638	Syap.g_00196	Prbh.g_00955
OG0000639	Syap.g_00197	Prbh.g_00956
OG0000640	Syap.g_00198	Prbh.g_00957
OG0000641	Syap.g_00203	Prbh.g_00961
OG0000642	Syap.g_02732	Prbh.g_00962
OG0000643	Syap.g_02731	Prbh.g_00963
OG0000644	Syap.g_02730	Prbh.g_00964
OG0000645	Syap.g_02726	Prbh.g_00965
OG0000646	Syap.g_02723	Prbh.g_00967
OG0000647	Syap.g_02721	Prbh.g_00969
OG0000648	Syap.g_02719	Prbh.g_00971
OG0000649	Syap.g_02718	Prbh.g_00972
OG0000650	Syap.g_02717	Prbh.g_00973
OG0000651	Syap.g_02716	Prbh.g_00974
OG0000652	Syap.g_02715	Prbh.g_00975
OG0000653	Syap.g_02713	Prbh.g_00977
OG0000654	Syap.g_02711	Prbh.g_00978
OG0000655	Syap.g_02710	Prbh.g_00979
OG0000656	Syap.g_02706	Prbh.g_00982
OG0000657	Syap.g_01845	Prbh.g_00989
OG0000658	Syap.g_01841	Prbh.g_00991
OG0000659	Syap.g_01840	Prbh.g_00992
OG0000660	Syap.g_01835	Prbh.g_00996
OG0000662	Syap.g_00823	Prbh.g_01001
OG0000663	Syap.g_00826	Prbh.g_01003
OG0000664	Syap.g_00828	Prbh.g_01004
OG0000665	Syap.g_02331	Prbh.g_01010
OG0000666	Syap.g_01573	Prbh.g_01011
OG0000667	Syap.g_01979	Prbh.g_01015
OG0000668	Syap.g_02765	Prbh.g_00857
OG0000669	Syap.g_02371	Prbh.g_00868
OG0000670	Syap.g_02368	Prbh.g_00871
OG0000671	Syap.g_01260	Prbh.g_00873
OG0000672	Syap.g_01257	Prbh.g_00876
OG0000673	Syap.g_01253	Prbh.g_00879
OG0000674	Syap.g_01251	Prbh.g_00881
OG0000675	Syap.g_01250	Prbh.g_00882
OG0000676	Syap.g_01248	Prbh.g_00884
OG0000677	Syap.g_01246	Prbh.g_00885
OG0000678	Syap.g_01239	Prbh.g_00887
OG0000679	Syap.g_00157	Prbh.g_00891
OG0000680	Syap.g_00158	Prbh.g_00892
OG0000681	Syap.g_00163	Prbh.g_00895
OG0000682	Syap.g_00165	Prbh.g_00896
OG0000683	Syap.g_00166	Prbh.g_00897
OG0000684	Syap.g_00169	Prbh.g_00898
OG0000685	Syap.g_00172	Prbh.g_00900
OG0000686	Syap.g_00173	Prbh.g_00901
OG0000687	Syap.g_00174	Prbh.g_00902
OG0000688	Syap.g_00178	Prbh.g_01179
OG0000689	Syap.g_00180	Prbh.g_01178
OG0000690	Syap.g_00181	Prbh.g_01177
OG0000691	Syap.g_00182	Prbh.g_01176
OG0000692	Syap.g_00184	Prbh.g_01174
OG0000693	Syap.g_00185	Prbh.g_01173
OG0000694	Syap.g_00186	Prbh.g_01172
OG0000695	Syap.g_01729	Prbh.g_01060
OG0000696	Syap.g_01730	Prbh.g_01061
OG0000697	Syap.g_01734	Prbh.g_01062
OG0000698	Syap.g_01737	Prbh.g_01065
OG0000699	Syap.g_01738	Prbh.g_01066
OG0000700	Syap.g_01739	Prbh.g_01067
OG0000701	Syap.g_01740	Prbh.g_01068
OG0000702	Syap.g_01747	Prbh.g_01070
OG0000703	Syap.g_01750	Prbh.g_01071
OG0000704	Syap.g_01753	Prbh.g_01073
OG0000705	Syap.g_02022	Prbh.g_01079
OG0000706	Syap.g_02020	Prbh.g_01080
OG0000707	Syap.g_02019	Prbh.g_01081
OG0000708	Syap.g_02016	Prbh.g_01083
OG0000709	Syap.g_00121	Prbh.g_01087
OG0000711	Syap.g_02686	Prbh.g_01106
OG0000712	Syap.g_02688	Prbh.g_01107
OG0000713	Syap.g_02689	Prbh.g_01108
OG0000714	Syap.g_02691	Prbh.g_01109
OG0000715	Syap.g_02693	Prbh.g_01111
OG0000716	Syap.g_02696	Prbh.g_01113
OG0000717	Syap.g_02697	Prbh.g_01114
OG0000718	Syap.g_02701	Prbh.g_01116
OG0000719	Syap.g_02767	Prbh.g_01118
OG0000720	Syap.g_02780	Prbh.g_01129
OG0000721	Syap.g_02782	Prbh.g_01133
OG0000722	Syap.g_02783	Prbh.g_01134
OG0000723	Syap.g_00532	Prbh.g_01138
OG0000725	Syap.g_01559	Prbh.g_01030
OG0000726	Syap.g_01560	Prbh.g_01029
OG0000727	Syap.g_01561	Prbh.g_01028
OG0000728	Syap.g_01564	Prbh.g_01026
OG0000729	Syap.g_01122	Prbh.g_01351
OG0000730	Syap.g_00572	Prbh.g_01325
OG0000731	Syap.g_00560	Prbh.g_00432
OG0000733	Syap.g_01971	Prbh.g_01867
OG0000734	Syap.g_02628	Prbh.g_01299
OG0000735	Syap.g_00244	Prbh.g_01297
OG0000736	Syap.g_00243	Prbh.g_01296
OG0000737	Syap.g_00242	Prbh.g_01295
OG0000738	Syap.g_00236	Prbh.g_01291
OG0000739	Syap.g_00235	Prbh.g_01290
OG0000740	Syap.g_00234	Prbh.g_01289
OG0000741	Syap.g_00231	Prbh.g_01287
OG0000742	Syap.g_00229	Prbh.g_01284
OG0000743	Syap.g_00226	Prbh.g_01282
OG0000744	Syap.g_00225	Prbh.g_01280
OG0000745	Syap.g_00222	Prbh.g_01279
OG0000746	Syap.g_00220	Prbh.g_01277
OG0000747	Syap.g_00219	Prbh.g_01276
OG0000748	Syap.g_00212	Prbh.g_01272
OG0000749	Syap.g_00211	Prbh.g_01271
OG0000750	Syap.g_00210	Prbh.g_01270
OG0000751	Syap.g_00205	Prbh.g_01267
OG0000752	Syap.g_01793	Prbh.g_01265
OG0000753	Syap.g_02775	Prbh.g_01262
OG0000754	Syap.g_01883	Prbh.g_01260
OG0000755	Syap.g_01893	Prbh.g_01254
OG0000757	Syap.g_00427	Prbh.g_01246
OG0000758	Syap.g_00428	Prbh.g_01245
OG0000759	Syap.g_00429	Prbh.g_01244
OG0000760	Syap.g_00430	Prbh.g_01243
OG0000761	Syap.g_00431	Prbh.g_01242
OG0000762	Syap.g_00434	Prbh.g_01241
OG0000763	Syap.g_02624	Prbh.g_01239
OG0000764	Syap.g_02623	Prbh.g_01238
OG0000765	Syap.g_02440	Prbh.g_01230
OG0000766	Syap.g_02439	Prbh.g_01229
OG0000767	Syap.g_02437	Prbh.g_01227
OG0000768	Syap.g_02436	Prbh.g_01226
OG0000769	Syap.g_02434	Prbh.g_01224
OG0000770	Syap.g_02431	Prbh.g_01451
OG0000772	Syap.g_02295	Prbh.g_01845
OG0000773	Syap.g_00885	Prbh.g_01364
OG0000774	Syap.g_01473	Prbh.g_01366
OG0000775	Syap.g_01475	Prbh.g_01368
OG0000776	Syap.g_01476	Prbh.g_01369
OG0000777	Syap.g_01478	Prbh.g_01370
OG0000778	Syap.g_01479	Prbh.g_01371
OG0000779	Syap.g_01494	Prbh.g_01375
OG0000780	Syap.g_01496	Prbh.g_01376
OG0000781	Syap.g_02609	Prbh.g_01379
OG0000782	Syap.g_02611	Prbh.g_01380
OG0000783	Syap.g_02612	Prbh.g_01381
OG0000784	Syap.g_02613	Prbh.g_01382
OG0000785	Syap.g_02281	Prbh.g_01384
OG0000786	Syap.g_02287	Prbh.g_01387
OG0000787	Syap.g_02288	Prbh.g_01388
OG0000788	Syap.g_01932	Prbh.g_00206
OG0000789	Syap.g_00372	Prbh.g_00196
OG0000791	Syap.g_02520	Prbh.g_00016
OG0000792	Syap.g_02519	Prbh.g_00017
OG0000793	Syap.g_02141	Prbh.g_00021
OG0000794	Syap.g_02200	Prbh.g_00022
OG0000795	Syap.g_02199	Prbh.g_00023
OG0000796	Syap.g_02448	Prbh.g_00027
OG0000797	Syap.g_02449	Prbh.g_00028
OG0000798	Syap.g_01363	Prbh.g_00033
OG0000798	Syap.g_01269	Prbh.g_00062
OG0000799	Syap.g_02488	Prbh.g_00079
OG0000800	Syap.g_02487	Prbh.g_00080
OG0000801	Syap.g_02486	Prbh.g_00081
OG0000802	Syap.g_02659	Prbh.g_00083
OG0000803	Syap.g_02109	Prbh.g_00085
OG0000804	Syap.g_02113	Prbh.g_00086
OG0000805	Syap.g_02115	Prbh.g_00088
OG0000806	Syap.g_02117	Prbh.g_00090
OG0000807	Syap.g_02118	Prbh.g_00091
OG0000808	Syap.g_02119	Prbh.g_00092
OG0000809	Syap.g_02122	Prbh.g_00094
OG0000810	Syap.g_02124	Prbh.g_00095
OG0000811	Syap.g_02472	Prbh.g_00102
OG0000812	Syap.g_02474	Prbh.g_00104
OG0000813	Syap.g_02475	Prbh.g_00105
OG0000814	Syap.g_02753	Prbh.g_00107
OG0000815	Syap.g_02752	Prbh.g_00108
OG0000816	Syap.g_02289	Prbh.g_00110
OG0000817	Syap.g_02527	Prbh.g_00111
OG0000818	Syap.g_02001	Prbh.g_00116
OG0000819	Syap.g_02002	Prbh.g_00117
OG0000820	Syap.g_02003	Prbh.g_00118
OG0000821	Syap.g_02009	Prbh.g_00122
OG0000822	Syap.g_02011	Prbh.g_00123
OG0000824	Syap.g_00008	Prbh.g_00127
OG0000825	Syap.g_00009	Prbh.g_00128
OG0000826	Syap.g_00010	Prbh.g_00129
OG0000827	Syap.g_00011	Prbh.g_00130
OG0000828	Syap.g_00014	Prbh.g_00133
OG0000829	Syap.g_00015	Prbh.g_00134
OG0000830	Syap.g_00016	Prbh.g_00135
OG0000831	Syap.g_00019	Prbh.g_00137
OG0000832	Syap.g_00752	Prbh.g_00147
OG0000833	Syap.g_00021	Prbh.g_00156
OG0000834	Syap.g_00023	Prbh.g_00157
OG0000835	Syap.g_00024	Prbh.g_00158
OG0000836	Syap.g_00026	Prbh.g_00159
OG0000837	Syap.g_00027	Prbh.g_00160
OG0000838	Syap.g_00031	Prbh.g_00163
OG0000839	Syap.g_00032	Prbh.g_00164
OG0000840	Syap.g_00033	Prbh.g_00165
OG0000841	Syap.g_00034	Prbh.g_00166
OG0000842	Syap.g_00035	Prbh.g_00167
OG0000843	Syap.g_00036	Prbh.g_00168
OG0000844	Syap.g_00039	Prbh.g_00169
OG0000845	Syap.g_00040	Prbh.g_00170
OG0000846	Syap.g_00042	Prbh.g_00171
OG0000847	Syap.g_00043	Prbh.g_00172
OG0000848	Syap.g_00045	Prbh.g_00173
OG0000849	Syap.g_00046	Prbh.g_00174
OG0000850	Syap.g_00310	Prbh.g_00176
OG0000851	Syap.g_01214	Prbh.g_00177
OG0000852	Syap.g_01215	Prbh.g_00178
OG0000853	Syap.g_01219	Prbh.g_00183
OG0000854	Syap.g_01222	Prbh.g_00185
OG0000855	Syap.g_01223	Prbh.g_00186
OG0000856	Syap.g_01286	Prbh.g_01454
OG0000857	Syap.g_02722	Prbh.g_00968
OG0000858	Syap.g_00612	Prbh.g_01789
OG0000859	Syap.g_00613	Prbh.g_01788
OG0000860	Syap.g_00623	Prbh.g_01780
OG0000861	Syap.g_02789	Prbh.g_01779
OG0000862	Syap.g_01789	Prbh.g_01778
OG0000863	Syap.g_01784	Prbh.g_01776
OG0000864	Syap.g_01783	Prbh.g_01775
OG0000865	Syap.g_01781, Syap.g_01782	Prbh.g_01774
OG0000866	Syap.g_01780	Prbh.g_01773
OG0000867	Syap.g_01779	Prbh.g_01772
OG0000868	Syap.g_01775	Prbh.g_01770
OG0000869	Syap.g_01770	Prbh.g_01767
OG0000870	Syap.g_01401	Prbh.g_01762
OG0000871	Syap.g_01400	Prbh.g_01761
OG0000872	Syap.g_01394	Prbh.g_01760
OG0000873	Syap.g_01390	Prbh.g_01757
OG0000874	Syap.g_01388	Prbh.g_01754
OG0000875	Syap.g_01386	Prbh.g_01752
OG0000876	Syap.g_00822	Prbh.g_01751
OG0000877	Syap.g_01380	Prbh.g_01749
OG0000878	Syap.g_01378	Prbh.g_01748
OG0000879	Syap.g_01377	Prbh.g_01747
OG0000880	Syap.g_01376	Prbh.g_01746
OG0000882	Syap.g_01516	Prbh.g_01737
OG0000883	Syap.g_01511	Prbh.g_01735
OG0000884	Syap.g_01509	Prbh.g_01733
OG0000885	Syap.g_01508	Prbh.g_01732
OG0000886	Syap.g_01507	Prbh.g_01731
OG0000887	Syap.g_01506	Prbh.g_01730
OG0000888	Syap.g_01504	Prbh.g_01728
OG0000889	Syap.g_01502	Prbh.g_01726
OG0000890	Syap.g_01499	Prbh.g_01725
OG0000891	Syap.g_01498	Prbh.g_01724
OG0000892	Syap.g_02671	Prbh.g_01723
OG0000893	Syap.g_02497	Prbh.g_01719
OG0000894	Syap.g_02679	Prbh.g_01716
OG0000895	Syap.g_00546	Prbh.g_01712
OG0000896	Syap.g_00545	Prbh.g_01711
OG0000897	Syap.g_00543	Prbh.g_01709
OG0000898	Syap.g_00542	Prbh.g_01708
OG0000899	Syap.g_00541	Prbh.g_01707
OG0000900	Syap.g_00540	Prbh.g_01706
OG0000901	Syap.g_01930	Prbh.g_01703
OG0000902	Syap.g_01929	Prbh.g_01701
OG0000903	Syap.g_01916	Prbh.g_01697
OG0000904	Syap.g_01922	Prbh.g_01692
OG0000905	Syap.g_01925	Prbh.g_01699
OG0000906	Syap.g_01927	Prbh.g_01700
OG0000907	Syap.g_01914	Prbh.g_01687
OG0000908	Syap.g_01235	Prbh.g_01684
OG0000909	Syap.g_01236	Prbh.g_01683
OG0000910	Syap.g_01237	Prbh.g_01682
OG0000911	Syap.g_00511	Prbh.g_01680
OG0000912	Syap.g_00510	Prbh.g_01679
OG0000913	Syap.g_00509	Prbh.g_01678
OG0000914	Syap.g_00508	Prbh.g_01677
OG0000915	Syap.g_00506	Prbh.g_01676
OG0000916	Syap.g_00505	Prbh.g_01675
OG0000917	Syap.g_00504	Prbh.g_01674
OG0000918	Syap.g_00503	Prbh.g_01673
OG0000919	Syap.g_00502	Prbh.g_01672
OG0000920	Syap.g_00501	Prbh.g_01671
OG0000921	Syap.g_00500	Prbh.g_01670
OG0000922	Syap.g_00499	Prbh.g_01669
OG0000923	Syap.g_00495	Prbh.g_01665
OG0000924	Syap.g_00494	Prbh.g_01664
OG0000925	Syap.g_00493	Prbh.g_01663
OG0000926	Syap.g_00492	Prbh.g_01662
OG0000927	Syap.g_00490	Prbh.g_01660
OG0000928	Syap.g_00489	Prbh.g_01659
OG0000929	Syap.g_00488	Prbh.g_01658
OG0000930	Syap.g_00487	Prbh.g_01657
OG0000931	Syap.g_00486	Prbh.g_01656
OG0000932	Syap.g_00485	Prbh.g_01655
OG0000933	Syap.g_00479	Prbh.g_01651
OG0000934	Syap.g_00477	Prbh.g_01649
OG0000935	Syap.g_00476	Prbh.g_01648
OG0000936	Syap.g_00475	Prbh.g_01647
OG0000937	Syap.g_00474	Prbh.g_01646
OG0000938	Syap.g_00471	Prbh.g_01643
OG0000939	Syap.g_00469	Prbh.g_01642
OG0000940	Syap.g_00460	Prbh.g_01635
OG0000941	Syap.g_00458	Prbh.g_01633
OG0000942	Syap.g_00606	Prbh.g_01631
OG0000943	Syap.g_00604	Prbh.g_01630
OG0000944	Syap.g_00602	Prbh.g_01628
OG0000945	Syap.g_00601	Prbh.g_01627
OG0000946	Syap.g_00595	Prbh.g_01621
OG0000947	Syap.g_00591	Prbh.g_01619
OG0000948	Syap.g_00590	Prbh.g_01618
OG0000949	Syap.g_01051	Prbh.g_01615
OG0000950	Syap.g_01061	Prbh.g_01608
OG0000951	Syap.g_01070	Prbh.g_01604
OG0000952	Syap.g_01074	Prbh.g_01600
OG0000953	Syap.g_01078	Prbh.g_01596
OG0000954	Syap.g_01089	Prbh.g_01592
OG0000955	Syap.g_01090	Prbh.g_01591
OG0000956	Syap.g_01092	Prbh.g_01589
OG0000957	Syap.g_01109	Prbh.g_01583
OG0000958	Syap.g_01110	Prbh.g_01582
OG0000959	Syap.g_01114	Prbh.g_01578
OG0000960	Syap.g_01115	Prbh.g_01577
OG0000961	Syap.g_02170	Prbh.g_01574
OG0000962	Syap.g_01121	Prbh.g_01572
OG0000963	Syap.g_01124	Prbh.g_01568
OG0000964	Syap.g_01125	Prbh.g_01567
OG0000965	Syap.g_01126	Prbh.g_01566
OG0000966	Syap.g_01141	Prbh.g_01560
OG0000967	Syap.g_00633	Prbh.g_01556
OG0000968	Syap.g_00998	Prbh.g_01554
OG0000969	Syap.g_00996	Prbh.g_01553
OG0000970	Syap.g_00995	Prbh.g_01552
OG0000971	Syap.g_00993	Prbh.g_01551
OG0000972	Syap.g_00992	Prbh.g_01550
OG0000973	Syap.g_00991	Prbh.g_01549
OG0000974	Syap.g_00990	Prbh.g_01548
OG0000975	Syap.g_00989	Prbh.g_01547
OG0000976	Syap.g_00988	Prbh.g_01546
OG0000977	Syap.g_00986	Prbh.g_01545
OG0000978	Syap.g_00985	Prbh.g_01544
OG0000979	Syap.g_00980	Prbh.g_01541
OG0000980	Syap.g_00977	Prbh.g_01539
OG0000981	Syap.g_01812	Prbh.g_01536
OG0000982	Syap.g_00132	Prbh.g_01534
OG0000983	Syap.g_00134	Prbh.g_01533
OG0000984	Syap.g_00135	Prbh.g_01532
OG0000985	Syap.g_00140	Prbh.g_01529
OG0000986	Syap.g_01044	Prbh.g_01527
OG0000987	Syap.g_01033	Prbh.g_01526
OG0000988	Syap.g_01027	Prbh.g_01523
OG0000989	Syap.g_01011	Prbh.g_01519
OG0000990	Syap.g_02087	Prbh.g_01514
OG0000991	Syap.g_02091	Prbh.g_01513
OG0000992	Syap.g_02095	Prbh.g_01510
OG0000993	Syap.g_02097	Prbh.g_01509
OG0000994	Syap.g_02101	Prbh.g_01508
OG0000996	Syap.g_01817	Prbh.g_01503
OG0000997	Syap.g_02590	Prbh.g_01501
OG0000998	Syap.g_02591	Prbh.g_01499
OG0000999	Syap.g_02592	Prbh.g_01498
OG0001001	Syap.g_02605	Prbh.g_01490
OG0001002	Syap.g_00124	Prbh.g_01485
OG0001003	Syap.g_02310	Prbh.g_01484
OG0001004	Syap.g_02311	Prbh.g_01483
OG0001005	Syap.g_02312	Prbh.g_01482
OG0001006	Syap.g_00053	Prbh.g_01478
OG0001007	Syap.g_00055	Prbh.g_01476
OG0001008	Syap.g_02060	Prbh.g_00395
OG0001012	Syap.g_00371	Prbh.g_00739
OG0001013	Syap.g_01325	Prbh.g_00732
OG0001016	Syap.g_01695	Prbh.g_00709
OG0001033	Syap.g_00105	Prbh.g_00574
OG0001035	Syap.g_01594	Prbh.g_00524
OG0001038	Syap.g_01362	Prbh.g_00501
OG0001039	Syap.g_01359	Prbh.g_00498
OG0001040	Syap.g_01356	Prbh.g_00496
OG0001041	Syap.g_01352	Prbh.g_00491
OG0001043	Syap.g_01676	Prbh.g_00473
OG0001044	Syap.g_00571	Prbh.g_00440
OG0001053	Syap.g_02253	Prbh.g_00348
OG0001054	Syap.g_00274	Prbh.g_00333
OG0001055	Syap.g_00252	Prbh.g_00313
OG0001059	Syap.g_00306	Prbh.g_00277
OG0001060	Syap.g_00299	Prbh.g_00270
OG0001061	Syap.g_01309	Prbh.g_00255
OG0001062	Syap.g_01314	Prbh.g_00253
OG0001072	Syap.g_00441	Prbh.g_00240
OG0001073	Syap.g_00122, Syap.g_00455	Prbh.g_00226
OG0001078	Syap.g_00896	Prbh.g_01217
OG0001080	Syap.g_02505	Prbh.g_01200
OG0001085	Syap.g_01953	Prbh.g_00904
OG0001094	Syap.g_00187	Prbh.g_01171
OG0001095	Syap.g_02725	Prbh.g_00966
OG0001096	Syap.g_02709	Prbh.g_00980
OG0001100	Syap.g_02369	Prbh.g_00870
OG0001102	Syap.g_01258	Prbh.g_00875
OG0001103	Syap.g_01256	Prbh.g_00877
OG0001104	Syap.g_00171	Prbh.g_00899
OG0001105	Syap.g_00175	Prbh.g_00903
OG0001107	Syap.g_02015	Prbh.g_01084
OG0001108	Syap.g_00119	Prbh.g_01088
OG0001122	Syap.g_02766	Prbh.g_01119
OG0001123	Syap.g_01872	Prbh.g_01124
OG0001133	Syap.g_01292	Prbh.g_00008
OG0001136	Syap.g_00230	Prbh.g_01286
OG0001137	Syap.g_00213	Prbh.g_01273
OG0001140	Syap.g_02134	Prbh.g_01249
OG0001152	Syap.g_02447	Prbh.g_00026
OG0001154	Syap.g_00013	Prbh.g_00132
OG0001155	Syap.g_00750	Prbh.g_00149
OG0001160	Syap.g_01217	Prbh.g_00181
OG0001162	Syap.g_02366	Prbh.g_01824
OG0001163	Syap.g_00609	Prbh.g_01790
OG0001164	Syap.g_00614	Prbh.g_01787
OG0001165	Syap.g_00619	Prbh.g_01784
OG0001168	Syap.g_01372	Prbh.g_01743
OG0001171	Syap.g_01505	Prbh.g_01729
OG0001172	Syap.g_00547	Prbh.g_01714
OG0001177	Syap.g_01920	Prbh.g_01694
OG0001178	Syap.g_01786, Syap.g_01787	Prbh.g_01777
OG0001179	Syap.g_00491	Prbh.g_01661
OG0001180	Syap.g_00097, Syap.g_00465	Prbh.g_01638
OG0001181	Syap.g_00459	Prbh.g_01634
OG0001183	Syap.g_00594	Prbh.g_01620
OG0001185	Syap.g_01104	Prbh.g_01586
OG0001186	Syap.g_01140	Prbh.g_01562
OG0001187	Syap.g_01142	Prbh.g_01559
OG0001188	Syap.g_00634	Prbh.g_01557
OG0001189	Syap.g_00979	Prbh.g_01540
OG0001191	Syap.g_01030	Prbh.g_01525
OG0001192	Syap.g_01021	Prbh.g_01520
OG0001197	Syap.g_00126	Prbh.g_01486
OG0001198	Syap.g_00052	Prbh.g_01479
OG0001199	Syap.g_01696	Prbh.g_00708
OG0001200	Syap.g_01698	Prbh.g_00706
OG0001202	Syap.g_01613	Prbh.g_00583
OG0001203	Syap.g_01154	Prbh.g_00542
OG0001204	Syap.g_01577	Prbh.g_00536
OG0001217	Syap.g_01464	Prbh.g_01875
OG0001218	Syap.g_00020	Prbh.g_01339
OG0001219	Syap.g_02794	Prbh.g_01054
OG0001221	Syap.g_01777	Prbh.g_00889
OG0001222	Syap.g_02027	Prbh.g_01131
OG0001224	Syap.g_01551	Prbh.g_01035
OG0001225	Syap.g_01553	Prbh.g_01033
OG0001226	Syap.g_02551	Prbh.g_01444
OG0001228	Syap.g_01063	Prbh.g_01232
OG0001229	Syap.g_00827	Prbh.g_01872
OG0001230	Syap.g_02116	Prbh.g_00089
OG0001231	Syap.g_00073	Prbh.g_00410
OG0001232	Syap.g_01393	Prbh.g_01759
OG0001235	Syap.g_01924	Prbh.g_01698
OG0001236	Syap.g_01069	Prbh.g_01605
OG0001237	Syap.g_01073	Prbh.g_01601
OG0001238	Syap.g_01028	Prbh.g_01524
OG0001239	Syap.g_01693, Syap.g_01692	Prbh.g_00711
OG0001242	Syap.g_02227, Syap.g_02229	Prbh.g_00662
OG0001243	Syap.g_02219	Prbh.g_00655
OG0001244	Syap.g_02192	Prbh.g_00640
OG0001246	Syap.g_00267	Prbh.g_00824
OG0001248	Syap.g_00423	Prbh.g_00920
OG0001249	Syap.g_00575	Prbh.g_00442
OG0001250	Syap.g_01836	Prbh.g_00995
OG0001251	Syap.g_01549, Syap.g_01727	Prbh.g_00858
OG0001253	Syap.g_01969	Prbh.g_01442
OG0001255	Syap.g_02523	Prbh.g_01300
OG0001256	Syap.g_01225	Prbh.g_00188
OG0001258	Syap.g_00617	Prbh.g_01786
OG0001261	Syap.g_00482	Prbh.g_01653
OG0001262	Syap.g_00981	Prbh.g_01542
OG0001263	Syap.g_02216	Prbh.g_00653
OG0001265	Syap.g_02231	Prbh.g_00663
OG0001266	Syap.g_01618	Prbh.g_00579
OG0001267	Syap.g_01360	Prbh.g_00499
OG0001268	Syap.g_00563	Prbh.g_00433
OG0001270	Syap.g_02056	Prbh.g_00398
OG0001271	Syap.g_02759	Prbh.g_00359
OG0001272	Syap.g_02250	Prbh.g_00345
OG0001274	Syap.g_01897	Prbh.g_00556
OG0001275	Syap.g_02694	Prbh.g_01112
OG0001276	Syap.g_01873	Prbh.g_01123
OG0001278	Syap.g_02438	Prbh.g_01228
OG0001279	Syap.g_02663	Prbh.g_01396
OG0001282	Syap.g_01701	Prbh.g_00010
OG0001284	Syap.g_00047	Prbh.g_00175
OG0001286	Syap.g_00467	Prbh.g_01640
OG0001287	Syap.g_00418	Prbh.g_01579
OG0001288	Syap.g_01123	Prbh.g_01569
OG0001289	Syap.g_02365	Prbh.g_00696
OG0001291	Syap.g_02207	Prbh.g_00645
OG0001292	Syap.g_01583	Prbh.g_00531
OG0001297	Syap.g_00255	Prbh.g_00316
