Orthogroup	Syap	Prbj
OG0000568	Syap.g_01302	Prbj.g_01885
OG0000569	Syap.g_01303	Prbj.g_01807
OG0000570	Syap.g_01304	Prbj.g_01806
OG0000571	Syap.g_01307	Prbj.g_01803
OG0000573	Syap.g_00765	Prbj.g_01780
OG0000574	Syap.g_00759	Prbj.g_01779
OG0000575	Syap.g_00445	Prbj.g_01770
OG0000576	Syap.g_00450	Prbj.g_01768
OG0000577	Syap.g_00451	Prbj.g_01767
OG0000578	Syap.g_00452	Prbj.g_01766
OG0000579	Syap.g_00453	Prbj.g_01765
OG0000580	Syap.g_00454	Prbj.g_01764
OG0000581	Syap.g_01521	Prbj.g_01760
OG0000582	Syap.g_01533	Prbj.g_01756
OG0000583	Syap.g_01532	Prbj.g_01755
OG0000584	Syap.g_01530	Prbj.g_01754
OG0000585	Syap.g_01526	Prbj.g_01752
OG0000586	Syap.g_01525	Prbj.g_01750
OG0000587	Syap.g_01523	Prbj.g_01748
OG0000588	Syap.g_00776	Prbj.g_02547
OG0000589	Syap.g_00941	Prbj.g_02550
OG0000590	Syap.g_00940	Prbj.g_02551
OG0000591	Syap.g_01289	Prbj.g_02558
OG0000592	Syap.g_01288	Prbj.g_02559
OG0000593	Syap.g_00890	Prbj.g_02569
OG0000594	Syap.g_00891	Prbj.g_02570
OG0000595	Syap.g_00892	Prbj.g_02571
OG0000596	Syap.g_00898	Prbj.g_02576
OG0000597	Syap.g_00903	Prbj.g_02579
OG0000598	Syap.g_00904	Prbj.g_02580
OG0000599	Syap.g_00908	Prbj.g_02590
OG0000600	Syap.g_00909	Prbj.g_02591
OG0000601	Syap.g_00910	Prbj.g_02592
OG0000602	Syap.g_00640	Prbj.g_02596
OG0000603	Syap.g_00641	Prbj.g_02597
OG0000604	Syap.g_02769	Prbj.g_02598
OG0000605	Syap.g_02501, Syap.g_02771	Prbj.g_00792
OG0000606	Syap.g_02506	Prbj.g_00803
OG0000607	Syap.g_00093	Prbj.g_00806
OG0000608	Syap.g_00094	Prbj.g_00807
OG0000609	Syap.g_00096	Prbj.g_00809
OG0000610	Syap.g_01963	Prbj.g_00818
OG0000611	Syap.g_01958	Prbj.g_00821
OG0000612	Syap.g_01957	Prbj.g_00822
OG0000613	Syap.g_02480	Prbj.g_01466
OG0000615	Syap.g_00154	Prbj.g_02373
OG0000616	Syap.g_00127	Prbj.g_02057
OG0000617	Syap.g_00513	Prbj.g_02184
OG0000618	Syap.g_00514	Prbj.g_02185
OG0000619	Syap.g_00515	Prbj.g_02186
OG0000620	Syap.g_00520	Prbj.g_02190
OG0000621	Syap.g_00521	Prbj.g_02191
OG0000622	Syap.g_00523	Prbj.g_02192
OG0000623	Syap.g_00526	Prbj.g_02193
OG0000624	Syap.g_00527	Prbj.g_02194
OG0000625	Syap.g_00528	Prbj.g_02195
OG0000626	Syap.g_00529	Prbj.g_02196
OG0000627	Syap.g_00848	Prbj.g_02320
OG0000628	Syap.g_00850	Prbj.g_02319
OG0000629	Syap.g_02334	Prbj.g_02316
OG0000630	Syap.g_02793	Prbj.g_02312
OG0000631	Syap.g_01724	Prbj.g_02306
OG0000632	Syap.g_01725	Prbj.g_02305
OG0000633	Syap.g_01726	Prbj.g_02304
OG0000634	Syap.g_00190	Prbj.g_02408
OG0000635	Syap.g_00191	Prbj.g_02409
OG0000636	Syap.g_00193	Prbj.g_02411
OG0000637	Syap.g_00195	Prbj.g_02413
OG0000638	Syap.g_00196	Prbj.g_02414
OG0000639	Syap.g_00197	Prbj.g_02415
OG0000640	Syap.g_00198	Prbj.g_02416
OG0000641	Syap.g_00203	Prbj.g_02420
OG0000642	Syap.g_02732	Prbj.g_02421
OG0000643	Syap.g_02731	Prbj.g_02422
OG0000644	Syap.g_02730	Prbj.g_02423
OG0000645	Syap.g_02726	Prbj.g_02424
OG0000646	Syap.g_02723	Prbj.g_02427
OG0000647	Syap.g_02721	Prbj.g_02430
OG0000648	Syap.g_02719	Prbj.g_02432
OG0000649	Syap.g_02718	Prbj.g_02433
OG0000650	Syap.g_02717	Prbj.g_02434
OG0000651	Syap.g_02716	Prbj.g_02435
OG0000652	Syap.g_02715	Prbj.g_02436
OG0000653	Syap.g_02713	Prbj.g_02438
OG0000654	Syap.g_02711	Prbj.g_02439
OG0000655	Syap.g_02710	Prbj.g_02440
OG0000656	Syap.g_02706	Prbj.g_02443
OG0000657	Syap.g_01845	Prbj.g_02476
OG0000658	Syap.g_01841	Prbj.g_02478
OG0000659	Syap.g_01840	Prbj.g_02479
OG0000660	Syap.g_01835	Prbj.g_02483
OG0000662	Syap.g_00823	Prbj.g_02487
OG0000663	Syap.g_00826	Prbj.g_02490
OG0000664	Syap.g_00828	Prbj.g_02491
OG0000665	Syap.g_02331	Prbj.g_02504
OG0000666	Syap.g_01573	Prbj.g_02507
OG0000667	Syap.g_01979	Prbj.g_02514
OG0000668	Syap.g_02765	Prbj.g_02215
OG0000669	Syap.g_02371	Prbj.g_02523
OG0000670	Syap.g_02368	Prbj.g_00044
OG0000671	Syap.g_01260	Prbj.g_02335
OG0000672	Syap.g_01257	Prbj.g_02338
OG0000673	Syap.g_01253	Prbj.g_02341
OG0000674	Syap.g_01251	Prbj.g_02343
OG0000675	Syap.g_01250	Prbj.g_02344
OG0000676	Syap.g_01248	Prbj.g_02352
OG0000677	Syap.g_01246	Prbj.g_02354
OG0000678	Syap.g_01239	Prbj.g_02359
OG0000679	Syap.g_00157	Prbj.g_02379
OG0000680	Syap.g_00158	Prbj.g_02380
OG0000681	Syap.g_00163	Prbj.g_02382
OG0000682	Syap.g_00165	Prbj.g_02383
OG0000683	Syap.g_00166	Prbj.g_02384
OG0000684	Syap.g_00169	Prbj.g_02397
OG0000685	Syap.g_00172	Prbj.g_02395
OG0000686	Syap.g_00173	Prbj.g_02394
OG0000687	Syap.g_00174	Prbj.g_02393
OG0000688	Syap.g_00178	Prbj.g_02399
OG0000689	Syap.g_00180	Prbj.g_02400
OG0000690	Syap.g_00181	Prbj.g_02401
OG0000691	Syap.g_00182	Prbj.g_02402
OG0000692	Syap.g_00184	Prbj.g_02403
OG0000693	Syap.g_00185	Prbj.g_02404
OG0000694	Syap.g_00186	Prbj.g_02405
OG0000695	Syap.g_01729	Prbj.g_02302
OG0000696	Syap.g_01730	Prbj.g_02301
OG0000697	Syap.g_01734	Prbj.g_02299
OG0000698	Syap.g_01737	Prbj.g_02296
OG0000699	Syap.g_01738	Prbj.g_02294
OG0000700	Syap.g_01739	Prbj.g_02293
OG0000701	Syap.g_01740	Prbj.g_02292
OG0000702	Syap.g_01747	Prbj.g_02284
OG0000703	Syap.g_01750	Prbj.g_02283
OG0000704	Syap.g_01753	Prbj.g_02281
OG0000705	Syap.g_02022	Prbj.g_02275
OG0000706	Syap.g_02020	Prbj.g_02274
OG0000707	Syap.g_02019	Prbj.g_02273
OG0000708	Syap.g_02016	Prbj.g_02271
OG0000709	Syap.g_00121	Prbj.g_02264
OG0000711	Syap.g_02686	Prbj.g_02237
OG0000712	Syap.g_02688	Prbj.g_02236
OG0000713	Syap.g_02689	Prbj.g_02235
OG0000714	Syap.g_02691	Prbj.g_02231
OG0000715	Syap.g_02693	Prbj.g_02229
OG0000716	Syap.g_02696	Prbj.g_02225
OG0000717	Syap.g_02697	Prbj.g_02224
OG0000718	Syap.g_02701	Prbj.g_02219
OG0000719	Syap.g_02767	Prbj.g_02217
OG0000720	Syap.g_02780	Prbj.g_02204
OG0000721	Syap.g_02782	Prbj.g_02203
OG0000722	Syap.g_02783	Prbj.g_02202
OG0000723	Syap.g_00532	Prbj.g_02198
OG0000725	Syap.g_01559	Prbj.g_01836
OG0000726	Syap.g_01560	Prbj.g_01835
OG0000727	Syap.g_01561	Prbj.g_01834
OG0000728	Syap.g_01564	Prbj.g_01833
OG0000729	Syap.g_01122	Prbj.g_01289
OG0000730	Syap.g_00572	Prbj.g_00343
OG0000731	Syap.g_00560	Prbj.g_00333
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Prbj.g_01220
OG0000733	Syap.g_01971	Prbj.g_01997
OG0000734	Syap.g_02628	Prbj.g_00627
OG0000735	Syap.g_00244	Prbj.g_00953
OG0000736	Syap.g_00243	Prbj.g_00954
OG0000737	Syap.g_00242	Prbj.g_00955
OG0000738	Syap.g_00236	Prbj.g_00962
OG0000739	Syap.g_00235	Prbj.g_00964
OG0000740	Syap.g_00234	Prbj.g_00965
OG0000741	Syap.g_00231	Prbj.g_00968
OG0000742	Syap.g_00229	Prbj.g_00970
OG0000743	Syap.g_00226	Prbj.g_00972
OG0000744	Syap.g_00225	Prbj.g_00973
OG0000745	Syap.g_00222	Prbj.g_00846
OG0000746	Syap.g_00220	Prbj.g_00844
OG0000747	Syap.g_00219	Prbj.g_00843
OG0000748	Syap.g_00212	Prbj.g_00831
OG0000749	Syap.g_00211	Prbj.g_00830
OG0000750	Syap.g_00210	Prbj.g_00829
OG0000751	Syap.g_00205	Prbj.g_00305
OG0000752	Syap.g_01793	Prbj.g_00308
OG0000753	Syap.g_02775	Prbj.g_00311
OG0000754	Syap.g_01883	Prbj.g_01910
OG0000755	Syap.g_01893	Prbj.g_00002
OG0000757	Syap.g_00427	Prbj.g_00010
OG0000758	Syap.g_00428	Prbj.g_00011
OG0000759	Syap.g_00429	Prbj.g_00012
OG0000760	Syap.g_00430	Prbj.g_00013
OG0000761	Syap.g_00431	Prbj.g_00014
OG0000762	Syap.g_00434	Prbj.g_01908
OG0000763	Syap.g_02624	Prbj.g_01906
OG0000764	Syap.g_02623	Prbj.g_01905
OG0000765	Syap.g_02440	Prbj.g_02163
OG0000766	Syap.g_02439	Prbj.g_02164
OG0000767	Syap.g_02437	Prbj.g_02166
OG0000768	Syap.g_02436	Prbj.g_02167
OG0000769	Syap.g_02434	Prbj.g_00313
OG0000770	Syap.g_02431	Prbj.g_00019
OG0000772	Syap.g_02295	Prbj.g_01679
OG0000773	Syap.g_00885	Prbj.g_00161
OG0000774	Syap.g_01473	Prbj.g_01719
OG0000775	Syap.g_01475	Prbj.g_01721
OG0000776	Syap.g_01476	Prbj.g_01722
OG0000777	Syap.g_01478	Prbj.g_01723
OG0000778	Syap.g_01479	Prbj.g_01724
OG0000779	Syap.g_01494	Prbj.g_01729
OG0000780	Syap.g_01496	Prbj.g_01732
OG0000781	Syap.g_02609	Prbj.g_01736
OG0000782	Syap.g_02611	Prbj.g_01737
OG0000783	Syap.g_02612	Prbj.g_01738
OG0000784	Syap.g_02613	Prbj.g_01739
OG0000785	Syap.g_02281	Prbj.g_01741
OG0000786	Syap.g_02287	Prbj.g_01744
OG0000787	Syap.g_02288	Prbj.g_01745
OG0000788	Syap.g_01932	Prbj.g_00094
OG0000789	Syap.g_00372	Prbj.g_00687
OG0000791	Syap.g_02520	Prbj.g_01645
OG0000792	Syap.g_02519	Prbj.g_01646
OG0000793	Syap.g_02141	Prbj.g_01650
OG0000794	Syap.g_02200	Prbj.g_01651
OG0000795	Syap.g_02199	Prbj.g_01652
OG0000796	Syap.g_02448	Prbj.g_01656
OG0000797	Syap.g_02449	Prbj.g_01657
OG0000798	Syap.g_01363	Prbj.g_01402
OG0000799	Syap.g_02488	Prbj.g_01304
OG0000800	Syap.g_02487	Prbj.g_01303
OG0000801	Syap.g_02486	Prbj.g_01302
OG0000802	Syap.g_02659	Prbj.g_01293
OG0000803	Syap.g_02109	Prbj.g_01041
OG0000804	Syap.g_02113	Prbj.g_01043
OG0000805	Syap.g_02115	Prbj.g_01045
OG0000806	Syap.g_02117	Prbj.g_01047
OG0000807	Syap.g_02118	Prbj.g_01049
OG0000808	Syap.g_02119	Prbj.g_01050
OG0000809	Syap.g_02122	Prbj.g_01054
OG0000810	Syap.g_02124	Prbj.g_01055
OG0000811	Syap.g_02472	Prbj.g_01067
OG0000812	Syap.g_02474	Prbj.g_01069
OG0000813	Syap.g_02475	Prbj.g_01070
OG0000814	Syap.g_02753	Prbj.g_01072
OG0000815	Syap.g_02752	Prbj.g_01073
OG0000816	Syap.g_02289	Prbj.g_01075
OG0000817	Syap.g_02527	Prbj.g_01076
OG0000818	Syap.g_02001	Prbj.g_00631
OG0000819	Syap.g_02002	Prbj.g_00632
OG0000820	Syap.g_02003	Prbj.g_00633
OG0000821	Syap.g_02009	Prbj.g_00640
OG0000822	Syap.g_02011	Prbj.g_00642
OG0000824	Syap.g_00008	Prbj.g_00647
OG0000825	Syap.g_00009	Prbj.g_00648
OG0000826	Syap.g_00010	Prbj.g_00649
OG0000827	Syap.g_00011	Prbj.g_00650
OG0000828	Syap.g_00014	Prbj.g_00653
OG0000829	Syap.g_00015	Prbj.g_00654
OG0000830	Syap.g_00016	Prbj.g_00655
OG0000831	Syap.g_00019	Prbj.g_00657
OG0000832	Syap.g_00752	Prbj.g_01684
OG0000833	Syap.g_00021	Prbj.g_01692
OG0000834	Syap.g_00023	Prbj.g_01693
OG0000835	Syap.g_00024	Prbj.g_01694
OG0000836	Syap.g_00026	Prbj.g_01696
OG0000837	Syap.g_00027	Prbj.g_01697
OG0000838	Syap.g_00031	Prbj.g_01700
OG0000839	Syap.g_00032	Prbj.g_01701
OG0000840	Syap.g_00033	Prbj.g_01702
OG0000841	Syap.g_00034	Prbj.g_01703
OG0000842	Syap.g_00035	Prbj.g_01704
OG0000843	Syap.g_00036	Prbj.g_01705
OG0000844	Syap.g_00039	Prbj.g_01707
OG0000845	Syap.g_00040	Prbj.g_01708
OG0000846	Syap.g_00042	Prbj.g_01709
OG0000847	Syap.g_00043	Prbj.g_01710
OG0000848	Syap.g_00045	Prbj.g_01711
OG0000849	Syap.g_00046	Prbj.g_01712
OG0000850	Syap.g_00310	Prbj.g_01713
OG0000851	Syap.g_01214	Prbj.g_00888
OG0000852	Syap.g_01215	Prbj.g_00887
OG0000853	Syap.g_01219	Prbj.g_00882
OG0000854	Syap.g_01222	Prbj.g_00880
OG0000855	Syap.g_01223	Prbj.g_00879
OG0000856	Syap.g_01286	Prbj.g_02561
OG0000857	Syap.g_02722	Prbj.g_02429
OG0000858	Syap.g_00612	Prbj.g_00868
OG0000859	Syap.g_00613	Prbj.g_00867
OG0000860	Syap.g_00623	Prbj.g_00855
OG0000861	Syap.g_02789	Prbj.g_00854
OG0000862	Syap.g_01789	Prbj.g_00852
OG0000863	Syap.g_01784	Prbj.g_00495
OG0000864	Syap.g_01783	Prbj.g_00494
OG0000865	Syap.g_01781, Syap.g_01782	Prbj.g_00493
OG0000866	Syap.g_01780	Prbj.g_00492
OG0000867	Syap.g_01779	Prbj.g_00491
OG0000868	Syap.g_01775	Prbj.g_00489
OG0000869	Syap.g_01770	Prbj.g_00486
OG0000870	Syap.g_01401	Prbj.g_00481
OG0000871	Syap.g_01400	Prbj.g_00480
OG0000872	Syap.g_01394	Prbj.g_00478
OG0000873	Syap.g_01390	Prbj.g_00475
OG0000874	Syap.g_01388	Prbj.g_00471
OG0000875	Syap.g_01386	Prbj.g_00470
OG0000876	Syap.g_00822	Prbj.g_00469
OG0000877	Syap.g_01380	Prbj.g_00466
OG0000878	Syap.g_01378	Prbj.g_00465
OG0000879	Syap.g_01377	Prbj.g_00464
OG0000880	Syap.g_01376	Prbj.g_00463
OG0000882	Syap.g_01516	Prbj.g_00453
OG0000883	Syap.g_01511	Prbj.g_00451
OG0000884	Syap.g_01509	Prbj.g_00449
OG0000885	Syap.g_01508	Prbj.g_00448
OG0000886	Syap.g_01507	Prbj.g_00447
OG0000887	Syap.g_01506	Prbj.g_00446
OG0000888	Syap.g_01504	Prbj.g_00444
OG0000889	Syap.g_01502	Prbj.g_00442
OG0000890	Syap.g_01499	Prbj.g_00428
OG0000891	Syap.g_01498	Prbj.g_00427
OG0000892	Syap.g_02671	Prbj.g_00425
OG0000893	Syap.g_02497	Prbj.g_02660
OG0000894	Syap.g_02679	Prbj.g_02656
OG0000895	Syap.g_00546	Prbj.g_02651
OG0000896	Syap.g_00545	Prbj.g_02650
OG0000897	Syap.g_00543	Prbj.g_02648
OG0000898	Syap.g_00542	Prbj.g_02647
OG0000899	Syap.g_00541	Prbj.g_02646
OG0000900	Syap.g_00540	Prbj.g_02645
OG0000901	Syap.g_01930	Prbj.g_02641
OG0000902	Syap.g_01929	Prbj.g_02639
OG0000903	Syap.g_01916	Prbj.g_01027
OG0000904	Syap.g_01922	Prbj.g_01032
OG0000905	Syap.g_01925	Prbj.g_01034
OG0000906	Syap.g_01927	Prbj.g_02635
OG0000907	Syap.g_01914	Prbj.g_01025
OG0000908	Syap.g_01235	Prbj.g_01022
OG0000909	Syap.g_01236	Prbj.g_01021
OG0000910	Syap.g_01237	Prbj.g_01020
OG0000911	Syap.g_00511	Prbj.g_01018
OG0000912	Syap.g_00510	Prbj.g_01017
OG0000913	Syap.g_00509	Prbj.g_01016
OG0000914	Syap.g_00508	Prbj.g_01015
OG0000915	Syap.g_00506	Prbj.g_01014
OG0000916	Syap.g_00505	Prbj.g_01013
OG0000917	Syap.g_00504	Prbj.g_01012
OG0000918	Syap.g_00503	Prbj.g_01011
OG0000919	Syap.g_00502	Prbj.g_01010
OG0000920	Syap.g_00501	Prbj.g_01009
OG0000921	Syap.g_00500	Prbj.g_01008
OG0000922	Syap.g_00499	Prbj.g_01007
OG0000923	Syap.g_00495	Prbj.g_01003
OG0000924	Syap.g_00494	Prbj.g_01002
OG0000925	Syap.g_00493	Prbj.g_01001
OG0000926	Syap.g_00492	Prbj.g_01000
OG0000927	Syap.g_00490	Prbj.g_00998
OG0000928	Syap.g_00489	Prbj.g_00997
OG0000929	Syap.g_00488	Prbj.g_00996
OG0000930	Syap.g_00487	Prbj.g_00995
OG0000931	Syap.g_00486	Prbj.g_00994
OG0000932	Syap.g_00485	Prbj.g_00993
OG0000933	Syap.g_00479	Prbj.g_00988
OG0000934	Syap.g_00477	Prbj.g_00986
OG0000935	Syap.g_00476	Prbj.g_00985
OG0000936	Syap.g_00475	Prbj.g_00984
OG0000937	Syap.g_00474	Prbj.g_00983
OG0000938	Syap.g_00471	Prbj.g_00414
OG0000939	Syap.g_00469	Prbj.g_00413
OG0000940	Syap.g_00460	Prbj.g_00404
OG0000941	Syap.g_00458	Prbj.g_00402
OG0000942	Syap.g_00606	Prbj.g_00400
OG0000943	Syap.g_00604	Prbj.g_00399
OG0000944	Syap.g_00602	Prbj.g_00397
OG0000945	Syap.g_00601	Prbj.g_00395
OG0000946	Syap.g_00595	Prbj.g_00368
OG0000947	Syap.g_00591	Prbj.g_00365
OG0000948	Syap.g_00590	Prbj.g_00364
OG0000949	Syap.g_01051	Prbj.g_00361
OG0000950	Syap.g_01061	Prbj.g_01501
OG0000951	Syap.g_01070	Prbj.g_01506
OG0000952	Syap.g_01074	Prbj.g_01513
OG0000953	Syap.g_01078	Prbj.g_01517
OG0000954	Syap.g_01089	Prbj.g_01577
OG0000955	Syap.g_01090	Prbj.g_01578
OG0000956	Syap.g_01092	Prbj.g_01580
OG0000957	Syap.g_01109	Prbj.g_01596
OG0000958	Syap.g_01110	Prbj.g_01597
OG0000959	Syap.g_01114	Prbj.g_01821
OG0000960	Syap.g_01115	Prbj.g_01820
OG0000961	Syap.g_02170	Prbj.g_01809
OG0000962	Syap.g_01121	Prbj.g_01290
OG0000963	Syap.g_01124	Prbj.g_01285
OG0000964	Syap.g_01125	Prbj.g_01284
OG0000965	Syap.g_01126	Prbj.g_01283
OG0000966	Syap.g_01141	Prbj.g_01250
OG0000967	Syap.g_00633	Prbj.g_01244
OG0000968	Syap.g_00998	Prbj.g_01241
OG0000969	Syap.g_00996	Prbj.g_01239
OG0000970	Syap.g_00995	Prbj.g_01238
OG0000971	Syap.g_00993	Prbj.g_01236
OG0000972	Syap.g_00992	Prbj.g_01235
OG0000973	Syap.g_00991	Prbj.g_01234
OG0000974	Syap.g_00990	Prbj.g_01233
OG0000975	Syap.g_00989	Prbj.g_01232
OG0000976	Syap.g_00988	Prbj.g_01231
OG0000977	Syap.g_00986	Prbj.g_01229
OG0000978	Syap.g_00985	Prbj.g_01228
OG0000979	Syap.g_00980	Prbj.g_01225
OG0000980	Syap.g_00977	Prbj.g_01221
OG0000981	Syap.g_01812	Prbj.g_01218
OG0000982	Syap.g_00132	Prbj.g_01956
OG0000983	Syap.g_00134	Prbj.g_01957
OG0000984	Syap.g_00135	Prbj.g_01958
OG0000985	Syap.g_00140	Prbj.g_01962
OG0000986	Syap.g_01044	Prbj.g_01964
OG0000987	Syap.g_01033	Prbj.g_01966
OG0000988	Syap.g_01027	Prbj.g_01970
OG0000989	Syap.g_01011	Prbj.g_01980
OG0000990	Syap.g_02087	Prbj.g_02002
OG0000991	Syap.g_02091	Prbj.g_02005
OG0000992	Syap.g_02095	Prbj.g_02008
OG0000993	Syap.g_02097	Prbj.g_02009
OG0000994	Syap.g_02101	Prbj.g_02012
OG0000996	Syap.g_01817	Prbj.g_02034
OG0000997	Syap.g_02590	Prbj.g_02043
OG0000998	Syap.g_02591	Prbj.g_02045
OG0000999	Syap.g_02592	Prbj.g_02046
OG0001001	Syap.g_02605	Prbj.g_02053
OG0001002	Syap.g_00124	Prbj.g_02060
OG0001003	Syap.g_02310	Prbj.g_02062
OG0001004	Syap.g_02311	Prbj.g_02063
OG0001005	Syap.g_02312	Prbj.g_02065
OG0001006	Syap.g_00053	Prbj.g_02071
OG0001007	Syap.g_00055	Prbj.g_02073
OG0001008	Syap.g_02060	Prbj.g_00101
OG0001012	Syap.g_00371	Prbj.g_01953
OG0001013	Syap.g_01325	Prbj.g_01928
OG0001016	Syap.g_01695	Prbj.g_00569
OG0001033	Syap.g_00105	Prbj.g_00287
OG0001035	Syap.g_01594	Prbj.g_01360
OG0001038	Syap.g_01362	Prbj.g_01403
OG0001039	Syap.g_01359	Prbj.g_01406
OG0001040	Syap.g_01356	Prbj.g_01409
OG0001041	Syap.g_01352	Prbj.g_01414
OG0001043	Syap.g_01676	Prbj.g_01441
OG0001044	Syap.g_00571	Prbj.g_00342
OG0001053	Syap.g_02253	Prbj.g_01627
OG0001054	Syap.g_00274	Prbj.g_01609
OG0001055	Syap.g_00252	Prbj.g_02103
OG0001059	Syap.g_00306	Prbj.g_01867
OG0001060	Syap.g_00299	Prbj.g_01874
OG0001061	Syap.g_01309	Prbj.g_01802
OG0001062	Syap.g_01314	Prbj.g_01800
OG0001072	Syap.g_00441	Prbj.g_01782
OG0001073	Syap.g_00122, Syap.g_00455	Prbj.g_01763
OG0001078	Syap.g_00896	Prbj.g_02574
OG0001080	Syap.g_02505	Prbj.g_00794
OG0001085	Syap.g_01953	Prbj.g_00825
OG0001094	Syap.g_00187	Prbj.g_02406
OG0001095	Syap.g_02725	Prbj.g_02425
OG0001096	Syap.g_02709	Prbj.g_02441
OG0001100	Syap.g_02369	Prbj.g_02333
OG0001102	Syap.g_01258	Prbj.g_02337
OG0001103	Syap.g_01256	Prbj.g_02339
OG0001104	Syap.g_00171	Prbj.g_02396
OG0001105	Syap.g_00175	Prbj.g_02391
OG0001107	Syap.g_02015	Prbj.g_02270
OG0001108	Syap.g_00119	Prbj.g_02263
OG0001122	Syap.g_02766	Prbj.g_02216
OG0001123	Syap.g_01872	Prbj.g_02209
OG0001133	Syap.g_01292	Prbj.g_02555
OG0001136	Syap.g_00230	Prbj.g_00969
OG0001137	Syap.g_00213	Prbj.g_00832
OG0001140	Syap.g_02134	Prbj.g_00007
OG0001152	Syap.g_02447	Prbj.g_01655
OG0001154	Syap.g_00013	Prbj.g_00652
OG0001155	Syap.g_00750	Prbj.g_01686
OG0001160	Syap.g_01217	Prbj.g_00884
OG0001162	Syap.g_02366	Prbj.g_00780
OG0001163	Syap.g_00609	Prbj.g_00870
OG0001164	Syap.g_00614	Prbj.g_00865
OG0001165	Syap.g_00619	Prbj.g_00862
OG0001168	Syap.g_01372	Prbj.g_00459
OG0001171	Syap.g_01505	Prbj.g_00445
OG0001172	Syap.g_00547	Prbj.g_02653
OG0001177	Syap.g_01920	Prbj.g_01030
OG0001178	Syap.g_01786, Syap.g_01787	Prbj.g_00851
OG0001179	Syap.g_00491	Prbj.g_00999
OG0001180	Syap.g_00097, Syap.g_00465	Prbj.g_00407
OG0001181	Syap.g_00459	Prbj.g_00403
OG0001183	Syap.g_00594	Prbj.g_00367
OG0001185	Syap.g_01104	Prbj.g_01592
OG0001186	Syap.g_01140	Prbj.g_01253
OG0001187	Syap.g_01142	Prbj.g_01249
OG0001188	Syap.g_00634	Prbj.g_01245
OG0001189	Syap.g_00979	Prbj.g_01223
OG0001191	Syap.g_01030	Prbj.g_01968
OG0001192	Syap.g_01021	Prbj.g_01975
OG0001197	Syap.g_00126	Prbj.g_02058
OG0001198	Syap.g_00052	Prbj.g_02070
OG0001199	Syap.g_01696	Prbj.g_00570
OG0001200	Syap.g_01698	Prbj.g_00572
OG0001202	Syap.g_01613	Prbj.g_01164
OG0001203	Syap.g_01154	Prbj.g_02610
OG0001204	Syap.g_01577	Prbj.g_01340
OG0001214	Syap.g_00897	Prbj.g_02575
OG0001217	Syap.g_01464	Prbj.g_01884
OG0001218	Syap.g_00020	Prbj.g_00663
OG0001219	Syap.g_02794	Prbj.g_02311
OG0001221	Syap.g_01777	Prbj.g_02364
OG0001222	Syap.g_02027	Prbj.g_01984
OG0001224	Syap.g_01551	Prbj.g_01842
OG0001225	Syap.g_01553	Prbj.g_01840
OG0001226	Syap.g_02551	Prbj.g_00678
OG0001228	Syap.g_01063	Prbj.g_02158
OG0001229	Syap.g_00827	Prbj.g_00873
OG0001230	Syap.g_02116	Prbj.g_01046
OG0001231	Syap.g_00073	Prbj.g_01184
OG0001232	Syap.g_01393	Prbj.g_00477
OG0001235	Syap.g_01924	Prbj.g_01033
OG0001236	Syap.g_01069	Prbj.g_01505
OG0001237	Syap.g_01073	Prbj.g_01512
OG0001238	Syap.g_01028	Prbj.g_01969
OG0001239	Syap.g_01693, Syap.g_01692	Prbj.g_00567
OG0001242	Syap.g_02227, Syap.g_02229	Prbj.g_01560
OG0001243	Syap.g_02219	Prbj.g_01529
OG0001246	Syap.g_01165, Syap.g_00267	Prbj.g_02091
OG0001248	Syap.g_00423	Prbj.g_00943
OG0001249	Syap.g_00575	Prbj.g_00347
OG0001250	Syap.g_01836	Prbj.g_02482
OG0001253	Syap.g_01969	Prbj.g_00696
OG0001255	Syap.g_02523	Prbj.g_00769
OG0001258	Syap.g_00617	Prbj.g_00864
OG0001260	Syap.g_01497	Prbj.g_00426
OG0001261	Syap.g_00482	Prbj.g_00990
OG0001262	Syap.g_00981	Prbj.g_01226
OG0001263	Syap.g_02216	Prbj.g_01531
OG0001265	Syap.g_02231	Prbj.g_01558
OG0001266	Syap.g_01618	Prbj.g_01168
OG0001267	Syap.g_01360	Prbj.g_01405
OG0001268	Syap.g_00563	Prbj.g_00335
OG0001270	Syap.g_02056	Prbj.g_00098
OG0001271	Syap.g_02759	Prbj.g_00131
OG0001272	Syap.g_02250	Prbj.g_01624
OG0001274	Syap.g_01897	Prbj.g_00269
OG0001275	Syap.g_02694	Prbj.g_02227
OG0001276	Syap.g_01873	Prbj.g_02210
OG0001277	Syap.g_01293	Prbj.g_02042
OG0001278	Syap.g_02438	Prbj.g_02165
OG0001279	Syap.g_02663	Prbj.g_01299
OG0001286	Syap.g_00467	Prbj.g_00409
OG0001288	Syap.g_01123	Prbj.g_01286
OG0001291	Syap.g_02207	Prbj.g_01541
OG0001292	Syap.g_01583	Prbj.g_01346
OG0001297	Syap.g_00255	Prbj.g_02100
OG0001303	Syap.g_02795	Prbj.g_02309
OG0001307	Syap.g_00403	Prbj.g_00670
OG0001308	Syap.g_02751, Syap.g_02750	Prbj.g_01074
OG0001310	Syap.g_01774	Prbj.g_00488
OG0001311	Syap.g_01871	Prbj.g_02208
OG0001312	Syap.g_01735	Prbj.g_02298
