Orthogroup	Syap	Syaa
OG0000576	Syap.g_00450	Syaa.g_01889
OG0000577	Syap.g_00451	Syaa.g_01888
OG0000578	Syap.g_00452	Syaa.g_01887
OG0000579	Syap.g_00453	Syaa.g_01886
OG0000580	Syap.g_00454	Syaa.g_01885
OG0000581	Syap.g_01521	Syaa.g_01879
OG0000582	Syap.g_01533	Syaa.g_01687
OG0000583	Syap.g_01532	Syaa.g_01686
OG0000584	Syap.g_01530	Syaa.g_01685
OG0000585	Syap.g_01526	Syaa.g_01683
OG0000586	Syap.g_01525	Syaa.g_01682
OG0000587	Syap.g_01523	Syaa.g_01680
OG0000588	Syap.g_00776	Syaa.g_01666
OG0000589	Syap.g_00941	Syaa.g_01662
OG0000590	Syap.g_00940	Syaa.g_01661
OG0000591	Syap.g_01289	Syaa.g_01653
OG0000592	Syap.g_01288	Syaa.g_01652
OG0000593	Syap.g_00890	Syaa.g_01638
OG0000594	Syap.g_00891	Syaa.g_01637
OG0000595	Syap.g_00892	Syaa.g_01636
OG0000596	Syap.g_00898	Syaa.g_01630
OG0000597	Syap.g_00903	Syaa.g_01627
OG0000598	Syap.g_00904	Syaa.g_01626
OG0000599	Syap.g_00908	Syaa.g_01623
OG0000600	Syap.g_00909	Syaa.g_01622
OG0000601	Syap.g_00910	Syaa.g_01621
OG0000602	Syap.g_00640	Syaa.g_01616
OG0000603	Syap.g_00641	Syaa.g_01615
OG0000604	Syap.g_02769	Syaa.g_01612
OG0000605	Syap.g_02501, Syap.g_02771	Syaa.g_01447
OG0000606	Syap.g_02506	Syaa.g_01055
OG0000607	Syap.g_00093	Syaa.g_01058
OG0000608	Syap.g_00094	Syaa.g_01059
OG0000609	Syap.g_00096	Syaa.g_01061
OG0000610	Syap.g_01963	Syaa.g_01068
OG0000611	Syap.g_01958	Syaa.g_01071
OG0000612	Syap.g_01957	Syaa.g_01072
OG0000613	Syap.g_02480	Syaa.g_00199
OG0000615	Syap.g_00154	Syaa.g_01113
OG0000616	Syap.g_00127	Syaa.g_02742
OG0000617	Syap.g_00513	Syaa.g_01244
OG0000618	Syap.g_00514	Syaa.g_01245
OG0000619	Syap.g_00515	Syaa.g_01246
OG0000620	Syap.g_00520	Syaa.g_01259
OG0000621	Syap.g_00521	Syaa.g_01260
OG0000622	Syap.g_00523	Syaa.g_01261
OG0000623	Syap.g_00526	Syaa.g_01262
OG0000624	Syap.g_00527	Syaa.g_01264
OG0000625	Syap.g_00528	Syaa.g_01265
OG0000626	Syap.g_00529	Syaa.g_01266
OG0000627	Syap.g_00848	Syaa.g_01414
OG0000628	Syap.g_00850	Syaa.g_01413
OG0000629	Syap.g_02334	Syaa.g_01410
OG0000630	Syap.g_02793	Syaa.g_01406
OG0000631	Syap.g_01724	Syaa.g_01400
OG0000632	Syap.g_01725	Syaa.g_01399
OG0000633	Syap.g_01726	Syaa.g_01397
OG0000634	Syap.g_00190	Syaa.g_01150
OG0000635	Syap.g_00191	Syaa.g_01151
OG0000636	Syap.g_00193	Syaa.g_01153
OG0000637	Syap.g_00195	Syaa.g_01155
OG0000638	Syap.g_00196	Syaa.g_01156
OG0000639	Syap.g_00197	Syaa.g_01157
OG0000640	Syap.g_00198	Syaa.g_01158
OG0000641	Syap.g_00203	Syaa.g_01162
OG0000642	Syap.g_02732	Syaa.g_01163
OG0000643	Syap.g_02731	Syaa.g_01165
OG0000644	Syap.g_02730	Syaa.g_01166
OG0000645	Syap.g_02726	Syaa.g_01184
OG0000646	Syap.g_02723	Syaa.g_01187
OG0000647	Syap.g_02721	Syaa.g_01189
OG0000648	Syap.g_02719	Syaa.g_01191
OG0000649	Syap.g_02718	Syaa.g_01192
OG0000650	Syap.g_02717	Syaa.g_01193
OG0000651	Syap.g_02716	Syaa.g_01194
OG0000652	Syap.g_02715	Syaa.g_01195
OG0000653	Syap.g_02713	Syaa.g_01197
OG0000654	Syap.g_02711	Syaa.g_01198
OG0000655	Syap.g_02710	Syaa.g_01199
OG0000656	Syap.g_02706	Syaa.g_01202
OG0000657	Syap.g_01845	Syaa.g_00838
OG0000658	Syap.g_01841	Syaa.g_00836
OG0000659	Syap.g_01840	Syaa.g_00835
OG0000660	Syap.g_01835	Syaa.g_00831
OG0000662	Syap.g_00823	Syaa.g_00827
OG0000663	Syap.g_00826	Syaa.g_00824
OG0000664	Syap.g_00828	Syaa.g_00823
OG0000665	Syap.g_02331	Syaa.g_01442
OG0000666	Syap.g_01573	Syaa.g_01448
OG0000668	Syap.g_02765	Syaa.g_01300
OG0000669	Syap.g_02371	Syaa.g_01084
OG0000670	Syap.g_02368	Syaa.g_01087
OG0000671	Syap.g_01260	Syaa.g_01089
OG0000672	Syap.g_01257	Syaa.g_01092
OG0000673	Syap.g_01253	Syaa.g_01095
OG0000674	Syap.g_01251	Syaa.g_01097
OG0000675	Syap.g_01250	Syaa.g_01098
OG0000676	Syap.g_01248	Syaa.g_01100
OG0000677	Syap.g_01246	Syaa.g_01101
OG0000678	Syap.g_01239	Syaa.g_01106
OG0000679	Syap.g_00157	Syaa.g_01116
OG0000680	Syap.g_00158	Syaa.g_01117
OG0000681	Syap.g_00163	Syaa.g_01120
OG0000682	Syap.g_00165	Syaa.g_01121
OG0000683	Syap.g_00166	Syaa.g_01122
OG0000684	Syap.g_00169	Syaa.g_01132
OG0000685	Syap.g_00172	Syaa.g_01134
OG0000686	Syap.g_00173	Syaa.g_01135
OG0000687	Syap.g_00174	Syaa.g_01136
OG0000688	Syap.g_00178	Syaa.g_01140
OG0000689	Syap.g_00180	Syaa.g_01142
OG0000690	Syap.g_00181	Syaa.g_01143
OG0000691	Syap.g_00182	Syaa.g_01144
OG0000692	Syap.g_00184	Syaa.g_01145
OG0000693	Syap.g_00185	Syaa.g_01146
OG0000694	Syap.g_00186	Syaa.g_01147
OG0000695	Syap.g_01729	Syaa.g_01395
OG0000696	Syap.g_01730	Syaa.g_01394
OG0000697	Syap.g_01734	Syaa.g_01392
OG0000698	Syap.g_01737	Syaa.g_01389
OG0000699	Syap.g_01738	Syaa.g_01387
OG0000700	Syap.g_01739	Syaa.g_01386
OG0000701	Syap.g_01740	Syaa.g_01385
OG0000702	Syap.g_01747	Syaa.g_01376
OG0000703	Syap.g_01750	Syaa.g_01375
OG0000704	Syap.g_01753	Syaa.g_01373
OG0000705	Syap.g_02022	Syaa.g_01365
OG0000706	Syap.g_02020	Syaa.g_01364
OG0000707	Syap.g_02019	Syaa.g_01363
OG0000708	Syap.g_02016	Syaa.g_01360
OG0000709	Syap.g_00121	Syaa.g_01351
OG0000711	Syap.g_02686	Syaa.g_01320
OG0000712	Syap.g_02688	Syaa.g_01318
OG0000713	Syap.g_02689	Syaa.g_01317
OG0000714	Syap.g_02691	Syaa.g_01315
OG0000715	Syap.g_02693	Syaa.g_01313
OG0000716	Syap.g_02696	Syaa.g_01309
OG0000717	Syap.g_02697	Syaa.g_01308
OG0000718	Syap.g_02701	Syaa.g_01304
OG0000719	Syap.g_02767	Syaa.g_01302
OG0000720	Syap.g_02780	Syaa.g_01289
OG0000721	Syap.g_02782	Syaa.g_01287
OG0000722	Syap.g_02783	Syaa.g_01286
OG0000723	Syap.g_00532	Syaa.g_01268
OG0000725	Syap.g_01559	Syaa.g_00882
OG0000726	Syap.g_01560	Syaa.g_00883
OG0000727	Syap.g_01561	Syaa.g_00884
OG0000728	Syap.g_01564	Syaa.g_00886
OG0000729	Syap.g_01122	Syaa.g_00100
OG0000730	Syap.g_00572	Syaa.g_02185
OG0000731	Syap.g_00560	Syaa.g_02173
OG0000732	Syap.g_00111, Syap.g_00976, Syap.g_01814	Syaa.g_00054
OG0000733	Syap.g_01971	Syaa.g_02621
OG0000734	Syap.g_02628	Syaa.g_02388
OG0000735	Syap.g_00244	Syaa.g_00754
OG0000736	Syap.g_00243	Syaa.g_00755
OG0000737	Syap.g_00242	Syaa.g_00756
OG0000738	Syap.g_00236	Syaa.g_00761
OG0000739	Syap.g_00235	Syaa.g_00762
OG0000740	Syap.g_00234	Syaa.g_00763
OG0000741	Syap.g_00231	Syaa.g_00766
OG0000742	Syap.g_00229	Syaa.g_00769
OG0000743	Syap.g_00226	Syaa.g_00771
OG0000744	Syap.g_00225	Syaa.g_00772
OG0000745	Syap.g_00222	Syaa.g_00774
OG0000746	Syap.g_00220	Syaa.g_00776
OG0000747	Syap.g_00219	Syaa.g_00777
OG0000748	Syap.g_00212	Syaa.g_00787
OG0000749	Syap.g_00211	Syaa.g_00789
OG0000750	Syap.g_00210	Syaa.g_00790
OG0000751	Syap.g_00205	Syaa.g_00797
OG0000752	Syap.g_01793	Syaa.g_00799
OG0000753	Syap.g_02775	Syaa.g_00802
OG0000754	Syap.g_01883	Syaa.g_01025
OG0000755	Syap.g_01893	Syaa.g_01005
OG0000757	Syap.g_00427	Syaa.g_00996
OG0000758	Syap.g_00428	Syaa.g_00995
OG0000759	Syap.g_00429	Syaa.g_00994
OG0000760	Syap.g_00430	Syaa.g_00993
OG0000761	Syap.g_00431	Syaa.g_00992
OG0000762	Syap.g_00434	Syaa.g_00988
OG0000763	Syap.g_02624	Syaa.g_00986
OG0000764	Syap.g_02623	Syaa.g_00985
OG0000765	Syap.g_02440	Syaa.g_00968
OG0000766	Syap.g_02439	Syaa.g_00967
OG0000767	Syap.g_02437	Syaa.g_00965
OG0000768	Syap.g_02436	Syaa.g_00964
OG0000769	Syap.g_02434	Syaa.g_00962
OG0000770	Syap.g_02431	Syaa.g_00959
OG0000772	Syap.g_02295	Syaa.g_01526
OG0000773	Syap.g_00885	Syaa.g_00749
OG0000774	Syap.g_01473	Syaa.g_00745
OG0000775	Syap.g_01475	Syaa.g_00742
OG0000776	Syap.g_01476	Syaa.g_00741
OG0000777	Syap.g_01478	Syaa.g_00740
OG0000778	Syap.g_01479	Syaa.g_00739
OG0000779	Syap.g_01494	Syaa.g_00733
OG0000780	Syap.g_01496	Syaa.g_00730
OG0000781	Syap.g_02609	Syaa.g_00726
OG0000782	Syap.g_02611	Syaa.g_00725
OG0000783	Syap.g_02612	Syaa.g_00724
OG0000784	Syap.g_02613	Syaa.g_00723
OG0000785	Syap.g_02281	Syaa.g_00721
OG0000786	Syap.g_02287	Syaa.g_01875
OG0000787	Syap.g_02288	Syaa.g_01876
OG0000788	Syap.g_01932	Syaa.g_01620
OG0000789	Syap.g_00372	Syaa.g_01434
OG0000791	Syap.g_02520	Syaa.g_02066
OG0000792	Syap.g_02519	Syaa.g_02067
OG0000793	Syap.g_02141	Syaa.g_02072
OG0000794	Syap.g_02200	Syaa.g_02073
OG0000795	Syap.g_02199	Syaa.g_02074
OG0000796	Syap.g_02448	Syaa.g_02078
OG0000797	Syap.g_02449	Syaa.g_02079
OG0000798	Syap.g_01363	Syaa.g_00265
OG0000798	Syap.g_01269	Syaa.g_00494
OG0000799	Syap.g_02488	Syaa.g_01743
OG0000800	Syap.g_02487	Syaa.g_01747
OG0000801	Syap.g_02486	Syaa.g_01748
OG0000802	Syap.g_02659	Syaa.g_01753
OG0000803	Syap.g_02109	Syaa.g_01758
OG0000804	Syap.g_02113	Syaa.g_01761
OG0000805	Syap.g_02115	Syaa.g_01763
OG0000806	Syap.g_02117	Syaa.g_01765
OG0000807	Syap.g_02118	Syaa.g_01767
OG0000808	Syap.g_02119	Syaa.g_01768
OG0000809	Syap.g_02122	Syaa.g_01771
OG0000810	Syap.g_02124	Syaa.g_01772
OG0000811	Syap.g_02472	Syaa.g_01778
OG0000812	Syap.g_02474	Syaa.g_01780
OG0000813	Syap.g_02475	Syaa.g_01781
OG0000814	Syap.g_02753	Syaa.g_01783
OG0000815	Syap.g_02752	Syaa.g_01784
OG0000816	Syap.g_02289	Syaa.g_01785
OG0000817	Syap.g_02527	Syaa.g_01786
OG0000818	Syap.g_02001	Syaa.g_01792
OG0000819	Syap.g_02002	Syaa.g_01793
OG0000820	Syap.g_02003	Syaa.g_01794
OG0000821	Syap.g_02009	Syaa.g_01800
OG0000822	Syap.g_02011	Syaa.g_01802
OG0000824	Syap.g_00008	Syaa.g_01807
OG0000825	Syap.g_00009	Syaa.g_01808
OG0000826	Syap.g_00010	Syaa.g_01809
OG0000827	Syap.g_00011	Syaa.g_01810
OG0000828	Syap.g_00014	Syaa.g_01813
OG0000829	Syap.g_00015	Syaa.g_01814
OG0000830	Syap.g_00016	Syaa.g_01815
OG0000831	Syap.g_00019	Syaa.g_01817
OG0000832	Syap.g_00752	Syaa.g_00627
OG0000833	Syap.g_00021	Syaa.g_00611
OG0000834	Syap.g_00023	Syaa.g_00608
OG0000835	Syap.g_00024	Syaa.g_00607
OG0000836	Syap.g_00026	Syaa.g_00603
OG0000837	Syap.g_00027	Syaa.g_00601
OG0000838	Syap.g_00031	Syaa.g_00597
OG0000839	Syap.g_00032	Syaa.g_00596
OG0000840	Syap.g_00033	Syaa.g_00595
OG0000841	Syap.g_00034	Syaa.g_00594
OG0000842	Syap.g_00035	Syaa.g_00593
OG0000843	Syap.g_00036	Syaa.g_00592
OG0000844	Syap.g_00039	Syaa.g_00590
OG0000845	Syap.g_00040	Syaa.g_00589
OG0000846	Syap.g_00042	Syaa.g_00588
OG0000847	Syap.g_00043	Syaa.g_00587
OG0000848	Syap.g_00045	Syaa.g_00585
OG0000849	Syap.g_00046	Syaa.g_00584
OG0000850	Syap.g_00310	Syaa.g_00582
OG0000851	Syap.g_01214	Syaa.g_00577
OG0000852	Syap.g_01215	Syaa.g_00576
OG0000853	Syap.g_01219	Syaa.g_00572
OG0000854	Syap.g_01222	Syaa.g_00570
OG0000855	Syap.g_01223	Syaa.g_00569
OG0000856	Syap.g_01286	Syaa.g_01650
OG0000857	Syap.g_02722	Syaa.g_01188
OG0000858	Syap.g_00612	Syaa.g_00563
OG0000859	Syap.g_00613	Syaa.g_00562
OG0000860	Syap.g_00623	Syaa.g_00549
OG0000861	Syap.g_02789	Syaa.g_00548
OG0000862	Syap.g_01789	Syaa.g_00547
OG0000863	Syap.g_01784	Syaa.g_00543
OG0000864	Syap.g_01783	Syaa.g_00542
OG0000865	Syap.g_01781, Syap.g_01782	Syaa.g_00541
OG0000866	Syap.g_01780	Syaa.g_00540
OG0000867	Syap.g_01779	Syaa.g_00539
OG0000868	Syap.g_01775	Syaa.g_00536
OG0000869	Syap.g_01770	Syaa.g_00531
OG0000870	Syap.g_01401	Syaa.g_00526
OG0000871	Syap.g_01400	Syaa.g_00525
OG0000872	Syap.g_01394	Syaa.g_00511
OG0000873	Syap.g_01390	Syaa.g_00497
OG0000874	Syap.g_01388	Syaa.g_00519
OG0000875	Syap.g_01386	Syaa.g_00438
OG0000876	Syap.g_00822	Syaa.g_00682
OG0000877	Syap.g_01380	Syaa.g_00679
OG0000878	Syap.g_01378	Syaa.g_00678
OG0000879	Syap.g_01377	Syaa.g_00677
OG0000880	Syap.g_01376	Syaa.g_00676
OG0000882	Syap.g_01516	Syaa.g_00666
OG0000883	Syap.g_01511	Syaa.g_00661
OG0000884	Syap.g_01509	Syaa.g_00659
OG0000885	Syap.g_01508	Syaa.g_00658
OG0000886	Syap.g_01507	Syaa.g_00657
OG0000887	Syap.g_01506	Syaa.g_00656
OG0000888	Syap.g_01504	Syaa.g_00654
OG0000889	Syap.g_01502	Syaa.g_00652
OG0000890	Syap.g_01499	Syaa.g_00644
OG0000891	Syap.g_01498	Syaa.g_00643
OG0000892	Syap.g_02671	Syaa.g_00640
OG0000893	Syap.g_02497	Syaa.g_02352
OG0000894	Syap.g_02679	Syaa.g_02349
OG0000895	Syap.g_00546	Syaa.g_02345
OG0000896	Syap.g_00545	Syaa.g_02344
OG0000897	Syap.g_00543	Syaa.g_02342
OG0000898	Syap.g_00542	Syaa.g_02341
OG0000899	Syap.g_00541	Syaa.g_02340
OG0000900	Syap.g_00540	Syaa.g_02339
OG0000901	Syap.g_01930	Syaa.g_02334
OG0000902	Syap.g_01929	Syaa.g_02332
OG0000903	Syap.g_01916	Syaa.g_02313
OG0000904	Syap.g_01922	Syaa.g_02318
OG0000905	Syap.g_01925	Syaa.g_02324
OG0000906	Syap.g_01927	Syaa.g_02327
OG0000907	Syap.g_01914	Syaa.g_02295
OG0000908	Syap.g_01235	Syaa.g_02292
OG0000909	Syap.g_01236	Syaa.g_02291
OG0000910	Syap.g_01237	Syaa.g_02290
OG0000911	Syap.g_00511	Syaa.g_02288
OG0000912	Syap.g_00510	Syaa.g_02287
OG0000913	Syap.g_00509	Syaa.g_02286
OG0000914	Syap.g_00508	Syaa.g_02285
OG0000915	Syap.g_00506	Syaa.g_02283
OG0000916	Syap.g_00505	Syaa.g_02282
OG0000917	Syap.g_00504	Syaa.g_02281
OG0000918	Syap.g_00503	Syaa.g_02280
OG0000919	Syap.g_00502	Syaa.g_02279
OG0000920	Syap.g_00501	Syaa.g_02278
OG0000921	Syap.g_00500	Syaa.g_02277
OG0000922	Syap.g_00499	Syaa.g_02276
OG0000923	Syap.g_00495	Syaa.g_02272
OG0000924	Syap.g_00494	Syaa.g_02271
OG0000925	Syap.g_00493	Syaa.g_02270
OG0000926	Syap.g_00492	Syaa.g_02269
OG0000927	Syap.g_00490	Syaa.g_02267
OG0000928	Syap.g_00489	Syaa.g_02266
OG0000929	Syap.g_00488	Syaa.g_02265
OG0000930	Syap.g_00487	Syaa.g_02264
OG0000931	Syap.g_00486	Syaa.g_02263
OG0000932	Syap.g_00485	Syaa.g_02262
OG0000933	Syap.g_00479	Syaa.g_02256
OG0000934	Syap.g_00477	Syaa.g_02254
OG0000935	Syap.g_00476	Syaa.g_02253
OG0000936	Syap.g_00475	Syaa.g_02252
OG0000937	Syap.g_00474	Syaa.g_02251
OG0000938	Syap.g_00471	Syaa.g_02248
OG0000939	Syap.g_00469	Syaa.g_02247
OG0000940	Syap.g_00460	Syaa.g_02240
OG0000941	Syap.g_00458	Syaa.g_02238
OG0000942	Syap.g_00606	Syaa.g_02236
OG0000943	Syap.g_00604	Syaa.g_02235
OG0000944	Syap.g_00602	Syaa.g_02233
OG0000945	Syap.g_00601	Syaa.g_02231
OG0000946	Syap.g_00595	Syaa.g_02225
OG0000947	Syap.g_00591	Syaa.g_02222
OG0000948	Syap.g_00590	Syaa.g_02221
OG0000949	Syap.g_01051	Syaa.g_00172
OG0000950	Syap.g_01061	Syaa.g_00159
OG0000951	Syap.g_01070	Syaa.g_00153
OG0000952	Syap.g_01074	Syaa.g_00149
OG0000953	Syap.g_01078	Syaa.g_00143
OG0000954	Syap.g_01089	Syaa.g_00138
OG0000955	Syap.g_01090	Syaa.g_00137
OG0000956	Syap.g_01092	Syaa.g_00135
OG0000957	Syap.g_01109	Syaa.g_00125
OG0000958	Syap.g_01110	Syaa.g_00124
OG0000959	Syap.g_01114	Syaa.g_00120
OG0000960	Syap.g_01115	Syaa.g_00119
OG0000961	Syap.g_02170	Syaa.g_00106
OG0000962	Syap.g_01121	Syaa.g_00102
OG0000963	Syap.g_01124	Syaa.g_00097
OG0000964	Syap.g_01125	Syaa.g_00096
OG0000965	Syap.g_01126	Syaa.g_00095
OG0000966	Syap.g_01141	Syaa.g_00083
OG0000967	Syap.g_00633	Syaa.g_00074
OG0000968	Syap.g_00998	Syaa.g_00078
OG0000969	Syap.g_00996	Syaa.g_00077
OG0000970	Syap.g_00995	Syaa.g_00076
OG0000971	Syap.g_00993	Syaa.g_00069
OG0000972	Syap.g_00992	Syaa.g_00068
OG0000973	Syap.g_00991	Syaa.g_00067
OG0000974	Syap.g_00990	Syaa.g_00066
OG0000975	Syap.g_00989	Syaa.g_00065
OG0000976	Syap.g_00988	Syaa.g_00064
OG0000977	Syap.g_00986	Syaa.g_00062
OG0000978	Syap.g_00985	Syaa.g_00061
OG0000979	Syap.g_00980	Syaa.g_00058
OG0000980	Syap.g_00977	Syaa.g_00055
OG0000981	Syap.g_01812	Syaa.g_00052
OG0000982	Syap.g_00132	Syaa.g_02593
OG0000983	Syap.g_00134	Syaa.g_02594
OG0000984	Syap.g_00135	Syaa.g_02595
OG0000985	Syap.g_00140	Syaa.g_02597
OG0000986	Syap.g_01044	Syaa.g_02601
OG0000987	Syap.g_01033	Syaa.g_02603
OG0000988	Syap.g_01027	Syaa.g_02608
OG0000989	Syap.g_01011	Syaa.g_02616
OG0000990	Syap.g_02087	Syaa.g_02647
OG0000991	Syap.g_02091	Syaa.g_02650
OG0000992	Syap.g_02095	Syaa.g_02653
OG0000993	Syap.g_02097	Syaa.g_02654
OG0000994	Syap.g_02101	Syaa.g_02657
OG0000996	Syap.g_01817	Syaa.g_02705
OG0000997	Syap.g_02590	Syaa.g_02725
OG0000998	Syap.g_02591	Syaa.g_02727
OG0000999	Syap.g_02592	Syaa.g_02728
OG0001001	Syap.g_02605	Syaa.g_02738
OG0001002	Syap.g_00124	Syaa.g_02745
OG0001003	Syap.g_02310	Syaa.g_02747
OG0001004	Syap.g_02311	Syaa.g_02748
OG0001005	Syap.g_02312	Syaa.g_02749
OG0001006	Syap.g_00053	Syaa.g_02756
OG0001007	Syap.g_00055	Syaa.g_02758
OG0001008	Syap.g_02060	Syaa.g_00704
OG0001012	Syap.g_00371	Syaa.g_02589
OG0001013	Syap.g_01325	Syaa.g_02576
OG0001016	Syap.g_01695	Syaa.g_00348
OG0001033	Syap.g_00105	Syaa.g_02539
OG0001035	Syap.g_01594	Syaa.g_00298
OG0001038	Syap.g_01362	Syaa.g_00264
OG0001039	Syap.g_01359	Syaa.g_00261
OG0001040	Syap.g_01356	Syaa.g_00258
OG0001041	Syap.g_01352	Syaa.g_00253
OG0001043	Syap.g_01676	Syaa.g_00223
OG0001044	Syap.g_00571	Syaa.g_02183
OG0001053	Syap.g_02253	Syaa.g_02048
OG0001054	Syap.g_00274	Syaa.g_02031
OG0001055	Syap.g_00252	Syaa.g_02010
OG0001059	Syap.g_00306	Syaa.g_01947
OG0001060	Syap.g_00299	Syaa.g_01941
OG0001061	Syap.g_01309	Syaa.g_01919
OG0001062	Syap.g_01314	Syaa.g_01917
OG0001072	Syap.g_00441	Syaa.g_01898
OG0001073	Syap.g_00122, Syap.g_00455	Syaa.g_01884
OG0001078	Syap.g_00896	Syaa.g_01632
OG0001080	Syap.g_02505	Syaa.g_01443
OG0001085	Syap.g_01953	Syaa.g_01075
OG0001094	Syap.g_00187	Syaa.g_01148
OG0001095	Syap.g_02725	Syaa.g_01185
OG0001096	Syap.g_02709	Syaa.g_01200
OG0001100	Syap.g_02369	Syaa.g_01086
OG0001102	Syap.g_01258	Syaa.g_01091
OG0001103	Syap.g_01256	Syaa.g_01093
OG0001104	Syap.g_00171	Syaa.g_01133
OG0001105	Syap.g_00175	Syaa.g_01137
OG0001107	Syap.g_02015	Syaa.g_01359
OG0001108	Syap.g_00119	Syaa.g_01350
OG0001122	Syap.g_02766	Syaa.g_01301
OG0001123	Syap.g_01872	Syaa.g_01294
OG0001133	Syap.g_01292	Syaa.g_01656
OG0001136	Syap.g_00230	Syaa.g_00767
OG0001137	Syap.g_00213	Syaa.g_00786
OG0001140	Syap.g_02134	Syaa.g_00999
OG0001152	Syap.g_02447	Syaa.g_02077
OG0001154	Syap.g_00013	Syaa.g_01812
OG0001160	Syap.g_01217	Syaa.g_00574
OG0001162	Syap.g_02366	Syaa.g_01203
OG0001163	Syap.g_00609	Syaa.g_00566
OG0001164	Syap.g_00614	Syaa.g_00560
OG0001165	Syap.g_00619	Syaa.g_00555
OG0001168	Syap.g_01372	Syaa.g_00672
OG0001171	Syap.g_01505	Syaa.g_00655
OG0001172	Syap.g_00547	Syaa.g_02347
OG0001177	Syap.g_01920	Syaa.g_02316
OG0001178	Syap.g_01786, Syap.g_01787	Syaa.g_00546
OG0001179	Syap.g_00491	Syaa.g_02268
OG0001180	Syap.g_00097, Syap.g_00465	Syaa.g_02243
OG0001181	Syap.g_00459	Syaa.g_02239
OG0001183	Syap.g_00594	Syaa.g_02224
OG0001186	Syap.g_01140	Syaa.g_00081
OG0001187	Syap.g_01142	Syaa.g_00082
OG0001188	Syap.g_00634	Syaa.g_00075
OG0001189	Syap.g_00979	Syaa.g_00057
OG0001191	Syap.g_01030	Syaa.g_02605
OG0001192	Syap.g_01021	Syaa.g_02612
OG0001197	Syap.g_00126	Syaa.g_02743
OG0001198	Syap.g_00052	Syaa.g_02755
OG0001199	Syap.g_01696	Syaa.g_00347
OG0001200	Syap.g_01698	Syaa.g_00345
OG0001202	Syap.g_01613	Syaa.g_02528
OG0001203	Syap.g_01154	Syaa.g_02106
OG0001204	Syap.g_01577	Syaa.g_00316
OG0001214	Syap.g_00897	Syaa.g_01631
OG0001217	Syap.g_01464	Syaa.g_01559
OG0001218	Syap.g_00020	Syaa.g_01820
OG0001219	Syap.g_02794	Syaa.g_01404
OG0001221	Syap.g_01777	Syaa.g_01111
OG0001222	Syap.g_02027	Syaa.g_01371
OG0001224	Syap.g_01551	Syaa.g_00874
OG0001225	Syap.g_01553	Syaa.g_00876
OG0001226	Syap.g_02551	Syaa.g_01579
OG0001228	Syap.g_01063	Syaa.g_00695
OG0001229	Syap.g_00827	Syaa.g_00899
OG0001230	Syap.g_02116	Syaa.g_01764
OG0001231	Syap.g_00073	Syaa.g_00017
OG0001232	Syap.g_01393	Syaa.g_00508
OG0001235	Syap.g_01924	Syaa.g_02323
OG0001236	Syap.g_01069	Syaa.g_00154
OG0001238	Syap.g_01028	Syaa.g_02607
OG0001239	Syap.g_01693, Syap.g_01692	Syaa.g_00350
OG0001242	Syap.g_02227, Syap.g_02229	Syaa.g_02407
OG0001243	Syap.g_02219	Syaa.g_02415
OG0001244	Syap.g_02192	Syaa.g_02445
OG0001246	Syap.g_01165, Syap.g_00267	Syaa.g_02023
OG0001248	Syap.g_00423	Syaa.g_01204
OG0001251	Syap.g_01549, Syap.g_01727	Syaa.g_02667
OG0001253	Syap.g_01969	Syaa.g_01467
OG0001255	Syap.g_02523	Syaa.g_01696
OG0001256	Syap.g_01225	Syaa.g_00567
OG0001257	Syap.g_00374, Syap.g_00373, Syap.g_01821	Syaa.g_01418
OG0001258	Syap.g_00617	Syaa.g_00557
OG0001260	Syap.g_01497	Syaa.g_00642
OG0001261	Syap.g_00482	Syaa.g_02259
OG0001262	Syap.g_00981	Syaa.g_00059
OG0001263	Syap.g_02216	Syaa.g_02418
OG0001265	Syap.g_02231	Syaa.g_02405
OG0001266	Syap.g_01618	Syaa.g_02532
OG0001267	Syap.g_01360	Syaa.g_00262
OG0001268	Syap.g_00563	Syaa.g_02176
OG0001270	Syap.g_02056	Syaa.g_00701
OG0001271	Syap.g_02759	Syaa.g_01845
OG0001272	Syap.g_02250	Syaa.g_02045
OG0001274	Syap.g_01897	Syaa.g_02563
OG0001275	Syap.g_02694	Syaa.g_01311
OG0001276	Syap.g_01873	Syaa.g_01295
OG0001277	Syap.g_01293	Syaa.g_02724
OG0001278	Syap.g_02438	Syaa.g_00966
OG0001279	Syap.g_02663	Syaa.g_01749
OG0001282	Syap.g_01701	Syaa.g_02060
OG0001284	Syap.g_00047	Syaa.g_00583
OG0001286	Syap.g_00467	Syaa.g_02245
OG0001287	Syap.g_00418	Syaa.g_00121
OG0001289	Syap.g_02365	Syaa.g_00327
OG0001291	Syap.g_02207	Syaa.g_02428
OG0001292	Syap.g_01583	Syaa.g_00310
OG0001297	Syap.g_00255	Syaa.g_02013
OG0001299	Syap.g_01959	Syaa.g_01070
OG0001303	Syap.g_02795	Syaa.g_01402
OG0001304	Syap.g_00536	Syaa.g_01281
OG0001305	Syap.g_01562	Syaa.g_00885
OG0001306	Syap.g_00245	Syaa.g_00753
OG0001310	Syap.g_01774	Syaa.g_00535
OG0001311	Syap.g_01871	Syaa.g_01293
OG0001312	Syap.g_01735	Syaa.g_01391
OG0001315	Syap.g_00596	Syaa.g_02226
OG0001318	Syap.g_01596, Syap.g_01597	Syaa.g_00296
